현대위아(011210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-10,179000,179500,176500,177000,75933,4554231.0,25730119.0
2012-10-11,175500,182000,175000,178000,120592,4579961.0,25730119.0
2012-10-12,177000,179500,174500,174500,96919,4489906.0,25730119.0
2012-10-15,173000,181000,173000,178000,149137,4579961.0,25730119.0
2012-10-16,180500,181000,175500,175500,74936,4515636.0,25730119.0
2012-10-17,177000,181500,176000,178500,182855,4592826.0,25730119.0
2012-10-18,178500,181500,177000,181500,86861,4670017.0,25730119.0
2012-10-19,181000,182500,177500,180000,75046,4631421.0,25730119.0
2012-10-22,176000,180500,175500,179500,49174,4618556.0,25730119.0
2012-10-23,179000,180000,172000,172500,158215,4438446.0,25730119.0
2012-10-24,171000,171500,163000,168000,314980,4322660.0,25730119.0
2012-10-25,166000,177500,163000,174500,276729,4489906.0,25730119.0
2012-10-26,171500,174000,167000,168000,205391,4322660.0,25730119.0
2012-10-29,170000,175500,168500,172500,223963,4438446.0,25730119.0
2012-10-30,170000,174500,168500,169000,143088,4348390.0,25730119.0
2012-10-31,171000,177000,170500,176500,150791,4541366.0,25730119.0
2012-11-01,175000,177500,165500,169000,328113,4348390.0,25730119.0
2012-11-02,172500,172500,167500,172000,173063,4425580.0,25730119.0
2012-11-05,161000,166500,161000,163000,446007,4194009.0,25730119.0
2012-11-06,163000,165500,161500,165000,179338,4245470.0,25730119.0
2012-11-07,167500,168000,165000,168000,82888,4322660.0,25730119.0
2012-11-08,164000,166500,163500,163500,94039,4206874.0,25730119.0
2012-11-09,160500,162000,151500,161000,373973,4142549.0,25730119.0
2012-11-12,159000,162500,159000,161500,119682,4155414.0,25730119.0
2012-11-13,163000,163000,152500,156500,124313,4026764.0,25730119.0
2012-11-14,156500,164500,156500,164000,215035,4219740.0,25730119.0
2012-11-15,161500,166500,161000,165000,114748,4245470.0,25730119.0
2012-11-16,164000,173000,163000,169000,147485,4348390.0,25730119.0
2012-11-19,170000,173000,164500,166000,84631,4271200.0,25730119.0
2012-11-20,168000,172000,167500,171500,156970,4412715.0,25730119.0
2012-11-21,172000,175000,170000,173000,113454,4451311.0,25730119.0
2012-11-22,176500,178500,174000,178000,175231,4579961.0,25730119.0
2012-11-23,178000,180000,176500,177500,130234,4567096.0,25730119.0
2012-11-26,180000,180000,175000,178500,93996,4592826.0,25730119.0
2012-11-27,180000,180000,176500,178000,98889,4579961.0,25730119.0
2012-11-28,178000,179000,172000,176000,143488,4528501.0,25730119.0
2012-11-29,176500,179000,174500,179000,122694,4605691.0,25730119.0
2012-11-30,177500,182000,176000,182000,182669,4682882.0,25730119.0
2012-12-03,182000,182500,175000,175500,141721,4515636.0,25730119.0
2012-12-04,176000,179000,175000,176000,89306,4528501.0,25730119.0
2012-12-05,176000,180000,175500,179000,107306,4605691.0,25730119.0
2012-12-06,178000,180000,177000,178000,59083,4579961.0,25730119.0
2012-12-07,178000,180000,175500,176000,75431,4528501.0,25730119.0
2012-12-10,176500,180500,175500,178000,107379,4579961.0,25730119.0
2012-12-11,178500,180000,176500,178500,64613,4592826.0,25730119.0
2012-12-12,180000,180000,175500,178500,108724,4592826.0,25730119.0
2012-12-13,177500,179000,175500,178000,114610,4579961.0,25730119.0
2012-12-14,178500,180000,176000,179000,91172,4605691.0,25730119.0
2012-12-17,181000,181000,172000,172500,169595,4438446.0,25730119.0
2012-12-18,172000,176500,168000,176500,141159,4541366.0,25730119.0
2012-12-20,177000,177000,171500,173000,114005,4451311.0,25730119.0
2012-12-21,173000,175000,171500,174500,86174,4489906.0,25730119.0
2012-12-24,175500,175500,173500,175500,36307,4515636.0,25730119.0
2012-12-26,176500,178000,174000,176500,99980,4541366.0,25730119.0
2012-12-27,176500,176500,171000,172500,175532,4438446.0,25730119.0
2012-12-28,173500,175000,169500,173000,214817,4451311.0,25730119.0
2013-01-02,174500,174500,168500,168500,162018,4335525.0,25730119.0
2013-01-03,171000,171000,159000,162000,377263,4168279.0,25730119.0
2013-01-04,163500,163500,158500,160500,249697,4129684.0,25730119.0
2013-01-07,161500,166000,160500,165000,112857,4245470.0,25730119.0
2013-01-08,164000,168500,164000,167500,119042,4309795.0,25730119.0
2013-01-09,167500,169000,165500,165500,82442,4258335.0,25730119.0
2013-01-10,165500,166000,162000,162000,94534,4168279.0,25730119.0
2013-01-11,162000,162500,156500,156500,241182,4026764.0,25730119.0
2013-01-14,156000,158500,150000,152000,310140,3910978.0,25730119.0
2013-01-15,152500,156000,151000,152500,177388,3923843.0,25730119.0
2013-01-16,153500,156500,153000,154000,148366,3962438.0,25730119.0
2013-01-17,155000,157500,154500,156000,101047,4013899.0,25730119.0
2013-01-18,157500,158000,153500,155000,86282,3988168.0,25730119.0
2013-01-21,155500,155500,151000,152000,158485,3910978.0,25730119.0
2013-01-22,152000,157500,150000,157000,219361,4039629.0,25730119.0
2013-01-23,158000,158500,154500,154500,114975,3975303.0,25730119.0
2013-01-24,155500,155500,145000,146000,220006,3756597.0,25730119.0
2013-01-25,146000,146000,136500,140000,531983,3602217.0,25730119.0
2013-01-28,139500,142000,136500,141000,222716,3627947.0,25730119.0
2013-01-29,142000,146500,141500,145000,259915,3730867.0,25730119.0
2013-01-30,144500,145000,140000,143000,211624,3679407.0,25730119.0
2013-01-31,141500,147500,141000,147000,233305,3782327.0,25730119.0
2013-02-01,149500,153500,148000,151500,370205,3898113.0,25730119.0
2013-02-04,152500,153000,147000,149000,213732,3833788.0,25730119.0
2013-02-05,147000,153000,145500,152000,165255,3910978.0,25730119.0
2013-02-06,151000,155500,150500,154000,155832,3962438.0,25730119.0
2013-02-07,154000,156000,152500,154500,139347,3975303.0,25730119.0
2013-02-08,152500,157000,152500,157000,102337,4039629.0,25730119.0
2013-02-12,158500,158500,155000,157000,75825,4039629.0,25730119.0
2013-02-13,159000,160000,157500,160000,91519,4116819.0,25730119.0
2013-02-14,160000,160000,157500,158000,91862,4065359.0,25730119.0
2013-02-15,160500,160500,155500,157000,76428,4039629.0,25730119.0
2013-02-18,155500,157500,152500,157000,103357,4039629.0,25730119.0
2013-02-19,155500,157500,155000,155000,50024,3988168.0,25730119.0
2013-02-20,156500,156500,155000,156500,91017,4026764.0,25730119.0
2013-02-21,155500,157500,155000,155500,90922,4001034.0,25730119.0
2013-02-22,155500,159000,154000,159000,95302,4091089.0,25730119.0
2013-02-25,159000,159500,156000,156500,64843,4026764.0,25730119.0
2013-02-26,155500,156500,150500,153000,189384,3936708.0,25730119.0
2013-02-27,154000,156000,152500,154000,72416,3962438.0,25730119.0
2013-02-28,156500,159000,155500,159000,101419,4091089.0,25730119.0
2013-03-04,157500,160000,157000,159000,107530,4091089.0,25730119.0
2013-03-05,157500,162500,157000,159000,118066,4091089.0,25730119.0
2013-03-06,161000,161500,155500,158000,98046,4065359.0,25730119.0
2013-03-07,156500,159000,154500,157000,95119,4039629.0,25730119.0
2013-03-08,157000,157500,152500,155500,127126,4001034.0,25730119.0
2013-03-11,154500,155500,150000,155500,158648,4001034.0,25730119.0
2013-03-12,157000,160000,155500,159500,155138,4103954.0,25730119.0
2013-03-13,159000,163000,158000,163000,165206,4194009.0,25730119.0
2013-03-14,163000,166500,161500,166500,144551,4284065.0,25730119.0
2013-03-15,166500,173000,166000,170500,277036,4386985.0,25730119.0
2013-03-18,171000,172000,168000,170000,107959,4374120.0,25730119.0
2013-03-19,171000,171000,166000,166500,96204,4284065.0,25730119.0
2013-03-20,165000,170000,164000,166500,67605,4284065.0,25730119.0
2013-03-21,167000,168000,163000,163000,56888,4194009.0,25730119.0
2013-03-22,162500,165500,161500,164500,55230,4232605.0,25730119.0
2013-03-25,167000,167500,162500,164500,58394,4232605.0,25730119.0
2013-03-26,164000,170500,164000,169500,104534,4361255.0,25730119.0
2013-03-27,171000,171000,167000,168500,126940,4335525.0,25730119.0
2013-03-28,169500,169500,163500,165000,137165,4245470.0,25730119.0
2013-03-29,166500,166500,162000,164000,90754,4219740.0,25730119.0
2013-04-01,164000,164500,162500,163000,51114,4194009.0,25730119.0
2013-04-02,163500,165500,163000,163500,73682,4206874.0,25730119.0
2013-04-03,165000,166500,163500,166500,81307,4284065.0,25730119.0
2013-04-04,162500,163500,157500,161500,120666,4155414.0,25730119.0
2013-04-05,160500,160500,151500,153500,209073,3949573.0,25730119.0
2013-04-08,154000,157500,151500,154000,111335,3962438.0,25730119.0
2013-04-09,152500,157000,152000,154000,95723,3962438.0,25730119.0
2013-04-10,154500,155000,145000,150000,430766,3859518.0,25730119.0
2013-04-11,150000,150000,143000,144500,282463,3718002.0,25730119.0
2013-04-12,145500,146000,140500,142500,179225,3666542.0,25730119.0
2013-04-15,142000,143000,139000,142500,140086,3666542.0,25730119.0
2013-04-16,140000,141500,138500,139000,135317,3576487.0,25730119.0
2013-04-17,139000,142000,139000,140500,101565,3615082.0,25730119.0
2013-04-18,139000,140500,134000,134500,239301,3460701.0,25730119.0
2013-04-19,133000,135500,130000,133000,187123,3422106.0,25730119.0
2013-04-22,130500,137500,130500,136000,200181,3499296.0,25730119.0
2013-04-23,136000,138000,130000,130500,261246,3357781.0,25730119.0
2013-04-24,132000,132000,126000,127000,315016,3267725.0,25730119.0
2013-04-25,127500,139000,127000,138000,333523,3550756.0,25730119.0
2013-04-26,138000,139500,134500,135500,190061,3486431.0,25730119.0
2013-04-29,136500,145500,136000,144500,282057,3718002.0,25730119.0
2013-04-30,144500,144500,140500,142000,161656,3653677.0,25730119.0
2013-05-02,141000,147000,140500,146000,121165,3756597.0,25730119.0
2013-05-03,146000,151000,144000,150500,164847,3872383.0,25730119.0
2013-05-06,153500,153500,147000,148000,118071,3808058.0,25730119.0
2013-05-07,147500,148500,142500,147000,115975,3782327.0,25730119.0
2013-05-08,147500,149000,145000,146000,57226,3756597.0,25730119.0
2013-05-09,145000,147500,143500,145000,80729,3730867.0,25730119.0
2013-05-10,144000,144000,141000,142000,115403,3653677.0,25730119.0
2013-05-13,141000,145500,141000,142000,116059,3653677.0,25730119.0
2013-05-14,143000,150000,143000,149500,157210,3846653.0,25730119.0
2013-05-15,149000,151000,147000,151000,81598,3885248.0,25730119.0
2013-05-16,150500,152500,150000,151000,76001,3885248.0,25730119.0
2013-05-20,151000,154500,150500,153000,98637,3936708.0,25730119.0
2013-05-21,153500,158000,153500,157500,119183,4052494.0,25730119.0
2013-05-22,158000,158500,156000,156500,85309,4026764.0,25730119.0
2013-05-23,156500,158500,154500,157000,89711,4039629.0,25730119.0
2013-05-24,158000,161000,157500,160000,118338,4116819.0,25730119.0
2013-05-27,162000,166000,161000,161000,119642,4142549.0,25730119.0
2013-05-28,162500,163000,160000,160000,90107,4116819.0,25730119.0
2013-05-29,161000,168000,161000,167000,152662,4296930.0,25730119.0
2013-05-30,168000,170000,165000,165500,116340,4258335.0,25730119.0
2013-05-31,168000,169500,164000,165500,76029,4258335.0,25730119.0
2013-06-03,165500,166000,161000,161000,98999,4142549.0,25730119.0
2013-06-04,162000,165500,161500,163000,55537,4194009.0,25730119.0
2013-06-05,163000,163000,160500,160500,39717,4129684.0,25730119.0
2013-06-07,160500,163500,160000,160000,51439,4116819.0,25730119.0
2013-06-10,161500,162000,157000,159000,35777,4091089.0,25730119.0
2013-06-11,161000,164500,158000,161000,111006,4142549.0,25730119.0
2013-06-12,161500,165000,161000,161000,86569,4142549.0,25730119.0
2013-06-13,161000,167000,160500,165000,121626,4245470.0,25730119.0
2013-06-14,166500,169500,163500,166000,70492,4271200.0,25730119.0
2013-06-17,165500,165500,162000,162000,43773,4168279.0,25730119.0
2013-06-18,162500,166000,160500,165500,58856,4258335.0,25730119.0
2013-06-19,165000,167500,163000,166000,45418,4271200.0,25730119.0
2013-06-20,163500,167500,161500,163500,76092,4206874.0,25730119.0
2013-06-21,159500,164500,159000,164500,78311,4232605.0,25730119.0
2013-06-24,163500,165500,159000,160500,69269,4129684.0,25730119.0
2013-06-25,161500,166500,160500,163000,87771,4194009.0,25730119.0
2013-06-26,165000,166000,161000,161500,45201,4155414.0,25730119.0
2013-06-27,162000,166000,161000,164000,92305,4219740.0,25730119.0
2013-06-28,163500,170000,163500,170000,130844,4374120.0,25730119.0
2013-07-01,168500,170500,166500,169000,65909,4348390.0,25730119.0
2013-07-02,169000,169000,161500,163000,112050,4194009.0,25730119.0
2013-07-03,163500,164500,158000,162000,90302,4168279.0,25730119.0
2013-07-04,162000,164000,160000,161500,25764,4155414.0,25730119.0
2013-07-05,164500,166500,163500,165500,44671,4258335.0,25730119.0
2013-07-08,166500,169000,164000,165500,40715,4258335.0,25730119.0
2013-07-09,167000,169500,164500,169000,38483,4348390.0,25730119.0
2013-07-10,168000,168500,156000,157000,458919,4039629.0,25730119.0
2013-07-11,160000,161500,159000,161000,192005,4142549.0,25730119.0
2013-07-12,161000,161000,156500,158000,139216,4065359.0,25730119.0
2013-07-15,157500,160000,156500,158500,75672,4078224.0,25730119.0
2013-07-16,158500,160000,155500,157000,110555,4039629.0,25730119.0
2013-07-17,157500,163000,157000,160500,112320,4129684.0,25730119.0
2013-07-18,160500,161000,158500,158500,46525,4078224.0,25730119.0
2013-07-19,159000,162500,158500,161000,57649,4142549.0,25730119.0
2013-07-22,162000,162500,158500,159000,62954,4091089.0,25730119.0
2013-07-23,160000,161500,157000,157500,55421,4052494.0,25730119.0
2013-07-24,157000,160000,156500,159000,58130,4091089.0,25730119.0
2013-07-25,159000,161000,157000,158500,50492,4078224.0,25730119.0
2013-07-26,158500,165000,158000,163000,84609,4194009.0,25730119.0
2013-07-29,163500,167500,162500,167000,131374,4296930.0,25730119.0
2013-07-30,167000,169500,166000,168500,96756,4335525.0,25730119.0
2013-07-31,169500,169500,162500,164000,138827,4219740.0,25730119.0
2013-08-01,163500,164000,161000,161500,71952,4155414.0,25730119.0
2013-08-02,163000,164500,161500,164000,69445,4219740.0,25730119.0
2013-08-05,163000,164500,162000,162000,25948,4168279.0,25730119.0
2013-08-06,163500,164000,160000,161500,79445,4155414.0,25730119.0
2013-08-07,160000,160000,156500,156500,90618,4026764.0,25730119.0
2013-08-08,156500,158500,154500,155000,118382,3988168.0,25730119.0
2013-08-09,156000,156500,150500,152500,122214,3923843.0,25730119.0
2013-08-12,152500,153500,151500,152500,50525,3923843.0,25730119.0
2013-08-13,154000,154500,152500,154000,48324,3962438.0,25730119.0
2013-08-14,152500,158500,152000,157500,83833,4052494.0,25730119.0
2013-08-16,155000,158500,154500,158000,52726,4065359.0,25730119.0
2013-08-19,158500,158500,155500,158000,50715,4065359.0,25730119.0
2013-08-20,155500,158000,153000,154500,53813,3975303.0,25730119.0
2013-08-21,155000,155000,151000,153000,82370,3936708.0,25730119.0
2013-08-22,151500,155000,151000,154500,62639,3975303.0,25730119.0
2013-08-23,154000,157500,153000,156000,67538,4013899.0,25730119.0
2013-08-26,156000,158000,154500,158000,50352,4065359.0,25730119.0
2013-08-27,158000,159000,156000,157500,66798,4052494.0,25730119.0
2013-08-28,155000,164500,155000,164500,218009,4232605.0,25730119.0
2013-08-29,165000,170000,163500,169000,297049,4348390.0,25730119.0
2013-08-30,169500,171500,167000,171500,227339,4412715.0,25730119.0
2013-09-02,170000,172000,166000,167500,114041,4309795.0,25730119.0
2013-09-03,167500,169500,165500,166000,97490,4271200.0,25730119.0
2013-09-04,166500,171500,165500,171000,150618,4399850.0,25730119.0
2013-09-05,171500,174000,168500,169500,138013,4361255.0,25730119.0
2013-09-06,170500,174500,169000,170000,138973,4374120.0,25730119.0
2013-09-09,172000,174500,169500,170000,111910,4374120.0,25730119.0
2013-09-10,171500,174500,171000,174000,104908,4477041.0,25730119.0
2013-09-11,174000,177000,173000,175000,107231,4502771.0,25730119.0
2013-09-12,175000,175500,169500,171000,167142,4399850.0,25730119.0
2013-09-13,175000,175000,170500,173500,67614,4464176.0,25730119.0
2013-09-16,174000,176500,173000,174500,102590,4489906.0,25730119.0
2013-09-17,173000,174500,170500,173000,78095,4451311.0,25730119.0
2013-09-23,174500,177000,172000,177000,85346,4554231.0,25730119.0
2013-09-24,176000,178500,174000,176500,123760,4541366.0,25730119.0
2013-09-25,175500,177500,174500,175500,68378,4515636.0,25730119.0
2013-09-26,175000,175000,169000,169500,197411,4361255.0,25730119.0
2013-09-27,171000,172500,169500,171500,94646,4412715.0,25730119.0
2013-09-30,170500,171500,169000,169500,74315,4361255.0,25730119.0
2013-10-01,168500,172000,168500,171000,55714,4399850.0,25730119.0
2013-10-02,171000,171500,165500,167000,131582,4296930.0,25730119.0
2013-10-04,165000,167000,164500,166000,91359,4271200.0,25730119.0
2013-10-07,164500,167000,162500,163000,139886,4194009.0,25730119.0
2013-10-08,161500,169000,160500,169000,161155,4348390.0,25730119.0
2013-10-10,169000,176000,168000,175500,155466,4515636.0,25730119.0
2013-10-11,177500,178000,174500,175500,94903,4515636.0,25730119.0
2013-10-14,175500,175500,173000,173500,71848,4464176.0,25730119.0
2013-10-15,175500,178500,174500,177500,91816,4567096.0,25730119.0
2013-10-16,177500,178000,172000,174000,79107,4477041.0,25730119.0
2013-10-17,176000,177000,173500,173500,73162,4464176.0,25730119.0
2013-10-18,173500,176500,169500,174500,158055,4489906.0,25730119.0
2013-10-21,176000,179500,175000,177000,103593,4554231.0,25730119.0
2013-10-22,176500,180000,176500,180000,105914,4631421.0,25730119.0
2013-10-23,180000,180000,177000,177500,97106,4567096.0,25730119.0
2013-10-24,177500,179000,173500,176000,115827,4528501.0,25730119.0
2013-10-25,176500,179500,174500,179000,102534,4605691.0,25730119.0
2013-10-28,180500,186000,180000,185000,300669,4760072.0,25730119.0
2013-10-29,185000,185500,183000,185000,119017,4760072.0,25730119.0
2013-10-30,186000,188000,184000,186500,168735,4798667.0,25730119.0
2013-10-31,184500,186000,179000,183000,110263,4708612.0,25730119.0
2013-11-01,182000,183500,178000,179500,104566,4618556.0,25730119.0
2013-11-04,180500,182500,179500,181000,73579,4657152.0,25730119.0
2013-11-05,180500,186000,180500,185500,148051,4772937.0,25730119.0
2013-11-06,187000,187000,184000,187000,112133,4811532.0,25730119.0
2013-11-07,185500,188000,185000,185000,70508,4760072.0,25730119.0
2013-11-08,184000,188000,182000,187500,88499,4824397.0,25730119.0
2013-11-11,188000,189500,185500,187500,86181,4824397.0,25730119.0
2013-11-12,186500,189500,186500,189500,92922,4875858.0,25730119.0
2013-11-13,188000,189500,186000,186000,69791,4785802.0,25730119.0
2013-11-14,186000,189000,183500,186500,77024,4798667.0,25730119.0
2013-11-15,189500,193500,188500,193000,153340,4965913.0,25730119.0
2013-11-18,193000,194000,191500,194000,64276,4991643.0,25730119.0
2013-11-19,192000,197000,191500,197000,146240,5068833.0,25730119.0
2013-11-20,197000,199500,194000,194000,116732,4991643.0,25730119.0
2013-11-21,197000,200500,194500,198000,149036,5094564.0,25730119.0
2013-11-22,199500,200000,194500,199500,95349,5133159.0,25730119.0
2013-11-25,199500,200000,195500,196500,92623,5055968.0,25730119.0
2013-11-26,196000,197500,194500,197000,115832,5068833.0,25730119.0
2013-11-27,196000,197500,194500,197500,52013,5081699.0,25730119.0
2013-11-28,198500,199000,191500,194000,147468,4991643.0,25730119.0
2013-11-29,193000,194500,189500,190000,88506,4888723.0,25730119.0
2013-12-02,190500,192500,189000,190500,74407,4901588.0,25730119.0
2013-12-03,189000,189000,185000,187000,121187,4811532.0,25730119.0
2013-12-04,186000,190000,185000,188000,62792,4837262.0,25730119.0
2013-12-05,190000,190500,184000,186500,77164,4798667.0,25730119.0
2013-12-06,187500,193000,186500,190500,98066,4901588.0,25730119.0
2013-12-09,195000,195000,189500,192000,110206,4940183.0,25730119.0
2013-12-10,192000,193000,190000,190000,67454,4888723.0,25730119.0
2013-12-11,188500,192000,187000,188500,30343,4850127.0,25730119.0
2013-12-12,187000,192000,186500,188500,59507,4850127.0,25730119.0
2013-12-13,190000,191500,186500,191500,32903,4927318.0,25730119.0
2013-12-16,190000,194500,188500,193000,498217,4965913.0,25730119.0
2013-12-17,195000,195500,193000,194500,95077,5004508.0,25730119.0
2013-12-18,195000,195500,193000,194000,58473,4991643.0,25730119.0
2013-12-19,195000,195000,180500,187000,182995,4811532.0,25730119.0
2013-12-20,187000,189500,185500,187000,409922,4811532.0,25730119.0
2013-12-23,187000,188500,182000,184000,97022,4734342.0,25730119.0
2013-12-24,184500,187500,184000,186000,66947,4785802.0,25730119.0
2013-12-26,187500,188000,185500,187500,55119,4824397.0,25730119.0
2013-12-27,185500,190000,185000,188500,62940,4850127.0,25730119.0
2013-12-30,192000,194000,180500,190000,100771,4888723.0,25730119.0
2014-01-02,191000,191500,176000,176000,193899,4528501.0,25730119.0
2014-01-03,177500,180000,173500,178000,137343,4579961.0,25730119.0
2014-01-06,177000,181000,177000,178000,50835,4579961.0,25730119.0
2014-01-07,176000,180000,176000,178000,60325,4579961.0,25730119.0
2014-01-08,178500,180500,176500,180500,59549,4644286.0,25730119.0
2014-01-09,179000,179500,171500,172500,144977,4438446.0,25730119.0
2014-01-10,173000,175500,170500,171500,59293,4412715.0,25730119.0
2014-01-13,173000,178000,172500,173000,65068,4451311.0,25730119.0
2014-01-14,173500,176500,168000,168000,158213,4322660.0,25730119.0
2014-01-15,169500,175000,169000,174000,88751,4477041.0,25730119.0
2014-01-16,174000,175000,171000,172500,47663,4438446.0,25730119.0
2014-01-17,171500,173500,170500,171500,30180,4412715.0,25730119.0
2014-01-20,173000,175000,170500,174000,51986,4477041.0,25730119.0
2014-01-21,173500,174000,169500,172000,125736,4425580.0,25730119.0
2014-01-22,172500,174500,171500,174500,73253,4489906.0,25730119.0
2014-01-23,175000,175000,169000,170500,146990,4386985.0,25730119.0
2014-01-24,169500,170500,163000,168000,189687,4322660.0,25730119.0
2014-01-27,163500,167000,162000,162500,126867,4181144.0,25730119.0
2014-01-28,160000,167000,159500,159500,181871,4103954.0,25730119.0
2014-01-29,161000,162500,158000,161500,187037,4155414.0,25730119.0
2014-02-03,160000,160500,153000,153500,216663,3949573.0,25730119.0
2014-02-04,151500,157500,151000,155000,224582,3988168.0,25730119.0
2014-02-05,156000,159500,154000,156000,187476,4013899.0,25730119.0
2014-02-06,157000,158000,154000,155500,103082,4001034.0,25730119.0
2014-02-07,158000,158000,154000,156000,113198,4013899.0,25730119.0
2014-02-10,156500,157500,155000,155000,86034,3988168.0,25730119.0
2014-02-11,154500,160000,154500,159500,107176,4103954.0,25730119.0
2014-02-12,159500,160000,157000,157500,84784,4052494.0,25730119.0
2014-02-13,158000,158500,155500,156000,65746,4013899.0,25730119.0
2014-02-14,156500,160000,156000,159500,65994,4103954.0,25730119.0
2014-02-17,161000,164500,160000,163500,145796,4206874.0,25730119.0
2014-02-18,163500,163500,160500,161000,57586,4142549.0,25730119.0
2014-02-19,160500,161000,156500,159500,128006,4103954.0,25730119.0
2014-02-20,157500,158000,154500,155000,137609,3988168.0,25730119.0
2014-02-21,155500,161000,155500,161000,144489,4142549.0,25730119.0
2014-02-24,161500,163000,160000,162500,90672,4181144.0,25730119.0
2014-02-25,163000,167500,162500,167000,172313,4296930.0,25730119.0
2014-02-26,165500,168500,165000,167000,95144,4296930.0,25730119.0
2014-02-27,166000,169500,165500,168500,91768,4335525.0,25730119.0
2014-02-28,167000,169000,167000,169000,74802,4348390.0,25730119.0
2014-03-03,168000,168000,163500,165000,93290,4245470.0,25730119.0
2014-03-04,163500,166000,162000,164000,51455,4219740.0,25730119.0
2014-03-05,166000,166000,163500,164500,47264,4232605.0,25730119.0
2014-03-06,165500,165500,161500,164000,73060,4219740.0,25730119.0
2014-03-07,164000,164500,162500,164000,55459,4219740.0,25730119.0
2014-03-10,163000,165000,159000,160000,61621,4116819.0,25730119.0
2014-03-11,160000,162000,159000,161500,49535,4155414.0,25730119.0
2014-03-12,161500,161500,158000,159000,76676,4091089.0,25730119.0
2014-03-13,159000,160000,155000,156000,137704,4013899.0,25730119.0
2014-03-14,153500,160000,153500,158500,60636,4078224.0,25730119.0
2014-03-17,158500,167000,158500,167000,164406,4296930.0,25730119.0
2014-03-18,166500,168500,164500,165500,130383,4258335.0,25730119.0
2014-03-19,165500,169000,164000,165000,112504,4245470.0,25730119.0
2014-03-20,164500,165000,161500,162500,54216,4181144.0,25730119.0
2014-03-21,162000,169500,162000,167000,84185,4296930.0,25730119.0
2014-03-24,168000,169000,163500,164000,68051,4219740.0,25730119.0
2014-03-25,165000,167000,165000,165500,54754,4258335.0,25730119.0
2014-03-26,167500,173000,166500,172500,195858,4438446.0,25730119.0
2014-03-27,172000,174000,170000,174000,87182,4477041.0,25730119.0
2014-03-28,171500,175500,171500,173500,88524,4464176.0,25730119.0
2014-03-31,173000,174000,167000,171000,117827,4399850.0,25730119.0
2014-04-01,169000,170500,168000,169000,105746,4348390.0,25730119.0
2014-04-02,170000,171000,166500,169000,99868,4348390.0,25730119.0
2014-04-03,169500,169500,166500,168000,169183,4322660.0,25730119.0
2014-04-04,168000,170500,166500,169000,140938,4348390.0,25730119.0
2014-04-07,168000,171000,166000,166500,65340,4284065.0,25730119.0
2014-04-08,165500,168500,165000,168500,58519,4335525.0,25730119.0
2014-04-09,169000,169500,162000,165000,140473,4245470.0,25730119.0
2014-04-10,165500,165500,161000,164000,119446,4219740.0,25730119.0
2014-04-11,161500,164500,161500,163000,103773,4194009.0,25730119.0
2014-04-14,162000,163000,161000,162000,72458,4168279.0,25730119.0
2014-04-15,162500,163000,158500,159500,141282,4103954.0,25730119.0
2014-04-16,159500,161500,159500,161000,51510,4142549.0,25730119.0
2014-04-17,161500,162500,160000,162000,50070,4168279.0,25730119.0
2014-04-18,161500,163000,161000,162000,56463,4168279.0,25730119.0
2014-04-21,162000,163000,161500,162500,43285,4181144.0,25730119.0
2014-04-22,163000,167000,161000,166500,111709,4284065.0,25730119.0
2014-04-23,168000,170500,165000,169500,154349,4361255.0,25730119.0
2014-04-24,169500,172000,167000,168500,149283,4335525.0,25730119.0
2014-04-25,167500,171000,166500,168500,92040,4335525.0,25730119.0
2014-04-28,170000,174000,170000,171500,117982,4412715.0,25730119.0
2014-04-29,171500,172000,168000,168000,62469,4322660.0,25730119.0
2014-04-30,168500,172000,168000,170000,130093,4374120.0,25730119.0
2014-05-02,169000,169500,166000,167500,70367,4309795.0,25730119.0
2014-05-07,166500,172500,166000,170500,111408,4386985.0,25730119.0
2014-05-08,170500,177500,169500,177000,193419,4554231.0,25730119.0
2014-05-09,175500,176500,173000,175000,96072,4502771.0,25730119.0
2014-05-12,175000,179000,172000,178500,89306,4592826.0,25730119.0
2014-05-13,178500,179500,177000,177000,62506,4554231.0,25730119.0
2014-05-14,178500,180000,176000,177000,84828,4554231.0,25730119.0
2014-05-15,178000,181500,177000,179500,74000,4618556.0,25730119.0
2014-05-16,178000,179500,174500,178000,85782,4579961.0,25730119.0
2014-05-19,178000,179500,175000,177000,74435,4554231.0,25730119.0
2014-05-20,178500,178500,176000,178000,58746,4579961.0,25730119.0
2014-05-21,177000,181500,176000,180500,91408,4644286.0,25730119.0
2014-05-22,181000,181500,178000,178500,56333,4592826.0,25730119.0
2014-05-23,178500,179000,175000,177000,95247,4554231.0,25730119.0
2014-05-26,177000,178500,175500,175500,50586,4515636.0,25730119.0
2014-05-27,177000,182000,176000,178500,130694,4592826.0,25730119.0
2014-05-28,177500,180500,176500,180000,72491,4631421.0,25730119.0
2014-05-29,180000,183500,179000,183000,124430,4708612.0,25730119.0
2014-05-30,182000,183000,179000,180000,96909,4631421.0,25730119.0
2014-06-02,181500,182000,177000,177000,51027,4554231.0,25730119.0
2014-06-03,177500,179500,173000,179500,83987,4618556.0,25730119.0
2014-06-05,177500,182500,177500,180500,81404,4644286.0,25730119.0
2014-06-09,182500,187000,181500,187000,122414,4811532.0,25730119.0
2014-06-10,187500,187500,183500,186500,72303,4798667.0,25730119.0
