웅진에너지(103130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-08,130518,131708,125758,125758,1102013,982700.0,62000000.0
2010-09-09,127345,128535,124171,126155,610121,985800.0,62000000.0
2010-09-10,126154,129725,124964,129329,938023,1010600.0,62000000.0
2010-09-13,130518,130518,125361,125758,775636,982700.0,62000000.0
2010-09-14,125361,126948,122187,122188,800422,954800.0,62000000.0
2010-09-15,122187,124964,120600,123775,902933,967200.0,62000000.0
2010-09-16,123377,124568,120997,121394,379902,948600.0,62000000.0
2010-09-17,122187,124171,120997,122188,367810,954800.0,62000000.0
2010-09-20,121791,123377,120997,120998,249936,945500.0,62000000.0
2010-09-24,124568,127345,122584,124568,907374,973400.0,62000000.0
2010-09-27,127741,132899,125758,132502,1854455,1035400.0,62000000.0
2010-09-28,133295,136072,132105,134486,1657246,1050900.0,62000000.0
2010-09-29,135676,135676,132105,134089,884825,1047800.0,62000000.0
2010-09-30,136072,146784,134882,145197,3918124,1134600.0,62000000.0
2010-10-01,147974,148370,142023,144404,2176392,1128400.0,62000000.0
2010-10-04,145990,151941,142816,149164,2370995,1165600.0,62000000.0
2010-10-05,148767,149561,143213,146784,1615060,1147000.0,62000000.0
2010-10-06,149561,155511,147974,153131,2741363,1196600.0,62000000.0
2010-10-07,154321,162652,152338,157892,2309245,1233800.0,62000000.0
2010-10-08,158685,159478,155511,159082,1033034,1243100.0,62000000.0
2010-10-11,159082,159478,148767,149164,1668786,1165600.0,62000000.0
2010-10-12,147577,151147,144403,149561,1259805,1168700.0,62000000.0
2010-10-13,152734,167809,151941,161859,3353841,1264800.0,62000000.0
2010-10-14,163842,174157,163049,168207,2547409,1314400.0,62000000.0
2010-10-15,170586,170586,165429,168207,1007239,1314400.0,62000000.0
2010-10-18,169000,169000,163446,163843,740527,1280300.0,62000000.0
2010-10-19,164239,169793,160272,163843,1154412,1280300.0,62000000.0
2010-10-20,162652,174157,161462,174157,1349465,1360900.0,62000000.0
2010-10-21,175347,175744,167016,167810,1054779,1311300.0,62000000.0
2010-10-22,167413,171776,165032,170190,863915,1329900.0,62000000.0
2010-10-25,169000,171777,161462,168207,1356465,1314400.0,62000000.0
2010-10-26,168603,169000,162255,164239,747550,1283400.0,62000000.0
2010-10-27,165826,174553,164636,170984,1560811,1336100.0,62000000.0
2010-10-28,172570,177330,169396,171380,1029807,1339200.0,62000000.0
2010-10-29,172967,173760,166223,170984,591014,1336100.0,62000000.0
2010-11-01,169000,171777,166223,171777,544809,1342300.0,62000000.0
2010-11-02,170983,181694,169000,180901,1641057,1413600.0,62000000.0
2010-11-03,180504,183678,177727,180505,1438430,1410500.0,62000000.0
2010-11-04,182488,185265,173363,176141,1280938,1376400.0,62000000.0
2010-11-05,180504,183281,176140,176538,870341,1379500.0,62000000.0
2010-11-08,176537,178124,170586,170587,637501,1333000.0,62000000.0
2010-11-09,169793,170190,163446,165826,1258232,1295800.0,62000000.0
2010-11-10,166619,167809,160669,163843,945922,1280300.0,62000000.0
2010-11-11,164239,166619,155115,156702,1496036,1224500.0,62000000.0
2010-11-12,158685,159875,148370,151545,1063980,1184200.0,62000000.0
2010-11-15,151544,155908,149561,153925,656824,1202800.0,62000000.0
2010-11-16,154718,157098,150354,151545,418524,1184200.0,62000000.0
2010-11-17,148370,157495,146784,157099,818060,1227600.0,62000000.0
2010-11-18,157098,158288,151544,151941,1024506,1187300.0,62000000.0
2010-11-19,152338,155115,148370,149561,877004,1168700.0,62000000.0
2010-11-22,150751,152734,143610,144800,902702,1131500.0,62000000.0
2010-11-23,146784,152338,146784,148371,973932,1159400.0,62000000.0
2010-11-24,140833,146387,140833,145991,647244,1140800.0,62000000.0
2010-11-25,149957,151544,146784,148371,517683,1159400.0,62000000.0
2010-11-26,148370,148767,140436,142420,582216,1112900.0,62000000.0
2010-11-29,142420,145197,139246,141627,322621,1106700.0,62000000.0
2010-11-30,141626,145593,141230,145197,281527,1134600.0,62000000.0
2010-12-01,145593,152734,144007,151941,695872,1187300.0,62000000.0
2010-12-02,153924,155908,151544,151941,595322,1187300.0,62000000.0
2010-12-03,153131,153924,147577,149164,430885,1165600.0,62000000.0
2010-12-06,150354,153924,148370,150354,354049,1174900.0,62000000.0
2010-12-07,149957,150354,145593,146387,368638,1143900.0,62000000.0
2010-12-08,145593,148767,144403,145991,277359,1140800.0,62000000.0
2010-12-09,145990,152338,145990,152338,556969,1190400.0,62000000.0
2010-12-10,151544,153924,150751,153131,303426,1196600.0,62000000.0
2010-12-13,157892,161065,157098,158289,1172171,1236900.0,62000000.0
2010-12-14,159082,159875,155511,156702,449164,1224500.0,62000000.0
2010-12-15,158288,159478,155908,157495,415853,1230700.0,62000000.0
2010-12-16,157098,161065,156305,156702,634675,1224500.0,62000000.0
2010-12-17,158288,162652,154718,162256,1093514,1267900.0,62000000.0
2010-12-20,160272,161065,156701,158289,712809,1236900.0,62000000.0
2010-12-21,161065,163446,158685,159082,563017,1243100.0,62000000.0
2010-12-22,159478,165032,157098,161066,1701038,1258600.0,62000000.0
2010-12-23,161462,168603,160272,160669,1389542,1255500.0,62000000.0
2010-12-24,160272,160669,155511,155908,535302,1218300.0,62000000.0
2010-12-27,153528,155115,139246,143610,1228552,1122200.0,62000000.0
2010-12-28,142023,145197,140039,144404,607353,1128400.0,62000000.0
2010-12-29,144800,148370,142420,147181,337757,1150100.0,62000000.0
2010-12-30,145990,150751,145990,149164,325867,1165600.0,62000000.0
2011-01-03,151147,151544,148370,149958,318417,1171800.0,62000000.0
2011-01-04,149561,150751,147180,148768,567795,1162500.0,62000000.0
2011-01-05,149164,149164,145990,147181,553251,1150100.0,62000000.0
2011-01-06,148767,149561,146387,147577,407930,1153200.0,62000000.0
2011-01-07,147974,154321,147577,153528,748641,1199700.0,62000000.0
2011-01-10,153528,155908,150751,151148,342906,1181100.0,62000000.0
2011-01-11,152734,155908,151147,152735,531287,1193500.0,62000000.0
2011-01-12,155511,158685,152734,152735,670412,1193500.0,62000000.0
2011-01-13,154718,154718,148370,148768,656030,1162500.0,62000000.0
2011-01-14,148767,150751,145593,146387,514446,1143900.0,62000000.0
2011-01-17,147974,148767,146387,147181,331364,1150100.0,62000000.0
2011-01-18,147577,148767,142420,144404,525457,1128400.0,62000000.0
2011-01-19,145197,145593,142023,143610,366289,1122200.0,62000000.0
2011-01-20,144007,150751,144007,149561,672060,1168700.0,62000000.0
2011-01-21,149957,152338,148370,148768,618731,1162500.0,62000000.0
2011-01-24,149957,152338,146784,147577,413021,1153200.0,62000000.0
2011-01-25,149561,150354,144800,144800,449879,1131500.0,62000000.0
2011-01-26,148370,152338,147180,149958,603576,1171800.0,62000000.0
2011-01-27,151147,151544,145990,146784,479323,1147000.0,62000000.0
2011-01-28,147577,148370,144007,144007,398490,1125300.0,62000000.0
2011-01-31,142816,145593,142023,144404,212340,1128400.0,62000000.0
2011-02-01,144800,145990,143213,144404,267725,1128400.0,62000000.0
2011-02-07,145593,149957,144403,148371,473442,1159400.0,62000000.0
2011-02-08,149957,149957,147180,148371,335369,1159400.0,62000000.0
2011-02-09,146784,147577,143610,145197,324353,1134600.0,62000000.0
2011-02-10,144403,146387,143610,143610,229327,1122200.0,62000000.0
2011-02-11,145593,146387,140833,142023,312881,1109800.0,62000000.0
2011-02-14,143610,144800,139643,140833,489178,1100500.0,62000000.0
2011-02-15,140039,142420,139643,140437,282032,1097400.0,62000000.0
2011-02-16,140039,142816,139643,139643,343588,1091200.0,62000000.0
2011-02-17,139643,141230,128535,129725,931851,1013700.0,62000000.0
2011-02-18,129725,132502,128535,131709,513909,1029200.0,62000000.0
2011-02-21,134485,134485,130915,131709,331882,1029200.0,62000000.0
2011-02-22,130122,140436,129328,136469,846418,1066400.0,62000000.0
2011-02-23,138056,138056,131312,133296,371763,1041600.0,62000000.0
2011-02-24,134089,135676,130915,131312,362244,1026100.0,62000000.0
2011-02-25,131708,132502,125361,127742,493235,998200.0,62000000.0
2011-02-28,126154,126551,120997,121791,532956,951700.0,62000000.0
2011-03-02,117823,121394,116237,119808,569176,936200.0,62000000.0
2011-03-03,122187,124171,121791,122981,420662,961000.0,62000000.0
2011-03-04,123774,124568,119807,122188,489603,954800.0,62000000.0
2011-03-07,122584,124568,121394,122188,375298,954800.0,62000000.0
2011-03-08,122981,123377,120600,122188,299815,954800.0,62000000.0
2011-03-09,122981,128138,121394,126948,737660,992000.0,62000000.0
2011-03-10,127741,128535,124568,126155,400735,985800.0,62000000.0
2011-03-11,124171,124964,122187,122585,328277,957900.0,62000000.0
2011-03-14,120600,120997,110286,113063,842525,883500.0,62000000.0
2011-03-15,119014,123377,108302,117427,1492443,917600.0,62000000.0
2011-03-16,120600,124171,117427,123775,984103,967200.0,62000000.0
2011-03-17,122981,140833,121791,135676,3898896,1060200.0,62000000.0
2011-03-18,138056,143610,137659,141627,1880152,1106700.0,62000000.0
2011-03-21,140833,142420,136469,141627,1152909,1106700.0,62000000.0
2011-03-22,143610,144007,139643,142420,832385,1112900.0,62000000.0
2011-03-23,143610,143610,136469,136469,693234,1066400.0,62000000.0
2011-03-24,138056,140039,133692,140040,1275083,1094300.0,62000000.0
2011-03-25,140436,140436,134485,135676,688059,1060200.0,62000000.0
2011-03-28,138849,141230,136469,140437,850414,1097400.0,62000000.0
2011-03-29,139246,144007,138056,142023,814273,1109800.0,62000000.0
2011-03-30,143213,147577,142816,142817,955661,1116000.0,62000000.0
2011-03-31,144007,144007,139246,140833,639629,1100500.0,62000000.0
2011-04-01,141626,144800,140039,140437,560236,1097400.0,62000000.0
2011-04-04,142816,144403,140833,141627,440731,1106700.0,62000000.0
2011-04-05,141626,142023,136866,139643,486927,1091200.0,62000000.0
2011-04-06,139246,140833,136469,137263,478098,1072600.0,62000000.0
2011-04-07,138849,140833,137262,140833,563081,1100500.0,62000000.0
2011-04-08,142420,144007,138849,140040,568036,1094300.0,62000000.0
2011-04-11,140039,140833,136072,136866,384378,1069500.0,62000000.0
2011-04-12,135279,137659,130518,130519,666360,1019900.0,62000000.0
2011-04-13,128931,134485,128931,132502,586181,1035400.0,62000000.0
2011-04-14,134485,137659,134089,134883,619840,1054000.0,62000000.0
2011-04-15,135676,135676,131708,133692,380671,1046269.0,62093120.0
2011-04-18,134882,137262,130122,130519,541100,1021432.0,62093120.0
2011-04-19,127741,129328,126154,127742,543324,999699.0,62093120.0
2011-04-20,134485,140833,132899,137263,1474377,1074211.0,62093120.0
2011-04-21,138453,138453,132502,133692,736940,1046269.0,62093120.0
2011-04-22,133295,134089,128931,130122,606652,1018327.0,62093120.0
2011-04-25,131708,132105,129328,130122,462016,1018327.0,62093120.0
2011-04-26,128931,129328,125361,126948,604199,993490.0,62093120.0
2011-04-27,128138,128931,125758,126552,475994,990385.0,62093120.0
2011-04-28,126551,127741,123377,124171,556864,971757.0,62093120.0
2011-04-29,124171,133295,123774,129725,797041,1015223.0,62093120.0
2011-05-02,133692,133692,130518,130915,446379,1024536.0,62093120.0
2011-05-03,128535,131312,127345,127742,313566,999699.0,62093120.0
2011-05-04,128138,130518,126551,128139,356963,1002804.0,62093120.0
2011-05-06,125758,127345,124568,125362,218976,981071.0,62093120.0
2011-05-09,125361,126551,123377,123775,192161,968653.0,62093120.0
2011-05-11,124568,124964,120204,120998,416375,946920.0,62093120.0
2011-05-12,119410,120997,119014,120204,218784,940711.0,62093120.0
2011-05-13,120204,123774,115840,117427,563230,918978.0,62093120.0
2011-05-16,120997,122981,119014,119411,469806,934501.0,62093120.0
2011-05-17,119410,120600,117427,118221,188012,925187.0,62093120.0
2011-05-18,117823,119410,117427,119411,210124,934501.0,62093120.0
2011-05-19,120204,120600,112666,113460,421588,887932.0,62093120.0
2011-05-20,111873,115443,111476,112667,200043,881722.0,62093120.0
2011-05-23,111873,115046,111476,112667,259400,881722.0,62093120.0
2011-05-24,112666,114650,105129,105526,730987,825838.0,62093120.0
2011-05-25,104335,106715,97591,97592,744619,763745.0,62093120.0
2011-05-26,98781,101558,97988,99972,481721,782373.0,62093120.0
2011-05-27,99971,102352,99575,100765,270441,788583.0,62093120.0
2011-05-30,101955,103938,99178,99575,194585,779269.0,62093120.0
2011-05-31,101161,108302,101161,106319,777424,832048.0,62093120.0
2011-06-01,105129,105525,102352,104336,227254,816525.0,62093120.0
2011-06-02,100765,106715,100368,104336,281638,816525.0,62093120.0
2011-06-03,104335,105525,101558,103146,233126,807211.0,62093120.0
2011-06-07,103145,106715,102352,103939,193573,813420.0,62093120.0
2011-06-08,104335,107112,103938,104732,190789,819629.0,62093120.0
2011-06-09,104732,113856,104732,110683,715113,866199.0,62093120.0
2011-06-10,112269,113063,107509,109096,328083,853780.0,62093120.0
2011-06-13,107509,108699,103145,103146,186448,807211.0,62093120.0
2011-06-14,101955,105525,101955,104732,221331,819629.0,62093120.0
2011-06-15,104732,105525,102748,104336,129708,816525.0,62093120.0
2011-06-16,102748,103542,101161,101162,178831,791687.0,62093120.0
2011-06-17,101955,104732,100765,104336,199216,816525.0,62093120.0
2011-06-20,104335,107112,103542,103542,194260,810315.0,62093120.0
2011-06-21,104732,106319,102748,103939,185882,813420.0,62093120.0
2011-06-22,104732,106715,103145,104336,366539,816525.0,62093120.0
2011-06-23,104732,105129,101955,102749,210990,804106.0,62093120.0
2011-06-24,103145,103938,100765,103146,298478,807211.0,62093120.0
2011-06-27,103938,107906,103542,106716,422884,835152.0,62093120.0
2011-06-28,109889,109889,104732,104732,307746,819629.0,62093120.0
2011-06-29,106319,106715,103145,103939,267993,813420.0,62093120.0
2011-06-30,104732,105129,101558,102352,347778,801001.0,62093120.0
2011-07-01,103542,104335,101955,103146,310977,807211.0,62093120.0
2011-07-04,104732,104732,101955,103146,524909,807211.0,62093120.0
2011-07-05,104335,106319,103542,105526,625802,825838.0,62093120.0
2011-07-06,107112,109492,106715,107906,864534,844466.0,62093120.0
2011-07-07,107906,108699,105129,105129,566518,822734.0,62093120.0
2011-07-08,104732,105129,102352,103146,506986,807211.0,62093120.0
2011-07-11,103145,104732,102748,103146,233594,807211.0,62093120.0
2011-07-12,102352,102748,99971,100369,375166,785478.0,62093120.0
2011-07-13,100765,101955,99575,99972,256013,782373.0,62093120.0
2011-07-14,100765,100765,97194,97988,443392,766850.0,62093120.0
2011-07-15,97988,99971,97591,99178,241036,776164.0,62093120.0
2011-07-18,99575,101558,99575,99972,277643,782373.0,62093120.0
2011-07-19,99575,101955,99575,101162,233285,791687.0,62093120.0
2011-07-20,102352,103145,101161,101162,346888,791687.0,62093120.0
2011-07-21,101955,107906,101558,104336,1056111,816525.0,62093120.0
2011-07-22,106715,107906,103938,104336,591830,816525.0,62093120.0
2011-07-25,103542,104732,101955,102352,439970,801001.0,62093120.0
2011-07-26,101558,103542,101558,102749,278806,804106.0,62093120.0
2011-07-27,102352,105129,101955,104732,409187,819629.0,62093120.0
2011-07-28,105922,109492,105525,109096,1315751,853780.0,62093120.0
2011-07-29,110683,111079,107906,108303,846117,847571.0,62093120.0
2011-08-01,109889,112269,107906,111477,852843,872408.0,62093120.0
2011-08-02,111079,113063,107906,108700,549448,850676.0,62093120.0
2011-08-03,105922,109492,104335,107906,614251,844466.0,62093120.0
2011-08-04,111079,113063,105129,106319,960741,832048.0,62093120.0
2011-08-05,99971,101955,96401,97988,581308,766850.0,62093120.0
2011-08-08,96004,100765,83309,89261,935290,698548.0,62093120.0
2011-08-09,83309,84896,76248,80930,959918,633350.0,62093120.0
2011-08-10,86483,87673,83309,83310,602824,651978.0,62093120.0
2011-08-11,77121,84896,77121,84500,473670,661292.0,62093120.0
2011-08-12,87277,89260,84103,84500,582694,661292.0,62093120.0
2011-08-16,87673,89260,87276,88864,316846,695443.0,62093120.0
2011-08-17,88863,90053,87673,89261,304450,698548.0,62093120.0
2011-08-18,89657,90053,85293,86880,418176,679920.0,62093120.0
2011-08-19,81326,82516,78231,80136,468126,627141.0,62093120.0
2011-08-22,80136,81723,78152,78232,291020,612238.0,62093120.0
2011-08-23,79263,82516,79184,81326,249623,636454.0,62093120.0
2011-08-24,83309,83706,79025,79263,287723,620310.0,62093120.0
2011-08-25,80929,81326,78549,78549,265726,614722.0,62093120.0
2011-08-26,78549,79739,78469,78708,178302,615964.0,62093120.0
2011-08-29,80929,89657,80136,88070,875309,689234.0,62093120.0
2011-08-30,89260,90847,84896,85293,542810,667501.0,62093120.0
2011-08-31,86483,86483,83706,84103,449072,658187.0,62093120.0
2011-09-01,84500,84896,78946,79739,2385645,624036.0,62093120.0
2011-09-02,78946,79739,76724,77280,946261,604787.0,62093120.0
2011-09-05,76248,76565,69266,69266,1158893,542073.0,62093120.0
2011-09-06,66489,68869,66330,67759,617216,530275.0,62093120.0
2011-09-07,71805,72995,70059,70536,818775,552008.0,62093120.0
2011-09-08,70932,71249,67441,67838,536089,530896.0,62093120.0
2011-09-09,67361,68393,64188,64982,474643,508543.0,62093120.0
2011-09-14,64426,66568,63553,63554,316970,497366.0,62093120.0
2011-09-15,65299,66013,61728,62443,443827,488673.0,62093120.0
2011-09-16,64426,66013,63712,65854,461758,515373.0,62093120.0
2011-09-19,65775,66885,63474,63474,449109,496745.0,62093120.0
2011-09-20,62680,63394,61093,62363,750963,488052.0,62093120.0
2011-09-21,63156,64029,62284,63236,752523,494882.0,62093120.0
2011-09-22,61173,62046,59110,59269,858476,463836.0,62093120.0
2011-09-23,55460,56174,53080,53080,689732,415403.0,62093120.0
2011-09-26,50779,51493,45146,45146,1558322,353310.0,62093120.0
2011-09-27,45225,47208,40782,42131,2608841,329714.0,62093120.0
2011-09-28,42845,45939,42448,42448,1923069,332198.0,62093120.0
2011-09-29,42924,45225,42289,45225,1225493,353931.0,62093120.0
2011-09-30,46177,48081,45304,46415,1127709,363245.0,62093120.0
2011-10-04,41654,43003,40623,41179,1189419,322263.0,62093120.0
2011-10-05,41972,42369,36497,37291,1399239,291838.0,62093120.0
2011-10-06,38877,39750,37687,37688,837482,294942.0,62093120.0
2011-10-07,39076,40702,38798,39354,990196,307982.0,62093120.0
2011-10-10,39274,43241,39234,42924,1438154,335924.0,62093120.0
2011-10-11,44193,44511,41654,42448,1045907,332198.0,62093120.0
2011-10-12,42448,46177,42369,44908,1636977,351447.0,62093120.0
2011-10-13,45780,51572,45463,51573,2514308,403605.0,62093120.0
2011-10-14,51969,52366,48954,50224,2223465,393049.0,62093120.0
2011-10-17,51255,51890,48954,49192,1888298,384977.0,62093120.0
2011-10-18,46812,48795,46018,48478,1002642,379389.0,62093120.0
2011-10-19,49509,49509,47446,47764,898057,373801.0,62093120.0
2011-10-20,48002,49271,43638,44432,777796,347721.0,62093120.0
2011-10-21,45860,46891,44828,46892,542940,366970.0,62093120.0
2011-10-24,47843,50223,47843,48637,1025923,380631.0,62093120.0
2011-10-25,49271,50620,47764,47844,857683,374422.0,62093120.0
2011-10-26,46812,48002,45939,47526,483808,371938.0,62093120.0
2011-10-27,48478,54587,48399,53001,3505821,414782.0,62093120.0
2011-10-28,54746,60062,54746,58714,3866913,459489.0,62093120.0
2011-10-31,58237,58237,54429,54746,1556498,428443.0,62093120.0
2011-11-01,53794,57047,52524,55540,1316744,434652.0,62093120.0
2011-11-02,53159,54746,52524,54746,768195,428443.0,62093120.0
2011-11-03,55222,55777,51890,51890,627402,406089.0,62093120.0
2011-11-04,53000,54508,53000,53556,540507,419129.0,62093120.0
2011-11-07,54429,56333,52366,55143,1802890,431547.0,62093120.0
2011-11-08,55857,55857,52366,52366,1467491,409815.0,62093120.0
2011-11-09,53476,53476,48319,48637,2281512,380631.0,62093120.0
2011-11-10,45939,46098,43638,44035,1567508,344617.0,62093120.0
2011-11-11,44669,45701,44273,44353,1032603,347101.0,62093120.0
2011-11-14,45066,46415,45066,46019,986261,360140.0,62093120.0
2011-11-15,45701,46256,44511,44829,624025,350826.0,62093120.0
2011-11-16,44987,45384,42686,42924,677801,335924.0,62093120.0
2011-11-17,42845,44273,42051,43956,480988,343996.0,62093120.0
2011-11-18,42845,43400,42527,42924,369945,335924.0,62093120.0
2011-11-21,42289,42765,41099,41100,384506,321642.0,62093120.0
2011-11-22,39830,41416,39631,41258,419326,322884.0,62093120.0
2011-11-23,40940,41178,39155,39275,832730,307361.0,62093120.0
2011-11-24,38758,39830,38203,39156,422031,306430.0,62093120.0
2011-11-25,38560,39988,37211,37331,838099,292148.0,62093120.0
2011-11-28,37727,38084,35307,35625,2663519,278798.0,62093120.0
2011-11-29,35862,36934,34672,36220,2464526,283455.0,62093120.0
2011-11-30,36576,39115,36100,36260,4126364,283766.0,62093120.0
2011-12-01,38005,38481,36021,36736,2824395,287491.0,62093120.0
2011-12-02,36497,36497,34871,35188,1630441,275383.0,62093120.0
2011-12-05,35704,40464,35704,40465,9364072,316675.0,62093120.0
2011-12-06,40464,41178,37291,37569,5849548,294011.0,62093120.0
2011-12-07,36021,36457,35307,35704,5079756,279419.0,62093120.0
2011-12-08,35704,40782,35664,39156,10513941,306430.0,62093120.0
2011-12-09,39353,44669,39314,42528,13466878,332819.0,62093120.0
2011-12-12,44114,44987,39631,39989,8171970,312949.0,62093120.0
2011-12-13,40782,42686,40306,41496,5355461,324747.0,62093120.0
2011-12-14,42289,43241,40623,40623,2796750,317917.0,62093120.0
2011-12-15,39909,39909,37648,38680,2204197,302704.0,62093120.0
2011-12-16,40464,41258,39234,39354,1798916,307982.0,62093120.0
2011-12-19,38600,39076,34434,36260,2756510,283766.0,62093120.0
2011-12-20,36497,38203,36497,38005,1914728,297426.0,62093120.0
2011-12-21,39274,40147,38798,39354,1732780,307982.0,62093120.0
2011-12-22,39750,40147,38401,38402,1154296,300531.0,62093120.0
2011-12-23,38520,40226,38401,38402,1958865,300531.0,62093120.0
2011-12-26,36497,36815,35307,35704,3174698,279419.0,62093120.0
2011-12-27,35228,35545,32768,33403,3130017,261412.0,62093120.0
2011-12-28,32927,34672,32927,33483,1635527,262033.0,62093120.0
2011-12-29,33720,34434,33403,33681,1842336,263585.0,62093120.0
2012-01-02,33680,33879,31975,32094,2329719,251167.0,62093120.0
2012-01-03,32530,32768,31737,32173,2824872,251788.0,62093120.0
2012-01-04,32292,34910,32094,34395,5511873,269174.0,62093120.0
2012-01-05,34315,35942,33720,34038,5753402,266379.0,62093120.0
2012-01-06,34355,34593,33125,33721,2372617,263896.0,62093120.0
2012-01-09,34752,36021,34117,35268,4982225,276004.0,62093120.0
2012-01-10,35307,35902,34593,35625,2436915,278798.0,62093120.0
2012-01-11,36061,40464,35942,38283,13755425,299599.0,62093120.0
2012-01-12,39353,42845,38996,40544,17598654,317296.0,62093120.0
2012-01-13,40861,40861,38441,38759,6102221,303325.0,62093120.0
2012-01-16,38481,39988,38163,38323,3198285,299910.0,62093120.0
2012-01-17,39274,42289,38679,38957,9338864,304877.0,62093120.0
2012-01-18,39473,39830,37925,38600,3754707,302083.0,62093120.0
2012-01-19,39036,39393,38481,38481,2209592,301152.0,62093120.0
2012-01-20,38481,38798,37568,38085,2067868,298047.0,62093120.0
2012-01-25,38441,39314,38441,39037,1851995,305498.0,62093120.0
2012-01-26,39671,41178,38917,40782,3972098,319159.0,62093120.0
2012-01-27,41496,45780,41496,43480,15498146,340270.0,62093120.0
2012-01-30,44590,45701,43003,43162,7485875,337787.0,62093120.0
2012-01-31,43638,44352,42289,43321,3373875,339028.0,62093120.0
2012-02-01,43797,49271,43559,48478,14422670,379389.0,62093120.0
2012-02-02,49985,54191,48240,52287,13525121,409194.0,62093120.0
2012-02-03,53556,56333,52683,53636,11334181,419749.0,62093120.0
2012-02-06,53953,56809,51176,56571,9014539,442724.0,62093120.0
2012-02-07,63315,64981,62680,64982,2590759,508543.0,62093120.0
2012-02-08,67441,69821,58872,59428,21729356,465077.0,62093120.0
2012-02-09,57920,64426,57920,63871,13017276,499850.0,62093120.0
2012-02-10,64902,66965,62601,62601,7137520,489915.0,62093120.0
2012-02-13,62125,65061,59824,65061,6574238,509164.0,62093120.0
2012-02-14,66647,74820,65775,72837,20345855,570015.0,62093120.0
2012-02-15,70615,71567,65061,65061,10682472,509164.0,62093120.0
2012-02-16,63870,66727,61887,64188,7995995,502333.0,62093120.0
2012-02-17,66489,67758,64346,64347,5441703,505555.0,62337277.0
2012-02-20,65457,66409,63791,64268,3673958,504932.0,62337277.0
