LIG넥스원(079550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-01,81500,81700,80600,81100,62802,1784200.0,22000000.0
2017-06-02,81200,82700,81000,82500,75487,1815000.0,22000000.0
2017-06-05,82900,83000,80800,81200,96177,1786400.0,22000000.0
2017-06-07,81300,81600,78300,78300,199311,1722600.0,22000000.0
2017-06-08,78300,78400,74900,75900,633283,1669800.0,22000000.0
2017-06-09,76000,76400,74900,74900,143160,1647800.0,22000000.0
2017-06-12,75000,75400,73100,73100,127828,1608200.0,22000000.0
2017-06-13,73200,74500,73000,73000,131045,1606000.0,22000000.0
2017-06-14,73100,73200,72100,72100,124019,1586200.0,22000000.0
2017-06-15,72200,72700,71800,72200,98371,1588400.0,22000000.0
2017-06-16,72300,72500,71100,71200,122098,1566400.0,22000000.0
2017-06-19,71400,74800,71400,74700,143250,1643400.0,22000000.0
2017-06-20,74800,75300,73200,74100,101939,1630200.0,22000000.0
2017-06-21,74000,75100,72400,73200,118797,1610400.0,22000000.0
2017-06-22,73000,74600,71800,74200,75149,1632400.0,22000000.0
2017-06-23,74700,75500,73000,75200,107944,1654400.0,22000000.0
2017-06-26,75500,75500,73800,74300,37950,1634600.0,22000000.0
2017-06-27,74300,75200,73300,74500,48816,1639000.0,22000000.0
2017-06-28,75000,75000,73600,74100,39854,1630200.0,22000000.0
2017-06-29,74200,75800,74100,75700,58427,1665400.0,22000000.0
2017-06-30,75700,75700,73800,74000,46855,1628000.0,22000000.0
2017-07-03,74900,75300,73100,73300,52415,1612600.0,22000000.0
2017-07-04,73300,75100,73300,74300,70931,1634600.0,22000000.0
2017-07-05,74300,75000,73600,73900,44545,1625800.0,22000000.0
2017-07-06,73700,74600,73500,74000,36559,1628000.0,22000000.0
2017-07-07,73700,74400,72200,72800,63226,1601600.0,22000000.0
2017-07-10,72800,73200,69700,70200,164068,1544400.0,22000000.0
2017-07-11,70800,71500,70300,70600,50851,1553200.0,22000000.0
2017-07-12,70400,72000,70100,70800,69778,1557600.0,22000000.0
2017-07-13,70500,71000,70200,70700,76968,1555400.0,22000000.0
2017-07-14,70500,70700,68200,68800,111734,1513600.0,22000000.0
2017-07-17,68200,68400,65000,67100,283774,1476200.0,22000000.0
2017-07-18,66300,67900,66300,67200,170224,1478400.0,22000000.0
2017-07-19,67300,70900,67300,70900,201826,1559800.0,22000000.0
2017-07-20,71300,71300,70000,70900,87111,1559800.0,22000000.0
2017-07-21,70900,73100,70100,72500,112391,1595000.0,22000000.0
2017-07-24,71700,73100,71700,72600,84406,1597200.0,22000000.0
2017-07-25,72900,73500,72900,73300,90351,1612600.0,22000000.0
2017-07-26,76800,80500,76300,80200,701321,1764400.0,22000000.0
2017-07-27,80100,83200,78800,83100,282361,1828200.0,22000000.0
2017-07-28,82100,83500,81000,82500,130059,1815000.0,22000000.0
2017-07-31,83800,85600,81900,81900,134725,1801800.0,22000000.0
2017-08-01,82300,85400,82200,85200,155793,1874400.0,22000000.0
2017-08-02,85000,85300,81600,82200,130053,1808400.0,22000000.0
2017-08-03,81700,82600,80100,80300,114800,1766600.0,22000000.0
2017-08-04,80300,81000,79400,79800,88526,1755600.0,22000000.0
2017-08-07,80200,81800,79100,80400,92502,1768800.0,22000000.0
2017-08-08,80700,81300,79200,79600,62014,1751200.0,22000000.0
2017-08-09,79900,84500,79700,83500,200604,1837000.0,22000000.0
2017-08-10,82900,83500,80000,82500,137449,1815000.0,22000000.0
2017-08-11,83400,83500,80000,80800,117891,1777600.0,22000000.0
2017-08-14,80800,81000,77300,79100,98623,1740200.0,22000000.0
2017-08-16,79100,80700,79000,79700,76563,1753400.0,22000000.0
2017-08-17,78800,80500,78600,79400,61084,1746800.0,22000000.0
2017-08-18,79300,80900,78800,78900,58858,1735800.0,22000000.0
2017-08-21,79500,79500,75500,75700,127245,1665400.0,22000000.0
2017-08-22,76400,77900,76400,77900,69102,1713800.0,22000000.0
2017-08-23,77200,79500,77200,78500,51930,1727000.0,22000000.0
2017-08-24,78500,79300,77400,78000,47765,1716000.0,22000000.0
2017-08-25,78000,79900,77200,78700,46618,1731400.0,22000000.0
2017-08-28,78700,79600,78500,78700,27116,1731400.0,22000000.0
2017-08-29,79600,80200,78700,79700,60267,1753400.0,22000000.0
2017-08-30,80700,83700,80700,83300,183387,1832600.0,22000000.0
2017-08-31,83500,84000,81900,83400,112170,1834800.0,22000000.0
2017-09-01,83900,83900,82200,82500,46029,1815000.0,22000000.0
2017-09-04,84800,85100,79700,80000,151538,1760000.0,22000000.0
2017-09-05,81200,81300,78600,78800,71393,1733600.0,22000000.0
2017-09-06,78800,80400,78800,79800,58123,1755600.0,22000000.0
2017-09-07,79000,81500,78500,81000,104010,1782000.0,22000000.0
2017-09-08,81000,81200,79600,80300,89518,1766600.0,22000000.0
2017-09-11,77600,79700,77500,79200,58024,1742400.0,22000000.0
2017-09-12,78600,79200,74100,76200,193375,1676400.0,22000000.0
2017-09-13,77500,77600,74500,75100,109579,1652200.0,22000000.0
2017-09-14,75000,76700,75000,75900,70599,1669800.0,22000000.0
2017-09-15,76700,76700,74800,75000,71537,1650000.0,22000000.0
2017-09-18,74200,74900,72500,73000,228076,1606000.0,22000000.0
2017-09-19,73100,74800,73100,74500,58768,1639000.0,22000000.0
2017-09-20,75000,75200,74000,74500,42659,1639000.0,22000000.0
2017-09-21,74100,74700,71400,71700,122848,1577400.0,22000000.0
2017-09-22,71800,73200,71000,71600,41166,1575200.0,22000000.0
2017-09-25,71600,72500,70100,70100,43981,1542200.0,22000000.0
2017-09-26,70100,71600,70000,71100,41756,1564200.0,22000000.0
2017-09-27,71000,71600,70100,71100,44772,1564200.0,22000000.0
2017-09-28,70500,74000,70500,72700,65866,1599400.0,22000000.0
2017-09-29,73200,73200,71800,72800,53817,1601600.0,22000000.0
2017-10-10,72800,73000,70900,71800,70509,1579600.0,22000000.0
2017-10-11,72000,73500,72000,72200,80447,1588400.0,22000000.0
2017-10-12,72200,74200,72100,74200,79231,1632400.0,22000000.0
2017-10-13,74000,76000,74000,75900,96511,1669800.0,22000000.0
2017-10-16,76200,76200,73500,74500,66815,1639000.0,22000000.0
2017-10-17,75000,76000,73600,75700,84567,1665400.0,22000000.0
2017-10-18,75800,76900,75600,75800,63690,1667600.0,22000000.0
2017-10-19,77300,79900,77000,77700,123658,1709400.0,22000000.0
2017-10-20,77700,78400,77100,77600,41167,1707200.0,22000000.0
2017-10-23,77300,77500,75400,76300,38018,1678600.0,22000000.0
2017-10-24,75500,77200,75100,75200,33446,1654400.0,22000000.0
2017-10-25,74900,75100,74100,74400,46339,1636800.0,22000000.0
2017-10-26,74500,77100,74500,76500,47735,1683000.0,22000000.0
2017-10-27,76000,78000,75800,76300,54547,1678600.0,22000000.0
2017-10-30,76000,76400,74400,74900,59044,1647800.0,22000000.0
2017-10-31,73000,74200,71700,71900,163175,1581800.0,22000000.0
2017-11-01,71000,73200,70500,72500,80643,1595000.0,22000000.0
2017-11-02,72100,72600,71200,71500,75600,1573000.0,22000000.0
2017-11-03,72200,72900,71600,72100,45500,1586200.0,22000000.0
2017-11-06,72200,72900,70800,72400,49937,1592800.0,22000000.0
2017-11-07,72200,72600,71800,72000,34418,1584000.0,22000000.0
2017-11-08,72200,74600,72200,72900,80298,1603800.0,22000000.0
2017-11-09,73500,73500,72200,72500,49448,1595000.0,22000000.0
2017-11-10,64500,64600,59800,59800,1604786,1315600.0,22000000.0
2017-11-13,60000,60100,56000,56600,1019028,1245200.0,22000000.0
2017-11-14,56800,58600,56300,57600,520157,1267200.0,22000000.0
2017-11-15,57800,58700,57300,57500,334976,1265000.0,22000000.0
2017-11-16,57500,57800,56300,57400,180581,1262800.0,22000000.0
2017-11-17,57000,58700,56800,57800,184530,1271600.0,22000000.0
2017-11-20,61300,61600,59300,60400,503972,1328800.0,22000000.0
2017-11-21,60500,60900,59200,59600,218339,1311200.0,22000000.0
2017-11-22,59700,60300,58900,59400,207533,1306800.0,22000000.0
2017-11-23,59400,60000,58500,59900,114873,1317800.0,22000000.0
2017-11-24,59600,60300,59100,60000,132234,1320000.0,22000000.0
2017-11-27,60000,60500,59300,59400,131401,1306800.0,22000000.0
2017-11-28,59400,59700,58700,58700,133597,1291400.0,22000000.0
2017-11-29,59200,59400,58600,58600,149181,1289200.0,22000000.0
2017-11-30,58900,60000,58000,59500,365465,1309000.0,22000000.0
2017-12-01,59700,60000,58600,59100,102069,1300200.0,22000000.0
2017-12-04,59800,60400,58800,58900,125678,1295800.0,22000000.0
2017-12-05,59000,59500,58500,58800,125035,1293600.0,22000000.0
2017-12-06,58900,58900,57000,57100,212034,1256200.0,22000000.0
2017-12-07,57200,57300,56000,56100,246057,1234200.0,22000000.0
2017-12-08,56100,57100,55400,56100,206459,1234200.0,22000000.0
2017-12-11,56300,57200,55900,56800,104430,1249600.0,22000000.0
2017-12-12,56800,57700,56800,57300,131914,1260600.0,22000000.0
2017-12-13,57600,58300,57300,57700,150129,1269400.0,22000000.0
2017-12-14,57700,58500,57600,57600,146346,1267200.0,22000000.0
2017-12-15,57900,58100,57200,57800,107934,1271600.0,22000000.0
2017-12-18,57800,57800,57200,57400,61181,1262800.0,22000000.0
2017-12-19,57400,57600,56500,56900,104670,1251800.0,22000000.0
2017-12-20,57100,57500,56700,56900,80944,1251800.0,22000000.0
2017-12-21,57100,57700,56300,56500,90022,1243000.0,22000000.0
2017-12-22,56700,56700,55900,56200,93560,1236400.0,22000000.0
2017-12-26,56300,58000,56300,57500,98603,1265000.0,22000000.0
2017-12-27,57000,57500,54300,57400,141339,1262800.0,22000000.0
2017-12-28,57700,60800,57700,59800,330826,1315600.0,22000000.0
2018-01-02,59800,60500,59500,60300,105294,1326600.0,22000000.0
2018-01-03,60300,60300,58800,59200,150080,1302400.0,22000000.0
2018-01-04,58600,59500,57700,57800,141177,1271600.0,22000000.0
2018-01-05,56100,57500,55400,55800,281124,1227600.0,22000000.0
2018-01-08,56000,56000,54000,54500,223472,1199000.0,22000000.0
2018-01-09,54500,55200,54000,54600,95582,1201200.0,22000000.0
2018-01-10,54700,54900,53700,54000,105983,1188000.0,22000000.0
2018-01-11,54000,54300,53600,53900,99075,1185800.0,22000000.0
2018-01-12,53900,54300,53600,53600,72061,1179200.0,22000000.0
2018-01-15,53600,53700,52400,53200,127141,1170400.0,22000000.0
2018-01-16,53000,53500,52700,53300,80224,1172600.0,22000000.0
2018-01-17,53200,53400,52800,53100,63655,1168200.0,22000000.0
2018-01-18,52900,53800,52900,53400,76193,1174800.0,22000000.0
2018-01-19,53300,54300,53300,54200,105899,1192400.0,22000000.0
2018-01-22,54300,54500,53700,54100,57877,1190200.0,22000000.0
2018-01-23,54500,54600,54000,54400,64149,1196800.0,22000000.0
2018-01-24,54200,54400,53900,54300,59050,1194600.0,22000000.0
2018-01-25,54200,57000,54000,57000,217134,1254000.0,22000000.0
2018-01-26,57300,59100,56600,58900,203013,1295800.0,22000000.0
2018-01-29,59500,59600,57800,58100,144014,1278200.0,22000000.0
2018-01-30,58200,59000,57300,58400,94055,1284800.0,22000000.0
2018-01-31,58400,58900,57600,58600,77778,1289200.0,22000000.0
2018-02-01,58700,60100,58200,59800,200154,1315600.0,22000000.0
2018-02-02,58600,58800,57400,57400,183833,1262800.0,22000000.0
2018-02-05,56700,56800,54200,54300,221099,1194600.0,22000000.0
2018-02-06,53000,53700,52600,53600,137628,1179200.0,22000000.0
2018-02-07,53900,55400,52700,52700,115397,1159400.0,22000000.0
2018-02-08,52200,53800,52200,52400,122733,1152800.0,22000000.0
2018-02-09,51700,51900,50900,51400,136448,1130800.0,22000000.0
2018-02-12,51400,52100,50800,51300,106962,1128600.0,22000000.0
2018-02-13,51500,51800,49950,50100,179629,1102200.0,22000000.0
2018-02-14,49900,50400,48400,49000,177476,1078000.0,22000000.0
2018-02-19,49300,49850,48950,49600,99888,1091200.0,22000000.0
2018-02-20,49650,50600,49450,49900,76193,1097800.0,22000000.0
2018-02-21,49650,50200,49250,49400,89508,1086800.0,22000000.0
2018-02-22,49450,50200,49150,49400,82724,1086800.0,22000000.0
2018-02-23,49250,49650,49050,49200,112996,1082400.0,22000000.0
2018-02-26,49500,50600,49400,49400,99360,1086800.0,22000000.0
2018-02-27,49600,50100,49050,49050,83587,1079100.0,22000000.0
2018-02-28,48950,49550,48850,49000,67877,1078000.0,22000000.0
2018-03-02,48550,48950,47100,47250,182099,1039500.0,22000000.0
2018-03-05,47250,48250,47050,47850,66593,1052700.0,22000000.0
2018-03-06,47800,48550,47600,47800,64839,1051600.0,22000000.0
2018-03-07,47150,47200,44750,45150,342940,993300.0,22000000.0
2018-03-08,45350,45900,45250,45500,125602,1001000.0,22000000.0
2018-03-09,45300,46250,44750,45100,147227,992200.0,22000000.0
2018-03-12,45300,48150,45250,47900,133604,1053800.0,22000000.0
2018-03-13,47800,47800,47000,47100,60921,1036200.0,22000000.0
2018-03-14,46600,47150,45950,46200,71994,1016400.0,22000000.0
2018-03-15,46500,47250,45500,47200,62972,1038400.0,22000000.0
2018-03-16,47000,47500,46750,47200,51818,1038400.0,22000000.0
2018-03-19,47250,48300,46250,47950,87399,1054900.0,22000000.0
2018-03-20,47800,48400,46500,46800,83206,1029600.0,22000000.0
2018-03-21,46800,49600,46800,49450,184047,1087900.0,22000000.0
2018-03-22,49600,49850,48100,49400,160385,1086800.0,22000000.0
2018-03-23,48000,49650,48000,48900,145215,1075800.0,22000000.0
2018-03-26,48900,49600,47900,48200,82973,1060400.0,22000000.0
2018-03-27,48450,49550,48300,48750,102958,1072500.0,22000000.0
2018-03-28,49000,49000,46850,47100,105988,1036200.0,22000000.0
2018-03-29,47100,47600,45850,46350,111302,1019700.0,22000000.0
2018-03-30,46200,48400,46150,48150,123766,1059300.0,22000000.0
2018-04-02,48150,49400,47100,47250,71285,1039500.0,22000000.0
2018-04-03,47200,48850,46650,48350,85137,1063700.0,22000000.0
2018-04-04,48150,48650,47000,47000,58162,1034000.0,22000000.0
2018-04-05,47100,47900,46950,47150,42509,1037300.0,22000000.0
2018-04-06,46950,47850,46600,46700,70440,1027400.0,22000000.0
2018-04-09,46200,46850,45900,45900,86398,1009800.0,22000000.0
2018-04-10,46250,46250,44850,45300,97297,996600.0,22000000.0
2018-04-11,45100,46500,44700,45150,123102,993300.0,22000000.0
2018-04-12,45400,45550,44850,45100,108211,992200.0,22000000.0
2018-04-13,45200,46150,45200,45900,86008,1009800.0,22000000.0
2018-04-16,46450,47600,46300,46700,83173,1027400.0,22000000.0
2018-04-17,46750,47050,45600,45750,84514,1006500.0,22000000.0
2018-04-18,45600,46150,45450,45600,52780,1003200.0,22000000.0
2018-04-19,45550,45600,42850,43250,317527,951500.0,22000000.0
2018-04-20,43300,43750,42900,43400,85801,954800.0,22000000.0
2018-04-23,43000,43000,41450,42450,218875,933900.0,22000000.0
2018-04-24,41900,42850,41800,42600,91507,937200.0,22000000.0
2018-04-25,42100,42700,41500,41650,109172,916300.0,22000000.0
2018-04-26,41750,43150,41500,43050,93727,947100.0,22000000.0
2018-04-27,42600,43650,42000,42200,120962,928400.0,22000000.0
2018-04-30,41750,41750,39350,39550,324915,870100.0,22000000.0
2018-05-02,39100,39400,37100,37100,391548,816200.0,22000000.0
2018-05-03,36800,39100,36800,38800,365318,853600.0,22000000.0
2018-05-04,38650,42500,38000,42450,472169,933900.0,22000000.0
2018-05-08,42550,45400,42500,44750,397739,984500.0,22000000.0
2018-05-09,44750,45100,42900,44100,277119,970200.0,22000000.0
2018-05-10,44000,45150,43100,45000,143301,990000.0,22000000.0
2018-05-11,45150,45150,43750,44100,85370,970200.0,22000000.0
2018-05-14,43700,44950,43150,43200,75932,950400.0,22000000.0
2018-05-15,43250,43850,42900,42950,88194,944900.0,22000000.0
2018-05-16,43550,44500,42850,42950,107100,944900.0,22000000.0
2018-05-17,42900,43500,41900,42050,96185,925100.0,22000000.0
2018-05-18,42200,43100,41750,42950,96988,944900.0,22000000.0
2018-05-21,42350,42800,40600,41150,129979,905300.0,22000000.0
2018-05-23,40850,41550,40550,40850,99072,898700.0,22000000.0
2018-05-24,40650,46600,40600,44450,698037,977900.0,22000000.0
2018-05-25,46950,47900,44350,45350,577031,997700.0,22000000.0
2018-05-28,43800,46450,43750,46250,256967,1017500.0,22000000.0
2018-05-29,46250,51400,45500,50600,599133,1113200.0,22000000.0
2018-05-30,50600,51200,49050,50600,318177,1113200.0,22000000.0
2018-05-31,50600,52800,49650,51000,391234,1122000.0,22000000.0
2018-06-01,51500,51500,48750,50100,183881,1102200.0,22000000.0
2018-06-04,50100,50700,49050,49250,65657,1083500.0,22000000.0
2018-06-05,49100,49750,47800,49500,133212,1089000.0,22000000.0
2018-06-07,49500,53500,49000,52900,359637,1163800.0,22000000.0
2018-06-08,52900,53400,52000,52000,136718,1144000.0,22000000.0
2018-06-11,52100,52600,49650,49900,125340,1097800.0,22000000.0
2018-06-12,50100,50900,48850,49100,91925,1080200.0,22000000.0
2018-06-14,49950,52200,49300,49450,242763,1087900.0,22000000.0
2018-06-15,49800,53000,49750,51900,366967,1141800.0,22000000.0
2018-06-18,52600,53400,50600,51000,333401,1122000.0,22000000.0
2018-06-19,51900,51900,48000,49300,232405,1084600.0,22000000.0
2018-06-20,49300,49300,46300,46550,299841,1024100.0,22000000.0
2018-06-21,46100,47200,45200,46300,149599,1018600.0,22000000.0
2018-06-22,45450,46350,44000,44400,134194,976800.0,22000000.0
2018-06-25,44600,46350,44000,44950,93426,988900.0,22000000.0
2018-06-26,44800,45550,43500,43850,91147,964700.0,22000000.0
2018-06-27,43750,43750,41600,42050,177156,925100.0,22000000.0
2018-06-28,42050,42750,41350,41650,193008,916300.0,22000000.0
2018-06-29,41650,41900,39700,40050,243354,881100.0,22000000.0
2018-07-02,40050,40600,37850,38150,186154,839300.0,22000000.0
2018-07-03,37750,38700,37000,38000,178946,836000.0,22000000.0
2018-07-04,37700,38300,37050,37200,160908,818400.0,22000000.0
2018-07-05,37300,37850,36200,37000,146734,814000.0,22000000.0
2018-07-06,37000,37600,36650,37500,74171,825000.0,22000000.0
2018-07-09,37900,38800,37600,38200,127168,840400.0,22000000.0
2018-07-10,37800,38450,37800,38050,51371,837100.0,22000000.0
2018-07-11,37700,37700,36850,36900,123282,811800.0,22000000.0
2018-07-12,37050,37350,36400,36550,152459,804100.0,22000000.0
2018-07-13,36900,37850,35450,35750,348732,786500.0,22000000.0
2018-07-16,35750,35850,35000,35100,223274,772200.0,22000000.0
2018-07-17,35250,36850,35250,36450,143188,801900.0,22000000.0
2018-07-18,36750,36750,35050,35150,151125,773300.0,22000000.0
2018-07-19,35150,35900,33550,33850,226103,744700.0,22000000.0
2018-07-20,33600,35000,33600,34900,138535,767800.0,22000000.0
2018-07-23,34950,36100,34100,34450,113437,757900.0,22000000.0
2018-07-24,34950,35200,34450,35100,69162,772200.0,22000000.0
2018-07-25,35000,35450,33950,34600,91418,761200.0,22000000.0
2018-07-26,35050,35050,33950,34150,104192,751300.0,22000000.0
2018-07-27,34300,34600,33900,34500,65934,759000.0,22000000.0
2018-07-30,34600,34950,34200,34400,62935,756800.0,22000000.0
2018-07-31,34400,35150,34250,34750,81412,764500.0,22000000.0
2018-08-01,34800,35100,34550,34850,50562,766700.0,22000000.0
2018-08-02,34700,35500,34100,34300,117465,754600.0,22000000.0
2018-08-03,34500,34650,34100,34300,63886,754600.0,22000000.0
2018-08-06,34300,34700,34250,34550,60618,760100.0,22000000.0
2018-08-07,34500,34600,33750,34150,85263,751300.0,22000000.0
2018-08-08,34150,35050,34000,34250,82706,753500.0,22000000.0
2018-08-09,34450,34450,33500,33600,135208,739200.0,22000000.0
2018-08-10,33850,33850,33300,33650,98048,740300.0,22000000.0
2018-08-13,33800,34600,33700,33800,139814,743600.0,22000000.0
2018-08-14,33800,33800,30850,32250,395258,709500.0,22000000.0
2018-08-16,31750,32200,30850,31150,157356,685300.0,22000000.0
2018-08-17,31000,31550,31000,31500,104145,693000.0,22000000.0
2018-08-20,31750,32350,31000,31200,138630,686400.0,22000000.0
2018-08-21,31100,31850,31050,31500,81836,693000.0,22000000.0
2018-08-22,31500,33100,31500,32150,222911,707300.0,22000000.0
2018-08-23,32350,32450,30950,31250,198691,687500.0,22000000.0
2018-08-24,31200,31800,31050,31550,64068,694100.0,22000000.0
2018-08-27,32050,32150,31450,31700,76465,697400.0,22000000.0
2018-08-28,31950,32400,31600,32300,82815,710600.0,22000000.0
2018-08-29,32750,35000,32750,34650,385764,762300.0,22000000.0
2018-08-30,34350,34450,33750,34000,139519,748000.0,22000000.0
2018-08-31,34000,34000,33150,33300,103255,732600.0,22000000.0
2018-09-03,33600,34400,33500,34150,103509,751300.0,22000000.0
2018-09-04,34150,34300,33450,33900,80138,745800.0,22000000.0
2018-09-05,34000,34600,33600,33650,70099,740300.0,22000000.0
2018-09-06,33650,34400,33600,34250,60699,753500.0,22000000.0
2018-09-07,34700,34800,33900,34300,61310,754600.0,22000000.0
2018-09-10,35600,35600,34450,34600,130806,761200.0,22000000.0
2018-09-11,34700,34700,33300,33700,127048,741400.0,22000000.0
2018-09-12,33900,34300,32800,34100,126217,750200.0,22000000.0
2018-09-13,34100,35100,33850,34100,175866,750200.0,22000000.0
2018-09-14,34500,37000,34450,36550,322919,804100.0,22000000.0
2018-09-17,36350,36400,35400,35400,110517,778800.0,22000000.0
2018-09-18,35400,35450,34100,34200,181875,752400.0,22000000.0
2018-09-19,34200,34500,33150,33200,104280,730400.0,22000000.0
2018-09-20,33050,34000,33050,33800,97621,743600.0,22000000.0
2018-09-21,33850,34350,33300,33450,75104,735900.0,22000000.0
2018-09-27,33600,36000,33600,35750,209846,786500.0,22000000.0
2018-09-28,34000,34800,32600,34650,388767,762300.0,22000000.0
2018-10-01,34600,36100,33050,34600,224997,761200.0,22000000.0
2018-10-02,34850,36400,34750,36250,196981,797500.0,22000000.0
2018-10-04,36750,37950,35800,37900,259541,833800.0,22000000.0
2018-10-05,37900,38300,36550,38050,168533,837100.0,22000000.0
2018-10-08,38000,38000,36800,36950,111411,812900.0,22000000.0
2018-10-10,37000,37600,35900,36500,120099,803000.0,22000000.0
2018-10-11,35300,35950,33400,34200,243241,752400.0,22000000.0
2018-10-12,33200,35350,33200,33800,137585,743600.0,22000000.0
2018-10-15,33750,34900,33500,34550,114795,760100.0,22000000.0
2018-10-16,35050,35050,33850,34050,65426,749100.0,22000000.0
2018-10-17,34500,34600,34050,34400,54440,756800.0,22000000.0
2018-10-18,34000,35350,34000,34550,65492,760100.0,22000000.0
2018-10-19,34100,34200,33600,33650,73579,740300.0,22000000.0
2018-10-22,33650,33900,32800,32950,98629,724900.0,22000000.0
2018-10-23,32850,33050,31400,31850,109856,700700.0,22000000.0
2018-10-24,31600,32450,31300,31550,111895,694100.0,22000000.0
2018-10-25,30900,31350,30550,30850,147789,678700.0,22000000.0
2018-10-26,31100,31450,30500,30750,82021,676500.0,22000000.0
2018-10-29,30700,31500,29150,29200,144787,642400.0,22000000.0
2018-10-30,28300,29850,27950,29050,167118,639100.0,22000000.0
2018-10-31,29100,29950,28600,29100,88315,640200.0,22000000.0
2018-11-01,29100,29900,29100,29400,64641,646800.0,22000000.0
2018-11-02,29450,30850,29450,30600,80209,673200.0,22000000.0
2018-11-05,30400,32400,30400,32250,75804,709500.0,22000000.0
2018-11-06,32250,33450,32050,33350,75645,733700.0,22000000.0
2018-11-07,33600,34500,31900,32500,170114,715000.0,22000000.0
2018-11-08,33050,36350,32950,36200,298896,796400.0,22000000.0
2018-11-09,35700,36400,35150,35350,87259,777700.0,22000000.0
2018-11-12,35450,36050,34800,35150,54074,773300.0,22000000.0
2018-11-13,35050,35600,34100,35050,101589,771100.0,22000000.0
2018-11-14,35400,37300,35200,36200,147154,796400.0,22000000.0
2018-11-15,36000,36300,35000,35500,95656,781000.0,22000000.0
2018-11-16,35500,35750,34800,35350,82110,777700.0,22000000.0
2018-11-19,34950,37000,34950,36850,102089,810700.0,22000000.0
2018-11-20,36700,39950,36650,39100,321675,860200.0,22000000.0
2018-11-21,39100,39700,38450,39250,98102,863500.0,22000000.0
2018-11-22,39400,39400,37650,38100,82531,838200.0,22000000.0
2018-11-23,38250,38850,37250,37400,66382,822800.0,22000000.0
2018-11-26,36900,39700,36900,39300,115726,864600.0,22000000.0
2018-11-27,38700,39200,37600,38250,102378,841500.0,22000000.0
2018-11-28,38250,38450,37050,37550,77123,826100.0,22000000.0
2018-11-29,37900,37900,36550,36600,100029,805200.0,22000000.0
2018-11-30,36600,37400,36250,36950,53430,812900.0,22000000.0
2018-12-03,37200,37550,35200,35750,292318,786500.0,22000000.0
2018-12-04,35750,36200,34650,35850,123555,788700.0,22000000.0
2018-12-05,35350,35700,34650,35200,125439,774400.0,22000000.0
2018-12-06,35200,35550,34600,34850,95179,766700.0,22000000.0
2018-12-07,34850,35050,33850,34000,62110,748000.0,22000000.0
2018-12-10,33250,35450,33250,35100,112342,772200.0,22000000.0
2018-12-11,35100,36250,34350,35300,91253,776600.0,22000000.0
2018-12-12,35300,35800,35050,35500,64083,781000.0,22000000.0
2018-12-13,36000,36050,34950,34950,169042,768900.0,22000000.0
2018-12-14,34550,35550,34300,34350,58289,755700.0,22000000.0
2018-12-17,34850,35050,33250,33400,58419,734800.0,22000000.0
2018-12-18,33800,34150,32900,33550,62435,738100.0,22000000.0
2018-12-19,33550,34250,33350,33750,45990,742500.0,22000000.0
2018-12-20,34250,35000,33600,34000,54193,748000.0,22000000.0
2018-12-21,34000,34350,33200,33550,52369,738100.0,22000000.0
2018-12-24,33550,33850,33300,33800,26273,743600.0,22000000.0
2018-12-26,32500,33750,31800,33350,103487,733700.0,22000000.0
2018-12-27,33100,34700,32800,33700,69031,741400.0,22000000.0
2018-12-28,33650,37750,33650,36950,300059,812900.0,22000000.0
2019-01-02,37100,38750,36400,38250,274387,841500.0,22000000.0
2019-01-03,38300,40900,38300,39900,380297,877800.0,22000000.0
2019-01-04,39900,41650,39700,40750,242815,896500.0,22000000.0
2019-01-07,40800,40850,39200,39600,164995,871200.0,22000000.0
2019-01-08,39850,41550,39850,41350,188811,909700.0,22000000.0
2019-01-09,41300,41900,40700,41300,123208,908600.0,22000000.0
2019-01-10,41050,41700,40650,41350,164667,909700.0,22000000.0
2019-01-11,41000,41350,40700,40750,94533,896500.0,22000000.0
2019-01-14,40200,40750,39450,39550,138085,870100.0,22000000.0
2019-01-15,40000,40950,39500,39900,161542,877800.0,22000000.0
2019-01-16,39850,40200,38500,38700,104338,851400.0,22000000.0
2019-01-17,38500,38700,36600,37050,332788,815100.0,22000000.0
2019-01-18,37100,37350,35400,35900,251187,789800.0,22000000.0
2019-01-21,36050,36300,35300,35950,138536,790900.0,22000000.0
2019-01-22,35950,36350,35450,35750,100174,786500.0,22000000.0
2019-01-23,35750,35900,35400,35750,98574,786500.0,22000000.0
2019-01-24,35800,35950,34550,34700,174972,763400.0,22000000.0
2019-01-25,34850,34900,34300,34650,119982,762300.0,22000000.0
2019-01-28,34800,34900,34300,34400,140340,756800.0,22000000.0
2019-01-29,34300,34700,33550,33700,165018,741400.0,22000000.0
2019-01-30,33950,34150,33600,33950,173241,746900.0,22000000.0
2019-01-31,34100,34350,33750,34000,145256,748000.0,22000000.0
2019-02-01,34050,34700,33700,34550,179758,760100.0,22000000.0
2019-02-07,34700,35100,34250,34900,164248,767800.0,22000000.0
2019-02-08,34900,35500,34800,35350,172333,777700.0,22000000.0
2019-02-11,35550,36000,35050,35400,153318,778800.0,22000000.0
2019-02-12,35600,35600,34550,35100,114193,772200.0,22000000.0
2019-02-13,35850,36100,35650,35900,204893,789800.0,22000000.0
2019-02-14,36150,36450,35850,36450,177937,801900.0,22000000.0
