신세계(004170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,16001,17482,16001,16890,179390,319200.0,11200000.0
1999-01-05,16771,17186,16001,16416,193410,310240.0,11200000.0
1999-01-06,16771,18253,16415,18253,330720,344960.0,11200000.0
1999-01-07,18964,20445,18431,19853,412450,375200.0,11200000.0
1999-01-08,19261,19794,18964,18964,163890,358400.0,11200000.0
1999-01-11,19081,19555,18726,19261,169930,364000.0,11200000.0
1999-01-12,19556,20742,19259,19438,369890,367360.0,11200000.0
1999-01-13,18963,20208,18785,20149,167430,380800.0,11200000.0
1999-01-14,19557,19735,18311,18964,99570,358400.0,11200000.0
1999-01-15,18370,19081,17776,18846,80860,356160.0,11200000.0
1999-01-18,19319,19319,18697,18876,144930,356720.0,11200000.0
1999-01-19,18490,18669,17837,18076,147900,373930.0,12260000.0
1999-01-20,18252,18667,17599,17957,118300,371478.0,12260000.0
1999-01-21,17956,19141,17837,18194,203410,376382.0,12260000.0
1999-01-22,17898,17957,16297,16298,154290,337150.0,12260000.0
1999-01-25,15704,16000,14281,14816,243780,306500.0,12260000.0
1999-01-26,15111,15585,14163,14519,225560,300370.0,12260000.0
1999-01-27,14222,15406,13926,15408,136220,318760.0,12260000.0
1999-01-28,15525,16652,15468,16475,137140,340828.0,12260000.0
1999-01-29,16593,16889,16059,16120,119780,333472.0,12260000.0
1999-02-01,15703,16592,15703,16179,62670,334698.0,12260000.0
1999-02-02,16178,16534,15586,16001,38660,331020.0,12260000.0
1999-02-03,16000,16000,15406,15408,51240,318760.0,12260000.0
1999-02-04,15526,15585,14873,15349,34490,317534.0,12260000.0
1999-02-05,15585,15941,15111,15705,94530,324890.0,12260000.0
1999-02-08,16000,16119,15705,15705,38400,324890.0,12260000.0
1999-02-09,14814,15703,14578,14875,38350,307726.0,12260000.0
1999-02-10,14520,14520,13808,14223,137790,294240.0,12260000.0
1999-02-11,14816,14934,14103,14401,72880,297918.0,12260000.0
1999-02-12,14637,15347,14399,15349,86720,317534.0,12260000.0
1999-02-18,15762,15821,15288,15764,164240,326116.0,12260000.0
1999-02-19,15526,15526,13985,14934,62410,308952.0,12260000.0
1999-02-22,14934,14934,14103,14223,25260,294240.0,12260000.0
1999-02-23,14755,14814,13925,14105,40900,291788.0,12260000.0
1999-02-24,13925,14401,13925,14342,52060,296692.0,12260000.0
1999-02-25,14044,14638,14044,14638,80010,302822.0,12260000.0
1999-02-26,14666,15111,14459,14934,138270,308952.0,12260000.0
1999-03-02,14815,15408,14518,14994,245660,310178.0,12260000.0
1999-03-03,15112,15289,14548,14697,92000,304048.0,12260000.0
1999-03-04,14518,14816,14518,14638,43080,302822.0,12260000.0
1999-03-05,14638,15171,14579,15053,97200,311404.0,12260000.0
1999-03-08,15171,16237,15171,16001,273400,331020.0,12260000.0
1999-03-09,16001,16179,15468,15942,130550,329794.0,12260000.0
1999-03-10,15882,16001,15527,15675,76860,324277.0,12260000.0
1999-03-11,15229,16000,15229,15349,120360,317534.0,12260000.0
1999-03-12,15941,17186,15852,16831,167670,348184.0,12260000.0
1999-03-15,16889,17423,16592,17424,209210,360444.0,12260000.0
1999-03-16,17186,18074,17007,17424,171850,360444.0,12260000.0
1999-03-17,17482,17778,16949,16950,117320,350636.0,12260000.0
1999-03-18,17185,17482,16059,16120,82540,333472.0,12260000.0
1999-03-19,16356,17186,16296,16831,72680,348184.0,12260000.0
1999-03-22,16652,17719,16652,17305,67080,357992.0,12260000.0
1999-03-23,17482,18490,17304,18401,226200,380673.0,12260000.0
1999-03-24,18372,18372,17660,18224,84230,376995.0,12260000.0
1999-03-25,18223,18846,17837,18076,146550,373930.0,12260000.0
1999-03-26,18074,18667,17541,17720,171310,366574.0,12260000.0
1999-03-29,17600,17956,17363,17839,62590,369026.0,12260000.0
1999-03-30,18074,18785,17955,18787,98850,388642.0,12260000.0
1999-03-31,18785,19497,18370,18550,101320,383738.0,12260000.0
1999-04-01,18549,19320,18549,19024,284900,393546.0,12260000.0
1999-04-02,19319,19675,18963,19557,123360,404580.0,12260000.0
1999-04-06,19615,20623,19615,20446,209120,422970.0,12260000.0
1999-04-07,21333,22696,21333,21868,401420,452394.0,12260000.0
1999-04-08,21807,23111,21392,23113,342810,519021.0,13308231.0
1999-04-09,23408,23645,22816,23587,207530,529668.0,13308231.0
1999-04-12,23585,25128,22637,24298,310850,545637.0,13308231.0
1999-04-13,23705,24653,23586,24239,213230,544307.0,13308231.0
1999-04-14,24299,24299,22816,23706,108500,532329.0,13308231.0
1999-04-15,23231,24594,23231,24594,245610,552292.0,13308231.0
1999-04-16,24297,24950,23705,23765,109000,533660.0,13308231.0
1999-04-19,23824,24831,23438,23824,123380,534991.0,13308231.0
1999-04-20,24238,24238,23408,24239,105710,544307.0,13308231.0
1999-04-21,24356,26668,24238,25483,183670,572254.0,13308231.0
1999-04-22,25779,26074,24889,25305,88310,568261.0,13308231.0
1999-04-23,25187,25423,24711,25187,56100,565600.0,13308231.0
1999-04-26,25246,25246,24593,25187,71100,565600.0,13308231.0
1999-04-27,25482,25779,23941,23943,126000,537653.0,13308231.0
1999-04-28,24237,25600,24237,24890,184830,558946.0,13308231.0
1999-04-29,24889,24889,24179,24594,142160,552292.0,13308231.0
1999-04-30,24534,24534,23823,24298,110200,557411.0,13595389.0
1999-05-03,24238,25690,24238,25483,110860,584602.0,13595389.0
1999-05-04,26490,29040,26372,28447,384760,652579.0,13595389.0
1999-05-06,29630,32713,29097,32714,338080,750465.0,13595389.0
1999-05-07,34194,37573,33483,35262,352050,808926.0,13595389.0
1999-05-10,34964,35558,33187,34255,241500,785813.0,13595389.0
1999-05-11,34964,36742,33780,33781,313290,774937.0,13595389.0
1999-05-12,34075,34372,32654,33781,212510,777842.0,13646354.0
1999-05-13,34075,34371,31409,32121,152770,739632.0,13646354.0
1999-05-14,32121,32121,27853,28388,386150,653660.0,13646354.0
1999-05-17,27854,28328,25780,25780,125100,593616.0,13646354.0
1999-05-18,25186,27232,25186,26669,221210,614086.0,13646354.0
1999-05-19,26964,30639,26964,29691,268320,683682.0,13646354.0
1999-05-20,29927,30165,27261,27617,115120,635920.0,13646354.0
1999-05-21,27913,29869,27675,28447,116420,655025.0,13646354.0
1999-05-24,28446,29334,28446,29158,83440,671401.0,13646354.0
1999-05-25,28741,31053,28741,30047,144720,691870.0,13646354.0
1999-05-26,30045,31706,29335,31410,166600,723257.0,13646354.0
1999-05-27,31469,33010,31290,31410,225120,723257.0,13646354.0
1999-05-28,30816,32357,30757,31410,148720,735142.0,13870603.0
1999-05-31,31943,32121,30521,30995,58670,725433.0,13870603.0
1999-06-01,30815,32594,30520,31588,185200,739303.0,13870603.0
1999-06-02,32062,32477,31587,31825,117870,744851.0,13870603.0
1999-06-03,32594,33483,31112,31588,151500,739303.0,13870603.0
1999-06-04,31410,33602,31410,32240,169470,754561.0,13870603.0
1999-06-07,32001,35201,32001,35143,245980,822527.0,13870603.0
1999-06-08,35558,36329,33720,34432,178230,805882.0,13870603.0
1999-06-09,33779,34074,31289,31706,109820,742077.0,13870603.0
1999-06-10,32119,32891,31112,32892,139260,769818.0,13870603.0
1999-06-11,33186,33483,31587,32002,160210,749013.0,13870603.0
1999-06-14,30875,31824,29927,30224,173700,707401.0,13870603.0
1999-06-15,29927,31705,29335,30224,125690,707401.0,13870603.0
1999-06-16,30343,30936,29750,30106,212200,704627.0,13870603.0
1999-06-17,30283,34611,30283,32299,258130,755948.0,13870603.0
1999-06-18,32534,33423,32060,32595,184771,762883.0,13870603.0
1999-06-21,33482,34669,33187,34669,267967,811430.0,13870603.0
1999-06-22,34075,34669,29630,34669,156170,811430.0,13870603.0
1999-06-23,35262,37335,35024,36743,320050,859977.0,13870603.0
1999-06-24,36447,37040,34965,35262,151020,825301.0,13870603.0
1999-06-25,35261,39113,34371,38522,334330,901589.0,13870603.0
1999-06-28,38520,42610,38461,42492,294970,994522.0,13870603.0
1999-06-29,42490,43202,40594,42492,167630,994522.0,13870603.0
1999-06-30,44447,48833,42728,48834,663777,1142938.0,13870603.0
1999-07-01,56122,56122,56122,56123,73621,1313546.0,13870603.0
1999-07-02,58671,61929,53455,58671,1023311,1373694.0,13875699.0
1999-07-05,53929,55707,49900,49900,419274,1168334.0,13875699.0
1999-07-06,49840,50255,47231,49782,532527,1165559.0,13875699.0
1999-07-07,49959,52447,48062,50434,367250,1180822.0,13875699.0
1999-07-08,50492,57958,48655,56301,557860,1318191.0,13875699.0
1999-07-09,64597,64597,58671,60746,420595,1422259.0,13875699.0
1999-07-12,59263,60152,51856,51856,282995,1214124.0,13875699.0
1999-07-13,53335,55706,50373,50730,205300,1187760.0,13875699.0
1999-07-14,50374,51915,47114,47767,176550,1118381.0,13875699.0
1999-07-15,45987,48594,45987,48596,141840,1137807.0,13875699.0
1999-07-16,48891,52092,48655,50671,164140,1186372.0,13875699.0
1999-07-19,50432,51559,48061,49782,162110,1165559.0,13875699.0
1999-07-20,49365,49780,47528,48122,114670,1126707.0,13875699.0
1999-07-21,47411,47411,43262,45337,248730,1061491.0,13875699.0
1999-07-22,44091,46225,43262,46225,153350,1082305.0,13875699.0
1999-07-23,45928,46224,42075,42966,128340,1005988.0,13875699.0
1999-07-26,38698,46224,38698,43263,257430,1012926.0,13875699.0
1999-07-27,43853,48299,43558,48004,153350,1123932.0,13875699.0
1999-07-28,49129,52448,46343,50374,352140,1179434.0,13875699.0
1999-07-29,50491,52745,50491,52745,210680,1234937.0,13875699.0
1999-07-30,53041,55115,49485,52152,227580,1221062.0,13875699.0
1999-08-02,50492,52152,48892,50374,154290,1179434.0,13875699.0
1999-08-03,50373,53335,50373,51974,138600,1216899.0,13875699.0
1999-08-04,52743,53929,52328,52863,178680,1238167.0,13880795.0
1999-08-05,52269,52269,50432,50730,77610,1188196.0,13880795.0
1999-08-06,50728,52152,48892,50434,33070,1181256.0,13880795.0
1999-08-09,48892,51263,48892,50078,31808,1172927.0,13880795.0
1999-08-10,49188,53336,49010,52685,180022,1234003.0,13880795.0
1999-08-11,52626,54403,52152,52685,148810,1234003.0,13880795.0
1999-08-12,53336,55648,53159,55116,160232,1290914.0,13880795.0
1999-08-13,56299,58552,55707,56597,273670,1325616.0,13880795.0
1999-08-16,56596,61040,55115,60449,226379,1415841.0,13880795.0
1999-08-17,61042,62227,56893,56893,236100,1332556.0,13880795.0
1999-08-18,55707,56893,51263,53930,138352,1263152.0,13880795.0
1999-08-19,54522,56063,53929,53930,89822,1263152.0,13880795.0
1999-08-20,55115,55115,51381,53930,128510,1263152.0,13880795.0
1999-08-23,51439,53632,50788,53337,158340,1249272.0,13880795.0
1999-08-24,54522,54522,52151,52745,77100,1235391.0,13880795.0
1999-08-25,52447,55055,52211,53100,173990,1243719.0,13880795.0
1999-08-26,54818,58076,53040,55412,285600,1297854.0,13880795.0
1999-08-27,56299,62225,55469,56301,430110,1318676.0,13880795.0
1999-08-30,56300,57307,55351,56241,109920,1317287.0,13880795.0
1999-08-31,55114,55825,53929,55056,83340,1289526.0,13880795.0
1999-09-01,52152,55707,52152,52152,126030,1221510.0,13880795.0
1999-09-02,50669,52446,50432,51559,104740,1207629.0,13880795.0
1999-09-03,50966,51560,49485,49486,84150,1159046.0,13880795.0
1999-09-06,50373,51854,49780,50730,137810,1188196.0,13880795.0
1999-09-07,50907,53219,50728,51263,119799,1200689.0,13880795.0
1999-09-08,51263,52389,49188,49486,105480,1159046.0,13880795.0
1999-09-09,51558,51618,50077,51085,63060,1196525.0,13880795.0
1999-09-10,51262,54521,51262,53278,122310,1247883.0,13880795.0
1999-09-13,54049,54582,52211,53397,80909,1250660.0,13880795.0
1999-09-14,54344,54344,52151,53160,42760,1245107.0,13880795.0
1999-09-15,52152,53100,50433,51619,131510,1209017.0,13880795.0
1999-09-16,51678,52152,49780,50374,123015,1179868.0,13880795.0
1999-09-17,48181,49781,46224,48893,139950,1145166.0,13880795.0
1999-09-20,49188,49958,47646,48004,105956,1124344.0,13880795.0
1999-09-21,48004,48596,47411,47411,113690,1110464.0,13880795.0
1999-09-22,47411,47411,43854,44448,204990,1041060.0,13880795.0
1999-09-27,43617,44447,40357,41070,160590,961939.0,13880795.0
1999-09-28,40892,42374,39528,40892,229891,957775.0,13880795.0
1999-09-29,40595,41366,38876,39707,142695,930013.0,13880795.0
1999-09-30,39409,41899,39409,40418,204910,946670.0,13880795.0
1999-10-01,40299,40299,37690,40299,142300,943894.0,13880795.0
1999-10-04,38579,40239,38520,38581,79461,903640.0,13880795.0
1999-10-05,38521,39113,35023,35558,136210,832848.0,13880795.0
1999-10-06,34964,37157,33246,36447,290785,853669.0,13880795.0
1999-10-07,36742,37395,36150,37218,229130,871714.0,13880795.0
1999-10-08,37335,39411,37040,37929,159781,888371.0,13880795.0
1999-10-11,37395,38223,36445,37336,98140,874490.0,13880795.0
1999-10-12,36624,38521,36624,38522,106515,902252.0,13880795.0
1999-10-13,38164,40299,37454,39351,305426,921685.0,13880795.0
1999-10-14,40299,40299,37987,38522,368290,902252.0,13880795.0
1999-10-15,39588,39588,37395,37455,327590,877266.0,13880795.0
1999-10-18,35853,36742,35676,35914,169140,841176.0,13880795.0
1999-10-19,36209,36683,35142,35558,131800,832848.0,13880795.0
1999-10-20,35557,37928,35557,37218,206970,871714.0,13880795.0
1999-10-21,37810,38698,36268,36329,137855,850893.0,13880795.0
1999-10-22,35854,37158,35854,36981,58850,866162.0,13880795.0
1999-10-25,36980,37218,35439,36151,85270,846728.0,13880795.0
1999-10-26,35023,36742,35023,36447,80940,853669.0,13880795.0
1999-10-27,37040,38224,36328,37158,198300,870326.0,13880795.0
1999-10-28,36742,37869,36565,37218,245194,871714.0,13880795.0
1999-10-29,39214,42149,38091,41152,523963,914744.0,13880795.0
1999-11-01,42776,42776,41401,41839,256660,930013.0,13880795.0
1999-11-02,41838,42087,40588,41526,172650,923073.0,13880795.0
1999-11-03,41838,43836,41525,42463,269611,943894.0,13880795.0
1999-11-04,42711,43649,42711,43649,212000,970268.0,13880795.0
1999-11-05,44336,45835,44273,44649,187070,992477.0,13880795.0
1999-11-08,44960,44960,43710,43712,123670,971656.0,13880795.0
1999-11-09,43711,45461,43711,45398,160610,1009134.0,13880795.0
1999-11-10,45398,45584,44336,44773,109170,995253.0,13880795.0
1999-11-11,44773,48020,44336,46210,236080,1027179.0,13880795.0
1999-11-12,47458,47458,44960,45898,139220,1020238.0,13880795.0
1999-11-15,45024,45898,44336,44961,166160,999417.0,13880795.0
1999-11-16,44647,44647,41899,42463,455320,943894.0,13880795.0
1999-11-17,42400,42461,39652,40028,261310,889759.0,13880795.0
1999-11-18,40588,41775,39027,39965,164170,888371.0,13880795.0
1999-11-19,40151,45271,40089,44586,380096,991089.0,13880795.0
1999-11-22,46771,51267,46458,50581,774422,1124344.0,13880795.0
1999-11-23,49956,51204,46270,48708,321800,1082702.0,13880795.0
1999-11-24,46895,51204,46895,48270,329606,1072985.0,13880795.0
1999-11-25,47458,49956,47270,47959,252136,1066045.0,13880795.0
1999-11-26,48083,49893,47458,47959,189087,1066045.0,13880795.0
1999-11-29,47958,47958,42775,43400,255091,964715.0,13880795.0
1999-11-30,44898,44898,43087,44649,222080,992477.0,13880795.0
1999-12-01,45022,48644,44023,45710,300450,1016074.0,13880795.0
1999-12-02,46583,52141,45960,49894,582922,1109076.0,13880795.0
1999-12-03,50518,51830,46833,48396,347730,1075762.0,13880795.0
1999-12-06,48957,48957,45584,45648,203260,1014686.0,13880795.0
1999-12-07,45584,47458,43149,43774,525020,973044.0,13880795.0
1999-12-08,43399,45584,43087,43774,239165,973044.0,13880795.0
1999-12-09,43585,44897,43148,43712,218740,971656.0,13880795.0
1999-12-10,44148,47958,43711,47771,298520,1061881.0,13880795.0
1999-12-13,48083,49706,45335,46210,216222,1027179.0,13880795.0
1999-12-14,46209,48083,44399,44961,239066,999417.0,13880795.0
1999-12-15,45273,46334,43212,43962,167520,977208.0,13880795.0
1999-12-16,43711,44961,43087,43962,102210,977208.0,13880795.0
1999-12-17,44022,45146,43086,43587,97300,968879.0,13880795.0
1999-12-20,42962,43086,41587,42151,148883,936954.0,13880795.0
1999-12-21,40963,42463,39340,39341,197288,874490.0,13880795.0
1999-12-22,38716,38716,36218,38404,190710,853669.0,13880795.0
1999-12-23,36217,39652,36217,36656,180390,814803.0,13880795.0
1999-12-24,36656,37780,35406,35594,151410,791205.0,13880795.0
1999-12-27,35281,36093,32721,35282,299723,784265.0,13880795.0
1999-12-28,34906,36529,33907,35844,258768,796758.0,13880795.0
2000-01-04,36281,36530,34532,34969,110259,777325.0,13880795.0
2000-01-05,34532,35594,32721,32722,141267,727354.0,13880795.0
2000-01-06,35281,35281,31221,31472,155633,699592.0,13880795.0
2000-01-07,31284,32159,30597,31223,199390,694040.0,13880795.0
2000-01-10,32470,35904,31284,35906,291430,798146.0,13880795.0
2000-01-11,37466,40401,37466,39028,447731,867550.0,13880795.0
2000-01-12,37529,38716,36904,38717,150340,860609.0,13880795.0
2000-01-13,39902,39902,37466,37530,130865,834236.0,13880795.0
2000-01-14,38154,39527,37216,37218,119250,827295.0,13880795.0
2000-01-17,37717,38904,35905,38717,142948,860609.0,13880795.0
2000-01-18,38715,39214,37028,37467,140997,832848.0,13880795.0
2000-01-19,37466,37591,33533,34969,151650,777325.0,13880795.0
2000-01-20,32658,34282,32658,33721,128236,749563.0,13880795.0
2000-01-21,31346,33969,31284,33346,121090,741234.0,13880795.0
2000-01-24,31908,34282,31908,32784,168575,728742.0,13880795.0
2000-01-25,32470,32470,31845,31910,98350,709309.0,13880795.0
2000-01-26,31909,32784,31221,31535,109280,700980.0,13880795.0
2000-01-27,31284,32782,31159,32784,79970,728742.0,13880795.0
2000-01-28,33095,33907,32533,33658,96690,748175.0,13880795.0
2000-01-31,32783,34407,32470,34158,77360,759279.0,13880795.0
2000-02-01,34968,35593,34219,34470,94080,766220.0,13880795.0
2000-02-02,34031,35967,34031,35782,78520,795370.0,13880795.0
2000-02-03,35906,36031,35157,35594,59060,791205.0,13880795.0
2000-02-07,34969,40216,34844,37156,257944,825907.0,13880795.0
2000-02-08,37279,37404,34343,34345,210820,763444.0,13880795.0
2000-02-09,34468,35342,33158,34345,187961,763444.0,13880795.0
2000-02-10,34469,34657,32470,33097,359040,735682.0,13880795.0
2000-02-11,33219,33595,31783,31910,258690,709309.0,13880795.0
2000-02-14,32034,32721,28224,28413,306810,631576.0,13880795.0
2000-02-15,28724,30160,26538,27102,249100,602427.0,13880795.0
2000-02-16,28037,29286,27475,28101,203260,624636.0,13880795.0
2000-02-17,28725,32284,28475,32284,220870,717637.0,13880795.0
2000-02-18,32907,34343,30659,31348,279870,696816.0,13880795.0
2000-02-21,29972,30097,28411,29349,133500,652397.0,13880795.0
2000-02-22,28411,31035,28411,28912,141650,642681.0,13880795.0
2000-02-23,29348,31222,29348,29693,122850,660032.0,13880795.0
2000-02-24,29973,30911,29724,30599,171104,680159.0,13880795.0
2000-02-25,30285,33095,29848,31785,352050,706532.0,13880795.0
2000-02-28,30691,31097,28412,28413,110400,631576.0,13880795.0
2000-02-29,29411,30286,28163,29037,107891,645457.0,13880795.0
2000-03-02,29067,30286,28444,29599,151033,657950.0,13880795.0
2000-03-03,29661,29974,28162,28382,151437,630882.0,13880795.0
2000-03-06,29411,32098,28725,30161,250361,670442.0,13880795.0
2000-03-07,31221,32097,30597,31535,220241,700980.0,13880795.0
2000-03-08,30598,32034,30036,31410,121460,698204.0,13880795.0
2000-03-09,30911,31847,30036,30037,209010,667666.0,13880795.0
2000-03-10,31096,31096,29348,29349,117650,652397.0,13880795.0
2000-03-13,28224,29974,28224,29662,182648,659338.0,13880795.0
2000-03-14,28849,29661,28849,29287,71408,651009.0,13880795.0
2000-03-15,28474,28662,28100,28101,98830,624636.0,13880795.0
2000-03-16,29661,29661,28100,28163,82240,626024.0,13880795.0
2000-03-17,29223,29223,28163,28725,109790,638517.0,13880795.0
2000-03-20,28131,28600,27850,27914,50320,620472.0,13880795.0
2000-03-21,27788,27912,27349,27539,62230,612143.0,13880795.0
2000-03-22,28037,28536,27786,28225,103400,627412.0,13880795.0
2000-03-23,28101,28101,27225,27476,61220,610755.0,13880795.0
2000-03-24,27475,28474,26975,27788,100310,617695.0,13880795.0
2000-03-27,27601,27787,27288,27726,69260,616307.0,13880795.0
2000-03-28,28037,28037,27287,27788,132170,617695.0,13880795.0
2000-03-29,27600,28474,27349,27788,157990,617695.0,13880795.0
2000-03-30,29037,30473,28287,28476,318430,632964.0,13880795.0
2000-03-31,28724,29974,27786,29974,161430,666278.0,13880795.0
2000-04-03,29348,29661,28600,28725,228380,638517.0,13880795.0
2000-04-04,28257,29005,27506,28038,85125,623248.0,13880795.0
2000-04-06,27194,27788,26258,26259,130810,583687.0,13880795.0
2000-04-07,26289,26633,25102,25603,185460,569113.0,13880795.0
2000-04-10,26540,27351,25571,26040,276210,578829.0,13880795.0
2000-04-11,26101,26415,25634,26196,167840,582299.0,13880795.0
2000-04-12,25914,28037,25914,26540,321320,589934.0,13880795.0
2000-04-14,26289,27132,25165,25728,193410,571889.0,13880795.0
2000-04-17,24353,26227,23728,24978,355360,555232.0,13880795.0
2000-04-18,26288,26476,25101,26227,215320,582993.0,13880795.0
2000-04-19,26601,27101,25663,25978,196250,577441.0,13880795.0
2000-04-20,26101,27068,26039,26227,192180,582993.0,13880795.0
2000-04-21,26538,27662,26288,27351,215600,607979.0,13880795.0
2000-04-24,27787,27787,26538,26851,102340,596874.0,13880795.0
2000-04-25,26289,27413,26289,27164,106870,603815.0,13880795.0
2000-04-26,27163,27725,26225,26227,92870,582993.0,13880795.0
2000-04-27,26538,26851,25664,25852,105320,574665.0,13880795.0
2000-04-28,25915,26196,25227,26040,92160,578829.0,13880795.0
2000-05-02,26288,26413,25663,26352,91990,585770.0,13880795.0
2000-05-03,26226,26851,25945,26446,66290,587852.0,13880795.0
2000-05-04,25977,26601,25977,25978,99210,577441.0,13880795.0
2000-05-08,26101,26662,25914,26352,85800,585770.0,13880795.0
2000-05-09,26787,28287,26350,27663,276870,614919.0,13880795.0
2000-05-10,27476,27664,27039,27601,106020,613531.0,13880795.0
2000-05-12,27224,27475,26601,26789,80940,595486.0,13880795.0
2000-05-15,26039,26787,25414,25790,62360,573277.0,13880795.0
2000-05-16,25602,26071,25009,25478,93990,566336.0,13880795.0
2000-05-17,25914,26039,24353,24978,83680,555232.0,13880795.0
2000-05-18,23791,24353,21292,21856,146170,485828.0,13880795.0
2000-05-19,21417,22104,20293,21231,133590,471947.0,13880795.0
2000-05-22,19358,20731,18046,18047,146680,401155.0,13880795.0
2000-05-23,17172,18515,17172,17485,142160,388662.0,13880795.0
2000-05-24,17484,19014,15735,17485,208800,388662.0,13880795.0
2000-05-25,18857,20106,18169,20107,242930,446962.0,13880795.0
2000-05-26,19983,20545,18545,18796,156550,417812.0,13880795.0
2000-05-29,17796,19295,17545,18578,177240,412954.0,13880795.0
2000-05-30,18795,20419,18795,20295,169980,451126.0,13880795.0
2000-05-31,20919,22292,20668,21044,325860,467783.0,13880795.0
2000-06-01,20606,21417,19856,21231,247180,471947.0,13880795.0
2000-06-02,21823,23136,21293,23136,342590,514283.0,13880795.0
2000-06-05,24041,25602,23228,24385,355150,542045.0,13880795.0
2000-06-07,24353,24977,23790,24229,187210,538575.0,13880795.0
2000-06-08,24229,24417,22105,22356,135510,496932.0,13880795.0
2000-06-09,22229,23665,21730,23667,139860,526082.0,13880795.0
2000-06-12,23167,24665,23135,24604,165030,546903.0,13880795.0
2000-06-13,24354,24354,22480,22481,61480,499709.0,13880795.0
2000-06-14,23074,23479,22510,22605,72960,502485.0,13880795.0
2000-06-15,23542,23667,21855,22637,84040,503179.0,13880795.0
2000-06-16,22636,23854,21854,23417,118620,520530.0,13880795.0
2000-06-19,23166,23166,22479,22574,67730,501791.0,13880795.0
2000-06-20,23728,23728,22729,23667,136080,526082.0,13880795.0
2000-06-21,23042,23853,22979,23729,73350,527470.0,13880795.0
2000-06-22,24789,25726,24353,25228,313860,560784.0,13880795.0
2000-06-23,24852,26850,24478,26540,697640,589934.0,13880795.0
2000-06-26,26539,27350,25914,26415,242800,587158.0,13880795.0
2000-06-27,26538,27163,26101,26227,144960,582993.0,13880795.0
2000-06-28,26851,27976,26538,27476,348720,610755.0,13880795.0
2000-06-29,28037,30348,27786,29662,502610,659338.0,13880795.0
2000-06-30,29973,30911,28786,30599,240720,680159.0,13880795.0
2000-07-03,30597,32159,29973,32097,393510,713473.0,13880795.0
2000-07-04,31847,32470,30410,32284,247900,717637.0,13880795.0
2000-07-05,31847,36281,31847,34969,546480,777325.0,13880795.0
2000-07-06,35593,37154,34406,34658,346610,770384.0,13880795.0
2000-07-07,35281,35530,30597,32472,312020,721801.0,13880795.0
2000-07-10,32471,33221,31346,32097,225560,713473.0,13880795.0
2000-07-11,31847,33596,31847,32722,272600,727354.0,13880795.0
2000-07-12,32346,33095,31784,32284,142830,717637.0,13880795.0
2000-07-13,30473,32222,30473,31535,219390,700980.0,13880795.0
2000-07-14,31722,33720,31410,31972,338600,710697.0,13880795.0
2000-07-18,31846,33096,31846,33097,259810,735682.0,13880795.0
2000-07-19,33096,33345,31096,31223,167890,694040.0,13880795.0
2000-07-20,30597,32159,30597,31910,154780,709309.0,13880795.0
2000-07-21,31908,32470,31346,31847,58860,707921.0,13880795.0
2000-07-24,31847,31847,29099,29412,147050,653785.0,13880795.0
2000-07-25,29036,30534,27225,30348,153460,674607.0,13880795.0
2000-07-26,30598,30972,29536,30286,77210,673219.0,13880795.0
2000-07-27,29474,30285,29348,29974,52860,666278.0,13880795.0
2000-07-28,29910,31160,29348,30599,105700,680159.0,13880795.0
2000-07-31,30660,31285,29973,31036,59340,689876.0,13880795.0
2000-08-01,31847,34158,31410,33596,227300,746787.0,13880795.0
2000-08-02,33596,34656,32783,33846,185590,752339.0,13880795.0
2000-08-03,34031,34531,33532,33908,117160,753727.0,13880795.0
2000-08-04,33720,34532,33283,33970,87420,755115.0,13880795.0
2000-08-07,33970,34221,33158,33159,85360,737070.0,13880795.0
2000-08-08,33095,33595,31658,32472,97080,721801.0,13880795.0
2000-08-09,32470,34032,32470,33097,156750,735682.0,13880795.0
2000-08-10,33595,33906,32283,33908,81280,753727.0,13880795.0
2000-08-11,33408,36156,33095,35531,217600,789817.0,13880795.0
2000-08-14,35906,37155,35468,35594,124160,791205.0,13880795.0
2000-08-16,35406,37778,35093,37467,257640,832848.0,13880795.0
2000-08-17,38091,41838,38028,39028,715260,867550.0,13880795.0
2000-08-18,39652,39903,37654,39279,173670,873102.0,13880795.0
2000-08-21,39278,40588,38778,39091,117730,868938.0,13880795.0
2000-08-22,39027,39652,36842,37592,206980,835624.0,13880795.0
2000-08-23,36217,36217,34531,35344,486810,785653.0,13880795.0
2000-08-24,35031,36468,33095,35594,326570,791205.0,13880795.0
2000-08-25,35281,35905,34158,35531,130060,789817.0,13880795.0
2000-08-28,34844,35904,34844,35344,110440,785653.0,13880795.0
2000-08-29,35281,35843,35093,35657,93540,792593.0,13880795.0
2000-08-30,35468,36156,35468,35531,71330,789817.0,13880795.0
2000-08-31,35530,35530,34157,34470,76870,766220.0,13880795.0
2000-09-01,34343,34968,34343,34470,39710,766220.0,13880795.0
2000-09-04,34469,35469,34344,34595,51270,768996.0,13880795.0
2000-09-05,34406,35406,34406,35344,102360,785653.0,13880795.0
2000-09-06,35281,35843,34969,34969,44970,777325.0,13880795.0
2000-09-07,35030,35781,34343,35782,148950,795370.0,13880795.0
2000-09-08,35780,36529,35468,35844,82820,796758.0,13880795.0
2000-09-14,35843,36030,34656,35844,131680,796758.0,13880795.0
2000-09-15,35843,38466,35593,36781,311270,817579.0,13880795.0
