휠라코리아(081660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-01-27,23500,23500,22700,22700,17591,1226142.0,10803014.0
2015-01-28,22499,23200,22400,23200,36702,1253150.0,10803014.0
2015-01-29,23000,23199,22100,22100,46122,1193733.0,10803014.0
2015-01-30,22100,22200,21200,21900,41068,1182930.0,10803014.0
2015-02-02,22100,22300,21300,22100,26045,1193733.0,10803014.0
2015-02-03,21800,22000,20900,21600,44498,1166726.0,10803014.0
2015-02-04,21600,22100,20400,20600,107188,1112710.0,10803014.0
2015-02-05,20600,20900,19960,20000,78655,1080301.0,10803014.0
2015-02-06,20100,20200,19620,20100,42089,1085703.0,10803014.0
2015-02-09,20000,20500,19900,20300,41014,1096506.0,10803014.0
2015-02-10,20300,20700,20300,20600,43593,1112710.0,10803014.0
2015-02-11,20700,20800,20400,20700,32954,1118112.0,10803014.0
2015-02-12,20400,20900,20400,20800,23309,1123513.0,10803014.0
2015-02-13,20600,21300,20600,20800,42676,1123513.0,10803014.0
2015-02-16,20400,20400,19060,19200,119104,1037089.0,10803014.0
2015-02-17,19200,19220,18700,18840,71666,1017644.0,10803014.0
2015-02-23,18800,19000,18780,18800,44664,1015483.0,10803014.0
2015-02-24,18800,18800,18580,18620,56907,1005761.0,10803014.0
2015-02-25,18640,18980,18600,18740,40601,1012242.0,10803014.0
2015-02-26,18720,18800,18180,18600,65847,1004680.0,10803014.0
2015-02-27,18740,18820,18300,18600,49567,1004680.0,10803014.0
2015-03-02,18560,18760,18180,18180,56278,981994.0,10803014.0
2015-03-03,18200,18660,18180,18660,52311,1007921.0,10803014.0
2015-03-04,18680,18700,18400,18580,26650,1003600.0,10803014.0
2015-03-05,18600,19060,18460,19000,52963,1026286.0,10803014.0
2015-03-06,18960,19060,18300,18320,56588,989556.0,10803014.0
2015-03-09,18320,18400,18100,18200,44293,983074.0,10803014.0
2015-03-10,18260,18260,17900,17980,36144,971191.0,10803014.0
2015-03-11,17940,18060,17720,17900,36386,966870.0,10803014.0
2015-03-12,17960,18180,17920,18100,35794,977673.0,10803014.0
2015-03-13,18100,18340,18080,18300,34110,988476.0,10803014.0
2015-03-16,18320,18900,18320,18820,51091,1016564.0,10803014.0
2015-03-17,18800,18840,18600,18700,32387,1010082.0,10803014.0
2015-03-18,18620,18880,18620,18680,24306,1011804.0,10833014.0
2015-03-19,18680,18880,18620,18760,32447,1016137.0,10833014.0
2015-03-20,18620,18980,18580,18780,25853,1017220.0,10833014.0
2015-03-23,18920,19080,18760,19080,22108,1033470.0,10833014.0
2015-03-24,19780,21600,19780,20400,222779,1104967.0,10833014.0
2015-03-25,20700,21799,20700,21200,67392,1148299.0,10833014.0
2015-03-26,20800,21300,20300,20500,40160,1110384.0,10833014.0
2015-03-27,20300,20800,20300,20500,13975,1110384.0,10833014.0
2015-03-30,20900,21400,20500,21400,36428,1159132.0,10833014.0
2015-03-31,21300,21700,20800,21600,38178,1169966.0,10833014.0
2015-04-01,21300,21600,20600,21200,49704,1148299.0,10833014.0
2015-04-02,21200,21300,20500,20600,25269,1115800.0,10833014.0
2015-04-03,20900,22600,20800,22400,89640,1213298.0,10833014.0
2015-04-06,22400,22400,21700,22000,47486,1191632.0,10833014.0
2015-04-07,22400,22400,21599,21900,84979,1186215.0,10833014.0
2015-04-08,21900,21900,21000,21400,42582,1159132.0,10833014.0
2015-04-09,21400,21700,20999,21200,21217,1148299.0,10833014.0
2015-04-10,21300,21300,20700,21000,26975,1137466.0,10833014.0
2015-04-13,21200,22000,20900,21200,36048,1148299.0,10833014.0
2015-04-14,21200,21200,20200,20600,55189,1146700.0,11133014.0
2015-04-15,20400,20800,20300,20600,17693,1146700.0,11133014.0
2015-04-16,20900,20900,20300,20900,16194,1163400.0,11133014.0
2015-04-17,20600,21000,20500,20800,25613,1157833.0,11133014.0
2015-04-20,20600,20700,20200,20400,33068,1135567.0,11133014.0
2015-04-21,20400,20900,20000,20600,57373,1146700.0,11133014.0
2015-04-22,20900,21600,20500,20800,53417,1157833.0,11133014.0
2015-04-23,20800,21000,20400,20800,35561,1157833.0,11133014.0
2015-04-24,20900,20900,20400,20400,23144,1135567.0,11133014.0
2015-04-27,20300,21000,20300,20800,22583,1157833.0,11133014.0
2015-04-28,21100,21100,20400,20800,17915,1160953.0,11163014.0
2015-04-29,20700,21000,20400,21000,20538,1172116.0,11163014.0
2015-04-30,21100,21100,20400,21000,15347,1172116.0,11163014.0
2015-05-04,21000,21500,20700,21500,24179,1200024.0,11163014.0
2015-05-06,21199,21800,20800,21800,42763,1216769.0,11163014.0
2015-05-07,21800,21800,20700,20700,24292,1155372.0,11163014.0
2015-05-08,20800,20900,20300,20700,51526,1155372.0,11163014.0
2015-05-11,20800,21400,20800,21300,35678,1188861.0,11163014.0
2015-05-12,21400,21500,20800,21000,30009,1172116.0,11163014.0
2015-05-13,20900,21100,20500,20700,36988,1155372.0,11163014.0
2015-05-14,20700,21199,20500,21000,25246,1172116.0,11163014.0
2015-05-15,20900,21200,20600,21200,29108,1183279.0,11163014.0
2015-05-18,21200,21500,20500,21400,56733,1194442.0,11163014.0
2015-05-19,21600,21600,20900,21400,23738,1194442.0,11163014.0
2015-05-20,21199,21400,20600,21000,50191,1172116.0,11163014.0
2015-05-21,20800,21199,20600,21000,130166,1172116.0,11163014.0
2015-05-22,20900,21000,20700,20900,38476,1166535.0,11163014.0
2015-05-26,20800,21000,20600,20800,77421,1160953.0,11163014.0
2015-05-27,20800,20800,20400,20700,24765,1155372.0,11163014.0
2015-05-28,20700,20800,20200,20800,40689,1160953.0,11163014.0
2015-05-29,20600,21900,20600,21900,61767,1222350.0,11163014.0
2015-06-01,21800,22200,21400,22200,42510,1239095.0,11163014.0
2015-06-02,21900,22300,21600,22200,41077,1239095.0,11163014.0
2015-06-03,22200,22300,21700,22300,32164,1244676.0,11163014.0
2015-06-04,22500,22500,21300,21600,56515,1205606.0,11163014.0
2015-06-05,21700,22000,21200,22000,23463,1227932.0,11163014.0
2015-06-08,22000,22200,21500,21800,24143,1216769.0,11163014.0
2015-06-09,21800,21999,21200,21400,32263,1194442.0,11163014.0
2015-06-10,21400,21500,20999,21200,33008,1183279.0,11163014.0
2015-06-11,21300,21400,20900,21200,38842,1183279.0,11163014.0
2015-06-12,21400,21600,21200,21400,32779,1194442.0,11163014.0
2015-06-15,21400,21700,21200,21400,23603,1194442.0,11163014.0
2015-06-16,21300,22200,21100,22200,59468,1239095.0,11163014.0
2015-06-17,22200,22500,21700,22400,43950,1250258.0,11163014.0
2015-06-18,23000,23000,22300,22500,39105,1255839.0,11163014.0
2015-06-19,22200,23300,22200,22500,51494,1255839.0,11163014.0
2015-06-22,22700,23300,22600,23100,19053,1289328.0,11163014.0
2015-06-23,23100,23100,22200,22400,42503,1250258.0,11163014.0
2015-06-24,22600,23400,22300,23000,36195,1283747.0,11163014.0
2015-06-25,23500,23500,22500,23300,32962,1300491.0,11163014.0
2015-06-26,23500,23500,22700,22800,9489,1272584.0,11163014.0
2015-06-29,22800,23300,21600,22200,55028,1239095.0,11163014.0
2015-06-30,22300,22600,21999,22200,41459,1239095.0,11163014.0
2015-07-01,22300,22699,21600,21700,26448,1211187.0,11163014.0
2015-07-02,21700,22500,21400,22400,19854,1250258.0,11163014.0
2015-07-03,22400,22400,21600,21600,12616,1205606.0,11163014.0
2015-07-06,21500,21999,21300,21400,9319,1194442.0,11163014.0
2015-07-07,21400,21500,20600,21200,37983,1183279.0,11163014.0
2015-07-08,21200,21400,20700,21200,23182,1183279.0,11163014.0
2015-07-09,21300,21300,20699,21300,42066,1188861.0,11163014.0
2015-07-10,21400,21400,20900,21300,39943,1188861.0,11163014.0
2015-07-13,21400,22400,21200,22300,25363,1244676.0,11163014.0
2015-07-14,22600,22600,21800,21900,14858,1222350.0,11163014.0
2015-07-15,21900,22300,21800,22000,8597,1227932.0,11163014.0
2015-07-16,22100,22200,21600,21700,22290,1211187.0,11163014.0
2015-07-17,21800,22000,20900,20900,39283,1166535.0,11163014.0
2015-07-20,21000,21600,21000,21400,27714,1194442.0,11163014.0
2015-07-21,21400,21900,21000,21700,55534,1211187.0,11163014.0
2015-07-22,21400,22000,21300,21300,29164,1188861.0,11163014.0
2015-07-23,21399,22000,21300,22000,27602,1227932.0,11163014.0
2015-07-24,21700,22000,21700,21800,16646,1216769.0,11163014.0
2015-07-27,21900,21900,20900,21100,15490,1177698.0,11163014.0
2015-07-28,21000,21200,20500,20600,19367,1149790.0,11163014.0
2015-07-29,20500,20800,20200,20600,53531,1149790.0,11163014.0
2015-07-30,20600,20900,20300,20400,16405,1138627.0,11163014.0
2015-07-31,20500,20600,20100,20500,35308,1144209.0,11163014.0
2015-08-03,20600,21100,20300,20800,11758,1160953.0,11163014.0
2015-08-04,20700,20900,20100,20800,64757,1160953.0,11163014.0
2015-08-05,20800,22700,20500,22100,68587,1233513.0,11163014.0
2015-08-06,22000,22200,21500,21700,24521,1211187.0,11163014.0
2015-08-07,21300,22200,20800,21900,40978,1222350.0,11163014.0
2015-08-10,21900,22000,21300,21800,26726,1216769.0,11163014.0
2015-08-11,22000,22000,21400,21800,11983,1216769.0,11163014.0
2015-08-12,21900,21900,21200,21500,18189,1200024.0,11163014.0
2015-08-13,21500,22300,21100,22000,32616,1227932.0,11163014.0
2015-08-17,22000,25000,22000,23600,102937,1317236.0,11163014.0
2015-08-18,23400,24900,23300,24200,98431,1350725.0,11163014.0
2015-08-19,23900,24400,23100,23300,38351,1300491.0,11163014.0
2015-08-20,23300,24300,22800,23100,83550,1289328.0,11163014.0
2015-08-21,22300,23200,21500,23000,67345,1283747.0,11163014.0
2015-08-24,22900,22900,21200,21500,52399,1200024.0,11163014.0
2015-08-25,21400,21600,20600,20600,51331,1149790.0,11163014.0
2015-08-26,20700,21100,20100,20300,71676,1133046.0,11163014.0
2015-08-27,20500,21300,20400,21000,69707,1172116.0,11163014.0
2015-08-28,21100,21500,20800,21300,36017,1188861.0,11163014.0
2015-08-31,21300,21400,20700,21000,24702,1172116.0,11163014.0
2015-09-01,21100,21500,20900,21000,32299,1172116.0,11163014.0
2015-09-02,21000,21000,20300,20600,23093,1149790.0,11163014.0
2015-09-03,20600,20900,19680,20600,81929,1149790.0,11163014.0
2015-09-04,20600,20700,19880,20500,47623,1144209.0,11163014.0
2015-09-07,20200,20700,19900,20700,38344,1155372.0,11163014.0
2015-09-08,20700,20800,20000,20000,17724,1116301.0,11163014.0
2015-09-09,20400,20700,20100,20400,17742,1138627.0,11163014.0
2015-09-10,20200,20900,20200,20900,14374,1166535.0,11163014.0
2015-09-11,20800,21000,20600,20900,13347,1166535.0,11163014.0
2015-09-14,21000,21000,20500,20700,12365,1155372.0,11163014.0
2015-09-15,20500,20900,20500,20900,8785,1166535.0,11163014.0
2015-09-16,21000,21000,20700,20900,13992,1166535.0,11163014.0
2015-09-17,21000,21200,20600,20600,14998,1149790.0,11163014.0
2015-09-18,20500,20700,19960,20200,37822,1127464.0,11163014.0
2015-09-21,20100,20400,20100,20300,11090,1133046.0,11163014.0
2015-09-22,20300,20300,19760,19820,36035,1106255.0,11163014.0
2015-09-23,19800,19880,19700,19840,38111,1107371.0,11163014.0
2015-09-24,19900,20100,19560,19980,23572,1115185.0,11163014.0
2015-09-25,20000,20100,19680,20000,38890,1116301.0,11163014.0
2015-09-30,19980,20000,19720,19900,20469,1110720.0,11163014.0
2015-10-01,19860,19960,19760,19760,15673,1102906.0,11163014.0
2015-10-02,19780,20000,19760,19940,14203,1112952.0,11163014.0
2015-10-05,19960,20200,19940,20200,23554,1127464.0,11163014.0
2015-10-06,20400,20500,19880,19920,33287,1111836.0,11163014.0
2015-10-07,19840,20100,19420,19640,42949,1096208.0,11163014.0
2015-10-08,19720,19780,19260,19380,49380,1081696.0,11163014.0
2015-10-12,19120,19700,19120,19500,49085,1088394.0,11163014.0
2015-10-13,19520,19520,19300,19420,43298,1083929.0,11163014.0
2015-10-14,19300,19360,19100,19120,53882,1067184.0,11163014.0
2015-10-15,19020,19220,18880,19060,71557,1063835.0,11163014.0
2015-10-16,18940,18960,18700,18780,59980,1048207.0,11163014.0
2015-10-19,18620,18820,18540,18800,33352,1049323.0,11163014.0
2015-10-20,18820,18860,18600,18720,33924,1044858.0,11163014.0
2015-10-21,18760,18860,18100,18340,38798,1023648.0,11163014.0
2015-10-22,18400,18600,18340,18520,17545,1033695.0,11163014.0
2015-10-23,18520,18580,18120,18320,32376,1022532.0,11163014.0
2015-10-26,18260,18920,18260,18800,22385,1049323.0,11163014.0
2015-10-27,18640,18960,18520,18840,23903,1051556.0,11163014.0
2015-10-28,18720,19880,18720,19580,60498,1093838.0,11173014.0
2015-10-29,19600,19700,19340,19600,24351,1094955.0,11173014.0
2015-10-30,19780,20700,19780,20000,75581,1117301.0,11173014.0
2015-11-02,19960,20200,19440,19760,26484,1103894.0,11173014.0
2015-11-03,20400,20800,20000,20300,57496,1134061.0,11173014.0
2015-11-04,20400,20400,19900,20200,27651,1128474.0,11173014.0
2015-11-05,20200,20400,19880,20200,19991,1128474.0,11173014.0
2015-11-06,20000,20200,19320,19920,36910,1112832.0,11173014.0
2015-11-09,19940,20200,19500,19780,14563,1105011.0,11173014.0
2015-11-10,19400,19780,19200,19200,17249,1072609.0,11173014.0
2015-11-11,19360,19800,19300,19600,12908,1094955.0,11173014.0
2015-11-12,19340,19800,19240,19560,16497,1092721.0,11173014.0
2015-11-13,19260,19520,19080,19440,13158,1086017.0,11173014.0
2015-11-16,19000,19640,18940,19620,30309,1096073.0,11173014.0
2015-11-17,19620,19980,19460,19980,31700,1116184.0,11173014.0
2015-11-18,19940,19960,19180,19780,46201,1105011.0,11173014.0
2015-11-19,19680,19700,19520,19620,29386,1096073.0,11173014.0
2015-11-20,19360,19700,19360,19600,16168,1094955.0,11173014.0
2015-11-23,19600,19700,19380,19660,34041,1098307.0,11173014.0
2015-11-24,19640,19840,19500,19640,43373,1097190.0,11173014.0
2015-11-25,19720,19780,19420,19520,31771,1090486.0,11173014.0
2015-11-26,19500,19600,19400,19460,35774,1087134.0,11173014.0
2015-11-27,19440,19500,18660,19360,78332,1081548.0,11173014.0
2015-11-30,19340,19340,18520,18580,71589,1043083.0,11228014.0
2015-12-01,18680,18840,18320,18620,33695,1045328.0,11228014.0
2015-12-02,18700,18780,18360,18420,26559,1034100.0,11228014.0
2015-12-03,18360,18780,18320,18660,36607,1047574.0,11228014.0
2015-12-04,18420,19000,18420,18980,33372,1065539.0,11228014.0
2015-12-07,18820,19340,18720,19340,28716,1085749.0,11228014.0
2015-12-08,18980,19400,18920,19400,31766,1089117.0,11228014.0
2015-12-09,19400,19480,19080,19400,38384,1089117.0,11228014.0
2015-12-10,19420,19420,18980,19220,20695,1079012.0,11228014.0
2015-12-11,19280,19320,18800,18820,19494,1056556.0,11228014.0
2015-12-14,18680,18800,18500,18700,23440,1049819.0,11228014.0
2015-12-15,18420,18460,18120,18400,42877,1032977.0,11228014.0
2015-12-16,18620,19000,18240,18760,48706,1060223.0,11303014.0
2015-12-17,19040,19040,18520,18820,17470,1063614.0,11303014.0
2015-12-18,18920,18920,18540,18700,39796,1056832.0,11303014.0
2015-12-21,18880,19240,18740,18940,13816,1070395.0,11303014.0
2015-12-22,19000,19300,18940,19240,51238,1087350.0,11303014.0
2015-12-23,19280,19280,18880,19000,23539,1073786.0,11303014.0
2015-12-24,19000,19060,18720,18980,15863,1072656.0,11303014.0
2015-12-28,19040,19040,18100,18200,58047,1028574.0,11303014.0
2015-12-29,18260,18860,18260,18820,10621,1063614.0,11303014.0
2015-12-30,18840,18980,18600,18880,8858,1067005.0,11303014.0
2016-01-04,18960,19060,18740,19000,14522,1073786.0,11303014.0
2016-01-05,18600,19180,18600,19180,16316,1083959.0,11303014.0
2016-01-06,19000,19300,18800,19200,22567,1085089.0,11303014.0
2016-01-07,19420,19420,18840,18960,22402,1072000.0,11308014.0
2016-01-08,19000,19940,18940,19700,27387,1113839.0,11308014.0
2016-01-11,19980,19980,19680,19720,25430,1114970.0,11308014.0
2016-01-12,19800,20000,19180,19300,14357,1091223.0,11308014.0
2016-01-13,19320,19460,18920,19140,49661,1082177.0,11308014.0
2016-01-14,19000,19000,18580,18720,42029,1058430.0,11308014.0
2016-01-15,18920,18920,18240,18240,40804,1031291.0,11308014.0
2016-01-18,18140,18740,18140,18440,24519,1042599.0,11308014.0
2016-01-19,18860,19160,18540,19140,27087,1082177.0,11308014.0
2016-01-20,19000,19180,18200,18480,40452,1044860.0,11308014.0
2016-01-21,18600,18600,17960,18500,47253,1045991.0,11308014.0
2016-01-22,18520,18980,18400,18860,22312,1066346.0,11308014.0
2016-01-25,18960,19600,18900,19180,26115,1084439.0,11308014.0
2016-01-26,19420,19640,19060,19480,17734,1101401.0,11308014.0
2016-01-27,19480,19700,19260,19580,32025,1107055.0,11308014.0
2016-01-28,19580,19660,19080,19480,33849,1101401.0,11308014.0
2016-01-29,19560,19680,18740,19420,51092,1098008.0,11308014.0
2016-02-01,19200,19620,19200,19460,21890,1100270.0,11308014.0
2016-02-02,19680,19700,19420,19600,35832,1108185.0,11308014.0
2016-02-03,19560,19700,19460,19620,22954,1109316.0,11308014.0
2016-02-04,19600,19740,19340,19540,26569,1104793.0,11308014.0
2016-02-05,19480,19760,19140,19240,27546,1087831.0,11308014.0
2016-02-11,19180,19540,18900,19400,76139,1096877.0,11308014.0
2016-02-12,19200,19200,18820,19140,65722,1082177.0,11308014.0
2016-02-15,19160,19500,18480,19500,67776,1102531.0,11308014.0
2016-02-16,19500,19560,18780,19500,75330,1102531.0,11308014.0
2016-02-17,19480,19500,18880,19280,44456,1090093.0,11308014.0
2016-02-18,19460,19460,18820,19200,68537,1085569.0,11308014.0
2016-02-19,19280,19300,18920,19220,47116,1086700.0,11308014.0
2016-02-22,19240,19260,18900,19120,49214,1081046.0,11308014.0
2016-02-23,19280,19280,18900,18900,24896,1068607.0,11308014.0
2016-02-24,18800,18860,18660,18740,25669,1059561.0,11308014.0
2016-02-25,18740,18860,18600,18780,33247,1061823.0,11308014.0
2016-02-26,18880,18920,18580,18720,20704,1058430.0,11308014.0
2016-02-29,18720,18840,18420,18660,51714,1055038.0,11308014.0
2016-03-02,18760,18860,18580,18600,27196,1051645.0,11308014.0
2016-03-03,18600,18900,18440,18900,50444,1068607.0,11308014.0
2016-03-04,18920,19120,18640,18800,50135,1062953.0,11308014.0
2016-03-07,18700,18880,18500,18500,43849,1045991.0,11308014.0
2016-03-08,18500,18720,18500,18700,30826,1057299.0,11308014.0
2016-03-09,18780,19120,18700,19080,41184,1078785.0,11308014.0
2016-03-10,19160,19180,18760,18920,35969,1069738.0,11308014.0
2016-03-11,19120,19380,18820,19360,36610,1094616.0,11308014.0
2016-03-14,19260,19300,18820,19180,48057,1084439.0,11308014.0
2016-03-15,19000,19180,18900,19000,10891,1074261.0,11308014.0
2016-03-16,19200,19340,18900,19200,13426,1085569.0,11308014.0
2016-03-17,19120,19400,19120,19180,15655,1084439.0,11308014.0
2016-03-18,19060,19200,18900,19020,25453,1075392.0,11308014.0
2016-03-21,19040,19040,18880,18900,10542,1068607.0,11308014.0
2016-03-22,19000,19200,18880,19120,20831,1081046.0,11308014.0
2016-03-23,19060,19200,19000,19200,14315,1085569.0,11308014.0
2016-03-24,19200,19200,18820,19060,43816,1077654.0,11308014.0
2016-03-25,19040,19100,18840,18900,6769,1068607.0,11308014.0
2016-03-28,18900,19060,18720,18740,18778,1059561.0,11308014.0
2016-03-29,18740,18860,18620,18780,10884,1061823.0,11308014.0
2016-03-30,18960,19120,18900,19020,35677,1075392.0,11308014.0
2016-03-31,19020,19120,18700,19040,61226,1076523.0,11308014.0
2016-04-01,18840,19100,18820,18840,17767,1065215.0,11308014.0
2016-04-04,18840,18900,18720,18860,16356,1066346.0,11308014.0
2016-04-05,18740,18900,18740,18780,21431,1061823.0,11308014.0
2016-04-06,18740,18900,18720,18800,10977,1062953.0,11308014.0
2016-04-07,18980,18980,18620,18640,23531,1053907.0,11308014.0
2016-04-08,18600,18780,18500,18780,16607,1061823.0,11308014.0
2016-04-11,18620,18800,18560,18800,7631,1062953.0,11308014.0
2016-04-12,18860,18860,18600,18680,16584,1056169.0,11308014.0
2016-04-14,18560,18680,18540,18640,17083,1053907.0,11308014.0
2016-04-15,18980,20700,18960,20300,107651,1147763.0,11308014.0
2016-04-18,20000,20500,19860,20500,44823,1159071.0,11308014.0
2016-04-19,20500,21300,19960,20800,59716,1176033.0,11308014.0
2016-04-20,20800,20900,19920,19920,69212,1126278.0,11308014.0
2016-04-21,19920,20200,19840,20100,23234,1136455.0,11308014.0
2016-04-22,20100,20500,19880,20300,18000,1147763.0,11308014.0
2016-04-25,20300,21200,20100,21100,32211,1192995.0,11308014.0
2016-04-26,21300,21300,20500,20800,32860,1176033.0,11308014.0
2016-04-27,20900,21000,20500,20600,20078,1164725.0,11308014.0
2016-04-28,20400,21100,20400,20700,24430,1170379.0,11308014.0
2016-04-29,20600,21000,20300,20800,23886,1176033.0,11308014.0
2016-05-02,20600,21100,20600,21100,21480,1192995.0,11308014.0
2016-05-03,21200,21300,20300,20500,22281,1159071.0,11308014.0
2016-05-04,20300,20700,20300,20700,20114,1170379.0,11308014.0
2016-05-09,20700,20700,20100,20300,22617,1157913.0,11408014.0
2016-05-10,20200,20500,19980,20200,14494,1152209.0,11408014.0
2016-05-11,20200,20200,19860,20000,21315,1140801.0,11408014.0
2016-05-12,20000,20500,19700,20300,23105,1157913.0,11408014.0
2016-05-13,20100,20400,19960,20200,26330,1152209.0,11408014.0
2016-05-16,19600,19720,19220,19220,80300,1096310.0,11408014.0
2016-05-17,19120,19220,19100,19100,40824,1089465.0,11408014.0
2016-05-18,18960,19120,18740,19000,98550,1083761.0,11408014.0
2016-05-19,18920,18960,18680,18840,51858,1074635.0,11408014.0
2016-05-20,18860,18980,18520,18580,48432,1059805.0,11408014.0
2016-05-23,18620,18760,18500,18520,25014,1056382.0,11408014.0
2016-05-24,18700,18700,18500,18500,22749,1055241.0,11408014.0
2016-05-25,18520,18600,18420,18500,31482,1055241.0,11408014.0
2016-05-26,18500,18500,18300,18400,22395,1049537.0,11408014.0
2016-05-27,18360,18540,18360,18420,11804,1050678.0,11408014.0
2016-05-30,18420,18640,18400,18420,22988,1050678.0,11408014.0
2016-05-31,18420,18460,18220,18340,41824,1046115.0,11408014.0
2016-06-01,18340,18660,18340,18440,26000,1051819.0,11408014.0
2016-06-02,18560,18560,18280,18340,16679,1046115.0,11408014.0
2016-06-03,18340,18360,18300,18360,12010,1047256.0,11408014.0
2016-06-07,18360,18640,18340,18560,27075,1058664.0,11408014.0
2016-06-08,18660,18740,18360,18520,18727,1056382.0,11408014.0
2016-06-09,18380,18580,18320,18320,14888,1044974.0,11408014.0
2016-06-10,18400,18420,18200,18240,31856,1040411.0,11408014.0
2016-06-13,18240,18240,18020,18240,32762,1040411.0,11408014.0
2016-06-14,18140,18240,18000,18000,28212,1026721.0,11408014.0
2016-06-15,18000,18160,17900,18060,14423,1030144.0,11408014.0
2016-06-16,18080,18100,17880,17920,14600,1022158.0,11408014.0
2016-06-17,17920,17980,17820,17820,16532,1016454.0,11408014.0
2016-06-20,17840,18100,17820,18100,8753,1032425.0,11408014.0
2016-06-21,18080,18820,18080,18260,56678,1041552.0,11408014.0
2016-06-22,18300,18540,18200,18400,17577,1049537.0,11408014.0
2016-06-23,18300,18480,18220,18300,16242,1043833.0,11408014.0
2016-06-24,18320,18340,17640,17920,27686,1022158.0,11408014.0
2016-06-27,17900,17980,17700,17740,23221,1011891.0,11408014.0
2016-06-28,17740,17960,17640,17800,39000,1015313.0,11408014.0
2016-06-29,17800,18040,17760,17900,12806,1021017.0,11408014.0
2016-06-30,17900,18180,17900,18180,15230,1036988.0,11408014.0
2016-07-01,18180,18540,18120,18380,19580,1048396.0,11408014.0
2016-07-04,18480,18520,18160,18180,18079,1036988.0,11408014.0
2016-07-05,18360,18400,18060,18400,25632,1049537.0,11408014.0
2016-07-06,18400,18420,18300,18420,18647,1050678.0,11408014.0
2016-07-07,18420,18460,18360,18440,8829,1051819.0,11408014.0
2016-07-08,18600,18820,18560,18680,15726,1065509.0,11408014.0
2016-07-11,18800,18800,18280,18400,15798,1049537.0,11408014.0
2016-07-12,18640,18760,18620,18760,27890,1070072.0,11408014.0
2016-07-13,18780,18800,18000,18800,15289,1072353.0,11408014.0
2016-07-14,18820,18820,18420,18620,20940,1062086.0,11408014.0
2016-07-15,18620,18740,18240,18260,20441,1041552.0,11408014.0
2016-07-18,18260,18520,18220,18260,21527,1041552.0,11408014.0
2016-07-19,18040,18340,18040,18340,23274,1046115.0,11408014.0
2016-07-20,18260,18520,18260,18460,6732,1052960.0,11408014.0
2016-07-21,18500,18500,18240,18360,16477,1047256.0,11408014.0
2016-07-22,18420,18420,18160,18180,23974,1036988.0,11408014.0
2016-07-25,18080,18160,17860,17880,57335,1019876.0,11408014.0
2016-07-26,18000,18020,17640,17700,33420,1009609.0,11408014.0
2016-07-27,17700,17720,17300,17660,65312,1007328.0,11408014.0
2016-07-28,17680,17800,17400,17400,36996,992497.0,11408014.0
2016-07-29,17500,17760,17460,17680,17743,1008468.0,11408014.0
2016-08-01,17600,17780,17400,17420,27601,993638.0,11408014.0
2016-08-02,17320,17580,17320,17480,23670,997060.0,11408014.0
2016-08-03,17400,17500,17000,17460,94523,995920.0,11408014.0
2016-08-04,17420,17600,17120,17480,44286,997060.0,11408014.0
2016-08-05,17560,17740,17380,17580,15582,1002764.0,11408014.0
2016-08-08,17480,17680,17460,17620,18356,1005046.0,11408014.0
2016-08-09,17760,17980,17400,17780,37348,1014172.0,11408014.0
2016-08-10,17800,18160,17420,18140,23188,1034707.0,11408014.0
2016-08-11,18140,18160,17960,18160,17921,1035848.0,11408014.0
2016-08-12,18180,18300,17980,18300,23770,1043833.0,11408014.0
2016-08-16,18300,18540,18200,18340,22682,1046115.0,11408014.0
2016-08-17,18420,18960,18340,18960,45071,1081480.0,11408014.0
2016-08-18,19160,19520,18880,19040,46929,1086043.0,11408014.0
2016-08-19,19220,19540,19160,19520,46073,1113422.0,11408014.0
2016-08-22,19660,19700,19240,19420,39767,1107718.0,11408014.0
2016-08-23,19420,20000,19280,19880,39457,1133957.0,11408014.0
2016-08-24,20000,20200,19600,19900,42707,1135097.0,11408014.0
2016-08-25,20100,20100,19640,19880,38536,1133957.0,11408014.0
2016-08-26,19860,20200,19720,20100,34386,1146505.0,11408014.0
2016-08-29,20100,20200,19440,20000,63873,1140801.0,11408014.0
2016-08-30,20000,20300,19920,20100,28524,1146505.0,11408014.0
2016-08-31,19900,20300,19860,20100,28470,1146505.0,11408014.0
2016-09-01,19940,20100,19720,19800,25016,1129393.0,11408014.0
2016-09-02,19800,20000,19760,19980,34065,1139661.0,11408014.0
2016-09-05,20000,20000,19540,19540,34318,1114563.0,11408014.0
2016-09-06,19500,19740,19480,19580,9839,1116845.0,11408014.0
2016-09-07,19480,19560,19060,19400,16722,1106577.0,11408014.0
2016-09-08,19380,19760,19020,19680,33467,1122549.0,11408014.0
2016-09-09,19540,19700,18920,19380,53114,1105437.0,11408014.0
2016-09-12,19000,19500,18960,18980,34625,1082621.0,11408014.0
2016-09-13,18940,19160,18700,18700,18967,1066649.0,11408014.0
2016-09-19,18500,19160,18500,18880,16718,1076917.0,11408014.0
2016-09-20,18680,19020,18600,18900,14041,1078057.0,11408014.0
2016-09-21,18840,19080,18700,18980,10046,1082621.0,11408014.0
2016-09-22,18960,19200,18840,19080,11182,1088325.0,11408014.0
2016-09-23,19380,19380,18820,18960,24581,1081480.0,11408014.0
2016-09-26,18900,19040,18540,18640,20090,1063227.0,11408014.0
