휠라코리아(081660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-05-13,14200,14300,13920,14200,42503,705599.0,9938014.0
2013-05-14,14320,14440,13860,14060,53421,698642.0,9938014.0
2013-05-15,14100,14360,14020,14100,61183,700630.0,9938014.0
2013-05-16,13960,14260,13900,14260,75461,708580.0,9938014.0
2013-05-20,14240,14380,14120,14360,48818,713549.0,9938014.0
2013-05-21,14340,14560,14220,14500,94699,720506.0,9938014.0
2013-05-22,14500,14500,14220,14300,87638,710568.0,9938014.0
2013-05-23,14200,14460,13820,13820,26719,686717.0,9938014.0
2013-05-24,13820,14220,13760,14180,21109,704605.0,9938014.0
2013-05-27,14400,14460,14000,14080,32161,699636.0,9938014.0
2013-05-28,14100,14100,13720,13880,68521,689698.0,9938014.0
2013-05-29,13860,13980,13620,13720,47563,681748.0,9938014.0
2013-05-30,13740,13740,13400,13480,59293,669822.0,9938014.0
2013-05-31,13380,13820,13340,13680,71032,679760.0,9938014.0
2013-06-03,13500,13600,13280,13420,52399,666841.0,9938014.0
2013-06-04,13420,13460,12960,13040,55048,647959.0,9938014.0
2013-06-05,13000,13100,12860,12860,26985,639014.0,9938014.0
2013-06-07,12859,13140,12820,12920,34951,641996.0,9938014.0
2013-06-10,12999,13060,12860,12980,16428,644977.0,9938014.0
2013-06-11,12980,13020,12679,12980,25743,644977.0,9938014.0
2013-06-12,12800,13280,12800,13280,26851,659884.0,9938014.0
2013-06-13,13200,13460,13060,13460,29467,668828.0,9938014.0
2013-06-14,13400,13540,13300,13480,36945,669822.0,9938014.0
2013-06-17,13580,13600,13240,13500,27293,670816.0,9938014.0
2013-06-18,13380,13680,13220,13680,35131,679760.0,9938014.0
2013-06-19,13800,13800,13500,13600,25351,675785.0,9938014.0
2013-06-20,13600,13640,13140,13600,53769,675785.0,9938014.0
2013-06-21,13260,13540,13160,13420,54872,666841.0,9938014.0
2013-06-24,13420,13580,13220,13380,25771,664853.0,9938014.0
2013-06-25,13160,13460,13120,13320,42436,661872.0,9938014.0
2013-06-26,13200,13580,13200,13440,22596,667835.0,9938014.0
2013-06-27,13640,13700,13400,13640,29438,677773.0,9938014.0
2013-06-28,13640,13820,13620,13780,26089,684729.0,9938014.0
2013-07-01,13820,13920,13760,13920,15473,691686.0,9938014.0
2013-07-02,14060,14060,13840,13960,13736,693673.0,9938014.0
2013-07-03,14000,14000,13820,13840,8322,687711.0,9938014.0
2013-07-04,13740,13980,13720,13820,16173,686717.0,9938014.0
2013-07-05,13980,14060,13840,13920,13984,691686.0,9938014.0
2013-07-08,14060,14060,13700,13840,9402,687711.0,9938014.0
2013-07-09,13860,14000,13600,13980,27125,694667.0,9938014.0
2013-07-10,14080,14080,13720,13760,9951,683735.0,9938014.0
2013-07-11,13700,13960,13700,13820,19219,686717.0,9938014.0
2013-07-12,13860,13980,13820,13940,26463,692680.0,9938014.0
2013-07-15,13900,14100,13740,13940,16171,692680.0,9938014.0
2013-07-16,13820,14080,13820,14000,33779,695661.0,9938014.0
2013-07-17,14000,14040,13840,13980,21540,694667.0,9938014.0
2013-07-18,13920,14380,13920,14260,49468,708580.0,9938014.0
2013-07-19,14280,14400,14040,14320,29292,711562.0,9938014.0
2013-07-22,14380,14460,14060,14220,67815,706593.0,9938014.0
2013-07-23,14140,14340,14100,14280,74027,709574.0,9938014.0
2013-07-24,14380,14380,14240,14240,35434,707587.0,9938014.0
2013-07-25,14140,14300,14000,14020,21540,696655.0,9938014.0
2013-07-26,13940,14140,13680,13860,31835,688704.0,9938014.0
2013-07-29,13840,13920,13620,13640,21229,677773.0,9938014.0
2013-07-30,13640,13740,13340,13420,38418,666841.0,9938014.0
2013-07-31,13380,13620,13300,13440,38478,667835.0,9938014.0
2013-08-01,13560,13560,13240,13320,35521,661872.0,9938014.0
2013-08-02,13260,13460,13020,13220,67534,656903.0,9938014.0
2013-08-05,13220,13460,13200,13460,51192,668828.0,9938014.0
2013-08-06,13460,13500,13120,13240,48880,657897.0,9938014.0
2013-08-07,13180,13280,12800,12820,71375,637027.0,9938014.0
2013-08-08,12900,13040,12800,12820,25630,637027.0,9938014.0
2013-08-09,12820,12920,12660,12760,19559,634045.0,9938014.0
2013-08-12,12700,12940,12660,12820,15634,637027.0,9938014.0
2013-08-13,12919,13079,12880,13020,27461,646965.0,9938014.0
2013-08-14,13100,13100,12800,12840,25919,638020.0,9938014.0
2013-08-16,12980,13140,12900,13060,51376,648952.0,9938014.0
2013-08-19,13160,13260,13100,13160,25983,653921.0,9938014.0
2013-08-20,13159,13240,12880,12900,37874,641002.0,9938014.0
2013-08-21,12900,12920,12699,12760,31255,634045.0,9938014.0
2013-08-22,12640,12760,12300,12660,36640,629076.0,9938014.0
2013-08-23,12580,12999,12560,12980,34654,644977.0,9938014.0
2013-08-26,12999,13080,12760,12820,21754,637027.0,9938014.0
2013-08-27,12800,12820,12640,12660,23512,629076.0,9938014.0
2013-08-28,12600,12680,12460,12480,21787,620132.0,9938014.0
2013-08-29,12499,12760,12499,12520,19136,622120.0,9938014.0
2013-08-30,12660,13100,12520,13100,44085,650940.0,9938014.0
2013-09-02,13040,13159,12820,12900,28718,641002.0,9938014.0
2013-09-03,13040,13380,13020,13300,73647,660878.0,9938014.0
2013-09-04,13320,13560,13220,13500,34451,670816.0,9938014.0
2013-09-05,13580,13580,13320,13380,13993,664853.0,9938014.0
2013-09-06,13300,13520,13300,13460,12488,668828.0,9938014.0
2013-09-09,13560,13560,13180,13300,29159,660878.0,9938014.0
2013-09-10,13200,13520,13180,13480,33393,669822.0,9938014.0
2013-09-11,13400,13780,13320,13620,59013,676779.0,9938014.0
2013-09-12,13580,14000,13580,13960,54700,693673.0,9938014.0
2013-09-13,13820,14040,13820,13880,38992,689698.0,9938014.0
2013-09-16,13800,13900,13680,13860,22213,688704.0,9938014.0
2013-09-17,13760,14020,13720,13760,29635,683735.0,9938014.0
2013-09-23,13620,14000,13620,13940,23271,692680.0,9938014.0
2013-09-24,13780,14060,13780,13980,39215,694667.0,9938014.0
2013-09-25,14060,14160,13680,13800,56425,685723.0,9938014.0
2013-09-26,13660,13800,13380,13540,88882,672804.0,9938014.0
2013-09-27,13600,14200,13600,14180,40019,704605.0,9938014.0
2013-09-30,14060,14240,14000,14000,52744,695661.0,9938014.0
2013-10-01,14080,14500,14020,14460,91083,718518.0,9938014.0
2013-10-02,14500,14500,14300,14400,35431,715537.0,9938014.0
2013-10-04,14580,14600,14160,14520,42283,721500.0,9938014.0
2013-10-07,14300,14560,14300,14540,23479,722494.0,9938014.0
2013-10-08,14680,14680,14240,14520,25979,721500.0,9938014.0
2013-10-10,14420,14580,14280,14580,22319,724481.0,9938014.0
2013-10-11,14580,14700,14400,14580,29562,724481.0,9938014.0
2013-10-14,14440,14600,14400,14600,11648,725475.0,9938014.0
2013-10-15,14500,14600,14360,14580,29559,724481.0,9938014.0
2013-10-16,14560,14580,14300,14580,35991,724481.0,9938014.0
2013-10-17,14600,14600,14360,14560,20237,723487.0,9938014.0
2013-10-18,14560,14660,14420,14660,14597,728456.0,9938014.0
2013-10-21,14700,14780,14500,14780,20323,734419.0,9938014.0
2013-10-22,14720,14860,14560,14600,24379,725475.0,9938014.0
2013-10-23,14700,14700,14360,14360,23093,713549.0,9938014.0
2013-10-24,14360,14480,14300,14420,9747,716531.0,9938014.0
2013-10-25,14420,14580,14300,14360,40079,713549.0,9938014.0
2013-10-28,14260,14500,14260,14380,19318,714543.0,9938014.0
2013-10-29,14300,14620,14300,14400,22581,715537.0,9938014.0
2013-10-30,14420,14600,14320,14320,24503,711562.0,9938014.0
2013-10-31,14500,14500,14280,14360,20208,713549.0,9938014.0
2013-11-01,14499,15100,14319,15100,93803,750320.0,9938014.0
2013-11-04,15160,15400,15060,15380,69788,764233.0,9938014.0
2013-11-05,15479,15860,15400,15800,92714,785103.0,9938014.0
2013-11-06,15700,15720,15380,15640,22987,777153.0,9938014.0
2013-11-07,15640,15780,15540,15560,21441,773177.0,9938014.0
2013-11-08,15499,15720,15380,15540,28535,772184.0,9938014.0
2013-11-11,15360,15560,15080,15120,24896,751314.0,9938014.0
2013-11-12,15140,15680,15140,15640,27947,777153.0,9938014.0
2013-11-13,15700,15700,15340,15620,10313,776159.0,9938014.0
2013-11-14,15640,15700,15260,15520,18055,771190.0,9938014.0
2013-11-15,15740,16040,15599,15980,45932,794047.0,9938014.0
2013-11-18,16060,16080,15740,16000,25322,795041.0,9938014.0
2013-11-19,15960,16040,15620,15660,24369,778146.0,9938014.0
2013-11-20,15960,16000,15500,15660,29902,778146.0,9938014.0
2013-11-21,15660,15760,15400,15580,38296,774171.0,9938014.0
2013-11-22,15559,15940,15559,15880,16093,789078.0,9938014.0
2013-11-25,16000,16000,15880,15980,13740,794047.0,9938014.0
2013-11-26,15980,16099,15720,15900,27473,790072.0,9938014.0
2013-11-27,15720,16000,15720,16000,18638,795041.0,9938014.0
2013-11-28,16000,16320,15840,16260,27611,807961.0,9938014.0
2013-11-29,16260,16280,15820,15840,65955,787091.0,9938014.0
2013-12-02,15840,15920,15580,15840,13529,787091.0,9938014.0
2013-12-03,15840,15920,15659,15860,14362,788085.0,9938014.0
2013-12-04,15840,15980,15640,15980,23548,794047.0,9938014.0
2013-12-05,15880,15900,15660,15660,15532,778146.0,9938014.0
2013-12-06,15520,15759,15280,15380,28999,764233.0,9938014.0
2013-12-09,15340,15680,15340,15580,18230,774171.0,9938014.0
2013-12-10,15460,16080,15460,15800,24921,785103.0,9938014.0
2013-12-11,15880,15979,15600,15860,19948,788085.0,9938014.0
2013-12-12,15659,15819,15460,15700,12712,780134.0,9938014.0
2013-12-13,15559,15780,15239,15400,42641,765227.0,9938014.0
2013-12-16,15420,15620,15160,15360,10654,763239.0,9938014.0
2013-12-17,15480,15580,15320,15440,10627,767215.0,9938014.0
2013-12-18,15400,15700,15400,15600,8815,775165.0,9938014.0
2013-12-19,15600,15700,15360,15400,9945,765227.0,9938014.0
2013-12-20,15460,15600,15380,15380,9336,764233.0,9938014.0
2013-12-23,15420,15560,15340,15500,11010,770196.0,9938014.0
2013-12-24,15460,15560,15240,15360,10980,763239.0,9938014.0
2013-12-26,15420,15600,15360,15360,17868,763239.0,9938014.0
2013-12-27,15360,15620,15280,15600,26743,775165.0,9938014.0
2013-12-30,15600,15799,15600,15800,27880,785103.0,9938014.0
2014-01-02,15820,16100,15760,15960,26045,793054.0,9938014.0
2014-01-03,15960,15980,15599,15740,13112,782122.0,9938014.0
2014-01-06,15760,15900,15740,15840,3758,787091.0,9938014.0
2014-01-07,15900,16020,15740,16000,15279,795041.0,9938014.0
2014-01-08,16000,16180,15960,16160,23048,802992.0,9938014.0
2014-01-09,16200,16340,16140,16320,27388,810942.0,9938014.0
2014-01-10,16320,16420,16160,16400,32454,814917.0,9938014.0
2014-01-13,16380,16500,16380,16500,20323,819886.0,9938014.0
2014-01-14,16300,16560,16300,16480,28421,818892.0,9938014.0
2014-01-15,16480,16700,16420,16600,20755,824855.0,9938014.0
2014-01-16,16440,16560,16100,16140,33645,801998.0,9938014.0
2014-01-17,16080,16339,15699,16080,36617,799016.0,9938014.0
2014-01-20,16140,16200,15860,15940,13369,792060.0,9938014.0
2014-01-21,16000,16460,15720,16320,21506,810942.0,9938014.0
2014-01-22,16320,16320,15960,16160,85010,802992.0,9938014.0
2014-01-23,16200,16380,16080,16280,54742,808954.0,9938014.0
2014-01-24,16280,16280,15780,15980,99239,794047.0,9938014.0
2014-01-27,15800,16080,15699,16080,34259,799016.0,9938014.0
2014-01-28,16000,16380,16000,16380,15158,813923.0,9938014.0
2014-01-29,16400,16840,16380,16680,30704,828830.0,9938014.0
2014-02-03,16680,16820,16580,16720,10553,830818.0,9938014.0
2014-02-04,16440,16700,16440,16520,20196,820880.0,9938014.0
2014-02-05,16520,16640,16299,16340,26126,811936.0,9938014.0
2014-02-06,16300,16340,15599,15900,54297,790072.0,9938014.0
2014-02-07,16000,16179,15800,16140,38132,801998.0,9938014.0
2014-02-10,16040,16120,15880,15940,28192,792060.0,9938014.0
2014-02-11,15960,16280,15960,16000,14674,795041.0,9938014.0
2014-02-12,16020,16480,16020,16480,15972,818892.0,9938014.0
2014-02-13,16540,16540,16220,16460,11028,817899.0,9938014.0
2014-02-14,16340,16580,16100,16340,16423,811936.0,9938014.0
2014-02-17,16460,16460,16060,16380,13709,813923.0,9938014.0
2014-02-18,16540,16540,16140,16380,22046,813923.0,9938014.0
2014-02-19,16460,16500,16139,16500,18500,819886.0,9938014.0
2014-02-20,16540,16640,16360,16540,22555,821874.0,9938014.0
2014-02-21,16540,16700,16260,16620,35578,825849.0,9938014.0
2014-02-24,16560,16660,16320,16460,14746,817899.0,9938014.0
2014-02-25,16400,16720,16400,16680,14563,828830.0,9938014.0
2014-02-26,16560,16980,16500,16620,24749,825849.0,9938014.0
2014-02-27,16720,17080,16540,17040,36705,846719.0,9938014.0
2014-02-28,17080,17300,16860,17300,44764,859638.0,9938014.0
2014-03-03,17340,17420,17040,17380,20765,863613.0,9938014.0
2014-03-04,17360,17400,17160,17260,17984,857651.0,9938014.0
2014-03-05,17200,17660,17180,17580,42300,873551.0,9938014.0
2014-03-06,17520,17680,17300,17520,18726,870570.0,9938014.0
2014-03-07,17520,17600,17280,17600,10900,874545.0,9938014.0
2014-03-10,17580,17580,17300,17340,15121,861626.0,9938014.0
2014-03-11,17260,17720,17260,17720,22503,880508.0,9938014.0
2014-03-12,17720,17720,17300,17680,10903,878520.0,9938014.0
2014-03-13,17700,17700,17280,17280,16189,858644.0,9938014.0
2014-03-14,17280,17440,16960,17440,33014,892755.0,10238014.0
2014-03-17,17360,17700,17140,17480,13379,894802.0,10238014.0
2014-03-18,17320,17600,17160,17360,21334,888660.0,10238014.0
2014-03-19,17360,17400,17020,17240,17765,882517.0,10238014.0
2014-03-20,17300,17600,17000,17540,15321,897874.0,10238014.0
2014-03-21,17660,17820,17580,17680,18210,905040.0,10238014.0
2014-03-24,17700,17800,17700,17760,12106,909136.0,10238014.0
2014-03-25,17600,17740,17420,17680,7731,905040.0,10238014.0
2014-03-26,17500,17740,17360,17660,10916,904017.0,10238014.0
2014-03-27,17660,17680,17440,17520,6011,896850.0,10238014.0
2014-03-28,17640,17640,17340,17500,15109,895826.0,10238014.0
2014-03-31,17360,17620,17320,17620,14181,901969.0,10238014.0
2014-04-01,17620,17700,17400,17520,14207,896850.0,10238014.0
2014-04-02,17560,17600,17300,17300,11816,885588.0,10238014.0
2014-04-03,17420,17420,17100,17300,15286,885588.0,10238014.0
2014-04-04,17300,17300,17000,17000,31753,870231.0,10238014.0
2014-04-07,16800,16900,16420,16420,26097,840541.0,10238014.0
2014-04-08,16300,16700,16260,16600,18190,849755.0,10238014.0
2014-04-09,16600,16800,16520,16660,21330,852827.0,10238014.0
2014-04-10,16520,16920,16520,16660,17510,852827.0,10238014.0
2014-04-11,16680,16780,16580,16680,18051,853850.0,10238014.0
2014-04-14,16880,17280,16680,17160,25373,878422.0,10238014.0
2014-04-15,16900,17380,16900,17340,38703,887636.0,10238014.0
2014-04-16,17160,17340,17020,17220,15056,881493.0,10238014.0
2014-04-17,17220,17680,17120,17420,26024,891731.0,10238014.0
2014-04-18,17440,17500,17320,17400,17368,890707.0,10238014.0
2014-04-21,17400,17520,17180,17400,12498,890707.0,10238014.0
2014-04-22,17320,17440,17140,17220,13722,881493.0,10238014.0
2014-04-23,17120,17240,16800,16800,11095,859993.0,10238014.0
2014-04-24,16720,17040,16640,16960,10180,868184.0,10238014.0
2014-04-25,17100,17100,16760,17000,9420,870231.0,10238014.0
2014-04-28,16920,17060,16840,17040,5700,872279.0,10238014.0
2014-04-29,17120,17620,17040,17580,26069,899921.0,10238014.0
2014-04-30,17620,18100,17620,17980,37062,920397.0,10238014.0
2014-05-02,17980,18060,17840,17880,9692,915278.0,10238014.0
2014-05-07,17980,18060,17700,18060,24157,924493.0,10238014.0
2014-05-08,18080,18180,17620,18160,17096,929612.0,10238014.0
2014-05-09,18160,18160,17740,17740,11977,908112.0,10238014.0
2014-05-12,17720,17800,17580,17640,11068,902993.0,10238014.0
2014-05-13,17680,17720,17380,17620,13877,901969.0,10238014.0
2014-05-14,17620,17780,17500,17760,8282,909136.0,10238014.0
2014-05-15,17820,17820,17560,17800,3846,911183.0,10238014.0
2014-05-16,17960,18580,17960,18300,52459,936778.0,10238014.0
2014-05-19,18480,18480,18140,18400,12618,941897.0,10238014.0
2014-05-20,18400,18400,17460,18100,24510,926540.0,10238014.0
2014-05-21,18140,18340,17760,18200,10555,931659.0,10238014.0
2014-05-22,18020,18220,17740,17800,14236,911183.0,10238014.0
2014-05-23,17800,17840,17620,17760,14443,909136.0,10238014.0
2014-05-26,17740,17860,17480,17480,15141,894802.0,10238014.0
2014-05-27,17600,17600,17260,17400,16567,890707.0,10238014.0
2014-05-28,17440,18240,17240,18180,34604,930635.0,10238014.0
2014-05-29,17980,18300,17860,18060,28774,924493.0,10238014.0
2014-05-30,17940,18080,17400,17820,19344,912207.0,10238014.0
2014-06-02,17820,17860,17600,17760,9960,909136.0,10238014.0
2014-06-03,17600,17760,17560,17720,22009,907088.0,10238014.0
2014-06-05,17740,17820,17500,17740,17916,908112.0,10238014.0
2014-06-09,17720,17900,17580,17860,30706,914255.0,10238014.0
2014-06-10,17860,18200,17720,17860,28412,914255.0,10238014.0
2014-06-11,18100,18140,17760,17960,21605,919374.0,10238014.0
2014-06-12,18180,18180,17760,17940,11173,918350.0,10238014.0
2014-06-13,17940,18000,17560,17600,25349,900945.0,10238014.0
2014-06-16,17660,17760,17520,17580,17245,916183.0,10423014.0
2014-06-17,17640,17680,17400,17660,88122,920352.0,10423014.0
2014-06-18,17660,18380,17560,18320,45919,954748.0,10423014.0
2014-06-19,18400,18600,18140,18480,54795,963086.0,10423014.0
2014-06-20,18480,19800,18460,19240,78245,1002694.0,10423014.0
2014-06-23,19280,19840,19000,19340,34845,1007905.0,10423014.0
2014-06-24,19160,19400,18940,19120,17936,996440.0,10423014.0
2014-06-25,19200,19200,18680,18940,41149,987059.0,10423014.0
2014-06-26,18940,19160,18820,19040,14737,994651.0,10448014.0
2014-06-27,18920,19240,18840,19240,16259,1005099.0,10448014.0
2014-06-30,19360,19380,18940,19220,15432,1004054.0,10448014.0
2014-07-01,19200,19660,19020,19260,14994,1006144.0,10448014.0
2014-07-02,19200,19640,19200,19580,16957,1022861.0,10448014.0
2014-07-03,19580,20400,19260,20300,30613,1060473.0,10448014.0
2014-07-04,20000,20500,20000,20300,30899,1060473.0,10448014.0
2014-07-07,20200,20500,19980,20300,18903,1060473.0,10448014.0
2014-07-08,20100,20300,19400,19600,48136,1023905.0,10448014.0
2014-07-09,19600,19980,19460,19720,30741,1030174.0,10448014.0
2014-07-10,19660,19860,19040,19040,48600,994651.0,10448014.0
2014-07-11,18940,19500,18560,19380,39669,1012413.0,10448014.0
2014-07-14,19380,19780,19220,19640,24972,1025995.0,10448014.0
2014-07-15,19700,19800,19440,19580,15940,1022861.0,10448014.0
2014-07-16,19420,19780,18680,18920,26421,988382.0,10448014.0
2014-07-17,18800,18820,18280,18500,57092,966441.0,10448014.0
2014-07-18,18380,18580,18280,18480,22512,965396.0,10448014.0
2014-07-21,18500,18640,18400,18640,14361,973755.0,10448014.0
2014-07-22,18640,18840,18400,18840,15556,984203.0,10448014.0
2014-07-23,18840,19340,18840,19000,30393,992561.0,10448014.0
2014-07-24,19200,19280,18620,18720,21589,977934.0,10448014.0
2014-07-25,19000,19180,18720,19180,28391,1001965.0,10448014.0
2014-07-28,19140,19140,18520,18560,28741,969576.0,10448014.0
2014-07-29,18560,18760,17500,18360,44888,959128.0,10448014.0
2014-07-30,18340,18340,17920,18120,36634,946590.0,10448014.0
2014-07-31,17940,18260,17860,18080,24932,944500.0,10448014.0
2014-08-01,17960,18260,17740,18060,100926,943456.0,10448014.0
2014-08-04,18060,18280,18060,18180,20664,949724.0,10448014.0
2014-08-05,18340,18460,17860,18000,35206,940321.0,10448014.0
2014-08-06,18060,18160,17580,17760,37459,927784.0,10448014.0
2014-08-07,17760,17800,17420,17560,40686,917336.0,10448014.0
2014-08-08,17460,17760,17460,17740,22390,926739.0,10448014.0
2014-08-11,17660,17880,17460,17880,21723,934052.0,10448014.0
2014-08-12,17720,17920,17500,17780,42167,928828.0,10448014.0
2014-08-13,17800,18080,17600,18020,50962,941366.0,10448014.0
2014-08-14,18140,18140,17660,18020,22239,941366.0,10448014.0
2014-08-18,17840,18580,17840,18580,25924,970621.0,10448014.0
2014-08-19,18640,19180,18580,19020,73252,993606.0,10448014.0
2014-08-20,18880,19380,18820,18960,35641,990472.0,10448014.0
2014-08-21,18960,19620,18960,19260,42859,1006144.0,10448014.0
2014-08-22,19360,19780,19280,19540,33145,1020771.0,10448014.0
2014-08-25,19880,20100,19640,19680,33771,1028085.0,10448014.0
2014-08-26,19720,20000,19620,19720,27112,1030174.0,10448014.0
2014-08-27,19720,19920,19620,19640,32115,1025995.0,10448014.0
2014-08-28,19500,19900,19420,19900,24015,1039577.0,10448014.0
2014-08-29,19880,20200,19800,20200,38070,1055249.0,10448014.0
2014-09-01,20200,21200,19660,21100,41981,1102265.0,10448014.0
2014-09-02,21300,21500,20700,20900,51049,1091817.0,10448014.0
2014-09-03,21100,21100,20600,20800,13334,1086593.0,10448014.0
2014-09-04,20800,21200,20300,20700,16979,1081369.0,10448014.0
2014-09-05,20600,21200,20400,20900,12133,1091817.0,10448014.0
2014-09-11,21100,21200,20700,20900,16076,1091817.0,10448014.0
2014-09-12,20900,21200,19960,20100,17578,1050025.0,10448014.0
2014-09-15,20100,20600,20000,20100,8071,1050025.0,10448014.0
2014-09-16,20200,21000,20000,21000,8877,1097041.0,10448014.0
2014-09-17,21300,21300,20500,20800,9884,1086593.0,10448014.0
2014-09-18,20800,20800,20200,20300,21113,1060473.0,10448014.0
2014-09-19,20700,21000,20300,21000,25089,1097041.0,10448014.0
2014-09-22,21000,21400,20700,20800,40687,1086593.0,10448014.0
2014-09-23,20600,20800,20300,20500,43061,1070921.0,10448014.0
2014-09-24,20400,21900,20400,21800,48583,1138834.0,10448014.0
2014-09-25,21800,22400,21700,22100,77307,1154506.0,10448014.0
2014-09-26,22100,23100,21900,22900,63728,1196298.0,10448014.0
2014-09-29,22900,23200,22300,22700,34021,1185850.0,10448014.0
2014-09-30,22900,23700,22900,23600,48001,1232866.0,10448014.0
2014-10-01,24000,24100,22700,22800,46381,1191074.0,10448014.0
2014-10-02,22800,23300,22700,23100,29302,1206746.0,10448014.0
2014-10-06,23200,23299,22300,22700,43291,1185850.0,10448014.0
2014-10-07,22800,23000,22400,22700,17304,1185850.0,10448014.0
2014-10-08,22500,23400,22400,23400,29605,1222418.0,10448014.0
2014-10-10,23200,23400,22100,22700,26932,1185850.0,10448014.0
2014-10-13,22600,22900,21700,22400,46033,1170178.0,10448014.0
2014-10-14,22200,22600,21800,22500,32078,1175402.0,10448014.0
2014-10-15,22200,22700,21700,22500,29134,1175402.0,10448014.0
2014-10-16,22100,23000,21800,22300,48078,1164954.0,10448014.0
2014-10-17,22300,22800,21999,22200,27006,1159730.0,10448014.0
2014-10-20,22200,22300,21400,21700,30295,1133610.0,10448014.0
2014-10-21,21700,22500,21600,22000,21254,1149282.0,10448014.0
2014-10-22,22000,22600,21800,22300,21884,1164954.0,10448014.0
2014-10-23,22200,22700,22000,22500,16427,1175402.0,10448014.0
2014-10-24,22299,22500,21400,21600,38788,1128386.0,10448014.0
2014-10-27,21700,22300,21700,22200,14325,1159730.0,10448014.0
2014-10-28,22100,22400,21700,21900,9878,1144058.0,10448014.0
2014-10-29,21900,22500,21800,22000,15385,1149282.0,10448014.0
2014-10-30,21800,22200,21600,22200,23451,1159730.0,10448014.0
2014-10-31,22400,22600,21800,22300,25382,1164954.0,10448014.0
2014-11-03,22200,22700,22000,22500,35708,1175402.0,10448014.0
2014-11-04,22600,22600,21500,21800,19591,1138834.0,10448014.0
2014-11-05,21600,22600,21400,22100,21998,1154506.0,10448014.0
2014-11-06,22400,22400,21000,21600,29464,1128386.0,10448014.0
2014-11-07,21699,21699,20800,21100,28523,1102265.0,10448014.0
2014-11-10,21199,21199,20700,21000,25672,1097041.0,10448014.0
2014-11-11,20699,21400,20500,21300,19100,1112713.0,10448014.0
2014-11-12,21300,21300,20700,21100,23303,1102265.0,10448014.0
2014-11-13,21200,21700,20800,21600,24241,1128386.0,10448014.0
2014-11-14,21900,21900,20900,21500,22539,1123162.0,10448014.0
2014-11-17,21400,21600,20700,21200,22554,1107489.0,10448014.0
2014-11-18,21300,22400,21100,22400,38218,1170178.0,10448014.0
2014-11-19,22200,22600,22000,22500,14112,1175402.0,10448014.0
2014-11-20,22500,22600,21700,22300,36329,1164954.0,10448014.0
2014-11-21,22300,22500,21300,22200,52084,1159730.0,10448014.0
2014-11-24,21900,22200,20900,21000,51066,1097041.0,10448014.0
2014-11-25,21000,21199,20600,21000,38551,1097041.0,10448014.0
2014-11-26,21000,21199,20700,21000,30083,1097041.0,10448014.0
2014-11-27,21100,21100,20700,20900,13209,1091817.0,10448014.0
2014-11-28,20900,21100,20400,20900,21486,1091817.0,10448014.0
2014-12-01,20800,21600,20600,21400,21426,1117937.0,10448014.0
2014-12-02,21500,21500,20700,20700,30247,1081369.0,10448014.0
2014-12-03,20700,21200,20600,21100,48497,1102265.0,10448014.0
2014-12-04,21000,21400,20500,20600,40372,1076145.0,10448014.0
2014-12-05,20500,20900,20200,20600,34278,1076145.0,10448014.0
2014-12-08,20600,21100,20600,20900,27780,1091817.0,10448014.0
2014-12-09,21100,21900,20700,21900,63688,1144058.0,10448014.0
2014-12-10,21700,21900,21500,21700,14938,1133610.0,10448014.0
2014-12-11,21700,21800,21099,21600,24421,1128386.0,10448014.0
2014-12-12,21300,21800,21100,21100,11588,1102265.0,10448014.0
2014-12-15,21300,21700,20900,21500,16891,1123162.0,10448014.0
2014-12-16,21200,22300,21200,22000,26218,1149282.0,10448014.0
2014-12-17,22000,22199,21800,22000,15779,1149282.0,10448014.0
2014-12-18,21900,22200,21099,21700,32970,1133610.0,10448014.0
2014-12-19,21700,22600,21600,22000,28623,1149282.0,10448014.0
2014-12-22,22300,22700,21800,22000,17490,1149282.0,10448014.0
2014-12-23,22400,22600,22000,22400,20474,1170178.0,10448014.0
2014-12-24,22200,22700,22000,22400,13741,1170178.0,10448014.0
2014-12-26,22300,22500,22000,22300,8334,1164954.0,10448014.0
2014-12-29,22400,22400,22000,22300,6264,1164954.0,10448014.0
2014-12-30,22300,22500,22000,22300,31968,1164954.0,10448014.0
2015-01-02,22300,22500,22000,22500,15763,1175402.0,10448014.0
2015-01-05,22499,23200,22400,23200,35345,1211970.0,10448014.0
2015-01-06,23000,24200,22800,24100,51533,1258986.0,10448014.0
2015-01-07,24200,24300,23400,23800,29470,1243314.0,10448014.0
2015-01-08,24199,24199,22800,22800,142191,1191074.0,10448014.0
2015-01-09,22900,23100,22500,22800,29964,1191074.0,10448014.0
2015-01-12,23000,23200,22400,23200,20986,1211970.0,10448014.0
2015-01-13,23200,24100,22900,23600,36823,1232866.0,10448014.0
2015-01-14,23400,24000,23400,23600,13568,1232866.0,10448014.0
2015-01-15,23400,23900,23199,23700,10023,1238090.0,10448014.0
2015-01-16,23300,23500,23000,23000,23484,1201522.0,10448014.0
2015-01-19,23000,23300,22800,23100,6720,1206746.0,10448014.0
2015-01-20,22900,23300,22700,22900,8868,1196298.0,10448014.0
2015-01-21,22900,23800,22800,23000,30725,1201522.0,10448014.0
2015-01-22,22899,23400,22600,23200,27897,1211970.0,10448014.0
2015-01-23,23000,23200,22700,23200,12609,1253150.0,10803014.0
2015-01-26,23000,23400,22800,23200,17146,1253150.0,10803014.0
