동성코퍼레이션(102260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-24,1684,1730,1684,1708,1740,38424.0,4499260.0
2010-02-25,1720,1720,1690,1690,1090,38019.0,4499260.0
2010-02-26,1680,1716,1680,1714,100,38559.0,4499260.0
2010-03-02,1714,1788,1684,1722,2601,38739.0,4499260.0
2010-03-03,1740,1740,1736,1736,23,39054.0,4499260.0
2010-03-04,1710,1836,1710,1760,4820,39593.0,4499260.0
2010-03-05,1740,1758,1726,1758,673,39548.0,4499260.0
2010-03-08,1758,1826,1734,1740,6940,39144.0,4499260.0
2010-03-09,1720,1730,1702,1704,2924,38334.0,4499260.0
2010-03-10,1712,1712,1698,1698,1763,38199.0,4499260.0
2010-03-11,1706,1780,1706,1718,12893,38649.0,4499260.0
2010-03-12,1724,1736,1722,1724,1840,38784.0,4499260.0
2010-03-15,1732,1738,1712,1734,5640,39009.0,4499260.0
2010-03-16,1734,1968,1734,1848,93330,41573.0,4499260.0
2010-03-17,1834,1844,1760,1772,17393,39863.0,4499260.0
2010-03-18,1770,1830,1762,1784,4190,40133.0,4499260.0
2010-03-19,1804,1804,1776,1794,406,40358.0,4499260.0
2010-03-22,1794,1794,1740,1742,3113,39189.0,4499260.0
2010-03-23,1760,1798,1740,1740,10041,39144.0,4499260.0
2010-03-24,1740,1774,1704,1772,6950,39863.0,4499260.0
2010-03-25,1770,1772,1742,1770,690,39818.0,4499260.0
2010-03-26,1770,1770,1742,1762,2130,39638.0,4499260.0
2010-03-29,1758,1760,1724,1732,7283,38964.0,4499260.0
2010-03-30,1744,1750,1700,1736,6140,39054.0,4499260.0
2010-03-31,1740,1860,1740,1782,20800,40088.0,4499260.0
2010-04-01,1770,1838,1762,1818,9629,40898.0,4499260.0
2010-04-02,1820,1936,1782,1810,120309,40718.0,4499260.0
2010-04-05,1812,1866,1788,1840,73213,41393.0,4499260.0
2010-04-06,1850,2100,1834,1868,149992,42023.0,4499260.0
2010-04-07,1880,1920,1848,1860,33027,41843.0,4499260.0
2010-04-08,1848,1896,1828,1840,27733,41393.0,4499260.0
2010-04-09,1858,1858,1804,1824,20339,41033.0,4499260.0
2010-04-12,1824,1858,1820,1824,12603,41033.0,4499260.0
2010-04-13,1844,2060,1820,1928,47374,43373.0,4499260.0
2010-04-14,1930,2030,1910,1958,30970,44048.0,4499260.0
2010-04-15,1960,2080,1912,2050,61361,46117.0,4499260.0
2010-04-16,2080,2200,1962,1972,66951,44363.0,4499260.0
2010-04-19,1972,1974,1900,1954,22544,43958.0,4499260.0
2010-04-20,1960,2130,1954,2100,35880,47242.0,4499260.0
2010-04-21,2100,2200,2070,2140,21545,48142.0,4499260.0
2010-04-22,2220,2300,2110,2220,20830,49942.0,4499260.0
2010-04-23,2180,2340,2140,2180,22990,49042.0,4499260.0
2010-04-26,2200,2240,2000,2000,57526,44993.0,4499260.0
2010-04-27,2040,2110,1966,2070,14324,46567.0,4499260.0
2010-04-28,2020,2140,1980,2060,26627,46342.0,4499260.0
2010-04-29,2070,2080,1994,2080,125151,46792.0,4499260.0
2010-04-30,2100,2120,2040,2080,19965,46792.0,4499260.0
2010-05-03,2080,2120,2000,2040,5060,45892.0,4499260.0
2010-05-04,2060,2070,1920,2010,11120,45218.0,4499260.0
2010-05-06,1944,2000,1922,1940,10720,43643.0,4499260.0
2010-05-07,1864,1944,1840,1920,8510,43193.0,4499260.0
2010-05-10,1882,1920,1880,1880,11570,42293.0,4499260.0
2010-05-11,1896,1900,1844,1874,11465,42158.0,4499260.0
2010-05-12,1894,1894,1594,1822,17465,40988.0,4499260.0
2010-05-13,1832,1890,1806,1874,5419,42158.0,4499260.0
2010-05-14,1850,1898,1800,1880,28090,42293.0,4499260.0
2010-05-17,1872,1872,1842,1844,1920,41483.0,4499260.0
2010-05-18,1874,1874,1842,1864,2041,41933.0,4499260.0
2010-05-19,1864,1864,1822,1840,2210,41393.0,4499260.0
2010-05-20,1868,1868,1822,1822,5520,40988.0,4499260.0
2010-05-24,1820,1950,1742,1834,4270,41258.0,4499260.0
2010-05-25,1804,1834,1652,1800,14018,40493.0,4499260.0
2010-05-26,1820,1820,1738,1758,7871,39548.0,4499260.0
2010-05-27,1794,1794,1740,1752,4580,39414.0,4499260.0
2010-05-28,1784,1784,1728,1730,17133,38919.0,4499260.0
2010-05-31,1774,1774,1720,1746,8513,39279.0,4499260.0
2010-06-01,1746,1758,1730,1734,5610,39009.0,4499260.0
2010-06-03,1736,1748,1696,1706,5132,38379.0,4499260.0
2010-06-04,1708,1746,1552,1552,143307,34914.0,4499260.0
2010-06-07,1520,1578,1488,1574,36642,35409.0,4499260.0
2010-06-08,1516,1536,1446,1460,89480,32845.0,4499260.0
2010-06-09,1474,1490,1454,1454,39057,32710.0,4499260.0
2010-06-10,1460,1480,1436,1440,20891,32395.0,4499260.0
2010-06-11,1460,1480,1440,1456,23503,32755.0,4499260.0
2010-06-14,1448,1484,1448,1464,17976,32935.0,4499260.0
2010-06-15,1472,1510,1456,1498,20989,33699.0,4499260.0
2010-06-16,1502,1590,1488,1590,39571,35769.0,4499260.0
2010-06-17,1590,1594,1534,1534,26285,34509.0,4499260.0
2010-06-18,1550,1570,1528,1548,17228,34824.0,4499260.0
2010-06-21,1562,1580,1540,1544,15293,34734.0,4499260.0
2010-06-22,1544,1544,1526,1532,5317,34464.0,4499260.0
2010-06-23,1528,1548,1504,1508,12130,33924.0,4499260.0
2010-06-24,1504,1574,1504,1512,3926,34014.0,4499260.0
2010-06-25,1532,1532,1496,1514,4350,34059.0,4499260.0
2010-06-28,1538,1540,1520,1524,10756,34284.0,4499260.0
2010-06-29,1524,1550,1520,1542,14824,34689.0,4499260.0
2010-06-30,1530,1556,1516,1554,6850,34959.0,4499260.0
2010-07-01,1554,1554,1506,1524,12077,34284.0,4499260.0
2010-07-02,1522,1542,1500,1506,29119,33879.0,4499260.0
2010-07-05,1506,1526,1504,1508,10971,33924.0,4499260.0
2010-07-06,1516,1516,1490,1490,29942,33519.0,4499260.0
2010-07-07,1494,1502,1456,1472,12944,33115.0,4499260.0
2010-07-08,1494,1530,1484,1530,8490,34419.0,4499260.0
2010-07-09,1502,1554,1502,1554,15843,34959.0,4499260.0
2010-07-12,1560,1680,1560,1630,26915,36669.0,4499260.0
2010-07-13,1640,1672,1630,1658,11990,37299.0,4499260.0
2010-07-14,1660,1680,1646,1656,12835,37254.0,4499260.0
2010-07-15,1640,1678,1630,1660,9830,37344.0,4499260.0
2010-07-16,1662,1662,1636,1650,4930,37119.0,4499260.0
2010-07-19,1650,1656,1630,1648,2730,37074.0,4499260.0
2010-07-20,1650,1666,1610,1638,3720,36849.0,4499260.0
2010-07-21,1670,1670,1626,1664,7480,37434.0,4499260.0
2010-07-22,1628,1666,1628,1654,2710,37209.0,4499260.0
2010-07-23,1666,1718,1658,1702,19480,38289.0,4499260.0
2010-07-26,1738,1738,1680,1702,8060,38289.0,4499260.0
2010-07-27,1688,1724,1688,1720,13566,38694.0,4499260.0
2010-07-28,1734,1734,1680,1710,4080,38469.0,4499260.0
2010-07-29,1700,1706,1670,1692,4361,38064.0,4499260.0
2010-07-30,1680,1718,1680,1718,11250,38649.0,4499260.0
2010-08-02,1710,1730,1700,1716,4105,38604.0,4499260.0
2010-08-03,1712,1752,1706,1740,7725,39144.0,4499260.0
2010-08-04,1740,1868,1740,1796,55070,40403.0,4499260.0
2010-08-05,1794,1828,1786,1828,9851,41123.0,4499260.0
2010-08-06,1834,1850,1806,1842,13032,41438.0,4499260.0
2010-08-09,1820,1856,1820,1854,3642,41708.0,4499260.0
2010-08-10,1822,1874,1822,1846,9284,41528.0,4499260.0
2010-08-11,1854,1900,1846,1880,14910,42293.0,4499260.0
2010-08-12,1888,1888,1852,1870,4454,42068.0,4499260.0
2010-08-13,1870,1874,1858,1860,5150,41843.0,4499260.0
2010-08-16,1860,1870,1834,1838,8324,41348.0,4499260.0
2010-08-17,1824,1852,1782,1808,20920,40673.0,4499260.0
2010-08-18,1840,1840,1800,1816,14910,40853.0,4499260.0
2010-08-19,1850,1850,1820,1834,4458,41258.0,4499260.0
2010-08-20,1812,1846,1812,1840,1822,41393.0,4499260.0
2010-08-23,1820,1846,1820,1846,8400,41528.0,4499260.0
2010-08-24,1840,1840,1802,1832,10134,41213.0,4499260.0
2010-08-25,1826,1830,1800,1820,14566,40943.0,4499260.0
2010-08-26,1822,1822,1800,1810,6440,40718.0,4499260.0
2010-08-27,1800,1816,1770,1796,6946,40403.0,4499260.0
2010-08-30,1834,1834,1788,1796,2630,40403.0,4499260.0
2010-08-31,1796,1834,1788,1788,1960,40223.0,4499260.0
2010-09-01,1784,1796,1772,1788,4360,40223.0,4499260.0
2010-09-02,1780,1800,1772,1778,5494,39998.0,4499260.0
2010-09-03,1778,1780,1752,1760,6260,39593.0,4499260.0
2010-09-06,1740,1760,1692,1746,15100,39279.0,4499260.0
2010-09-07,1860,1860,1742,1780,5808,40043.0,4499260.0
2010-09-08,1824,1824,1722,1780,5291,40043.0,4499260.0
2010-09-09,1800,1812,1780,1800,1920,40493.0,4499260.0
2010-09-10,1800,1814,1780,1808,3180,40673.0,4499260.0
2010-09-13,1780,1804,1780,1798,6062,40448.0,4499260.0
2010-09-14,1838,1838,1766,1816,10153,40853.0,4499260.0
2010-09-15,1810,1812,1764,1810,2141,40718.0,4499260.0
2010-09-16,1812,1840,1800,1808,5082,40673.0,4499260.0
2010-09-17,1790,1820,1790,1814,5910,40808.0,4499260.0
2010-09-20,1796,1810,1792,1810,3351,40718.0,4499260.0
2010-09-24,1810,1828,1794,1794,5609,40358.0,4499260.0
2010-09-27,1798,1810,1786,1806,8026,40628.0,4499260.0
2010-09-28,1790,1820,1790,1804,3910,40583.0,4499260.0
2010-09-29,1820,1820,1800,1806,7121,40628.0,4499260.0
2010-09-30,1802,1820,1796,1808,5843,40673.0,4499260.0
2010-10-01,1800,1818,1784,1784,3643,40133.0,4499260.0
2010-10-04,1782,1982,1782,1982,20818,44588.0,4499260.0
2010-10-05,1970,2020,1936,1998,28630,44948.0,4499260.0
2010-10-06,2010,2100,1992,1992,17033,44813.0,4499260.0
2010-10-07,1974,2010,1962,1996,5450,44903.0,4499260.0
2010-10-08,1960,1996,1944,1946,9152,43778.0,4499260.0
2010-10-11,1930,1950,1892,1906,11800,42878.0,4499260.0
2010-10-12,1948,1948,1882,1882,5570,42338.0,4499260.0
2010-10-13,1970,2050,1920,1948,15030,43823.0,4499260.0
2010-10-14,1948,1950,1900,1940,8820,43643.0,4499260.0
2010-10-15,1940,1948,1912,1936,2610,43553.0,4499260.0
2010-10-18,1908,1930,1894,1900,3858,42743.0,4499260.0
2010-10-19,1920,1920,1880,1910,5327,42968.0,4499260.0
2010-10-20,1880,1964,1880,1914,5680,43058.0,4499260.0
2010-10-21,1910,1910,1880,1880,6230,42293.0,4499260.0
2010-10-22,1900,1900,1802,1880,10350,42293.0,4499260.0
2010-10-25,1846,1888,1846,1888,7812,42473.0,4499260.0
2010-10-26,1840,1878,1840,1844,10443,41483.0,4499260.0
2010-10-27,1852,1872,1842,1860,6890,41843.0,4499260.0
2010-10-28,1870,1870,1830,1862,2530,41888.0,4499260.0
2010-10-29,1832,1874,1826,1844,3223,41483.0,4499260.0
2010-11-01,1844,1844,1704,1800,6415,40493.0,4499260.0
2010-11-02,1836,1836,1736,1820,3524,40943.0,4499260.0
2010-11-03,1818,1860,1802,1830,2883,41168.0,4499260.0
2010-11-04,1838,1838,1790,1814,2975,40808.0,4499260.0
2010-11-05,1840,1858,1802,1828,7800,41123.0,4499260.0
2010-11-08,1820,1834,1808,1814,3480,40808.0,4499260.0
2010-11-09,1832,1832,1802,1804,1089,40583.0,4499260.0
2010-11-10,1828,1828,1780,1800,1531,40493.0,4499260.0
2010-11-11,1816,1816,1760,1784,15031,40133.0,4499260.0
2010-11-12,1784,1794,1700,1758,7722,39548.0,4499260.0
2010-11-15,1796,1796,1734,1756,930,39504.0,4499260.0
2010-11-16,1770,1770,1722,1722,1722,38739.0,4499260.0
2010-11-17,1646,1740,1646,1676,9370,37704.0,4499260.0
2010-11-18,1682,1716,1648,1692,5056,38064.0,4499260.0
2010-11-19,1676,1730,1666,1672,944,37614.0,4499260.0
2010-11-22,1660,1686,1628,1638,9906,36849.0,4499260.0
2010-11-23,1640,1654,1622,1644,5082,36984.0,4499260.0
2010-11-24,1476,1630,1476,1624,4880,36534.0,4499260.0
2010-11-25,1584,1638,1584,1592,9475,35814.0,4499260.0
2010-11-26,1600,1612,1508,1556,20525,35004.0,4499260.0
2010-11-29,1600,1716,1580,1600,34862,35994.0,4499260.0
2010-11-30,1600,1600,1580,1588,9497,35724.0,4499260.0
2010-12-01,1588,1660,1588,1630,17982,36669.0,4499260.0
2010-12-02,1604,1656,1604,1636,14319,36804.0,4499260.0
2010-12-03,1648,1654,1620,1636,5611,36804.0,4499260.0
2010-12-06,1620,1622,1600,1606,2070,36129.0,4499260.0
2010-12-07,1602,1614,1584,1608,5142,36174.0,4499260.0
2010-12-08,1608,1618,1590,1600,10871,35994.0,4499260.0
2010-12-09,1600,1610,1584,1584,7733,35634.0,4499260.0
2010-12-10,1598,1598,1580,1586,4123,35679.0,4499260.0
2010-12-13,1584,1682,1584,1642,11842,36939.0,4499260.0
2010-12-14,1670,1670,1624,1640,505,36894.0,4499260.0
2010-12-15,1656,1660,1630,1648,1982,37074.0,4499260.0
2010-12-16,1684,1684,1630,1634,2590,36759.0,4499260.0
2010-12-17,1660,1660,1616,1646,691,37029.0,4499260.0
2010-12-20,1658,1658,1598,1604,2812,36084.0,4499260.0
2010-12-21,1610,1644,1602,1610,7601,36219.0,4499260.0
2010-12-22,1610,1640,1600,1600,5374,35994.0,4499260.0
2010-12-23,1602,1624,1600,1600,3612,35994.0,4499260.0
2010-12-24,1600,1660,1590,1590,3661,35769.0,4499260.0
2010-12-27,1590,1622,1580,1620,7540,36444.0,4499260.0
2010-12-28,1620,1666,1590,1600,5141,35994.0,4499260.0
2010-12-29,1650,1650,1604,1620,1992,36444.0,4499260.0
2010-12-30,1608,1678,1604,1626,13982,36579.0,4499260.0
2011-01-03,1638,1658,1622,1622,4022,36489.0,4499260.0
2011-01-04,1640,1640,1608,1618,44396,36399.0,4499260.0
2011-01-05,1622,1624,1606,1622,3887,36489.0,4499260.0
2011-01-06,1620,1622,1600,1610,10482,36219.0,4499260.0
2011-01-07,1618,1620,1582,1618,2922,36399.0,4499260.0
2011-01-10,1620,1620,1590,1610,6816,36219.0,4499260.0
2011-01-11,1592,1612,1592,1594,2812,35859.0,4499260.0
2011-01-12,1592,1608,1584,1598,3834,35949.0,4499260.0
2011-01-13,1596,1600,1570,1584,6393,35634.0,4499260.0
2011-01-14,1598,1602,1576,1588,4867,35724.0,4499260.0
2011-01-17,1590,1610,1584,1598,5582,35949.0,4499260.0
2011-01-18,1588,1616,1572,1588,3321,35724.0,4499260.0
2011-01-19,1588,1592,1578,1590,6191,35769.0,4499260.0
2011-01-20,1562,1590,1562,1576,3671,35454.0,4499260.0
2011-01-21,1572,1586,1540,1558,6649,35049.0,4499260.0
2011-01-24,1556,1562,1530,1540,5272,34644.0,4499260.0
2011-01-25,1504,1556,1504,1524,6937,34284.0,4499260.0
2011-01-26,1530,1530,1484,1512,13970,34014.0,4499260.0
2011-01-27,1492,1512,1480,1494,6931,33609.0,4499260.0
2011-01-28,1500,1520,1494,1504,4434,33834.0,4499260.0
2011-01-31,1470,1496,1450,1496,6720,33654.0,4499260.0
2011-02-01,1500,1560,1496,1496,2103,33654.0,4499260.0
2011-02-07,1520,1520,1478,1488,5390,33474.0,4499260.0
2011-02-08,1498,1498,1478,1488,2983,33474.0,4499260.0
2011-02-09,1484,1510,1484,1506,8239,33879.0,4499260.0
2011-02-10,1506,1546,1482,1514,8421,34059.0,4499260.0
2011-02-11,1570,1570,1502,1540,6841,34644.0,4499260.0
2011-02-14,1544,1546,1492,1540,6821,34644.0,4499260.0
2011-02-15,1566,1570,1514,1540,1938,34644.0,4499260.0
2011-02-16,1542,1554,1514,1542,628,34689.0,4499260.0
2011-02-17,1500,1568,1472,1502,2269,33789.0,4499260.0
2011-02-18,1502,1514,1284,1514,3043,34059.0,4499260.0
2011-02-21,1520,1520,1480,1500,1695,33744.0,4499260.0
2011-02-22,1500,1554,1476,1500,436,33744.0,4499260.0
2011-02-23,1502,1502,1440,1478,5894,33250.0,4499260.0
2011-02-24,1504,1504,1446,1472,1968,33115.0,4499260.0
2011-02-25,1472,1478,1446,1464,1927,32935.0,4499260.0
2011-02-28,1480,1480,1440,1440,2302,32395.0,4499260.0
2011-03-02,1440,1454,1428,1428,2060,32125.0,4499260.0
2011-03-03,1426,1442,1400,1442,3450,32440.0,4499260.0
2011-03-04,1440,1460,1432,1436,2610,32305.0,4499260.0
2011-03-07,1440,1470,1432,1466,4152,32980.0,4499260.0
2011-03-08,1684,1684,1608,1684,153071,37884.0,4499260.0
2011-03-09,1934,1936,1826,1936,253131,43553.0,4499260.0
2011-03-10,1980,2190,1944,1982,591664,44588.0,4499260.0
2011-03-11,2000,2020,1826,1856,289701,41753.0,4499260.0
2011-03-14,1800,1800,1672,1694,121845,38109.0,4499260.0
2011-03-15,1738,1752,1548,1614,85177,36309.0,4499260.0
2011-03-16,1620,1646,1546,1600,74959,35994.0,4499260.0
2011-03-17,1598,1640,1556,1594,30884,35859.0,4499260.0
2011-03-18,1624,1626,1564,1580,22997,35544.0,4499260.0
2011-03-21,1588,1798,1570,1712,79436,38514.0,4499260.0
2011-03-22,1750,1834,1716,1740,65382,39144.0,4499260.0
2011-03-23,1818,1818,1740,1746,27110,39279.0,4499260.0
2011-03-24,1748,1834,1746,1834,37910,41258.0,4499260.0
2011-03-25,1846,1878,1806,1826,19823,41078.0,4499260.0
2011-03-28,1794,1822,1752,1770,15046,39818.0,4499260.0
2011-03-29,1778,1806,1766,1782,7491,40088.0,4499260.0
2011-03-30,1752,1800,1752,1782,11592,40088.0,4499260.0
2011-03-31,1762,1832,1762,1830,25290,41168.0,4499260.0
2011-04-01,1808,1864,1786,1838,16611,41348.0,4499260.0
2011-04-04,1870,1870,1844,1860,7621,41843.0,4499260.0
2011-04-05,1868,2060,1868,1948,53985,43823.0,4499260.0
2011-04-06,1940,2010,1922,1958,16117,44048.0,4499260.0
2011-04-07,1996,2130,1950,2040,55110,45892.0,4499260.0
2011-04-08,2040,2180,1982,2100,54094,47242.0,4499260.0
2011-04-11,2140,2310,2060,2260,82757,50842.0,4499260.0
2011-04-12,2240,2360,2220,2300,44829,51741.0,4499260.0
2011-04-13,2300,2390,2250,2360,28702,53091.0,4499260.0
2011-04-14,2340,2440,2290,2370,36220,53316.0,4499260.0
2011-04-15,2360,2390,2310,2330,25697,52416.0,4499260.0
2011-04-18,2330,2340,2000,2050,104906,46117.0,4499260.0
2011-04-19,2040,2090,1960,2060,43980,46342.0,4499260.0
2011-04-20,2110,2260,2060,2210,45491,53046.0,4800578.0
2011-04-21,2200,2250,2180,2240,14675,53766.0,4800578.0
2011-04-22,2240,2240,2130,2200,12782,52806.0,4800578.0
2011-04-25,2220,2220,2140,2220,13550,53286.0,4800578.0
2011-04-26,2100,2260,2100,2240,42929,53766.0,4800578.0
2011-04-27,0,0,0,2240,0,53766.0,4800578.0
2011-04-28,0,0,0,2240,0,,
2011-04-29,0,0,0,2240,0,,
2011-05-02,0,0,0,2240,0,,
2011-05-03,0,0,0,2240,0,,
2011-05-04,0,0,0,2240,0,,
2011-05-06,0,0,0,2240,0,,
2011-05-09,0,0,0,2240,0,,
2011-05-11,0,0,0,2240,0,,
2011-05-12,0,0,0,2240,0,,
2011-05-13,0,0,0,2240,0,,
2011-05-16,0,0,0,2240,0,,
2011-05-17,0,0,0,2240,0,,
2011-05-18,2315,2340,2085,2150,312465,51606.0,24002890.0
2011-05-19,2130,2130,1900,1995,152304,47886.0,24002890.0
2011-05-20,1880,2250,1880,2120,137438,50886.0,24002890.0
2011-05-23,2115,2120,2000,2040,14466,48966.0,24002890.0
2011-05-24,2040,2130,2015,2100,22320,50406.0,24002890.0
2011-05-25,2120,2190,1970,2090,30301,50166.0,24002890.0
2011-05-26,2130,2130,2055,2095,20411,50286.0,24002890.0
2011-05-27,2090,2150,2040,2090,49211,50166.0,24002890.0
2011-05-30,2090,2100,2050,2085,16240,50046.0,24002890.0
2011-05-31,2080,2130,2015,2090,50250,50166.0,24002890.0
2011-06-01,2090,2180,2030,2150,34020,51606.0,24002890.0
2011-06-02,2100,2160,2055,2150,43921,51606.0,24002890.0
2011-06-03,2150,2165,2060,2100,42350,50406.0,24002890.0
2011-06-07,2040,2150,1950,2010,45155,48246.0,24002890.0
2011-06-08,2085,2085,1970,2020,3948,48486.0,24002890.0
2011-06-09,1995,2120,1990,2050,12466,49206.0,24002890.0
2011-06-10,2120,2120,2025,2040,3870,48966.0,24002890.0
2011-06-13,2025,2050,1955,2020,10341,48486.0,24002890.0
2011-06-14,2015,2050,1965,2025,28849,48606.0,24002890.0
2011-06-15,2110,2120,1950,2040,5650,48966.0,24002890.0
2011-06-16,1765,2055,1765,2055,12840,49326.0,24002890.0
2011-06-17,2075,2090,1970,1990,11571,47766.0,24002890.0
2011-06-20,2000,2030,1865,1980,3811,47526.0,24002890.0
2011-06-21,1990,2035,1950,2030,14632,48726.0,24002890.0
2011-06-22,2000,2070,1995,2060,14950,49446.0,24002890.0
2011-06-23,2055,2055,1950,2050,18730,49206.0,24002890.0
2011-06-24,2025,2060,2000,2045,13820,49086.0,24002890.0
2011-06-27,2050,2050,1985,2035,11602,48846.0,24002890.0
2011-06-28,1970,2090,1970,2020,4860,48486.0,24002890.0
2011-06-29,2030,2030,1865,2000,19800,48006.0,24002890.0
2011-06-30,2000,2030,1955,2030,27485,48726.0,24002890.0
2011-07-01,2030,2030,1985,2030,31450,48726.0,24002890.0
2011-07-04,2010,2015,1930,2000,27551,48006.0,24002890.0
2011-07-05,2030,2030,1940,1970,27580,47286.0,24002890.0
2011-07-06,2000,2075,1965,1980,29850,47526.0,24002890.0
2011-07-07,1960,1975,1925,1950,30970,46806.0,24002890.0
2011-07-08,1950,1960,1870,1890,29650,45365.0,24002890.0
2011-07-11,1900,1950,1860,1900,7181,45605.0,24002890.0
2011-07-12,1900,1940,1860,1885,6140,45245.0,24002890.0
2011-07-13,1895,1895,1820,1845,43934,44285.0,24002890.0
2011-07-14,1845,1910,1835,1870,10780,44885.0,24002890.0
2011-07-15,1870,1890,1835,1845,6555,44285.0,24002890.0
2011-07-18,1850,1925,1835,1925,40165,46206.0,24002890.0
2011-07-19,1900,1980,1900,1980,14470,47526.0,24002890.0
2011-07-20,1970,2030,1970,2025,37200,48606.0,24002890.0
2011-07-21,2015,2045,2000,2025,14261,48606.0,24002890.0
2011-07-22,2030,2050,1965,1995,17025,47886.0,24002890.0
2011-07-25,2020,2020,1950,2010,11741,48246.0,24002890.0
2011-07-26,2015,2015,1935,1965,37420,47166.0,24002890.0
2011-07-27,2010,2010,1955,1990,62950,47766.0,24002890.0
2011-07-28,2020,2020,1850,1915,60801,45966.0,24002890.0
2011-07-29,1860,1990,1860,1980,20030,47526.0,24002890.0
2011-08-01,2100,2275,2020,2240,437789,53766.0,24002890.0
2011-08-02,2230,2250,2000,2150,222332,51606.0,24002890.0
2011-08-03,2115,2150,2010,2015,99195,48366.0,24002890.0
2011-08-04,2090,2130,1870,1870,209110,44885.0,24002890.0
2011-08-05,1925,1950,1710,1800,122970,43205.0,24002890.0
2011-08-08,1865,1895,1720,1880,194340,45125.0,24002890.0
2011-08-09,1755,1970,1745,1910,303075,45846.0,24002890.0
2011-08-10,1995,2195,1980,2135,415873,51246.0,24002890.0
2011-08-11,2050,2200,2010,2135,139752,51246.0,24002890.0
2011-08-12,2085,2455,2085,2310,489633,55447.0,24002890.0
2011-08-16,2485,2485,2330,2410,250041,57847.0,24002890.0
2011-08-17,2335,2700,2290,2645,314210,63488.0,24002890.0
2011-08-18,2670,2780,2550,2680,291010,64328.0,24002890.0
2011-08-19,2510,2685,2455,2600,120931,62408.0,24002890.0
2011-08-22,2605,2680,2420,2495,88330,59887.0,24002890.0
2011-08-23,2430,2670,2390,2410,159800,57847.0,24002890.0
2011-08-24,2435,2550,2435,2500,151200,60007.0,24002890.0
2011-08-25,2500,2560,2435,2455,46451,58927.0,24002890.0
2011-08-26,2410,2520,2350,2515,83520,60367.0,24002890.0
2011-08-29,2455,2535,2455,2505,57552,60127.0,24002890.0
2011-08-30,2505,2565,2440,2480,90176,59527.0,24002890.0
2011-08-31,2470,2680,2470,2585,129070,62047.0,24002890.0
2011-09-01,2665,2970,2605,2835,978315,68048.0,24002890.0
2011-09-02,2875,2995,2760,2890,283462,69368.0,24002890.0
2011-09-05,2890,3040,2840,3000,182381,72009.0,24002890.0
2011-09-06,2950,3100,2785,2855,242600,68528.0,24002890.0
2011-09-07,2870,2905,2825,2855,78460,68528.0,24002890.0
2011-09-08,2920,2975,2830,2850,73179,68408.0,24002890.0
2011-09-09,2895,2920,2820,2910,85265,69848.0,24002890.0
2011-09-14,2910,2980,2855,2910,58545,69848.0,24002890.0
2011-09-15,2960,3150,2930,3000,227261,72009.0,24002890.0
2011-09-16,3000,3075,2970,3010,72344,72249.0,24002890.0
2011-09-19,3010,3080,3000,3080,101210,73929.0,24002890.0
2011-09-20,3080,3150,3015,3055,123540,73329.0,24002890.0
2011-09-21,3055,3100,3030,3085,91120,74049.0,24002890.0
2011-09-22,3050,3085,3005,3070,126480,73689.0,24002890.0
2011-09-23,3050,3190,2945,3100,303320,74409.0,24002890.0
2011-09-26,3085,3290,3080,3220,459130,77289.0,24002890.0
2011-09-27,3220,3655,3220,3280,733628,78729.0,24002890.0
2011-09-28,3305,3325,3200,3285,121500,78849.0,24002890.0
2011-09-29,3290,3335,3110,3255,353090,78129.0,24002890.0
2011-09-30,3280,3300,3130,3280,272148,78729.0,24002890.0
2011-10-04,3100,3200,2960,3150,101119,75609.0,24002890.0
2011-10-05,3150,3200,3090,3150,162720,75609.0,24002890.0
2011-10-06,3155,3195,3050,3100,75754,74409.0,24002890.0
2011-10-07,3060,3220,2950,3020,156610,72489.0,24002890.0
2011-10-10,2970,3045,2750,2890,351920,69368.0,24002890.0
2011-10-11,2890,3000,2800,2900,150935,69608.0,24002890.0
2011-10-12,2975,3000,2810,2900,104781,69608.0,24002890.0
2011-10-13,2920,2990,2855,2905,74500,69728.0,24002890.0
2011-10-14,2945,2995,2790,2880,128037,69128.0,24002890.0
2011-10-17,3000,3020,2830,2900,63980,69608.0,24002890.0
2011-10-18,2820,2910,2820,2910,91680,69848.0,24002890.0
2011-10-19,2910,2980,2820,2915,118290,69968.0,24002890.0
2011-10-20,2915,2950,2840,2845,65464,68288.0,24002890.0
2011-10-21,2845,2900,2800,2890,96460,69368.0,24002890.0
2011-10-24,2880,2930,2835,2875,99856,69008.0,24002890.0
2011-10-25,2870,2910,2800,2880,71761,69128.0,24002890.0
2011-10-26,2880,2900,2820,2900,44680,69608.0,24002890.0
2011-10-27,2920,2985,2880,2950,59810,70809.0,24002890.0
2011-10-28,3000,3355,2960,3285,306940,78849.0,24002890.0
2011-10-31,3355,3425,3245,3290,173172,78970.0,24002890.0
2011-11-01,3300,3355,3240,3280,96532,78729.0,24002890.0
2011-11-02,3280,3350,3150,3180,100950,76329.0,24002890.0
2011-11-03,3180,3300,3100,3190,95200,76569.0,24002890.0
2011-11-04,3190,3385,3180,3220,101780,77289.0,24002890.0
2011-11-07,3085,3345,3085,3235,26850,77649.0,24002890.0
2011-11-08,3230,3295,3180,3205,24330,76929.0,24002890.0
2011-11-09,3230,3295,3170,3200,72750,76809.0,24002890.0
2011-11-10,3180,3225,3060,3125,68271,75009.0,24002890.0
