세아제강지주(003030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-17,12140,12254,12026,12140,5280,76800.0,4800000.0
2002-09-18,12140,12140,11609,11685,7730,73920.0,4800000.0
2002-09-19,11495,11951,11495,11533,6880,72960.0,4800000.0
2002-09-23,11533,11609,11381,11533,4430,72960.0,4800000.0
2002-09-24,11380,11607,11304,11495,8030,72720.0,4800000.0
2002-09-25,11495,11495,10622,11154,11120,70560.0,4800000.0
2002-09-26,11457,11457,11002,11078,6320,70080.0,4800000.0
2002-09-27,11076,11191,10697,10964,9770,69360.0,4800000.0
2002-09-30,10621,10621,10090,10281,16290,65040.0,4800000.0
2002-10-01,10014,10471,9712,10471,37294,66240.0,4800000.0
2002-10-02,10812,10812,10471,10623,34160,67200.0,4800000.0
2002-10-04,10585,11457,10546,11457,15630,72480.0,4800000.0
2002-10-07,11457,11457,10774,11382,3560,72000.0,4800000.0
2002-10-08,11305,11305,10850,11306,3160,71520.0,4800000.0
2002-10-09,11152,11342,10697,11268,3420,71280.0,4800000.0
2002-10-10,11229,11229,10622,11002,8120,69600.0,4800000.0
2002-10-11,11228,11228,10471,10471,1696,66240.0,4800000.0
2002-10-14,10622,11153,10471,11154,7300,70560.0,4800000.0
2002-10-15,11002,11533,10774,11533,10830,72960.0,4800000.0
2002-10-16,11685,11760,11305,11306,5620,71520.0,4800000.0
2002-10-17,11002,11381,11002,11154,3510,70560.0,4800000.0
2002-10-18,11344,11494,11229,11382,6530,72000.0,4800000.0
2002-10-21,11646,11646,11191,11268,6860,71280.0,4800000.0
2002-10-22,11268,11381,10850,11382,9450,72000.0,4800000.0
2002-10-23,11305,11457,11153,11457,7950,72480.0,4800000.0
2002-10-24,11266,11380,11076,11344,6590,71760.0,4800000.0
2002-10-25,11305,11381,11192,11382,5600,72000.0,4800000.0
2002-10-28,11760,11760,11305,11382,8630,72000.0,4800000.0
2002-10-29,11457,11457,10850,10850,14000,68640.0,4800000.0
2002-10-30,11153,11153,10698,10699,5499,67680.0,4800000.0
2002-10-31,10737,10926,10737,10775,3240,68160.0,4800000.0
2002-11-01,10661,10773,10622,10623,3060,67200.0,4800000.0
2002-11-04,10585,10926,10546,10775,7050,68160.0,4800000.0
2002-11-05,10773,10773,10584,10585,8781,66960.0,4800000.0
2002-11-06,10661,11078,10661,11002,18300,69600.0,4800000.0
2002-11-07,11002,11002,10698,10699,9740,67680.0,4800000.0
2002-11-08,10698,10698,10509,10547,4280,66720.0,4800000.0
2002-11-11,10545,10545,10356,10433,6920,66000.0,4800000.0
2002-11-12,10166,10735,10166,10509,4390,66480.0,4800000.0
2002-11-13,10469,10469,10242,10281,4260,65040.0,4800000.0
2002-11-14,10471,10471,10281,10471,3920,66240.0,4800000.0
2002-11-15,10318,10508,10318,10395,5171,65760.0,4800000.0
2002-11-18,10394,10394,10319,10319,1910,65280.0,4800000.0
2002-11-19,10319,10508,10242,10471,1630,66240.0,4800000.0
2002-11-20,10280,10621,10280,10509,2570,66480.0,4800000.0
2002-11-21,10546,10622,10433,10547,10300,66720.0,4800000.0
2002-11-22,10622,10773,10585,10623,7260,67200.0,4800000.0
2002-11-25,10773,10773,10546,10623,5220,67200.0,4800000.0
2002-11-26,10697,10697,10469,10509,3190,66480.0,4800000.0
2002-11-27,10509,10622,10357,10623,3430,67200.0,4800000.0
2002-11-28,10735,10925,10621,10661,16770,67440.0,4800000.0
2002-11-29,10661,10850,10661,10850,12370,68640.0,4800000.0
2002-12-02,11002,11078,10888,11002,4460,69600.0,4800000.0
2002-12-03,11002,11002,10622,10850,25820,68640.0,4800000.0
2002-12-04,10926,10926,10622,10623,6800,67200.0,4800000.0
2002-12-05,10812,10888,10546,10699,4290,67680.0,4800000.0
2002-12-06,10509,10698,10509,10547,5109,66720.0,4800000.0
2002-12-09,10773,10773,10432,10433,4201,66000.0,4800000.0
2002-12-10,10395,10585,10357,10547,6610,66720.0,4800000.0
2002-12-11,10432,10621,10242,10357,8700,65520.0,4800000.0
2002-12-12,10471,10508,10318,10395,8800,65760.0,4800000.0
2002-12-13,10243,10471,10243,10395,6840,65760.0,4800000.0
2002-12-16,10433,10433,10281,10319,2551,65280.0,4800000.0
2002-12-17,10546,10546,10281,10471,19540,66240.0,4800000.0
2002-12-18,10319,10471,10242,10471,3511,66240.0,4800000.0
2002-12-20,10545,10545,10318,10509,3140,66480.0,4800000.0
2002-12-23,10545,10545,10318,10433,5560,66000.0,4800000.0
2002-12-24,10432,10622,10243,10623,8210,67200.0,4800000.0
2002-12-26,10585,10622,10243,10623,12030,67200.0,4800000.0
2002-12-27,10622,10622,10091,10243,3000,64800.0,4800000.0
2002-12-30,10242,10242,8724,9143,7270,57840.0,4800000.0
2003-01-02,9142,9255,8876,9219,3570,58320.0,4800000.0
2003-01-03,9257,9447,9181,9181,10583,58080.0,4800000.0
2003-01-06,9294,9483,9218,9371,4045,59280.0,4800000.0
2003-01-07,9407,9749,9294,9371,4280,59280.0,4800000.0
2003-01-08,9257,9560,9257,9409,3090,59520.0,4800000.0
2003-01-09,9407,9407,8990,8991,6550,56880.0,4800000.0
2003-01-10,9103,9331,8687,8764,6424,55440.0,4800000.0
2003-01-13,8725,9029,8725,8726,20500,55200.0,4800000.0
2003-01-14,8724,8800,8611,8764,23590,55440.0,4800000.0
2003-01-15,8764,8840,8536,8574,19596,54240.0,4800000.0
2003-01-16,8535,8687,8269,8688,55131,54960.0,4800000.0
2003-01-17,8687,8687,8383,8384,7590,53040.0,4800000.0
2003-01-20,8346,8346,8157,8347,8500,52800.0,4800000.0
2003-01-21,8194,8270,8081,8119,10201,51360.0,4800000.0
2003-01-22,8043,8118,7891,7891,6720,49920.0,4800000.0
2003-01-23,8043,8308,7853,8271,7700,52320.0,4800000.0
2003-01-24,8118,8308,7701,7815,9210,49440.0,4800000.0
2003-01-27,7700,7700,7473,7474,10980,47280.0,4800000.0
2003-01-28,7358,7662,7358,7550,3730,47760.0,4800000.0
2003-01-29,7571,7738,7366,7375,7070,46656.0,4800000.0
2003-01-30,7397,7526,7366,7527,7980,47616.0,4800000.0
2003-02-03,7526,7625,7442,7527,3970,47616.0,4800000.0
2003-02-04,7555,7889,7442,7777,7100,49200.0,4800000.0
2003-02-05,7777,8081,7701,8043,14100,50880.0,4800000.0
2003-02-06,7928,8041,7776,7929,3950,50160.0,4800000.0
2003-02-07,7929,7929,7564,7739,2900,48960.0,4800000.0
2003-02-10,7586,7928,7586,7853,3780,49680.0,4800000.0
2003-02-11,8004,8041,7662,7853,9140,49680.0,4800000.0
2003-02-12,7929,7967,7853,7967,1910,50400.0,4800000.0
2003-02-13,8118,8194,7853,8195,6690,51840.0,4800000.0
2003-02-14,8194,8233,7967,8195,1790,51840.0,4800000.0
2003-02-17,8194,8574,8118,8574,9020,54240.0,4800000.0
2003-02-18,8574,8574,8157,8498,5090,53760.0,4800000.0
2003-02-19,8346,8612,8233,8271,6470,52320.0,4800000.0
2003-02-20,8269,8269,8004,8005,3860,50640.0,4800000.0
2003-02-21,8043,8118,7891,8119,5000,51360.0,4800000.0
2003-02-24,8118,8498,8118,8422,8200,53280.0,4800000.0
2003-02-25,8422,8422,7967,7967,3600,50400.0,4800000.0
2003-02-26,7967,8233,7967,8119,3480,51360.0,4800000.0
2003-02-27,7928,8117,7852,8005,4120,50640.0,4800000.0
2003-02-28,7967,8118,7815,7815,3340,49440.0,4800000.0
2003-03-03,7928,8041,7814,8005,950,50640.0,4800000.0
2003-03-04,7891,7891,7739,7739,1450,48960.0,4800000.0
2003-03-05,7587,7853,7587,7815,1710,49440.0,4800000.0
2003-03-06,7624,7776,7624,7626,890,48240.0,4800000.0
2003-03-07,7405,7815,7360,7739,1610,48960.0,4800000.0
2003-03-10,7626,7929,7443,7739,4410,48960.0,4800000.0
2003-03-11,7550,7587,7519,7588,2750,48000.0,4800000.0
2003-03-12,7738,7738,7397,7702,1880,48720.0,4800000.0
2003-03-13,7473,7928,7358,7929,12660,50160.0,4800000.0
2003-03-14,8041,8041,7700,7929,8070,50160.0,4800000.0
2003-03-17,7663,7853,7587,7664,13120,48480.0,4800000.0
2003-03-18,7891,7891,7663,7815,1590,49440.0,4800000.0
2003-03-19,7663,7929,7587,7664,3510,48480.0,4800000.0
2003-03-20,7815,8194,7587,8195,9970,51840.0,4800000.0
2003-03-21,8081,8270,7929,8271,5492,52320.0,4800000.0
2003-03-24,8498,8498,8005,8043,5041,50880.0,4800000.0
2003-03-25,7929,7929,7739,7815,2790,49440.0,4800000.0
2003-03-26,7815,8194,7815,7967,2830,50400.0,4800000.0
2003-03-27,8118,8118,7777,7891,430,49920.0,4800000.0
2003-03-28,8081,8081,7815,7891,2656,49920.0,4800000.0
2003-03-31,7891,7891,7739,7891,11350,49920.0,4800000.0
2003-04-01,8005,8005,7701,7815,2180,49440.0,4800000.0
2003-04-02,7967,8081,7663,7967,5329,50400.0,4800000.0
2003-04-03,8233,8270,8118,8195,9470,51840.0,4800000.0
2003-04-04,8043,8270,8043,8195,3600,51840.0,4800000.0
2003-04-07,8194,8725,8194,8650,11169,54720.0,4800000.0
2003-04-08,8572,8876,8383,8384,14184,53040.0,4800000.0
2003-04-09,8383,8535,8193,8309,4210,52560.0,4800000.0
2003-04-10,8307,8572,8193,8460,7588,53520.0,4800000.0
2003-04-11,8383,8838,8345,8688,14888,54960.0,4800000.0
2003-04-14,9029,9029,8725,8878,9270,56160.0,4800000.0
2003-04-15,8876,9103,8876,8916,8760,56400.0,4800000.0
2003-04-16,9104,9218,8800,9067,20080,57360.0,4800000.0
2003-04-17,8953,9067,8764,9029,5600,57120.0,4800000.0
2003-04-18,9029,9332,9029,9105,14640,57600.0,4800000.0
2003-04-21,9219,9219,9029,9181,3956,58080.0,4800000.0
2003-04-22,9181,9181,8840,8878,8020,56160.0,4800000.0
2003-04-23,8877,9067,8877,8954,2940,56640.0,4800000.0
2003-04-24,9103,9103,8762,8916,2720,56400.0,4800000.0
2003-04-25,8762,8762,7965,8233,16800,52080.0,4800000.0
2003-04-28,8193,8231,7889,8157,8350,51600.0,4800000.0
2003-04-29,8648,8648,8155,8460,6360,53520.0,4800000.0
2003-04-30,8422,8725,8422,8726,8905,55200.0,4800000.0
2003-05-02,8648,8724,8496,8612,11050,54480.0,4800000.0
2003-05-06,8800,8800,8535,8612,4010,54480.0,4800000.0
2003-05-07,8536,8688,8536,8650,9170,54720.0,4800000.0
2003-05-09,8650,8953,8650,8954,4600,56640.0,4800000.0
2003-05-12,8991,9295,8953,9181,17410,58080.0,4800000.0
2003-05-13,8877,9105,8725,8726,12370,55200.0,4800000.0
2003-05-14,8724,8876,8572,8764,11740,55440.0,4800000.0
2003-05-15,8801,8877,8574,8878,9520,56160.0,4800000.0
2003-05-16,9104,9483,9104,9447,30650,59760.0,4800000.0
2003-05-19,9598,9750,9105,9333,28250,59040.0,4800000.0
2003-05-20,9294,9445,9104,9447,13990,59760.0,4800000.0
2003-05-21,9447,9598,9371,9561,15150,60480.0,4800000.0
2003-05-22,9560,9636,9371,9485,18780,60000.0,4800000.0
2003-05-23,9636,9712,9408,9712,16420,61440.0,4800000.0
2003-05-26,9826,10091,9788,9864,33710,62400.0,4800000.0
2003-05-27,9788,9788,9484,9561,11783,60480.0,4800000.0
2003-05-28,9749,9977,9635,9750,16730,61680.0,4800000.0
2003-05-29,9636,9978,9598,9864,13060,62400.0,4800000.0
2003-05-30,9712,9864,9674,9864,6535,62400.0,4800000.0
2003-06-02,10014,10014,9749,9902,9210,62640.0,4800000.0
2003-06-03,9864,9864,9560,9864,9850,62400.0,4800000.0
2003-06-04,9862,9938,9711,9902,4865,62640.0,4800000.0
2003-06-05,9902,9902,9598,9712,24210,61440.0,4800000.0
2003-06-09,9560,10015,9560,9940,9950,62880.0,4800000.0
2003-06-10,9560,9978,9560,9788,7110,61920.0,4800000.0
2003-06-11,9712,10091,9712,10092,17620,63840.0,4800000.0
2003-06-12,9978,10166,9788,9788,19243,61920.0,4800000.0
2003-06-13,9712,10091,9712,10092,7580,63840.0,4800000.0
2003-06-16,9902,10091,9863,9940,4770,62880.0,4800000.0
2003-06-17,10014,10166,10014,10054,4530,63600.0,4800000.0
2003-06-18,10167,10167,9864,10092,13490,63840.0,4800000.0
2003-06-19,10091,10091,9712,10092,37770,63840.0,4800000.0
2003-06-20,9864,9939,9712,9712,17690,61440.0,4800000.0
2003-06-23,9711,9749,9597,9674,11453,61200.0,4800000.0
2003-06-24,9371,9560,9219,9333,22497,59040.0,4800000.0
2003-06-25,9257,9560,9257,9561,11370,60480.0,4800000.0
2003-06-26,9559,9559,9294,9295,5420,58800.0,4800000.0
2003-06-27,9332,9484,9257,9257,6843,58560.0,4800000.0
2003-06-30,9257,9484,9067,9485,25920,60000.0,4800000.0
2003-07-01,9332,9484,9332,9409,3320,59520.0,4800000.0
2003-07-02,9371,9523,9371,9409,3970,59520.0,4800000.0
2003-07-03,9408,9560,9408,9409,9183,59520.0,4800000.0
2003-07-04,9407,9597,9407,9598,9280,60720.0,4800000.0
2003-07-07,9597,10242,9597,10054,52842,63600.0,4800000.0
2003-07-08,10242,10508,10052,10357,41200,65520.0,4800000.0
2003-07-09,10357,10926,10319,10471,31920,66240.0,4800000.0
2003-07-10,10773,10773,10280,10281,18490,65040.0,4800000.0
2003-07-11,10090,10469,10090,10433,11270,66000.0,4800000.0
2003-07-14,10546,10546,10243,10319,7880,65280.0,4800000.0
2003-07-15,10395,10395,10129,10243,8710,64800.0,4800000.0
2003-07-16,10090,10393,10090,10357,6440,65520.0,4800000.0
2003-07-18,10014,10584,10014,10585,12720,66960.0,4800000.0
2003-07-21,10243,10281,9939,9940,2480,62880.0,4800000.0
2003-07-22,10014,10166,9862,9902,4000,62640.0,4800000.0
2003-07-23,9902,10167,9864,10168,4360,64320.0,4800000.0
2003-07-24,10243,10243,9939,10243,6950,64800.0,4800000.0
2003-07-25,10014,10242,10014,10130,3650,64080.0,4800000.0
2003-07-28,10167,10395,10167,10243,3960,64800.0,4800000.0
2003-07-29,10319,10319,10090,10319,5150,65280.0,4800000.0
2003-07-30,10509,10509,10091,10092,5060,63840.0,4800000.0
2003-07-31,10090,10393,10090,10357,5412,65520.0,4800000.0
2003-08-01,10319,10357,10129,10243,8110,64800.0,4800000.0
2003-08-04,10242,10242,9977,10054,2340,63600.0,4800000.0
2003-08-05,9939,10167,9939,10092,5462,63840.0,4800000.0
2003-08-06,10090,10090,9938,10054,2440,63600.0,4800000.0
2003-08-07,10052,10052,9938,9978,1772,63120.0,4800000.0
2003-08-08,9902,10205,9864,10168,2480,64320.0,4800000.0
2003-08-11,10166,10166,9786,9826,3701,62160.0,4800000.0
2003-08-12,9826,10014,9712,9864,5640,62400.0,4800000.0
2003-08-13,9750,10091,9750,10092,7230,63840.0,4800000.0
2003-08-14,9902,10243,9864,10243,10820,64800.0,4800000.0
2003-08-18,10394,10394,10090,10319,31010,65280.0,4800000.0
2003-08-19,10395,10850,10319,10623,40960,67200.0,4800000.0
2003-08-20,10621,10621,10280,10281,8830,65040.0,4800000.0
2003-08-21,10205,10622,10205,10623,17620,67200.0,4800000.0
2003-08-22,10621,10659,10356,10585,9005,66960.0,4800000.0
2003-08-25,10509,10698,10471,10699,10901,67680.0,4800000.0
2003-08-26,10737,10737,10546,10547,5600,66720.0,4800000.0
2003-08-27,10433,10661,10395,10547,4520,66720.0,4800000.0
2003-08-28,10395,10508,10319,10471,4560,66240.0,4800000.0
2003-08-29,10393,10545,10393,10509,7780,66480.0,4800000.0
2003-09-01,10585,10698,10433,10699,11460,67680.0,4800000.0
2003-09-02,10735,10735,10393,10585,20230,66960.0,4800000.0
2003-09-03,10622,11078,10546,10850,33460,68640.0,4800000.0
2003-09-04,10812,11344,10812,11154,43950,70560.0,4800000.0
2003-09-05,11457,11457,11116,11154,17639,70560.0,4800000.0
2003-09-08,11229,11229,10737,10850,14340,68640.0,4800000.0
2003-09-09,10773,10926,10622,10623,25330,67200.0,4800000.0
2003-09-15,10735,10849,10508,10585,6410,66960.0,4800000.0
2003-09-16,10584,10697,10469,10661,9280,67440.0,4800000.0
2003-09-17,10737,10888,10585,10775,10150,68160.0,4800000.0
2003-09-18,10661,10850,10622,10623,4980,67200.0,4800000.0
2003-09-19,10811,10849,10584,10585,6400,66960.0,4800000.0
2003-09-22,10509,10509,9902,10016,14720,63360.0,4800000.0
2003-09-23,9786,10128,9711,10130,6920,64080.0,4800000.0
2003-09-24,10052,10204,9977,9978,3620,63120.0,4800000.0
2003-09-25,9788,10015,9712,9712,2850,61440.0,4800000.0
2003-09-26,9674,9864,9674,9864,3820,62400.0,4800000.0
2003-09-29,10014,10014,9636,9864,3490,62400.0,4800000.0
2003-09-30,9788,10622,9788,10623,20820,67200.0,4800000.0
2003-10-01,10357,10357,9902,10168,7850,64320.0,4800000.0
2003-10-02,10167,10357,10015,10016,3860,63360.0,4800000.0
2003-10-06,10015,10167,9939,9940,4520,62880.0,4800000.0
2003-10-07,9977,10128,9901,9902,2880,62640.0,4800000.0
2003-10-08,10090,10090,9862,9978,4790,63120.0,4800000.0
2003-10-09,9786,10014,9786,9826,4950,62160.0,4800000.0
2003-10-10,9786,10128,9786,10130,20620,64080.0,4800000.0
2003-10-13,9938,10318,9938,10281,10894,65040.0,4800000.0
2003-10-14,10280,10621,10242,10585,27633,66960.0,4800000.0
2003-10-15,10470,10546,10167,10243,19660,64800.0,4800000.0
2003-10-16,10166,10356,10052,10054,18900,63600.0,4800000.0
2003-10-17,10054,10243,10054,10243,17965,64800.0,4800000.0
2003-10-20,10243,10281,10054,10243,4925,64800.0,4800000.0
2003-10-21,10243,10243,10015,10092,9210,63840.0,4800000.0
2003-10-22,10091,10205,9978,10092,3230,63840.0,4800000.0
2003-10-23,9938,9977,9559,9598,14984,60720.0,4800000.0
2003-10-24,9484,9978,9484,9712,7040,61440.0,4800000.0
2003-10-27,9788,9939,9712,9712,6390,61440.0,4800000.0
2003-10-28,9673,9901,9635,9826,10690,62160.0,4800000.0
2003-10-29,9939,10014,9674,9864,12480,62400.0,4800000.0
2003-10-30,9864,9978,9712,9788,2270,61920.0,4800000.0
2003-10-31,9711,9938,9711,9902,3210,62640.0,4800000.0
2003-11-03,10014,10014,9977,9978,550,63120.0,4800000.0
2003-11-04,9864,10243,9864,10092,11980,63840.0,4800000.0
2003-11-05,10015,10167,9864,10092,4521,63840.0,4800000.0
2003-11-06,10054,10054,9788,9788,5434,61920.0,4800000.0
2003-11-07,9750,9939,9750,9940,6680,62880.0,4800000.0
2003-11-10,10091,10091,9826,9940,4200,62880.0,4800000.0
2003-11-11,9862,10052,9825,9902,9760,62640.0,4800000.0
2003-11-12,10014,10014,9826,9864,5691,62400.0,4800000.0
2003-11-13,9938,9977,9786,9978,11100,63120.0,4800000.0
2003-11-14,9977,10242,9901,10130,14110,64080.0,4800000.0
2003-11-17,10167,10167,9939,9940,4070,62880.0,4800000.0
2003-11-18,10014,10014,9635,9750,15828,61680.0,4800000.0
2003-11-19,9635,9673,9559,9598,5960,60720.0,4800000.0
2003-11-20,9711,9749,9559,9674,2990,61200.0,4800000.0
2003-11-21,9484,9712,9484,9712,2880,61440.0,4800000.0
2003-11-24,9484,9750,9484,9485,3530,60000.0,4800000.0
2003-11-25,9523,9712,9523,9561,1872,60480.0,4800000.0
2003-11-26,9788,9788,9523,9561,5060,60480.0,4800000.0
2003-11-27,9711,9749,9559,9750,3200,61680.0,4800000.0
2003-11-28,9864,9864,9712,9712,3700,61440.0,4800000.0
2003-12-01,9636,9788,9636,9712,5740,61440.0,4800000.0
2003-12-02,9862,9901,9711,9826,5520,62160.0,4800000.0
2003-12-03,9862,9977,9711,9750,5755,61680.0,4800000.0
2003-12-04,9864,9864,9712,9712,6460,61440.0,4800000.0
2003-12-05,10090,10090,9711,9826,10420,62160.0,4800000.0
2003-12-08,10054,10054,9674,9712,3930,61440.0,4800000.0
2003-12-09,9939,9939,9712,9712,1592,61440.0,4800000.0
2003-12-10,9864,9864,9636,9636,4700,60960.0,4800000.0
2003-12-11,9636,9826,9636,9712,7260,61440.0,4800000.0
2003-12-12,9902,9902,9750,9788,4380,61920.0,4800000.0
2003-12-15,10015,10015,9674,9788,16380,61920.0,4800000.0
2003-12-16,9864,9864,9674,9864,5870,62400.0,4800000.0
2003-12-17,9977,10167,9788,9940,16930,62880.0,4800000.0
2003-12-18,9938,10014,9786,9826,8450,62160.0,4800000.0
2003-12-19,10014,10090,9711,9826,17016,62160.0,4800000.0
2003-12-22,9786,9825,9597,9598,23940,60720.0,4800000.0
2003-12-23,9673,10242,9597,9902,54655,62640.0,4800000.0
2003-12-24,9902,10129,9750,10016,21281,63360.0,4800000.0
2003-12-26,10014,10014,9711,9750,23779,61680.0,4800000.0
2003-12-29,9559,9635,9483,9598,5770,60720.0,4800000.0
2003-12-30,9711,9786,9597,9750,9610,61680.0,4800000.0
2004-01-02,9864,9864,9523,9712,18560,61440.0,4800000.0
2004-01-05,9712,9712,9560,9636,3880,60960.0,4800000.0
2004-01-06,9598,9939,9523,9940,17220,62880.0,4800000.0
2004-01-07,9939,10015,9750,10016,13150,63360.0,4800000.0
2004-01-08,9939,10167,9788,9864,23230,62400.0,4800000.0
2004-01-09,9938,10090,9786,9826,7710,62160.0,4800000.0
2004-01-12,9712,9939,9598,9636,7363,60960.0,4800000.0
2004-01-13,9635,9711,9559,9598,11330,60720.0,4800000.0
2004-01-14,9521,9673,9521,9674,3470,61200.0,4800000.0
2004-01-15,9750,9750,9560,9561,2990,60480.0,4800000.0
2004-01-16,9484,9636,9484,9485,10582,60000.0,4800000.0
2004-01-19,9483,9521,9218,9371,9930,59280.0,4800000.0
2004-01-20,9371,9484,9332,9333,2572,59040.0,4800000.0
2004-01-26,9255,9255,9142,9143,8130,57840.0,4800000.0
2004-01-27,9066,9255,9066,9143,8180,57840.0,4800000.0
2004-01-28,9143,9295,9143,9181,3560,58080.0,4800000.0
2004-01-29,9105,9181,9105,9181,2440,58080.0,4800000.0
2004-01-30,9067,9295,9067,9181,1690,58080.0,4800000.0
2004-02-02,9104,9179,9104,9143,1330,57840.0,4800000.0
2004-02-03,9179,9255,9104,9219,3110,58320.0,4800000.0
2004-02-04,9219,9219,8725,8878,17150,56160.0,4800000.0
2004-02-05,8838,9066,8724,8991,5680,56880.0,4800000.0
2004-02-06,8916,9105,8916,9029,8710,57120.0,4800000.0
2004-02-09,9029,9181,9029,9029,4250,57120.0,4800000.0
2004-02-10,8916,9181,8916,9029,9550,57120.0,4800000.0
2004-02-11,9181,9181,9029,9105,4100,57600.0,4800000.0
2004-02-12,9066,9255,9066,9219,6490,58320.0,4800000.0
2004-02-13,9294,9407,9218,9219,16800,58320.0,4800000.0
2004-02-16,9218,9331,9218,9219,6780,58320.0,4800000.0
2004-02-17,9255,9331,9218,9219,2630,58320.0,4800000.0
2004-02-18,9218,9255,9179,9219,7830,58320.0,4800000.0
2004-02-19,9255,9255,9179,9219,1930,58320.0,4800000.0
2004-02-20,9179,9255,9104,9219,4540,58320.0,4800000.0
2004-02-23,9179,9294,9104,9143,2880,57840.0,4800000.0
2004-02-24,9105,9219,9067,9181,3610,58080.0,4800000.0
2004-02-25,8952,9218,8952,8991,5370,56880.0,4800000.0
2004-02-26,9143,9219,8953,9029,2750,57120.0,4800000.0
2004-02-27,9029,9219,8953,8954,2630,56640.0,4800000.0
2004-03-02,8877,9332,8877,9333,6820,59040.0,4800000.0
2004-03-03,9181,9295,9181,9181,2620,58080.0,4800000.0
2004-03-04,9295,9332,9143,9257,1860,58560.0,4800000.0
2004-03-05,9181,9257,8953,9029,3570,57120.0,4800000.0
2004-03-08,9067,9181,9029,9105,3220,57600.0,4800000.0
2004-03-09,8953,9181,8953,9181,2090,58080.0,4800000.0
2004-03-10,9142,9142,8990,9067,690,57360.0,4800000.0
2004-03-11,8914,9066,8914,8916,4460,56400.0,4800000.0
2004-03-12,8916,9029,8498,8878,7320,56160.0,4800000.0
2004-03-15,8801,9029,8801,8802,500,55680.0,4800000.0
2004-03-16,9104,9104,8724,8991,4580,56880.0,4800000.0
2004-03-17,8800,8914,8800,8840,5240,55920.0,4800000.0
2004-03-18,8840,8877,8801,8802,1870,55680.0,4800000.0
2004-03-19,8877,8877,8801,8802,1700,55680.0,4800000.0
2004-03-22,8725,8801,8574,8802,3030,55680.0,4800000.0
2004-03-23,8535,8762,8535,8764,680,55440.0,4800000.0
2004-03-24,8612,8801,8612,8650,500,54720.0,4800000.0
2004-03-25,8612,8801,8574,8650,2440,54720.0,4800000.0
2004-03-26,8536,8840,8536,8574,1416,54240.0,4800000.0
2004-03-29,8536,8877,8498,8574,2700,54240.0,4800000.0
2004-03-30,8574,8574,8574,8574,2560,54240.0,4800000.0
2004-03-31,8724,8724,8421,8460,4710,53520.0,4800000.0
2004-04-01,8383,8459,8307,8309,5466,52560.0,4800000.0
2004-04-02,8269,8496,8269,8460,4430,53520.0,4800000.0
2004-04-06,8535,8952,8421,8688,17220,54960.0,4800000.0
2004-04-07,8574,8725,8536,8574,2370,54240.0,4800000.0
2004-04-08,8650,8650,8498,8574,3930,54240.0,4800000.0
2004-04-09,8536,8612,8536,8574,5530,54240.0,4800000.0
2004-04-12,8498,8725,8498,8726,11480,55200.0,4800000.0
2004-04-13,8724,8724,8572,8612,1360,54480.0,4800000.0
2004-04-14,8536,8688,8498,8498,3920,53760.0,4800000.0
2004-04-16,8421,8724,8421,8536,8770,54000.0,4800000.0
2004-04-19,8536,8725,8536,8726,4890,55200.0,4800000.0
2004-04-20,8611,8724,8611,8688,1900,54960.0,4800000.0
2004-04-21,8572,8687,8572,8612,4190,54480.0,4800000.0
2004-04-22,8574,8725,8574,8574,2010,54240.0,4800000.0
2004-04-23,8688,8688,8574,8574,2440,54240.0,4800000.0
2004-04-26,8572,8687,8572,8612,1440,54480.0,4800000.0
2004-04-27,8612,8877,8498,8878,13180,56160.0,4800000.0
2004-04-28,8952,8990,8611,8612,3387,54480.0,4800000.0
2004-04-29,8725,8725,8536,8574,3240,54240.0,4800000.0
2004-04-30,8498,8764,8498,8726,6510,55200.0,4800000.0
2004-05-03,8838,8838,8496,8536,4630,54000.0,4800000.0
2004-05-04,8535,8724,8459,8536,2880,54000.0,4800000.0
2004-05-06,8572,8572,8307,8309,49246,52560.0,4800000.0
2004-05-07,8194,8536,8118,8347,5250,52800.0,4800000.0
2004-05-10,8193,8193,7776,7777,4120,49200.0,4800000.0
2004-05-11,7489,7815,7322,7330,35750,46368.0,4800000.0
2004-05-12,7586,7738,7290,7702,4920,48720.0,4800000.0
2004-05-13,7510,7776,7457,7474,3800,47280.0,4800000.0
2004-05-14,7511,7587,7360,7360,8230,46560.0,4800000.0
2004-05-17,7290,7427,7245,7246,10290,45840.0,4800000.0
2004-05-18,7208,7299,7101,7284,2650,46080.0,4800000.0
2004-05-19,7282,7624,7282,7626,15450,48240.0,4800000.0
2004-05-20,7435,7511,7435,7512,810,47520.0,4800000.0
2004-05-21,7587,7587,7587,7588,1640,48000.0,4800000.0
2004-05-24,7587,7587,7436,7580,3830,47952.0,4800000.0
2004-05-25,7381,7442,7381,7398,3420,46800.0,4800000.0
2004-05-27,7411,7579,7397,7451,630,47136.0,4800000.0
2004-05-28,7578,7586,7457,7459,5041,47184.0,4800000.0
2004-05-31,7572,7572,7322,7512,6080,47520.0,4800000.0
2004-06-01,7367,7511,7367,7512,50,47520.0,4800000.0
2004-06-02,7374,7555,7374,7542,16304,47712.0,4800000.0
2004-06-03,7405,7511,7291,7512,910,47520.0,4800000.0
2004-06-04,7542,7587,7511,7512,2252,47520.0,4800000.0
2004-06-07,7511,7511,7451,7512,900,47520.0,4800000.0
2004-06-08,7572,7572,7572,7573,10,47904.0,4800000.0
