한미글로벌(053690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-02-24,11400,11650,11300,11600,12350,82360.0,7100000.0
2011-02-25,11450,11600,11400,11500,3170,81650.0,7100000.0
2011-02-28,11500,11500,11200,11250,7710,79875.0,7100000.0
2011-03-02,11100,11300,11000,11100,7930,78810.0,7100000.0
2011-03-03,11050,11200,10900,10950,12271,77745.0,7100000.0
2011-03-04,10850,11100,10850,11050,14850,78455.0,7100000.0
2011-03-07,11000,11050,10750,11050,13400,78455.0,7100000.0
2011-03-08,11100,11150,10900,11100,8850,78810.0,7100000.0
2011-03-09,11100,11350,11000,11200,9042,79520.0,7100000.0
2011-03-10,11300,11650,11300,11450,29715,81295.0,7100000.0
2011-03-11,11450,11600,11200,11500,13500,81650.0,7100000.0
2011-03-14,11500,11550,11000,11250,8970,79875.0,7100000.0
2011-03-15,11250,11250,10200,10650,29948,75615.0,7100000.0
2011-03-16,10600,11000,10450,10650,20245,75615.0,7100000.0
2011-03-17,10650,10650,10350,10500,15690,74550.0,7100000.0
2011-03-18,10400,11000,10400,10900,13390,77390.0,7100000.0
2011-03-21,11000,11000,10850,10950,5170,77745.0,7100000.0
2011-03-22,10950,11000,10650,10700,18660,75970.0,7100000.0
2011-03-23,10700,10900,10700,10800,9220,76680.0,7100000.0
2011-03-24,10900,11000,10850,10950,8690,77745.0,7100000.0
2011-03-25,10950,10950,10800,10850,10350,77035.0,7100000.0
2011-03-28,10850,12400,10800,11350,37520,80585.0,7100000.0
2011-03-29,11400,11700,10950,11050,16127,78455.0,7100000.0
2011-03-30,11200,11500,11000,11000,39511,78100.0,7100000.0
2011-03-31,11150,11150,10800,10900,17860,77390.0,7100000.0
2011-04-01,10800,11000,10750,10800,18330,76680.0,7100000.0
2011-04-04,10900,10900,10450,10700,44632,75970.0,7100000.0
2011-04-05,10600,10750,10400,10550,38034,74905.0,7100000.0
2011-04-06,10550,10700,10550,10650,17850,75615.0,7100000.0
2011-04-07,10700,10700,10400,10550,23911,74905.0,7100000.0
2011-04-08,10600,10700,10500,10650,12436,75615.0,7100000.0
2011-04-11,10650,10650,10450,10450,19080,74195.0,7100000.0
2011-04-12,10550,10550,9990,10050,53994,71355.0,7100000.0
2011-04-13,9960,10100,9950,10100,11695,71710.0,7100000.0
2011-04-14,10150,10350,10050,10250,9534,72775.0,7100000.0
2011-04-15,10100,10250,10000,10150,14204,72065.0,7100000.0
2011-04-18,10350,10350,9980,10100,14345,71710.0,7100000.0
2011-04-19,10000,10100,9950,10100,10292,71710.0,7100000.0
2011-04-20,10100,10150,10000,10150,11046,72065.0,7100000.0
2011-04-21,10150,10150,10000,10100,27850,71710.0,7100000.0
2011-04-22,10150,10500,9850,10050,36863,71355.0,7100000.0
2011-04-25,10150,10450,10150,10450,22842,74195.0,7100000.0
2011-04-26,10550,10950,10500,10750,51197,76325.0,7100000.0
2011-04-27,10600,11100,10600,11000,124491,78100.0,7100000.0
2011-04-28,11050,11050,10650,10800,16620,76680.0,7100000.0
2011-04-29,10800,10900,10550,10600,17600,75260.0,7100000.0
2011-05-02,10550,10850,10550,10750,12071,76325.0,7100000.0
2011-05-03,10650,10750,10550,10650,10553,75615.0,7100000.0
2011-05-04,10700,10700,10400,10500,10062,74550.0,7100000.0
2011-05-06,10450,10450,10150,10200,9620,72420.0,7100000.0
2011-05-09,10100,10500,10100,10450,5568,74195.0,7100000.0
2011-05-11,10700,10700,10300,10500,4742,74550.0,7100000.0
2011-05-12,10550,10650,10250,10600,6560,75260.0,7100000.0
2011-05-13,10650,10650,10250,10400,4870,73840.0,7100000.0
2011-05-16,10250,10500,10100,10100,8220,71710.0,7100000.0
2011-05-17,10300,10500,10150,10350,6860,73485.0,7100000.0
2011-05-18,10450,10450,10150,10400,3700,73840.0,7100000.0
2011-05-19,10350,10400,10100,10300,7738,73130.0,7100000.0
2011-05-20,10500,10500,10050,10250,3920,72775.0,7100000.0
2011-05-23,10150,10200,9970,9990,7432,70929.0,7100000.0
2011-05-24,10000,10300,10000,10000,3051,71000.0,7100000.0
2011-05-25,10000,10150,9970,10100,3790,71710.0,7100000.0
2011-05-26,10100,10250,10000,10250,6880,72775.0,7100000.0
2011-05-27,10200,10250,10000,10200,7940,72420.0,7100000.0
2011-05-30,10250,10250,10000,10150,9200,72065.0,7100000.0
2011-05-31,10050,10350,10050,10200,12280,72420.0,7100000.0
2011-06-01,10300,10300,10000,10200,6650,72420.0,7100000.0
2011-06-02,10050,10150,10000,10100,6380,71710.0,7100000.0
2011-06-03,10100,10200,9960,9960,10501,70716.0,7100000.0
2011-06-07,9960,10200,9900,9990,5874,70929.0,7100000.0
2011-06-08,9990,10100,9850,10050,5631,71355.0,7100000.0
2011-06-09,9860,10000,9860,10000,3991,71000.0,7100000.0
2011-06-10,10100,10100,9950,9990,3050,70929.0,7100000.0
2011-06-13,10050,10050,9860,9990,2649,70929.0,7100000.0
2011-06-14,9990,10050,9880,9900,3311,70290.0,7100000.0
2011-06-15,9900,9900,9610,9840,5798,69864.0,7100000.0
2011-06-16,9840,9840,9350,9600,11560,68160.0,7100000.0
2011-06-17,9600,9600,8800,9210,20343,65391.0,7100000.0
2011-06-20,9210,9280,8960,9000,10910,63900.0,7100000.0
2011-06-21,9000,9170,8950,9070,5750,64397.0,7100000.0
2011-06-22,9040,9100,8970,9070,3901,64397.0,7100000.0
2011-06-23,9180,9190,9000,9070,5637,64397.0,7100000.0
2011-06-24,9020,9180,9020,9130,8520,64823.0,7100000.0
2011-06-27,9080,9240,9000,9170,5290,65107.0,7100000.0
2011-06-28,9180,9230,9050,9140,11940,64894.0,7100000.0
2011-06-29,9150,9330,9150,9200,11794,65320.0,7100000.0
2011-06-30,9250,9250,9180,9230,1720,65533.0,7100000.0
2011-07-01,9230,9300,9200,9270,6960,65817.0,7100000.0
2011-07-04,9350,9370,9180,9260,4565,65746.0,7100000.0
2011-07-05,9250,9360,9200,9300,7990,66030.0,7100000.0
2011-07-06,9300,9320,9230,9290,2210,65959.0,7100000.0
2011-07-07,9300,9440,9240,9440,5690,67024.0,7100000.0
2011-07-08,9460,9570,9390,9550,3951,67805.0,7100000.0
2011-07-11,9590,9600,9190,9220,13705,65462.0,7100000.0
2011-07-12,9150,9260,9040,9260,5810,65746.0,7100000.0
2011-07-13,9330,9330,9100,9160,6960,65036.0,7100000.0
2011-07-14,9190,9190,9000,9160,7950,65036.0,7100000.0
2011-07-15,9190,9200,9100,9200,7330,65320.0,7100000.0
2011-07-18,9160,9230,9000,9120,7996,64752.0,7100000.0
2011-07-19,9130,9180,9060,9180,3790,65178.0,7100000.0
2011-07-20,9180,9270,9180,9200,7621,65320.0,7100000.0
2011-07-21,9230,9330,9170,9300,6494,66030.0,7100000.0
2011-07-22,9280,9400,9260,9400,8086,66740.0,7100000.0
2011-07-25,9530,9530,9280,9500,12598,67450.0,7100000.0
2011-07-26,9600,9600,9370,9480,8539,67308.0,7100000.0
2011-07-27,9490,9500,9420,9470,4100,67237.0,7100000.0
2011-07-28,9470,9500,9380,9430,4660,66953.0,7100000.0
2011-07-29,9490,9570,9390,9500,7470,67450.0,7100000.0
2011-08-01,9500,9570,9410,9480,2631,67308.0,7100000.0
2011-08-02,9480,9480,9330,9340,2810,66314.0,7100000.0
2011-08-03,9300,9300,9150,9220,3836,65462.0,7100000.0
2011-08-04,9300,9300,9030,9070,5409,64397.0,7100000.0
2011-08-05,8950,8950,7750,8500,23522,60350.0,7100000.0
2011-08-08,8500,8500,8060,8180,12274,58078.0,7100000.0
2011-08-09,7450,8280,7000,7300,30380,51830.0,7100000.0
2011-08-10,7790,7900,7350,7420,22310,52682.0,7100000.0
2011-08-11,7000,7500,6950,7330,17170,52043.0,7100000.0
2011-08-12,7530,7900,7400,7720,8871,54812.0,7100000.0
2011-08-16,7800,8070,7790,7950,12641,56445.0,7100000.0
2011-08-17,7950,8130,7950,7990,9698,56729.0,7100000.0
2011-08-18,8130,8400,8030,8400,17510,59640.0,7100000.0
2011-08-19,8300,8300,8150,8300,8820,58930.0,7100000.0
2011-08-22,8470,8470,8220,8310,4135,59001.0,7100000.0
2011-08-23,8310,8700,8310,8650,5949,61415.0,7100000.0
2011-08-24,8880,8970,8600,8690,3800,61699.0,7100000.0
2011-08-25,8920,8920,8240,8440,7135,59924.0,7100000.0
2011-08-26,8490,8490,8200,8280,8203,58788.0,7100000.0
2011-08-29,8280,8400,8110,8190,14030,58149.0,7100000.0
2011-08-30,8050,8220,8050,8200,8590,58220.0,7100000.0
2011-08-31,8250,8250,8140,8170,4910,58007.0,7100000.0
2011-09-01,8230,8310,8170,8290,5332,58859.0,7100000.0
2011-09-02,8070,8300,8070,8300,2270,58930.0,7100000.0
2011-09-05,8200,8290,8050,8290,3710,58859.0,7100000.0
2011-09-06,8390,8390,8000,8270,890,58717.0,7100000.0
2011-09-07,8380,8380,8110,8320,1718,59072.0,7100000.0
2011-09-08,8590,8590,7750,8400,5450,59640.0,7100000.0
2011-09-09,8500,8500,8370,8430,1770,59853.0,7100000.0
2011-09-14,8530,8530,8200,8380,1370,59498.0,7100000.0
2011-09-15,8460,8500,8200,8200,4371,58220.0,7100000.0
2011-09-16,8240,8480,8060,8270,5580,58717.0,7100000.0
2011-09-19,8240,8240,8100,8210,4974,58291.0,7100000.0
2011-09-20,8010,8220,8010,8210,4520,58291.0,7100000.0
2011-09-21,8200,8200,8100,8190,2293,58149.0,7100000.0
2011-09-22,8100,8100,7920,8070,6908,57297.0,7100000.0
2011-09-23,7710,8150,7700,7830,11761,55593.0,7100000.0
2011-09-26,7720,7810,7200,7330,15237,52043.0,7100000.0
2011-09-27,7450,7450,7110,7110,15810,50481.0,7100000.0
2011-09-28,7220,7270,7100,7120,4446,50552.0,7100000.0
2011-09-29,6850,7150,6850,7000,17530,49700.0,7100000.0
2011-09-30,7000,7000,6930,6990,12352,49629.0,7100000.0
2011-10-04,6890,7450,6600,7000,27382,49700.0,7100000.0
2011-10-05,6870,6970,6830,6880,8893,48848.0,7100000.0
2011-10-06,7040,7040,6810,6860,18080,48706.0,7100000.0
2011-10-07,6850,6850,6750,6750,21257,47925.0,7100000.0
2011-10-10,6770,6860,6740,6800,10310,48280.0,7100000.0
2011-10-11,6860,6890,6780,6840,9391,48564.0,7100000.0
2011-10-12,6840,6850,6770,6850,9709,48635.0,7100000.0
2011-10-13,6880,6980,6830,6850,29630,48635.0,7100000.0
2011-10-14,6890,6980,6850,6880,14550,48848.0,7100000.0
2011-10-17,6930,7000,6880,6900,19015,48990.0,7100000.0
2011-10-18,6900,6900,6800,6800,12190,48280.0,7100000.0
2011-10-19,6900,6910,6800,6860,8690,48706.0,7100000.0
2011-10-20,6820,7000,6770,6800,19140,48280.0,7100000.0
2011-10-21,7150,7190,6920,7040,20025,49984.0,7100000.0
2011-10-24,7070,7360,7050,7360,25470,52256.0,7100000.0
2011-10-25,7380,7400,7260,7310,16080,51901.0,7100000.0
2011-10-26,7330,7350,7200,7350,10470,52185.0,7100000.0
2011-10-27,7350,7400,7250,7400,8165,52540.0,7100000.0
2011-10-28,7360,7680,7360,7590,12830,53889.0,7100000.0
2011-10-31,7680,7680,7440,7590,6190,53889.0,7100000.0
2011-11-01,7600,7650,7500,7500,3110,53250.0,7100000.0
2011-11-02,7600,7600,7350,7500,3650,53250.0,7100000.0
2011-11-03,7560,7600,7340,7490,6940,53179.0,7100000.0
2011-11-04,7400,7520,7400,7480,3530,53108.0,7100000.0
2011-11-07,7480,7480,7300,7390,5290,52469.0,7100000.0
2011-11-08,7410,7450,7290,7380,4860,52398.0,7100000.0
2011-11-09,7600,8090,7460,7620,114302,54102.0,7100000.0
2011-11-10,7500,7600,7360,7360,9203,52256.0,7100000.0
2011-11-11,7380,7560,7380,7480,7100,53108.0,7100000.0
2011-11-14,7470,7550,7430,7520,10193,53392.0,7100000.0
2011-11-15,7460,7460,7350,7420,4540,52682.0,7100000.0
2011-11-16,7400,7590,7380,7500,13450,53250.0,7100000.0
2011-11-17,7500,7580,7440,7560,5930,53676.0,7100000.0
2011-11-18,7530,7530,7410,7520,8140,53392.0,7100000.0
2011-11-21,7520,7540,7480,7540,10783,53534.0,7100000.0
2011-11-22,7490,7670,7490,7670,9980,54457.0,7100000.0
2011-11-23,7770,7960,7640,7800,11820,55380.0,7100000.0
2011-11-24,7800,8100,7600,8000,22410,56800.0,7100000.0
2011-11-25,8210,8210,7830,8130,8270,57723.0,7100000.0
2011-11-28,8200,8270,7960,8100,6520,57510.0,7100000.0
2011-11-29,8240,8300,8130,8170,4453,58007.0,7100000.0
2011-11-30,8200,8200,7990,8100,9110,57510.0,7100000.0
2011-12-01,8190,8240,8000,8100,9140,57510.0,7100000.0
2011-12-02,8250,8250,8050,8140,3712,57794.0,7100000.0
2011-12-05,8060,8230,8060,8150,7380,57865.0,7100000.0
2011-12-06,8170,8170,8050,8100,5711,57510.0,7100000.0
2011-12-07,8130,8140,7960,8130,8480,57723.0,7100000.0
2011-12-08,8240,8240,7960,8110,6601,57581.0,7100000.0
2011-12-09,8100,8130,8050,8050,4750,57155.0,7100000.0
2011-12-12,7960,8050,7960,7970,1536,56587.0,7100000.0
2011-12-13,8140,8140,7910,7980,3583,56658.0,7100000.0
2011-12-14,8120,8130,7940,8060,1810,57226.0,7100000.0
2011-12-15,8310,8310,7890,8070,6610,57297.0,7100000.0
2011-12-16,8250,8250,7920,8020,3580,56942.0,7100000.0
2011-12-19,8060,8060,7770,7850,9162,55735.0,7100000.0
2011-12-20,7890,7910,7800,7890,2190,56019.0,7100000.0
2011-12-21,7980,7980,7870,7970,7882,56587.0,7100000.0
2011-12-22,8000,8090,7920,7920,5290,56232.0,7100000.0
2011-12-23,7920,8000,7910,7980,9900,56658.0,7100000.0
2011-12-26,7960,7980,7920,7940,2580,56374.0,7100000.0
2011-12-27,7810,7950,7810,7940,2030,56374.0,7100000.0
2011-12-28,7680,7980,7680,7980,2050,56658.0,7100000.0
2011-12-29,7980,8050,7980,8050,1600,57155.0,7100000.0
2012-01-02,8090,8090,7860,8000,2868,56800.0,7100000.0
2012-01-03,8000,8050,7900,7970,5552,56587.0,7100000.0
2012-01-04,7870,7990,7750,7750,15410,55025.0,7100000.0
2012-01-05,7750,7870,7700,7750,23320,55025.0,7100000.0
2012-01-06,7680,7760,7330,7360,23490,52256.0,7100000.0
2012-01-09,7370,7410,7200,7400,12956,52540.0,7100000.0
2012-01-10,7340,7840,7340,7580,25412,53818.0,7100000.0
2012-01-11,7440,7660,7440,7460,9909,52966.0,7100000.0
2012-01-12,7450,7780,7440,7480,8410,53108.0,7100000.0
2012-01-13,7590,7590,7400,7400,7200,52540.0,7100000.0
2012-01-16,7450,7450,6500,7270,8204,51617.0,7100000.0
2012-01-17,7300,7340,7150,7300,3335,51830.0,7100000.0
2012-01-18,7400,7400,7150,7310,8810,51901.0,7100000.0
2012-01-19,7310,7470,7230,7290,2330,51759.0,7100000.0
2012-01-20,7210,7290,7190,7210,5480,51191.0,7100000.0
2012-01-25,7300,7300,7190,7200,7850,51120.0,7100000.0
2012-01-26,7200,7330,7150,7160,6180,50836.0,7100000.0
2012-01-27,7150,7280,7150,7200,12900,51120.0,7100000.0
2012-01-30,7290,7290,7200,7220,689,51262.0,7100000.0
2012-01-31,7230,7360,7230,7240,1583,51404.0,7100000.0
2012-02-01,7240,7320,7240,7310,1960,51901.0,7100000.0
2012-02-02,7310,7390,7200,7340,10520,52114.0,7100000.0
2012-02-03,7300,7310,7200,7290,4866,51759.0,7100000.0
2012-02-06,7290,7350,7210,7300,9520,51830.0,7100000.0
2012-02-07,7300,7570,7300,7480,5471,53108.0,7100000.0
2012-02-08,7500,7600,7480,7540,4473,53534.0,7100000.0
2012-02-09,7570,7600,7450,7500,9433,53250.0,7100000.0
2012-02-10,7570,7640,7430,7540,10631,53534.0,7100000.0
2012-02-13,7620,7640,7540,7640,4020,54244.0,7100000.0
2012-02-14,7640,7640,7510,7560,14135,53676.0,7100000.0
2012-02-15,7580,8000,7580,8000,31135,56800.0,7100000.0
2012-02-16,7950,8160,7900,8050,32392,57155.0,7100000.0
2012-02-17,8100,8300,8100,8300,29670,58930.0,7100000.0
2012-02-20,8140,8350,8140,8250,18960,58575.0,7100000.0
2012-02-21,8380,8740,8380,8500,21797,60350.0,7100000.0
2012-02-22,8760,8760,8320,8500,16930,60350.0,7100000.0
2012-02-23,8560,8560,8440,8500,9240,60350.0,7100000.0
2012-02-24,8690,8690,8510,8600,5100,61060.0,7100000.0
2012-02-27,8640,8950,8590,8700,17994,61770.0,7100000.0
2012-02-28,8710,8840,8500,8510,6472,60421.0,7100000.0
2012-02-29,9780,9780,9780,9780,87450,69438.0,7100000.0
2012-03-02,11200,11200,10400,11200,840960,79520.0,7100000.0
2012-03-05,11050,11600,10600,11350,552305,80585.0,7100000.0
2012-03-06,11100,11200,9810,9810,295258,69651.0,7100000.0
2012-03-07,9620,9890,9230,9320,156996,66172.0,7100000.0
2012-03-08,9330,9390,8960,9100,119995,64610.0,7100000.0
2012-03-09,9130,9250,8970,9150,76695,64965.0,7100000.0
2012-03-12,9220,9220,8880,8880,61293,63048.0,7100000.0
2012-03-13,8760,8890,8720,8770,50457,62267.0,7100000.0
2012-03-14,8830,9000,8710,8910,33014,63261.0,7100000.0
2012-03-15,8990,8990,8830,8880,20913,63048.0,7100000.0
2012-03-16,8850,9090,8820,8840,39709,62764.0,7100000.0
2012-03-19,8720,8840,8670,8700,40195,61770.0,7100000.0
2012-03-20,8620,8830,8550,8550,40068,60705.0,7100000.0
2012-03-21,8560,8640,8520,8530,16890,60563.0,7100000.0
2012-03-22,8600,8920,8530,8660,35354,61486.0,7100000.0
2012-03-23,8830,8830,8620,8620,6424,61202.0,7100000.0
2012-03-26,8580,8700,8520,8520,15249,60492.0,7100000.0
2012-03-27,8520,8660,8480,8620,10872,61202.0,7100000.0
2012-03-28,8520,8660,8400,8400,9132,59640.0,7100000.0
2012-03-29,8500,8540,8270,8500,14845,60350.0,7100000.0
2012-03-30,8630,8630,8480,8570,5580,60847.0,7100000.0
2012-04-02,8660,8660,8360,8540,8290,60634.0,7100000.0
2012-04-03,8460,8630,8390,8400,10110,59640.0,7100000.0
2012-04-04,8260,8570,8220,8430,17599,59853.0,7100000.0
2012-04-05,8490,8550,8200,8340,17683,59214.0,7100000.0
2012-04-06,8210,8280,8120,8120,24925,57652.0,7100000.0
2012-04-09,8120,8120,7920,7920,50983,56232.0,7100000.0
2012-04-10,7500,8230,7500,8000,23690,56800.0,7100000.0
2012-04-12,8000,8000,7800,7990,7570,56729.0,7100000.0
2012-04-13,7930,8200,7920,8180,10268,58078.0,7100000.0
2012-04-16,8020,8320,8020,8190,14120,58149.0,7100000.0
2012-04-17,8170,8210,8100,8160,6210,57936.0,7100000.0
2012-04-18,8170,8200,8080,8150,9560,57865.0,7100000.0
2012-04-19,8150,8160,7960,8000,8860,56800.0,7100000.0
2012-04-20,8010,8020,7800,7940,13190,56374.0,7100000.0
2012-04-23,7810,8000,7810,7930,16000,56303.0,7100000.0
2012-04-24,8190,8700,7940,8320,122518,59072.0,7100000.0
2012-04-25,8390,9110,8030,8050,154381,57155.0,7100000.0
2012-04-26,8050,8230,7800,7800,34441,55380.0,7100000.0
2012-04-27,7830,7950,7480,7590,35890,53889.0,7100000.0
2012-04-30,7570,7590,7460,7570,10780,53747.0,7100000.0
2012-05-02,7640,7670,7370,7540,14190,53534.0,7100000.0
2012-05-03,7400,7430,7300,7380,16291,52398.0,7100000.0
2012-05-04,7320,7500,7320,7410,15860,52611.0,7100000.0
2012-05-07,7490,7490,7200,7220,10669,51262.0,7100000.0
2012-05-08,7240,7330,7170,7260,15000,51546.0,7100000.0
2012-05-09,7180,7300,7100,7200,17480,51120.0,7100000.0
2012-05-10,7080,7330,7060,7200,14153,51120.0,7100000.0
2012-05-11,7120,7500,7100,7240,15432,51404.0,7100000.0
2012-05-14,7240,7310,7170,7300,6353,51830.0,7100000.0
2012-05-15,7080,7300,7030,7260,12531,51546.0,7100000.0
2012-05-16,7260,7260,6930,7050,10620,50055.0,7100000.0
2012-05-17,6870,7050,6870,7010,8390,49771.0,7100000.0
2012-05-18,6810,7000,6790,6980,12674,49558.0,7100000.0
2012-05-21,6980,7170,6850,7020,3830,49842.0,7100000.0
2012-05-22,6940,7050,6940,7050,3680,50055.0,7100000.0
2012-05-23,7050,7080,6900,7080,1440,50268.0,7100000.0
2012-05-24,7080,7150,7000,7140,2010,50694.0,7100000.0
2012-05-25,7150,7240,7000,7150,6074,50765.0,7100000.0
2012-05-29,7150,7300,7150,7190,4181,51049.0,7100000.0
2012-05-30,7390,7390,7150,7160,2430,50836.0,7100000.0
2012-05-31,7020,7190,7020,7120,1666,50552.0,7100000.0
2012-06-01,7190,7190,7000,7110,2810,50481.0,7100000.0
2012-06-04,7040,7040,6830,6860,3010,48706.0,7100000.0
2012-06-05,7000,7000,6800,6870,3350,48777.0,7100000.0
2012-06-07,6990,6990,6760,6920,5540,49132.0,7100000.0
2012-06-08,6810,6920,6750,6750,18450,47925.0,7100000.0
2012-06-11,6780,6950,6500,6710,8700,47641.0,7100000.0
2012-06-12,6600,6780,6600,6770,10340,48067.0,7100000.0
2012-06-13,6770,6870,6760,6840,5650,48564.0,7100000.0
2012-06-14,6760,6860,6760,6850,3480,48635.0,7100000.0
2012-06-15,6750,6840,6650,6750,7010,47925.0,7100000.0
2012-06-18,6750,6940,6750,6860,6330,48706.0,7100000.0
2012-06-19,6830,7390,6830,7110,11100,50481.0,7100000.0
2012-06-20,7000,7190,6970,7030,8800,49913.0,7100000.0
2012-06-21,6960,7120,6950,7060,5130,50126.0,7100000.0
2012-06-22,7000,7000,6900,6910,3350,49061.0,7100000.0
2012-06-25,7000,7000,6770,6880,7720,48848.0,7100000.0
2012-06-26,6950,6990,6780,6990,3110,49629.0,7100000.0
2012-06-27,7110,8030,7110,8030,142654,57013.0,7100000.0
2012-06-28,8480,8490,7400,7400,153622,52540.0,7100000.0
2012-06-29,7370,7430,7220,7340,30645,52114.0,7100000.0
2012-07-02,7340,7430,7170,7180,24066,50978.0,7100000.0
2012-07-03,7220,7240,7060,7170,17211,50907.0,7100000.0
2012-07-04,7220,7300,7160,7230,11216,51333.0,7100000.0
2012-07-05,7300,7390,7190,7230,14308,51333.0,7100000.0
2012-07-06,7200,7260,7140,7250,16160,51475.0,7100000.0
2012-07-09,7500,8330,7440,7700,177176,54670.0,7100000.0
2012-07-10,7970,7970,7260,7430,57381,52753.0,7100000.0
2012-07-11,7430,7700,7370,7470,14350,53037.0,7100000.0
2012-07-12,7550,7550,7280,7310,11000,51901.0,7100000.0
2012-07-13,7280,7310,7100,7200,21142,51120.0,7100000.0
2012-07-16,7200,7250,7110,7200,7311,51120.0,7100000.0
2012-07-17,7140,7200,7100,7130,11830,50623.0,7100000.0
2012-07-18,7150,7230,7130,7180,8680,50978.0,7100000.0
2012-07-19,7190,7230,7130,7160,8490,50836.0,7100000.0
2012-07-20,7150,7270,7110,7270,9420,51617.0,7100000.0
2012-07-23,7260,7260,7110,7110,8290,50481.0,7100000.0
2012-07-24,7110,7130,6950,6960,11230,49416.0,7100000.0
2012-07-25,6910,7020,6850,6950,5440,49345.0,7100000.0
2012-07-26,6950,7090,6900,7090,1611,50339.0,7100000.0
2012-07-27,7090,7130,7020,7120,2945,50552.0,7100000.0
2012-07-30,7150,7280,7140,7150,7710,50765.0,7100000.0
2012-07-31,7070,7200,7070,7190,4120,51049.0,7100000.0
2012-08-01,7130,7190,7060,7150,3620,50765.0,7100000.0
2012-08-02,7060,7180,6970,7110,6600,50481.0,7100000.0
2012-08-03,7000,7140,6930,7100,3360,50410.0,7100000.0
2012-08-06,7100,7190,6970,7180,5110,50978.0,7100000.0
2012-08-07,7150,7160,7100,7160,4921,50836.0,7100000.0
2012-08-08,7160,7240,7130,7200,6270,51120.0,7100000.0
2012-08-09,7220,7220,7060,7170,6170,50907.0,7100000.0
2012-08-10,7120,7200,7100,7190,4701,51049.0,7100000.0
2012-08-13,7150,7250,7100,7180,9660,50978.0,7100000.0
2012-08-14,7110,7230,7050,7230,12100,51333.0,7100000.0
2012-08-16,7230,7230,7140,7200,4320,51120.0,7100000.0
2012-08-17,7160,7230,7150,7210,6260,51191.0,7100000.0
2012-08-20,7150,7220,7100,7190,5801,51049.0,7100000.0
2012-08-21,7100,7180,7100,7140,3310,50694.0,7100000.0
2012-08-22,7100,7150,7000,7070,9640,50197.0,7100000.0
2012-08-23,7010,7070,7010,7030,4200,49913.0,7100000.0
2012-08-24,7020,7080,6940,7080,8890,50268.0,7100000.0
2012-08-27,7060,7090,6950,7050,7480,50055.0,7100000.0
2012-08-28,7050,7100,7000,7090,6370,50339.0,7100000.0
2012-08-29,7050,7090,7000,7090,3180,50339.0,7100000.0
2012-08-30,7010,7080,7000,7050,3050,50055.0,7100000.0
2012-08-31,7000,7070,7000,7010,7190,49771.0,7100000.0
2012-09-03,7020,7060,6910,7000,7017,49700.0,7100000.0
2012-09-04,7010,7150,7000,7150,7810,50765.0,7100000.0
2012-09-05,7150,7150,7100,7120,6393,50552.0,7100000.0
2012-09-06,7090,7320,7060,7200,15870,51120.0,7100000.0
2012-09-07,7340,7340,7120,7240,15668,51404.0,7100000.0
2012-09-10,7240,7320,7170,7320,9640,51972.0,7100000.0
2012-09-11,7230,7300,7220,7300,3931,51830.0,7100000.0
2012-09-12,7370,7370,7250,7350,4940,52185.0,7100000.0
2012-09-13,7220,7350,7220,7350,6520,52185.0,7100000.0
2012-09-14,7900,7900,7430,7490,25790,53179.0,7100000.0
2012-09-17,7480,7480,7300,7300,8710,51830.0,7100000.0
2012-09-18,7210,7380,7210,7340,3466,52114.0,7100000.0
2012-09-19,7360,7490,7290,7380,5850,52398.0,7100000.0
2012-09-20,7350,7370,7300,7370,3620,52327.0,7100000.0
2012-09-21,7370,7450,7300,7400,5030,52540.0,7100000.0
2012-09-24,7410,7430,7310,7430,5380,52753.0,7100000.0
2012-09-25,7470,7470,7310,7450,10620,52895.0,7100000.0
2012-09-26,7450,7450,7310,7310,10861,51901.0,7100000.0
2012-09-27,7310,7330,7240,7240,7730,51404.0,7100000.0
2012-09-28,7260,7380,7240,7380,3310,52398.0,7100000.0
2012-10-02,7430,7430,7310,7400,1610,52540.0,7100000.0
2012-10-04,7500,7500,7280,7410,3660,52611.0,7100000.0
2012-10-05,7420,7450,7320,7360,8098,52256.0,7100000.0
2012-10-08,7330,7430,7280,7340,3260,52114.0,7100000.0
2012-10-09,7400,7400,7220,7320,4920,51972.0,7100000.0
2012-10-10,7250,7370,7250,7320,4440,51972.0,7100000.0
2012-10-11,7290,7350,7200,7230,28100,51333.0,7100000.0
2012-10-12,7230,7300,7220,7240,5380,51404.0,7100000.0
2012-10-15,7240,7280,7190,7200,10127,51120.0,7100000.0
2012-10-16,7200,7300,7190,7300,7538,51830.0,7100000.0
2012-10-17,7360,7360,7230,7330,4080,52043.0,7100000.0
2012-10-18,7280,7320,7200,7270,8020,51617.0,7100000.0
2012-10-19,7250,7290,7190,7220,4450,51262.0,7100000.0
2012-10-22,7190,7200,7060,7190,5610,51049.0,7100000.0
2012-10-23,7120,7330,7120,7210,2750,51191.0,7100000.0
2012-10-24,7150,7280,7130,7160,5210,50836.0,7100000.0
2012-10-25,7160,7300,7160,7180,6500,50978.0,7100000.0
2012-10-26,7120,7180,7050,7150,7778,50765.0,7100000.0
2012-10-29,7070,7180,6920,6940,17728,49274.0,7100000.0
2012-10-30,6920,7080,6920,7080,3210,50268.0,7100000.0
2012-10-31,7110,7110,7010,7080,4360,50268.0,7100000.0
2012-11-01,7000,7010,6950,7010,3652,49771.0,7100000.0
2012-11-02,7010,7100,6950,7040,2050,49984.0,7100000.0
