인천도시가스(034590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-01-26,21673,22450,21673,22313,20448,97600.0,4000000.0
2007-01-29,22038,22587,21673,21764,13681,95200.0,4000000.0
2007-01-30,21855,22221,21764,22222,10540,97200.0,4000000.0
2007-01-31,21764,22313,21764,21856,13020,95600.0,4000000.0
2007-02-01,21855,22130,21673,22130,4070,96800.0,4000000.0
2007-02-02,22130,22313,21855,22313,23505,97600.0,4000000.0
2007-02-05,22313,22313,21947,22313,3094,97600.0,4000000.0
2007-02-06,21993,22313,21947,22222,6390,97200.0,4000000.0
2007-02-07,22038,22313,21947,22039,9631,96400.0,4000000.0
2007-02-08,22084,22313,21901,21993,25620,96200.0,4000000.0
2007-02-09,21947,22084,21947,22085,3970,96600.0,4000000.0
2007-02-12,21947,22221,21947,22222,5190,97200.0,4000000.0
2007-02-13,22175,22313,22130,22130,3253,96800.0,4000000.0
2007-02-14,22175,22358,22084,22085,3261,96600.0,4000000.0
2007-02-15,22130,22130,21764,21947,16290,96000.0,4000000.0
2007-02-16,22221,22221,21627,21764,5430,95200.0,4000000.0
2007-02-20,21627,21947,21490,21810,5710,95400.0,4000000.0
2007-02-21,21764,22038,21398,21947,20470,96000.0,4000000.0
2007-02-22,21673,22038,21673,21993,9180,96200.0,4000000.0
2007-02-23,22130,22130,21764,21993,28970,96200.0,4000000.0
2007-02-26,22038,22130,21855,21902,8650,95800.0,4000000.0
2007-02-27,22221,22221,21764,21856,35390,95600.0,4000000.0
2007-02-28,21673,21673,21215,21490,40581,94000.0,4000000.0
2007-03-02,21307,21764,21307,21764,5590,95200.0,4000000.0
2007-03-05,21764,21764,21352,21490,10132,94000.0,4000000.0
2007-03-06,21398,21535,21398,21490,15300,94000.0,4000000.0
2007-03-07,21673,21673,21398,21582,18669,94400.0,4000000.0
2007-03-08,21581,21764,21535,21764,17061,95200.0,4000000.0
2007-03-09,21718,21764,21490,21764,13960,95200.0,4000000.0
2007-03-12,21581,21855,21581,21764,5700,95200.0,4000000.0
2007-03-13,21581,21718,21581,21627,7512,94600.0,4000000.0
2007-03-14,21215,21581,21215,21536,10961,94200.0,4000000.0
2007-03-15,21444,21901,21444,21764,6191,95200.0,4000000.0
2007-03-16,21673,22038,21673,21810,9631,95400.0,4000000.0
2007-03-19,21810,22358,21810,22359,9500,97800.0,4000000.0
2007-03-20,22678,23181,22313,22953,12572,100400.0,4000000.0
2007-03-21,22953,23181,22313,23182,11240,101400.0,4000000.0
2007-03-22,22861,23136,22770,22770,5310,99600.0,4000000.0
2007-03-23,22770,22816,22404,22633,6140,99000.0,4000000.0
2007-03-26,22358,22587,22267,22405,2119,98000.0,4000000.0
2007-03-27,22221,22587,22221,22588,4510,98800.0,4000000.0
2007-03-28,22541,22541,22404,22450,9271,98200.0,4000000.0
2007-03-29,22404,22587,22404,22496,3702,98400.0,4000000.0
2007-03-30,22496,23044,22450,22862,13642,100000.0,4000000.0
2007-04-02,22678,22678,22496,22496,2808,98400.0,4000000.0
2007-04-03,22450,22587,22404,22588,2202,98800.0,4000000.0
2007-04-04,22678,22678,22496,22588,7550,98800.0,4000000.0
2007-04-05,22587,22678,22496,22588,3917,98800.0,4000000.0
2007-04-06,22587,22678,22358,22588,12885,98800.0,4000000.0
2007-04-09,22587,22770,22587,22588,9185,98800.0,4000000.0
2007-04-10,22633,22953,22541,22816,16570,99800.0,4000000.0
2007-04-11,23044,23136,22633,23136,21791,101200.0,4000000.0
2007-04-12,23044,24004,22953,23776,40400,104000.0,4000000.0
2007-04-13,23776,23959,23547,23776,18240,104000.0,4000000.0
2007-04-16,23959,25010,23730,24782,38400,108400.0,4000000.0
2007-04-17,24599,25056,24233,24691,21020,108000.0,4000000.0
2007-04-18,24965,25056,24279,24737,32750,108200.0,4000000.0
2007-04-19,24690,24690,24050,24279,11920,106200.0,4000000.0
2007-04-20,24462,24599,24233,24599,6480,107600.0,4000000.0
2007-04-23,24690,24782,24187,24325,21672,106400.0,4000000.0
2007-04-24,24645,24645,23319,24142,17197,105600.0,4000000.0
2007-04-25,23684,24142,23501,23776,6546,104000.0,4000000.0
2007-04-26,23867,24416,23776,24142,6791,105600.0,4000000.0
2007-04-27,24142,24507,24004,24005,12033,105000.0,4000000.0
2007-04-30,24004,24233,23776,24142,9587,105600.0,4000000.0
2007-05-02,24325,24507,24004,24005,20663,105000.0,4000000.0
2007-05-03,24004,24050,23364,23593,22065,103200.0,4000000.0
2007-05-04,23410,24096,23410,24051,6230,105200.0,4000000.0
2007-05-07,24187,24782,24050,24554,33325,107400.0,4000000.0
2007-05-08,24645,24690,24050,24096,10709,105400.0,4000000.0
2007-05-09,24050,24507,24004,24142,9489,105600.0,4000000.0
2007-05-10,24233,24416,23959,24371,10180,106600.0,4000000.0
2007-05-11,24142,24187,23867,23959,17020,104800.0,4000000.0
2007-05-14,24050,24187,23959,24096,11050,105400.0,4000000.0
2007-05-15,24096,24599,24096,24462,18690,107000.0,4000000.0
2007-05-16,24507,24507,24142,24234,5871,106000.0,4000000.0
2007-05-17,24233,24873,24233,24782,20846,108400.0,4000000.0
2007-05-18,24782,25605,24507,25239,13454,110400.0,4000000.0
2007-05-21,25330,26153,25285,25880,18901,113200.0,4000000.0
2007-05-22,26291,26291,25696,25880,16020,113200.0,4000000.0
2007-05-23,25879,26336,25605,26154,23980,114400.0,4000000.0
2007-05-25,26245,26565,25650,26565,17155,116200.0,4000000.0
2007-05-28,26565,26656,26245,26291,13816,115000.0,4000000.0
2007-05-29,26474,26519,25788,26520,28651,116000.0,4000000.0
2007-05-30,26794,26794,25971,26337,8680,115200.0,4000000.0
2007-05-31,26519,26794,26336,26794,8850,117200.0,4000000.0
2007-06-01,26931,26976,26428,26657,23444,116600.0,4000000.0
2007-06-04,26976,27159,26153,26748,16764,117000.0,4000000.0
2007-06-05,26748,26794,26474,26657,4520,116600.0,4000000.0
2007-06-07,26245,26748,26245,26657,4576,116600.0,4000000.0
2007-06-08,26291,26702,26291,26428,10070,115600.0,4000000.0
2007-06-11,27662,27662,26428,26520,15859,116000.0,4000000.0
2007-06-12,26519,26976,26153,26200,11982,114600.0,4000000.0
2007-06-13,26199,26611,26199,26428,6363,115600.0,4000000.0
2007-06-14,26336,26519,26199,26428,20550,115600.0,4000000.0
2007-06-15,26976,27068,26336,26703,17845,116800.0,4000000.0
2007-06-18,27159,27205,26519,27160,33154,118800.0,4000000.0
2007-06-19,26976,27159,26702,26840,15126,117400.0,4000000.0
2007-06-20,26976,26976,26062,26154,23880,114400.0,4000000.0
2007-06-21,26565,26565,26016,26154,39610,114400.0,4000000.0
2007-06-22,26153,26336,25879,26063,19154,114000.0,4000000.0
2007-06-25,25559,26519,25559,26063,13876,114000.0,4000000.0
2007-06-26,25971,26153,25742,26063,12440,114000.0,4000000.0
2007-06-27,26062,26611,26016,26428,3471,115600.0,4000000.0
2007-06-28,25925,26474,25925,26383,6840,115400.0,4000000.0
2007-06-29,26428,26748,26062,26703,14060,116800.0,4000000.0
2007-07-02,26839,26976,26611,26657,5980,116600.0,4000000.0
2007-07-03,26702,27068,26702,26977,6532,118000.0,4000000.0
2007-07-04,27022,27068,26748,27068,4970,118400.0,4000000.0
2007-07-05,27297,27845,27297,27846,10910,121800.0,4000000.0
2007-07-06,28028,29263,28028,29080,23597,127200.0,4000000.0
2007-07-09,29628,32646,29628,31549,43494,138000.0,4000000.0
2007-07-10,32098,33286,29994,31549,36546,138000.0,4000000.0
2007-07-11,31549,32189,31092,32007,18759,140000.0,4000000.0
2007-07-12,31915,32006,30863,31001,29559,135600.0,4000000.0
2007-07-13,31503,31503,30086,30086,48880,131600.0,4000000.0
2007-07-16,31000,32326,30314,31366,39062,137200.0,4000000.0
2007-07-18,31366,31457,30177,31321,19020,137000.0,4000000.0
2007-07-19,31320,31320,30360,31275,12325,136800.0,4000000.0
2007-07-20,31275,31275,30634,30909,14600,135200.0,4000000.0
2007-07-23,30909,31457,30360,30635,9695,134000.0,4000000.0
2007-07-24,30817,30817,30086,30269,18758,132400.0,4000000.0
2007-07-25,30360,30909,30314,30726,12081,134400.0,4000000.0
2007-07-26,30406,30909,30406,30681,14735,134200.0,4000000.0
2007-07-27,29720,31000,29720,31001,18642,135600.0,4000000.0
2007-07-30,30909,32463,30269,31092,11664,136000.0,4000000.0
2007-07-31,31549,32189,31137,31824,22850,139200.0,4000000.0
2007-08-01,32006,32189,31183,31184,20080,136400.0,4000000.0
2007-08-02,31000,31823,30223,31184,12248,136400.0,4000000.0
2007-08-03,31366,33378,31366,33104,18345,144800.0,4000000.0
2007-08-06,32372,33652,32098,33013,16048,144400.0,4000000.0
2007-08-07,33652,33652,32692,33378,15670,146000.0,4000000.0
2007-08-08,33835,33835,32921,33058,24884,144600.0,4000000.0
2007-08-09,32966,33378,32829,33378,19310,146000.0,4000000.0
2007-08-10,32921,33378,32326,32327,21152,141400.0,4000000.0
2007-08-13,32829,33286,32052,32921,3111,144000.0,4000000.0
2007-08-14,32235,33195,32235,33150,6862,145000.0,4000000.0
2007-08-16,31777,33149,30726,30726,22190,134400.0,4000000.0
2007-08-17,30634,31640,30634,30818,24848,134800.0,4000000.0
2007-08-20,32189,32692,30954,31824,7110,139200.0,4000000.0
2007-08-21,33103,33103,31549,32189,1210,140800.0,4000000.0
2007-08-22,32463,32463,31640,31915,2870,139600.0,4000000.0
2007-08-23,32189,32372,31732,32281,10639,141200.0,4000000.0
2007-08-24,31823,32280,31366,32281,3260,141200.0,4000000.0
2007-08-27,31915,32463,31412,31412,7807,137400.0,4000000.0
2007-08-28,31412,31412,30680,30726,9540,134400.0,4000000.0
2007-08-29,30269,30954,30177,30315,8600,132600.0,4000000.0
2007-08-30,30497,31092,30497,30635,8586,134000.0,4000000.0
2007-08-31,31137,31366,30726,31321,3090,137000.0,4000000.0
2007-09-03,31366,31412,30817,31092,5680,136000.0,4000000.0
2007-09-04,30817,31092,30451,30452,5560,133200.0,4000000.0
2007-09-05,30497,31549,30269,31458,10840,137600.0,4000000.0
2007-09-06,30817,31046,30497,30818,10712,134800.0,4000000.0
2007-09-07,30634,31092,30634,31092,1410,136000.0,4000000.0
2007-09-10,31092,31092,30314,30452,4930,133200.0,4000000.0
2007-09-11,30543,30909,30497,30726,1492,134400.0,4000000.0
2007-09-12,30634,30817,30451,30452,4060,133200.0,4000000.0
2007-09-13,30269,30726,30177,30681,1591,134200.0,4000000.0
2007-09-14,31046,32006,30680,31732,10009,138800.0,4000000.0
2007-09-17,32555,32646,31732,31824,11527,139200.0,4000000.0
2007-09-18,31640,32189,31183,31687,5680,138600.0,4000000.0
2007-09-19,31915,32555,31595,31869,8469,139400.0,4000000.0
2007-09-20,31869,32006,31137,31138,4641,136200.0,4000000.0
2007-09-21,31640,31823,30726,30863,2915,135000.0,4000000.0
2007-09-27,30909,31000,30314,30498,8144,133400.0,4000000.0
2007-09-28,31092,31092,30451,30681,3880,134200.0,4000000.0
2007-10-01,31412,31412,30772,31184,5410,136400.0,4000000.0
2007-10-02,31960,31960,31366,31366,7336,137200.0,4000000.0
2007-10-04,31183,31503,31183,31458,6230,137600.0,4000000.0
2007-10-05,31457,32189,31092,31092,5157,136000.0,4000000.0
2007-10-08,31366,31869,30772,31001,6182,135600.0,4000000.0
2007-10-09,31549,31549,30360,30361,11560,132800.0,4000000.0
2007-10-10,30406,30634,30269,30315,7991,132600.0,4000000.0
2007-10-11,30177,30451,29857,29995,8730,131200.0,4000000.0
2007-10-12,29994,29994,29080,29263,10620,128000.0,4000000.0
2007-10-15,29308,30269,28897,29217,10098,127800.0,4000000.0
2007-10-16,29766,29766,28165,28897,15660,126400.0,4000000.0
2007-10-17,29217,29217,28211,28349,5830,124000.0,4000000.0
2007-10-18,28623,29171,28348,29172,7265,127600.0,4000000.0
2007-10-19,29217,29217,28348,29172,6492,127600.0,4000000.0
2007-10-22,28577,29080,27891,29080,5040,127200.0,4000000.0
2007-10-23,29080,29811,28531,29720,7551,130000.0,4000000.0
2007-10-24,29720,29720,28531,28532,4303,124800.0,4000000.0
2007-10-25,28623,28668,28211,28577,6453,125000.0,4000000.0
2007-10-26,28165,28805,28165,28669,4092,125400.0,4000000.0
2007-10-29,28257,28577,28257,28532,5192,124800.0,4000000.0
2007-10-30,28531,29674,28302,29629,15880,129600.0,4000000.0
2007-10-31,28805,30772,28805,30543,11700,133600.0,4000000.0
2007-11-01,30543,30634,29537,30543,10050,133600.0,4000000.0
2007-11-02,29903,29903,28897,29263,8783,128000.0,4000000.0
2007-11-05,28714,29354,28668,29080,1630,127200.0,4000000.0
2007-11-06,29446,29720,29125,29400,2462,128600.0,4000000.0
2007-11-07,29400,29400,28988,29217,3654,127800.0,4000000.0
2007-11-08,29217,29263,28805,29263,4633,128000.0,4000000.0
2007-11-09,29263,30040,28897,29995,5384,131200.0,4000000.0
2007-11-12,29949,29949,28348,28989,6151,126800.0,4000000.0
2007-11-13,28988,28988,28348,28897,6179,126400.0,4000000.0
2007-11-14,28988,29583,28805,29446,20640,128800.0,4000000.0
2007-11-15,29537,29583,28348,28852,8770,126200.0,4000000.0
2007-11-16,28440,28623,28257,28577,6111,125000.0,4000000.0
2007-11-19,28577,28577,28074,28120,8658,123000.0,4000000.0
2007-11-20,27891,28120,27022,27023,15060,118200.0,4000000.0
2007-11-21,27022,27297,26611,27023,10970,118200.0,4000000.0
2007-11-22,27022,27617,26976,27023,1700,118200.0,4000000.0
2007-11-23,27068,27342,26153,26611,5467,116400.0,4000000.0
2007-11-26,26611,27800,26382,27800,9450,121600.0,4000000.0
2007-11-27,27434,27708,26519,27114,2770,118600.0,4000000.0
2007-11-28,26839,27525,26839,27434,3080,120000.0,4000000.0
2007-11-29,27434,27617,27251,27617,1100,120800.0,4000000.0
2007-11-30,27205,27525,27205,27297,13840,119400.0,4000000.0
2007-12-03,27205,27251,26885,26886,5440,117600.0,4000000.0
2007-12-04,26885,27114,26839,26977,1848,118000.0,4000000.0
2007-12-05,26885,27342,26748,27114,5511,118600.0,4000000.0
2007-12-06,27434,27525,27068,27251,5777,119200.0,4000000.0
2007-12-07,27845,27845,27022,27023,4480,118200.0,4000000.0
2007-12-10,27022,27708,26976,27023,3560,118200.0,4000000.0
2007-12-11,27525,27800,26976,27800,6701,121600.0,4000000.0
2007-12-12,27754,28302,27434,27800,5100,121600.0,4000000.0
2007-12-13,28257,28257,27297,27709,2463,121200.0,4000000.0
2007-12-14,27525,27845,27525,27846,1890,121800.0,4000000.0
2007-12-17,27845,27845,27114,27160,2640,118800.0,4000000.0
2007-12-18,27571,27571,26976,27251,2484,119200.0,4000000.0
2007-12-20,26976,27388,26976,27297,2236,119400.0,4000000.0
2007-12-21,27297,27708,27297,27617,2380,120800.0,4000000.0
2007-12-24,27525,27571,27297,27297,3626,119400.0,4000000.0
2007-12-26,27845,28165,27662,28120,7542,123000.0,4000000.0
2007-12-27,27982,27982,27525,27891,5632,122000.0,4000000.0
2007-12-28,27799,27937,27434,27891,4800,122000.0,4000000.0
2008-01-02,27479,27479,27205,27206,1213,119000.0,4000000.0
2008-01-03,26976,27251,26794,27114,4231,118600.0,4000000.0
2008-01-04,26976,27388,26931,27388,975,119800.0,4000000.0
2008-01-07,26245,27114,26245,26703,1130,116800.0,4000000.0
2008-01-08,26702,26794,26519,26794,1671,117200.0,4000000.0
2008-01-09,26794,26794,26062,26154,5000,114400.0,4000000.0
2008-01-10,26153,26794,26153,26657,4131,116600.0,4000000.0
2008-01-11,26656,26656,26108,26245,3141,114800.0,4000000.0
2008-01-14,26062,26062,25330,25560,4840,111800.0,4000000.0
2008-01-15,25559,25559,24690,25148,8581,110000.0,4000000.0
2008-01-16,25148,25879,25148,25148,5290,110000.0,4000000.0
2008-01-17,25148,25376,25148,25148,1024,110000.0,4000000.0
2008-01-18,24690,25148,24690,25148,854,110000.0,4000000.0
2008-01-21,25056,25148,24416,24691,2140,108000.0,4000000.0
2008-01-22,24507,24690,21032,24645,4600,107800.0,4000000.0
2008-01-23,24233,24279,23959,24096,3893,105400.0,4000000.0
2008-01-24,24416,24416,23776,23959,6470,104800.0,4000000.0
2008-01-25,24325,25422,23776,25422,7890,111200.0,4000000.0
2008-01-28,24690,25513,24690,25514,2510,111600.0,4000000.0
2008-01-29,25468,25468,25010,25011,790,109400.0,4000000.0
2008-01-30,24782,25148,24233,25011,5190,109400.0,4000000.0
2008-01-31,24233,24645,24233,24599,1240,107600.0,4000000.0
2008-02-01,24690,24827,24690,24737,746,108200.0,4000000.0
2008-02-04,24324,25148,24324,25148,730,110000.0,4000000.0
2008-02-05,24690,25422,24690,25148,2692,110000.0,4000000.0
2008-02-11,25605,25605,23959,25148,716,110000.0,4000000.0
2008-02-12,25148,25513,24873,24965,1260,109200.0,4000000.0
2008-02-13,25468,25468,24233,24645,1550,107800.0,4000000.0
2008-02-14,25056,25102,24690,24782,660,108400.0,4000000.0
2008-02-15,24782,24965,24507,24691,730,108000.0,4000000.0
2008-02-18,24690,25148,24690,25057,421,109600.0,4000000.0
2008-02-19,24736,25148,24736,25148,321,110000.0,4000000.0
2008-02-20,25148,25148,24782,24782,398,108400.0,4000000.0
2008-02-21,24873,25056,24782,24782,2700,108400.0,4000000.0
2008-02-22,24782,25148,24690,24874,1011,108800.0,4000000.0
2008-02-25,24965,25010,24873,24919,440,109000.0,4000000.0
2008-02-26,24965,25239,24919,25148,2221,110000.0,4000000.0
2008-02-27,25148,25148,24279,24965,1350,109200.0,4000000.0
2008-02-28,24736,25056,24507,25057,1650,109600.0,4000000.0
2008-02-29,25056,25056,24690,25011,1790,109400.0,4000000.0
2008-03-03,25056,25056,24690,24782,880,108400.0,4000000.0
2008-03-04,24782,24782,24507,24554,410,107400.0,4000000.0
2008-03-05,25102,25102,24690,24782,1070,108400.0,4000000.0
2008-03-06,24553,24782,24553,24782,1972,108400.0,4000000.0
2008-03-07,24782,24782,24553,24782,1092,108400.0,4000000.0
2008-03-10,24690,24782,24325,24325,523,106400.0,4000000.0
2008-03-11,24233,24690,24233,24691,1472,108000.0,4000000.0
2008-03-12,24690,24965,24416,24691,2030,108000.0,4000000.0
2008-03-13,24736,24736,24462,24691,304,108000.0,4000000.0
2008-03-14,24690,24690,24050,24325,1430,106400.0,4000000.0
2008-03-17,24325,24325,23593,23868,1150,104400.0,4000000.0
2008-03-18,23639,24187,23639,23822,950,104200.0,4000000.0
2008-03-19,23822,24004,23730,23959,1940,104800.0,4000000.0
2008-03-20,23776,23959,23684,23685,520,103600.0,4000000.0
2008-03-21,23776,24187,23684,23822,980,104200.0,4000000.0
2008-03-24,23410,23959,23410,23731,500,103800.0,4000000.0
2008-03-25,23776,23776,23593,23731,2594,103800.0,4000000.0
2008-03-26,23776,23776,23456,23502,2510,102800.0,4000000.0
2008-03-27,23730,23730,23364,23502,1640,102800.0,4000000.0
2008-03-28,23501,23684,23410,23502,870,102800.0,4000000.0
2008-03-31,23776,23776,23410,23639,1360,103400.0,4000000.0
2008-04-01,23547,23776,23547,23685,840,103600.0,4000000.0
2008-04-02,23730,23730,23456,23456,4050,102600.0,4000000.0
2008-04-03,23593,23959,23456,23959,6941,104800.0,4000000.0
2008-04-04,23639,24050,23639,23959,780,104800.0,4000000.0
2008-04-07,24142,24142,23730,23868,430,104400.0,4000000.0
2008-04-08,23547,23959,23547,23868,1420,104400.0,4000000.0
2008-04-10,24142,24142,23501,23731,3415,103800.0,4000000.0
2008-04-11,23547,23867,23547,23822,571,104200.0,4000000.0
2008-04-14,23867,24004,23593,23593,4330,103200.0,4000000.0
2008-04-15,23593,23913,23547,23593,9030,103200.0,4000000.0
2008-04-16,23501,23776,23501,23776,3160,104000.0,4000000.0
2008-04-17,23776,24690,23776,24096,1730,105400.0,4000000.0
2008-04-18,24599,24599,23776,23776,1240,104000.0,4000000.0
2008-04-21,24050,24050,23822,23959,710,104800.0,4000000.0
2008-04-22,24004,24142,23913,24005,1050,105000.0,4000000.0
2008-04-23,23913,24050,23776,24051,3150,105200.0,4000000.0
2008-04-24,24050,24050,23776,23913,1880,104600.0,4000000.0
2008-04-25,24142,24187,23913,23959,2300,104800.0,4000000.0
2008-04-28,24233,24233,23776,24005,2380,105000.0,4000000.0
2008-04-29,24187,24187,23730,23776,3050,104000.0,4000000.0
2008-04-30,23776,24096,23776,23959,1145,104800.0,4000000.0
2008-05-02,24050,24050,23776,23822,3300,104200.0,4000000.0
2008-05-06,23913,24050,23776,23868,2166,104400.0,4000000.0
2008-05-07,23959,24233,23959,24234,2871,106000.0,4000000.0
2008-05-08,24233,24507,23959,24508,2462,107200.0,4000000.0
2008-05-09,24462,24690,24370,24645,2301,107800.0,4000000.0
2008-05-13,24690,24690,24325,24554,3673,107400.0,4000000.0
2008-05-14,24645,24965,24599,24691,3960,108000.0,4000000.0
2008-05-15,24873,24873,24507,24554,7310,107400.0,4000000.0
2008-05-16,24873,25605,24690,25468,6661,111400.0,4000000.0
2008-05-19,25239,25696,25239,25651,3161,112200.0,4000000.0
2008-05-20,25376,25696,25376,25560,941,111800.0,4000000.0
2008-05-21,25605,25605,25056,25239,3762,110400.0,4000000.0
2008-05-22,25239,25605,25102,25605,3760,112000.0,4000000.0
2008-05-23,25788,25971,25696,25834,1962,113000.0,4000000.0
2008-05-26,25833,25833,25239,25651,3810,112200.0,4000000.0
2008-05-27,25650,25650,25056,25285,2951,110600.0,4000000.0
2008-05-28,25285,25285,25148,25194,471,110200.0,4000000.0
2008-05-29,25513,25513,25056,25194,5730,110200.0,4000000.0
2008-05-30,25010,25513,25010,25194,358,110200.0,4000000.0
2008-06-02,25468,25468,24919,25011,3690,109400.0,4000000.0
2008-06-03,24919,25285,24873,25148,3411,110000.0,4000000.0
2008-06-04,25879,25879,25330,25880,4572,113200.0,4000000.0
2008-06-05,25879,26428,25468,26428,2920,115600.0,4000000.0
2008-06-09,26062,26382,25239,26017,680,113800.0,4000000.0
2008-06-10,26062,26062,25422,25560,1470,111800.0,4000000.0
2008-06-11,25559,25879,25513,25605,1511,112000.0,4000000.0
2008-06-12,25879,25879,25285,25331,1842,110800.0,4000000.0
2008-06-13,25330,25513,25102,25377,1470,111000.0,4000000.0
2008-06-16,25788,25788,25148,25377,1184,111000.0,4000000.0
2008-06-17,25010,25513,25010,25194,601,110200.0,4000000.0
2008-06-18,25102,25513,25102,25468,720,111400.0,4000000.0
2008-06-19,25513,25513,25376,25422,2102,111200.0,4000000.0
2008-06-20,25513,25513,25330,25422,720,111200.0,4000000.0
2008-06-23,25422,25513,25285,25514,1801,111600.0,4000000.0
2008-06-24,25788,25788,25239,25422,712,111200.0,4000000.0
2008-06-25,25971,25971,24965,25148,2318,110000.0,4000000.0
2008-06-26,24965,25330,24965,25285,730,110600.0,4000000.0
2008-06-27,25285,25422,24553,24645,1810,107800.0,4000000.0
2008-06-30,24233,24919,24233,24919,1220,109000.0,4000000.0
2008-07-01,24690,24919,24325,24462,1990,107000.0,4000000.0
2008-07-02,24142,24599,23593,24462,6030,107000.0,4000000.0
2008-07-03,24050,24233,23776,23776,2960,104000.0,4000000.0
2008-07-04,23959,24004,23319,24005,2190,105000.0,4000000.0
2008-07-07,23959,23959,23547,23913,1902,104600.0,4000000.0
2008-07-08,24050,24050,23456,23685,5920,103600.0,4000000.0
2008-07-09,23547,23913,23547,23685,2690,103600.0,4000000.0
2008-07-10,23684,24233,23319,23776,1310,104000.0,4000000.0
2008-07-11,24462,24462,23730,23959,2720,104800.0,4000000.0
2008-07-14,23959,24507,23730,24234,2260,106000.0,4000000.0
2008-07-15,24599,24599,23776,24096,970,105400.0,4000000.0
2008-07-16,24233,24599,23776,24325,2210,106400.0,4000000.0
2008-07-17,24325,24325,23776,24279,1150,106200.0,4000000.0
2008-07-18,24370,24645,24096,24325,1301,106400.0,4000000.0
2008-07-21,24050,24599,23776,24554,840,107400.0,4000000.0
2008-07-22,24142,24507,23867,24188,1661,105800.0,4000000.0
2008-07-23,24187,24507,23913,24508,3010,107200.0,4000000.0
2008-07-24,24507,25056,24507,25057,2310,109600.0,4000000.0
