제이에스코퍼레이션(194370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-15,14650,14700,14100,14250,33209,190032.0,13335601.0
2018-05-16,14000,14200,13750,14000,29601,186698.0,13335601.0
2018-05-17,14000,14350,13900,14300,28891,190699.0,13335601.0
2018-05-18,14050,14550,14050,14300,29225,190699.0,13335601.0
2018-05-21,14100,14100,13850,13850,27156,184698.0,13335601.0
2018-05-23,13700,14000,13650,13850,20371,184698.0,13335601.0
2018-05-24,14050,14050,13450,13450,45060,179364.0,13335601.0
2018-05-25,13400,13450,13000,13300,30103,177363.0,13335601.0
2018-05-28,13150,13550,13100,13250,34794,176697.0,13335601.0
2018-05-29,13150,13400,12800,12800,51627,170696.0,13335601.0
2018-05-30,12900,13000,12500,12600,53776,168029.0,13335601.0
2018-05-31,12900,13700,12700,13700,28858,182698.0,13335601.0
2018-06-01,13400,13450,12850,12850,61752,171362.0,13335601.0
2018-06-04,13100,13100,12600,12750,33353,170029.0,13335601.0
2018-06-05,12750,12900,12500,12700,32945,169362.0,13335601.0
2018-06-07,12600,12750,12450,12450,53236,166028.0,13335601.0
2018-06-08,12450,12650,12350,12500,43075,166695.0,13335601.0
2018-06-11,12650,12850,12500,12650,38712,168695.0,13335601.0
2018-06-12,12700,12700,12250,12500,56734,166695.0,13335601.0
2018-06-14,12500,12550,12150,12500,32213,166695.0,13335601.0
2018-06-15,12300,12500,12250,12400,23500,165361.0,13335601.0
2018-06-18,12400,12400,11900,12150,33471,162028.0,13335601.0
2018-06-19,11950,12300,11850,11850,22396,158027.0,13335601.0
2018-06-20,11900,12200,11850,12150,7495,162028.0,13335601.0
2018-06-21,12100,12600,12100,12450,21606,166028.0,13335601.0
2018-06-22,12350,12650,12250,12500,19538,166695.0,13335601.0
2018-06-25,12500,12850,12350,12800,19218,170696.0,13335601.0
2018-06-26,12650,12800,12500,12700,18588,169362.0,13335601.0
2018-06-27,12700,12850,12300,12300,37898,164028.0,13335601.0
2018-06-28,12200,14900,12200,13450,395276,179364.0,13335601.0
2018-06-29,13300,14900,13300,13950,330076,186032.0,13335601.0
2018-07-02,13900,13950,12800,12800,128641,170696.0,13335601.0
2018-07-03,12600,13650,12400,13300,170313,177363.0,13335601.0
2018-07-04,13200,13400,12950,12950,32504,172696.0,13335601.0
2018-07-05,13000,13250,12300,12400,53620,165361.0,13335601.0
2018-07-06,12400,12500,12200,12450,29094,166028.0,13335601.0
2018-07-09,12450,12500,12050,12150,40367,162028.0,13335601.0
2018-07-10,12200,13300,12050,13000,84676,173363.0,13335601.0
2018-07-11,12900,13150,12850,13100,25652,174696.0,13335601.0
2018-07-12,13050,13300,12800,13050,40983,174030.0,13335601.0
2018-07-13,13050,13500,12850,13350,43166,178030.0,13335601.0
2018-07-16,13450,13600,13250,13500,36094,180031.0,13335601.0
2018-07-17,13500,13500,13000,13400,49220,178697.0,13335601.0
2018-07-18,13350,13750,13100,13600,28863,181364.0,13335601.0
2018-07-19,13550,13750,13250,13500,14165,180031.0,13335601.0
2018-07-20,13650,13900,13550,13700,32319,182698.0,13335601.0
2018-07-23,13750,13850,13300,13450,23428,179364.0,13335601.0
2018-07-24,13350,14000,13350,13750,25505,183365.0,13335601.0
2018-07-25,14000,14150,13200,13350,24817,178030.0,13335601.0
2018-07-26,13250,13800,13200,13500,43231,180031.0,13335601.0
2018-07-27,13500,13850,13450,13600,17464,181364.0,13335601.0
2018-07-30,13750,13750,13400,13600,15772,181364.0,13335601.0
2018-07-31,13600,13800,13400,13750,21178,183365.0,13335601.0
2018-08-01,13750,14000,13550,13800,33906,184031.0,13335601.0
2018-08-02,13900,13900,13500,13850,15092,184698.0,13335601.0
2018-08-03,13750,14000,13650,13900,22989,185365.0,13335601.0
2018-08-06,13950,14050,13700,13950,23967,186032.0,13335601.0
2018-08-07,14150,14150,13750,13800,17813,184031.0,13335601.0
2018-08-08,13800,13900,13550,13800,26921,184031.0,13335601.0
2018-08-09,14100,14900,14000,14800,106064,197367.0,13335601.0
2018-08-10,14850,14900,14550,14750,29315,196700.0,13335601.0
2018-08-13,14650,14650,14150,14150,37789,188699.0,13335601.0
2018-08-14,14100,14550,13850,13850,34331,184698.0,13335601.0
2018-08-16,13850,15350,13750,15150,134257,202034.0,13335601.0
2018-08-17,15150,15300,14900,15150,43935,202034.0,13335601.0
2018-08-20,14900,15050,14650,15050,23803,200701.0,13335601.0
2018-08-21,15050,15100,14750,15000,18294,200034.0,13335601.0
2018-08-22,15000,15100,14750,14950,20015,199367.0,13335601.0
2018-08-23,14950,15000,14400,14500,36655,193366.0,13335601.0
2018-08-24,14550,15150,14350,15050,37502,200701.0,13335601.0
2018-08-27,15050,15350,14900,15300,33577,204035.0,13335601.0
2018-08-28,15300,15300,14800,14900,20327,198700.0,13335601.0
2018-08-29,14800,15400,14700,15300,35282,204035.0,13335601.0
2018-08-30,15400,15550,15100,15450,18812,206035.0,13335601.0
2018-08-31,15600,15600,14950,15000,18495,200034.0,13335601.0
2018-09-03,14950,15200,14750,15000,16299,200034.0,13335601.0
2018-09-04,15100,15750,15000,15550,34003,207369.0,13335601.0
2018-09-05,15500,15800,15400,15650,26773,208702.0,13335601.0
2018-09-06,15750,16000,15600,15850,37322,211369.0,13335601.0
2018-09-07,15750,16000,15750,15850,29202,211369.0,13335601.0
2018-09-10,15950,16650,15850,16400,46559,218704.0,13335601.0
2018-09-11,16350,16400,15950,16300,23384,217370.0,13335601.0
2018-09-12,16350,16750,16200,16600,29751,221371.0,13335601.0
2018-09-13,16550,16750,16450,16450,17364,219371.0,13335601.0
2018-09-14,16700,16700,15700,16100,45898,214703.0,13335601.0
2018-09-17,15900,16250,15350,16150,53577,215370.0,13335601.0
2018-09-18,16300,16300,15750,16050,16205,214036.0,13335601.0
2018-09-19,16250,16250,15250,15700,26561,209369.0,13335601.0
2018-09-20,15750,16100,15700,15950,20833,212703.0,13335601.0
2018-09-21,16050,16050,15450,16000,15638,213370.0,13335601.0
2018-09-27,16100,16350,15500,16150,43777,215370.0,13335601.0
2018-09-28,16050,16300,15850,15850,8354,211369.0,13335601.0
2018-10-01,15700,15850,15300,15600,26770,208035.0,13335601.0
2018-10-02,15450,16000,15450,15900,17866,212036.0,13335601.0
2018-10-04,15700,16150,15700,16100,22321,214703.0,13335601.0
2018-10-05,16000,16200,15900,16200,21941,216037.0,13335601.0
2018-10-08,16100,16100,15750,16100,26566,214703.0,13335601.0
2018-10-10,15950,16150,15400,15700,18956,209369.0,13335601.0
2018-10-11,15500,15500,14850,14850,14277,198034.0,13335601.0
2018-10-12,15050,15300,14750,15300,11254,204035.0,13335601.0
2018-10-15,15350,15450,15000,15300,8328,204035.0,13335601.0
2018-10-16,15500,15500,15000,15200,5578,202701.0,13335601.0
2018-10-17,15150,15450,14800,14950,10658,199367.0,13335601.0
2018-10-18,14800,15000,14800,14850,6198,198034.0,13335601.0
2018-10-19,14750,15050,14550,15050,5413,200701.0,13335601.0
2018-10-22,14950,15250,14650,15200,8037,202701.0,13335601.0
2018-10-23,15150,15150,14550,14550,10600,194033.0,13335601.0
2018-10-24,14650,14850,13450,13450,39269,179364.0,13335601.0
2018-10-25,13100,13800,13100,13600,12438,181364.0,13335601.0
2018-10-26,13600,14150,13350,14050,27438,187365.0,13335601.0
2018-10-29,14200,14200,12850,13900,62064,185365.0,13335601.0
2018-10-30,13300,14300,12650,14100,62781,188032.0,13335601.0
2018-10-31,13850,14300,13400,14300,34709,190699.0,13335601.0
2018-11-01,14000,14250,13800,13950,22849,186032.0,13335601.0
2018-11-02,13750,13900,13350,13650,43569,182031.0,13335601.0
2018-11-05,13550,13650,13250,13650,15317,182031.0,13335601.0
2018-11-06,13450,13800,13400,13650,14098,182031.0,13335601.0
2018-11-07,13450,13600,13200,13200,25279,176030.0,13335601.0
2018-11-08,13050,13600,12950,13050,41239,174030.0,13335601.0
2018-11-09,12900,13050,12750,13000,25974,173363.0,13335601.0
2018-11-12,12850,13050,12650,12800,30078,170696.0,13335601.0
2018-11-13,12650,12750,12200,12400,22155,165361.0,13335601.0
2018-11-14,12400,12600,12300,12450,8366,166028.0,13335601.0
2018-11-15,12500,13550,12350,13550,44059,180697.0,13335601.0
2018-11-16,13300,13350,12950,12950,31440,172696.0,13335601.0
2018-11-19,12950,13500,12850,13100,11621,174696.0,13335601.0
2018-11-20,13000,13300,12800,13100,22355,174696.0,13335601.0
2018-11-21,12950,13050,12500,12500,28683,166695.0,13335601.0
2018-11-22,12350,12550,12250,12500,20997,166695.0,13335601.0
2018-11-23,12600,12750,12450,12650,6935,168695.0,13335601.0
2018-11-26,12550,12700,12250,12500,15636,166695.0,13335601.0
2018-11-27,12500,12800,12500,12700,8689,169362.0,13335601.0
2018-11-28,12600,12700,12500,12650,6567,168695.0,13335601.0
2018-11-29,12600,12800,12400,12400,16726,165361.0,13335601.0
2018-11-30,12400,12600,12250,12300,10630,164028.0,13335601.0
2018-12-03,12500,12550,12050,12400,51514,165361.0,13335601.0
2018-12-04,12350,12700,12150,12500,27453,166695.0,13335601.0
2018-12-05,12300,12450,12300,12400,7559,165361.0,13335601.0
2018-12-06,12350,12450,12050,12100,19309,161361.0,13335601.0
2018-12-07,12300,12550,12000,12050,12691,160694.0,13335601.0
2018-12-10,11850,12000,11800,11800,20882,157360.0,13335601.0
2018-12-11,11850,12250,10950,12200,17127,162694.0,13335601.0
2018-12-12,12200,12200,11800,11850,31434,158027.0,13335601.0
2018-12-13,11900,12200,11700,12050,13759,160694.0,13335601.0
2018-12-14,12200,12350,12050,12250,10479,163361.0,13335601.0
2018-12-17,12250,12250,11950,12000,5658,160027.0,13335601.0
2018-12-18,12100,12100,11100,11100,62884,148025.0,13335601.0
2018-12-19,11200,11500,10800,11100,43511,148025.0,13335601.0
2018-12-20,10850,11000,10650,10850,19126,144691.0,13335601.0
2018-12-21,10900,10900,10650,10750,8880,143358.0,13335601.0
2018-12-24,10850,10950,10750,10850,6850,144691.0,13335601.0
2018-12-26,10550,10800,10500,10500,23806,140024.0,13335601.0
2018-12-27,10600,10800,10550,10750,9997,143358.0,13335601.0
2018-12-28,10600,11050,10600,11000,11574,146692.0,13335601.0
2019-01-02,11050,11300,10850,10950,7737,146025.0,13335601.0
2019-01-03,11000,11200,10700,10950,13590,146025.0,13335601.0
2019-01-04,10950,10950,10750,10900,8625,145358.0,13335601.0
2019-01-07,11050,11050,10300,10400,77726,138690.0,13335601.0
2019-01-08,10400,10450,9920,9940,85567,132556.0,13335601.0
2019-01-09,9980,10200,9900,9980,85869,133089.0,13335601.0
2019-01-10,10000,10350,9960,10250,55664,136690.0,13335601.0
2019-01-11,10200,10750,10200,10700,47018,142691.0,13335601.0
2019-01-14,10800,11250,10700,11100,82600,148025.0,13335601.0
2019-01-15,11150,11350,11050,11050,43940,147358.0,13335601.0
2019-01-16,11300,11300,10950,11300,36109,150692.0,13335601.0
2019-01-17,11300,12000,11200,12000,104190,160027.0,13335601.0
2019-01-18,12000,12050,11600,11600,53462,154693.0,13335601.0
2019-01-21,11550,11850,11400,11850,40358,158027.0,13335601.0
2019-01-22,11800,12000,11700,11900,23392,158694.0,13335601.0
2019-01-23,11650,12000,11650,11850,9657,158027.0,13335601.0
2019-01-24,12000,12450,11750,12350,46731,164695.0,13335601.0
2019-01-25,12400,12800,12150,12350,59021,164695.0,13335601.0
2019-01-28,12200,12300,12050,12200,24662,162694.0,13335601.0
2019-01-29,12150,12400,12000,12150,23563,162028.0,13335601.0
2019-01-30,12150,12550,12100,12350,51037,164695.0,13335601.0
2019-01-31,12350,12400,12200,12350,22040,164695.0,13335601.0
2019-02-01,12350,12600,12300,12450,15419,166028.0,13335601.0
2019-02-07,12450,12500,12350,12450,14194,166028.0,13335601.0
2019-02-08,12450,12450,11800,12000,102416,160027.0,13335601.0
2019-02-11,12000,12650,11950,12600,45793,168029.0,13335601.0
2019-02-12,12550,12700,12300,12450,12437,166028.0,13335601.0
2019-02-13,12450,12700,12250,12700,24482,169362.0,13335601.0
2019-02-14,12700,12700,12300,12600,27381,168029.0,13335601.0
2019-02-15,12450,13050,12450,12800,50301,170696.0,13335601.0
2019-02-18,12700,13400,12700,13250,78207,176697.0,13335601.0
2019-02-19,13400,14150,13300,13600,115320,181364.0,13335601.0
2019-02-20,13900,13900,13400,13700,80264,182698.0,13335601.0
2019-02-21,13650,14050,13550,14000,22694,186698.0,13335601.0
2019-02-22,14200,14300,13800,13950,22499,186032.0,13335601.0
2019-02-25,13950,14050,13550,13950,20881,186032.0,13335601.0
2019-02-26,14000,14050,13600,13800,19416,184031.0,13335601.0
2019-02-27,14000,14000,13200,13650,34837,182031.0,13335601.0
2019-02-28,13650,13700,13100,13100,43582,174696.0,13335601.0
2019-03-04,13150,13500,13150,13150,7624,175363.0,13335601.0
2019-03-05,13400,13750,13100,13700,19086,182698.0,13335601.0
2019-03-06,13650,14850,13500,14700,62730,196033.0,13335601.0
2019-03-07,14950,15050,14400,14550,39044,194033.0,13335601.0
2019-03-08,14200,14900,14200,14550,24982,194033.0,13335601.0
2019-03-11,14650,14650,13600,14300,53572,190699.0,13335601.0
2019-03-12,14200,15000,14200,14350,35502,191366.0,13335601.0
2019-03-13,14300,14550,13800,13850,31090,184698.0,13335601.0
2019-03-14,13800,14800,13400,14650,44719,195367.0,13335601.0
2019-03-15,14550,14550,14100,14500,23614,193366.0,13335601.0
2019-03-18,14450,14450,14050,14400,11052,192033.0,13335601.0
2019-03-19,14300,15200,13850,13950,61509,186032.0,13335601.0
2019-03-20,14000,14100,13500,13950,36159,186032.0,13335601.0
2019-03-21,13700,13900,13650,13700,21504,182698.0,13335601.0
2019-03-22,13600,13850,13450,13500,18185,180031.0,13335601.0
2019-03-25,13450,13450,13100,13250,20644,176697.0,13335601.0
2019-03-26,13250,13650,13150,13300,12137,177363.0,13335601.0
2019-03-27,13600,14200,13250,13950,27219,186032.0,13335601.0
2019-03-28,13700,14500,13700,14400,56061,192033.0,13335601.0
2019-03-29,14700,15000,14450,15000,65374,200034.0,13335601.0
2019-04-01,14800,15100,14550,14550,28002,194033.0,13335601.0
2019-04-02,14550,14850,14350,14700,38547,196033.0,13335601.0
2019-04-03,14650,14650,14150,14400,15259,192033.0,13335601.0
2019-04-04,14350,15150,14100,14350,44874,191366.0,13335601.0
2019-04-05,14200,14300,13800,14200,25370,189366.0,13335601.0
2019-04-08,14100,14600,14000,14400,41436,192033.0,13335601.0
2019-04-09,14550,15000,14450,14800,35476,197367.0,13335601.0
2019-04-10,14750,15000,14650,14850,10424,198034.0,13335601.0
2019-04-11,14900,14900,14600,14750,10844,196700.0,13335601.0
2019-04-12,14750,14750,14350,14500,27687,193366.0,13335601.0
2019-04-15,14700,14800,14150,14550,42061,194033.0,13335601.0
2019-04-16,14600,14600,14150,14550,27961,194033.0,13335601.0
2019-04-17,14550,14600,14350,14550,22893,194033.0,13335601.0
2019-04-18,14600,14700,14400,14550,33726,194033.0,13335601.0
2019-04-19,14500,14750,14450,14600,14884,194700.0,13335601.0
2019-04-22,14400,14900,14300,14450,51687,192699.0,13335601.0
2019-04-23,14500,14500,13850,14100,39885,188032.0,13335601.0
2019-04-24,14100,14100,13900,14050,19708,187365.0,13335601.0
2019-04-25,14250,15300,13950,14900,163571,198700.0,13335601.0
2019-04-26,14900,15950,14800,15600,159781,208035.0,13335601.0
2019-04-29,15600,16200,15000,16000,110603,213370.0,13335601.0
2019-04-30,16050,16500,15950,16300,121074,217370.0,13335601.0
2019-05-02,16250,16900,16250,16500,107810,220037.0,13335601.0
2019-05-03,16800,17150,16500,16850,131124,224705.0,13335601.0
2019-05-07,16850,17900,16450,17800,161781,237374.0,13335601.0
2019-05-08,17200,18100,17200,17550,78860,234040.0,13335601.0
2019-05-09,17550,17950,16900,17350,113586,231373.0,13335601.0
2019-05-10,17350,17450,16850,17350,72996,231373.0,13335601.0
2019-05-13,17350,18500,17050,17850,88703,238040.0,13335601.0
2019-05-14,17650,18050,17150,17950,64048,239374.0,13335601.0
2019-05-15,17950,18000,17550,17700,38324,236040.0,13335601.0
2019-05-16,17800,17900,17100,17400,33904,232039.0,13335601.0
2019-05-17,17400,17550,16400,16800,85267,224038.0,13335601.0
2019-05-20,16900,18450,16750,17950,141443,239374.0,13335601.0
2019-05-21,18250,18250,17550,17900,50575,238707.0,13335601.0
2019-05-22,18350,19100,18150,19000,260450,253376.0,13335601.0
2019-05-23,18900,19050,18500,18900,76124,252043.0,13335601.0
2019-05-24,18900,19000,18000,18600,73698,248042.0,13335601.0
2019-05-27,18350,18600,17650,18300,53208,244041.0,13335601.0
2019-05-28,18150,18350,17500,18000,85263,240041.0,13335601.0
2019-05-29,18000,18850,17050,18500,90460,246709.0,13335601.0
2019-05-30,18150,18250,16050,16700,252028,222705.0,13335601.0
2019-05-31,16650,17000,16150,16700,79611,222705.0,13335601.0
2019-06-03,16650,16800,16350,16700,34521,222705.0,13335601.0
2019-06-04,16900,17000,16400,16700,35067,222705.0,13335601.0
2019-06-05,16950,17950,16900,17600,80824,234707.0,13335601.0
2019-06-07,17900,17950,17200,17900,50046,238707.0,13335601.0
2019-06-10,17900,19250,17900,19000,166415,253376.0,13335601.0
2019-06-11,19100,19100,17950,18500,84197,246709.0,13335601.0
2019-06-12,18400,18400,17500,18350,80743,244708.0,13335601.0
2019-06-13,18300,18350,17650,18350,39694,244708.0,13335601.0
2019-06-14,18100,18400,17600,18200,26783,242708.0,13335601.0
2019-06-17,17900,18600,17900,18250,44046,243375.0,13335601.0
2019-06-18,18100,18800,17600,17850,51948,238040.0,13335601.0
2019-06-19,17850,18200,17300,18100,59755,241374.0,13335601.0
2019-06-20,18350,18350,17600,17800,23468,237374.0,13335601.0
2019-06-21,17650,17900,17600,17800,29884,237374.0,13335601.0
2019-06-24,17950,17950,17350,17600,11194,234707.0,13335601.0
2019-06-25,17450,17750,17050,17600,58319,234707.0,13335601.0
2019-06-26,17550,19850,17450,19150,375844,255377.0,13335601.0
2019-06-27,18800,18900,18100,18100,103488,241374.0,13335601.0
2019-06-28,18100,18550,17900,18550,45719,247375.0,13335601.0
2019-07-01,18500,18700,17000,17250,89997,230039.0,13335601.0
2019-07-02,17350,18050,17250,18050,57685,240708.0,13335601.0
2019-07-03,18050,18050,17450,17650,43315,235373.0,13335601.0
2019-07-04,17450,17850,17350,17550,19398,234040.0,13335601.0
2019-07-05,17450,17600,17400,17500,10206,233373.0,13335601.0
2019-07-08,17450,17450,16500,16900,43600,225372.0,13335601.0
2019-07-09,16600,17550,16600,16900,18950,225372.0,13335601.0
2019-07-10,16750,17400,16750,17400,13912,232039.0,13335601.0
2019-07-11,17300,17600,16900,16900,22474,225372.0,13335601.0
2019-07-12,17000,17000,14400,14400,505300,192033.0,13335601.0
2019-07-15,14700,14700,14000,14100,144511,188032.0,13335601.0
2019-07-16,14250,14400,14000,14300,41998,190699.0,13335601.0
2019-07-17,14200,14250,13750,14100,63966,188032.0,13335601.0
2019-07-18,14100,14100,13350,13600,107455,181364.0,13335601.0
2019-07-19,13450,14850,13450,14650,137619,195367.0,13335601.0
2019-07-22,14550,14650,13950,14350,69706,191366.0,13335601.0
2019-07-23,14250,14400,13900,14100,53551,188032.0,13335601.0
2019-07-24,14100,14300,13950,14200,54316,189366.0,13335601.0
2019-07-25,14250,14250,13650,13900,58338,185365.0,13335601.0
2019-07-26,13800,14000,13450,13700,45945,182698.0,13335601.0
2019-07-29,13800,13800,12950,13500,80052,180031.0,13335601.0
2019-07-30,13300,13850,13300,13800,53507,184031.0,13335601.0
2019-07-31,13650,13900,13200,13350,45726,178030.0,13335601.0
2019-08-01,13250,13550,13000,13050,62829,174030.0,13335601.0
2019-08-02,12800,13200,12700,13200,34254,176030.0,13335601.0
2019-08-05,13200,13200,12050,12150,83220,162028.0,13335601.0
2019-08-06,11750,13400,11750,13050,107396,174030.0,13335601.0
2019-08-07,13000,14050,13000,13600,94388,181364.0,13335601.0
2019-08-08,13950,14150,13650,14000,68330,186698.0,13335601.0
2019-08-09,14000,14300,13850,14050,36388,187365.0,13335601.0
2019-08-12,13800,14200,13800,13850,33140,184698.0,13335601.0
2019-08-13,13850,13850,13400,13700,26348,182698.0,13335601.0
2019-08-14,13700,13950,13550,13850,17879,184698.0,13335601.0
2019-08-16,13850,14000,13450,13700,13055,182698.0,13335601.0
2019-08-19,13900,13950,13450,13800,14018,184031.0,13335601.0
2019-08-20,13700,14450,13700,14400,25588,192033.0,13335601.0
2019-08-21,14500,14600,14000,14550,24783,194033.0,13335601.0
2019-08-22,14650,15050,14350,15000,33144,200034.0,13335601.0
2019-08-23,14850,15050,14350,14600,45648,194700.0,13335601.0
2019-08-26,14400,14500,13900,14150,22854,188699.0,13335601.0
2019-08-27,14300,15100,14100,14100,33139,188032.0,13335601.0
2019-08-28,14300,14600,14100,14400,19027,192033.0,13335601.0
2019-08-29,14500,14950,14200,14400,7142,192033.0,13335601.0
2019-08-30,14400,14600,14400,14500,14949,193366.0,13335601.0
2019-09-02,14450,14550,14350,14450,5733,192699.0,13335601.0
2019-09-03,14450,14450,14200,14250,5392,190032.0,13335601.0
2019-09-04,14200,14450,14200,14400,5073,192033.0,13335601.0
2019-09-05,14300,14600,14200,14550,14362,194033.0,13335601.0
2019-09-06,14550,14550,14350,14500,10488,193366.0,13335601.0
2019-09-09,14500,14750,14400,14750,10901,196700.0,13335601.0
2019-09-10,14750,14950,14650,14850,9315,198034.0,13335601.0
2019-09-11,14900,14900,14650,14800,3620,197367.0,13335601.0
2019-09-16,14800,15000,14700,14950,9540,199367.0,13335601.0
2019-09-17,14950,14950,14650,14700,12288,196033.0,13335601.0
2019-09-18,14850,15050,14600,14700,18159,196033.0,13335601.0
2019-09-19,14750,15000,14600,14700,13227,196033.0,13335601.0
2019-09-20,14750,15250,14750,15050,21288,200701.0,13335601.0
2019-09-23,15100,15100,14850,14900,6868,198700.0,13335601.0
2019-09-24,14900,14900,14700,14850,6186,198034.0,13335601.0
2019-09-25,14750,14850,14500,14600,14608,194700.0,13335601.0
2019-09-26,14850,14850,14600,14750,3096,196700.0,13335601.0
2019-09-27,14750,14750,14450,14550,9407,194033.0,13335601.0
2019-09-30,14400,14600,14100,14250,25085,190032.0,13335601.0
2019-10-01,14350,14950,14200,14700,12169,196033.0,13335601.0
2019-10-02,14400,14700,14400,14700,4661,196033.0,13335601.0
2019-10-04,14900,14900,14400,14450,4780,192699.0,13335601.0
2019-10-07,14400,14650,14250,14400,3946,192033.0,13335601.0
