롯데케미칼(011170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-12,13550,14200,13400,14200,137960,452412.0,31860000.0
1999-02-18,14400,14500,14200,14350,95880,457191.0,31860000.0
1999-02-19,13600,14500,13400,14500,145570,461970.0,31860000.0
1999-02-22,14500,14500,14000,14450,73350,460377.0,31860000.0
1999-02-23,14450,14800,14250,14300,186710,455598.0,31860000.0
1999-02-24,14400,14750,14250,14400,115730,458784.0,31860000.0
1999-02-25,14300,14750,14300,14300,101300,455598.0,31860000.0
1999-02-26,14400,14700,14350,14700,109950,468342.0,31860000.0
1999-03-02,14800,16000,14800,15300,273210,487458.0,31860000.0
1999-03-03,15700,15700,15050,15400,131180,490644.0,31860000.0
1999-03-04,15400,15900,14500,15500,82570,493830.0,31860000.0
1999-03-05,15100,15950,15100,15900,58680,506574.0,31860000.0
1999-03-08,16100,16700,15900,16400,188220,522504.0,31860000.0
1999-03-09,16500,16500,15950,15950,146070,508167.0,31860000.0
1999-03-10,16100,16100,15550,15800,76410,503388.0,31860000.0
1999-03-11,16000,16800,16000,16500,199310,525690.0,31860000.0
1999-03-12,16600,16800,16300,16650,113750,530469.0,31860000.0
1999-03-15,16700,17200,15900,16400,86560,522504.0,31860000.0
1999-03-16,16350,16350,15900,16300,72250,519318.0,31860000.0
1999-03-17,16300,16450,15900,16100,149010,512946.0,31860000.0
1999-03-18,16300,16600,16050,16200,187370,516132.0,31860000.0
1999-03-19,15800,16650,15800,16650,156710,530469.0,31860000.0
1999-03-22,16950,18700,16250,18500,390550,589410.0,31860000.0
1999-03-23,18300,18300,17600,18150,213500,578259.0,31860000.0
1999-03-24,17750,18000,17400,17500,124480,557550.0,31860000.0
1999-03-25,17500,18000,17000,17500,233030,557550.0,31860000.0
1999-03-26,17600,17850,17050,17200,108460,547992.0,31860000.0
1999-03-29,16850,17200,16500,17200,56330,547992.0,31860000.0
1999-03-30,17500,18000,17400,17800,154320,567108.0,31860000.0
1999-03-31,17800,17800,17300,17300,207290,551178.0,31860000.0
1999-04-01,17200,17850,16850,17500,167220,557550.0,31860000.0
1999-04-02,17800,18000,17500,17900,177960,570294.0,31860000.0
1999-04-06,18200,19500,18100,19000,404260,605340.0,31860000.0
1999-04-07,19100,19900,19100,19200,401650,611712.0,31860000.0
1999-04-08,19250,19700,18350,18500,207220,589410.0,31860000.0
1999-04-09,18700,18900,17800,17900,189310,570294.0,31860000.0
1999-04-12,18150,18600,18000,18100,279880,576666.0,31860000.0
1999-04-13,17600,18750,17600,18600,323050,592596.0,31860000.0
1999-04-14,18800,18800,17850,17850,193530,568701.0,31860000.0
1999-04-15,18300,20000,18250,19100,285400,608526.0,31860000.0
1999-04-16,19400,20100,18550,19800,505000,630828.0,31860000.0
1999-04-19,22500,22750,20500,22750,688300,724815.0,31860000.0
1999-04-20,23700,24800,22100,23100,461690,735966.0,31860000.0
1999-04-21,23000,23000,21500,21900,210870,697734.0,31860000.0
1999-04-22,22200,22200,20400,22000,101760,700920.0,31860000.0
1999-04-23,20900,22900,20900,22500,311270,716850.0,31860000.0
1999-04-26,22500,23500,22300,23200,341600,739152.0,31860000.0
1999-04-27,22900,26600,22100,23600,305150,751896.0,31860000.0
1999-04-28,23600,24400,22700,22800,188110,726408.0,31860000.0
1999-04-29,22600,23450,21100,21100,176680,672246.0,31860000.0
1999-04-30,21100,22800,20400,22000,219880,700920.0,31860000.0
1999-05-03,22000,23100,21500,22500,285140,716850.0,31860000.0
1999-05-04,22500,23050,22200,22800,166620,726408.0,31860000.0
1999-05-06,23800,26200,22900,25500,397830,812430.0,31860000.0
1999-05-07,25700,26200,24800,25100,477050,799686.0,31860000.0
1999-05-10,24900,26950,24400,25000,200700,796500.0,31860000.0
1999-05-11,25100,25300,23100,23200,144210,739152.0,31860000.0
1999-05-12,24000,24000,22500,22900,106890,729594.0,31860000.0
1999-05-13,23000,23200,22300,22500,71730,716850.0,31860000.0
1999-05-14,22800,23700,21500,22000,76160,700920.0,31860000.0
1999-05-17,22000,22200,20500,20900,141020,665874.0,31860000.0
1999-05-18,20900,22400,20900,22400,206930,713664.0,31860000.0
1999-05-19,22600,22900,21700,21850,347320,696141.0,31860000.0
1999-05-20,21000,22200,20600,21100,100350,672246.0,31860000.0
1999-05-21,21100,21100,20050,20400,195890,649944.0,31860000.0
1999-05-24,19900,20000,18900,19550,215930,622863.0,31860000.0
1999-05-25,18700,20300,18700,19500,235790,621270.0,31860000.0
1999-05-26,20000,20700,19500,20000,320460,637200.0,31860000.0
1999-05-27,20200,20300,19300,19500,323410,621270.0,31860000.0
1999-05-28,20000,20000,19200,19800,196790,630828.0,31860000.0
1999-05-31,19500,20300,19400,19400,270950,618084.0,31860000.0
1999-06-01,19000,19700,19000,19500,153240,621270.0,31860000.0
1999-06-02,19500,20650,19300,19700,536200,627642.0,31860000.0
1999-06-03,20500,20500,19200,20000,306710,637200.0,31860000.0
1999-06-04,20000,23000,20000,23000,907280,732780.0,31860000.0
1999-06-07,23400,24000,22600,23800,687600,758268.0,31860000.0
1999-06-08,23900,24000,22800,23100,487520,735966.0,31860000.0
1999-06-09,23000,23000,21000,22500,314720,716850.0,31860000.0
1999-06-10,22000,24000,21550,23950,586740,763047.0,31860000.0
1999-06-11,23700,27000,23500,26500,867230,844290.0,31860000.0
1999-06-14,26350,26350,24700,25800,649460,821988.0,31860000.0
1999-06-15,25500,25500,21950,25300,258020,806058.0,31860000.0
1999-06-16,25000,25650,24200,24800,322970,790128.0,31860000.0
1999-06-17,25000,26000,24300,25350,484720,807651.0,31860000.0
1999-06-18,24300,25500,24300,24500,174700,780570.0,31860000.0
1999-06-21,24600,26000,24400,25800,325800,821988.0,31860000.0
1999-06-22,25700,27500,25100,26300,573350,837918.0,31860000.0
1999-06-23,27300,27700,26700,27000,588380,860220.0,31860000.0
1999-06-24,27500,27500,26200,26300,198530,837918.0,31860000.0
1999-06-25,26000,26800,25500,26300,127430,837918.0,31860000.0
1999-06-28,25800,27900,25800,27200,230600,866592.0,31860000.0
1999-06-29,27900,28900,26700,28050,279830,893673.0,31860000.0
1999-06-30,28200,28200,26100,27000,188080,860220.0,31860000.0
1999-07-01,26500,28000,26500,27200,211700,866592.0,31860000.0
1999-07-02,27200,29000,27200,29000,375440,923940.0,31860000.0
1999-07-05,29400,32000,28300,30000,280380,955800.0,31860000.0
1999-07-06,29800,30400,29100,29500,182970,939870.0,31860000.0
1999-07-07,29900,30400,28400,29500,315630,939870.0,31860000.0
1999-07-08,28950,30500,28600,29300,314600,933498.0,31860000.0
1999-07-09,29300,29300,28200,29000,192870,923940.0,31860000.0
1999-07-12,29300,29300,26800,26800,174110,853848.0,31860000.0
1999-07-13,27000,28000,26950,27550,165150,877743.0,31860000.0
1999-07-14,25800,29800,25800,27000,210050,860220.0,31860000.0
1999-07-15,26800,27800,26500,26500,51670,844290.0,31860000.0
1999-07-16,27200,27200,26100,26100,116470,831546.0,31860000.0
1999-07-19,28100,28800,26800,28700,281160,914382.0,31860000.0
1999-07-20,28000,28500,27350,28100,78370,895266.0,31860000.0
1999-07-21,28100,28500,27000,27900,184030,888894.0,31860000.0
1999-07-22,27100,28200,27100,28000,86170,892080.0,31860000.0
1999-07-23,27500,27500,26000,26000,90380,828360.0,31860000.0
1999-07-26,24150,27000,24150,24900,82680,793314.0,31860000.0
1999-07-27,24500,26900,24200,25500,215490,812430.0,31860000.0
1999-07-28,25500,26700,25000,25000,151000,796500.0,31860000.0
1999-07-29,25000,26000,25000,25100,229790,799686.0,31860000.0
1999-07-30,25500,25950,24500,25100,147720,799686.0,31860000.0
1999-08-02,25050,25200,22800,24700,119330,786942.0,31860000.0
1999-08-03,25500,26800,24850,26800,219140,853848.0,31860000.0
1999-08-04,26800,27200,26000,26200,88940,834732.0,31860000.0
1999-08-05,25500,26500,25200,26000,133240,828360.0,31860000.0
1999-08-06,26000,26500,26000,26200,60400,834732.0,31860000.0
1999-08-09,26300,26300,25200,25500,20420,812430.0,31860000.0
1999-08-10,25500,25500,24550,24800,66530,790128.0,31860000.0
1999-08-11,24850,25000,23900,24200,58600,771012.0,31860000.0
1999-08-12,24200,24500,23500,24000,72690,764640.0,31860000.0
1999-08-13,24000,24100,21750,22300,78500,710478.0,31860000.0
1999-08-16,22100,23950,22100,22850,121450,728001.0,31860000.0
1999-08-17,23000,24100,22500,22500,83900,716850.0,31860000.0
1999-08-18,22500,23400,21100,22000,78570,700920.0,31860000.0
1999-08-19,21150,22400,21150,21500,193640,684990.0,31860000.0
1999-08-20,21500,21900,18300,21000,310830,669060.0,31860000.0
1999-08-23,21000,22400,20600,21900,574810,697734.0,31860000.0
1999-08-24,22600,22600,21500,22100,306470,704106.0,31860000.0
1999-08-25,22000,23700,22000,22800,285450,726408.0,31860000.0
1999-08-26,23100,23200,21800,22200,186330,707292.0,31860000.0
1999-08-27,22200,22700,21500,21600,104460,688176.0,31860000.0
1999-08-30,21650,24800,21650,24700,981060,786942.0,31860000.0
1999-08-31,23100,24500,22100,24200,359510,771012.0,31860000.0
1999-09-01,24000,24200,22800,22800,195850,726408.0,31860000.0
1999-09-02,22000,24500,21500,23800,214690,758268.0,31860000.0
1999-09-03,23500,24500,22700,23950,192840,763047.0,31860000.0
1999-09-06,24100,25800,24050,25450,293340,810837.0,31860000.0
1999-09-07,25450,26800,25000,26000,234840,828360.0,31860000.0
1999-09-08,25300,26000,25000,25000,101380,796500.0,31860000.0
1999-09-09,25000,26200,24500,25800,141750,821988.0,31860000.0
1999-09-10,25800,29100,25800,28500,658490,908010.0,31860000.0
1999-09-13,28500,29900,28200,29000,270820,923940.0,31860000.0
1999-09-14,29200,29200,28200,28950,180570,922347.0,31860000.0
1999-09-15,28500,30000,25800,25800,149830,821988.0,31860000.0
1999-09-16,26350,27200,24800,25700,113310,818802.0,31860000.0
1999-09-17,26000,27200,24900,26500,188480,844290.0,31860000.0
1999-09-20,26200,27000,25500,26500,174210,844290.0,31860000.0
1999-09-21,26700,30450,26700,29500,584290,939870.0,31860000.0
1999-09-22,30500,30950,28500,30000,438980,955800.0,31860000.0
1999-09-27,29900,29900,28200,28800,142330,917568.0,31860000.0
1999-09-28,28800,29500,25000,29000,390430,923940.0,31860000.0
1999-09-29,29900,29900,28000,28100,225270,895266.0,31860000.0
1999-09-30,28100,28900,27000,27400,262090,872964.0,31860000.0
1999-10-01,26100,27350,24700,26300,194810,837918.0,31860000.0
1999-10-04,26300,27700,26000,26500,124750,844290.0,31860000.0
1999-10-05,26100,27500,25300,26500,79830,844290.0,31860000.0
1999-10-06,26650,27300,25850,27000,198440,860220.0,31860000.0
1999-10-07,27400,29300,27000,28350,291190,903231.0,31860000.0
1999-10-08,28350,28450,26800,26800,168290,853848.0,31860000.0
1999-10-11,27000,27900,26200,26500,108900,844290.0,31860000.0
1999-10-12,26000,27100,26000,26650,120280,849069.0,31860000.0
1999-10-13,26400,27500,26300,27500,95560,876150.0,31860000.0
1999-10-14,26700,28300,26400,27500,191680,876150.0,31860000.0
1999-10-15,27550,28000,26700,27000,162990,860220.0,31860000.0
1999-10-18,26100,26700,25500,26000,77700,828360.0,31860000.0
1999-10-19,26300,26500,25300,25500,48070,812430.0,31860000.0
1999-10-20,26000,26500,25500,26000,61660,828360.0,31860000.0
1999-10-21,25500,26500,25200,25200,53550,802872.0,31860000.0
1999-10-22,25000,25800,25000,25250,59310,804465.0,31860000.0
1999-10-25,25550,25800,24100,24100,58660,767826.0,31860000.0
1999-10-26,23100,24700,23100,24500,46430,780570.0,31860000.0
1999-10-27,24300,24700,23750,24200,32470,771012.0,31860000.0
1999-10-28,23500,25000,23500,24500,50320,780570.0,31860000.0
1999-10-29,25000,26100,23200,23200,105760,739152.0,31860000.0
1999-11-01,26650,26650,24600,25100,68290,799686.0,31860000.0
1999-11-02,25300,26500,24600,25200,99650,802872.0,31860000.0
1999-11-03,25600,25800,25000,25600,58360,815616.0,31860000.0
1999-11-04,26300,26300,25450,25450,69670,810837.0,31860000.0
1999-11-05,25550,26850,25100,26200,333600,834732.0,31860000.0
1999-11-08,27000,27200,25400,25400,269890,809244.0,31860000.0
1999-11-09,25500,26000,25000,25900,276550,825174.0,31860000.0
1999-11-10,25600,26000,25150,25300,122750,806058.0,31860000.0
1999-11-11,25300,25800,25000,25200,686030,802872.0,31860000.0
1999-11-12,25200,25500,23750,24000,497880,764640.0,31860000.0
1999-11-15,24700,24700,22700,23000,239010,732780.0,31860000.0
1999-11-16,23000,23700,22100,22500,365780,716850.0,31860000.0
1999-11-17,23500,23700,22500,22500,314880,716850.0,31860000.0
1999-11-18,22500,23400,22400,22800,231690,726408.0,31860000.0
1999-11-19,22550,23900,22500,23500,260860,748710.0,31860000.0
1999-11-22,23000,23500,22550,22650,217950,721629.0,31860000.0
1999-11-23,22550,23200,22550,22700,130570,723222.0,31860000.0
1999-11-24,22550,22700,21800,22300,134070,710478.0,31860000.0
1999-11-25,21800,21800,20500,20900,200800,665874.0,31860000.0
1999-11-26,20900,20900,19100,19300,209260,614898.0,31860000.0
1999-11-29,19500,19900,18650,19200,243790,611712.0,31860000.0
1999-11-30,19500,21800,19500,21500,229520,684990.0,31860000.0
1999-12-01,21400,22000,20550,21900,324070,697734.0,31860000.0
1999-12-02,22300,22950,20100,20300,189310,646758.0,31860000.0
1999-12-03,20300,20300,19300,19550,119040,622863.0,31860000.0
1999-12-06,19500,19500,17200,18000,375340,573480.0,31860000.0
1999-12-07,18000,18100,15750,15800,234630,503388.0,31860000.0
1999-12-08,15850,16900,15800,16700,497210,532062.0,31860000.0
1999-12-09,17200,18000,16800,17100,293350,544806.0,31860000.0
1999-12-10,17200,18000,16200,17750,267240,565515.0,31860000.0
1999-12-13,17700,17900,17200,17450,120620,555957.0,31860000.0
1999-12-14,17450,17750,17150,17650,120600,562329.0,31860000.0
1999-12-15,17950,18400,17350,17500,179410,557550.0,31860000.0
1999-12-16,17900,17900,17100,17300,123390,551178.0,31860000.0
1999-12-17,17300,17800,16900,17350,286540,552771.0,31860000.0
1999-12-20,17600,18200,17000,18000,115560,573480.0,31860000.0
1999-12-21,17800,17800,16500,17000,78860,541620.0,31860000.0
1999-12-22,17100,17350,16500,17350,113590,552771.0,31860000.0
1999-12-23,17350,17800,16600,17100,85230,544806.0,31860000.0
1999-12-24,16600,17050,16150,16950,55880,540027.0,31860000.0
1999-12-27,17300,17300,16000,16100,60220,512946.0,31860000.0
1999-12-28,16000,16250,15050,15900,84150,506574.0,31860000.0
2000-01-04,15500,16300,15400,15900,93140,506574.0,31860000.0
2000-01-05,15900,16100,14450,15200,239560,484272.0,31860000.0
2000-01-06,16000,16200,14500,14700,210390,468342.0,31860000.0
2000-01-07,14500,16900,14500,16900,382700,538434.0,31860000.0
2000-01-10,17600,19400,17400,18700,624300,595782.0,31860000.0
2000-01-11,20000,21300,19500,20650,919130,657909.0,31860000.0
2000-01-12,20650,20650,18300,19000,209940,605340.0,31860000.0
2000-01-13,19000,19700,18200,19050,211770,606933.0,31860000.0
2000-01-14,19700,19900,18100,18200,99940,579852.0,31860000.0
2000-01-17,17700,18450,17600,17700,119840,563922.0,31860000.0
2000-01-18,18150,19500,17900,18500,236530,589410.0,31860000.0
2000-01-19,18150,18600,17550,17800,127790,567108.0,31860000.0
2000-01-20,17700,18200,16450,17600,95180,560736.0,31860000.0
2000-01-21,16800,17400,16350,16500,89620,525690.0,31860000.0
2000-01-24,15900,16900,15350,16150,550970,514539.0,31860000.0
2000-01-25,15600,16100,14900,14900,185480,474714.0,31860000.0
2000-01-26,15500,15600,14700,15600,685400,497016.0,31860000.0
2000-01-27,15700,17800,15400,17400,503510,554364.0,31860000.0
2000-01-28,17300,18350,16800,17400,298990,554364.0,31860000.0
2000-01-31,17300,17300,16900,17200,95110,547992.0,31860000.0
2000-02-01,17500,18150,17300,17900,98740,570294.0,31860000.0
2000-02-02,18000,18900,17700,18600,107490,592596.0,31860000.0
2000-02-03,18400,18950,18000,18700,119120,595782.0,31860000.0
2000-02-07,18600,19450,18300,18700,177290,595782.0,31860000.0
2000-02-08,18350,18900,17700,18300,112400,583038.0,31860000.0
2000-02-09,18000,18450,18000,18300,132680,583038.0,31860000.0
2000-02-10,18300,18350,17000,17000,94040,541620.0,31860000.0
2000-02-11,17900,17900,16800,17800,123850,567108.0,31860000.0
2000-02-14,18200,19500,16500,16700,270500,532062.0,31860000.0
2000-02-15,16800,17650,16600,17000,129150,541620.0,31860000.0
2000-02-16,17500,17800,16000,17500,73620,557550.0,31860000.0
2000-02-17,16550,17950,16550,17800,79910,567108.0,31860000.0
2000-02-18,17300,17500,16300,16700,166580,532062.0,31860000.0
2000-02-21,15100,16400,15100,15800,85470,503388.0,31860000.0
2000-02-22,15500,16200,15000,15000,78650,477900.0,31860000.0
2000-02-23,15000,16400,14800,15200,190040,484272.0,31860000.0
2000-02-24,15500,15900,15100,15750,109880,501795.0,31860000.0
2000-02-25,15200,16100,15200,15200,95120,484272.0,31860000.0
2000-02-28,15000,15850,15000,15150,121290,482679.0,31860000.0
2000-02-29,15400,15550,15000,15500,157510,493830.0,31860000.0
2000-03-02,15600,16000,15400,16000,192100,509760.0,31860000.0
2000-03-03,16500,16500,15100,15600,133850,497016.0,31860000.0
2000-03-06,15950,16250,15500,16000,273370,509760.0,31860000.0
2000-03-07,16000,16300,15500,15550,171770,495423.0,31860000.0
2000-03-08,15500,15600,15200,15500,127280,493830.0,31860000.0
2000-03-09,15650,15800,14500,14500,330880,461970.0,31860000.0
2000-03-10,15450,15700,14900,15200,284370,484272.0,31860000.0
2000-03-13,14800,15400,14700,14750,170640,469935.0,31860000.0
2000-03-14,14500,15000,14200,14300,139390,455598.0,31860000.0
2000-03-15,14200,14450,13550,13600,192690,433296.0,31860000.0
2000-03-16,13900,14200,13600,13800,156860,439668.0,31860000.0
2000-03-17,14400,15850,14400,15500,777190,493830.0,31860000.0
2000-03-20,15300,15400,14300,14500,159100,461970.0,31860000.0
2000-03-21,15000,15450,14700,14900,224170,474714.0,31860000.0
2000-03-22,14900,15300,14300,14650,280290,466749.0,31860000.0
2000-03-23,14750,14950,14400,14550,112010,463563.0,31860000.0
2000-03-24,14600,15150,14300,15000,194400,477900.0,31860000.0
2000-03-27,15000,15000,14500,14500,122390,461970.0,31860000.0
2000-03-28,14750,14950,14500,14700,110170,468342.0,31860000.0
2000-03-29,14500,14600,14000,14100,503160,449226.0,31860000.0
2000-03-30,14600,15450,14350,14700,593740,468342.0,31860000.0
2000-03-31,15000,16100,14800,15150,678380,482679.0,31860000.0
2000-04-03,15700,15950,15000,15650,595810,498609.0,31860000.0
2000-04-04,15700,16200,15100,15650,401220,498609.0,31860000.0
2000-04-06,15300,15500,14450,14450,206960,460377.0,31860000.0
2000-04-07,14050,14650,13700,14100,451810,449226.0,31860000.0
2000-04-10,14000,14700,13800,14250,697330,454005.0,31860000.0
2000-04-11,14400,14500,14000,14300,334630,455598.0,31860000.0
2000-04-12,14100,14300,13850,14100,191230,449226.0,31860000.0
2000-04-14,13700,13750,13300,13600,120060,433296.0,31860000.0
2000-04-17,12900,12900,11600,12400,267500,395064.0,31860000.0
2000-04-18,13400,13400,11550,12550,359460,399843.0,31860000.0
2000-04-19,12900,13600,12000,12100,367770,385506.0,31860000.0
2000-04-20,12400,12500,12000,12450,143490,396657.0,31860000.0
2000-04-21,12600,12800,12200,12600,118150,401436.0,31860000.0
2000-04-24,12600,12700,12150,12200,84470,388692.0,31860000.0
2000-04-25,12000,12200,11800,12000,92730,382320.0,31860000.0
2000-04-26,12200,12350,11400,12000,202190,382320.0,31860000.0
2000-04-27,11500,12000,10850,11400,323850,363204.0,31860000.0
2000-04-28,11600,12600,11300,11600,509690,369576.0,31860000.0
2000-05-02,11500,11750,11050,11150,264500,355239.0,31860000.0
2000-05-03,11300,11300,10850,11000,369320,350460.0,31860000.0
2000-05-04,10850,10900,10500,10650,427170,339309.0,31860000.0
2000-05-08,10650,10800,10450,10450,295750,332937.0,31860000.0
2000-05-09,10050,10900,10050,10400,748510,331344.0,31860000.0
2000-05-10,10750,10950,10500,10650,419160,339309.0,31860000.0
2000-05-12,10500,10550,9450,9700,532090,309042.0,31860000.0
2000-05-15,9220,9420,8300,8320,400920,265075.0,31860000.0
2000-05-16,8430,8620,8100,8480,216340,270173.0,31860000.0
2000-05-17,8550,8700,7210,7210,759140,229711.0,31860000.0
2000-05-18,7200,7280,6800,7150,414920,227799.0,31860000.0
2000-05-19,7100,7110,6620,6800,369220,216648.0,31860000.0
2000-05-22,6510,6740,6000,6010,340770,191479.0,31860000.0
2000-05-23,5820,6250,5820,6080,332670,193709.0,31860000.0
2000-05-24,6340,6970,5950,6610,574880,210595.0,31860000.0
2000-05-25,6890,7600,6720,7600,615470,242136.0,31860000.0
2000-05-26,8190,8590,7310,7310,1473520,232897.0,31860000.0
2000-05-29,7230,7900,7100,7650,680390,243729.0,31860000.0
2000-05-30,7790,8300,7790,8050,469280,256473.0,31860000.0
2000-05-31,8300,8500,8100,8400,627300,267624.0,31860000.0
2000-06-01,8110,8290,7860,8000,243950,254880.0,31860000.0
2000-06-02,8250,8600,7950,8020,378910,255517.0,31860000.0
2000-06-05,8050,8770,8050,8650,613610,275589.0,31860000.0
2000-06-07,8700,9300,8600,8720,624180,277819.0,31860000.0
2000-06-08,8680,8700,7730,7810,671520,248827.0,31860000.0
2000-06-09,7550,7700,7200,7500,518030,238950.0,31860000.0
2000-06-12,7500,8000,7230,8000,1284030,254880.0,31860000.0
2000-06-13,7890,7890,7310,7350,511200,234171.0,31860000.0
2000-06-14,7450,7590,7060,7150,283880,227799.0,31860000.0
2000-06-15,7000,7100,6750,6830,258430,217604.0,31860000.0
2000-06-16,6650,7450,6650,7400,416810,235764.0,31860000.0
2000-06-19,7200,7500,7050,7210,211280,229711.0,31860000.0
2000-06-20,7210,7400,7050,7230,149200,230348.0,31860000.0
2000-06-21,7400,7700,7370,7450,381210,237357.0,31860000.0
2000-06-22,7700,7700,7320,7600,399470,242136.0,31860000.0
2000-06-23,7350,7700,7350,7700,176300,245322.0,31860000.0
2000-06-26,7520,7650,7490,7500,183640,238950.0,31860000.0
2000-06-27,7600,7610,7330,7550,237750,240543.0,31860000.0
2000-06-28,7600,8200,7580,7910,468100,252013.0,31860000.0
2000-06-29,8100,8400,7500,7500,396840,238950.0,31860000.0
2000-06-30,7690,7800,7390,7470,271030,237994.0,31860000.0
2000-07-03,7610,8330,7520,8150,683720,259659.0,31860000.0
2000-07-04,8400,8470,8000,8190,385160,260933.0,31860000.0
2000-07-05,8200,8650,7910,8600,519920,273996.0,31860000.0
2000-07-06,8700,9750,8700,9150,1424010,291519.0,31860000.0
2000-07-07,9200,9300,8700,8900,1032600,283554.0,31860000.0
2000-07-10,9000,9200,8700,8800,628070,280368.0,31860000.0
2000-07-11,8800,9400,8500,8650,833060,275589.0,31860000.0
2000-07-12,8510,8880,8400,8620,353810,274633.0,31860000.0
2000-07-13,8620,8620,8090,8100,1012610,258066.0,31860000.0
2000-07-14,8170,8390,8030,8140,740350,259340.0,31860000.0
2000-07-18,8270,8270,7700,7760,432740,247234.0,31860000.0
2000-07-19,7570,7780,7260,7350,386370,234171.0,31860000.0
2000-07-20,7300,7350,7160,7350,285210,234171.0,31860000.0
2000-07-21,7400,7560,7300,7490,339950,238631.0,31860000.0
2000-07-24,7300,7430,7050,7080,259920,225569.0,31860000.0
2000-07-25,6900,7530,6860,7450,267910,237357.0,31860000.0
2000-07-26,7500,7850,7450,7730,318110,246278.0,31860000.0
2000-07-27,8180,8180,7810,7850,409440,250101.0,31860000.0
2000-07-28,7800,7800,7450,7450,208690,237357.0,31860000.0
2000-07-31,7100,7550,7100,7490,114050,238631.0,31860000.0
2000-08-01,7600,7840,7510,7650,143900,243729.0,31860000.0
2000-08-02,7790,8080,7650,8000,294460,254880.0,31860000.0
2000-08-03,8190,8200,7770,7900,168030,251694.0,31860000.0
2000-08-04,7710,7880,7600,7650,108170,243729.0,31860000.0
2000-08-07,7510,7550,7120,7140,118880,227480.0,31860000.0
2000-08-08,7210,7390,7100,7140,130340,227480.0,31860000.0
2000-08-09,7270,7400,7250,7400,105630,235764.0,31860000.0
2000-08-10,7390,7550,7100,7500,306280,238950.0,31860000.0
2000-08-11,7800,8390,7800,7900,1018710,251694.0,31860000.0
2000-08-14,8150,8290,7950,7980,433470,254243.0,31860000.0
2000-08-16,8200,8250,8000,8120,401540,258703.0,31860000.0
2000-08-17,8000,8120,7820,7820,246270,249145.0,31860000.0
2000-08-18,8020,8280,8020,8140,447180,259340.0,31860000.0
2000-08-21,8140,8370,8000,8020,262810,255517.0,31860000.0
2000-08-22,7970,8090,7800,7900,207770,251694.0,31860000.0
2000-08-23,8000,8100,7750,7800,212500,248508.0,31860000.0
2000-08-24,7810,7920,7510,7640,125340,243410.0,31860000.0
2000-08-25,7640,7720,7500,7650,188040,243729.0,31860000.0
2000-08-28,7700,7810,7620,7720,251610,245959.0,31860000.0
2000-08-29,7780,8500,7700,7990,519440,254561.0,31860000.0
2000-08-30,8000,8000,7730,7800,205210,248508.0,31860000.0
2000-08-31,7780,7990,7620,7650,199740,243729.0,31860000.0
2000-09-01,7520,7780,7520,7660,108800,244048.0,31860000.0
2000-09-04,7650,7710,7560,7650,117090,243729.0,31860000.0
2000-09-05,7650,7780,7530,7650,100300,243729.0,31860000.0
2000-09-06,7660,7720,7500,7600,185720,242136.0,31860000.0
2000-09-07,7500,7500,7220,7230,136400,230348.0,31860000.0
2000-09-08,7110,7230,7070,7150,130820,227799.0,31860000.0
2000-09-14,6730,6990,6720,6900,157600,219834.0,31860000.0
2000-09-15,6800,7080,6700,6730,171300,214418.0,31860000.0
2000-09-18,6500,6540,5900,6050,164680,192753.0,31860000.0
