S&TC(100840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-10-27,28575,28575,27675,27771,40125,207933.0,7084612.0
2009-10-28,27534,27675,26304,27298,64927,204391.0,7084612.0
2009-10-29,26966,27013,26493,26967,26233,201911.0,7084612.0
2009-10-30,27250,27581,26825,27156,25800,203328.0,7084612.0
2009-11-02,26493,27013,26304,26589,26233,199078.0,7084612.0
2009-11-03,26493,27013,25074,25075,60969,187742.0,7084612.0
2009-11-04,25121,25641,24648,25453,70375,190576.0,7084612.0
2009-11-05,25168,25452,23985,24791,128276,185617.0,7084612.0
2009-11-06,24789,25027,24270,24649,51930,184554.0,7084612.0
2009-11-09,24506,24931,24127,24270,42257,181720.0,7084612.0
2009-11-10,24506,24601,23891,24128,28482,180658.0,7084612.0
2009-11-11,24412,24412,23749,23939,18799,179241.0,7084612.0
2009-11-12,24175,24885,24127,24743,33505,185263.0,7084612.0
2009-11-13,24458,25216,24458,25122,25157,188096.0,7084612.0
2009-11-16,24789,25216,24553,25122,20270,188096.0,7084612.0
2009-11-17,25121,25121,24364,24412,21681,182783.0,7084612.0
2009-11-18,24316,24648,23797,23891,31608,178886.0,7084612.0
2009-11-19,23702,24033,22850,23655,97800,177115.0,7084612.0
2009-11-20,23276,23985,23181,23939,19610,179241.0,7084612.0
2009-11-23,24080,24080,23560,23608,18562,176761.0,7084612.0
2009-11-24,23843,24743,23843,24649,42210,184554.0,7084612.0
2009-11-25,24931,25925,24695,25737,67261,192701.0,7084612.0
2009-11-26,26020,26020,24931,25312,57400,189513.0,7084612.0
2009-11-27,25027,25121,22708,23608,59143,176761.0,7084612.0
2009-11-30,23939,24600,23891,24602,38331,184200.0,7084612.0
2009-12-01,24222,25074,23939,25027,40022,187388.0,7084612.0
2009-12-02,25027,25925,24885,25831,50979,193410.0,7084612.0
2009-12-03,25689,26825,25547,26777,53668,200495.0,7084612.0
2009-12-04,26398,27486,26398,27488,50219,205808.0,7084612.0
2009-12-07,27675,27913,27108,27109,36975,202974.0,7084612.0
2009-12-08,26919,27344,26919,27109,37306,202974.0,7084612.0
2009-12-09,26540,28102,26493,28008,59146,209705.0,7084612.0
2009-12-10,27675,28149,27250,27724,48535,207579.0,7084612.0
2009-12-11,27298,28859,27298,28671,63558,214664.0,7084612.0
2009-12-14,28859,29615,28669,29617,69976,221748.0,7084612.0
2009-12-15,29379,29805,28906,29332,31110,219623.0,7084612.0
2009-12-16,29332,29332,28575,28954,32772,216789.0,7084612.0
2009-12-17,29000,30088,28859,29805,58963,223165.0,7084612.0
2009-12-18,29332,30230,29142,30232,34417,226353.0,7084612.0
2009-12-21,30278,30703,30136,30326,49651,227062.0,7084612.0
2009-12-22,30657,30845,29899,30657,60276,229541.0,7084612.0
2009-12-23,30893,30893,30184,30657,39207,229541.0,7084612.0
2009-12-24,30657,30940,29994,30751,711047,230250.0,7084612.0
2009-12-28,34820,35340,32927,33543,424046,251149.0,7084612.0
2009-12-29,32218,33069,30893,33023,162564,247253.0,7084612.0
2009-12-30,33022,33779,32312,33118,87145,247961.0,7084612.0
2010-01-04,32880,33306,31934,33118,64612,247961.0,7084612.0
2010-01-05,32785,32927,30893,31320,120240,234501.0,7084612.0
2010-01-06,31508,32549,30325,32124,221249,240523.0,7084612.0
2010-01-07,31745,32549,31745,32076,49323,240168.0,7084612.0
2010-01-08,31697,32691,31413,32549,58215,243711.0,7084612.0
2010-01-11,32643,33164,32028,32928,96143,246544.0,7084612.0
2010-01-12,32738,32738,31981,32218,27816,241231.0,7084612.0
2010-01-13,31791,32549,31791,32455,60007,243002.0,7084612.0
2010-01-14,32549,36334,32360,34821,193336,260714.0,7084612.0
2010-01-15,34820,35529,34062,35388,69094,264964.0,7084612.0
2010-01-18,35387,36239,35387,35625,70904,266736.0,7084612.0
2010-01-19,35955,36712,34158,34631,90603,259297.0,7084612.0
2010-01-20,34725,34820,33116,34726,107722,260005.0,7084612.0
2010-01-21,34110,34631,33968,34537,40261,258588.0,7084612.0
2010-01-22,34204,34535,33306,33637,40062,251858.0,7084612.0
2010-01-25,34867,38652,34158,34442,502535,257880.0,7084612.0
2010-01-26,35340,37185,33400,34442,233179,257880.0,7084612.0
2010-01-27,34441,34962,33306,34016,71803,254692.0,7084612.0
2010-01-28,33731,34441,32454,33118,76730,247961.0,7084612.0
2010-01-29,32218,32360,30703,31036,74038,232375.0,7084612.0
2010-02-01,31035,31791,30799,31745,46889,237689.0,7084612.0
2010-02-02,32218,32218,31224,31225,35140,233792.0,7084612.0
2010-02-03,31508,31603,31224,31509,32664,235918.0,7084612.0
2010-02-04,31508,32265,31318,32172,16821,240877.0,7084612.0
2010-02-05,30703,31318,30609,31130,36239,233084.0,7084612.0
2010-02-08,30940,30940,29805,30278,32120,226708.0,7084612.0
2010-02-09,30041,30561,29284,29805,56940,223165.0,7084612.0
2010-02-10,30278,30562,29805,30515,43540,228479.0,7084612.0
2010-02-11,30609,31130,30514,30657,35586,229541.0,7084612.0
2010-02-12,30703,31176,30372,30894,26610,231313.0,7084612.0
2010-02-16,30845,32123,30609,32124,38370,240523.0,7084612.0
2010-02-17,32454,33448,32312,32833,68503,245836.0,7084612.0
2010-02-18,33116,33164,32028,32503,35205,243356.0,7084612.0
2010-02-19,32170,32549,31461,31745,23830,237689.0,7084612.0
2010-02-22,32265,32549,31934,32172,17210,240877.0,7084612.0
2010-02-23,31886,34016,31886,33496,47665,250795.0,7084612.0
2010-02-24,33211,35198,32880,35104,57679,262839.0,7084612.0
2010-02-25,36239,36239,34062,34253,32261,256463.0,7084612.0
2010-02-26,34252,34535,33589,34537,24590,258588.0,7084612.0
2010-03-02,34489,35671,34204,34537,52519,258588.0,7084612.0
2010-03-03,34583,35009,34489,34915,17599,261422.0,7084612.0
2010-03-04,34725,35009,33731,34111,37099,255400.0,7084612.0
2010-03-05,34441,34441,33731,34064,11890,255046.0,7084612.0
2010-03-08,34062,34299,33353,33969,22610,254338.0,7084612.0
2010-03-09,33731,34252,33543,33827,25265,253275.0,7084612.0
2010-03-10,34062,34346,33685,33922,32571,253983.0,7084612.0
2010-03-11,34016,34441,33448,33969,21950,254338.0,7084612.0
2010-03-12,34346,34346,33448,33449,27638,250441.0,7084612.0
2010-03-15,33448,33543,31934,32124,47956,240523.0,7084612.0
2010-03-16,32265,32596,31508,32597,49506,244065.0,7084612.0
2010-03-17,32454,32785,31697,32455,57008,243002.0,7084612.0
2010-03-18,32170,32738,31981,31982,32648,239460.0,7084612.0
2010-03-19,31981,32454,31176,31982,62193,239460.0,7084612.0
2010-03-22,32028,32170,31603,32076,12287,240168.0,7084612.0
2010-03-23,32076,32596,31791,32313,50219,241939.0,7084612.0
2010-03-24,32076,32549,31176,31840,62863,238397.0,7084612.0
2010-03-25,31461,31791,31272,31699,26732,237335.0,7084612.0
2010-03-26,31697,31839,31130,31272,38708,234146.0,7084612.0
2010-03-29,31224,31366,30799,30799,23715,230604.0,7084612.0
2010-03-30,31176,31697,30751,31699,45250,237335.0,7084612.0
2010-03-31,31981,31981,31224,31414,21949,235209.0,7084612.0
2010-04-01,31082,31697,30940,31225,42720,233792.0,7084612.0
2010-04-02,31508,32076,31224,31935,41352,239106.0,7084612.0
2010-04-05,31697,31745,30703,31462,33727,235563.0,7084612.0
2010-04-06,31176,31318,30703,31036,23386,232375.0,7084612.0
2010-04-07,31035,31318,30751,31036,22253,232375.0,7084612.0
2010-04-08,30751,31082,30562,31036,28731,232375.0,7084612.0
2010-04-09,30845,31130,30372,30941,17319,231667.0,7084612.0
2010-04-12,30988,31035,30088,30278,39236,226708.0,7084612.0
2010-04-13,30372,30372,29095,29096,69405,217852.0,7084612.0
2010-04-14,29332,29711,28622,28623,52869,214310.0,7084612.0
2010-04-15,28622,29237,28622,29049,43406,217498.0,7084612.0
2010-04-16,29190,29237,28007,28386,56605,212538.0,7084612.0
2010-04-19,28007,28054,27155,27393,53856,205100.0,7084612.0
2010-04-20,27439,27913,27344,27535,29509,206162.0,7084612.0
2010-04-21,27675,28575,27675,28102,47049,210413.0,7084612.0
2010-04-22,27959,27959,27108,27156,59765,203328.0,7084612.0
2010-04-23,27344,27581,26020,26068,90517,195181.0,7084612.0
2010-04-26,26209,26304,24979,25358,225457,189868.0,7084612.0
2010-04-27,25547,25831,25168,25453,94824,190576.0,7084612.0
2010-04-28,25027,25263,24127,24365,183094,182429.0,7084612.0
2010-04-29,24412,25216,24364,24743,92524,185263.0,7084612.0
2010-04-30,25027,26020,22093,22567,457873,168968.0,7084612.0
2010-05-03,22614,23323,22093,23277,161960,174281.0,7084612.0
2010-05-04,23654,23797,22803,22993,76341,172156.0,7084612.0
2010-05-06,22330,22945,22140,22378,57681,167551.0,7084612.0
2010-05-07,21762,21903,21194,21479,88944,160821.0,7084612.0
2010-05-10,21572,22235,21478,22189,98855,166134.0,7084612.0
2010-05-11,22472,22472,21620,21857,75252,163655.0,7084612.0
2010-05-12,21809,22046,21336,21574,51778,161529.0,7084612.0
2010-05-13,21667,21762,20815,20817,119557,155861.0,7084612.0
2010-05-14,20815,22566,20674,22567,91159,168968.0,7084612.0
2010-05-17,22472,22566,21430,21857,80057,163655.0,7084612.0
2010-05-18,22140,22140,21384,21621,56339,161883.0,7084612.0
2010-05-19,21430,21430,20721,21053,46390,157633.0,7084612.0
2010-05-20,20957,21194,19917,20202,69286,151256.0,7084612.0
2010-05-24,19869,20438,19396,20344,55942,152319.0,7084612.0
2010-05-25,20295,20342,19017,19728,53153,147714.0,7084612.0
2010-05-26,19728,20342,19633,20344,36006,152319.0,7084612.0
2010-05-27,19965,21099,19869,21006,73041,157278.0,7084612.0
2010-05-28,21242,21242,20438,20532,59026,153736.0,7084612.0
2010-05-31,20438,21430,20438,21337,44722,159758.0,7084612.0
2010-06-01,21289,21857,20957,21810,49671,163300.0,7084612.0
2010-06-03,21809,22377,21572,21621,62174,161883.0,7084612.0
2010-06-04,21430,21762,20863,21006,66141,157278.0,7084612.0
2010-06-07,20059,20438,20059,20249,37922,151611.0,7084612.0
2010-06-08,20153,21053,20011,21006,53851,157278.0,7084612.0
2010-06-09,21053,22472,21053,21763,107372,162946.0,7084612.0
2010-06-10,21999,23181,21999,23182,120517,173573.0,7084612.0
2010-06-11,23607,23891,22803,23087,109990,172865.0,7084612.0
2010-06-14,23181,23181,22661,22851,43515,171093.0,7084612.0
2010-06-15,22850,23560,22708,22993,66579,172156.0,7084612.0
2010-06-16,23039,23134,22330,22330,56752,167197.0,7084612.0
2010-06-17,22472,22897,22046,22378,31548,167551.0,7084612.0
2010-06-18,22377,22614,22093,22236,19952,166488.0,7084612.0
2010-06-21,22330,22614,21620,22094,35135,165426.0,7084612.0
2010-06-22,22093,22093,21667,21905,38081,164009.0,7084612.0
2010-06-23,22093,22850,21857,22614,60018,169322.0,7084612.0
2010-06-24,22661,23039,22424,22899,60240,171448.0,7084612.0
2010-06-25,22661,22661,22235,22472,68775,168260.0,7084612.0
2010-06-28,22472,22992,22330,22899,46739,171448.0,7084612.0
2010-06-29,22803,23039,22188,22472,56535,168260.0,7084612.0
2010-06-30,22093,22235,21715,22236,42910,166488.0,7084612.0
2010-07-01,21903,22093,21478,21621,42739,161883.0,7084612.0
2010-07-02,21336,21809,21147,21337,54446,159758.0,7084612.0
2010-07-05,21289,21336,20248,20486,88950,153382.0,7084612.0
2010-07-06,20484,20484,19822,20249,59598,151611.0,7084612.0
2010-07-07,20295,20484,19917,19965,45757,149485.0,7084612.0
2010-07-08,20201,20438,20106,20249,31996,151611.0,7084612.0
2010-07-09,20342,21005,20342,20864,43805,156216.0,7084612.0
2010-07-12,20863,21289,20674,20959,37482,156924.0,7084612.0
2010-07-13,21005,21242,20532,20817,51425,155861.0,7084612.0
2010-07-14,20815,21620,20815,21337,95130,159758.0,7084612.0
2010-07-15,21336,21384,20863,21053,50891,157633.0,7084612.0
2010-07-16,20863,21099,20626,20817,41451,155861.0,7084612.0
2010-07-19,20438,20721,20390,20628,30426,154445.0,7084612.0
2010-07-20,20815,20911,20532,20628,21401,154445.0,7084612.0
2010-07-21,20674,20863,20390,20438,39488,153028.0,7084612.0
2010-07-22,20295,20579,19491,19634,91337,147006.0,7084612.0
2010-07-23,19775,19965,19207,19634,58684,147006.0,7084612.0
2010-07-26,19775,19869,19349,19634,33132,147006.0,7084612.0
2010-07-27,19680,20059,19680,19965,39980,149485.0,7084612.0
2010-07-28,20248,20248,19680,19681,29391,147360.0,7084612.0
2010-07-29,19538,19728,19160,19208,80656,143818.0,7084612.0
2010-07-30,19254,19538,19160,19350,46187,144880.0,7084612.0
2010-08-02,19113,19349,18071,18309,150876,137087.0,7084612.0
2010-08-03,18119,18687,17977,18262,71350,136733.0,7084612.0
2010-08-04,18261,18592,18261,18356,65278,137441.0,7084612.0
2010-08-05,18356,19017,18356,19019,58064,142401.0,7084612.0
2010-08-06,19017,19017,18640,18782,33003,140630.0,7084612.0
2010-08-09,18781,19065,18734,18877,20130,141338.0,7084612.0
2010-08-10,18781,18971,18356,18451,42571,138150.0,7084612.0
2010-08-11,18356,18544,18071,18262,48348,136733.0,7084612.0
2010-08-12,18213,18923,18167,18262,88095,136733.0,7084612.0
2010-08-13,18261,18450,18025,18262,30030,136733.0,7084612.0
2010-08-16,18119,18119,17693,18025,45943,134962.0,7084612.0
2010-08-17,17929,18025,17504,17505,66857,131065.0,7084612.0
2010-08-18,17552,17693,17079,17079,62817,127877.0,7084612.0
2010-08-19,16983,17410,16983,17127,50457,128231.0,7084612.0
2010-08-20,17079,17362,16368,16558,84135,123981.0,7084612.0
2010-08-23,16605,16936,16227,16606,110641,124335.0,7084612.0
2010-08-24,16652,16794,16321,16606,42255,124335.0,7084612.0
2010-08-25,16416,16605,16227,16464,49943,123272.0,7084612.0
2010-08-26,16463,16652,16368,16417,49273,122918.0,7084612.0
2010-08-27,16274,16463,15706,15991,80804,119730.0,7084612.0
2010-08-30,16132,16132,15658,15849,68919,118667.0,7084612.0
2010-08-31,15658,15801,15422,15470,63246,115833.0,7084612.0
2010-09-01,15517,16085,15422,15707,66754,117605.0,7084612.0
2010-09-02,15754,16747,15754,16558,91672,123981.0,7084612.0
2010-09-03,16700,17552,16510,17552,95965,131420.0,7084612.0
2010-09-06,17646,18403,17646,18262,113879,136733.0,7084612.0
2010-09-07,18167,18167,17693,18025,85845,134962.0,7084612.0
2010-09-08,17788,18025,17504,17742,66607,132836.0,7084612.0
2010-09-09,17835,18544,17552,18546,65362,138858.0,7084612.0
2010-09-10,18687,18687,18356,18640,58334,139567.0,7084612.0
2010-09-13,18640,18687,18261,18546,46411,138858.0,7084612.0
2010-09-14,18544,18592,18071,18498,52450,138504.0,7084612.0
2010-09-15,18640,19017,18308,19019,52643,142401.0,7084612.0
2010-09-16,18971,20106,18971,19444,176593,145589.0,7084612.0
2010-09-17,19586,19728,19207,19492,46784,145943.0,7084612.0
2010-09-20,19491,19586,19207,19540,23770,146297.0,7084612.0
2010-09-24,19396,19633,19160,19255,29885,144172.0,7084612.0
2010-09-27,19396,19491,18829,18971,70167,142046.0,7084612.0
2010-09-28,18734,18971,18356,18877,66183,141338.0,7084612.0
2010-09-29,18781,19917,18734,19492,67925,145943.0,7084612.0
2010-09-30,19254,19869,19065,19113,57371,143109.0,7084612.0
2010-10-01,19113,19586,18781,19586,73696,146651.0,7084612.0
2010-10-04,19586,19586,19113,19350,38159,144880.0,7084612.0
2010-10-05,18971,19302,18971,19208,22831,143818.0,7084612.0
2010-10-06,19491,19491,19065,19161,37164,143463.0,7084612.0
2010-10-07,19207,20295,19113,20296,173205,151965.0,7084612.0
2010-10-08,20484,21620,20106,21290,333633,159404.0,7084612.0
2010-10-11,21336,21809,20911,21242,158426,159050.0,7084612.0
2010-10-12,21242,21242,20438,20486,96090,153382.0,7084612.0
2010-10-13,20721,21478,20579,21432,132752,160466.0,7084612.0
2010-10-14,21715,22046,21430,21810,119888,163300.0,7084612.0
2010-10-15,22897,24553,22188,23987,595149,179595.0,7084612.0
2010-10-18,24175,24648,23797,23987,156496,179595.0,7084612.0
2010-10-19,23985,24601,22992,23087,132942,172865.0,7084612.0
2010-10-20,22708,23654,22235,23561,103468,176407.0,7084612.0
2010-10-21,23843,23843,22992,23324,75145,174636.0,7084612.0
2010-10-22,23181,23418,22566,23041,99377,172510.0,7084612.0
2010-10-25,23181,23465,22093,23277,98853,174281.0,7084612.0
2010-10-26,23276,23560,22850,22993,46230,172156.0,7084612.0
2010-10-27,22708,23039,22093,22567,124292,168968.0,7084612.0
2010-10-28,22566,22566,21951,22426,93970,167905.0,7084612.0
2010-10-29,22282,22424,21762,21999,75207,164717.0,7084612.0
2010-11-01,22140,22140,20579,20675,178353,154799.0,7084612.0
2010-11-02,20721,21620,20248,21101,90168,157987.0,7084612.0
2010-11-03,21336,21667,21053,21053,65720,157633.0,7084612.0
2010-11-04,20911,21526,20579,21006,52035,157278.0,7084612.0
2010-11-05,21194,21384,20579,20580,66021,154090.0,7084612.0
2010-11-08,20626,20863,18544,20107,194926,150548.0,7084612.0
2010-11-09,20106,20626,19869,20202,70011,151256.0,7084612.0
2010-11-10,20484,20484,19538,20249,68876,151611.0,7084612.0
2010-11-11,20342,20626,19822,19823,56571,148423.0,7084612.0
2010-11-12,19917,20201,18734,19492,72512,145943.0,7084612.0
2010-11-15,19207,19396,18167,18356,67648,137441.0,7084612.0
2010-11-16,18167,18450,17552,18356,51844,137441.0,7084612.0
2010-11-17,17788,18640,17788,18262,25802,136733.0,7084612.0
2010-11-18,18213,19017,18213,18925,31179,141692.0,7084612.0
2010-11-19,19017,19160,18687,18877,24759,141338.0,7084612.0
2010-11-22,18923,19113,18640,18640,32237,139567.0,7084612.0
2010-11-23,18640,18829,18261,18782,26060,140630.0,7084612.0
2010-11-24,17788,18403,17504,18215,48591,136379.0,7084612.0
2010-11-25,18025,18308,17929,18215,36179,136379.0,7084612.0
2010-11-26,18450,18876,17693,17694,49432,132482.0,7084612.0
2010-11-29,17504,18119,17504,17647,21940,132128.0,7084612.0
2010-11-30,17646,18119,17598,18120,28792,135670.0,7084612.0
2010-12-01,18308,18734,18025,18735,20373,140275.0,7084612.0
2010-12-02,18923,19065,18687,18971,31190,142046.0,7084612.0
2010-12-03,19396,19396,18356,18356,36020,137441.0,7084612.0
2010-12-06,18261,18261,17740,17931,48930,134253.0,7084612.0
2010-12-07,17788,18071,17552,17647,45874,132128.0,7084612.0
2010-12-08,17693,17740,17079,17458,53211,130711.0,7084612.0
2010-12-09,17410,18687,17362,18546,61128,138858.0,7084612.0
2010-12-10,18498,18592,18167,18498,43275,138504.0,7084612.0
2010-12-13,18498,19254,18498,19255,41212,144172.0,7084612.0
2010-12-14,19207,19680,18781,18925,61756,141692.0,7084612.0
2010-12-15,18876,19302,18498,18735,39970,140275.0,7084612.0
2010-12-16,18592,18829,18119,18167,55300,136025.0,7084612.0
2010-12-17,18119,18450,17835,17883,59434,133899.0,7084612.0
2010-12-20,17552,17883,17315,17742,37407,132836.0,7084612.0
2010-12-21,17788,18071,17788,17883,31727,133899.0,7084612.0
2010-12-22,18071,18261,17740,17883,36368,133899.0,7084612.0
2010-12-23,18167,18167,17693,17694,17800,132482.0,7084612.0
2010-12-24,17740,17929,17456,17505,30437,131065.0,7084612.0
2010-12-27,17552,17646,17031,17031,46040,127523.0,7084612.0
2010-12-28,17031,17362,16652,17127,51300,128231.0,7084612.0
2010-12-29,17079,17267,16889,17031,20579,127523.0,7084612.0
2010-12-30,17031,17315,16936,17079,52883,127877.0,7084612.0
2011-01-03,17079,17598,17079,17458,43218,130711.0,7084612.0
2011-01-04,17456,17598,17079,17316,57514,129648.0,7084612.0
2011-01-05,17315,17456,17220,17268,34996,129294.0,7084612.0
2011-01-06,17456,17788,17220,17600,68965,131774.0,7084612.0
2011-01-07,17504,17835,17410,17552,46296,131420.0,7084612.0
2011-01-10,17456,17552,17079,17079,42825,127877.0,7084612.0
2011-01-11,17267,17267,16794,17031,54659,127523.0,7084612.0
2011-01-12,17031,17598,16936,17363,83925,130003.0,7084612.0
2011-01-13,17456,17646,17125,17173,57452,128586.0,7084612.0
2011-01-14,17220,17362,16983,17173,43434,128586.0,7084612.0
2011-01-17,17315,17598,17125,17458,83191,130711.0,7084612.0
2011-01-18,17267,18592,17267,18404,165586,137796.0,7084612.0
2011-01-19,18544,18876,18213,18593,77906,139213.0,7084612.0
2011-01-20,18544,19254,18544,18735,98863,140275.0,7084612.0
2011-01-21,18592,19538,18544,19113,116882,143109.0,7084612.0
2011-01-24,19113,19491,18734,19019,73130,142401.0,7084612.0
2011-01-25,18923,19349,18544,18688,69749,139921.0,7084612.0
2011-01-26,18544,18923,18403,18640,37829,139567.0,7084612.0
2011-01-27,18829,18829,18167,18167,58333,136025.0,7084612.0
2011-01-28,18071,18261,17598,18073,50419,135316.0,7084612.0
2011-01-31,17977,18261,17598,17600,48240,131774.0,7084612.0
2011-02-01,17598,18971,17315,18830,104336,140984.0,7084612.0
2011-02-07,18876,18971,18498,18546,19382,138858.0,7084612.0
2011-02-08,18781,18781,18119,18309,22560,137087.0,7084612.0
2011-02-09,18261,18734,18213,18215,27631,136379.0,7084612.0
2011-02-10,18308,18450,17788,17836,18476,133545.0,7084612.0
2011-02-11,17835,18167,17552,17789,36243,133191.0,7084612.0
2011-02-14,17693,17929,17410,17410,22909,130357.0,7084612.0
2011-02-15,17315,17598,16416,16417,105554,122918.0,7084612.0
2011-02-16,16321,16983,16227,16890,35741,126460.0,7084612.0
2011-02-17,16747,16794,16368,16370,24729,122564.0,7084612.0
2011-02-18,16416,16983,16368,16843,10182,126106.0,7084612.0
2011-02-21,16983,17031,16510,16985,26974,127169.0,7084612.0
2011-02-22,17079,17079,16416,16654,19321,124689.0,7084612.0
2011-02-23,16510,16889,16274,16417,30229,122918.0,7084612.0
2011-02-24,16368,16605,16179,16181,21349,121147.0,7084612.0
2011-02-25,16510,16510,16179,16322,34087,122210.0,7084612.0
2011-02-28,16368,16368,16085,16275,12240,121855.0,7084612.0
2011-03-02,16179,16274,16085,16085,16402,120438.0,7084612.0
2011-03-03,16085,16274,15895,16275,21415,121855.0,7084612.0
2011-03-04,16274,16558,16274,16370,39823,122564.0,7084612.0
2011-03-07,16463,16510,16274,16464,27720,123272.0,7084612.0
2011-03-08,16416,16558,16227,16512,29486,123626.0,7084612.0
2011-03-09,16558,16700,16463,16606,35892,124335.0,7084612.0
2011-03-10,16558,16700,16321,16322,16730,122210.0,7084612.0
2011-03-11,16085,16274,16037,16085,21713,120438.0,7084612.0
2011-03-14,16132,16179,14902,15139,54597,113354.0,7084612.0
2011-03-15,14949,15375,13578,14382,103373,107686.0,7084612.0
2011-03-16,14287,14666,14193,14524,43890,108749.0,7084612.0
2011-03-17,14193,14949,14003,14950,43040,111937.0,7084612.0
2011-03-18,15091,17173,15091,17173,111640,128586.0,7084612.0
2011-03-21,17267,17267,16558,17127,70901,128231.0,7084612.0
2011-03-22,17362,19160,17267,18451,182566,138150.0,7084612.0
2011-03-23,18876,19017,18025,18546,49308,138858.0,7084612.0
2011-03-24,18544,18687,18167,18262,32042,136733.0,7084612.0
2011-03-25,18640,18687,18119,18593,29445,139213.0,7084612.0
2011-03-28,18829,18829,18119,18167,19273,136025.0,7084612.0
2011-03-29,18119,18356,17504,18167,41464,136025.0,7084612.0
2011-03-30,18167,19822,18167,19492,106745,145943.0,7084612.0
2011-03-31,19775,19822,19113,19398,51710,145235.0,7084612.0
2011-04-01,19444,20011,19302,19444,42613,145589.0,7084612.0
2011-04-04,19728,20342,19491,19871,68722,148777.0,7084612.0
2011-04-05,19869,20438,19728,20438,59895,153028.0,7084612.0
2011-04-06,20579,20579,19728,20013,56230,149840.0,7084612.0
2011-04-07,20011,20011,18592,18877,151985,141338.0,7084612.0
2011-04-08,18687,18923,18119,18404,76549,137796.0,7084612.0
2011-04-11,18356,18876,18213,18546,34981,138858.0,7084612.0
2011-04-12,18544,18592,17693,17978,54064,134608.0,7084612.0
2011-04-13,17788,18544,17788,18120,47857,135670.0,7084612.0
2011-04-14,17977,18450,17929,18073,36886,135316.0,7084612.0
2011-04-15,18213,18450,17883,18025,31075,134962.0,7084612.0
2011-04-18,18025,18261,17929,18120,43731,135670.0,7084612.0
2011-04-19,17977,18119,17362,17742,37300,132836.0,7084612.0
2011-04-20,17693,17883,17552,17789,38489,133191.0,7084612.0
2011-04-21,17788,18025,17552,17600,38850,131774.0,7084612.0
2011-04-22,17835,17835,17125,17505,80360,131065.0,7084612.0
2011-04-25,17410,17646,17125,17316,37394,129648.0,7084612.0
2011-04-26,17125,17125,16416,16464,56816,123272.0,7084612.0
2011-04-27,16463,17693,16416,17173,66933,128586.0,7084612.0
2011-04-28,17220,18544,17220,18309,111045,137087.0,7084612.0
2011-04-29,18119,18450,17456,17694,47803,132482.0,7084612.0
2011-05-02,17883,18025,17504,17931,22009,134253.0,7084612.0
2011-05-03,17788,17929,17410,17410,28173,130357.0,7084612.0
2011-05-04,17504,17504,16368,16464,74243,123272.0,7084612.0
2011-05-06,16510,16700,16321,16417,19580,122918.0,7084612.0
2011-05-09,16794,16794,16085,16133,14199,120793.0,7084612.0
2011-05-11,15943,16321,15895,16085,24607,120438.0,7084612.0
2011-05-12,15848,16132,15658,15896,16585,119021.0,7084612.0
2011-05-13,15943,16321,15658,15943,2454480,119376.0,7084612.0
2011-05-16,16416,16416,15848,15943,23530,119376.0,7084612.0
2011-05-17,15706,16037,15564,15612,19893,116896.0,7084612.0
2011-05-18,15375,15706,15139,15139,36563,113354.0,7084612.0
2011-05-19,15091,15139,14381,14382,58240,107686.0,7084612.0
2011-05-20,14287,14760,14193,14382,43301,107686.0,7084612.0
2011-05-23,14287,14287,13908,13909,14949,104144.0,7084612.0
2011-05-24,13530,14097,13530,13909,19000,104144.0,7084612.0
2011-05-25,13861,14097,13624,13626,23315,102018.0,7084612.0
2011-05-26,13578,13956,13578,13720,10667,102727.0,7084612.0
2011-05-27,13719,15043,13719,14997,46284,112291.0,7084612.0
2011-05-30,15091,15091,13908,14004,72821,104852.0,7084612.0
2011-05-31,13956,14949,13956,14572,105770,109103.0,7084612.0
2011-06-01,14902,16510,14712,15612,153986,116896.0,7084612.0
2011-06-02,15281,17883,15185,17458,191892,130711.0,7084612.0
2011-06-03,17173,17693,16416,16795,96274,125752.0,7084612.0
2011-06-07,16794,17031,16368,16464,36772,123272.0,7084612.0
2011-06-08,16558,16747,15754,15943,33868,119376.0,7084612.0
2011-06-09,15801,16274,15375,16181,44227,121147.0,7084612.0
2011-06-10,16842,16936,16274,16606,55983,124335.0,7084612.0
2011-06-13,16368,16605,15754,16085,27494,120438.0,7084612.0
2011-06-14,16037,16416,15801,15991,27425,119730.0,7084612.0
2011-06-15,15943,16274,15375,15612,36460,116896.0,7084612.0
2011-06-16,15422,15706,15422,15423,16475,115479.0,7084612.0
2011-06-17,15470,15658,15328,15518,22731,116188.0,7084612.0
2011-06-20,15706,15943,14949,14950,27737,111937.0,7084612.0
2011-06-21,14712,14997,14381,14477,41247,108395.0,7084612.0
2011-06-22,14524,15233,14524,14856,21645,111228.0,7084612.0
2011-06-23,14855,15091,14476,14761,21580,110520.0,7084612.0
2011-06-24,14618,15185,14570,15093,20173,113000.0,7084612.0
2011-06-27,15043,15139,14855,15139,11705,113354.0,7084612.0
2011-06-28,15233,15517,14949,14997,15412,112291.0,7084612.0
2011-06-29,15043,15139,14666,14761,28048,110520.0,7084612.0
2011-06-30,14902,14902,14476,14477,31635,108395.0,7084612.0
2011-07-01,14570,14855,14476,14761,41530,110520.0,7084612.0
2011-07-04,14902,15375,14760,15139,46168,113354.0,7084612.0
2011-07-05,15091,15233,14760,14903,26964,111583.0,7084612.0
