한일시멘트(300720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-12,136000,139000,132500,137000,5321,567861.0,4144970.0
2018-10-15,137500,137500,131000,132500,4887,549209.0,4144970.0
2018-10-16,133500,137500,132000,133000,6434,551281.0,4144970.0
2018-10-17,135500,140000,133000,138000,5929,572006.0,4144970.0
2018-10-18,138000,138500,134000,136000,5667,563716.0,4144970.0
2018-10-19,133500,139000,133000,139000,2109,576151.0,4144970.0
2018-10-22,139000,139000,133000,134000,2882,555426.0,4144970.0
2018-10-23,134000,135000,126500,128000,3354,530556.0,4144970.0
2018-10-24,129000,131000,122500,126000,3861,522266.0,4144970.0
2018-10-25,120000,135000,120000,131500,8404,545064.0,4144970.0
2018-10-26,131500,132000,125000,129000,4225,534701.0,4144970.0
2018-10-29,126000,130500,118000,121500,4026,503614.0,4144970.0
2018-10-30,120500,124000,117500,122000,4299,505686.0,4144970.0
2018-10-31,123500,124000,117500,117500,4265,487034.0,4144970.0
2018-11-01,119500,131000,118000,126000,8597,522266.0,4144970.0
2018-11-02,125500,135000,125500,132000,3333,547136.0,4144970.0
2018-11-05,132000,134000,127500,130500,2270,540919.0,4144970.0
2018-11-06,130500,130500,126500,127000,1614,526411.0,4144970.0
2018-11-07,127500,130000,120000,120000,5532,497396.0,4144970.0
2018-11-08,121500,127000,121500,125500,1810,520194.0,4144970.0
2018-11-09,125500,126500,120500,126000,1740,522266.0,4144970.0
2018-11-12,126500,128500,123500,127000,2841,526411.0,4144970.0
2018-11-13,122500,133000,121500,122500,14198,507759.0,4144970.0
2018-11-14,124500,124500,117500,118000,5014,489106.0,4144970.0
2018-11-15,119500,123500,118000,123500,1822,511904.0,4144970.0
2018-11-16,123500,125000,120500,124000,2391,513976.0,4144970.0
2018-11-19,126000,127500,122000,122500,4338,507759.0,4144970.0
2018-11-20,122500,123500,120000,121000,695,501541.0,4144970.0
2018-11-21,120000,126000,120000,120500,2587,499469.0,4144970.0
2018-11-22,123000,123000,119500,119500,1895,495324.0,4144970.0
2018-11-23,120000,123000,120000,122000,1388,505686.0,4144970.0
2018-11-26,122500,125000,122000,124000,1919,513976.0,4144970.0
2018-11-27,125000,125000,121500,123000,1168,509831.0,4144970.0
2018-11-28,123000,124000,121500,121500,1014,503614.0,4144970.0
2018-11-29,122000,123500,122000,123000,1151,509831.0,4144970.0
2018-11-30,123000,132000,122000,132000,5227,547136.0,4144970.0
2018-12-03,133000,133500,125000,130500,5219,540919.0,4144970.0
2018-12-04,135000,135000,127000,128500,2139,532629.0,4144970.0
2018-12-05,127500,129000,125000,125500,1832,520194.0,4144970.0
2018-12-06,126000,126500,122000,122500,1568,507759.0,4144970.0
2018-12-07,124500,125000,122500,124500,2050,516049.0,4144970.0
2018-12-10,124000,124000,119000,120000,3074,497396.0,4144970.0
2018-12-11,120000,120000,118000,118500,1495,491179.0,4144970.0
2018-12-12,120000,121000,116000,116500,3514,482889.0,4144970.0
2018-12-13,117500,122000,116500,121500,3043,503614.0,4144970.0
2018-12-14,122000,122500,119000,119000,2376,493251.0,4144970.0
2018-12-17,118500,121000,115500,116000,3219,480817.0,4144970.0
2018-12-18,115500,118000,113000,113000,5505,468382.0,4144970.0
2018-12-19,116500,118500,116000,117500,4307,487034.0,4144970.0
2018-12-20,116500,118000,114500,115000,2773,476672.0,4144970.0
2018-12-21,116000,117500,115500,115500,3272,478744.0,4144970.0
2018-12-24,115500,120000,115500,119500,3428,495324.0,4144970.0
2018-12-26,119500,120000,117000,118000,2418,489106.0,4144970.0
2018-12-27,117000,118000,114000,115000,1968,476672.0,4144970.0
2018-12-28,116500,118000,116000,117500,2529,487034.0,4144970.0
2019-01-02,117500,120000,117500,120000,3294,497396.0,4144970.0
2019-01-03,120500,120500,117500,118000,2448,489106.0,4144970.0
2019-01-04,115000,120000,115000,117000,1992,484961.0,4144970.0
2019-01-07,119500,119500,116500,118000,1707,489106.0,4144970.0
2019-01-08,117000,121500,116500,118500,3665,491179.0,4144970.0
2019-01-09,119000,119500,118000,118500,1404,491179.0,4144970.0
2019-01-10,118500,120000,116500,118500,2927,491179.0,4144970.0
2019-01-11,117500,119000,116500,118000,3992,489106.0,4144970.0
2019-01-14,119500,119500,115500,118500,5570,491179.0,4144970.0
2019-01-15,120500,122000,119000,121000,12253,501541.0,4144970.0
2019-01-16,121500,123000,120000,121500,7304,503614.0,4144970.0
2019-01-17,122500,124000,118000,118000,6899,489106.0,4144970.0
2019-01-18,118500,120000,117500,118500,4689,491179.0,4144970.0
2019-01-21,119500,120000,118500,120000,6873,497396.0,4144970.0
2019-01-22,120000,122500,119000,122500,10643,507759.0,4144970.0
2019-01-23,122000,127000,121500,125000,16821,518121.0,4144970.0
2019-01-24,127000,129000,125500,127000,9885,526411.0,4144970.0
2019-01-25,127000,129000,125000,125000,6683,518121.0,4144970.0
2019-01-28,126000,129500,125000,127500,7489,528484.0,4144970.0
2019-01-29,127500,129500,125000,125000,6500,518121.0,4144970.0
2019-01-30,126000,140000,125500,140000,39702,580296.0,4144970.0
2019-01-31,140000,150500,134000,142000,25639,588586.0,4144970.0
2019-02-01,143000,153500,140500,150500,20892,623818.0,4144970.0
2019-02-07,153500,155000,148500,151500,10477,627963.0,4144970.0
2019-02-08,151000,151000,144000,146000,3717,605166.0,4144970.0
2019-02-11,145000,149000,139500,141000,4571,584441.0,4144970.0
2019-02-12,141000,143500,137000,138000,7206,572006.0,4144970.0
2019-02-13,139000,142500,137000,138500,10812,574078.0,4144970.0
2019-02-14,141500,142000,136000,140000,7437,580296.0,4144970.0
2019-02-15,145000,145000,140000,142000,2287,588586.0,4144970.0
2019-02-18,142000,144500,141500,142000,3656,588586.0,4144970.0
2019-02-19,142500,147000,141000,143000,8356,592731.0,4144970.0
2019-02-20,143500,148000,143500,145000,5712,601021.0,4144970.0
2019-02-21,147000,147500,139000,139500,7897,578223.0,4144970.0
2019-02-22,140500,145000,138500,145000,8174,601021.0,4144970.0
2019-02-25,146000,147500,142500,144500,7383,598948.0,4144970.0
2019-02-26,142000,147500,141500,147500,8578,611383.0,4144970.0
2019-02-27,148500,149500,146000,148500,5871,615528.0,4144970.0
2019-02-28,146000,149000,141000,143000,6399,592731.0,4144970.0
2019-03-04,137000,140000,134000,137500,14733,569933.0,4144970.0
2019-03-05,137000,137500,132000,135500,7759,561643.0,4144970.0
2019-03-06,134000,139500,134000,134500,7187,557498.0,4144970.0
2019-03-07,134000,138000,134000,135000,4358,559571.0,4144970.0
2019-03-08,132500,137000,131000,133500,6442,553353.0,4144970.0
2019-03-11,133000,134500,129500,130000,5441,538846.0,4144970.0
2019-03-12,130500,146500,130500,141000,17422,584441.0,4144970.0
2019-03-13,142000,146500,141000,145000,6984,601021.0,4144970.0
2019-03-14,145000,150000,144000,149000,11180,617601.0,4144970.0
2019-03-15,147000,149000,142500,143500,9749,594803.0,4144970.0
2019-03-18,144500,150000,141000,148500,6344,615528.0,4144970.0
2019-03-19,148500,148500,143000,143000,965,592731.0,4144970.0
2019-03-20,143000,143000,135500,137500,7412,569933.0,4144970.0
2019-03-21,135500,140500,135000,135500,6409,561643.0,4144970.0
2019-03-22,135500,138000,132500,136500,2664,565788.0,4144970.0
2019-03-25,134500,136500,132000,134000,1219,555426.0,4144970.0
2019-03-26,135000,135500,133000,134500,1031,557498.0,4144970.0
2019-03-27,134500,135500,133500,135500,557,561643.0,4144970.0
2019-03-28,135500,138500,134500,136000,1882,563716.0,4144970.0
2019-03-29,136000,148000,136000,144500,8208,598948.0,4144970.0
2019-04-01,144000,145000,142000,143500,1288,594803.0,4144970.0
2019-04-02,143500,143500,140500,140500,1417,582368.0,4144970.0
2019-04-03,140000,145500,140000,143500,3232,594803.0,4144970.0
2019-04-04,142000,146000,142000,144500,2433,598948.0,4144970.0
2019-04-05,145500,147500,143000,146000,4317,605166.0,4144970.0
2019-04-08,147500,151000,146000,151000,7834,625890.0,4144970.0
2019-04-09,150000,151500,146000,149500,4333,619673.0,4144970.0
2019-04-10,148000,148000,146000,147500,4249,611383.0,4144970.0
2019-04-11,146500,151000,146000,151000,5256,625890.0,4144970.0
2019-04-12,151000,160000,146000,156000,6761,646615.0,4144970.0
2019-04-15,155500,155500,149000,151000,4079,625890.0,4144970.0
2019-04-16,151000,151000,146500,148000,5025,613456.0,4144970.0
2019-04-17,148000,151000,145000,147500,2936,611383.0,4144970.0
2019-04-18,148000,150500,147000,147000,3981,609311.0,4144970.0
2019-04-19,148000,148500,146500,147000,1740,609311.0,4144970.0
2019-04-22,146500,148500,146500,147000,875,609311.0,4144970.0
2019-04-23,149500,150000,147000,150000,1277,621746.0,4144970.0
2019-04-24,149500,151000,148000,148500,2460,615528.0,4144970.0
2019-04-25,148500,148500,145000,145000,3598,601021.0,4144970.0
2019-04-26,145000,147500,144000,145000,3679,601021.0,4144970.0
2019-04-29,145000,148000,141500,148000,7876,613456.0,4144970.0
2019-04-30,148000,148000,143500,147000,1680,609311.0,4144970.0
2019-05-02,146500,149000,146500,149000,458,617601.0,4144970.0
2019-05-03,149000,149000,145000,147500,1774,611383.0,4144970.0
2019-05-07,147000,151500,143500,145000,4995,601021.0,4144970.0
2019-05-08,145000,147000,143500,145000,995,601021.0,4144970.0
2019-05-09,146000,147500,142000,147500,2133,611383.0,4144970.0
2019-05-10,145000,147500,144500,145500,3622,603093.0,4144970.0
2019-05-13,142000,148000,140500,145500,3746,603093.0,4144970.0
2019-05-14,144500,149000,144000,148000,4344,613456.0,4144970.0
2019-05-15,146000,148500,143500,143500,2872,594803.0,4144970.0
2019-05-16,143500,144500,142000,144500,2288,598948.0,4144970.0
2019-05-17,145000,145500,141500,142000,974,588586.0,4144970.0
2019-05-20,142000,145000,141500,143000,531,592731.0,4144970.0
2019-05-21,143500,144500,142000,142000,611,588586.0,4144970.0
2019-05-22,142000,144000,139000,139500,26293,578223.0,4144970.0
2019-05-23,138500,140500,137000,139000,1363,576151.0,4144970.0
2019-05-24,135500,138500,134000,135000,4741,559571.0,4144970.0
2019-05-27,130500,137000,130500,134500,1233,557498.0,4144970.0
2019-05-28,137500,138500,129000,129000,5112,534701.0,4144970.0
2019-05-29,131000,133500,131000,131000,2078,542991.0,4144970.0
2019-05-30,133000,134000,131500,131500,1573,545064.0,4144970.0
2019-05-31,131500,135000,130000,132500,3290,549209.0,4144970.0
2019-06-03,130500,134000,130500,132000,2237,547136.0,4144970.0
2019-06-04,137500,139000,129500,130000,4763,538846.0,4144970.0
2019-06-05,130000,133000,129500,131500,2285,545064.0,4144970.0
2019-06-07,131500,135000,131500,133000,1720,551281.0,4144970.0
2019-06-10,133000,135000,130500,131500,3064,545064.0,4144970.0
2019-06-11,131000,140000,131000,138500,3525,574078.0,4144970.0
2019-06-12,141000,141500,133000,133000,6835,551281.0,4144970.0
2019-06-13,134000,134000,131000,131000,8101,542991.0,4144970.0
2019-06-14,132000,132500,130000,132500,4912,549209.0,4144970.0
2019-06-17,132500,132500,128500,130000,5435,538846.0,4144970.0
2019-06-18,130000,130500,127500,130000,4871,538846.0,4144970.0
2019-06-19,130500,135500,129000,131500,3200,545064.0,4144970.0
2019-06-20,131500,133000,130500,130500,1799,540919.0,4144970.0
2019-06-21,132000,133000,130000,133000,2365,551281.0,4144970.0
2019-06-24,133500,136000,132000,132500,7941,549209.0,4144970.0
2019-06-25,132500,132500,130000,130000,4299,538846.0,4144970.0
2019-06-26,129000,131000,129000,130000,868,538846.0,4144970.0
2019-06-27,130500,131000,129500,130500,1397,540919.0,4144970.0
2019-06-28,129500,130000,126000,127500,4236,528484.0,4144970.0
2019-07-01,133000,133000,127000,128500,2541,532629.0,4144970.0
2019-07-02,128000,131000,127000,127000,4751,526411.0,4144970.0
2019-07-03,127000,129500,126500,128000,5325,530556.0,4144970.0
2019-07-04,128500,128500,126500,126500,857,524339.0,4144970.0
2019-07-05,126500,127500,126500,127000,715,526411.0,4144970.0
2019-07-08,127000,127000,123000,124000,2465,513976.0,4144970.0
2019-07-09,124000,124000,120000,120500,1353,499469.0,4144970.0
2019-07-10,120500,123500,120500,123500,1050,511904.0,4144970.0
2019-07-11,123500,123500,121000,122000,1579,505686.0,4144970.0
2019-07-12,121000,122000,118000,119500,5422,495324.0,4144970.0
2019-07-15,119000,119000,117500,118000,1350,489106.0,4144970.0
2019-07-16,118500,121000,117500,118500,1375,491179.0,4144970.0
2019-07-17,118000,118500,116500,118500,1087,491179.0,4144970.0
2019-07-18,118000,118500,117500,118500,759,491179.0,4144970.0
2019-07-19,117500,118000,116000,117000,2924,484961.0,4144970.0
2019-07-22,117000,117000,113000,114000,3228,472527.0,4144970.0
2019-07-23,114000,115000,112500,114000,1689,472527.0,4144970.0
2019-07-24,114000,114000,112000,113000,1829,468382.0,4144970.0
2019-07-25,113000,113000,110000,112000,1751,464237.0,4144970.0
2019-07-26,111000,111000,107500,107500,2238,445584.0,4144970.0
2019-07-29,107000,108000,100000,103500,2082,429004.0,4144970.0
2019-07-30,101000,108000,101000,106000,1076,439367.0,4144970.0
2019-07-31,105500,108500,104000,105500,551,437294.0,4144970.0
2019-08-01,104500,108500,104000,105500,1795,437294.0,4144970.0
2019-08-02,105000,106000,104000,106000,297,439367.0,4144970.0
2019-08-05,106000,106000,100000,101000,2459,418642.0,4144970.0
2019-08-06,95100,102000,95100,97100,3336,402477.0,4144970.0
2019-08-07,95200,101500,95200,100000,1776,414497.0,4144970.0
2019-08-08,100000,105000,100000,105000,1535,435222.0,4144970.0
2019-08-09,106500,111500,101000,101000,6396,418642.0,4144970.0
2019-08-12,101000,104500,101000,103500,585,429004.0,4144970.0
2019-08-13,102500,104000,99800,100000,2307,414497.0,4144970.0
2019-08-14,102000,102000,99400,99500,2716,412425.0,4144970.0
2019-08-16,99100,99100,95400,95600,5402,396259.0,4144970.0
2019-08-19,95100,98500,95000,97900,4315,405793.0,4144970.0
2019-08-20,97200,99200,96500,98300,2249,407451.0,4144970.0
2019-08-21,98300,103500,96600,100500,2658,416569.0,4144970.0
2019-08-22,100500,102000,100000,100000,1399,414497.0,4144970.0
2019-08-23,100000,103000,100000,100000,1412,414497.0,4144970.0
2019-08-26,99500,99500,96600,98000,1094,406207.0,4144970.0
2019-08-27,98100,100000,96000,96000,936,397917.0,4144970.0
2019-08-28,96200,99700,96200,99500,737,412425.0,4144970.0
2019-08-29,99500,101500,99500,101000,451,418642.0,4144970.0
2019-08-30,101000,102000,101000,101000,682,418642.0,4144970.0
2019-09-02,101000,103000,98500,100500,2294,416569.0,4144970.0
2019-09-03,100500,101500,99900,100000,828,414497.0,4144970.0
2019-09-04,99800,99800,98700,98900,2678,409938.0,4144970.0
2019-09-05,99000,99700,97800,97900,9042,405793.0,4144970.0
2019-09-06,99800,99800,97600,97800,4068,405378.0,4144970.0
2019-09-09,97900,98000,96100,96300,4833,399161.0,4144970.0
2019-09-10,97000,99300,96100,98600,4300,408694.0,4144970.0
2019-09-11,99000,104000,98900,104000,5106,431077.0,4144970.0
2019-09-16,106000,114000,104500,110000,9587,455947.0,4144970.0
2019-09-17,110500,111500,107000,107000,2853,443512.0,4144970.0
2019-09-18,107000,108000,105500,106000,3397,439367.0,4144970.0
2019-09-19,107000,108000,104000,104500,2971,433149.0,4144970.0
2019-09-20,104000,107500,104000,107500,2816,445584.0,4144970.0
2019-09-23,108500,108500,104000,104000,3834,431077.0,4144970.0
2019-09-24,105500,105500,103500,104500,2588,433149.0,4144970.0
2019-09-25,104500,105000,100500,101000,4624,418642.0,4144970.0
2019-09-26,101500,102500,100000,100500,2126,416569.0,4144970.0
2019-09-27,100000,102000,99700,99700,2292,413254.0,4144970.0
2019-09-30,99700,100000,99000,99500,1224,,
2019-10-01,99500,103000,99500,102000,1623,,
2019-10-02,102000,104000,101000,101000,3549,,
2019-10-04,101000,101500,98700,99700,2138,,
2019-10-07,99500,100000,98300,100000,1826,,
