삼양홀딩스(000070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,12518.0,13318.0,12518.0,13319.0,214050.0,148056.0,11132063.0
1999-01-05,13920.0,15022.0,13519.0,14320.0,548280.0,159189.0,11132063.0
1999-01-06,14721.0,15923.0,14020.0,15772.0,461850.0,175330.0,11132063.0
1999-01-07,15973.0,18127.0,15522.0,15722.0,366190.0,174773.0,11132063.0
1999-01-08,16125.0,16926.0,15523.0,15923.0,297280.0,177000.0,11132063.0
1999-01-11,15924.0,16325.0,15123.0,15923.0,325860.0,177000.0,11132063.0
1999-01-12,16424.0,16925.0,15623.0,16624.0,307980.0,184792.0,11132063.0
1999-01-13,16524.0,16524.0,15723.0,15722.0,167250.0,174773.0,11132063.0
1999-01-14,14621.0,15423.0,13369.0,13920.0,182760.0,154736.0,11132063.0
1999-01-15,14019.0,14721.0,13620.0,14721.0,151730.0,163641.0,11132063.0
1999-01-18,15023.0,16023.0,15023.0,15171.0,261910.0,168651.0,11132063.0
1999-01-19,15072.0,15122.0,14371.0,14370.0,94140.0,159745.0,11132063.0
1999-01-20,14520.0,14721.0,13719.0,13719.0,94510.0,152509.0,11132063.0
1999-01-21,13720.0,13920.0,12918.0,12968.0,111590.0,144160.0,11132063.0
1999-01-22,12418.0,12918.0,12118.0,12367.0,96490.0,137481.0,11132063.0
1999-01-25,12617.0,12667.0,11115.0,11115.0,103570.0,123566.0,11132063.0
1999-01-26,12217.0,12318.0,11417.0,11716.0,182530.0,130245.0,11132063.0
1999-01-27,11716.0,12217.0,11516.0,12217.0,90430.0,135811.0,11132063.0
1999-01-28,12418.0,12918.0,12217.0,12818.0,100240.0,142490.0,11132063.0
1999-01-29,12969.0,13219.0,12317.0,12918.0,84600.0,143604.0,11132063.0
1999-02-01,12518.0,13219.0,12518.0,12918.0,81810.0,143604.0,11132063.0
1999-02-02,12917.0,13018.0,12417.0,12618.0,59910.0,140264.0,11132063.0
1999-02-03,12417.0,12417.0,12016.0,12417.0,58120.0,138038.0,11132063.0
1999-02-04,11816.0,12617.0,11816.0,12618.0,62650.0,140264.0,11132063.0
1999-02-05,12617.0,12718.0,12317.0,12618.0,57560.0,140264.0,11132063.0
1999-02-08,12718.0,13670.0,12718.0,12818.0,222780.0,142490.0,11132063.0
1999-02-09,12769.0,12769.0,11516.0,11716.0,88660.0,130245.0,11132063.0
1999-02-10,11716.0,11867.0,11216.0,11817.0,65970.0,131358.0,11132063.0
1999-02-11,11917.0,12318.0,11717.0,11716.0,58310.0,130245.0,11132063.0
1999-02-12,12217.0,12317.0,11867.0,12217.0,72350.0,135811.0,11132063.0
1999-02-18,12317.0,12317.0,11716.0,11766.0,41340.0,130802.0,11132063.0
1999-02-19,11516.0,11516.0,11065.0,11416.0,48700.0,126906.0,11132063.0
1999-02-22,11216.0,11516.0,10915.0,11015.0,34350.0,122453.0,11132063.0
1999-02-23,11016.0,11116.0,10615.0,10815.0,39640.0,120226.0,11132063.0
1999-02-24,10315.0,11016.0,10315.0,10314.0,31230.0,114660.0,11132063.0
1999-02-25,10114.0,10815.0,10013.0,10414.0,72560.0,115773.0,11132063.0
1999-02-26,10515.0,10966.0,10515.0,10715.0,34640.0,119113.0,11132063.0
1999-03-02,11216.0,11417.0,10815.0,11216.0,39070.0,124679.0,11132063.0
1999-03-03,11215.0,11416.0,11015.0,11065.0,25630.0,123009.0,11132063.0
1999-03-04,11115.0,11315.0,10765.0,11115.0,19220.0,123566.0,11132063.0
1999-03-05,10915.0,11416.0,10915.0,11416.0,42550.0,126906.0,11132063.0
1999-03-08,11716.0,12518.0,11716.0,12417.0,130630.0,138038.0,11132063.0
1999-03-09,12417.0,12518.0,11966.0,12217.0,51280.0,135811.0,11132063.0
1999-03-10,12016.0,12217.0,11816.0,12217.0,39890.0,135811.0,11132063.0
1999-03-11,12318.0,12668.0,12017.0,12117.0,97790.0,134698.0,11132063.0
1999-03-12,12868.0,12918.0,12518.0,12718.0,92810.0,141377.0,11132063.0
1999-03-15,13219.0,13919.0,12818.0,13319.0,174740.0,148056.0,11132063.0
1999-03-16,13519.0,13769.0,13318.0,13569.0,159300.0,150839.0,11132063.0
1999-03-17,13568.0,13769.0,13219.0,13319.0,88970.0,148056.0,11132063.0
1999-03-18,13119.0,13519.0,12918.0,13018.0,79780.0,144717.0,11132063.0
1999-03-19,13018.0,13519.0,13018.0,13519.0,132330.0,150283.0,11132063.0
1999-03-22,13519.0,13919.0,13218.0,13519.0,82430.0,150283.0,11132063.0
1999-03-23,13620.0,15323.0,13620.0,15021.0,347690.0,166981.0,11132063.0
1999-03-24,15023.0,15924.0,14622.0,15222.0,340720.0,169207.0,11132063.0
1999-03-25,15423.0,16525.0,15223.0,15322.0,310060.0,170321.0,11132063.0
1999-03-26,15321.0,15722.0,14721.0,14921.0,65290.0,165868.0,11132063.0
1999-03-29,14219.0,15321.0,14219.0,14821.0,211830.0,164755.0,11132063.0
1999-03-30,15222.0,15222.0,14721.0,14921.0,34980.0,165868.0,11132063.0
1999-03-31,14921.0,15523.0,14822.0,15322.0,109300.0,170321.0,11132063.0
1999-04-01,15022.0,15723.0,15022.0,15372.0,72000.0,170877.0,11132063.0
1999-04-02,15523.0,16525.0,15423.0,16523.0,205140.0,183679.0,11132063.0
1999-04-06,16624.0,17426.0,16525.0,17325.0,150220.0,192585.0,11132063.0
1999-04-07,17225.0,17225.0,16574.0,16824.0,96310.0,187019.0,11132063.0
1999-04-08,16625.0,17025.0,16224.0,16724.0,77880.0,185905.0,11132063.0
1999-04-09,16525.0,17325.0,16525.0,16924.0,117510.0,188132.0,11132063.0
1999-04-12,16825.0,16926.0,16625.0,16774.0,77650.0,186462.0,11132063.0
1999-04-13,16775.0,16825.0,16424.0,16624.0,88100.0,184792.0,11132063.0
1999-04-14,16625.0,17627.0,16625.0,17225.0,169920.0,191471.0,11132063.0
1999-04-15,17525.0,17726.0,17225.0,17725.0,117610.0,197038.0,11132063.0
1999-04-16,17927.0,17927.0,17526.0,17625.0,204370.0,195924.0,11132063.0
1999-04-19,17627.0,18528.0,17627.0,18326.0,184760.0,203717.0,11132063.0
1999-04-20,18328.0,19029.0,18328.0,18526.0,93710.0,205943.0,11132063.0
1999-04-21,18528.0,18929.0,18127.0,18126.0,101720.0,201490.0,11132063.0
1999-04-22,15622.0,18026.0,15622.0,17725.0,84540.0,197038.0,11132063.0
1999-04-23,17727.0,18428.0,16024.0,17225.0,39960.0,191471.0,11132063.0
1999-04-26,17226.0,18528.0,16825.0,18526.0,113480.0,205943.0,11132063.0
1999-04-27,18528.0,18528.0,17827.0,18476.0,60330.0,205387.0,11132063.0
1999-04-28,18027.0,18878.0,17927.0,18526.0,75060.0,205943.0,11132063.0
1999-04-29,18927.0,21031.0,18728.0,19929.0,235480.0,221528.0,11132063.0
1999-04-30,20230.0,20331.0,19128.0,20329.0,141580.0,225981.0,11132063.0
1999-05-03,20430.0,21331.0,20029.0,21030.0,165790.0,233773.0,11132063.0
1999-05-04,21130.0,23983.0,21130.0,23032.0,244760.0,256037.0,11132063.0
1999-05-06,23532.0,23933.0,22332.0,23333.0,275910.0,259377.0,11132063.0
1999-05-07,23332.0,23532.0,22831.0,23032.0,93170.0,256037.0,11132063.0
1999-05-10,23133.0,23332.0,22532.0,23333.0,80660.0,259377.0,11132063.0
1999-05-11,23334.0,24035.0,20030.0,20029.0,93850.0,222641.0,11132063.0
1999-05-12,21782.0,22132.0,20731.0,21932.0,195310.0,243792.0,11132063.0
1999-05-13,22133.0,22433.0,20531.0,20529.0,86150.0,228207.0,11132063.0
1999-05-14,20531.0,21532.0,20230.0,20529.0,62610.0,228252.0,11134247.0
1999-05-17,20230.0,20330.0,19629.0,20029.0,42130.0,222685.0,11134247.0
1999-05-18,20430.0,20531.0,19529.0,19828.0,12440.0,220458.0,11134247.0
1999-05-19,20030.0,20531.0,19830.0,20029.0,28940.0,225894.0,11294679.0
1999-05-20,19830.0,20130.0,19429.0,19528.0,86150.0,220246.0,11294679.0
1999-05-21,20030.0,20531.0,19529.0,20029.0,45440.0,225894.0,11294679.0
1999-05-24,20530.0,21531.0,20029.0,20630.0,97370.0,232670.0,11294679.0
1999-05-25,20830.0,21982.0,20830.0,21030.0,52700.0,237188.0,11294679.0
1999-05-26,22233.0,22233.0,21031.0,21331.0,43460.0,240577.0,11294679.0
1999-05-27,22433.0,23033.0,21833.0,21831.0,161600.0,246224.0,11294679.0
1999-05-28,21982.0,22532.0,21030.0,22531.0,53830.0,254130.0,11294679.0
1999-05-31,22531.0,23532.0,22032.0,22632.0,47740.0,255260.0,11294679.0
1999-06-01,22433.0,23334.0,22133.0,22232.0,27490.0,250742.0,11294679.0
1999-06-02,22532.0,24034.0,22532.0,23333.0,127300.0,263166.0,11294679.0
1999-06-03,23834.0,23834.0,22631.0,23333.0,43510.0,263166.0,11294679.0
1999-06-04,23532.0,24834.0,23232.0,23232.0,95370.0,262037.0,11294679.0
1999-06-07,23433.0,24034.0,22932.0,24034.0,81870.0,271072.0,11294679.0
1999-06-08,24034.0,24534.0,23332.0,23533.0,47670.0,265452.0,11295812.0
1999-06-09,23335.0,23534.0,22334.0,22332.0,42950.0,251897.0,11295812.0
1999-06-10,22032.0,23532.0,21832.0,23533.0,56060.0,265452.0,11295812.0
1999-06-11,23282.0,23733.0,22531.0,22632.0,56180.0,255285.0,11295812.0
1999-06-14,23334.0,23334.0,21732.0,21731.0,19850.0,245119.0,11295812.0
1999-06-15,22033.0,22033.0,21031.0,21631.0,45020.0,243990.0,11295812.0
1999-06-16,21232.0,22033.0,21182.0,21831.0,93480.0,246249.0,11295812.0
1999-06-17,22032.0,22732.0,21832.0,22732.0,32410.0,256415.0,11295812.0
1999-06-18,22533.0,23234.0,21532.0,22032.0,26170.0,250802.0,11400072.0
1999-06-21,21232.0,23033.0,21232.0,22032.0,28800.0,250802.0,11400072.0
1999-06-22,22833.0,22833.0,21632.0,22232.0,159160.0,253082.0,11400072.0
1999-06-23,21832.0,21832.0,20880.0,21030.0,216220.0,239402.0,11400072.0
1999-06-24,21031.0,21432.0,20530.0,21030.0,79690.0,239402.0,11400072.0
1999-06-25,21432.0,21532.0,20731.0,20930.0,84380.0,238262.0,11400072.0
1999-06-28,20731.0,21231.0,20731.0,20830.0,44910.0,237121.0,11400072.0
1999-06-29,20531.0,20531.0,20031.0,20079.0,59120.0,228571.0,11400072.0
1999-06-30,20531.0,20732.0,19880.0,19878.0,56560.0,226291.0,11400072.0
1999-07-01,19880.0,20682.0,19029.0,19878.0,112100.0,226291.0,11400072.0
