하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-09-30,38200,39000,38100,38500,155007,447223.0,11616185.0
2009-10-01,38900,38900,37200,38100,77372,442577.0,11616185.0
2009-10-05,37200,37900,36800,37800,111389,439092.0,11616185.0
2009-10-06,38100,38100,36950,36950,83039,429218.0,11616185.0
2009-10-07,37000,38300,36600,38300,84827,444900.0,11616185.0
2009-10-08,38000,39800,37650,39800,156118,462324.0,11616185.0
2009-10-09,40000,41500,39550,41300,270690,479748.0,11616185.0
2009-10-12,41500,41550,40300,41100,101081,477425.0,11616185.0
2009-10-13,41100,41200,40250,40800,92080,473940.0,11616185.0
2009-10-14,41100,41550,40700,40750,67686,473360.0,11616185.0
2009-10-15,41250,42300,41000,41450,139894,481491.0,11616185.0
2009-10-16,41700,42300,41000,41650,125389,483814.0,11616185.0
2009-10-19,41650,41650,40300,40850,72816,474521.0,11616185.0
2009-10-20,41450,41450,39750,40000,124784,464647.0,11616185.0
2009-10-21,39600,39650,38000,38000,241777,441415.0,11616185.0
2009-10-22,37950,38450,36600,37000,208236,429799.0,11616185.0
2009-10-23,37200,37550,36450,37050,187760,430380.0,11616185.0
2009-10-26,36200,36800,35750,36600,184266,425152.0,11616185.0
2009-10-27,36050,37200,35900,37050,95763,430380.0,11616185.0
2009-10-28,37000,37450,36300,37050,107895,430380.0,11616185.0
2009-10-29,36550,36900,35700,36850,70580,428056.0,11616185.0
2009-10-30,37200,37550,36500,36500,65577,423991.0,11616185.0
2009-11-02,35150,35300,34150,34650,170483,402501.0,11616185.0
2009-11-03,34650,35100,34200,34950,78524,405986.0,11616185.0
2009-11-04,35000,36500,34700,36400,55922,422829.0,11616185.0
2009-11-05,36400,37150,35700,35700,52526,414698.0,11616185.0
2009-11-06,36500,37200,36200,36900,75675,428637.0,11616185.0
2009-11-09,37350,38300,37300,38000,111966,441415.0,11616185.0
2009-11-10,38350,39000,37650,38300,84184,444900.0,11616185.0
2009-11-11,38600,39500,38250,39300,121945,456516.0,11616185.0
2009-11-12,39400,39800,39150,39750,75998,461743.0,11616185.0
2009-11-13,39800,39800,38650,39400,72519,457678.0,11616185.0
2009-11-16,39400,39900,38800,39900,86999,463486.0,11616185.0
2009-11-17,39950,40750,38500,38800,197195,450708.0,11616185.0
2009-11-18,38800,40400,38800,40150,146862,466390.0,11616185.0
2009-11-19,40500,41000,40000,40250,54834,467551.0,11616185.0
2009-11-20,40000,42500,39600,41950,136378,487299.0,11616185.0
2009-11-23,42900,43700,42150,42300,165940,491365.0,11616185.0
2009-11-24,42600,43200,42450,42800,103400,497173.0,11616185.0
2009-11-25,42800,44300,42050,44300,167819,514597.0,11616185.0
2009-11-26,44700,46400,44400,45350,208518,526794.0,11616185.0
2009-11-27,45000,49950,44300,44500,293192,516920.0,11616185.0
2009-11-30,45800,47950,45000,46350,223467,538410.0,11616185.0
2009-12-01,47800,47800,45500,45700,258108,530860.0,11616185.0
2009-12-02,46350,46400,44500,46000,231465,534345.0,11616185.0
2009-12-03,45400,46150,45100,45300,135760,526213.0,11616185.0
2009-12-04,44750,47400,44650,46950,218287,545380.0,11616185.0
2009-12-07,47450,49800,46700,48550,213401,563966.0,11616185.0
2009-12-08,48550,49400,48300,48900,115502,568031.0,11616185.0
2009-12-09,48100,49150,48100,48900,90394,568031.0,11616185.0
2009-12-10,49250,50600,49250,50200,170192,583132.0,11616185.0
2009-12-11,50800,50800,49800,50100,149731,581971.0,11616185.0
2009-12-14,50100,50800,49950,50700,97902,588941.0,11616185.0
2009-12-15,50900,53000,50700,52700,119934,612173.0,11616185.0
2009-12-16,53000,53000,51700,52700,151752,612173.0,11616185.0
2009-12-17,52400,52600,51400,51400,155795,597072.0,11616185.0
2009-12-18,50600,50800,49000,49600,269868,576163.0,11616185.0
2009-12-21,49800,50500,48650,49300,152914,572678.0,11616185.0
2009-12-22,49950,49950,48700,49150,83416,570935.0,11616185.0
2009-12-23,49450,49750,47500,47500,121940,551769.0,11616185.0
2009-12-24,47500,49800,47500,49450,112525,574420.0,11616185.0
2009-12-28,49100,50400,48350,48500,113542,563385.0,11616185.0
2009-12-29,48050,48600,47250,48300,308857,561062.0,11616185.0
2009-12-30,48500,50200,48500,50200,86564,583132.0,11616185.0
2010-01-04,51000,51800,50700,51200,101056,594749.0,11616185.0
2010-01-05,52400,53300,51700,52300,161221,607526.0,11616185.0
2010-01-06,52800,53000,51500,52900,108094,614496.0,11616185.0
2010-01-07,52900,53000,52000,52000,95672,604042.0,11616185.0
2010-01-08,51900,52600,50900,52000,85989,604042.0,11616185.0
2010-01-11,52300,52400,50800,51700,89697,600557.0,11616185.0
2010-01-12,51700,51800,50000,50000,109713,580809.0,11616185.0
2010-01-13,49500,49900,48050,48200,109855,559900.0,11616185.0
2010-01-14,48550,51500,48550,50800,145231,590102.0,11616185.0
2010-01-15,51200,51900,50000,51700,105878,600557.0,11616185.0
2010-01-18,51200,52100,50800,52100,88496,605203.0,11616185.0
2010-01-19,52300,52400,50300,50400,105846,585456.0,11616185.0
2010-01-20,50800,51300,48200,48200,273678,559900.0,11616185.0
2010-01-21,48100,49100,48050,48800,126037,566870.0,11616185.0
2010-01-22,47900,48400,46200,47400,234376,550607.0,11616185.0
2010-01-25,46400,48350,45900,47400,200398,550607.0,11616185.0
2010-01-26,47400,47900,46100,46300,151491,537829.0,11616185.0
2010-01-27,46150,46750,44850,44850,156309,520986.0,11616185.0
2010-01-28,45700,45700,43750,44550,144550,517501.0,11616185.0
2010-01-29,43400,43750,42500,42850,104466,497754.0,11616185.0
2010-02-01,43550,44700,43200,44450,111060,516339.0,11616185.0
2010-02-02,45750,46900,44700,45500,157716,528536.0,11616185.0
2010-02-03,47000,47700,46550,47500,130059,551769.0,11616185.0
2010-02-04,47500,48500,47150,48500,92855,563385.0,11616185.0
2010-02-05,46300,47300,45600,46200,118644,536668.0,11616185.0
2010-02-08,46200,46600,43550,44100,129068,512274.0,11616185.0
2010-02-09,43500,44800,43450,44800,83245,520405.0,11616185.0
2010-02-10,46000,46300,44700,45000,76820,522728.0,11616185.0
2010-02-11,44800,45050,44400,45000,61629,522728.0,11616185.0
2010-02-12,45200,45800,44500,45700,73518,530860.0,11616185.0
2010-02-16,45950,47350,45950,46850,87519,544218.0,11616185.0
2010-02-17,47950,47950,46550,46800,86891,543637.0,11616185.0
2010-02-18,47000,47200,46300,46300,47065,537829.0,11616185.0
2010-02-19,46450,46600,45000,45100,90428,523890.0,11616185.0
2010-02-22,46000,46950,46000,46600,59952,541314.0,11616185.0
2010-02-23,46600,47500,46600,47200,62408,548284.0,11616185.0
2010-02-24,46800,47550,46650,47400,54018,550607.0,11616185.0
2010-02-25,48000,48000,46600,47300,38908,549446.0,11616185.0
2010-02-26,47300,47550,46500,47550,43355,552350.0,11616185.0
2010-03-02,48000,48000,46750,47500,84502,551769.0,11616185.0
2010-03-03,47700,48000,47300,47800,74168,555254.0,11616185.0
2010-03-04,48050,48050,47000,47000,47521,545961.0,11616185.0
2010-03-05,47150,47500,46500,46900,66912,544799.0,11616185.0
2010-03-08,46900,47900,46150,47900,200854,556415.0,11616185.0
2010-03-09,47750,48600,47450,48600,132561,564547.0,11616185.0
2010-03-10,48700,49450,48250,48650,65076,565127.0,11616185.0
2010-03-11,48600,48800,47750,48200,71866,559900.0,11616185.0
2010-03-12,48200,49400,47700,49300,127386,572678.0,11616185.0
2010-03-15,49350,49800,48350,48650,57968,565127.0,11616185.0
2010-03-16,48500,48500,47700,47950,73115,556996.0,11616185.0
2010-03-17,48000,48300,47750,48050,86371,558158.0,11616185.0
2010-03-18,47800,48700,47750,48700,88316,565708.0,11616185.0
2010-03-19,48750,49900,48200,48250,72319,560481.0,11616185.0
2010-03-22,48250,48900,47800,47800,68346,555254.0,11616185.0
2010-03-23,47850,48250,47800,47900,49939,556415.0,11616185.0
2010-03-24,48300,49100,47500,48500,194500,563385.0,11616185.0
2010-03-25,48900,49500,48700,49200,157939,571516.0,11616185.0
2010-03-26,49650,49700,48700,49150,77681,570935.0,11616185.0
2010-03-29,48400,48800,48000,48000,74850,557577.0,11616185.0
2010-03-30,48500,48500,47600,47900,64017,556415.0,11616185.0
2010-03-31,48100,48300,47100,47450,66224,551188.0,11616185.0
2010-04-01,47450,48050,47250,47800,77819,555254.0,11616185.0
2010-04-02,48300,49200,48100,49000,164386,569193.0,11616185.0
2010-04-05,49400,50200,48250,49900,186378,579648.0,11616185.0
2010-04-06,50300,50800,49500,49900,95752,579648.0,11616185.0
2010-04-07,49900,50400,49550,49600,50254,576163.0,11616185.0
2010-04-08,49800,50300,49250,49750,62803,577905.0,11616185.0
2010-04-09,49600,52000,49400,52000,227989,604042.0,11616185.0
2010-04-12,52000,53500,51300,53100,334863,616819.0,11616185.0
2010-04-13,53600,54400,52600,53000,289839,615658.0,11616185.0
2010-04-14,53100,53500,52200,53500,125861,621466.0,11616185.0
2010-04-15,54400,54800,52600,53000,124305,615658.0,11616185.0
2010-04-16,53000,53000,51000,51200,120567,594749.0,11616185.0
2010-04-19,49600,50300,48100,48200,354740,559900.0,11616185.0
2010-04-20,49500,51400,49000,51300,213391,595910.0,11616185.0
2010-04-21,51700,52600,51200,52400,104650,608688.0,11616185.0
2010-04-22,51900,52000,51100,51300,67338,595910.0,11616185.0
2010-04-23,51400,52000,50300,50300,63284,584294.0,11616185.0
2010-04-26,51000,51500,50400,50700,97997,588941.0,11616185.0
2010-04-27,51000,51500,49600,49700,154978,577324.0,11616185.0
2010-04-28,48500,49550,48500,49000,101179,569193.0,11616185.0
2010-04-29,49700,50600,49100,50500,98364,586617.0,11616185.0
2010-04-30,50500,51000,50100,50900,153350,591264.0,11616185.0
2010-05-03,50500,50900,49250,50000,76722,580809.0,11616185.0
2010-05-04,50700,51000,49550,49800,149701,578486.0,11616185.0
2010-05-06,48500,49600,48350,49350,97983,573259.0,11616185.0
2010-05-07,47700,47900,47150,47350,191049,550026.0,11616185.0
2010-05-10,47000,47800,45850,46400,272165,538991.0,11616185.0
2010-05-11,47800,47800,45650,46100,150753,535506.0,11616185.0
2010-05-12,46700,47300,45900,46650,98816,541895.0,11616185.0
2010-05-13,47900,49350,47500,48750,135758,566289.0,11616185.0
2010-05-14,48800,49300,48100,48950,101630,568612.0,11616185.0
2010-05-17,47800,48500,47200,48500,72510,563385.0,11616185.0
2010-05-18,48700,49150,47300,47550,56514,552350.0,11616185.0
2010-05-19,48000,48000,45900,46450,80860,539572.0,11616185.0
2010-05-20,46450,48000,45650,45650,91593,530279.0,11616185.0
2010-05-24,44700,46200,44700,45550,58038,529117.0,11616185.0
2010-05-25,45000,45800,42450,45000,142056,522728.0,11616185.0
2010-05-26,44500,45800,43500,45100,134887,523890.0,11616185.0
2010-05-27,44450,46900,44300,46700,67275,542476.0,11616185.0
2010-05-28,47500,48200,46700,46800,110870,543637.0,11616185.0
2010-05-31,46900,47950,46150,47100,61446,547122.0,11616185.0
2010-06-01,47450,48150,46850,47200,102057,548284.0,11616185.0
2010-06-03,47900,48650,47800,48450,164204,562804.0,11616185.0
2010-06-04,48500,48650,47400,47400,62005,550607.0,11616185.0
2010-06-07,45400,46800,45400,46650,55481,541895.0,11616185.0
2010-06-08,46400,47100,46100,46750,97085,543057.0,11616185.0
2010-06-09,46950,47000,45650,45850,102997,532602.0,11616185.0
2010-06-10,46350,46500,45700,46150,63030,536087.0,11616185.0
2010-06-11,46800,46900,45650,46300,95673,537829.0,11616185.0
2010-06-14,46350,47700,46250,47000,148889,545961.0,11616185.0
2010-06-15,47000,48000,47000,47800,195854,555254.0,11616185.0
2010-06-16,48400,48450,47850,48400,105132,562223.0,11616185.0
2010-06-17,48700,51000,48700,50700,271651,588941.0,11616185.0
2010-06-18,51000,51500,50000,51400,157940,597072.0,11616185.0
2010-06-21,51700,51700,50000,50600,205856,587779.0,11616185.0
2010-06-22,50300,52600,50300,51800,168406,601718.0,11616185.0
2010-06-23,51700,53000,51700,52900,164931,614496.0,11616185.0
2010-06-24,53400,53400,52000,52800,102009,613335.0,11616185.0
2010-06-25,52100,53000,51700,51700,87754,600557.0,11616185.0
2010-06-28,52500,54500,52400,54400,291014,631920.0,11616185.0
2010-06-29,55200,57400,54400,54400,360594,631920.0,11616185.0
2010-06-30,53500,55000,52200,54800,251861,636567.0,11616185.0
2010-07-01,55000,55300,52400,54700,186767,635405.0,11616185.0
2010-07-02,55300,55400,52000,52800,121031,613335.0,11616185.0
2010-07-05,52400,53000,51800,52300,85143,607526.0,11616185.0
2010-07-06,52300,54900,51400,54700,125972,635405.0,11616185.0
2010-07-07,54900,55500,53200,53300,79189,619143.0,11616185.0
2010-07-08,54100,54500,53000,53500,60063,621466.0,11616185.0
2010-07-09,54400,55300,53700,55100,148308,640052.0,11616185.0
2010-07-12,55700,56500,54900,55700,127075,647022.0,11616185.0
2010-07-13,55600,55700,54700,54900,88308,637729.0,11616185.0
2010-07-14,55300,57000,54900,56800,235596,659799.0,11616185.0
2010-07-15,56800,57500,56100,56700,95210,658638.0,11616185.0
2010-07-16,56400,57500,56100,56300,84972,653991.0,11616185.0
2010-07-19,55700,57100,55600,55900,49255,649345.0,11616185.0
2010-07-20,56300,56300,55500,56200,45490,652830.0,11616185.0
2010-07-21,56800,56800,55500,56200,59694,652830.0,11616185.0
2010-07-22,55500,56000,52600,53200,222970,617981.0,11616185.0
2010-07-23,54000,54300,51800,52500,132257,609850.0,11616185.0
2010-07-26,52500,54100,52500,54000,94817,627274.0,11616185.0
2010-07-27,54600,54800,52600,52600,86407,611011.0,11616185.0
2010-07-28,53300,53500,50900,51300,140381,595910.0,11616185.0
2010-07-29,51300,51800,50400,50900,148508,591264.0,11616185.0
2010-07-30,51500,52800,51000,52800,84010,613335.0,11616185.0
2010-08-02,53500,54000,52900,53700,102719,623789.0,11616185.0
2010-08-03,54300,54300,52300,52600,292186,611011.0,11616185.0
2010-08-04,52600,53300,52200,52600,82574,611011.0,11616185.0
2010-08-05,52900,54000,52900,53400,94032,620304.0,11616185.0
2010-08-06,53100,55600,53100,55500,192736,644698.0,11616185.0
2010-08-09,55500,55700,55100,55700,68649,647022.0,11616185.0
2010-08-10,55700,56100,54800,54800,72154,636567.0,11616185.0
2010-08-11,54500,54700,53200,54400,86899,631920.0,11616185.0
2010-08-12,53100,53400,52400,52700,92973,612173.0,11616185.0
2010-08-13,52800,53200,52600,53000,46563,615658.0,11616185.0
2010-08-16,52800,53800,52300,53700,43962,623789.0,11616185.0
2010-08-17,54200,54600,53900,54000,58096,627274.0,11616185.0
2010-08-18,54700,55100,53900,55000,83861,638890.0,11616185.0
2010-08-19,55500,55600,53600,54200,78671,629597.0,11616185.0
2010-08-20,53700,54200,52500,52700,70072,612173.0,11616185.0
2010-08-23,53400,53400,50900,51000,79500,592425.0,11616185.0
2010-08-24,51000,51300,50000,50800,52919,590102.0,11616185.0
2010-08-25,50900,52000,50700,51000,43347,592425.0,11616185.0
2010-08-26,51800,52000,51000,51000,41607,592425.0,11616185.0
2010-08-27,50500,51200,49750,50000,60654,580809.0,11616185.0
2010-08-30,51000,52600,50700,52300,87480,607526.0,11616185.0
2010-08-31,51800,52200,51300,51900,29911,602880.0,11616185.0
2010-09-01,51600,52300,51400,51600,61891,599395.0,11616185.0
2010-09-02,52800,53200,51700,52000,87012,604042.0,11616185.0
2010-09-03,52400,53000,52100,53000,73936,615658.0,11616185.0
2010-09-06,53600,53900,52700,52800,46573,613335.0,11616185.0
2010-09-07,52700,52800,51600,51600,44478,599395.0,11616185.0
2010-09-08,51600,52300,51300,51700,32128,600557.0,11616185.0
2010-09-09,52300,52300,50800,51000,98395,592425.0,11616185.0
2010-09-10,51700,51700,50400,50800,92660,590102.0,11616185.0
2010-09-13,51700,51700,50700,51300,111029,595910.0,11616185.0
2010-09-14,51800,53300,51500,53300,136793,619143.0,11616185.0
2010-09-15,53800,53900,52900,53700,79243,623789.0,11616185.0
2010-09-16,53800,53800,52300,52800,84217,613335.0,11616185.0
2010-09-17,51900,52700,49850,49950,288763,580228.0,11616185.0
2010-09-20,50000,50100,48500,49050,252115,569774.0,11616185.0
2010-09-24,49350,50800,49200,50600,156845,587779.0,11616185.0
2010-09-27,51100,52200,51000,52000,218448,604042.0,11616185.0
2010-09-28,52000,52500,51600,52000,100911,604042.0,11616185.0
2010-09-29,52400,52700,51200,51200,94248,594749.0,11616185.0
2010-09-30,51400,52000,51200,51500,83981,598234.0,11616185.0
2010-10-01,51800,53200,51500,52000,226429,604042.0,11616185.0
2010-10-04,51900,51900,50200,50300,292355,584294.0,11616185.0
2010-10-05,50300,50900,49200,49350,119612,573259.0,11616185.0
2010-10-06,50000,50400,49500,49700,114134,577324.0,11616185.0
2010-10-07,50200,50200,49050,49250,110891,572097.0,11616185.0
2010-10-08,49150,49700,49050,49150,88724,570935.0,11616185.0
2010-10-11,49150,49600,48900,48900,70186,568031.0,11616185.0
2010-10-12,49150,49600,48900,48950,41185,568612.0,11616185.0
2010-10-13,49150,49350,48900,49000,54994,569193.0,11616185.0
2010-10-14,49100,49350,48300,48300,145628,561062.0,11616185.0
2010-10-15,48800,49400,48400,48800,98085,566870.0,11616185.0
2010-10-18,49000,49200,48350,48500,62382,563385.0,11616185.0
2010-10-19,48550,48950,48450,48450,53547,562804.0,11616185.0
2010-10-20,48150,48300,47150,47600,108588,552930.0,11616185.0
2010-10-21,47850,47900,46900,47300,114834,549446.0,11616185.0
2010-10-22,47200,47750,46850,47300,79961,549446.0,11616185.0
2010-10-25,47350,47700,46850,47700,153680,554092.0,11616185.0
2010-10-26,47800,47800,46850,46900,113432,544799.0,11616185.0
2010-10-27,47050,47650,46900,47400,71333,550607.0,11616185.0
2010-10-28,47650,47850,46950,47400,53140,550607.0,11616185.0
2010-10-29,47300,47650,45950,46150,73462,536087.0,11616185.0
2010-11-01,46100,47000,46000,46700,62951,542476.0,11616185.0
2010-11-02,47300,48750,46200,46200,216617,536668.0,11616185.0
2010-11-03,46700,47500,46350,47300,79312,549446.0,11616185.0
2010-11-04,47600,48800,47300,48150,190450,559319.0,11616185.0
2010-11-05,48900,49150,48150,48950,181731,568612.0,11616185.0
2010-11-08,49300,49400,48250,49400,142760,573840.0,11616185.0
2010-11-09,49100,49250,48400,48450,58550,562804.0,11616185.0
2010-11-10,48400,48850,47850,47850,73128,555834.0,11616185.0
2010-11-11,47850,48300,47200,48050,60570,558158.0,11616185.0
2010-11-12,48100,48150,46500,46800,75725,543637.0,11616185.0
2010-11-15,46750,47350,46300,47200,55537,548284.0,11616185.0
2010-11-16,47000,47200,46500,47200,52676,548284.0,11616185.0
2010-11-17,46600,47450,46300,46800,39982,543637.0,11616185.0
2010-11-18,46850,47200,46150,46500,85507,540153.0,11616185.0
2010-11-19,46700,47050,46400,46600,62572,541314.0,11616185.0
2010-11-22,46950,47350,46450,46900,113523,544799.0,11616185.0
2010-11-23,46500,47900,46500,47050,78290,546542.0,11616185.0
2010-11-24,45500,46950,45400,46250,80673,537249.0,11616185.0
2010-11-25,46450,47250,46400,46700,46096,542476.0,11616185.0
2010-11-26,46700,47000,45150,45150,56774,524471.0,11616185.0
2010-11-29,45000,45300,44400,44400,60757,515759.0,11616185.0
2010-11-30,44500,44950,44400,44700,31743,519243.0,11616185.0
2010-12-01,45500,45600,45050,45100,50520,523890.0,11616185.0
2010-12-02,45750,47250,45750,47100,89010,547122.0,11616185.0
2010-12-03,47200,47450,46500,47000,61325,545961.0,11616185.0
2010-12-06,47000,47200,45450,45700,44584,530860.0,11616185.0
2010-12-07,46000,46250,45400,45500,41313,528536.0,11616185.0
2010-12-08,45250,45750,45100,45300,47520,526213.0,11616185.0
2010-12-09,45250,45850,45250,45350,42541,526794.0,11616185.0
2010-12-10,45500,45700,44500,45600,69781,529698.0,11616185.0
2010-12-13,45450,45800,45000,45300,67438,526213.0,11616185.0
2010-12-14,45600,45950,45300,45900,55896,533183.0,11616185.0
2010-12-15,46000,46150,45400,46150,53124,536087.0,11616185.0
2010-12-16,45950,46600,45800,45950,38679,533764.0,11616185.0
2010-12-17,46100,46100,45550,45700,60969,530860.0,11616185.0
2010-12-20,45100,45150,44500,44750,85189,519824.0,11616185.0
2010-12-21,44950,45350,44600,44800,116757,520405.0,11616185.0
2010-12-22,44700,45200,44500,44600,67187,518082.0,11616185.0
2010-12-23,44500,44950,44350,44400,52002,515759.0,11616185.0
2010-12-24,44200,44400,43650,43650,71123,507046.0,11616185.0
2010-12-27,42850,43400,42750,42750,145884,496592.0,11616185.0
2010-12-28,42500,43600,42500,43000,126587,499496.0,11616185.0
2010-12-29,43050,43450,42850,42950,85681,498915.0,11616185.0
2010-12-30,42950,43850,42950,43550,81800,505885.0,11616185.0
2011-01-03,44000,44500,43500,44100,87485,512274.0,11616185.0
2011-01-04,43700,44150,43400,43700,89250,507627.0,11616185.0
2011-01-05,43900,44450,43900,44050,77897,511693.0,11616185.0
2011-01-06,44000,44200,43150,43500,95092,505304.0,11616185.0
2011-01-07,43350,43650,43150,43500,76330,505304.0,11616185.0
2011-01-10,43950,44800,43700,44800,135088,520405.0,11616185.0
2011-01-11,44800,45200,44250,44550,105969,517501.0,11616185.0
2011-01-12,44400,45000,44250,44650,87449,518663.0,11616185.0
2011-01-13,44650,46300,44600,46000,354272,534345.0,11616185.0
2011-01-14,47350,49350,47300,49300,678169,572678.0,11616185.0
2011-01-17,49700,50200,49600,49900,320916,579648.0,11616185.0
2011-01-18,50000,50000,48900,49700,222108,577324.0,11616185.0
2011-01-19,50000,50200,49150,49900,160301,579648.0,11616185.0
2011-01-20,49450,50100,49450,49950,107959,580228.0,11616185.0
2011-01-21,49900,49900,48150,48650,132081,565127.0,11616185.0
2011-01-24,48200,51800,48150,51700,206988,600557.0,11616185.0
2011-01-25,51700,51900,50600,50800,143107,590102.0,11616185.0
2011-01-26,51000,51300,50000,50100,55234,581971.0,11616185.0
2011-01-27,50900,51000,49900,50000,122316,580809.0,11616185.0
2011-01-28,50400,50400,49200,49300,113921,572678.0,11616185.0
2011-01-31,48500,48950,47600,48300,131514,561062.0,11616185.0
2011-02-01,48250,49800,47900,49500,105066,575001.0,11616185.0
2011-02-07,50000,50000,49200,49450,67461,574420.0,11616185.0
2011-02-08,49900,51000,49750,51000,152987,592425.0,11616185.0
2011-02-09,51000,51400,49650,50300,80673,584294.0,11616185.0
2011-02-10,49950,50300,49500,50000,48362,580809.0,11616185.0
2011-02-11,50500,50500,47800,48650,76328,565127.0,11616185.0
2011-02-14,48700,49200,47400,49100,49219,570355.0,11616185.0
2011-02-15,49200,49200,47900,48550,56949,563966.0,11616185.0
2011-02-16,48200,48650,47600,47650,38865,553511.0,11616185.0
2011-02-17,47800,49250,47800,48900,99751,568031.0,11616185.0
2011-02-18,49500,49800,48850,49800,107160,578486.0,11616185.0
2011-02-21,49800,50300,49400,49750,57746,577905.0,11616185.0
2011-02-22,49200,49350,47450,49200,78826,571516.0,11616185.0
2011-02-23,48400,48800,47100,47850,151860,555834.0,11616185.0
2011-02-24,47000,47300,45700,45750,132611,531440.0,11616185.0
2011-02-25,45100,47200,45100,46800,66882,543637.0,11616185.0
2011-02-28,46150,46150,43750,44050,130173,511693.0,11616185.0
2011-03-02,43400,43750,41750,41750,142071,484976.0,11616185.0
2011-03-03,43000,44400,42500,44050,152626,511693.0,11616185.0
2011-03-04,45000,46050,44450,45000,143015,522728.0,11616185.0
2011-03-07,44900,44900,43350,43500,60941,505304.0,11616185.0
2011-03-08,43550,44250,43500,44000,39608,511112.0,11616185.0
2011-03-09,44650,44900,44100,44500,67085,516920.0,11616185.0
2011-03-10,44850,45050,44350,44650,43241,518663.0,11616185.0
2011-03-11,44100,44450,43650,44400,38360,515759.0,11616185.0
2011-03-14,40000,40900,37750,38300,641668,444900.0,11616185.0
2011-03-15,38800,40450,37300,38500,404948,447223.0,11616185.0
2011-03-16,39000,39800,38900,39600,103051,460001.0,11616185.0
2011-03-17,38850,39500,38000,39500,100740,458839.0,11616185.0
2011-03-18,40100,40700,39400,40300,106303,468132.0,11616185.0
2011-03-21,40600,41750,40550,41150,104938,478006.0,11616185.0
2011-03-22,41600,41850,41050,41150,94671,478006.0,11616185.0
2011-03-23,41100,41750,40600,41750,74811,484976.0,11616185.0
2011-03-24,41750,41750,41000,41300,70102,479748.0,11616185.0
2011-03-25,42000,42100,41300,41300,60085,479748.0,11616185.0
2011-03-28,41600,41600,40800,40900,63101,475102.0,11616185.0
2011-03-29,40600,41150,40600,41100,49687,477425.0,11616185.0
2011-03-30,41300,42550,41300,42300,122643,491365.0,11616185.0
2011-03-31,42800,44500,42550,44300,159616,514597.0,11616185.0
2011-04-01,44850,45150,44500,44700,121686,519243.0,11616185.0
2011-04-04,45000,45050,44300,44900,61643,521567.0,11616185.0
2011-04-05,45000,45000,44100,44900,44702,521567.0,11616185.0
2011-04-06,44550,44750,44250,44600,50431,518082.0,11616185.0
2011-04-07,44850,44950,44300,44550,39991,517501.0,11616185.0
2011-04-08,44500,44600,43900,44000,89745,511112.0,11616185.0
2011-04-11,43750,43950,43500,43850,27712,509370.0,11616185.0
2011-04-12,44000,44200,42850,42850,41602,497754.0,11616185.0
2011-04-13,42850,43500,42550,42750,61595,496592.0,11616185.0
2011-04-14,43050,43800,42950,43300,43846,502981.0,11616185.0
2011-04-15,43500,43900,43200,43250,39063,502400.0,11616185.0
2011-04-18,43300,43600,42500,42850,38819,497754.0,11616185.0
2011-04-19,42850,42950,42200,42950,37648,498915.0,11616185.0
2011-04-20,43200,43500,43000,43400,49716,504142.0,11616185.0
2011-04-21,44350,44350,43250,43750,59517,508208.0,11616185.0
2011-04-22,43700,43700,42250,42450,60912,493107.0,11616185.0
2011-04-25,42450,42950,42000,42400,40596,492526.0,11616185.0
2011-04-26,42500,42550,41600,41900,50252,486718.0,11616185.0
2011-04-27,41700,42500,41700,42400,45065,492526.0,11616185.0
2011-04-28,43000,43300,42700,43300,54337,502981.0,11616185.0
2011-04-29,43700,43750,42700,43100,76739,500658.0,11616185.0
2011-05-02,43550,46200,43400,46000,243618,534345.0,11616185.0
2011-05-03,45100,46450,44750,46200,109697,536668.0,11616185.0
2011-05-04,46400,46450,45450,46350,64552,538410.0,11616185.0
2011-05-06,46350,46700,45800,46200,61259,536668.0,11616185.0
2011-05-09,46300,46450,45200,45300,34322,526213.0,11616185.0
2011-05-11,45850,45850,44800,44900,45085,521567.0,11616185.0
2011-05-12,44900,45350,44350,44950,35427,522148.0,11616185.0
2011-05-13,44950,46100,44950,46100,57645,535506.0,11616185.0
2011-05-16,46600,46600,45950,46300,54214,537829.0,11616185.0
2011-05-17,46300,46400,45550,45550,38613,529117.0,11616185.0
2011-05-18,46400,46400,44950,46000,78924,534345.0,11616185.0
2011-05-19,45700,46300,44100,44200,66002,513435.0,11616185.0
2011-05-20,44200,45600,44200,45050,51361,523309.0,11616185.0
2011-05-23,45100,45250,43550,44000,69174,511112.0,11616185.0
2011-05-24,43150,44850,43150,44700,29258,519243.0,11616185.0
2011-05-25,45100,45500,44500,45400,31844,527375.0,11616185.0
2011-05-26,45400,45800,45100,45100,23746,523890.0,11616185.0
2011-05-27,45000,45550,44950,45400,20166,527375.0,11616185.0
2011-05-30,45400,46600,45400,46500,90258,540153.0,11616185.0
2011-05-31,46500,46950,46150,46550,45457,540733.0,11616185.0
2011-06-01,46600,47400,46600,46650,46205,541895.0,11616185.0
2011-06-02,45700,47150,45700,46650,37127,541895.0,11616185.0
2011-06-03,46850,47100,46100,46100,32740,535506.0,11616185.0
2011-06-07,45750,46200,45750,46000,29863,534345.0,11616185.0
2011-06-08,46250,47150,46250,47000,42744,545961.0,11616185.0
2011-06-09,47200,48800,47200,48400,130801,562223.0,11616185.0
2011-06-10,49000,49350,47700,47700,59006,554092.0,11616185.0
