하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-11-28,2514,2514,2514,2514,11574,25650.0,4500000.0
2000-11-29,2814,2814,2814,2814,1817,28710.0,4500000.0
2000-11-30,3149,3149,2739,2999,2215162,30600.0,4500000.0
2000-12-01,2642,2783,2642,2642,934704,26955.0,4500000.0
2000-12-04,2625,2752,2329,2329,659140,23760.0,4500000.0
2000-12-05,2329,2554,2056,2395,1594390,24435.0,4500000.0
2000-12-06,2426,2505,2108,2108,712631,21510.0,4500000.0
2000-12-07,1941,2095,1861,1949,852188,19890.0,4500000.0
2000-12-08,1853,2016,1734,1852,958164,18900.0,4500000.0
2000-12-11,1963,1963,1689,1720,668904,17550.0,4500000.0
2000-12-12,1698,1923,1645,1923,1169679,19620.0,4500000.0
2000-12-13,1985,2033,1694,1693,1175723,17280.0,4500000.0
2000-12-14,1676,1729,1641,1684,375600,17190.0,4500000.0
2000-12-15,1667,1756,1566,1587,672207,16200.0,4500000.0
2000-12-18,1522,1601,1522,1583,482945,16155.0,4500000.0
2000-12-19,1566,1694,1535,1587,897725,16200.0,4500000.0
2000-12-20,1588,1588,1398,1398,235399,14265.0,4500000.0
2000-12-21,1231,1257,1231,1230,270943,12555.0,4500000.0
2000-12-22,1107,1337,1107,1221,785500,12465.0,4500000.0
2000-12-26,1134,1248,1129,1248,276635,12735.0,4500000.0
2001-01-02,1107,1314,1107,1252,633728,12780.0,4500000.0
2001-01-03,1213,1403,1160,1402,705986,14310.0,4500000.0
2001-01-04,1570,1570,1434,1433,1179702,14625.0,4500000.0
2001-01-05,1434,1491,1262,1332,809514,13590.0,4500000.0
2001-01-08,1337,1491,1323,1490,694619,15210.0,4500000.0
2001-01-09,1544,1667,1544,1667,926325,17010.0,4500000.0
2001-01-10,1764,1809,1469,1468,1611073,14985.0,4500000.0
2001-01-11,1491,1606,1337,1552,1124730,15840.0,4500000.0
2001-01-12,1632,1738,1544,1737,1426644,17730.0,4500000.0
2001-01-15,1831,1910,1676,1812,1679490,18495.0,4500000.0
2001-01-16,1764,1778,1597,1596,825801,16290.0,4500000.0
2001-01-17,1548,1742,1420,1645,1245993,16785.0,4500000.0
2001-01-18,1570,1734,1553,1583,558906,16155.0,4500000.0
2001-01-19,1584,1698,1575,1587,503952,16200.0,4500000.0
2001-01-22,1623,1676,1456,1632,497907,16650.0,4500000.0
2001-01-26,1703,1826,1659,1826,299666,18630.0,4500000.0
2001-01-29,2042,2042,2042,2042,20879,20835.0,4500000.0
2001-01-30,2285,2285,2285,2284,29080,23310.0,4500000.0
2001-01-31,2558,2558,2011,2293,1818200,23400.0,4500000.0
2001-02-01,2117,2338,2020,2020,542535,20610.0,4500000.0
2001-02-02,2153,2153,1853,1901,416102,19395.0,4500000.0
2001-02-05,1773,2029,1773,1962,515404,20025.0,4500000.0
2001-02-06,1972,2011,1879,1936,270413,19755.0,4500000.0
2001-02-07,1879,2064,1866,1865,398452,19035.0,4500000.0
2001-02-08,1901,1972,1866,1918,382374,19575.0,4500000.0
2001-02-09,1958,2148,1919,2020,1098925,20610.0,4500000.0
2001-02-12,1981,2161,1936,2059,823943,21015.0,4500000.0
2001-02-13,2073,2157,2060,2117,501257,21600.0,4500000.0
2001-02-14,2104,2197,2104,2139,265276,21825.0,4500000.0
2001-02-15,2139,2250,2113,2161,357413,22050.0,4500000.0
2001-02-16,2183,2417,2073,2205,859446,22500.0,4500000.0
2001-02-19,2161,2408,2122,2324,602068,23715.0,4500000.0
2001-02-20,2382,2470,2285,2355,345898,24030.0,4500000.0
2001-02-21,2311,2400,2285,2311,190384,23580.0,4500000.0
2001-02-22,2351,2426,2161,2315,464830,23625.0,4500000.0
2001-02-23,2316,2320,2201,2262,208335,23085.0,4500000.0
2001-02-26,2422,2532,2347,2531,882516,25830.0,4500000.0
2001-02-27,2532,2602,2232,2231,811938,22770.0,4500000.0
2001-02-28,2258,2258,2029,2073,308765,21150.0,4500000.0
2001-03-02,2104,2104,1826,1830,279647,18675.0,4500000.0
2001-03-05,1764,1892,1694,1870,181392,19080.0,4500000.0
2001-03-06,1857,2007,1853,1909,221329,19485.0,4500000.0
2001-03-07,1941,1998,1875,1945,128318,19845.0,4500000.0
2001-03-08,1972,2100,1954,2051,203011,20925.0,4500000.0
2001-03-09,2007,2051,1963,2051,110307,20925.0,4500000.0
2001-03-12,1963,2007,1870,1940,88442,19800.0,4500000.0
2001-03-13,1875,1910,1791,1808,214330,18450.0,4500000.0
2001-03-14,1897,1963,1875,1927,121928,19665.0,4500000.0
2001-03-15,1764,1928,1729,1927,73299,19665.0,4500000.0
2001-03-16,1941,2069,1928,1967,229104,20070.0,4500000.0
2001-03-19,1967,2011,1928,1967,132768,20070.0,4500000.0
2001-03-20,2011,2060,1958,2006,256216,20475.0,4500000.0
2001-03-21,2011,2144,1963,2130,427588,21735.0,4500000.0
2001-03-22,2161,2228,1989,2029,304414,20700.0,4500000.0
2001-03-23,2073,2073,1897,1940,212581,19800.0,4500000.0
2001-03-26,1941,1985,1910,1940,93069,19800.0,4500000.0
2001-03-27,1985,2025,1906,1945,84755,19845.0,4500000.0
2001-03-28,1945,1985,1853,1896,63460,19350.0,4500000.0
2001-03-29,1835,1897,1813,1812,78495,18495.0,4500000.0
2001-03-30,1822,1875,1734,1777,139859,18135.0,4500000.0
2001-04-02,1786,1875,1769,1848,168697,18855.0,4500000.0
2001-04-03,1813,1826,1751,1764,91257,18000.0,4500000.0
2001-04-04,1711,1751,1685,1689,69938,17235.0,4500000.0
2001-04-06,1764,1804,1734,1759,129391,17955.0,4500000.0
2001-04-09,1716,1738,1659,1676,72592,17100.0,4500000.0
2001-04-10,1711,1711,1654,1671,99120,17055.0,4500000.0
2001-04-11,1698,1751,1689,1693,83762,17280.0,4500000.0
2001-04-12,1764,1879,1698,1808,164926,18450.0,4500000.0
2001-04-13,1813,1985,1809,1918,406961,19575.0,4500000.0
2001-04-16,1923,1936,1831,1887,172264,19260.0,4500000.0
2001-04-17,1901,1914,1817,1839,122593,18765.0,4500000.0
2001-04-18,1844,1936,1844,1879,222384,19170.0,4500000.0
2001-04-19,1923,1976,1857,1857,245740,18945.0,4500000.0
2001-04-20,1936,1941,1848,1896,247017,19350.0,4500000.0
2001-04-23,1950,2117,1906,1936,624326,19755.0,4500000.0
2001-04-24,1897,1919,1839,1852,207165,18900.0,4500000.0
2001-04-25,1848,1906,1831,1874,113961,19125.0,4500000.0
2001-04-26,1883,1888,1831,1834,95589,18720.0,4500000.0
2001-04-27,1813,1861,1786,1790,65983,18270.0,4500000.0
2001-04-30,1791,1875,1791,1839,87666,18765.0,4500000.0
2001-05-02,1861,1928,1831,1887,194000,19260.0,4500000.0
2001-05-03,1888,2051,1853,1998,319695,20385.0,4500000.0
2001-05-04,1985,1985,1928,1945,108315,19845.0,4500000.0
2001-05-07,1976,2095,1958,2006,249147,20475.0,4500000.0
2001-05-08,1963,2064,1963,2015,130249,20565.0,4500000.0
2001-05-09,1985,2086,1941,1962,359581,20025.0,4500000.0
2001-05-10,1972,2003,1914,1923,141410,19620.0,4500000.0
2001-05-11,1963,1972,1923,1962,89986,20025.0,4500000.0
2001-05-14,1963,1963,1901,1936,103069,19755.0,4500000.0
2001-05-15,1958,2051,1941,2020,284465,20610.0,4500000.0
2001-05-16,2139,2228,1989,2006,1075398,20475.0,4500000.0
2001-05-17,2051,2086,2016,2073,367287,21150.0,4500000.0
2001-05-18,2073,2258,1985,2192,853927,22365.0,4500000.0
2001-05-21,2448,2453,2426,2452,191160,25020.0,4500000.0
2001-05-22,2475,2572,2329,2386,1099976,24345.0,4500000.0
2001-05-23,2426,2669,2395,2514,1014833,25650.0,4500000.0
2001-05-24,2426,2497,2298,2351,504856,23985.0,4500000.0
2001-05-25,2338,2483,2285,2403,443136,24525.0,4500000.0
2001-05-28,2382,2400,2311,2315,196709,23625.0,4500000.0
2001-05-29,2316,2470,2316,2337,325233,23850.0,4500000.0
2001-05-30,2320,2400,2285,2381,203996,24300.0,4500000.0
2001-05-31,2360,2510,2294,2439,531717,24885.0,4500000.0
2001-06-01,2492,2730,2386,2417,1790887,24660.0,4500000.0
2001-06-04,2417,2479,2360,2417,259285,24660.0,4500000.0
2001-06-05,2435,2448,2280,2315,250692,23625.0,4500000.0
2001-06-07,2272,2360,2272,2337,181652,23850.0,4500000.0
2001-06-08,2347,2373,2294,2346,199089,23940.0,4500000.0
2001-06-11,2369,2422,2333,2351,186295,23985.0,4500000.0
2001-06-12,2360,2497,2329,2496,321865,25470.0,4500000.0
2001-06-13,2510,2775,2457,2725,834535,27810.0,4500000.0
2001-06-14,2757,2797,2594,2734,698999,27900.0,4500000.0
2001-06-15,2717,2845,2655,2690,455559,27450.0,4500000.0
2001-06-18,2867,2924,2717,2734,544114,27900.0,4500000.0
2001-06-19,2682,2682,2572,2584,350815,26370.0,4500000.0
2001-06-20,2602,2726,2497,2518,353841,25695.0,4500000.0
2001-06-21,2558,2814,2541,2761,741762,28170.0,4500000.0
2001-06-22,2779,2911,2739,2853,567828,29115.0,4500000.0
2001-06-25,2863,3013,2792,2818,566396,28755.0,4500000.0
2001-06-26,2951,2951,2801,2853,489816,29115.0,4500000.0
2001-06-27,2823,2889,2704,2730,283240,27855.0,4500000.0
2001-06-28,2735,2770,2700,2765,170242,28215.0,4500000.0
2001-06-29,2801,2977,2766,2955,514791,30150.0,4500000.0
2001-07-02,3044,3048,2894,2964,276555,30240.0,4500000.0
2001-07-03,2911,2982,2902,2937,172064,29970.0,4500000.0
2001-07-04,2916,2938,2845,2845,184268,29025.0,4500000.0
2001-07-05,2823,2960,2792,2959,155594,30195.0,4500000.0
2001-07-06,2942,2942,2849,2853,152542,29115.0,4500000.0
2001-07-09,2647,2814,2625,2690,188713,27450.0,4500000.0
2001-07-10,2700,2735,2629,2646,104239,27000.0,4500000.0
2001-07-11,2514,2752,2413,2646,191900,27000.0,4500000.0
2001-07-12,2691,2955,2691,2933,218700,29925.0,4500000.0
2001-07-13,2938,2951,2783,2823,131401,28800.0,4500000.0
2001-07-16,2867,2902,2788,2823,85836,28800.0,4500000.0
2001-07-18,2858,2889,2766,2778,157362,28350.0,4500000.0
2001-07-19,2757,2757,2589,2646,159950,27000.0,4500000.0
2001-07-20,2647,2669,2523,2642,90287,26955.0,4500000.0
2001-07-23,2594,2647,2488,2492,70240,25425.0,4500000.0
2001-07-24,2470,2519,2289,2470,168581,25200.0,4500000.0
2001-07-25,2519,2730,2519,2659,335588,27135.0,4500000.0
2001-07-26,2708,2708,2558,2615,155827,26685.0,4500000.0
2001-07-27,2647,2686,2585,2615,69549,26685.0,4500000.0
2001-07-30,2620,2717,2554,2567,138697,26190.0,4500000.0
2001-07-31,2567,2642,2558,2624,59932,26775.0,4500000.0
2001-08-01,2629,2695,2607,2686,98609,27405.0,4500000.0
2001-08-02,2686,2757,2629,2664,79006,27180.0,4500000.0
2001-08-03,2669,2700,2611,2646,45362,27000.0,4500000.0
2001-08-06,2545,2647,2545,2602,58640,26550.0,4500000.0
2001-08-07,2580,2651,2580,2589,37733,26415.0,4500000.0
2001-08-08,2589,2602,2497,2496,59434,25470.0,4500000.0
2001-08-09,2497,2554,2475,2474,46146,25245.0,4500000.0
2001-08-10,2448,2572,2448,2567,101963,26190.0,4500000.0
2001-08-13,2567,2580,2519,2536,44532,25875.0,4500000.0
2001-08-14,2558,2620,2514,2540,107649,25920.0,4500000.0
2001-08-16,2514,2567,2470,2474,32785,25245.0,4500000.0
2001-08-17,2453,2501,2382,2421,44318,24705.0,4500000.0
2001-08-20,2316,2378,2294,2315,56167,23625.0,4500000.0
2001-08-21,2316,2351,2298,2337,31543,23850.0,4500000.0
2001-08-22,2258,2303,2254,2267,39512,23130.0,4500000.0
2001-08-23,2272,2316,2272,2271,28863,23175.0,4500000.0
2001-08-24,2272,2272,2192,2249,51509,22950.0,4500000.0
2001-08-27,2272,2289,2250,2262,27135,23085.0,4500000.0
2001-08-28,2263,2294,2245,2249,21877,22950.0,4500000.0
2001-08-29,2294,2404,2258,2293,155433,23400.0,4500000.0
2001-08-30,2360,2360,2210,2258,46840,23040.0,4500000.0
2001-08-31,2210,2245,1989,1989,82298,20295.0,4500000.0
2001-09-03,1985,2091,1866,1918,40644,19575.0,4500000.0
2001-09-04,1897,2069,1831,2020,39957,20610.0,4500000.0
2001-09-05,1985,2007,1945,1984,23336,20250.0,4500000.0
2001-09-06,2117,2117,2029,2081,50172,21240.0,4500000.0
2001-09-07,2064,2064,1963,2029,27807,20700.0,4500000.0
2001-09-10,2029,2100,2029,2073,30396,21150.0,4500000.0
2001-09-11,2082,2113,2073,2073,55539,21150.0,4500000.0
2001-09-12,1826,1826,1826,1826,15144,18630.0,4500000.0
2001-09-13,1610,1826,1610,1795,219315,18315.0,4500000.0
2001-09-14,1795,1809,1584,1583,164751,16155.0,4500000.0
2001-09-17,1584,1584,1394,1393,68867,14220.0,4500000.0
2001-09-18,1434,1504,1367,1407,114512,14355.0,4500000.0
2001-09-19,1434,1535,1407,1433,120268,14625.0,4500000.0
2001-09-20,1434,1478,1434,1468,58964,14985.0,4500000.0
2001-09-21,1425,1447,1367,1446,21151,14760.0,4500000.0
2001-09-24,1412,1469,1389,1451,19728,14805.0,4500000.0
2001-09-25,1478,1535,1389,1411,66003,14400.0,4500000.0
2001-09-26,1469,1469,1403,1433,14457,14625.0,4500000.0
2001-09-27,1381,1456,1381,1411,23186,14400.0,4500000.0
2001-09-28,1412,1456,1412,1455,17317,14850.0,4500000.0
2001-10-04,1517,1610,1473,1557,155485,15885.0,4500000.0
2001-10-05,1544,1566,1482,1521,63885,15525.0,4500000.0
2001-10-08,1442,1473,1412,1446,37466,14760.0,4500000.0
2001-10-09,1460,1522,1460,1490,94319,15210.0,4500000.0
2001-10-10,1469,1531,1447,1521,130056,15525.0,4500000.0
2001-10-11,1575,1685,1544,1614,292193,16470.0,4500000.0
2001-10-12,1650,1672,1548,1570,87337,16020.0,4500000.0
2001-10-15,1597,1667,1548,1623,76317,16560.0,4500000.0
2001-10-16,1667,1667,1610,1610,61158,16425.0,4500000.0
2001-10-17,1663,1800,1659,1764,234984,18000.0,4500000.0
2001-10-18,1756,1756,1681,1693,70038,17280.0,4500000.0
2001-10-19,1720,1720,1628,1654,67844,16875.0,4500000.0
2001-10-22,1632,1698,1628,1676,50574,17100.0,4500000.0
2001-10-23,1698,1738,1654,1658,87490,16920.0,4500000.0
2001-10-24,1654,1760,1645,1755,107590,17910.0,4500000.0
2001-10-25,1756,1914,1756,1821,245838,18585.0,4500000.0
2001-10-26,1844,1844,1773,1817,55884,18540.0,4500000.0
2001-10-29,1804,1941,1804,1940,145231,19800.0,4500000.0
2001-10-30,1941,1985,1853,1857,76292,18945.0,4500000.0
2001-10-31,1853,1883,1764,1812,67797,18495.0,4500000.0
2001-11-01,1773,1875,1756,1764,93548,18000.0,4500000.0
2001-11-02,1804,1809,1725,1733,65839,17685.0,4500000.0
2001-11-05,1742,1786,1729,1764,48386,18000.0,4500000.0
2001-11-06,1786,1831,1738,1790,148169,18270.0,4500000.0
2001-11-07,1773,1804,1742,1742,47025,17775.0,4500000.0
2001-11-08,1725,1804,1725,1786,64878,18225.0,4500000.0
2001-11-09,1786,1795,1756,1755,59210,17910.0,4500000.0
2001-11-12,1778,1861,1764,1848,94150,18855.0,4500000.0
2001-11-13,1817,1822,1747,1790,107113,18270.0,4500000.0
2001-11-14,1813,1866,1773,1812,195236,18495.0,4500000.0
2001-11-15,1848,1883,1813,1865,162413,19035.0,4500000.0
2001-11-16,1919,2051,1919,1998,321951,20385.0,4500000.0
2001-11-19,2029,2131,1998,2029,217534,20700.0,4500000.0
2001-11-20,2082,2082,1998,1998,132204,20385.0,4500000.0
2001-11-21,1936,2051,1936,1984,61863,20250.0,4500000.0
2001-11-22,2003,2029,1972,1989,72762,20295.0,4500000.0
2001-11-23,1954,2029,1945,2029,89461,20700.0,4500000.0
2001-11-26,2117,2267,2086,2201,192614,22455.0,4500000.0
2001-11-27,2197,2369,2175,2284,192415,23310.0,4500000.0
2001-11-28,2316,2316,2117,2117,122907,21600.0,4500000.0
2001-11-29,2369,2369,2369,2368,94028,24165.0,4500000.0
2001-11-30,2501,2647,2426,2492,639942,25425.0,4500000.0
2001-12-03,2492,2492,2325,2381,306510,24300.0,4500000.0
2001-12-04,2382,2382,2228,2254,217977,22995.0,4500000.0
2001-12-05,2298,2351,2285,2306,172645,23535.0,4500000.0
2001-12-06,2338,2501,2228,2337,298307,23850.0,4500000.0
2001-12-07,2347,2386,2267,2293,104714,23400.0,4500000.0
2001-12-10,2285,2285,2183,2201,104978,22455.0,4500000.0
2001-12-11,2144,2241,2144,2201,82093,22455.0,4500000.0
2001-12-12,2219,2245,2175,2227,71454,22725.0,4500000.0
2001-12-13,2205,2280,2161,2258,128890,23040.0,4500000.0
2001-12-14,2250,2527,2214,2527,962460,25785.0,4500000.0
2001-12-17,2647,2827,2572,2734,1105265,27900.0,4500000.0
2001-12-18,2792,2823,2408,2408,615651,24570.0,4500000.0
2001-12-19,2404,2422,2161,2271,310997,23175.0,4500000.0
2001-12-20,2272,2382,2250,2324,240768,23715.0,4500000.0
2001-12-21,2117,2329,2117,2245,130572,22905.0,4500000.0
2001-12-24,2263,2413,2263,2289,127078,23355.0,4500000.0
2001-12-26,2294,2355,2219,2337,149115,23850.0,4500000.0
2001-12-27,2276,2298,2241,2254,67293,22995.0,4500000.0
2001-12-28,2320,2378,2263,2373,102494,24210.0,4500000.0
2002-01-02,2514,2514,2426,2470,133258,25200.0,4500000.0
2002-01-03,2470,2536,2400,2531,227467,25830.0,4500000.0
2002-01-04,2558,2585,2479,2509,152612,25605.0,4500000.0
2002-01-07,2483,2792,2470,2734,463511,27900.0,4500000.0
2002-01-08,2801,2801,2633,2690,224186,27450.0,4500000.0
2002-01-09,2691,2788,2660,2756,148963,28125.0,4500000.0
2002-01-10,2779,2929,2779,2840,291549,28980.0,4500000.0
2002-01-11,2872,2876,2700,2739,141430,27945.0,4500000.0
2002-01-14,2660,2722,2620,2668,147444,27225.0,4500000.0
2002-01-15,2779,2933,2691,2933,455673,29925.0,4500000.0
2002-01-16,2867,3242,2845,3025,682411,30870.0,4500000.0
2002-01-17,3220,3388,3044,3131,416766,31950.0,4500000.0
2002-01-18,3066,3110,2999,3043,157924,31050.0,4500000.0
2002-01-21,3044,3335,2999,3317,368411,33840.0,4500000.0
2002-01-22,3273,3441,3229,3272,415927,33390.0,4500000.0
2002-01-23,3260,3396,3242,3264,202613,33300.0,4500000.0
2002-01-24,3286,3357,3198,3308,293431,33750.0,4500000.0
2002-01-25,3352,3516,3308,3440,323966,35100.0,4500000.0
2002-01-28,3661,3798,3445,3625,312782,36990.0,4500000.0
2002-01-29,3626,3745,3533,3683,145357,37575.0,4500000.0
2002-01-30,3573,3793,3555,3661,157089,37350.0,4500000.0
2002-01-31,3683,3873,3670,3815,242980,38925.0,4500000.0
2002-02-01,3899,4146,3864,4124,277119,42075.0,4500000.0
2002-02-04,4115,4565,4045,4477,467202,45675.0,4500000.0
2002-02-05,4477,4720,4190,4300,342520,43875.0,4500000.0
2002-02-06,4301,4398,4261,4265,147035,43515.0,4500000.0
2002-02-07,4190,4230,3754,3753,361563,38295.0,4500000.0
2002-02-08,3595,3992,3441,3833,486272,39105.0,4500000.0
2002-02-14,3882,4027,3882,3991,161930,40725.0,4500000.0
2002-02-15,4045,4411,4036,4375,324522,44640.0,4500000.0
2002-02-18,4411,4896,4283,4763,350502,48600.0,4500000.0
2002-02-19,4764,5029,4676,4896,260810,49950.0,4500000.0
2002-02-20,4720,5073,4698,4807,175242,49050.0,4500000.0
2002-02-21,4896,5205,4764,5182,249800,52875.0,4500000.0
2002-02-22,5183,5514,5073,5227,172275,53325.0,4500000.0
2002-02-25,5293,5293,4896,4984,136805,50850.0,4500000.0
2002-02-26,5139,5139,4587,4785,210665,48825.0,4500000.0
2002-02-27,4786,5117,4609,5094,287215,51975.0,4500000.0
2002-02-28,5095,5293,4984,5028,166928,51300.0,4500000.0
2002-03-04,5029,5470,4984,5381,331306,54900.0,4500000.0
2002-03-05,5470,5624,5183,5315,296853,54225.0,4500000.0
2002-03-06,5381,5426,5227,5315,118548,54225.0,4500000.0
2002-03-07,5315,5734,5315,5513,296438,56250.0,4500000.0
2002-03-08,5448,5624,5161,5293,118543,54000.0,4500000.0
2002-03-11,5381,5426,5117,5381,195871,54900.0,4500000.0
2002-03-12,5536,5734,5337,5513,220443,56250.0,4500000.0
2002-03-13,5602,6175,5536,6175,601434,63000.0,4500000.0
2002-03-14,6418,6484,5911,6307,377056,64350.0,4500000.0
2002-03-15,6153,7013,6087,6594,410266,67275.0,4500000.0
2002-03-18,6837,6837,6440,6506,247898,66375.0,4500000.0
2002-03-19,6462,7278,6462,7278,407554,74250.0,4500000.0
2002-03-20,7499,8050,7234,7653,316612,78075.0,4500000.0
2002-03-21,7543,8249,7058,7741,178586,78975.0,4500000.0
2002-03-22,7896,8116,7543,7631,198547,77850.0,4500000.0
2002-03-25,7719,8535,7719,8535,386239,87075.0,4500000.0
2002-03-26,8712,9417,8623,9020,466775,92025.0,4500000.0
2002-03-27,9043,9263,8712,9108,196578,92925.0,4500000.0
2002-03-28,9175,9395,8822,8821,193079,90000.0,4500000.0
2002-03-29,8822,9065,7763,8027,359622,81900.0,4500000.0
2002-04-01,8116,8337,7190,7542,261225,76950.0,4500000.0
2002-04-02,7499,8359,7234,8072,288421,82350.0,4500000.0
2002-04-03,7896,8469,7896,8072,172983,82350.0,4500000.0
2002-04-04,7719,8094,7631,7719,162374,78750.0,4500000.0
2002-04-08,7719,8050,7521,7675,174327,78300.0,4500000.0
2002-04-09,7763,7896,7388,7498,145969,76500.0,4500000.0
2002-04-10,7278,7455,6616,6792,239047,69300.0,4500000.0
2002-04-11,6815,7587,6815,7586,307040,77400.0,4500000.0
2002-04-12,7455,7984,7278,7719,270451,78750.0,4500000.0
2002-04-15,7741,8028,7521,7697,321088,78525.0,4500000.0
2002-04-16,7653,7918,7587,7917,197993,80775.0,4500000.0
2002-04-17,8822,8822,8447,8601,355971,87750.0,4500000.0
2002-04-18,8381,8601,8182,8336,159933,85050.0,4500000.0
2002-04-19,8050,8403,8006,8005,151196,81675.0,4500000.0
2002-04-22,7807,7896,7058,7432,195046,75825.0,4500000.0
2002-04-23,7102,7675,6991,7520,132137,76725.0,4500000.0
2002-04-24,7521,7874,7278,7344,126862,74925.0,4500000.0
2002-04-25,7058,7322,6705,6969,120782,71100.0,4500000.0
2002-04-26,7102,7785,7013,7785,238008,79425.0,4500000.0
2002-04-29,7631,8623,7322,8027,484429,81900.0,4500000.0
2002-04-30,8249,8381,7852,8027,354584,81900.0,4500000.0
2002-05-02,8469,8778,8293,8380,471742,85500.0,4500000.0
2002-05-03,8160,8469,7962,8204,221187,83700.0,4500000.0
2002-05-06,7874,8116,7763,7785,199793,79425.0,4500000.0
2002-05-07,7499,8006,7433,7763,211606,79200.0,4500000.0
2002-05-08,7940,7984,7763,7807,138717,79650.0,4500000.0
2002-05-09,7852,8094,7521,7719,166999,78750.0,4500000.0
2002-05-10,7807,8293,7807,8160,371551,83250.0,4500000.0
2002-05-13,8160,8513,8006,8027,271960,81900.0,4500000.0
2002-05-14,8160,8204,7807,7895,213363,80550.0,4500000.0
2002-05-15,7918,8072,7807,7983,187135,81450.0,4500000.0
2002-05-16,8028,8535,8028,8138,386928,83025.0,4500000.0
2002-05-17,8204,8271,8006,8160,213180,83250.0,4500000.0
2002-05-20,8293,8293,7807,7807,212578,79650.0,4500000.0
2002-05-21,7785,7785,7410,7432,231848,75825.0,4500000.0
2002-05-22,7455,7609,7322,7542,128481,76950.0,4500000.0
2002-05-23,7785,8160,7499,7498,367194,76500.0,4500000.0
2002-05-24,7587,7763,7388,7520,169071,76725.0,4500000.0
2002-05-27,7521,7719,7278,7278,151184,74250.0,4500000.0
2002-05-28,7190,7322,6727,7057,181557,72000.0,4500000.0
2002-05-29,6925,7212,6683,6881,215707,70200.0,4500000.0
2002-05-30,6661,7013,6087,6263,116205,63900.0,4500000.0
2002-05-31,6219,6396,5602,5822,261451,59400.0,4500000.0
2002-06-03,5823,6418,5558,6263,223019,63900.0,4500000.0
2002-06-04,6087,6793,6021,6792,243162,69300.0,4500000.0
2002-06-05,6749,7190,6749,7057,148902,72000.0,4500000.0
2002-06-07,6969,7234,6793,6837,80353,69750.0,4500000.0
2002-06-10,6925,7146,6837,7057,59966,72000.0,4500000.0
2002-06-11,6815,7168,6815,6969,77587,71100.0,4500000.0
2002-06-12,6969,7300,6969,7123,67719,72675.0,4500000.0
2002-06-14,7124,7344,6991,7211,66974,73575.0,4500000.0
2002-06-17,7124,7344,7124,7278,74219,74250.0,4500000.0
2002-06-18,7278,7366,6749,6770,83367,69075.0,4500000.0
2002-06-19,6771,6947,6175,6219,75444,63450.0,4500000.0
2002-06-20,6440,6440,6131,6440,54088,65700.0,4500000.0
2002-06-21,6087,6793,6087,6440,49610,65700.0,4500000.0
2002-06-24,6352,6528,6242,6462,39348,65925.0,4500000.0
2002-06-25,6484,6661,6264,6263,50293,63900.0,4500000.0
2002-06-26,6264,6264,5580,5668,67673,57825.0,4500000.0
2002-06-27,5778,5933,5690,5822,41856,59400.0,4500000.0
2002-06-28,6021,6484,5955,6417,60443,65475.0,4500000.0
2002-07-02,6242,6837,5977,6748,85596,68850.0,4500000.0
2002-07-03,6749,7036,6749,6969,77411,71100.0,4500000.0
2002-07-04,7013,7146,6947,6991,81246,71325.0,4500000.0
2002-07-05,7058,7675,7013,7432,223834,75825.0,4500000.0
2002-07-08,7653,7918,7433,7608,147740,77625.0,4500000.0
2002-07-09,7609,7807,7455,7741,69958,78975.0,4500000.0
2002-07-10,7741,7829,7521,7631,62825,77850.0,4500000.0
2002-07-11,7278,7565,7278,7410,59779,75600.0,4500000.0
2002-07-12,7477,7763,7477,7719,58637,78750.0,4500000.0
2002-07-15,7719,8094,7675,7741,71466,78975.0,4500000.0
2002-07-16,7829,7940,7410,7432,57570,75825.0,4500000.0
2002-07-18,7631,7653,7388,7432,46654,75825.0,4500000.0
2002-07-19,7102,7256,7013,7189,55266,73350.0,4500000.0
2002-07-22,6661,7058,6661,6969,54146,71100.0,4500000.0
2002-07-23,6881,7212,6881,7101,64798,72450.0,4500000.0
2002-07-24,7080,7168,6815,6814,37116,69525.0,4500000.0
2002-07-25,7190,7322,6991,7013,65639,71550.0,4500000.0
2002-07-26,6837,6881,6639,6660,25252,67950.0,4500000.0
2002-07-29,6749,7013,6749,6792,43970,69300.0,4500000.0
2002-07-30,6969,7102,6903,6925,20210,70650.0,4500000.0
2002-07-31,6903,7212,6903,7101,44639,72450.0,4500000.0
2002-08-01,7168,7455,7168,7344,65805,74925.0,4500000.0
2002-08-02,7366,7587,7278,7344,60530,74925.0,4500000.0
2002-08-05,7322,7322,6793,6814,50587,69525.0,4500000.0
2002-08-06,6661,6793,6418,6792,34509,69300.0,4500000.0
2002-08-07,6969,7146,6881,6925,37252,70650.0,4500000.0
2002-08-08,6837,7102,6837,7101,22652,72450.0,4500000.0
2002-08-09,7102,7300,6991,7013,30359,71550.0,4500000.0
2002-08-12,6969,7212,6881,6925,30208,70650.0,4500000.0
2002-08-13,6969,7234,6969,7079,35964,72225.0,4500000.0
2002-08-14,6969,7234,6969,7167,44123,73125.0,4500000.0
2002-08-16,7278,7300,7058,7057,41948,72000.0,4500000.0
2002-08-19,7058,7146,6969,7101,29099,72450.0,4500000.0
2002-08-20,7146,7499,7102,7498,89423,76500.0,4500000.0
2002-08-21,7499,7587,7300,7586,54991,77400.0,4500000.0
2002-08-22,7499,7631,7388,7388,49349,75375.0,4500000.0
