쿠쿠홀딩스(192400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-06-27,104704,109727,104318,109341,59583,1387175.0,9803360.0
2016-06-28,108181,110113,108181,108568,23695,1377372.0,9803360.0
2016-06-29,109340,111659,108954,110500,21349,1401880.0,9803360.0
2016-06-30,110886,113590,110886,112432,30038,1426389.0,9803360.0
2016-07-01,113204,118227,113204,114750,49739,1455799.0,9803360.0
2016-07-04,115136,120545,115136,119773,53369,1519521.0,9803360.0
2016-07-05,120931,121318,117068,117841,30036,1495012.0,9803360.0
2016-07-06,118999,118999,116295,117068,21758,1485209.0,9803360.0
2016-07-07,118613,118613,114750,116295,14795,1475406.0,9803360.0
2016-07-08,116681,117840,110500,110886,31970,1406782.0,9803360.0
2016-07-11,111659,114363,109727,113205,28990,1436192.0,9803360.0
2016-07-12,113204,116295,112045,114364,22946,1450897.0,9803360.0
2016-07-13,115909,118613,114363,117841,31345,1495012.0,9803360.0
2016-07-14,118227,119386,116681,116682,24170,1480307.0,9803360.0
2016-07-15,116681,118613,116295,117068,23112,1485209.0,9803360.0
2016-07-18,117068,119386,115136,115909,12290,1470504.0,9803360.0
2016-07-19,115909,116681,113977,115136,16677,1460701.0,9803360.0
2016-07-20,115136,117068,113590,115909,19300,1470504.0,9803360.0
2016-07-21,115522,115909,113590,114364,34796,1450897.0,9803360.0
2016-07-22,113590,114363,112818,113591,23987,1441094.0,9803360.0
2016-07-25,112431,115136,112045,112818,17471,1431291.0,9803360.0
2016-07-26,113590,114750,112818,113977,11964,1445996.0,9803360.0
2016-07-27,114750,115909,113977,115136,12183,1460701.0,9803360.0
2016-07-28,114363,114750,112045,113205,14743,1436192.0,9803360.0
2016-07-29,114363,115136,112431,115136,18008,1460701.0,9803360.0
2016-08-01,113977,113977,108568,108955,36581,1382274.0,9803360.0
2016-08-02,108181,110500,107022,110500,22991,1401880.0,9803360.0
2016-08-03,108568,109727,106636,107795,23717,1367569.0,9803360.0
2016-08-04,108181,112818,107022,111659,19381,1416586.0,9803360.0
2016-08-05,112431,114363,109727,110500,14607,1401880.0,9803360.0
2016-08-08,111272,113977,110113,112818,17355,1431291.0,9803360.0
2016-08-09,112818,113204,110500,112818,14426,1431291.0,9803360.0
2016-08-10,112431,117840,112431,117841,38546,1495012.0,9803360.0
2016-08-11,117068,118613,115522,117841,21247,1495012.0,9803360.0
2016-08-12,117840,117840,116681,117455,11472,1490111.0,9803360.0
2016-08-16,117454,118613,116681,116682,8113,1480307.0,9803360.0
2016-08-17,117068,117454,111659,112432,25602,1426389.0,9803360.0
2016-08-18,112818,116681,112818,113591,22048,1441094.0,9803360.0
2016-08-19,115136,115522,108954,110114,27552,1396979.0,9803360.0
2016-08-22,110113,110113,107022,107409,35931,1362667.0,9803360.0
2016-08-23,107795,108954,106250,108568,24951,1377372.0,9803360.0
2016-08-24,108568,110886,108568,110500,13949,1401880.0,9803360.0
2016-08-25,111272,111272,108181,108568,11423,1377372.0,9803360.0
2016-08-26,108568,111659,107409,110500,16149,1401880.0,9803360.0
2016-08-29,110500,111272,107795,107795,12685,1367569.0,9803360.0
2016-08-30,108181,109727,106636,107023,22488,1357765.0,9803360.0
2016-08-31,107022,109727,106250,108182,17424,1372470.0,9803360.0
2016-09-01,109340,109340,107022,108182,7506,1372470.0,9803360.0
2016-09-02,108181,110113,107795,110114,13037,1396979.0,9803360.0
2016-09-05,110500,110886,108954,109727,6136,1392077.0,9803360.0
2016-09-06,109727,110500,108954,108955,5552,1382274.0,9803360.0
2016-09-07,108954,109727,107409,107409,15777,1362667.0,9803360.0
2016-09-08,108568,108568,106636,107023,17148,1357765.0,9803360.0
2016-09-09,106636,107409,105477,105864,20729,1343060.0,9803360.0
2016-09-12,105863,105863,102772,103545,19728,1313650.0,9803360.0
2016-09-13,105090,105090,103159,103932,10668,1318552.0,9803360.0
2016-09-19,103545,104704,101613,104318,11094,1323454.0,9803360.0
2016-09-20,104318,105863,102386,105864,12791,1343060.0,9803360.0
2016-09-21,105477,106636,104704,106250,6252,1347962.0,9803360.0
2016-09-22,107022,107022,105477,106250,8874,1347962.0,9803360.0
2016-09-23,107795,107795,106250,107409,8346,1362667.0,9803360.0
2016-09-26,107022,110500,107022,110114,13816,1396979.0,9803360.0
2016-09-27,110500,110500,108181,108955,11376,1382274.0,9803360.0
2016-09-28,108954,109727,107409,107795,9208,1367569.0,9803360.0
2016-09-29,108181,113204,107795,112818,24779,1431291.0,9803360.0
2016-09-30,112431,112818,108954,110114,16294,1396979.0,9803360.0
2016-10-04,110113,111272,108568,109727,13446,1392077.0,9803360.0
2016-10-05,110113,110113,107795,109727,15202,1392077.0,9803360.0
2016-10-06,109727,109727,107409,107795,10898,1367569.0,9803360.0
2016-10-07,107409,107795,106250,106250,9606,1347962.0,9803360.0
2016-10-10,106249,111659,106249,109341,11730,1387175.0,9803360.0
2016-10-11,110500,111272,108954,110114,9206,1396979.0,9803360.0
2016-10-12,111272,113977,110113,113591,24196,1441094.0,9803360.0
2016-10-13,112818,113590,111272,111659,11818,1416586.0,9803360.0
2016-10-14,111659,112431,110886,111273,12048,1411684.0,9803360.0
2016-10-17,112045,113590,109727,110114,8883,1396979.0,9803360.0
2016-10-18,110113,110500,108954,109341,6092,1387175.0,9803360.0
2016-10-19,109340,110113,108181,109341,10302,1387175.0,9803360.0
2016-10-20,109340,109727,107795,108182,7614,1372470.0,9803360.0
2016-10-21,109340,109340,107795,107795,5718,1367569.0,9803360.0
2016-10-24,109340,109340,107409,108182,6860,1372470.0,9803360.0
2016-10-25,108181,108181,104318,105091,11840,1333257.0,9803360.0
2016-10-26,104318,104318,102386,102773,15336,1303847.0,9803360.0
2016-10-27,102000,105090,102000,104705,7775,1328355.0,9803360.0
2016-10-28,105090,105090,102386,103545,6528,1313650.0,9803360.0
2016-10-31,102000,103931,102000,102000,8501,1294044.0,9803360.0
2016-11-01,101613,102386,100840,101614,9166,1289142.0,9803360.0
2016-11-02,99681,101227,95818,96591,17713,1225420.0,9803360.0
2016-11-03,95045,97363,95045,96205,17721,1220518.0,9803360.0
2016-11-04,96204,96977,94659,96977,9150,1230322.0,9803360.0
2016-11-07,98136,98522,95818,98523,12187,1249928.0,9803360.0
2016-11-08,99295,99295,96977,98523,10648,1249928.0,9803360.0
2016-11-09,98909,98909,92340,96205,26988,1220518.0,9803360.0
2016-11-10,96977,100840,96590,100841,23317,1279338.0,9803360.0
2016-11-11,100454,101227,98909,99682,18958,1264633.0,9803360.0
2016-11-14,100840,103159,99681,102386,20112,1298945.0,9803360.0
2016-11-15,103545,107795,103545,107795,33702,1367569.0,9803360.0
2016-11-16,106636,108954,106250,107795,20888,1367569.0,9803360.0
2016-11-17,107409,110886,107409,109341,24343,1387175.0,9803360.0
2016-11-18,110500,111272,109340,111273,19664,1411684.0,9803360.0
2016-11-21,112045,112045,107409,109341,15990,1387175.0,9803360.0
2016-11-22,109340,111272,107022,107795,11928,1367569.0,9803360.0
2016-11-23,108181,108954,105090,106250,11844,1347962.0,9803360.0
2016-11-24,106636,107409,104704,106250,9121,1347962.0,9803360.0
2016-11-25,107409,107409,103931,105477,8390,1338159.0,9803360.0
2016-11-28,105863,107409,104318,105091,5927,1333257.0,9803360.0
2016-11-29,105090,106636,103931,105091,7551,1333257.0,9803360.0
2016-11-30,106250,106250,103931,103932,5823,1318552.0,9803360.0
2016-12-01,103159,104704,101227,101227,10488,1284240.0,9803360.0
2016-12-02,101227,103159,99681,103159,9318,1308749.0,9803360.0
2016-12-05,102772,102772,99681,100068,9771,1269535.0,9803360.0
2016-12-06,98522,101227,98522,99295,7078,1259732.0,9803360.0
2016-12-07,100068,101227,96590,98909,7904,1254830.0,9803360.0
2016-12-08,98909,101613,97363,101614,11079,1289142.0,9803360.0
2016-12-09,101227,102000,100454,100841,5796,1279338.0,9803360.0
2016-12-12,101613,103931,101227,102000,12142,1294044.0,9803360.0
2016-12-13,102000,107022,102000,106636,19777,1352864.0,9803360.0
2016-12-14,107409,108568,105863,105864,15005,1343060.0,9803360.0
2016-12-15,105477,105863,103159,103159,10268,1308749.0,9803360.0
2016-12-16,103545,104318,102386,103932,6504,1318552.0,9803360.0
2016-12-19,103931,104318,102772,103545,5619,1313650.0,9803360.0
2016-12-20,103931,103931,102000,102000,6963,1294044.0,9803360.0
2016-12-21,102772,103545,101227,103545,4255,1313650.0,9803360.0
2016-12-22,103159,103545,101227,102386,5393,1298945.0,9803360.0
2016-12-23,102386,104704,101227,103545,6356,1313650.0,9803360.0
2016-12-26,103545,104318,101227,102000,9449,1294044.0,9803360.0
2016-12-27,101227,102386,101227,101227,11162,1284240.0,9803360.0
2016-12-28,100454,101613,99681,100455,19885,1274437.0,9803360.0
2016-12-29,100454,102000,99681,99682,7024,1264633.0,9803360.0
2017-01-02,98909,100454,98136,99295,8448,1259732.0,9803360.0
2017-01-03,99681,99681,98136,98909,7439,1254830.0,9803360.0
2017-01-04,99295,99295,97749,98523,13075,1249928.0,9803360.0
2017-01-05,98136,101999,98136,101614,14007,1289142.0,9803360.0
2017-01-06,101613,103931,101613,103545,15349,1313650.0,9803360.0
2017-01-09,103159,103931,100068,100841,11281,1279338.0,9803360.0
2017-01-10,99681,100454,98522,100068,12880,1269535.0,9803360.0
2017-01-11,99295,100068,98522,99295,9343,1259732.0,9803360.0
2017-01-12,99295,100840,99295,100841,6882,1279338.0,9803360.0
2017-01-13,100454,103931,100454,102386,17121,1298945.0,9803360.0
2017-01-16,102386,103159,99681,100455,10418,1274437.0,9803360.0
2017-01-17,100068,101613,100068,100068,4682,1269535.0,9803360.0
2017-01-18,99681,101227,99681,100841,4242,1279338.0,9803360.0
2017-01-19,101999,105477,100454,104318,24504,1323454.0,9803360.0
2017-01-20,104318,105090,100840,101614,13520,1289142.0,9803360.0
2017-01-23,100454,102000,100454,100841,6059,1279338.0,9803360.0
2017-01-24,100840,101227,99295,99295,8302,1259732.0,9803360.0
2017-01-25,100068,100840,98136,98909,13057,1254830.0,9803360.0
2017-01-26,99681,100068,98136,99295,8986,1259732.0,9803360.0
2017-01-31,99295,99681,98136,99682,7747,1264633.0,9803360.0
2017-02-01,99681,103159,99681,100455,15606,1274437.0,9803360.0
2017-02-02,99681,101227,98136,98136,13431,1245027.0,9803360.0
2017-02-03,99681,99681,98522,98523,7524,1249928.0,9803360.0
2017-02-06,98909,100068,98136,98909,7282,1254830.0,9803360.0
2017-02-07,98909,102772,98522,102000,17700,1294044.0,9803360.0
2017-02-08,101613,103545,101227,102773,16379,1303847.0,9803360.0
2017-02-09,102772,103545,102386,103159,9519,1308749.0,9803360.0
2017-02-10,103931,105863,103545,104705,18942,1328355.0,9803360.0
2017-02-13,105863,105863,103545,103932,8424,1318552.0,9803360.0
2017-02-14,104704,107795,103931,106636,14499,1352864.0,9803360.0
2017-02-15,107022,110886,107022,108568,32994,1377372.0,9803360.0
2017-02-16,108568,109727,107022,107795,14007,1367569.0,9803360.0
2017-02-17,107795,108568,105477,107023,8057,1357765.0,9803360.0
2017-02-20,105477,107795,105090,106250,6485,1347962.0,9803360.0
2017-02-21,106636,110886,106636,110500,23465,1401880.0,9803360.0
2017-02-22,110113,110886,109340,109727,7413,1392077.0,9803360.0
2017-02-23,111272,111272,107409,109341,9619,1387175.0,9803360.0
2017-02-24,110113,110113,108181,108955,6516,1382274.0,9803360.0
2017-02-27,108954,110500,107795,108568,3997,1377372.0,9803360.0
2017-02-28,108181,109727,105477,108955,13301,1382274.0,9803360.0
2017-03-02,110500,110500,106636,108568,17020,1377372.0,9803360.0
2017-03-03,106636,108954,105090,106636,20682,1352864.0,9803360.0
2017-03-06,106250,106250,100840,101614,23374,1289142.0,9803360.0
2017-03-07,102000,104318,100068,100841,16776,1279338.0,9803360.0
2017-03-08,100840,100840,99681,99682,14127,1264633.0,9803360.0
2017-03-09,98909,101613,98909,100455,16711,1274437.0,9803360.0
2017-03-10,100454,101613,99295,101227,15995,1284240.0,9803360.0
2017-03-13,101227,102000,100068,100455,14609,1274437.0,9803360.0
2017-03-14,99681,100454,97750,98136,31061,1245027.0,9803360.0
2017-03-15,98136,101613,97749,98523,53627,1249928.0,9803360.0
2017-03-16,99681,100068,97750,98136,20760,1245027.0,9803360.0
2017-03-17,98522,99295,97750,98136,25239,1245027.0,9803360.0
2017-03-20,98909,98909,97363,98136,14717,1245027.0,9803360.0
2017-03-21,98909,98909,97750,98136,9318,1245027.0,9803360.0
2017-03-22,98522,100068,98136,100068,15389,1269535.0,9803360.0
2017-03-23,100068,100454,98909,100068,11384,1269535.0,9803360.0
2017-03-24,100068,102386,99681,102000,15518,1294044.0,9803360.0
2017-03-27,103159,105090,101613,103545,19775,1313650.0,9803360.0
2017-03-28,102772,105863,101613,102773,15654,1303847.0,9803360.0
2017-03-29,102772,102772,100068,100068,8735,1269535.0,9803360.0
2017-03-30,100454,100840,98522,100455,19269,1274437.0,9803360.0
2017-03-31,100454,102386,100068,102386,10115,1298945.0,9803360.0
2017-04-03,102386,104318,101227,103159,15824,1308749.0,9803360.0
2017-04-04,103159,103931,102000,103932,9381,1318552.0,9803360.0
2017-04-05,103931,103931,101227,101227,12020,1284240.0,9803360.0
2017-04-06,101227,102386,100840,102000,6213,1294044.0,9803360.0
2017-04-07,102386,104704,102000,104705,13633,1328355.0,9803360.0
2017-04-10,104704,104704,101227,101614,12715,1289142.0,9803360.0
2017-04-11,102000,102772,99681,100455,11611,1274437.0,9803360.0
2017-04-12,100454,101227,99681,100068,9089,1269535.0,9803360.0
2017-04-13,100840,101613,99681,100455,8739,1274437.0,9803360.0
2017-04-14,101227,102000,100068,100841,5426,1279338.0,9803360.0
2017-04-17,100840,103545,100840,102386,14241,1298945.0,9803360.0
2017-04-18,103159,103159,100840,100841,13341,1279338.0,9803360.0
2017-04-19,100840,102386,100068,100841,10116,1279338.0,9803360.0
2017-04-20,100454,103931,100454,103932,33108,1318552.0,9803360.0
2017-04-21,104704,107022,103931,105477,24746,1338159.0,9803360.0
2017-04-24,105477,105863,102386,103159,13795,1308749.0,9803360.0
2017-04-25,103159,103545,102386,102773,6667,1303847.0,9803360.0
2017-04-26,103159,103931,102000,102000,7781,1294044.0,9803360.0
2017-04-27,102000,102772,101227,102000,11293,1294044.0,9803360.0
2017-04-28,101227,102000,99681,100841,17766,1279338.0,9803360.0
2017-05-02,100840,101613,100068,100841,9115,1279338.0,9803360.0
2017-05-04,100068,103545,100068,103159,11145,1308749.0,9803360.0
2017-05-08,103159,106636,102772,106250,26963,1347962.0,9803360.0
2017-05-10,107409,111659,107409,108568,58827,1377372.0,9803360.0
2017-05-11,109727,110113,106636,109727,24049,1392077.0,9803360.0
2017-05-12,108568,108954,105863,107409,17468,1362667.0,9803360.0
2017-05-15,107409,108568,106250,107795,10509,1367569.0,9803360.0
2017-05-16,108568,111659,108568,110500,43133,1401880.0,9803360.0
2017-05-17,110500,115522,109340,114364,54899,1450897.0,9803360.0
2017-05-18,112431,115909,112431,115523,35317,1465602.0,9803360.0
2017-05-19,116681,121318,116681,120932,66067,1534226.0,9803360.0
2017-05-22,120931,120931,116295,117068,43003,1485209.0,9803360.0
2017-05-23,117068,118227,115136,117455,24495,1490111.0,9803360.0
2017-05-24,117840,118999,116681,118614,20003,1504816.0,9803360.0
2017-05-25,118613,119000,117068,119000,18100,1509717.0,9803360.0
2017-05-26,118613,120931,117454,119000,24288,1509717.0,9803360.0
2017-05-29,119000,120159,115522,115909,29020,1470504.0,9803360.0
2017-05-30,115136,119000,115136,117841,28472,1495012.0,9803360.0
2017-05-31,117068,118227,116681,116682,27280,1480307.0,9803360.0
2017-06-01,116295,118227,115909,117455,13497,1490111.0,9803360.0
2017-06-02,117068,124409,117068,123250,63942,1563636.0,9803360.0
2017-06-05,122477,123636,121318,121318,22463,1539128.0,9803360.0
2017-06-07,120931,126727,120931,125182,65276,1588144.0,9803360.0
2017-06-08,126727,131363,125954,130977,67334,1661670.0,9803360.0
2017-06-09,131363,132136,127886,128273,33672,1627358.0,9803360.0
2017-06-12,128272,128272,124409,125568,26997,1593046.0,9803360.0
2017-06-13,125181,128272,125181,127114,17500,1612653.0,9803360.0
2017-06-14,125568,125954,122863,123250,23237,1563636.0,9803360.0
2017-06-15,122863,125568,120545,121318,23433,1539128.0,9803360.0
2017-06-16,121318,122090,117840,119386,23837,1514619.0,9803360.0
2017-06-19,119772,119772,116681,117455,15392,1490111.0,9803360.0
2017-06-20,116681,117068,114750,115909,17949,1470504.0,9803360.0
2017-06-21,115136,117068,115136,116682,10935,1480307.0,9803360.0
2017-06-22,115909,116295,112045,114750,24160,1455799.0,9803360.0
2017-06-23,115136,117068,113977,114364,10485,1450897.0,9803360.0
2017-06-26,114750,115136,111272,113205,13438,1436192.0,9803360.0
2017-06-27,113204,115909,112818,113977,10798,1445996.0,9803360.0
2017-06-28,115136,115136,111659,112432,9483,1426389.0,9803360.0
2017-06-29,113590,113590,109727,110500,21912,1401880.0,9803360.0
2017-06-30,110113,112431,110113,112045,11684,1421487.0,9803360.0
2017-07-03,112431,114363,112045,113591,13770,1441094.0,9803360.0
2017-07-04,114363,114750,111272,111659,10257,1416586.0,9803360.0
2017-07-05,111272,114750,110886,113591,13014,1441094.0,9803360.0
2017-07-06,113590,114363,112431,112432,6159,1426389.0,9803360.0
2017-07-07,112431,113204,112045,112432,8654,1426389.0,9803360.0
2017-07-10,112431,112431,110500,110886,6860,1406782.0,9803360.0
2017-07-11,112431,115136,110886,112818,16966,1431291.0,9803360.0
2017-07-12,113977,115909,112818,112818,24033,1431291.0,9803360.0
2017-07-13,114363,115909,113204,114364,12523,1450897.0,9803360.0
2017-07-14,122090,123250,113977,114364,63697,1450897.0,9803360.0
2017-07-17,114750,117454,113590,114750,11252,1455799.0,9803360.0
2017-07-18,115136,115522,112431,113591,12655,1441094.0,9803360.0
2017-07-19,113204,113977,112045,113205,13765,1436192.0,9803360.0
2017-07-20,112431,113590,110500,111273,16067,1411684.0,9803360.0
2017-07-21,110113,110886,108568,110886,19673,1406782.0,9803360.0
2017-07-24,110886,112431,110113,112432,13061,1426389.0,9803360.0
2017-07-25,113204,113977,112431,113977,9795,1445996.0,9803360.0
2017-07-26,114750,114750,111659,113591,13787,1441094.0,9803360.0
2017-07-27,112045,114750,112045,113591,11519,1441094.0,9803360.0
2017-07-28,112818,114750,112431,112818,11585,1431291.0,9803360.0
2017-07-31,112045,113977,108181,108568,18175,1377372.0,9803360.0
2017-08-01,108954,112431,108568,111659,15109,1416586.0,9803360.0
2017-08-02,111272,111272,109727,110500,8485,1401880.0,9803360.0
2017-08-03,109340,110113,107795,108182,15371,1372470.0,9803360.0
2017-08-04,107795,112045,107795,111273,11619,1411684.0,9803360.0
2017-08-07,111272,111272,108181,108182,13510,1372470.0,9803360.0
2017-08-08,108181,108181,106250,107409,11187,1362667.0,9803360.0
2017-08-09,107022,108181,106249,107023,6695,1357765.0,9803360.0
2017-08-10,107022,108568,106249,107023,6312,1357765.0,9803360.0
2017-08-11,105090,106636,105090,106250,6314,1347962.0,9803360.0
2017-08-14,106250,108181,103931,104318,10680,1323454.0,9803360.0
2017-08-16,101613,103159,95818,101614,58814,1289142.0,9803360.0
2017-08-17,100840,100840,97749,98523,19063,1249928.0,9803360.0
2017-08-18,97750,98909,97363,98136,15090,1245027.0,9803360.0
2017-08-21,98522,98909,97750,98136,12068,1245027.0,9803360.0
2017-08-22,98136,99295,97750,98909,28486,1254830.0,9803360.0
2017-08-23,98909,101613,98909,100455,10181,1274437.0,9803360.0
2017-08-24,99681,101999,99681,101614,13148,1289142.0,9803360.0
2017-08-25,100840,101227,100068,101227,13080,1284240.0,9803360.0
2017-08-28,100454,103159,100068,102773,7064,1303847.0,9803360.0
2017-08-29,102772,102772,100454,102386,7525,1298945.0,9803360.0
2017-08-30,103159,103931,101613,103545,9431,1313650.0,9803360.0
2017-08-31,103545,104704,103159,103545,7220,1313650.0,9803360.0
2017-09-01,104704,104704,102386,102386,10451,1298945.0,9803360.0
2017-09-04,100454,102386,98909,98909,12963,1254830.0,9803360.0
2017-09-05,99681,100840,99295,100455,8336,1274437.0,9803360.0
2017-09-06,100454,100454,98136,98523,18456,1249928.0,9803360.0
2017-09-07,98909,99681,98136,98909,16589,1254830.0,9803360.0
2017-09-08,98136,100840,98136,100455,20811,1274437.0,9803360.0
2017-09-11,98909,100068,96977,97364,24241,1235223.0,9803360.0
2017-09-12,97750,98136,95818,96591,19533,1225420.0,9803360.0
2017-09-13,96590,96590,94272,94659,19091,1200912.0,9803360.0
2017-09-14,94272,96204,93500,93500,20457,1186207.0,9803360.0
2017-09-15,93500,96204,93500,94659,14787,1200912.0,9803360.0
2017-09-18,95045,96977,93500,94273,17690,1196010.0,9803360.0
2017-09-19,94659,94659,93113,93114,13995,1181305.0,9803360.0
2017-09-20,94272,94659,93500,94659,11583,1200912.0,9803360.0
2017-09-21,93886,94659,93113,93886,25007,1191108.0,9803360.0
2017-09-22,93886,94659,93500,93886,23074,1191108.0,9803360.0
2017-09-25,95045,95045,93500,94273,17894,1196010.0,9803360.0
2017-09-26,93500,95045,92727,94659,28206,1200912.0,9803360.0
2017-09-27,93886,95818,93886,95045,19744,1205813.0,9803360.0
2017-09-28,95045,95818,95045,95432,8371,1210715.0,9803360.0
2017-09-29,95818,100454,95431,98909,32477,1254830.0,9803360.0
2017-10-10,98136,99681,97749,99295,20286,1259732.0,9803360.0
2017-10-11,98522,100068,98136,99682,19032,1264633.0,9803360.0
2017-10-12,99295,100068,98522,99682,15523,1264633.0,9803360.0
2017-10-13,99681,100068,97363,99295,21682,1259732.0,9803360.0
2017-10-16,99295,103159,97750,102000,21385,1294044.0,9803360.0
2017-10-17,101613,101613,100068,100841,8944,1279338.0,9803360.0
2017-10-18,101613,103545,100454,102773,13784,1303847.0,9803360.0
2017-10-19,102772,103931,100068,100841,12796,1279338.0,9803360.0
2017-10-20,100840,103545,99295,103545,25262,1313650.0,9803360.0
2017-10-23,102772,103159,101613,101614,30477,1289142.0,9803360.0
2017-10-24,100840,103931,100840,103932,10672,1318552.0,9803360.0
2017-10-25,103931,103931,101613,102000,17051,1294044.0,9803360.0
2017-10-26,102000,108568,102000,106636,37158,1352864.0,9803360.0
2017-10-27,110113,124022,109727,115909,154077,1470504.0,9803360.0
2017-10-30,117840,119386,114363,115909,54854,1470504.0,9803360.0
2017-10-31,115909,119000,115522,116295,39945,1475406.0,9803360.0
2017-11-01,115909,117068,115136,117068,28279,1485209.0,9803360.0
2017-11-02,117068,117454,115136,115523,17200,1465602.0,9803360.0
2017-11-03,116295,117068,115136,116682,15685,1480307.0,9803360.0
2017-11-06,116681,119386,115136,118614,19155,1504816.0,9803360.0
2017-11-07,119386,119772,116295,118227,13932,1499914.0,9803360.0
2017-11-08,117068,117840,115136,115909,17500,1470504.0,9803360.0
2017-11-09,117454,119000,115909,116295,15044,1475406.0,9803360.0
2017-11-10,115909,119386,115909,119000,18799,1509717.0,9803360.0
2017-11-13,119772,121704,117840,121318,19883,1539128.0,9803360.0
2017-11-14,121318,122090,118613,121705,17269,1544029.0,9803360.0
2017-11-15,123250,132522,122863,130591,111005,1656768.0,9803360.0
2017-11-16,130590,133681,130204,133295,47405,1691080.0,9803360.0
2017-11-17,133295,133295,127500,127500,26485,1617554.0,9803360.0
2017-11-20,127500,132136,127113,131750,28364,1671473.0,9803360.0
2017-11-21,133681,133681,127500,127886,18968,1622456.0,9803360.0
2017-11-22,127886,130590,123636,129432,37998,1642063.0,9803360.0
2017-11-23,130204,130204,125568,128273,19952,1627358.0,9803360.0
2017-11-24,128272,128272,123636,127500,49116,1617554.0,9803360.0
2017-11-27,127500,131363,127500,130205,28664,1651866.0,9803360.0
2017-11-28,130204,134068,124795,127500,77966,1617554.0,9803360.0
2017-11-29,0,0,0,127500,0,1617554.0,9803360.0
2017-11-30,0,0,0,127500,0,,
2017-12-01,0,0,0,127500,0,,
2017-12-04,0,0,0,127500,0,,
2017-12-05,0,0,0,127500,0,,
2017-12-06,0,0,0,127500,0,,
2017-12-07,0,0,0,127500,0,,
2017-12-08,0,0,0,127500,0,,
2017-12-11,0,0,0,127500,0,,
2017-12-12,0,0,0,127500,0,,
2017-12-13,0,0,0,127500,0,,
2017-12-14,0,0,0,127500,0,,
2017-12-15,0,0,0,127500,0,,
2017-12-18,0,0,0,127500,0,,
2017-12-19,0,0,0,127500,0,,
2017-12-20,0,0,0,127500,0,,
2017-12-21,0,0,0,127500,0,,
2017-12-22,0,0,0,127500,0,,
2017-12-26,0,0,0,127500,0,,
2017-12-27,0,0,0,127500,0,,
2017-12-28,0,0,0,127500,0,,
2018-01-02,0,0,0,127500,0,,
2018-01-03,0,0,0,127500,0,,
2018-01-04,0,0,0,127500,0,,
2018-01-05,0,0,0,127500,0,,
2018-01-08,0,0,0,127500,0,,
2018-01-09,0,0,0,127500,0,,
2018-01-10,0,0,0,127500,0,,
2018-01-11,127500,132000,97300,104500,171740,555511.0,5315894.0
2018-01-12,103000,105000,95700,99200,93426,527337.0,5315894.0
2018-01-15,100000,103000,99200,101000,43098,536905.0,5315894.0
2018-01-16,100000,101500,98000,98200,40983,522021.0,5315894.0
2018-01-17,98400,98600,95400,95500,47208,507668.0,5315894.0
2018-01-18,96500,96500,94500,94900,26556,504478.0,5315894.0
2018-01-19,94800,97200,94300,95800,37066,509263.0,5315894.0
2018-01-22,95500,100500,95000,97700,50368,519363.0,5315894.0
2018-01-23,99000,99800,97900,99700,20261,529995.0,5315894.0
2018-01-24,99700,101500,99500,99900,15345,531058.0,5315894.0
2018-01-25,99700,99900,96900,97500,27982,518300.0,5315894.0
2018-01-26,97500,98400,97000,97400,12466,517768.0,5315894.0
2018-01-29,97700,98900,97600,98300,13114,522552.0,5315894.0
2018-01-30,98300,98900,96200,96200,23539,511389.0,5315894.0
2018-01-31,96200,98400,95200,98400,14640,523084.0,5315894.0
2018-02-01,97900,98500,96300,97200,18337,516705.0,5315894.0
2018-02-02,97000,97800,96800,97100,10322,516173.0,5315894.0
2018-02-05,96800,99200,95900,96300,13959,511921.0,5315894.0
2018-02-06,94300,96000,94000,95500,18230,507668.0,5315894.0
2018-02-07,95600,96500,95400,95500,10617,507668.0,5315894.0
2018-02-08,94900,96300,94900,95000,64211,505010.0,5315894.0
2018-02-09,94300,98100,94200,98100,48618,521489.0,5315894.0
2018-02-12,98900,98900,95000,95400,16055,507136.0,5315894.0
2018-02-13,95500,97000,93600,93600,13877,497568.0,5315894.0
2018-02-14,94200,94200,92500,92500,8176,491720.0,5315894.0
2018-02-19,92500,94000,92400,93700,26374,498099.0,5315894.0
2018-02-20,93600,95200,92900,95000,5872,505010.0,5315894.0
2018-02-21,95000,95300,93500,95100,4710,505542.0,5315894.0
2018-02-22,95100,95200,94000,94100,3855,500226.0,5315894.0
2018-02-23,95100,95800,94400,95100,9897,505542.0,5315894.0
2018-02-26,95100,97300,95100,97200,8541,516705.0,5315894.0
2018-02-27,97500,97600,96600,97000,4813,515642.0,5315894.0
2018-02-28,96800,98100,96600,97900,16047,520426.0,5315894.0
2018-03-02,97100,97800,95400,96200,10100,511389.0,5315894.0
2018-03-05,96500,96800,93600,93900,18971,499162.0,5315894.0
2018-03-06,94400,95200,93800,94900,15010,504478.0,5315894.0
2018-03-07,94300,95500,94100,94400,10113,501820.0,5315894.0
2018-03-08,94100,95200,94000,94700,9434,503415.0,5315894.0
2018-03-09,94800,98800,94800,95000,28234,505010.0,5315894.0
2018-03-12,96000,98200,95700,96000,22881,510326.0,5315894.0
2018-03-13,96000,98800,96000,98000,11578,520958.0,5315894.0
2018-03-14,97500,98900,97400,98400,9863,523084.0,5315894.0
2018-03-15,98400,99000,96800,98200,7279,522021.0,5315894.0
