대림통상(006570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,2969.0,2969.0,2758.0,2932.0,66050.0,38280.0,2400000.0
1999-01-05,2941.0,2941.0,2849.0,2941.0,74850.0,38400.0,2400000.0
1999-01-06,2997.0,3079.0,2923.0,3033.0,197700.0,39600.0,2400000.0
1999-01-07,3033.0,3033.0,2923.0,2941.0,248400.0,38400.0,2400000.0
1999-01-08,2978.0,3125.0,2941.0,2959.0,332400.0,38640.0,2400000.0
1999-01-11,3033.0,3217.0,3015.0,3180.0,596650.0,41520.0,2400000.0
1999-01-12,3291.0,3291.0,3033.0,3070.0,312400.0,40080.0,2400000.0
1999-01-13,3070.0,3180.0,3070.0,3106.0,284900.0,40560.0,2400000.0
1999-01-14,3070.0,3070.0,2794.0,2821.0,202500.0,36840.0,2400000.0
1999-01-15,2730.0,2941.0,2730.0,2867.0,131950.0,37440.0,2400000.0
1999-01-18,2997.0,3070.0,2941.0,3014.0,192400.0,39360.0,2400000.0
1999-01-19,3033.0,3033.0,2868.0,2886.0,98400.0,37680.0,2400000.0
1999-01-20,2886.0,2969.0,2758.0,2775.0,96150.0,36240.0,2400000.0
1999-01-21,2776.0,2776.0,2537.0,2573.0,103700.0,33600.0,2400000.0
1999-01-22,2574.0,2574.0,2427.0,2481.0,121450.0,32400.0,2400000.0
1999-01-25,2427.0,2482.0,2408.0,2408.0,83650.0,31440.0,2400000.0
1999-01-26,2390.0,2555.0,2390.0,2389.0,153750.0,31200.0,2400000.0
1999-01-27,2390.0,2463.0,2372.0,2408.0,56400.0,31440.0,2400000.0
1999-01-28,2500.0,2647.0,2500.0,2536.0,127050.0,33120.0,2400000.0
1999-01-29,2574.0,2629.0,2537.0,2573.0,85850.0,33600.0,2400000.0
1999-02-01,2592.0,2610.0,2519.0,2592.0,53150.0,33840.0,2400000.0
1999-02-02,2574.0,2592.0,2519.0,2555.0,57950.0,33360.0,2400000.0
1999-02-03,2427.0,2574.0,2427.0,2445.0,73750.0,31920.0,2400000.0
1999-02-04,2390.0,2482.0,2390.0,2481.0,68650.0,32400.0,2400000.0
1999-02-05,2482.0,2537.0,2335.0,2426.0,211250.0,42240.0,3200000.0
1999-02-08,2408.0,2482.0,2399.0,2408.0,115100.0,41920.0,3200000.0
1999-02-09,2390.0,2408.0,2188.0,2206.0,140850.0,38400.0,3200000.0
1999-02-10,2096.0,2243.0,2096.0,2224.0,87300.0,38720.0,3200000.0
1999-02-11,2252.0,2335.0,2234.0,2297.0,123800.0,40000.0,3200000.0
1999-02-12,2215.0,2344.0,2215.0,2334.0,86250.0,40640.0,3200000.0
1999-02-18,2316.0,2344.0,2280.0,2279.0,61750.0,39680.0,3200000.0
1999-02-19,2224.0,2224.0,2096.0,2141.0,117150.0,37280.0,3200000.0
1999-02-22,2096.0,2169.0,2096.0,2169.0,96500.0,37760.0,3200000.0
1999-02-23,2169.0,2188.0,2059.0,2058.0,65050.0,35840.0,3200000.0
1999-02-24,2096.0,2114.0,2041.0,2049.0,63000.0,35680.0,3200000.0
1999-02-25,2004.0,2022.0,1985.0,1985.0,36250.0,34560.0,3200000.0
1999-02-26,1985.0,2077.0,1985.0,2068.0,104000.0,36000.0,3200000.0
1999-03-02,2096.0,2188.0,2087.0,2187.0,114800.0,38080.0,3200000.0
1999-03-03,2224.0,2224.0,2142.0,2169.0,91350.0,37760.0,3200000.0
1999-03-04,2188.0,2289.0,2151.0,2261.0,99800.0,39360.0,3200000.0
1999-03-05,2188.0,2335.0,2188.0,2334.0,144850.0,40640.0,3200000.0
1999-03-08,2362.0,2445.0,2353.0,2426.0,270500.0,42240.0,3200000.0
1999-03-09,2427.0,2537.0,2372.0,2500.0,439150.0,43520.0,3200000.0
1999-03-10,2500.0,2592.0,2463.0,2527.0,420050.0,44000.0,3200000.0
1999-03-11,2491.0,2546.0,2463.0,2527.0,317950.0,44000.0,3200000.0
1999-03-12,2537.0,2555.0,2491.0,2536.0,163200.0,44160.0,3200000.0
1999-03-15,2574.0,2583.0,2519.0,2555.0,213350.0,44480.0,3200000.0
1999-03-16,2592.0,2758.0,2574.0,2720.0,656000.0,47360.0,3200000.0
1999-03-17,2739.0,2758.0,2647.0,2702.0,229600.0,47040.0,3200000.0
1999-03-18,2666.0,2684.0,2546.0,2546.0,190200.0,44320.0,3200000.0
1999-03-19,2555.0,2610.0,2546.0,2564.0,284450.0,44640.0,3200000.0
1999-03-22,2583.0,2666.0,2555.0,2628.0,281200.0,45760.0,3200000.0
1999-03-23,2629.0,2849.0,2629.0,2812.0,801500.0,48960.0,3200000.0
1999-03-24,2849.0,3015.0,2794.0,2895.0,522050.0,50400.0,3200000.0
1999-03-25,2886.0,2886.0,2758.0,2785.0,292400.0,48480.0,3200000.0
1999-03-26,2767.0,2813.0,2620.0,2619.0,236100.0,45600.0,3200000.0
1999-03-29,2629.0,2721.0,2555.0,2573.0,361100.0,44800.0,3200000.0
1999-03-30,2574.0,2684.0,2574.0,2638.0,166100.0,45920.0,3200000.0
1999-03-31,2629.0,2684.0,2574.0,2665.0,290000.0,46400.0,3200000.0
1999-04-01,2684.0,2712.0,2601.0,2647.0,244850.0,46080.0,3200000.0
1999-04-02,2693.0,2693.0,2620.0,2638.0,296000.0,45920.0,3200000.0
1999-04-06,2638.0,2739.0,2610.0,2702.0,223200.0,47040.0,3200000.0
1999-04-07,2721.0,2794.0,2684.0,2739.0,444200.0,47680.0,3200000.0
1999-04-08,2721.0,2923.0,2721.0,2895.0,890500.0,50400.0,3200000.0
1999-04-09,2941.0,2978.0,2849.0,2886.0,572550.0,50240.0,3200000.0
1999-04-12,2840.0,2905.0,2794.0,2831.0,354650.0,49280.0,3200000.0
1999-04-13,2776.0,2895.0,2776.0,2831.0,378000.0,49280.0,3200000.0
1999-04-14,2776.0,2895.0,2776.0,2775.0,405500.0,48320.0,3200000.0
1999-04-15,2794.0,2877.0,2776.0,2849.0,557550.0,49600.0,3200000.0
1999-04-16,2849.0,2849.0,2776.0,2794.0,361800.0,48640.0,3200000.0
1999-04-19,2831.0,2997.0,2831.0,2932.0,933800.0,51040.0,3200000.0
1999-04-20,2978.0,3125.0,2941.0,3125.0,939350.0,54400.0,3200000.0
1999-04-21,3162.0,3217.0,2978.0,2987.0,757550.0,52000.0,3200000.0
1999-04-22,2987.0,3107.0,2960.0,2968.0,617800.0,51680.0,3200000.0
1999-04-23,3015.0,3098.0,2960.0,3033.0,646600.0,52800.0,3200000.0
1999-04-26,2997.0,3088.0,2610.0,2959.0,361150.0,51520.0,3200000.0
1999-04-27,2960.0,3015.0,2905.0,2950.0,446800.0,51360.0,3200000.0
1999-04-28,2960.0,3190.0,2905.0,3070.0,875650.0,53440.0,3200000.0
1999-04-29,3162.0,3383.0,3125.0,3180.0,1045000.0,55360.0,3200000.0
1999-04-30,3254.0,3254.0,3015.0,3088.0,490050.0,53760.0,3200000.0
1999-05-03,3125.0,3272.0,3107.0,3272.0,801250.0,56960.0,3200000.0
1999-05-04,3309.0,3383.0,3236.0,3382.0,1230250.0,58880.0,3200000.0
1999-05-06,3419.0,3677.0,3392.0,3391.0,1143500.0,59040.0,3200000.0
1999-05-07,3419.0,3493.0,3346.0,3437.0,770650.0,59840.0,3200000.0
1999-05-10,3438.0,3566.0,3364.0,3492.0,697750.0,60800.0,3200000.0
1999-05-11,3576.0,3769.0,3383.0,3382.0,904000.0,58880.0,3200000.0
1999-05-12,3419.0,3419.0,3199.0,3272.0,536650.0,56960.0,3200000.0
1999-05-13,3272.0,3272.0,3088.0,3088.0,472850.0,53760.0,3200000.0
1999-05-14,3134.0,3162.0,2831.0,2831.0,328850.0,49280.0,3200000.0
1999-05-17,2813.0,2868.0,2721.0,2748.0,322400.0,47840.0,3200000.0
1999-05-18,2666.0,2758.0,2592.0,2720.0,208400.0,47360.0,3200000.0
1999-05-19,2758.0,2886.0,2702.0,2840.0,454750.0,49440.0,3200000.0
1999-05-20,2758.0,2831.0,2647.0,2757.0,378550.0,48000.0,3200000.0
1999-05-21,2758.0,2813.0,2693.0,2702.0,201250.0,47040.0,3200000.0
1999-05-24,2647.0,2721.0,2610.0,2647.0,111000.0,46080.0,3200000.0
1999-05-25,2666.0,2702.0,2610.0,2628.0,162600.0,45760.0,3200000.0
1999-05-26,2666.0,2868.0,2666.0,2849.0,282900.0,49600.0,3200000.0
1999-05-27,2776.0,2849.0,2758.0,2757.0,219950.0,48000.0,3200000.0
1999-05-28,2813.0,2813.0,2702.0,2702.0,185050.0,47040.0,3200000.0
1999-05-31,2666.0,2758.0,2666.0,2711.0,127750.0,47200.0,3200000.0
1999-06-01,2666.0,2721.0,2638.0,2665.0,119000.0,46400.0,3200000.0
1999-06-02,2675.0,2758.0,2647.0,2702.0,213000.0,47040.0,3200000.0
1999-06-03,2758.0,2758.0,2666.0,2702.0,155750.0,47040.0,3200000.0
1999-06-04,2684.0,2804.0,2647.0,2775.0,240000.0,48320.0,3200000.0
1999-06-07,2813.0,2813.0,2748.0,2775.0,218700.0,48320.0,3200000.0
1999-06-08,2849.0,2960.0,2794.0,2923.0,379300.0,50880.0,3200000.0
1999-06-09,2914.0,2923.0,2758.0,2757.0,204150.0,48000.0,3200000.0
1999-06-10,2758.0,2849.0,2758.0,2812.0,158600.0,48960.0,3200000.0
1999-06-11,2813.0,2905.0,2776.0,2886.0,244250.0,50240.0,3200000.0
1999-06-14,2941.0,3033.0,2886.0,2923.0,391100.0,50880.0,3200000.0
1999-06-15,2960.0,2960.0,2721.0,2794.0,197800.0,48640.0,3200000.0
1999-06-16,2831.0,2831.0,2767.0,2794.0,89800.0,48640.0,3200000.0
1999-06-17,2794.0,2804.0,2748.0,2757.0,174400.0,48000.0,3200000.0
1999-06-18,2721.0,2813.0,2684.0,2729.0,121650.0,47520.0,3200000.0
1999-06-21,2758.0,2758.0,2555.0,2573.0,128250.0,44800.0,3200000.0
1999-06-22,2601.0,2666.0,2574.0,2665.0,119850.0,46400.0,3200000.0
1999-06-23,2675.0,2702.0,2666.0,2665.0,91300.0,46400.0,3200000.0
1999-06-24,2702.0,2758.0,2666.0,2693.0,90750.0,46880.0,3200000.0
1999-06-25,2739.0,2758.0,2647.0,2693.0,129250.0,46880.0,3200000.0
1999-06-28,2702.0,2721.0,2629.0,2638.0,170000.0,45920.0,3200000.0
1999-06-29,2666.0,2666.0,2583.0,2610.0,178350.0,45440.0,3200000.0
1999-06-30,2620.0,2666.0,2574.0,2573.0,182400.0,44800.0,3200000.0
1999-07-01,2574.0,2647.0,2574.0,2592.0,178350.0,45120.0,3200000.0
1999-07-02,2666.0,2758.0,2610.0,2757.0,227750.0,48000.0,3200000.0
1999-07-05,2776.0,2868.0,2739.0,2794.0,272950.0,48640.0,3200000.0
1999-07-06,2794.0,2831.0,2767.0,2812.0,217150.0,48960.0,3200000.0
1999-07-07,2776.0,2849.0,2730.0,2757.0,211300.0,48000.0,3200000.0
1999-07-08,2776.0,2923.0,2776.0,2867.0,416800.0,49920.0,3200000.0
1999-07-09,2941.0,3043.0,2877.0,2959.0,830500.0,51520.0,3200000.0
