지엠비코리아(013870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-01-10,5080,5080,4960,5050,42557,96315.0,19072280.0
2013-01-11,5050,5050,4970,5000,51464,95361.0,19072280.0
2013-01-14,5070,5070,4980,5030,17385,95934.0,19072280.0
2013-01-15,5010,5090,5000,5000,69028,95361.0,19072280.0
2013-01-16,5070,5070,4985,5000,34444,95361.0,19072280.0
2013-01-17,5050,5050,4985,4995,26970,95266.0,19072280.0
2013-01-18,5000,5060,4965,4985,21286,95075.0,19072280.0
2013-01-21,4965,5000,4955,4965,38093,94694.0,19072280.0
2013-01-22,4965,4995,4915,4995,68201,95266.0,19072280.0
2013-01-23,4965,5170,4945,5090,183010,97078.0,19072280.0
2013-01-24,5090,5160,4940,4975,119225,94885.0,19072280.0
2013-01-25,4940,4985,4900,4905,28267,93550.0,19072280.0
2013-01-28,4980,4980,4900,4915,19541,93740.0,19072280.0
2013-01-29,4920,4990,4920,4950,25566,94408.0,19072280.0
2013-01-30,5030,5030,4935,4950,31818,94408.0,19072280.0
2013-01-31,5000,5000,4915,4940,24352,94217.0,19072280.0
2013-02-01,4990,4990,4915,4935,28121,94122.0,19072280.0
2013-02-04,4930,4985,4920,4920,32659,93836.0,19072280.0
2013-02-05,4910,4945,4890,4890,39142,93263.0,19072280.0
2013-02-06,4935,4950,4860,4890,46560,93263.0,19072280.0
2013-02-07,4880,4900,4860,4875,40230,92977.0,19072280.0
2013-02-08,4900,4925,4860,4880,19471,93073.0,19072280.0
2013-02-12,4870,4920,4870,4890,9141,93263.0,19072280.0
2013-02-13,4900,4970,4880,4950,27031,94408.0,19072280.0
2013-02-14,4930,4970,4920,4930,48952,94026.0,19072280.0
2013-02-15,4935,5180,4935,5150,69791,98222.0,19072280.0
2013-02-18,5170,5170,4975,5060,70753,96506.0,19072280.0
2013-02-19,5050,5140,4985,5040,34316,96124.0,19072280.0
2013-02-20,5040,5080,5030,5040,33110,96124.0,19072280.0
2013-02-21,5040,5080,5020,5040,27120,96124.0,19072280.0
2013-02-22,5030,5080,4980,5050,36560,96315.0,19072280.0
2013-02-25,5050,5120,5030,5070,17570,96696.0,19072280.0
2013-02-26,5070,5250,4990,5110,115775,97459.0,19072280.0
2013-02-27,5040,5190,5040,5170,28317,98604.0,19072280.0
2013-02-28,5200,5200,5060,5100,25413,97269.0,19072280.0
2013-03-04,5100,5140,5080,5110,21392,97459.0,19072280.0
2013-03-05,5070,5110,5010,5040,23116,96124.0,19072280.0
2013-03-06,5110,5160,5030,5090,29925,97078.0,19072280.0
2013-03-07,5090,5090,4980,5070,31869,96696.0,19072280.0
2013-03-08,5000,5060,4995,5010,44630,95552.0,19072280.0
2013-03-11,4990,5000,4940,4940,34726,94217.0,19072280.0
2013-03-12,4960,5040,4935,4955,10422,94503.0,19072280.0
2013-03-13,4995,5070,4950,5060,23170,96506.0,19072280.0
2013-03-14,5080,5090,4965,5030,19120,95934.0,19072280.0
2013-03-15,5000,5070,4995,5050,21327,96315.0,19072280.0
2013-03-18,5090,5400,5060,5260,110721,100320.0,19072280.0
2013-03-19,5210,5290,5170,5250,54632,100129.0,19072280.0
2013-03-20,5200,5270,5120,5150,39835,98222.0,19072280.0
2013-03-21,5180,5240,5150,5200,26122,99176.0,19072280.0
2013-03-22,5120,5240,5120,5170,18227,98604.0,19072280.0
2013-03-25,5220,5310,5150,5270,26234,100511.0,19072280.0
2013-03-26,5270,5300,5210,5280,22905,100702.0,19072280.0
2013-03-27,5300,5540,5270,5450,64222,103944.0,19072280.0
2013-03-28,5370,5490,5350,5450,29852,103944.0,19072280.0
2013-03-29,5450,5500,5440,5440,44540,103753.0,19072280.0
2013-04-01,5470,5550,5430,5520,28661,105279.0,19072280.0
2013-04-02,5550,5550,5310,5500,55304,104898.0,19072280.0
2013-04-03,5570,5570,5420,5450,41971,103944.0,19072280.0
2013-04-04,5500,5500,5220,5310,45554,101274.0,19072280.0
2013-04-05,5290,5500,5270,5270,47965,100511.0,19072280.0
2013-04-08,5300,5490,5270,5320,32040,101465.0,19072280.0
2013-04-09,5290,5470,5290,5350,26680,102037.0,19072280.0
2013-04-10,5350,5440,5340,5400,13471,102990.0,19072280.0
2013-04-11,5500,5500,5350,5430,23500,103562.0,19072280.0
2013-04-12,5430,5460,5300,5420,26071,103372.0,19072280.0
2013-04-15,5390,5420,5290,5420,21911,103372.0,19072280.0
2013-04-16,5410,5410,5300,5300,31440,101083.0,19072280.0
2013-04-17,5300,5430,5300,5350,32512,102037.0,19072280.0
2013-04-18,5360,5430,5330,5400,21673,102990.0,19072280.0
2013-04-19,5360,5440,5310,5400,10971,102990.0,19072280.0
2013-04-22,5390,5490,5390,5430,34575,103562.0,19072280.0
2013-04-23,5430,5900,5360,5900,183200,112526.0,19072280.0
2013-04-24,5890,5900,5760,5830,54967,111191.0,19072280.0
2013-04-25,5850,5850,5660,5740,38626,109475.0,19072280.0
2013-04-26,5790,5790,5640,5740,23691,109475.0,19072280.0
2013-04-29,5730,5820,5700,5750,36473,109666.0,19072280.0
2013-04-30,5760,5830,5670,5670,39261,108140.0,19072280.0
2013-05-02,5670,5760,5650,5680,16924,108331.0,19072280.0
2013-05-03,5690,5830,5690,5780,37377,110238.0,19072280.0
2013-05-06,5830,5840,5740,5800,14876,110619.0,19072280.0
2013-05-07,5740,5830,5730,5800,34628,110619.0,19072280.0
2013-05-08,5850,5850,5740,5800,23880,110619.0,19072280.0
2013-05-09,5810,5930,5760,5860,77392,111764.0,19072280.0
2013-05-10,5920,6020,5860,5900,62415,112526.0,19072280.0
2013-05-13,5900,5990,5800,5860,42130,111764.0,19072280.0
2013-05-14,5910,5920,5700,5790,23100,110429.0,19072280.0
2013-05-15,5890,5890,5710,5800,13290,110619.0,19072280.0
2013-05-16,5770,5800,5470,5560,106927,106042.0,19072280.0
2013-05-20,5560,5650,5550,5550,26935,105851.0,19072280.0
2013-05-21,5550,5700,5540,5620,18469,107186.0,19072280.0
2013-05-22,5670,5860,5600,5850,85683,111573.0,19072280.0
2013-05-23,5900,5920,5830,5860,31720,111764.0,19072280.0
2013-05-24,5890,5900,5830,5890,17130,112336.0,19072280.0
2013-05-27,5900,5920,5780,5910,29140,112717.0,19072280.0
2013-05-28,5980,6150,5900,6020,126836,114815.0,19072280.0
2013-05-29,6050,6080,5960,5970,108237,113862.0,19072280.0
2013-05-30,6000,6090,5960,6000,56531,114434.0,19072280.0
2013-05-31,6000,6090,5930,6070,53101,115769.0,19072280.0
2013-06-03,6090,6230,6030,6230,115877,118820.0,19072280.0
2013-06-04,6240,6470,6230,6380,141807,121681.0,19072280.0
2013-06-05,6400,6450,6280,6280,105162,119774.0,19072280.0
2013-06-07,6230,6390,6150,6220,40685,118630.0,19072280.0
2013-06-10,6220,6380,6150,6200,50794,118248.0,19072280.0
2013-06-11,6210,6280,6160,6220,40076,118630.0,19072280.0
2013-06-12,6300,6300,6110,6190,36240,118057.0,19072280.0
2013-06-13,6250,6270,6030,6050,62880,115387.0,19072280.0
2013-06-14,6100,6150,5920,6120,43392,116722.0,19072280.0
2013-06-17,6170,6190,5760,6030,23227,115006.0,19072280.0
2013-06-18,6070,6130,5970,6040,27520,115197.0,19072280.0
2013-06-19,6050,6100,5930,6000,17460,114434.0,19072280.0
2013-06-20,6140,6140,5900,5980,26744,114052.0,19072280.0
2013-06-21,5920,5920,5750,5780,28573,110238.0,19072280.0
2013-06-24,5960,5960,5700,5770,15476,110047.0,19072280.0
2013-06-25,5730,5850,5310,5450,43090,103944.0,19072280.0
2013-06-26,5540,5600,5450,5480,24730,104516.0,19072280.0
2013-06-27,5570,5920,5560,5900,48430,112526.0,19072280.0
2013-06-28,5980,5980,5870,5930,20450,113099.0,19072280.0
2013-07-01,5930,5970,5770,5950,14821,113480.0,19072280.0
2013-07-02,5920,6050,5910,5970,30325,113862.0,19072280.0
2013-07-03,5950,6020,5900,5940,18700,113289.0,19072280.0
2013-07-04,5940,6000,5860,5920,12890,112908.0,19072280.0
2013-07-05,5920,5970,5890,5970,33525,113862.0,19072280.0
2013-07-08,6060,6060,5850,5930,43430,113099.0,19072280.0
2013-07-09,5930,6000,5900,5930,16420,113099.0,19072280.0
2013-07-10,5950,5990,5850,5900,15770,112526.0,19072280.0
2013-07-11,5950,6040,5910,5980,37521,114052.0,19072280.0
2013-07-12,5920,5970,5890,5950,31251,113480.0,19072280.0
2013-07-15,6040,6040,5900,5970,16332,113862.0,19072280.0
2013-07-16,6000,6110,5970,6060,80631,115578.0,19072280.0
2013-07-17,6010,6130,5980,6080,16191,115959.0,19072280.0
2013-07-18,6120,6170,6030,6150,59610,117295.0,19072280.0
2013-07-19,6120,6150,6090,6140,27840,117104.0,19072280.0
2013-07-22,6140,6170,6020,6130,28790,116913.0,19072280.0
2013-07-23,6110,6150,6050,6100,11892,116341.0,19072280.0
2013-07-24,6050,6120,6030,6100,24930,116341.0,19072280.0
2013-07-25,6070,6140,6030,6130,25251,116913.0,19072280.0
2013-07-26,6110,6130,6060,6130,13252,116913.0,19072280.0
2013-07-29,6100,6150,6040,6080,14790,115959.0,19072280.0
2013-07-30,6160,6160,6080,6120,18400,116722.0,19072280.0
2013-07-31,6140,6170,6110,6140,24890,117104.0,19072280.0
2013-08-01,6210,6210,6090,6150,20182,117295.0,19072280.0
2013-08-02,6180,6210,6120,6210,116376,118439.0,19072280.0
2013-08-05,6230,6410,6190,6310,179650,120346.0,19072280.0
2013-08-06,6400,6450,6250,6250,27773,119202.0,19072280.0
2013-08-07,6260,6290,6210,6240,27955,119011.0,19072280.0
2013-08-08,6220,6340,6200,6300,21069,120155.0,19072280.0
2013-08-09,6380,6380,6250,6300,35741,120155.0,19072280.0
2013-08-12,6450,6900,6390,6800,393423,129692.0,19072280.0
2013-08-13,6900,6940,6720,6750,191145,128738.0,19072280.0
2013-08-14,6780,7300,6750,7100,198251,135413.0,19072280.0
2013-08-16,7070,7230,6950,7230,83478,137893.0,19072280.0
2013-08-19,7280,7400,7080,7230,63370,137893.0,19072280.0
2013-08-20,7290,7300,6660,6940,98472,132362.0,19072280.0
2013-08-21,6910,7000,6620,6940,109896,132362.0,19072280.0
2013-08-22,6930,6950,6660,6720,77410,128166.0,19072280.0
2013-08-23,6880,6950,6780,6940,80620,132362.0,19072280.0
2013-08-26,6950,7200,6940,7200,95866,137320.0,19072280.0
2013-08-27,7250,7280,7100,7200,200895,137320.0,19072280.0
2013-08-28,7100,7200,7010,7200,83940,137320.0,19072280.0
2013-08-29,7220,7800,7220,7620,208847,145331.0,19072280.0
2013-08-30,7550,7680,7340,7620,117702,145331.0,19072280.0
2013-09-02,7600,7650,7370,7420,80910,141516.0,19072280.0
2013-09-03,7400,7430,7230,7320,100242,139609.0,19072280.0
2013-09-04,7320,7590,7260,7530,108439,143614.0,19072280.0
2013-09-05,7530,7720,7530,7580,83336,144568.0,19072280.0
2013-09-06,7660,7850,7640,7700,138305,146857.0,19072280.0
2013-09-09,7680,7840,7620,7640,82991,145712.0,19072280.0
2013-09-10,7640,7720,7560,7720,93610,147238.0,19072280.0
2013-09-11,7800,8190,7790,8100,201459,154485.0,19072280.0
2013-09-12,8100,8210,7990,8080,128234,154104.0,19072280.0
2013-09-13,8070,8250,7960,8110,93006,154676.0,19072280.0
2013-09-16,8200,8310,8120,8180,108286,156011.0,19072280.0
2013-09-17,8270,8270,8020,8150,97875,155439.0,19072280.0
2013-09-23,8190,8430,8180,8380,126480,159826.0,19072280.0
2013-09-24,8400,8500,8310,8500,100453,162114.0,19072280.0
2013-09-25,8550,9100,8500,9050,296350,172604.0,19072280.0
2013-09-26,9000,9140,8930,9000,102324,171651.0,19072280.0
2013-09-27,9000,9000,8800,8840,179427,168599.0,19072280.0
2013-09-30,8800,8840,8490,8600,220007,164022.0,19072280.0
2013-10-01,8600,8780,8490,8780,109502,167455.0,19072280.0
2013-10-02,8810,8990,8600,8990,116164,171460.0,19072280.0
2013-10-04,8910,8910,8660,8780,114288,167455.0,19072280.0
2013-10-07,8710,8810,8480,8540,120595,162877.0,19072280.0
2013-10-08,8600,8600,8360,8550,50773,163068.0,19072280.0
2013-10-10,8650,8650,8450,8460,61936,161351.0,19072280.0
2013-10-11,8500,8500,7710,8110,482621,154676.0,19072280.0
2013-10-14,8190,8390,7930,7930,199476,151243.0,19072280.0
2013-10-15,7910,8170,7800,8160,127000,155630.0,19072280.0
2013-10-16,8160,8250,7810,7960,122350,151815.0,19072280.0
2013-10-17,7950,8220,7870,8050,221389,153532.0,19072280.0
2013-10-18,8150,8150,7830,7970,83820,152006.0,19072280.0
2013-10-21,8040,8040,7780,7830,83122,149336.0,19072280.0
2013-10-22,7860,7870,7660,7870,97998,150099.0,19072280.0
2013-10-23,7870,8200,7840,8100,107570,154485.0,19072280.0
2013-10-24,8050,8170,7960,8170,67597,155821.0,19072280.0
2013-10-25,8250,8250,8080,8130,45841,155058.0,19072280.0
2013-10-28,8040,8060,7850,7930,64681,151243.0,19072280.0
2013-10-29,7990,8400,7950,8320,178060,158681.0,19072280.0
2013-10-30,8410,8960,8320,8840,282025,168599.0,19072280.0
2013-10-31,8860,9000,8640,8640,123928,164784.0,19072280.0
2013-11-01,8670,9000,8640,8850,129251,168790.0,19072280.0
2013-11-04,8950,9340,8790,9100,204903,173558.0,19072280.0
2013-11-05,9100,9170,8700,8960,146771,170888.0,19072280.0
2013-11-06,8970,9040,8740,8900,74403,169743.0,19072280.0
2013-11-07,8780,8870,8630,8690,60320,165738.0,19072280.0
2013-11-08,8530,8790,8500,8570,46813,163449.0,19072280.0
2013-11-11,8570,8740,8190,8270,116753,157728.0,19072280.0
2013-11-12,8270,8550,8270,8500,86953,162114.0,19072280.0
2013-11-13,8500,8590,8340,8500,28514,162114.0,19072280.0
2013-11-14,8580,8820,8570,8790,91002,167645.0,19072280.0
2013-11-15,8970,8970,8570,8750,115066,166882.0,19072280.0
2013-11-18,8750,8820,8650,8800,70005,167836.0,19072280.0
2013-11-19,8870,8870,8300,8650,161866,164975.0,19072280.0
2013-11-20,8500,8800,8460,8800,84677,167836.0,19072280.0
2013-11-21,8800,8960,8610,8920,91420,170125.0,19072280.0
2013-11-22,9000,9750,8940,9680,364790,184620.0,19072280.0
2013-11-25,9800,9860,9370,9780,357442,186527.0,19072280.0
2013-11-26,9890,9890,9500,9530,139611,181759.0,19072280.0
2013-11-27,9530,9650,9410,9500,87251,181187.0,19072280.0
2013-11-28,9470,9750,9340,9620,178011,183475.0,19072280.0
2013-11-29,9750,9800,9450,9700,146585,185001.0,19072280.0
2013-12-02,9650,9750,9600,9660,53769,184238.0,19072280.0
2013-12-03,9610,9700,9400,9510,122709,181377.0,19072280.0
2013-12-04,9500,9500,9150,9250,100285,176419.0,19072280.0
2013-12-05,9160,9320,9140,9280,78916,176991.0,19072280.0
2013-12-06,9240,9420,9180,9280,61421,176991.0,19072280.0
2013-12-09,9280,9350,9200,9250,47084,176419.0,19072280.0
2013-12-10,9250,9250,8810,8910,89759,169934.0,19072280.0
2013-12-11,8810,9060,8810,8910,61995,169934.0,19072280.0
2013-12-12,8910,9090,8850,9080,35801,173176.0,19072280.0
2013-12-13,9000,9100,8700,8910,44839,169934.0,19072280.0
2013-12-16,8900,9000,8750,8780,55462,167455.0,19072280.0
2013-12-17,8880,8880,8500,8550,77630,163068.0,19072280.0
2013-12-18,8550,8720,8550,8710,45920,166120.0,19072280.0
2013-12-19,8660,8880,8440,8500,48708,162114.0,19072280.0
2013-12-20,8500,8650,8250,8330,74417,158872.0,19072280.0
2013-12-23,8340,8390,8040,8070,115556,153913.0,19072280.0
2013-12-24,8110,8490,8110,8470,63324,161542.0,19072280.0
2013-12-26,8500,8510,8320,8500,33210,162114.0,19072280.0
2013-12-27,8500,8500,8260,8340,28314,159063.0,19072280.0
2013-12-30,8450,8710,8360,8710,23310,166120.0,19072280.0
2014-01-02,8710,8710,8430,8440,21011,160970.0,19072280.0
2014-01-03,8550,8690,8200,8250,23092,157346.0,19072280.0
2014-01-06,8130,8360,8130,8330,22492,158872.0,19072280.0
2014-01-07,8070,8370,8070,8200,66480,156393.0,19072280.0
2014-01-08,8250,8250,8100,8160,27040,155630.0,19072280.0
2014-01-09,8260,8260,8040,8130,37721,155058.0,19072280.0
2014-01-10,8190,8190,7820,8020,49418,152960.0,19072280.0
2014-01-13,8100,8100,7770,7920,56081,151052.0,19072280.0
2014-01-14,7850,8170,7850,8100,39720,154485.0,19072280.0
2014-01-15,8060,8270,8060,8260,35571,157537.0,19072280.0
2014-01-16,8210,8290,8150,8180,26107,156011.0,19072280.0
2014-01-17,8650,9000,8400,8940,147930,170506.0,19072280.0
2014-01-20,8980,8980,8500,8660,95970,165166.0,19072280.0
2014-01-21,8650,8760,8490,8570,60091,163449.0,19072280.0
2014-01-22,8600,8750,8570,8750,22177,166882.0,19072280.0
2014-01-23,8750,8750,8420,8490,58415,161924.0,19072280.0
2014-01-24,8480,8540,8370,8420,21230,160589.0,19072280.0
2014-01-27,8250,8250,8010,8160,57145,155630.0,19072280.0
2014-01-28,8080,8360,8080,8150,44830,155439.0,19072280.0
2014-01-29,8250,8450,8150,8370,43722,159635.0,19072280.0
2014-02-03,8290,8440,8200,8310,16063,158491.0,19072280.0
2014-02-04,8080,8240,8050,8130,23213,155058.0,19072280.0
2014-02-05,8140,8320,8140,8230,11861,156965.0,19072280.0
2014-02-06,8230,8390,8160,8370,22137,159635.0,19072280.0
2014-02-07,8390,8390,8220,8320,44513,158681.0,19072280.0
2014-02-10,8300,8500,8300,8480,25601,161733.0,19072280.0
2014-02-11,8490,8490,8370,8370,14792,159635.0,19072280.0
2014-02-12,8400,8430,8280,8350,25793,159254.0,19072280.0
2014-02-13,8350,8400,8240,8290,22990,158109.0,19072280.0
2014-02-14,8290,8520,8190,8370,41741,159635.0,19072280.0
2014-02-17,8370,8370,8140,8180,39018,156011.0,19072280.0
2014-02-18,8240,8280,7940,8060,47511,153723.0,19072280.0
2014-02-19,8160,8180,8050,8060,11674,153723.0,19072280.0
2014-02-20,7960,8100,7950,8080,53434,154104.0,19072280.0
2014-02-21,8030,8260,8030,8120,26962,154867.0,19072280.0
2014-02-24,8120,8220,8040,8060,23978,153723.0,19072280.0
2014-02-25,7960,8060,7840,7900,83422,150671.0,19072280.0
2014-02-26,7830,7920,7560,7600,121070,144949.0,19072280.0
2014-02-27,7730,7750,7650,7750,36342,147810.0,19072280.0
2014-02-28,7750,7770,7570,7610,44421,145140.0,19072280.0
2014-03-03,7560,7610,7490,7520,53361,143424.0,19072280.0
2014-03-04,7520,7560,7300,7500,92164,143042.0,19072280.0
2014-03-05,7590,7780,7450,7770,88672,148192.0,19072280.0
2014-03-06,7820,7970,7740,7850,32574,149717.0,19072280.0
2014-03-07,7890,7890,7730,7780,19672,148382.0,19072280.0
2014-03-10,7740,8170,7740,7950,75030,151625.0,19072280.0
2014-03-11,8110,8110,7800,7950,37620,151625.0,19072280.0
2014-03-12,8010,8100,7810,7850,41140,149717.0,19072280.0
2014-03-13,7850,7900,7550,7690,72162,146666.0,19072280.0
2014-03-14,7560,7820,7550,7690,23515,146666.0,19072280.0
2014-03-17,7630,7840,7630,7680,22898,146475.0,19072280.0
2014-03-18,7710,7780,7680,7690,24140,146666.0,19072280.0
2014-03-19,7690,7710,7650,7660,34434,146094.0,19072280.0
2014-03-20,7700,7700,7520,7530,30173,143614.0,19072280.0
2014-03-21,7540,7790,7540,7790,21542,148573.0,19072280.0
2014-03-24,7720,7790,7610,7660,31881,146094.0,19072280.0
2014-03-25,7730,7730,7550,7630,22071,145521.0,19072280.0
2014-03-26,7690,7870,7610,7860,37648,149908.0,19072280.0
2014-03-27,7880,7980,7790,7920,37512,151052.0,19072280.0
2014-03-28,7920,8020,7870,7900,25010,150671.0,19072280.0
2014-03-31,7880,8000,7760,7770,24451,148192.0,19072280.0
2014-04-01,7750,8200,7720,8200,110531,156393.0,19072280.0
2014-04-02,8200,8420,8200,8370,83593,159635.0,19072280.0
2014-04-03,8310,8400,8150,8220,32908,156774.0,19072280.0
2014-04-04,8210,8520,8210,8490,68105,161924.0,19072280.0
2014-04-07,8430,8500,8270,8280,29704,157918.0,19072280.0
2014-04-08,8220,8280,8100,8230,26926,156965.0,19072280.0
2014-04-09,8130,8240,8120,8200,26102,156393.0,19072280.0
2014-04-10,8100,8310,8100,8190,42728,156202.0,19072280.0
2014-04-11,8180,8310,8140,8200,17801,156393.0,19072280.0
2014-04-14,8160,8330,8110,8330,36861,158872.0,19072280.0
2014-04-15,8280,8440,8270,8340,56831,159063.0,19072280.0
2014-04-16,8340,8430,8290,8340,24372,159063.0,19072280.0
2014-04-17,8350,8390,8230,8240,19566,157156.0,19072280.0
2014-04-18,8240,8310,8130,8170,20885,155821.0,19072280.0
2014-04-21,8150,8200,8100,8100,15807,154485.0,19072280.0
2014-04-22,8110,8140,8050,8080,16892,154104.0,19072280.0
2014-04-23,8100,8260,8070,8200,36342,156393.0,19072280.0
2014-04-24,8150,8380,8150,8270,68846,157728.0,19072280.0
2014-04-25,8350,8360,8210,8290,22954,158109.0,19072280.0
2014-04-28,8280,8320,8110,8190,34568,156202.0,19072280.0
2014-04-29,8270,8270,8050,8090,36306,154295.0,19072280.0
2014-04-30,8200,8200,7860,7940,88913,151434.0,19072280.0
2014-05-02,7960,7960,7760,7790,49895,148573.0,19072280.0
2014-05-07,7850,7880,7650,7700,71142,146857.0,19072280.0
2014-05-08,7700,7830,7670,7830,16170,149336.0,19072280.0
2014-05-09,7830,7980,7800,7970,16170,152006.0,19072280.0
2014-05-12,8030,8030,7770,7940,10630,151434.0,19072280.0
2014-05-13,7900,8010,7880,7900,14050,150671.0,19072280.0
2014-05-14,7840,7960,7750,7880,14360,150290.0,19072280.0
2014-05-15,7830,8050,7810,8050,26931,153532.0,19072280.0
2014-05-16,8020,8020,7890,7970,11143,152006.0,19072280.0
2014-05-19,8060,8060,7680,7800,29321,148764.0,19072280.0
2014-05-20,7820,7900,7800,7800,28311,148764.0,19072280.0
2014-05-21,7800,7870,7770,7810,10882,148955.0,19072280.0
2014-05-22,7800,7860,7790,7820,11890,149145.0,19072280.0
2014-05-23,7810,7950,7760,7900,26541,150671.0,19072280.0
2014-05-26,8010,8070,7850,8020,51781,152960.0,19072280.0
2014-05-27,8030,8150,7990,8120,54111,154867.0,19072280.0
2014-05-28,8100,8290,8100,8260,59937,157537.0,19072280.0
2014-05-29,8250,8330,8190,8250,40089,157346.0,19072280.0
2014-05-30,8170,8260,7970,8090,33100,154295.0,19072280.0
2014-06-02,8020,8090,7940,8040,32648,153341.0,19072280.0
2014-06-03,7950,8050,7920,8010,19888,152769.0,19072280.0
2014-06-05,7970,8040,7810,7830,25440,149336.0,19072280.0
2014-06-09,7830,8000,7590,7790,87016,148573.0,19072280.0
2014-06-10,7690,7860,7660,7780,12469,148382.0,19072280.0
2014-06-11,7760,7900,7720,7790,51754,148573.0,19072280.0
2014-06-12,7790,7800,7680,7790,24428,148573.0,19072280.0
2014-06-13,7790,7790,7650,7770,32165,148192.0,19072280.0
2014-06-16,7910,7910,7730,7740,33767,147619.0,19072280.0
2014-06-17,7760,7890,7750,7830,13312,149336.0,19072280.0
2014-06-18,7800,7950,7800,7870,43001,150099.0,19072280.0
2014-06-19,7940,7940,7830,7870,37739,150099.0,19072280.0
2014-06-20,7880,8020,7750,7850,39794,149717.0,19072280.0
2014-06-23,7890,7920,7660,7770,16065,148192.0,19072280.0
2014-06-24,7740,7850,7710,7730,25867,147429.0,19072280.0
2014-06-25,7760,7760,7570,7650,30377,145903.0,19072280.0
2014-06-26,7590,7730,7480,7600,54810,144949.0,19072280.0
2014-06-27,7700,7700,7510,7650,12420,145903.0,19072280.0
2014-06-30,7700,7900,7700,7800,33150,148764.0,19072280.0
2014-07-01,7880,8190,7750,8170,76979,155821.0,19072280.0
2014-07-02,8170,8230,8110,8170,60680,155821.0,19072280.0
2014-07-03,8180,8310,8160,8300,88638,158300.0,19072280.0
2014-07-04,8390,8390,8240,8300,50776,158300.0,19072280.0
2014-07-07,8310,8400,8250,8310,35512,158491.0,19072280.0
2014-07-08,8310,8340,8220,8240,47557,157156.0,19072280.0
2014-07-09,8220,8360,8140,8360,47043,159444.0,19072280.0
2014-07-10,8390,8500,8340,8430,76643,160779.0,19072280.0
2014-07-11,8430,8900,8370,8830,174678,168408.0,19072280.0
2014-07-14,8970,9000,8710,8820,164279,168218.0,19072280.0
2014-07-15,8800,9080,8610,8640,128231,164784.0,19072280.0
2014-07-16,8580,9030,8520,8970,179012,171078.0,19072280.0
2014-07-17,8910,9020,8820,8880,81112,169362.0,19072280.0
2014-07-18,8740,8930,8680,8680,64429,165547.0,19072280.0
2014-07-21,8770,8970,8690,8840,50213,168599.0,19072280.0
2014-07-22,8820,8930,8710,8820,40475,168218.0,19072280.0
2014-07-23,8830,8940,8790,8800,49131,167836.0,19072280.0
2014-07-24,8820,9060,8730,8820,103826,168218.0,19072280.0
2014-07-25,8800,8910,8700,8720,40494,166310.0,19072280.0
2014-07-28,8700,8730,8450,8450,49173,161161.0,19072280.0
2014-07-29,8370,8440,8200,8270,75982,157728.0,19072280.0
2014-07-30,8390,8570,8200,8520,47408,162496.0,19072280.0
2014-07-31,8540,8540,8200,8200,38353,156393.0,19072280.0
2014-08-01,8000,8370,8000,8280,39091,157918.0,19072280.0
2014-08-04,8230,8450,8200,8370,33146,159635.0,19072280.0
2014-08-05,8470,8670,8390,8500,64668,162114.0,19072280.0
