종근당(185750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-25,60655,67303,60381,64936,158121,670865.0,9409050.0
2015-08-26,63752,67394,63022,66940,58553,691565.0,9409050.0
2015-08-27,67212,68578,65573,66121,57414,683097.0,9409050.0
2015-08-28,67030,67758,66211,67122,36393,693447.0,9409050.0
2015-08-31,67121,67394,65573,65665,37520,678393.0,9409050.0
2015-09-01,65117,66575,64753,64936,31122,670865.0,9409050.0
2015-09-02,63934,65755,63752,65209,36914,673688.0,9409050.0
2015-09-03,65755,66029,64206,64754,46099,668983.0,9409050.0
2015-09-04,64206,64935,60108,61293,84044,633229.0,9409050.0
2015-09-07,61019,62294,57740,60109,61953,620997.0,9409050.0
2015-09-08,60746,61930,57740,58926,94527,608766.0,9409050.0
2015-09-09,60199,63752,60108,63752,75067,658634.0,9409050.0
2015-09-10,63114,63660,61475,63662,43607,657693.0,9409050.0
2015-09-11,63022,63660,62294,62932,24659,650165.0,9409050.0
2015-09-14,62476,63204,62112,62750,26755,648284.0,9409050.0
2015-09-15,62658,64480,62112,64026,37539,661456.0,9409050.0
2015-09-16,64935,66575,63934,66211,57206,684038.0,9409050.0
2015-09-17,66575,67212,64935,66940,43335,691565.0,9409050.0
2015-09-18,67394,70491,66301,70491,114360,728260.0,9409050.0
2015-09-21,69307,72039,68760,71220,65795,735788.0,9409050.0
2015-09-22,70946,71311,69762,69945,39797,722615.0,9409050.0
2015-09-23,69671,70764,67850,69308,45118,716029.0,9409050.0
2015-09-24,70581,71128,69398,69945,32327,722615.0,9409050.0
2015-09-25,70035,71037,67940,70674,71312,730142.0,9409050.0
2015-09-30,68852,70581,67394,70127,59828,724497.0,9409050.0
2015-10-01,70217,71311,69307,70309,54571,726379.0,9409050.0
2015-10-02,70855,72039,69762,69854,38808,721674.0,9409050.0
2015-10-05,70673,71675,69034,69308,55459,716029.0,9409050.0
2015-10-06,70309,70673,68487,68579,40198,708501.0,9409050.0
2015-10-07,67758,67940,64024,64936,78427,670865.0,9409050.0
2015-10-08,65117,66939,65117,66940,36851,691565.0,9409050.0
2015-10-12,66939,67212,64389,64663,69270,668043.0,9409050.0
2015-10-13,64571,64571,57740,57832,476200,597475.0,9409050.0
2015-10-14,57194,58105,55737,57468,152812,593711.0,9409050.0
2015-10-15,58651,59835,58287,59745,138397,617234.0,9409050.0
2015-10-16,60381,61293,59835,60838,89523,628525.0,9409050.0
2015-10-19,58287,58834,56375,58379,189112,603120.0,9409050.0
2015-10-20,58196,59380,57467,58288,78173,602179.0,9409050.0
2015-10-21,58287,58651,57376,57650,66799,595593.0,9409050.0
2015-10-22,57376,57376,54917,55556,138429,573952.0,9409050.0
2015-10-23,56101,59653,56101,58652,148972,605943.0,9409050.0
2015-10-26,59653,61565,58742,59472,79353,614411.0,9409050.0
2015-10-27,60108,60108,57285,57650,89993,595593.0,9409050.0
2015-10-28,58196,59106,58105,58561,38446,605002.0,9409050.0
2015-10-29,58560,58924,57831,58106,54864,600297.0,9409050.0
2015-10-30,58196,59016,57740,58106,33211,600297.0,9409050.0
2015-11-02,57376,58469,56283,57923,40474,598416.0,9409050.0
2015-11-03,58105,60199,57740,59745,97099,617234.0,9409050.0
2015-11-04,59835,63022,59835,62204,101898,642638.0,9409050.0
2015-11-05,62021,65755,61565,65483,198544,676511.0,9409050.0
2015-11-06,69307,76046,68942,73770,421389,762133.0,9409050.0
2015-11-09,74498,81692,72858,76229,417178,787537.0,9409050.0
2015-11-10,75045,75955,70217,71767,239791,741433.0,9409050.0
2015-11-11,71766,75591,71584,73315,156415,757429.0,9409050.0
2015-11-12,72858,76684,72404,74681,106177,771542.0,9409050.0
2015-11-13,72858,74681,71037,72950,75622,753665.0,9409050.0
2015-11-16,71128,78779,70309,75319,162077,778128.0,9409050.0
2015-11-17,77230,77412,74863,76047,91556,785656.0,9409050.0
2015-11-18,75409,79234,74953,77869,142796,804474.0,9409050.0
2015-11-19,79507,80873,77230,78415,111000,810119.0,9409050.0
2015-11-20,77777,78414,76137,76958,85942,795065.0,9409050.0
2015-11-23,77412,80145,77140,79326,110613,819528.0,9409050.0
2015-11-24,79417,81056,77868,78051,84986,806356.0,9409050.0
2015-11-25,78779,78779,76320,77960,81180,805415.0,9409050.0
2015-11-26,77959,78687,77322,78051,55147,806356.0,9409050.0
2015-11-27,78323,79689,78323,79417,63858,820469.0,9409050.0
2015-11-30,79143,79417,76228,76320,66083,788478.0,9409050.0
2015-12-01,76866,80600,76502,80055,83092,827055.0,9409050.0
2015-12-02,79507,80327,78869,79326,43206,819528.0,9409050.0
2015-12-03,71948,75682,70127,73770,388863,762133.0,9409050.0
2015-12-04,72676,75500,72676,73133,84511,755547.0,9409050.0
2015-12-07,73314,75135,73314,74773,64129,772483.0,9409050.0
2015-12-08,75045,75045,72312,73133,64123,755547.0,9409050.0
2015-12-09,73405,75500,73223,73588,56759,760251.0,9409050.0
2015-12-10,73405,74407,70035,72040,78107,744256.0,9409050.0
2015-12-11,71493,72404,68396,70219,57559,725438.0,9409050.0
2015-12-14,67486,69945,67486,68032,47542,702856.0,9409050.0
2015-12-15,69398,71584,68760,71494,32650,738610.0,9409050.0
2015-12-16,72404,73041,71857,72404,34201,748019.0,9409050.0
2015-12-17,73678,73678,71493,72222,48607,746138.0,9409050.0
2015-12-18,72221,76684,71311,76412,88445,789419.0,9409050.0
2015-12-21,76957,78869,76957,78051,82076,806356.0,9409050.0
2015-12-22,78869,78869,76775,77232,47592,797887.0,9409050.0
2015-12-23,79143,79507,77412,78871,51264,814824.0,9409050.0
2015-12-24,78687,79417,77412,78142,44391,807296.0,9409050.0
2015-12-28,77868,78779,76228,77049,39672,796006.0,9409050.0
2015-12-29,76593,81146,76593,81056,83973,837405.0,9409050.0
2015-12-30,81692,94261,80418,87523,326066,904210.0,9409050.0
2016-01-04,88797,93351,88797,89891,187406,928673.0,9409050.0
2016-01-05,90800,103824,89981,103825,389001,1072632.0,9409050.0
2016-01-06,106101,134789,101092,134791,1153382,1392539.0,9409050.0
2016-01-07,132058,142075,121584,134791,1174488,1392539.0,9409050.0
2016-01-08,133423,169398,131146,140710,1605232,1453698.0,9409050.0
2016-01-11,140710,147995,131602,135246,467549,1397244.0,9409050.0
2016-01-12,138887,147539,134789,137978,753777,1425471.0,9409050.0
2016-01-13,142987,146174,135245,137978,412285,1425471.0,9409050.0
2016-01-14,134789,139343,132968,138889,335849,1434880.0,9409050.0
2016-01-15,142075,142987,133423,134791,254040,1392539.0,9409050.0
2016-01-18,131146,140710,130236,137067,415751,1416062.0,9409050.0
2016-01-19,138433,152549,134789,151639,753047,1566607.0,9409050.0
2016-01-20,149816,155281,143897,144353,680118,1491334.0,9409050.0
2016-01-21,151638,159380,145718,152095,757050,1571311.0,9409050.0
2016-01-22,152093,153915,146629,153461,274443,1585425.0,9409050.0
2016-01-25,156192,156192,151183,151639,251595,1566607.0,9409050.0
2016-01-26,148451,152549,147539,149818,258150,1547789.0,9409050.0
2016-01-27,149816,150728,137977,139344,440243,1439585.0,9409050.0
2016-01-28,137977,140710,133423,139344,411497,1439585.0,9409050.0
2016-01-29,138433,138887,127959,130692,482708,1350199.0,9409050.0
2016-02-01,133423,134789,130236,132969,208487,1373721.0,9409050.0
2016-02-02,132968,138887,131602,132969,281609,1373721.0,9409050.0
2016-02-03,132058,134334,129781,132058,159889,1364312.0,9409050.0
2016-02-04,132968,133423,122950,123406,244627,1274926.0,9409050.0
2016-02-05,124316,127504,121584,125227,183028,1293744.0,9409050.0
2016-02-11,122494,126137,117940,118852,193582,1227881.0,9409050.0
2016-02-12,117485,118396,105190,109745,406626,1133791.0,9409050.0
2016-02-15,112021,113386,106557,112022,207636,1157313.0,9409050.0
2016-02-16,113386,121584,112021,117942,271478,1218472.0,9409050.0
2016-02-17,118852,118852,108834,110200,244172,1138495.0,9409050.0
2016-02-18,113386,118852,112932,118397,190045,1223176.0,9409050.0
2016-02-19,116575,118852,114753,117486,120867,1213767.0,9409050.0
2016-02-22,117485,127504,115209,122496,259393,1265517.0,9409050.0
2016-02-23,125227,125682,118852,119308,164360,1232586.0,9409050.0
2016-02-24,119762,124771,118396,121129,126409,1251404.0,9409050.0
2016-02-25,122494,124316,118396,121129,90040,1251404.0,9409050.0
2016-02-26,122039,122039,118852,119763,68714,1237290.0,9409050.0
2016-02-29,118852,119307,115209,116575,92483,1204358.0,9409050.0
2016-03-02,119307,123405,118851,122950,161447,1270222.0,9409050.0
2016-03-03,123405,128414,120673,127504,185974,1317267.0,9409050.0
2016-03-04,126592,127959,123405,125227,116451,1293744.0,9409050.0
2016-03-07,125227,127048,121128,121129,107900,1251404.0,9409050.0
2016-03-08,122039,124316,117940,122496,111550,1265517.0,9409050.0
2016-03-09,122039,123861,120673,123861,78627,1279631.0,9409050.0
2016-03-10,123405,127048,122494,123406,87844,1274926.0,9409050.0
2016-03-11,124316,124316,120673,121129,64599,1251404.0,9409050.0
2016-03-14,122494,122494,117485,117942,105743,1218472.0,9409050.0
2016-03-15,118396,119307,115209,115665,102361,1194949.0,9409050.0
2016-03-16,115663,122494,113842,117486,160042,1213767.0,9409050.0
2016-03-17,118852,120673,116575,119308,73146,1232586.0,9409050.0
2016-03-18,119762,124316,117940,122950,141233,1270222.0,9409050.0
2016-03-21,125227,127048,121128,121129,89492,1251404.0,9409050.0
2016-03-22,122494,124771,120217,120219,100049,1241995.0,9409050.0
2016-03-23,121584,122039,119307,121129,50475,1251404.0,9409050.0
2016-03-24,121584,123861,120217,121585,77859,1256108.0,9409050.0
2016-03-25,123405,133423,121584,129781,466517,1340790.0,9409050.0
2016-03-28,130236,131602,125227,126138,160302,1303153.0,9409050.0
2016-03-29,126137,127048,123405,126138,95476,1303153.0,9409050.0
2016-03-30,127048,129325,125227,128415,129280,1326676.0,9409050.0
2016-03-31,129781,130236,125682,126138,87378,1303153.0,9409050.0
2016-04-01,126592,131602,124771,127504,139913,1317267.0,9409050.0
2016-04-04,127048,128414,119307,119763,252453,1237290.0,9409050.0
2016-04-05,118852,121128,112476,116575,283712,1204358.0,9409050.0
2016-04-06,116575,117030,114753,116120,96157,1199654.0,9409050.0
2016-04-07,116575,117030,114298,115209,75798,1190245.0,9409050.0
2016-04-08,114298,116575,113842,116120,68418,1199654.0,9409050.0
2016-04-11,115663,115663,111565,112477,96157,1162018.0,9409050.0
2016-04-12,112932,113386,108378,109745,123956,1133791.0,9409050.0
2016-04-14,109744,111110,106101,107013,143521,1105563.0,9409050.0
2016-04-15,107467,113842,107011,112932,126290,1166722.0,9409050.0
2016-04-18,114298,115209,111565,111567,82001,1152609.0,9409050.0
2016-04-19,112932,113386,111110,111567,42346,1152609.0,9409050.0
2016-04-20,111565,113386,111565,112477,38221,1162018.0,9409050.0
2016-04-21,112476,112932,108834,109290,91707,1129086.0,9409050.0
2016-04-22,108834,110655,107011,107468,98316,1110268.0,9409050.0
2016-04-25,106557,108834,104734,105191,106795,1086745.0,9409050.0
2016-04-26,105190,107467,103824,105647,92619,1091450.0,9409050.0
2016-04-27,106101,106557,100636,102003,137617,1053814.0,9409050.0
2016-04-28,102003,104734,100636,102914,66938,1063223.0,9409050.0
2016-04-29,102913,103369,100181,102003,52433,1053814.0,9409050.0
2016-05-02,101092,103369,96538,97449,118316,1006768.0,9409050.0
2016-05-03,97449,102913,97449,101093,73124,1044405.0,9409050.0
2016-05-04,100636,100636,97449,97905,64564,1011473.0,9409050.0
2016-05-09,98359,100181,96993,98816,47716,1020882.0,9409050.0
2016-05-10,99726,106101,99726,103825,135259,1072632.0,9409050.0
2016-05-11,104280,104280,101547,102914,43364,1063223.0,9409050.0
2016-05-12,102003,104280,101092,102459,40855,1058518.0,9409050.0
2016-05-13,102003,103369,101547,102459,45213,1058518.0,9409050.0
2016-05-16,102003,102913,101092,102003,40872,1053814.0,9409050.0
2016-05-17,102003,102003,98815,100182,43989,1034996.0,9409050.0
2016-05-18,98815,101547,97905,97905,58141,1011473.0,9409050.0
2016-05-19,98815,103824,98359,102459,88958,1058518.0,9409050.0
2016-05-20,102458,104280,100636,104280,67190,1077336.0,9409050.0
2016-05-23,104280,108834,103369,106557,122791,1100859.0,9409050.0
2016-05-24,106557,107922,104280,104280,51277,1077336.0,9409050.0
2016-05-25,105646,106101,101092,102914,52839,1063223.0,9409050.0
2016-05-26,102913,103824,101547,102003,29781,1053814.0,9409050.0
2016-05-27,102003,103369,101547,101548,30145,1049109.0,9409050.0
2016-05-30,102913,107011,101547,104280,83876,1077336.0,9409050.0
2016-05-31,105190,106101,104280,104280,49528,1077336.0,9409050.0
2016-06-01,104280,108834,103369,107923,116806,1114972.0,9409050.0
2016-06-02,108378,111565,106101,109290,136881,1129086.0,9409050.0
2016-06-03,109744,111565,108834,110655,76854,1143200.0,9409050.0
2016-06-07,111110,114753,109288,114298,127324,1180836.0,9409050.0
2016-06-08,114298,115663,112932,114754,97384,1185540.0,9409050.0
2016-06-09,114753,117485,107467,112022,160735,1157313.0,9409050.0
2016-06-10,113842,116575,110199,116575,124639,1204358.0,9409050.0
2016-06-13,115209,120673,112932,113388,205727,1171427.0,9409050.0
2016-06-14,112021,114298,110199,112477,86346,1162018.0,9409050.0
2016-06-15,112021,114298,109744,113388,84515,1171427.0,9409050.0
2016-06-16,118852,119307,106557,107468,292884,1110268.0,9409050.0
2016-06-17,108834,109288,103369,103825,123153,1072632.0,9409050.0
2016-06-20,105646,105646,102458,104280,85072,1077336.0,9409050.0
2016-06-21,105646,105646,102458,104736,74928,1082041.0,9409050.0
2016-06-22,104734,105646,103369,103825,67628,1072632.0,9409050.0
2016-06-23,102913,103369,99270,101548,90247,1049109.0,9409050.0
2016-06-24,104734,104734,92440,95628,209148,987950.0,9409050.0
2016-06-27,91984,97449,90800,96084,142770,992655.0,9409050.0
2016-06-28,95172,103369,95172,101548,104936,1049109.0,9409050.0
2016-06-29,103369,103824,100636,100638,84704,1039700.0,9409050.0
2016-06-30,102458,102458,100636,100638,46152,1039700.0,9409050.0
2016-07-01,101092,104734,101092,101548,73860,1049109.0,9409050.0
2016-07-04,101547,103369,100636,102003,52930,1053814.0,9409050.0
2016-07-05,101547,102913,101092,102459,39068,1058518.0,9409050.0
2016-07-06,102458,102913,99270,101093,51430,1044405.0,9409050.0
2016-07-07,102003,106557,100636,106557,113394,1100859.0,9409050.0
2016-07-08,106557,107467,103369,105647,83842,1091450.0,9409050.0
2016-07-11,107011,107467,105645,105647,56330,1091450.0,9409050.0
2016-07-12,106101,108378,104734,106557,54370,1100859.0,9409050.0
2016-07-13,107011,107467,101547,102914,100852,1063223.0,9409050.0
2016-07-14,102913,103824,100181,101093,71464,1044405.0,9409050.0
2016-07-15,100636,102003,100181,100182,43393,1034996.0,9409050.0
2016-07-18,100636,103824,99726,102459,51170,1058518.0,9409050.0
2016-07-19,102913,104734,102003,102459,43890,1058518.0,9409050.0
2016-07-20,101547,101547,97905,98816,134012,1020882.0,9409050.0
2016-07-21,97905,99726,96083,97449,94108,1006768.0,9409050.0
2016-07-22,97449,99270,97449,97905,39655,1011473.0,9409050.0
2016-07-25,96538,99270,96538,96539,34884,997359.0,9409050.0
2016-07-26,95628,98359,94261,98361,38194,1016177.0,9409050.0
2016-07-27,98359,98359,95628,95628,45171,987950.0,9409050.0
2016-07-28,95172,98359,95172,96539,30280,997359.0,9409050.0
2016-07-29,96993,103369,95628,101548,101923,1049109.0,9409050.0
2016-08-01,102458,102458,97449,97449,54971,1006768.0,9409050.0
2016-08-02,97905,99270,96083,96539,34855,997359.0,9409050.0
2016-08-03,96538,96993,95172,95628,50057,987950.0,9409050.0
2016-08-04,96083,100181,95628,97905,78576,1011473.0,9409050.0
2016-08-05,97905,100181,97449,98361,46054,1016177.0,9409050.0
2016-08-08,99270,100181,97905,99271,32089,1025586.0,9409050.0
2016-08-09,99270,102913,98359,100638,83607,1039700.0,9409050.0
2016-08-10,101547,103824,100636,103370,83387,1067927.0,9409050.0
2016-08-11,103369,104280,101092,101093,56745,1044405.0,9409050.0
2016-08-12,101092,103369,101092,102914,50697,1063223.0,9409050.0
2016-08-16,103824,103824,101092,102003,50998,1053814.0,9409050.0
2016-08-17,101092,102003,98815,99726,44117,1030291.0,9409050.0
2016-08-18,101092,101092,98359,98361,35143,1016177.0,9409050.0
2016-08-19,98815,99726,97449,97905,31917,1011473.0,9409050.0
2016-08-22,98359,98359,95628,96084,58502,992655.0,9409050.0
2016-08-23,96538,99726,96538,98361,40990,1016177.0,9409050.0
2016-08-24,98815,99270,96993,98361,26107,1016177.0,9409050.0
2016-08-25,98359,98815,96083,96539,42958,997359.0,9409050.0
2016-08-26,96083,96993,95628,96539,34513,997359.0,9409050.0
2016-08-29,95628,96538,91984,92896,70776,959723.0,9409050.0
2016-08-30,93806,94716,92440,92441,34547,955019.0,9409050.0
2016-08-31,92440,93806,90892,90892,69219,939023.0,9409050.0
2016-09-01,90982,91984,88341,89526,82449,924910.0,9409050.0
2016-09-02,89708,89799,87613,89708,62961,926791.0,9409050.0
2016-09-05,91984,91984,89252,89800,51521,927732.0,9409050.0
2016-09-06,89434,90436,87522,87705,65454,906092.0,9409050.0
2016-09-07,87977,88341,84517,84609,86734,874101.0,9409050.0
2016-09-08,84607,86975,84334,85884,64903,887273.0,9409050.0
2016-09-09,84881,85518,83879,84699,36613,875042.0,9409050.0
2016-09-12,83059,85609,83059,83879,32719,866574.0,9409050.0
2016-09-13,84243,84881,81876,82422,59244,851519.0,9409050.0
2016-09-19,81966,84789,81238,83971,41231,867514.0,9409050.0
2016-09-20,83150,90436,83150,90255,129329,932437.0,9409050.0
2016-09-21,90800,92440,89070,91530,61598,945610.0,9409050.0
2016-09-22,91074,91984,90710,90802,33291,938082.0,9409050.0
2016-09-23,92895,96993,91984,96539,113325,997359.0,9409050.0
2016-09-26,96993,100181,95172,98361,101186,1016177.0,9409050.0
2016-09-27,98359,100181,96993,98816,62957,1020882.0,9409050.0
2016-09-28,100181,100181,96538,97905,39633,1011473.0,9409050.0
2016-09-29,98359,99726,97449,98361,51473,1016177.0,9409050.0
2016-09-30,99726,99726,91984,91985,168232,950314.0,9409050.0
2016-10-04,90254,93806,85609,91530,112810,945610.0,9409050.0
2016-10-05,91984,92895,88979,89253,91289,922087.0,9409050.0
2016-10-06,88523,89890,88159,88615,35612,915501.0,9409050.0
2016-10-07,89252,89343,86064,86066,50799,889155.0,9409050.0
2016-10-10,86975,90982,86611,88615,59351,915501.0,9409050.0
2016-10-11,89890,89890,87066,87705,41110,906092.0,9409050.0
2016-10-12,87704,90528,87704,88251,41668,911737.0,9409050.0
2016-10-13,88341,88523,86246,86248,33572,891037.0,9409050.0
2016-10-14,86793,88068,85974,86156,25227,890096.0,9409050.0
2016-10-17,86156,86793,84607,85610,34510,884451.0,9409050.0
2016-10-18,85154,87340,84881,86976,22472,898564.0,9409050.0
2016-10-19,86975,87886,85974,86066,32381,889155.0,9409050.0
2016-10-20,86793,87248,85245,85610,26288,884451.0,9409050.0
2016-10-21,85609,86975,84699,85974,41964,888214.0,9409050.0
2016-10-24,86793,87613,85245,85884,31111,887273.0,9409050.0
2016-10-25,84972,85882,82786,84426,38317,872219.0,9409050.0
2016-10-26,83787,85154,82786,83971,36186,867514.0,9409050.0
2016-10-27,83879,86793,83241,86338,43743,891978.0,9409050.0
2016-10-28,86064,86520,82422,82514,67684,852460.0,9409050.0
2016-10-31,81876,84972,79781,84426,92653,872219.0,9409050.0
2016-11-01,84243,88797,83969,87250,99271,901387.0,9409050.0
2016-11-02,87522,87795,83150,83333,69321,860928.0,9409050.0
2016-11-03,83787,86702,82695,86338,56741,891978.0,9409050.0
2016-11-04,85974,87248,84789,86612,35830,894801.0,9409050.0
2016-11-07,88068,88341,85792,86612,27884,894801.0,9409050.0
2016-11-08,87613,87613,85609,86703,37902,895742.0,9409050.0
2016-11-09,87066,87248,81056,84153,76881,869396.0,9409050.0
2016-11-10,87431,94716,87340,94262,194934,973837.0,9409050.0
2016-11-11,94261,98359,92440,95173,96528,983246.0,9409050.0
2016-11-14,96538,96538,93351,95173,79213,983246.0,9409050.0
2016-11-15,95628,95628,92439,94262,51992,973837.0,9409050.0
2016-11-16,94716,98359,93351,97449,97832,1006768.0,9409050.0
2016-11-17,96083,98359,94716,96539,49710,997359.0,9409050.0
2016-11-18,96083,96538,92440,92896,68010,959723.0,9409050.0
2016-11-21,91984,93351,90800,92441,41649,955019.0,9409050.0
2016-11-22,92440,93351,89525,90437,47089,934319.0,9409050.0
2016-11-23,90163,90163,87158,87158,55718,900446.0,9409050.0
2016-11-24,87066,88523,85609,87250,37815,901387.0,9409050.0
2016-11-25,87248,88979,86793,88343,44284,912678.0,9409050.0
2016-11-28,88341,88705,86975,87250,26795,901387.0,9409050.0
2016-11-29,86520,90618,86064,88889,41992,918323.0,9409050.0
2016-11-30,89343,90436,88523,90437,28528,934319.0,9409050.0
2016-12-01,90436,90436,86975,87158,50597,900446.0,9409050.0
2016-12-02,87158,87977,85792,87067,33072,899505.0,9409050.0
2016-12-05,86064,86975,84972,86248,27185,891037.0,9409050.0
2016-12-06,86246,89252,86246,87340,29967,902328.0,9409050.0
2016-12-07,87522,87522,83332,84973,68878,877864.0,9409050.0
2016-12-08,85427,85974,83697,84426,53059,872219.0,9409050.0
2016-12-09,84061,86156,84061,85155,46497,879746.0,9409050.0
2016-12-12,86338,87248,84699,86885,68277,897623.0,9409050.0
2016-12-13,86975,95172,86702,94718,161383,978541.0,9409050.0
2016-12-14,95628,96538,93351,95628,75592,987950.0,9409050.0
2016-12-15,94261,96538,93806,96084,56122,992655.0,9409050.0
2016-12-16,96083,96538,94261,95173,43339,983246.0,9409050.0
2016-12-19,95172,96083,92440,92441,23308,955019.0,9409050.0
2016-12-20,93351,95628,91984,93807,40127,969132.0,9409050.0
2016-12-21,95172,95172,92895,94718,30205,978541.0,9409050.0
2016-12-22,94716,95172,91984,92441,32151,955019.0,9409050.0
2016-12-23,92895,96538,91074,94262,53216,973837.0,9409050.0
2016-12-26,95172,98359,95172,97449,76158,1006768.0,9409050.0
2016-12-27,98359,98815,96538,97449,39130,1006768.0,9409050.0
2016-12-28,97449,98359,96083,97449,52448,1006768.0,9409050.0
2016-12-29,96083,96993,94716,95173,44755,983246.0,9409050.0
2017-01-02,95172,95628,91529,91985,62225,950314.0,9409050.0
2017-01-03,92440,93806,89981,90710,100248,937141.0,9409050.0
2017-01-04,91529,92895,90892,91985,81634,950314.0,9409050.0
2017-01-05,92440,95628,91984,95173,82499,983246.0,9409050.0
2017-01-06,96083,96083,92895,94262,44864,973837.0,9409050.0
2017-01-09,94261,94261,91074,91074,50703,940905.0,9409050.0
2017-01-10,92440,93806,91074,92896,47035,959723.0,9409050.0
2017-01-11,92895,93351,91529,91985,47852,950314.0,9409050.0
2017-01-12,91529,91529,89343,89617,95969,925851.0,9409050.0
2017-01-13,90163,93351,89890,91985,65717,950314.0,9409050.0
2017-01-16,92895,93806,91984,93351,52904,964428.0,9409050.0
2017-01-17,93351,94261,92895,93807,37603,969132.0,9409050.0
2017-01-18,92895,94261,92895,93351,29800,964428.0,9409050.0
2017-01-19,94261,94716,93351,93351,33701,964428.0,9409050.0
2017-01-20,92895,95628,92440,94718,52888,978541.0,9409050.0
2017-01-23,94716,95172,91074,91074,49537,940905.0,9409050.0
2017-01-24,91074,91074,89708,90528,34108,935260.0,9409050.0
2017-01-25,90892,91529,88615,89617,42080,925851.0,9409050.0
2017-01-26,89799,90436,88433,89071,26559,920205.0,9409050.0
2017-01-31,89070,90345,88615,89253,26292,922087.0,9409050.0
2017-02-01,89616,92440,89616,91530,43693,945610.0,9409050.0
2017-02-02,91074,91529,90163,90620,29970,936200.0,9409050.0
2017-02-03,90982,92895,89616,91985,55919,950314.0,9409050.0
2017-02-06,92895,95628,91074,94718,106640,978541.0,9409050.0
2017-02-07,95172,97449,94261,95628,74514,987950.0,9409050.0
2017-02-08,95172,96993,93806,96084,57377,992655.0,9409050.0
2017-02-09,96083,96538,93351,93807,31496,969132.0,9409050.0
2017-02-10,94716,95172,91984,92896,49597,959723.0,9409050.0
2017-02-13,93806,95172,91984,93807,39041,969132.0,9409050.0
2017-02-14,94716,94716,91529,92441,42483,955019.0,9409050.0
2017-02-15,92439,96993,91984,96995,91326,1002064.0,9409050.0
2017-02-16,96993,97449,95172,96539,56056,997359.0,9409050.0
2017-02-17,95628,103369,95628,101548,216724,1049109.0,9409050.0
2017-02-20,101547,101547,97449,98361,82517,1016177.0,9409050.0
2017-02-21,98359,100181,96538,97905,76816,1011473.0,9409050.0
2017-02-22,98359,100636,96993,98816,65520,1020882.0,9409050.0
2017-02-23,99270,102003,98815,101548,66403,1049109.0,9409050.0
2017-02-24,102003,104280,100636,103825,104809,1072632.0,9409050.0
2017-02-27,104280,105190,102003,102459,57584,1058518.0,9409050.0
2017-02-28,102913,103824,99270,99726,66628,1030291.0,9409050.0
2017-03-02,100636,101092,98359,98361,41753,1016177.0,9409050.0
2017-03-03,98359,99726,96083,97449,40944,1006768.0,9409050.0
2017-03-06,97449,101547,95628,100182,101636,1034996.0,9409050.0
2017-03-07,100181,100636,97905,99726,31232,1030291.0,9409050.0
2017-03-08,99270,101092,97449,97905,37715,1011473.0,9409050.0
2017-03-09,97905,98815,96993,97449,40244,1006768.0,9409050.0
2017-03-10,97449,100181,96538,99726,54787,1030291.0,9409050.0
2017-03-13,99726,100636,98815,99271,18738,1025586.0,9409050.0
2017-03-14,98815,99270,95628,96539,67475,997359.0,9409050.0
2017-03-15,96993,97449,92895,93351,89745,964428.0,9409050.0
2017-03-16,94261,95172,93351,94718,47864,978541.0,9409050.0
2017-03-17,93806,95172,93351,94262,42581,973837.0,9409050.0
2017-03-20,94261,94261,91074,92896,59031,959723.0,9409050.0
2017-03-21,93351,94716,92895,94262,37246,973837.0,9409050.0
2017-03-22,93351,96083,93351,95173,36655,983246.0,9409050.0
2017-03-23,96538,96538,93806,94262,22406,973837.0,9409050.0
2017-03-24,95172,98815,94716,98361,65256,1016177.0,9409050.0
2017-03-27,97905,102458,97905,100182,116771,1034996.0,9409050.0
2017-03-28,101092,101547,98359,100182,36635,1034996.0,9409050.0
2017-03-29,99726,101547,97905,100638,53265,1039700.0,9409050.0
2017-03-30,100181,101092,98815,99271,25304,1025586.0,9409050.0
2017-03-31,99726,102913,99726,100638,45575,1039700.0,9409050.0
2017-04-03,102458,105645,101547,105647,158954,1091450.0,9409050.0
2017-04-04,106101,106557,104734,105647,78592,1091450.0,9409050.0
2017-04-05,106557,107011,104280,105191,60960,1086745.0,9409050.0
2017-04-06,105645,105645,103369,105647,37795,1091450.0,9409050.0
2017-04-07,106557,108834,104734,105191,79420,1086745.0,9409050.0
2017-04-10,105190,107467,102458,105647,60226,1091450.0,9409050.0
2017-04-11,105190,107011,103824,106102,37185,1096154.0,9409050.0
2017-04-12,107011,107011,103369,105191,29572,1086745.0,9409050.0
2017-04-13,105190,107922,104280,107468,40605,1110268.0,9409050.0
2017-04-14,106557,108834,104734,104736,42769,1082041.0,9409050.0
2017-04-17,104280,106557,104280,104736,39344,1082041.0,9409050.0
2017-04-18,105646,107467,103824,107013,59960,1105563.0,9409050.0
2017-04-19,107011,107011,104734,106557,35049,1100859.0,9409050.0
2017-04-20,105645,107011,104734,105647,38356,1091450.0,9409050.0
2017-04-21,106101,107467,105190,105647,38836,1091450.0,9409050.0
2017-04-24,107467,107467,104280,104280,32055,1077336.0,9409050.0
2017-04-25,106557,108834,103824,105191,71041,1086745.0,9409050.0
2017-04-26,105190,107467,104734,106102,44545,1096154.0,9409050.0
2017-04-27,106557,107922,105190,106557,31420,1100859.0,9409050.0
2017-04-28,105646,107011,104734,106102,38796,1096154.0,9409050.0
