삼진제약(005500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-02-14,6023,6162,5987,6056,9640,75680.0,2200000.0
2003-02-17,6108,6409,6108,6372,21045,79640.0,2200000.0
2003-02-18,6285,6373,6197,6267,7270,78320.0,2200000.0
2003-02-19,6364,6444,6196,6285,14190,78540.0,2200000.0
2003-02-20,6214,6301,6161,6196,12790,77440.0,2200000.0
2003-02-21,6090,6266,6090,6223,5570,77770.0,2200000.0
2003-02-24,6250,6602,6250,6478,27310,80960.0,2200000.0
2003-02-25,6338,6400,6197,6372,13200,79640.0,2200000.0
2003-02-26,6373,6461,6320,6337,10070,79200.0,2200000.0
2003-02-27,6250,6329,6196,6302,6885,78760.0,2200000.0
2003-02-28,6337,6373,6267,6302,4241,78760.0,2200000.0
2003-03-03,6389,7244,6389,6619,100331,82720.0,2200000.0
2003-03-04,6707,6707,6354,6426,22529,80300.0,2200000.0
2003-03-05,6460,6460,6161,6161,22140,77000.0,2200000.0
2003-03-06,6216,6259,6023,6021,15668,75240.0,2200000.0
2003-03-07,6055,6055,5367,5765,22472,72050.0,2200000.0
2003-03-10,5756,5756,5544,5616,9570,70180.0,2200000.0
2003-03-11,5580,5580,5387,5422,17540,67760.0,2200000.0
2003-03-12,5421,5614,5421,5519,9790,68970.0,2200000.0
2003-03-13,5527,5578,5324,5439,16060,67980.0,2200000.0
2003-03-14,5631,5790,5542,5545,13400,69300.0,2200000.0
2003-03-17,5545,5545,5167,5246,20110,65560.0,2200000.0
2003-03-18,5457,5529,5326,5457,16490,68200.0,2200000.0
2003-03-19,5456,5562,5394,5510,13920,68860.0,2200000.0
2003-03-20,5544,5773,5508,5721,22210,71500.0,2200000.0
2003-03-21,5757,5987,5634,5985,21770,74800.0,2200000.0
2003-03-24,6108,6108,5784,5782,13980,72270.0,2200000.0
2003-03-25,5507,5622,5507,5510,7244,68860.0,2200000.0
2003-03-26,5579,5712,5553,5554,10588,69410.0,2200000.0
2003-03-27,5482,5562,5482,5510,5160,68860.0,2200000.0
2003-03-28,5544,5632,5509,5632,7010,70400.0,2200000.0
2003-03-31,5554,5668,5457,5457,7760,68200.0,2200000.0
2003-04-01,5457,5554,5404,5492,4410,68640.0,2200000.0
2003-04-02,5544,5712,5528,5616,12221,70180.0,2200000.0
2003-04-03,5694,6337,5694,6161,64331,77000.0,2200000.0
2003-04-04,6144,6144,5845,5950,22730,74360.0,2200000.0
2003-04-07,6180,6197,6030,6074,21797,75900.0,2200000.0
2003-04-08,6020,6020,5878,5933,25000,74140.0,2200000.0
2003-04-09,5895,5984,5790,5800,13392,72490.0,2200000.0
2003-04-10,5579,5896,5579,5792,9274,72380.0,2200000.0
2003-04-11,5985,5985,5721,5738,15590,71720.0,2200000.0
2003-04-14,5808,6020,5791,5933,12240,74140.0,2200000.0
2003-04-15,6056,6206,5942,6029,18904,75350.0,2200000.0
2003-04-16,6056,6302,6030,6135,31844,76670.0,2200000.0
2003-04-17,6231,6231,6073,6109,18660,76340.0,2200000.0
2003-04-18,6170,6266,6161,6214,18510,77660.0,2200000.0
2003-04-21,6232,6480,6232,6337,26500,79200.0,2200000.0
2003-04-22,6249,6408,6179,6214,20881,77660.0,2200000.0
2003-04-23,6285,6373,6187,6302,15749,78760.0,2200000.0
2003-04-24,6373,7041,6373,6689,104307,83600.0,2200000.0
2003-04-25,6654,6690,6073,6074,36700,75900.0,2200000.0
2003-04-28,5960,6038,5881,5915,17800,73920.0,2200000.0
2003-04-29,5951,6136,5951,6135,14970,76670.0,2200000.0
2003-04-30,6302,6302,6091,6100,13424,76230.0,2200000.0
2003-05-02,6101,6153,5890,5985,18810,74800.0,2200000.0
2003-05-06,5952,6074,5907,5915,14415,73920.0,2200000.0
2003-05-07,5895,5985,5895,5968,16846,74580.0,2200000.0
2003-05-09,5810,5968,5810,5915,19670,73920.0,2200000.0
2003-05-12,5950,6125,5950,6039,25560,75460.0,2200000.0
2003-05-13,6099,6099,5905,5906,18760,73810.0,2200000.0
2003-05-14,5871,5959,5871,5879,11300,73480.0,2200000.0
2003-05-15,5908,5933,5837,5925,11810,74030.0,2200000.0
2003-05-16,5914,5984,5859,5897,11340,73700.0,2200000.0
2003-05-19,5862,5880,5730,5747,10690,71830.0,2200000.0
2003-05-20,5649,5826,5649,5756,8466,71940.0,2200000.0
2003-05-21,5701,5904,5701,5870,10290,73370.0,2200000.0
2003-05-22,5808,5879,5738,5738,8952,71720.0,2200000.0
2003-05-23,5739,5987,5739,5985,30571,74800.0,2200000.0
2003-05-26,6057,6057,5897,5985,33196,74800.0,2200000.0
2003-05-27,6030,6058,5862,5915,11440,73920.0,2200000.0
2003-05-28,5986,6328,5941,6083,66140,76010.0,2200000.0
2003-05-29,5987,6109,5943,6056,19910,75680.0,2200000.0
2003-05-30,6057,6057,5952,5985,17232,74800.0,2200000.0
2003-06-02,5968,6108,5968,6100,26980,76230.0,2200000.0
2003-06-03,6056,6179,6002,6029,17140,75350.0,2200000.0
2003-06-04,6003,6091,5915,5985,16970,74800.0,2200000.0
2003-06-05,6011,6029,5940,5968,11590,74580.0,2200000.0
2003-06-09,5925,5987,5898,5915,17930,73920.0,2200000.0
2003-06-10,5880,5915,5809,5844,18120,73040.0,2200000.0
2003-06-11,5878,5895,5807,5861,15830,73260.0,2200000.0
2003-06-12,5862,6003,5862,5959,14863,74470.0,2200000.0
2003-06-13,5931,6046,5923,5968,15727,74580.0,2200000.0
2003-06-16,6073,6285,6056,6154,36300,76890.0,2200000.0
2003-06-17,6285,6302,6144,6161,28329,77000.0,2200000.0
2003-06-18,6108,6144,6073,6074,13820,75900.0,2200000.0
2003-06-19,6091,6108,6012,6012,15162,75130.0,2200000.0
2003-06-20,5986,6021,5951,5994,9823,74910.0,2200000.0
2003-06-23,5986,6250,5976,6161,32484,77000.0,2200000.0
2003-06-24,6108,6180,5987,5985,21013,74800.0,2200000.0
2003-06-25,6022,6108,5951,6074,15510,75900.0,2200000.0
2003-06-26,6003,6022,5952,5950,14281,74360.0,2200000.0
2003-06-27,5977,6012,5951,5994,13827,74910.0,2200000.0
2003-06-30,5940,5985,5905,5933,7860,74140.0,2200000.0
2003-07-01,5877,5939,5869,5870,16340,73370.0,2200000.0
2003-07-02,5949,5957,5859,5897,12740,73700.0,2200000.0
2003-07-03,5932,6030,5844,5844,29550,73040.0,2200000.0
2003-07-04,5915,5915,5774,5853,22830,73150.0,2200000.0
2003-07-07,5878,5965,5878,5897,18840,73700.0,2200000.0
2003-07-08,5894,5965,5852,5870,13230,73370.0,2200000.0
2003-07-09,5878,5895,5755,5773,25290,72160.0,2200000.0
2003-07-10,5774,5871,5774,5782,22090,72270.0,2200000.0
2003-07-11,5792,5967,5792,5809,25180,72600.0,2200000.0
2003-07-14,5897,5915,5819,5844,21152,73040.0,2200000.0
2003-07-15,5897,5915,5809,5844,20420,73040.0,2200000.0
2003-07-16,5889,5889,5784,5844,17280,73040.0,2200000.0
2003-07-18,5915,6134,5860,5968,72546,74580.0,2200000.0
2003-07-21,6056,6294,6038,6154,109899,76890.0,2200000.0
2003-07-22,6162,6197,5987,6119,43601,76450.0,2200000.0
2003-07-23,6160,6469,6160,6319,105244,78980.0,2200000.0
2003-07-24,6267,6566,6215,6276,78736,78430.0,2200000.0
2003-07-25,6285,6373,6037,6048,46478,75570.0,2200000.0
2003-07-28,6073,6215,5986,6090,35580,76120.0,2200000.0
2003-07-29,6152,6179,6021,6064,30722,75790.0,2200000.0
2003-07-30,6073,6197,6073,6135,33108,76670.0,2200000.0
2003-07-31,6240,6609,6213,6451,149742,80630.0,2200000.0
2003-08-01,6513,6529,6266,6451,62045,80630.0,2200000.0
2003-08-04,6521,6758,6372,6451,85629,80630.0,2200000.0
2003-08-05,6583,6724,6494,6654,52301,83160.0,2200000.0
2003-08-06,6602,6620,6348,6347,40247,79310.0,2200000.0
2003-08-07,6424,6424,6214,6231,35980,77880.0,2200000.0
2003-08-08,6231,6311,6161,6214,29850,77660.0,2200000.0
2003-08-11,6214,6250,6073,6109,26515,76340.0,2200000.0
2003-08-12,6161,6215,6056,6074,18895,75900.0,2200000.0
2003-08-13,6108,6144,6012,6109,31322,76340.0,2200000.0
2003-08-14,6161,6196,5986,6039,27530,75460.0,2200000.0
2003-08-18,6001,6020,5895,6003,40190,75020.0,2200000.0
2003-08-19,6001,6071,5940,6003,23115,75020.0,2200000.0
2003-08-20,6021,6152,6002,6039,31924,75460.0,2200000.0
2003-08-21,6057,6108,5959,5994,30635,74910.0,2200000.0
2003-08-22,5984,6045,5859,5861,44487,73260.0,2200000.0
2003-08-25,5861,5932,5818,5853,23330,73150.0,2200000.0
2003-08-26,5835,5915,5800,5827,22341,72820.0,2200000.0
2003-08-27,5807,5869,5807,5835,13139,72930.0,2200000.0
2003-08-28,5817,5904,5817,5861,14291,73260.0,2200000.0
2003-08-29,5898,6013,5881,5925,17870,74030.0,2200000.0
2003-09-01,5974,5974,5842,5870,12800,73370.0,2200000.0
2003-09-02,5854,5925,5827,5879,15340,73480.0,2200000.0
2003-09-03,5842,5904,5834,5835,12351,72930.0,2200000.0
2003-09-04,5844,5906,5809,5827,16980,72820.0,2200000.0
2003-09-05,5859,5965,5807,5861,17280,73260.0,2200000.0
2003-09-08,5914,5930,5772,5800,13830,72490.0,2200000.0
2003-09-09,5772,5860,5772,5773,26970,72160.0,2200000.0
2003-09-15,5757,5810,5749,5747,8907,71830.0,2200000.0
2003-09-16,5747,5808,5738,5738,10010,71720.0,2200000.0
2003-09-17,5748,5844,5748,5792,12621,72380.0,2200000.0
2003-09-18,5782,5800,5685,5721,11080,71500.0,2200000.0
2003-09-19,5738,5756,5572,5571,17910,69630.0,2200000.0
2003-09-22,5534,5542,5366,5403,16301,67540.0,2200000.0
2003-09-23,5316,5368,5290,5334,14700,66660.0,2200000.0
2003-09-24,5388,5450,5318,5325,10590,66550.0,2200000.0
2003-09-25,5291,5316,5211,5229,14290,65340.0,2200000.0
2003-09-26,5246,5369,5193,5210,8350,65120.0,2200000.0
2003-09-29,5157,5271,5105,5139,9850,64240.0,2200000.0
2003-09-30,5149,5236,5105,5158,11930,64460.0,2200000.0
2003-10-01,5096,5157,5026,5104,9900,63800.0,2200000.0
2003-10-02,5123,5203,5018,5070,13948,63360.0,2200000.0
2003-10-06,5043,5157,5043,5158,12520,64460.0,2200000.0
2003-10-07,5157,5166,5061,5158,9040,64460.0,2200000.0
2003-10-08,5159,5159,5072,5070,11313,63360.0,2200000.0
2003-10-09,4929,5140,4929,5043,19390,63030.0,2200000.0
2003-10-10,5043,5114,5043,5078,10110,63470.0,2200000.0
2003-10-13,5071,5185,5061,5139,12140,64240.0,2200000.0
2003-10-14,5140,5228,5140,5139,10700,64240.0,2200000.0
2003-10-15,5175,5192,5149,5158,10420,64460.0,2200000.0
2003-10-16,5166,5220,5105,5158,11320,64460.0,2200000.0
2003-10-17,5155,5684,5155,5403,51741,67540.0,2200000.0
2003-10-20,5367,5437,5289,5439,12140,67980.0,2200000.0
2003-10-21,5368,5457,5334,5334,14521,66660.0,2200000.0
2003-10-22,5307,5378,5299,5299,8450,66220.0,2200000.0
2003-10-23,5192,5334,5140,5139,13171,64240.0,2200000.0
2003-10-24,5122,5192,5071,5139,7080,64240.0,2200000.0
2003-10-27,5105,5255,5105,5158,7630,64460.0,2200000.0
2003-10-28,5079,5193,5071,5149,10040,64350.0,2200000.0
2003-10-29,5175,5210,5087,5123,13160,64020.0,2200000.0
2003-10-30,5132,5150,5087,5123,8320,64020.0,2200000.0
2003-10-31,5122,5140,5043,5061,10930,63250.0,2200000.0
2003-11-03,5026,5150,5026,5139,6120,64240.0,2200000.0
2003-11-04,5098,5141,5072,5070,15670,63360.0,2200000.0
2003-11-05,5037,5080,5018,5035,9660,62920.0,2200000.0
2003-11-06,4991,5087,4991,5026,19950,62810.0,2200000.0
2003-11-07,5009,5037,4974,4974,16070,62150.0,2200000.0
2003-11-10,5035,5035,4964,4991,12471,62370.0,2200000.0
2003-11-11,4910,4999,4910,4921,13970,61490.0,2200000.0
2003-11-12,4876,4912,4798,4867,23427,60830.0,2200000.0
2003-11-13,4877,5080,4869,4974,16320,62150.0,2200000.0
2003-11-14,4929,5228,4929,5123,35333,64020.0,2200000.0
2003-11-17,5192,5264,5052,5123,13490,64020.0,2200000.0
2003-11-18,5104,5139,5035,5053,12221,63140.0,2200000.0
2003-11-19,4999,5105,4955,4982,21020,62260.0,2200000.0
2003-11-20,4963,5061,4893,4921,12910,61490.0,2200000.0
2003-11-21,4849,4939,4849,4876,10700,60940.0,2200000.0
2003-11-24,4859,4912,4763,4761,13300,59510.0,2200000.0
2003-11-25,4752,4823,4708,4710,13810,58850.0,2200000.0
2003-11-26,4709,4806,4664,4735,11340,59180.0,2200000.0
2003-11-27,4716,4796,4716,4744,11740,59290.0,2200000.0
2003-11-28,4707,4847,4707,4788,8550,59840.0,2200000.0
2003-12-01,4822,4892,4761,4824,14840,60280.0,2200000.0
2003-12-02,4860,4930,4834,4859,10570,60720.0,2200000.0
2003-12-03,4841,4946,4841,4911,11550,61380.0,2200000.0
2003-12-04,4910,5086,4910,5018,19500,62700.0,2200000.0
2003-12-05,5036,5036,4586,4859,13890,60720.0,2200000.0
2003-12-08,4929,4929,4788,4796,7160,59950.0,2200000.0
2003-12-09,4761,4840,4725,4744,11068,59290.0,2200000.0
2003-12-10,4751,4770,4725,4752,11210,59400.0,2200000.0
2003-12-11,4760,4831,4751,4752,10680,59400.0,2200000.0
2003-12-12,4824,4869,4788,4842,13019,60500.0,2200000.0
2003-12-15,4849,4920,4823,4876,9298,60940.0,2200000.0
2003-12-16,4857,4927,4805,4824,12040,60280.0,2200000.0
2003-12-17,4814,4885,4814,4842,24380,60500.0,2200000.0
2003-12-18,4894,4929,4770,4770,13310,59620.0,2200000.0
2003-12-19,4770,4849,4763,4761,10541,59510.0,2200000.0
2003-12-22,4760,4795,4751,4752,13109,59400.0,2200000.0
2003-12-23,4751,4795,4716,4752,17491,59400.0,2200000.0
2003-12-24,4753,4806,4753,4770,16220,59620.0,2200000.0
2003-12-26,4812,4812,4699,4779,6803,59730.0,2200000.0
2003-12-29,4698,4805,4698,4752,6340,59400.0,2200000.0
2003-12-30,4805,4847,4715,4788,11570,59840.0,2200000.0
2004-01-02,4811,4811,4750,4788,8860,59840.0,2200000.0
2004-01-05,4785,4805,4725,4788,12010,59840.0,2200000.0
2004-01-06,4762,4823,4734,4770,9380,59620.0,2200000.0
2004-01-07,4717,4770,4717,4726,6720,59070.0,2200000.0
2004-01-08,4753,4753,4674,4675,14380,58410.0,2200000.0
2004-01-09,4683,4753,4664,4700,17730,58740.0,2200000.0
2004-01-12,4683,4709,4665,4665,17120,58300.0,2200000.0
2004-01-13,4665,4692,4665,4665,4790,58300.0,2200000.0
2004-01-14,4664,4718,4664,4700,6940,58740.0,2200000.0
2004-01-15,4700,4735,4665,4665,8620,58300.0,2200000.0
2004-01-16,4716,4734,4663,4717,9300,58960.0,2200000.0
2004-01-19,4734,4761,4672,4682,7796,58520.0,2200000.0
2004-01-20,4665,4700,4665,4691,13868,58630.0,2200000.0
2004-01-26,4727,4727,4665,4665,9152,58300.0,2200000.0
2004-01-27,4673,4681,4576,4577,14150,57200.0,2200000.0
2004-01-28,4532,4584,4453,4507,13210,56320.0,2200000.0
2004-01-29,4454,4480,4400,4418,11490,55220.0,2200000.0
2004-01-30,4400,4454,4383,4437,10050,55440.0,2200000.0
2004-02-02,4401,4436,4401,4409,7460,55110.0,2200000.0
2004-02-03,4392,5072,4392,4939,119718,61710.0,2200000.0
2004-02-04,4999,5676,4945,5676,222337,70950.0,2200000.0
2004-02-05,6146,6516,5001,5000,313398,62480.0,2200000.0
2004-02-06,5202,5545,4833,5229,158868,65340.0,2200000.0
2004-02-09,5246,5519,5000,5281,148854,66000.0,2200000.0
2004-02-10,5106,5256,4930,4929,97505,61600.0,2200000.0
2004-02-11,4928,5050,4840,4885,38090,61050.0,2200000.0
2004-02-12,4903,5016,4806,4876,43910,60940.0,2200000.0
2004-02-13,4842,4982,4842,4894,37475,61160.0,2200000.0
2004-02-16,4930,5107,4780,4904,70920,61270.0,2200000.0
2004-02-17,4903,5035,4903,4956,27129,61930.0,2200000.0
2004-02-18,5001,5001,4905,4904,19332,61270.0,2200000.0
2004-02-19,4876,4947,4788,4796,24924,59950.0,2200000.0
2004-02-20,4753,4911,4735,4796,23190,59950.0,2200000.0
2004-02-23,4806,4849,4798,4796,16070,59950.0,2200000.0
2004-02-24,4797,4999,4797,4946,39120,61820.0,2200000.0
2004-02-25,4947,5009,4860,4894,32356,61160.0,2200000.0
2004-02-26,4911,4964,4868,4876,17396,60940.0,2200000.0
2004-02-27,4877,4930,4877,4894,14724,61160.0,2200000.0
2004-03-02,4895,4965,4850,4929,27690,61600.0,2200000.0
2004-03-03,4928,4928,4849,4921,22290,61490.0,2200000.0
2004-03-04,4875,4919,4857,4885,18120,61050.0,2200000.0
2004-03-05,4875,5139,4805,4885,77895,61050.0,2200000.0
2004-03-08,4894,4904,4833,4842,20960,60500.0,2200000.0
2004-03-09,4850,4992,4842,4859,26285,60720.0,2200000.0
2004-03-10,4859,4939,4833,4842,14201,60500.0,2200000.0
2004-03-11,4856,4856,4776,4788,16748,59840.0,2200000.0
2004-03-12,4831,4831,4418,4559,27786,56980.0,2200000.0
2004-03-15,4507,4648,4507,4630,5490,57860.0,2200000.0
2004-03-16,4524,4700,4524,4595,8382,57420.0,2200000.0
2004-03-17,4558,4629,4558,4577,12690,57200.0,2200000.0
2004-03-18,4594,4630,4568,4595,7590,57420.0,2200000.0
2004-03-19,4638,4665,4577,4595,8910,57420.0,2200000.0
2004-03-22,4612,4778,4594,4595,22990,57420.0,2200000.0
2004-03-23,4594,4602,4523,4523,11920,56540.0,2200000.0
2004-03-24,4541,4613,4480,4480,8530,55990.0,2200000.0
2004-03-25,4435,4489,4435,4437,7370,55440.0,2200000.0
2004-03-26,4454,4541,4435,4453,7350,55660.0,2200000.0
2004-03-29,4435,4506,4435,4472,6980,55880.0,2200000.0
2004-03-30,4471,4524,4445,4453,8200,55660.0,2200000.0
2004-03-31,4462,4480,4435,4437,5080,55440.0,2200000.0
2004-04-01,4434,4469,4399,4427,10690,55330.0,2200000.0
2004-04-02,4435,4445,4390,4418,12140,55220.0,2200000.0
2004-04-06,4427,4454,4401,4445,9960,55550.0,2200000.0
2004-04-07,4488,4770,4435,4603,52536,57530.0,2200000.0
2004-04-08,4612,4682,4541,4568,11870,57090.0,2200000.0
2004-04-09,4551,4841,4515,4842,24400,60500.0,2200000.0
2004-04-12,5203,5247,4895,4929,89798,61600.0,2200000.0
2004-04-13,4876,4929,4682,4691,29150,58630.0,2200000.0
2004-04-14,4681,4699,4567,4577,18346,57200.0,2200000.0
2004-04-16,4549,4638,4532,4533,11194,56650.0,2200000.0
2004-04-19,4523,4646,4523,4577,9350,57200.0,2200000.0
2004-04-20,4549,4612,4523,4559,12765,56980.0,2200000.0
2004-04-21,4541,4629,4532,4603,9708,57530.0,2200000.0
2004-04-22,4613,4833,4578,4630,21680,57860.0,2200000.0
2004-04-23,4734,4788,4674,4675,14620,58410.0,2200000.0
2004-04-26,4735,5016,4708,4946,61461,61820.0,2200000.0
2004-04-27,4859,4991,4718,4806,41966,60060.0,2200000.0
2004-04-28,4807,4868,4665,4665,9770,58300.0,2200000.0
2004-04-29,4612,4708,4400,4542,19522,56760.0,2200000.0
2004-04-30,4453,4594,4453,4533,6028,56650.0,2200000.0
2004-05-03,4471,4577,4471,4550,7660,56870.0,2200000.0
2004-05-04,4612,4612,4471,4595,12770,57420.0,2200000.0
2004-05-06,4541,4594,4410,4437,9850,55440.0,2200000.0
2004-05-07,4391,4480,4365,4383,8340,54780.0,2200000.0
2004-05-10,4260,4366,4076,4181,10490,52250.0,2200000.0
2004-05-11,4137,4154,4032,4066,15680,50820.0,2200000.0
2004-05-12,4067,4182,4014,4093,9510,51150.0,2200000.0
2004-05-13,4067,4146,4032,4031,13290,50380.0,2200000.0
2004-05-14,4059,4121,3954,3952,8610,49390.0,2200000.0
2004-05-17,3890,3978,3547,3573,18060,44660.0,2200000.0
2004-05-18,3502,3660,3502,3599,9666,44990.0,2200000.0
2004-05-19,3616,3818,3598,3731,8350,46640.0,2200000.0
2004-05-20,3678,3836,3643,3829,7070,47850.0,2200000.0
2004-05-21,3813,3918,3778,3811,8110,47630.0,2200000.0
2004-05-24,3820,3897,3784,3874,2270,48400.0,2200000.0
2004-05-25,3872,3872,3714,3803,2290,47520.0,2200000.0
2004-05-27,3820,3898,3802,3803,6480,47520.0,2200000.0
2004-05-28,3775,3801,3766,3767,4540,47080.0,2200000.0
2004-05-31,3749,3872,3661,3723,2830,46530.0,2200000.0
2004-06-01,3669,3872,3669,3803,8120,47520.0,2200000.0
2004-06-02,3802,3872,3750,3865,6080,48290.0,2200000.0
2004-06-03,3836,3906,3766,3767,3870,47080.0,2200000.0
2004-06-04,3804,3804,3698,3786,3520,47300.0,2200000.0
2004-06-07,3785,3855,3740,3749,7680,46860.0,2200000.0
2004-06-08,3778,3804,3742,3786,3240,47300.0,2200000.0
2004-06-09,3828,4190,3777,4050,45880,50600.0,2200000.0
2004-06-10,4120,4120,3891,3890,10680,48620.0,2200000.0
2004-06-11,3898,3943,3785,3803,12880,47520.0,2200000.0
2004-06-14,3802,3863,3750,3749,5570,46860.0,2200000.0
2004-06-15,3695,3776,3634,3652,9810,45650.0,2200000.0
2004-06-16,3695,3731,3652,3652,8022,45650.0,2200000.0
2004-06-17,3633,3678,3589,3661,3610,45760.0,2200000.0
2004-06-18,3687,3687,3564,3608,5890,45100.0,2200000.0
2004-06-21,3562,3730,3554,3731,6090,46640.0,2200000.0
2004-06-22,3626,3679,3574,3573,2480,44660.0,2200000.0
2004-06-23,3608,3679,3564,3564,4720,44550.0,2200000.0
2004-06-24,3608,3608,3546,3564,6160,44550.0,2200000.0
2004-06-25,3608,3678,3599,3617,7870,45210.0,2200000.0
2004-06-28,3617,3661,3608,3627,3390,45320.0,2200000.0
2004-06-29,3616,3686,3616,3661,4740,45760.0,2200000.0
2004-06-30,3659,3721,3651,3696,9400,46200.0,2200000.0
2004-07-01,3696,3891,3696,3749,10265,46860.0,2200000.0
2004-07-02,3670,3926,3670,3865,34966,48290.0,2200000.0
2004-07-05,3934,3944,3786,3846,4700,48070.0,2200000.0
2004-07-06,3863,3926,3740,3900,14681,48730.0,2200000.0
2004-07-07,3846,3907,3749,3900,9840,48730.0,2200000.0
2004-07-08,3909,4296,3899,4137,54280,51700.0,2200000.0
2004-07-09,4173,4208,3997,4015,18170,50160.0,2200000.0
2004-07-12,4085,4085,3838,3846,14258,48070.0,2200000.0
2004-07-13,3848,3935,3822,3821,4160,47740.0,2200000.0
2004-07-14,3801,3872,3784,3794,5380,47410.0,2200000.0
2004-07-15,3802,3802,3696,3705,17300,46310.0,2200000.0
2004-07-16,3670,3767,3661,3714,6270,46420.0,2200000.0
2004-07-19,3716,3944,3697,3811,10140,47630.0,2200000.0
2004-07-20,3829,3874,3742,3821,11430,47740.0,2200000.0
2004-07-21,3813,3857,3794,3821,3942,47740.0,2200000.0
2004-07-22,3776,3811,3731,3740,7820,46750.0,2200000.0
2004-07-23,3697,3777,3697,3714,10870,46420.0,2200000.0
2004-07-26,3767,3767,3669,3688,5720,46090.0,2200000.0
2004-07-27,3740,3740,3652,3688,7508,46090.0,2200000.0
2004-07-28,3776,3776,3696,3723,3910,46530.0,2200000.0
2004-07-29,3660,3687,3608,3634,9430,45430.0,2200000.0
2004-07-30,3679,3679,3626,3627,2601,45320.0,2200000.0
2004-08-02,3608,3652,3582,3627,7691,45320.0,2200000.0
2004-08-03,3634,3669,3617,3617,4609,45210.0,2200000.0
2004-08-04,3626,3661,3538,3627,7193,45320.0,2200000.0
2004-08-05,3704,3730,3651,3669,3453,45870.0,2200000.0
2004-08-06,3634,3766,3634,3644,9310,45540.0,2200000.0
2004-08-09,3661,3696,3617,3644,4275,45540.0,2200000.0
2004-08-10,3671,3953,3671,3846,31270,48070.0,2200000.0
2004-08-11,3794,3934,3778,3811,16160,47630.0,2200000.0
2004-08-12,3786,3874,3786,3811,8920,47630.0,2200000.0
2004-08-13,3750,3847,3714,3749,21980,46860.0,2200000.0
2004-08-16,3756,3810,3695,3696,18820,46200.0,2200000.0
2004-08-17,3758,3758,3705,3705,9170,46310.0,2200000.0
2004-08-18,3714,3917,3714,3803,21600,47520.0,2200000.0
2004-08-19,3891,3926,3837,3925,24231,49060.0,2200000.0
2004-08-20,3908,4032,3837,3944,20590,49280.0,2200000.0
2004-08-23,3962,4279,3909,3988,46383,49830.0,2200000.0
2004-08-24,3979,4041,3927,4015,19680,50160.0,2200000.0
2004-08-25,4032,4032,3908,3925,15910,49060.0,2200000.0
2004-08-26,3907,3942,3898,3935,10820,49170.0,2200000.0
2004-08-27,3935,3954,3865,3917,12229,48950.0,2200000.0
2004-08-30,3900,3919,3874,3882,5921,48510.0,2200000.0
2004-08-31,3884,3980,3884,3952,16020,49390.0,2200000.0
2004-09-01,3952,3996,3933,3960,10860,49500.0,2200000.0
2004-09-02,3987,4120,3987,4050,18570,50600.0,2200000.0
2004-09-03,4050,4103,3989,3988,14240,49830.0,2200000.0
2004-09-06,3961,4040,3961,3960,11340,49500.0,2200000.0
2004-09-07,3978,3996,3926,3979,10820,49720.0,2200000.0
2004-09-08,3978,3996,3943,3979,11310,49720.0,2200000.0
2004-09-09,4022,4040,3961,4040,10100,50490.0,2200000.0
2004-09-10,4041,4111,3969,4015,10342,50160.0,2200000.0
2004-09-13,3996,4102,3996,4040,14038,50490.0,2200000.0
2004-09-14,4014,4189,4014,4120,31710,51480.0,2200000.0
2004-09-15,4110,4163,4067,4120,12380,51480.0,2200000.0
2004-09-16,4102,4128,4049,4050,6490,50600.0,2200000.0
2004-09-17,4058,4085,3997,4031,8890,50380.0,2200000.0
2004-09-20,4076,4163,4032,4111,17630,51370.0,2200000.0
2004-09-21,4111,4198,4102,4128,15470,51590.0,2200000.0
2004-09-22,4103,4111,4014,4015,18450,50160.0,2200000.0
2004-09-23,3979,4093,3979,3996,11000,49940.0,2200000.0
2004-09-24,4004,4048,3987,4005,5030,50050.0,2200000.0
2004-09-30,4014,4092,4005,4022,6410,50270.0,2200000.0
2004-10-01,4084,4084,4013,4040,7995,50490.0,2200000.0
2004-10-04,4049,4120,4022,4085,9104,51040.0,2200000.0
2004-10-05,4084,4111,4040,4050,10640,50600.0,2200000.0
2004-10-06,4013,4057,4013,4040,7471,50490.0,2200000.0
2004-10-07,4040,4040,3961,3979,16280,49720.0,2200000.0
2004-10-08,3942,3977,3925,3970,10230,49610.0,2200000.0
2004-10-11,3962,4006,3954,3988,11331,49830.0,2200000.0
2004-10-12,3997,3997,3908,3909,7230,48840.0,2200000.0
2004-10-13,3962,3970,3909,3917,8869,48950.0,2200000.0
2004-10-14,3926,3953,3908,3909,6810,48840.0,2200000.0
2004-10-15,3820,3933,3820,3925,14248,49060.0,2200000.0
2004-10-18,3953,3978,3908,3909,7900,48840.0,2200000.0
2004-10-19,3927,4041,3908,4015,16223,50160.0,2200000.0
2004-10-20,4014,4014,3891,3890,15390,48620.0,2200000.0
2004-10-21,3898,3926,3891,3890,7503,48620.0,2200000.0
2004-10-22,3874,3962,3874,3952,4260,49390.0,2200000.0
2004-10-25,3907,3978,3863,3935,14200,49170.0,2200000.0
2004-10-26,3908,3953,3891,3890,6300,48620.0,2200000.0
2004-10-27,3917,3978,3891,3890,6026,48620.0,2200000.0
2004-10-28,3980,4403,3954,4173,49367,52140.0,2200000.0
2004-10-29,4173,4286,4058,4076,15902,50930.0,2200000.0
