S&T중공업(003570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-09,4122,4189,4054,4122,676780,12370.0,20446629.0
2002-12-10,3987,4054,3514,3852,1198940,11552.0,20446629.0
2002-12-11,3784,4189,3784,4190,1675060,12575.0,20446629.0
2002-12-12,4054,4257,3987,4122,1063560,12472.0,20446629.0
2002-12-13,4122,4189,4054,4122,322840,12370.0,20446629.0
2002-12-16,3920,4189,3920,4122,283800,12370.0,20446629.0
2002-12-17,4054,4325,4054,4190,770400,12677.0,20446629.0
2002-12-18,4190,4528,4123,4528,1737180,13597.0,20446629.0
2002-12-20,4326,4528,4190,4393,648220,13188.0,20446629.0
2002-12-23,4394,4394,3988,4055,1253400,12268.0,20446629.0
2002-12-24,3920,4054,3447,3717,1805000,11246.0,20446629.0
2002-12-26,3649,3784,3447,3784,305920,11348.0,20446629.0
2002-12-27,3514,3987,3514,3784,589108,11348.0,20446629.0
2002-12-30,3649,3987,3649,3852,1362284,11655.0,20446629.0
2003-01-02,3852,4461,3852,4461,1012052,13393.0,20446629.0
2003-01-03,4527,5001,4460,4730,2765280,14313.0,20446629.0
2003-01-06,4730,4730,4460,4595,679860,13904.0,20446629.0
2003-01-07,4730,4866,4595,4663,764960,14006.0,20446629.0
2003-01-08,4731,4934,4663,4866,1733300,14619.0,20446629.0
2003-01-09,4799,4934,4663,4866,1203366,14619.0,20446629.0
2003-01-10,5069,5136,4731,4866,2424860,14722.0,20446629.0
2003-01-13,4799,4867,4731,4866,663840,14722.0,20446629.0
2003-01-14,4866,5135,4798,5068,987920,15233.0,20446629.0
2003-01-15,5001,5406,4730,5068,1999120,15335.0,20446629.0
2003-01-16,5001,5203,4933,5068,674180,15335.0,20446629.0
2003-01-17,5068,5135,4730,5001,1995180,15061.0,20491033.0
2003-01-20,5002,5069,4731,4934,1225360,14958.0,20491033.0
2003-01-21,4798,4933,4595,4730,1044440,14344.0,20491033.0
2003-01-22,4662,4798,4662,4730,338520,14344.0,20491033.0
2003-01-23,4662,4798,4662,4730,496862,14344.0,20491033.0
2003-01-24,4866,4866,4730,4730,563912,14344.0,20491033.0
2003-01-27,4663,4934,4663,4934,572520,14856.0,20491033.0
2003-01-28,4866,4866,4730,4730,1155300,14344.0,20491033.0
2003-01-29,4730,4866,4662,4730,1330420,14344.0,20491033.0
2003-01-30,4798,5271,4460,5203,6595328,15778.0,20491033.0
2003-02-03,4933,6014,4933,6015,6331988,18135.0,20491033.0
2003-02-04,6218,6421,5813,6150,7210260,18647.0,20491033.0
2003-02-05,6081,6420,5947,6353,2815540,19262.0,20491033.0
2003-02-06,6151,6421,6151,6218,1655120,18852.0,20491033.0
2003-02-07,5813,6353,5407,6285,5801102,19057.0,20491033.0
2003-02-10,6150,6825,6150,6488,3526112,19671.0,20491033.0
2003-02-11,6556,6624,6082,6150,2813820,18544.0,20491033.0
2003-02-12,6082,6286,6015,6218,1461448,18749.0,20491033.0
2003-02-13,6151,6218,5948,6218,1786820,18749.0,20491033.0
2003-02-14,6151,6353,6151,6218,520688,18749.0,20491033.0
2003-02-17,6151,6286,6082,6218,478820,18852.0,20491033.0
2003-02-18,6151,6488,6151,6218,604800,18852.0,20491033.0
2003-02-19,6286,6286,6218,6218,309504,18852.0,20491033.0
2003-02-20,6151,6218,6151,6150,666720,18647.0,20491033.0
2003-02-21,6151,6353,6151,6218,789094,18852.0,20491033.0
2003-02-24,6353,6353,6218,6218,510566,18749.0,20491033.0
2003-02-25,6218,6286,6218,6218,1234814,18749.0,20491033.0
2003-02-26,6218,6286,6151,6285,626430,19057.0,20491033.0
2003-02-27,6353,6759,6286,6758,1371066,20491.0,20491033.0
2003-02-28,6894,7029,6555,6691,1030074,20286.0,20491033.0
2003-03-03,6624,6826,6488,6691,1004018,20184.0,20491033.0
2003-03-04,6759,6759,6488,6623,1306300,19979.0,20491033.0
2003-03-05,6488,6691,6488,6623,1238920,19979.0,20491033.0
2003-03-06,6758,6960,6352,6893,3729532,20798.0,20491033.0
2003-03-07,6961,7299,6624,7231,3413280,21823.0,20491033.0
2003-03-10,7298,7298,6690,6961,2906100,21106.0,20491033.0
2003-03-11,6758,7028,6285,6353,3497842,19262.0,20491033.0
2003-03-12,5541,7028,5406,6353,8956360,19262.0,20491033.0
2003-03-13,6352,6352,6352,6353,0,19262.0,20491033.0
2003-03-14,6352,6352,6352,6353,0,,
2003-03-17,6352,6352,6352,6353,0,,
2003-03-18,6352,6352,6352,6353,0,,
2003-03-19,6352,6352,6352,6353,0,,
2003-03-20,6352,6352,6352,6353,0,,
2003-03-21,6352,6352,6352,6353,0,,
2003-03-24,6352,6352,6352,6353,0,,
2003-03-25,6352,6352,6352,6353,0,,
2003-03-26,6352,6352,6352,6353,0,,
2003-03-27,6352,6352,6352,6353,0,,
2003-03-28,6352,6352,6352,6353,0,,
2003-03-31,6352,7305,6303,7306,205118,241185.0,161327572.0
2003-04-01,8380,8380,8380,8381,33965,276677.0,161327572.0
2003-04-02,9626,9626,7134,7135,635038,235538.0,161327572.0
2003-04-03,6083,6083,6083,6084,5716,200853.0,161327572.0
2003-04-04,5179,5179,5179,5180,1786,171007.0,161327572.0
2003-04-07,4422,4422,4422,4422,57416,146001.0,161327572.0
2003-04-08,3762,3762,3762,3763,259420,124222.0,161327572.0
2003-04-09,3200,3933,3200,3616,67536583,119382.0,161327572.0
2003-04-10,3713,4153,3567,4154,44994206,137128.0,161327572.0
2003-04-11,4300,4642,4153,4349,40145846,143582.0,161327572.0
2003-04-14,4446,4446,4031,4032,18282190,133095.0,161327572.0
2003-04-15,4055,4129,3811,3909,15388878,129062.0,161327572.0
2003-04-16,3958,4007,3836,3909,16276305,129062.0,161327572.0
2003-04-17,3958,4178,3909,3934,20860500,129869.0,161327572.0
2003-04-18,3958,4031,3811,3836,14749135,126642.0,161327572.0
2003-04-21,3860,3933,3713,3763,10406227,124222.0,161327572.0
2003-04-22,3689,3762,3493,3518,10264471,116156.0,161327572.0
2003-04-23,3518,3836,3518,3567,20804312,117769.0,161327572.0
2003-04-24,3616,3640,3298,3323,10683830,109703.0,161327572.0
2003-04-25,3249,3347,2858,2883,12180647,95183.0,161327572.0
2003-04-28,2541,2858,2541,2688,8311477,88730.0,161327572.0
2003-04-29,2760,2858,2712,2761,6261130,91150.0,161327572.0
2003-04-30,2736,2785,2663,2663,5605366,87924.0,161327572.0
2003-05-02,2687,2809,2663,2785,10429919,91957.0,161327572.0
2003-05-06,2858,2956,2760,2785,6390794,91957.0,161327572.0
2003-05-07,2834,2858,2712,2737,5057954,90343.0,161327572.0
2003-05-09,2736,2785,2687,2785,2835805,91957.0,161327572.0
2003-05-12,2809,2907,2785,2810,6422750,92763.0,161327572.0
2003-05-13,2834,3225,2834,3225,21839535,106476.0,161327572.0
2003-05-14,3225,3274,2980,3005,21132743,99216.0,161327572.0
2003-05-15,3127,3249,3005,3103,21688530,102443.0,161327572.0
2003-05-16,3078,3103,2858,2859,7034070,94377.0,161327572.0
2003-05-19,2785,2834,2712,2712,3746400,89537.0,161327572.0
2003-05-20,2589,2760,2589,2688,4683790,88730.0,161327572.0
2003-05-21,2663,2760,2663,2663,3691943,87924.0,161327572.0
2003-05-22,2687,2760,2638,2639,5248675,87117.0,161327572.0
2003-05-23,2663,2736,2638,2663,4357340,87924.0,161327572.0
2003-05-26,2712,2883,2663,2761,7230067,91150.0,161327572.0
2003-05-27,2809,2858,2663,2712,5145845,89537.0,161327572.0
2003-05-28,2760,2809,2663,2688,5397334,88730.0,161327572.0
2003-05-29,2687,2712,2614,2614,3965305,86310.0,161327572.0
2003-05-30,2638,2687,2589,2614,4751160,86310.0,161327572.0
2003-06-02,2638,2687,2614,2639,4821797,87117.0,161327572.0
2003-06-03,2638,2760,2638,2639,7292402,87117.0,161327572.0
2003-06-04,2687,2712,2638,2639,3575339,87117.0,161327572.0
2003-06-05,2663,2858,2663,2688,13264909,88730.0,161327572.0
2003-06-09,2687,2736,2638,2639,3332590,87117.0,161327572.0
2003-06-10,2663,2663,2589,2614,4563670,86310.0,161327572.0
2003-06-11,2614,2883,2589,2688,17609750,88730.0,161327572.0
2003-06-12,2687,2712,2638,2663,5139315,87924.0,161327572.0
2003-06-13,2687,2736,2638,2639,7777640,87117.0,161327572.0
2003-06-16,2663,2760,2663,2761,6536720,91150.0,161327572.0
2003-06-17,2809,3005,2760,2859,22010131,94377.0,161327572.0
2003-06-18,2760,2760,2638,2639,11441660,87117.0,161327572.0
2003-06-19,2663,2687,2614,2639,4883091,87117.0,161327572.0
2003-06-20,2638,2663,2614,2614,3658430,86310.0,161327572.0
2003-06-23,2614,2712,2614,2614,6382049,86310.0,161327572.0
2003-06-24,2614,2638,2589,2614,3152870,86310.0,161327572.0
2003-06-25,2638,2663,2614,2639,3892800,87117.0,161327572.0
2003-06-26,2663,2760,2638,2639,13654400,87117.0,161327572.0
2003-06-27,2663,2712,2614,2639,6464087,87117.0,161327572.0
2003-06-30,2638,2663,2614,2614,2990210,86310.0,161327572.0
2003-07-01,2614,2638,2516,2566,3768325,84697.0,161327572.0
2003-07-02,2565,2589,2516,2541,3776450,83890.0,161327572.0
2003-07-03,2565,2565,2492,2517,2969870,83084.0,161327572.0
2003-07-04,2516,2663,2516,2590,7121030,85504.0,161327572.0
2003-07-07,2614,2638,2565,2566,3367510,84697.0,161327572.0
2003-07-08,2589,2614,2541,2590,3993410,85504.0,161327572.0
2003-07-09,2589,2638,2589,2614,3916566,86310.0,161327572.0
2003-07-10,2638,2712,2589,2663,7580010,87924.0,161327572.0
2003-07-11,2712,2834,2663,2663,14245820,87924.0,161327572.0
2003-07-14,2663,2687,2614,2639,5164582,87117.0,161327572.0
2003-07-15,2638,2834,2638,2737,12599058,90343.0,161327572.0
2003-07-16,2760,2809,2614,2614,5971960,86310.0,161327572.0
2003-07-18,2614,2614,2541,2541,5264670,83890.0,161327572.0
2003-07-21,2541,2614,2516,2541,4775975,83890.0,161327572.0
2003-07-22,2516,2516,2345,2394,6656281,79051.0,161327572.0
2003-07-23,2345,2370,2321,2346,3156872,77437.0,161327572.0
2003-07-24,2443,2663,2443,2492,13386812,82277.0,161327572.0
2003-07-25,2516,2565,2467,2492,3295065,82277.0,161327572.0
2003-07-28,2516,2541,2443,2468,3269930,81470.0,161327572.0
2003-07-29,2467,2516,2443,2492,2397845,82277.0,161327572.0
2003-07-30,2467,2492,2394,2394,2932930,79051.0,161327572.0
2003-07-31,2345,2467,2345,2468,2979610,81470.0,161327572.0
2003-08-01,2443,2492,2418,2419,2386880,79857.0,161327572.0
2003-08-04,2394,2443,2370,2394,1110360,79051.0,161327572.0
2003-08-05,2418,2443,2394,2394,1085530,79051.0,161327572.0
2003-08-06,2345,2418,2345,2394,2117970,79051.0,161327572.0
2003-08-07,2370,2394,2345,2346,1544170,77437.0,161327572.0
2003-08-08,2370,2467,2370,2419,2710150,79857.0,161327572.0
2003-08-11,2370,2418,2345,2370,1939563,78244.0,161327572.0
2003-08-12,2370,2394,2296,2297,1734512,75824.0,161327572.0
2003-08-13,2296,2345,2223,2321,2849404,76631.0,161327572.0
2003-08-14,2321,2321,2247,2248,2033870,74211.0,161327572.0
2003-08-18,2199,2247,2150,2199,3661020,72597.0,161327572.0
2003-08-19,2174,2247,2174,2199,2439191,72597.0,161327572.0
2003-08-20,2199,2272,2174,2248,1833870,74211.0,161327572.0
2003-08-21,2223,2247,2199,2199,1388930,72597.0,161327572.0
2003-08-22,2199,2223,2174,2199,1762110,72597.0,161327572.0
2003-08-25,2150,2223,2150,2223,1303830,73404.0,161327572.0
2003-08-26,2247,2541,2247,2419,9331360,79857.0,161327572.0
2003-08-27,2492,2516,2321,2346,4158660,77437.0,161327572.0
2003-08-28,2345,2394,2296,2321,1748871,76631.0,161327572.0
2003-08-29,2321,2345,2247,2272,2872490,75017.0,161327572.0
2003-09-01,2272,2370,2272,2297,3409860,75824.0,161327572.0
2003-09-02,2321,2370,2247,2272,1860563,75017.0,161327572.0
2003-09-03,2296,2296,2223,2223,2752582,73404.0,161327572.0
2003-09-04,2223,2345,2223,2346,2169980,77437.0,161327572.0
2003-09-05,2321,2345,2272,2346,1504270,77437.0,161327572.0
2003-09-08,2321,2565,2321,2394,6787116,79051.0,161327572.0
2003-09-09,2370,2467,2321,2443,3100381,80664.0,161327572.0
2003-09-15,2589,2809,2565,2688,21977009,88730.0,161327572.0
2003-09-16,2712,2736,2614,2639,3400292,87117.0,161327572.0
2003-09-17,2663,2785,2589,2639,5468076,87117.0,161327572.0
2003-09-18,2638,2687,2516,2517,7936670,83084.0,161327572.0
2003-09-19,2541,2614,2516,2541,3281490,83890.0,161327572.0
2003-09-22,2492,2516,2345,2370,3764475,78244.0,161327572.0
2003-09-23,2345,2394,2247,2394,1531235,79051.0,161327572.0
2003-09-24,2394,2443,2296,2297,1603464,75824.0,161327572.0
2003-09-25,2247,2321,2174,2297,2011150,75824.0,161327572.0
2003-09-26,2247,2321,2223,2223,947404,73404.0,161327572.0
2003-09-29,2223,2321,2223,2297,1100700,75824.0,161327572.0
2003-09-30,2345,2394,2321,2370,1287253,78244.0,161327572.0
2003-10-01,2296,2467,2296,2394,1292720,79051.0,161327572.0
2003-10-02,2418,2492,2370,2468,1618988,81470.0,161327572.0
2003-10-06,2492,2565,2467,2492,1638870,82277.0,161327572.0
2003-10-07,2516,2663,2443,2492,7404059,82277.0,161327572.0
2003-10-08,2516,2589,2467,2541,2392190,83890.0,161327572.0
2003-10-09,2516,2516,2443,2468,1800401,81470.0,161327572.0
2003-10-10,2443,2516,2443,2468,1904658,81470.0,161327572.0
2003-10-13,2443,2467,2394,2394,1165730,79051.0,161327572.0
2003-10-14,2394,2418,2345,2370,1677745,78244.0,161327572.0
2003-10-15,2345,2418,2345,2394,1047580,79051.0,161327572.0
2003-10-16,2345,2418,2345,2346,857180,77437.0,161327572.0
2003-10-17,2345,2370,2321,2370,1093980,78244.0,161327572.0
2003-10-20,2370,2467,2370,2443,1321708,80664.0,161327572.0
2003-10-21,2443,2467,2394,2394,895370,79051.0,161327572.0
2003-10-22,2418,2443,2345,2346,907800,77437.0,161327572.0
2003-10-23,2321,2394,2321,2321,1039504,76631.0,161327572.0
2003-10-24,2321,2345,2296,2321,879880,76631.0,161327572.0
2003-10-27,2321,2394,2296,2394,1384205,79051.0,161327572.0
2003-10-28,2394,2443,2345,2394,1232057,79051.0,161327572.0
2003-10-29,2394,2638,2345,2346,24950467,77437.0,161327572.0
2003-10-30,2370,2370,2296,2321,2847316,76631.0,161327572.0
2003-10-31,2321,2345,2296,2297,1216045,75824.0,161327572.0
2003-11-03,2272,2296,2247,2272,1627850,75017.0,161327572.0
2003-11-04,2247,2296,2247,2297,1199930,75824.0,161327572.0
2003-11-05,2296,2345,2272,2297,1058910,75824.0,161327572.0
2003-11-06,2272,2345,2272,2297,756954,75824.0,161327572.0
2003-11-07,2272,2345,2272,2297,769943,75824.0,161327572.0
2003-11-10,2345,2394,2296,2394,1880560,79051.0,161327572.0
2003-11-11,2394,2394,2296,2321,1642460,76631.0,161327572.0
2003-11-12,2321,2394,2296,2346,1948530,77437.0,161327572.0
2003-11-13,2345,2370,2321,2346,1465420,77437.0,161327572.0
2003-11-14,2345,2370,2247,2297,1999808,75824.0,161327572.0
2003-11-17,2296,2394,2247,2321,4529118,76631.0,161327572.0
2003-11-18,2370,2370,2321,2346,2155824,77437.0,161327572.0
2003-11-19,2370,2370,2321,2321,2139524,76631.0,161327572.0
2003-11-20,2345,2370,2272,2297,2320522,75824.0,161327572.0
2003-11-21,2272,2321,2272,2297,924302,75824.0,161327572.0
2003-11-24,2272,2321,2247,2248,1229470,74211.0,161327572.0
2003-11-25,2247,2272,2223,2272,994680,75017.0,161327572.0
2003-11-26,2247,2345,2223,2346,2811821,77437.0,161327572.0
2003-11-27,2321,2370,2296,2321,1885310,76631.0,161327572.0
2003-11-28,2321,2467,2296,2346,10207980,77437.0,161327572.0
2003-12-01,2394,2418,2296,2346,3092720,77437.0,161327572.0
2003-12-02,2370,2492,2345,2468,5424207,81470.0,161327572.0
2003-12-03,2418,2516,2272,2321,7771450,76631.0,161327572.0
2003-12-04,2345,2394,2345,2370,2920996,78244.0,161327572.0
2003-12-05,2370,2394,2296,2321,1544700,76631.0,161327572.0
2003-12-08,2296,2345,2272,2297,3402211,75824.0,161327572.0
2003-12-09,2394,2492,2296,2297,13132373,75824.0,161327572.0
2003-12-10,2296,2321,2272,2272,2028940,75017.0,161327572.0
2003-12-11,2296,2321,2247,2248,1844123,74211.0,161327572.0
2003-12-12,2272,2394,2272,2272,6239430,75017.0,161327572.0
2003-12-15,2296,2321,2272,2297,1482911,75824.0,161327572.0
2003-12-16,2296,2296,2272,2272,1812151,75017.0,161327572.0
2003-12-17,2296,2321,2272,2297,1261900,75824.0,161327572.0
2003-12-18,2296,2296,2272,2272,1773998,75017.0,161327572.0
2003-12-19,2296,2296,2247,2272,945960,75017.0,161327572.0
2003-12-22,2272,2345,2272,2297,2451350,75824.0,161327572.0
2003-12-23,2296,2321,2272,2272,1040000,75017.0,161327572.0
2003-12-24,2272,2296,2247,2272,1368660,75017.0,161327572.0
2003-12-26,2272,2296,2247,2272,1630450,75017.0,161327572.0
2003-12-29,2247,2296,2247,2272,457010,75017.0,161327572.0
2003-12-30,2272,2296,2247,2297,520930,75824.0,161327572.0
2004-01-02,2296,2321,2272,2297,434480,75824.0,161327572.0
2004-01-05,2296,2296,2272,2272,985040,75017.0,161327572.0
2004-01-06,2272,2296,2272,2272,506455,75017.0,161327572.0
2004-01-07,2272,2296,2247,2272,667780,75017.0,161327572.0
2004-01-08,2247,2296,2247,2272,603520,75017.0,161327572.0
2004-01-09,2272,2296,2247,2272,530856,75017.0,161327572.0
2004-01-12,2247,2296,2247,2272,451260,75017.0,161327572.0
2004-01-13,2247,2272,2247,2248,740020,74211.0,161327572.0
2004-01-14,2247,2272,2199,2199,906142,72597.0,161327572.0
2004-01-15,2199,2247,2199,2199,347280,72597.0,161327572.0
2004-01-16,2199,2272,2174,2248,1114157,74211.0,161327572.0
2004-01-19,2272,2541,2247,2394,4677793,79051.0,161327572.0
2004-01-20,2418,2443,2296,2370,1471350,78244.0,161327572.0
2004-01-26,2296,2370,2272,2272,1026350,75017.0,161327572.0
2004-01-27,2272,2296,2247,2248,1123080,74211.0,161327572.0
2004-01-28,2247,2296,2223,2248,835790,74211.0,161327572.0
2004-01-29,2247,2296,2247,2248,494880,74211.0,161327572.0
2004-01-30,2247,2296,2247,2248,553934,74211.0,161327572.0
2004-02-02,2247,2296,2247,2272,384072,75017.0,161327572.0
2004-02-03,2272,2321,2272,2297,745120,75824.0,161327572.0
2004-02-04,2321,2345,2272,2297,461480,75824.0,161327572.0
2004-02-05,2272,2296,2247,2272,913170,75017.0,161327572.0
2004-02-06,2272,2589,2272,2517,23732430,83084.0,161327572.0
2004-02-09,2516,2565,2345,2394,6607424,79051.0,161327572.0
2004-02-10,2467,2565,2418,2517,7274934,83084.0,161327572.0
2004-02-11,2541,2589,2418,2443,3740310,80664.0,161327572.0
2004-02-12,2492,2492,2370,2394,2182270,79051.0,161327572.0
2004-02-13,2370,2443,2345,2370,1659614,78244.0,161327572.0
2004-02-16,2370,2492,2370,2443,3255050,80664.0,161327572.0
2004-02-17,2492,2492,2418,2419,1726080,79857.0,161327572.0
2004-02-18,2418,2541,2418,2517,4863460,83084.0,161327572.0
2004-02-19,2541,2736,2467,2639,7899890,87117.0,161327572.0
2004-02-20,2638,3029,2589,2956,32412890,97603.0,161327572.0
2004-02-23,3029,3298,2809,2859,29754460,94377.0,161327572.0
2004-02-24,2932,3054,2785,3054,13346942,100830.0,161327572.0
2004-02-25,3103,3493,2883,2908,54626708,95990.0,161327572.0
2004-02-26,2883,3005,2760,2834,10080036,93570.0,161327572.0
2004-02-27,2809,2883,2736,2810,6756421,92763.0,161327572.0
2004-03-02,2858,3225,2858,3225,17993180,106476.0,161327572.0
2004-03-03,3322,3469,3151,3299,19256883,108896.0,161327572.0
2004-03-04,3396,3420,3225,3274,11291070,108089.0,161327572.0
2004-03-05,3274,3445,3200,3347,10940946,110509.0,161327572.0
2004-03-08,3420,3689,3322,3372,22733621,111316.0,161327572.0
2004-03-09,3396,3420,3274,3323,6003580,109703.0,161327572.0
2004-03-10,3322,3591,3225,3299,21724750,108896.0,161327572.0
2004-03-11,3200,3347,3200,3299,6082131,108896.0,161327572.0
2004-03-12,3298,3298,2834,3079,10115440,101636.0,161327572.0
2004-03-15,3054,3151,3054,3054,5713061,100830.0,161327572.0
2004-03-16,3054,3078,2883,2908,4965400,95990.0,161327572.0
2004-03-17,2932,3005,2907,2956,5187960,97603.0,161327572.0
2004-03-18,3005,3151,2980,3103,9506382,102443.0,161327572.0
2004-03-19,3127,3127,3029,3054,3918023,100830.0,161327572.0
2004-03-22,3005,3054,2907,2908,5104660,95990.0,161327572.0
2004-03-23,2858,2883,2785,2834,4231740,93570.0,161327572.0
2004-03-24,2809,2883,2785,2810,3712518,92763.0,161327572.0
2004-03-25,2785,2858,2687,2688,4956648,88730.0,161327572.0
2004-03-26,2736,2785,2687,2712,2547912,89537.0,161327572.0
2004-03-29,2712,2785,2687,2737,2387620,90343.0,161327572.0
2004-03-30,2736,2760,2614,2639,3442100,87117.0,161327572.0
2004-03-31,2614,2687,2541,2688,5209603,88730.0,161327572.0
2004-04-01,2712,2785,2687,2785,3326870,91957.0,161327572.0
2004-04-02,2809,2834,2712,2712,2430420,89537.0,161327572.0
2004-04-06,2736,2809,2712,2785,2721040,91957.0,161327572.0
2004-04-07,2736,2809,2736,2761,1994160,91150.0,161327572.0
2004-04-08,2785,2809,2760,2761,2421761,91150.0,161327572.0
2004-04-09,2760,2834,2760,2761,3290537,91150.0,161327572.0
2004-04-12,2736,2809,2736,2737,3751756,90343.0,161327572.0
2004-04-13,2736,2785,2712,2737,3048846,90343.0,161327572.0
2004-04-14,2760,2809,2736,2785,2647340,91957.0,161327572.0
2004-04-16,2907,3005,2834,2883,12312255,95183.0,161327572.0
2004-04-19,2907,2956,2760,2810,3730488,92763.0,161327572.0
2004-04-20,2858,2858,2736,2785,2334401,91957.0,161327572.0
2004-04-21,2760,2809,2760,2761,2846220,91150.0,161327572.0
2004-04-22,2785,2834,2760,2785,2264890,91957.0,161327572.0
2004-04-23,2809,2883,2785,2785,5348641,91957.0,161327572.0
2004-04-26,2834,2834,2785,2810,1962352,92763.0,161327572.0
2004-04-27,2858,3225,2834,3030,22043097,100023.0,161327572.0
2004-04-28,3054,3054,2932,2956,3475650,97603.0,161327572.0
2004-04-29,2931,2931,2760,2785,5061224,91957.0,161327572.0
2004-04-30,2687,2834,2687,2785,2181150,91957.0,161327572.0
2004-05-03,2760,2809,2736,2761,1788773,91150.0,161327572.0
2004-05-04,2760,2809,2760,2761,1750140,91150.0,161327572.0
2004-05-06,2785,2834,2736,2785,2206870,91957.0,161327572.0
2004-05-07,2760,2760,2687,2737,1588070,90343.0,161327572.0
2004-05-10,2687,2736,2516,2590,2244530,85504.0,161327572.0
2004-05-11,2516,2565,2418,2468,1453096,81470.0,161327572.0
2004-05-12,2541,2589,2516,2541,1078300,83890.0,161327572.0
2004-05-13,2492,2565,2492,2492,902880,82277.0,161327572.0
2004-05-14,2516,2589,2467,2517,881400,83084.0,161327572.0
2004-05-17,2516,2687,2467,2492,3115760,82277.0,161327572.0
2004-05-18,2492,2492,2418,2468,1468738,81470.0,161327572.0
2004-05-19,2516,2541,2492,2541,1252550,83890.0,161327572.0
2004-05-20,2492,2638,2467,2590,2597390,85504.0,161327572.0
2004-05-21,2589,2663,2565,2614,1642020,86310.0,161327572.0
2004-05-24,2663,2663,2589,2614,1295670,86310.0,161327572.0
2004-05-25,2614,2614,2541,2566,953950,84697.0,161327572.0
2004-05-27,2589,2614,2541,2590,789350,85504.0,161327572.0
2004-05-28,2589,2638,2541,2541,618070,83890.0,161327572.0
2004-05-31,2541,2760,2516,2663,1995570,87924.0,161327572.0
2004-06-01,2712,2809,2663,2712,3386030,89537.0,161327572.0
2004-06-02,2712,2785,2663,2688,2270190,88730.0,161327572.0
2004-06-03,2760,2932,2712,2834,8437980,93570.0,161327572.0
2004-06-04,2883,2956,2809,2810,2266222,92763.0,161327572.0
2004-06-07,2834,2980,2809,2932,5555213,96797.0,161327572.0
2004-06-08,2956,2956,2858,2932,2683421,96797.0,161327572.0
2004-06-09,2956,3249,2932,2981,10093680,98410.0,161327572.0
2004-06-10,2956,3029,2907,3030,2365702,100023.0,161327572.0
2004-06-11,3103,3225,3029,3054,10029962,100830.0,161327572.0
2004-06-14,3029,3078,2883,2932,3518194,96797.0,161327572.0
2004-06-15,2907,2932,2834,2859,1914350,94377.0,161327572.0
2004-06-16,2883,2980,2858,2859,1533838,94377.0,161327572.0
2004-06-17,2858,2907,2834,2859,903763,94377.0,161327572.0
2004-06-18,2858,2907,2809,2834,984497,93570.0,161327572.0
2004-06-21,2834,2907,2834,2834,1073796,93570.0,161327572.0
2004-06-22,2834,2858,2687,2810,1447570,92763.0,161327572.0
2004-06-23,2834,2834,2760,2785,907610,91957.0,161327572.0
2004-06-24,2760,2956,2760,2859,3294110,94377.0,161327572.0
2004-06-25,2883,3005,2858,2883,2461594,95183.0,161327572.0
2004-06-28,2932,2932,2883,2908,926057,95990.0,161327572.0
2004-06-29,2932,2956,2785,2834,3621249,93570.0,161327572.0
2004-06-30,2809,2907,2809,2883,2498468,95183.0,161327572.0
2004-07-01,2907,2932,2834,2834,1340480,93570.0,161327572.0
2004-07-02,2809,2907,2736,2737,2671632,90343.0,161327572.0
2004-07-05,2760,2785,2736,2737,767707,90343.0,161327572.0
2004-07-06,2736,2785,2736,2737,505050,90343.0,161327572.0
2004-07-07,2687,3029,2663,2883,11459534,95183.0,161327572.0
2004-07-08,2907,2956,2785,2834,2502900,93570.0,161327572.0
2004-07-09,2809,2907,2809,2810,2020045,92763.0,161327572.0
2004-07-12,2712,2834,2687,2737,2940770,90343.0,161327572.0
2004-07-13,2712,2809,2712,2712,1098037,89537.0,161327572.0
2004-07-14,2712,2785,2687,2688,1754050,88730.0,161327572.0
2004-07-15,2687,2736,2687,2688,1027110,88730.0,161327572.0
2004-07-16,2712,2760,2687,2737,1079920,90343.0,161327572.0
2004-07-19,2712,2760,2712,2737,430465,90343.0,161327572.0
2004-07-20,2834,2834,2736,2737,705392,90343.0,161327572.0
2004-07-21,2760,2809,2736,2785,1436986,91957.0,161327572.0
2004-07-22,2785,2785,2736,2761,1094614,91150.0,161327572.0
2004-07-23,2785,2809,2712,2712,1372760,89537.0,161327572.0
2004-07-26,2736,2883,2736,2834,2916772,93570.0,161327572.0
2004-07-27,2883,2932,2712,2834,8735470,93570.0,161327572.0
2004-07-28,2883,2907,2809,2834,2811300,93570.0,161327572.0
2004-07-29,2932,3176,2883,2956,13141860,97603.0,161327572.0
2004-07-30,3005,3005,2834,2834,2302110,93570.0,161327572.0
2004-08-02,2834,2907,2736,2859,3192440,94377.0,161327572.0
2004-08-03,2760,2834,2760,2785,1104080,91957.0,161327572.0
2004-08-04,2760,2809,2760,2761,884210,91150.0,161327572.0
2004-08-05,2760,2809,2736,2761,1027080,91150.0,161327572.0
2004-08-06,2785,2907,2760,2834,2553980,93570.0,161327572.0
2004-08-09,2809,2883,2809,2834,529157,93570.0,161327572.0
2004-08-10,2858,2858,2809,2834,994654,93570.0,161327572.0
2004-08-11,2858,2883,2834,2859,630987,94377.0,161327572.0
2004-08-12,2883,2980,2834,2956,2622340,97603.0,161327572.0
2004-08-13,2956,3078,2883,2883,9915060,95183.0,161327572.0
2004-08-16,2883,2932,2858,2932,1933120,96797.0,161327572.0
2004-08-17,2980,2980,2858,2859,2603765,94377.0,161327572.0
