현대코퍼레이션홀딩스(227840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-02-27,14500,14700,14350,14700,14591,133782.0,9100836.0
2018-02-28,14650,14700,14400,14650,18570,133327.0,9100836.0
2018-03-02,14600,14600,14200,14300,26516,130142.0,9100836.0
2018-03-05,14250,14300,14000,14150,29074,128777.0,9100836.0
2018-03-06,14300,14350,14150,14300,13673,130142.0,9100836.0
2018-03-07,14200,14600,14100,14100,16954,128322.0,9100836.0
2018-03-08,14050,14450,14050,14250,18463,129687.0,9100836.0
2018-03-09,14300,14400,14200,14250,9323,129687.0,9100836.0
2018-03-12,14300,14500,14100,14200,20154,129232.0,9100836.0
2018-03-13,14150,14250,14100,14150,14016,128777.0,9100836.0
2018-03-14,14200,14200,13950,14000,31617,127412.0,9100836.0
2018-03-15,14000,14100,13950,14050,8558,127867.0,9100836.0
2018-03-16,14050,14250,13900,14000,104891,127412.0,9100836.0
2018-03-19,13950,14100,13900,13900,17373,126502.0,9100836.0
2018-03-20,13800,14000,13800,13950,11645,126957.0,9100836.0
2018-03-21,13950,14300,13900,14200,18272,129232.0,9100836.0
2018-03-22,14200,14300,13900,13900,29445,126502.0,9100836.0
2018-03-23,13750,14400,13700,13750,34634,125136.0,9100836.0
2018-03-26,13700,13900,13600,13600,23013,123771.0,9100836.0
2018-03-27,13700,13950,13650,13900,13931,126502.0,9100836.0
2018-03-28,13800,13950,13700,13750,10361,125136.0,9100836.0
2018-03-29,13750,13900,13700,13750,7223,125136.0,9100836.0
2018-03-30,13900,14150,13800,14100,9065,128322.0,9100836.0
2018-04-02,14050,14150,13650,13750,16121,125136.0,9100836.0
2018-04-03,13750,14000,13600,13850,18912,126047.0,9100836.0
2018-04-04,13900,14050,13650,13650,24550,124226.0,9100836.0
2018-04-05,13700,13900,13550,13600,25604,123771.0,9100836.0
2018-04-06,13600,13700,13500,13650,14434,124226.0,9100836.0
2018-04-09,13550,13700,13450,13500,35084,122861.0,9100836.0
2018-04-10,13500,13800,13500,13750,3930,125136.0,9100836.0
2018-04-11,13700,13750,13600,13700,18794,124681.0,9100836.0
2018-04-12,13750,13750,13550,13650,18127,124226.0,9100836.0
2018-04-13,13700,13700,13450,13550,23807,123316.0,9100836.0
2018-04-16,13600,13700,13500,13550,13692,123316.0,9100836.0
2018-04-17,13600,13650,13450,13550,14797,123316.0,9100836.0
2018-04-18,13600,14050,13550,14050,32210,127867.0,9100836.0
2018-04-19,14050,14200,13850,14100,59554,128322.0,9100836.0
2018-04-20,14100,14100,13900,13900,13266,126502.0,9100836.0
2018-04-23,13950,14500,13950,14450,34971,131507.0,9100836.0
2018-04-24,14450,14500,14250,14350,19071,130597.0,9100836.0
2018-04-25,14200,14400,14000,14300,22371,130142.0,9100836.0
2018-04-26,14250,14400,14200,14300,13853,130142.0,9100836.0
2018-04-27,14400,14450,14250,14450,13576,131507.0,9100836.0
2018-04-30,14450,14900,14300,14600,77600,132872.0,9100836.0
2018-05-02,14750,15100,14600,14800,95180,134692.0,9100836.0
2018-05-03,14900,14900,13800,14400,51670,131052.0,9100836.0
2018-05-04,14400,14850,14200,14750,51606,134237.0,9100836.0
2018-05-08,14750,14800,14250,14450,45316,131507.0,9100836.0
2018-05-09,14450,14550,13950,14250,31941,129687.0,9100836.0
2018-05-10,14300,14450,14200,14450,8928,131507.0,9100836.0
2018-05-11,14450,14900,14250,14900,28738,135602.0,9100836.0
2018-05-14,15300,19350,15250,19350,2160467,176101.0,9100836.0
2018-05-15,21200,22650,20050,21350,2650247,194303.0,9100836.0
2018-05-16,19700,20850,18350,19100,845911,173826.0,9100836.0
2018-05-17,19150,22600,19000,20650,2693014,187932.0,9100836.0
2018-05-18,21100,21550,20400,21550,610801,196123.0,9100836.0
2018-05-21,21550,22000,21450,22000,304877,200218.0,9100836.0
2018-05-23,21500,22200,21500,21700,182216,197488.0,9100836.0
2018-05-24,22750,22750,19000,20900,253458,190207.0,9100836.0
2018-05-25,16100,17550,15700,16850,796634,153349.0,9100836.0
2018-05-28,19950,21700,19900,21000,600132,191118.0,9100836.0
2018-05-29,20450,20700,18800,19350,380570,176101.0,9100836.0
2018-05-30,19350,19850,18100,18900,270768,172006.0,9100836.0
2018-05-31,18700,19200,18000,18550,160897,168821.0,9100836.0
2018-06-01,18600,18750,17000,17000,362158,154714.0,9100836.0
2018-06-04,17600,17650,16500,16750,363661,152439.0,9100836.0
2018-06-05,16500,18100,16300,17300,376310,157444.0,9100836.0
2018-06-07,17200,18450,16900,17400,359525,158355.0,9100836.0
2018-06-08,17300,17750,17000,17250,147947,156989.0,9100836.0
2018-06-11,17100,18200,17100,18100,176561,164725.0,9100836.0
2018-06-12,18000,19200,17350,18400,493913,167455.0,9100836.0
2018-06-14,20000,22550,19550,20850,2831565,189752.0,9100836.0
2018-06-15,20750,22350,20100,21800,841404,198398.0,9100836.0
2018-06-18,21200,22300,20650,21300,405964,193848.0,9100836.0
2018-06-19,21000,22800,21000,21700,536015,197488.0,9100836.0
2018-06-20,21500,23600,21250,23200,1006402,211139.0,9100836.0
2018-06-21,23200,23850,22300,23050,461014,209774.0,9100836.0
2018-06-22,23050,24450,22900,23850,418740,217055.0,9100836.0
2018-06-25,23850,24600,23100,23400,308540,212960.0,9100836.0
2018-06-26,22850,23550,22450,23400,191847,212960.0,9100836.0
2018-06-27,23050,24250,23050,23900,301031,217510.0,9100836.0
2018-06-28,23900,25350,23700,25000,274085,227521.0,9100836.0
2018-06-29,24950,25600,24700,24750,132741,225246.0,9100836.0
2018-07-02,24700,25000,21100,21200,468072,192938.0,9100836.0
2018-07-03,21600,22600,21300,22350,209545,203404.0,9100836.0
2018-07-04,22100,23000,22100,22950,128149,208864.0,9100836.0
2018-07-05,22600,23250,22550,23050,77285,209774.0,9100836.0
2018-07-06,22950,23900,22950,23700,104391,215690.0,9100836.0
2018-07-09,23700,23750,22650,23300,106716,212049.0,9100836.0
2018-07-10,23300,24100,23250,23450,83720,213415.0,9100836.0
2018-07-11,23400,24500,23400,24400,128982,222060.0,9100836.0
2018-07-12,24100,25500,24100,25200,81065,229341.0,9100836.0
2018-07-13,24950,26800,24950,26200,118073,238442.0,9100836.0
2018-07-16,26500,26950,26000,26000,67189,236622.0,9100836.0
2018-07-17,25900,26300,25350,26050,73556,237077.0,9100836.0
2018-07-18,25600,26150,25500,26000,59040,236622.0,9100836.0
2018-07-19,25600,26000,25200,26000,44427,236622.0,9100836.0
2018-07-20,25650,26500,25600,26100,54242,237532.0,9100836.0
2018-07-23,26400,26400,24650,25150,69352,228886.0,9100836.0
2018-07-24,25200,26200,25000,25900,87812,235712.0,9100836.0
2018-07-25,26300,26300,25200,25700,77982,233891.0,9100836.0
2018-07-26,25800,26350,25600,26000,91534,236622.0,9100836.0
2018-07-27,26450,26450,25650,26100,42074,237532.0,9100836.0
2018-07-30,26250,26800,25900,26800,68248,243902.0,9100836.0
2018-07-31,27000,27150,26750,27100,78801,246633.0,9100836.0
2018-08-01,27000,27300,26800,27000,40334,245723.0,9100836.0
2018-08-02,27000,27300,26600,27050,62743,246178.0,9100836.0
2018-08-03,27050,27150,26600,26950,41232,245268.0,9100836.0
2018-08-06,26950,26950,26150,26150,60409,237987.0,9100836.0
2018-08-07,26150,26450,25700,26450,61813,240717.0,9100836.0
2018-08-08,26450,27150,26400,27150,79667,247088.0,9100836.0
2018-08-09,26900,27700,26850,27500,41043,250273.0,9100836.0
2018-08-10,27900,28050,27550,27800,91508,253003.0,9100836.0
2018-08-13,27750,28250,27200,27600,70160,251183.0,9100836.0
2018-08-14,27600,27600,26950,27300,42068,248453.0,9100836.0
2018-08-16,27500,27800,27050,27500,46950,250273.0,9100836.0
2018-08-17,27900,27900,27400,27550,30317,250728.0,9100836.0
2018-08-20,27550,28350,27550,27950,47884,254368.0,9100836.0
2018-08-21,27900,28400,27700,28350,27812,258009.0,9100836.0
2018-08-22,28100,28500,27800,28000,37465,254823.0,9100836.0
2018-08-23,28150,28200,27800,28100,31629,255733.0,9100836.0
2018-08-24,28350,28900,28000,28750,37824,261649.0,9100836.0
2018-08-27,28150,29100,27750,27850,109899,253458.0,9100836.0
2018-08-28,27950,29350,27950,28750,72455,261649.0,9100836.0
2018-08-29,28750,29300,28650,29150,42179,265289.0,9100836.0
2018-08-30,29150,29600,29000,29500,38601,268475.0,9100836.0
2018-08-31,29500,29700,28550,28850,86721,262559.0,9100836.0
2018-09-03,28650,29200,28600,28850,43547,262559.0,9100836.0
2018-09-04,28850,29100,28450,28950,29229,263469.0,9100836.0
2018-09-05,28850,29200,28700,28750,51311,261649.0,9100836.0
2018-09-06,29500,29500,28700,29150,33893,265289.0,9100836.0
2018-09-07,29200,29800,28600,29250,310111,266199.0,9100836.0
2018-09-10,29400,29550,28550,29350,91165,267110.0,9100836.0
2018-09-11,29100,29200,28400,29000,103795,263924.0,9100836.0
2018-09-12,28950,29200,28300,28700,109627,261194.0,9100836.0
2018-09-13,28600,29150,27800,29000,109595,263924.0,9100836.0
2018-09-14,29300,33800,29300,33400,383492,303968.0,9100836.0
2018-09-17,33900,37800,31800,33600,451171,305788.0,9100836.0
2018-09-18,33300,34950,32800,34100,136981,310339.0,9100836.0
2018-09-19,34100,34800,32500,33700,99234,306698.0,9100836.0
2018-09-20,34300,35500,33800,34800,104136,316709.0,9100836.0
2018-09-21,35000,35950,34250,35750,84888,325355.0,9100836.0
2018-09-27,36000,37350,35650,37200,121196,338551.0,9100836.0
2018-09-28,37200,38700,34400,36700,199238,334001.0,9100836.0
2018-10-01,36700,37000,35400,35950,61028,327175.0,9100836.0
2018-10-02,36150,36150,34200,34200,72341,311249.0,9100836.0
2018-10-04,34950,35550,33650,35550,147710,323535.0,9100836.0
2018-10-05,35100,36000,34650,35800,72274,325810.0,9100836.0
2018-10-08,35400,36500,35050,35350,53790,321715.0,9100836.0
2018-10-10,35350,35450,32500,33600,92588,305788.0,9100836.0
2018-10-11,31700,31700,23550,23650,904859,215235.0,9100836.0
2018-10-12,23150,25650,23150,24550,368934,223426.0,9100836.0
2018-10-15,24800,27350,24800,25900,218864,235712.0,9100836.0
2018-10-16,25700,28150,25700,28100,135022,255733.0,9100836.0
2018-10-17,28450,29500,28250,28900,130132,263014.0,9100836.0
2018-10-18,28200,29200,28200,28500,58612,259374.0,9100836.0
2018-10-19,28600,28700,26250,28400,82192,258464.0,9100836.0
2018-10-22,27800,27800,26600,27350,76765,248908.0,9100836.0
2018-10-23,28000,28050,25650,26000,80522,236622.0,9100836.0
2018-10-24,26000,26450,18200,19300,2550616,175646.0,9100836.0
2018-10-25,18950,19500,18000,18400,709823,167455.0,9100836.0
2018-10-26,19000,19100,15750,16950,967021,154259.0,9100836.0
2018-10-29,16950,17450,15600,15800,413583,143793.0,9100836.0
2018-10-30,15650,17000,15050,16900,382477,153804.0,9100836.0
2018-10-31,17050,17300,16400,16800,251998,152894.0,9100836.0
2018-11-01,17200,17700,16850,16950,265782,154259.0,9100836.0
2018-11-02,17000,18150,17000,17800,341406,161995.0,9100836.0
2018-11-05,17600,17650,16950,17300,183987,157444.0,9100836.0
2018-11-06,17300,17400,16850,17150,124758,156079.0,9100836.0
2018-11-07,17250,17650,15750,16000,285584,145613.0,9100836.0
2018-11-08,16300,16900,16200,16550,214111,150619.0,9100836.0
2018-11-09,16550,16600,15800,16300,145638,148344.0,9100836.0
2018-11-12,16000,16300,15900,15950,85750,145158.0,9100836.0
2018-11-13,15550,16300,15350,16250,107796,147889.0,9100836.0
2018-11-14,16450,16600,16000,16100,88155,146523.0,9100836.0
2018-11-15,16000,16250,15650,16250,103908,147889.0,9100836.0
2018-11-16,16400,16800,16000,16550,144967,150619.0,9100836.0
2018-11-19,16600,17000,16600,16750,163985,152439.0,9100836.0
2018-11-20,16400,16850,16200,16650,97258,151529.0,9100836.0
2018-11-21,16300,16800,16300,16800,73644,152894.0,9100836.0
2018-11-22,17050,17200,16450,16700,87506,151984.0,9100836.0
2018-11-23,16600,17000,16450,16450,104876,149709.0,9100836.0
2018-11-26,16600,16700,15950,15950,147360,145158.0,9100836.0
2018-11-27,16100,16800,15850,16750,109742,152439.0,9100836.0
2018-11-28,16950,17200,16600,16700,77903,151984.0,9100836.0
2018-11-29,16950,17100,16650,16700,77241,151984.0,9100836.0
2018-11-30,16850,16850,16550,16700,47873,151984.0,9100836.0
2018-12-03,17000,17400,16850,17150,110950,156079.0,9100836.0
2018-12-04,17200,18250,17100,17900,163939,162905.0,9100836.0
2018-12-05,17750,18350,17500,18000,124817,163815.0,9100836.0
2018-12-06,17900,17950,17000,17250,98556,156989.0,9100836.0
2018-12-07,17300,17700,17250,17500,70006,159265.0,9100836.0
2018-12-10,17150,17200,16500,16650,73449,151529.0,9100836.0
2018-12-11,16950,16950,16350,16500,49438,150164.0,9100836.0
2018-12-12,16400,16750,16300,16550,42402,150619.0,9100836.0
2018-12-13,16550,16950,16450,16950,34678,154259.0,9100836.0
2018-12-14,16950,17400,16500,16650,40467,151529.0,9100836.0
2018-12-17,16500,16600,15750,15950,162000,145158.0,9100836.0
2018-12-18,15600,16050,15600,15900,46379,144703.0,9100836.0
2018-12-19,15900,16000,15550,15950,53298,145158.0,9100836.0
2018-12-20,15950,16400,15800,16050,58731,146068.0,9100836.0
2018-12-21,16050,16300,15900,16050,41841,146068.0,9100836.0
2018-12-24,16050,16800,16000,16600,81741,151074.0,9100836.0
2018-12-26,16300,16550,16050,16250,64343,147889.0,9100836.0
2018-12-27,16250,16550,16000,16100,55221,146523.0,9100836.0
2018-12-28,16100,16300,15900,16000,41649,145613.0,9100836.0
2019-01-02,16200,16300,15500,15700,54117,142883.0,9100836.0
2019-01-03,15800,15950,15500,15700,50571,142883.0,9100836.0
2019-01-04,15550,15700,15200,15450,94858,140608.0,9100836.0
2019-01-07,15700,15750,15450,15500,64969,141063.0,9100836.0
2019-01-08,15650,17150,15550,16950,350912,154259.0,9100836.0
2019-01-09,17000,17300,16800,17050,102470,155169.0,9100836.0
2019-01-10,17250,17250,16600,17000,82435,154714.0,9100836.0
2019-01-11,17150,19400,16850,18950,619225,172461.0,9100836.0
2019-01-14,19350,19900,18800,19500,200591,177466.0,9100836.0
2019-01-15,19900,19950,19100,19500,149421,177466.0,9100836.0
2019-01-16,19500,19800,18900,19300,150731,175646.0,9100836.0
2019-01-17,19350,19600,18500,18700,89773,170186.0,9100836.0
2019-01-18,18550,19150,18400,18800,49579,171096.0,9100836.0
2019-01-21,19000,19000,17900,17900,90720,162905.0,9100836.0
2019-01-22,18000,18400,17650,17950,60386,163360.0,9100836.0
2019-01-23,18000,18400,17500,18300,84409,166545.0,9100836.0
2019-01-24,18450,19000,18000,18350,88299,167000.0,9100836.0
2019-01-25,18350,18450,18050,18150,48496,165180.0,9100836.0
2019-01-28,18250,18400,17800,17950,45011,163360.0,9100836.0
2019-01-29,17950,18050,17250,17400,78622,158355.0,9100836.0
2019-01-30,17450,17850,17250,17500,71615,159265.0,9100836.0
2019-01-31,17700,18000,17400,18000,40950,163815.0,9100836.0
2019-02-01,18000,19000,17850,18600,150582,169276.0,9100836.0
2019-02-07,19000,19000,18350,18550,114544,168821.0,9100836.0
2019-02-08,18500,18750,18300,18700,51917,170186.0,9100836.0
2019-02-11,18800,18800,17650,17900,104643,162905.0,9100836.0
2019-02-12,17800,18000,17650,18000,50190,163815.0,9100836.0
2019-02-13,18150,18200,17600,17950,65590,163360.0,9100836.0
2019-02-14,17950,18050,17400,17700,49537,161085.0,9100836.0
2019-02-15,17600,17800,17250,17600,54070,160175.0,9100836.0
2019-02-18,17550,17650,17100,17600,41041,160175.0,9100836.0
2019-02-19,17600,18050,17400,17950,58301,163360.0,9100836.0
2019-02-20,17900,18050,17550,17600,69416,160175.0,9100836.0
2019-02-21,17600,17750,17300,17500,57813,159265.0,9100836.0
2019-02-22,17400,17650,17250,17450,45525,158810.0,9100836.0
2019-02-25,17600,17650,17250,17350,46508,157900.0,9100836.0
2019-02-26,17350,17750,17300,17350,54702,157900.0,9100836.0
2019-02-27,17400,17650,17250,17450,55754,158810.0,9100836.0
2019-02-28,17400,17450,15700,15900,162866,144703.0,9100836.0
2019-03-04,15500,15700,15000,15250,225596,138788.0,9100836.0
2019-03-05,15250,15600,15100,15550,96221,141518.0,9100836.0
2019-03-06,15600,15600,15200,15300,75363,139243.0,9100836.0
2019-03-07,15350,15400,14700,14950,92611,136057.0,9100836.0
2019-03-08,14750,14950,14550,14700,50724,133782.0,9100836.0
2019-03-11,14650,14800,14400,14750,46873,134237.0,9100836.0
2019-03-12,14850,15050,14650,15000,54924,136513.0,9100836.0
2019-03-13,15000,15000,14800,14850,20219,135147.0,9100836.0
2019-03-14,14850,15300,14750,15100,72101,137423.0,9100836.0
2019-03-15,15100,15200,14600,14750,83508,134237.0,9100836.0
2019-03-18,14950,15200,14800,15200,49348,138333.0,9100836.0
2019-03-19,15250,15450,15050,15150,35361,137878.0,9100836.0
2019-03-20,15150,15350,14800,15000,40883,136513.0,9100836.0
2019-03-21,14950,15000,14700,14700,32499,133782.0,9100836.0
2019-03-22,14750,14850,14450,14500,62584,131962.0,9100836.0
2019-03-25,14350,14350,13450,14100,101428,128322.0,9100836.0
2019-03-26,13950,14300,13950,14300,35467,130142.0,9100836.0
2019-03-27,14250,14350,13850,13900,40032,126502.0,9100836.0
2019-03-28,13800,14100,13650,13900,66948,126502.0,9100836.0
2019-03-29,13800,14250,13750,14150,68974,128777.0,9100836.0
2019-04-01,14500,14500,14200,14350,42688,130597.0,9100836.0
2019-04-02,14500,14550,14250,14450,30019,131507.0,9100836.0
2019-04-03,14450,14700,14250,14500,34992,131962.0,9100836.0
2019-04-04,14600,14600,14350,14500,26578,131962.0,9100836.0
2019-04-05,14500,14800,14450,14650,27544,133327.0,9100836.0
2019-04-08,14600,14650,14400,14450,33141,131507.0,9100836.0
2019-04-09,14500,14600,14350,14500,24013,131962.0,9100836.0
2019-04-10,14600,14900,14550,14850,44441,135147.0,9100836.0
2019-04-11,15000,15000,14700,14900,34126,135602.0,9100836.0
2019-04-12,14850,15050,14600,14750,52003,134237.0,9100836.0
2019-04-15,14900,15100,14700,15100,77850,137423.0,9100836.0
2019-04-16,15100,15150,14800,15100,39306,137423.0,9100836.0
2019-04-17,15150,15150,14950,14950,36691,136057.0,9100836.0
2019-04-18,14950,15050,14650,14750,48781,134237.0,9100836.0
2019-04-19,14750,14950,14700,14750,20873,134237.0,9100836.0
2019-04-22,14750,15050,14750,14900,34431,135602.0,9100836.0
2019-04-23,15000,15000,14750,14950,29033,136057.0,9100836.0
2019-04-24,14900,15800,14900,15200,174934,138333.0,9100836.0
2019-04-25,15250,15300,14850,14850,49834,135147.0,9100836.0
2019-04-26,14800,15000,14450,14600,50822,132872.0,9100836.0
2019-04-29,14550,14700,14400,14550,28360,132417.0,9100836.0
2019-04-30,14500,14650,14150,14300,52026,130142.0,9100836.0
2019-05-02,14350,14650,14150,14500,36907,131962.0,9100836.0
2019-05-03,14350,14550,14300,14500,16238,131962.0,9100836.0
2019-05-07,14250,14500,14250,14400,21024,131052.0,9100836.0
2019-05-08,14350,14550,14200,14450,28973,131507.0,9100836.0
2019-05-09,14300,14500,13800,13900,72372,126502.0,9100836.0
2019-05-10,14100,14100,13500,13700,54087,124681.0,9100836.0
2019-05-13,13500,13650,13150,13300,44162,121041.0,9100836.0
2019-05-14,13000,13450,12950,13350,57002,121496.0,9100836.0
2019-05-15,13300,13450,13150,13350,31398,121496.0,9100836.0
2019-05-16,13550,14050,13550,13750,48295,125136.0,9100836.0
2019-05-17,13750,14050,13650,13750,28891,125136.0,9100836.0
2019-05-20,13750,14050,13550,13700,36540,124681.0,9100836.0
2019-05-21,13850,14250,13800,14100,49556,128322.0,9100836.0
2019-05-22,14100,14600,13900,14600,54522,132872.0,9100836.0
2019-05-23,14500,14600,14150,14400,33193,131052.0,9100836.0
2019-05-24,14200,14450,13900,13950,47096,126957.0,9100836.0
2019-05-27,14050,14100,13700,13950,21174,126957.0,9100836.0
2019-05-28,13850,14200,13850,14150,17985,128777.0,9100836.0
2019-05-29,14050,14150,13850,14000,24234,127412.0,9100836.0
2019-05-30,13900,14050,13600,13900,26435,126502.0,9100836.0
2019-05-31,13800,14200,13800,14100,19629,128322.0,9100836.0
2019-06-03,13900,14350,13850,14050,40215,127867.0,9100836.0
2019-06-04,13950,14250,13800,13950,27901,126957.0,9100836.0
2019-06-05,14000,14150,13900,13950,33321,126957.0,9100836.0
2019-06-07,13950,14200,13950,14200,32719,129232.0,9100836.0
2019-06-10,14250,14450,14200,14400,40075,131052.0,9100836.0
2019-06-11,14450,14550,14300,14450,28445,131507.0,9100836.0
2019-06-12,14550,14850,14400,14650,64250,133327.0,9100836.0
2019-06-13,14700,14700,14350,14500,25867,131962.0,9100836.0
2019-06-14,14600,14600,14350,14400,23103,131052.0,9100836.0
2019-06-17,14400,14500,14100,14200,36151,129232.0,9100836.0
2019-06-18,14150,14250,14050,14100,21928,128322.0,9100836.0
2019-06-19,14300,14500,14100,14500,30475,131962.0,9100836.0
2019-06-20,14500,14550,14250,14450,21700,131507.0,9100836.0
2019-06-21,14450,14500,14100,14150,29758,128777.0,9100836.0
2019-06-24,14350,14400,14200,14300,29065,130142.0,9100836.0
2019-06-25,14300,14400,13950,14100,33313,128322.0,9100836.0
2019-06-26,14050,14150,13850,14000,29616,127412.0,9100836.0
2019-06-27,14000,14050,13800,14000,20520,127412.0,9100836.0
2019-06-28,13950,13950,13700,13800,30216,125592.0,9100836.0
2019-07-01,14150,14200,13950,14000,28576,127412.0,9100836.0
2019-07-02,13850,14100,13800,13900,34306,126502.0,9100836.0
2019-07-03,13800,13950,13650,13800,39441,125592.0,9100836.0
2019-07-04,13700,13900,13700,13800,22403,125592.0,9100836.0
2019-07-05,13700,13950,13700,13750,13662,125136.0,9100836.0
2019-07-08,13700,13700,13100,13150,68693,119676.0,9100836.0
2019-07-09,13100,13400,12850,12900,63029,117401.0,9100836.0
2019-07-10,12850,13150,12850,13000,25921,118311.0,9100836.0
2019-07-11,12900,13300,12900,13300,23307,121041.0,9100836.0
2019-07-12,13150,13350,13150,13300,8741,121041.0,9100836.0
2019-07-15,13250,13400,13050,13100,19135,119221.0,9100836.0
2019-07-16,13000,13200,13000,13100,14349,119221.0,9100836.0
2019-07-17,13150,13200,12850,12950,47831,117856.0,9100836.0
2019-07-18,12900,13000,12800,12950,18047,117856.0,9100836.0
2019-07-19,12900,13050,12850,13050,22889,118766.0,9100836.0
2019-07-22,13000,13050,12750,12900,24496,117401.0,9100836.0
2019-07-23,12800,12950,12800,12900,15188,117401.0,9100836.0
2019-07-24,12800,13050,12650,12800,28603,116491.0,9100836.0
2019-07-25,12600,12800,12150,12450,50121,113305.0,9100836.0
2019-07-26,12250,12450,12000,12200,34920,111030.0,9100836.0
2019-07-29,12050,12150,11600,11600,73411,105570.0,9100836.0
2019-07-30,11450,11850,11450,11750,25948,106935.0,9100836.0
2019-07-31,11650,11850,11350,11750,26426,106935.0,9100836.0
2019-08-01,11750,11800,11500,11500,9774,104660.0,9100836.0
2019-08-02,11250,11550,11200,11450,20659,104205.0,9100836.0
2019-08-05,11300,11450,10300,10350,116937,94194.0,9100836.0
2019-08-06,9770,10300,9770,9950,110318,90553.0,9100836.0
2019-08-07,9950,10450,9950,10200,42379,92829.0,9100836.0
2019-08-08,10250,10900,10250,10900,39587,99199.0,9100836.0
2019-08-09,10900,11200,10800,10850,20653,98744.0,9100836.0
2019-08-12,10750,11150,10750,11050,25743,100564.0,9100836.0
2019-08-13,10900,11550,10800,11550,27401,105115.0,9100836.0
2019-08-14,11750,11750,11250,11500,16142,104660.0,9100836.0
2019-08-16,11150,11400,10950,11250,28469,102384.0,9100836.0
2019-08-19,11150,12050,11150,11900,72790,108300.0,9100836.0
2019-08-20,11850,12000,11700,11950,19809,108755.0,9100836.0
2019-08-21,11950,12050,11700,12050,20642,109665.0,9100836.0
2019-08-22,12050,12100,11900,12000,10227,109210.0,9100836.0
2019-08-23,11900,11900,11600,11700,17188,106480.0,9100836.0
2019-08-26,11350,11500,11200,11250,18920,102384.0,9100836.0
2019-08-27,11500,11600,11150,11250,14349,102384.0,9100836.0
2019-08-28,11400,11500,11150,11350,7469,103294.0,9100836.0
2019-08-29,11500,11550,11000,11300,11500,102839.0,9100836.0
2019-08-30,11500,11600,11300,11500,17081,104660.0,9100836.0
2019-09-02,11500,11600,11300,11550,11324,105115.0,9100836.0
2019-09-03,11550,11700,11450,11500,8791,104660.0,9100836.0
2019-09-04,11650,11750,11400,11750,13416,106935.0,9100836.0
2019-09-05,11800,12100,11650,11950,23549,108755.0,9100836.0
2019-09-06,12050,12050,11650,11950,8651,108755.0,9100836.0
2019-09-09,12000,12000,11750,11750,9920,106935.0,9100836.0
2019-09-10,11800,12200,11800,12100,19179,110120.0,9100836.0
2019-09-11,12150,12300,12000,12100,18450,110120.0,9100836.0
2019-09-16,12400,12650,12200,12500,20810,113760.0,9100836.0
2019-09-17,13050,13400,12700,12850,70901,116946.0,9100836.0
2019-09-18,13050,13600,12750,12850,116916,116946.0,9100836.0
2019-09-19,12950,14100,12850,13400,233249,121951.0,9100836.0
2019-09-20,13300,13700,13100,13500,79378,122861.0,9100836.0
2019-09-23,13300,13400,13000,13200,67056,120131.0,9100836.0
2019-09-24,13800,13900,13150,13250,142135,120586.0,9100836.0
2019-09-25,13400,14850,13100,14700,692514,133782.0,9100836.0
2019-09-26,15500,16400,14600,15300,1289952,139243.0,9100836.0
2019-09-27,16050,16800,15150,16500,1231994,150164.0,9100836.0
2019-09-30,16800,17900,15750,15750,2163587,143338.0,9100836.0
2019-10-01,15000,15100,14250,14350,548395,130597.0,9100836.0
2019-10-02,15000,15300,13750,14600,687397,132872.0,9100836.0
2019-10-04,14300,15100,13600,13800,552851,125592.0,9100836.0
2019-10-07,13300,13400,12350,12350,436924,112395.0,9100836.0
