삼정펄프(009770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-12-18,19260,19388,19260,19390,45,48448.0,1280000.0
2009-12-21,19107,19260,19107,19237,60,48064.0,1280000.0
2009-12-22,19286,20439,19286,20440,800,51072.0,1280000.0
2009-12-23,19824,20311,19773,20312,190,50752.0,1280000.0
2009-12-24,19952,20080,19952,20082,550,50176.0,1280000.0
2009-12-28,19773,20132,19748,20133,176,50304.0,1280000.0
2009-12-29,19748,20029,19748,20030,20,50048.0,1280000.0
2009-12-30,19620,20234,19516,20235,230,50560.0,1280000.0
2010-01-04,19978,20208,19927,20158,290,50368.0,1280000.0
2010-01-05,0,0,0,19979,0,49920.0,1280000.0
2010-01-06,20234,20234,19927,20235,1830,50560.0,1280000.0
2010-01-07,20439,20439,19978,20286,71,50688.0,1280000.0
2010-01-08,20004,20285,20004,20286,70,50688.0,1280000.0
2010-01-11,20490,20490,20080,20414,190,51008.0,1280000.0
2010-01-12,20439,20439,20080,20440,110,51072.0,1280000.0
2010-01-13,20413,20413,20413,20414,10,51008.0,1280000.0
2010-01-14,20490,20490,20080,20312,220,50752.0,1280000.0
2010-01-15,20439,20439,19594,19800,436,49472.0,1280000.0
2010-01-18,19619,19722,19235,19442,809,48576.0,1280000.0
2010-01-19,19722,19722,19209,19442,190,48576.0,1280000.0
2010-01-20,19311,19645,18902,19083,617,47680.0,1280000.0
2010-01-21,19260,19260,18902,19058,220,47616.0,1280000.0
2010-01-22,19107,19107,19056,19058,70,47616.0,1280000.0
2010-01-25,18492,18928,18492,18929,230,47296.0,1280000.0
2010-01-26,18902,18902,18902,18903,120,47232.0,1280000.0
2010-01-27,18851,18851,18544,18545,330,46336.0,1280000.0
2010-01-28,18800,18800,18518,18647,400,46592.0,1280000.0
2010-01-29,18441,19286,18441,18724,430,46784.0,1280000.0
2010-02-01,18723,19568,18723,19570,200,48896.0,1280000.0
2010-02-02,19568,19671,19568,19672,100,49152.0,1280000.0
2010-02-03,19671,19671,19158,19262,120,48128.0,1280000.0
2010-02-04,19414,19414,19414,19416,10,48512.0,1280000.0
2010-02-05,18979,19312,18979,19314,50,48256.0,1280000.0
2010-02-08,19209,19260,18953,18981,130,47424.0,1280000.0
2010-02-09,19183,19183,18953,18954,40,47360.0,1280000.0
2010-02-10,19184,19184,18953,19186,280,47936.0,1280000.0
2010-02-11,19056,19056,19056,19058,20,47616.0,1280000.0
2010-02-12,18953,19158,18953,19160,80,47872.0,1280000.0
2010-02-16,19209,19209,19158,19160,70,47872.0,1280000.0
2010-02-17,19158,19158,18953,19160,50,47872.0,1280000.0
2010-02-18,19312,19312,19312,19314,10,48256.0,1280000.0
2010-02-19,0,0,0,19262,0,48128.0,1280000.0
2010-02-22,19183,19209,18979,19211,130,48000.0,1280000.0
2010-02-23,19209,19312,19209,19314,150,48256.0,1280000.0
2010-02-24,19056,19440,18953,19262,1660,48128.0,1280000.0
2010-02-25,19260,19260,19260,19262,600,48128.0,1280000.0
2010-02-26,19260,19465,19260,19467,293,48640.0,1280000.0
2010-03-02,19465,19465,19056,19160,650,47872.0,1280000.0
2010-03-03,19158,19209,19081,19160,680,47872.0,1280000.0
2010-03-04,19184,19184,19158,19186,280,47936.0,1280000.0
2010-03-05,19209,19209,19209,19211,10,48000.0,1280000.0
2010-03-08,19363,19465,19209,19211,320,48000.0,1280000.0
2010-03-09,19337,19363,19209,19365,213,48384.0,1280000.0
2010-03-10,19465,20439,19465,20440,300,51072.0,1280000.0
2010-03-11,20029,20439,20029,20440,370,51072.0,1280000.0
2010-03-12,20362,20362,19850,19851,150,49600.0,1280000.0
2010-03-15,19543,19543,19388,19390,115,48448.0,1280000.0
2010-03-16,19465,19978,19465,19723,369,49280.0,1280000.0
2010-03-17,19850,19850,19671,19774,810,49408.0,1280000.0
2010-03-18,19722,19722,19722,19723,130,49280.0,1280000.0
2010-03-19,19696,20439,19696,20363,980,50880.0,1280000.0
2010-03-22,19901,20311,19901,20235,270,50560.0,1280000.0
2010-03-23,20311,20311,19978,20210,140,50496.0,1280000.0
2010-03-24,19901,19901,19594,19621,213,49024.0,1280000.0
2010-03-25,19799,19799,19286,19339,426,48320.0,1280000.0
2010-03-26,19337,22207,19337,19467,2597,48640.0,1280000.0
2010-03-29,19620,21412,19568,21337,3845,53312.0,1280000.0
2010-03-30,20516,21515,20234,20491,1389,51200.0,1280000.0
2010-03-31,20336,21054,20029,20466,1489,51136.0,1280000.0
2010-04-01,20490,22027,20464,21106,3865,52736.0,1280000.0
2010-04-02,21823,21823,20106,20491,1955,51200.0,1280000.0
2010-04-05,20490,21208,20132,21106,2845,52736.0,1280000.0
2010-04-06,21361,21976,20952,21516,6580,53760.0,1280000.0
2010-04-07,21515,21566,20004,20286,2906,50688.0,1280000.0
2010-04-08,21412,21412,20183,20312,1730,50752.0,1280000.0
2010-04-09,20618,21156,20285,21157,5770,52864.0,1280000.0
2010-04-12,21208,21515,20592,20901,1300,52224.0,1280000.0
2010-04-13,21208,21208,20592,20850,880,52096.0,1280000.0
2010-04-14,20977,21080,20029,20082,1144,50176.0,1280000.0
2010-04-15,20439,20439,19722,20107,1819,50240.0,1280000.0
2010-04-16,20106,20952,20106,20952,1260,52352.0,1280000.0
2010-04-19,21003,21156,20567,20722,642,51776.0,1280000.0
2010-04-20,19799,21182,19799,20747,1078,51840.0,1280000.0
2010-04-21,20798,21259,20490,20619,1230,51520.0,1280000.0
2010-04-22,20490,20490,20464,20466,590,51136.0,1280000.0
2010-04-23,20644,20644,20157,20158,160,50368.0,1280000.0
2010-04-26,20004,20208,19824,20056,640,50112.0,1280000.0
2010-04-27,20208,20208,19620,19723,712,49280.0,1280000.0
2010-04-28,19722,19722,19465,19467,570,48640.0,1280000.0
2010-04-29,19363,19363,19286,19314,852,48256.0,1280000.0
2010-04-30,19440,19568,19056,19570,1561,48896.0,1280000.0
2010-05-03,19568,20952,19209,20952,460,52352.0,1280000.0
2010-05-04,20285,20285,19850,20133,655,50304.0,1280000.0
2010-05-06,19465,19824,19465,19518,160,48768.0,1280000.0
2010-05-07,19337,20849,18800,20798,681,51968.0,1280000.0
2010-05-10,20055,20336,19594,19877,502,49664.0,1280000.0
2010-05-11,19875,20131,19594,19595,1724,48960.0,1280000.0
2010-05-12,19465,19876,19465,19877,120,49664.0,1280000.0
2010-05-13,19645,19876,19594,19877,200,49664.0,1280000.0
2010-05-14,19824,20080,19722,20082,630,50176.0,1280000.0
2010-05-17,20490,20669,19568,19928,1600,49792.0,1280000.0
2010-05-18,19876,20490,19876,20082,412,50176.0,1280000.0
2010-05-19,20029,20336,19850,20286,170,50688.0,1280000.0
2010-05-20,20490,20490,19516,19518,654,48768.0,1280000.0
2010-05-24,19594,19927,19388,19467,290,48640.0,1280000.0
2010-05-25,19465,19543,17929,18186,960,45440.0,1280000.0
2010-05-26,18441,18441,18185,18340,490,45824.0,1280000.0
2010-05-27,18441,19414,18441,19365,572,48384.0,1280000.0
2010-05-28,19132,19414,19132,19134,1156,47808.0,1280000.0
2010-05-31,19568,21976,19568,21003,2633,52480.0,1280000.0
2010-06-01,21515,21515,20490,20491,217,51200.0,1280000.0
2010-06-03,20183,20747,20183,20747,1580,51840.0,1280000.0
2010-06-04,20900,20900,20644,20773,80,51904.0,1280000.0
2010-06-07,20285,20592,19978,20286,720,50688.0,1280000.0
2010-06-08,20208,20490,20080,20491,520,51200.0,1280000.0
2010-06-09,20311,20311,20157,20312,460,50752.0,1280000.0
2010-06-10,20439,20644,20439,20645,550,51584.0,1280000.0
2010-06-11,20490,20747,20004,20107,533,50240.0,1280000.0
2010-06-14,20285,20285,20285,20286,10,50688.0,1280000.0
2010-06-15,20439,20439,19952,20338,350,50816.0,1280000.0
2010-06-16,20106,21003,19952,20747,2107,51840.0,1280000.0
2010-06-17,20696,21080,20388,21080,7620,52672.0,1280000.0
2010-06-18,20824,21515,20747,21003,1813,52480.0,1280000.0
2010-06-21,21387,21387,20772,21003,3370,52480.0,1280000.0
2010-06-22,20490,21105,20490,21080,361,52672.0,1280000.0
2010-06-23,20951,21515,20951,21439,5210,53568.0,1280000.0
2010-06-24,21284,21592,20900,21516,990,53760.0,1280000.0
2010-06-25,21208,21515,20952,21516,1501,53760.0,1280000.0
2010-06-28,21668,21719,21361,21670,310,54144.0,1280000.0
2010-06-29,21643,21694,21259,21695,1060,54208.0,1280000.0
2010-06-30,21515,22540,21131,22541,2670,56320.0,1280000.0
2010-07-01,22130,22540,22028,22541,440,56320.0,1280000.0
2010-07-02,22642,22642,22104,22361,350,55872.0,1280000.0
2010-07-05,21668,22130,21515,22130,580,55296.0,1280000.0
2010-07-06,22130,22130,20490,20491,961,51200.0,1280000.0
2010-07-07,20644,20824,19671,19672,6751,49152.0,1280000.0
2010-07-08,19824,20106,19696,19954,487,49856.0,1280000.0
2010-07-09,19978,20388,19876,20389,714,50944.0,1280000.0
2010-07-12,20362,20362,19927,20235,2522,50560.0,1280000.0
2010-07-13,20234,20285,20234,20261,580,50624.0,1280000.0
2010-07-14,20260,20260,20004,20056,752,50112.0,1280000.0
2010-07-15,19978,20055,19876,19877,805,49664.0,1280000.0
2010-07-16,19876,19978,19722,19826,1011,49536.0,1280000.0
2010-07-19,19722,19722,19594,19595,150,48960.0,1280000.0
2010-07-20,19722,19722,19388,19544,1320,48832.0,1280000.0
2010-07-21,19543,19568,19312,19544,360,48832.0,1280000.0
2010-07-22,19286,20080,19286,19851,790,49600.0,1280000.0
2010-07-23,19978,20490,19978,20286,4080,50688.0,1280000.0
2010-07-26,20285,20285,20285,20286,30,50688.0,1280000.0
2010-07-27,19978,20490,19952,20466,1060,51136.0,1280000.0
2010-07-28,20439,20464,20388,20389,1010,50944.0,1280000.0
2010-07-29,19901,20490,19876,20466,4650,51136.0,1280000.0
2010-07-30,20464,20747,20464,20491,2410,51200.0,1280000.0
2010-08-02,19901,20285,19620,20082,1560,50176.0,1280000.0
2010-08-03,20080,20644,20080,20645,450,51584.0,1280000.0
2010-08-04,20208,20208,20132,20158,275,50368.0,1280000.0
2010-08-05,20157,20183,20157,20158,304,50368.0,1280000.0
2010-08-06,20157,20157,20055,20158,1251,50368.0,1280000.0
2010-08-09,19901,20080,19901,20082,210,50176.0,1280000.0
2010-08-10,19927,20464,19927,20466,851,51136.0,1280000.0
2010-08-11,20413,20413,20413,20414,0,51008.0,1280000.0
2010-08-12,0,0,0,20389,0,50944.0,1280000.0
2010-08-13,20080,20080,20080,20082,241,50176.0,1280000.0
2010-08-16,20388,20388,20362,20389,90,50944.0,1280000.0
2010-08-17,20132,20311,20132,20312,941,50752.0,1280000.0
2010-08-18,0,0,0,20312,0,50752.0,1280000.0
2010-08-19,20490,20490,20490,20491,10,51200.0,1280000.0
2010-08-20,19978,21105,19978,20542,140,51328.0,1280000.0
2010-08-23,20721,20721,19978,20005,610,49984.0,1280000.0
2010-08-24,20004,20183,20004,20184,240,50432.0,1280000.0
2010-08-25,20029,20260,19978,20261,80,50624.0,1280000.0
2010-08-26,19799,20183,19799,20184,60,50432.0,1280000.0
2010-08-27,20183,20183,19927,20133,41,50304.0,1280000.0
2010-08-30,19722,20132,19722,20133,950,50304.0,1280000.0
2010-08-31,20234,20234,20234,20235,150,50560.0,1280000.0
2010-09-01,20208,20208,20208,20210,11,50496.0,1280000.0
2010-09-02,19799,20029,19671,19723,409,49280.0,1280000.0
2010-09-03,19543,20106,19543,20107,433,50240.0,1280000.0
2010-09-06,19235,19748,19235,19723,650,49280.0,1280000.0
2010-09-07,19543,19594,19543,19544,296,48832.0,1280000.0
2010-09-08,19491,19516,19491,19518,41,48768.0,1280000.0
2010-09-09,19516,19516,19516,19518,160,48768.0,1280000.0
2010-09-10,19516,19516,19414,19467,411,48640.0,1280000.0
2010-09-13,19388,19491,19286,19493,1530,48704.0,1280000.0
2010-09-14,19516,19516,19184,19186,641,47936.0,1280000.0
2010-09-15,19184,19543,19081,19518,731,48768.0,1280000.0
2010-09-16,19850,19927,19465,19570,860,48896.0,1280000.0
2010-09-17,19337,20106,19337,20107,840,50240.0,1280000.0
2010-09-20,0,0,0,20107,0,50240.0,1280000.0
2010-09-24,0,0,0,20030,0,50048.0,1280000.0
2010-09-27,19876,19876,19773,19774,900,49408.0,1280000.0
2010-09-28,19773,19876,19645,19646,110,49088.0,1280000.0
2010-09-29,19799,19799,19645,19646,70,49088.0,1280000.0
2010-09-30,19543,19952,19388,19954,400,49856.0,1280000.0
2010-10-01,0,0,0,19902,0,49728.0,1280000.0
2010-10-04,19773,19773,19773,19774,62,49408.0,1280000.0
2010-10-05,19748,20055,19414,20056,480,50112.0,1280000.0
2010-10-06,20106,20183,20106,20184,253,50432.0,1280000.0
2010-10-07,19978,20183,19978,20184,571,50432.0,1280000.0
2010-10-08,19850,19850,19850,19851,10,49600.0,1280000.0
2010-10-11,20285,20285,20285,20286,60,50688.0,1280000.0
2010-10-12,19901,20208,19824,20210,318,50496.0,1280000.0
2010-10-13,19824,21822,19824,20466,550,51136.0,1280000.0
2010-10-14,20669,20696,20669,20696,30,51712.0,1280000.0
2010-10-15,20208,20464,19465,19570,5330,48896.0,1280000.0
2010-10-18,19824,20413,19824,20338,4650,50816.0,1280000.0
2010-10-19,20336,20644,20285,20338,4260,50816.0,1280000.0
2010-10-20,19696,21438,19696,21439,2900,53568.0,1280000.0
2010-10-21,21387,21668,20490,21644,6260,54080.0,1280000.0
2010-10-22,21643,21874,21464,21644,2451,54080.0,1280000.0
2010-10-25,21592,21643,20439,20952,9200,52352.0,1280000.0
2010-10-26,23052,23308,20952,21003,28370,52480.0,1280000.0
2010-10-27,21182,21182,20490,20747,6901,51840.0,1280000.0
2010-10-28,20336,21131,20336,21106,3390,52736.0,1280000.0
2010-10-29,20798,20977,20464,20952,6542,52352.0,1280000.0
2010-11-01,21131,21131,20618,20952,611,52352.0,1280000.0
2010-11-02,20798,20952,20388,20491,2606,51200.0,1280000.0
2010-11-03,20439,20696,20285,20338,760,50816.0,1280000.0
2010-11-04,20388,20388,20029,20133,910,50304.0,1280000.0
2010-11-05,20132,20260,20080,20235,1470,50560.0,1280000.0
2010-11-08,20055,20208,19799,19851,1120,49600.0,1280000.0
2010-11-09,19876,19927,19850,19928,370,49792.0,1280000.0
2010-11-10,19901,19927,19722,19774,900,49408.0,1280000.0
2010-11-11,19773,19901,19722,19774,950,49408.0,1280000.0
2010-11-12,19722,19747,19158,19186,2418,47936.0,1280000.0
2010-11-15,19388,19440,19158,19237,904,48064.0,1280000.0
2010-11-16,19388,19978,19260,19749,1315,49344.0,1280000.0
2010-11-17,19952,19978,19952,19954,185,49856.0,1280000.0
2010-11-18,20055,20055,19927,19979,220,49920.0,1280000.0
2010-11-19,20029,20029,19876,19877,78,49664.0,1280000.0
2010-11-22,19773,19824,19491,19800,360,49472.0,1280000.0
2010-11-23,19465,19748,19465,19698,170,49216.0,1280000.0
2010-11-24,19286,19440,19209,19237,790,48064.0,1280000.0
2010-11-25,19184,19363,19184,19365,200,48384.0,1280000.0
2010-11-26,19363,19363,18902,19134,570,47808.0,1280000.0
2010-11-29,18979,19055,18697,18954,350,47360.0,1280000.0
2010-11-30,19081,19184,19081,19186,380,47936.0,1280000.0
2010-12-01,19184,19184,18800,19109,165,47744.0,1280000.0
2010-12-02,19081,19465,19030,19467,680,48640.0,1280000.0
2010-12-03,19235,19235,19081,19083,710,47680.0,1280000.0
2010-12-06,19030,19620,19004,19237,700,48064.0,1280000.0
2010-12-07,19158,19388,19158,19390,240,48448.0,1280000.0
2010-12-08,19132,19440,18953,19442,736,48576.0,1280000.0
2010-12-09,19235,19440,19235,19442,190,48576.0,1280000.0
2010-12-10,19209,19414,19209,19416,20,48512.0,1280000.0
2010-12-13,19337,19414,19312,19416,130,48512.0,1280000.0
2010-12-14,19209,20413,19209,20261,870,50624.0,1280000.0
2010-12-15,20234,20234,19773,20210,100,50496.0,1280000.0
2010-12-16,19645,20208,19645,20210,591,50496.0,1280000.0
2010-12-17,20157,20157,20106,20107,80,50240.0,1280000.0
2010-12-20,19978,20260,19824,20261,571,50624.0,1280000.0
2010-12-21,19978,20208,19978,20210,80,50496.0,1280000.0
2010-12-22,20183,20413,20183,20414,1414,51008.0,1280000.0
2010-12-23,20413,21105,20080,21106,470,52736.0,1280000.0
2010-12-24,20413,21080,20285,21003,2840,52480.0,1280000.0
2010-12-27,21003,21003,20824,20978,442,52416.0,1280000.0
2010-12-28,20977,22488,20977,21106,4600,52736.0,1280000.0
2010-12-29,20900,22028,20900,21414,630,53504.0,1280000.0
2010-12-30,21028,24588,21028,23053,6500,57600.0,1280000.0
2011-01-03,22412,23052,21336,23053,800,57600.0,1280000.0
2011-01-04,22540,22540,22412,22413,37,56000.0,1280000.0
2011-01-05,22309,22309,21003,22079,380,55168.0,1280000.0
2011-01-06,22028,22028,21515,21516,690,53760.0,1280000.0
2011-01-07,21515,21540,21464,21516,230,53760.0,1280000.0
2011-01-10,21515,21515,21412,21516,320,53760.0,1280000.0
2011-01-11,21925,21925,21489,21490,134,53696.0,1280000.0
2011-01-12,21515,21515,21156,21490,100,53696.0,1280000.0
2011-01-13,21771,24281,21080,23796,1180,59456.0,1280000.0
2011-01-14,22668,24025,21028,24026,5890,60032.0,1280000.0
2011-01-17,22872,24076,22847,24078,530,60160.0,1280000.0
2011-01-18,24025,24768,22924,24770,1490,61888.0,1280000.0
2011-01-19,23641,24486,23641,24487,360,61184.0,1280000.0
2011-01-20,24793,24793,23974,24487,452,61184.0,1280000.0
2011-01-21,24076,24076,23078,24026,280,60032.0,1280000.0
2011-01-24,23513,24025,23385,24026,360,60032.0,1280000.0
2011-01-25,23564,24716,23308,24282,1730,60672.0,1280000.0
2011-01-26,23820,25049,23692,24538,1710,61312.0,1280000.0
2011-01-27,24844,24844,24128,24846,2020,62080.0,1280000.0
2011-01-28,24025,24947,24025,24949,120,62336.0,1280000.0
2011-01-31,25203,25203,25203,25205,750,62976.0,1280000.0
2011-02-01,24460,25075,24384,25077,290,62656.0,1280000.0
2011-02-07,24537,24537,23974,24154,93,60352.0,1280000.0
2011-02-08,24025,25100,24025,25102,270,62720.0,1280000.0
2011-02-09,24409,24896,24102,24898,460,62208.0,1280000.0
2011-02-10,0,0,0,24487,0,61184.0,1280000.0
2011-02-11,24153,24384,23564,23873,320,59648.0,1280000.0
2011-02-14,23820,24563,23564,23975,350,59904.0,1280000.0
2011-02-15,24614,24614,23820,24359,120,60864.0,1280000.0
2011-02-16,23897,24844,23769,24359,750,60864.0,1280000.0
2011-02-17,24307,24409,23308,24180,350,60416.0,1280000.0
2011-02-18,24102,24102,24102,24103,30,60224.0,1280000.0
2011-02-21,23667,23872,23462,23873,150,59648.0,1280000.0
2011-02-22,23334,23666,21335,22079,570,55168.0,1280000.0
2011-02-23,21951,22796,21412,21798,1700,54464.0,1280000.0
2011-02-24,0,0,0,21798,190,54464.0,1280000.0
2011-02-25,22079,22847,21591,22079,572,55168.0,1280000.0
2011-02-28,21822,23564,21745,23566,260,58880.0,1280000.0
2011-03-02,23308,23308,22488,23078,192,57664.0,1280000.0
2011-03-03,22616,22616,21720,22284,770,55680.0,1280000.0
2011-03-04,22104,22437,20055,22361,3816,55872.0,1280000.0
2011-03-07,21771,22437,21182,22438,750,56064.0,1280000.0
2011-03-08,21336,22386,21336,22386,120,55936.0,1280000.0
2011-03-09,22156,22744,22156,22669,300,56640.0,1280000.0
2011-03-10,22258,22258,22232,22233,20,55552.0,1280000.0
2011-03-11,21668,22130,21668,22130,20,55296.0,1280000.0
2011-03-14,21668,22207,21617,22207,200,55488.0,1280000.0
2011-03-15,21668,22207,21540,22207,150,55488.0,1280000.0
2011-03-16,22437,22437,22437,22438,10,56064.0,1280000.0
2011-03-17,21771,22437,21617,22335,642,55808.0,1280000.0
2011-03-18,22335,22898,22309,22899,120,57216.0,1280000.0
2011-03-21,22898,22898,22412,22618,148,56512.0,1280000.0
2011-03-22,22616,22976,22386,22976,440,57408.0,1280000.0
2011-03-23,22540,22976,22028,22976,1960,57408.0,1280000.0
2011-03-24,22976,22976,22540,22976,1174,57408.0,1280000.0
2011-03-25,22719,22976,22719,22976,540,57408.0,1280000.0
2011-03-28,25248,25248,23008,23296,2800,46592.0,1280000.0
2011-03-29,23584,24320,22368,24320,500,48640.0,1280000.0
2011-03-30,24128,24320,23392,24320,450,48640.0,1280000.0
2011-03-31,24288,26240,23967,26240,1270,52480.0,1280000.0
2011-04-01,25215,25824,25215,25248,163,50496.0,1280000.0
2011-04-04,25248,25248,24768,25120,190,50240.0,1280000.0
2011-04-05,25056,25088,24640,25088,340,50176.0,1280000.0
2011-04-06,25088,25088,24192,24192,1026,48384.0,1280000.0
2011-04-07,24896,24896,24160,24288,430,48576.0,1280000.0
2011-04-08,24288,24288,24192,24256,130,48512.0,1280000.0
2011-04-11,24255,24288,24255,24256,80,48512.0,1280000.0
2011-04-12,23808,24576,23743,24512,440,49024.0,1280000.0
2011-04-13,25248,25248,25248,25248,10,50496.0,1280000.0
2011-04-14,23904,25407,23904,25408,330,50816.0,1280000.0
2011-04-15,25152,25472,23520,24576,440,49152.0,1280000.0
2011-04-18,24544,24544,24384,24416,44,48832.0,1280000.0
2011-04-19,23999,23999,23968,24000,70,48000.0,1280000.0
2011-04-20,23999,24064,23999,24000,130,48000.0,1280000.0
2011-04-21,24000,24000,23520,23872,260,47744.0,1280000.0
2011-04-22,24192,24192,22912,23040,290,46080.0,1280000.0
2011-04-25,23040,23424,23008,23008,200,46016.0,1280000.0
2011-04-26,22240,22912,21760,22176,1151,55440.0,1600000.0
2011-04-27,22368,22400,22112,22112,812,55280.0,1600000.0
2011-04-28,22112,22944,21472,22112,1988,55280.0,1600000.0
2011-04-29,22112,23040,21472,22912,4130,57280.0,1600000.0
2011-05-02,22912,22912,22304,22720,60,56800.0,1600000.0
2011-05-03,22304,22464,22080,22464,130,56160.0,1600000.0
2011-05-04,22208,22368,21728,21728,420,54320.0,1600000.0
2011-05-06,21088,21088,20512,20704,830,51760.0,1600000.0
2011-05-09,20704,20960,20704,20960,170,52400.0,1600000.0
2011-05-11,20960,20960,20736,20736,280,51840.0,1600000.0
2011-05-12,20704,20864,20704,20864,1354,52160.0,1600000.0
2011-05-13,20864,21215,20831,20928,246,52320.0,1600000.0
2011-05-16,20928,22048,20928,22048,390,55120.0,1600000.0
2011-05-17,21824,21824,20992,21696,2820,54240.0,1600000.0
2011-05-18,21312,21696,21184,21696,292,54240.0,1600000.0
2011-05-19,21920,22144,21696,22144,1191,55360.0,1600000.0
2011-05-20,21920,22144,21920,22144,110,55360.0,1600000.0
2011-05-23,21632,21952,21504,21504,550,53760.0,1600000.0
2011-05-24,21504,21504,21312,21312,50,53280.0,1600000.0
2011-05-25,21312,21568,21312,21344,387,53360.0,1600000.0
2011-05-26,21344,21824,21344,21824,1610,54560.0,1600000.0
2011-05-27,21376,21376,21120,21376,410,53440.0,1600000.0
2011-05-30,21376,21376,20992,21184,120,52960.0,1600000.0
2011-05-31,21184,21184,21024,21184,436,52960.0,1600000.0
2011-06-01,21152,21184,21056,21184,320,52960.0,1600000.0
2011-06-02,21184,21216,21184,21184,40,52960.0,1600000.0
2011-06-03,21184,21984,21184,21920,880,54800.0,1600000.0
2011-06-07,21824,21920,21440,21440,90,53600.0,1600000.0
2011-06-08,21440,21920,20992,21920,392,54800.0,1600000.0
2011-06-09,21664,21824,21664,21824,220,54560.0,1600000.0
2011-06-10,21824,23040,21312,22048,1312,55120.0,1600000.0
2011-06-13,21216,22016,21216,22016,50,55040.0,1600000.0
2011-06-14,22016,22784,21760,22048,420,55120.0,1600000.0
2011-06-15,22080,22496,22048,22496,340,56240.0,1600000.0
2011-06-16,22464,22848,21856,22816,490,57040.0,1600000.0
2011-06-17,22816,22976,21856,22976,260,57440.0,1600000.0
2011-06-20,23007,24128,22976,23936,812,59840.0,1600000.0
2011-06-21,23168,23936,23104,23744,340,59360.0,1600000.0
2011-06-22,23744,23744,23264,23712,350,59280.0,1600000.0
2011-06-23,23711,24192,23680,24192,410,60480.0,1600000.0
2011-06-24,24191,24480,24128,24480,383,61200.0,1600000.0
2011-06-27,24415,24960,24096,24960,1340,62400.0,1600000.0
2011-06-28,24928,25919,24928,25920,887,64800.0,1600000.0
2011-06-29,25919,25919,25632,25920,747,64800.0,1600000.0
2011-06-30,25920,25920,25536,25888,1350,64720.0,1600000.0
2011-07-01,0,0,0,25888,0,64720.0,1600000.0
2011-07-04,25311,25536,22912,22912,3343,57280.0,1600000.0
2011-07-05,23040,23136,22656,22752,336,56880.0,1600000.0
2011-07-06,22752,22752,22464,22496,130,56240.0,1600000.0
2011-07-07,22656,22688,22656,22656,90,56640.0,1600000.0
2011-07-08,22656,22656,22400,22592,220,56480.0,1600000.0
2011-07-11,22464,22528,21952,22528,530,56320.0,1600000.0
2011-07-12,21824,22240,21568,21568,600,53920.0,1600000.0
2011-07-13,21728,21888,21568,21888,290,54720.0,1600000.0
2011-07-14,21888,22240,21888,22240,190,55600.0,1600000.0
2011-07-15,22432,22720,22432,22720,160,56800.0,1600000.0
2011-07-18,22144,23104,22144,23104,378,57760.0,1600000.0
2011-07-19,22528,22752,22528,22656,150,56640.0,1600000.0
2011-07-20,22720,23040,22720,22912,590,57280.0,1600000.0
2011-07-21,22784,22816,22496,22784,420,56960.0,1600000.0
2011-07-22,22656,22848,22656,22816,340,57040.0,1600000.0
2011-07-25,24320,24320,23456,23520,6698,58800.0,1600000.0
2011-07-26,23616,24672,23168,24672,1880,61680.0,1600000.0
2011-07-27,24928,25280,24704,24832,1290,62080.0,1600000.0
2011-07-28,24768,24895,24352,24640,730,61600.0,1600000.0
2011-07-29,24640,24640,24032,24032,790,60080.0,1600000.0
2011-08-01,24128,24128,23743,24000,280,60000.0,1600000.0
2011-08-02,23776,23968,23776,23776,272,59440.0,1600000.0
2011-08-03,23680,23680,23264,23552,990,58880.0,1600000.0
2011-08-04,23360,23711,23328,23392,150,58480.0,1600000.0
2011-08-05,22176,24320,22176,24256,2780,60640.0,1600000.0
2011-08-08,22688,23648,22400,22784,1120,56960.0,1600000.0
2011-08-09,22784,22816,21632,21728,2296,54320.0,1600000.0
2011-08-10,21760,22400,21696,21824,1440,54560.0,1600000.0
2011-08-11,21760,21952,21344,21952,432,54880.0,1600000.0
2011-08-12,22080,22336,21920,22336,670,55840.0,1600000.0
2011-08-16,23040,23615,22848,23616,1130,59040.0,1600000.0
2011-08-17,23680,24960,23680,23680,11640,59200.0,1600000.0
2011-08-18,23744,24256,23040,23200,2610,58000.0,1600000.0
2011-08-19,22464,22848,22464,22848,1080,57120.0,1600000.0
2011-08-22,22400,23040,22400,22720,335,56800.0,1600000.0
2011-08-23,22720,23328,22400,22880,3094,57200.0,1600000.0
2011-08-24,22720,22720,22336,22336,362,55840.0,1600000.0
2011-08-25,22400,22752,22304,22496,1390,56240.0,1600000.0
2011-08-26,22592,22624,22144,22624,260,56560.0,1600000.0
2011-08-29,22272,22880,22272,22528,310,56320.0,1600000.0
2011-08-30,22592,22592,22400,22400,278,56000.0,1600000.0
2011-08-31,22464,23680,22400,23680,590,59200.0,1600000.0
2011-09-01,23168,23168,22400,22432,4112,56080.0,1600000.0
2011-09-02,22560,22624,22400,22624,680,56560.0,1600000.0
2011-09-05,22400,22400,22272,22272,60,55680.0,1600000.0
2011-09-06,22048,22624,21824,22080,570,55200.0,1600000.0
2011-09-07,22080,22656,22048,22656,2110,56640.0,1600000.0
2011-09-08,22848,22848,22400,22400,500,56000.0,1600000.0
2011-09-09,22688,22688,22688,22688,30,56720.0,1600000.0
2011-09-14,22688,22688,22688,22688,50,56720.0,1600000.0
2011-09-15,22720,22720,22464,22720,560,56800.0,1600000.0
