LG유플러스(032640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-06-23,8490,8590,8430,8570,894940,2376276.0,277278430.0
2009-06-24,8570,8600,8350,8380,866339,2323593.0,277278430.0
2009-06-25,8380,8520,8380,8400,1123527,2329139.0,277278430.0
2009-06-26,8420,8450,8210,8220,1299070,2279229.0,277278430.0
2009-06-29,8240,8290,8080,8090,1696263,2243182.0,277278430.0
2009-06-30,8070,8140,8020,8020,1293098,2223773.0,277278430.0
2009-07-01,8050,8690,8030,8600,2787065,2384594.0,277278430.0
2009-07-02,8560,8650,8470,8600,1270887,2384594.0,277278430.0
2009-07-03,8550,8680,8500,8670,871325,2404004.0,277278430.0
2009-07-06,8670,8730,8580,8590,650516,2381822.0,277278430.0
2009-07-07,8560,8560,8430,8560,1074181,2373503.0,277278430.0
2009-07-08,8470,8630,8470,8550,1144550,2370731.0,277278430.0
2009-07-09,8590,8790,8520,8760,974130,2428959.0,277278430.0
2009-07-10,8760,8900,8720,8870,1102566,2459460.0,277278430.0
2009-07-13,8850,8910,8730,8730,706408,2420641.0,277278430.0
2009-07-14,8750,8820,8590,8690,417061,2409550.0,277278430.0
2009-07-15,8650,8860,8650,8800,553385,2440050.0,277278430.0
2009-07-16,8780,8830,8470,8500,886532,2356867.0,277278430.0
2009-07-17,8570,8620,8500,8540,501905,2367958.0,277278430.0
2009-07-20,8560,8590,8450,8500,881573,2356867.0,277278430.0
2009-07-21,8530,8690,8470,8470,963450,2348548.0,277278430.0
2009-07-22,8560,8640,8530,8600,512415,2384594.0,277278430.0
2009-07-23,8670,8800,8640,8730,1482618,2420641.0,277278430.0
2009-07-24,8800,8820,8610,8680,823994,2406777.0,277278430.0
2009-07-27,8680,8690,8550,8550,1416924,2370731.0,277278430.0
2009-07-28,8550,8640,8520,8590,899886,2381822.0,277278430.0
2009-07-29,8590,8640,8560,8640,548385,2395686.0,277278430.0
2009-07-30,8630,8640,8510,8540,755505,2367958.0,277278430.0
2009-07-31,8610,8660,8530,8640,1229350,2395686.0,277278430.0
2009-08-03,8630,8650,8480,8480,1404092,2351321.0,277278430.0
2009-08-04,8570,8590,8460,8470,1603734,2348548.0,277278430.0
2009-08-05,8450,8500,8330,8350,1243884,2315275.0,277278430.0
2009-08-06,8310,8340,8230,8340,1658721,2312502.0,277278430.0
2009-08-07,8290,8310,8050,8120,5047041,2251501.0,277278430.0
2009-08-10,8180,8240,8150,8230,1279305,2282001.0,277278430.0
2009-08-11,8230,8370,8200,8350,1252023,2315275.0,277278430.0
2009-08-12,8320,8360,8250,8350,1006289,2315275.0,277278430.0
2009-08-13,8390,8390,8200,8230,1436016,2282001.0,277278430.0
2009-08-14,8280,8310,8180,8310,1189119,2304184.0,277278430.0
2009-08-17,8280,8280,8070,8070,1784078,2237637.0,277278430.0
2009-08-18,8070,8120,8040,8080,1012984,2240410.0,277278430.0
2009-08-19,8080,8100,7980,7980,1800971,2212682.0,277278430.0
2009-08-20,7940,7940,7780,7830,2531310,2171090.0,277278430.0
2009-08-21,7800,7810,7580,7700,2918539,2135044.0,277278430.0
2009-08-24,7800,7910,7700,7850,1670955,2176636.0,277278430.0
2009-08-25,7890,7890,7710,7710,1440420,2137817.0,277278430.0
2009-08-26,7750,7800,7720,7740,1321038,2146135.0,277278430.0
2009-08-27,7790,7880,7760,7790,1257903,2159999.0,277278430.0
2009-08-28,7820,7860,7790,7800,921625,2162772.0,277278430.0
2009-08-31,7870,7870,7710,7800,942356,2162772.0,277278430.0
2009-09-01,7740,7800,7710,7760,614668,2151681.0,277278430.0
2009-09-02,7730,7760,7630,7640,1635578,2118407.0,277278430.0
2009-09-03,7690,7740,7640,7680,952217,2129498.0,277278430.0
2009-09-04,7690,7720,7500,7500,1883219,2079588.0,277278430.0
2009-09-07,7470,7610,7450,7540,1051457,2090679.0,277278430.0
2009-09-08,7540,7630,7540,7580,788299,2101770.0,277278430.0
2009-09-09,7640,7960,7620,7920,3241193,2196045.0,277278430.0
2009-09-10,8050,8180,8000,8180,3264250,2268138.0,277278430.0
2009-09-11,8250,8270,8070,8170,1711559,2265365.0,277278430.0
2009-09-14,8160,8260,8100,8150,2098655,2259819.0,277278430.0
2009-09-15,8210,8280,8010,8200,1792525,2273683.0,277278430.0
2009-09-16,8150,8160,7980,8120,1569927,2251501.0,277278430.0
2009-09-17,8150,8170,8090,8170,810461,2265365.0,277278430.0
2009-09-18,8170,8250,8150,8250,1490920,2287547.0,277278430.0
2009-09-21,8250,8280,8040,8050,830139,2232091.0,277278430.0
2009-09-22,8110,8220,8100,8210,970242,2276456.0,277278430.0
2009-09-23,8200,8200,8110,8180,402390,2268138.0,277278430.0
2009-09-24,8180,8210,8070,8210,614156,2276456.0,277278430.0
2009-09-25,8170,8250,8080,8130,740491,2254274.0,277278430.0
2009-09-28,8190,8670,8100,8460,3424007,2345776.0,277278430.0
2009-09-29,8650,8750,8550,8740,3673907,2423413.0,277278430.0
2009-09-30,8700,8820,8510,8510,1974909,2359639.0,277278430.0
2009-10-01,8520,8810,8510,8800,1940502,2440050.0,277278430.0
2009-10-05,8800,8900,8660,8790,1612804,2437277.0,277278430.0
2009-10-06,8800,9120,8800,8980,3143781,2489960.0,277278430.0
2009-10-07,9200,9200,9000,9170,2041344,2542643.0,277278430.0
2009-10-08,9170,9180,8820,9060,1736329,2512143.0,277278430.0
2009-10-09,9220,9320,8890,9100,2936652,2523234.0,277278430.0
2009-10-12,9150,9450,9080,9440,2387750,2617508.0,277278430.0
2009-10-13,9380,9400,9240,9250,1172390,2564825.0,277278430.0
2009-10-14,9200,9250,9090,9150,1409267,2537098.0,277278430.0
2009-10-15,9100,9150,8820,8990,3498102,2492733.0,277278430.0
2009-10-16,8990,9100,8910,9100,3448806,2523234.0,277278430.0
2009-10-19,9020,9140,8970,9030,1130520,2503824.0,277278430.0
2009-10-20,9080,9090,8820,8860,1383715,2456687.0,277278430.0
2009-10-21,8870,8880,8570,8650,1434336,2398458.0,277278430.0
2009-10-22,8590,8690,8470,8570,1337546,2376276.0,277278430.0
2009-10-23,8640,9010,8570,9000,1405826,2495506.0,277278430.0
2009-10-26,9000,9050,8750,8750,673262,2426186.0,277278430.0
2009-10-27,8750,8770,8610,8640,730243,2395686.0,277278430.0
2009-10-28,8650,8780,8650,8700,467401,2412322.0,277278430.0
2009-10-29,8670,8770,8570,8770,671855,2431732.0,277278430.0
2009-10-30,8790,9050,8770,8950,931985,2481642.0,277278430.0
2009-11-02,8870,8990,8740,8750,590586,2426186.0,277278430.0
2009-11-03,8760,8870,8670,8800,283846,2440050.0,277278430.0
2009-11-04,8860,8940,8810,8920,613989,2473324.0,277278430.0
2009-11-05,8920,8950,8840,8900,707694,2467778.0,277278430.0
2009-11-06,8950,8950,8720,8780,714925,2434505.0,277278430.0
2009-11-09,8720,8830,8610,8660,781013,2401231.0,277278430.0
2009-11-10,8660,8700,8540,8600,592232,2384594.0,277278430.0
2009-11-11,8590,8650,8530,8600,595708,2384594.0,277278430.0
2009-11-12,8630,8650,8510,8510,552882,2359639.0,277278430.0
2009-11-13,8440,8460,8190,8350,1959096,2315275.0,277278430.0
2009-11-16,8340,8350,8220,8310,1115128,2304184.0,277278430.0
2009-11-17,8330,8600,8320,8600,755434,2384594.0,277278430.0
2009-11-18,8580,8650,8510,8620,424190,2390140.0,277278430.0
2009-11-19,8620,8630,8480,8480,508289,2351321.0,277278430.0
2009-11-20,8490,8610,8490,8550,486147,2370731.0,277278430.0
2009-11-23,8510,8600,8510,8550,270754,2370731.0,277278430.0
2009-11-24,8550,8550,8380,8400,337787,2329139.0,277278430.0
2009-11-25,8540,8540,8360,8400,294753,2329139.0,277278430.0
2009-11-26,8360,8420,8300,8320,452975,2306957.0,277278430.0
2009-11-27,8250,8300,8070,8080,485542,2240410.0,277278430.0
2009-11-30,8180,8320,8180,8200,529616,2273683.0,277278430.0
2009-12-01,8200,8240,8110,8200,439149,2273683.0,277278430.0
2009-12-02,8340,8340,8180,8230,400182,2282001.0,277278430.0
2009-12-03,8230,8300,8150,8280,399454,2295865.0,277278430.0
2009-12-04,8270,8290,8240,8270,266505,2293093.0,277278430.0
2009-12-07,8320,8340,8270,8280,241736,2295865.0,277278430.0
2009-12-08,8330,8330,8210,8240,351873,2284774.0,277278430.0
2009-12-09,8240,8520,8210,8490,546088,2354094.0,277278430.0
2009-12-10,8450,8480,8320,8480,517732,2351321.0,277278430.0
2009-12-11,8450,8510,8430,8470,619702,2348548.0,277278430.0
2009-12-14,8490,8590,8430,8520,418602,2362412.0,277278430.0
2009-12-15,8520,8560,8460,8480,743527,2351321.0,277278430.0
2009-12-16,8480,8500,8390,8470,836335,2348548.0,277278430.0
2009-12-17,8430,8530,8430,8510,330335,2359639.0,277278430.0
2009-12-18,8500,8500,8370,8460,359006,2345776.0,277278430.0
2009-12-21,8530,8690,8470,8540,514837,2367958.0,277278430.0
2009-12-22,8550,8590,8260,8270,994290,2293093.0,277278430.0
2009-12-23,8310,8330,8130,8200,987883,2273683.0,277278430.0
2009-12-24,8200,8330,8200,8300,757312,2301411.0,277278430.0
2009-12-28,8330,8750,8300,8750,1680792,2426186.0,277278430.0
2009-12-29,8600,8600,8310,8360,798311,2318048.0,277278430.0
2009-12-30,8350,8530,8320,8490,786331,2354094.0,277278430.0
2010-01-04,8500,8580,8360,8580,871255,2379049.0,277278430.0
2010-01-05,8650,8690,8520,8690,973330,2409550.0,277278430.0
2010-01-06,8760,9030,8750,8970,1991932,2487188.0,277278430.0
2010-01-07,8970,9000,8550,8550,2554218,2370731.0,277278430.0
2010-01-08,8620,8790,8620,8790,1247030,2437277.0,277278430.0
2010-01-11,8890,8930,8750,8860,896214,2456687.0,277278430.0
2010-01-12,8900,8960,8690,8780,1454557,2434505.0,277278430.0
2010-01-13,8770,8810,8550,8730,891037,2420641.0,277278430.0
2010-01-14,8730,8750,8560,8640,897303,2395686.0,277278430.0
2010-01-15,8530,8670,8490,8640,1953025,4447819.0,514793835.0
2010-01-18,8620,8670,8510,8560,1399680,4406635.0,514793835.0
2010-01-19,8540,8580,8490,8540,1052953,4396339.0,514793835.0
2010-01-20,8530,9510,8510,9180,12350497,4725807.0,514793835.0
2010-01-21,9220,9230,8980,8980,3174983,4622849.0,514793835.0
2010-01-22,8850,8880,8750,8870,3680840,4566221.0,514793835.0
2010-01-25,8740,8850,8710,8800,1461763,4530186.0,514793835.0
2010-01-26,8840,8950,8770,8800,1922660,4530186.0,514793835.0
2010-01-27,8780,9080,8710,8930,3392002,4597109.0,514793835.0
2010-01-28,8980,9060,8840,8980,1686106,4622849.0,514793835.0
2010-01-29,8960,9140,8910,9010,2937336,4638292.0,514793835.0
2010-02-01,9000,9130,8820,8820,1994502,4540482.0,514793835.0
2010-02-02,8820,8860,8620,8620,2767477,4437523.0,514793835.0
2010-02-03,8650,8730,8510,8570,1433629,4411783.0,514793835.0
2010-02-04,8550,8630,8470,8480,1353638,4365452.0,514793835.0
2010-02-05,8280,8330,8210,8250,2007406,4247049.0,514793835.0
2010-02-08,8310,8310,8230,8240,1057560,4241901.0,514793835.0
2010-02-09,8250,8370,8130,8190,1376897,4216162.0,514793835.0
2010-02-10,8210,8260,7800,7820,3688137,4025688.0,514793835.0
2010-02-11,7840,7860,7560,7600,5929155,3912433.0,514793835.0
2010-02-12,7640,7710,7610,7680,2522505,3953617.0,514793835.0
2010-02-16,7650,7690,7570,7640,1738695,3933025.0,514793835.0
2010-02-17,7690,7920,7670,7920,3139538,4077167.0,514793835.0
2010-02-18,8020,8150,7950,7950,3192583,4092611.0,514793835.0
2010-02-19,7950,7980,7810,7850,1521016,4041132.0,514793835.0
2010-02-22,8000,8000,7880,7930,1314830,4082315.0,514793835.0
2010-02-23,7950,7950,7740,7790,1738113,4010244.0,514793835.0
2010-02-24,7750,7840,7630,7640,2380989,3933025.0,514793835.0
2010-02-25,7720,7740,7560,7570,1968996,3896989.0,514793835.0
2010-02-26,7580,7740,7550,7740,1749534,3984504.0,514793835.0
2010-03-02,7800,7840,7720,7770,1981014,3999948.0,514793835.0
2010-03-03,7780,7780,7630,7710,3189225,3969060.0,514793835.0
2010-03-04,7720,7830,7690,7830,1351874,4030836.0,514793835.0
2010-03-05,7830,7850,7750,7810,807231,4020540.0,514793835.0
2010-03-08,7890,8030,7850,7950,2622884,4092611.0,514793835.0
2010-03-09,7970,8030,7860,7860,1353972,4046280.0,514793835.0
2010-03-10,7800,7830,7640,7770,2168901,3999948.0,514793835.0
2010-03-11,7810,7930,7800,7930,2000028,4082315.0,514793835.0
2010-03-12,7950,7950,7860,7890,676841,4061723.0,514793835.0
2010-03-15,7870,7900,7820,7840,479667,4035984.0,514793835.0
2010-03-16,7880,7890,7750,7800,840180,4015392.0,514793835.0
2010-03-17,7860,7860,7780,7810,865586,4020540.0,514793835.0
2010-03-18,7810,7860,7800,7840,934597,4035984.0,514793835.0
2010-03-19,7840,8040,7840,7920,2512404,4077167.0,514793835.0
2010-03-22,7910,7980,7870,7900,1273688,4066871.0,514793835.0
2010-03-23,7940,7960,7860,7870,914996,4051427.0,514793835.0
2010-03-24,7890,7910,7760,7800,1228571,4015392.0,514793835.0
2010-03-25,7760,7810,7690,7710,1747222,3969060.0,514793835.0
2010-03-26,7730,7780,7650,7780,1309740,4005096.0,514793835.0
2010-03-29,7710,7760,7670,7680,1285957,3953617.0,514793835.0
2010-03-30,7710,7730,7650,7670,1093784,3948469.0,514793835.0
2010-03-31,7690,7750,7670,7720,1372034,3974208.0,514793835.0
2010-04-01,7730,7780,7670,7690,1297343,3958765.0,514793835.0
2010-04-02,7700,7740,7650,7680,1063854,3953617.0,514793835.0
2010-04-05,7690,7700,7560,7610,1382554,3917581.0,514793835.0
2010-04-06,7600,7670,7590,7670,1005338,3948469.0,514793835.0
2010-04-07,7680,7740,7660,7720,938771,3974208.0,514793835.0
2010-04-08,7720,7740,7660,7670,1073388,3948469.0,514793835.0
2010-04-09,7680,7820,7680,7770,1922379,3999948.0,514793835.0
2010-04-12,7790,7800,7720,7800,880056,4015392.0,514793835.0
2010-04-13,7820,7830,7650,7680,1709081,3953617.0,514793835.0
2010-04-14,7700,7720,7610,7650,1849923,3938173.0,514793835.0
2010-04-15,7690,7690,7610,7650,1205811,3938173.0,514793835.0
2010-04-16,7680,7830,7660,7830,2034707,4030836.0,514793835.0
2010-04-19,7790,7810,7710,7740,948227,3984504.0,514793835.0
2010-04-20,7770,7880,7740,7880,1321861,4056575.0,514793835.0
2010-04-21,7930,8090,7900,8090,3334637,4164682.0,514793835.0
2010-04-22,8090,8180,8050,8170,2490328,4205866.0,514793835.0
2010-04-23,8190,8340,8170,8330,3938233,4288233.0,514793835.0
2010-04-26,8330,8350,8220,8300,3316817,4272789.0,514793835.0
2010-04-27,8240,8240,8040,8080,2380516,4159534.0,514793835.0
2010-04-28,7990,8250,7940,8240,1549496,4241901.0,514793835.0
2010-04-29,8250,8270,8160,8210,823230,4226457.0,514793835.0
2010-04-30,8290,8400,8230,8400,1855466,4324268.0,514793835.0
2010-05-03,8330,8340,8180,8300,1268760,4272789.0,514793835.0
2010-05-04,8330,8390,8280,8300,1880690,4272789.0,514793835.0
2010-05-06,8150,8170,8070,8110,1713284,4174978.0,514793835.0
2010-05-07,7910,8230,7910,8080,3432676,4159534.0,514793835.0
2010-05-10,8100,8130,7970,8030,1577947,4133794.0,514793835.0
2010-05-11,8070,8080,7760,7800,1902149,4015392.0,514793835.0
2010-05-12,7810,7870,7770,7790,725853,4010244.0,514793835.0
2010-05-13,7820,7950,7790,7860,1031476,4046280.0,514793835.0
2010-05-14,7900,8040,7890,7990,1397245,4113203.0,514793835.0
2010-05-17,7990,7990,7720,7810,992832,4020540.0,514793835.0
2010-05-18,7810,7890,7750,7880,1342381,4056575.0,514793835.0
2010-05-19,7810,7850,7760,7810,596072,4020540.0,514793835.0
2010-05-20,7860,7970,7720,7810,1095368,4020540.0,514793835.0
2010-05-24,7750,7800,7540,7570,2066134,3896989.0,514793835.0
2010-05-25,7550,7570,7220,7340,1825418,3778587.0,514793835.0
2010-05-26,7310,7370,7110,7110,2769407,3660184.0,514793835.0
2010-05-27,7430,7630,7400,7570,4869845,3896989.0,514793835.0
2010-05-28,7730,7770,7510,7770,2715172,3999948.0,514793835.0
2010-05-31,7700,7770,7660,7770,878687,3999948.0,514793835.0
2010-06-01,7760,7760,7640,7700,924908,3963913.0,514793835.0
2010-06-03,7740,7760,7670,7720,1400486,3974208.0,514793835.0
2010-06-04,7690,7770,7680,7750,796979,3989652.0,514793835.0
2010-06-07,7600,7920,7580,7910,2901073,4072019.0,514793835.0
2010-06-08,7870,8150,7810,8140,2826654,4190422.0,514793835.0
2010-06-09,8100,8180,7960,8090,3161554,4164682.0,514793835.0
2010-06-10,8100,8150,7890,8110,7185393,4174978.0,514793835.0
2010-06-11,8050,8090,7830,7850,2426279,4041132.0,514793835.0
2010-06-14,7840,7950,7820,7850,996895,4041132.0,514793835.0
2010-06-15,7870,7930,7770,7780,1319062,4005096.0,514793835.0
2010-06-16,7800,7880,7640,7640,1782120,3933025.0,514793835.0
2010-06-17,7630,7770,7620,7710,1222748,3969060.0,514793835.0
2010-06-18,7750,7830,7700,7820,745422,4025688.0,514793835.0
2010-06-21,7830,7870,7730,7860,1474995,4046280.0,514793835.0
2010-06-22,7810,7950,7790,7890,1027358,4061723.0,514793835.0
2010-06-23,7960,7960,7800,7840,1338558,4035984.0,514793835.0
2010-06-24,7800,7940,7760,7880,1161550,4056575.0,514793835.0
2010-06-25,7810,7820,7670,7690,1711368,3958765.0,514793835.0
2010-06-28,7700,7730,7620,7660,734992,3943321.0,514793835.0
2010-06-29,7650,7710,7620,7710,1365609,3969060.0,514793835.0
2010-06-30,7630,7690,7630,7660,1478807,3943321.0,514793835.0
2010-07-01,7640,7740,7610,7740,915840,3984504.0,514793835.0
2010-07-02,7750,7840,7730,7790,1094231,4010244.0,514793835.0
2010-07-05,7800,7860,7770,7770,783185,3999948.0,514793835.0
2010-07-06,7800,7800,7670,7780,1231708,4005096.0,514793835.0
2010-07-07,7750,7770,7630,7690,1044912,3958765.0,514793835.0
2010-07-08,7670,7730,7670,7680,705476,3953617.0,514793835.0
2010-07-09,7690,7720,7660,7700,719832,3963913.0,514793835.0
2010-07-12,7720,7750,7680,7700,1109717,3963913.0,514793835.0
2010-07-13,7730,7830,7720,7800,1342798,4015392.0,514793835.0
2010-07-14,7850,8000,7840,7990,2438374,4113203.0,514793835.0
2010-07-15,7980,8070,7920,8010,1491268,4123499.0,514793835.0
2010-07-16,7990,8050,7940,7940,724603,4087463.0,514793835.0
2010-07-19,7860,7890,7780,7780,600528,4005096.0,514793835.0
2010-07-20,7780,7800,7710,7750,912890,3989652.0,514793835.0
2010-07-21,7810,7850,7760,7850,835795,4041132.0,514793835.0
2010-07-22,7760,7850,7750,7850,884339,4041132.0,514793835.0
2010-07-23,7760,7900,7760,7890,1038120,4061723.0,514793835.0
2010-07-26,7910,8080,7890,8040,1460425,4138942.0,514793835.0
2010-07-27,8060,8120,8010,8010,977374,4123499.0,514793835.0
2010-07-28,8050,8090,7980,8000,649629,4118351.0,514793835.0
2010-07-29,8040,8060,7970,8050,702976,4144090.0,514793835.0
2010-07-30,8020,8050,7970,7970,556681,4102907.0,514793835.0
2010-08-02,7970,8080,7920,8080,742602,4159534.0,514793835.0
2010-08-03,8050,8070,7980,8030,806975,4133794.0,514793835.0
2010-08-04,8000,8030,7820,7830,1223783,4030836.0,514793835.0
2010-08-05,7790,7870,7770,7820,1101318,4025688.0,514793835.0
2010-08-06,7840,7940,7800,7800,1320026,4015392.0,514793835.0
2010-08-09,7800,7940,7780,7860,727310,4046280.0,514793835.0
2010-08-10,7860,7910,7840,7880,468890,4056575.0,514793835.0
2010-08-11,7860,7930,7850,7880,831751,4056575.0,514793835.0
2010-08-12,7840,7840,7680,7680,1071892,3953617.0,514793835.0
2010-08-13,7740,7840,7690,7770,819120,3999948.0,514793835.0
2010-08-16,7780,7850,7700,7850,701988,4041132.0,514793835.0
2010-08-17,7890,7890,7760,7830,810049,4030836.0,514793835.0
2010-08-18,7870,7880,7790,7870,692805,4051427.0,514793835.0
2010-08-19,7830,7890,7820,7870,542397,4051427.0,514793835.0
2010-08-20,7840,7890,7810,7880,388382,4056575.0,514793835.0
2010-08-23,7900,7950,7850,7900,569161,4066871.0,514793835.0
2010-08-24,7900,7900,7810,7810,555556,4020540.0,514793835.0
2010-08-25,7800,7820,7720,7750,532889,3989652.0,514793835.0
2010-08-26,7710,7810,7500,7500,2062358,3860954.0,514793835.0
2010-08-27,7510,7530,7420,7500,952180,3860954.0,514793835.0
2010-08-30,7570,7580,7490,7500,833906,3860954.0,514793835.0
2010-08-31,7490,7520,7470,7490,742071,3855806.0,514793835.0
2010-09-01,7500,7540,7430,7500,1157285,3860954.0,514793835.0
2010-09-02,7500,7520,7450,7500,967097,3860954.0,514793835.0
2010-09-03,7510,7530,7490,7500,1450680,3860954.0,514793835.0
2010-09-06,7480,7510,7440,7470,972418,3845510.0,514793835.0
2010-09-07,7450,7460,7350,7380,1296106,3799179.0,514793835.0
2010-09-08,7340,7370,7280,7300,1306183,3757995.0,514793835.0
2010-09-09,7340,7370,7310,7310,1013451,3763143.0,514793835.0
2010-09-10,7330,7450,7310,7420,837487,3819770.0,514793835.0
2010-09-13,7470,7470,7360,7360,1095448,3788883.0,514793835.0
2010-09-14,7360,7410,7280,7350,1300577,3783735.0,514793835.0
2010-09-15,7340,7460,7330,7460,1026074,3840362.0,514793835.0
2010-09-16,7440,7490,7410,7440,883131,3830066.0,514793835.0
2010-09-17,7470,7510,7440,7490,1243212,3855806.0,514793835.0
2010-09-20,7470,7490,7400,7420,648989,3819770.0,514793835.0
2010-09-24,7430,7470,7380,7430,1493897,3824918.0,514793835.0
2010-09-27,7460,7510,7440,7490,2354225,3855806.0,514793835.0
2010-09-28,7490,7570,7470,7540,1507576,3881546.0,514793835.0
2010-09-29,7520,7530,7420,7450,2108755,3835214.0,514793835.0
2010-09-30,7450,7460,7330,7370,2509446,3794031.0,514793835.0
2010-10-01,7370,7470,7350,7370,2288622,3794031.0,514793835.0
2010-10-04,7430,7540,7430,7520,1881417,3871250.0,514793835.0
2010-10-05,7550,7560,7480,7550,1471235,3886693.0,514793835.0
2010-10-06,7570,7640,7500,7630,1622508,3927877.0,514793835.0
2010-10-07,7640,7790,7580,7790,1661514,4010244.0,514793835.0
2010-10-08,7780,7790,7610,7640,1613945,3933025.0,514793835.0
2010-10-11,7660,7670,7570,7570,1657450,3896989.0,514793835.0
2010-10-12,7550,7590,7510,7510,1788395,3866102.0,514793835.0
2010-10-13,7550,7730,7540,7730,1750480,3979356.0,514793835.0
2010-10-14,7740,7760,7590,7640,1269766,3933025.0,514793835.0
2010-10-15,7640,7640,7480,7510,2743920,3866102.0,514793835.0
2010-10-18,7530,7560,7450,7450,1531297,3835214.0,514793835.0
2010-10-19,7460,7510,7440,7450,958505,3835214.0,514793835.0
2010-10-20,7390,7440,7370,7400,1777301,3809474.0,514793835.0
2010-10-21,7370,7380,7300,7320,2439916,3768291.0,514793835.0
2010-10-22,7320,7400,7300,7400,991490,3809474.0,514793835.0
2010-10-25,7380,7440,7340,7340,1126227,3778587.0,514793835.0
2010-10-26,7390,7400,7290,7340,2224314,3778587.0,514793835.0
2010-10-27,7350,7380,7310,7380,926583,3799179.0,514793835.0
2010-10-28,7360,7410,7360,7380,800751,3799179.0,514793835.0
2010-10-29,7410,7430,7300,7300,1263014,3757995.0,514793835.0
2010-11-01,7280,7320,7240,7280,1077590,3747699.0,514793835.0
2010-11-02,7270,7280,7240,7240,1103399,3727107.0,514793835.0
2010-11-03,7260,7320,7220,7220,1843699,3716811.0,514793835.0
2010-11-04,7220,7270,7210,7220,1072563,3716811.0,514793835.0
2010-11-05,7250,7310,7230,7250,1582563,3732255.0,514793835.0
2010-11-08,7250,7260,7130,7130,2135402,3670480.0,514793835.0
2010-11-09,7150,7220,7130,7150,1166051,3680776.0,514793835.0
2010-11-10,7240,7240,7140,7210,2420544,3711664.0,514793835.0
2010-11-11,7190,7320,6950,6950,3081518,3577817.0,514793835.0
2010-11-12,7150,7210,7090,7140,1529751,3675628.0,514793835.0
2010-11-15,7180,7240,7140,7150,856053,3680776.0,514793835.0
2010-11-16,7170,7200,7100,7150,1240068,3680776.0,514793835.0
2010-11-17,7170,7190,7100,7170,1141123,3691072.0,514793835.0
2010-11-18,7170,7270,7140,7200,1090467,3706516.0,514793835.0
2010-11-19,7250,7300,7180,7300,1043209,3757995.0,514793835.0
2010-11-22,7310,7330,7250,7300,1442488,3757995.0,514793835.0
2010-11-23,7340,7340,7260,7300,1546482,3757995.0,514793835.0
2010-11-24,7100,7200,7090,7130,1848107,3670480.0,514793835.0
2010-11-25,7160,7160,7110,7140,1150209,3675628.0,514793835.0
2010-11-26,7140,7160,7070,7100,1165337,3655036.0,514793835.0
2010-11-29,7140,7170,7060,7060,1214092,3634444.0,514793835.0
2010-11-30,7080,7130,7070,7110,996643,3660184.0,514793835.0
2010-12-01,7130,7130,7090,7120,753115,3665332.0,514793835.0
2010-12-02,7120,7140,7090,7120,949911,3665332.0,514793835.0
2010-12-03,7100,7130,7100,7120,1147636,3665332.0,514793835.0
2010-12-06,7120,7130,7080,7100,511581,3655036.0,514793835.0
2010-12-07,7090,7120,7070,7080,803437,3644740.0,514793835.0
2010-12-08,7060,7090,7040,7060,1170579,3634444.0,514793835.0
2010-12-09,7030,7180,7030,7180,1321949,3696220.0,514793835.0
2010-12-10,7150,7200,7120,7200,611914,3706516.0,514793835.0
2010-12-13,7220,7220,7140,7200,741129,3706516.0,514793835.0
2010-12-14,7210,7240,7180,7240,768670,3727107.0,514793835.0
2010-12-15,7200,7260,7200,7260,843570,3737403.0,514793835.0
2010-12-16,7300,7310,7240,7310,1092949,3763143.0,514793835.0
2010-12-17,7290,7340,7260,7300,1001242,3757995.0,514793835.0
2010-12-20,7230,7280,7170,7200,1041194,3706516.0,514793835.0
2010-12-21,7240,7340,7240,7320,1069654,3768291.0,514793835.0
2010-12-22,7320,7330,7270,7300,574716,3757995.0,514793835.0
2010-12-23,7300,7330,7280,7320,711496,3768291.0,514793835.0
2010-12-24,7320,7360,7300,7360,905633,3788883.0,514793835.0
2010-12-27,7370,7520,7350,7520,2365335,3871250.0,514793835.0
2010-12-28,7510,7510,7440,7470,2135061,3845510.0,514793835.0
2010-12-29,7230,7240,7130,7170,2099755,3691072.0,514793835.0
2010-12-30,7180,7200,7120,7170,1065622,3691072.0,514793835.0
2011-01-03,7180,7230,7150,7210,1170602,3711664.0,514793835.0
2011-01-04,7220,7240,7160,7170,1200124,3691072.0,514793835.0
2011-01-05,7180,7180,7120,7150,959841,3680776.0,514793835.0
2011-01-06,7150,7190,7130,7150,893892,3680776.0,514793835.0
2011-01-07,7180,7230,7140,7220,1139341,3716811.0,514793835.0
2011-01-10,7190,7260,7180,7210,1354921,3711664.0,514793835.0
2011-01-11,7220,7330,7210,7330,1999741,3773439.0,514793835.0
2011-01-12,7350,7360,7250,7270,1526516,3742551.0,514793835.0
2011-01-13,7370,7370,7170,7170,1812120,3691072.0,514793835.0
2011-01-14,7240,7250,7110,7160,1394210,3685924.0,514793835.0
2011-01-17,7120,7130,7050,7060,1379030,3634444.0,514793835.0
2011-01-18,7060,7100,7040,7050,969500,3629297.0,514793835.0
2011-01-19,7060,7070,6970,6970,2339138,3588113.0,514793835.0
2011-01-20,6970,6970,6840,6890,2350829,3546930.0,514793835.0
2011-01-21,6900,6940,6760,6810,2323359,3505746.0,514793835.0
2011-01-24,6800,6900,6780,6860,1042049,3531486.0,514793835.0
2011-01-25,6810,6850,6780,6810,1421529,3505746.0,514793835.0
