제이준코스메틱(025620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-11-30,4574666,4862030,4574666,4814193,225800,6185.0,3084539.0
1999-12-01,4681996,5186284,4681996,4850136,114400,6231.0,3084539.0
1999-12-02,4850143,5186317,4826219,5066305,64000,6508.0,3084539.0
1999-12-03,5161884,5258292,4801730,4802039,113800,6169.0,3084539.0
1999-12-06,4801730,4825950,4730090,4802039,120900,6169.0,3084539.0
1999-12-07,4585839,5017874,4321555,4970115,190000,6385.0,3084539.0
1999-12-08,4213999,4764269,4213999,4237825,294900,5444.0,3084539.0
1999-12-09,4094536,4477533,4094536,4429947,172500,5691.0,3084539.0
1999-12-10,4321722,4754122,4321722,4658014,66800,5984.0,3084539.0
1999-12-13,4561950,5041961,4561950,4706108,224300,6046.0,3084539.0
1999-12-14,4729998,5282307,4729998,5162239,145600,6632.0,3084539.0
1999-12-15,5162325,5426551,4874297,4946326,283800,6354.0,3084539.0
1999-12-16,4801780,5042081,4657955,4658014,39700,5984.0,3084539.0
1999-12-17,4682069,5042227,4658031,4778252,62700,6138.0,3084539.0
1999-12-20,4801659,4801659,4441743,4706108,46600,6046.0,3084539.0
1999-12-21,4693095,4693095,4310040,4358063,52500,5598.0,3084539.0
1999-12-22,4260888,4428399,3829926,4069749,100000,5228.0,3084539.0
1999-12-23,4081816,4201910,3673342,4153786,99700,5336.0,3084539.0
1999-12-24,4081753,4081753,3841451,3865733,68400,4966.0,3084539.0
1999-12-27,3889656,4177626,3865730,3865733,93500,4966.0,3084539.0
1999-12-28,3721580,3841423,3361423,3361505,247100,4318.0,3084539.0
2000-01-04,2857099,3841454,2857099,3625512,151200,4658.0,3084539.0
2000-01-05,3841477,3841477,3361469,3721705,98000,4781.0,3084539.0
2000-01-06,3721451,3961514,3601598,3841685,116800,4935.0,3084539.0
2000-01-07,3841649,4081892,3601882,3601725,96900,4627.0,3084539.0
2000-01-10,4070185,4142073,3878326,4141894,263500,5321.0,3084539.0
2000-01-11,4177540,4369636,3865588,4369958,169300,5614.0,3084539.0
2000-01-12,4369662,5018085,4369662,5018212,507700,6447.0,3084539.0
2000-01-13,5402442,5762654,5402442,5762655,844300,7403.0,3084539.0
2000-01-14,6122622,6218859,4922084,5930731,591400,7619.0,3084539.0
2000-01-17,6818958,6818958,5450774,6074759,506500,7804.0,3084539.0
2000-01-18,6002191,6218510,5666019,6002614,503000,7711.0,3084539.0
2000-01-19,5954920,5954920,5114401,5234381,282400,6724.0,3084539.0
2000-01-20,5042371,5042371,4465897,4586128,211600,5891.0,3084539.0
2000-01-21,3913793,5234312,3913793,5234381,104400,6724.0,3084539.0
2000-01-24,5042163,5522469,5042163,5402457,118800,6940.0,3084539.0
2000-01-25,5282302,5642163,4801699,4994163,306800,6416.0,3084539.0
2000-01-26,4585864,5161861,4585864,5162239,143600,6632.0,3084539.0
2000-01-27,4801912,5930642,4801912,5234381,251700,6724.0,3084539.0
2000-01-28,5522614,5762609,5066289,5426505,182500,6971.0,3084539.0
2000-01-31,5066292,5834626,5066292,5618627,227700,7218.0,3084539.0
2000-02-01,5161955,5522406,5161955,5354361,208600,6879.0,3084539.0
2000-02-02,5762444,5762444,5282434,5714561,238300,7341.0,3084539.0
2000-02-03,5738361,6578824,5690396,6362814,864600,8174.0,3084539.0
2000-02-07,6938978,6938978,5882505,6362814,270900,8174.0,3084539.0
2000-02-08,6362406,6506538,5906320,6002614,262900,7711.0,3084539.0
2000-02-09,5906920,6339024,5906920,5906683,274400,7588.0,3084539.0
2000-02-10,5762254,6002191,5666019,6002614,123100,7711.0,3084539.0
2000-02-11,5306008,6122545,5306008,5690513,193600,7310.0,3084539.0
2000-02-14,5162069,5978606,5042213,5234381,123400,6724.0,3084539.0
2000-02-15,5509319,5509319,4838658,4982269,95900,6400.0,3084539.0
2000-02-16,5065988,5258325,4801648,5162239,155600,6632.0,3084539.0
2000-02-17,5378044,5378044,4873765,5042260,53600,6478.0,3084539.0
2000-02-18,4850315,5018429,4322099,4754204,148700,6107.0,3084539.0
2000-02-21,4478281,4789389,4334446,4478043,63600,5753.0,3084539.0
2000-02-22,4489919,4489919,4105712,4321862,25000,5552.0,3084539.0
2000-02-23,4322003,4970186,4081998,4586128,155900,5891.0,3084539.0
2000-02-24,5018049,5210089,4609940,4802039,208700,6169.0,3084539.0
2000-02-25,4801861,5402320,4586079,5402457,156900,6940.0,3084539.0
2000-02-28,5522469,5522469,4969978,5402457,81800,6940.0,3084539.0
2000-02-29,5174248,5366050,5030413,5246276,92600,6740.0,3084539.0
2000-03-02,5233943,5762269,5233943,5306267,340700,6817.0,3084539.0
2000-03-03,5402426,5402426,5066196,5234381,87600,6724.0,3084539.0
2000-03-06,5114305,5882692,5114305,5642417,431200,7249.0,3084539.0
2000-03-07,5522299,6242905,5330201,5954779,882800,7650.0,3084539.0
2000-03-08,5522469,5882670,5402320,5402457,73500,6940.0,3084539.0
2000-03-09,5210401,5762654,5210401,5762655,166000,7403.0,3084539.0
2000-03-10,5749997,5749997,5390912,5534590,205300,7110.0,3084539.0
2000-03-13,5570246,6362505,5570246,6362814,667700,8174.0,3084539.0
2000-03-14,7299150,7299150,5762315,6194738,1043700,7958.0,3084539.0
2000-03-15,6421597,6421597,5510931,5822646,345900,7480.0,3084539.0
2000-03-16,5628883,6107811,5053787,5054155,295600,6493.0,3084539.0
2000-03-17,5042269,5522631,4874211,5258429,210200,6755.0,3084539.0
2000-03-20,5042044,5426183,5042044,5330313,327900,6848.0,3084539.0
2000-03-21,5114513,6122781,5066252,6122852,553600,7866.0,3084539.0
2000-03-22,6482733,7035042,5522417,7035113,3150000,9038.0,3084539.0
2000-03-23,7647940,8079507,7192403,8079510,2505100,10379.0,3084539.0
2000-03-24,9084339,9275903,6879112,6879193,5315700,8837.0,3084539.0
2000-03-27,6722659,7418988,6026274,6362814,2192800,8174.0,3084539.0
2000-03-28,6506543,6626692,5906325,6170690,987900,7927.0,3084539.0
2000-03-29,5798795,6158164,5654959,5966674,1034900,7665.0,3084539.0
2000-03-30,5522355,5762360,5161904,5522437,562700,7094.0,3084539.0
2000-03-31,5210280,5762465,4946292,5402457,509600,6940.0,3084539.0
2000-04-03,5114495,5738626,5090216,5426505,637200,6971.0,3084539.0
2000-04-04,5162244,5522697,5162244,5282478,303200,6786.0,3084539.0
2000-04-06,5509528,5509528,4670982,5030365,527900,6462.0,3084539.0
2000-04-07,4814450,5149782,4814450,5078200,379500,6524.0,3084539.0
2000-04-10,4801522,5209928,4681669,5042260,840800,6478.0,3084539.0
2000-04-11,5244941,5244941,4742100,4790147,213600,6154.0,3084539.0
2000-04-12,4801659,5041961,4657823,4706108,201900,6046.0,3084539.0
2000-04-14,4586140,4922315,4586140,4778252,186400,6138.0,3084539.0
2000-04-17,4069384,4404416,4069384,4069749,274300,5228.0,3084539.0
2000-04-18,4129643,4681897,4129643,4489938,116200,5768.0,3084539.0
2000-04-19,4430494,4693944,4406580,4646119,120500,5969.0,3084539.0
2000-04-20,4585846,4705758,4321563,4345910,144300,5583.0,3084539.0
2000-04-21,4441770,4513659,4273654,4345910,132200,5583.0,3084539.0
2000-04-24,4345611,4994033,4345611,4465890,391400,5737.0,3084539.0
2000-04-25,4369704,4754140,4369704,4489938,265800,5768.0,3084539.0
2000-04-26,4562016,4562016,4225785,4297814,244300,5521.0,3084539.0
2000-04-27,4081653,4417884,3889613,4297814,360400,5521.0,3084539.0
2000-04-28,4142516,4429642,4118534,4358063,400800,5598.0,3084539.0
2000-05-02,4142516,4477916,4142516,4358063,54700,5598.0,3084539.0
2000-05-03,4442127,4538001,4250031,4394006,433100,5645.0,3084539.0
2000-05-04,4525374,4525374,4190339,4309967,210900,5537.0,3084539.0
2000-05-08,4321646,4321646,4177514,4177834,140800,5367.0,3084539.0
2000-05-09,4165432,4189414,4021890,4117845,172800,5290.0,3084539.0
2000-05-10,4129479,4129479,3913466,3985712,299600,5120.0,3084539.0
2000-05-12,3865965,4058064,3769798,3889778,158900,4997.0,3084539.0
2000-05-15,3721633,3937952,3385471,3385553,132200,4349.0,3084539.0
2000-05-16,3361595,3385646,3193479,3241525,150500,4164.0,3084539.0
2000-05-17,3169555,3577674,3025423,3241525,253400,4164.0,3084539.0
2000-05-18,3121195,3121195,2761347,2761348,111000,3547.0,3084539.0
2000-05-19,2761307,2881160,2593190,2593272,150800,3331.0,3084539.0
2000-05-22,2761347,2785020,2593220,2761348,204600,3547.0,3084539.0
2000-05-23,2761139,2880993,2664970,2809186,68800,3609.0,3084539.0
2000-05-24,2677895,2940743,2629931,2869174,124600,3686.0,3084539.0
2000-05-25,3001066,3193165,2880917,3121287,135700,4010.0,3084539.0
2000-05-26,3001525,3001525,2737537,2737300,106000,3516.0,3084539.0
2000-05-29,2664916,2952886,2664916,2785137,70600,3578.0,3084539.0
2000-05-30,3001408,3001408,2761347,2881327,96700,3701.0,3084539.0
2000-05-31,2869774,3037295,2821810,2989412,179800,3840.0,3084539.0
2000-06-01,3085260,3085260,2869774,2989412,314200,3840.0,3084539.0
2000-06-02,3048960,3073238,2952793,3025355,140400,3887.0,3084539.0
2000-06-05,3037675,3444348,3037675,3205326,382600,4118.0,3084539.0
2000-06-07,3217182,3361317,3169276,3313411,474500,4257.0,3084539.0
2000-06-08,3350197,3780865,3326215,3541476,391500,4550.0,3084539.0
2000-06-09,3721618,3721618,3361461,3553629,566800,4565.0,3084539.0
2000-06-12,3049299,3721633,3049299,3385553,315900,4349.0,3084539.0
2000-06-13,3325500,3469029,3205885,3397448,52100,4365.0,3084539.0
2000-06-14,3361595,3361595,3217461,3241525,94600,4164.0,3084539.0
2000-06-15,3265730,3265730,3073689,3073452,208400,3948.0,3084539.0
2000-06-16,2880917,3169182,2880917,3121287,92500,4010.0,3084539.0
2000-06-19,3121408,3217578,3097735,3097497,75900,3979.0,3084539.0
2000-06-20,3097735,3169682,3001565,3097497,58500,3979.0,3084539.0
2000-06-21,3025048,3144904,3001066,3121287,83300,4010.0,3084539.0
2000-06-22,3241423,3241423,2880970,3145335,246000,4041.0,3084539.0
2000-06-23,3001066,3120922,3001066,3121287,81500,4010.0,3084539.0
2000-06-26,3121241,3241390,3121241,3217479,71400,4133.0,3084539.0
2000-06-27,3228930,3276837,3085571,3205326,235400,4118.0,3084539.0
2000-06-28,3337648,3673583,3217567,3433649,220200,4411.0,3084539.0
2000-06-29,3481489,3673519,3193464,3409601,159500,4380.0,3084539.0
2000-06-30,3409560,3433849,3001441,3241525,118000,4164.0,3084539.0
2000-07-03,3133870,3349288,3133870,3277468,130200,4210.0,3084539.0
2000-07-04,3205308,3276890,3133364,3229372,107100,4149.0,3084539.0
2000-07-05,3169443,3361610,3145291,3217479,238800,4133.0,3084539.0
2000-07-06,3133364,3300872,3133364,3229372,153600,4149.0,3084539.0
2000-07-07,3325363,3349288,3181776,3277468,215400,4210.0,3084539.0
2000-07-10,3302374,3637237,3230554,3589572,373600,4611.0,3084539.0
2000-07-11,3601709,3673347,3433593,3529581,262100,4534.0,3084539.0
2000-07-12,3565376,3613341,3350197,3541476,198500,4550.0,3084539.0
