제이준코스메틱(025620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,12641746,14406472,12641746,13686241,96800,14249.0,3749609.0
1999-01-05,14370577,14370577,12965755,13830269,279900,14398.0,3749609.0
1999-01-06,13812093,14927326,13488332,13740285,1166300,14305.0,3749609.0
1999-01-07,14118203,14118203,11705044,12605646,3727000,13124.0,3749609.0
1999-01-08,11165016,12569620,10984793,11849308,2439300,12336.0,3749609.0
1999-01-11,12244985,13613720,12244985,13614097,2287800,14174.0,3749609.0
1999-01-12,15649034,15649034,14461614,15649102,3181000,16292.0,3749609.0
1999-01-13,17989638,17989638,17917668,17990002,1283600,18729.0,3749609.0
1999-01-14,15883064,20493356,15883064,16603512,4214700,17286.0,3749609.0
1999-01-15,18007834,19088304,17359734,19088440,1429100,19873.0,3749609.0
1999-01-18,21933450,21933450,21933450,21933824,45000,22835.0,3749609.0
1999-01-19,25210904,25210904,25210904,25211292,656000,26247.0,3749609.0
1999-01-20,21429292,24490552,21429292,21429598,4482500,22310.0,3749609.0
1999-01-21,19448686,21609440,18224326,18368300,3350000,19123.0,3749609.0
1999-01-22,18728438,18728438,16207544,16207371,1459200,16873.0,3749609.0
1999-01-25,16243187,17107688,13793931,14226410,1244800,14811.0,3749609.0
1999-01-26,14424554,15719711,13129695,14388538,1591700,14980.0,3749609.0
1999-01-27,14766568,15126722,12965673,14442579,890600,15036.0,3749609.0
1999-01-28,13902006,16603362,13902006,16603512,2086900,17286.0,3749609.0
1999-01-29,17251580,18367898,16567072,17647906,2071400,18373.0,3749609.0
1999-02-01,17558390,18709722,17270420,17810034,1602800,18542.0,3749609.0
1999-02-02,17323444,17647808,15162716,16243311,3206700,16911.0,3749609.0
1999-02-03,16963688,18656536,16207544,16207371,2156200,16873.0,3749609.0
1999-02-04,16603516,16747651,14802635,15486973,903600,16123.0,3749609.0
1999-02-05,15126430,16207252,15126430,15666944,1333000,16311.0,3749609.0
1999-02-08,16207619,16747699,14730805,14730635,1013600,15336.0,3749609.0
1999-02-09,14406429,15306779,12677837,13326044,704300,13874.0,3749609.0
1999-02-10,12245436,14046271,12245436,13686241,787200,14249.0,3749609.0
1999-02-11,13146033,14514527,13146033,13434129,561800,13986.0,3749609.0
1999-02-12,13685983,15450721,13685983,14766578,3524700,15373.0,3749609.0
1999-02-18,15126692,15126692,14046180,14046180,1034500,14623.0,3749609.0
1999-02-19,13578007,14766142,13145597,14766578,683100,15373.0,3749609.0
1999-02-22,14766358,14766358,14046036,14550406,445300,15148.0,3749609.0
1999-02-23,13488529,14747529,13488529,13956196,487000,14530.0,3749609.0
1999-02-24,13326160,14550520,13182094,13217956,1342000,13761.0,3749609.0
1999-02-25,13217692,13217692,12533491,12533504,446300,13049.0,3749609.0
1999-02-26,12605570,13289544,12605570,13037730,366200,13574.0,3749609.0
1999-03-02,13506180,13866405,13506180,13686241,579200,14249.0,3749609.0
1999-03-03,12821646,13686135,12605611,12785617,608900,13311.0,3749609.0
1999-03-04,12768136,13055865,12444375,12911802,766600,13442.0,3749609.0
1999-03-05,11561131,12713830,11561131,12065478,1911500,12561.0,3749609.0
1999-03-08,12732002,13127402,12300255,12731832,1606800,13255.0,3749609.0
1999-03-09,12893611,12893611,12101353,12101421,990900,12599.0,3749609.0
1999-03-10,11200911,11885134,11200911,11705280,1071300,12186.0,3749609.0
1999-03-11,11705249,12605555,11561118,11813365,754400,12299.0,3749609.0
1999-03-12,12245223,12605731,12065287,12281391,941600,12786.0,3749609.0
1999-03-15,12966057,13289827,12605615,12713731,1022400,13236.0,3749609.0
1999-03-16,12965810,13397856,12893567,13145814,1259500,13686.0,3749609.0
1999-03-17,13613950,13793817,12785614,12785617,973800,13311.0,3749609.0
1999-03-18,12605484,12965638,12065109,12137364,613700,12636.0,3749609.0
1999-03-19,11632758,12425302,11632758,12245448,713400,12749.0,3749609.0
1999-03-22,12173446,12425318,11344794,11885251,708900,12374.0,3749609.0
1999-03-23,11704961,11884886,11344748,11525051,662100,11999.0,3749609.0
1999-03-24,11272956,11777255,11165218,11669337,1078500,12149.0,3749609.0
1999-03-25,11885289,12137457,11525076,11669337,1000700,12149.0,3749609.0
1999-03-26,11669562,11669562,11669562,11669337,0,12149.0,3749609.0
1999-03-29,11669562,11669562,11669562,11669337,0,,
1999-03-30,11669562,11669562,11669562,11669337,0,,
1999-03-31,11669562,11669562,11669562,11669337,0,,
1999-04-01,11669562,11669562,11669562,11669337,0,,
1999-04-02,11669562,11669562,11669562,11669337,0,,
1999-04-06,11669562,11669562,11669562,11669337,0,,
1999-04-07,11669562,11669562,11669562,11669337,0,,
1999-04-08,11669562,11669562,11669562,11669337,0,,
1999-04-09,11669562,11669562,11669562,11669337,0,,
1999-04-12,11669562,11669562,11669562,11669337,0,,
1999-04-13,11669562,11669562,11669562,11669337,0,,
1999-04-14,11669562,11669562,11669562,11669337,0,,
1999-04-15,11669562,11669562,11669562,11669337,0,,
1999-04-16,13397897,13397897,12005489,12125469,1209800,12624.0,2499739.0
1999-04-19,12245240,12245240,10804810,11044873,666800,11499.0,2499739.0
1999-04-20,11105455,11513313,10793548,11417224,486500,11886.0,2499739.0
1999-04-21,11524871,11524871,10876756,11044873,419700,11499.0,2499739.0
1999-04-22,10132471,11477224,10132471,11165112,267100,11624.0,2499739.0
1999-04-23,10924730,11645097,10588558,11165112,410200,11624.0,2499739.0
1999-04-26,10924995,11165296,10252590,10804914,225600,11249.0,2499739.0
1999-04-27,10804701,11044704,10348319,10564696,317600,10999.0,2499739.0
1999-04-28,10805152,11765514,10564851,10804914,517300,11249.0,2499739.0
1999-04-29,11069053,11981464,11045070,11309139,562700,11774.0,2499739.0
1999-04-30,11380828,11645111,10804660,11261043,295600,14466.0,3084539.0
1999-05-03,11069096,12605636,11045101,12005489,732100,15423.0,3084539.0
1999-05-04,12712723,12712723,11273445,11993336,559500,15407.0,3084539.0
1999-05-06,12005755,12125611,11621309,11837413,869400,15207.0,3084539.0
1999-05-07,12125639,13205854,11645319,12005489,955500,15423.0,3084539.0
1999-05-10,12245112,13421816,12245112,13205806,1130100,16965.0,3084539.0
1999-05-11,13638178,13686371,12966001,12965844,800600,16657.0,3084539.0
1999-05-12,12749544,13181954,11765190,11765271,342600,15114.0,3084539.0
1999-05-13,11764916,12244969,11284610,11429119,350600,14682.0,3084539.0
1999-05-14,11165202,11765352,10612950,10612790,243500,13634.0,3084539.0
1999-05-17,10180371,11044873,10084443,11044873,458000,14189.0,3084539.0
1999-05-18,10612671,11044704,10348387,10684676,147300,13726.0,3084539.0
1999-05-19,10444612,11044830,10396409,10876797,242100,13973.0,3084539.0
1999-05-20,10588653,10804973,9628350,10324737,108500,13264.0,3084539.0
1999-05-21,10311809,10311809,9760399,9832404,138400,12631.0,3084539.0
1999-05-24,9892200,10060020,9411893,9412215,102100,12091.0,3084539.0
1999-05-25,9412223,9844326,8956195,9436263,260600,12122.0,3084539.0
1999-05-26,9171689,10540410,9171689,9724319,293700,12492.0,3084539.0
1999-05-27,9724311,9748294,8691752,8691820,297800,11166.0,3084539.0
1999-05-28,9531893,9531893,8787782,9003921,271000,11567.0,3084539.0
1999-05-31,9136304,9448018,8872626,9352226,216500,12014.0,3084539.0
1999-06-01,8908121,9340222,8908121,9148207,97200,11752.0,3084539.0
1999-06-02,9232305,9759732,9064178,9448158,341900,12138.0,3084539.0
1999-06-03,9604212,10564528,9363855,9844298,659800,12647.0,3084539.0
1999-06-04,10311202,10311202,9232115,9280082,219700,11922.0,3084539.0
1999-06-07,9363630,9724082,9243774,9244141,144200,11875.0,3084539.0
1999-06-08,9256047,9472069,9112267,9472206,269000,12169.0,3084539.0
1999-06-09,9484222,9484222,9051880,9052017,174900,11629.0,3084539.0
1999-06-10,9124184,9363880,8883883,8883941,74400,11413.0,3084539.0
1999-06-11,9016381,9304351,8704738,9232247,304200,11860.0,3084539.0
1999-06-14,8859815,9124040,8835534,8859896,133500,11382.0,3084539.0
1999-06-15,8894524,8894524,7671783,7983576,194500,10256.0,3084539.0
1999-06-16,8272434,8632054,8272434,8535897,126000,10966.0,3084539.0
1999-06-17,8643946,8643946,8307774,8307833,120100,10673.0,3084539.0
1999-06-18,8211247,8403640,7923333,8043567,194400,10333.0,3084539.0
1999-06-21,7923303,8211273,7611055,7683369,181300,9871.0,3084539.0
1999-06-22,7803718,8835617,7491163,7923587,373200,10179.0,3084539.0
1999-06-23,8403569,8403569,7923572,7947635,226600,10210.0,3084539.0
1999-06-24,7803718,8211475,7803718,7923587,134400,10179.0,3084539.0
1999-06-25,8043189,8403640,7827166,8043567,204400,10333.0,3084539.0
1999-06-28,7923482,8643784,7923482,8163546,187200,10487.0,3084539.0
1999-06-29,7947260,8163338,7923333,8043567,87500,10333.0,3084539.0
1999-06-30,8067437,8067437,7683002,7683369,186400,9871.0,3084539.0
1999-07-01,7443255,8163566,7443255,7923587,170300,10179.0,3084539.0
1999-07-02,8067533,8067533,7803546,8067615,104100,10364.0,3084539.0
1999-07-05,8211341,8403678,8163376,8235688,251800,10580.0,3084539.0
1999-07-06,8391414,8535545,8175937,8175700,292200,10503.0,3084539.0
1999-07-07,8523899,9076154,8187726,8763962,477600,11259.0,3084539.0
1999-07-08,8763838,9844065,8451646,9532195,501700,12246.0,3084539.0
1999-07-09,9604162,9844235,9171761,9220093,549300,11845.0,3084539.0
1999-07-12,9472530,10311613,9472530,9760262,684300,12539.0,3084539.0
1999-07-13,9604258,10276663,9244103,9604339,458400,12338.0,3084539.0
1999-07-14,10084443,11044873,9363832,11044873,526500,14189.0,3084539.0
1999-07-15,11525157,12005818,10324777,10804914,1188500,13880.0,3084539.0
1999-07-16,11045046,11045046,9844372,10324737,645300,13264.0,3084539.0
1999-07-19,10433984,11873216,10074387,11873356,1296400,15253.0,3084539.0
1999-07-20,11884871,12725377,11524714,12245448,2090400,15731.0,3084539.0
1999-07-21,11548835,11548835,10420643,10420668,1357900,13387.0,3084539.0
1999-07-22,9940387,10204374,9388131,9844298,776300,12647.0,3084539.0
1999-07-23,10060512,10276831,8956301,8956086,706200,11505.0,3084539.0
1999-07-26,7623585,9062030,7623585,7815502,397200,10040.0,3084539.0
1999-07-27,7912471,8871704,7912471,8775856,455200,11274.0,3084539.0
1999-07-28,8379767,9244268,7995627,8763962,446700,11259.0,3084539.0
1999-07-29,8907587,9363605,8403539,8715868,331100,11197.0,3084539.0
1999-07-30,8883708,8931911,8043189,8043567,290200,10333.0,3084539.0
1999-08-02,7912406,8559380,7912406,8487801,274400,10904.0,3084539.0
1999-08-03,8883817,8907731,8163447,8331622,263500,10703.0,3084539.0
1999-08-04,8427792,8859894,8403810,8523744,273300,10950.0,3084539.0
1999-08-05,8523893,8644045,7803822,7803607,226600,10025.0,3084539.0
1999-08-06,7937037,8967910,7816887,8967981,1170400,11521.0,3084539.0
1999-08-09,10084582,10084582,8980144,9100114,1114700,11690.0,3084539.0
1999-08-10,8547521,8979919,8283533,8403764,326500,10796.0,3084539.0
1999-08-11,7995361,8283627,7995361,8163546,283700,10487.0,3084539.0
1999-08-12,7971637,8643746,7971637,8403764,263000,10796.0,3084539.0
1999-08-13,8403810,8883876,8403810,8523744,363900,10950.0,3084539.0
1999-08-16,8644010,8788154,8427989,8595888,255700,11043.0,3084539.0
1999-08-17,8283718,8283718,7323047,7923587,449000,10179.0,3084539.0
1999-08-18,7251072,7803622,6746784,6963230,227300,8945.0,3084539.0
1999-08-19,7107178,7443409,6963103,7203189,193200,9254.0,3084539.0
1999-08-20,6986723,7395138,6722736,7179141,163700,9223.0,3084539.0
1999-08-23,7083124,8163647,7083124,7443407,231100,9562.0,3084539.0
1999-08-24,7587467,7779566,7443336,7467455,134300,9593.0,3084539.0
1999-08-25,7203450,7683460,7203450,7299382,208300,9377.0,3084539.0
1999-08-26,7323069,7683226,7275105,7587435,188000,9747.0,3084539.0
1999-08-27,7683437,7851495,7371429,7635531,433600,9809.0,3084539.0
1999-08-30,7683171,7803561,7395201,7563387,186800,9716.0,3084539.0
1999-08-31,7443358,8403779,7443358,8163546,287500,10487.0,3084539.0
1999-09-01,8403799,9388088,8019366,9388169,866400,12061.0,3084539.0
1999-09-02,9892555,10804965,8643924,8643982,2014700,11104.0,3084539.0
1999-09-03,8163313,8403615,7443298,7851443,540200,10086.0,3084539.0
1999-09-06,7683092,9027900,7683092,9027969,635600,11598.0,3084539.0
1999-09-07,9556420,9652587,8403711,8595888,642800,11043.0,3084539.0
1999-09-08,8355440,9772138,8163341,9003921,814400,11567.0,3084539.0
1999-09-09,9148298,9412285,8475896,8595888,216300,11043.0,3084539.0
1999-09-10,8163566,8883876,8163566,8523744,351700,10950.0,3084539.0
1999-09-13,8355379,8883708,8043189,8043567,246200,10333.0,3084539.0
1999-09-14,8032051,8991036,8032051,8439707,676700,10842.0,3084539.0
1999-09-15,8187358,8475625,8091485,8235688,258900,10580.0,3084539.0
1999-09-16,8187320,8523495,7995224,8043567,234500,10333.0,3084539.0
1999-09-17,8163784,8764184,7923721,8259736,243600,10611.0,3084539.0
1999-09-20,8283384,8379244,8115270,8187595,276900,10518.0,3084539.0
1999-09-21,7947594,8883919,7947594,8643982,748000,11104.0,3084539.0
1999-09-22,8764184,8764184,8211693,8259736,253100,10611.0,3084539.0
1999-09-27,8583071,8606985,7959463,8127603,393300,10441.0,3084539.0
1999-09-28,8102734,8150939,7455691,7767406,231200,9978.0,3084539.0
1999-09-29,7718275,7718275,7023324,7239132,368200,9300.0,3084539.0
1999-09-30,6280180,7550827,6280180,7263180,362300,9331.0,3084539.0
1999-10-01,7275199,7322867,6266622,6818944,181800,8760.0,3084539.0
1999-10-04,6770916,7443318,6530614,6987020,612400,8976.0,3084539.0
1999-10-05,6998314,7166189,6375071,6590879,268300,8467.0,3084539.0
1999-10-06,6375018,6758552,5823836,6566831,393500,8436.0,3084539.0
1999-10-07,6674933,6914938,6482540,6795154,483200,8729.0,3084539.0
1999-10-08,6842857,7010971,6506682,6818944,572700,8760.0,3084539.0
1999-10-11,6818771,6963199,6602986,6795154,287300,8729.0,3084539.0
1999-10-12,6866796,7178986,6722662,6891088,344000,8853.0,3084539.0
1999-10-13,6963402,6963402,6603247,6603032,185500,8482.0,3084539.0
1999-10-14,6626832,6842910,6602905,6842992,228200,8791.0,3084539.0
1999-10-15,6963006,6963006,6698723,6818944,244900,8760.0,3084539.0
1999-10-18,6650890,6723075,6386903,6410908,207900,8236.0,3084539.0
1999-10-19,6542362,6542362,6231015,6374968,246200,8189.0,3084539.0
1999-10-20,6338573,6530672,6266626,6386860,241400,8205.0,3084539.0
1999-10-21,6410845,6626926,6338659,6482794,240000,8328.0,3084539.0
1999-10-22,6471205,7070521,6471205,6687069,547700,8590.0,3084539.0
1999-10-25,6733891,6733891,6254428,6278775,159600,8066.0,3084539.0
1999-10-26,6122591,6242741,5978457,6146642,307500,7896.0,3084539.0
1999-10-27,6026231,6170307,5906320,6002614,297500,7711.0,3084539.0
1999-10-28,5990722,6182215,5870560,6086654,157300,7819.0,3084539.0
1999-10-29,6122464,6218634,6026297,6026662,216800,7742.0,3084539.0
1999-11-01,6122781,6194672,6026614,6122852,101600,7866.0,3084539.0
1999-11-02,6170312,6218573,6074442,6170690,272300,7927.0,3084539.0
1999-11-03,6050991,6218753,6050991,6074759,207400,7804.0,3084539.0
1999-11-04,6110602,6925691,6110602,6278775,474000,8066.0,3084539.0
1999-11-05,6818558,6818558,6410745,6554936,271300,8421.0,3084539.0
1999-11-08,6723075,6723075,6243009,6410908,355400,8236.0,3084539.0
1999-11-09,6266905,6603067,6242923,6459004,453200,8297.0,3084539.0
1999-11-10,6722855,6722855,6386624,6482794,371100,8328.0,3084539.0
1999-11-11,6483065,6603217,6146903,6242835,363000,8020.0,3084539.0
1999-11-12,6146573,6362652,6074627,6146642,226200,7896.0,3084539.0
1999-11-15,6266887,6266887,5906733,5954779,271000,7650.0,3084539.0
1999-11-16,6218533,6314761,5954546,6098807,410200,7835.0,3084539.0
1999-11-17,6206303,6325860,5918344,5942626,291200,7634.0,3084539.0
1999-11-18,5834543,5978677,5666416,5762655,218200,7403.0,3084539.0
1999-11-19,5690446,5906401,5666168,5666465,148000,7280.0,3084539.0
1999-11-22,5546533,5762556,5354492,5594579,383600,7187.0,3084539.0
1999-11-23,5534455,5677995,5414613,5510542,216500,7079.0,3084539.0
1999-11-24,5498033,5498033,5161861,5162239,338000,6632.0,3084539.0
1999-11-25,5030737,5174630,5030737,5174393,306300,6647.0,3084539.0
1999-11-26,4862975,5174630,4575552,5174393,245700,6647.0,3084539.0
1999-11-29,5114160,5402186,4730090,4802039,209700,6169.0,3084539.0
