애경유화(161000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-05-15,5590,5590,5339,5510,7244,176540.0,3204000.0
2013-05-16,5540,5540,5400,5430,5040,173977.0,3204000.0
2013-05-20,5360,5430,5320,5330,3728,170773.0,3204000.0
2013-05-21,5339,5530,5300,5510,5263,176540.0,3204000.0
2013-05-22,5530,5610,5430,5560,4695,178142.0,3204000.0
2013-05-23,5570,5590,5450,5560,6532,178142.0,3204000.0
2013-05-24,5560,5610,5470,5600,4899,179424.0,3204000.0
2013-05-27,5520,5630,5500,5610,6563,179744.0,3204000.0
2013-05-28,5560,5600,5530,5560,6821,178142.0,3204000.0
2013-05-29,5500,5640,5470,5600,10478,179424.0,3204000.0
2013-05-30,5630,5760,5560,5670,14128,181667.0,3204000.0
2013-05-31,5700,5940,5620,5620,25808,180065.0,3204000.0
2013-06-03,5510,5680,5450,5600,10723,179424.0,3204000.0
2013-06-04,5630,5630,5499,5510,7512,176540.0,3204000.0
2013-06-05,5480,5480,5350,5350,5132,171414.0,3204000.0
2013-06-07,5300,5450,5269,5420,4547,173657.0,3204000.0
2013-06-10,5449,5480,5289,5380,11513,172375.0,3204000.0
2013-06-11,5310,5430,5310,5370,3181,172055.0,3204000.0
2013-06-12,5470,5470,5350,5350,1794,171414.0,3204000.0
2013-06-13,5310,5480,5310,5350,7889,171414.0,3204000.0
2013-06-14,5430,5580,5370,5560,7853,178142.0,3204000.0
2013-06-17,5560,5600,5320,5600,10193,179424.0,3204000.0
2013-06-18,5600,5840,5520,5790,7437,185512.0,3204000.0
2013-06-19,5789,5829,5700,5820,4304,186473.0,3204000.0
2013-06-20,5820,5840,5610,5800,9779,185832.0,3204000.0
2013-06-21,5720,5790,5640,5790,5262,185512.0,3204000.0
2013-06-24,5800,5800,5620,5700,7565,182628.0,3204000.0
2013-06-25,5660,5660,4990,5100,31649,163404.0,3204000.0
2013-06-26,5200,5420,5090,5410,12878,173336.0,3204000.0
2013-06-27,5480,5640,5320,5610,6649,179744.0,3204000.0
2013-06-28,5630,5790,5550,5760,7666,184550.0,3204000.0
2013-07-01,5660,5750,5600,5600,1214,179424.0,3204000.0
2013-07-02,5610,5750,5510,5650,3115,181026.0,3204000.0
2013-07-03,5610,5690,5530,5550,3977,177822.0,3204000.0
2013-07-04,5470,5590,5420,5570,3083,178463.0,3204000.0
2013-07-05,5680,5699,5510,5610,3000,179744.0,3204000.0
2013-07-08,5690,5870,5550,5830,9053,186793.0,3204000.0
2013-07-09,5860,5930,5730,5880,7817,188395.0,3204000.0
2013-07-10,5770,5859,5770,5770,721,184871.0,3204000.0
2013-07-11,5920,5920,5770,5820,5890,186473.0,3204000.0
2013-07-12,5760,5899,5760,5830,5331,186793.0,3204000.0
2013-07-15,5830,5880,5750,5850,9489,187434.0,3204000.0
2013-07-16,5850,6160,5800,5920,29020,189677.0,3204000.0
2013-07-17,5920,5950,5779,5850,8581,187434.0,3204000.0
2013-07-18,5850,5909,5709,5820,10906,186473.0,3204000.0
2013-07-19,5760,5809,5689,5700,4257,182628.0,3204000.0
2013-07-22,5699,5810,5660,5810,7649,186152.0,3204000.0
2013-07-23,5800,5960,5730,5890,10429,188716.0,3204000.0
2013-07-24,5890,5950,5800,5920,7849,189677.0,3204000.0
2013-07-25,5910,6070,5859,6050,8357,193842.0,3204000.0
2013-07-26,6070,6070,5979,6070,5084,194483.0,3204000.0
2013-07-29,6130,6130,5990,6050,4822,193842.0,3204000.0
2013-07-30,6000,6080,5970,6080,3437,194803.0,3204000.0
2013-07-31,6140,6300,6090,6200,19480,198648.0,3204000.0
2013-08-01,6200,6200,6080,6150,3818,197046.0,3204000.0
2013-08-02,6240,6240,6050,6050,2226,193842.0,3204000.0
2013-08-05,6049,6110,5950,6100,8858,195444.0,3204000.0
2013-08-06,6110,6120,6030,6100,1739,195444.0,3204000.0
2013-08-07,5990,6190,5969,6180,10301,198007.0,3204000.0
2013-08-08,6200,6280,6150,6180,5167,198007.0,3204000.0
2013-08-09,6190,6190,6030,6070,3465,194483.0,3204000.0
2013-08-12,6010,6070,5780,5870,8436,188075.0,3204000.0
2013-08-13,5869,5980,5860,5980,4885,191599.0,3204000.0
2013-08-14,5909,6010,5909,5980,2262,191599.0,3204000.0
2013-08-16,5840,5930,5840,5920,1884,189677.0,3204000.0
2013-08-19,5920,6000,5800,6000,6107,192240.0,3204000.0
2013-08-20,6000,6050,5890,5950,6969,190638.0,3204000.0
2013-08-21,5869,5930,5669,5900,7831,189036.0,3204000.0
2013-08-22,5710,5830,5680,5780,8162,185191.0,3204000.0
2013-08-23,5790,5870,5720,5870,5219,188075.0,3204000.0
2013-08-26,5860,6040,5820,6040,4682,193522.0,3204000.0
2013-08-27,6040,6040,5900,5970,4048,191279.0,3204000.0
2013-08-28,5809,5950,5780,5780,4161,185191.0,3204000.0
2013-08-29,5809,5870,5780,5780,2935,185191.0,3204000.0
2013-08-30,5880,5899,5730,5790,7683,185512.0,3204000.0
2013-09-02,5840,5840,5760,5790,822,185512.0,3204000.0
2013-09-03,5790,5890,5750,5880,4411,188395.0,3204000.0
2013-09-04,5920,5920,5770,5820,1770,186473.0,3204000.0
2013-09-05,5760,5850,5720,5850,6396,187434.0,3204000.0
2013-09-06,5850,5870,5750,5810,5557,186152.0,3204000.0
2013-09-09,5800,5840,5550,5800,9447,185832.0,3204000.0
2013-09-10,5840,5850,5760,5800,6777,185832.0,3204000.0
2013-09-11,5750,5990,5750,5990,8015,191920.0,3204000.0
2013-09-12,5940,6080,5930,6040,7654,193522.0,3204000.0
2013-09-13,6040,6130,5970,6090,8914,195124.0,3204000.0
2013-09-16,6090,6110,6030,6090,3718,195124.0,3204000.0
2013-09-17,5970,6110,5970,6030,3664,193201.0,3204000.0
2013-09-23,6089,6089,5969,6020,2602,192881.0,3204000.0
2013-09-24,6020,6040,5970,6000,3017,192240.0,3204000.0
2013-09-25,6000,6010,5960,6010,1506,192560.0,3204000.0
2013-09-26,6020,6080,5989,6060,6526,194162.0,3204000.0
2013-09-27,6070,6120,6009,6100,6992,195444.0,3204000.0
2013-09-30,6110,6130,6070,6090,9118,195124.0,3204000.0
2013-10-01,6090,6280,6060,6240,10333,199930.0,3204000.0
2013-10-02,6250,6300,6130,6250,13494,200250.0,3204000.0
2013-10-04,6240,6300,6150,6280,3693,201211.0,3204000.0
2013-10-07,6320,6330,6280,6280,6384,201211.0,3204000.0
2013-10-08,6250,6290,6160,6280,1960,201211.0,3204000.0
2013-10-10,6299,6320,6260,6310,4589,202172.0,3204000.0
2013-10-11,6330,6330,6220,6280,4754,201211.0,3204000.0
2013-10-14,6280,6350,6259,6330,6250,202813.0,3204000.0
2013-10-15,6330,6350,6280,6310,1141,202172.0,3204000.0
2013-10-16,6360,6660,6340,6640,232721,212746.0,3204000.0
2013-10-17,6800,6860,6500,6560,22917,210182.0,3204000.0
2013-10-18,6570,6570,6210,6290,29317,201532.0,3204000.0
2013-10-21,6290,6299,6070,6230,31551,199609.0,3204000.0
2013-10-22,6230,6230,6080,6200,18777,198648.0,3204000.0
2013-10-23,6200,6200,6090,6140,8663,196726.0,3204000.0
2013-10-24,6100,6180,5899,5950,33418,190638.0,3204000.0
2013-10-25,6000,6090,5960,5990,12377,191920.0,3204000.0
2013-10-28,6010,6010,5850,5960,12159,190958.0,3204000.0
2013-10-29,5950,6080,5930,5950,9900,190638.0,3204000.0
2013-10-30,5930,5989,5900,5980,9342,191599.0,3204000.0
2013-10-31,5979,5990,5890,5950,7469,190638.0,3204000.0
2013-11-01,5960,5969,5910,5940,4109,190318.0,3204000.0
2013-11-04,5950,5970,5890,5970,2531,191279.0,3204000.0
2013-11-05,5990,5990,5820,5930,9465,189997.0,3204000.0
2013-11-06,5940,5940,5840,5920,4594,189677.0,3204000.0
2013-11-07,5890,6010,5860,5910,3583,189356.0,3204000.0
2013-11-08,5910,5910,5710,5770,6588,184871.0,3204000.0
2013-11-11,5760,5770,5650,5650,3860,181026.0,3204000.0
2013-11-12,5660,5720,5529,5620,9260,180065.0,3204000.0
2013-11-13,5640,5729,5609,5700,4486,182628.0,3204000.0
2013-11-14,5710,5750,5600,5640,2681,180706.0,3204000.0
2013-11-15,5640,5690,5560,5630,9640,180385.0,3204000.0
2013-11-18,5630,5720,5630,5650,2980,181026.0,3204000.0
2013-11-19,5660,5790,5640,5690,7896,182308.0,3204000.0
2013-11-20,5700,5710,5600,5600,3046,179424.0,3204000.0
2013-11-21,5580,5600,5360,5400,22642,173016.0,3204000.0
2013-11-22,5470,5510,5370,5400,7089,173016.0,3204000.0
2013-11-25,5449,5550,5369,5380,5248,172375.0,3204000.0
2013-11-26,5380,5449,5380,5380,5447,172375.0,3204000.0
2013-11-27,5380,5560,5380,5500,6230,176220.0,3204000.0
2013-11-28,5450,5549,5450,5500,8232,176220.0,3204000.0
2013-11-29,5710,5920,5650,5770,18338,184871.0,3204000.0
2013-12-02,5880,5900,5770,5900,11338,189036.0,3204000.0
2013-12-03,5880,5880,5720,5810,12944,186152.0,3204000.0
2013-12-04,5779,5920,5779,5850,22701,187434.0,3204000.0
2013-12-05,5900,5970,5830,5960,19137,190958.0,3204000.0
2013-12-06,5990,6019,5859,5970,28192,191279.0,3204000.0
2013-12-09,5990,5990,5750,5790,20939,185512.0,3204000.0
2013-12-10,5720,5830,5650,5730,10335,183589.0,3204000.0
2013-12-11,5739,5770,5570,5590,10500,179104.0,3204000.0
2013-12-12,5560,5720,5560,5620,9868,180065.0,3204000.0
2013-12-13,5590,5740,5590,5650,8072,181026.0,3204000.0
2013-12-16,5630,5740,5630,5640,3159,180706.0,3204000.0
2013-12-17,5680,5790,5659,5750,6040,184230.0,3204000.0
2013-12-18,5790,5790,5690,5720,3635,183269.0,3204000.0
2013-12-19,5739,5810,5700,5790,8439,185512.0,3204000.0
2013-12-20,5790,5810,5710,5710,5775,182948.0,3204000.0
2013-12-23,5710,5740,5610,5730,15742,183589.0,3204000.0
2013-12-24,5670,5770,5670,5730,4348,183589.0,3204000.0
2013-12-26,5730,5850,5670,5830,7529,186793.0,3204000.0
2013-12-27,5710,5900,5710,5810,3934,186152.0,3204000.0
2013-12-30,5800,5840,5740,5840,5739,187114.0,3204000.0
2014-01-02,5860,5880,5690,5720,7485,183269.0,3204000.0
2014-01-03,5670,5720,5640,5700,6909,182628.0,3204000.0
2014-01-06,5710,5739,5630,5710,6469,182948.0,3204000.0
2014-01-07,5660,5750,5600,5680,5881,181987.0,3204000.0
2014-01-08,5659,5720,5610,5630,4373,180385.0,3204000.0
2014-01-09,5609,5649,5540,5540,7956,177502.0,3204000.0
2014-01-10,5620,5620,5510,5550,3993,177822.0,3204000.0
2014-01-13,5530,5589,5500,5580,2536,178783.0,3204000.0
2014-01-14,5600,5650,5560,5580,83684,178783.0,3204000.0
2014-01-15,5620,5620,5560,5600,2011,179424.0,3204000.0
2014-01-16,5619,5660,5600,5650,6089,181026.0,3204000.0
2014-01-17,5650,5670,5570,5650,6187,181026.0,3204000.0
2014-01-20,5620,5670,5510,5640,9100,180706.0,3204000.0
2014-01-21,5660,5700,5600,5700,6634,182628.0,3204000.0
2014-01-22,5680,5740,5660,5720,3226,183269.0,3204000.0
2014-01-23,5730,5749,5690,5740,6228,183910.0,3204000.0
2014-01-24,5730,5730,5610,5680,2020,181987.0,3204000.0
2014-01-27,5610,5610,5500,5560,4836,178142.0,3204000.0
2014-01-28,5540,5570,5469,5500,2960,176220.0,3204000.0
2014-01-29,5480,5570,5450,5470,4847,175259.0,3204000.0
2014-02-03,5450,5539,5430,5490,1740,175900.0,3204000.0
2014-02-04,5440,5440,5340,5410,4280,173336.0,3204000.0
2014-02-05,5390,5470,5320,5470,4958,175259.0,3204000.0
2014-02-06,5480,5550,5459,5490,2973,175900.0,3204000.0
2014-02-07,5510,5590,5500,5570,5594,178463.0,3204000.0
2014-02-10,5600,5650,5510,5600,2454,179424.0,3204000.0
2014-02-11,5630,5720,5580,5720,5050,183269.0,3204000.0
2014-02-12,5700,5790,5660,5780,5869,185191.0,3204000.0
2014-02-13,5769,5780,5710,5780,5107,185191.0,3204000.0
2014-02-14,5710,5800,5710,5780,5095,185191.0,3204000.0
2014-02-17,5790,5830,5710,5800,3450,185832.0,3204000.0
2014-02-18,5810,5810,5720,5770,4388,184871.0,3204000.0
2014-02-19,5770,5780,5670,5760,5101,184550.0,3204000.0
2014-02-20,5760,5760,5600,5610,8089,179744.0,3204000.0
2014-02-21,5640,5699,5510,5610,11422,179744.0,3204000.0
2014-02-24,5620,5669,5560,5660,4458,181346.0,3204000.0
2014-02-25,5690,5699,5630,5650,5105,181026.0,3204000.0
2014-02-26,5700,5800,5680,5710,22135,182948.0,3204000.0
2014-02-27,5730,5770,5650,5730,11814,183589.0,3204000.0
2014-02-28,5770,5980,5730,5970,18245,191279.0,3204000.0
2014-03-03,6000,6099,5920,5970,6418,191279.0,3204000.0
2014-03-04,5960,6040,5880,6020,12745,192881.0,3204000.0
2014-03-05,6050,6240,6050,6220,18712,199289.0,3204000.0
2014-03-06,6240,6350,6230,6350,20466,203454.0,3204000.0
2014-03-07,6370,6430,6270,6370,13687,204095.0,3204000.0
2014-03-10,6370,6450,6320,6380,8127,204415.0,3204000.0
2014-03-11,6390,6450,6360,6440,9037,206338.0,3204000.0
2014-03-12,6370,6450,6260,6400,13084,205056.0,3204000.0
2014-03-13,6410,6410,6310,6370,10794,204095.0,3204000.0
2014-03-14,6340,6380,6220,6220,14339,199289.0,3204000.0
2014-03-17,6209,6280,6180,6260,7513,200570.0,3204000.0
2014-03-18,6270,6390,6270,6370,8713,204095.0,3204000.0
2014-03-19,6419,6570,6390,6410,15460,205376.0,3204000.0
2014-03-20,6410,6450,6320,6390,3517,204736.0,3204000.0
2014-03-21,6420,6420,6240,6390,12945,204736.0,3204000.0
2014-03-24,6390,6580,6350,6400,11813,205056.0,3204000.0
2014-03-25,6400,6470,6310,6410,8401,205376.0,3204000.0
2014-03-26,6410,6440,6300,6440,10339,206338.0,3204000.0
2014-03-27,6440,6570,6380,6570,10863,210503.0,3204000.0
2014-03-28,6540,6730,6510,6720,17346,215309.0,3204000.0
2014-03-31,6710,6730,6600,6660,9036,213386.0,3204000.0
2014-04-01,6700,6700,6540,6580,7375,210823.0,3204000.0
2014-04-02,6590,6600,6470,6510,7650,208580.0,3204000.0
2014-04-03,6520,6580,6500,6500,6677,208260.0,3204000.0
2014-04-04,6480,6550,6430,6490,7888,207940.0,3204000.0
2014-04-07,6480,6610,6480,6580,4289,210823.0,3204000.0
2014-04-08,6560,6590,6470,6570,4228,210503.0,3204000.0
2014-04-09,6580,6590,6510,6570,4823,210503.0,3204000.0
2014-04-10,6600,6740,6600,6720,11789,215309.0,3204000.0
2014-04-11,6720,6910,6700,6860,25568,219794.0,3204000.0
2014-04-14,6880,7060,6810,7040,17359,225562.0,3204000.0
2014-04-15,7060,7110,6950,7080,11218,226843.0,3204000.0
2014-04-16,7120,7190,6960,7190,9821,230368.0,3204000.0
2014-04-17,7190,7210,7080,7130,6501,228445.0,3204000.0
2014-04-18,7090,7120,6970,6990,8349,223960.0,3204000.0
2014-04-21,7000,7030,6900,6940,9214,222358.0,3204000.0
2014-04-22,6990,6990,6870,6930,8825,222037.0,3204000.0
2014-04-23,6930,6930,6730,6830,18634,218833.0,3204000.0
2014-04-24,6880,6880,6770,6840,10834,219154.0,3204000.0
2014-04-25,6850,7020,6830,6910,11812,221396.0,3204000.0
2014-04-28,6920,6920,6710,6840,10981,219154.0,3204000.0
2014-04-29,6930,6930,6810,6830,4950,218833.0,3204000.0
2014-04-30,6860,6870,6690,6830,7746,218833.0,3204000.0
2014-05-02,6830,6920,6800,6900,4400,221076.0,3204000.0
2014-05-07,6900,6900,6830,6860,2283,219794.0,3204000.0
2014-05-08,6860,6900,6750,6810,3628,218192.0,3204000.0
2014-05-09,6810,7040,6710,7030,6777,225241.0,3204000.0
2014-05-12,7060,7070,6940,6980,3674,223639.0,3204000.0
2014-05-13,7060,7060,6900,6960,3465,222998.0,3204000.0
2014-05-14,6960,6990,6830,6940,5264,222358.0,3204000.0
2014-05-15,6830,6930,6830,6830,4668,218833.0,3204000.0
2014-05-16,6800,6890,6710,6810,5396,218192.0,3204000.0
2014-05-19,6750,6900,6750,6830,3965,218833.0,3204000.0
2014-05-20,6830,6870,6730,6810,4040,218192.0,3204000.0
2014-05-21,6730,7120,6730,6860,9504,219794.0,3204000.0
2014-05-22,6890,7100,6890,7020,5858,224921.0,3204000.0
2014-05-23,7020,7230,6990,7230,9771,231649.0,3204000.0
2014-05-26,7230,7380,7190,7250,6007,232290.0,3204000.0
2014-05-27,7280,7280,7050,7120,7562,228125.0,3204000.0
2014-05-28,7110,7330,6970,7310,15359,234212.0,3204000.0
2014-05-29,7350,7490,7270,7380,10967,236455.0,3204000.0
2014-05-30,7410,7500,7340,7440,8778,238378.0,3204000.0
2014-06-02,7460,7469,7180,7250,8117,232290.0,3204000.0
