신세계인터내셔날(031430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-25,80000,80700,78600,79200,11388,565488.0,7140000.0
2013-03-26,79000,79800,77300,77700,21851,554778.0,7140000.0
2013-03-27,78400,78400,76600,77000,18965,549780.0,7140000.0
2013-03-28,77000,77100,75100,75500,24188,539070.0,7140000.0
2013-03-29,74800,76000,74500,75300,32650,537642.0,7140000.0
2013-04-01,75600,75800,74600,75300,11123,537642.0,7140000.0
2013-04-02,74800,76500,74400,76300,18971,544782.0,7140000.0
2013-04-03,75900,76900,75200,75900,14527,541926.0,7140000.0
2013-04-04,76100,77400,75100,77000,21565,549780.0,7140000.0
2013-04-05,76500,77000,74200,74800,11817,534072.0,7140000.0
2013-04-08,73800,76200,71600,71700,14026,511938.0,7140000.0
2013-04-09,71700,72400,70000,72000,10865,514080.0,7140000.0
2013-04-10,71300,72700,70600,72400,8380,516936.0,7140000.0
2013-04-11,73000,76900,71200,76700,18061,547638.0,7140000.0
2013-04-12,76000,77300,74500,75200,14309,536928.0,7140000.0
2013-04-15,74500,75200,72300,73700,17669,526218.0,7140000.0
2013-04-16,73400,73400,70800,73000,38295,521220.0,7140000.0
2013-04-17,73500,73500,70700,70900,19886,506226.0,7140000.0
2013-04-18,70700,72100,70300,71800,15149,512652.0,7140000.0
2013-04-19,71000,71500,70300,71300,18473,509082.0,7140000.0
2013-04-22,71300,74200,70600,74100,20915,529074.0,7140000.0
2013-04-23,73200,74400,72400,73800,16825,526932.0,7140000.0
2013-04-24,73500,78800,73500,78700,47981,561918.0,7140000.0
2013-04-25,78700,79500,76500,79500,42377,567630.0,7140000.0
2013-04-26,79500,79900,77600,79100,20610,564774.0,7140000.0
2013-04-29,78100,79800,77800,78700,20987,561918.0,7140000.0
2013-04-30,78200,78700,75300,78000,46305,556920.0,7140000.0
2013-05-02,76900,78600,76300,76300,12314,544782.0,7140000.0
2013-05-03,76300,77800,76300,77600,6303,554064.0,7140000.0
2013-05-06,77200,77700,76400,77400,7855,552636.0,7140000.0
2013-05-07,76800,79100,76400,78800,12862,562632.0,7140000.0
2013-05-08,78700,79100,77600,78500,14651,560490.0,7140000.0
2013-05-09,78500,79200,77300,77600,9879,554064.0,7140000.0
2013-05-10,77700,77800,75300,76400,11227,545496.0,7140000.0
2013-05-13,77300,77300,73000,75800,8566,541212.0,7140000.0
2013-05-14,75700,75800,73700,74600,17673,532644.0,7140000.0
2013-05-15,74900,76300,73700,75900,5086,541926.0,7140000.0
2013-05-16,76200,76300,74800,76000,5620,542640.0,7140000.0
2013-05-20,76000,76900,73700,76800,15503,548352.0,7140000.0
2013-05-21,76800,78200,76100,77700,14330,554778.0,7140000.0
2013-05-22,77500,77900,76500,76900,13358,549066.0,7140000.0
2013-05-23,76100,77300,75100,75400,14462,538356.0,7140000.0
2013-05-24,76000,77200,74700,76200,13432,544068.0,7140000.0
2013-05-27,77400,78400,76700,78000,13221,556920.0,7140000.0
2013-05-28,78600,78800,77200,78300,24681,559062.0,7140000.0
2013-05-29,79000,79200,76900,78500,23131,560490.0,7140000.0
2013-05-30,79100,79100,77500,78700,7920,561918.0,7140000.0
2013-05-31,77500,78500,75900,78500,18902,560490.0,7140000.0
2013-06-03,78000,79000,76500,77800,35455,555492.0,7140000.0
2013-06-04,76800,78900,76800,78800,9352,562632.0,7140000.0
2013-06-05,78800,79200,77000,78600,7505,561204.0,7140000.0
2013-06-07,78700,78700,76900,77600,4494,554064.0,7140000.0
2013-06-10,76900,79400,76900,79200,15644,565488.0,7140000.0
2013-06-11,79400,80400,78500,80300,17132,573342.0,7140000.0
2013-06-12,80000,81500,78600,80300,19852,573342.0,7140000.0
2013-06-13,80700,83300,80400,82800,34226,591192.0,7140000.0
2013-06-14,83200,83200,81800,82600,10018,589764.0,7140000.0
2013-06-17,81700,82500,80400,82300,10986,587622.0,7140000.0
2013-06-18,81200,82300,79900,81500,15688,581910.0,7140000.0
2013-06-19,81300,81400,80300,81000,8468,578340.0,7140000.0
2013-06-20,80000,80500,78000,79200,12158,565488.0,7140000.0
2013-06-21,77500,79700,77100,79200,10967,565488.0,7140000.0
2013-06-24,78800,79200,77300,79100,7116,564774.0,7140000.0
2013-06-25,77500,77900,74600,77500,19700,553350.0,7140000.0
2013-06-26,77600,79000,77000,77000,14928,549780.0,7140000.0
2013-06-27,77000,78700,76700,78000,16632,556920.0,7140000.0
2013-06-28,78400,80600,77700,80300,26403,573342.0,7140000.0
2013-07-01,80300,82900,79300,82300,11246,587622.0,7140000.0
2013-07-02,82400,82400,79800,79800,6916,569772.0,7140000.0
2013-07-03,79900,81600,78800,81100,4101,579054.0,7140000.0
2013-07-04,80100,82000,78000,81700,18894,583338.0,7140000.0
2013-07-05,81600,81600,79300,79300,6436,566202.0,7140000.0
2013-07-08,79800,79800,77500,78100,11238,557634.0,7140000.0
2013-07-09,78200,78500,75900,77500,14147,553350.0,7140000.0
2013-07-10,77800,77800,76000,76800,5902,548352.0,7140000.0
2013-07-11,76600,79000,76500,78500,9021,560490.0,7140000.0
2013-07-12,78400,80400,77700,80100,8840,571914.0,7140000.0
2013-07-15,80100,80800,78700,80800,8915,576912.0,7140000.0
2013-07-16,79700,80700,79000,80000,9027,571200.0,7140000.0
2013-07-17,79200,79900,78600,78600,16167,561204.0,7140000.0
2013-07-18,79100,79600,77600,79000,8450,564060.0,7140000.0
2013-07-19,79100,79100,77200,77500,11644,553350.0,7140000.0
2013-07-22,77900,78000,77100,77100,7140,550494.0,7140000.0
2013-07-23,77800,78800,76700,78500,6400,560490.0,7140000.0
2013-07-24,78600,79100,77300,78300,7535,559062.0,7140000.0
2013-07-25,78300,78500,77200,77500,11208,553350.0,7140000.0
2013-07-26,77400,79900,77100,79600,5659,568344.0,7140000.0
2013-07-29,79500,79500,78500,78800,3363,562632.0,7140000.0
2013-07-30,78300,80000,78300,78400,4120,559776.0,7140000.0
2013-07-31,78400,79700,78000,79400,5747,566916.0,7140000.0
2013-08-01,79500,81300,79200,80900,9778,577626.0,7140000.0
2013-08-02,80000,81800,79500,81600,10995,582624.0,7140000.0
2013-08-05,80600,80900,79500,79800,3975,569772.0,7140000.0
2013-08-06,79400,81800,79200,81000,7881,578340.0,7140000.0
2013-08-07,80900,83200,80600,83200,14901,594048.0,7140000.0
2013-08-08,83100,83900,82100,83200,7777,594048.0,7140000.0
2013-08-09,82400,84700,82400,84500,9697,603330.0,7140000.0
2013-08-12,84500,84500,81500,82000,10215,585480.0,7140000.0
2013-08-13,81800,82900,81000,82600,5922,589764.0,7140000.0
2013-08-14,82200,85000,82200,83700,8435,597618.0,7140000.0
2013-08-16,83600,85000,83500,83500,6744,596190.0,7140000.0
2013-08-19,83600,83600,80900,82300,14248,587622.0,7140000.0
2013-08-20,82200,82200,80700,81800,6143,584052.0,7140000.0
2013-08-21,81700,81700,80600,81500,5250,581910.0,7140000.0
2013-08-22,80200,82300,80100,81100,3665,579054.0,7140000.0
2013-08-23,82000,82200,80700,82100,4457,586194.0,7140000.0
2013-08-26,82100,83800,80400,82600,7208,589764.0,7140000.0
2013-08-27,81000,83700,81000,81100,5935,579054.0,7140000.0
2013-08-28,80500,82400,79500,82400,5477,588336.0,7140000.0
2013-08-29,82400,83900,81300,83900,6186,599046.0,7140000.0
2013-08-30,84400,84900,83200,83200,14040,594048.0,7140000.0
2013-09-02,83000,84000,81600,83000,8615,592620.0,7140000.0
2013-09-03,82700,83100,82200,82700,5145,590478.0,7140000.0
2013-09-04,83000,83000,81200,82500,6314,589050.0,7140000.0
2013-09-05,82100,85300,82100,85200,7192,608328.0,7140000.0
2013-09-06,84700,85100,83700,84900,10617,606186.0,7140000.0
2013-09-09,73600,86200,73600,84300,13034,601902.0,7140000.0
2013-09-10,84200,84700,81500,84200,16068,601188.0,7140000.0
2013-09-11,83500,83500,82100,82900,12718,591906.0,7140000.0
2013-09-12,82500,84700,82500,84500,12255,603330.0,7140000.0
2013-09-13,83400,86300,83400,86200,13905,615468.0,7140000.0
2013-09-16,86700,88200,82600,86800,13225,619752.0,7140000.0
2013-09-17,85400,87500,85400,87000,8051,621180.0,7140000.0
2013-09-23,86200,88200,86200,87000,9138,621180.0,7140000.0
2013-09-24,87400,88300,86300,88300,7481,630462.0,7140000.0
2013-09-25,87800,90300,85900,90000,19251,642600.0,7140000.0
2013-09-26,88600,90900,86800,88800,18708,634032.0,7140000.0
2013-09-27,89300,92800,88100,90000,8672,642600.0,7140000.0
2013-09-30,90900,90900,87100,89700,7282,640458.0,7140000.0
2013-10-01,90400,90400,88300,89700,7159,640458.0,7140000.0
2013-10-02,88700,91000,88300,90700,8015,647598.0,7140000.0
2013-10-04,89400,90000,88500,88900,7757,634746.0,7140000.0
2013-10-07,88900,90000,86900,87600,13571,625464.0,7140000.0
2013-10-08,86600,89800,85400,89800,12120,641172.0,7140000.0
2013-10-10,88700,89800,85700,85700,14367,611898.0,7140000.0
2013-10-11,86700,88000,85500,85800,9972,612612.0,7140000.0
2013-10-14,86900,88400,85300,88300,5254,630462.0,7140000.0
2013-10-15,87800,90300,87400,89900,12051,641886.0,7140000.0
2013-10-16,89200,91000,88100,91000,13376,649740.0,7140000.0
2013-10-17,90000,92100,90000,90600,13342,646884.0,7140000.0
2013-10-18,89400,91300,89400,90000,4424,642600.0,7140000.0
2013-10-21,91800,91800,88600,89700,12528,640458.0,7140000.0
2013-10-22,89000,91400,88400,91300,14346,651882.0,7140000.0
2013-10-23,90800,90800,87900,88000,19650,628320.0,7140000.0
2013-10-24,88700,88700,86000,88500,15815,631890.0,7140000.0
2013-10-25,88400,89800,86900,88500,19395,631890.0,7140000.0
2013-10-28,88000,89300,87000,88000,10672,628320.0,7140000.0
2013-10-29,88000,88000,86000,87000,18209,621180.0,7140000.0
2013-10-30,86600,88200,85900,88100,17210,629034.0,7140000.0
2013-10-31,87300,90300,87000,90200,20327,644028.0,7140000.0
2013-11-01,89400,89900,88000,88300,14819,630462.0,7140000.0
2013-11-04,88300,88300,87100,87800,4902,626892.0,7140000.0
2013-11-05,87800,88900,86900,87700,9337,626178.0,7140000.0
2013-11-06,88600,88600,86800,88400,5122,631176.0,7140000.0
2013-11-07,88400,89100,87000,89100,7503,636174.0,7140000.0
2013-11-08,89100,89100,86000,86500,10054,617610.0,7140000.0
2013-11-11,87400,88300,86600,88000,6566,628320.0,7140000.0
2013-11-12,88000,89400,87000,89100,30194,636174.0,7140000.0
2013-11-13,89100,90000,87800,89100,6093,636174.0,7140000.0
2013-11-14,89200,90400,87900,90000,8681,642600.0,7140000.0
2013-11-15,90400,90400,88900,90200,8374,644028.0,7140000.0
2013-11-18,90200,90600,88700,89300,8483,637602.0,7140000.0
2013-11-19,89300,90500,88600,89500,7280,639030.0,7140000.0
2013-11-20,89500,90000,88600,89200,4668,636888.0,7140000.0
2013-11-21,89200,90000,88400,89900,5722,641886.0,7140000.0
2013-11-22,90000,91700,89500,91500,14646,653310.0,7140000.0
2013-11-25,92000,92900,91400,92600,10463,661164.0,7140000.0
2013-11-26,92800,94000,91900,94000,20299,671160.0,7140000.0
2013-11-27,94400,94600,92600,94200,13846,672588.0,7140000.0
2013-11-28,94200,95500,93300,94200,14683,672588.0,7140000.0
2013-11-29,94000,94500,91700,93600,11783,668304.0,7140000.0
2013-12-02,94000,94000,91300,91300,11116,651882.0,7140000.0
2013-12-03,91600,91900,89800,89800,9093,641172.0,7140000.0
2013-12-04,89800,91600,89800,90200,13295,644028.0,7140000.0
2013-12-05,90200,92300,90200,92000,9040,656880.0,7140000.0
2013-12-06,92300,92400,90100,90400,6450,645456.0,7140000.0
2013-12-09,90500,91200,89000,89000,5982,635460.0,7140000.0
2013-12-10,88500,89800,87700,89400,5255,638316.0,7140000.0
2013-12-11,89500,91700,89300,90000,9199,642600.0,7140000.0
2013-12-12,90900,90900,88900,90600,3376,646884.0,7140000.0
2013-12-13,92000,92100,88200,91900,10773,656166.0,7140000.0
2013-12-16,90700,92600,90700,91800,1517,655452.0,7140000.0
2013-12-17,92500,92700,90200,92500,8686,660450.0,7140000.0
2013-12-18,92700,94500,91400,93000,11438,664020.0,7140000.0
2013-12-19,95000,95000,91900,92200,5676,658308.0,7140000.0
2013-12-20,91800,92500,90600,91100,8569,650454.0,7140000.0
2013-12-23,91800,92200,89600,91900,8625,656166.0,7140000.0
2013-12-24,91300,91500,90500,90700,9209,647598.0,7140000.0
2013-12-26,90700,90900,88700,89700,7296,640458.0,7140000.0
2013-12-27,90300,90400,89000,89500,12503,639030.0,7140000.0
2013-12-30,88800,90400,88300,90000,8954,642600.0,7140000.0
2014-01-02,89100,90400,88600,88800,8823,634032.0,7140000.0
2014-01-03,88900,90000,87400,87500,6856,624750.0,7140000.0
2014-01-06,87400,90200,87400,89300,9066,637602.0,7140000.0
2014-01-07,88500,90300,88500,90300,5831,644742.0,7140000.0
2014-01-08,89800,92000,89000,91000,19660,649740.0,7140000.0
2014-01-09,91500,92700,89800,92300,13335,659022.0,7140000.0
2014-01-10,92000,93000,90900,93000,14202,664020.0,7140000.0
2014-01-13,93000,93500,91800,92700,13143,661878.0,7140000.0
2014-01-14,92000,92100,89800,90700,15030,647598.0,7140000.0
2014-01-15,91600,91600,88400,88500,11376,631890.0,7140000.0
2014-01-16,88500,88900,86900,87600,13796,625464.0,7140000.0
2014-01-17,88000,89300,87500,88800,3757,634032.0,7140000.0
2014-01-20,89300,89300,86700,86700,12115,619038.0,7140000.0
2014-01-21,86700,86900,83600,85000,34082,606900.0,7140000.0
2014-01-22,84700,86200,83600,84900,17351,606186.0,7140000.0
2014-01-23,84900,85700,83700,84800,16280,605472.0,7140000.0
2014-01-24,84500,85500,82100,83700,31669,597618.0,7140000.0
2014-01-27,82400,82400,78300,80400,33430,574056.0,7140000.0
2014-01-28,80400,80800,76700,77700,38501,554778.0,7140000.0
2014-01-29,78400,83000,78100,82900,29142,591906.0,7140000.0
2014-02-03,82100,84200,78700,84000,33172,599760.0,7140000.0
2014-02-04,81500,82900,81000,81600,18610,582624.0,7140000.0
2014-02-05,82500,82500,78800,81500,18167,581910.0,7140000.0
2014-02-06,80800,81600,78400,79600,21109,568344.0,7140000.0
2014-02-07,80300,80300,77500,78100,18045,557634.0,7140000.0
2014-02-10,78100,78100,75800,76500,18826,546210.0,7140000.0
2014-02-11,76500,78000,76100,77400,18809,552636.0,7140000.0
2014-02-12,77400,77600,76300,77400,12589,552636.0,7140000.0
2014-02-13,77500,78000,76400,76400,11687,545496.0,7140000.0
2014-02-14,76400,76700,74300,75500,27667,539070.0,7140000.0
2014-02-17,75800,75900,74400,75700,16514,540498.0,7140000.0
2014-02-18,76000,77800,75700,77800,23988,555492.0,7140000.0
2014-02-19,77500,79200,77000,78900,17560,563346.0,7140000.0
2014-02-20,79000,79000,77300,77700,13209,554778.0,7140000.0
2014-02-21,77400,78800,77100,78800,16063,562632.0,7140000.0
2014-02-24,78400,79000,76300,76900,17578,549066.0,7140000.0
2014-02-25,77700,77700,75400,75900,18868,541926.0,7140000.0
2014-02-26,75900,76200,74700,75200,22201,536928.0,7140000.0
2014-02-27,75600,76800,75000,76100,13253,543354.0,7140000.0
2014-02-28,76200,77300,75600,76900,12930,549066.0,7140000.0
2014-03-03,76900,77900,76100,77500,8301,553350.0,7140000.0
2014-03-04,77500,77500,75200,75500,19376,539070.0,7140000.0
2014-03-05,75700,76600,74900,75500,12052,539070.0,7140000.0
2014-03-06,76000,76000,75300,75600,12156,539784.0,7140000.0
2014-03-07,75600,76300,75200,76300,13352,544782.0,7140000.0
2014-03-10,76700,76700,74200,75800,17966,541212.0,7140000.0
2014-03-11,76200,76200,74500,74600,21576,532644.0,7140000.0
2014-03-12,74600,74800,72800,73700,14466,526218.0,7140000.0
2014-03-13,74500,74500,73000,73800,9896,526932.0,7140000.0
2014-03-14,73100,74000,72400,72900,9325,520506.0,7140000.0
2014-03-17,73300,74400,72800,73800,5033,526932.0,7140000.0
2014-03-18,73800,76900,73500,76500,13202,546210.0,7140000.0
2014-03-19,76500,77000,75600,76400,7687,545496.0,7140000.0
2014-03-20,75800,78600,75200,77900,16530,556206.0,7140000.0
2014-03-21,78000,78800,75900,78200,16249,558348.0,7140000.0
2014-03-24,78400,78400,76300,77100,6361,550494.0,7140000.0
2014-03-25,76700,77600,76100,77000,16516,549780.0,7140000.0
2014-03-26,76700,77800,76200,77400,12073,552636.0,7140000.0
2014-03-27,77400,78000,75800,77700,15019,554778.0,7140000.0
2014-03-28,77000,79600,77000,79500,11709,567630.0,7140000.0
2014-03-31,79500,79900,76900,78500,22715,560490.0,7140000.0
2014-04-01,78000,78400,74500,74500,35049,531930.0,7140000.0
2014-04-02,74500,75700,73900,75400,13557,538356.0,7140000.0
2014-04-03,75800,75900,73300,73600,20010,525504.0,7140000.0
2014-04-04,73900,74700,73100,74200,11869,529788.0,7140000.0
2014-04-07,74200,74600,72500,73000,14752,521220.0,7140000.0
2014-04-08,72600,73500,72000,73500,4256,524790.0,7140000.0
2014-04-09,73200,73700,72800,73200,12495,522648.0,7140000.0
2014-04-10,73500,74300,73000,73800,8535,526932.0,7140000.0
2014-04-11,73900,74500,72900,74500,9866,531930.0,7140000.0
2014-04-14,74700,74800,74100,74400,4064,531216.0,7140000.0
2014-04-15,74900,74900,74300,74500,6724,531930.0,7140000.0
2014-04-16,74500,75200,73600,75000,8008,535500.0,7140000.0
2014-04-17,74600,75300,73400,74800,14791,534072.0,7140000.0
2014-04-18,74300,75000,73900,74100,10381,529074.0,7140000.0
2014-04-21,74600,75400,74000,74200,10706,529788.0,7140000.0
2014-04-22,74200,76000,73900,76000,10220,542640.0,7140000.0
2014-04-23,76100,76100,74500,74500,8625,531930.0,7140000.0
2014-04-24,74500,74800,72600,73200,15644,522648.0,7140000.0
2014-04-25,73300,73500,72000,73200,14301,522648.0,7140000.0
2014-04-28,73200,73500,72200,72600,11575,518364.0,7140000.0
2014-04-29,72300,74500,72300,74000,5187,528360.0,7140000.0
2014-04-30,73500,74300,73100,74000,5976,528360.0,7140000.0
2014-05-02,74000,74200,73400,73900,4130,527646.0,7140000.0
2014-05-07,74000,74000,72000,72000,15223,514080.0,7140000.0
2014-05-08,71900,73100,71900,72300,7388,516222.0,7140000.0
2014-05-09,72200,73200,72200,72600,7517,518364.0,7140000.0
2014-05-12,72500,74300,71900,74000,8911,528360.0,7140000.0
2014-05-13,73600,75500,73100,74300,13615,530502.0,7140000.0
2014-05-14,73900,75200,73900,74700,4285,533358.0,7140000.0
2014-05-15,74700,74800,73700,74600,11163,532644.0,7140000.0
2014-05-16,74100,75800,74100,75600,10907,539784.0,7140000.0
2014-05-19,76000,76000,75300,75600,6168,539784.0,7140000.0
2014-05-20,75000,75800,74100,75100,16220,536214.0,7140000.0
2014-05-21,74400,75500,74100,74800,21083,534072.0,7140000.0
2014-05-22,75600,75600,74300,75300,7389,537642.0,7140000.0
2014-05-23,75300,77500,74500,77400,18060,552636.0,7140000.0
2014-05-26,77400,80900,77400,80900,36922,577626.0,7140000.0
2014-05-27,80700,83000,79700,82300,28219,587622.0,7140000.0
2014-05-28,82300,83300,81200,83000,12286,592620.0,7140000.0
2014-05-29,82200,83500,81800,82600,13413,589764.0,7140000.0
2014-05-30,82500,82700,80000,80000,16742,571200.0,7140000.0
2014-06-02,79900,81000,78900,79100,8693,564774.0,7140000.0
2014-06-03,79900,83000,79900,82200,9299,586908.0,7140000.0
2014-06-05,83000,85000,82200,84000,12055,599760.0,7140000.0
2014-06-09,84200,84200,80500,81400,10730,581196.0,7140000.0
2014-06-10,81400,82000,79400,81500,12467,581910.0,7140000.0
2014-06-11,80900,82500,79600,79900,10540,570486.0,7140000.0
2014-06-12,79900,84400,79400,83600,9248,596904.0,7140000.0
2014-06-13,84600,85000,82200,84900,16186,606186.0,7140000.0
2014-06-16,84900,85500,80100,83600,15610,596904.0,7140000.0
2014-06-17,83900,86200,81900,85600,18154,611184.0,7140000.0
2014-06-18,84700,86600,84100,85200,7663,608328.0,7140000.0
2014-06-19,85200,89100,84900,89000,16046,635460.0,7140000.0
2014-06-20,89000,89700,87700,89500,17064,639030.0,7140000.0
2014-06-23,89500,89700,87800,89700,10840,640458.0,7140000.0
2014-06-24,89600,89600,87300,87600,11455,625464.0,7140000.0
2014-06-25,88200,88800,84500,87300,14902,623322.0,7140000.0
2014-06-26,86500,88800,85000,87900,8747,627606.0,7140000.0
2014-06-27,87100,89000,86200,86400,7720,616896.0,7140000.0
2014-06-30,87100,87100,84000,84500,13819,603330.0,7140000.0
2014-07-01,84500,85300,82400,84000,17390,599760.0,7140000.0
2014-07-02,83600,83900,82300,82300,16216,587622.0,7140000.0
2014-07-03,81800,82000,80400,80700,20303,576198.0,7140000.0
2014-07-04,81700,83600,80600,83000,19804,592620.0,7140000.0
2014-07-07,82300,83600,81700,82700,12972,590478.0,7140000.0
2014-07-08,82200,83900,81700,83000,9247,592620.0,7140000.0
2014-07-09,82400,85000,82400,83000,13032,592620.0,7140000.0
2014-07-10,83700,85300,83100,84900,11712,606186.0,7140000.0
2014-07-11,84100,85600,83800,85000,7879,606900.0,7140000.0
2014-07-14,85300,87300,84900,86900,15759,620466.0,7140000.0
2014-07-15,86900,88500,86200,87100,25275,621894.0,7140000.0
2014-07-16,87100,87100,85100,86000,86381,614040.0,7140000.0
2014-07-17,85700,88200,85700,88000,11258,628320.0,7140000.0
2014-07-18,87000,87900,85400,85600,19572,611184.0,7140000.0
2014-07-21,85200,85400,83200,84000,15188,599760.0,7140000.0
2014-07-22,83600,84800,83200,84600,7915,604044.0,7140000.0
2014-07-23,85200,86300,84000,85900,8806,613326.0,7140000.0
2014-07-24,85100,88700,85100,87000,25377,621180.0,7140000.0
2014-07-25,86700,89100,86100,89000,14669,635460.0,7140000.0
2014-07-28,88500,90000,88500,89500,14875,639030.0,7140000.0
2014-07-29,90400,90900,87000,90800,15112,648312.0,7140000.0
2014-07-30,90400,91200,87600,88000,17811,628320.0,7140000.0
2014-07-31,87700,90500,87300,90500,18506,646170.0,7140000.0
2014-08-01,88900,91500,88900,91400,20883,652596.0,7140000.0
2014-08-04,91400,95000,90500,93500,15293,667590.0,7140000.0
2014-08-05,93000,93700,90300,93000,15500,664020.0,7140000.0
2014-08-06,92000,92700,90800,91200,14022,651168.0,7140000.0
2014-08-07,90800,94100,90700,92600,14077,661164.0,7140000.0
2014-08-08,92600,93800,91400,91400,5990,652596.0,7140000.0
2014-08-11,92400,92700,89800,92500,13032,660450.0,7140000.0
2014-08-12,92500,92900,90400,90900,10203,649026.0,7140000.0
2014-08-13,90600,92000,88800,92000,17538,656880.0,7140000.0
2014-08-14,92100,92100,89600,90400,12982,645456.0,7140000.0
2014-08-18,90300,90800,89300,90400,10677,645456.0,7140000.0
2014-08-19,90400,92100,89700,92000,14901,656880.0,7140000.0
2014-08-20,92200,100500,92200,100000,69502,714000.0,7140000.0
2014-08-21,100000,109000,100000,108000,75467,771120.0,7140000.0
2014-08-22,108000,113000,105500,108500,64011,774690.0,7140000.0
2014-08-25,110000,115000,109000,115000,43421,821100.0,7140000.0
2014-08-26,115500,119500,113000,119000,49636,849660.0,7140000.0
2014-08-27,119000,120000,117000,120000,34889,856800.0,7140000.0
2014-08-28,120000,121500,115000,120500,62355,860370.0,7140000.0
2014-08-29,118000,120500,115000,118000,34038,842520.0,7140000.0
2014-09-01,118000,120000,112000,117500,51715,838950.0,7140000.0
2014-09-02,117500,126500,115000,123000,62460,878220.0,7140000.0
2014-09-03,123000,125500,121000,122000,27854,871080.0,7140000.0
2014-09-04,120000,122000,115500,121000,41669,863940.0,7140000.0
2014-09-05,123000,123000,116500,119500,31086,853230.0,7140000.0
2014-09-11,123000,123000,117000,118000,12873,842520.0,7140000.0
2014-09-12,119500,123000,116000,122500,29031,874650.0,7140000.0
2014-09-15,121000,123500,118500,121000,24548,863940.0,7140000.0
2014-09-16,119000,120500,117500,118500,16643,846090.0,7140000.0
2014-09-17,119500,119500,116000,118500,20774,846090.0,7140000.0
2014-09-18,119500,128000,117000,127000,50779,906780.0,7140000.0
2014-09-19,129500,129500,122000,122000,41075,871080.0,7140000.0
2014-09-22,121500,123500,118500,121000,22691,863940.0,7140000.0
2014-09-23,121000,122500,117500,119500,19016,853230.0,7140000.0
2014-09-24,120500,123500,117500,121000,13187,863940.0,7140000.0
2014-09-25,122000,129000,121000,127500,31025,910350.0,7140000.0
2014-09-26,127500,129000,123500,127500,26195,910350.0,7140000.0
2014-09-29,127500,129500,123500,129000,22340,921060.0,7140000.0
2014-09-30,129500,136500,128500,136000,73378,971040.0,7140000.0
2014-10-01,139000,141500,135000,140500,46891,1003170.0,7140000.0
2014-10-02,141500,145000,139000,141500,30011,1010310.0,7140000.0
2014-10-06,141500,142000,136500,136500,21287,974610.0,7140000.0
2014-10-07,136000,138500,132500,136000,25858,971040.0,7140000.0
2014-10-08,136000,136000,130000,133000,43355,949620.0,7140000.0
2014-10-10,133000,137000,132500,132500,29097,946050.0,7140000.0
2014-10-13,133500,135500,128500,130500,21875,931770.0,7140000.0
2014-10-14,129500,131000,126500,128500,28222,917490.0,7140000.0
2014-10-15,128000,132000,124500,127500,43332,910350.0,7140000.0
2014-10-16,127000,133000,124000,130500,44764,931770.0,7140000.0
2014-10-17,130500,132000,127000,127000,19319,906780.0,7140000.0
2014-10-20,126000,127000,120500,123500,48986,881790.0,7140000.0
2014-10-21,124000,128500,123000,126500,27219,903210.0,7140000.0
2014-10-22,126500,133500,124000,133000,32864,949620.0,7140000.0
2014-10-23,134000,137500,129500,133500,33097,953190.0,7140000.0
2014-10-24,134500,135500,127000,127000,25229,906780.0,7140000.0
2014-10-27,127500,128500,124000,127500,18955,910350.0,7140000.0
2014-10-28,129500,129500,125500,125500,8824,896070.0,7140000.0
2014-10-29,127000,130000,126500,128000,12955,913920.0,7140000.0
2014-10-30,129000,129500,121500,122500,15900,874650.0,7140000.0
2014-10-31,124000,125500,120000,125000,16691,892500.0,7140000.0
2014-11-03,125000,125000,122500,124500,7552,888930.0,7140000.0
2014-11-04,125000,126000,116000,122000,24461,871080.0,7140000.0
2014-11-05,122000,128000,120000,127500,13109,910350.0,7140000.0
2014-11-06,128000,129000,110000,121500,52197,867510.0,7140000.0
2014-11-07,121500,121500,110500,115500,55878,824670.0,7140000.0
2014-11-10,116500,117000,111000,112500,36987,803250.0,7140000.0
2014-11-11,111500,115500,110000,113500,37612,810390.0,7140000.0
2014-11-12,114000,114500,106500,108000,75715,771120.0,7140000.0
2014-11-13,108000,111500,106000,111500,33567,796110.0,7140000.0
2014-11-14,110500,111500,107000,109500,14716,781830.0,7140000.0
2014-11-17,109500,110000,105500,108000,13654,771120.0,7140000.0
2014-11-18,106500,112500,106500,110500,18329,788970.0,7140000.0
2014-11-19,110500,112000,108500,110500,13389,788970.0,7140000.0
2014-11-20,112000,113000,110000,110500,16686,788970.0,7140000.0
2014-11-21,113000,115000,111000,111500,11437,796110.0,7140000.0
2014-11-24,110000,112000,105500,110000,35171,785400.0,7140000.0
2014-11-25,109000,112500,108000,111500,8271,796110.0,7140000.0
2014-11-26,113000,113000,109000,112000,8920,799680.0,7140000.0
2014-11-27,110500,116000,110000,115000,11438,821100.0,7140000.0
2014-11-28,113500,117500,113500,116500,13937,831810.0,7140000.0
2014-12-01,115000,123500,115000,121000,31436,863940.0,7140000.0
2014-12-02,120500,123000,117500,120000,21125,856800.0,7140000.0
2014-12-03,119000,129500,118000,127500,19530,910350.0,7140000.0
2014-12-04,129000,129500,123000,124000,19514,885360.0,7140000.0
2014-12-05,124000,124000,120000,120500,17116,860370.0,7140000.0
2014-12-08,120500,121000,115000,116500,27215,831810.0,7140000.0
2014-12-09,115500,119000,115500,116500,13275,831810.0,7140000.0
