HDC현대산업개발(294870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-12,48100,52600,48100,51400,319240,2258425.0,43938220.0
2019-02-13,52000,52200,51100,51500,166528,2262818.0,43938220.0
2019-02-14,51000,52000,49950,52000,115160,2284787.0,43938220.0
2019-02-15,51200,51600,49650,50200,121542,2205699.0,43938220.0
2019-02-18,50200,51000,49700,50400,86565,2214486.0,43938220.0
2019-02-19,50000,50500,49250,49700,104009,2183730.0,43938220.0
2019-02-20,50100,50100,49150,49400,117795,2170548.0,43938220.0
2019-02-21,49400,49400,48100,48200,160596,2117822.0,43938220.0
2019-02-22,48650,49800,48600,49250,111307,2163957.0,43938220.0
2019-02-25,49900,50600,49650,50300,190186,2210092.0,43938220.0
2019-02-26,50300,52500,49900,51800,269465,2276000.0,43938220.0
2019-02-27,51800,52300,50400,51700,145300,2271606.0,43938220.0
2019-02-28,52000,52400,48150,48150,288763,2115625.0,43938220.0
2019-03-04,48650,50600,48650,49700,200550,2183730.0,43938220.0
2019-03-05,49500,51500,48700,51100,182552,2245243.0,43938220.0
2019-03-06,51700,52200,50200,51400,150774,2258425.0,43938220.0
2019-03-07,51400,52500,50400,51000,185663,2240849.0,43938220.0
2019-03-08,50400,50900,48800,49200,146097,2161760.0,43938220.0
2019-03-11,49600,49600,48300,48950,72841,2150776.0,43938220.0
2019-03-12,49600,51100,49050,50200,90694,2205699.0,43938220.0
2019-03-13,50500,50600,49200,49500,125734,2174942.0,43938220.0
2019-03-14,51000,51000,49200,51000,187979,2240849.0,43938220.0
2019-03-15,50900,51500,49950,50200,238371,2205699.0,43938220.0
2019-03-18,50500,50500,49350,49650,105169,2181533.0,43938220.0
2019-03-19,50300,52700,50300,52100,250607,2289181.0,43938220.0
2019-03-20,52000,52100,50200,51100,144684,2245243.0,43938220.0
2019-03-21,50500,50800,48950,49500,148631,2174942.0,43938220.0
2019-03-22,49350,49500,48400,48900,148581,2148579.0,43938220.0
2019-03-25,48900,49100,47800,48150,121912,2115625.0,43938220.0
2019-03-26,48800,49750,48300,49250,123778,2163957.0,43938220.0
2019-03-27,49250,49400,48600,48850,52640,2146382.0,43938220.0
2019-03-28,48900,49700,48250,49700,117074,2183730.0,43938220.0
2019-03-29,49750,51100,49200,50700,164311,2227668.0,43938220.0
2019-04-01,50600,51300,50200,51200,80583,2249637.0,43938220.0
2019-04-02,50800,51100,49950,50300,71305,2210092.0,43938220.0
2019-04-03,50100,50700,49800,50300,92632,2210092.0,43938220.0
2019-04-04,50100,50600,49150,49350,114498,2168351.0,43938220.0
2019-04-05,49350,49650,48850,49300,82263,2166154.0,43938220.0
2019-04-08,49000,49450,48450,48800,112759,2144185.0,43938220.0
2019-04-09,48400,48950,48250,48300,90155,2122216.0,43938220.0
2019-04-10,48500,48700,48050,48200,109558,2117822.0,43938220.0
2019-04-11,48650,48650,47850,47950,96548,2106838.0,43938220.0
2019-04-12,48000,48000,46300,46600,226934,2047521.0,43938220.0
2019-04-15,46850,46950,45750,46050,165220,2023355.0,43938220.0
2019-04-16,46050,47200,46050,46950,115354,2062899.0,43938220.0
2019-04-17,47200,47350,46900,47050,59895,2067293.0,43938220.0
2019-04-18,46550,46850,45000,45300,138449,1990401.0,43938220.0
2019-04-19,45400,45550,44600,44950,78672,1975023.0,43938220.0
2019-04-22,45200,45300,44850,44950,44680,1975023.0,43938220.0
2019-04-23,45450,45500,44600,44700,77281,1964038.0,43938220.0
2019-04-24,45050,45400,44250,44750,115705,1966235.0,43938220.0
2019-04-25,44800,44850,43950,44450,80230,1953054.0,43938220.0
2019-04-26,44400,46850,44000,46600,262320,2047521.0,43938220.0
2019-04-29,46450,46600,45650,46500,100932,2043127.0,43938220.0
2019-04-30,46700,47150,45750,46600,90526,2047521.0,43938220.0
2019-05-02,46450,46450,44900,45200,154973,1986008.0,43938220.0
2019-05-03,45450,45450,44400,44400,91062,1950857.0,43938220.0
2019-05-07,43800,44500,43150,44500,121696,1955251.0,43938220.0
2019-05-08,43800,45500,43800,45200,97939,1986008.0,43938220.0
2019-05-09,45200,45200,43750,43750,142228,1922297.0,43938220.0
2019-05-10,43500,44600,43500,44450,87554,1953054.0,43938220.0
2019-05-13,43800,44300,42750,42800,68218,1880556.0,43938220.0
2019-05-14,43100,44100,41700,41950,144927,1843208.0,43938220.0
2019-05-15,42200,43050,41600,42850,102005,1882753.0,43938220.0
2019-05-16,42700,43100,41950,42300,82034,1858587.0,43938220.0
2019-05-17,42700,44200,42500,43750,100091,1922297.0,43938220.0
2019-05-20,44150,44250,42700,42900,55206,1884950.0,43938220.0
2019-05-21,42300,44000,42300,43050,84281,1891540.0,43938220.0
2019-05-22,43100,43650,42950,43000,57676,1889343.0,43938220.0
2019-05-23,43000,43400,42250,43250,80397,1900328.0,43938220.0
2019-05-24,43250,43550,43000,43350,117417,1904722.0,43938220.0
2019-05-27,43350,43450,42750,43050,84759,1891540.0,43938220.0
2019-05-28,42700,43450,41300,41300,351287,1814648.0,43938220.0
2019-05-29,41450,42550,40750,42000,164351,1845405.0,43938220.0
2019-05-30,42200,42700,41600,42600,76561,1871768.0,43938220.0
2019-05-31,42000,42850,41850,42850,85867,1882753.0,43938220.0
2019-06-03,42300,42900,42200,42800,95297,1880556.0,43938220.0
2019-06-04,42900,44350,42300,44000,154376,1933282.0,43938220.0
2019-06-05,44100,44150,43000,43550,90340,1913509.0,43938220.0
2019-06-07,43300,43550,42650,43100,84330,1893737.0,43938220.0
2019-06-10,43200,45600,43200,45250,173531,1988204.0,43938220.0
2019-06-11,44750,45850,44600,45750,101266,2010174.0,43938220.0
2019-06-12,45850,47000,45750,47000,221975,2065096.0,43938220.0
2019-06-13,47000,47000,45200,46650,150796,2049718.0,43938220.0
2019-06-14,47000,47000,45550,46400,75075,2038733.0,43938220.0
2019-06-17,46700,47000,45550,45850,87908,2014567.0,43938220.0
2019-06-18,45300,46650,45300,46650,66318,2049718.0,43938220.0
2019-06-19,46650,47300,46500,46750,69425,2054112.0,43938220.0
2019-06-20,46350,46750,45800,45950,65501,2018961.0,43938220.0
2019-06-21,45900,46300,44950,45100,81692,1981614.0,43938220.0
2019-06-24,45550,46000,45150,45300,81055,1990401.0,43938220.0
2019-06-25,45750,45750,44600,44950,93501,1975023.0,43938220.0
2019-06-26,44600,44650,43750,43900,93161,1928888.0,43938220.0
2019-06-27,43600,44300,43400,44000,129878,1933282.0,43938220.0
2019-06-28,43650,44350,43150,43500,117533,1911313.0,43938220.0
2019-07-01,44750,45400,43700,43750,105050,1922297.0,43938220.0
2019-07-02,43800,44050,43300,43750,42796,1922297.0,43938220.0
2019-07-03,43950,44000,42450,42850,76324,1882753.0,43938220.0
2019-07-04,43300,43300,41750,42450,90931,1865177.0,43938220.0
2019-07-05,42700,43400,41600,42200,85864,1854193.0,43938220.0
2019-07-08,42050,42050,40250,40350,119689,1772907.0,43938220.0
2019-07-09,40350,40500,37650,37750,359413,1658668.0,43938220.0
2019-07-10,37850,38250,36400,37850,215844,1663062.0,43938220.0
2019-07-11,37600,38250,37600,38250,106808,1680637.0,43938220.0
2019-07-12,38100,38100,37050,37300,136279,1638896.0,43938220.0
2019-07-15,37150,37450,35800,35900,175840,1577382.0,43938220.0
2019-07-16,36000,36450,35400,35900,178880,1577382.0,43938220.0
2019-07-17,35700,36000,35150,35500,100667,1559807.0,43938220.0
2019-07-18,35250,36200,35100,35300,145980,1551019.0,43938220.0
2019-07-19,35800,35900,35200,35600,204901,1564201.0,43938220.0
2019-07-22,35700,35800,35050,35250,96963,1548822.0,43938220.0
2019-07-23,35200,36500,35200,36150,138188,1588367.0,43938220.0
2019-07-24,36200,36400,35600,35700,87020,1568594.0,43938220.0
2019-07-25,35700,36250,35150,36250,96203,1592760.0,43938220.0
2019-07-26,35900,37050,35300,36600,210802,1608139.0,43938220.0
2019-07-29,36950,37300,36200,36800,201385,1616926.0,43938220.0
2019-07-30,36800,37050,36200,36600,77449,1608139.0,43938220.0
2019-07-31,36950,37550,36550,37250,177464,1636699.0,43938220.0
2019-08-01,37550,37600,36600,36750,137532,1614730.0,43938220.0
2019-08-02,36100,36700,35450,35750,92033,1570791.0,43938220.0
2019-08-05,35550,36250,35150,35400,109984,1555413.0,43938220.0
2019-08-06,34700,36650,33950,35500,215277,1559807.0,43938220.0
2019-08-07,35450,35950,33400,33800,184629,1485112.0,43938220.0
2019-08-08,34350,35450,33800,35450,174508,1557610.0,43938220.0
2019-08-09,35450,35700,34750,35400,101330,1555413.0,43938220.0
2019-08-12,34750,37600,34750,35100,241910,1542232.0,43938220.0
2019-08-13,34800,35450,33450,33900,152434,1489506.0,43938220.0
2019-08-14,34200,34300,33100,33100,127954,1454355.0,43938220.0
2019-08-16,32650,33850,32300,33800,125031,1485112.0,43938220.0
2019-08-19,33700,34850,33600,34700,56926,1524656.0,43938220.0
2019-08-20,34250,35100,34250,34700,54795,1524656.0,43938220.0
2019-08-21,34300,36500,34300,36050,164206,1583973.0,43938220.0
2019-08-22,36450,36450,35450,36100,106463,1586170.0,43938220.0
2019-08-23,35600,35950,34900,35600,64174,1564201.0,43938220.0
2019-08-26,34750,35650,34650,34750,47999,1526853.0,43938220.0
2019-08-27,34800,35200,34550,34950,160405,1535641.0,43938220.0
2019-08-28,35450,35450,34050,34750,84387,1526853.0,43938220.0
2019-08-29,34550,35100,34350,34600,60320,1520262.0,43938220.0
2019-08-30,34650,35950,34650,35850,125884,1575185.0,43938220.0
2019-09-02,35650,36500,35650,36050,80392,1583973.0,43938220.0
2019-09-03,36300,36500,32200,32650,1002380,1434583.0,43938220.0
2019-09-04,32600,32850,31700,32400,673162,1423598.0,43938220.0
2019-09-05,32600,32800,32150,32200,474982,1414811.0,43938220.0
2019-09-06,32450,32550,32100,32200,217423,1414811.0,43938220.0
2019-09-09,32300,32400,32000,32000,205507,1406023.0,43938220.0
2019-09-10,32200,32600,32050,32600,338154,1432386.0,43938220.0
2019-09-11,32650,32750,32450,32500,308403,1427992.0,43938220.0
2019-09-16,32800,33350,32650,33100,415320,1454355.0,43938220.0
2019-09-17,33200,33650,32850,33550,268923,1474127.0,43938220.0
2019-09-18,33700,33700,32900,32950,289842,1447764.0,43938220.0
2019-09-19,33150,33800,33050,33700,196609,1480718.0,43938220.0
2019-09-20,33650,33700,33050,33250,210277,1460946.0,43938220.0
2019-09-23,33250,33300,32700,33200,183266,1458749.0,43938220.0
2019-09-24,33300,33500,32900,33000,166221,1449961.0,43938220.0
2019-09-25,32800,33250,32650,32850,227141,1443371.0,43938220.0
2019-09-26,33100,33300,33000,33200,239314,1458749.0,43938220.0
2019-09-27,33000,33400,32300,32600,136464,1432386.0,43938220.0
2019-09-30,32500,32850,32450,32850,113202,1443371.0,43938220.0
2019-10-01,32600,33200,32500,32900,156489,1445567.0,43938220.0
2019-10-02,32750,32850,32150,32200,164195,1414811.0,43938220.0
2019-10-04,32000,32050,30550,30950,358748,1359888.0,43938220.0
2019-10-07,30950,31250,30550,30950,96357,,
