BNK금융지주(138930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-11-13,10858,10904,10717,10858,353048,2252876.0,193379899.0
2012-11-14,10811,10951,10765,10858,334421,2252876.0,193379899.0
2012-11-15,10858,10858,10717,10812,422274,2243207.0,193379899.0
2012-11-16,10858,10997,10765,10858,442736,2252876.0,193379899.0
2012-11-19,10858,11043,10858,11045,332609,2291552.0,193379899.0
2012-11-20,11043,11090,10858,10952,518724,2272214.0,193379899.0
2012-11-21,10997,11043,10811,10952,586860,2272214.0,193379899.0
2012-11-22,11043,11090,10811,10812,412339,2243207.0,193379899.0
2012-11-23,10858,10951,10765,10905,245250,2262545.0,193379899.0
2012-11-26,10904,10997,10765,10952,296331,2272214.0,193379899.0
2012-11-27,10951,11230,10904,11138,432752,2310890.0,193379899.0
2012-11-28,11230,11230,10997,11138,239070,2310890.0,193379899.0
2012-11-29,11230,11463,11137,11418,578409,2368904.0,193379899.0
2012-11-30,11323,11416,11277,11277,360373,2339897.0,193379899.0
2012-12-03,11323,11509,11277,11277,678279,2339897.0,193379899.0
2012-12-04,11184,11370,11090,11324,361806,2349566.0,193379899.0
2012-12-05,11323,11650,11323,11464,584572,2378573.0,193379899.0
2012-12-06,11463,11650,11416,11604,638979,2407580.0,193379899.0
2012-12-07,11650,11743,11603,11697,299252,2426918.0,193379899.0
2012-12-10,11650,11836,11557,11557,517319,2397911.0,193379899.0
2012-12-11,11696,11882,11603,11743,606827,2436587.0,193379899.0
2012-12-12,11929,12116,11789,12116,823235,2513939.0,193379899.0
2012-12-13,11976,12302,11976,12210,905091,2533277.0,193379899.0
2012-12-14,12162,12348,12069,12303,551272,2552615.0,193379899.0
2012-12-17,12255,12396,12023,12023,383853,2494601.0,193379899.0
2012-12-18,12209,12302,12069,12116,251169,2513939.0,193379899.0
2012-12-20,12489,12582,12069,12536,811189,2600960.0,193379899.0
2012-12-21,12768,12862,12582,12676,620709,2629967.0,193379899.0
2012-12-24,12768,12815,12489,12582,421907,2610629.0,193379899.0
2012-12-26,12815,12955,12628,12630,536825,2620298.0,193379899.0
2012-12-27,12582,12582,12255,12257,289129,2542946.0,193379899.0
2012-12-28,12348,12442,12162,12303,206024,2552615.0,193379899.0
2013-01-02,12396,12675,12162,12536,521239,2600960.0,193379899.0
2013-01-03,12768,12955,12721,12816,659101,2658974.0,193379899.0
2013-01-04,12955,12955,12675,12955,298592,2687981.0,193379899.0
2013-01-07,13048,13048,12815,13049,412930,2707319.0,193379899.0
2013-01-08,12908,13513,12908,13142,801406,2726657.0,193379899.0
2013-01-09,13001,13141,12582,12676,443500,2629967.0,193379899.0
2013-01-10,12582,12768,12302,12630,416412,2620298.0,193379899.0
2013-01-11,12535,12908,12489,12816,349150,2658974.0,193379899.0
2013-01-14,12675,12862,12442,12769,470924,2649305.0,193379899.0
2013-01-15,12721,12908,12628,12769,721426,2649305.0,193379899.0
2013-01-16,12815,12908,12535,12676,506394,2629967.0,193379899.0
2013-01-17,12675,12862,12628,12769,853256,2649305.0,193379899.0
2013-01-18,12862,12908,12582,12723,321104,2639636.0,193379899.0
2013-01-21,12721,13234,12628,13049,1607401,2707319.0,193379899.0
2013-01-22,12955,13048,12815,12909,432218,2678312.0,193379899.0
2013-01-23,12815,13048,12768,12955,501927,2687981.0,193379899.0
2013-01-24,12815,13094,12628,13096,392463,2716988.0,193379899.0
2013-01-25,13094,13513,13048,13468,802892,2794340.0,193379899.0
2013-01-28,13606,13840,13327,13841,894319,2871692.0,193379899.0
2013-01-29,13700,14026,13606,13888,751533,2881360.0,193379899.0
2013-01-30,13793,13886,13187,13235,804636,2745995.0,193379899.0
2013-01-31,13187,13654,13094,13421,857035,2784671.0,193379899.0
2013-02-01,13420,13700,13374,13608,1030745,2823347.0,193379899.0
2013-02-04,13560,14026,13467,13934,894329,2891029.0,193379899.0
2013-02-05,13700,14073,13513,13515,530979,2804009.0,193379899.0
2013-02-06,13513,13793,13234,13421,601565,2784671.0,193379899.0
2013-02-07,13560,13560,13048,13189,914392,2736326.0,193379899.0
2013-02-08,13234,13886,13094,13841,670358,2871692.0,193379899.0
2013-02-12,13933,14026,13747,13888,369176,2881360.0,193379899.0
2013-02-13,13886,14352,13840,14167,514581,2939374.0,193379899.0
2013-02-14,14306,14306,13933,13934,304298,2891029.0,193379899.0
2013-02-15,13979,14352,13979,14261,495950,2958712.0,193379899.0
2013-02-18,14399,14539,14166,14540,625149,3016726.0,193379899.0
2013-02-19,14679,14679,13933,14120,781623,2929705.0,193379899.0
2013-02-20,14120,14725,13979,14447,967549,2997388.0,193379899.0
2013-02-21,14352,14725,14306,14400,513462,2987719.0,193379899.0
2013-02-22,14632,14818,14446,14540,315859,3016726.0,193379899.0
2013-02-25,14493,14912,14446,14727,472046,3055402.0,193379899.0
2013-02-26,14725,14772,14306,14354,451427,2978050.0,193379899.0
2013-02-27,14352,14399,14026,14213,502699,2949043.0,193379899.0
2013-02-28,14352,14818,14259,14586,674991,3026395.0,193379899.0
2013-03-04,14446,15751,14446,15006,932830,3113416.0,193379899.0
2013-03-05,15098,15285,14912,15052,726533,3123085.0,193379899.0
2013-03-06,15052,15145,14259,14261,831076,2958712.0,193379899.0
2013-03-07,14306,14306,14026,14213,1003257,2949043.0,193379899.0
2013-03-08,14073,14166,13747,13981,1185128,2900698.0,193379899.0
2013-03-11,13933,14493,13933,14354,636589,2978050.0,193379899.0
2013-03-12,14446,14493,14306,14400,607310,2987719.0,193379899.0
2013-03-13,14306,14539,14166,14167,433433,2939374.0,193379899.0
2013-03-14,14259,14446,13979,14447,461771,2997388.0,193379899.0
2013-03-15,14399,14725,14399,14727,597532,3055402.0,193379899.0
2013-03-18,14586,14959,14493,14959,529460,3103747.0,193379899.0
2013-03-19,14959,15052,14352,14400,599540,2987719.0,193379899.0
2013-03-20,14446,14493,14026,14354,710370,2978050.0,193379899.0
2013-03-21,14213,14352,13840,13888,623193,2881360.0,193379899.0
2013-03-22,13793,14259,13793,14261,940250,2958712.0,193379899.0
2013-03-25,14306,14493,14166,14213,423495,2949043.0,193379899.0
2013-03-26,14213,14259,13886,13888,689846,2881360.0,193379899.0
2013-03-27,13933,14259,13886,14167,568159,2939374.0,193379899.0
2013-03-28,14073,14259,14026,14074,273940,2920036.0,193379899.0
2013-03-29,14166,14259,13933,14261,702974,2958712.0,193379899.0
2013-04-01,14259,14259,14026,14074,185015,2920036.0,193379899.0
2013-04-02,14026,14073,13654,13794,600075,2862023.0,193379899.0
2013-04-03,13840,13886,13654,13794,353661,2862023.0,193379899.0
2013-04-04,13747,13933,13560,13888,429733,2881360.0,193379899.0
2013-04-05,13747,13886,13560,13654,316528,2833016.0,193379899.0
2013-04-08,13467,13747,13141,13608,456975,2823347.0,193379899.0
2013-04-09,13513,13654,13281,13328,780058,2765333.0,193379899.0
2013-04-10,13374,13513,13187,13421,796852,2784671.0,193379899.0
2013-04-11,13560,13979,13420,13841,595371,2871692.0,193379899.0
2013-04-12,13793,14073,13700,13934,345509,2891029.0,193379899.0
2013-04-15,13747,13886,13327,13421,320487,2784671.0,193379899.0
2013-04-16,13234,13606,13187,13608,775149,2823347.0,193379899.0
2013-04-17,13513,13700,13327,13701,457230,2842685.0,193379899.0
2013-04-18,13513,13840,13513,13794,485750,2862023.0,193379899.0
2013-04-19,13840,13886,13513,13701,337442,2842685.0,193379899.0
2013-04-22,13560,13793,13560,13794,311326,2862023.0,193379899.0
2013-04-23,13654,13747,13374,13374,499636,2775002.0,193379899.0
2013-04-24,13513,13793,13467,13794,459175,2862023.0,193379899.0
2013-04-25,13793,13979,13467,13654,842668,2833016.0,193379899.0
2013-04-26,13467,13606,13234,13374,743062,2775002.0,193379899.0
2013-04-29,13374,13467,13234,13281,248912,2755664.0,193379899.0
2013-04-30,13234,13513,13187,13515,737047,2804009.0,193379899.0
2013-05-02,13747,13747,12955,12955,849349,2687981.0,193379899.0
2013-05-03,13001,13094,12582,12676,1181463,2629967.0,193379899.0
2013-05-06,12815,13187,12582,12630,1048183,2620298.0,193379899.0
2013-05-07,12721,12768,12348,12489,855215,2591291.0,193379899.0
2013-05-08,12582,12768,12442,12443,1089075,2581622.0,193379899.0
2013-05-09,12489,13420,12442,13328,2057360,2765333.0,193379899.0
2013-05-10,13327,13606,13187,13328,763008,2765333.0,193379899.0
2013-05-13,13327,13700,13234,13328,721283,2765333.0,193379899.0
2013-05-14,13606,14399,13560,14074,1696500,2920036.0,193379899.0
2013-05-15,14120,14213,13886,14027,572252,2910367.0,193379899.0
2013-05-16,14166,14539,14120,14447,755764,2997388.0,193379899.0
2013-05-20,14399,14679,14399,14493,482557,3007057.0,193379899.0
2013-05-21,14586,14586,14120,14120,425381,2929705.0,193379899.0
2013-05-22,14213,14679,14166,14493,672054,3007057.0,193379899.0
2013-05-23,14306,14493,14073,14167,372025,2939374.0,193379899.0
2013-05-24,14259,14725,14166,14633,377146,3036064.0,193379899.0
2013-05-27,14772,15005,14493,14727,520353,3055402.0,193379899.0
2013-05-28,14679,15052,14679,14959,531099,3103747.0,193379899.0
2013-05-29,15005,15191,14866,15146,349634,3142423.0,193379899.0
2013-05-30,15098,15098,14725,14913,281997,3094078.0,193379899.0
2013-05-31,15005,15052,14539,14633,640633,3036064.0,193379899.0
2013-06-03,14446,15005,14446,14866,312567,3084409.0,193379899.0
2013-06-04,15098,15098,14399,14633,401025,3036064.0,193379899.0
2013-06-05,14446,14446,13513,13515,1781307,2804009.0,193379899.0
2013-06-07,13654,14166,13606,13934,951963,2891029.0,193379899.0
2013-06-10,13979,13979,13700,13747,292059,2852354.0,193379899.0
2013-06-11,13886,14166,13560,14167,566650,2939374.0,193379899.0
2013-06-12,14306,14352,13886,14074,598619,2920036.0,193379899.0
2013-06-13,14026,14026,13606,13608,540505,2823347.0,193379899.0
2013-06-14,13840,13979,13654,13981,302863,2900698.0,193379899.0
2013-06-17,13979,14493,13840,13981,724532,2900698.0,193379899.0
2013-06-18,14166,14259,13747,13981,637132,2900698.0,193379899.0
2013-06-19,13979,14026,13654,13701,377973,2842685.0,193379899.0
2013-06-20,13700,13747,13187,13374,582775,2775002.0,193379899.0
2013-06-21,13187,13327,13001,13142,910576,2726657.0,193379899.0
2013-06-24,13094,13234,12721,12816,679143,2658974.0,193379899.0
2013-06-25,12815,12815,12255,12396,719334,2571953.0,193379899.0
2013-06-26,12675,12815,12396,12630,1033101,2620298.0,193379899.0
2013-06-27,12768,13187,12675,12816,1002395,2658974.0,193379899.0
2013-06-28,12862,13467,12815,13468,807103,2794340.0,193379899.0
2013-07-01,13187,13886,13187,13701,819121,2842685.0,193379899.0
2013-07-02,13606,14213,13606,14027,606038,2910367.0,193379899.0
2013-07-03,13840,14166,13793,13888,717498,2881360.0,193379899.0
2013-07-04,13886,14213,13840,14167,395318,2939374.0,193379899.0
2013-07-05,14352,14446,14166,14307,374590,2968381.0,193379899.0
2013-07-08,14399,14446,14259,14307,585475,2968381.0,193379899.0
2013-07-09,14493,14679,14399,14680,595416,3045733.0,193379899.0
2013-07-10,14679,14725,14073,14540,527043,3016726.0,193379899.0
2013-07-11,14912,14912,14352,14633,489104,3036064.0,193379899.0
2013-07-12,14493,14632,14259,14447,403305,2997388.0,193379899.0
2013-07-15,14586,14586,14166,14354,311283,2978050.0,193379899.0
2013-07-16,14352,14352,14166,14261,162141,2958712.0,193379899.0
2013-07-17,14213,14446,14213,14400,391040,2987719.0,193379899.0
2013-07-18,14306,14306,13886,13934,565785,2891029.0,193379899.0
2013-07-19,13979,14073,13793,14074,388210,2920036.0,193379899.0
2013-07-22,14073,14166,13933,13934,207006,2891029.0,193379899.0
2013-07-23,14026,14446,13933,14447,485562,2997388.0,193379899.0
2013-07-24,14306,14446,14213,14447,384113,2997388.0,193379899.0
2013-07-25,14306,14679,14306,14493,353833,3007057.0,193379899.0
2013-07-26,14446,14725,14399,14633,166961,3036064.0,193379899.0
2013-07-29,14586,14818,14539,14540,320247,3016726.0,193379899.0
2013-07-30,14725,14912,14539,14866,262880,3084409.0,193379899.0
2013-07-31,14772,14959,14586,14959,452016,3103747.0,193379899.0
2013-08-01,14866,14959,14586,14727,322500,3055402.0,193379899.0
2013-08-02,14818,14912,14446,14820,532540,3074740.0,193379899.0
2013-08-05,14725,14959,14539,14727,160481,3055402.0,193379899.0
2013-08-06,14586,14679,14352,14493,363828,3007057.0,193379899.0
2013-08-07,14446,14725,14306,14540,271734,3016726.0,193379899.0
2013-08-08,14539,14632,14399,14400,151827,2987719.0,193379899.0
2013-08-09,14306,14539,14120,14354,316618,2978050.0,193379899.0
2013-08-12,14259,14493,14259,14261,370325,2958712.0,193379899.0
2013-08-13,14259,14493,14213,14493,328540,3007057.0,193379899.0
2013-08-14,14539,14632,14399,14493,357206,3007057.0,193379899.0
2013-08-16,14213,14399,14120,14167,322042,2939374.0,193379899.0
2013-08-19,14120,14166,13747,13888,405810,2881360.0,193379899.0
2013-08-20,13654,13700,13327,13374,760632,2775002.0,193379899.0
2013-08-21,13420,13606,13234,13235,675232,2745995.0,193379899.0
2013-08-22,13001,13327,12862,13002,954908,2697650.0,193379899.0
2013-08-23,13141,13560,13094,13561,747210,2813678.0,193379899.0
2013-08-26,13467,13560,13281,13374,352837,2775002.0,193379899.0
2013-08-27,13374,13560,13281,13468,478131,2794340.0,193379899.0
2013-08-28,13141,13327,13048,13281,343716,2755664.0,193379899.0
2013-08-29,13234,13327,13094,13235,1112292,2745995.0,193379899.0
2013-08-30,13327,13513,13187,13281,1032450,2755664.0,193379899.0
2013-09-02,13281,13374,13094,13328,568098,2765333.0,193379899.0
2013-09-03,13513,13979,13327,13934,976018,2891029.0,193379899.0
2013-09-04,13979,14073,13747,13934,550658,2891029.0,193379899.0
2013-09-05,13933,13979,13793,13934,644766,2891029.0,193379899.0
2013-09-06,13979,14259,13793,13934,618781,2891029.0,193379899.0
2013-09-09,14026,14213,13886,14074,558991,2920036.0,193379899.0
2013-09-10,14120,14213,13979,14213,659552,2949043.0,193379899.0
2013-09-11,14120,14213,13840,14027,511180,2910367.0,193379899.0
2013-09-12,13886,14306,13840,14307,656612,2968381.0,193379899.0
2013-09-13,14120,14213,13606,13747,1236550,2852354.0,193379899.0
2013-09-16,13840,14399,13793,14354,789695,2978050.0,193379899.0
2013-09-17,14446,14679,14352,14680,676107,3045733.0,193379899.0
2013-09-23,14818,15378,14399,15379,1277533,3190768.0,193379899.0
2013-09-24,15191,15610,15005,15612,829996,3239113.0,193379899.0
2013-09-25,15425,15797,15332,15705,779861,3258451.0,193379899.0
2013-09-26,15657,15844,15378,15471,712553,3210106.0,193379899.0
2013-09-27,15471,15471,15098,15286,633122,3171430.0,193379899.0
2013-09-30,15191,15844,14912,14959,811535,3103747.0,193379899.0
2013-10-01,14679,15098,14632,14773,537187,3065071.0,193379899.0
2013-10-02,14959,15052,14679,14773,211004,3065071.0,193379899.0
2013-10-04,14818,15052,14679,15006,336472,3113416.0,193379899.0
2013-10-07,14818,15098,14772,15100,247349,3132754.0,193379899.0
2013-10-08,14912,15052,14632,14820,325049,3074740.0,193379899.0
2013-10-10,14772,14912,14632,14680,475280,3045733.0,193379899.0
2013-10-11,14818,15145,14725,14820,559118,3074740.0,193379899.0
2013-10-14,14818,15145,14772,14913,358463,3094078.0,193379899.0
2013-10-15,15052,15378,15005,15239,369096,3161761.0,193379899.0
2013-10-16,15471,15751,15285,15519,801781,3219775.0,193379899.0
2013-10-17,15657,15797,15425,15705,432412,3258451.0,193379899.0
2013-10-18,15844,15844,15610,15751,340160,3268120.0,193379899.0
2013-10-21,15657,15844,15471,15751,310655,3268120.0,193379899.0
2013-10-22,16030,16030,15751,15938,734900,3306796.0,193379899.0
2013-10-23,15983,15983,15471,15612,331900,3239113.0,193379899.0
2013-10-24,15610,15890,15471,15844,435168,3287458.0,193379899.0
2013-10-25,15704,15797,15285,15332,520466,3181099.0,193379899.0
2013-10-28,14959,15378,14866,15286,640482,3171430.0,193379899.0
2013-10-29,15145,15657,15145,15519,375351,3219775.0,193379899.0
2013-10-30,15471,15657,15471,15612,290380,3239113.0,193379899.0
2013-10-31,15610,15937,15471,15891,668895,3297127.0,193379899.0
2013-11-01,15797,15937,15657,15798,260476,3277789.0,193379899.0
2013-11-04,15564,15657,15098,15100,620066,3132754.0,193379899.0
2013-11-05,15145,15937,15098,15565,598580,3229444.0,193379899.0
2013-11-06,15471,15844,15471,15658,291302,3248782.0,193379899.0
2013-11-07,15471,15610,15098,15286,309027,3171430.0,193379899.0
2013-11-08,15098,15191,14772,14959,518116,3103747.0,193379899.0
2013-11-11,14959,15098,14818,15052,190323,3123085.0,193379899.0
2013-11-12,15098,15191,14912,14913,160032,3094078.0,193379899.0
2013-11-13,14818,15005,14679,14727,184677,3055402.0,193379899.0
2013-11-14,14679,15052,14586,14773,312596,3065071.0,193379899.0
2013-11-15,14866,15238,14866,15239,449043,3161761.0,193379899.0
2013-11-18,15332,15332,15005,15100,219683,3132754.0,193379899.0
2013-11-19,14959,15285,14959,15239,373911,3161761.0,193379899.0
2013-11-20,15145,15191,14959,15006,384163,3113416.0,193379899.0
2013-11-21,15005,15005,14818,14913,329814,3094078.0,193379899.0
2013-11-22,14912,15005,14818,15006,205422,3113416.0,193379899.0
2013-11-25,15005,15052,14818,14820,371897,3074740.0,193379899.0
2013-11-26,14725,15005,14539,14913,576574,3094078.0,193379899.0
2013-11-27,14912,15005,14772,14913,576252,3094078.0,193379899.0
2013-11-28,15005,15191,14866,15146,479111,3142423.0,193379899.0
2013-11-29,15052,15191,14959,15193,224190,3152092.0,193379899.0
2013-12-02,14446,15191,14399,15052,633716,3123085.0,193379899.0
2013-12-03,15098,15191,14866,14866,404540,3084409.0,193379899.0
2013-12-04,14818,14866,14493,14540,585428,3016726.0,193379899.0
2013-12-05,14539,14586,14352,14447,731681,2997388.0,193379899.0
2013-12-06,14399,14446,13979,13981,841129,2900698.0,193379899.0
2013-12-09,14166,14399,14120,14307,647149,2968381.0,193379899.0
2013-12-10,14306,14399,14166,14400,556964,2987719.0,193379899.0
2013-12-11,14259,14399,14026,14213,469046,2949043.0,193379899.0
2013-12-12,14026,14166,13979,14027,647763,2910367.0,193379899.0
2013-12-13,14026,14446,13933,14400,615147,2987719.0,193379899.0
2013-12-16,14259,14399,13933,14307,411292,2968381.0,193379899.0
2013-12-17,14213,14493,14213,14400,362942,2987719.0,193379899.0
2013-12-18,14306,14725,14259,14586,588555,3026395.0,193379899.0
2013-12-19,14772,15005,14679,14866,447743,3084409.0,193379899.0
2013-12-20,14772,14912,14586,14633,486857,3036064.0,193379899.0
2013-12-23,14818,14866,14539,14633,514449,3036064.0,193379899.0
2013-12-24,14632,15191,14586,15146,701452,3142423.0,193379899.0
2013-12-26,15285,15378,15191,15239,639198,3161761.0,193379899.0
2013-12-27,15052,15285,14912,15006,487420,3113416.0,193379899.0
2013-12-30,14959,15098,14679,14913,852000,3094078.0,193379899.0
2014-01-02,15005,15425,14912,15146,1168222,3142423.0,193379899.0
2014-01-03,15005,15145,14632,14680,781056,3045733.0,193379899.0
2014-01-06,14679,15098,14679,14866,681481,3084409.0,193379899.0
2014-01-07,14866,15005,14818,14913,468274,3094078.0,193379899.0
2014-01-08,14912,15005,14818,14820,441880,3074740.0,193379899.0
2014-01-09,14818,14912,14679,14680,829108,3045733.0,193379899.0
2014-01-10,14679,14866,14493,14540,389001,3016726.0,193379899.0
2014-01-13,14539,14632,14352,14493,852916,3007057.0,193379899.0
2014-01-14,14399,14586,14352,14400,333911,2987719.0,193379899.0
2014-01-15,14446,14539,14306,14447,390249,2997388.0,193379899.0
2014-01-16,14399,14539,14306,14447,404640,2997388.0,193379899.0
2014-01-17,14352,14539,14352,14447,226149,2997388.0,193379899.0
2014-01-20,14352,14539,14306,14447,308832,2997388.0,193379899.0
2014-01-21,14399,14632,14306,14447,312627,2997388.0,193379899.0
2014-01-22,14493,14912,14446,14727,574328,3055402.0,193379899.0
2014-01-23,14725,14818,14446,14540,619139,3016726.0,193379899.0
2014-01-24,14539,14818,14493,14773,615454,3065071.0,193379899.0
2014-01-27,14446,14539,14166,14213,989605,2949043.0,193379899.0
2014-01-28,14259,14446,14120,14400,532119,2987719.0,193379899.0
2014-01-29,14399,14772,14399,14773,706336,3065071.0,193379899.0
2014-02-03,14352,14493,14213,14307,600585,2968381.0,193379899.0
2014-02-04,14073,14166,13979,14167,657555,2939374.0,193379899.0
2014-02-05,14259,14259,13700,13794,1279494,2862023.0,193379899.0
2014-02-06,13700,13886,13700,13841,913517,2871692.0,193379899.0
2014-02-07,13979,14352,13840,14213,788741,2949043.0,193379899.0
2014-02-10,14166,14399,14073,14213,727330,2949043.0,193379899.0
2014-02-11,14120,14213,13886,14120,519953,2929705.0,193379899.0
2014-02-12,14166,14306,14120,14261,295038,2958712.0,193379899.0
2014-02-13,14213,14352,14120,14307,381579,2968381.0,193379899.0
2014-02-14,14213,14259,13933,14074,512817,2920036.0,193379899.0
2014-02-17,14213,14399,14073,14354,508743,2978050.0,193379899.0
2014-02-18,14352,14493,14120,14447,302418,2997388.0,193379899.0
2014-02-19,14259,14632,14213,14447,375456,2997388.0,193379899.0
2014-02-20,14259,14586,14259,14447,296698,2997388.0,193379899.0
2014-02-21,14306,14586,14306,14400,351151,2987719.0,193379899.0
2014-02-24,14399,14725,14399,14586,327359,3026395.0,193379899.0
2014-02-25,14632,15005,14586,14913,633811,3094078.0,193379899.0
2014-02-26,14818,14866,14632,14680,499782,3045733.0,193379899.0
2014-02-27,14632,14912,14632,14866,355005,3084409.0,193379899.0
2014-02-28,14866,15098,14679,14820,775324,3074740.0,193379899.0
2014-03-03,14725,14959,14586,14820,346440,3074740.0,193379899.0
2014-03-04,14725,14772,14493,14633,365973,3036064.0,193379899.0
2014-03-05,14772,14912,14679,14820,341190,3074740.0,193379899.0
2014-03-06,14725,14772,14539,14633,494651,3036064.0,193379899.0
2014-03-07,14586,14725,14493,14586,236559,3026395.0,193379899.0
2014-03-10,14493,14586,14259,14447,312516,2997388.0,193379899.0
2014-03-11,14446,14586,14352,14540,567088,3016726.0,193379899.0
2014-03-12,14352,14493,13979,14261,889702,2958712.0,193379899.0
2014-03-13,14166,14399,14073,14307,425776,2968381.0,193379899.0
2014-03-14,14259,14306,14026,14120,355726,2929705.0,193379899.0
2014-03-17,14166,14213,14026,14120,309449,2929705.0,193379899.0
2014-03-18,14213,14259,13979,14027,827783,2910367.0,193379899.0
2014-03-19,14073,14166,13933,14074,346718,2920036.0,193379899.0
2014-03-20,14073,14073,13793,13981,430775,2900698.0,193379899.0
2014-03-21,13979,14073,13793,13794,405920,2862023.0,193379899.0
2014-03-24,13886,14120,13840,13981,422290,2900698.0,193379899.0
2014-03-25,14026,14352,13886,14213,642928,2949043.0,193379899.0
2014-03-26,14352,14352,14120,14213,534294,2949043.0,193379899.0
2014-03-27,14166,14632,13979,14633,1043395,3036064.0,193379899.0
2014-03-28,14586,14586,14259,14354,821111,2978050.0,193379899.0
2014-03-31,14259,14306,13933,14027,1317735,2910367.0,193379899.0
2014-04-01,13933,14073,13933,14074,1265023,2920036.0,193379899.0
2014-04-02,14026,14306,14026,14261,557461,2958712.0,193379899.0
2014-04-03,14352,14493,14213,14307,722744,2968381.0,193379899.0
2014-04-04,14352,14493,14306,14447,777835,2997388.0,193379899.0
2014-04-07,14259,14586,14259,14540,368975,3016726.0,193379899.0
2014-04-08,14352,14539,14213,14307,359350,2968381.0,193379899.0
2014-04-09,14306,14772,14306,14680,667112,3045733.0,193379899.0
2014-04-10,14725,14818,14586,14680,324961,3045733.0,193379899.0
2014-04-11,14399,14725,14352,14727,386174,3055402.0,193379899.0
2014-04-14,14586,14679,14446,14586,201080,3026395.0,193379899.0
2014-04-15,14493,14818,14493,14820,433328,3074740.0,193379899.0
2014-04-16,14772,14818,14493,14586,306863,3026395.0,193379899.0
2014-04-17,14493,14632,14352,14633,353927,3036064.0,193379899.0
2014-04-18,14679,14818,14632,14680,188732,3045733.0,193379899.0
2014-04-21,14586,14725,14493,14586,260198,3026395.0,193379899.0
2014-04-22,14493,14725,14493,14727,192409,3055402.0,193379899.0
2014-04-23,14586,14632,14446,14540,515258,3016726.0,193379899.0
2014-04-24,14446,14679,14352,14633,318157,3036064.0,193379899.0
2014-04-25,14539,14586,14306,14400,254483,2987719.0,193379899.0
2014-04-28,14399,14632,14399,14540,277108,3016726.0,193379899.0
2014-04-29,14539,14679,14446,14540,201274,3016726.0,193379899.0
2014-04-30,14818,14818,14539,14727,944323,3055402.0,193379899.0
2014-05-02,14632,14725,14446,14680,424190,3045733.0,193379899.0
2014-05-07,14912,14912,14399,14493,528972,3007057.0,193379899.0
2014-05-08,14399,14446,14259,14400,458043,2987719.0,193379899.0
2014-05-09,14352,14539,14213,14540,418271,3016726.0,193379899.0
2014-05-12,14632,15098,14539,14540,1519470,3016726.0,193379899.0
2014-05-13,14586,14632,14352,14447,877372,2997388.0,193379899.0
2014-05-14,14493,15052,14493,15052,950975,3123085.0,193379899.0
2014-05-15,15052,15238,14866,14866,615291,3084409.0,193379899.0
2014-05-16,14818,15238,14818,15193,581718,3152092.0,193379899.0
2014-05-19,15098,15285,14959,15239,493523,3161761.0,193379899.0
2014-05-20,15098,15332,14912,15052,218675,3123085.0,193379899.0
2014-05-21,15052,15285,14866,15146,331740,3142423.0,193379899.0
2014-05-22,15145,15471,15145,15332,460666,3181099.0,193379899.0
2014-05-23,15332,15425,15238,15332,322431,3181099.0,193379899.0
2014-05-26,15238,15517,15238,15286,366723,3171430.0,193379899.0
2014-05-27,15378,15564,15191,15425,656584,3200437.0,193379899.0
2014-05-28,15281,15473,14800,15137,787812,3045733.0,193379899.0
2014-05-29,14992,15137,14896,15137,402811,3045733.0,193379899.0
2014-05-30,14944,15185,14752,14945,841512,3007057.0,193379899.0
2014-06-02,15040,15329,14848,15329,594964,3084409.0,193379899.0
2014-06-03,15088,15425,14800,15377,476396,3094078.0,193379899.0
2014-06-05,15377,15425,15040,15281,380475,3074740.0,193379899.0
2014-06-09,15088,15473,15088,15377,463881,3094078.0,193379899.0
2014-06-10,15425,15473,15233,15377,333546,3094078.0,193379899.0
2014-06-11,15473,15473,14992,15185,801397,3055402.0,193379899.0
2014-06-12,15185,15185,14656,14705,1241277,2958712.0,193379899.0
2014-06-13,14752,14848,14656,14801,482634,2978050.0,193379899.0
2014-06-16,14704,14800,14560,14608,405882,2939374.0,193379899.0
2014-06-17,14656,14656,14320,14512,841545,2920036.0,193379899.0
2014-06-18,14416,14512,14224,14368,797704,2891029.0,193379899.0
2014-06-19,14416,14416,14272,14368,956754,2891029.0,193379899.0
2014-06-20,14416,14464,14079,14176,1171302,2852354.0,193379899.0
2014-06-23,14127,14224,14031,14224,1054681,2862023.0,193379899.0
2014-06-24,14127,14368,14127,14272,920242,2871692.0,193379899.0
2014-06-25,14224,14464,14175,14320,579861,2881360.0,193379899.0
2014-06-26,14368,14416,14175,14416,1196397,2900698.0,193379899.0
2014-06-27,14416,14416,13983,14032,1369938,2823347.0,193379899.0
2014-06-30,13935,14416,13839,14320,1911626,2881360.0,193379899.0
2014-07-01,14224,14608,14175,14512,831748,2920036.0,193379899.0
2014-07-02,14560,14656,14368,14464,500727,2910367.0,193379899.0
2014-07-03,14416,14560,14320,14512,309415,2920036.0,193379899.0
2014-07-04,14464,14560,14272,14512,477391,2920036.0,193379899.0
2014-07-07,14560,14560,14320,14512,283733,2920036.0,193379899.0
2014-07-08,14368,14608,14320,14464,307886,2910367.0,193379899.0
2014-07-09,14416,14848,14368,14656,611698,2949043.0,193379899.0
2014-07-10,14752,14896,14656,14897,528717,2997388.0,193379899.0
2014-07-11,14848,14896,14608,14801,419487,2978050.0,193379899.0
