코오롱글로벌(003070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-10-22,10485,10485,10218,10243,52740,53258.0,25240541.0
2003-10-23,10218,10291,10121,10146,54870,52753.0,25240541.0
2003-10-24,10000,10194,9975,10194,48190,53005.0,25240541.0
2003-10-27,10194,10218,10121,10170,16470,52879.0,25240541.0
2003-10-28,10121,10291,10097,10146,38413,52753.0,25240541.0
2003-10-29,10169,10339,10048,10073,82030,52374.0,25240541.0
2003-10-30,10072,10169,10024,10049,52500,52248.0,25240541.0
2003-10-31,10024,10169,9927,9976,99590,51869.0,25240541.0
2003-11-03,9951,10194,9951,10097,51380,52500.0,25240541.0
2003-11-04,10169,10436,10169,10194,107379,53005.0,25240541.0
2003-11-05,10194,10339,10121,10340,43680,53762.0,25240541.0
2003-11-06,10412,10485,10339,10340,56820,53762.0,25240541.0
2003-11-07,10339,10509,10194,10437,63924,54267.0,25240541.0
2003-11-10,10315,10461,10242,10364,60890,53889.0,25240541.0
2003-11-11,10194,10412,10169,10388,85230,54015.0,25240541.0
2003-11-12,10266,10461,10242,10267,38023,53384.0,25240541.0
2003-11-13,10364,10509,10266,10510,115640,54646.0,25240541.0
2003-11-14,10533,11262,10436,10947,351210,56917.0,25240541.0
2003-11-17,10995,11116,10631,10680,121267,55529.0,25240541.0
2003-11-18,10582,10849,10364,10485,60170,54520.0,25240541.0
2003-11-19,10266,10364,10145,10243,73830,53258.0,25240541.0
2003-11-20,10339,10339,10145,10218,68960,53131.0,25240541.0
2003-11-21,10194,10242,10145,10170,39420,52879.0,25240541.0
2003-11-24,10121,10194,9951,10049,61220,52248.0,25240541.0
2003-11-25,10145,10218,10048,10073,29400,52374.0,25240541.0
2003-11-26,10145,10194,10048,10121,92060,52627.0,25240541.0
2003-11-27,10194,10194,9927,10000,77580,51996.0,25240541.0
2003-11-28,9951,10097,9951,10024,88744,52122.0,25240541.0
2003-12-01,10024,10242,10024,10097,97450,52500.0,25240541.0
2003-12-02,10169,10169,10048,10097,67890,52500.0,25240541.0
2003-12-03,10169,10169,10000,10049,45623,52248.0,25240541.0
2003-12-04,10048,10145,10000,10024,66172,52122.0,25240541.0
2003-12-05,10024,10121,9951,9951,82330,51743.0,25240541.0
2003-12-08,9951,10048,9878,10000,47350,51996.0,25240541.0
2003-12-09,9951,10121,9927,10000,24822,51996.0,25240541.0
2003-12-10,9951,10024,9927,10000,83210,51996.0,25240541.0
2003-12-11,10048,10048,9951,9976,19730,51869.0,25240541.0
2003-12-12,10024,10266,10000,10170,89210,52879.0,25240541.0
2003-12-15,10679,11019,10412,10485,304700,54520.0,25240541.0
2003-12-16,10339,10388,10194,10218,63180,53131.0,25240541.0
2003-12-17,10194,10364,10121,10194,78650,53005.0,25240541.0
2003-12-18,10194,10388,10145,10340,104400,53762.0,25240541.0
2003-12-19,10412,10412,10194,10243,137380,53258.0,25240541.0
2003-12-22,10291,10339,10072,10073,31270,52374.0,25240541.0
2003-12-23,10121,10194,10048,10049,52990,52248.0,25240541.0
2003-12-24,10048,10388,10024,10097,107124,52500.0,25240541.0
2003-12-26,10194,10315,10000,10097,137353,52500.0,25240541.0
2003-12-29,9854,10097,9757,9854,47662,51238.0,25240541.0
2003-12-30,9951,9975,9781,9879,82890,51365.0,25240541.0
2004-01-02,9805,9951,9781,9782,52640,50860.0,25240541.0
2004-01-05,9854,9902,9781,9879,53431,51365.0,25240541.0
2004-01-06,9854,9951,9805,9854,73825,51238.0,25240541.0
2004-01-07,9757,9830,9708,9757,85420,50733.0,25240541.0
2004-01-08,9854,9854,9635,9636,88360,50102.0,25240541.0
2004-01-09,9611,9805,9611,9660,127800,50229.0,25240541.0
2004-01-12,9660,9805,9611,9709,80370,50481.0,25240541.0
2004-01-13,9733,9781,9611,9660,87530,50229.0,25240541.0
2004-01-14,9563,9805,9563,9612,65457,49976.0,25240541.0
2004-01-15,9611,9660,9514,9539,59310,49598.0,25240541.0
2004-01-16,9490,9660,9490,9587,84630,49850.0,25240541.0
2004-01-19,9563,9878,9538,9539,205449,49598.0,25240541.0
2004-01-20,9587,10097,9587,9854,219020,51238.0,25240541.0
2004-01-26,9854,9854,9611,9709,52550,50481.0,25240541.0
2004-01-27,9635,9757,9611,9612,28260,49976.0,25240541.0
2004-01-28,9538,9708,9538,9587,32180,49850.0,25240541.0
2004-01-29,9538,9660,9538,9636,28117,50102.0,25240541.0
2004-01-30,9660,9660,9514,9612,62800,49976.0,25240541.0
2004-02-02,9635,9708,9538,9539,37907,49598.0,25240541.0
2004-02-03,9563,9563,9199,9539,217620,49598.0,25240541.0
2004-02-04,9514,9635,9199,9272,231890,48209.0,25240541.0
2004-02-05,9271,9417,9271,9369,75080,48714.0,25240541.0
2004-02-06,9368,9441,9296,9320,50210,48462.0,25240541.0
2004-02-09,9344,9417,9320,9393,56240,48840.0,25240541.0
2004-02-10,9320,9417,9320,9369,44100,48714.0,25240541.0
2004-02-11,9344,9417,9223,9296,78575,48336.0,25240541.0
2004-02-12,9320,9320,9150,9248,47330,48083.0,25240541.0
2004-02-13,9223,9320,9174,9272,44394,48209.0,25240541.0
2004-02-16,9393,9611,9320,9442,177300,49093.0,25240541.0
2004-02-17,9490,9514,9368,9393,54744,48840.0,25240541.0
2004-02-18,9441,9441,9320,9417,71557,48967.0,25240541.0
2004-02-19,9368,9514,9368,9393,60430,48840.0,25240541.0
2004-02-20,9368,9563,9320,9539,68380,49598.0,25240541.0
2004-02-23,9587,9733,9514,9733,94140,50607.0,25240541.0
2004-02-24,9781,9975,9684,9854,382460,51238.0,25240541.0
2004-02-25,9927,9927,9684,9757,93430,50733.0,25240541.0
2004-02-26,9781,9902,9708,9806,128880,50986.0,25240541.0
2004-02-27,9757,10072,9757,10073,125240,52374.0,25240541.0
2004-03-02,11577,11577,11577,11578,163846,60199.0,25240541.0
2004-03-03,13252,13300,12427,13301,4553864,69159.0,25240541.0
2004-03-04,13252,13495,12233,13010,2395838,67645.0,25240541.0
2004-03-05,12815,13131,12160,12233,1273453,63606.0,25240541.0
2004-03-08,12402,12718,11941,12427,1164068,64616.0,25240541.0
2004-03-09,12427,12500,11796,11820,662182,61461.0,25240541.0
2004-03-10,11699,12135,11601,12087,674530,62849.0,25240541.0
2004-03-11,11796,12257,11771,12160,537163,63228.0,25240541.0
2004-03-12,11990,12087,11019,11529,712960,59946.0,25240541.0
2004-03-15,11650,12233,11432,12233,665240,63606.0,25240541.0
2004-03-16,12038,12597,12038,12330,502407,64111.0,25240541.0
2004-03-17,12475,12500,12233,12476,322719,64868.0,25240541.0
2004-03-18,12669,12864,12402,12621,385131,65625.0,25240541.0
2004-03-19,12864,13252,12475,12476,843329,64868.0,25240541.0
2004-03-22,12354,12402,11990,11990,352610,62344.0,25240541.0
2004-03-23,11796,12087,11747,12015,254150,62470.0,25240541.0
2004-03-24,11917,12063,11868,11869,159820,61713.0,25240541.0
2004-03-25,11820,11990,11747,11820,119157,61461.0,25240541.0
2004-03-26,11893,12135,11820,11942,237600,62092.0,25240541.0
2004-03-29,11941,12257,11796,12184,114690,63354.0,25240541.0
2004-03-30,12184,12281,12038,12087,87680,62849.0,25240541.0
2004-03-31,12038,12135,11917,12112,133410,62975.0,25240541.0
2004-04-01,11990,12135,11941,12039,101134,62597.0,25240541.0
2004-04-02,12038,12257,11966,12087,134639,62849.0,25240541.0
2004-04-06,12305,12524,12111,12354,427630,64237.0,25240541.0
2004-04-07,12354,13398,12233,12864,830916,66887.0,25240541.0
2004-04-08,13033,13082,12766,12985,238620,67518.0,25240541.0
2004-04-09,12985,13349,12888,13155,318060,68402.0,25240541.0
2004-04-12,13349,14757,13155,14126,1064396,73450.0,25240541.0
2004-04-13,14393,14563,13786,14417,483234,74964.0,25240541.0
2004-04-14,14344,14878,14126,14563,650470,75722.0,25240541.0
2004-04-16,14587,15898,14587,15874,1353760,82537.0,25240541.0
2004-04-19,15873,15873,14951,15607,880900,81148.0,25240541.0
2004-04-20,15606,15776,15242,15680,462970,81527.0,25240541.0
2004-04-21,15533,15898,15485,15558,577542,80896.0,25240541.0
2004-04-22,15533,15728,15436,15437,657770,80265.0,25240541.0
2004-04-23,15533,15533,14563,14684,1068680,76353.0,25240541.0
2004-04-26,14441,14466,14077,14272,417450,74207.0,25240541.0
2004-04-27,14296,15145,14271,14854,377220,77236.0,25240541.0
2004-04-28,14805,14805,14466,14490,159312,75343.0,25240541.0
2004-04-29,14223,14393,13713,13883,212890,72188.0,25240541.0
2004-04-30,13616,13980,13616,13883,107290,72188.0,25240541.0
2004-05-03,14126,14271,14029,14175,171514,73702.0,25240541.0
2004-05-04,13980,14296,13980,14126,151750,73450.0,25240541.0
2004-05-06,13980,14150,13373,13495,398320,70169.0,25240541.0
2004-05-07,13300,13349,13009,13350,156500,69411.0,25240541.0
2004-05-10,13252,13252,12524,12621,369260,65625.0,25240541.0
2004-05-11,12135,12669,11723,12451,154150,64742.0,25240541.0
2004-05-12,12305,12815,12305,12500,55959,64994.0,25240541.0
2004-05-13,12160,12791,12160,12427,80910,64616.0,25240541.0
2004-05-14,12378,12815,12184,12670,244240,65878.0,25240541.0
2004-05-17,12669,12864,11990,12354,162140,64237.0,25240541.0
2004-05-18,12208,12645,12160,12500,185300,64994.0,25240541.0
2004-05-19,12621,13106,12281,13107,132700,68149.0,25240541.0
2004-05-20,12621,12864,12402,12403,270710,64490.0,25240541.0
2004-05-21,12572,12864,12451,12621,68885,65625.0,25240541.0
2004-05-24,12718,12888,12548,12549,30766,65247.0,25240541.0
2004-05-25,12427,12621,12402,12573,24870,65373.0,25240541.0
2004-05-27,12572,12742,12572,12718,58730,66130.0,25240541.0
2004-05-28,12864,12864,12718,12816,47660,66635.0,25240541.0
2004-05-31,12815,13131,12621,12864,27420,66887.0,25240541.0
2004-06-01,12766,12961,12669,12816,40200,66635.0,25240541.0
2004-06-02,12815,13033,12621,12937,79690,67266.0,25240541.0
2004-06-03,12791,12985,12669,12864,396800,66887.0,25240541.0
2004-06-04,12961,13009,12718,12864,39350,66887.0,25240541.0
2004-06-07,12864,13009,12718,12791,48157,66509.0,25240541.0
2004-06-08,12791,12912,12791,12816,65140,66635.0,25240541.0
2004-06-09,12912,12912,12475,12476,49020,64868.0,25240541.0
2004-06-10,12524,12621,12475,12621,58420,65625.0,25240541.0
2004-06-11,12621,12669,12208,12597,901643,65499.0,25240541.0
2004-06-14,12597,12718,12597,12597,504510,65499.0,25240541.0
2004-06-15,12184,12597,12160,12160,237050,63228.0,25240541.0
2004-06-16,12184,12354,12135,12354,39650,64237.0,25240541.0
2004-06-17,12111,12354,11990,11990,4530,62344.0,25240541.0
2004-06-18,11747,12305,11723,11723,11800,60956.0,25240541.0
2004-06-21,11723,11966,11189,11481,30890,59694.0,25240541.0
2004-06-22,11189,11189,10776,10971,58584,57044.0,25240541.0
2004-06-23,10728,11067,10728,10801,19230,56160.0,25240541.0
2004-06-24,10776,11092,10776,10971,26523,57044.0,25240541.0
2004-06-25,10800,11432,10800,11165,8710,58053.0,25240541.0
2004-06-28,10970,11456,10970,11311,9860,58810.0,25240541.0
2004-06-29,11092,11286,10970,11189,10950,58179.0,25240541.0
2004-06-30,11213,11359,11165,11189,9350,58179.0,25240541.0
2004-07-01,11650,11650,11092,11311,16200,58810.0,25240541.0
2004-07-02,11165,11165,10922,10971,38794,57044.0,25240541.0
2004-07-05,11116,11116,10849,10971,19860,57044.0,25240541.0
2004-07-06,11092,11116,10825,11068,25030,57548.0,25240541.0
2004-07-07,10752,11019,10752,10971,17421,57044.0,25240541.0
2004-07-08,11165,11165,10849,10995,5540,57170.0,25240541.0
2004-07-09,10995,11019,10776,10898,11910,56665.0,25240541.0
2004-07-12,10922,11019,10800,10922,14160,56791.0,25240541.0
2004-07-13,10776,10970,10776,10825,8274,56286.0,25240541.0
2004-07-14,10776,10970,10679,10777,24060,56034.0,25240541.0
2004-07-15,10582,10776,10388,10510,42970,54646.0,25240541.0
2004-07-16,10291,10631,10291,10631,14740,55277.0,25240541.0
2004-07-19,10315,10631,10315,10534,14360,54772.0,25240541.0
2004-07-20,10436,10655,10436,10534,5790,54772.0,25240541.0
2004-07-21,10728,10728,10461,10583,10500,55024.0,25240541.0
2004-07-22,10388,10776,10388,10461,9450,54393.0,25240541.0
2004-07-23,10461,11407,10461,10680,10400,55529.0,25240541.0
2004-07-26,10388,10728,10388,10680,7430,55529.0,25240541.0
2004-07-27,10800,10800,10533,10680,2730,55529.0,25240541.0
2004-07-28,10485,10776,10485,10728,9130,55782.0,25240541.0
2004-07-29,10776,10776,10509,10631,17930,55277.0,25240541.0
2004-07-30,10800,10800,10436,10583,8870,55024.0,25240541.0
2004-08-02,10291,10582,10218,10243,20940,53258.0,25240541.0
2004-08-03,10194,10242,9975,9976,18300,51869.0,25240541.0
2004-08-04,10000,10145,9878,10146,13210,52753.0,25240541.0
2004-08-05,10145,10436,10048,10364,10040,53889.0,25240541.0
2004-08-06,9975,10461,9975,10461,11220,54393.0,25240541.0
2004-08-09,10242,10679,10242,10485,22775,54520.0,25240541.0
2004-08-10,10485,10631,10194,10607,14820,55151.0,25240541.0
2004-08-11,10655,11262,10655,10971,70640,57044.0,25240541.0
2004-08-12,10970,11577,10970,11359,66200,59063.0,25240541.0
2004-08-13,11407,11480,11262,11408,43590,59315.0,25240541.0
2004-08-16,11334,11601,11237,11602,46620,60325.0,25240541.0
2004-08-17,11893,11990,11844,11917,66740,61966.0,25240541.0
2004-08-18,12038,12038,11601,11650,71165,60577.0,25240541.0
2004-08-19,11747,11747,11262,11262,26440,58558.0,25240541.0
2004-08-20,11650,12524,11432,11578,77510,60199.0,25240541.0
2004-08-23,11432,11796,11432,11650,30430,60577.0,25240541.0
2004-08-24,11504,11844,11407,11650,24660,60577.0,25240541.0
2004-08-25,11456,11844,11456,11650,52494,60577.0,25240541.0
2004-08-26,11674,12063,11529,11990,92670,62344.0,25240541.0
2004-08-27,11747,11990,11747,11966,38420,62218.0,25240541.0
2004-08-30,11966,11966,11553,11602,10930,60325.0,25240541.0
2004-08-31,11504,11941,11504,11893,24550,61839.0,25240541.0
2004-09-01,12063,12330,11844,12039,74250,62597.0,25240541.0
2004-09-02,12233,12233,11990,12160,38535,63228.0,25240541.0
2004-09-03,12160,12305,11893,11990,57690,62344.0,25240541.0
2004-09-06,11844,12135,11796,11893,13040,61839.0,25240541.0
2004-09-07,11820,12063,11820,11893,35600,61839.0,25240541.0
2004-09-08,11796,12063,11771,11845,46350,61587.0,25240541.0
2004-09-09,11723,12524,11699,12233,161800,63606.0,25240541.0
2004-09-10,12475,12475,12087,12160,63586,63228.0,25240541.0
2004-09-13,12184,12766,11868,11942,73430,62092.0,25240541.0
2004-09-14,11796,11844,11456,11456,135356,59568.0,25240541.0
2004-09-15,11626,11626,11407,11553,37010,60072.0,25240541.0
2004-09-16,11334,11650,11334,11335,36410,58937.0,25240541.0
2004-09-17,11310,11553,11310,11456,22090,59568.0,25240541.0
2004-09-20,11650,11650,11504,11553,25240,60072.0,25240541.0
2004-09-21,11626,11626,11456,11481,22480,59694.0,25240541.0
2004-09-22,11334,11917,11165,11214,77015,58306.0,25240541.0
2004-09-23,11165,11213,11019,11044,47995,57422.0,25240541.0
2004-09-24,11043,11140,10946,11044,38730,57422.0,25240541.0
2004-09-30,10825,11432,10825,10995,49700,57170.0,25240541.0
2004-10-01,11067,11140,10970,11117,21900,57801.0,25240541.0
2004-10-04,11359,11553,11092,11359,64444,59063.0,25240541.0
2004-10-05,11359,11529,11262,11262,18980,58558.0,25240541.0
2004-10-06,11213,11383,11019,11262,44140,58558.0,25240541.0
2004-10-07,11262,11262,11067,11092,47640,57675.0,25240541.0
2004-10-08,11043,11116,11019,11068,39910,57548.0,25240541.0
2004-10-11,11262,11310,11092,11189,80470,58179.0,25240541.0
2004-10-12,11189,12864,11189,12840,347599,66761.0,25240541.0
2004-10-13,12718,12718,11917,11990,196716,62344.0,25240541.0
2004-10-14,11990,13592,11990,12670,358067,65878.0,25240541.0
2004-10-15,12669,13567,12354,12621,245209,65625.0,25240541.0
2004-10-18,13106,14514,12815,14515,1765950,75469.0,25240541.0
2004-10-19,14514,14805,14029,14806,889119,76984.0,25240541.0
2004-10-20,14902,14902,12961,12985,563400,67518.0,25240541.0
2004-10-21,13155,13470,12038,12184,509510,63354.0,25240541.0
2004-10-22,12135,12330,11917,12136,265849,63101.0,25240541.0
2004-10-25,11941,12548,11699,12306,367319,63985.0,25240541.0
2004-10-26,12378,12791,12233,12573,291782,65373.0,25240541.0
2004-10-27,12864,13325,12645,12646,302870,65752.0,25240541.0
2004-10-28,12985,12985,12645,12670,124872,65878.0,25240541.0
2004-10-29,12524,12839,12524,12621,104421,65625.0,25240541.0
2004-11-01,12621,13834,12621,13398,396342,69664.0,25240541.0
2004-11-02,13640,13640,13058,13252,126090,68907.0,25240541.0
2004-11-03,13252,13762,12936,13738,189770,71431.0,25240541.0
2004-11-04,13640,14029,13519,13738,116470,71431.0,25240541.0
2004-11-05,13859,13980,13349,13350,87019,69411.0,25240541.0
2004-11-08,13592,13640,13203,13277,65662,69033.0,25240541.0
2004-11-09,13398,13398,12888,13277,52700,69033.0,25240541.0
2004-11-10,13398,13519,13082,13350,200515,69411.0,25240541.0
2004-11-11,13422,13689,13422,13641,128100,70926.0,25240541.0
2004-11-12,13810,14126,13519,13883,250540,72188.0,25240541.0
2004-11-15,13762,14077,13665,13883,158455,72188.0,25240541.0
2004-11-16,13762,13980,13640,13859,112950,72062.0,25240541.0
2004-11-17,13932,14660,13859,14466,231385,75217.0,25240541.0
2004-11-18,14223,14611,14150,14563,285923,75722.0,25240541.0
2004-11-19,14174,14514,14126,14175,122820,73702.0,25240541.0
2004-11-22,14126,14150,13883,14150,112000,73576.0,25240541.0
2004-11-23,14029,14174,13980,14175,27450,73702.0,25240541.0
2004-11-24,14417,14417,13834,14175,104310,73702.0,25240541.0
2004-11-25,14077,14223,13834,14175,87280,73702.0,25240541.0
2004-11-26,14029,14126,13834,13835,51844,71936.0,25240541.0
2004-11-29,13592,14077,13373,14078,90930,73198.0,25240541.0
2004-11-30,14077,14174,14029,14078,75510,73198.0,25240541.0
2004-12-01,14296,14296,14077,14175,138314,73702.0,25240541.0
2004-12-02,13883,14271,13883,14199,63370,73829.0,25240541.0
2004-12-03,14053,14320,14053,14320,113930,74460.0,25240541.0
2004-12-06,14150,14320,14101,14175,139766,73702.0,25240541.0
2004-12-07,14174,14854,13980,14806,246530,76984.0,25240541.0
2004-12-08,14805,15339,14757,15316,203560,79634.0,25240541.0
2004-12-09,15242,16067,15242,16019,339440,83294.0,25240541.0
2004-12-10,16019,16674,14951,15777,226188,82032.0,25240541.0
2004-12-13,15776,15922,15388,15728,101080,81779.0,25240541.0
2004-12-14,15606,15849,15364,15680,119110,81527.0,25240541.0
2004-12-15,15679,16019,13349,15995,227710,83168.0,25240541.0
2004-12-16,15776,16043,15364,16019,140883,83294.0,25240541.0
2004-12-17,15873,16019,15242,15680,302446,81527.0,25240541.0
2004-12-20,15485,16504,15194,16359,469192,85061.0,25240541.0
2004-12-21,15825,16262,15291,15777,93877,82032.0,25240541.0
2004-12-22,15533,15970,15436,15777,32126,82032.0,25240541.0
2004-12-23,15776,15776,15291,15340,49830,79760.0,25240541.0
2004-12-24,15048,15533,15048,15291,51440,79508.0,25240541.0
2004-12-27,15509,15509,14805,14806,60840,76984.0,25240541.0
2004-12-28,14660,14902,14611,14757,68290,76731.0,25240541.0
2004-12-29,15121,15121,14611,14854,19050,77236.0,25240541.0
2004-12-30,14854,15922,14854,15291,28050,59664.0,18941101.0
2005-01-03,15533,15533,15145,15437,16485,60233.0,18941101.0
2005-01-04,15436,16504,15436,15898,89130,62032.0,18941101.0
2005-01-05,15922,16237,14635,16019,55580,62506.0,18941101.0
2005-01-06,16456,18422,16043,17961,494332,70082.0,18941101.0
2005-01-07,17961,19368,17524,19053,427637,74344.0,18941101.0
2005-01-10,19393,19417,18446,19102,255145,74533.0,18941101.0
2005-01-11,19271,19563,18689,19029,96750,74249.0,18941101.0
2005-01-12,18786,19271,18786,19175,98058,74817.0,18941101.0
2005-01-13,18640,19417,18470,19175,79610,74817.0,18941101.0
2005-01-14,18689,19174,18567,19029,52417,74249.0,18941101.0
2005-01-17,18713,19417,18713,19248,80825,75101.0,18941101.0
2005-01-18,19174,19902,19077,19102,256810,74533.0,18941101.0
2005-01-19,18956,19587,18640,18641,98526,72734.0,18941101.0
2005-01-20,18640,18737,17864,17961,108739,70082.0,18941101.0
2005-01-21,17912,18398,17912,17937,95320,69987.0,18941101.0
2005-01-24,18203,18349,17864,18228,104310,71124.0,18941101.0
2005-01-25,18446,18446,17936,17937,114257,69987.0,18941101.0
2005-01-26,18349,18349,17912,18204,79940,71029.0,18941101.0
2005-01-27,18252,19805,18252,19515,183810,76143.0,18941101.0
2005-01-28,19563,19660,19174,19393,113063,75670.0,18941101.0
2005-01-31,19393,19563,18956,19563,41726,76333.0,18941101.0
2005-02-01,19708,20339,19271,19369,100540,75575.0,18941101.0
2005-02-02,18980,20388,18980,20388,97051,79553.0,18941101.0
2005-02-03,20631,23446,20388,23447,954523,91486.0,18941101.0
2005-02-04,24271,26941,23786,26165,1424413,102093.0,18941101.0
2005-02-07,26650,26796,25776,26311,475736,102661.0,18941101.0
2005-02-11,25728,26553,25000,26214,334290,102282.0,18941101.0
2005-02-14,26699,27864,26213,26408,397027,103040.0,18941101.0
2005-02-15,26213,27572,25873,26650,427890,103987.0,18941101.0
2005-02-16,26650,27038,25728,26214,307193,102282.0,18941101.0
2005-02-17,26262,27038,25922,26796,205660,104555.0,18941101.0
2005-02-18,26796,26796,25922,26214,197680,102282.0,18941101.0
2005-02-21,26990,26990,24854,25583,237292,99820.0,18941101.0
2005-02-22,25776,26796,24271,24272,360830,94706.0,18941101.0
2005-02-23,24271,27912,23300,27913,1020006,108911.0,18941101.0
2005-02-24,28640,29223,27766,28641,488353,111752.0,18941101.0
2005-02-25,29174,29951,28155,28883,654244,112700.0,18941101.0
2005-02-28,30097,31699,30097,31553,2534375,123117.0,18941101.0
2005-03-02,32621,32621,30388,32524,410540,126905.0,18941101.0
2005-03-03,32038,33252,31067,31505,386730,122928.0,18941101.0
2005-03-04,31116,31213,29417,30583,352778,119329.0,18941101.0
2005-03-07,30145,30873,28640,29612,214579,115541.0,18941101.0
2005-03-08,28252,29611,26990,28641,253555,111752.0,18941101.0
2005-03-09,28252,30048,27669,29612,221141,115541.0,18941101.0
2005-03-10,29126,29611,28398,28544,143775,111374.0,18941101.0
2005-03-11,29368,31941,28737,31456,699170,122738.0,18941101.0
2005-03-14,31456,31747,29902,30097,325560,117435.0,18941101.0
2005-03-15,30145,30728,27864,28398,357310,110805.0,18941101.0
2005-03-16,27135,28883,27038,28883,269600,112700.0,18941101.0
2005-03-17,27718,28398,27330,27718,163390,108154.0,18941101.0
2005-03-18,27330,27912,25873,27184,168200,106070.0,18941101.0
2005-03-21,26262,26990,24757,24757,230546,96600.0,18941101.0
2005-03-22,24902,25728,24757,24951,195120,97357.0,18941101.0
2005-03-23,25242,25485,22475,23641,284760,92243.0,18941101.0
2005-03-24,23640,25000,23446,24612,418697,96031.0,18941101.0
2005-03-25,24660,25728,24417,25146,200298,98115.0,18941101.0
2005-03-28,25000,25970,25000,25243,151435,98494.0,18941101.0
2005-03-29,24757,26456,24757,25534,145003,99630.0,18941101.0
2005-03-30,25291,26310,25291,26214,185989,102282.0,18941101.0
2005-03-31,26213,27281,26213,26699,170952,104187.0,18943101.0
2005-04-01,26019,27669,26019,26699,274260,104187.0,18943101.0
2005-04-04,26650,26796,24514,24903,445390,97178.0,18943101.0
2005-04-06,24611,25048,24150,24417,474110,95284.0,18943101.0
2005-04-07,24514,25339,24514,24660,322157,96231.0,18943101.0
2005-04-08,24854,25291,24611,24951,465846,97368.0,18943101.0
2005-04-11,24757,25873,24757,25583,211604,99830.0,18943101.0
2005-04-12,25970,25970,24757,24757,161720,96610.0,18943101.0
2005-04-13,24757,25145,24466,24709,145600,96420.0,18943101.0
2005-04-14,24466,25873,24126,24903,319590,97178.0,18943101.0
2005-04-15,24757,25339,24150,25340,236890,98883.0,18943101.0
2005-04-18,24757,25728,24271,24757,145071,96610.0,18943101.0
2005-04-19,24805,25242,24708,24806,80500,96799.0,18943101.0
2005-04-20,24902,25194,24199,24320,190529,94905.0,18943101.0
2005-04-21,24029,25242,23203,25097,321440,97936.0,18943101.0
2005-04-22,25194,25242,24563,24612,86150,96042.0,18943101.0
2005-04-25,24368,24805,24199,24272,42690,94716.0,18943101.0
2005-04-26,24271,24320,23616,23617,175820,92158.0,18943101.0
2005-04-27,23349,23446,21650,21845,504510,85244.0,18943101.0
2005-04-28,21868,22354,21262,21262,186752,82971.0,18943101.0
2005-04-29,20631,21116,19344,19757,587610,77098.0,18943101.0
2005-05-02,19975,20291,18762,19175,493480,74825.0,18943101.0
2005-05-03,19417,20145,19223,19976,304160,77951.0,18943101.0
2005-05-04,19927,21189,19927,20898,245420,81550.0,18943101.0
2005-05-06,20922,22233,20922,22184,274800,86570.0,18943101.0
2005-05-09,21796,22669,21601,22573,180390,88085.0,18943101.0
2005-05-10,22427,22815,21844,21845,94620,85244.0,18943101.0
2005-05-11,21529,22233,21504,21845,80580,85244.0,18943101.0
2005-05-12,21601,22572,21601,22573,171290,88085.0,18943101.0
2005-05-13,22378,22815,22184,22233,160430,86759.0,18943101.0
2005-05-16,22281,22621,22087,22476,70900,87707.0,18943101.0
2005-05-17,22645,22766,22135,22427,110570,87517.0,18943101.0
2005-05-18,22475,22572,22305,22354,104130,87233.0,18943101.0
2005-05-19,23009,23033,22475,22961,136930,89601.0,18943101.0
2005-05-20,23276,24101,22815,23544,154250,91874.0,18943101.0
2005-05-23,23689,24126,23592,23811,87050,92916.0,18943101.0
2005-05-24,23810,24126,23810,23811,72170,92916.0,18943101.0
2005-05-25,23349,24029,23349,23592,91850,92063.0,18943101.0
2005-05-26,23786,23786,23300,23592,63210,92063.0,18943101.0
2005-05-27,23592,24150,23592,24005,91752,93674.0,18943101.0
2005-05-30,24029,24029,23422,23422,112600,91400.0,18943101.0
2005-05-31,24708,25242,24199,25000,439620,97557.0,18943101.0
2005-06-01,26456,28737,26213,28738,1248762,112143.0,18943101.0
2005-06-02,30000,30533,29126,30534,1224676,119152.0,18943101.0
2005-06-03,30436,30776,29126,29854,317440,116500.0,18943101.0
2005-06-07,29368,29951,28883,29175,242033,113848.0,18943101.0
2005-06-08,28980,30194,28786,28981,349490,113090.0,18943101.0
2005-06-09,28980,29951,28446,28981,411410,113090.0,18943101.0
2005-06-10,29514,30242,28786,30049,646239,117258.0,18943101.0
2005-06-13,30582,31019,29805,30971,1096452,120857.0,18943101.0
2005-06-14,31310,31310,30145,30243,360480,118016.0,18943101.0
2005-06-15,30242,32330,30242,31408,754799,122562.0,18943101.0
2005-06-16,32330,35242,32330,33981,1115156,132602.0,18943101.0
2005-06-17,34854,34854,33592,34223,264980,133549.0,18943101.0
2005-06-20,34029,34368,33203,34078,208349,132981.0,18943101.0
2005-06-21,33689,35436,33592,35437,307794,138285.0,18943101.0
2005-06-22,35679,36796,34854,36165,466619,141126.0,18943101.0
2005-06-23,36262,36553,35533,36505,220731,142452.0,18943101.0
2005-06-24,35922,39320,35728,38301,380778,149461.0,18943101.0
2005-06-27,38300,38300,36941,37379,224862,145862.0,18943101.0
2005-06-28,37135,37718,35533,35922,227200,140179.0,18943101.0
2005-06-29,36067,36553,35291,35922,230350,140179.0,18943101.0
2005-06-30,35922,37378,35485,37087,291142,144754.0,18946911.0
2005-07-01,36504,37087,36213,36408,192399,142102.0,18946911.0
2005-07-04,36650,37864,36359,36408,262994,142102.0,18946911.0
