동아에스티(170900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-12-19,88400,89100,87900,88500,7974,681621.0,7701936.0
2014-12-22,89600,89600,88400,89000,13490,685472.0,7701936.0
2014-12-23,88500,89500,88000,88900,14848,684702.0,7701936.0
2014-12-24,89400,90200,88500,89800,13854,691634.0,7701936.0
2014-12-26,89800,92100,89500,92000,18261,708578.0,7701936.0
2014-12-29,91100,92000,90800,91100,9027,701646.0,7701936.0
2014-12-30,90200,92100,90200,91700,15439,706268.0,7701936.0
2015-01-02,90400,91300,87900,88400,15224,680851.0,7701936.0
2015-01-05,88000,90600,87700,90100,15690,693944.0,7701936.0
2015-01-06,89600,89800,87500,88000,9154,677770.0,7701936.0
2015-01-07,87800,87900,85200,85200,13191,656205.0,7701936.0
2015-01-08,85000,85900,84200,84500,12146,650814.0,7701936.0
2015-01-09,85600,86000,82800,84600,25389,651584.0,7701936.0
2015-01-12,83900,85100,83900,84600,12966,651584.0,7701936.0
2015-01-13,85100,85700,84200,85100,15696,655435.0,7701936.0
2015-01-14,85600,85600,84000,84500,9423,650814.0,7701936.0
2015-01-15,84000,85300,83400,85000,16361,654665.0,7701936.0
2015-01-16,84400,85100,83200,83500,14021,643112.0,7701936.0
2015-01-19,83700,84000,82600,82900,17871,638490.0,7701936.0
2015-01-20,83400,83800,81700,83000,30626,639261.0,7701936.0
2015-01-21,82800,82800,81500,82200,27685,633099.0,7701936.0
2015-01-22,82000,83300,82000,82700,16931,636950.0,7701936.0
2015-01-23,83000,83400,82200,83200,12376,640801.0,7701936.0
2015-01-26,83400,83900,82800,83500,12656,643112.0,7701936.0
2015-01-27,83900,86000,83600,85000,24723,654665.0,7701936.0
2015-01-28,85100,89800,85000,87000,30544,670068.0,7701936.0
2015-01-29,86700,87000,85100,87000,21680,670068.0,7701936.0
2015-01-30,87000,88900,86200,88600,17125,682392.0,7701936.0
2015-02-02,88000,88700,87500,88400,9824,680851.0,7701936.0
2015-02-03,88500,88500,86200,87400,11321,673149.0,7701936.0
2015-02-04,86800,87600,85800,86800,14815,668528.0,7701936.0
2015-02-05,86900,87800,86000,87700,12568,675460.0,7701936.0
2015-02-06,87700,88300,87000,88100,8305,678541.0,7701936.0
2015-02-09,88000,91700,88000,90700,30119,698566.0,7701936.0
2015-02-10,91500,91900,89700,90800,21087,699336.0,7701936.0
2015-02-11,90800,92900,90000,92700,21369,713969.0,7701936.0
2015-02-12,92700,93100,92100,92800,24108,714740.0,7701936.0
2015-02-13,91600,93500,91600,93500,30678,720131.0,7701936.0
2015-02-16,93500,94700,93200,93700,25378,721671.0,7701936.0
2015-02-17,93900,94700,93300,94700,17629,729373.0,7701936.0
2015-02-23,95700,96000,94100,94800,13558,730144.0,7701936.0
2015-02-24,94800,95500,93600,95400,12431,734765.0,7701936.0
2015-02-25,95500,95500,93300,95100,20982,732454.0,7701936.0
2015-02-26,95100,96100,94400,95000,16263,731684.0,7701936.0
2015-02-27,94200,95200,94200,94300,13448,726293.0,7701936.0
2015-03-02,95000,95800,94100,94800,13336,730144.0,7701936.0
2015-03-03,94000,97300,94000,96600,27362,744007.0,7701936.0
2015-03-04,96300,97600,95400,96500,17298,743237.0,7701936.0
2015-03-05,95700,97200,95600,97000,13382,747088.0,7701936.0
2015-03-06,96300,97500,96100,96800,9208,745547.0,7701936.0
2015-03-09,95600,97600,95600,97100,11689,747858.0,7701936.0
2015-03-10,97100,97500,96100,96700,19174,744777.0,7701936.0
2015-03-11,95400,96900,95400,96400,20732,742467.0,7701936.0
2015-03-12,95900,99400,95800,96300,25390,741696.0,7701936.0
2015-03-13,96600,97900,96300,96500,29623,743237.0,7701936.0
2015-03-16,96500,98000,95900,96500,35364,743237.0,7701936.0
2015-03-17,96900,97400,96000,97000,35591,747088.0,7701936.0
2015-03-18,97500,97700,96900,97300,27423,749398.0,7701936.0
2015-03-19,97700,102000,97400,101000,119644,777896.0,7701936.0
2015-03-20,102500,109500,101500,105500,217152,812554.0,7701936.0
2015-03-23,107500,108000,102000,104500,291375,804852.0,7701936.0
2015-03-24,105500,109500,100000,102000,136064,785597.0,7701936.0
2015-03-25,103500,104500,100500,102000,52591,785597.0,7701936.0
2015-03-26,99500,101000,98300,99100,58018,763262.0,7701936.0
2015-03-27,101000,113500,101000,113500,249660,874170.0,7701936.0
2015-03-30,125000,130000,117000,118000,420675,908828.0,7701936.0
2015-03-31,116500,121000,113000,118500,194790,912679.0,7701936.0
2015-04-01,122000,127500,118000,120000,151823,924232.0,7701936.0
2015-04-02,121000,125500,119000,124000,134832,955040.0,7701936.0
2015-04-03,124500,126000,120500,122000,69266,939636.0,7701936.0
2015-04-06,122500,123000,119500,121000,66497,931934.0,7701936.0
2015-04-07,122500,123000,117500,118000,61910,908828.0,7701936.0
2015-04-08,120000,125000,118500,125000,116344,962742.0,7701936.0
2015-04-09,127500,131500,125000,127000,136555,978146.0,7701936.0
2015-04-10,125000,127000,123500,125000,59519,962742.0,7701936.0
2015-04-13,125000,128500,124000,126500,48864,974295.0,7701936.0
2015-04-14,126000,129500,120000,122000,64852,939636.0,7701936.0
2015-04-15,120000,133500,120000,127500,101183,981997.0,7701936.0
2015-04-16,132500,139000,128500,135000,164366,1039761.0,7701936.0
2015-04-17,134500,138500,132500,137000,95129,1055165.0,7701936.0
2015-04-20,135000,141000,134500,136500,94036,1051314.0,7701936.0
2015-04-21,138500,139000,132000,132500,47465,1020507.0,7701936.0
2015-04-22,131500,138500,126000,130500,80908,1005103.0,7701936.0
2015-04-23,130500,132000,124000,125500,84841,966593.0,7701936.0
2015-04-24,125000,127000,122500,125000,53582,962742.0,7701936.0
2015-04-27,125500,129000,124500,128000,32616,985848.0,7701936.0
2015-04-28,127000,127500,125000,126000,26047,970444.0,7701936.0
2015-04-29,126000,127000,124000,127000,29020,978146.0,7701936.0
2015-04-30,127500,128000,120000,124000,48355,955040.0,7701936.0
2015-05-04,120500,124500,118500,119000,31989,916530.0,7701936.0
2015-05-06,120500,120500,116000,118500,30704,912679.0,7701936.0
2015-05-07,117000,119000,113000,118500,38761,912679.0,7701936.0
2015-05-08,119000,122000,116500,121000,22162,931934.0,7701936.0
2015-05-11,123500,129000,123000,128000,59189,985848.0,7701936.0
2015-05-12,127000,127500,123000,124000,31427,955040.0,7701936.0
2015-05-13,123000,129000,123000,125500,33342,966593.0,7701936.0
2015-05-14,126000,138500,124500,135000,152258,1039761.0,7701936.0
2015-05-15,137000,141000,135000,135500,94810,1043612.0,7701936.0
2015-05-18,137500,151000,135500,148000,174430,1139887.0,7701936.0
2015-05-19,149500,151500,142500,147500,117860,1136036.0,7701936.0
2015-05-20,148000,156000,145000,154500,205872,1189949.0,7701936.0
2015-05-21,150500,156000,149000,153000,100311,1178396.0,7701936.0
2015-05-22,158000,161000,148500,152500,134746,1174545.0,7701936.0
2015-05-26,154500,157500,152000,153500,68902,1182247.0,7701936.0
2015-05-27,151000,152000,146000,150500,64913,1159141.0,7701936.0
2015-05-28,151500,163000,151500,161000,114907,1240012.0,7701936.0
2015-05-29,161500,163000,156500,157500,51252,1213055.0,7701936.0
2015-06-01,156000,160500,152500,157000,48825,1209204.0,7701936.0
2015-06-02,159000,164000,155500,156500,69064,1205353.0,7701936.0
2015-06-03,156000,156000,147500,148000,77256,1139887.0,7701936.0
2015-06-04,148000,151500,146500,150000,48470,1155290.0,7701936.0
2015-06-05,150500,152500,148000,150000,44813,1155290.0,7701936.0
2015-06-08,150000,154000,148000,150000,30805,1155290.0,7701936.0
2015-06-09,150500,153500,148500,150500,50065,1159141.0,7701936.0
2015-06-10,151000,152000,138500,142500,146176,1097526.0,7701936.0
2015-06-11,143000,147500,139500,145000,69906,1116781.0,7701936.0
2015-06-12,147000,148000,138500,138500,61752,1066718.0,7701936.0
2015-06-15,140000,146500,138500,140500,76731,1082122.0,7701936.0
2015-06-16,141000,143000,134000,139000,48392,1070569.0,7701936.0
2015-06-17,139000,142500,138000,139000,27657,1101508.0,7924516.0
2015-06-18,141500,150000,139500,149000,73566,1180753.0,7924516.0
2015-06-19,152500,156500,146000,149000,83883,1180753.0,7924516.0
2015-06-22,148000,151000,140500,141000,63557,1117357.0,7924516.0
2015-06-23,141000,143000,137000,139000,58230,1101508.0,7924516.0
2015-06-24,144000,146500,141000,143000,64323,1133206.0,7924516.0
2015-06-25,143500,152000,142500,151000,82970,1196602.0,7924516.0
2015-06-26,153000,159500,150000,152000,122047,1204526.0,7924516.0
2015-06-29,146500,160000,146500,150000,93704,1188677.0,7924516.0
2015-06-30,149000,151500,142500,148500,49959,1176791.0,7924516.0
2015-07-01,153000,162000,152500,159000,127096,1259998.0,7924516.0
2015-07-02,161500,171500,159500,167500,123463,1327356.0,7924516.0
2015-07-03,168000,172500,165000,169000,89667,1339243.0,7924516.0
2015-07-06,166000,180000,164000,172000,146518,1363017.0,7924516.0
2015-07-07,173000,179000,144500,149000,212284,1180753.0,7924516.0
2015-07-08,151000,151000,138500,144500,127397,1145093.0,7924516.0
2015-07-09,141000,153000,137000,152000,97302,1204526.0,7924516.0
2015-07-10,155000,159000,141000,141500,119597,1121319.0,7924516.0
2015-07-13,142500,148500,139000,148500,89392,1176791.0,7924516.0
2015-07-14,150000,161000,145000,160500,113471,1271885.0,7924516.0
2015-07-15,160500,166000,156500,161000,60570,1275847.0,7924516.0
2015-07-16,158000,161000,154000,155000,50493,1228300.0,7924516.0
2015-07-17,154500,160000,154000,155500,43030,1232262.0,7924516.0
2015-07-20,155500,163000,155000,162000,54523,1283772.0,7924516.0
2015-07-21,172000,172000,158000,166500,102106,1319432.0,7924516.0
2015-07-22,165500,167500,162500,163500,37730,1295658.0,7924516.0
2015-07-23,164000,168000,161500,162000,40951,1283772.0,7924516.0
2015-07-24,164000,164000,158000,161000,35802,1275847.0,7924516.0
2015-07-27,160000,160000,148500,148500,62705,1176791.0,7924516.0
2015-07-28,148000,153000,145000,151500,64045,1200564.0,7924516.0
2015-07-29,155000,156500,132500,141000,159710,1117357.0,7924516.0
2015-07-30,140000,142500,132500,135000,118621,1069810.0,7924516.0
2015-07-31,134000,139500,128500,139000,95875,1101508.0,7924516.0
2015-08-03,139000,140000,131000,132000,35773,1046036.0,7924516.0
2015-08-04,130000,135000,130000,134000,66288,1061885.0,7924516.0
2015-08-05,132500,138000,132500,132500,45448,1049998.0,7924516.0
2015-08-06,135000,140000,133000,135000,68504,1069810.0,7924516.0
2015-08-07,133000,139000,132500,137500,41683,1089621.0,7924516.0
2015-08-10,138500,142000,136000,137000,32955,1085659.0,7924516.0
2015-08-11,140000,140000,132000,132500,32627,1049998.0,7924516.0
2015-08-12,131000,133000,122000,126500,68493,1002451.0,7924516.0
2015-08-13,126500,136000,124500,136000,43256,1077734.0,7924516.0
2015-08-17,134000,134500,126500,129000,48205,1022263.0,7924516.0
2015-08-18,129000,130500,121500,121500,48519,962829.0,7924516.0
2015-08-19,120000,122000,111500,116500,89364,923206.0,7924516.0
2015-08-20,115000,121000,115000,118500,45544,939055.0,7924516.0
2015-08-21,113500,118000,112500,115000,44640,911319.0,7924516.0
2015-08-24,115000,122000,111000,113500,52707,899433.0,7924516.0
2015-08-25,116000,119000,112000,118000,43495,935093.0,7924516.0
2015-08-26,117000,122000,115000,122000,55001,966791.0,7924516.0
2015-08-27,122000,123000,118500,119500,41946,946980.0,7924516.0
2015-08-28,121500,122500,118000,119000,40608,943017.0,7924516.0
2015-08-31,118000,120500,117500,118000,25120,935093.0,7924516.0
2015-09-01,118000,119000,115000,115000,25349,911319.0,7924516.0
2015-09-02,113000,115000,109500,111500,52139,883584.0,7924516.0
2015-09-03,112000,115500,111500,114500,30993,907357.0,7924516.0
2015-09-04,114000,114000,106500,109000,57913,863772.0,7924516.0
2015-09-07,109000,112500,105500,108000,42335,855848.0,7924516.0
2015-09-08,109000,109500,103500,105500,40540,836036.0,7924516.0
2015-09-09,108500,114500,108000,114500,53350,907357.0,7924516.0
2015-09-10,112000,116000,112000,115500,33614,915282.0,7924516.0
2015-09-11,114000,116500,113500,116000,12662,919244.0,7924516.0
2015-09-14,117000,117500,113000,115000,21462,911319.0,7924516.0
2015-09-15,115000,117000,113500,117000,22872,927168.0,7924516.0
2015-09-16,118000,121000,117000,117000,27904,927168.0,7924516.0
2015-09-17,119000,123500,116500,122000,36319,966791.0,7924516.0
2015-09-18,123000,126000,119500,124000,37818,982640.0,7924516.0
2015-09-21,121500,123500,120500,122500,23152,970753.0,7924516.0
2015-09-22,121500,122500,119500,122000,28574,966791.0,7924516.0
2015-09-23,119500,123500,119000,119000,14782,943017.0,7924516.0
2015-09-24,121500,121500,118000,119000,15077,943017.0,7924516.0
2015-09-25,120000,120000,115000,117500,16697,931131.0,7924516.0
2015-09-30,112000,116500,111000,115000,25153,911319.0,7924516.0
2015-10-01,117000,118500,116500,118500,12001,939055.0,7924516.0
2015-10-02,119000,119500,116500,117000,13121,927168.0,7924516.0
2015-10-05,132000,134500,124000,125000,94812,990564.0,7924516.0
2015-10-06,125500,126000,120500,121000,25938,958866.0,7924516.0
2015-10-07,118000,119500,112000,113500,78527,899433.0,7924516.0
2015-10-08,115000,116000,112000,115500,27244,915282.0,7924516.0
2015-10-12,115500,115500,113000,113000,16233,895470.0,7924516.0
2015-10-13,112500,115000,112500,113500,17392,899433.0,7924516.0
2015-10-14,113500,115000,112000,112000,19583,887546.0,7924516.0
2015-10-15,111500,115500,111500,115000,20241,911319.0,7924516.0
2015-10-16,116500,118000,116000,117000,30108,931509.0,7961612.0
2015-10-19,118500,121000,117000,120000,31639,955393.0,7961612.0
2015-10-20,119500,122000,118000,121500,22270,967336.0,7961612.0
2015-10-21,122000,122500,119500,122500,27264,975297.0,7961612.0
2015-10-22,120500,122000,117500,119000,33241,947432.0,7961612.0
2015-10-23,119500,126000,119500,123500,42263,983259.0,7961612.0
2015-10-26,123000,126500,123000,125500,17075,999182.0,7961612.0
2015-10-27,126000,129500,122000,122500,40867,975297.0,7961612.0
2015-10-28,124000,125000,120000,125000,29033,995202.0,7961612.0
2015-10-29,124500,124500,120000,121500,38131,967336.0,7961612.0
2015-10-30,121500,125000,119000,124500,36506,991221.0,7961612.0
2015-11-02,127500,128000,120500,122000,36934,971317.0,7961612.0
2015-11-03,122000,128000,122000,127000,37395,1011125.0,7961612.0
2015-11-04,128000,134000,127000,132500,75894,1054914.0,7961612.0
2015-11-05,134500,136500,132000,136500,53325,1086760.0,7961612.0
2015-11-06,148000,155000,142000,146500,258376,1166376.0,7961612.0
2015-11-09,148000,149500,140500,141500,83698,1126568.0,7961612.0
2015-11-10,142000,145000,136500,143500,72082,1142491.0,7961612.0
2015-11-11,143500,154000,142500,148500,117274,1182299.0,7961612.0
2015-11-12,149500,152500,146500,148000,75274,1178319.0,7961612.0
2015-11-13,146000,147500,139500,144000,61409,1146472.0,7961612.0
2015-11-16,139500,149000,139500,144500,40843,1150453.0,7961612.0
2015-11-17,147500,148000,144000,146000,28544,1162395.0,7961612.0
2015-11-18,146000,147000,140500,141500,51645,1126568.0,7961612.0
2015-11-19,143000,145000,140500,142000,46037,1130549.0,7961612.0
2015-11-20,142000,143500,140500,141000,23441,1122587.0,7961612.0
2015-11-23,141000,150000,141000,149500,71432,1190261.0,7961612.0
2015-11-24,148500,150000,146500,148000,39857,1178319.0,7961612.0
2015-11-25,148000,150500,147500,150500,48151,1198223.0,7961612.0
2015-11-26,150000,150500,147500,149500,31169,1190261.0,7961612.0
2015-11-27,150000,150000,146500,147500,20083,1174338.0,7961612.0
2015-11-30,147000,148500,143500,145000,21951,1154434.0,7961612.0
2015-12-01,145500,149000,145500,148000,18397,1178319.0,7961612.0
2015-12-02,148000,150000,146500,149000,24721,1186280.0,7961612.0
2015-12-03,148000,148000,144500,146500,25343,1166376.0,7961612.0
2015-12-04,144500,145000,138000,139000,56359,1106664.0,7961612.0
2015-12-07,139500,141500,138500,140500,20978,1118606.0,7961612.0
2015-12-08,140500,141500,134500,136500,27224,1086760.0,7961612.0
2015-12-09,138000,140000,135000,136500,21795,1086760.0,7961612.0
2015-12-10,136500,139500,130000,134500,42255,1070837.0,7961612.0
2015-12-11,134500,135000,130000,131000,44837,1042971.0,7961612.0
2015-12-14,129000,131500,126500,129500,35790,1031029.0,7961612.0
2015-12-15,132000,136000,131000,135500,27131,1078798.0,7961612.0
2015-12-16,137000,138000,134000,136500,34294,1086760.0,7961612.0
2015-12-17,138500,142500,135000,138000,36069,1098702.0,7961612.0
2015-12-18,136500,142500,136500,141500,27465,1126568.0,7961612.0
2015-12-21,141000,144000,139500,140500,23367,1118606.0,7961612.0
2015-12-22,140000,141500,139500,141000,22746,1122587.0,7961612.0
2015-12-23,142500,142500,138000,140000,16520,1125013.0,8035805.0
2015-12-24,141500,141500,139000,139000,11172,1116977.0,8035805.0
2015-12-28,139000,141000,137000,137000,62394,1100905.0,8035805.0
2015-12-29,137500,148000,136500,148000,51972,1189299.0,8035805.0
2015-12-30,148000,149500,146000,147000,23824,1181263.0,8035805.0
2016-01-04,148000,151000,144500,145000,38017,1165192.0,8035805.0
2016-01-05,142500,153000,142500,151500,86032,1217424.0,8035805.0
2016-01-06,151000,161000,149000,161000,177799,1293765.0,8035805.0
2016-01-07,160000,165000,152500,156500,141593,1257603.0,8035805.0
2016-01-08,153500,161500,150500,161000,128569,1293765.0,8035805.0
2016-01-11,165000,178000,160500,163500,290894,1313854.0,8035805.0
2016-01-12,163500,168500,158500,160500,107450,1289747.0,8035805.0
2016-01-13,161500,163500,158500,160500,120093,1289747.0,8035805.0
2016-01-14,156500,160500,154000,160500,64996,1289747.0,8035805.0
2016-01-15,161500,162000,156000,156500,79221,1257603.0,8035805.0
2016-01-18,153000,160000,152000,160000,98244,1285729.0,8035805.0
2016-01-19,160500,162500,157000,160000,72435,1285729.0,8035805.0
2016-01-20,159500,166500,156500,161000,179735,1293765.0,8035805.0
2016-01-21,161500,163000,157000,159000,84629,1277693.0,8035805.0
2016-01-22,159500,164500,157500,164500,104881,1321890.0,8035805.0
2016-01-25,168000,178000,167500,171000,259095,1393153.0,8147095.0
2016-01-26,171000,178500,169500,175000,116881,1425742.0,8147095.0
2016-01-27,175500,176000,162000,167000,154949,1360565.0,8147095.0
2016-01-28,164500,167500,158000,164000,107247,1336124.0,8147095.0
2016-01-29,161500,164000,156500,159000,119434,1295388.0,8147095.0
2016-02-01,161000,164000,159500,162500,73312,1329931.0,8184191.0
2016-02-02,161500,163500,160500,162000,41101,1325839.0,8184191.0
2016-02-03,158500,163000,158500,161500,39060,1321747.0,8184191.0
2016-02-04,162000,163000,154000,155000,56406,1268550.0,8184191.0
2016-02-05,156000,158500,151500,153500,72118,1256273.0,8184191.0
2016-02-11,145000,151000,144000,144500,67344,1182616.0,8184191.0
2016-02-12,143000,144500,130000,133000,130512,1088497.0,8184191.0
2016-02-15,137000,138000,132000,136000,66540,1113050.0,8184191.0
2016-02-16,137000,148000,137000,144500,90245,1182616.0,8184191.0
2016-02-17,146000,146500,139000,143500,69407,1195725.0,8332578.0
2016-02-18,148000,162500,146000,157000,158906,1308215.0,8332578.0
2016-02-19,156500,165000,155500,158000,115180,1316547.0,8332578.0
2016-02-22,157500,167500,155000,164000,108021,1366543.0,8332578.0
2016-02-23,165500,167500,158500,163000,74644,1358210.0,8332578.0
2016-02-24,163500,168000,160000,162000,70071,1349878.0,8332578.0
2016-02-25,163500,168500,162500,168000,82190,1399873.0,8332578.0
2016-02-26,167000,168500,162500,167000,71993,1391541.0,8332578.0
2016-02-29,165500,165500,156500,158000,100290,1316547.0,8332578.0
2016-03-02,159500,162500,158500,159000,65356,1324880.0,8332578.0
2016-03-03,161500,161500,156500,160000,62628,1333212.0,8332578.0
2016-03-04,158000,160000,155500,156500,72258,1304048.0,8332578.0
2016-03-07,156000,159000,152500,154000,51212,1283217.0,8332578.0
2016-03-08,156000,156000,150500,154000,34754,1283217.0,8332578.0
2016-03-09,154500,162500,153500,161500,71698,1345711.0,8332578.0
2016-03-10,161500,161500,156500,158500,59373,1320714.0,8332578.0
2016-03-11,158000,158500,154000,154500,35197,1287383.0,8332578.0
2016-03-14,155000,155000,151000,151500,26487,1262386.0,8332578.0
2016-03-15,151500,153500,148500,150000,40136,1249887.0,8332578.0
2016-03-16,149500,156500,148500,154000,54952,1283217.0,8332578.0
2016-03-17,156000,157500,153000,154000,35129,1283217.0,8332578.0
2016-03-18,153000,155500,152000,154000,30128,1283217.0,8332578.0
2016-03-21,155500,158000,152000,152000,36089,1266552.0,8332578.0
2016-03-22,151500,152500,145500,146500,86090,1220723.0,8332578.0
2016-03-23,146500,149500,146000,148500,45078,1237388.0,8332578.0
2016-03-24,151500,152000,148500,148500,26862,1237388.0,8332578.0
2016-03-25,147500,151500,146000,149500,35793,1245720.0,8332578.0
2016-03-28,151000,153500,150500,152000,40674,1266552.0,8332578.0
2016-03-29,151500,153500,151000,153500,38176,1279051.0,8332578.0
2016-03-30,153500,156000,152500,155500,47343,1295716.0,8332578.0
2016-03-31,153000,153500,149500,152000,60535,1266552.0,8332578.0
2016-04-01,153000,157000,150000,154500,74420,1287383.0,8332578.0
2016-04-04,156000,159500,156000,158500,53552,1320714.0,8332578.0
2016-04-05,158500,160500,152500,158500,68633,1320714.0,8332578.0
2016-04-06,160000,175000,156500,171500,311281,1429037.0,8332578.0
2016-04-07,176000,181500,167500,173500,230841,1445702.0,8332578.0
2016-04-08,173500,175500,168000,169500,145308,1412372.0,8332578.0
2016-04-11,171000,172000,151000,155000,370809,1291550.0,8332578.0
2016-04-12,157500,158000,151000,155000,136021,1291550.0,8332578.0
2016-04-14,153000,155500,150500,152500,100228,1270718.0,8332578.0
2016-04-15,151500,155000,150500,154000,58298,1283217.0,8332578.0
2016-04-18,153500,155500,152000,152000,53765,1266552.0,8332578.0
2016-04-19,152000,153500,149500,150000,55353,1249887.0,8332578.0
2016-04-20,150000,150500,147500,147500,64601,1229055.0,8332578.0
2016-04-21,147500,148500,145500,147500,60249,1229055.0,8332578.0
2016-04-22,146500,148000,143500,144000,87707,1199891.0,8332578.0
2016-04-25,145000,145500,142000,142000,70864,1183226.0,8332578.0
2016-04-26,142000,148000,142000,146500,88362,1220723.0,8332578.0
2016-04-27,146500,147000,140500,141500,62107,1179060.0,8332578.0
2016-04-28,142000,144000,141500,143000,39012,1191559.0,8332578.0
2016-04-29,144000,144000,140500,143000,31415,1191559.0,8332578.0
2016-05-02,143000,143000,135500,136000,68459,1133231.0,8332578.0
2016-05-03,137500,142000,136500,140500,54541,1170727.0,8332578.0
2016-05-04,139000,139500,134500,135500,62142,1129064.0,8332578.0
2016-05-09,136500,138000,135000,137000,36921,1141563.0,8332578.0
2016-05-10,139000,143500,137500,141000,54122,1174893.0,8332578.0
2016-05-11,141500,141500,138500,140000,26289,1166561.0,8332578.0
2016-05-12,139000,140500,137500,140500,13795,1170727.0,8332578.0
2016-05-13,140500,141000,137000,137500,27387,1145729.0,8332578.0
2016-05-16,138000,139500,137500,138500,15918,1154062.0,8332578.0
2016-05-17,138500,139000,135000,137000,26768,1141563.0,8332578.0
2016-05-18,136500,138500,134500,134500,25651,1120732.0,8332578.0
2016-05-19,133500,135500,133500,135000,21253,1124898.0,8332578.0
2016-05-20,135000,138000,134000,137500,29675,1145729.0,8332578.0
2016-05-23,139000,143000,135000,141000,59532,1174893.0,8332578.0
2016-05-24,142000,142000,138000,139000,25931,1158228.0,8332578.0
2016-05-25,140000,141500,135500,137500,41317,1145729.0,8332578.0
2016-05-26,136500,137500,131500,132000,89938,1114591.0,8443868.0
2016-05-27,132000,133000,131000,133000,40002,1123034.0,8443868.0
2016-05-30,132000,135000,131000,133500,38997,1127256.0,8443868.0
2016-05-31,135500,136000,133500,134000,48846,1131478.0,8443868.0
2016-06-01,134000,136000,134000,134500,31758,1135700.0,8443868.0
2016-06-02,134500,141000,134500,140500,78975,1186363.0,8443868.0
2016-06-03,140500,142500,139500,141500,40723,1194807.0,8443868.0
2016-06-07,141500,144500,141000,143000,65286,1207473.0,8443868.0
2016-06-08,143500,148000,141500,147500,85861,1245471.0,8443868.0
2016-06-09,148000,149000,143500,148000,69412,1249692.0,8443868.0
2016-06-10,148000,152000,146500,151500,64518,1279246.0,8443868.0
2016-06-13,149000,151500,147000,147500,40118,1245471.0,8443868.0
2016-06-14,146000,148500,142000,145000,42213,1224361.0,8443868.0
2016-06-15,145500,148500,143000,146000,34875,1232805.0,8443868.0
2016-06-16,146500,147000,138500,140500,40681,1186363.0,8443868.0
2016-06-17,141000,142000,136000,136500,45171,1152588.0,8443868.0
2016-06-20,139000,141000,138000,140500,28372,1186363.0,8443868.0
2016-06-21,142000,142000,139000,141000,15431,1190585.0,8443868.0
2016-06-22,141000,141000,138000,139000,22584,1173698.0,8443868.0
2016-06-23,138500,139000,135000,137000,25406,1156810.0,8443868.0
2016-06-24,139500,140000,130000,131500,88407,1110369.0,8443868.0
2016-06-27,126000,132500,125000,131000,55147,1106147.0,8443868.0
2016-06-28,128500,135500,128500,134000,42829,1131478.0,8443868.0
2016-06-29,135500,136500,134000,135500,26576,1144144.0,8443868.0
2016-06-30,136500,136500,134000,135500,31069,1144144.0,8443868.0
2016-07-01,135000,138500,134500,135500,41678,1144144.0,8443868.0
2016-07-04,135000,136500,133000,133500,33827,1127256.0,8443868.0
2016-07-05,134000,134000,131500,133000,25413,1123034.0,8443868.0
2016-07-06,132000,133000,130000,131000,26929,1106147.0,8443868.0
2016-07-07,131500,133500,130500,133000,42112,1123034.0,8443868.0
2016-07-08,133000,135500,130500,132000,41350,1114591.0,8443868.0
2016-07-11,133000,135500,132500,134000,29478,1131478.0,8443868.0
2016-07-12,133000,134000,130500,133000,66697,1123034.0,8443868.0
2016-07-13,133000,133500,129500,130000,59588,1097703.0,8443868.0
2016-07-14,129000,130000,125000,125500,102583,1059705.0,8443868.0
2016-07-15,127000,127500,126000,127000,40548,1072371.0,8443868.0
2016-07-18,126000,129000,125500,127500,22457,1076593.0,8443868.0
2016-07-19,128000,128000,124000,125500,37935,1059705.0,8443868.0
2016-07-20,125500,126000,124000,126000,24770,1063927.0,8443868.0
2016-07-21,125500,126500,125000,125000,33309,1055484.0,8443868.0
2016-07-22,125000,127000,124000,124500,30648,1051262.0,8443868.0
2016-07-25,124500,125500,121000,121000,30272,1021708.0,8443868.0
2016-07-26,121500,124500,121000,124000,22719,1047040.0,8443868.0
2016-07-27,118000,119000,114000,116000,188578,979489.0,8443868.0
2016-07-28,115500,117000,115000,116000,50165,979489.0,8443868.0
2016-07-29,115500,116500,113500,115500,40926,975267.0,8443868.0
2016-08-01,115000,115000,109500,111000,58989,937269.0,8443868.0
2016-08-02,111000,113500,111000,113000,43153,954157.0,8443868.0
2016-08-03,111500,112500,109500,110000,46595,928825.0,8443868.0
2016-08-04,110000,112500,110000,112000,33317,945713.0,8443868.0
2016-08-05,111000,112000,109500,109500,44647,924604.0,8443868.0
2016-08-08,109000,111500,109000,111000,27137,937269.0,8443868.0
2016-08-09,111000,114500,110500,111500,50194,941491.0,8443868.0
2016-08-10,111500,117000,111500,115000,57730,971045.0,8443868.0
2016-08-11,116000,117000,114000,117000,26791,987933.0,8443868.0
2016-08-12,116500,117500,115000,116000,30017,979489.0,8443868.0
2016-08-16,117000,117500,115000,115000,26210,971045.0,8443868.0
2016-08-17,114500,115500,112000,113000,24045,954157.0,8443868.0
2016-08-18,112500,113000,110500,111000,37043,937269.0,8443868.0
2016-08-19,111000,112000,110500,111500,20644,941491.0,8443868.0
2016-08-22,111500,111500,107500,109000,41379,920382.0,8443868.0
2016-08-23,110000,114500,109000,112500,37140,949935.0,8443868.0
2016-08-24,112500,113000,110500,111000,33913,937269.0,8443868.0
2016-08-25,111000,112000,109000,109000,33934,920382.0,8443868.0
