삼화전자공업(011230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-29,18792,19099,18792,18950,29400,45649.0,742262.0
1999-03-30,19099,19225,19071,19105,13400,46020.0,742262.0
1999-03-31,19106,19384,19106,19137,6700,46094.0,742262.0
1999-04-01,19410,21722,19163,21725,81950,52329.0,742262.0
1999-04-02,22185,22494,20952,21818,64600,52552.0,742262.0
1999-04-06,22800,24002,22182,23974,91050,57748.0,742262.0
1999-04-07,24033,24957,24033,24037,32900,57896.0,742262.0
1999-04-08,24030,24030,22612,23728,12350,57154.0,742262.0
1999-04-09,24032,24339,22799,23266,28050,56041.0,742262.0
1999-04-12,24339,24339,23412,23728,11400,57154.0,742262.0
1999-04-13,23412,24275,23412,23728,15500,57154.0,742262.0
1999-04-14,23724,24033,23415,24037,29450,57896.0,742262.0
1999-04-15,24344,25518,24037,25515,47950,61459.0,742262.0
1999-04-16,25116,25580,24653,25423,11500,63898.0,774520.0
1999-04-19,24676,25417,24676,24867,4450,62504.0,774520.0
1999-04-20,24864,25266,24372,24376,19900,61265.0,774520.0
1999-04-21,24961,25115,24099,24653,27400,61962.0,774520.0
1999-04-22,24652,24652,24652,24653,0,61962.0,774520.0
1999-04-23,24652,24652,24652,24653,0,,
1999-04-26,27732,28347,26496,28350,74680,71256.0,3872600.0
1999-04-27,30659,31119,27884,28350,96820,71256.0,3872600.0
1999-04-28,28502,31429,27733,31432,145020,79001.0,3872600.0
1999-04-29,32972,32972,30196,31739,62540,79776.0,3872600.0
1999-04-30,32044,32350,30502,31123,37140,78227.0,3872600.0
1999-05-03,31426,32199,30808,31199,67510,78420.0,3872600.0
1999-05-04,31580,31735,29271,30814,72920,77452.0,3872600.0
1999-05-06,30808,31580,30502,31123,61340,78227.0,3872600.0
1999-05-07,31120,34513,31044,33896,196070,85197.0,3872600.0
1999-05-10,34509,36203,34200,35282,121110,88683.0,3872600.0
1999-05-11,35434,36670,34819,36207,126650,91006.0,3872600.0
1999-05-12,35744,35744,32354,34666,86910,87134.0,3872600.0
1999-05-13,33892,33892,30811,31278,69390,78614.0,3872600.0
1999-05-14,30195,30810,28502,28505,67170,71643.0,3872600.0
1999-05-17,28653,29271,26190,26193,40800,65834.0,3872600.0
1999-05-18,24652,27733,24652,27040,52310,67964.0,3872600.0
1999-05-19,27115,28194,26964,27040,66750,67964.0,3872600.0
1999-05-20,27737,27737,25425,25578,43270,64285.0,3872600.0
1999-05-21,25960,26805,25881,26193,44250,65834.0,3872600.0
1999-05-24,26194,27427,26194,26964,24790,67770.0,3872600.0
1999-05-25,26960,29504,26651,28505,59030,71643.0,3872600.0
1999-05-26,29272,29581,28502,28966,32610,72805.0,3872600.0
1999-05-27,29275,29584,28196,29275,46420,73579.0,3872600.0
1999-05-28,27424,29736,27424,29582,46840,74354.0,3872600.0
1999-05-31,29585,30279,29276,30276,43000,76097.0,3872600.0
1999-06-01,30271,30577,29886,30198,25340,75903.0,3872600.0
1999-06-02,30505,32662,30505,31278,70890,78614.0,3872600.0
1999-06-03,31580,31580,29890,31278,79070,78614.0,3872600.0
1999-06-04,31278,31354,30048,30046,36620,75516.0,3872600.0
1999-06-07,30040,30731,29422,30353,47520,76290.0,3872600.0
1999-06-08,30354,30663,29585,30046,39560,75516.0,3872600.0
1999-06-09,30048,30663,29276,29737,31150,74741.0,3872600.0
1999-06-10,29739,32205,29739,32203,66440,80937.0,3872600.0
1999-06-11,32201,33892,30965,31432,33770,79001.0,3872600.0
1999-06-14,31580,31580,30044,31278,20900,78614.0,3872600.0
1999-06-15,30354,30509,29276,29737,27200,74741.0,3872600.0
1999-06-16,29894,30200,28658,30046,20750,75516.0,3872600.0
1999-06-17,30043,30504,29271,30507,27100,76677.0,3872600.0
1999-06-18,30508,30508,27888,29661,31570,74548.0,3872600.0
1999-06-21,29585,30048,29276,29891,38660,75128.0,3872600.0
1999-06-22,30658,30658,29889,30662,36520,77065.0,3872600.0
1999-06-23,30812,34514,30660,31894,155830,80163.0,3872600.0
1999-06-24,33123,34974,32353,33896,78740,85197.0,3872600.0
1999-06-25,34204,34204,33123,33896,41070,85197.0,3872600.0
1999-06-28,34816,34970,33119,33125,57570,83261.0,3872600.0
1999-06-29,33127,33127,31818,32588,31490,81905.0,3872600.0
1999-06-30,32587,32587,30812,31894,45000,80163.0,3872600.0
1999-07-01,31893,34665,31120,33896,92940,85197.0,3872600.0
1999-07-02,33122,33892,32507,33434,35970,84035.0,3872600.0
1999-07-05,33895,34668,32974,34205,60140,85972.0,3872600.0
1999-07-06,34665,36746,34204,36207,125830,91006.0,3872600.0
1999-07-07,37132,37441,35435,36978,88300,92942.0,3872600.0
1999-07-08,35585,38823,35585,37594,68520,94491.0,3872600.0
1999-07-09,38516,41754,37131,41291,135580,103786.0,3872600.0
1999-07-12,43908,45753,41288,45760,225510,115016.0,3872600.0
1999-07-13,45141,47298,43908,45453,119430,114242.0,3872600.0
1999-07-14,44684,46223,43911,43912,65520,110369.0,3872600.0
1999-07-15,44685,44839,42218,44682,102990,112305.0,3872600.0
1999-07-16,44221,45454,43143,44682,69510,112305.0,3872600.0
1999-07-19,44680,47761,43908,45453,71560,114242.0,3872600.0
1999-07-20,45606,45606,43449,44528,27510,111918.0,3872600.0
1999-07-21,43448,44681,42678,43757,24810,109982.0,3872600.0
1999-07-22,42524,45915,40213,44219,65500,111144.0,3872600.0
1999-07-23,45454,49613,41603,41910,78770,105335.0,3872600.0
1999-07-26,40828,42985,36977,39289,40680,98751.0,3872600.0
1999-07-27,38511,41595,38511,40060,18850,100688.0,3872600.0
1999-07-28,37436,41595,37436,40060,19290,100688.0,3872600.0
1999-07-29,40517,43907,40517,42680,24490,107271.0,3872600.0
1999-07-30,44527,49072,43294,49072,144880,123342.0,3872600.0
1999-08-02,52383,52846,50074,51538,151370,129538.0,3872600.0
1999-08-03,51845,51920,47297,47610,48720,119663.0,3872600.0
1999-08-04,48223,49304,45605,48841,37690,122761.0,3872600.0
1999-08-05,48535,49456,44372,46145,25780,115984.0,3872600.0
1999-08-06,44685,44839,43143,44682,37900,112305.0,3872600.0
1999-08-09,44685,45454,43297,44682,34890,112305.0,3872600.0
1999-08-10,45604,48994,45604,47764,59400,120051.0,3872600.0
1999-08-11,47837,48530,44680,47764,29480,120051.0,3872600.0
1999-08-12,47762,48068,45756,45914,13730,115403.0,3872600.0
1999-08-13,46996,46996,43143,44837,21880,112693.0,3872600.0
1999-08-16,41754,44372,41754,43757,9660,109982.0,3872600.0
1999-08-17,43758,45143,40059,42216,19780,106109.0,3872600.0
1999-08-18,40213,42216,38056,42216,17150,106109.0,3872600.0
1999-08-19,40061,42987,40061,41600,14880,104560.0,3872600.0
1999-08-20,40831,43143,40831,42295,88070,106303.0,3872600.0
1999-08-23,42833,44529,42372,43912,22730,110369.0,3872600.0
1999-08-24,41596,45138,41596,45144,20970,113467.0,3872600.0
1999-08-25,44988,46224,43603,44219,11950,111144.0,3872600.0
1999-08-26,43138,45449,42368,42911,21860,107852.0,3872600.0
1999-08-27,42909,42909,40367,41446,10730,104173.0,3872600.0
1999-08-30,40439,42520,40439,40830,4210,102624.0,3872600.0
1999-08-31,41603,41603,39291,39444,13420,99139.0,3872600.0
1999-09-01,39442,39442,33740,33744,59670,84810.0,3872600.0
1999-09-02,34665,36822,33741,34050,40700,85584.0,3872600.0
1999-09-03,34050,35128,32662,33896,20230,85197.0,3872600.0
1999-09-06,32353,36822,32353,36207,41810,91006.0,3872600.0
1999-09-07,36976,37285,35434,36207,64510,91006.0,3872600.0
1999-09-08,36284,36671,34205,34666,38850,87134.0,3872600.0
1999-09-09,34046,34664,33355,33434,23190,84035.0,3872600.0
1999-09-10,34592,34822,33896,34359,13640,86359.0,3872600.0
1999-09-13,35361,37749,34898,36516,28920,91781.0,3872600.0
1999-09-14,36973,36973,35125,36053,39790,90619.0,3872600.0
1999-09-15,35434,35743,34046,35746,17460,89844.0,3872600.0
1999-09-16,34818,37900,34818,35746,30240,89844.0,3872600.0
1999-09-17,35899,35899,34281,34666,8930,87134.0,3872600.0
1999-09-20,34355,36818,34355,35437,53050,89070.0,3872600.0
1999-09-21,35431,36667,35431,36053,30230,90619.0,3872600.0
1999-09-22,36049,39287,36049,38212,94800,96040.0,3872600.0
1999-09-27,38671,40673,38671,39289,81970,98751.0,3872600.0
1999-09-28,39285,39745,37743,38364,22680,96428.0,3872600.0
1999-09-29,37746,37901,35744,36592,29260,91974.0,3872600.0
1999-09-30,34051,35744,33896,34666,22300,87134.0,3872600.0
1999-10-01,34130,34130,29891,32355,19840,81325.0,3872600.0
1999-10-04,31274,33122,30810,30892,17540,77646.0,3872600.0
1999-10-05,30044,32352,30044,30892,15640,77646.0,3872600.0
1999-10-06,30048,32050,29427,32048,14620,80550.0,3872600.0
1999-10-07,32353,34359,31738,33896,18120,85197.0,3872600.0
1999-10-08,33119,36203,32658,35437,19700,89070.0,3872600.0
1999-10-11,35129,35129,33278,34666,9500,87134.0,3872600.0
1999-10-12,33587,34666,33587,34666,7790,87134.0,3872600.0
1999-10-13,34050,36822,33741,36207,25290,91006.0,3872600.0
1999-10-14,36282,36976,35743,35900,20190,90232.0,3872600.0
1999-10-15,36517,36517,34669,34975,7010,87908.0,3872600.0
1999-10-18,34970,34970,33274,33280,4720,83648.0,3872600.0
1999-10-19,34819,34819,32047,33589,11260,84423.0,3872600.0
1999-10-20,34822,34822,33743,33974,3690,85391.0,3872600.0
1999-10-21,34516,34516,32511,34359,7550,86359.0,3872600.0
1999-10-22,34355,35430,32967,35206,11670,88489.0,3872600.0
1999-10-25,35434,35434,33586,33589,2140,84423.0,3872600.0
1999-10-26,32353,34744,32047,33896,10600,85197.0,3872600.0
1999-10-27,34970,34970,32968,33125,6510,83261.0,3872600.0
1999-10-28,33121,33739,32506,32819,3540,82486.0,3872600.0
1999-10-29,32741,35283,32741,34359,15350,86359.0,3872600.0
1999-11-01,36053,36053,34360,34975,45830,87908.0,3872600.0
1999-11-02,35277,36204,34971,35977,24560,90425.0,3872600.0
1999-11-03,35902,36287,34978,34975,15800,87908.0,3872600.0
1999-11-04,34669,36132,34593,34975,30970,87908.0,3872600.0
1999-11-05,35901,36516,34977,36516,23280,91781.0,3872600.0
1999-11-08,37746,37746,36516,36592,12970,91974.0,3872600.0
1999-11-09,35590,37747,35590,36978,32870,92942.0,3872600.0
1999-11-10,36980,38365,36362,37287,21320,93717.0,3872600.0
1999-11-11,37440,41600,37440,41446,121520,104173.0,3872600.0
1999-11-12,45909,45909,39438,40060,99010,100688.0,3872600.0
1999-11-15,40054,40824,38128,38519,24650,96815.0,3872600.0
1999-11-16,38516,39749,36516,36823,38960,92555.0,3872600.0
1999-11-17,37750,38828,36671,37132,54540,93330.0,3872600.0
1999-11-18,37282,38051,34970,35437,23460,89070.0,3872600.0
1999-11-19,35593,38213,35593,37287,53260,93717.0,3872600.0
1999-11-22,38058,38518,36207,36516,22420,91781.0,3872600.0
1999-11-23,37592,37592,36208,36978,21500,92942.0,3872600.0
1999-11-24,35590,36362,34666,34666,15520,87134.0,3872600.0
1999-11-25,35131,35438,34050,34359,17380,86359.0,3872600.0
1999-11-26,34362,34362,32050,32203,14330,80937.0,3872600.0
1999-11-29,32352,33891,31580,32973,41400,82874.0,3872600.0
1999-11-30,32971,35280,32817,34050,20950,85584.0,3872600.0
1999-12-01,34974,36050,33277,34050,38560,85584.0,3872600.0
1999-12-02,34201,35431,33119,33280,18500,83648.0,3872600.0
1999-12-03,33587,33587,31739,32355,16790,81325.0,3872600.0
1999-12-06,33124,33124,31585,32509,19240,81712.0,3872600.0
1999-12-07,32662,33895,30196,33896,29660,85197.0,3872600.0
1999-12-08,33048,33048,30812,32355,16090,81325.0,3872600.0
1999-12-09,31584,32354,30505,31584,12100,79388.0,3872600.0
1999-12-10,30812,33896,30661,32355,28550,81325.0,3872600.0
1999-12-13,33586,35589,32508,33896,37090,85197.0,3872600.0
1999-12-14,34661,35431,33428,35437,17930,89070.0,3872600.0
1999-12-15,36973,38206,34046,35437,38900,89070.0,3872600.0
1999-12-16,34666,36823,34666,34821,20100,87521.0,3872600.0
1999-12-17,34051,34821,32354,32355,12780,81325.0,3872600.0
1999-12-20,30046,34514,30046,32355,74870,81325.0,3872600.0
1999-12-21,32350,32350,30808,30814,12490,77452.0,3872600.0
1999-12-22,29429,31432,28505,29275,15910,73579.0,3872600.0
1999-12-23,29585,31742,27736,29891,87570,75128.0,3872600.0
1999-12-24,27805,30577,27805,30583,30910,76871.0,3872600.0
1999-12-27,29347,32198,29271,30583,32510,76871.0,3872600.0
1999-12-28,30048,33899,28506,30046,29170,75516.0,3872600.0
2000-01-04,29271,30810,29271,30662,10070,77065.0,3872600.0
2000-01-05,30043,30043,27808,28505,11960,71643.0,3872600.0
2000-01-06,28499,28806,26960,28812,27880,72418.0,3872600.0
2000-01-07,29192,30810,27732,28120,13370,70675.0,3872600.0
2000-01-10,28116,28962,27807,28120,9930,70675.0,3872600.0
2000-01-11,28118,28348,26654,26655,21570,66996.0,3872600.0
2000-01-12,26960,27114,25421,26348,18000,66221.0,3872600.0
2000-01-13,26346,26964,26191,26886,7690,67577.0,3872600.0
2000-01-14,26810,27425,26192,27271,11020,68545.0,3872600.0
2000-01-17,27427,27736,26348,26964,9620,67770.0,3872600.0
2000-01-18,27655,28039,25882,26886,19210,67577.0,3872600.0
2000-01-19,26036,26884,25421,26193,30970,65834.0,3872600.0
2000-01-20,24807,26656,24653,25578,6770,64285.0,3872600.0
2000-01-21,24653,26040,23883,25268,39080,63511.0,3872600.0
2000-01-24,26037,26037,24189,24498,4130,61574.0,3872600.0
2000-01-25,24652,24652,23879,24189,4570,60800.0,3872600.0
2000-01-26,24497,25424,23573,24267,9520,60993.0,3872600.0
2000-01-27,24648,27881,24648,27887,11430,70094.0,3872600.0
2000-01-28,28503,28503,27270,27271,6740,68545.0,3872600.0
2000-01-31,26650,28650,26650,28041,8680,70481.0,3872600.0
2000-02-01,30504,30504,27423,28350,11690,71256.0,3872600.0
2000-02-02,27111,29114,27111,28196,8090,70869.0,3872600.0
2000-02-03,28193,28962,28038,28350,17130,71256.0,3872600.0
2000-02-07,28190,28650,27729,28041,10230,70481.0,3872600.0
2000-02-08,27736,27736,26500,26809,5240,67383.0,3872600.0
2000-02-09,26960,26960,26036,26193,8090,65834.0,3872600.0
2000-02-10,26342,26651,25109,25884,7910,65060.0,3872600.0
2000-02-11,25572,25724,24802,25730,6730,64672.0,3872600.0
2000-02-14,27428,29585,23883,27734,30970,69707.0,3872600.0
2000-02-15,28348,31893,27733,31894,36090,80163.0,3872600.0
2000-02-16,33892,36358,30041,30969,129190,77839.0,3872600.0
2000-02-17,33583,35585,32350,35591,36260,89457.0,3872600.0
2000-02-18,40899,40899,37742,40060,141250,100688.0,3872600.0
2000-02-21,37743,42211,37743,38364,37620,96428.0,3872600.0
2000-02-22,39284,41595,38511,40060,93480,100688.0,3872600.0
2000-02-23,36973,46065,36973,40675,150150,102237.0,3872600.0
2000-02-24,41600,42061,35435,36823,138420,92555.0,3872600.0
2000-02-25,34205,37289,34205,37132,88110,93330.0,3872600.0
2000-02-28,36048,42677,36048,42680,137740,107271.0,3872600.0
2000-02-29,48530,48993,40980,42680,109450,107271.0,3872600.0
2000-03-02,44526,45295,41520,43141,104680,108433.0,3872600.0
2000-03-03,44684,44684,41603,41910,65390,105335.0,3872600.0
2000-03-06,43137,45140,40211,42371,74290,106496.0,3872600.0
2000-03-07,42365,43134,39284,40060,53110,100688.0,3872600.0
2000-03-08,37204,39285,37128,38364,49440,96428.0,3872600.0
2000-03-09,38980,42912,38980,42140,111590,105916.0,3872600.0
2000-03-10,42681,42987,40676,41600,71570,104560.0,3872600.0
2000-03-13,41596,42290,40054,40830,119290,102624.0,3872600.0
2000-03-14,37601,40022,36331,36447,76910,61187.0,3872600.0
2000-03-15,35173,38978,33442,37139,56660,62349.0,3872600.0
2000-03-16,34601,36677,34601,34602,41360,58089.0,3872600.0
2000-03-17,34600,35754,33676,33910,34630,56927.0,3872600.0
2000-03-20,34715,37136,32985,33910,42770,56927.0,3872600.0
2000-03-21,36212,36212,31712,31718,48920,53248.0,3872600.0
2000-03-22,32062,33447,31141,32872,58780,55185.0,3872600.0
2000-03-23,31827,33212,31712,31834,47660,53442.0,3872600.0
2000-03-24,32290,35633,31827,35063,72940,58864.0,3872600.0
2000-03-27,35755,36676,34140,34140,44670,57314.0,3872600.0
2000-03-28,34136,35287,33442,33448,34570,56153.0,3872600.0
2000-03-29,33446,33446,32179,32180,25030,54023.0,3872600.0
2000-03-30,33215,33215,31600,32180,14240,54023.0,3872600.0
2000-03-31,31367,33212,31367,31834,16410,53442.0,3872600.0
2000-04-03,31832,32295,31026,31026,14960,52086.0,3872600.0
2000-04-04,30450,30795,28371,29065,14570,48795.0,3872600.0
2000-04-06,29060,29982,27676,28027,17070,47052.0,3872600.0
2000-04-07,26986,29982,26986,28489,40050,47827.0,3872600.0
2000-04-10,28835,31141,27911,29296,47250,73773.0,5808900.0
2000-04-11,28367,29522,28137,28373,32510,71449.0,5808900.0
2000-04-12,26521,28367,26521,27912,30860,70288.0,5808900.0
2000-04-14,28371,28371,26065,27105,24930,68255.0,5808900.0
2000-04-17,24216,24792,23062,23068,51880,58089.0,5808900.0
2000-04-18,24791,25369,23524,24221,70420,60993.0,5808900.0
2000-04-19,25370,26985,25370,26067,57850,65641.0,5808900.0
2000-04-20,25374,26989,25374,26989,23520,67964.0,5808900.0
2000-04-21,27104,27449,26525,26874,11760,67674.0,5808900.0
2000-04-24,27681,27796,25490,25836,16900,65060.0,5808900.0
2000-04-25,26292,26292,24907,24913,20850,62736.0,5808900.0
2000-04-26,26065,26065,23529,23760,28400,59832.0,5808900.0
2000-04-27,23298,23759,22166,23529,31310,59251.0,5808900.0
2000-04-28,23066,24681,23066,23760,32360,59832.0,5808900.0
2000-05-02,23985,24676,23525,24452,16950,61574.0,5808900.0
2000-05-03,24219,25143,23759,25144,24440,63317.0,5808900.0
2000-05-04,24562,24907,23525,24913,16170,62736.0,5808900.0
2000-05-08,24910,26989,24565,25029,34070,63027.0,5808900.0
2000-05-09,24676,28714,24676,25951,103850,65350.0,5808900.0
2000-05-10,26522,28367,26522,28373,101820,71449.0,5808900.0
2000-05-12,28831,32291,27676,30219,124670,76097.0,5808900.0
2000-05-15,31831,31831,27679,28604,37690,72030.0,5808900.0
2000-05-16,28366,31136,28136,29642,44300,74644.0,5808900.0
2000-05-17,29981,30330,27906,27912,52550,70288.0,5808900.0
2000-05-18,27220,27220,24451,25836,38220,65060.0,5808900.0
2000-05-19,26526,26526,24451,25836,17800,65060.0,5808900.0
2000-05-22,25950,25950,24220,25605,28400,64479.0,5808900.0
2000-05-23,25600,25600,23755,24683,13330,62155.0,5808900.0
2000-05-24,23525,25600,23294,24452,24880,61574.0,5808900.0
2000-05-25,25139,28021,24676,27681,101850,69707.0,5808900.0
2000-05-26,27561,29061,24561,24567,73840,61865.0,5808900.0
2000-05-29,23759,24681,23299,23760,30530,59832.0,5808900.0
2000-05-30,23989,25374,23989,25029,37430,63027.0,5808900.0
2000-05-31,25139,26985,25139,26067,50290,65641.0,5808900.0
2000-06-01,25489,26065,23874,25144,63590,63317.0,5808900.0
2000-06-02,25144,26065,24680,25375,61390,63898.0,5808900.0
2000-06-05,26522,28831,25831,28373,123120,71449.0,5808900.0
2000-06-07,29755,29985,27679,28604,65820,72030.0,5808900.0
2000-06-08,28834,32871,28834,32526,511650,81905.0,5808900.0
2000-06-09,31601,35755,30449,30680,228290,77258.0,5808900.0
2000-06-12,32294,32294,29525,30449,111760,76677.0,5808900.0
2000-06-13,29756,31602,27450,27451,99350,69126.0,5808900.0
2000-06-14,27676,28251,26985,27912,52260,70288.0,5808900.0
2000-06-15,28252,28252,24676,24683,37620,62155.0,5808900.0
2000-06-16,23986,25601,23986,24798,53290,62446.0,5808900.0
2000-06-19,24215,25139,23870,24452,46990,61574.0,5808900.0
2000-06-20,25140,28021,25024,26297,148420,66221.0,5808900.0
2000-06-21,27451,27451,25375,25836,52370,65060.0,5808900.0
2000-06-22,26636,26636,25024,26067,46110,65641.0,5808900.0
2000-06-23,26065,28141,25029,27220,127870,68545.0,5808900.0
2000-06-26,29064,29870,27219,28719,82680,72321.0,5808900.0
2000-06-27,28600,29637,27676,28373,69370,71449.0,5808900.0
2000-06-28,28367,28715,27445,27912,68940,70288.0,5808900.0
2000-06-29,28252,29061,27906,28143,78760,70869.0,5808900.0
2000-06-30,27445,28367,27445,28027,45960,70578.0,5808900.0
2000-07-03,27680,31140,27680,30680,146430,77258.0,5808900.0
2000-07-04,30445,30676,29291,29988,78700,75516.0,5808900.0
2000-07-05,29871,31831,28834,30680,153280,77258.0,5808900.0
2000-07-06,30680,31601,28604,31026,92560,78130.0,5808900.0
2000-07-07,31597,33672,31251,33218,138910,83648.0,5808900.0
2000-07-10,33447,34371,32295,32756,142160,82486.0,5808900.0
2000-07-11,32755,33100,29870,30449,131500,76677.0,5808900.0
2000-07-12,30334,30564,28834,30565,51870,76968.0,5808900.0
2000-07-13,30097,30330,28830,29642,46670,74644.0,5808900.0
2000-07-14,28945,30212,28830,29757,45550,74935.0,5808900.0
2000-07-18,29061,32751,29061,29988,198650,75516.0,5808900.0
2000-07-19,30449,30565,28371,28950,59140,72902.0,5808900.0
2000-07-20,28830,28830,27445,27797,22940,69997.0,5808900.0
2000-07-21,28136,28367,26985,27912,22590,70288.0,5808900.0
2000-07-24,27445,27445,26061,26182,48670,65931.0,5808900.0
2000-07-25,25375,26181,24911,25721,34970,64769.0,5808900.0
2000-07-26,26060,26176,25139,26067,34780,65641.0,5808900.0
2000-07-27,26065,26065,25259,25375,20100,63898.0,5808900.0
2000-07-28,24680,25374,24680,25144,20630,63317.0,5808900.0
2000-07-31,24680,25028,23065,25029,76090,63027.0,5808900.0
2000-08-01,25375,26066,25029,25836,48160,65060.0,5808900.0
2000-08-02,25604,25835,25144,25375,20140,63898.0,5808900.0
2000-08-03,24911,26065,24911,25490,24400,64188.0,5808900.0
2000-08-04,26296,26642,25375,25836,43340,65060.0,5808900.0
2000-08-07,26065,26065,25259,25375,28530,63898.0,5808900.0
2000-08-08,25605,26989,25374,25490,21780,64188.0,5808900.0
2000-08-09,25370,26060,25370,26067,24540,65641.0,5808900.0
2000-08-10,25830,26291,25600,26067,21320,65641.0,5808900.0
2000-08-11,26291,27445,25946,26182,96430,65931.0,5808900.0
2000-08-14,26637,29061,26637,28373,106210,71449.0,5808900.0
2000-08-16,28835,29526,27910,29065,88500,73192.0,5808900.0
2000-08-17,28136,29060,27791,27797,53280,69997.0,5808900.0
2000-08-18,27795,28371,26874,27220,46570,68545.0,5808900.0
2000-08-21,27335,28256,27220,27566,29790,69416.0,5808900.0
2000-08-22,26874,27911,26874,27451,32550,69126.0,5808900.0
2000-08-23,28141,28141,27219,27220,37390,68545.0,5808900.0
2000-08-24,26756,27795,26756,27220,32850,68545.0,5808900.0
2000-08-25,27450,27680,26641,27451,27260,69126.0,5808900.0
2000-08-28,27680,27680,26989,27220,24140,68545.0,5808900.0
2000-08-29,27681,30335,27450,29296,240320,73773.0,5808900.0
2000-08-30,28831,29291,28022,28373,53440,71449.0,5808900.0
2000-08-31,28720,28720,27105,27451,40440,69126.0,5808900.0
2000-09-01,26990,28141,26990,27451,34410,69126.0,5808900.0
2000-09-04,26984,27906,26984,27797,36090,69997.0,5808900.0
2000-09-05,28136,28482,27100,27912,23000,70288.0,5808900.0
2000-09-06,27450,28486,27335,27335,60620,68835.0,5808900.0
2000-09-07,27335,27450,26756,27451,36030,69126.0,5808900.0
2000-09-08,27676,27791,26061,26297,33660,66221.0,5808900.0
2000-09-14,25835,26641,24911,25605,33120,64479.0,5808900.0
2000-09-15,25720,26295,25374,25375,26520,63898.0,5808900.0
2000-09-18,24561,24906,22600,24221,45310,60993.0,5808900.0
2000-09-19,21216,24676,21216,24567,24940,61865.0,5808900.0
2000-09-20,24677,25255,24677,24913,22090,62736.0,5808900.0
2000-09-21,24906,24906,23061,24221,12870,60993.0,5808900.0
