대신증권(003540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-05-19,13000,13950,12900,13650,622277,663204.0,48586400.0
2004-05-20,13600,13700,13100,13550,463320,658346.0,48586400.0
2004-05-21,13700,13950,13500,13700,398562,665634.0,48586400.0
2004-05-24,13900,13950,13650,13800,478478,670492.0,48586400.0
2004-05-25,13600,13700,13350,13450,407912,653487.0,48586400.0
2004-05-27,13750,13750,13400,13450,328980,653487.0,48586400.0
2004-05-28,13550,13700,13400,13650,341610,663204.0,48586400.0
2004-05-31,13500,13600,13050,13100,477630,636482.0,48586400.0
2004-06-01,13100,13350,13050,13250,225360,643770.0,48586400.0
2004-06-02,13150,13300,12950,13150,279111,638911.0,48586400.0
2004-06-03,13250,13300,12700,12700,274636,617047.0,48586400.0
2004-06-04,12650,12900,12550,12750,199201,619477.0,48586400.0
2004-06-07,12800,13300,12800,13250,347665,643770.0,48586400.0
2004-06-08,13500,13500,13100,13200,280818,641340.0,48586400.0
2004-06-09,13350,13450,13000,13000,297664,631623.0,48586400.0
2004-06-10,13000,13300,12900,13050,327450,634053.0,48586400.0
2004-06-11,13050,13150,12650,12800,321438,621906.0,48586400.0
2004-06-14,12550,12800,12350,12350,214960,600042.0,48586400.0
2004-06-15,12650,12850,12450,12800,489217,621906.0,48586400.0
2004-06-16,12900,13100,12850,12900,362521,626765.0,48586400.0
2004-06-17,12750,13000,12650,12850,80240,624335.0,48586400.0
2004-06-18,12650,12750,12500,12500,166710,607330.0,48586400.0
2004-06-21,12450,12700,12400,12500,176034,607330.0,48586400.0
2004-06-22,12400,12500,12100,12350,198904,600042.0,48586400.0
2004-06-23,12100,12350,11850,11850,391787,575749.0,48586400.0
2004-06-24,12050,12550,12050,12500,434910,607330.0,48586400.0
2004-06-25,12500,13000,12350,12800,189182,621906.0,48586400.0
2004-06-28,13000,13000,12500,12650,178771,614618.0,48586400.0
2004-06-29,12550,12850,12550,12800,216143,621906.0,48586400.0
2004-06-30,12950,13400,12850,13050,440647,634053.0,48586400.0
2004-07-01,13250,13350,12950,12950,317720,629194.0,48586400.0
2004-07-02,12600,12750,12350,12400,253050,602471.0,48586400.0
2004-07-05,12350,12500,12150,12400,219147,602471.0,48586400.0
2004-07-06,12250,12500,12250,12450,169430,604901.0,48586400.0
2004-07-07,12200,12450,12150,12450,128850,604901.0,48586400.0
2004-07-08,12550,12550,12100,12100,216880,587895.0,48586400.0
2004-07-09,12100,12450,12100,12300,115951,597613.0,48586400.0
2004-07-12,12450,12550,12200,12250,131402,595183.0,48586400.0
2004-07-13,12600,12600,12200,12250,184620,595183.0,48586400.0
2004-07-14,12350,12350,12000,12100,163440,587895.0,48586400.0
2004-07-15,12050,12200,11900,12000,169700,583037.0,48586400.0
2004-07-16,12000,12050,11800,12000,178405,583037.0,48586400.0
2004-07-19,11850,12100,11850,12050,106856,585466.0,48586400.0
2004-07-20,11900,12000,11750,11750,121472,570890.0,48586400.0
2004-07-21,12000,12650,11900,12500,778830,607330.0,48586400.0
2004-07-22,12200,12400,12000,12250,204383,595183.0,48586400.0
2004-07-23,12300,12750,12250,12600,565272,612189.0,48586400.0
2004-07-26,12500,12700,12300,12650,145230,614618.0,48586400.0
2004-07-27,12650,12900,12500,12850,228362,624335.0,48586400.0
2004-07-28,13050,13650,13050,13100,725630,636482.0,48586400.0
2004-07-29,13100,13200,12800,12900,184910,626765.0,48586400.0
2004-07-30,13150,13500,13000,13250,372114,643770.0,48586400.0
2004-08-02,13200,13450,12700,13000,276554,631623.0,48586400.0
2004-08-03,13250,13450,13050,13300,222852,646199.0,48586400.0
2004-08-04,13000,13150,12650,13050,160135,634053.0,48586400.0
2004-08-05,13150,13400,13000,13350,286494,648628.0,48586400.0
2004-08-06,13000,13150,12900,13150,147502,638911.0,48586400.0
2004-08-09,13150,13250,12900,13250,165550,643770.0,48586400.0
2004-08-10,13100,13300,12900,13300,207260,646199.0,48586400.0
2004-08-11,13250,13450,13150,13200,235122,641340.0,48586400.0
2004-08-12,13250,13450,13000,13450,367764,653487.0,48586400.0
2004-08-13,13600,14450,13500,14100,1609718,685068.0,48586400.0
2004-08-16,14000,14300,13850,14300,410902,694786.0,48586400.0
2004-08-17,14450,14550,14000,14250,360176,692356.0,48586400.0
2004-08-18,14100,14300,13950,14250,186570,692356.0,48586400.0
2004-08-19,14300,14550,14300,14350,444359,697215.0,48586400.0
2004-08-20,14350,14350,14050,14150,164907,687498.0,48586400.0
2004-08-23,14200,14350,13800,13900,215998,675351.0,48586400.0
2004-08-24,13900,14100,13650,14050,441788,682639.0,48586400.0
2004-08-25,14100,14500,14100,14500,505145,704503.0,48586400.0
2004-08-26,14700,14900,14450,14500,408031,704503.0,48586400.0
2004-08-27,14600,14800,14400,14750,486570,716649.0,48586400.0
2004-08-30,14700,14750,14400,14400,194142,699644.0,48586400.0
2004-08-31,14300,14600,14300,14400,135959,699644.0,48586400.0
2004-09-01,14350,14900,14350,14800,360697,719079.0,48586400.0
2004-09-02,14850,15300,14700,15150,786837,736084.0,48586400.0
2004-09-03,15300,15500,15050,15300,509710,743372.0,48586400.0
2004-09-06,15200,15500,15100,15400,553854,748231.0,48586400.0
2004-09-07,15400,15400,15100,15200,355050,738513.0,48586400.0
2004-09-08,15100,15550,15100,15400,678584,748231.0,48586400.0
2004-09-09,15300,15350,14900,15100,290265,733655.0,48586400.0
2004-09-10,15000,15100,14650,14800,476553,719079.0,48586400.0
2004-09-13,15000,15350,14800,15000,766951,728796.0,48586400.0
2004-09-14,15050,15100,14450,14500,580572,704503.0,48586400.0
2004-09-15,14450,14500,14100,14150,460790,687498.0,48586400.0
2004-09-16,14000,14600,13950,14550,1080290,706932.0,48586400.0
2004-09-17,14350,14550,14150,14150,239373,687498.0,48586400.0
2004-09-20,15100,15500,14400,14600,1880340,709361.0,48586400.0
2004-09-21,14600,14900,14200,14600,1140658,709361.0,48586400.0
2004-09-22,14800,14900,14150,14150,633464,687498.0,48586400.0
2004-09-23,14050,14550,14000,14250,501946,692356.0,48586400.0
2004-09-24,14350,14600,14300,14450,656816,702073.0,48586400.0
2004-09-30,14450,14850,14200,14300,323120,694786.0,48586400.0
2004-10-01,14250,14400,14200,14300,399103,694786.0,48586400.0
2004-10-04,14450,14750,14450,14750,1013194,716649.0,48586400.0
2004-10-05,14850,15000,14700,14950,933806,726367.0,48586400.0
2004-10-06,15000,15400,14950,15400,1335546,748231.0,48586400.0
2004-10-07,15550,15550,14850,15000,494940,728796.0,48586400.0
2004-10-08,14700,15050,14600,14750,608357,716649.0,48586400.0
2004-10-11,14550,14650,14350,14350,609131,697215.0,48586400.0
2004-10-12,14500,14500,13800,13850,734910,672922.0,48586400.0
2004-10-13,14000,14100,13800,13950,510825,677780.0,48586400.0
2004-10-14,13700,14250,13600,14000,428450,680210.0,48586400.0
2004-10-15,13700,14000,13600,13650,228074,663204.0,48586400.0
2004-10-18,13700,13900,13550,13650,246232,663204.0,48586400.0
2004-10-19,13850,13950,13600,13800,252473,670492.0,48586400.0
2004-10-20,13700,13750,13100,13150,456122,638911.0,48586400.0
2004-10-21,13200,13200,12800,12850,342686,624335.0,48586400.0
2004-10-22,12850,13150,12850,12900,281473,626765.0,48586400.0
2004-10-25,12650,12700,12500,12600,287970,612189.0,48586400.0
2004-10-26,12550,12850,12550,12600,175395,612189.0,48586400.0
2004-10-27,12800,12900,12400,12400,193427,602471.0,48586400.0
2004-10-28,12800,13250,12700,13100,449337,636482.0,48586400.0
2004-10-29,13000,13150,12700,13100,215293,636482.0,48586400.0
2004-11-01,13000,13550,13000,13100,389690,636482.0,48586400.0
2004-11-02,13250,13350,13150,13300,162890,646199.0,48586400.0
2004-11-03,13300,13550,13200,13500,312970,655916.0,48586400.0
2004-11-04,13550,13600,13000,13000,255942,631623.0,48586400.0
2004-11-05,13300,13400,13100,13100,228300,636482.0,48586400.0
2004-11-08,13150,13250,12900,13100,188310,636482.0,48586400.0
2004-11-09,13050,13200,12900,12900,157613,626765.0,48586400.0
2004-11-10,12900,13100,12900,13050,270012,634053.0,48586400.0
2004-11-11,12950,13700,12900,13300,594959,646199.0,48586400.0
2004-11-12,13700,13700,13450,13550,453870,658346.0,48586400.0
2004-11-15,13650,13800,13300,13300,582248,646199.0,48586400.0
2004-11-16,13450,13850,13350,13750,795940,668063.0,48586400.0
2004-11-17,13750,13800,13650,13750,342851,668063.0,48586400.0
2004-11-18,13800,13800,13450,13500,281405,655916.0,48586400.0
2004-11-19,13500,13600,13150,13250,252815,643770.0,48586400.0
2004-11-22,13100,13100,12900,13000,266201,631623.0,48586400.0
2004-11-23,13050,13300,12950,13100,408056,636482.0,48586400.0
2004-11-24,13050,13100,12800,12950,828394,629194.0,48586400.0
2004-11-25,13050,13100,12900,12900,311610,626765.0,48586400.0
2004-11-26,12950,13150,12650,12650,506918,614618.0,48586400.0
2004-11-29,12700,12800,12500,12600,391122,612189.0,48586400.0
2004-11-30,12600,12900,12350,12900,604392,626765.0,48586400.0
2004-12-01,12700,12750,12250,12450,775977,604901.0,48586400.0
2004-12-02,12700,12800,12550,12700,693344,617047.0,48586400.0
2004-12-03,12700,12900,12650,12800,579790,621906.0,48586400.0
2004-12-06,12850,13100,12750,13000,839709,631623.0,48586400.0
2004-12-07,13000,13100,12750,12900,459813,626765.0,48586400.0
2004-12-08,12800,13050,12800,12850,288560,624335.0,48586400.0
2004-12-09,12800,12900,12700,12900,434100,626765.0,48586400.0
2004-12-10,13000,13000,12600,12700,393940,617047.0,48586400.0
2004-12-13,12800,12800,12450,12500,199118,607330.0,48586400.0
2004-12-14,12500,12650,12350,12500,283497,607330.0,48586400.0
2004-12-15,12500,12750,12500,12750,304996,619477.0,48586400.0
2004-12-16,12750,12800,12550,12600,343254,612189.0,48586400.0
2004-12-17,13000,14200,12900,13400,4509135,651058.0,48586400.0
2004-12-20,13400,13450,13000,13450,933117,653487.0,48586400.0
2004-12-21,13400,13650,13300,13450,729957,653487.0,48586400.0
2004-12-22,13500,14250,13450,13750,1567598,668063.0,48586400.0
2004-12-23,13900,14200,13600,13800,1032285,670492.0,48586400.0
2004-12-24,13800,13950,13350,13900,1069164,675351.0,48586400.0
2004-12-27,13750,13900,13500,13500,447685,655916.0,48586400.0
2004-12-28,13300,13750,13150,13150,560738,638911.0,48586400.0
2004-12-29,13250,14150,13250,13950,1178586,677780.0,48586400.0
2004-12-30,14050,14400,13900,14100,808766,685068.0,48586400.0
2005-01-03,14350,14350,13950,14050,417130,682639.0,48586400.0
2005-01-04,14100,14350,13850,14050,767413,682639.0,48586400.0
2005-01-05,13800,14300,13800,14200,572317,689927.0,48586400.0
2005-01-06,14100,14400,13950,14400,862406,699644.0,48586400.0
2005-01-07,14400,14500,13900,14000,949085,680210.0,48586400.0
2005-01-10,14000,14350,13900,14050,578932,682639.0,48586400.0
2005-01-11,14200,14350,14050,14350,830748,697215.0,48586400.0
2005-01-12,14350,14550,14000,14200,843445,689927.0,48586400.0
2005-01-13,14150,14300,14000,14250,386130,692356.0,48586400.0
2005-01-14,14150,14850,14100,14800,1220860,719079.0,48586400.0
2005-01-17,15150,15300,14950,15100,1251730,733655.0,48586400.0
2005-01-18,15250,15250,14800,14950,923019,726367.0,48586400.0
2005-01-19,15100,15150,14650,14700,610445,714220.0,48586400.0
2005-01-20,14500,14600,14250,14400,563930,699644.0,48586400.0
2005-01-21,14200,14600,14200,14450,486222,702073.0,48586400.0
2005-01-24,14350,14900,14350,14900,765176,723937.0,48586400.0
2005-01-25,14800,14850,14600,14800,373092,719079.0,48586400.0
2005-01-26,15000,15400,14900,15350,1069690,745801.0,48586400.0
2005-01-27,15550,16200,15400,15450,2213658,750660.0,48586400.0
2005-01-28,15550,15750,15350,15600,790330,757948.0,48586400.0
2005-01-31,15600,15650,15200,15400,667001,748231.0,48586400.0
2005-02-01,15300,15550,15250,15250,574166,740943.0,48586400.0
2005-02-02,15300,15350,15050,15100,580550,733655.0,48586400.0
2005-02-03,15050,15200,14950,15050,444907,731225.0,48586400.0
2005-02-04,14900,15400,14900,15300,545768,743372.0,48586400.0
2005-02-07,15500,15800,15450,15750,654551,765236.0,48586400.0
2005-02-11,15750,15950,15500,15950,674368,774953.0,48586400.0
2005-02-14,16050,16150,15950,16100,579480,782241.0,48586400.0
2005-02-15,16300,16450,16000,16200,952233,787100.0,48586400.0
2005-02-16,16450,16700,16250,16300,1180458,791958.0,48586400.0
2005-02-17,16250,16400,16150,16400,397149,796817.0,48586400.0
2005-02-18,16200,16500,16100,16400,622830,796817.0,48586400.0
2005-02-21,16500,16700,16150,16200,1175989,787100.0,48586400.0
2005-02-22,16200,16300,15550,15600,693025,757948.0,48586400.0
2005-02-23,15450,15450,15200,15300,732295,743372.0,48586400.0
2005-02-24,15300,16400,15300,16300,1165153,791958.0,48586400.0
2005-02-25,16450,16600,16200,16450,688352,799246.0,48586400.0
2005-02-28,16700,17950,16500,17500,2605158,850262.0,48586400.0
2005-03-02,17850,18500,16900,17250,3195002,838115.0,48586400.0
2005-03-03,17200,17200,16400,17000,1531058,825969.0,48586400.0
2005-03-04,17000,17250,16700,16800,909797,816252.0,48586400.0
2005-03-07,17000,17050,16200,16500,1242884,801676.0,48586400.0
2005-03-08,16600,16800,16300,16400,965440,796817.0,48586400.0
2005-03-09,16150,16750,16100,16500,1210031,801676.0,48586400.0
2005-03-10,16250,16800,16250,16600,739101,806534.0,48586400.0
2005-03-11,16700,17450,16700,17100,1172786,830827.0,48586400.0
2005-03-14,17200,17400,17050,17250,1238980,838115.0,48586400.0
2005-03-15,17450,17550,16400,16500,1134341,801676.0,48586400.0
2005-03-16,16350,16500,15850,16100,1182935,782241.0,48586400.0
2005-03-17,15750,16000,15500,15600,774920,757948.0,48586400.0
2005-03-18,15550,15900,15550,15600,515570,757948.0,48586400.0
2005-03-21,15600,15800,15400,15600,453360,757948.0,48586400.0
2005-03-22,15500,15700,15450,15550,491533,755519.0,48586400.0
2005-03-23,15500,15550,15000,15100,539800,733655.0,48586400.0
2005-03-24,15150,15350,14500,14650,790052,711791.0,48586400.0
2005-03-25,14650,15050,14650,15000,351290,728796.0,48586400.0
2005-03-28,15150,15450,15100,15400,432290,748231.0,48586400.0
2005-03-29,15450,15600,14900,15200,886626,738513.0,48586400.0
2005-03-30,14700,14850,14550,14700,625398,714220.0,48586400.0
2005-03-31,14950,15000,14600,14650,505764,711791.0,48586400.0
2005-04-01,14450,14950,14450,14850,548820,721508.0,48586400.0
2005-04-04,14750,14750,14300,14300,786890,694786.0,48586400.0
2005-04-06,14450,14700,14250,14700,656332,714220.0,48586400.0
2005-04-07,14750,15300,14650,15200,1273230,738513.0,48586400.0
2005-04-08,15400,15450,14950,14950,563544,726367.0,48586400.0
2005-04-11,14950,15050,14650,14700,302800,714220.0,48586400.0
2005-04-12,14550,14800,14500,14650,272434,711791.0,48586400.0
2005-04-13,14650,14850,14550,14550,341492,706932.0,48586400.0
2005-04-14,14450,14450,14050,14050,575600,682639.0,48586400.0
2005-04-15,13900,13950,13600,13700,572320,665634.0,48586400.0
2005-04-18,13400,13450,12950,12950,598446,629194.0,48586400.0
2005-04-19,13100,13350,13000,13200,388130,641340.0,48586400.0
2005-04-20,13400,13600,13300,13400,309330,651058.0,48586400.0
2005-04-21,13200,13350,12900,13300,290800,646199.0,48586400.0
2005-04-22,13600,13700,13250,13250,283163,643770.0,48586400.0
2005-04-25,13000,13300,12950,13050,300570,634053.0,48586400.0
2005-04-26,13150,13200,12850,12850,317004,624335.0,48586400.0
2005-04-27,12700,12750,12500,12500,379733,607330.0,48586400.0
2005-04-28,12500,12600,12300,12300,401090,597613.0,48586400.0
2005-04-29,12000,12250,11900,11900,563430,578178.0,48586400.0
2005-05-02,12150,12200,12000,12100,234380,587895.0,48586400.0
2005-05-03,12050,12150,11750,11900,747500,578178.0,48586400.0
2005-05-04,11900,12100,11850,12100,1504080,587895.0,48586400.0
2005-05-06,12200,12450,12100,12350,744944,600042.0,48586400.0
2005-05-09,12450,12450,12100,12250,633280,595183.0,48586400.0
2005-05-10,12450,12650,12400,12500,663200,607330.0,48586400.0
2005-05-11,12350,12350,12050,12100,286710,587895.0,48586400.0
2005-05-12,12200,12300,12100,12100,277586,587895.0,48586400.0
2005-05-13,11950,12300,11850,12300,339853,597613.0,48586400.0
2005-05-16,12400,12550,12350,12350,509231,600042.0,48586400.0
2005-05-17,12550,12600,12100,12100,441589,587895.0,48586400.0
2005-05-18,12250,12350,12150,12350,361168,600042.0,48586400.0
2005-05-19,12550,12700,12450,12600,944227,612189.0,48586400.0
2005-05-20,12700,13000,12550,13000,908770,631623.0,48586400.0
2005-05-23,12950,13000,12750,12750,360893,619477.0,48586400.0
2005-05-24,12800,12900,12750,12900,401831,626765.0,48586400.0
2005-05-25,12900,13000,12550,12600,382245,612189.0,48586400.0
2005-05-26,12600,13000,12550,12950,350733,629194.0,48586400.0
2005-05-27,13100,13350,13050,13250,627863,643770.0,48586400.0
2005-05-30,13350,13400,13200,13300,459453,646199.0,48586400.0
2005-05-31,13200,13250,12900,12950,429157,629194.0,48586400.0
2005-06-01,12800,13300,12750,13300,759030,646199.0,48586400.0
2005-06-02,13400,13800,13350,13750,1018600,668063.0,48586400.0
2005-06-03,13700,13800,13500,13700,253980,665634.0,48586400.0
2005-06-07,13600,13650,13350,13550,447050,658346.0,48586400.0
2005-06-08,13500,13700,13450,13550,348832,658346.0,48586400.0
2005-06-09,13600,14000,13600,14000,796715,680210.0,48586400.0
2005-06-10,14050,14250,13850,14200,662665,689927.0,48586400.0
2005-06-13,14250,14650,14100,14100,492573,685068.0,48586400.0
2005-06-14,14100,14200,13600,13650,469200,663204.0,48586400.0
2005-06-15,13700,14800,13550,14750,1661667,716649.0,48586400.0
2005-06-16,14600,14700,14250,14450,682901,702073.0,48586400.0
2005-06-17,14600,14700,14200,14250,741007,692356.0,48586400.0
2005-06-20,14250,14350,13700,13800,536376,670492.0,48586400.0
2005-06-21,13650,14000,13500,13700,707840,665634.0,48586400.0
2005-06-22,13800,14600,13800,14200,1286768,689927.0,48586400.0
2005-06-23,14350,14550,14250,14400,841480,699644.0,48586400.0
2005-06-24,14100,14400,14050,14300,597227,694786.0,48586400.0
2005-06-27,14000,14200,13850,14000,393371,680210.0,48586400.0
2005-06-28,13950,14200,13550,13700,527955,665634.0,48586400.0
2005-06-29,14050,14150,13700,13750,524621,668063.0,48586400.0
2005-06-30,13800,14150,13800,14000,397350,680210.0,48586400.0
2005-07-01,13900,14150,13800,14100,334081,685068.0,48586400.0
2005-07-04,14300,14800,14200,14500,875540,704503.0,48586400.0
2005-07-05,14600,14650,14250,14300,414587,694786.0,48586400.0
2005-07-06,14500,14500,14250,14300,510540,694786.0,48586400.0
2005-07-07,14150,14400,14050,14250,582660,692356.0,48586400.0
2005-07-08,14200,14400,14050,14150,377990,687498.0,48586400.0
2005-07-11,14400,14600,14350,14550,621086,706932.0,48586400.0
2005-07-12,14850,15100,14800,14900,1158532,723937.0,48586400.0
2005-07-13,15050,15250,14850,15000,879175,728796.0,48586400.0
2005-07-14,15150,15200,14900,15000,799936,728796.0,48586400.0
2005-07-15,15250,15350,14950,15000,680550,728796.0,48586400.0
2005-07-18,15000,15350,15000,15300,607015,743372.0,48586400.0
2005-07-19,15150,15400,15050,15400,670247,748231.0,48586400.0
2005-07-20,15450,16700,15400,15600,3526050,757948.0,48586400.0
2005-07-21,15950,16050,15250,15300,1075412,743372.0,48586400.0
2005-07-22,15050,15100,14650,15000,751225,728796.0,48586400.0
2005-07-25,14850,15200,14850,15150,606095,736084.0,48586400.0
2005-07-26,15000,15900,15000,15600,1750398,757948.0,48586400.0
2005-07-27,15900,15950,15200,15450,821738,750660.0,48586400.0
2005-07-28,15600,15700,15300,15400,923258,748231.0,48586400.0
2005-07-29,15600,15700,15000,15150,820601,736084.0,48586400.0
2005-08-01,15100,15150,14700,14850,917716,721508.0,48586400.0
2005-08-02,14850,15050,14650,14650,486770,711791.0,48586400.0
2005-08-03,14750,15300,14750,14850,1036869,721508.0,48586400.0
2005-08-04,14900,14950,14150,14150,1006422,687498.0,48586400.0
2005-08-05,14000,14150,13750,13850,706537,672922.0,48586400.0
2005-08-08,13550,13850,13500,13500,633930,655916.0,48586400.0
2005-08-09,13350,13850,13350,13700,690745,665634.0,48586400.0
2005-08-10,13850,13950,13550,13600,842739,660775.0,48586400.0
2005-08-11,13600,14150,13550,14150,824759,687498.0,48586400.0
2005-08-12,14250,14300,13900,14100,884598,685068.0,48586400.0
2005-08-16,14450,15100,14400,14700,2336163,714220.0,48586400.0
2005-08-17,14500,15100,14400,15100,1138413,733655.0,48586400.0
2005-08-18,15200,15500,15000,15250,1852932,740943.0,48586400.0
2005-08-19,15250,15300,14750,15200,1057462,738513.0,48586400.0
2005-08-22,15100,15400,15000,15200,733067,738513.0,48586400.0
2005-08-23,15200,15400,14950,15000,700853,728796.0,48586400.0
2005-08-24,14950,15150,14700,14750,734250,716649.0,48586400.0
2005-08-25,14600,14800,14450,14500,593198,704503.0,48586400.0
2005-08-26,14350,14600,14000,14000,650057,680210.0,48586400.0
2005-08-29,13700,13750,13450,13600,612269,660775.0,48586400.0
2005-08-30,13950,14000,13650,13750,300248,668063.0,48586400.0
2005-08-31,13450,14350,13450,13950,1018532,677780.0,48586400.0
2005-09-01,14200,14500,14100,14300,528643,694786.0,48586400.0
2005-09-02,14350,14450,14100,14150,555846,687498.0,48586400.0
2005-09-05,14300,14550,14200,14350,639526,697215.0,48586400.0
2005-09-06,14300,14700,14300,14450,589181,702073.0,48586400.0
2005-09-07,14650,14700,14450,14600,601924,709361.0,48586400.0
2005-09-08,14750,14800,14400,14450,689705,702073.0,48586400.0
2005-09-09,14400,14850,14300,14800,755360,719079.0,48586400.0
2005-09-12,15100,15900,14950,15450,2508993,750660.0,48586400.0
2005-09-13,15550,15550,14950,14950,961353,726367.0,48586400.0
2005-09-14,14850,15500,14850,15400,1258105,748231.0,48586400.0
2005-09-15,15050,15550,15050,15150,760713,736084.0,48586400.0
2005-09-16,15300,15600,15150,15600,1107720,757948.0,48586400.0
2005-09-20,16000,16100,15600,15700,1103243,762806.0,48586400.0
2005-09-21,15500,15700,15350,15400,771793,748231.0,48586400.0
2005-09-22,15300,16200,15300,16100,2455744,782241.0,48586400.0
2005-09-23,16200,16350,15600,15600,1097851,757948.0,48586400.0
2005-09-26,15750,16250,15750,16100,1183558,782241.0,48586400.0
2005-09-27,16100,16300,15800,16000,1067051,777382.0,48586400.0
2005-09-28,16200,16750,16100,16700,1981190,811393.0,48586400.0
2005-09-29,16700,17000,16450,16850,1126326,818681.0,48586400.0
2005-09-30,17050,17400,16900,17250,1997387,838115.0,48586400.0
2005-10-04,17050,17350,17000,17350,825968,842974.0,48586400.0
2005-10-05,17300,17300,16450,16500,1357380,801676.0,48586400.0
2005-10-06,16150,16250,15850,15950,777182,774953.0,48586400.0
2005-10-07,15800,16100,15400,15500,1593723,753089.0,48586400.0
2005-10-10,15500,15900,15450,15800,825318,767665.0,48586400.0
2005-10-11,15700,16200,15700,16150,774666,784670.0,48586400.0
2005-10-12,16200,16250,15600,15650,1000359,760377.0,48586400.0
2005-10-13,15550,15650,15400,15450,824172,750660.0,48586400.0
2005-10-14,15450,15650,15200,15300,618508,743372.0,48586400.0
2005-10-17,15450,15700,15300,15300,846849,743372.0,48586400.0
2005-10-18,15550,16000,15500,15950,710364,774953.0,48586400.0
2005-10-19,15750,15900,15200,15400,826961,748231.0,48586400.0
2005-10-20,15800,15850,15350,15400,534016,748231.0,48586400.0
2005-10-21,15000,15750,14950,15750,788753,765236.0,48586400.0
2005-10-24,15750,15950,15600,15800,485772,767665.0,48586400.0
2005-10-25,16050,16200,15500,15500,975495,753089.0,48586400.0
2005-10-26,15550,15800,15150,15300,1379999,743372.0,48586400.0
2005-10-27,15250,15350,15000,15000,725149,728796.0,48586400.0
2005-10-28,14750,14900,14650,14900,572592,723937.0,48586400.0
2005-10-31,15050,15200,14950,15100,484218,733655.0,48586400.0
2005-11-01,15100,15750,15100,15650,796066,760377.0,48586400.0
2005-11-02,15800,15900,15500,15850,670021,770094.0,48586400.0
2005-11-03,16050,16150,15800,15850,621100,770094.0,48586400.0
2005-11-04,16100,16250,15950,16050,659372,779812.0,48586400.0
2005-11-07,16250,16350,15800,16100,403660,782241.0,48586400.0
2005-11-08,16200,16400,16100,16400,617780,796817.0,48586400.0
2005-11-09,16500,16800,16450,16700,981546,811393.0,48586400.0
2005-11-10,16800,17000,16700,17000,955300,825969.0,48586400.0
2005-11-11,17250,17350,16850,17000,869558,825969.0,48586400.0
2005-11-14,17150,17200,16700,16750,468260,813822.0,48586400.0
2005-11-15,16800,17300,16800,17250,947953,838115.0,48586400.0
2005-11-16,17300,18100,17200,18000,1702051,874555.0,48586400.0
2005-11-17,18400,20050,18200,19450,2886387,945005.0,48586400.0
2005-11-18,19800,20050,19050,19250,1496329,935288.0,48586400.0
2005-11-21,19500,19650,18600,18750,1094693,910995.0,48586400.0
2005-11-22,18750,18950,18000,18050,1036725,876985.0,48586400.0
2005-11-23,18500,20200,18450,19850,2384736,964440.0,48586400.0
2005-11-24,20050,20400,19350,19550,1540828,949864.0,48586400.0
2005-11-25,19650,20050,19300,19500,1143477,947435.0,48586400.0
2005-11-28,19600,20450,19450,20050,1206859,974157.0,48586400.0
2005-11-29,19750,20700,19550,20300,1508543,986304.0,48586400.0
2005-11-30,20400,21150,20350,20800,1580764,1010597.0,48586400.0
2005-12-01,20700,21000,20250,20800,933433,1010597.0,48586400.0
2005-12-02,21200,21250,20500,20500,1294062,996021.0,48586400.0
2005-12-05,20500,21400,20500,21400,1012159,1039749.0,48586400.0
2005-12-06,21400,21900,21250,21300,1024774,1034890.0,48586400.0
2005-12-07,21400,21800,20550,20750,1216528,1008168.0,48586400.0
2005-12-08,20500,21650,20500,21300,1908767,1034890.0,48586400.0
2005-12-09,21650,22350,21550,21800,2040315,1059184.0,48586400.0
2005-12-12,21800,22750,21800,22550,954726,1095623.0,48586400.0
2005-12-13,22650,22800,22050,22600,1140336,1098053.0,48586400.0
2005-12-14,22800,23050,22200,22550,755900,1095623.0,48586400.0
2005-12-15,22700,23000,22400,22700,630453,1102911.0,48586400.0
2005-12-16,22100,23000,21800,22500,763605,1093194.0,48586400.0
2005-12-19,22150,22700,22150,22450,554950,1090765.0,48586400.0
2005-12-20,22250,23050,22150,22650,772690,1100482.0,48586400.0
2005-12-21,22750,23100,22700,23100,620079,1122346.0,48586400.0
2005-12-22,23350,23400,21850,22350,889203,1085906.0,48586400.0
2005-12-23,22350,22400,21650,21900,596166,1064042.0,48586400.0
2005-12-26,22050,22050,21150,21200,762498,1076396.0,50773400.0
2005-12-27,20800,21400,20800,21100,896333,1071319.0,50773400.0
2005-12-28,21100,22100,20900,21900,1358985,1111937.0,50773400.0
2005-12-29,22200,23100,21700,22600,1791477,1147479.0,50773400.0
2006-01-02,22850,23300,22100,22900,847531,1162711.0,50773400.0
2006-01-03,23300,24550,23050,24500,1680955,1243948.0,50773400.0
2006-01-04,24850,25200,23800,23800,1372330,1208407.0,50773400.0
2006-01-05,24150,24950,23800,24950,1891133,1266796.0,50773400.0
2006-01-06,25100,25200,24500,25200,747841,1279490.0,50773400.0
2006-01-09,25500,28250,25300,27500,2118760,1396268.0,50773400.0
2006-01-10,27400,27800,26150,26250,1259857,1332802.0,50773400.0
2006-01-11,26250,27600,25550,27400,1120558,1391191.0,50773400.0
2006-01-12,28000,28050,26900,26900,868269,1365804.0,50773400.0
2006-01-13,26500,27450,26000,27350,920652,1388652.0,50773400.0
2006-01-16,27500,28350,27250,27350,918994,1388652.0,50773400.0
2006-01-17,27450,28150,25750,25900,1373286,1315031.0,50773400.0
