디와이(013570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-12-07,3394,3394,3320,3320,108710,120555.0,31600308.0
2009-12-08,3320,3420,3320,3421,241490,124189.0,31600308.0
2009-12-09,3403,3612,3385,3603,498972,130825.0,31600308.0
2009-12-10,3612,3733,3542,3677,589381,133511.0,31600308.0
2009-12-11,3690,3699,3585,3621,288795,131457.0,31600308.0
2009-12-14,3668,3668,3559,3612,282154,131141.0,31600308.0
2009-12-15,3646,3668,3612,3634,295782,131931.0,31600308.0
2009-12-16,3655,3799,3638,3751,607058,136197.0,31600308.0
2009-12-17,3781,3916,3699,3864,1020774,140305.0,31600308.0
2009-12-18,3855,3934,3842,3908,525034,141885.0,31600308.0
2009-12-21,3881,3934,3847,3904,270362,141727.0,31600308.0
2009-12-22,3938,3947,3868,3869,221568,140463.0,31600308.0
2009-12-23,3860,3907,3655,3656,325644,132721.0,31600308.0
2009-12-24,3707,3807,3655,3769,189659,136829.0,31600308.0
2009-12-28,3768,3960,3742,3830,323090,139041.0,31600308.0
2009-12-29,3829,3973,3733,3751,334486,136197.0,31600308.0
2009-12-30,3786,3881,3707,3808,242535,138251.0,31600308.0
2010-01-04,3812,3960,3812,3938,316771,142991.0,31600308.0
2010-01-05,3968,3995,3794,3799,475589,137935.0,31600308.0
2010-01-06,3829,3894,3781,3869,304905,140463.0,31600308.0
2010-01-07,3903,4082,3899,4025,1110967,146151.0,31600308.0
2010-01-08,4025,4525,4025,4413,2580737,160214.0,31600308.0
2010-01-11,4508,4778,4499,4744,1357379,172222.0,31600308.0
2010-01-12,4700,4882,4604,4630,1054830,168114.0,31600308.0
2010-01-13,4621,4865,4517,4639,593311,168430.0,31600308.0
2010-01-14,4665,4813,4604,4700,516206,170642.0,31600308.0
2010-01-15,4787,5082,4665,5005,1196297,181702.0,31600308.0
2010-01-18,5004,5056,4882,4970,397965,180438.0,31600308.0
2010-01-19,5065,5439,5065,5396,1296251,195922.0,31600308.0
2010-01-20,5465,5561,5257,5361,819160,194658.0,31600308.0
2010-01-21,5265,5361,5117,5214,620469,189286.0,31600308.0
2010-01-22,5048,5126,4874,4979,820473,180754.0,31600308.0
2010-01-25,4874,5039,4717,4787,529570,173802.0,31600308.0
2010-01-26,4891,4952,4743,4874,486848,176962.0,31600308.0
2010-01-27,4891,5257,4839,5257,821214,190866.0,31600308.0
2010-01-28,5265,5317,4926,4996,852623,181386.0,31600308.0
2010-01-29,4847,4874,4377,4482,687302,162742.0,31600308.0
2010-02-01,4482,4578,4395,4509,330952,163690.0,31600308.0
2010-02-02,4656,4656,4343,4369,480330,158634.0,31600308.0
2010-02-03,4456,4534,4404,4526,358233,164322.0,31600308.0
2010-02-04,4534,4769,4534,4622,470980,167798.0,31600308.0
2010-02-05,4395,4473,4317,4369,505102,158634.0,31600308.0
2010-02-08,4395,4430,4103,4117,420219,149469.0,31600308.0
2010-02-09,4082,4386,4060,4352,425433,158002.0,31600308.0
2010-02-10,4482,4525,4325,4352,503473,158002.0,31600308.0
2010-02-11,4360,4569,4360,4569,272955,165902.0,31600308.0
2010-02-12,4569,4586,4438,4456,215803,161794.0,31600308.0
2010-02-16,4534,4604,4438,4569,219145,165902.0,31600308.0
2010-02-17,4586,4699,4560,4578,318169,166218.0,31600308.0
2010-02-18,4639,4639,4473,4509,166780,163690.0,31600308.0
2010-02-19,4499,4595,4290,4300,330798,156106.0,31600308.0
2010-02-22,4386,4604,4386,4569,403035,165902.0,31600308.0
2010-02-23,4700,4734,4630,4665,459400,169378.0,31600308.0
2010-02-24,4578,4743,4578,4613,278715,167482.0,31600308.0
2010-02-25,4673,4760,4464,4535,297851,164638.0,31600308.0
2010-02-26,4595,4656,4534,4630,235313,168114.0,31600308.0
2010-03-02,4665,5022,4665,5005,902336,181702.0,31600308.0
2010-03-03,5004,5048,4891,4970,312773,180438.0,31600308.0
2010-03-04,4987,5126,4952,4970,411036,180438.0,31600308.0
2010-03-05,4969,5187,4969,5161,500760,187390.0,31600308.0
2010-03-08,5300,5300,5126,5196,503116,188654.0,31600308.0
2010-03-09,5196,5248,5074,5205,306616,188970.0,31600308.0
2010-03-10,5230,5239,4935,5153,374075,187074.0,31600308.0
2010-03-11,5170,5178,5022,5126,223401,186126.0,31600308.0
2010-03-12,5170,5213,5100,5109,156332,185494.0,31600308.0
2010-03-15,5187,5222,5100,5179,256165,188022.0,31600308.0
2010-03-16,5204,5222,5056,5170,219185,187706.0,31600308.0
2010-03-17,5178,5283,5152,5266,422008,191182.0,31600308.0
2010-03-18,5291,5309,5143,5266,395036,191182.0,31600308.0
2010-03-19,5300,5631,5291,5527,1098292,200662.0,31600308.0
2010-03-22,5518,5709,5457,5579,609124,202558.0,31600308.0
2010-03-23,5613,5883,5613,5744,772433,208562.0,31600308.0
2010-03-24,5831,5840,5596,5684,369806,206350.0,31600308.0
2010-03-25,5735,5866,5666,5840,291015,212038.0,31600308.0
2010-03-26,5840,5909,5735,5788,202057,210142.0,31600308.0
2010-03-29,5666,5892,5657,5771,360396,209510.0,31600308.0
2010-03-30,5831,5953,5666,5936,301043,215514.0,31600308.0
2010-03-31,6040,6040,5796,5884,251306,213618.0,31600308.0
2010-04-01,5883,5935,5805,5884,302462,213618.0,31600308.0
2010-04-02,5935,6040,5526,5701,354826,206982.0,31600308.0
2010-04-05,5657,5796,5526,5701,299903,206982.0,31600308.0
2010-04-06,5674,5718,5526,5684,308229,206350.0,31600308.0
2010-04-07,5700,5883,5535,5849,364271,212354.0,31600308.0
2010-04-08,5787,5848,5727,5831,185621,211722.0,31600308.0
2010-04-09,5840,5962,5796,5919,358972,214882.0,31600308.0
2010-04-12,6092,6240,5831,5884,541680,213618.0,31600308.0
2010-04-13,5927,5953,5761,5884,256093,213618.0,31600308.0
2010-04-14,5875,6031,5796,5997,213536,217726.0,31600308.0
2010-04-15,6014,6231,5918,6197,461321,224994.0,31600308.0
2010-04-16,6284,6379,6197,6223,602482,225942.0,31600308.0
2010-04-19,6092,6310,6092,6188,292089,224678.0,31600308.0
2010-04-20,6266,6275,6118,6214,243626,225626.0,31600308.0
2010-04-21,6214,6275,6153,6267,205589,227522.0,31600308.0
2010-04-22,6310,6327,6205,6267,171467,227522.0,31600308.0
2010-04-23,6240,6249,6049,6119,220252,222150.0,31600308.0
2010-04-26,6127,6162,5988,6014,271015,218358.0,31600308.0
2010-04-27,6066,6214,6022,6136,215999,222782.0,31600308.0
2010-04-28,6005,6092,5918,5962,347060,216462.0,31600308.0
2010-04-29,6014,6031,5796,5901,369075,214250.0,31600308.0
2010-04-30,5918,6057,5866,6049,408381,219622.0,31600308.0
2010-05-03,6049,6049,5814,5953,200671,216146.0,31600308.0
2010-05-04,5953,6275,5953,6267,460352,227990.0,31665308.0
2010-05-06,6031,6292,6031,6136,481557,223240.0,31665308.0
2010-05-07,5918,6031,5770,5927,368444,215641.0,31665308.0
2010-05-10,6031,6318,5927,6258,540872,227674.0,31665308.0
2010-05-11,6353,6353,6144,6188,369943,225140.0,31665308.0
2010-05-12,6179,6606,6110,6467,882887,235273.0,31665308.0
2010-05-13,6536,6919,6484,6876,814297,250156.0,31665308.0
2010-05-14,6875,6945,6606,6641,1123464,241606.0,31665308.0
2010-05-17,6562,6797,6510,6702,506682,243823.0,31665308.0
2010-05-18,6788,6832,6162,6301,618108,229257.0,31665308.0
2010-05-19,6223,6353,5970,6162,923902,224190.0,31665308.0
2010-05-20,6188,6301,5831,5858,381843,213108.0,31665308.0
2010-05-24,5840,6040,5770,5997,293175,218174.0,31665308.0
2010-05-25,5918,5918,5396,5814,534669,211524.0,31665308.0
2010-05-26,5901,5962,5518,5858,382515,213108.0,31665308.0
2010-05-27,5770,6136,5640,6127,670392,222924.0,31665308.0
2010-05-28,6170,6266,5883,6058,540353,220391.0,31665308.0
2010-05-31,6049,6083,5918,6023,241465,219124.0,31665308.0
2010-06-01,6022,6136,5979,6093,258389,221657.0,31665308.0
2010-06-03,6153,6292,6101,6119,164381,222607.0,31665308.0
2010-06-04,6101,6205,5944,5979,207322,217541.0,31665308.0
2010-06-07,5787,5918,5753,5797,150448,210891.0,31665308.0
2010-06-08,5796,5866,5761,5866,314407,213424.0,31665308.0
2010-06-09,5866,5901,5761,5831,277206,212158.0,31665308.0
2010-06-10,5848,6075,5840,6006,535045,218491.0,31665308.0
2010-06-11,6179,6432,6110,6354,655214,231157.0,31665308.0
2010-06-14,6519,6519,6266,6310,219659,229573.0,31665308.0
2010-06-15,6275,6310,6118,6180,374195,224824.0,31665308.0
2010-06-16,6310,6310,6205,6275,239128,228307.0,31665308.0
2010-06-17,6275,6397,6162,6171,237160,224507.0,31665308.0
2010-06-18,6136,6223,6075,6223,214250,226407.0,31665308.0
2010-06-21,6231,6449,6214,6441,418462,234323.0,31665308.0
2010-06-22,6397,6623,6310,6336,437226,230523.0,31665308.0
2010-06-23,6284,6371,6179,6188,175276,225140.0,31665308.0
2010-06-24,6188,6310,6188,6206,122565,225774.0,31665308.0
2010-06-25,6127,6179,5909,5945,653584,216274.0,31665308.0
2010-06-28,5970,6014,5866,5884,377937,214057.0,31665308.0
2010-06-29,5935,5979,5709,5710,340873,207724.0,31665308.0
2010-06-30,5509,5918,5396,5919,281550,215324.0,31665308.0
2010-07-01,5909,5944,5744,5831,130788,212158.0,31665308.0
2010-07-02,5831,5892,5753,5805,180732,211208.0,31665308.0
2010-07-05,5787,5909,5779,5892,121557,214374.0,31665308.0
2010-07-06,5848,5892,5744,5831,136236,212158.0,31665308.0
2010-07-07,5918,5918,5727,5744,160840,208991.0,31665308.0
2010-07-08,5848,5866,5674,5675,194380,206458.0,31665308.0
2010-07-09,5779,5796,5605,5692,244490,207091.0,31665308.0
2010-07-12,5744,5962,5727,5945,265998,216274.0,31665308.0
2010-07-13,5918,5970,5744,5779,471369,210258.0,31665308.0
2010-07-14,5901,5988,5822,5831,404001,212158.0,31665308.0
2010-07-15,5848,6162,5796,6093,468136,221657.0,31665308.0
2010-07-16,6179,6345,5988,6006,864049,218491.0,31665308.0
2010-07-19,5962,5979,5848,5945,317671,216274.0,31665308.0
2010-07-20,5944,6022,5875,5936,130327,215957.0,31665308.0
2010-07-21,5918,5970,5831,5840,237138,212474.0,31665308.0
2010-07-22,5796,5892,5509,5536,585145,201391.0,31665308.0
2010-07-23,5596,5779,5587,5640,425220,205191.0,31665308.0
2010-07-26,5657,5761,5622,5744,197551,208991.0,31665308.0
2010-07-27,5848,6075,5796,6006,722280,218491.0,31665308.0
2010-07-28,6031,6118,5866,5919,457448,215324.0,31665308.0
2010-07-29,5918,5970,5718,5727,352093,208358.0,31665308.0
2010-07-30,5761,5822,5700,5814,189918,211524.0,31665308.0
2010-08-02,5857,6101,5857,6084,494064,221341.0,31665308.0
2010-08-03,6231,6379,6101,6345,1066836,230840.0,31665308.0
2010-08-04,6345,6353,6188,6336,381451,230523.0,31665308.0
2010-08-05,6362,6519,6249,6423,650394,233690.0,31665308.0
2010-08-06,6423,6432,6292,6371,234409,231790.0,31665308.0
2010-08-09,6284,6301,6101,6136,412910,223240.0,31665308.0
2010-08-10,6188,6205,5787,5875,783578,213741.0,31665308.0
2010-08-11,5875,5918,5761,5779,331622,210258.0,31665308.0
2010-08-12,5674,5831,5657,5788,199096,210574.0,31665308.0
2010-08-13,5805,5970,5787,5953,190243,216591.0,31665308.0
2010-08-16,5901,5979,5761,5953,198521,216591.0,31665308.0
2010-08-17,5953,6101,5935,5962,201682,216907.0,31665308.0
2010-08-18,6014,6162,6005,6162,284545,224190.0,31665308.0
2010-08-19,6205,6266,6127,6258,247455,227674.0,31665308.0
2010-08-20,6092,6214,6049,6214,237511,226090.0,31665308.0
2010-08-23,6205,6292,6118,6249,272472,227357.0,31665308.0
2010-08-24,6257,6388,6179,6354,439915,231157.0,31665308.0
2010-08-25,6266,6336,6162,6267,210874,227990.0,31665308.0
2010-08-26,6266,6423,6240,6293,436357,228940.0,31665308.0
2010-08-27,6275,6710,6275,6676,1159419,242873.0,31665308.0
2010-08-30,6762,6849,6640,6745,593759,245406.0,31665308.0
2010-08-31,6693,7067,6667,7006,1189941,254906.0,31665308.0
2010-09-01,7058,7450,6971,7450,1344139,271055.0,31665308.0
2010-09-02,7485,7711,7398,7485,969520,272322.0,31665308.0
2010-09-03,7476,7702,7302,7598,673142,276438.0,31665308.0
2010-09-06,7737,7737,7485,7616,435190,277071.0,31665308.0
2010-09-07,7607,7920,7459,7833,804716,284988.0,31665308.0
2010-09-08,7833,8007,7746,7894,452589,287204.0,31665308.0
2010-09-09,7963,8007,7789,7877,590905,286571.0,31665308.0
2010-09-10,7998,8016,7746,7833,441751,284988.0,31665308.0
2010-09-13,7815,8790,7815,8643,1743864,314437.0,31665308.0
2010-09-14,8703,9008,8242,8408,1281210,305887.0,31665308.0
2010-09-15,8486,8747,7998,8068,1114877,293537.0,31665308.0
2010-09-16,8050,8486,7963,8277,663453,301137.0,31665308.0
2010-09-17,8364,8442,8207,8373,304763,304620.0,31665308.0
2010-09-20,8312,8703,8312,8686,366223,316020.0,31665308.0
2010-09-24,8790,8964,8695,8791,499300,319820.0,31665308.0
2010-09-27,8877,8921,8538,8878,488975,322986.0,31665308.0
2010-09-28,8877,8877,8634,8669,338675,315386.0,31665308.0
2010-09-29,8747,8921,8668,8834,486888,321403.0,31665308.0
2010-09-30,8747,9095,8695,9052,493242,329319.0,31665308.0
2010-10-01,9008,9095,8834,9008,345555,327736.0,31665308.0
2010-10-04,9051,9748,9051,9487,851853,345152.0,31665308.0
2010-10-05,9574,9661,9269,9356,359731,340402.0,31665308.0
2010-10-06,9487,9617,9225,9574,466988,348318.0,31665308.0
2010-10-07,9574,10052,9225,9661,492445,351485.0,31665308.0
2010-10-08,9835,10009,9748,9835,424515,357818.0,31665308.0
2010-10-11,9965,10357,9748,10009,719763,364151.0,31665308.0
2010-10-12,9922,10139,9225,10140,930870,368901.0,31665308.0
2010-10-13,10357,10400,10009,10096,454006,367318.0,31665308.0
2010-10-14,10139,10270,9748,10096,520208,367318.0,31665308.0
2010-10-15,10009,10400,10009,10183,552996,370484.0,31665308.0
2010-10-18,10444,10531,10183,10401,442979,378400.0,31665308.0
2010-10-19,10270,10400,9878,10009,454435,364151.0,31665308.0
2010-10-20,9748,10183,9530,10096,416211,367318.0,31665308.0
2010-10-21,10183,10226,9748,9748,267870,354651.0,31665308.0
2010-10-22,9965,10052,9704,9792,401243,356235.0,31665308.0
2010-10-25,9791,10836,9748,10836,807190,394233.0,31665308.0
2010-10-26,10836,11053,10618,10793,319888,392650.0,31665308.0
2010-10-27,10879,10879,10270,10444,360279,379984.0,31665308.0
2010-10-28,10313,10749,10313,10749,344126,391067.0,31665308.0
2010-10-29,10879,10966,10357,10706,438285,389483.0,31665308.0
2010-11-01,10705,10966,10444,10880,466439,395816.0,31665308.0
2010-11-02,10966,10966,10575,10749,336958,391067.0,31665308.0
2010-11-03,10966,11010,10400,10401,396013,378400.0,31665308.0
2010-11-04,10444,10444,10009,10270,452219,373651.0,31665308.0
2010-11-05,10531,10618,10139,10140,390252,368901.0,31665308.0
2010-11-08,10139,10400,10052,10401,250608,378400.0,31665308.0
2010-11-09,10444,10444,9922,10183,373005,370484.0,31665308.0
2010-11-10,10270,10575,10096,10575,437404,384733.0,31665308.0
2010-11-11,10705,11445,10575,10575,1130813,384733.0,31665308.0
2010-11-12,10792,11140,10226,10662,942217,387900.0,31665308.0
2010-11-15,10705,10966,10400,10531,556523,383150.0,31665308.0
2010-11-16,10662,10662,9835,9835,551627,357818.0,31665308.0
2010-11-17,9574,10052,9530,9792,477998,356235.0,31665308.0
2010-11-18,9835,10226,9835,10227,471573,372067.0,31665308.0
2010-11-19,10313,10749,10183,10444,555187,379984.0,31665308.0
2010-11-22,10531,10662,10096,10140,318006,368901.0,31665308.0
2010-11-23,10096,10270,9487,9661,479012,351485.0,31665308.0
2010-11-24,9138,9922,9095,9879,629862,359401.0,31665308.0
2010-11-25,9922,10313,9922,10009,346899,364151.0,31665308.0
2010-11-26,10052,10052,9574,9792,262282,356235.0,31665308.0
2010-11-29,9617,9835,9443,9661,211627,351485.0,31665308.0
2010-11-30,9704,9922,9487,9922,296987,360985.0,31665308.0
2010-12-01,9878,9878,9487,9661,532019,351485.0,31665308.0
2010-12-02,9835,10139,9704,9792,508588,356235.0,31665308.0
2010-12-03,9878,9878,9400,9574,375040,348318.0,31665308.0
2010-12-06,10052,10183,9487,9531,733517,346735.0,31665308.0
2010-12-07,9617,9617,9182,9487,446229,345152.0,31665308.0
2010-12-08,9487,9574,9182,9444,279152,343569.0,31665308.0
2010-12-09,9443,9574,9312,9487,183184,345152.0,31665308.0
2010-12-10,9487,9791,9443,9574,243368,348318.0,31665308.0
2010-12-13,9574,9617,9356,9400,138008,341985.0,31665308.0
2010-12-14,9400,10183,9356,10140,724357,368901.0,31665308.0
2010-12-15,10357,10618,10096,10575,596938,384733.0,31665308.0
2010-12-16,10444,11010,10444,10793,521916,392650.0,31665308.0
2010-12-17,10792,10879,10313,10314,369009,375234.0,31665308.0
2010-12-20,10096,10444,10009,10314,285166,375234.0,31665308.0
2010-12-21,10531,10749,10357,10357,203915,376817.0,31665308.0
2010-12-22,10400,10618,9965,10140,322716,368901.0,31665308.0
2010-12-23,10139,10313,9704,9792,272321,356235.0,31665308.0
2010-12-24,9748,10139,9443,9966,517977,362568.0,31665308.0
2010-12-27,9922,9965,9356,9356,385880,340402.0,31665308.0
2010-12-28,9400,9574,9269,9313,521186,338819.0,31665308.0
2010-12-29,9356,9748,9269,9748,319048,354651.0,31665308.0
2010-12-30,9748,9791,9443,9444,385451,343569.0,31665308.0
2011-01-03,9487,10009,9487,9966,496513,362568.0,31665308.0
2011-01-04,10139,10357,9965,10140,535419,368901.0,31665308.0
2011-01-05,10226,10749,10183,10488,837637,381567.0,31665308.0
2011-01-06,10705,11271,10531,11271,1052172,410066.0,31665308.0
2011-01-07,11575,11924,11445,11663,952690,424315.0,31665308.0
2011-01-10,11662,12054,11314,12055,508608,438565.0,31665308.0
2011-01-11,11967,12098,11445,11619,588116,422732.0,31665308.0
2011-01-12,11750,11837,11488,11489,328122,417982.0,31665308.0
2011-01-13,11662,11837,11358,11489,489150,417982.0,31665308.0
2011-01-14,11662,12228,11488,12055,590354,438565.0,31665308.0
2011-01-17,12011,12098,11401,11532,394626,419565.0,31665308.0
2011-01-18,11532,11793,11184,11663,367091,424315.0,31665308.0
2011-01-19,11575,12272,11445,12229,648516,444898.0,31665308.0
2011-01-20,12141,13229,12098,12969,963348,471813.0,31665308.0
2011-01-21,12968,13012,12402,12490,541416,454397.0,31665308.0
2011-01-24,12489,12663,12141,12490,414768,454397.0,31665308.0
2011-01-25,12315,12620,11880,11968,504496,435398.0,31665308.0
2011-01-26,12098,12533,12011,12490,283840,454397.0,31665308.0
2011-01-27,12576,12837,12228,12577,386396,457564.0,31665308.0
2011-01-28,12533,12663,11706,11924,877418,433815.0,31665308.0
2011-01-31,11750,11750,11445,11532,350186,419565.0,31665308.0
2011-02-01,11488,12141,11488,11750,269258,427482.0,31665308.0
2011-02-07,12011,12576,11967,12490,572504,454397.0,31665308.0
2011-02-08,12663,12881,12359,12359,444352,449647.0,31665308.0
2011-02-09,12359,12663,12098,12229,379733,444898.0,31665308.0
2011-02-10,12185,12315,11662,11837,332746,430648.0,31665308.0
2011-02-11,11924,12576,11837,12142,447141,441731.0,31665308.0
2011-02-14,12620,12620,11924,12011,232231,436981.0,31665308.0
2011-02-15,11880,12272,11793,12055,155818,438565.0,31665308.0
2011-02-16,12185,12315,11837,11837,282903,430648.0,31665308.0
2011-02-17,11837,11967,11140,11358,394065,413232.0,31665308.0
2011-02-18,11662,12141,11445,12142,321420,441731.0,31665308.0
2011-02-21,12054,12141,11706,11750,229729,427482.0,31665308.0
2011-02-22,11532,11749,11314,11750,211722,427482.0,31665308.0
2011-02-23,11575,11706,11271,11576,268016,421149.0,31665308.0
2011-02-24,11401,11488,11140,11141,214097,405316.0,31665308.0
2011-02-25,11227,11880,11227,11750,386059,427482.0,31665308.0
2011-02-28,11619,11750,11401,11706,161386,425898.0,31665308.0
2011-03-02,11706,12620,11532,12620,900491,459147.0,31665308.0
2011-03-03,12794,13229,12489,13186,1027169,479729.0,31665308.0
2011-03-04,13186,13316,12794,13143,559036,478146.0,31665308.0
2011-03-07,13099,13664,13012,13578,512117,493979.0,31665308.0
2011-03-08,13577,14143,13403,13578,863741,493979.0,31665308.0
2011-03-09,13664,13838,13099,13534,471340,492396.0,31665308.0
2011-03-10,13577,13969,13055,13839,500757,503478.0,31665308.0
2011-03-11,13490,14100,13403,13534,512375,492396.0,31665308.0
2011-03-14,13969,14448,13795,13882,745946,505062.0,31665308.0
2011-03-15,14100,14143,12011,13360,843718,486062.0,31665308.0
2011-03-16,13403,13751,12925,13360,334042,486062.0,31665308.0
2011-03-17,12968,14361,12968,14361,1017129,522478.0,31665308.0
2011-03-18,14491,15187,13969,14056,1021773,511395.0,31665308.0
2011-03-21,14100,14535,13969,14361,495160,522478.0,31665308.0
2011-03-22,14535,14535,13882,13926,741981,506645.0,31665308.0
2011-03-23,13838,14665,13490,14448,878133,525644.0,31665308.0
2011-03-24,14578,15362,14230,15231,1200209,554143.0,31665308.0
2011-03-25,15492,15492,14665,14753,772454,536727.0,31665308.0
2011-03-28,14796,15057,14535,14666,506095,533560.0,31665308.0
2011-03-29,14622,15013,14448,14709,432988,535144.0,31665308.0
2011-03-30,14883,14926,14404,14448,621578,525644.0,31665308.0
2011-03-31,14622,14883,14317,14796,365031,538310.0,31665308.0
2011-04-01,14926,14926,14404,14579,448099,530394.0,31665308.0
2011-04-04,14578,14709,13969,14318,527518,520894.0,31665308.0
2011-04-05,14361,14709,13838,14405,669122,524061.0,31665308.0
2011-04-06,14317,15057,14317,14535,646823,528811.0,31665308.0
2011-04-07,14665,14796,14404,14753,295496,536727.0,31665308.0
2011-04-08,14883,15623,14752,15536,1156979,565226.0,31665308.0
2011-04-11,15536,16188,15318,15754,1106555,573142.0,31665308.0
2011-04-12,15927,16232,15231,15319,721630,557309.0,31665308.0
2011-04-13,15536,16014,15275,16015,575767,582642.0,31665308.0
2011-04-14,15927,16754,15797,16319,877859,593725.0,31665308.0
2011-04-15,16537,16667,15884,16319,567272,593725.0,31665308.0
2011-04-18,16319,16972,15971,16406,879343,596891.0,31665308.0
2011-04-19,16101,16537,15492,15797,753550,574725.0,31665308.0
2011-04-20,15884,16058,15318,15623,906425,568392.0,31665308.0
2011-04-21,15753,16972,15275,16798,1343520,611140.0,31665308.0
2011-04-22,17015,17537,16754,16885,915839,614307.0,31665308.0
2011-04-25,17059,17842,16711,17494,706188,636473.0,31665308.0
2011-04-26,17668,18016,16537,16668,1239788,606391.0,31665308.0
2011-04-27,16972,17189,15362,16406,1086623,596891.0,31665308.0
2011-04-28,16362,16754,15971,16537,483279,601641.0,31665308.0
2011-04-29,16493,16711,15405,15623,694998,568392.0,31665308.0
2011-05-02,15405,15710,15057,15536,499144,565226.0,31665308.0
2011-05-03,15536,15666,15057,15362,335734,558893.0,31665308.0
2011-05-04,15710,15927,15449,15449,251952,562059.0,31665308.0
2011-05-06,15318,15666,14796,14970,586887,544643.0,31665308.0
2011-05-09,15057,15362,14883,14927,246383,543060.0,31665308.0
2011-05-11,15144,15927,15100,15928,436242,579475.0,31665308.0
2011-05-12,15710,15797,15405,15493,307454,563642.0,31665308.0
2011-05-13,15492,15536,14056,14883,1007904,541477.0,31665308.0
2011-05-16,14796,15840,14622,15449,620478,562059.0,31665308.0
2011-05-17,15536,16232,15492,16145,501893,587391.0,31665308.0
2011-05-18,16145,16232,15666,15928,495577,579475.0,31665308.0
2011-05-19,15884,15884,15275,15667,390862,569976.0,31665308.0
2011-05-20,15449,15710,15231,15319,251035,557309.0,31665308.0
2011-05-23,14970,15492,14622,14622,429411,531977.0,31665308.0
2011-05-24,14404,15100,14404,15014,665781,546227.0,31665308.0
2011-05-25,15100,15362,14143,14405,549248,524061.0,31665308.0
2011-05-26,14622,15405,14448,15406,675129,560476.0,31665308.0
2011-05-27,15449,15710,14926,15231,471571,554143.0,31665308.0
2011-05-30,15405,15666,15231,15231,367988,554143.0,31665308.0
2011-05-31,15187,15840,15100,15754,677800,573142.0,31665308.0
2011-06-01,15797,16450,15666,15971,1306813,581058.0,31665308.0
2011-06-02,15405,16101,15318,16015,605830,582642.0,31665308.0
2011-06-03,15666,16058,15318,16015,905467,582642.0,31665308.0
2011-06-07,15840,15971,15013,15406,600657,560476.0,31665308.0
2011-06-08,15318,15579,14839,15275,389541,555726.0,31665308.0
2011-06-09,15231,15971,15057,15580,503246,566809.0,31665308.0
2011-06-10,15884,16101,14491,14666,887451,533560.0,31665308.0
2011-06-13,14578,14752,13360,13882,1405481,505062.0,31665308.0
2011-06-14,13925,14491,13577,14361,1183607,522478.0,31665308.0
2011-06-15,14361,14404,13838,14013,568280,509811.0,31665308.0
2011-06-16,13751,14491,13708,14318,590705,520894.0,31665308.0
2011-06-17,14535,14839,14317,14666,544569,533560.0,31665308.0
2011-06-20,14796,15144,14535,14535,428741,528811.0,31665308.0
2011-06-21,14709,14883,14143,14535,291563,528811.0,31665308.0
2011-06-22,14796,14796,14404,14448,285213,525644.0,31665308.0
2011-06-23,14317,14752,14274,14492,187280,527227.0,31665308.0
2011-06-24,14622,14796,14404,14666,221868,533560.0,31665308.0
2011-06-27,14578,14970,14491,14840,296092,539894.0,31665308.0
2011-06-28,15057,15187,14752,14840,376896,539894.0,31665308.0
2011-06-29,15100,15579,15057,15580,540672,566809.0,31665308.0
2011-06-30,15840,15840,15318,15362,321597,558893.0,31665308.0
2011-07-01,15579,15623,15144,15536,342306,565226.0,31665308.0
2011-07-04,15623,15840,15362,15667,328990,569976.0,31665308.0
2011-07-05,15840,16275,15797,16015,559200,582642.0,31665308.0
2011-07-06,16014,16319,15927,16102,372595,585808.0,31665308.0
2011-07-07,16188,16275,15840,15884,398643,577892.0,31665308.0
2011-07-08,16058,16058,15449,15493,365963,563642.0,31665308.0
2011-07-11,15362,15579,15231,15275,180475,555726.0,31665308.0
2011-07-12,15100,15100,14535,14622,434793,531977.0,31665308.0
2011-07-13,14665,15144,14578,15057,371151,547810.0,31665308.0
2011-07-14,14883,15449,14796,15406,424252,560476.0,31665308.0
2011-07-15,15492,16232,15318,16058,855608,584225.0,31665308.0
2011-07-18,16493,17146,16319,16929,1646171,615890.0,31665308.0
2011-07-19,17015,17363,16711,16798,1009491,611140.0,31665308.0
2011-07-20,17146,17799,17059,17407,1269351,633306.0,31665308.0
2011-07-21,17276,17363,16624,17233,569659,626973.0,31665308.0
2011-07-22,17450,17537,16972,17146,358778,623807.0,31665308.0
2011-07-25,16798,17233,16406,16406,360145,596891.0,31665308.0
2011-07-26,16493,16928,16145,16842,581400,612724.0,31665308.0
2011-07-27,16711,16798,16362,16494,465190,600058.0,31665308.0
2011-07-28,16101,16711,16014,16450,325867,598474.0,31665308.0
2011-07-29,16624,16667,16275,16450,350092,598474.0,31665308.0
2011-08-01,16624,16754,16188,16537,438874,601641.0,31665308.0
2011-08-02,16406,16667,14970,15231,1341716,554143.0,31665308.0
2011-08-03,14709,15187,14317,15144,619292,550976.0,31665308.0
2011-08-04,15187,15231,13664,13926,790715,506645.0,31665308.0
2011-08-05,12794,13490,11837,12533,1327110,455980.0,31665308.0
2011-08-08,12489,14361,10705,12620,1346900,459147.0,31665308.0
2011-08-09,11837,12620,10836,12533,1481044,455980.0,31665308.0
2011-08-10,13403,13403,12533,12707,715955,462313.0,31665308.0
2011-08-11,12054,13055,11837,13056,466977,474980.0,31665308.0
2011-08-12,13490,13577,12707,12707,552531,462313.0,31665308.0
