조흥(002600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-01-20,40200,40200,40000,40000,50,24000.0,600000.0
2003-01-21,40000,40000,40000,40000,100,24000.0,600000.0
2003-01-22,40000,40000,39000,40000,2110,24000.0,600000.0
2003-01-23,40000,40000,40000,40000,0,,
2003-01-24,40100,40100,40000,40000,160,24000.0,600000.0
2003-01-27,40000,40000,40000,40000,100,,
2003-01-28,44900,44900,44900,44900,10,26940.0,600000.0
2003-01-29,41900,41900,41900,41900,0,25140.0,600000.0
2003-01-30,41800,41800,41800,41800,10,25080.0,600000.0
2003-02-03,40000,40000,40000,40000,150,24000.0,600000.0
2003-02-04,40000,40000,40000,40000,0,,
2003-02-05,43800,43800,40050,40050,20,24030.0,600000.0
2003-02-06,41900,41900,41900,41900,10,25140.0,600000.0
2003-02-07,40750,40750,39400,40000,190,24000.0,600000.0
2003-02-10,40100,40100,40100,40100,220,24060.0,600000.0
2003-02-11,40100,40100,40100,40100,210,24060.0,600000.0
2003-02-12,40100,40100,40100,40100,0,,
2003-02-13,40100,40100,40100,40100,0,,
2003-02-14,40100,40100,40100,40100,0,,
2003-02-17,40650,45000,40200,40200,430,24120.0,600000.0
2003-02-18,40500,40500,40500,40500,20,24300.0,600000.0
2003-02-19,39750,39750,39750,39750,10,23850.0,600000.0
2003-02-20,39750,41000,39750,41000,70,24600.0,600000.0
2003-02-21,41000,41000,41000,41000,0,24600.0,600000.0
2003-02-24,40200,40250,40200,40200,100,24120.0,600000.0
2003-02-25,40200,40200,40100,40100,80,24060.0,600000.0
2003-02-26,40150,40150,40100,40100,100,24060.0,600000.0
2003-02-27,40450,40700,39600,40700,200,24420.0,600000.0
2003-02-28,40450,40450,40450,40450,0,24270.0,600000.0
2003-03-03,40100,40900,40100,40900,130,24540.0,600000.0
2003-03-04,40150,41800,40150,41800,40,25080.0,600000.0
2003-03-05,40200,40250,40200,40250,30,24150.0,600000.0
2003-03-06,40200,42900,40200,42900,660,25740.0,600000.0
2003-03-07,40400,40500,40300,40300,950,24180.0,600000.0
2003-03-10,40200,40200,40200,40200,1180,24120.0,600000.0
2003-03-11,38200,40400,38000,40400,4030,24240.0,600000.0
2003-03-12,38800,42000,38800,41000,2320,24600.0,600000.0
2003-03-13,40700,40800,40500,40500,5430,24300.0,600000.0
2003-03-14,40500,40500,40500,40500,180,24300.0,600000.0
2003-03-17,40550,40550,40500,40500,5110,24300.0,600000.0
2003-03-18,40000,40000,40000,40000,100,,
2003-03-19,40000,40000,40000,40000,50,24000.0,600000.0
2003-03-20,40000,40000,40000,40000,70,24000.0,600000.0
2003-03-21,40100,40100,40100,40100,60,24060.0,600000.0
2003-03-24,40100,40100,38650,38950,60,23370.0,600000.0
2003-03-25,40000,40100,40000,40100,2620,24060.0,600000.0
2003-03-26,40100,40200,40050,40050,7470,24030.0,600000.0
2003-03-27,40050,40050,40050,40050,10,24030.0,600000.0
2003-03-28,40000,40000,40000,40000,10,24000.0,600000.0
2003-03-31,40000,40000,40000,40000,0,,
2003-04-01,40000,40000,40000,40000,0,,
2003-04-02,40000,40000,40000,40000,0,,
2003-04-03,39650,41950,39650,41850,50,25110.0,600000.0
2003-04-04,39750,39750,39750,39750,10,23850.0,600000.0
2003-04-07,40200,40200,40200,40200,50,24120.0,600000.0
2003-04-08,40250,40250,40250,40250,10,24150.0,600000.0
2003-04-09,37000,40000,37000,39650,3413,23790.0,600000.0
2003-04-10,39850,39850,38600,39650,370,23790.0,600000.0
2003-04-11,41950,41950,39000,40250,493,24150.0,600000.0
2003-04-14,39950,39950,39000,39100,920,23460.0,600000.0
2003-04-15,39200,39450,38600,39200,990,23520.0,600000.0
2003-04-16,39200,39500,39000,39500,730,23700.0,600000.0
2003-04-17,39100,39300,38850,38850,740,23310.0,600000.0
2003-04-18,38600,39350,38600,39350,210,23610.0,600000.0
2003-04-21,39350,39900,39000,39000,1340,23400.0,600000.0
2003-04-22,39100,39150,39100,39150,370,23490.0,600000.0
2003-04-23,39100,39100,39000,39000,610,23400.0,600000.0
2003-04-24,39000,39000,38700,38700,870,23220.0,600000.0
2003-04-25,38500,38500,37600,38000,720,22800.0,600000.0
2003-04-28,38000,38300,37650,38300,190,22980.0,600000.0
2003-04-29,38350,39000,38350,39000,90,23400.0,600000.0
2003-04-30,39000,39000,39000,39000,30,23400.0,600000.0
2003-05-02,39500,40900,39500,40900,630,24540.0,600000.0
2003-05-06,40900,40950,40350,40950,320,24570.0,600000.0
2003-05-07,40900,40950,40250,40950,590,24570.0,600000.0
2003-05-09,40500,40500,40500,40500,0,24300.0,600000.0
2003-05-12,40500,40500,40500,40500,0,,
2003-05-13,40150,40950,40150,40950,90,24570.0,600000.0
2003-05-14,40950,40950,40950,40950,0,24570.0,600000.0
2003-05-15,40950,40950,40950,40950,0,,
2003-05-16,40950,40950,40950,40950,0,,
2003-05-19,40950,40950,40950,40950,0,,
2003-05-20,39700,39700,39650,39650,50,23790.0,600000.0
2003-05-21,39700,39700,39700,39700,30,23820.0,600000.0
2003-05-22,39700,39700,39700,39700,50,23820.0,600000.0
2003-05-23,39700,39700,39500,39500,60,23700.0,600000.0
2003-05-26,39500,39500,39500,39500,0,23700.0,600000.0
2003-05-27,39500,40000,39050,39600,7790,23760.0,600000.0
2003-05-28,39950,40000,39950,40000,70,24000.0,600000.0
2003-05-29,39250,39600,39250,39400,7820,23640.0,600000.0
2003-05-30,40450,40450,39400,39400,90,23640.0,600000.0
2003-06-02,39800,39800,39800,39800,6520,23880.0,600000.0
2003-06-03,39800,39800,39800,39800,12,23880.0,600000.0
2003-06-04,39800,39850,39800,39800,6580,23880.0,600000.0
2003-06-05,39850,45700,39850,45700,300,27420.0,600000.0
2003-06-09,44900,44900,44900,44900,0,26940.0,600000.0
2003-06-10,44900,44900,44900,44900,0,26940.0,600000.0
2003-06-11,44900,44950,40150,41000,1150,24600.0,600000.0
2003-06-12,42550,42550,42550,42550,10,25530.0,600000.0
2003-06-13,42250,42250,42250,42250,0,25350.0,600000.0
2003-06-16,42250,42250,40500,40950,130,24570.0,600000.0
2003-06-17,41250,41250,41250,41250,80,24750.0,600000.0
2003-06-18,41200,41200,41200,41200,10,24720.0,600000.0
2003-06-19,41000,41000,41000,41000,0,24600.0,600000.0
2003-06-20,46400,46400,40700,42050,620,25230.0,600000.0
2003-06-23,41000,41000,41000,41000,20,24600.0,600000.0
2003-06-24,41000,41000,41000,41000,360,24600.0,600000.0
2003-06-25,42000,42000,42000,42000,20,25200.0,600000.0
2003-06-26,43100,43100,43100,43100,0,25860.0,600000.0
2003-06-27,41000,41000,41000,41000,0,24600.0,600000.0
2003-06-30,41000,41000,41000,41000,0,,
2003-07-01,40050,43900,40050,41600,290,24960.0,600000.0
2003-07-02,40350,43900,40150,40300,270,24180.0,600000.0
2003-07-03,42500,42500,42300,42300,1320,25380.0,600000.0
2003-07-04,42300,43400,40100,40600,160,24360.0,600000.0
2003-07-07,42450,42450,39500,40500,240,24300.0,600000.0
2003-07-08,40500,40950,40300,40300,120,24180.0,600000.0
2003-07-09,40300,40300,40300,40300,10,24180.0,600000.0
2003-07-10,40950,40950,39600,39600,30,23760.0,600000.0
2003-07-11,39550,41900,39550,39600,80,23760.0,600000.0
2003-07-14,39600,40950,39600,40950,610,24570.0,600000.0
2003-07-15,40500,40500,40500,40500,500,24300.0,600000.0
2003-07-16,40100,40100,40100,40100,500,24060.0,600000.0
2003-07-18,40100,40300,40100,40300,580,24180.0,600000.0
2003-07-21,40100,40100,40100,40100,620,24060.0,600000.0
2003-07-22,40100,40100,40100,40100,600,24060.0,600000.0
2003-07-23,42500,42750,39700,39700,140,23820.0,600000.0
2003-07-24,39500,39500,39500,39500,620,23700.0,600000.0
2003-07-25,40900,41000,40900,41000,540,24600.0,600000.0
2003-07-28,40500,40500,40500,40500,250,24300.0,600000.0
2003-07-29,40500,40500,40500,40500,370,24300.0,600000.0
2003-07-30,40500,40500,40500,40500,610,24300.0,600000.0
2003-07-31,40500,40500,40500,40500,0,,
2003-08-01,40500,40500,40500,40500,800,24300.0,600000.0
2003-08-04,40000,40000,40000,40000,340,24000.0,600000.0
2003-08-05,35100,39950,35100,39500,990,23700.0,600000.0
2003-08-06,39500,41900,37100,41000,920,24600.0,600000.0
2003-08-07,40100,40100,40100,40100,590,24060.0,600000.0
2003-08-08,40000,41000,40000,41000,620,24600.0,600000.0
2003-08-11,41000,41000,41000,41000,0,,
2003-08-12,40500,40500,40500,40500,110,24300.0,600000.0
2003-08-13,40500,40500,40000,40000,290,24000.0,600000.0
2003-08-14,40500,40500,40500,40500,960,24300.0,600000.0
2003-08-18,40500,40500,40500,40500,810,24300.0,600000.0
2003-08-19,40150,41000,40150,40500,1180,24300.0,600000.0
2003-08-20,40500,40500,40500,40500,0,,
2003-08-21,40500,40600,40500,40600,1380,24360.0,600000.0
2003-08-22,40600,41000,40600,41000,1240,24600.0,600000.0
2003-08-25,40050,40700,40050,40700,880,24420.0,600000.0
2003-08-26,40500,40900,40000,40100,820,24060.0,600000.0
2003-08-27,40700,40700,39500,39500,1240,23700.0,600000.0
2003-08-28,40500,40500,40400,40400,1390,24240.0,600000.0
2003-08-29,40500,40500,40500,40500,240,24300.0,600000.0
2003-09-01,40500,40700,40500,40700,770,24420.0,600000.0
2003-09-02,40500,40500,40250,40250,840,24150.0,600000.0
2003-09-03,40250,40900,40250,40600,1060,24360.0,600000.0
2003-09-04,42850,42850,40600,40600,1470,24360.0,600000.0
2003-09-05,40350,40800,40350,40800,1870,24480.0,600000.0
2003-09-08,40850,40950,40850,40950,1110,24570.0,600000.0
2003-09-09,42400,42400,41500,41500,1090,24900.0,600000.0
2003-09-15,41500,41500,41500,41500,950,24900.0,600000.0
2003-09-16,41500,41500,40900,40900,910,24540.0,600000.0
2003-09-17,40900,40900,40900,40900,150,24540.0,600000.0
2003-09-18,41300,41400,41300,41400,660,24840.0,600000.0
2003-09-19,41200,41300,41200,41300,730,24780.0,600000.0
2003-09-22,41300,42650,40900,42650,430,25590.0,600000.0
2003-09-23,41500,41600,41050,41050,360,24630.0,600000.0
2003-09-24,41050,41050,41050,41050,0,24630.0,600000.0
2003-09-25,41050,41100,41050,41100,470,24660.0,600000.0
2003-09-26,41100,41300,41100,41300,700,24780.0,600000.0
2003-09-29,41200,41200,41150,41150,430,24690.0,600000.0
2003-09-30,40150,40950,40150,40950,160,24570.0,600000.0
2003-10-01,41300,41300,41200,41200,700,24720.0,600000.0
2003-10-02,41200,41300,41200,41300,790,24780.0,600000.0
2003-10-06,41300,41400,41300,41400,620,24840.0,600000.0
2003-10-07,41500,41500,41400,41500,770,24900.0,600000.0
2003-10-08,41700,41700,41700,41700,940,25020.0,600000.0
2003-10-09,41700,41700,41700,41700,240,25020.0,600000.0
2003-10-10,41700,41700,41700,41700,0,25020.0,600000.0
2003-10-13,41700,41700,41700,41700,659,25020.0,600000.0
2003-10-14,41750,41750,41750,41750,1110,25050.0,600000.0
2003-10-15,41900,41900,41900,41900,10,25140.0,600000.0
2003-10-16,42100,42100,42100,42100,1020,25260.0,600000.0
2003-10-17,42000,42000,41900,41900,120,25140.0,600000.0
2003-10-20,41900,41900,41900,41900,0,25140.0,600000.0
2003-10-21,42000,42000,42000,42000,220,25200.0,600000.0
2003-10-22,42000,42000,42000,42000,1200,25200.0,600000.0
2003-10-23,42000,42000,42000,42000,1420,25200.0,600000.0
2003-10-24,41900,42000,41900,42000,1590,25200.0,600000.0
2003-10-27,42000,42000,42000,42000,0,25200.0,600000.0
2003-10-28,40150,41950,40150,41900,80,25140.0,600000.0
2003-10-29,41900,41900,41900,41900,0,,
2003-10-30,41900,41900,41900,41900,0,,
2003-10-31,41900,41900,41900,41900,1300,25140.0,600000.0
2003-11-03,42000,42500,42000,42500,150,25500.0,600000.0
2003-11-04,47000,47000,42000,42000,509,25200.0,600000.0
2003-11-05,42000,42050,42000,42050,550,25230.0,600000.0
2003-11-06,40500,40500,40500,40500,750,24300.0,600000.0
2003-11-07,40700,40700,40700,40700,80,24420.0,600000.0
2003-11-10,40000,41000,40000,40900,43,24540.0,600000.0
2003-11-11,41500,41500,41500,41500,1110,24900.0,600000.0
2003-11-12,41500,41550,41500,41550,100027,24930.0,600000.0
2003-11-13,42500,42500,42500,42500,0,25500.0,600000.0
2003-11-14,44150,44150,44150,44150,90,26490.0,600000.0
2003-11-17,44150,44150,44150,44150,0,26490.0,600000.0
2003-11-18,44200,49500,44200,44400,160,26640.0,600000.0
2003-11-19,43500,43500,42050,42050,20,25230.0,600000.0
2003-11-20,42050,42050,42050,42050,0,25230.0,600000.0
2003-11-21,42050,42050,42050,42050,0,,
2003-11-24,42050,42050,42050,42050,0,,
2003-11-25,42000,42200,42000,42100,40,25260.0,600000.0
2003-11-26,41950,41950,41950,41950,0,25170.0,600000.0
2003-11-27,40800,41250,40800,41250,150,24750.0,600000.0
2003-11-28,41300,41500,41300,41500,70,24900.0,600000.0
2003-12-01,41500,41500,41500,41500,40,24900.0,600000.0
2003-12-02,41700,41700,41700,41700,10,25020.0,600000.0
2003-12-03,41700,41700,41700,41700,0,,
2003-12-04,41700,41700,41700,41700,0,,
2003-12-05,42000,42000,42000,42000,10,25200.0,600000.0
2003-12-08,41000,41000,41000,41000,190,24600.0,600000.0
2003-12-09,41400,41400,41400,41400,10,24840.0,600000.0
2003-12-10,41500,41500,41500,41500,10,24900.0,600000.0
2003-12-11,41500,41500,41500,41500,0,24900.0,600000.0
2003-12-12,40000,41000,40000,41000,20,24600.0,600000.0
2003-12-15,41500,41500,41400,41400,100,24840.0,600000.0
2003-12-16,41500,41900,41500,41800,140,25080.0,600000.0
2003-12-17,41800,41800,41800,41800,0,25080.0,600000.0
2003-12-18,41800,41800,41800,41800,10,25080.0,600000.0
2003-12-19,41800,41800,41800,41800,0,,
2003-12-22,41800,41800,41800,41800,0,,
2003-12-23,40350,40350,36850,36850,70,22110.0,600000.0
2003-12-24,41200,42350,41200,42350,150,25410.0,600000.0
2003-12-26,39100,41700,39100,41000,155,24600.0,600000.0
2003-12-29,47150,47150,38900,39150,110,23490.0,600000.0
2003-12-30,39500,40100,39500,40100,50,24060.0,600000.0
2004-01-02,40500,40500,40500,40500,0,24300.0,600000.0
2004-01-05,40500,40500,40500,40500,0,,
2004-01-06,39800,39800,39800,39800,20,23880.0,600000.0
2004-01-07,39550,41400,39550,41000,70,24600.0,600000.0
2004-01-08,41000,41000,41000,41000,0,,
2004-01-09,40200,40200,40200,40200,4500,24120.0,600000.0
2004-01-12,40200,40200,40200,40200,0,24120.0,600000.0
2004-01-13,40300,40500,40300,40500,20,24300.0,600000.0
2004-01-14,45500,45500,45500,45500,10,27300.0,600000.0
2004-01-15,44250,44250,44250,44250,0,26550.0,600000.0
2004-01-16,44250,44250,44250,44250,0,26550.0,600000.0
2004-01-19,44250,44250,44250,44250,0,,
2004-01-20,44250,44250,44250,44250,0,,
2004-01-26,44250,44250,44250,44250,0,,
2004-01-27,44250,44250,44250,44250,0,,
2004-01-28,41400,41900,40200,41900,140,25140.0,600000.0
2004-01-29,45800,45800,45800,45800,30,27480.0,600000.0
2004-01-30,45800,45800,45800,45800,0,27480.0,600000.0
2004-02-02,43000,43000,43000,43000,10,25800.0,600000.0
2004-02-03,43000,43000,43000,43000,0,25800.0,600000.0
2004-02-04,43000,43000,43000,43000,0,,
2004-02-05,43000,43000,43000,43000,0,,
2004-02-06,43000,43000,43000,43000,0,,
2004-02-09,43000,43000,43000,43000,0,,
2004-02-10,37250,40000,37250,39500,400,23700.0,600000.0
2004-02-11,41900,41900,41900,41900,10,25140.0,600000.0
2004-02-12,41900,42050,41900,42050,110,25230.0,600000.0
2004-02-13,42050,42050,42050,42050,0,,
2004-02-16,42050,42050,42050,42050,0,,
2004-02-17,42050,42050,42050,42050,0,,
2004-02-18,41900,41900,41750,41900,440,25140.0,600000.0
2004-02-19,41900,41900,41900,41900,0,,
2004-02-20,41900,41900,41900,41900,0,,
2004-02-23,39700,39700,39700,39700,42,23820.0,600000.0
2004-02-24,39750,41500,39700,41500,340,24900.0,600000.0
2004-02-25,41700,41950,40500,40500,170,24300.0,600000.0
2004-02-26,40800,41900,40500,40500,250,24300.0,600000.0
2004-02-27,40500,40500,40500,40500,0,,
2004-03-02,42700,42700,42700,42700,10,25620.0,600000.0
2004-03-03,42950,42950,42000,42000,30,25200.0,600000.0
2004-03-04,40500,40500,40050,40050,970,24030.0,600000.0
2004-03-05,40900,40900,40900,40900,520,24540.0,600000.0
2004-03-08,40500,42850,40500,40500,890,24300.0,600000.0
2004-03-09,40200,42500,40200,42500,540,25500.0,600000.0
2004-03-10,40500,41950,40500,41950,640,25170.0,600000.0
2004-03-11,40500,40500,40500,40500,840,24300.0,600000.0
2004-03-12,39300,40300,39300,40000,970,24000.0,600000.0
2004-03-15,40350,40350,40000,40000,980,24000.0,600000.0
2004-03-16,40100,40100,40000,40000,1100,24000.0,600000.0
2004-03-17,40000,40000,40000,40000,220,24000.0,600000.0
2004-03-18,40100,41950,40100,41000,720,24600.0,600000.0
2004-03-19,41500,41500,41500,41500,30,24900.0,600000.0
2004-03-22,40500,40500,40500,40500,690,24300.0,600000.0
2004-03-23,40500,40500,40500,40500,280,24300.0,600000.0
2004-03-24,40500,40500,40150,40150,1150,24090.0,600000.0
2004-03-25,40500,40500,40500,40500,80,24300.0,600000.0
2004-03-26,40600,40600,40600,40600,410,24360.0,600000.0
2004-03-29,37250,41000,37250,40100,940,24060.0,600000.0
2004-03-30,37500,40100,37500,40100,20,24060.0,600000.0
2004-03-31,41700,41700,40500,41700,110,25020.0,600000.0
2004-04-01,41700,41700,41700,41700,30,25020.0,600000.0
2004-04-02,41800,41800,41800,41800,0,25080.0,600000.0
2004-04-06,41800,42000,41800,41900,1000,25140.0,600000.0
2004-04-07,41900,41900,41500,41500,770,24900.0,600000.0
2004-04-08,40600,42500,40600,42500,30,25500.0,600000.0
2004-04-09,41950,41950,41950,41950,0,25170.0,600000.0
2004-04-12,41950,41950,41000,41000,460,24600.0,600000.0
2004-04-13,41000,41000,41000,41000,10,24600.0,600000.0
2004-04-14,40000,40000,40000,40000,100,24000.0,600000.0
2004-04-16,40550,41000,40550,41000,80,24600.0,600000.0
2004-04-19,41000,41000,41000,41000,0,,
2004-04-20,41000,41000,41000,41000,0,,
2004-04-21,41000,41000,41000,41000,0,,
2004-04-22,41000,41000,41000,41000,0,,
2004-04-23,41000,41000,41000,41000,0,,
2004-04-26,41050,41050,41000,41000,310,24600.0,600000.0
2004-04-27,41500,41900,41500,41900,2600,25140.0,600000.0
2004-04-28,41900,41900,41900,41900,110,25140.0,600000.0
2004-04-29,41000,41000,41000,41000,50,24600.0,600000.0
2004-04-30,41000,41000,41000,41000,0,,
2004-05-03,41900,42500,41900,42500,80,25500.0,600000.0
2004-05-04,41400,41400,41400,41400,800,24840.0,600000.0
2004-05-06,41300,41300,41300,41300,700,24780.0,600000.0
2004-05-07,41200,41200,41200,41200,750,24720.0,600000.0
2004-05-10,41200,41200,41200,41200,650,24720.0,600000.0
2004-05-11,41000,41000,41000,41000,800,24600.0,600000.0
2004-05-12,41200,41200,41200,41200,700,24720.0,600000.0
2004-05-13,41300,41300,41300,41300,600,24780.0,600000.0
2004-05-14,41300,41300,41300,41300,0,24780.0,600000.0
2004-05-17,41300,41300,41300,41300,0,,
2004-05-18,41300,41300,41300,41300,0,,
2004-05-19,41300,41300,41300,41300,0,,
2004-05-20,41300,41300,41300,41300,0,,
2004-05-21,41300,41300,41300,41300,0,,
2004-05-24,41300,41300,41300,41300,0,,
2004-05-25,41300,41300,41300,41300,0,,
2004-05-27,41300,41500,41300,41500,130,24900.0,600000.0
2004-05-28,41500,41500,41500,41500,100,,
2004-05-31,41550,41550,41550,41550,130,24930.0,600000.0
2004-06-01,41600,41600,41600,41600,40,24960.0,600000.0
2004-06-02,41600,41600,41600,41600,80,24960.0,600000.0
2004-06-03,41700,41700,41700,41700,200,25020.0,600000.0
2004-06-04,41500,42000,41500,42000,310,25200.0,600000.0
2004-06-07,42000,42000,41500,41500,490,24900.0,600000.0
2004-06-08,41800,42000,41800,42000,490,25200.0,600000.0
2004-06-09,42000,42000,42000,42000,720,25200.0,600000.0
2004-06-10,42000,42000,42000,42000,40,25200.0,600000.0
2004-06-11,41500,41500,41500,41500,600,24900.0,600000.0
2004-06-14,41500,41800,41500,41800,830,25080.0,600000.0
2004-06-15,41800,41800,41800,41800,500,25080.0,600000.0
2004-06-16,41900,41900,41900,41900,740,25140.0,600000.0
2004-06-17,42000,42000,42000,42000,240,25200.0,600000.0
2004-06-18,41900,41900,41900,41900,630,25140.0,600000.0
2004-06-21,42000,42000,42000,42000,510,25200.0,600000.0
2004-06-22,41900,41900,41900,41900,60,25140.0,600000.0
2004-06-23,41900,41900,41900,41900,560,25140.0,600000.0
2004-06-24,42000,42000,42000,42000,52,25200.0,600000.0
2004-06-25,41800,41800,41800,41800,110,25080.0,600000.0
2004-06-28,41900,41900,41900,41900,50,25140.0,600000.0
2004-06-29,42100,42100,42100,42100,110,25260.0,600000.0
2004-06-30,42100,42100,42100,42100,0,25260.0,600000.0
2004-07-01,42100,42100,42100,42100,0,,
2004-07-02,42100,42100,42100,42100,0,,
2004-07-05,45000,45000,45000,45000,5860,27000.0,600000.0
2004-07-06,44900,44900,44900,44900,100,26940.0,600000.0
2004-07-07,44900,44900,44900,44900,0,,
2004-07-08,44900,44900,44900,44900,0,,
2004-07-09,40050,40050,40050,40050,10,24030.0,600000.0
2004-07-12,40500,40500,40500,40500,50,24300.0,600000.0
2004-07-13,43000,43000,43000,43000,10,25800.0,600000.0
2004-07-14,43000,43000,43000,43000,0,,
2004-07-15,43000,43000,43000,43000,0,,
2004-07-16,42950,42950,42950,42950,20,25770.0,600000.0
2004-07-19,42950,42950,42950,42950,0,25770.0,600000.0
2004-07-20,42950,42950,42950,42950,0,,
2004-07-21,42950,42950,42950,42950,0,,
2004-07-22,43000,43000,43000,43000,2000,25800.0,600000.0
2004-07-23,43000,43000,43000,43000,0,,
2004-07-26,43000,43000,43000,43000,2470,25800.0,600000.0
2004-07-27,43000,43000,43000,43000,0,,
2004-07-28,43000,43000,43000,43000,0,,
2004-07-29,43000,43000,43000,43000,0,,
2004-07-30,43000,43000,43000,43000,0,,
2004-08-02,42300,43000,42300,43000,810,25800.0,600000.0
2004-08-03,43000,43000,43000,43000,600,25800.0,600000.0
2004-08-04,42900,43000,42900,43000,850,25800.0,600000.0
2004-08-05,43000,43000,43000,43000,1050,25800.0,600000.0
2004-08-06,43000,43000,43000,43000,950,25800.0,600000.0
2004-08-09,43000,43000,43000,43000,510,25800.0,600000.0
2004-08-10,43000,43000,43000,43000,750,25800.0,600000.0
2004-08-11,43000,43000,43000,43000,500,25800.0,600000.0
2004-08-12,43000,43000,43000,43000,0,,
2004-08-13,43000,43000,43000,43000,10,25800.0,600000.0
2004-08-16,42900,42900,42900,42900,10,25740.0,600000.0
2004-08-17,42950,42950,42950,42950,20,25770.0,600000.0
2004-08-18,42950,42950,42950,42950,0,,
2004-08-19,42900,42900,42900,42900,30,25740.0,600000.0
2004-08-20,43000,43000,43000,43000,60,25800.0,600000.0
2004-08-23,43000,43000,43000,43000,0,,
2004-08-24,42900,42900,42900,42900,30,25740.0,600000.0
2004-08-25,42850,42850,42850,42850,20,25710.0,600000.0
2004-08-26,42850,42850,42850,42850,0,25740.0,600000.0
2004-08-27,42850,42850,42850,42850,120,25710.0,600000.0
2004-08-30,42900,42900,42900,42900,140,25740.0,600000.0
2004-08-31,42800,42800,42800,42800,80,25680.0,600000.0
2004-09-01,42700,42700,42700,42700,50,25620.0,600000.0
2004-09-02,42750,42750,42750,42750,90,25650.0,600000.0
2004-09-03,42750,42750,42750,42750,0,25650.0,600000.0
2004-09-06,42800,42800,42800,42800,240,25680.0,600000.0
2004-09-07,42800,42800,42800,42800,0,25680.0,600000.0
2004-09-08,42750,42750,42750,42750,140,25650.0,600000.0
2004-09-09,42700,42700,42700,42700,110,25620.0,600000.0
2004-09-10,42750,43000,42750,43000,80,25800.0,600000.0
2004-09-13,43000,43000,43000,43000,0,,
2004-09-14,42800,42800,42800,42800,120,25680.0,600000.0
2004-09-15,42700,42700,42700,42700,210,25620.0,600000.0
2004-09-16,42300,42500,42300,42500,120,25500.0,600000.0
2004-09-17,42500,42500,42500,42500,0,25500.0,600000.0
2004-09-20,42300,42300,42300,42300,240,25380.0,600000.0
2004-09-21,42000,42000,42000,42000,0,25200.0,600000.0
2004-09-22,40550,40550,40550,40550,30,24330.0,600000.0
2004-09-23,39050,42000,39050,41900,490,25140.0,600000.0
2004-09-24,40900,40900,40900,40900,0,24540.0,600000.0
2004-09-30,40700,40700,40700,40700,0,24420.0,600000.0
2004-10-01,40700,40700,40700,40700,0,,
2004-10-04,42100,42100,42100,42100,660,25260.0,600000.0
2004-10-05,42050,42050,41900,41900,810,25140.0,600000.0
2004-10-06,42150,42150,42150,42150,700,25290.0,600000.0
2004-10-07,42100,42100,42100,42100,850,25260.0,600000.0
2004-10-08,41500,41500,41500,41500,0,24900.0,600000.0
2004-10-11,40900,40900,40900,40900,0,24540.0,600000.0
2004-10-12,40900,40900,40900,40900,0,24540.0,600000.0
2004-10-13,40900,40900,40900,40900,0,,
2004-10-14,40900,40900,40900,40900,0,,
2004-10-15,40900,40900,40900,40900,0,,
2004-10-18,40900,40900,40900,40900,0,,
2004-10-19,42100,42100,42100,42100,850,25260.0,600000.0
2004-10-20,40600,40600,40600,40600,0,24360.0,600000.0
2004-10-21,40800,40800,40800,40800,0,24480.0,600000.0
2004-10-22,40600,40600,40600,40600,10,24360.0,600000.0
2004-10-25,40600,40600,40600,40600,0,24360.0,600000.0
2004-10-26,40900,41000,40900,40950,480,24570.0,600000.0
2004-10-27,41000,41000,40950,40950,440,24570.0,600000.0
2004-10-28,39500,39500,39500,39500,80,23700.0,600000.0
2004-10-29,41500,41500,41400,41400,1070,24840.0,600000.0
2004-11-01,41400,41400,41400,41400,0,24840.0,600000.0
2004-11-02,42100,42500,42100,42500,720,25500.0,600000.0
2004-11-03,40550,41500,40550,41500,20,24900.0,600000.0
2004-11-04,41500,41500,41500,41500,0,,
2004-11-05,41500,41500,41500,41500,0,,
2004-11-08,41400,41400,41400,41400,270,24840.0,600000.0
2004-11-09,41400,41400,41400,41400,0,,
2004-11-10,41400,41400,41400,41400,0,,
2004-11-11,41500,41500,41400,41500,660,24900.0,600000.0
2004-11-12,41500,41500,41500,41500,0,,
2004-11-15,41400,41400,39500,39500,450,23700.0,600000.0
2004-11-16,39550,39550,39550,39550,0,23730.0,600000.0
2004-11-17,41500,41500,41400,41400,760,24840.0,600000.0
2004-11-18,42100,42100,42100,42100,600,25260.0,600000.0
2004-11-19,42100,42100,42100,42100,0,,
2004-11-22,42300,42300,42300,42300,690,25380.0,600000.0
2004-11-23,42300,42300,42100,42100,590,25260.0,600000.0
2004-11-24,40050,41000,40050,41000,660,24600.0,600000.0
2004-11-25,41500,41500,41500,41500,110,24900.0,600000.0
2004-11-26,42100,42100,42100,42100,500,25260.0,600000.0
2004-11-29,41800,41800,41800,41800,130,25080.0,600000.0
2004-11-30,41900,48050,40250,44000,370,26400.0,600000.0
2004-12-01,43800,43800,43800,43800,0,26280.0,600000.0
2004-12-02,42900,42900,42900,42900,0,25740.0,600000.0
2004-12-03,49000,49000,41050,41950,370,25170.0,600000.0
2004-12-06,41950,41950,41950,41950,0,25170.0,600000.0
2004-12-07,40200,42100,40200,42100,320,25260.0,600000.0
2004-12-08,41900,41900,41700,41700,510,25020.0,600000.0
2004-12-09,41500,41500,41500,41500,1000,24900.0,600000.0
2004-12-10,41600,41600,41500,41500,1220,24900.0,600000.0
