일진디스플(020760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-01-24,7100,7372,6774,6855,27710,87078.0,6310000.0
2003-01-27,6650,6650,6452,6582,15840,83608.0,6310000.0
2003-01-28,6500,6698,6452,6582,14695,83608.0,6310000.0
2003-01-29,6604,6625,6401,6408,5040,81399.0,6310000.0
2003-01-30,6407,6754,6407,6756,8930,85816.0,6310000.0
2003-02-03,6553,6954,6553,6954,12270,88340.0,6310000.0
2003-02-04,7045,7045,6800,7004,11400,88971.0,6310000.0
2003-02-05,7047,7047,6849,6855,6127,87078.0,6310000.0
2003-02-06,6950,7072,6699,6706,15390,85185.0,6310000.0
2003-02-07,6654,6804,6606,6731,17947,85500.0,6310000.0
2003-02-10,6475,6651,6304,6507,55430,82661.0,6310000.0
2003-02-11,6655,6655,6281,6383,30730,81084.0,6310000.0
2003-02-12,6281,6457,6281,6457,9780,82030.0,6310000.0
2003-02-13,6403,6532,6329,6457,20780,82030.0,6310000.0
2003-02-14,6455,6578,6380,6482,21410,82346.0,6310000.0
2003-02-17,6552,6905,6552,6880,14890,91570.0,6611537.0
2003-02-18,6897,7148,6801,6855,26412,91239.0,6611537.0
2003-02-19,7045,7098,6896,7004,12490,93223.0,6611537.0
2003-02-20,7075,7075,6830,6880,4450,91570.0,6611537.0
2003-02-21,6803,6904,6701,6904,7580,91900.0,6611537.0
2003-02-24,7025,7223,6849,7054,13190,93884.0,6611537.0
2003-02-25,6954,7104,6805,6805,8420,90578.0,6611537.0
2003-02-26,7025,7025,6775,6780,5150,90247.0,6611537.0
2003-02-27,6701,6755,6605,6607,9520,87933.0,6611537.0
2003-02-28,6603,6624,6304,6507,20431,86611.0,6611537.0
2003-03-03,6401,6577,6401,6557,7921,87272.0,6611537.0
2003-03-04,6457,6457,6308,6308,4730,83967.0,6611537.0
2003-03-05,6154,6378,6101,6209,13190,82644.0,6611537.0
2003-03-06,6155,6550,6081,6557,21979,87272.0,6611537.0
2003-03-07,6335,6383,6185,6383,6520,84958.0,6611537.0
2003-03-10,6505,6505,6233,6457,3570,85950.0,6611537.0
2003-03-11,6203,6352,6203,6358,5630,84628.0,6611537.0
2003-03-12,6352,6453,6277,6432,3250,85619.0,6611537.0
2003-03-13,6353,6353,6204,6259,7060,83305.0,6611537.0
2003-03-14,6378,6772,6378,6582,8670,87603.0,6611537.0
2003-03-17,6377,6399,5780,5787,28660,77024.0,6611537.0
2003-03-18,5934,6356,5908,6308,24140,83967.0,6611537.0
2003-03-19,6502,6775,6380,6780,24340,90247.0,6611537.0
2003-03-20,6906,7002,6703,6954,18440,92562.0,6611537.0
2003-03-21,6950,6950,6576,6706,15430,89256.0,6611537.0
2003-03-24,6703,6852,6606,6656,5849,88595.0,6611537.0
2003-03-25,6456,6627,6381,6532,11890,86942.0,6611537.0
2003-03-26,6654,6804,6403,6457,26120,85950.0,6611537.0
2003-03-27,6504,6578,6327,6333,9950,84297.0,6611537.0
2003-03-28,6454,6502,6203,6358,14530,84628.0,6611537.0
2003-03-31,6204,6326,6054,6060,15880,80661.0,6611537.0
2003-04-01,5906,6184,5885,6184,22600,82314.0,6611537.0
2003-04-02,6202,6229,6053,6209,24720,82644.0,6611537.0
2003-04-03,6325,6351,6101,6209,28283,82644.0,6611537.0
2003-04-04,6129,6305,6102,6259,8770,83305.0,6611537.0
2003-04-07,6352,6549,6352,6507,28240,86611.0,6611537.0
2003-04-08,6400,6549,6400,6507,19131,86611.0,6611537.0
2003-04-09,6551,6604,6401,6408,17481,85289.0,6611537.0
2003-04-10,6401,6428,6278,6408,24180,89244.0,6918149.0
2003-04-11,6356,6777,6356,6656,59643,92703.0,6918149.0
2003-04-14,6628,6831,6628,6731,25487,93741.0,6918149.0
2003-04-15,6753,6775,5958,6408,207599,89244.0,6918149.0
2003-04-16,6773,7343,6501,7153,261659,99621.0,6918149.0
2003-04-17,7023,7146,6773,7153,26012,99621.0,6918149.0
2003-04-18,7345,7548,6998,7128,62264,99275.0,6918149.0
2003-04-21,7197,7550,7075,7550,62099,105156.0,6918149.0
2003-04-22,7701,8047,7402,7749,110253,107923.0,6918149.0
2003-04-23,7770,7946,7721,7823,60487,108961.0,6918149.0
2003-04-24,7823,7898,7599,7749,63943,107923.0,6918149.0
2003-04-25,7647,7647,7348,7451,55344,103772.0,6918149.0
2003-04-28,7375,7449,7252,7451,16172,103772.0,6918149.0
2003-04-29,7473,7793,7447,7774,20471,108269.0,6918149.0
2003-04-30,7644,7868,7644,7774,20028,108269.0,6918149.0
2003-05-02,7744,7941,7642,7948,40253,110690.0,6918149.0
2003-05-06,7944,7992,7794,7848,27700,109307.0,6918149.0
2003-05-07,7871,8143,7674,8097,47270,112766.0,6918149.0
2003-05-09,7918,8196,7897,8196,21463,114149.0,6918149.0
2003-05-12,8214,8513,8140,8444,48710,117609.0,6918149.0
2003-05-13,8416,8544,8293,8320,22600,115879.0,6918149.0
2003-05-14,8192,8539,8165,8519,37000,118646.0,6918149.0
2003-05-15,8662,8988,8438,8941,73194,124527.0,6918149.0
2003-05-16,8990,9012,8590,8916,40873,124181.0,6918149.0
2003-05-19,8637,8786,8487,8494,20104,118300.0,6918149.0
2003-05-20,8243,8542,8243,8345,25180,116225.0,6918149.0
2003-05-21,8292,8490,8292,8469,20650,117954.0,6918149.0
2003-05-22,8392,8766,8392,8693,57213,121068.0,6918149.0
2003-05-23,8638,8841,8488,8693,26253,121068.0,6918149.0
2003-05-26,8785,8785,8390,8593,52970,119684.0,6918149.0
2003-05-27,8438,8689,8241,8593,42037,119684.0,6918149.0
2003-05-28,8690,8786,8439,8792,33450,122451.0,6918149.0
2003-05-29,8740,8740,8489,8544,13320,118992.0,6918149.0
2003-05-30,8415,8666,8319,8668,21170,120722.0,6918149.0
2003-06-02,8489,8916,8467,8916,71198,124181.0,6918149.0
2003-06-03,8964,8964,8542,8544,166901,118992.0,6918149.0
2003-06-04,8589,8840,8339,8643,43070,120376.0,6918149.0
2003-06-05,8637,9085,8541,8991,122670,125218.0,6918149.0
2003-06-09,9083,9083,8785,9016,115876,125564.0,6918149.0
2003-06-10,8965,9434,8938,9189,27056,127986.0,6918149.0
2003-06-11,9188,10079,9113,9910,134240,138017.0,6918149.0
2003-06-12,10056,10526,9928,10158,166080,141476.0,6918149.0
2003-06-13,10152,10430,9336,9512,86950,132483.0,6918149.0
2003-06-16,9488,9562,8938,9189,64631,127986.0,6918149.0
2003-06-17,9337,9657,9187,9488,62060,132137.0,6918149.0
2003-06-18,9210,9461,8964,8966,54346,124873.0,6918149.0
2003-06-19,8965,9189,8442,8668,87913,120722.0,6918149.0
2003-06-20,8663,9954,8663,9959,269544,138709.0,6918149.0
2003-06-23,10378,10378,9610,10133,137741,141130.0,6918149.0
2003-06-24,10029,10077,9682,9935,38441,138363.0,6918149.0
2003-06-25,9582,10873,9582,10779,87055,150124.0,6918149.0
2003-06-26,10526,11294,10478,10729,79170,149432.0,6918149.0
2003-06-27,10724,11621,10575,11425,86920,159117.0,6918149.0
2003-06-30,11274,12015,11274,11946,74982,166381.0,6918149.0
2003-07-01,11993,12511,11620,12095,72090,168457.0,6918149.0
2003-07-02,12292,12292,11817,12095,41781,168457.0,6918149.0
2003-07-03,12163,12637,11842,12319,107934,171570.0,6918149.0
2003-07-04,12092,12519,12092,12418,37493,172954.0,6918149.0
2003-07-07,12316,12669,12071,12418,38105,172954.0,6918149.0
2003-07-08,12413,12659,11965,12319,35630,171570.0,6918149.0
2003-07-09,12189,12413,11842,12120,37570,168803.0,6918149.0
2003-07-10,11842,12087,11692,11822,33370,164652.0,6918149.0
2003-07-11,11575,11820,11399,11623,31400,161885.0,6918149.0
2003-07-14,11717,11770,11370,11425,36866,159117.0,6918149.0
2003-07-15,11422,11422,10920,11226,42700,156350.0,6918149.0
2003-07-16,11270,11366,10673,10680,38036,148740.0,6918149.0
2003-07-18,10281,10601,9956,10580,38200,147357.0,6918149.0
2003-07-21,10599,10674,10177,10382,23920,144589.0,6918149.0
2003-07-22,9982,10574,9982,10357,17710,144243.0,6918149.0
2003-07-23,10300,10822,10300,10531,32095,146665.0,6918149.0
2003-07-24,10575,10975,10575,10779,19929,150124.0,6918149.0
2003-07-25,10629,10976,10378,10978,36330,152891.0,6918149.0
2003-07-28,10798,11124,10798,10928,14001,152199.0,6918149.0
2003-07-29,10752,10950,10502,10555,17451,147011.0,6918149.0
2003-07-30,10353,10822,10353,10531,19589,146665.0,6918149.0
2003-07-31,10429,11122,10429,10605,39100,147702.0,6918149.0
2003-08-01,10628,10921,10478,10928,28370,152199.0,6918149.0
2003-08-04,10923,11169,10673,10829,18090,150816.0,6918149.0
2003-08-05,11023,11146,10724,11151,22430,155312.0,6918149.0
2003-08-06,10927,11173,10853,11077,21300,154275.0,6918149.0
2003-08-07,10949,11397,10949,11276,16180,157042.0,6918149.0
2003-08-08,11425,12017,11222,11921,84130,166036.0,6918149.0
2003-08-11,11966,12313,11470,11673,21535,162577.0,6918149.0
2003-08-12,11667,11817,11470,11673,20711,162577.0,6918149.0
2003-08-13,11571,11715,11123,11375,38630,158426.0,6918149.0
2003-08-14,11199,11225,10580,10580,68130,147357.0,6918149.0
2003-08-18,10476,10524,9831,10382,73980,144589.0,6918149.0
2003-08-19,10629,11173,10228,10481,79520,145973.0,6918149.0
2003-08-20,10328,10925,10301,10307,33206,143552.0,6918149.0
2003-08-21,10305,10630,10182,10257,35881,142860.0,6918149.0
2003-08-22,10329,10404,10003,10009,16248,139401.0,6918149.0
2003-08-25,9804,10002,9431,9810,53470,136633.0,6918149.0
2003-08-26,9631,9881,9631,9636,10550,134212.0,6918149.0
2003-08-27,9532,9633,9159,9239,72074,128678.0,6918149.0
2003-08-28,9431,10599,9431,10605,361088,147702.0,6918149.0
2003-08-29,11618,12087,10599,11102,285868,154621.0,6918149.0
2003-09-01,11170,11394,10674,11176,108480,155658.0,6918149.0
2003-09-02,11019,11046,10747,10829,102379,150816.0,6918149.0
2003-09-03,10723,11321,10702,10729,104775,149432.0,6918149.0
2003-09-04,10603,10725,9984,10332,97578,143897.0,6918149.0
2003-09-05,10278,11019,10224,10829,122250,150816.0,6918149.0
2003-09-08,10927,11023,10431,10431,34871,145281.0,6918149.0
2003-09-09,10180,10377,10132,10208,43689,142168.0,6918149.0
2003-09-15,10002,10179,9730,9935,38076,138363.0,6918149.0
2003-09-16,9711,9983,9711,9761,43932,135942.0,6918149.0
2003-09-17,9931,10033,9638,9686,46190,134904.0,6918149.0
2003-09-18,9535,9711,9386,9562,77700,133174.0,6918149.0
2003-09-19,9808,9985,9638,9686,77726,134904.0,6918149.0
2003-09-22,9708,9804,8934,8941,49400,124527.0,6918149.0
2003-09-23,8785,9036,8689,8867,27783,123489.0,6918149.0
2003-09-24,8767,9114,8767,8767,44240,122105.0,6918149.0
2003-09-25,8438,8486,8192,8221,36593,114495.0,6918149.0
2003-09-26,8336,8437,7893,7948,34209,110690.0,6918149.0
