일진디스플(020760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-09,21066,21258,19220,19316,260126,257448.0,6310000.0
2002-01-10,18410,19168,17984,18464,91971,246090.0,6310000.0
2002-01-11,18227,18365,17346,17517,93743,233470.0,6310000.0
2002-01-14,17469,18888,16615,17636,193263,235048.0,6310000.0
2002-01-15,17962,18197,17087,17281,62569,230315.0,6310000.0
2002-01-16,16803,17636,16665,16665,66861,222112.0,6310000.0
2002-01-17,16517,16661,16021,16476,40108,219588.0,6310000.0
2002-01-18,16710,16710,16187,16216,28112,216118.0,6310000.0
2002-01-21,16235,16945,16091,16641,49163,221796.0,6310000.0
2002-01-22,16567,16759,16167,16334,35936,217695.0,6310000.0
2002-01-23,16566,16566,16091,16097,31212,214540.0,6310000.0
2002-01-24,16517,17275,16042,16476,67447,219588.0,6310000.0
2002-01-25,16994,17042,16423,16594,30099,221166.0,6310000.0
2002-01-28,18742,19073,16923,19080,177837,254293.0,6310000.0
2002-01-29,18836,18836,17652,17707,69050,235994.0,6310000.0
2002-01-30,17278,17443,16472,16618,54222,221481.0,6310000.0
2002-01-31,16282,16944,16282,16736,33882,223058.0,6310000.0
2002-02-01,16803,17257,16569,16665,25649,222112.0,6310000.0
2002-02-04,16469,17157,16469,16855,33934,224636.0,6310000.0
2002-02-05,17088,17088,16400,16523,18511,220219.0,6310000.0
2002-02-06,16518,16566,16214,16216,24160,216118.0,6310000.0
2002-02-07,16330,16468,15759,15766,24813,210123.0,6310000.0
2002-02-08,15760,16091,15739,16097,22196,214540.0,6310000.0
2002-02-14,15855,16282,15737,15766,30763,210123.0,6310000.0
2002-02-15,15788,16092,15526,15624,19910,208230.0,6310000.0
2002-02-18,15622,15761,15265,15292,25102,203813.0,6310000.0
2002-02-19,15289,15476,14531,14677,38961,195610.0,6310000.0
2002-02-20,14910,14952,14291,14511,35656,193402.0,6310000.0
2002-02-21,14339,14905,14339,14724,26183,196241.0,6310000.0
2002-02-22,14438,14672,14342,14582,18426,194348.0,6310000.0
2002-02-25,14577,15953,14577,15292,58730,203813.0,6310000.0
2002-02-26,15292,15500,14955,15245,22576,203182.0,6310000.0
2002-02-27,15380,16116,15145,15860,52489,211385.0,6310000.0
2002-02-28,16003,17278,16003,16665,85028,222112.0,6310000.0
2002-03-04,16659,17038,16184,16997,52236,226529.0,6310000.0
2002-03-05,17044,17775,16286,16286,102804,217064.0,6310000.0
2002-03-06,16283,16683,16090,16144,22972,215171.0,6310000.0
2002-03-07,15858,16498,15858,16002,25539,213278.0,6310000.0
2002-03-08,16022,16283,15713,15718,23236,209492.0,6310000.0
2002-03-11,15712,16021,15146,15340,74972,204444.0,6310000.0
2002-03-12,15624,16237,15432,16239,58750,216433.0,6310000.0
2002-03-13,16380,16470,15622,15718,77983,209492.0,6310000.0
2002-03-14,15382,15835,15382,15718,46381,209492.0,6310000.0
2002-03-15,15740,17752,15623,17044,107815,227160.0,6310000.0
2002-03-18,17088,18645,17088,18251,162271,243250.0,6310000.0
2002-03-19,18888,18936,17847,18109,90836,241358.0,6310000.0
2002-03-20,18154,18746,17754,17754,61537,236625.0,6310000.0
2002-03-21,17276,18460,17089,17139,115983,228422.0,6310000.0
2002-03-22,17138,17560,17042,17423,53077,232208.0,6310000.0
2002-03-25,17135,18224,17135,17660,83187,235363.0,6310000.0
2002-03-26,17656,17752,16898,17044,51905,227160.0,6310000.0
2002-03-27,17139,17229,16946,17044,60044,227160.0,6310000.0
2002-03-28,17468,19597,17345,19245,228234,256502.0,6310000.0
2002-03-29,19741,20590,18696,19411,174887,258710.0,6310000.0
2002-04-01,19645,19832,17607,18441,112004,245774.0,6310000.0
2002-04-02,18366,19646,18248,18985,121844,253031.0,6310000.0
2002-04-03,18488,19075,18082,18228,75259,242935.0,6310000.0
2002-04-04,18459,18507,17728,18038,55661,240411.0,6310000.0
2002-04-08,17866,18507,17845,18251,55630,243250.0,6310000.0
2002-04-09,18032,18225,17798,18038,43180,240411.0,6310000.0
2002-04-10,18100,18788,16185,16405,151923,218642.0,6310000.0
2002-04-11,16565,17274,16543,16949,50746,225898.0,6310000.0
2002-04-12,16564,16708,16329,16571,43548,220850.0,6310000.0
2002-04-15,15857,16759,15857,16334,52025,217695.0,6310000.0
2002-04-16,16093,16616,16045,16618,73142,221481.0,6310000.0
2002-04-17,16760,17230,16424,17091,94102,227791.0,6310000.0
2002-04-18,17135,17653,16804,17660,63711,235363.0,6310000.0
2002-04-19,17609,17940,17278,17376,41949,231577.0,6310000.0
2002-04-22,16968,17208,16237,17044,38086,227160.0,6310000.0
2002-04-23,17179,17179,16469,16476,28722,219588.0,6310000.0
2002-04-24,17135,17749,16799,16902,159606,225267.0,6310000.0
2002-04-25,17513,17604,15667,16571,118328,220850.0,6310000.0
2002-04-26,16282,17418,16212,17281,70872,230315.0,6310000.0
2002-04-29,16613,17061,15855,16476,46108,219588.0,6310000.0
2002-04-30,15663,16469,15663,16357,46080,218010.0,6310000.0
2002-05-02,16238,16665,16168,16665,61524,222112.0,6310000.0
2002-05-03,16331,16565,16138,16144,21988,215171.0,6310000.0
2002-05-06,15761,16471,15761,15955,28648,212647.0,6310000.0
2002-05-07,15712,16091,15670,16097,26444,214540.0,6310000.0
2002-05-08,15954,16306,15906,15908,25475,212016.0,6310000.0
2002-05-09,16003,16382,16003,16239,44790,216433.0,6310000.0
2002-05-10,16089,16089,15854,15979,23132,212962.0,6310000.0
2002-05-13,15668,16233,15668,15860,26000,211385.0,6310000.0
2002-05-14,16002,16189,15789,15789,20610,210438.0,6310000.0
2002-05-15,15859,16237,15624,16239,60340,216433.0,6310000.0
2002-05-16,16331,16331,15953,16097,31039,214540.0,6310000.0
2002-05-17,16255,16447,15951,15979,46253,212962.0,6310000.0
2002-05-20,16020,16991,15902,16571,84360,220850.0,6310000.0
2002-05-21,16565,16731,16090,16144,36080,215171.0,6310000.0
2002-05-22,15973,16448,15712,16263,33600,216748.0,6310000.0
2002-05-23,16284,16471,15927,15955,33010,212647.0,6310000.0
2002-05-24,16070,16283,15713,15718,67160,209492.0,6310000.0
2002-05-27,15663,16186,15429,15932,95558,212332.0,6310000.0
2002-05-28,15903,15999,15381,15434,37630,205706.0,6310000.0
2002-05-29,15432,15432,14535,14772,39552,196872.0,6310000.0
2002-05-30,14344,14771,13256,13256,64882,176680.0,6310000.0
2002-05-31,13252,13679,12921,13446,28630,179204.0,6310000.0
2002-06-03,13017,13182,12803,12830,32300,171001.0,6310000.0
2002-06-04,12686,12686,12067,12357,35820,164691.0,6310000.0
2002-06-05,12396,12753,12396,12499,21372,166584.0,6310000.0
2002-06-07,12258,12493,11831,12073,34077,160905.0,6310000.0
2002-06-10,12070,12262,11931,12002,32660,159958.0,6310000.0
2002-06-11,12000,12779,12000,12475,59700,166268.0,6310000.0
2002-06-12,12683,12923,12496,12641,35400,168477.0,6310000.0
2002-06-14,12545,13090,12545,12878,30200,171632.0,6310000.0
2002-06-17,12594,12903,12546,12546,9250,167215.0,6310000.0
2002-06-18,12590,12873,12307,12357,16550,164691.0,6310000.0
2002-06-19,12354,12546,11644,12546,27370,167215.0,6310000.0
2002-06-20,12262,13350,12022,12641,54060,168477.0,6310000.0
2002-06-21,12877,13944,12807,12925,185592,172263.0,6310000.0
2002-06-24,12807,12807,11691,11836,76290,157750.0,6310000.0
2002-06-25,11951,11951,11124,11126,70969,148285.0,6310000.0
2002-06-26,9462,10412,9462,9469,90350,126200.0,6310000.0
2002-06-27,9229,9656,9085,9327,116826,124307.0,6310000.0
2002-06-28,9608,10317,9608,9800,156369,130617.0,6310000.0
2002-07-02,9510,9793,9276,9635,45660,128408.0,6310000.0
2002-07-03,9748,10271,9514,10037,85133,133772.0,6310000.0
2002-07-04,10224,10603,10224,10487,86543,139766.0,6310000.0
2002-07-05,10647,10695,10364,10558,62970,140713.0,6310000.0
2002-07-08,10791,10791,10221,10226,57386,136296.0,6310000.0
2002-07-09,10078,10505,10078,10510,36223,140082.0,6310000.0
2002-07-10,10201,10505,10174,10416,45850,138820.0,6310000.0
2002-07-11,10250,10341,10154,10156,18501,135350.0,6310000.0
2002-07-12,10220,10551,10220,10558,26130,140713.0,6310000.0
2002-07-15,10603,10603,10273,10321,22015,137558.0,6310000.0
2002-07-16,10319,10457,10036,10084,18780,134403.0,6310000.0
2002-07-18,10078,10223,10078,10203,12766,135980.0,6310000.0
2002-07-19,9940,10079,9534,9871,23250,131564.0,6310000.0
2002-07-22,9369,9465,9134,9161,27277,122098.0,6310000.0
2002-07-23,8918,9319,8918,9303,22685,123992.0,6310000.0
2002-07-24,9112,9416,8946,9327,20418,124307.0,6310000.0
2002-07-25,9845,9845,9184,9232,18313,123045.0,6310000.0
2002-07-26,9065,9465,8969,9161,26784,122098.0,6310000.0
2002-07-29,9278,9278,8969,9161,25211,122098.0,6310000.0
2002-07-30,9205,9466,9205,9445,36440,125884.0,6310000.0
2002-07-31,9441,9702,9180,9256,22270,123360.0,6310000.0
2002-08-01,9113,9321,8990,9161,28596,122098.0,6310000.0
2002-08-02,8826,9066,8826,8853,28520,117997.0,6310000.0
2002-08-05,8706,8824,8493,8664,39080,115473.0,6310000.0
2002-08-06,8329,8660,8281,8475,39235,112949.0,6310000.0
2002-08-07,8661,8661,8331,8427,42202,112318.0,6310000.0
2002-08-08,8618,9370,8426,9185,108350,122414.0,6310000.0
2002-08-09,9350,9729,8758,8806,118440,117366.0,6310000.0
2002-08-12,9086,9086,8611,8735,57390,116420.0,6310000.0
2002-08-13,8898,9037,8589,8996,302130,119890.0,6310000.0
2002-08-14,8849,9276,8822,9137,174408,121783.0,6310000.0
2002-08-16,9298,9512,8967,8996,156730,119890.0,6310000.0
2002-08-19,9036,9201,8871,9043,179340,120521.0,6310000.0
2002-08-20,9202,10366,9202,9706,680951,129355.0,6310000.0
2002-08-21,9608,9794,9512,9800,120449,130617.0,6310000.0
2002-08-22,10124,10124,9628,9635,171330,128408.0,6310000.0
2002-08-23,9493,9872,9493,9564,109344,127462.0,6310000.0
2002-08-26,9418,9493,9280,9351,68146,124622.0,6310000.0
2002-08-27,9366,9606,9297,9469,64800,126200.0,6310000.0
2002-08-28,9325,9581,9325,9327,80630,124307.0,6310000.0
2002-08-29,9133,9395,9133,9327,44430,124307.0,6310000.0
2002-08-30,9345,9745,9345,9469,151227,126200.0,6310000.0
2002-09-02,9707,9894,9563,9729,79398,129670.0,6310000.0
2002-09-03,9748,10009,9679,9990,94321,133141.0,6310000.0
2002-09-04,10128,11030,9845,10274,551281,136927.0,6310000.0
2002-09-05,10648,11048,10269,11055,225482,147338.0,6310000.0
2002-09-06,11594,11594,11050,11126,222331,148285.0,6310000.0
2002-09-09,10650,11007,9492,9492,192192,126516.0,6310000.0
2002-09-10,9606,9820,9201,9469,173675,126200.0,6310000.0
2002-09-11,9462,9958,9414,9848,112188,131248.0,6310000.0
2002-09-12,9701,9989,9418,9658,102910,128724.0,6310000.0
2002-09-13,9464,9773,9416,9587,79470,127778.0,6310000.0
2002-09-16,9629,9746,9512,9540,85520,127146.0,6310000.0
2002-09-17,9585,9798,9563,9729,114990,129670.0,6310000.0
2002-09-18,9610,9610,9136,9232,74760,123045.0,6310000.0
2002-09-19,9039,9301,9018,9185,64890,122414.0,6310000.0
2002-09-23,8921,8996,8617,8688,59705,115788.0,6310000.0
2002-09-24,8519,8823,8471,8617,45410,114842.0,6310000.0
2002-09-25,8375,8561,8209,8332,50040,111056.0,6310000.0
2002-09-26,8473,8591,8095,8143,73158,108532.0,6310000.0
2002-09-27,8164,8308,7902,8096,48390,107901.0,6310000.0
2002-09-30,7782,8732,7569,7741,211790,103168.0,6310000.0
2002-10-01,7762,7949,7714,7812,73030,104115.0,6310000.0
2002-10-02,7973,8090,7807,7836,65201,104430.0,6310000.0
2002-10-04,7599,7764,7524,7670,43540,102222.0,6310000.0
2002-10-07,7479,8802,7383,8285,431625,110425.0,6310000.0
2002-10-08,8229,8229,7759,7836,132480,104430.0,6310000.0
2002-10-09,7952,7952,7434,7504,85980,100014.0,6310000.0
2002-10-10,7120,7333,6762,7031,104140,93704.0,6310000.0
2002-10-11,7191,7287,6695,6770,78400,90233.0,6310000.0
2002-10-14,7004,7169,6956,7102,66119,94650.0,6310000.0
2002-10-15,7055,7407,7055,7291,73310,97174.0,6310000.0
2002-10-16,7476,8026,7337,7670,166550,102222.0,6310000.0
2002-10-17,7853,7880,7405,7599,87405,101276.0,6310000.0
2002-10-18,7738,8117,7738,7930,142045,105692.0,6310000.0
2002-10-21,8047,8047,7668,7670,62069,102222.0,6310000.0
2002-10-22,7717,7834,7221,7338,63381,97805.0,6310000.0
2002-10-23,7218,7501,7218,7480,47242,99698.0,6310000.0
2002-10-24,7522,7666,7356,7362,44600,98120.0,6310000.0
2002-10-25,7357,7432,7267,7386,31755,98436.0,6310000.0
2002-10-28,7453,7853,7453,7812,72930,104115.0,6310000.0
2002-10-29,7832,7832,7640,7693,32209,102538.0,6310000.0
2002-10-30,7715,7832,7336,7480,54682,99698.0,6310000.0
2002-10-31,7521,7665,7404,7528,31522,100329.0,6310000.0
2002-11-01,7571,7571,7336,7386,16290,98436.0,6310000.0
2002-11-04,7551,7668,7455,7670,55704,102222.0,6310000.0
2002-11-05,7685,7685,7472,7575,21780,100960.0,6310000.0
2002-11-06,7666,7853,7618,7812,45160,104115.0,6310000.0
2002-11-07,7809,8257,7761,8001,113430,106639.0,6310000.0
2002-11-08,7952,8000,7669,7717,33090,102853.0,6310000.0
2002-11-11,7715,7715,7406,7433,53810,99067.0,6310000.0
2002-11-12,7267,7432,7192,7386,28710,98436.0,6310000.0
2002-11-13,7385,7930,7385,7670,165640,102222.0,6310000.0
2002-11-14,7690,7717,7290,7338,60510,97805.0,6310000.0
2002-11-15,7500,7500,7382,7409,34778,98752.0,6310000.0
2002-11-18,7335,7404,7238,7315,26352,97490.0,6310000.0
2002-11-19,7241,7434,7241,7291,24194,97174.0,6310000.0
2002-11-20,7190,7383,7169,7315,30970,97490.0,6310000.0
2002-11-21,7407,7477,7338,7338,37776,97805.0,6310000.0
2002-11-22,7433,7571,7385,7433,42920,99067.0,6310000.0
2002-11-25,7385,7550,7385,7552,29760,100644.0,6310000.0
2002-11-26,7616,7616,7472,7575,30250,100960.0,6310000.0
2002-11-27,7548,7900,7473,7788,69893,103800.0,6310000.0
2002-11-28,7948,7948,7686,7741,46560,103168.0,6310000.0
2002-11-29,7689,7881,7668,7883,41050,105062.0,6310000.0
2002-12-02,7975,8327,7900,8238,118382,109794.0,6310000.0
2002-12-03,8328,8328,8114,8191,60910,109163.0,6310000.0
2002-12-04,8115,8115,7810,7859,53960,104746.0,6310000.0
2002-12-05,7785,7951,7785,7883,31401,105062.0,6310000.0
2002-12-06,7882,7951,7882,7930,33780,105692.0,6310000.0
2002-12-09,7880,7997,7853,7859,35830,104746.0,6310000.0
2002-12-10,7784,7853,7645,7812,23424,104115.0,6310000.0
2002-12-11,7851,8091,7851,8001,58180,106639.0,6310000.0
2002-12-12,8023,8141,7949,8025,39360,106954.0,6310000.0
2002-12-13,8044,8423,7948,8332,104160,111056.0,6310000.0
2002-12-16,8376,8376,8066,8072,43221,107586.0,6310000.0
2002-12-17,8191,8309,8143,8309,43798,110740.0,6310000.0
2002-12-18,8165,8523,8144,8427,83120,112318.0,6310000.0
2002-12-20,8404,8494,8260,8356,29732,111372.0,6310000.0
2002-12-23,8182,8352,7760,7954,62163,106008.0,6310000.0
2002-12-24,7668,7951,7620,7670,31794,102222.0,6310000.0
2002-12-26,7685,7803,7568,7575,33606,100960.0,6310000.0
2002-12-27,7494,7793,7419,7798,26640,99067.0,6310000.0
2002-12-30,7542,7793,7222,7798,27440,99067.0,6310000.0
2003-01-02,7745,7943,7596,7774,20273,98752.0,6310000.0
2003-01-03,7840,8117,7840,7948,23513,100960.0,6310000.0
2003-01-06,8195,8195,7842,7848,8873,99698.0,6310000.0
2003-01-07,7944,7971,7597,7699,17690,97805.0,6310000.0
2003-01-08,7620,7769,7598,7600,19282,96543.0,6310000.0
2003-01-09,7542,7595,7398,7501,14918,95281.0,6310000.0
2003-01-10,7599,7599,6980,7451,42180,94650.0,6310000.0
2003-01-13,7296,7542,7099,7501,20590,95281.0,6310000.0
2003-01-14,7401,7523,7347,7401,11000,94019.0,6310000.0
2003-01-15,7446,7670,7371,7501,14071,95281.0,6310000.0
2003-01-16,7448,7720,7448,7699,22570,97805.0,6310000.0
2003-01-17,7551,7551,7348,7451,12104,94650.0,6310000.0
2003-01-20,7175,7495,7175,7351,12290,93388.0,6310000.0
2003-01-21,7495,7495,7148,7351,14350,93388.0,6310000.0
2003-01-22,7300,7348,7103,7103,10766,90233.0,6310000.0
2003-01-23,7122,7223,6999,7054,6211,89602.0,6310000.0
