경보제약(214390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-05,16050,16100,15800,15850,130928,378924.0,23906860.0
2016-02-11,15250,15500,14350,14850,267647,355017.0,23906860.0
2016-02-12,14550,14750,13100,13400,453121,320352.0,23906860.0
2016-02-15,13500,14100,13450,13950,171273,333501.0,23906860.0
2016-02-16,14000,14400,14000,14200,104742,339477.0,23906860.0
2016-02-17,14250,14400,13750,13900,90958,332305.0,23906860.0
2016-02-18,14100,14350,13900,14200,100762,339477.0,23906860.0
2016-02-19,14200,14250,13950,14200,53919,339477.0,23906860.0
2016-02-22,14200,14700,14000,14550,95856,347845.0,23906860.0
2016-02-23,14650,14650,14100,14150,102179,338282.0,23906860.0
2016-02-24,14150,14250,14050,14100,67080,337087.0,23906860.0
2016-02-25,14050,14250,13950,14050,98102,335891.0,23906860.0
2016-02-26,14150,14350,14000,14150,71925,338282.0,23906860.0
2016-02-29,14200,14250,14000,14050,65099,335891.0,23906860.0
2016-03-02,14150,14450,14050,14450,111820,345454.0,23906860.0
2016-03-03,14500,15100,14300,15100,178700,360994.0,23906860.0
2016-03-04,15200,15400,14850,15200,158521,363384.0,23906860.0
2016-03-07,15350,15350,15000,15100,60782,360994.0,23906860.0
2016-03-08,15100,15150,14650,14950,93729,357408.0,23906860.0
2016-03-09,15050,15150,14800,15150,88322,362189.0,23906860.0
2016-03-10,15150,15250,14900,15050,92341,359798.0,23906860.0
2016-03-11,15000,15050,14650,14700,68875,351431.0,23906860.0
2016-03-14,14750,15000,14650,14750,54868,352626.0,23906860.0
2016-03-15,14750,14900,14600,14600,52077,349040.0,23906860.0
2016-03-16,14650,14850,14550,14750,75695,352626.0,23906860.0
2016-03-17,14950,14950,14750,14750,53779,352626.0,23906860.0
2016-03-18,14900,14900,14500,14600,102274,349040.0,23906860.0
2016-03-21,14750,14800,14500,14650,72211,350235.0,23906860.0
2016-03-22,14600,15200,14600,14950,114117,357408.0,23906860.0
2016-03-23,15400,15900,15250,15850,394766,378924.0,23906860.0
2016-03-24,16150,16600,15950,16150,495919,386096.0,23906860.0
2016-03-25,16100,16500,16000,16100,181621,384900.0,23906860.0
2016-03-28,16250,16450,15650,15750,163615,376533.0,23906860.0
2016-03-29,15750,15900,15500,15700,146534,375338.0,23906860.0
2016-03-30,15950,16500,15900,16400,279451,392073.0,23906860.0
2016-03-31,16350,16450,16000,16150,119064,386096.0,23906860.0
2016-04-01,16250,16950,16000,16800,326357,401635.0,23906860.0
2016-04-04,17000,17500,16800,17450,434655,417175.0,23906860.0
2016-04-05,17450,17700,17150,17450,225377,417175.0,23906860.0
2016-04-06,17400,17500,16900,17500,205449,418370.0,23906860.0
2016-04-07,17650,17950,16600,16700,340485,399245.0,23906860.0
2016-04-08,16800,17450,16650,17350,233728,414784.0,23906860.0
2016-04-11,17600,17650,16900,17100,194312,408807.0,23906860.0
2016-04-12,16900,17000,16350,16500,207983,394463.0,23906860.0
2016-04-14,16600,16800,16300,16750,172628,400440.0,23906860.0
2016-04-15,16750,16850,16550,16600,73602,396854.0,23906860.0
2016-04-18,16600,16600,16100,16200,121159,387291.0,23906860.0
2016-04-19,16100,16200,15900,16100,152087,384900.0,23906860.0
2016-04-20,16100,16450,16100,16250,116754,388486.0,23906860.0
2016-04-21,16300,16300,15800,15850,193973,378924.0,23906860.0
2016-04-22,15950,16350,15900,16000,143933,382510.0,23906860.0
2016-04-25,15950,16200,15800,16050,141753,383705.0,23906860.0
2016-04-26,16200,16750,15900,16650,336178,398049.0,23906860.0
2016-04-27,16850,16900,16200,16300,220855,389682.0,23906860.0
2016-04-28,16350,16550,16150,16150,117251,386096.0,23906860.0
2016-04-29,16100,16100,15700,15900,157336,380119.0,23906860.0
2016-05-02,15600,15650,14800,14900,414633,356212.0,23906860.0
2016-05-03,15050,15100,14850,14950,109646,357408.0,23906860.0
2016-05-04,14900,14950,14700,14900,69412,356212.0,23906860.0
2016-05-09,14950,15050,14700,14750,64591,352626.0,23906860.0
2016-05-10,14650,15150,14650,15100,84985,360994.0,23906860.0
2016-05-11,15200,15250,14950,15100,67217,360994.0,23906860.0
2016-05-12,14950,15250,14850,15200,75504,363384.0,23906860.0
2016-05-13,15200,15500,15150,15300,97572,365775.0,23906860.0
2016-05-16,15450,15450,15100,15250,58496,364580.0,23906860.0
2016-05-17,15450,15450,15150,15200,87236,363384.0,23906860.0
2016-05-18,15250,15300,14800,14950,116401,357408.0,23906860.0
2016-05-19,15100,15250,14900,15000,94838,358603.0,23906860.0
2016-05-20,15050,15550,14900,15450,171068,369361.0,23906860.0
2016-05-23,15600,16250,15450,16100,301764,384900.0,23906860.0
2016-05-24,16450,16450,16000,16100,201028,384900.0,23906860.0
2016-05-25,16300,16300,15700,15750,198765,376533.0,23906860.0
2016-05-26,15700,16400,15600,16400,198167,392073.0,23906860.0
2016-05-27,16500,16550,16050,16350,115379,390877.0,23906860.0
2016-05-30,16350,16350,15950,16200,108854,387291.0,23906860.0
2016-05-31,16100,16300,15900,16000,104519,382510.0,23906860.0
2016-06-01,16100,16350,15950,16200,110937,387291.0,23906860.0
2016-06-02,16350,16900,16300,16700,305300,399245.0,23906860.0
2016-06-03,16750,16750,16350,16600,173316,396854.0,23906860.0
2016-06-07,16800,16850,16600,16800,165011,401635.0,23906860.0
2016-06-08,16650,17300,16550,17250,376837,412393.0,23906860.0
2016-06-09,17400,17450,16500,16600,358843,396854.0,23906860.0
2016-06-10,16600,17300,16200,17100,271978,408807.0,23906860.0
2016-06-13,16850,17100,16400,16550,173774,395659.0,23906860.0
2016-06-14,16400,16600,16000,16200,207896,387291.0,23906860.0
2016-06-15,16150,16350,15800,16100,139087,384900.0,23906860.0
2016-06-16,16150,16400,15500,15650,187393,374142.0,23906860.0
2016-06-17,15800,16400,15700,15850,225711,378924.0,23906860.0
2016-06-20,16100,16300,16000,16200,126159,387291.0,23906860.0
2016-06-21,16450,20200,16250,20200,3386408,482919.0,23906860.0
2016-06-22,19600,20100,18600,19300,1844421,461402.0,23906860.0
2016-06-23,19300,19900,17850,18000,1604308,430323.0,23906860.0
2016-06-24,18400,18950,16600,16900,1558957,404026.0,23906860.0
2016-06-27,16500,21750,16450,19800,8060052,473356.0,23906860.0
2016-06-28,20100,20700,19000,20200,3133679,482919.0,23906860.0
2016-06-29,20600,22800,20000,20000,4846203,478137.0,23906860.0
2016-06-30,20500,21150,19800,20900,1916915,499653.0,23906860.0
2016-07-01,21200,21250,20150,20150,990618,481723.0,23906860.0
2016-07-04,20100,21300,19600,20800,1389714,497263.0,23906860.0
2016-07-05,21300,21600,20700,20800,833864,497263.0,23906860.0
2016-07-06,20650,20900,19850,20350,599556,486505.0,23906860.0
2016-07-07,20600,21200,20350,20850,598581,498458.0,23906860.0
2016-07-08,21100,21150,20200,20400,511448,487700.0,23906860.0
2016-07-11,20600,20650,19900,20100,422810,480528.0,23906860.0
2016-07-12,20100,20350,19400,19600,608167,468574.0,23906860.0
2016-07-13,19700,20300,19450,20000,452821,478137.0,23906860.0
2016-07-14,19850,20100,19350,19350,259032,462598.0,23906860.0
2016-07-15,19350,19500,18600,18600,579765,444668.0,23906860.0
2016-07-18,18600,19100,18450,19050,212558,455426.0,23906860.0
2016-07-19,19050,19100,18400,18450,239180,441082.0,23906860.0
2016-07-20,18450,19000,18400,18700,168692,447058.0,23906860.0
2016-07-21,18750,19100,18650,18650,206548,445863.0,23906860.0
2016-07-22,18500,19150,18350,18600,173805,444668.0,23906860.0
2016-07-25,18800,18850,17900,18150,271524,433910.0,23906860.0
2016-07-26,18200,18200,17800,17900,226609,427933.0,23906860.0
2016-07-27,18150,18300,17550,17950,272960,429128.0,23906860.0
2016-07-28,17900,18000,17600,17700,178014,423151.0,23906860.0
2016-07-29,17650,18250,17650,18100,212743,432714.0,23906860.0
2016-08-01,17800,17900,16900,17150,526375,410003.0,23906860.0
2016-08-02,17200,17450,16950,16950,200545,405221.0,23906860.0
2016-08-03,16900,17200,16650,17200,133095,411198.0,23906860.0
2016-08-04,17200,17300,16850,16900,125620,404026.0,23906860.0
2016-08-05,16800,17000,16550,16700,168894,399245.0,23906860.0
2016-08-08,16750,16950,16700,16900,90013,404026.0,23906860.0
2016-08-09,16900,18150,16900,17800,510028,425542.0,23906860.0
2016-08-10,17700,18000,17450,17900,201997,427933.0,23906860.0
2016-08-11,18000,18600,17800,18050,332148,431519.0,23906860.0
2016-08-12,18350,18350,17750,18050,137963,431519.0,23906860.0
2016-08-16,18150,18200,17650,17700,120390,423151.0,23906860.0
2016-08-17,17900,18050,17650,17700,111721,423151.0,23906860.0
2016-08-18,17650,17950,17500,17550,94365,419565.0,23906860.0
2016-08-19,17650,17650,17100,17300,114838,413589.0,23906860.0
2016-08-22,17300,18050,17250,17850,161430,426737.0,23906860.0
2016-08-23,18000,18300,17700,17900,176695,427933.0,23906860.0
2016-08-24,18000,18050,17650,17700,79353,423151.0,23906860.0
2016-08-25,17600,17700,17350,17400,102422,415979.0,23906860.0
2016-08-26,17450,17600,17300,17450,70233,417175.0,23906860.0
2016-08-29,17300,17500,16600,16800,204692,401635.0,23906860.0
2016-08-30,16750,17300,16750,16900,92050,404026.0,23906860.0
2016-08-31,16750,17000,16500,16650,91366,398049.0,23906860.0
2016-09-01,16550,16900,16550,16650,69134,398049.0,23906860.0
2016-09-02,16700,17050,16650,17050,73034,407612.0,23906860.0
2016-09-05,17150,17300,16950,17000,77447,406417.0,23906860.0
2016-09-06,17050,17150,16650,16700,98302,399245.0,23906860.0
2016-09-07,16700,16850,16300,16450,121716,393268.0,23906860.0
2016-09-08,16500,16700,16250,16450,125329,393268.0,23906860.0
2016-09-09,16450,16700,16200,16400,80236,392073.0,23906860.0
2016-09-12,15900,16500,15850,16300,106459,389682.0,23906860.0
2016-09-13,16300,16750,16300,16650,88177,398049.0,23906860.0
2016-09-19,16650,16800,16500,16700,67002,399245.0,23906860.0
2016-09-20,16650,17050,16650,17050,104920,407612.0,23906860.0
2016-09-21,17100,17250,16850,17150,100796,410003.0,23906860.0
2016-09-22,17250,17250,16900,16900,76651,404026.0,23906860.0
2016-09-23,16900,17200,16800,17050,90427,407612.0,23906860.0
2016-09-26,17150,17150,16800,16800,75558,401635.0,23906860.0
2016-09-27,16600,16900,16600,16750,74610,400440.0,23906860.0
2016-09-28,16750,17600,16700,17550,295816,419565.0,23906860.0
2016-09-29,17600,17700,17150,17300,121004,413589.0,23906860.0
2016-09-30,17300,17300,16600,16600,173867,396854.0,23906860.0
2016-10-04,16500,16800,16400,16450,122344,393268.0,23906860.0
2016-10-05,16400,16550,16300,16400,92628,392073.0,23906860.0
2016-10-06,16500,16600,16150,16200,115466,387291.0,23906860.0
2016-10-07,16200,16250,15750,15750,131400,376533.0,23906860.0
2016-10-10,15550,16000,15350,15800,73150,377728.0,23906860.0
2016-10-11,15700,16100,15700,16100,74727,384900.0,23906860.0
2016-10-12,15900,16250,15850,16200,32815,387291.0,23906860.0
2016-10-13,16100,16150,15800,15800,42841,377728.0,23906860.0
2016-10-14,15750,15900,15550,15600,43396,372947.0,23906860.0
2016-10-17,15600,15650,14950,15150,167753,362189.0,23906860.0
2016-10-18,15000,15250,15000,15000,57231,358603.0,23906860.0
2016-10-19,15050,15400,15000,15100,58711,360994.0,23906860.0
2016-10-20,15050,15300,14700,14750,105144,352626.0,23906860.0
2016-10-21,14600,15000,14500,14800,70022,353822.0,23906860.0
2016-10-24,14750,15000,14550,14650,56216,350235.0,23906860.0
2016-10-25,14400,14600,13950,14250,144409,340673.0,23906860.0
2016-10-26,14050,14450,13950,14000,101204,334696.0,23906860.0
2016-10-27,13950,14550,13950,14450,81955,345454.0,23906860.0
2016-10-28,14450,14500,14100,14150,60267,338282.0,23906860.0
2016-10-31,13950,14150,13450,13450,136701,321547.0,23906860.0
2016-11-01,13000,13850,13000,13450,100803,321547.0,23906860.0
2016-11-02,13300,13550,12700,12800,175571,306008.0,23906860.0
2016-11-03,12550,13100,12550,12800,146620,306008.0,23906860.0
2016-11-04,12800,13000,12500,12900,91591,308398.0,23906860.0
2016-11-07,13000,13200,12900,13100,67742,313180.0,23906860.0
2016-11-08,13200,13350,13100,13250,48240,316766.0,23906860.0
2016-11-09,13250,13600,12300,12650,194563,302422.0,23906860.0
2016-11-10,13200,13750,13150,13750,142111,328719.0,23906860.0
2016-11-11,13750,14200,13550,13800,94479,329915.0,23906860.0
2016-11-14,13850,14100,13600,13950,56067,333501.0,23906860.0
2016-11-15,13800,13900,13500,13600,57222,325133.0,23906860.0
2016-11-16,13600,13850,13600,13800,33530,329915.0,23906860.0
2016-11-17,13850,13950,13550,13950,43224,333501.0,23906860.0
2016-11-18,14000,14000,13600,13650,42294,326329.0,23906860.0
2016-11-21,13500,13550,13100,13350,36354,319157.0,23906860.0
2016-11-22,13300,13400,13000,13100,41296,313180.0,23906860.0
2016-11-23,13100,13150,12700,12750,83370,304812.0,23906860.0
2016-11-24,12650,13000,12650,12700,49424,303617.0,23906860.0
2016-11-25,12650,13000,12600,12850,48389,307203.0,23906860.0
2016-11-28,12950,12950,12650,12650,34443,302422.0,23906860.0
2016-11-29,12650,13050,12650,12750,45424,304812.0,23906860.0
2016-11-30,12850,13050,12700,13000,35044,310789.0,23906860.0
2016-12-01,13050,13050,12750,12950,41748,309594.0,23906860.0
2016-12-02,13000,13050,12800,12800,31882,306008.0,23906860.0
2016-12-05,12800,12850,12250,12300,91448,294054.0,23906860.0
2016-12-06,12300,12600,12200,12350,50263,295250.0,23906860.0
2016-12-07,12400,12450,11650,11750,173154,280906.0,23906860.0
2016-12-08,11800,11950,11750,11850,89620,283296.0,23906860.0
2016-12-09,11900,12500,11900,12500,83922,298836.0,23906860.0
2016-12-12,12500,12900,12300,12800,56275,306008.0,23906860.0
2016-12-13,12700,13200,12700,13200,78051,315571.0,23906860.0
2016-12-14,13200,13350,13050,13150,43946,314375.0,23906860.0
2016-12-15,13150,13450,13000,13400,45726,320352.0,23906860.0
2016-12-16,13250,13500,13100,13400,40511,320352.0,23906860.0
2016-12-19,13300,13550,13100,13250,29074,316766.0,23906860.0
2016-12-20,13300,13450,13150,13300,36098,317961.0,23906860.0
2016-12-21,13300,13350,13150,13200,31304,315571.0,23906860.0
2016-12-22,13200,13250,13000,13150,32257,314375.0,23906860.0
2016-12-23,13050,13700,13050,13450,77794,321547.0,23906860.0
2016-12-26,13650,13750,13450,13750,65954,328719.0,23906860.0
2016-12-27,13850,13950,13550,13750,68318,328719.0,23906860.0
2016-12-28,13550,14100,13550,14050,49145,335891.0,23906860.0
2016-12-29,14050,14050,13800,13950,22465,333501.0,23906860.0
2017-01-02,13800,13950,13550,13600,38914,325133.0,23906860.0
2017-01-03,13550,13950,13450,13900,44309,332305.0,23906860.0
2017-01-04,13900,14250,13900,14050,59080,335891.0,23906860.0
2017-01-05,14150,14800,14150,14500,117307,346649.0,23906860.0
2017-01-06,14700,14700,14300,14350,37909,343063.0,23906860.0
2017-01-09,14350,14550,13850,14000,74488,334696.0,23906860.0
2017-01-10,13900,14100,13800,13900,33562,332305.0,23906860.0
2017-01-11,13900,14000,13750,13800,49538,329915.0,23906860.0
2017-01-12,13800,13900,13400,13600,73842,325133.0,23906860.0
2017-01-13,13500,13900,13500,13800,52271,329915.0,23906860.0
2017-01-16,13900,13900,13200,13300,62422,317961.0,23906860.0
2017-01-17,13250,13400,13150,13350,37570,319157.0,23906860.0
2017-01-18,13300,13650,13300,13550,30444,323938.0,23906860.0
2017-01-19,13500,13750,13500,13550,25722,323938.0,23906860.0
2017-01-20,13500,13550,13250,13400,31982,320352.0,23906860.0
2017-01-23,13300,13450,13000,13200,42667,315571.0,23906860.0
2017-01-24,13050,13250,12900,12950,39859,309594.0,23906860.0
2017-01-25,13000,13050,12650,12950,54464,309594.0,23906860.0
2017-01-26,12850,13000,12750,13000,66479,310789.0,23906860.0
2017-01-31,13000,13100,12750,13000,46808,310789.0,23906860.0
2017-02-01,12850,13350,12850,13350,48432,319157.0,23906860.0
2017-02-02,13100,13300,12950,12950,51212,309594.0,23906860.0
2017-02-03,12900,13100,12750,12900,44094,308398.0,23906860.0
2017-02-06,12750,12900,12500,12900,64393,308398.0,23906860.0
2017-02-07,12850,13200,12800,13000,31831,310789.0,23906860.0
2017-02-08,13000,13150,12850,13000,30412,310789.0,23906860.0
2017-02-09,13050,13100,12750,12900,45741,308398.0,23906860.0
2017-02-10,12800,13050,12800,12900,28170,308398.0,23906860.0
2017-02-13,12850,12900,12750,12850,49632,307203.0,23906860.0
2017-02-14,12850,12900,12750,12800,35784,306008.0,23906860.0
2017-02-15,12750,13400,12750,13400,87272,320352.0,23906860.0
2017-02-16,13500,13550,13150,13300,44617,317961.0,23906860.0
2017-02-17,13300,13550,13300,13450,51869,321547.0,23906860.0
2017-02-20,13500,13750,13200,13450,50405,321547.0,23906860.0
2017-02-21,13350,13600,13300,13500,26529,322743.0,23906860.0
2017-02-22,13850,13850,13500,13500,66439,322743.0,23906860.0
2017-02-23,13400,13700,13400,13650,35877,326329.0,23906860.0
2017-02-24,13550,13700,13400,13400,48370,320352.0,23906860.0
2017-02-27,13400,13800,13300,13350,70199,319157.0,23906860.0
2017-02-28,13350,13400,13000,13100,55871,313180.0,23906860.0
2017-03-02,13200,13200,12700,12700,63582,303617.0,23906860.0
2017-03-03,12650,12750,12400,12550,73077,300031.0,23906860.0
2017-03-06,12500,12750,12500,12650,31885,302422.0,23906860.0
2017-03-07,12600,12850,12600,12750,29484,304812.0,23906860.0
2017-03-08,12750,12850,12550,12600,24951,301226.0,23906860.0
2017-03-09,12550,12700,12450,12500,52122,298836.0,23906860.0
2017-03-10,12450,12600,12350,12550,48824,300031.0,23906860.0
