우진(105840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-04-02,6575,6600,6475,6575,7085,114142.0,8680000.0
2012-04-03,6575,6575,6425,6425,15144,111538.0,8680000.0
2012-04-04,6400,6475,6250,6300,13205,109368.0,8680000.0
2012-04-05,6300,6400,6125,6325,5831,109802.0,8680000.0
2012-04-06,6349,6349,6175,6175,9923,107198.0,8680000.0
2012-04-09,6050,6050,5975,5975,13330,103726.0,8680000.0
2012-04-10,5974,6025,5900,5950,8187,103292.0,8680000.0
2012-04-12,5925,6025,5925,6025,2795,104594.0,8680000.0
2012-04-13,6050,6150,5975,6100,5939,105896.0,8680000.0
2012-04-16,6100,6200,6075,6200,4870,107632.0,8680000.0
2012-04-17,6250,6250,6074,6150,3892,106764.0,8680000.0
2012-04-18,6149,6200,5900,6075,7609,105462.0,8680000.0
2012-04-19,6150,6250,6075,6200,5552,107632.0,8680000.0
2012-04-20,6225,6225,6075,6175,6461,107198.0,8680000.0
2012-04-23,6200,6200,6100,6100,2550,105896.0,8680000.0
2012-04-24,6100,6150,5850,5950,9661,103292.0,8680000.0
2012-04-25,5975,6100,5975,5975,5630,103726.0,8680000.0
2012-04-26,6024,6100,6000,6050,6131,105028.0,8680000.0
2012-04-27,6000,6050,5874,5950,7272,103292.0,8680000.0
2012-04-30,5900,6100,5900,5975,6057,103726.0,8680000.0
2012-05-02,6074,6074,5950,5950,7802,103292.0,8680000.0
2012-05-03,5925,6075,5925,6000,3638,104160.0,8680000.0
2012-05-04,6050,6150,6000,6100,10132,105896.0,8680000.0
2012-05-07,6000,6225,6000,6100,4430,105896.0,8680000.0
2012-05-08,6050,6225,6025,6175,21699,107198.0,8680000.0
2012-05-09,6075,6175,6075,6125,8801,106330.0,8680000.0
2012-05-10,6149,6149,6000,6075,4893,105462.0,8680000.0
2012-05-11,6025,6074,5950,5950,7780,103292.0,8680000.0
2012-05-14,5950,5975,5849,5925,6991,102858.0,8680000.0
2012-05-15,6025,6025,5725,5925,12900,102858.0,8680000.0
2012-05-16,5800,5825,5750,5750,10461,99820.0,8680000.0
2012-05-17,5875,5875,5650,5775,4471,100254.0,8680000.0
2012-05-18,5625,5700,5500,5500,8985,95480.0,8680000.0
2012-05-21,5425,5725,5400,5475,9186,95046.0,8680000.0
2012-05-22,5575,5575,5350,5475,8411,95046.0,8680000.0
2012-05-23,5425,5450,5275,5325,13037,92442.0,8680000.0
2012-05-24,5375,5400,5250,5350,6150,92876.0,8680000.0
2012-05-25,5325,5500,5325,5375,2802,93310.0,8680000.0
2012-05-29,5325,5475,5325,5325,8046,92442.0,8680000.0
2012-05-30,5400,5425,5275,5275,5966,91574.0,8680000.0
2012-05-31,5225,5425,5075,5375,6154,93310.0,8680000.0
2012-06-01,5450,5450,5250,5350,5396,92876.0,8680000.0
2012-06-04,5200,5300,4995,5075,21550,88102.0,8680000.0
2012-06-05,5075,5150,4975,5075,10344,88102.0,8680000.0
2012-06-07,5150,5200,5075,5200,5710,90272.0,8680000.0
2012-06-08,5200,5225,5075,5175,3431,89838.0,8680000.0
2012-06-11,5200,5375,5200,5350,9590,92876.0,8680000.0
2012-06-12,5325,5400,5200,5350,4600,92876.0,8680000.0
2012-06-13,5375,5475,5350,5475,4816,95046.0,8680000.0
2012-06-14,5425,5550,5400,5550,4447,96348.0,8680000.0
2012-06-15,5425,5700,5425,5500,6020,95480.0,8680000.0
2012-06-18,5525,6225,5500,5975,41271,103726.0,8680000.0
2012-06-19,6050,6300,6000,6200,19842,107632.0,8680000.0
2012-06-20,6325,6350,6175,6225,7809,108066.0,8680000.0
2012-06-21,6150,6225,6025,6150,10521,106764.0,8680000.0
2012-06-22,6050,6300,5925,6300,11521,109368.0,8680000.0
2012-06-25,6350,6450,6074,6350,12871,110236.0,8680000.0
2012-06-26,6450,6549,6425,6475,7450,112406.0,8680000.0
2012-06-27,6500,6575,6349,6575,5881,114142.0,8680000.0
2012-06-28,6675,6675,6425,6500,7034,112840.0,8680000.0
2012-06-29,6400,6600,6300,6600,7540,114576.0,8680000.0
2012-07-02,6649,6649,6425,6525,5812,113274.0,8680000.0
2012-07-03,6600,6649,6550,6625,2420,115010.0,8680000.0
2012-07-04,6650,6675,6600,6600,2670,114576.0,8680000.0
2012-07-05,6625,6725,6400,6675,3391,115878.0,8680000.0
2012-07-06,6675,6725,6650,6700,3770,116312.0,8680000.0
2012-07-09,6750,6750,6700,6750,4926,117180.0,8680000.0
2012-07-10,6500,6825,6500,6625,6180,115010.0,8680000.0
2012-07-11,6774,6774,6574,6750,1530,117180.0,8680000.0
2012-07-12,6674,6800,6625,6750,4011,117180.0,8680000.0
2012-07-13,6750,6750,6525,6750,4030,117180.0,8680000.0
2012-07-16,6625,6775,6550,6725,6080,116746.0,8680000.0
2012-07-17,6700,6725,6575,6725,5441,116746.0,8680000.0
2012-07-18,6750,6750,6550,6725,6470,116746.0,8680000.0
2012-07-19,6775,6850,6625,6800,10260,118048.0,8680000.0
2012-07-20,6849,6849,6700,6725,4662,116746.0,8680000.0
2012-07-23,6675,6850,6500,6500,13631,112840.0,8680000.0
2012-07-24,6349,6500,6325,6375,2600,110670.0,8680000.0
2012-07-25,6375,6450,6124,6250,17290,108500.0,8680000.0
2012-07-26,6250,6250,5950,6000,6020,104160.0,8680000.0
2012-07-27,5949,6250,5949,6075,3118,105462.0,8680000.0
2012-07-30,6249,6249,5975,6025,2580,104594.0,8680000.0
2012-07-31,5925,6050,5925,6000,5940,104160.0,8680000.0
2012-08-01,5925,6100,5925,6100,2372,105896.0,8680000.0
2012-08-02,6000,6100,5975,5975,2432,103726.0,8680000.0
2012-08-03,5950,6075,5800,5800,9969,100688.0,8680000.0
2012-08-06,5900,5900,5800,5800,5074,100688.0,8680000.0
2012-08-07,5800,6025,5800,5950,2379,103292.0,8680000.0
2012-08-08,6100,6100,5925,5950,2435,103292.0,8680000.0
2012-08-09,5950,6100,5900,5950,3834,103292.0,8680000.0
2012-08-10,5950,5950,5825,5825,8307,101122.0,8680000.0
2012-08-13,5825,5925,5750,5800,2903,100688.0,8680000.0
2012-08-14,5824,6324,5700,6250,27858,108500.0,8680000.0
2012-08-16,6300,6324,6124,6250,4791,108500.0,8680000.0
2012-08-17,6250,6250,6175,6250,1130,108500.0,8680000.0
2012-08-20,6200,6225,6049,6125,4769,106330.0,8680000.0
2012-08-21,6050,6125,6050,6100,3536,105896.0,8680000.0
2012-08-22,6025,6025,5875,5875,9804,101990.0,8680000.0
2012-08-23,6000,6074,5950,5950,13002,103292.0,8680000.0
2012-08-24,5925,6050,5925,6000,6240,104160.0,8680000.0
2012-08-27,6100,6100,5975,6050,6000,105028.0,8680000.0
2012-08-28,5900,6000,5875,5900,12207,102424.0,8680000.0
2012-08-29,5875,5900,5800,5875,5682,101990.0,8680000.0
2012-08-30,5875,5875,5675,5700,10137,98952.0,8680000.0
2012-08-31,5750,5800,5625,5700,8403,98952.0,8680000.0
2012-09-03,5650,5675,5500,5625,18581,97650.0,8680000.0
2012-09-04,5625,5675,5525,5625,8213,97650.0,8680000.0
2012-09-05,5650,5650,5450,5475,12507,95046.0,8680000.0
2012-09-06,5575,5650,5475,5500,5101,95480.0,8680000.0
2012-09-07,5650,5650,5525,5625,6832,97650.0,8680000.0
2012-09-10,5700,5700,5500,5650,9487,98084.0,8680000.0
2012-09-11,5600,6050,5550,5950,22446,103292.0,8680000.0
2012-09-12,5974,5974,5725,5950,20634,103292.0,8680000.0
2012-09-13,5849,6150,5849,6025,14164,104594.0,8680000.0
2012-09-14,6024,6175,5950,6050,7042,105028.0,8680000.0
2012-09-17,6050,6149,5900,5975,6714,103726.0,8680000.0
2012-09-18,5975,6300,5975,6100,16264,105896.0,8680000.0
2012-09-19,6150,6150,6000,6100,5388,105896.0,8680000.0
2012-09-20,6050,6275,6050,6200,10364,107632.0,8680000.0
2012-09-21,6250,6275,6075,6200,4130,107632.0,8680000.0
2012-09-24,6250,6325,6200,6300,8860,109368.0,8680000.0
2012-09-25,6300,6349,6200,6275,6841,108934.0,8680000.0
2012-09-26,6275,6350,6100,6300,12830,109368.0,8680000.0
2012-09-27,6225,6300,6150,6150,2934,106764.0,8680000.0
2012-09-28,6150,6249,6100,6125,3833,106330.0,8680000.0
2012-10-02,6100,6200,6100,6125,6541,106330.0,8680000.0
2012-10-04,6125,6225,6075,6125,8326,106330.0,8680000.0
2012-10-05,6200,6200,6049,6125,10423,106330.0,8680000.0
2012-10-08,6125,6175,6075,6175,2294,107198.0,8680000.0
2012-10-09,6100,6150,6000,6150,8921,106764.0,8680000.0
2012-10-10,6125,6150,6025,6100,7000,105896.0,8680000.0
2012-10-11,6050,6149,6050,6075,9114,105462.0,8680000.0
2012-10-12,6050,6124,6000,6050,9965,105028.0,8680000.0
2012-10-15,6000,6100,5925,6100,5380,105896.0,8680000.0
2012-10-16,6050,6175,5975,6100,8111,105896.0,8680000.0
2012-10-17,6024,6100,6000,6050,7375,105028.0,8680000.0
2012-10-18,6049,6075,5950,6025,31440,104594.0,8680000.0
2012-10-19,6000,6050,5950,6000,5514,104160.0,8680000.0
2012-10-22,5949,5975,5800,5975,2312,103726.0,8680000.0
2012-10-23,5950,6075,5900,6000,10251,104160.0,8680000.0
2012-10-24,5825,6000,5825,6000,5220,104160.0,8680000.0
2012-10-25,6025,6400,5974,6350,605035,110236.0,8680000.0
2012-10-26,6474,7300,6450,6750,368967,117180.0,8680000.0
2012-10-29,6625,6775,6400,6400,74530,111104.0,8680000.0
2012-10-30,6549,7000,6400,6875,97507,119350.0,8680000.0
2012-10-31,6825,7000,6700,6950,55754,120652.0,8680000.0
2012-11-01,6975,7150,6800,6925,43063,120218.0,8680000.0
2012-11-02,6975,6975,6825,6900,35322,119784.0,8680000.0
2012-11-05,6900,7700,6900,6975,458006,121086.0,8680000.0
2012-11-06,7125,7125,6475,6675,104771,115878.0,8680000.0
2012-11-07,6775,6775,6450,6450,66225,111972.0,8680000.0
2012-11-08,6400,6575,6349,6575,59199,114142.0,8680000.0
2012-11-09,6600,6675,6450,6650,29915,115444.0,8680000.0
2012-11-12,6650,6700,6500,6575,25071,114142.0,8680000.0
2012-11-13,6575,6675,6524,6650,30157,115444.0,8680000.0
2012-11-14,6725,6725,6550,6600,44312,114576.0,8680000.0
2012-11-15,6575,6625,6400,6500,42390,112840.0,8680000.0
2012-11-16,6375,6750,6350,6500,49657,112840.0,8680000.0
2012-11-19,6500,6500,6280,6330,20087,54944.0,8680000.0
2012-11-20,6260,6390,6050,6200,24750,53816.0,8680000.0
2012-11-21,6090,6290,5900,5940,21043,51559.0,8680000.0
2012-11-22,6050,6200,6000,6110,13646,53035.0,8680000.0
2012-11-23,6210,6230,6140,6190,6966,53729.0,8680000.0
2012-11-26,6200,6370,6200,6360,7610,55205.0,8680000.0
2012-11-27,6360,6360,6190,6190,6641,53729.0,8680000.0
2012-11-28,6190,6340,6190,6260,4292,54337.0,8680000.0
2012-11-29,6690,6690,6270,6390,10099,55465.0,8680000.0
2012-11-30,6390,7000,6330,6700,13851,58156.0,8680000.0
2012-12-03,6790,6790,6380,6680,9887,57982.0,8680000.0
2012-12-04,6650,6710,5750,6360,11290,55205.0,8680000.0
2012-12-05,6360,6440,6300,6380,9967,55378.0,8680000.0
2012-12-06,6470,6470,6360,6430,10016,55812.0,8680000.0
2012-12-07,6310,6410,6280,6400,6940,55552.0,8680000.0
2012-12-10,6380,6500,6350,6450,10096,55986.0,8680000.0
2012-12-11,6310,6340,6160,6200,46043,107632.0,17360000.0
2012-12-12,6180,6300,6160,6190,20179,107458.0,17360000.0
2012-12-13,6190,6190,5920,5920,109496,102771.0,17360000.0
2012-12-14,5920,6040,5820,6030,36105,104681.0,17360000.0
2012-12-17,6020,6160,5920,6000,46513,104160.0,17360000.0
2012-12-18,6020,6200,5910,6030,31889,104681.0,17360000.0
2012-12-20,6000,6280,6000,6200,47016,107632.0,17360000.0
2012-12-21,6120,6260,6120,6230,9540,108153.0,17360000.0
2012-12-24,6160,6320,6150,6230,30398,108153.0,17360000.0
2012-12-26,6360,6420,6200,6280,69210,109021.0,17360000.0
2012-12-27,6240,6240,6080,6200,74260,107632.0,17360000.0
2012-12-28,6190,6280,6060,6250,23733,108500.0,17360000.0
2013-01-02,6200,6310,6200,6260,17962,108674.0,17360000.0
2013-01-03,6300,6500,6230,6500,50756,112840.0,17360000.0
2013-01-04,6470,6740,6470,6620,121698,114923.0,17360000.0
2013-01-07,6690,6700,6520,6700,59183,116312.0,17360000.0
2013-01-08,6650,7080,6650,6910,228752,119958.0,17360000.0
2013-01-09,7050,7200,6940,7000,267051,121520.0,17360000.0
2013-01-10,6970,7100,6840,7000,101715,121520.0,17360000.0
2013-01-11,7000,7300,6970,7200,181495,124992.0,17360000.0
2013-01-14,7110,7400,7100,7290,120959,126554.0,17360000.0
2013-01-15,7320,7530,7290,7290,170386,126554.0,17360000.0
2013-01-16,7320,7520,7210,7280,161546,126381.0,17360000.0
2013-01-17,7260,7380,7160,7160,103913,124298.0,17360000.0
2013-01-18,7120,7490,7120,7350,207728,127596.0,17360000.0
2013-01-21,7430,7770,7420,7700,276246,133672.0,17360000.0
2013-01-22,7770,7960,7700,7730,267048,134193.0,17360000.0
2013-01-23,7800,7990,7710,7870,185401,136623.0,17360000.0
2013-01-24,7920,8040,7770,8000,159708,138880.0,17360000.0
2013-01-25,8100,8330,7990,8040,142053,139574.0,17360000.0
2013-01-28,8000,8200,7770,8080,187161,140269.0,17360000.0
2013-01-29,8060,8140,7900,7950,130028,138012.0,17360000.0
2013-01-30,8150,8180,7960,8100,198434,140616.0,17360000.0
2013-01-31,8080,8170,8030,8160,75868,141658.0,17360000.0
2013-02-01,8190,8300,8080,8280,177670,143741.0,17360000.0
2013-02-04,8420,8770,8300,8540,306615,148254.0,17360000.0
2013-02-05,8540,8700,8500,8560,174483,148602.0,17360000.0
2013-02-06,8440,8540,8290,8470,117857,147039.0,17360000.0
2013-02-07,8570,8580,8400,8400,86859,145824.0,17360000.0
2013-02-08,8420,8580,8410,8460,56584,146866.0,17360000.0
2013-02-12,8460,8460,8170,8310,78420,144262.0,17360000.0
2013-02-13,8350,8350,8090,8110,109501,140790.0,17360000.0
2013-02-14,8130,8130,7800,7900,165142,137144.0,17360000.0
2013-02-15,7800,7980,7700,7970,172927,138359.0,17360000.0
2013-02-18,7980,8040,7870,7900,56691,137144.0,17360000.0
2013-02-19,7980,8040,7850,7950,65472,138012.0,17360000.0
2013-02-20,7980,7980,7800,7900,99210,137144.0,17360000.0
2013-02-21,8030,8040,7860,7920,112274,137491.0,17360000.0
2013-02-22,8490,8760,8200,8250,698497,143220.0,17360000.0
2013-02-25,8410,8440,8260,8260,154776,143394.0,17360000.0
2013-02-26,8300,8360,8160,8160,91610,141658.0,17360000.0
2013-02-27,8160,8220,7900,7930,149522,137665.0,17360000.0
2013-02-28,7910,8070,7830,8050,144026,139748.0,17360000.0
2013-03-04,8000,8150,7980,8100,83790,140616.0,17360000.0
2013-03-05,8100,8100,7900,7950,95511,138012.0,17360000.0
2013-03-06,8000,8030,7850,7860,76960,136450.0,17360000.0
2013-03-07,7990,8110,7860,8080,144721,140269.0,17360000.0
2013-03-08,8080,8150,8000,8130,91609,141137.0,17360000.0
2013-03-11,8100,8140,7910,8130,67830,141137.0,17360000.0
2013-03-12,8130,8240,8080,8200,116415,142352.0,17360000.0
2013-03-13,8320,8410,8220,8300,108650,144088.0,17360000.0
2013-03-14,8340,8340,8190,8300,53669,144088.0,17360000.0
2013-03-15,8350,8350,8210,8250,60204,143220.0,17360000.0
2013-03-18,8300,8300,8000,8000,77754,138880.0,17360000.0
2013-03-19,8000,8060,7900,7940,59716,137838.0,17360000.0
2013-03-20,7900,7980,7820,7890,61534,136970.0,17360000.0
2013-03-21,7970,7980,7840,7870,22251,136623.0,17360000.0
2013-03-22,7800,8340,7710,8330,133856,144609.0,17360000.0
2013-03-25,8250,8430,8200,8300,107382,144088.0,17360000.0
2013-03-26,8250,8370,8200,8300,54905,144088.0,17360000.0
2013-03-27,8280,8380,8140,8360,93958,145130.0,17360000.0
2013-03-28,8400,9090,8350,8880,435352,154157.0,17360000.0
2013-03-29,8880,8930,8720,8870,142778,153983.0,17360000.0
2013-04-01,8900,9030,8740,8770,108744,152247.0,17360000.0
2013-04-02,8770,8810,8550,8690,126141,150858.0,17360000.0
2013-04-03,8790,9000,8690,8870,68069,153983.0,17360000.0
2013-04-04,8870,9060,8420,9020,184438,156587.0,17360000.0
2013-04-05,9000,9040,8760,8890,98179,154330.0,17360000.0
2013-04-08,8890,8890,8400,8470,119152,147039.0,17360000.0
2013-04-09,8320,8470,8200,8340,106266,144782.0,17360000.0
2013-04-10,8460,8490,8300,8350,64968,144956.0,17360000.0
2013-04-11,8350,8490,8240,8450,90403,146692.0,17360000.0
2013-04-12,8490,8950,8400,8740,165607,151726.0,17360000.0
2013-04-15,8650,8820,8640,8750,48399,151900.0,17360000.0
2013-04-16,8630,8770,8590,8720,44373,151379.0,17360000.0
2013-04-17,8760,9070,8720,8780,69684,152421.0,17360000.0
2013-04-18,8720,8940,8680,8810,49711,152942.0,17360000.0
2013-04-19,8810,8880,8540,8690,91130,150858.0,17360000.0
2013-04-22,8710,9300,8630,9300,248217,161448.0,17360000.0
2013-04-23,9350,9690,9260,9500,281605,164920.0,17360000.0
2013-04-24,9650,9770,9410,9740,135412,169086.0,17360000.0
2013-04-25,9840,9840,9500,9800,90403,170128.0,17360000.0
2013-04-26,9700,9810,9620,9620,57039,167003.0,17360000.0
2013-04-29,9570,9790,9530,9660,49037,167698.0,17360000.0
2013-04-30,9630,10400,9610,9670,286579,167871.0,17360000.0
2013-05-02,9670,9720,9350,9350,95740,162316.0,17360000.0
2013-05-03,9420,9740,9330,9730,61113,168913.0,17360000.0
2013-05-06,9670,9850,9610,9620,37236,167003.0,17360000.0
2013-05-07,9520,9900,9520,9850,70397,170996.0,17360000.0
2013-05-08,10050,10450,9950,10200,278205,177072.0,17360000.0
2013-05-09,10150,10600,10050,10600,111807,184016.0,17360000.0
2013-05-10,10550,10600,10250,10500,102425,182280.0,17360000.0
2013-05-13,10500,10500,10150,10250,53600,177940.0,17360000.0
2013-05-14,10400,10900,10150,10850,166360,188356.0,17360000.0
2013-05-15,10800,11000,10600,10650,140675,184884.0,17360000.0
2013-05-16,10650,10800,10300,10400,89941,180544.0,17360000.0
2013-05-20,10350,10550,9990,10550,163461,183148.0,17360000.0
2013-05-21,10650,10850,10400,10850,70611,188356.0,17360000.0
2013-05-22,10850,10850,10450,10450,43345,181412.0,17360000.0
2013-05-23,10350,10650,10000,10400,71980,180544.0,17360000.0
2013-05-24,10400,10600,10000,10350,75050,179676.0,17360000.0
2013-05-27,10400,10550,10250,10300,34172,178808.0,17360000.0
2013-05-28,10350,10550,10200,10250,82805,177940.0,17360000.0
2013-05-29,10300,10700,10300,10350,47830,179676.0,17360000.0
2013-05-30,10300,10500,9860,10150,118066,176204.0,17360000.0
2013-05-31,10150,10250,9780,9890,77091,171690.0,17360000.0
2013-06-03,9890,9890,9450,9700,98817,168392.0,17360000.0
2013-06-04,9700,9700,9090,9330,157324,161969.0,17360000.0
2013-06-05,9280,9280,8500,8790,296488,152594.0,17360000.0
2013-06-07,8810,8950,8370,8510,133672,147734.0,17360000.0
2013-06-10,8540,9000,8540,8710,111160,151206.0,17360000.0
2013-06-11,8800,8830,8590,8600,35077,149296.0,17360000.0
2013-06-12,8550,8750,8500,8700,24056,151032.0,17360000.0
2013-06-13,8600,8780,8550,8700,37400,151032.0,17360000.0
2013-06-14,8790,8790,8520,8610,34980,149470.0,17360000.0
2013-06-17,8460,8800,8150,8260,77827,143394.0,17360000.0
2013-06-18,8200,8400,8170,8390,40086,145650.0,17360000.0
2013-06-19,8450,8450,8190,8200,42241,142352.0,17360000.0
2013-06-20,8070,8190,7900,7990,92300,138706.0,17360000.0
2013-06-21,7800,8050,7690,8040,73197,139574.0,17360000.0
2013-06-24,8040,8450,8040,8300,60173,144088.0,17360000.0
2013-06-25,8300,8500,8020,8100,58516,140616.0,17360000.0
2013-06-26,8100,8280,7960,8070,57919,140095.0,17360000.0
2013-06-27,8040,8220,8040,8130,43612,141137.0,17360000.0
2013-06-28,8220,8450,8020,8400,64710,145824.0,17360000.0
2013-07-01,8280,8590,8280,8540,36630,148254.0,17360000.0
2013-07-02,8510,8670,8410,8480,16004,147213.0,17360000.0
2013-07-03,8540,8960,8210,8960,135825,155546.0,17360000.0
2013-07-04,9000,9050,8790,8860,32950,153810.0,17360000.0
2013-07-05,8990,8990,8620,8640,25056,149990.0,17360000.0
2013-07-08,8660,8740,8300,8440,23020,146518.0,17360000.0
2013-07-09,8530,8530,8370,8520,8734,147907.0,17360000.0
2013-07-10,8530,8530,8320,8320,13651,144435.0,17360000.0
2013-07-11,8560,8560,8190,8410,17980,145998.0,17360000.0
2013-07-12,8410,8550,8240,8250,30647,143220.0,17360000.0
2013-07-15,8250,8450,8100,8120,32353,140963.0,17360000.0
2013-07-16,8110,8280,7860,7960,73199,138186.0,17360000.0
2013-07-17,7900,8050,7880,8050,45098,139748.0,17360000.0
2013-07-18,8000,8050,7730,7970,80776,138359.0,17360000.0
2013-07-19,8010,8010,7750,7870,79444,136623.0,17360000.0
2013-07-22,7890,7890,7680,7680,86006,133325.0,17360000.0
2013-07-23,7680,7840,7650,7840,23750,136102.0,17360000.0
2013-07-24,7840,7910,7780,7860,24498,136450.0,17360000.0
2013-07-25,7780,7860,7730,7850,24480,136276.0,17360000.0
2013-07-26,7830,7850,7700,7760,30964,134714.0,17360000.0
2013-07-29,7750,7760,7500,7510,36012,130374.0,17360000.0
2013-07-30,7460,7650,7240,7300,102774,126728.0,17360000.0
2013-07-31,7200,7350,7120,7350,111517,127596.0,17360000.0
2013-08-01,7350,7350,7200,7220,49330,125339.0,17360000.0
2013-08-02,7220,7450,7180,7340,38363,127422.0,17360000.0
2013-08-05,7400,7440,7210,7270,42040,126207.0,17360000.0
2013-08-06,7270,7300,7150,7220,29401,125339.0,17360000.0
2013-08-07,7170,7330,7060,7150,68780,124124.0,17360000.0
2013-08-08,7150,7210,6910,6980,121982,121173.0,17360000.0
2013-08-09,7040,7250,6910,7150,72539,124124.0,17360000.0
2013-08-12,7220,7270,6970,7070,51672,122735.0,17360000.0
2013-08-13,7000,7050,6740,6800,92935,118048.0,17360000.0
2013-08-14,6670,6900,6650,6900,53431,119784.0,17360000.0
2013-08-16,6900,6900,6740,6870,56850,119263.0,17360000.0
2013-08-19,6890,6890,6770,6800,41490,118048.0,17360000.0
2013-08-20,6740,6830,6550,6600,72560,114576.0,17360000.0
2013-08-21,6600,6610,6290,6360,135307,110410.0,17360000.0
2013-08-22,6300,6360,6130,6180,76950,107285.0,17360000.0
2013-08-23,6190,6390,6190,6350,33173,110236.0,17360000.0
2013-08-26,6400,6510,6350,6510,26714,113014.0,17360000.0
2013-08-27,6580,6800,6500,6740,114142,117006.0,17360000.0
2013-08-28,6610,6850,6400,6850,57870,118916.0,17360000.0
2013-08-29,6860,6900,6700,6880,39724,119437.0,17360000.0
2013-08-30,6760,7120,6760,7100,79063,123256.0,17360000.0
2013-09-02,7240,7240,7010,7110,24680,123430.0,17360000.0
2013-09-03,7110,7180,6970,7140,19218,123950.0,17360000.0
2013-09-04,7170,7190,6990,7150,55760,124124.0,17360000.0
2013-09-05,7070,7170,7070,7130,19750,123777.0,17360000.0
2013-09-06,7150,7580,7050,7250,114919,125860.0,17360000.0
2013-09-09,7280,7460,7160,7270,61252,126207.0,17360000.0
2013-09-10,7250,7300,7080,7210,43226,125166.0,17360000.0
2013-09-11,7300,7390,7070,7190,77100,124818.0,17360000.0
2013-09-12,7210,7220,6960,7000,52632,121520.0,17360000.0
2013-09-13,7100,7110,6940,7010,27693,121694.0,17360000.0
2013-09-16,7220,7410,7070,7410,82803,128638.0,17360000.0
2013-09-17,7420,7630,7410,7630,101069,132457.0,17360000.0
2013-09-23,7630,7900,7620,7790,114452,135234.0,17360000.0
2013-09-24,7880,7880,7690,7800,49200,135408.0,17360000.0
2013-09-25,7770,7790,7170,7320,261011,127075.0,17360000.0
2013-09-26,7320,7490,7240,7490,115258,130026.0,17360000.0
2013-09-27,7520,7840,7500,7830,148408,135929.0,17360000.0
2013-09-30,7990,8040,7800,7970,111062,138359.0,17360000.0
2013-10-01,8000,8180,7900,8170,135044,141831.0,17360000.0
2013-10-02,8250,8280,8070,8090,59953,140442.0,17360000.0
2013-10-04,7990,8090,7830,7890,51533,136970.0,17360000.0
2013-10-07,7830,7990,7700,7950,30910,138012.0,17360000.0
2013-10-08,7810,8100,7800,7970,50413,138359.0,17360000.0
2013-10-10,8030,8030,7900,7920,16720,137491.0,17360000.0
2013-10-11,7920,7950,7730,7750,46316,134540.0,17360000.0
2013-10-14,7500,7510,6610,7100,355716,123256.0,17360000.0
2013-10-15,7100,7190,6970,7130,74412,123777.0,17360000.0
2013-10-16,7230,7350,6890,7100,157288,123256.0,17360000.0
2013-10-17,7200,7200,6870,7100,82526,123256.0,17360000.0
2013-10-18,7190,7270,7120,7160,39085,124298.0,17360000.0
2013-10-21,7140,7230,7010,7200,38720,124992.0,17360000.0
2013-10-22,7230,7350,7160,7270,60266,126207.0,17360000.0
2013-10-23,7250,7310,7100,7250,50400,125860.0,17360000.0
2013-10-24,7220,7290,7010,7290,98224,126554.0,17360000.0
2013-10-25,7290,7300,7210,7270,28461,126207.0,17360000.0
2013-10-28,7320,7340,7240,7310,43441,126902.0,17360000.0
2013-10-29,7270,7400,7240,7340,55150,127422.0,17360000.0
2013-10-30,7340,7750,7340,7700,133367,133672.0,17360000.0
2013-10-31,7700,7940,7660,7910,84909,137318.0,17360000.0
2013-11-01,8000,8000,7750,7950,37820,138012.0,17360000.0
2013-11-04,7950,7950,7820,7900,14400,137144.0,17360000.0
2013-11-05,7900,7950,7740,7870,21675,136623.0,17360000.0
2013-11-06,7880,7930,7750,7910,41700,137318.0,17360000.0
2013-11-07,7900,7980,7770,7950,51020,138012.0,17360000.0
2013-11-08,8000,8200,7910,8140,102190,141310.0,17360000.0
2013-11-11,8230,8230,7820,7910,54740,137318.0,17360000.0
2013-11-12,7830,8000,7830,7890,21389,136970.0,17360000.0
2013-11-13,7830,7990,7700,7790,16420,135234.0,17360000.0
2013-11-14,7870,7880,7650,7880,23785,136797.0,17360000.0
2013-11-15,7800,7950,7700,7950,23575,138012.0,17360000.0
2013-11-18,8000,8100,7960,8010,35759,139054.0,17360000.0
2013-11-19,8010,8070,7870,7960,14068,138186.0,17360000.0
2013-11-20,8000,8000,7560,7850,56290,136276.0,17360000.0
2013-11-21,7860,8010,7840,7970,32070,138359.0,17360000.0
2013-11-22,7930,8040,7890,7970,43346,138359.0,17360000.0
2013-11-25,7970,8150,7970,8130,56938,141137.0,17360000.0
2013-11-26,8090,8250,8050,8190,30460,142178.0,17360000.0
2013-11-27,8150,8410,8100,8360,78535,145130.0,17360000.0
2013-11-28,8350,8410,8250,8390,30202,145650.0,17360000.0
2013-11-29,8380,8420,8260,8380,28620,145477.0,17360000.0
2013-12-02,8360,8400,8260,8370,17460,145303.0,17360000.0
2013-12-03,8360,8370,8150,8300,37551,144088.0,17360000.0
2013-12-04,8230,8230,8140,8140,22210,141310.0,17360000.0
2013-12-05,8250,8250,8040,8140,21546,141310.0,17360000.0
2013-12-06,8070,8280,8070,8270,16890,143567.0,17360000.0
2013-12-09,8230,8350,8170,8270,17020,143567.0,17360000.0
2013-12-10,8250,8250,8130,8220,12780,142699.0,17360000.0
2013-12-11,8350,8350,8100,8200,29100,142352.0,17360000.0
2013-12-12,8170,8340,8020,8050,16762,139748.0,17360000.0
2013-12-13,7920,8080,7920,8080,14860,140269.0,17360000.0
