엔씨소프트(036570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-07-11,78400,78400,78400,78400,8,352800.0,4500000.0
2000-07-12,87800,87800,87800,87800,206,395100.0,4500000.0
2000-07-13,98300,98300,98300,98300,92439,442350.0,4500000.0
2000-07-14,110000,110000,104500,110000,166400,495000.0,4500000.0
2000-07-18,123000,123000,123000,123000,9918,553500.0,4500000.0
2000-07-19,137500,137500,137500,137500,11883,618750.0,4500000.0
2000-07-20,154000,154000,121000,121000,519116,544500.0,4500000.0
2000-07-21,121000,125000,106500,112000,273233,504000.0,4500000.0
2000-07-24,109000,119000,99000,99900,191698,449550.0,4500000.0
2000-07-25,99000,111500,98100,111500,92951,501750.0,4500000.0
2000-07-26,116500,122000,102000,104000,406347,468000.0,4500000.0
2000-07-27,104000,107500,96500,97000,181413,436500.0,4500000.0
2000-07-28,94900,99000,89500,90500,294538,407250.0,4500000.0
2000-07-31,87800,96400,85500,93200,264721,419400.0,4500000.0
2000-08-01,95900,104000,94000,104000,140622,468000.0,4500000.0
2000-08-02,109500,116000,101500,103000,418896,463500.0,4500000.0
2000-08-03,103000,111000,103000,106500,242620,479250.0,4500000.0
2000-08-04,108500,109000,99400,102000,165594,459000.0,4500000.0
2000-08-07,99500,107500,99500,101500,146432,456750.0,4500000.0
2000-08-08,103000,113500,101500,106000,507487,477000.0,4500000.0
2000-08-09,106000,108000,101500,104500,131162,470250.0,4500000.0
2000-08-10,104500,107500,99700,101500,137316,456750.0,4500000.0
2000-08-11,99500,100000,91500,95700,203264,430650.0,4500000.0
2000-08-14,97000,98900,93500,94000,99410,423000.0,4500000.0
2000-08-16,93000,97500,91100,95300,207982,428850.0,4500000.0
2000-08-17,96000,96700,89200,90900,174214,409050.0,4500000.0
2000-08-18,91000,92500,83500,88900,163811,400050.0,4500000.0
2000-08-21,84100,88400,82000,82700,117309,372150.0,4500000.0
2000-08-22,82000,89000,81400,86000,179600,387000.0,4500000.0
2000-08-23,87900,90500,84500,84500,173773,380250.0,4500000.0
2000-08-24,85100,86900,80600,81600,86434,367200.0,4500000.0
2000-08-25,80100,84000,77400,81100,111874,364950.0,4500000.0
2000-08-28,82200,90800,81100,90800,211208,408600.0,4500000.0
2000-08-29,92000,100500,90100,94000,274930,423000.0,4500000.0
2000-08-30,95100,104000,94900,100500,228389,452250.0,4500000.0
2000-08-31,103000,106000,95000,97600,337800,439200.0,4500000.0
2000-09-01,98500,101500,97800,100000,105311,450000.0,4500000.0
2000-09-04,103000,112000,103000,112000,93818,504000.0,4500000.0
2000-09-05,121000,124000,112500,117500,496038,528750.0,4500000.0
2000-09-06,115000,126000,112500,116000,400184,522000.0,4500000.0
2000-09-07,115000,120500,111000,114500,493063,515250.0,4500000.0
2000-09-08,116000,128000,101500,107000,937357,481500.0,4500000.0
2000-09-14,101000,105500,97200,103500,141655,465750.0,4500000.0
2000-09-15,101000,107500,98500,98800,164594,444600.0,4500000.0
2000-09-18,93000,94500,87000,87400,186369,393300.0,4500000.0
2000-09-19,88300,93600,86000,90400,211556,406800.0,4500000.0
2000-09-20,94400,101000,94000,101000,139492,454500.0,4500000.0
2000-09-21,106000,108500,92000,100000,521497,450000.0,4500000.0
2000-09-22,99500,100000,90500,92000,197326,414000.0,4500000.0
2000-09-25,96000,103000,93100,102500,241708,461250.0,4500000.0
2000-09-26,100000,106000,98500,101500,216219,456750.0,4500000.0
2000-09-27,104000,112000,103500,107000,254900,481500.0,4500000.0
2000-09-28,107000,110000,103500,106500,131954,479250.0,4500000.0
2000-09-29,109000,119000,106500,119000,340548,535500.0,4500000.0
2000-10-02,119000,132000,115000,128000,495711,576000.0,4500000.0
2000-10-04,125000,132000,121500,127500,363393,573750.0,4500000.0
2000-10-05,129500,130000,122500,123500,300033,555750.0,4500000.0
2000-10-06,121000,123000,117000,122000,251763,549000.0,4500000.0
2000-10-09,122000,128500,114000,116000,221952,522000.0,4500000.0
2000-10-10,113000,122500,111000,121000,273747,544500.0,4500000.0
2000-10-11,118000,120500,111000,114000,153188,513000.0,4500000.0
2000-10-12,113000,116000,112000,115000,138420,517500.0,4500000.0
2000-10-13,108000,111000,101500,103000,334113,463500.0,4500000.0
2000-10-16,110000,113000,106500,109500,253814,492750.0,4500000.0
2000-10-17,107000,111000,96500,96500,197850,434250.0,4500000.0
2000-10-18,90100,101000,90100,99900,256593,449550.0,4500000.0
2000-10-19,100000,105500,98100,101000,179389,454500.0,4500000.0
2000-10-20,106000,109000,101000,101500,152203,456750.0,4500000.0
2000-10-23,100500,102000,96500,97600,95602,439200.0,4500000.0
2000-10-24,97100,100000,95000,97300,114701,437850.0,4500000.0
2000-10-25,96000,105500,95700,96800,345284,435600.0,4500000.0
2000-10-26,95000,95900,90600,92600,120760,416700.0,4500000.0
2000-10-27,92700,96900,90500,96900,185156,436050.0,4500000.0
2000-10-30,99000,103500,87400,88300,405477,397350.0,4500000.0
2000-10-31,83000,89000,77800,88300,308420,397350.0,4500000.0
2000-11-01,90000,92000,88000,88500,239005,398250.0,4500000.0
2000-11-02,86500,94000,86500,89800,230340,404100.0,4500000.0
2000-11-03,90100,94300,89500,92000,223165,414000.0,4500000.0
2000-11-06,91500,93400,90500,92800,113271,417600.0,4500000.0
2000-11-07,93800,97500,90700,91000,334932,409500.0,4500000.0
2000-11-08,89900,91000,87200,89000,86673,400500.0,4500000.0
2000-11-09,88000,89900,87000,88700,60598,399150.0,4500000.0
2000-11-10,87500,91600,87500,90400,74214,406800.0,4500000.0
2000-11-13,88500,89800,86800,87500,59655,393750.0,4500000.0
2000-11-14,88600,89500,87200,88400,71147,397800.0,4500000.0
2000-11-15,91000,95900,89300,92000,219313,414000.0,4500000.0
2000-11-16,95000,95500,92100,92800,125267,417600.0,4500000.0
2000-11-17,91800,92000,90100,91200,56466,410400.0,4500000.0
2000-11-20,90200,90900,89000,90000,43189,405000.0,4500000.0
2000-11-21,87600,88800,85600,87600,53101,394200.0,4500000.0
2000-11-22,87600,88500,85200,86700,51379,390150.0,4500000.0
2000-11-23,84600,85400,81100,81900,57808,368550.0,4500000.0
2000-11-24,80100,88800,80000,85200,84255,383400.0,4500000.0
2000-11-27,85500,87900,85500,86500,52353,389250.0,4500000.0
2000-11-28,84200,85000,81500,82300,51550,370350.0,4500000.0
2000-11-29,80000,80200,72500,72600,162759,326700.0,4500000.0
2000-11-30,72100,73800,65300,68000,165609,306000.0,4500000.0
2000-12-01,64100,70500,63500,68700,157656,309150.0,4500000.0
2000-12-04,70600,71700,65500,67400,142336,303300.0,4500000.0
2000-12-05,67000,70000,65800,70000,90304,315000.0,4500000.0
2000-12-06,75200,76500,71000,71400,193823,321300.0,4500000.0
2000-12-07,70100,72200,69100,70000,75477,315000.0,4500000.0
2000-12-08,71000,72900,70500,72000,71961,324000.0,4500000.0
2000-12-11,73100,80000,72500,79400,189009,357300.0,4500000.0
2000-12-12,79800,80900,75100,76000,114071,342000.0,4500000.0
2000-12-13,77100,83000,76400,80500,179107,362250.0,4500000.0
2000-12-14,79000,83900,78100,82100,147871,369450.0,4500000.0
2000-12-15,80500,81500,78100,78700,53188,354150.0,4500000.0
2000-12-18,77000,78000,75200,76700,65186,345150.0,4500000.0
2000-12-19,74500,76500,70600,72100,90211,324450.0,4500000.0
2000-12-20,70000,70500,65100,65400,75922,294300.0,4500000.0
2000-12-21,60600,63000,57600,58200,229658,261900.0,4500000.0
2000-12-22,59000,60500,51700,52100,136531,234450.0,4500000.0
2000-12-26,54500,54600,50200,53500,119564,240750.0,4500000.0
2001-01-02,50500,59900,50500,59900,134058,269550.0,4500000.0
2001-01-03,58100,65500,56100,62000,309784,279000.0,4500000.0
2001-01-04,67500,69400,66500,69400,175456,312300.0,4500000.0
2001-01-05,68500,77700,67600,76200,227279,342900.0,4500000.0
2001-01-08,74000,80300,73000,76100,158942,342450.0,4500000.0
2001-01-09,76100,78500,74500,76500,215601,344250.0,4500000.0
2001-01-10,76500,83000,68500,68800,345084,309600.0,4500000.0
2001-01-11,76000,76600,70000,76500,238275,344250.0,4500000.0
2001-01-12,81800,85600,80100,85600,214012,385200.0,4500000.0
2001-01-15,90000,95800,90000,95800,336704,431100.0,4500000.0
2001-01-16,94500,98000,89800,93200,274252,419400.0,4500000.0
2001-01-17,92000,95000,85000,89500,180115,402750.0,4500000.0
2001-01-18,88500,92000,87000,89500,105190,402750.0,4500000.0
2001-01-19,91000,93000,90600,92000,105158,414000.0,4500000.0
2001-01-22,95000,100500,94000,99000,163402,445500.0,4500000.0
2001-01-26,98100,99000,89000,89500,173847,402750.0,4500000.0
2001-01-29,85100,91000,85100,86000,145727,387000.0,4500000.0
2001-01-30,88000,89300,85200,85500,136759,384750.0,4500000.0
2001-01-31,84000,89700,82100,88000,102801,396000.0,4500000.0
2001-02-01,88000,98500,86600,96100,230709,432450.0,4500000.0
2001-02-02,97000,103500,97000,100000,212408,450000.0,4500000.0
2001-02-05,93500,97000,89800,93500,64001,420750.0,4500000.0
2001-02-06,90600,94300,90500,93400,65367,420300.0,4500000.0
2001-02-07,92900,96800,91600,92500,50404,416250.0,4500000.0
2001-02-08,92500,96200,92500,94400,53762,424800.0,4500000.0
2001-02-09,95000,97600,93600,96000,87104,432000.0,4500000.0
2001-02-12,94800,98400,93800,96000,82984,432000.0,4500000.0
2001-02-13,98000,99800,96100,97000,72016,436500.0,4500000.0
2001-02-14,97100,97100,95000,96000,50584,432000.0,4500000.0
2001-02-15,99000,107500,98500,107500,192434,483750.0,4500000.0
2001-02-16,110000,118500,107000,116500,202632,524250.0,4500000.0
2001-02-19,113500,120000,112500,116500,71227,524250.0,4500000.0
2001-02-20,116500,118000,108000,110000,72987,495000.0,4500000.0
2001-02-21,103000,109000,103000,105500,93507,474750.0,4500000.0
2001-02-22,101000,107500,96100,98000,110009,441000.0,4500000.0
2001-02-23,95100,97800,93200,93900,119425,422550.0,4500000.0
2001-02-26,94500,105000,94300,105000,94260,472500.0,4500000.0
2001-02-27,107000,107500,92600,99000,97671,445500.0,4500000.0
2001-02-28,90200,98000,90100,95100,48056,427950.0,4500000.0
2001-03-02,95200,96300,86800,88500,58216,398250.0,4500000.0
2001-03-05,85400,89500,82600,88000,110743,396000.0,4500000.0
2001-03-06,89000,94600,89000,89000,113649,400500.0,4500000.0
2001-03-07,92100,96500,92100,94500,122428,425250.0,4500000.0
2001-03-08,95700,98500,94700,95100,80561,427950.0,4500000.0
2001-03-09,93100,101000,92000,95500,75190,429750.0,4500000.0
2001-03-12,92000,98500,88900,91000,67381,409500.0,4500000.0
2001-03-13,85000,89000,83700,85500,119148,384750.0,4500000.0
2001-03-14,90000,93500,89900,92500,79302,416250.0,4500000.0
2001-03-15,86500,92200,86500,90600,60369,407700.0,4500000.0
2001-03-16,91000,92600,90600,91400,45103,411300.0,4500000.0
2001-03-19,90000,92000,88600,89500,37222,402750.0,4500000.0
2001-03-20,90600,91900,87500,88900,53459,400050.0,4500000.0
2001-03-21,86000,92800,86000,91600,81096,412200.0,4500000.0
2001-03-22,92700,94000,90500,90900,50724,409050.0,4500000.0
2001-03-23,91500,92700,90700,91500,29673,411750.0,4500000.0
2001-03-26,94000,97700,92300,95500,62294,429750.0,4500000.0
2001-03-27,97000,97000,93000,93100,42036,418950.0,4500000.0
2001-03-28,95000,95000,90500,90500,46703,407250.0,4500000.0
2001-03-29,87500,90200,87000,87900,85070,395550.0,4500000.0
2001-03-30,88900,89200,84500,86600,56633,389700.0,4500000.0
2001-04-02,86600,87500,85000,86000,30254,387000.0,4500000.0
2001-04-03,83100,85800,83100,85500,37386,384750.0,4500000.0
2001-04-04,85500,89500,85000,86800,61778,390600.0,4500000.0
2001-04-06,95000,95000,89700,90000,80507,405000.0,4500000.0
2001-04-09,89500,89800,86600,87000,25594,391500.0,4500000.0
2001-04-10,88000,89400,85500,86400,33346,388800.0,4500000.0
2001-04-11,89000,91500,87600,91000,65979,409500.0,4500000.0
2001-04-12,92000,94000,90100,93500,54353,420750.0,4500000.0
2001-04-13,95200,95200,92100,92900,29887,418050.0,4500000.0
2001-04-16,93400,97800,92900,94700,64159,426150.0,4500000.0
2001-04-17,94000,95500,93200,94300,17877,424350.0,4500000.0
2001-04-18,96100,103500,96100,100000,103512,450000.0,4500000.0
2001-04-19,106500,112000,106000,112000,298620,504000.0,4500000.0
2001-04-20,115000,116000,104500,107000,124898,481500.0,4500000.0
2001-04-23,106500,114000,105000,108000,87225,486000.0,4500000.0
2001-04-24,105000,106000,102500,104500,42892,470250.0,4500000.0
2001-04-25,104000,117000,102000,117000,118728,526500.0,4500000.0
2001-04-26,120000,129000,115500,117000,232130,526500.0,4500000.0
2001-04-27,117000,122500,115500,120000,45332,540000.0,4500000.0
2001-04-30,122000,126500,119000,120000,96513,540000.0,4500000.0
2001-05-02,123000,125500,120500,122500,73683,551250.0,4500000.0
2001-05-03,122500,122500,117500,119000,27320,535500.0,4500000.0
2001-05-04,114000,124000,114000,118000,62053,531000.0,4500000.0
2001-05-07,119500,122000,111000,114500,153563,515250.0,4500000.0
2001-05-08,112500,114000,101000,102000,306036,459000.0,4500000.0
2001-05-09,99000,105500,95300,99000,216903,445500.0,4500000.0
2001-05-10,99000,103500,98800,99900,146384,449550.0,4500000.0
2001-05-11,98000,109500,98000,107000,186977,481500.0,4500000.0
2001-05-14,107000,110000,104000,108000,108070,486000.0,4500000.0
2001-05-15,109000,120000,109000,116500,295662,524250.0,4500000.0
2001-05-16,119000,123000,114000,116000,166170,522000.0,4500000.0
2001-05-17,120000,129500,117500,129500,235520,582750.0,4500000.0
2001-05-18,129500,145000,124000,145000,483358,652500.0,4500000.0
2001-05-21,148000,150000,137500,139000,335965,625500.0,4500000.0
2001-05-22,141500,147000,129500,141000,425340,634500.0,4500000.0
2001-05-23,139000,145500,135000,141000,274164,634500.0,4500000.0
2001-05-24,136000,139000,133500,133500,102246,600750.0,4500000.0
2001-05-25,131000,135500,130000,130000,91418,585000.0,4500000.0
2001-05-28,127500,132500,125500,125500,69754,564750.0,4500000.0
2001-05-29,125500,132500,125500,130000,119230,585000.0,4500000.0
2001-05-30,127500,134500,127500,131000,56183,589500.0,4500000.0
2001-05-31,129500,133000,127500,130000,78057,585000.0,4500000.0
2001-06-01,132500,133500,128500,131000,49454,589500.0,4500000.0
2001-06-04,131000,132500,126000,128000,43129,576000.0,4500000.0
2001-06-05,128000,131000,125500,128000,61935,576000.0,4500000.0
2001-06-07,126000,128000,121000,122000,58400,549000.0,4500000.0
2001-06-08,125000,126000,122000,124500,71255,560250.0,4500000.0
2001-06-11,121500,124000,120000,121500,50380,546750.0,4500000.0
2001-06-12,120000,124500,120000,121500,34507,546750.0,4500000.0
2001-06-13,123000,123500,120500,122000,24531,549000.0,4500000.0
2001-06-14,121500,131500,121500,127500,74689,573750.0,4500000.0
2001-06-15,126500,129000,123000,129000,71716,580500.0,4500000.0
2001-06-18,129000,129000,124500,126500,30233,569250.0,4500000.0
2001-06-19,124000,126000,122500,123000,58507,553500.0,4500000.0
2001-06-20,122000,123500,115000,120000,56294,540000.0,4500000.0
2001-06-21,121000,124000,118000,118000,63224,565515.0,4792500.0
2001-06-22,117000,121500,117000,118500,37260,567911.0,4792500.0
2001-06-25,118500,121500,116000,117000,41951,560722.0,4792500.0
2001-06-26,117000,118000,107000,108000,74240,517590.0,4792500.0
2001-06-27,105000,108000,99500,103500,164840,496024.0,4792500.0
2001-06-28,105000,110000,100500,101000,120850,484042.0,4792500.0
2001-06-29,104000,107500,103000,106500,93054,510401.0,4792500.0
2001-07-02,107500,113500,107500,110000,78752,527175.0,4792500.0
2001-07-03,110000,112000,106500,111500,47844,534364.0,4792500.0
2001-07-04,111500,111500,107500,109500,20539,524779.0,4792500.0
2001-07-05,108000,110000,107000,108500,33949,519986.0,4792500.0
2001-07-06,105500,107000,103500,104000,33002,498420.0,4792500.0
2001-07-09,100000,101000,94500,98500,79705,472061.0,4792500.0
2001-07-10,100000,102000,98600,99000,62984,474458.0,4792500.0
2001-07-11,95000,96100,93500,94500,84387,452891.0,4792500.0
2001-07-12,97000,101000,96500,100000,67412,479250.0,4792500.0
2001-07-13,101500,103000,95200,96000,62580,460080.0,4792500.0
2001-07-16,95000,97400,93800,95500,27216,457684.0,4792500.0
2001-07-18,95000,95600,89000,89600,87865,429408.0,4792500.0
2001-07-19,87000,88200,85400,87800,163892,420782.0,4792500.0
2001-07-20,86000,87400,83700,85000,146116,407362.0,4792500.0
2001-07-23,86000,86000,79500,81000,119080,388192.0,4792500.0
2001-07-24,81100,83900,77300,82500,168912,395381.0,4792500.0
2001-07-25,80600,85400,80200,82700,106776,396340.0,4792500.0
2001-07-26,84000,87000,83300,84500,103406,404966.0,4792500.0
2001-07-27,85500,87400,85200,86300,79169,413593.0,4792500.0
2001-07-30,86800,87700,86200,86300,69619,413593.0,4792500.0
2001-07-31,86000,86900,85500,85700,65748,410717.0,4792500.0
2001-08-01,85700,91000,85500,89500,151763,428929.0,4792500.0
2001-08-02,90500,93200,88000,92000,107574,440910.0,4792500.0
2001-08-03,93200,94600,89500,94600,82006,453370.0,4792500.0
2001-08-06,95600,99800,95000,98500,142634,472061.0,4792500.0
2001-08-07,97000,99800,95600,97300,65507,466310.0,4792500.0
2001-08-08,96500,98000,94300,97300,61416,466310.0,4792500.0
2001-08-09,94500,102000,94500,99700,98486,477812.0,4792500.0
2001-08-10,101500,103000,99800,100000,100111,479250.0,4792500.0
2001-08-13,100000,101000,98100,99100,29263,474937.0,4792500.0
2001-08-14,99600,101500,99200,99900,59371,478771.0,4792500.0
2001-08-16,98900,108000,98500,105500,107066,505609.0,4792500.0
2001-08-17,105500,108000,104000,105000,49241,503212.0,4792500.0
2001-08-20,102500,104000,100500,102000,32264,488835.0,4792500.0
2001-08-21,101500,106000,101500,104000,37219,498420.0,4792500.0
2001-08-22,102000,112500,102000,112500,121593,539156.0,4792500.0
2001-08-23,114500,117500,111500,111500,137951,534364.0,4792500.0
2001-08-24,112000,115000,107500,108000,65286,517590.0,4792500.0
2001-08-27,111000,112000,108000,108000,43660,517590.0,4792500.0
2001-08-28,107000,111000,106000,110500,42655,529571.0,4792500.0
2001-08-29,108000,113500,107500,109000,83957,522382.0,4792500.0
2001-08-30,107000,111000,106500,110000,35669,527175.0,4792500.0
2001-08-31,108000,108500,102000,103500,59187,496024.0,4792500.0
2001-09-03,104000,104500,99500,103000,32590,493628.0,4792500.0
2001-09-04,104000,108000,103000,107500,35422,515194.0,4792500.0
2001-09-05,106500,110500,105500,108500,49093,519986.0,4792500.0
2001-09-06,110000,111000,108000,108500,18395,519986.0,4792500.0
2001-09-07,107500,110500,106500,109500,22959,524779.0,4792500.0
2001-09-10,107500,110000,106500,107500,24291,515194.0,4792500.0
2001-09-11,107500,108500,103500,104000,29103,498420.0,4792500.0
2001-09-12,92000,94900,92000,92000,80968,440910.0,4792500.0
2001-09-13,92600,96800,92000,96000,79253,460080.0,4792500.0
2001-09-14,94900,95000,86200,91300,61987,437555.0,4792500.0
2001-09-17,89000,89000,86000,88100,50142,422219.0,4792500.0
2001-09-18,93200,95800,91100,93300,33481,447140.0,4792500.0
2001-09-19,94500,94900,91200,92500,24751,443306.0,4792500.0
2001-09-20,94000,94000,88100,90000,57323,431325.0,4792500.0
2001-09-21,88000,89700,87000,89000,14514,426532.0,4792500.0
2001-09-24,92000,92000,88000,88900,10436,426053.0,4792500.0
2001-09-25,90000,91500,88900,89000,23914,426532.0,4792500.0
2001-09-26,89600,90000,88600,89500,9189,428929.0,4792500.0
2001-09-27,89500,90500,89100,90200,9556,432284.0,4792500.0
2001-09-28,90900,95000,90600,94000,18818,450495.0,4792500.0
2001-10-04,98100,105000,97000,103000,41291,493628.0,4792500.0
2001-10-05,101500,102500,99100,100000,14567,479250.0,4792500.0
2001-10-08,100000,100500,97000,98600,8299,472540.0,4792500.0
2001-10-09,99200,102000,99200,100500,17315,481646.0,4792500.0
2001-10-10,100500,103000,100500,101000,23767,484042.0,4792500.0
2001-10-11,105000,110500,105000,108000,66802,517590.0,4792500.0
2001-10-12,110000,113000,110000,112500,86765,539156.0,4792500.0
2001-10-15,112500,112500,108000,110500,23305,529571.0,4792500.0
2001-10-16,110500,111500,107000,110500,26195,529571.0,4792500.0
2001-10-17,111500,115000,110500,114000,47737,546345.0,4792500.0
2001-10-18,112000,112000,109500,109500,11445,524779.0,4792500.0
2001-10-19,108000,120000,106500,112000,60446,536760.0,4792500.0
2001-10-22,112000,115500,111000,112000,13692,536760.0,4792500.0
2001-10-23,112000,114500,111000,112500,39790,539156.0,4792500.0
2001-10-24,111000,120000,111000,119000,45188,570308.0,4792500.0
2001-10-25,120000,124000,117000,119000,64545,570308.0,4792500.0
2001-10-26,120000,122500,120000,121500,44234,582289.0,4792500.0
2001-10-29,124000,124000,119500,120000,14207,575100.0,4792500.0
2001-10-30,118500,118500,113500,115000,26916,551138.0,4792500.0
2001-10-31,111000,120500,111000,116000,46152,555930.0,4792500.0
2001-11-01,119000,119500,116500,118000,10399,565515.0,4792500.0
2001-11-02,120000,121000,117000,118000,12672,565515.0,4792500.0
2001-11-05,117000,119500,117000,119000,6818,570308.0,4792500.0
2001-11-06,123000,124500,120500,124000,45741,594270.0,4792500.0
2001-11-07,125000,125000,122500,124000,25405,594270.0,4792500.0
2001-11-08,123500,125000,122000,125000,17662,599062.0,4792500.0
2001-11-09,122500,125000,120500,122000,13130,584685.0,4792500.0
2001-11-12,120000,123000,120000,121000,6860,579892.0,4792500.0
2001-11-13,121000,124500,120500,123000,15882,589478.0,4792500.0
2001-11-14,125000,128500,123000,128000,48981,613440.0,4792500.0
2001-11-15,128000,128500,122000,125000,15884,599062.0,4792500.0
2001-11-16,126000,126000,121000,123000,48029,589478.0,4792500.0
2001-11-19,120000,124000,120000,123000,13967,589478.0,4792500.0
2001-11-20,122500,126500,122500,126500,44853,606251.0,4792500.0
2001-11-21,126000,133500,126000,133500,58658,639799.0,4792500.0
2001-11-22,135000,142500,133500,138500,75433,663761.0,4792500.0
2001-11-23,145000,145000,138500,140500,48545,673346.0,4792500.0
2001-11-26,141500,154000,140500,149500,83535,716479.0,4792500.0
2001-11-27,151000,154500,144000,150000,59915,718875.0,4792500.0
2001-11-28,149000,158000,143000,146500,116068,702101.0,4792500.0
2001-11-29,143500,148000,132500,147000,91948,704498.0,4792500.0
2001-11-30,150000,154500,144000,151000,48542,723668.0,4792500.0
2001-12-03,151500,156500,150000,155500,31405,745234.0,4792500.0
2001-12-04,154000,154000,147000,147500,37454,706894.0,4792500.0
2001-12-05,149000,150500,144000,147500,46041,706894.0,4792500.0
2001-12-06,146500,149000,137000,143500,95045,687724.0,4792500.0
2001-12-07,140000,145500,135000,141000,54701,675742.0,4792500.0
2001-12-10,139000,142500,135000,135000,33810,646988.0,4792500.0
2001-12-11,130500,134000,127000,130000,80470,623025.0,4792500.0
2001-12-12,130000,145500,130000,145500,115654,697309.0,4792500.0
2001-12-13,149000,151000,140000,143500,56052,687724.0,4792500.0
2001-12-14,143500,149000,138500,143500,75555,687724.0,4792500.0
2001-12-17,138000,140000,133000,135000,56514,646988.0,4792500.0
2001-12-18,136000,142000,135000,137000,40760,656572.0,4792500.0
2001-12-19,135000,141000,133500,141000,47494,675742.0,4792500.0
2001-12-20,137500,150000,137500,148000,55538,709290.0,4792500.0
2001-12-21,143500,150500,143500,147000,29524,704498.0,4792500.0
2001-12-24,147500,148500,144500,145000,10200,694912.0,4792500.0
2001-12-26,147000,150000,143500,143500,11468,687724.0,4792500.0
2001-12-27,144500,150500,143000,146000,24493,699705.0,4792500.0
2001-12-28,146000,157000,146000,156000,50154,747630.0,4792500.0
2002-01-02,158000,166000,155500,163000,51175,781178.0,4792500.0
2002-01-03,163000,163000,155000,163000,51477,781178.0,4792500.0
2002-01-04,165000,170500,163000,167000,62825,800348.0,4792500.0
2002-01-07,167000,167500,162000,162000,18689,776385.0,4792500.0
2002-01-08,161000,175000,159500,170000,92894,814725.0,4792500.0
2002-01-09,172500,184000,171000,184000,118910,881820.0,4792500.0
2002-01-10,187000,187000,176500,177000,50846,848272.0,4792500.0
2002-01-11,178500,182500,169500,173000,34527,829102.0,4792500.0
2002-01-14,173000,193500,173000,193500,65383,927349.0,4792500.0
2002-01-15,191000,194500,181000,184000,68843,881820.0,4792500.0
2002-01-16,185000,189000,179000,184000,28701,881820.0,4792500.0
2002-01-17,180000,184000,177000,184000,23048,881820.0,4792500.0
2002-01-18,180500,184000,178000,178000,26071,853065.0,4792500.0
2002-01-21,172500,181500,172500,181000,32212,867442.0,4792500.0
2002-01-22,182000,198500,182000,192000,61444,920160.0,4792500.0
2002-01-23,187000,193500,187000,192000,48641,920160.0,4792500.0
2002-01-24,199000,215000,196500,205000,178611,982462.0,4792500.0
2002-01-25,218000,229500,215000,229500,127301,1099879.0,4792500.0
2002-01-28,240000,257000,231000,234500,171032,1123841.0,4792500.0
2002-01-29,230000,231000,214500,215500,100029,1032784.0,4792500.0
2002-01-30,215500,219000,203500,210000,139220,1006425.0,4792500.0
2002-01-31,212000,217000,199000,203000,103472,972878.0,4792500.0
2002-02-01,205000,212500,204500,205500,70879,984859.0,4792500.0
2002-02-04,201000,213000,200500,201000,37056,963292.0,4792500.0
2002-02-05,195500,207500,195000,204500,50994,980066.0,4792500.0
2002-02-06,202000,213000,202000,208000,43960,996840.0,4792500.0
2002-02-07,207500,211000,196500,196500,55106,941726.0,4792500.0
2002-02-08,196500,199500,186500,192000,93489,920160.0,4792500.0
2002-02-14,196500,206500,195000,203500,68700,975274.0,4792500.0
2002-02-15,200500,209500,200000,206000,40200,987255.0,4792500.0
2002-02-18,206000,212000,206000,209500,62041,1004029.0,4792500.0
2002-02-19,210000,212500,199000,200000,73311,958500.0,4792500.0
2002-02-20,195500,199500,190000,197000,74711,944122.0,4792500.0
2002-02-21,197000,201000,194500,197000,55746,944122.0,4792500.0
2002-02-22,193500,199000,192500,197500,38870,946519.0,4792500.0
2002-02-25,198000,199500,189500,191000,86101,915368.0,4792500.0
2002-02-26,193000,195000,190000,191000,49210,915368.0,4792500.0
2002-02-27,188000,193500,185000,191000,89130,915368.0,4792500.0
2002-02-28,189000,191000,187500,188000,59431,900990.0,4792500.0
2002-03-04,191000,210500,190000,210500,170038,1008821.0,4792500.0
2002-03-05,219500,229000,210000,215000,158223,1030388.0,4792500.0
2002-03-06,215000,216000,207000,213000,50485,1020802.0,4792500.0
2002-03-07,214000,220000,213000,215000,52366,1030388.0,4792500.0
2002-03-08,215000,223000,214000,216500,42527,1037576.0,4792500.0
2002-03-11,220000,239500,220000,238500,121650,1143011.0,4792500.0
2002-03-12,241000,250500,227500,236000,113167,1131030.0,4792500.0
2002-03-13,239500,249500,238000,248500,80633,1190936.0,4792500.0
2002-03-14,251000,253000,240000,251000,55146,1202918.0,4792500.0
2002-03-15,251000,251000,234000,234000,102638,1121445.0,4792500.0
2002-03-18,239500,255000,237000,245000,109774,1174162.0,4792500.0
2002-03-19,245000,248000,239000,242500,67156,1162181.0,4792500.0
2002-03-20,245000,245500,230000,230000,58640,1102275.0,4792500.0
2002-03-21,225000,231500,221000,228500,42432,1095086.0,4792500.0
2002-03-22,233500,234500,226000,233500,47862,1119049.0,4792500.0
2002-03-25,228000,239000,227500,227500,36496,1090294.0,4792500.0
2002-03-26,224000,231500,224000,230000,28337,1102275.0,4792500.0
2002-03-27,229000,235000,224000,227000,39357,1087898.0,4792500.0
2002-03-28,227000,248500,227000,235000,73351,1126238.0,4792500.0
2002-03-29,235000,238500,231500,236500,28975,1133426.0,4792500.0
2002-04-01,236000,238500,222000,223000,42104,1068728.0,4792500.0
2002-04-02,220000,224500,217000,220000,34863,1054350.0,4792500.0
2002-04-03,220000,225500,212500,214000,57307,1025595.0,4792500.0
