호전실업(111110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-05-17,19950,20400,19800,20200,24232,161600.0,8000000.0
2017-05-18,19850,20250,18850,19250,127881,154000.0,8000000.0
2017-05-19,19200,19300,18800,19150,56646,153200.0,8000000.0
2017-05-22,19250,19650,18950,19500,64669,156000.0,8000000.0
2017-05-23,19500,19700,19100,19450,69096,155600.0,8000000.0
2017-05-24,19450,20450,19450,20400,48903,163200.0,8000000.0
2017-05-25,20150,20950,20050,20500,40965,164000.0,8000000.0
2017-05-26,20650,20650,20300,20550,11938,164400.0,8000000.0
2017-05-29,20550,20550,19400,20000,66493,160000.0,8000000.0
2017-05-30,20000,20550,19750,20550,30827,164400.0,8000000.0
2017-05-31,20550,21850,20500,21750,131459,174000.0,8000000.0
2017-06-01,22250,22450,21650,22250,113505,178000.0,8000000.0
2017-06-02,22050,22400,21900,21950,24759,175600.0,8000000.0
2017-06-05,22000,22250,21800,21800,19457,174400.0,8000000.0
2017-06-07,21800,22400,21150,22200,34625,177600.0,8000000.0
2017-06-08,22200,22400,21550,22400,52649,179200.0,8000000.0
2017-06-09,22400,22500,21650,22500,90105,180000.0,8000000.0
2017-06-12,22400,22400,21400,21750,53463,174000.0,8000000.0
2017-06-13,21750,21900,21100,21500,53068,172000.0,8000000.0
2017-06-14,21750,22200,21350,21750,70877,174000.0,8000000.0
2017-06-15,21600,21600,20750,20900,62381,167200.0,8000000.0
2017-06-16,20700,21150,20200,21050,71509,168400.0,8000000.0
2017-06-19,21050,21250,20300,20300,54751,162400.0,8000000.0
2017-06-20,20300,20750,20100,20150,39966,161200.0,8000000.0
2017-06-21,20100,20350,20000,20150,21322,161200.0,8000000.0
2017-06-22,20200,20400,20000,20150,14541,161200.0,8000000.0
2017-06-23,20400,20400,20050,20300,7517,162400.0,8000000.0
2017-06-26,20250,20250,19600,20000,21461,160000.0,8000000.0
2017-06-27,20800,21250,20500,20900,59366,167200.0,8000000.0
2017-06-28,21050,21450,20800,21000,27881,168000.0,8000000.0
2017-06-29,21050,21400,20700,21300,22128,170400.0,8000000.0
2017-06-30,21250,21550,21150,21400,19168,171200.0,8000000.0
2017-07-03,21650,21850,21250,21550,53552,172400.0,8000000.0
2017-07-04,21350,21950,20800,21750,65598,174000.0,8000000.0
2017-07-05,21750,21950,21450,21600,20356,172800.0,8000000.0
2017-07-06,21450,22300,21450,22250,37802,178000.0,8000000.0
2017-07-07,22050,22250,21800,22050,12403,176400.0,8000000.0
2017-07-10,22200,22200,21550,21800,13954,174400.0,8000000.0
2017-07-11,21650,22200,21650,22000,20791,176000.0,8000000.0
2017-07-12,21850,21850,20650,20850,359281,166800.0,8000000.0
2017-07-13,20900,21250,20900,21050,23218,168400.0,8000000.0
2017-07-14,20900,21550,20500,21500,40125,172000.0,8000000.0
2017-07-17,21700,21700,20950,21400,15454,171200.0,8000000.0
2017-07-18,21400,21500,20500,20550,35442,164400.0,8000000.0
2017-07-19,20450,21000,20400,20850,22057,166800.0,8000000.0
2017-07-20,20950,21150,20600,21050,22520,168400.0,8000000.0
2017-07-21,21200,21500,20800,21300,17327,170400.0,8000000.0
2017-07-24,21200,21450,20500,20600,45264,164800.0,8000000.0
2017-07-25,20800,20900,20300,20650,44131,165200.0,8000000.0
2017-07-26,20500,20800,20100,20400,23391,163200.0,8000000.0
2017-07-27,20550,20750,20100,20200,24654,161600.0,8000000.0
2017-07-28,20200,20450,19900,20150,23234,161200.0,8000000.0
2017-07-31,20400,20550,19950,20550,14748,164400.0,8000000.0
2017-08-01,20800,20800,20300,20550,13112,164400.0,8000000.0
2017-08-02,20650,20650,19650,19700,54438,157600.0,8000000.0
2017-08-03,19850,20100,19000,20000,22498,160000.0,8000000.0
2017-08-04,20150,20250,19300,20100,29322,160800.0,8000000.0
2017-08-07,20050,20850,20050,20800,18624,166400.0,8000000.0
2017-08-08,20900,21150,20350,20950,19671,167600.0,8000000.0
2017-08-09,20550,21300,20550,20950,19166,167600.0,8000000.0
2017-08-10,20950,21300,20650,20950,16817,167600.0,8000000.0
2017-08-11,20500,20950,19900,19900,271658,159200.0,8000000.0
2017-08-14,20000,20600,19750,19750,32246,158000.0,8000000.0
2017-08-16,19350,19350,17300,18000,312162,144000.0,8000000.0
2017-08-17,18050,18050,17000,17400,123102,139200.0,8000000.0
2017-08-18,17400,17400,16500,17000,130885,136000.0,8000000.0
2017-08-21,17000,17300,16200,17000,110146,136000.0,8000000.0
2017-08-22,17000,17700,16850,17050,54071,136400.0,8000000.0
2017-08-23,17250,17550,16750,17500,48027,140000.0,8000000.0
2017-08-24,17500,17750,17050,17400,34179,139200.0,8000000.0
2017-08-25,17500,17500,17050,17050,25622,136400.0,8000000.0
2017-08-28,17150,17250,16700,17050,23204,136400.0,8000000.0
2017-08-29,17000,17300,16550,17300,47339,138400.0,8000000.0
2017-08-30,17300,17300,16900,17100,57791,136800.0,8000000.0
2017-08-31,17200,17200,16750,17100,16954,136800.0,8000000.0
2017-09-01,17100,17250,16800,17050,22383,136400.0,8000000.0
2017-09-04,16600,16850,16350,16700,58245,133600.0,8000000.0
2017-09-05,16700,16700,16100,16400,50151,131200.0,8000000.0
2017-09-06,16400,16400,15550,15750,103670,126000.0,8000000.0
2017-09-07,15700,15800,15200,15350,107871,122800.0,8000000.0
2017-09-08,15400,15550,14850,15000,92752,120000.0,8000000.0
2017-09-11,15050,15350,14700,14850,53752,118800.0,8000000.0
2017-09-12,14900,14900,13900,14250,205325,114000.0,8000000.0
2017-09-13,14350,14350,13350,13850,241347,110800.0,8000000.0
2017-09-14,13850,14400,13650,14350,110756,114800.0,8000000.0
2017-09-15,14150,14400,13800,13900,75185,111200.0,8000000.0
2017-09-18,13950,14100,13550,14000,118384,112000.0,8000000.0
2017-09-19,14000,14900,13700,14300,167023,114400.0,8000000.0
2017-09-20,14300,14500,14050,14200,91942,113600.0,8000000.0
2017-09-21,14200,14350,13800,14150,95247,113200.0,8000000.0
2017-09-22,14100,14150,13600,13700,91772,109600.0,8000000.0
2017-09-25,13550,13750,12950,13150,104757,105200.0,8000000.0
2017-09-26,12900,13550,12900,13350,66344,106800.0,8000000.0
2017-09-27,13300,13500,13150,13300,73325,106400.0,8000000.0
2017-09-28,13500,13950,13150,13800,48299,110400.0,8000000.0
2017-09-29,13900,14050,13450,13950,76795,111600.0,8000000.0
2017-10-10,14100,14200,13750,13950,80425,111600.0,8000000.0
2017-10-11,13900,13950,13700,13800,26849,110400.0,8000000.0
2017-10-12,13800,13950,13650,13750,17140,110000.0,8000000.0
2017-10-13,13750,13750,13150,13200,63583,105600.0,8000000.0
2017-10-16,13200,13400,13050,13300,76742,106400.0,8000000.0
2017-10-17,13500,13650,13350,13450,36230,107600.0,8000000.0
2017-10-18,13650,13650,12850,13050,98985,104400.0,8000000.0
2017-10-19,13000,13500,12900,13300,97717,106400.0,8000000.0
2017-10-20,13650,14100,13400,13400,102559,107200.0,8000000.0
2017-10-23,13900,13900,13450,13700,57608,109600.0,8000000.0
2017-10-24,13750,13950,13600,13850,72759,110800.0,8000000.0
2017-10-25,13800,14150,13800,14100,43133,112800.0,8000000.0
2017-10-26,14150,14550,14000,14500,80462,116000.0,8000000.0
2017-10-27,14500,14600,14300,14350,65124,114800.0,8000000.0
2017-10-30,14400,14800,13950,14700,99892,117600.0,8000000.0
2017-10-31,14800,14800,14300,14700,59507,117600.0,8000000.0
2017-11-01,14700,15050,14300,14900,60065,119200.0,8000000.0
2017-11-02,14900,15000,14350,14350,42476,114800.0,8000000.0
2017-11-03,14350,14800,14100,14600,56464,116800.0,8000000.0
2017-11-06,14600,14900,14350,14800,43619,118400.0,8000000.0
2017-11-07,14950,14950,14450,14450,46559,115600.0,8000000.0
2017-11-08,14450,14850,14200,14750,79711,118000.0,8000000.0
2017-11-09,14900,15250,14550,15050,83999,120400.0,8000000.0
2017-11-10,15000,15500,14850,15400,74684,123200.0,8000000.0
2017-11-13,15500,15550,15000,15150,87253,121200.0,8000000.0
2017-11-14,15250,15300,14850,15150,78249,121200.0,8000000.0
2017-11-15,15200,15400,14150,14200,162100,113600.0,8000000.0
2017-11-16,14100,14250,13500,13600,120407,108800.0,8000000.0
2017-11-17,13650,13700,13250,13300,57341,106400.0,8000000.0
2017-11-20,13400,14000,13250,13700,68315,109600.0,8000000.0
2017-11-21,13850,14150,13600,14000,55331,112000.0,8000000.0
2017-11-22,13900,14450,13850,14200,63110,113600.0,8000000.0
2017-11-23,14400,14400,13800,13850,37435,110800.0,8000000.0
2017-11-24,13850,14000,13700,13850,26062,110800.0,8000000.0
2017-11-27,13750,13950,13700,13800,21108,110400.0,8000000.0
2017-11-28,13700,13950,13650,13800,20127,110400.0,8000000.0
2017-11-29,13850,14550,13800,14450,40116,115600.0,8000000.0
2017-11-30,14300,15100,14100,14750,64035,118000.0,8000000.0
2017-12-01,14900,15000,14500,14850,39501,118800.0,8000000.0
2017-12-04,15050,15050,14400,14450,15779,115600.0,8000000.0
2017-12-05,14550,14550,13950,14050,29700,112400.0,8000000.0
2017-12-06,14050,14150,13800,13950,29678,111600.0,8000000.0
2017-12-07,13850,13950,13650,13900,21801,111200.0,8000000.0
2017-12-08,13800,13850,13400,13500,33677,108000.0,8000000.0
2017-12-11,13600,13700,13250,13650,24391,109200.0,8000000.0
2017-12-12,13400,13600,13200,13350,28668,106800.0,8000000.0
2017-12-13,13450,13450,13200,13350,26834,106800.0,8000000.0
2017-12-14,13300,13400,13100,13300,19184,106400.0,8000000.0
2017-12-15,13100,13600,13100,13500,39441,108000.0,8000000.0
2017-12-18,13500,14000,13500,13700,22254,109600.0,8000000.0
2017-12-19,13700,13850,13000,13550,36712,108400.0,8000000.0
2017-12-20,13550,13950,13200,13650,19766,109200.0,8000000.0
2017-12-21,13550,13800,13200,13500,36987,108000.0,8000000.0
2017-12-22,13750,13800,13200,13200,37824,105600.0,8000000.0
2017-12-26,13300,13400,12900,13400,30037,107200.0,8000000.0
2017-12-27,13450,13450,12850,13050,53227,104400.0,8000000.0
2017-12-28,13100,13250,12900,13100,30657,104800.0,8000000.0
2018-01-02,13300,13600,13150,13500,41389,108000.0,8000000.0
2018-01-03,13550,13950,13500,13650,31962,109200.0,8000000.0
2018-01-04,13650,14350,13400,13800,28975,110400.0,8000000.0
2018-01-05,13950,14000,13650,13900,19426,111200.0,8000000.0
2018-01-08,13950,14150,13700,14150,20364,113200.0,8000000.0
2018-01-09,14200,14450,13950,14300,27295,114400.0,8000000.0
2018-01-10,14350,14350,13750,14100,46098,112800.0,8000000.0
2018-01-11,14150,14150,13150,14050,40638,112400.0,8000000.0
2018-01-12,14100,14100,13650,13850,17823,110800.0,8000000.0
2018-01-15,14000,14000,13700,13750,10582,110000.0,8000000.0
2018-01-16,13750,13800,13500,13650,27857,109200.0,8000000.0
2018-01-17,13600,13700,13350,13400,22696,107200.0,8000000.0
2018-01-18,13550,13800,13450,13700,10993,109600.0,8000000.0
2018-01-19,13700,14200,13600,14000,24580,112000.0,8000000.0
2018-01-22,14050,14050,13700,13950,14436,111600.0,8000000.0
2018-01-23,13950,14050,13700,13900,20733,111200.0,8000000.0
2018-01-24,13900,14150,13700,13800,43895,110400.0,8000000.0
2018-01-25,13800,14350,13700,14250,26924,114000.0,8000000.0
2018-01-26,14250,14700,14000,14600,42865,116800.0,8000000.0
2018-01-29,14650,14800,14250,14400,44398,115200.0,8000000.0
2018-01-30,14300,14550,14150,14500,42267,116000.0,8000000.0
2018-01-31,14500,15250,14350,15100,107543,120800.0,8000000.0
2018-02-01,15100,15500,14800,15350,79047,122800.0,8000000.0
2018-02-02,15500,15600,14950,15500,67478,124000.0,8000000.0
2018-02-05,15100,15450,14950,15200,51263,121600.0,8000000.0
2018-02-06,14600,14950,14350,14800,63746,118400.0,8000000.0
2018-02-07,14900,15450,14650,15000,49705,120000.0,8000000.0
2018-02-08,15200,15400,14700,14700,30699,117600.0,8000000.0
2018-02-09,14400,14700,14150,14550,62520,116400.0,8000000.0
2018-02-12,14500,14850,14300,14650,45855,117200.0,8000000.0
2018-02-13,14750,14900,14300,14650,58048,117200.0,8000000.0
2018-02-14,14550,14800,13650,14150,126459,113200.0,8000000.0
2018-02-19,14200,14350,13750,14200,29277,113600.0,8000000.0
2018-02-20,14250,14400,14100,14400,29301,115200.0,8000000.0
2018-02-21,14450,14550,14150,14350,39010,114800.0,8000000.0
2018-02-22,14350,14600,14300,14450,23863,115600.0,8000000.0
2018-02-23,14600,14600,14050,14250,51553,114000.0,8000000.0
2018-02-26,14350,14400,14150,14300,17364,114400.0,8000000.0
2018-02-27,14400,14500,14200,14400,37307,115200.0,8000000.0
2018-02-28,14450,14500,14100,14300,29860,114400.0,8000000.0
2018-03-02,14150,14300,14100,14300,14936,114400.0,8000000.0
2018-03-05,14300,14500,14000,14350,33290,114800.0,8000000.0
2018-03-06,14300,14450,13700,14000,49688,112000.0,8000000.0
2018-03-07,14000,14000,13650,13850,19877,110800.0,8000000.0
2018-03-08,13900,13950,13550,13850,46983,110800.0,8000000.0
2018-03-09,13900,14150,13700,13950,29487,111600.0,8000000.0
2018-03-12,14100,14200,13800,14050,27514,112400.0,8000000.0
2018-03-13,14150,14150,13650,14000,36763,112000.0,8000000.0
2018-03-14,13850,14100,13750,13850,14317,110800.0,8000000.0
2018-03-15,13900,13950,13700,13850,8738,110800.0,8000000.0
2018-03-16,13900,14000,13750,13950,17703,111600.0,8000000.0
2018-03-19,14050,14150,13800,14100,29796,112800.0,8000000.0
2018-03-20,14100,14250,13800,14200,29340,113600.0,8000000.0
2018-03-21,14050,14550,14050,14550,46819,116400.0,8000000.0
2018-03-22,14550,14900,14500,14800,58504,118400.0,8000000.0
2018-03-23,14700,14900,14350,14650,71322,117200.0,8000000.0
2018-03-26,14850,14850,14450,14850,26311,118800.0,8000000.0
2018-03-27,14900,15050,14800,15000,30888,120000.0,8000000.0
2018-03-28,15100,15100,14800,14950,38621,119600.0,8000000.0
2018-03-29,14950,15200,14850,15050,35238,120400.0,8000000.0
2018-03-30,15300,15300,14950,15250,21345,122000.0,8000000.0
2018-04-02,15250,15550,15150,15200,29315,121600.0,8000000.0
2018-04-03,15050,15300,14850,14850,21884,118800.0,8000000.0
2018-04-04,15000,15050,14650,14800,29537,118400.0,8000000.0
2018-04-05,14800,15300,14750,15200,31027,121600.0,8000000.0
2018-04-06,15200,15400,15000,15100,14981,120800.0,8000000.0
2018-04-09,15050,15050,14800,14900,22648,119200.0,8000000.0
2018-04-10,14700,14800,14600,14700,14118,117600.0,8000000.0
2018-04-11,14850,15150,14600,15050,17620,120400.0,8000000.0
2018-04-12,15000,15100,14800,14900,12891,119200.0,8000000.0
2018-04-13,15100,15100,14900,15100,19860,120800.0,8000000.0
2018-04-16,15200,15200,14750,14850,13339,118800.0,8000000.0
2018-04-17,14800,15000,14600,14950,18413,119600.0,8000000.0
2018-04-18,14950,15200,14900,15100,19398,120800.0,8000000.0
2018-04-19,15050,15300,15000,15200,29004,121600.0,8000000.0
2018-04-20,15300,15500,15100,15350,48573,122800.0,8000000.0
2018-04-23,15300,16450,15300,16450,83388,131600.0,8000000.0
2018-04-24,16600,16600,16200,16350,34501,130800.0,8000000.0
2018-04-25,16350,17050,16100,16950,56292,135600.0,8000000.0
2018-04-26,16750,17050,16250,16500,44275,132000.0,8000000.0
2018-04-27,16500,16750,16250,16700,28166,133600.0,8000000.0
2018-04-30,16900,16900,15700,16250,32345,130000.0,8000000.0
2018-05-02,16250,16250,15600,16050,28606,128400.0,8000000.0
2018-05-03,16250,16300,15800,16150,19209,129200.0,8000000.0
2018-05-04,16150,16900,15750,16650,24853,133200.0,8000000.0
2018-05-08,16500,16700,15950,16200,40537,129600.0,8000000.0
2018-05-09,15950,16300,15550,16150,32887,129200.0,8000000.0
2018-05-10,16300,16700,15700,16550,50911,132400.0,8000000.0
2018-05-11,16600,16850,16350,16500,23915,132000.0,8000000.0
2018-05-14,16500,16900,16300,16450,17433,131600.0,8000000.0
2018-05-15,16350,16500,16000,16200,14084,129600.0,8000000.0
2018-05-16,15900,16200,15150,15600,67823,124800.0,8000000.0
2018-05-17,15500,16050,15500,15900,21045,127200.0,8000000.0
2018-05-18,15850,16700,15850,16600,27766,132800.0,8000000.0
2018-05-21,16700,16700,15800,16000,37243,128000.0,8000000.0
2018-05-23,16000,16500,15600,16250,53851,130000.0,8000000.0
2018-05-24,16300,16350,15750,16100,25702,128800.0,8000000.0
2018-05-25,16000,16400,15250,15650,61313,125200.0,8000000.0
2018-05-28,15750,15850,15350,15850,31284,126800.0,8000000.0
2018-05-29,15850,15950,15300,15450,35419,123600.0,8000000.0
2018-05-30,15200,15450,14950,15400,32254,123200.0,8000000.0
2018-05-31,15550,15800,15100,15700,20072,125600.0,8000000.0
2018-06-01,15750,15900,15350,15550,13799,124400.0,8000000.0
2018-06-04,15550,15650,15100,15100,37825,120800.0,8000000.0
2018-06-05,15300,15500,14850,15300,28944,122400.0,8000000.0
2018-06-07,15400,15900,15150,15650,32817,125200.0,8000000.0
2018-06-08,15450,16150,15400,16100,24438,128800.0,8000000.0
2018-06-11,16150,16400,15750,16150,17738,129200.0,8000000.0
2018-06-12,16250,16450,15750,15950,23461,127600.0,8000000.0
2018-06-14,15800,16200,15600,16200,22307,129600.0,8000000.0
2018-06-15,16300,16400,15850,16100,31898,128800.0,8000000.0
2018-06-18,16350,16400,15700,16350,21748,130800.0,8000000.0
2018-06-19,16350,16350,15600,15800,17772,126400.0,8000000.0
2018-06-20,15850,16300,15650,16050,14542,128400.0,8000000.0
2018-06-21,15950,16200,15750,16050,18708,128400.0,8000000.0
2018-06-22,15850,16250,15500,16050,17316,128400.0,8000000.0
2018-06-25,16000,16150,15800,15850,9146,126800.0,8000000.0
2018-06-26,15550,15700,15350,15500,6787,124000.0,8000000.0
2018-06-27,15500,15700,15200,15200,6146,121600.0,8000000.0
2018-06-28,15200,15300,14900,15200,10918,121600.0,8000000.0
2018-06-29,15300,15600,14750,15350,13120,122800.0,8000000.0
2018-07-02,15250,15600,14800,14850,18517,118800.0,8000000.0
2018-07-03,15100,15200,14750,14800,11746,118400.0,8000000.0
2018-07-04,14900,15250,14900,15100,8138,120800.0,8000000.0
2018-07-05,14950,15000,14400,14900,17865,119200.0,8000000.0
2018-07-06,14700,14850,14300,14400,16297,115200.0,8000000.0
2018-07-09,14450,14550,13700,14350,26349,114800.0,8000000.0
2018-07-10,14400,15200,13900,14450,29235,115600.0,8000000.0
2018-07-11,14500,14600,14300,14450,4864,115600.0,8000000.0
2018-07-12,14250,14600,14000,14200,24658,113600.0,8000000.0
2018-07-13,14200,14850,13900,14700,18407,117600.0,8000000.0
2018-07-16,15000,15500,14000,14050,35968,112400.0,8000000.0
2018-07-17,14000,14300,13800,13900,17200,111200.0,8000000.0
2018-07-18,13900,14300,13650,13800,20229,110400.0,8000000.0
2018-07-19,13900,14050,13400,14000,13528,112000.0,8000000.0
2018-07-20,14100,14200,13600,13700,24386,109600.0,8000000.0
2018-07-23,13600,13900,13600,13750,4669,110000.0,8000000.0
2018-07-24,13700,14200,13300,13600,34482,108800.0,8000000.0
2018-07-25,13350,13950,13250,13900,20710,111200.0,8000000.0
2018-07-26,14200,14200,13400,13400,32918,107200.0,8000000.0
2018-07-27,13450,13550,13300,13500,9742,108000.0,8000000.0
2018-07-30,13500,13500,13200,13350,11885,106800.0,8000000.0
2018-07-31,13300,13400,13150,13400,4441,107200.0,8000000.0
2018-08-01,13400,13500,13250,13500,6917,108000.0,8000000.0
2018-08-02,13500,13600,13300,13450,10895,107600.0,8000000.0
2018-08-03,13400,13600,13200,13350,10117,106800.0,8000000.0
2018-08-06,13400,13500,13200,13450,7754,107600.0,8000000.0
2018-08-07,13450,13550,13200,13450,8275,107600.0,8000000.0
2018-08-08,13400,13400,13200,13300,10349,106400.0,8000000.0
2018-08-09,13250,13300,12900,13150,19266,105200.0,8000000.0
2018-08-10,13150,14350,12950,13500,53059,108000.0,8000000.0
2018-08-13,13450,13950,12950,13250,26729,106000.0,8000000.0
2018-08-14,13250,13500,12850,12900,22614,103200.0,8000000.0
2018-08-16,12800,13300,12750,13200,15486,105600.0,8000000.0
2018-08-17,13050,13350,12900,13000,21623,104000.0,8000000.0
2018-08-20,13050,13300,13000,13300,7076,106400.0,8000000.0
2018-08-21,13350,13400,13100,13250,16827,106000.0,8000000.0
2018-08-22,13350,13350,13000,13000,10655,104000.0,8000000.0
2018-08-23,13100,13500,12950,13200,36620,105600.0,8000000.0
2018-08-24,13200,13500,13150,13200,2952,105600.0,8000000.0
2018-08-27,13250,13450,13100,13250,9480,106000.0,8000000.0
2018-08-28,13200,13400,13150,13300,11705,106400.0,8000000.0
2018-08-29,13300,13850,13300,13650,29117,109200.0,8000000.0
2018-08-30,13700,15400,13600,14600,131686,116800.0,8000000.0
2018-08-31,14550,14600,14250,14550,28623,116400.0,8000000.0
2018-09-03,14500,15250,14350,14750,21983,118000.0,8000000.0
2018-09-04,14700,14900,14300,14850,47597,118800.0,8000000.0
2018-09-05,15050,15100,14300,14300,38732,114400.0,8000000.0
2018-09-06,14450,14900,13850,13950,48692,111600.0,8000000.0
2018-09-07,13950,14150,13700,14100,31115,112800.0,8000000.0
2018-09-10,14100,14700,13800,14100,40451,112800.0,8000000.0
2018-09-11,14100,14500,14000,14350,28485,114800.0,8000000.0
2018-09-12,14300,14550,14000,14500,22614,116000.0,8000000.0
2018-09-13,14500,14550,14200,14450,16125,115600.0,8000000.0
2018-09-14,14450,14600,14000,14150,19103,113200.0,8000000.0
2018-09-17,14000,14000,13500,13900,28922,111200.0,8000000.0
2018-09-18,13850,13850,13300,13300,43668,106400.0,8000000.0
2018-09-19,13450,13500,12900,13050,41355,104400.0,8000000.0
2018-09-20,13100,13200,12850,13100,19405,104800.0,8000000.0
2018-09-21,13100,13500,12850,13450,67881,107600.0,8000000.0
2018-09-27,13350,13750,13350,13650,20494,109200.0,8000000.0
2018-09-28,13700,13750,13250,13650,13508,109200.0,8000000.0
2018-10-01,13600,13800,13400,13600,11048,108800.0,8000000.0
2018-10-02,13550,13600,13300,13500,31602,108000.0,8000000.0
2018-10-04,13450,13650,13000,13500,29160,108000.0,8000000.0
2018-10-05,13500,13500,12950,13100,11073,104800.0,8000000.0
2018-10-08,13150,13250,12850,13250,25983,106000.0,8000000.0
2018-10-10,13200,13250,12650,12850,17044,102800.0,8000000.0
2018-10-11,12650,12800,11950,12150,31057,97200.0,8000000.0
2018-10-12,12100,12950,12100,12950,9305,103600.0,8000000.0
2018-10-15,13000,13250,12650,13250,10199,106000.0,8000000.0
2018-10-16,13200,13350,12650,12900,21707,103200.0,8000000.0
2018-10-17,12900,13050,12200,12200,65263,97600.0,8000000.0
2018-10-18,12200,12300,11750,11750,29418,94000.0,8000000.0
2018-10-19,11600,11600,11050,11550,66947,92400.0,8000000.0
2018-10-22,11350,11450,11150,11300,35318,90400.0,8000000.0
2018-10-23,11250,11300,10550,10650,39777,85200.0,8000000.0
2018-10-24,10700,10900,10550,10600,18022,84800.0,8000000.0
2018-10-25,10200,10600,10000,10450,19816,83600.0,8000000.0
