AK홀딩스(006840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-02-21,7950,7950,7762,7796,1391,74700.0,6000000.0
2003-02-24,7888,8170,7888,8171,3810,78300.0,6000000.0
2003-02-25,8138,8232,7951,7952,4640,76200.0,6000000.0
2003-02-26,7888,8013,7825,7858,1680,75300.0,6000000.0
2003-02-27,7981,7981,7575,7639,3271,73200.0,6000000.0
2003-02-28,7637,7668,7512,7607,2540,72900.0,6000000.0
2003-03-03,7762,7762,7512,7639,1190,73200.0,6000000.0
2003-03-04,7637,7637,7449,7450,2170,71400.0,6000000.0
2003-03-05,7512,7512,7293,7294,2980,69900.0,6000000.0
2003-03-06,7293,7324,7137,7137,1613,68400.0,6000000.0
2003-03-07,7293,7293,6980,7012,3450,67200.0,6000000.0
2003-03-10,7012,7012,6667,6762,7241,64800.0,6000000.0
2003-03-11,6636,6636,6323,6418,18891,61500.0,6000000.0
2003-03-12,6385,6448,6322,6355,5734,60900.0,6000000.0
2003-03-13,6354,6635,6260,6637,16260,63600.0,6000000.0
2003-03-14,6667,6667,6480,6511,12250,62400.0,6000000.0
2003-03-17,6604,6604,6260,6355,14770,60900.0,6000000.0
2003-03-18,6448,6636,6448,6511,4560,62400.0,6000000.0
2003-03-19,6417,6574,6417,6574,3710,63000.0,6000000.0
2003-03-20,6604,6918,6480,6856,8781,65700.0,6000000.0
2003-03-21,6886,7105,6824,6981,5870,66900.0,6000000.0
2003-03-24,7199,7199,6980,7075,7460,67800.0,6000000.0
2003-03-25,6949,7137,6887,7106,2590,68100.0,6000000.0
2003-03-26,7293,7481,7105,7325,4310,70200.0,6000000.0
2003-03-27,7449,7449,6886,7044,2490,67500.0,6000000.0
2003-03-28,7105,7168,6855,6981,4460,66900.0,6000000.0
2003-03-31,6980,7011,6729,6731,2960,64500.0,6000000.0
2003-04-01,6824,6824,6635,6668,2400,63900.0,6000000.0
2003-04-02,6636,6855,6636,6856,5670,65700.0,6000000.0
2003-04-03,7074,7106,6980,7106,9820,68100.0,6000000.0
2003-04-04,7106,7324,6887,7169,6240,68700.0,6000000.0
2003-04-07,7231,7418,7136,7388,13960,70800.0,6000000.0
2003-04-08,7512,7606,7324,7419,14265,71100.0,6000000.0
2003-04-09,7449,7449,7324,7388,3560,70800.0,6000000.0
2003-04-10,7418,7575,7292,7419,7416,71100.0,6000000.0
2003-04-11,7387,7825,7356,7544,9990,72300.0,6000000.0
2003-04-14,7700,7982,7637,7890,4630,75600.0,6000000.0
2003-04-15,7888,8044,7763,7827,7884,75000.0,6000000.0
2003-04-16,7888,7981,7794,7921,11601,75900.0,6000000.0
2003-04-17,7856,7856,7606,7764,4360,74400.0,6000000.0
2003-04-18,7794,8107,7794,8015,7980,76800.0,6000000.0
2003-04-21,7825,8232,7825,8077,6949,77400.0,6000000.0
2003-04-22,8075,8075,7888,7952,3980,76200.0,6000000.0
2003-04-23,7951,8076,7857,7921,6280,75900.0,6000000.0
2003-04-24,7856,8075,7731,7764,3740,74400.0,6000000.0
2003-04-25,8013,8013,7231,7231,6079,69300.0,6000000.0
2003-04-28,7356,7356,7105,7263,3930,69600.0,6000000.0
2003-04-29,7387,7951,7293,7858,18146,75300.0,6000000.0
2003-04-30,7857,8076,7857,7890,8124,75600.0,6000000.0
2003-05-02,8076,8076,7669,7890,4360,75600.0,6000000.0
2003-05-06,8013,8138,7825,7984,15120,76500.0,6000000.0
2003-05-07,7919,8075,7919,8077,7960,77400.0,6000000.0
2003-05-09,8107,8107,7951,8015,5100,76800.0,6000000.0
2003-05-12,8138,8388,8075,8297,12140,79500.0,6000000.0
2003-05-13,8420,8451,8138,8328,8090,79800.0,6000000.0
2003-05-14,8138,8357,8138,8359,6820,80100.0,6000000.0
2003-05-15,8326,8545,8138,8328,9160,79800.0,6000000.0
2003-05-16,8264,8326,8170,8265,4260,79200.0,6000000.0
2003-05-19,8170,8201,8013,8203,8590,78600.0,6000000.0
2003-05-20,7888,8201,7888,8203,3520,78600.0,6000000.0
2003-05-21,8013,8264,8013,8203,3400,78600.0,6000000.0
2003-05-22,8076,8264,8076,8265,7190,79200.0,6000000.0
2003-05-23,8169,8420,8169,8390,7020,80400.0,6000000.0
2003-05-26,8357,8826,8357,8829,21050,84600.0,6000000.0
2003-05-27,8858,9265,8670,8954,27230,85800.0,6000000.0
2003-05-28,9171,9296,9077,9173,7690,87900.0,6000000.0
2003-05-29,9014,9297,8858,9267,6700,88800.0,6000000.0
2003-05-30,9297,9328,9077,9204,3785,88200.0,6000000.0
2003-06-02,9265,9265,9015,9204,10285,88200.0,6000000.0
2003-06-03,9265,9515,9077,9392,16050,90000.0,6000000.0
2003-06-04,9390,9641,9359,9642,3200,92400.0,6000000.0
2003-06-05,9515,9765,9515,9768,4330,93600.0,6000000.0
2003-06-09,9765,9954,9578,9768,5670,93600.0,6000000.0
2003-06-10,9766,9891,9516,9611,3410,92100.0,6000000.0
2003-06-11,9703,9797,9358,9455,20440,90600.0,6000000.0
2003-06-12,9328,9547,9328,9329,32770,89400.0,6000000.0
2003-06-13,9265,9828,9265,9705,38240,93000.0,6000000.0
2003-06-16,9547,9923,9515,9642,3650,92400.0,6000000.0
2003-06-17,9766,9985,9704,9893,10710,94800.0,6000000.0
2003-06-18,9891,9891,9515,9517,9520,91200.0,6000000.0
2003-06-19,9390,9421,9296,9392,10650,90000.0,6000000.0
2003-06-20,9390,9704,9328,9329,4500,89400.0,6000000.0
2003-06-23,9108,9484,9077,9361,4290,89700.0,6000000.0
2003-06-24,9108,9390,9077,9298,2620,89100.0,6000000.0
2003-06-25,9328,9328,9077,9079,3110,87000.0,6000000.0
2003-06-26,9077,9077,8890,8985,2480,86100.0,6000000.0
2003-06-27,9045,9171,8826,8829,7330,84600.0,6000000.0
2003-06-30,8701,8827,8577,8641,2590,82800.0,6000000.0
2003-07-01,8451,8577,8451,8516,11790,81600.0,6000000.0
2003-07-02,8482,8826,8482,8797,4950,84300.0,6000000.0
2003-07-03,9014,9014,8670,8797,6560,84300.0,6000000.0
2003-07-04,8795,8827,8701,8766,2650,84000.0,6000000.0
2003-07-07,8889,8889,8639,8766,3130,84000.0,6000000.0
2003-07-08,8858,8858,8577,8641,6510,82800.0,6000000.0
2003-07-09,8639,8764,8577,8578,1480,82200.0,6000000.0
2003-07-10,8577,8702,8483,8547,9170,81900.0,6000000.0
2003-07-11,8639,8639,8545,8578,4030,82200.0,6000000.0
2003-07-14,8701,8701,8420,8578,2450,82200.0,6000000.0
2003-07-15,8451,8576,8388,8390,3360,80400.0,6000000.0
2003-07-16,8388,8451,8326,8390,7380,80400.0,6000000.0
2003-07-18,8451,8451,8201,8234,2470,78900.0,6000000.0
2003-07-21,8232,8451,8232,8297,6180,79500.0,6000000.0
2003-07-22,8264,8326,8201,8328,4340,79800.0,6000000.0
2003-07-23,8325,8451,8325,8453,1190,81000.0,6000000.0
2003-07-24,8326,8670,8326,8359,1160,80100.0,6000000.0
2003-07-25,8264,8451,8232,8297,2340,79500.0,6000000.0
2003-07-28,8639,8639,8357,8578,1490,82200.0,6000000.0
2003-07-29,8639,8639,8357,8422,3470,80700.0,6000000.0
2003-07-30,8545,8577,8357,8578,1589,82200.0,6000000.0
2003-07-31,8577,8577,8483,8578,2300,82200.0,6000000.0
2003-08-01,8577,8639,8514,8641,560,82800.0,6000000.0
2003-08-04,8764,8827,8576,8703,5440,83400.0,6000000.0
2003-08-05,8827,8827,8608,8766,5560,84000.0,6000000.0
2003-08-06,8545,8639,8483,8641,2070,82800.0,6000000.0
2003-08-07,8576,8576,8451,8484,860,81300.0,6000000.0
2003-08-08,8388,8451,8264,8359,2460,80100.0,6000000.0
2003-08-11,8264,8451,8232,8265,2510,79200.0,6000000.0
2003-08-12,8264,8420,8264,8265,1860,79200.0,6000000.0
2003-08-13,8388,8388,8232,8297,1190,79500.0,6000000.0
2003-08-14,8201,8357,8076,8234,8300,78900.0,6000000.0
2003-08-18,8388,8451,8170,8297,4650,79500.0,6000000.0
2003-08-19,8420,8420,8232,8297,1690,79500.0,6000000.0
2003-08-20,8264,8420,8264,8297,8050,79500.0,6000000.0
2003-08-21,8201,8514,8201,8422,20840,80700.0,6000000.0
2003-08-22,8576,8576,8138,8140,30420,78000.0,6000000.0
2003-08-25,8076,8201,8076,8171,4290,78300.0,6000000.0
2003-08-26,8075,8232,8075,8140,3810,78000.0,6000000.0
2003-08-27,8044,8295,8044,8234,4500,78900.0,6000000.0
2003-08-28,8138,8232,8044,8234,4870,78900.0,6000000.0
2003-08-29,8232,8357,8201,8234,1560,78900.0,6000000.0
2003-09-01,8232,8295,8201,8297,3290,79500.0,6000000.0
2003-09-02,8295,8388,8264,8328,9120,79800.0,6000000.0
2003-09-03,8326,8420,8264,8359,6430,80100.0,6000000.0
2003-09-04,8388,8388,8075,8077,6443,77400.0,6000000.0
2003-09-05,8013,8295,8013,8265,3320,79200.0,6000000.0
2003-09-08,8201,8264,8076,8265,4350,79200.0,6000000.0
2003-09-09,8389,8389,8138,8203,10420,78600.0,6000000.0
2003-09-15,8201,8264,7981,8015,3120,76800.0,6000000.0
2003-09-16,8075,8107,8013,8077,1290,77400.0,6000000.0
2003-09-17,8107,8264,8107,8265,1040,79200.0,6000000.0
2003-09-18,8264,8357,8170,8265,2280,79200.0,6000000.0
2003-09-19,8201,8388,8201,8359,730,80100.0,6000000.0
2003-09-22,8232,8264,7981,7984,1830,76500.0,6000000.0
2003-09-23,7826,8233,7826,8171,1460,78300.0,6000000.0
2003-09-24,8138,8169,8012,8140,1710,78000.0,6000000.0
2003-09-25,7888,8169,7888,8046,6580,77100.0,6000000.0
2003-09-26,8169,8169,7981,8109,1240,77700.0,6000000.0
2003-09-29,8075,8138,8012,8109,5470,77700.0,6000000.0
2003-09-30,8201,8201,8012,8140,2480,78000.0,6000000.0
2003-10-01,8013,8013,7762,8015,3580,76800.0,6000000.0
2003-10-02,8138,8138,7981,7984,2830,76500.0,6000000.0
2003-10-06,8075,8232,7981,8140,4650,78000.0,6000000.0
2003-10-07,8232,8232,8044,8109,1060,77700.0,6000000.0
2003-10-08,8201,8201,8076,8203,1200,78600.0,6000000.0
2003-10-09,8044,8201,7981,8046,6180,77100.0,6000000.0
2003-10-10,7981,8169,7981,8109,590,77700.0,6000000.0
2003-10-13,8169,8169,7981,8140,830,78000.0,6000000.0
2003-10-14,8138,8170,7982,8171,2040,78300.0,6000000.0
2003-10-15,8138,8169,8044,8140,1300,78000.0,6000000.0
2003-10-16,8013,8233,8013,8203,2250,78600.0,6000000.0
2003-10-17,8201,8295,8107,8203,2260,78600.0,6000000.0
2003-10-20,8233,8264,8107,8203,1044,78600.0,6000000.0
2003-10-21,8107,8232,8107,8109,784,77700.0,6000000.0
2003-10-22,8107,8107,7951,7952,3290,76200.0,6000000.0
2003-10-23,7951,8013,7575,7670,5910,73500.0,6000000.0
2003-10-24,7762,7794,7637,7796,2270,74700.0,6000000.0
2003-10-27,7857,7888,7700,7858,730,75300.0,6000000.0
2003-10-28,7762,8107,7762,8077,3020,77400.0,6000000.0
2003-10-29,8075,8138,7825,8015,2520,76800.0,6000000.0
2003-10-30,8013,8044,8013,8046,1080,77100.0,6000000.0
2003-10-31,7856,8075,7856,8077,1600,77400.0,6000000.0
2003-11-03,8044,8138,8044,8140,960,78000.0,6000000.0
2003-11-04,8138,8201,7950,8109,2850,77700.0,6000000.0
2003-11-05,8107,8232,8013,8234,2480,78900.0,6000000.0
2003-11-06,8138,8357,8044,8046,4381,77100.0,6000000.0
2003-11-07,8107,8264,8107,8265,1610,79200.0,6000000.0
2003-11-10,8170,8232,8013,8234,3570,78900.0,6000000.0
2003-11-11,8264,8295,8013,8203,990,78600.0,6000000.0
2003-11-12,8201,8264,8170,8265,1400,79200.0,6000000.0
2003-11-13,8295,8295,8170,8265,10790,79200.0,6000000.0
2003-11-14,8295,8388,8201,8328,2770,79800.0,6000000.0
2003-11-17,8201,8451,8169,8422,3000,80700.0,6000000.0
2003-11-18,8232,8388,8201,8390,2190,80400.0,6000000.0
2003-11-19,8170,8326,8075,8328,6090,79800.0,6000000.0
2003-11-20,8201,8451,8201,8422,4320,80700.0,6000000.0
2003-11-21,8482,8482,8138,8390,4140,80400.0,6000000.0
2003-11-24,8451,8451,8201,8359,910,80100.0,6000000.0
2003-11-25,8451,8451,8232,8422,1370,80700.0,6000000.0
2003-11-26,8451,8451,8295,8453,101020,81000.0,6000000.0
2003-11-27,8482,8482,8325,8422,120,80700.0,6000000.0
2003-11-28,8451,8545,8326,8359,929,80100.0,6000000.0
2003-12-01,8577,8577,8483,8516,540,81600.0,6000000.0
2003-12-02,8608,8608,8388,8484,630,81300.0,6000000.0
2003-12-03,8483,9046,8483,8516,4790,81600.0,6000000.0
2003-12-04,8732,8889,8514,8766,6510,84000.0,6000000.0
2003-12-05,8608,8764,8545,8766,2110,84000.0,6000000.0
2003-12-08,9014,9014,8326,8923,6790,85500.0,6000000.0
2003-12-09,8701,8826,8639,8829,1080,84600.0,6000000.0
2003-12-10,8670,8764,8451,8610,3600,82500.0,6000000.0
2003-12-11,8608,8639,8326,8328,7640,79800.0,6000000.0
2003-12-12,8388,8514,8264,8328,5180,79800.0,6000000.0
2003-12-15,8326,8608,8326,8610,3780,82500.0,6000000.0
2003-12-16,8420,8733,8420,8578,2360,82200.0,6000000.0
2003-12-17,8640,8764,8483,8516,2920,81600.0,6000000.0
2003-12-18,8482,8639,8451,8453,640,81000.0,6000000.0
2003-12-19,8701,8701,8451,8641,690,82800.0,6000000.0
2003-12-22,8639,8639,8482,8484,570,81300.0,6000000.0
2003-12-23,8577,8702,8483,8516,1680,81600.0,6000000.0
2003-12-24,8701,8701,8514,8578,2490,82200.0,6000000.0
2003-12-26,8701,8701,8451,8578,3250,82200.0,6000000.0
2003-12-29,8357,8357,8075,8140,2210,78000.0,6000000.0
2003-12-30,8420,8420,8326,8390,190,80400.0,6000000.0
2004-01-02,8451,8451,8295,8297,1980,79500.0,6000000.0
2004-01-05,8169,8232,8107,8109,5360,77700.0,6000000.0
2004-01-06,8138,8201,7857,7858,5330,75300.0,6000000.0
2004-01-07,7857,7981,7668,7670,6290,73500.0,6000000.0
2004-01-08,7669,7825,7575,7576,9000,72600.0,6000000.0
2004-01-09,7637,7731,7637,7702,2380,73800.0,6000000.0
2004-01-12,7668,7794,7575,7764,4310,74400.0,6000000.0
2004-01-13,7731,7825,7575,7639,2820,73200.0,6000000.0
2004-01-14,7637,7731,7637,7702,2500,73800.0,6000000.0
2004-01-15,7637,7857,7637,7639,3100,73200.0,6000000.0
2004-01-16,7668,7731,7637,7670,670,73500.0,6000000.0
2004-01-19,7700,7762,7700,7733,4000,74100.0,6000000.0
2004-01-20,7731,7825,7731,7733,3750,74100.0,6000000.0
2004-01-26,7825,7825,7637,7639,1900,73200.0,6000000.0
2004-01-27,7637,7700,7606,7607,1510,72900.0,6000000.0
2004-01-28,7575,7606,7512,7607,3040,72900.0,6000000.0
2004-01-29,7606,7637,7544,7639,1930,73200.0,6000000.0
2004-01-30,7637,7700,7512,7639,2530,73200.0,6000000.0
2004-02-02,7762,7762,7544,7639,2610,73200.0,6000000.0
2004-02-03,7700,7762,7637,7733,2470,74100.0,6000000.0
2004-02-04,7794,7826,7607,7827,2060,75000.0,6000000.0
2004-02-05,7856,7888,7699,7796,1920,74700.0,6000000.0
2004-02-06,7700,7762,7700,7764,3450,74400.0,6000000.0
2004-02-09,7700,7731,7513,7513,5520,72000.0,6000000.0
2004-02-10,7513,7607,7513,7513,1130,72000.0,6000000.0
2004-02-11,7512,7668,7512,7670,2570,73500.0,6000000.0
2004-02-12,7700,7762,7668,7733,2850,74100.0,6000000.0
2004-02-13,7700,7763,7606,7607,990,72900.0,6000000.0
2004-02-16,7731,7731,7512,7607,8900,72900.0,6000000.0
2004-02-17,7607,7607,7544,7544,4050,72300.0,6000000.0
2004-02-18,7544,7575,7512,7576,3510,72600.0,6000000.0
2004-02-19,7575,7637,7512,7639,890,73200.0,6000000.0
2004-02-20,7544,7544,7544,7544,280,72300.0,6000000.0
2004-02-23,7607,7982,7607,7827,14190,75000.0,6000000.0
2004-02-24,7825,7888,7825,7858,3820,75300.0,6000000.0
2004-02-25,7888,7919,7825,7921,1640,75900.0,6000000.0
2004-02-26,7825,8013,7825,7984,6730,76500.0,6000000.0
2004-02-27,7981,8044,7856,8046,800,77100.0,6000000.0
2004-03-02,8044,8107,7981,8046,1850,77100.0,6000000.0
2004-03-03,8044,8107,8013,8015,480,76800.0,6000000.0
2004-03-04,8075,8107,7981,8109,2640,77700.0,6000000.0
2004-03-05,8075,8107,7981,8077,6460,77400.0,6000000.0
2004-03-08,8076,8076,7763,7858,31492,75300.0,6000000.0
2004-03-09,7919,8013,7825,8015,6860,76800.0,6000000.0
2004-03-10,8044,8107,7856,8046,18970,77100.0,6000000.0
2004-03-11,7888,8138,7888,7921,16380,75900.0,6000000.0
2004-03-12,8044,8075,7825,7984,67660,76500.0,6000000.0
2004-03-15,7981,8044,7825,7984,1920,76500.0,6000000.0
2004-03-16,8075,8075,7919,8077,580,77400.0,6000000.0
2004-03-17,7950,8107,7950,8109,52440,77700.0,6000000.0
2004-03-18,8138,8138,7981,7984,522,76500.0,6000000.0
2004-03-19,7981,8169,7981,8140,52160,78000.0,6000000.0
2004-03-22,8138,8138,7888,8015,2270,76800.0,6000000.0
2004-03-23,8013,8044,7825,8046,2310,77100.0,6000000.0
2004-03-24,7919,8013,7825,8015,830,76800.0,6000000.0
2004-03-25,7981,7981,7888,7984,720,76500.0,6000000.0
2004-03-26,8044,8107,8012,8109,1500,77700.0,6000000.0
2004-03-29,7919,8138,7919,8140,1380,78000.0,6000000.0
2004-03-30,7950,8138,7950,8140,3740,78000.0,6000000.0
2004-03-31,8013,8013,7981,7984,610,76500.0,6000000.0
2004-04-01,7951,8013,7951,7952,700,76200.0,6000000.0
2004-04-02,7888,8044,7888,7952,382,76200.0,6000000.0
2004-04-06,8075,8075,7888,8015,2170,76800.0,6000000.0
2004-04-07,7919,8013,7888,8015,600,76800.0,6000000.0
2004-04-08,7888,8044,7888,7952,5360,76200.0,6000000.0
2004-04-09,7919,8044,7856,8046,5640,77100.0,6000000.0
2004-04-12,7951,8138,7951,8015,7330,76800.0,6000000.0
2004-04-13,8044,8075,8013,8046,330,77100.0,6000000.0
2004-04-14,7951,8044,7951,8046,240,77100.0,6000000.0
2004-04-16,7951,8044,7919,8046,1000,77100.0,6000000.0
2004-04-19,7951,8075,7888,8046,1350,77100.0,6000000.0
2004-04-20,7951,8107,7951,8046,870,77100.0,6000000.0
2004-04-21,8044,8044,7919,8015,1740,76800.0,6000000.0
2004-04-22,7951,8044,7919,8046,2440,77100.0,6000000.0
2004-04-23,8044,8075,7951,7952,1500,76200.0,6000000.0
2004-04-26,8044,8044,7919,7952,1630,76200.0,6000000.0
2004-04-27,8013,8013,7951,8015,1260,76800.0,6000000.0
2004-04-28,8013,8013,7888,7921,1640,75900.0,6000000.0
2004-04-29,7888,7981,7857,7921,1400,75900.0,6000000.0
2004-04-30,7888,7951,7888,7921,3390,75900.0,6000000.0
2004-05-03,7920,7920,7637,7890,2330,75600.0,6000000.0
2004-05-04,7794,7888,7762,7764,1490,74400.0,6000000.0
2004-05-06,7762,7888,7700,7702,1710,73800.0,6000000.0
2004-05-07,7856,7856,7700,7702,490,73800.0,6000000.0
2004-05-10,7700,7700,7199,7388,5880,70800.0,6000000.0
2004-05-11,7262,7731,7262,7419,2900,71100.0,6000000.0
2004-05-12,7418,7544,7387,7544,2310,72300.0,6000000.0
2004-05-13,7544,7637,7324,7325,4650,70200.0,6000000.0
2004-05-14,7293,7575,7293,7357,2120,70500.0,6000000.0
2004-05-17,7324,7731,6761,7576,3720,72600.0,6000000.0
2004-05-18,7513,7544,7200,7513,1600,72000.0,6000000.0
2004-05-19,7418,7606,7418,7607,1040,72900.0,6000000.0
2004-05-20,7418,7669,7387,7544,2930,72300.0,6000000.0
2004-05-21,7637,7637,7606,7607,280,72900.0,6000000.0
2004-05-24,7449,7700,7449,7702,590,73800.0,6000000.0
2004-05-25,7418,7700,7387,7576,2150,72600.0,6000000.0
2004-05-27,7700,7700,7512,7702,1000,73800.0,6000000.0
2004-05-28,7700,7700,7512,7670,1680,73500.0,6000000.0
2004-05-31,7544,7606,7387,7607,6540,72900.0,6000000.0
2004-06-01,7668,7700,7668,7702,520,73800.0,6000000.0
2004-06-02,7762,7762,7450,7639,3030,73200.0,6000000.0
2004-06-03,7606,7606,7418,7419,2970,71100.0,6000000.0
2004-06-04,7418,7575,7418,7576,520,72600.0,6000000.0
2004-06-07,7606,7700,7544,7702,1550,73800.0,6000000.0
2004-06-08,7575,7700,7575,7607,740,72900.0,6000000.0
2004-06-09,7637,7762,7606,7764,2750,74400.0,6000000.0
2004-06-10,7637,7731,7449,7450,9730,71400.0,6000000.0
2004-06-11,7544,7544,7387,7513,3220,72000.0,6000000.0
2004-06-14,7450,7513,7450,7513,1390,72000.0,6000000.0
2004-06-15,7418,7575,7418,7513,1690,72000.0,6000000.0
2004-06-16,7513,7513,7513,7513,640,72000.0,6000000.0
2004-06-17,7513,7513,7481,7513,480,72000.0,6000000.0
2004-06-18,7418,7607,7387,7513,2260,72000.0,6000000.0
2004-06-21,7513,7513,7513,7513,20,72000.0,6000000.0
2004-06-22,7512,7575,7418,7576,2300,72600.0,6000000.0
2004-06-23,7418,7700,7418,7576,1440,72600.0,6000000.0
2004-06-24,7637,7669,7513,7513,809,72000.0,6000000.0
2004-06-25,7575,7575,7512,7576,590,72600.0,6000000.0
2004-06-28,7763,7763,7513,7513,690,72000.0,6000000.0
2004-06-29,7668,7668,7512,7639,4270,73200.0,6000000.0
2004-06-30,7762,7762,7762,7764,10,74400.0,6000000.0
2004-07-01,7637,7762,7606,7764,1510,74400.0,6000000.0
2004-07-02,7637,7762,7637,7764,1240,74400.0,6000000.0
2004-07-05,7637,7762,7637,7764,383,74400.0,6000000.0
2004-07-06,7763,7826,7700,7827,550,75000.0,6000000.0
2004-07-07,7669,7888,7669,7890,560,75600.0,6000000.0
2004-07-08,7731,7951,7731,7858,3180,75300.0,6000000.0
2004-07-09,7857,7857,7857,7858,360,75300.0,6000000.0
2004-07-12,7763,7826,7763,7827,340,75000.0,6000000.0
2004-07-13,7763,8013,7731,7952,570,76200.0,6000000.0
2004-07-14,7762,8013,7700,7702,1680,73800.0,6000000.0
2004-07-15,7700,7825,7668,7764,500,74400.0,6000000.0
2004-07-16,7731,7731,7700,7702,1140,73800.0,6000000.0
2004-07-19,7700,7762,7700,7702,1580,73800.0,6000000.0
2004-07-20,7731,7888,7700,7702,710,73800.0,6000000.0
2004-07-21,7762,7919,7637,7796,1410,74700.0,6000000.0
2004-07-22,7700,7856,7700,7764,690,74400.0,6000000.0
2004-07-23,7763,7888,7700,7890,1420,75600.0,6000000.0
2004-07-26,7700,7888,7700,7890,1670,75600.0,6000000.0
2004-07-27,7825,7920,7825,7890,510,75600.0,6000000.0
2004-07-28,7794,7857,7763,7858,4010,75300.0,6000000.0
2004-07-29,7888,7888,7763,7890,1700,75600.0,6000000.0
2004-07-30,7825,7951,7825,7952,510,76200.0,6000000.0
2004-08-02,7888,7951,7794,7858,3910,75300.0,6000000.0
2004-08-03,7763,7826,7763,7827,330,75000.0,6000000.0
2004-08-04,7669,7826,7607,7827,2360,75000.0,6000000.0
2004-08-05,7857,7857,7857,7858,200,75300.0,6000000.0
2004-08-06,7825,7857,7825,7858,320,75300.0,6000000.0
2004-08-09,7794,7919,7794,7921,1730,75900.0,6000000.0
2004-08-10,7825,7919,7794,7796,3800,74700.0,6000000.0
2004-08-11,7826,7888,7826,7827,560,75000.0,6000000.0
2004-08-12,7825,7919,7794,7921,4350,75900.0,6000000.0
2004-08-13,7794,7981,7794,7984,8413,76500.0,6000000.0
2004-08-16,7951,8138,7951,8046,3040,77100.0,6000000.0
2004-08-17,8012,8232,8012,8109,9700,77700.0,6000000.0
2004-08-18,8232,8264,8170,8265,7000,79200.0,6000000.0
2004-08-19,8326,8388,8169,8359,1020,80100.0,6000000.0
2004-08-20,8420,8420,8201,8203,2210,78600.0,6000000.0
2004-08-23,8201,8326,8201,8265,2300,79200.0,6000000.0
2004-08-24,8232,8420,8201,8359,1670,80100.0,6000000.0
2004-08-25,8388,8420,8263,8422,1120,80700.0,6000000.0
2004-08-26,8325,8514,8295,8422,5680,80700.0,6000000.0
2004-08-27,8451,8482,8388,8453,2010,81000.0,6000000.0
2004-08-30,8419,8514,8357,8453,3500,81000.0,6000000.0
2004-08-31,8357,8545,8357,8547,1280,81900.0,6000000.0
2004-09-01,8514,8577,8514,8578,2870,82200.0,6000000.0
2004-09-02,8577,8670,8420,8672,2990,83100.0,6000000.0
2004-09-03,8639,8639,8577,8610,900,82500.0,6000000.0
2004-09-06,8670,8670,8577,8672,600,83100.0,6000000.0
2004-09-07,8670,8670,8482,8672,1500,83100.0,6000000.0
2004-09-08,8670,8701,8670,8703,650,83400.0,6000000.0
2004-09-09,8608,8701,8608,8641,5180,82800.0,6000000.0
2004-09-10,8576,8858,8576,8829,1790,84600.0,6000000.0
2004-09-13,8733,8984,8733,8954,800,85800.0,6000000.0
2004-09-14,8827,8984,8827,8985,1840,86100.0,6000000.0
2004-09-15,8827,9077,8827,9079,1350,87000.0,6000000.0
2004-09-16,9046,9203,8921,9204,1550,88200.0,6000000.0
2004-09-17,9171,9297,9109,9267,2110,88800.0,6000000.0
2004-09-20,9297,9390,9265,9361,1640,89700.0,6000000.0
2004-09-21,9390,9390,9234,9329,1360,89400.0,6000000.0
2004-09-22,9296,9296,9077,9173,5350,87900.0,6000000.0
2004-09-23,9045,9108,8921,9079,1910,87000.0,6000000.0
2004-09-24,8952,9108,8952,9110,450,87300.0,6000000.0
2004-09-30,9108,9139,9045,9142,1220,87600.0,6000000.0
2004-10-01,9045,9139,9045,9142,980,87600.0,6000000.0
2004-10-04,9046,9046,8764,9016,16190,86400.0,6000000.0
2004-10-05,8827,8827,8639,8766,69490,84000.0,6000000.0
2004-10-06,8764,9140,8764,8954,560834,85800.0,6000000.0
2004-10-07,9077,9673,9046,9549,29430,91500.0,6000000.0
2004-10-08,9547,9641,9328,9549,25270,91500.0,6000000.0
2004-10-11,9578,9704,9421,9705,12390,93000.0,6000000.0
2004-10-12,9610,9641,9359,9611,9340,92100.0,6000000.0
2004-10-13,9578,9891,9578,9642,50230,92400.0,6000000.0
2004-10-14,9516,9578,9390,9549,6430,91500.0,6000000.0
2004-10-15,9390,9515,9202,9517,9940,91200.0,6000000.0
2004-10-18,9328,9422,9203,9204,10200,88200.0,6000000.0
2004-10-19,9202,9453,9202,9329,3040,89400.0,6000000.0
2004-10-20,9234,9672,9140,9298,9700,89100.0,6000000.0
2004-10-21,9140,9797,9077,9799,8690,93900.0,6000000.0
2004-10-22,9578,9578,9358,9455,9240,90600.0,6000000.0
2004-10-25,9202,9390,9108,9329,2475,89400.0,6000000.0
2004-10-26,9234,9297,9171,9298,3230,89100.0,6000000.0
2004-10-27,9202,9358,9171,9173,35980,87900.0,6000000.0
2004-10-28,9203,9359,9171,9204,7340,88200.0,6000000.0
2004-10-29,9046,9359,9046,9361,26030,89700.0,6000000.0
2004-11-01,9390,9421,9202,9423,5370,90300.0,6000000.0
2004-11-02,9484,9484,9328,9329,3370,89400.0,6000000.0
2004-11-03,9328,9421,9265,9267,4710,88800.0,6000000.0
2004-11-04,9265,9421,9265,9329,19330,89400.0,6000000.0
2004-11-05,9390,9484,9359,9361,13940,89700.0,6000000.0
2004-11-08,9328,9390,9297,9298,5990,89100.0,6000000.0
2004-11-09,9328,9328,9171,9236,4320,88500.0,6000000.0
2004-11-10,9296,9609,9296,9423,22830,90300.0,6000000.0
