에이리츠(140910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-12-19,6793,6793,6436,6497,5304,19777.0,3628735.0
2014-12-22,6531,6853,6507,6854,57281,20865.0,3628735.0
2014-12-23,7079,7878,6853,7688,47124,23405.0,3628735.0
2014-12-24,7687,7687,7187,7187,2178,21881.0,3628735.0
2014-12-26,7115,7234,6758,7033,14879,21410.0,3628735.0
2014-12-29,6698,7020,6674,7021,41171,21373.0,3628735.0
2014-12-30,7104,7115,6579,6615,12341,20139.0,3628735.0
2015-01-02,6674,6960,6233,6925,8979,21083.0,3628735.0
2015-01-05,7377,7377,6566,6568,8776,19994.0,3628735.0
2015-01-06,6460,6782,6460,6556,1333,19958.0,3628735.0
2015-01-07,7532,7532,6554,6842,29718,20829.0,3628735.0
2015-01-08,6793,6793,6650,6735,702,20502.0,3628735.0
2015-01-09,6900,6900,6531,6735,48,20502.0,3628735.0
2015-01-12,6507,6627,6424,6615,15322,20139.0,3628735.0
2015-01-13,6876,6876,6412,6615,585,20139.0,3628735.0
2015-01-14,6603,6770,6436,6770,983,20611.0,3628735.0
2015-01-15,6900,6900,6340,6353,2621,19341.0,3628735.0
2015-01-16,6782,6782,6436,6651,17535,20248.0,3628735.0
2015-01-19,7556,7556,6387,6580,4039,20031.0,3628735.0
2015-01-20,7020,7020,6387,6532,6372,19885.0,3628735.0
2015-01-21,6566,6566,6387,6436,1487,19595.0,3628735.0
2015-01-22,6543,6543,6412,6413,779,19523.0,3628735.0
2015-01-23,6448,6733,6448,6675,230,20321.0,3628735.0
2015-01-26,6758,6758,6448,6758,1315,20575.0,3628735.0
2015-01-27,6758,6758,6519,6747,12,20539.0,3628735.0
2015-01-28,0,0,0,6747,0,20539.0,3628735.0
2015-01-29,0,0,0,6747,0,,
2015-01-30,0,0,0,6747,0,,
2015-02-02,0,0,0,6747,0,,
2015-02-03,0,0,0,6747,0,,
2015-02-04,0,0,0,6747,0,,
2015-02-05,0,0,0,6747,0,,
2015-02-06,0,0,0,6747,0,,
2015-02-09,0,0,0,6747,0,,
2015-02-10,0,0,0,6747,0,,
2015-02-11,0,0,0,6747,0,,
2015-02-12,0,0,0,6747,0,,
2015-02-13,0,0,0,6747,0,,
2015-02-16,0,0,0,6747,0,,
2015-02-17,0,0,0,6747,0,,
2015-02-23,0,0,0,6747,0,,
2015-02-24,0,0,0,6747,0,,
2015-02-25,0,0,0,6747,0,,
2015-02-26,0,0,0,6747,0,,
2015-02-27,0,0,0,6747,0,,
2015-03-02,0,0,0,6747,0,,
2015-03-03,0,0,0,6747,0,,
2015-03-04,0,0,0,6747,0,,
2015-03-05,0,0,0,6747,0,,
2015-03-06,0,0,0,6747,0,,
2015-03-09,0,0,0,6747,0,,
2015-03-10,0,0,0,6747,0,,
2015-03-11,0,0,0,6747,0,,
2015-03-12,0,0,0,6747,0,,
2015-03-13,0,0,0,6747,0,,
2015-03-16,0,0,0,6747,0,,
2015-03-17,0,0,0,6747,0,,
2015-03-18,0,0,0,6747,0,,
2015-03-19,0,0,0,6747,0,,
2015-03-20,0,0,0,6747,0,,
2015-03-23,0,0,0,6747,0,,
2015-03-24,0,0,0,6747,0,,
2015-03-25,0,0,0,6747,0,,
2015-03-26,0,0,0,6747,0,,
2015-03-27,0,0,0,6747,0,,
2015-03-30,0,0,0,6747,0,,
2015-03-31,0,0,0,6747,0,,
2015-04-01,0,0,0,6747,0,,
2015-04-02,0,0,0,6747,0,,
2015-04-03,0,0,0,6747,0,,
2015-04-06,0,0,0,6747,0,,
2015-04-07,0,0,0,6747,0,,
2015-04-08,0,0,0,6747,0,,
2015-04-09,6746,6795,5758,5788,217032,21264.0,3628735.0
2015-04-10,5788,6193,5501,5729,43707,21047.0,3628735.0
2015-04-13,6469,6469,5689,5956,55884,21881.0,3628735.0
2015-04-14,5926,5926,5679,5887,23023,21627.0,3628735.0
2015-04-15,5926,6173,5630,5769,104238,21192.0,3628735.0
2015-04-16,5768,5778,5630,5680,13812,20865.0,3628735.0
2015-04-17,5679,5719,5413,5581,27203,20502.0,3628735.0
2015-04-20,5600,5600,5334,5453,8711,20031.0,3628735.0
2015-04-21,5501,5501,5156,5354,46255,19668.0,3628735.0
2015-04-22,5422,5442,5175,5354,23811,19668.0,3628735.0
2015-04-23,5403,5403,5294,5314,6087,19523.0,3628735.0
2015-04-24,5472,5472,5057,5304,10006,19486.0,3628735.0
2015-04-27,5353,5353,5077,5097,9662,18724.0,3628735.0
2015-04-28,5037,5274,4958,5146,5222,18906.0,3628735.0
2015-04-29,5442,5442,5037,5136,7485,18869.0,3628735.0
2015-04-30,5116,5205,4948,5166,11326,18978.0,3628735.0
2015-05-04,5087,5422,5087,5215,3348,19160.0,3628735.0
2015-05-06,5225,5235,5057,5156,8310,18942.0,3628735.0
2015-05-07,5156,5274,5057,5057,1929,18579.0,3628735.0
2015-05-08,5373,5373,5096,5215,934,19160.0,3628735.0
2015-05-11,5126,5195,5067,5196,3282,19087.0,3628735.0
2015-05-12,5314,5363,5284,5324,8433,19559.0,3628735.0
2015-05-13,5353,5353,5126,5314,5033,19523.0,3628735.0
2015-05-14,5353,5353,5136,5225,5678,19196.0,3628735.0
2015-05-15,5185,5274,5087,5206,10114,19123.0,3628735.0
2015-05-18,4958,5235,4958,5077,5694,18652.0,3628735.0
2015-05-19,5077,5205,4998,5206,4088,19123.0,3628735.0
2015-05-20,5087,5215,5057,5176,3363,19015.0,3628735.0
2015-05-21,5156,5156,5017,5117,363,18797.0,3628735.0
2015-05-22,5106,5185,4988,5048,6305,18543.0,3628735.0
2015-05-26,5047,5077,4958,5077,4804,18652.0,3628735.0
2015-05-27,5126,5126,5116,5117,33205,18797.0,3628735.0
2015-05-28,5185,5294,4998,5275,97675,19377.0,3628735.0
2015-05-29,5294,5422,5264,5334,4636,19595.0,3628735.0
2015-06-01,5531,5531,5264,5334,499,19595.0,3628735.0
2015-06-02,5422,5422,5087,5107,5998,18761.0,3628735.0
2015-06-03,5106,5245,5057,5057,8166,18579.0,3628735.0
2015-06-04,5205,5205,5037,5127,13706,18833.0,3628735.0
2015-06-05,5175,5185,5096,5166,1237,18978.0,3628735.0
2015-06-08,5156,5185,5087,5186,201,19051.0,3628735.0
2015-06-09,5156,5195,5096,5196,2490,19087.0,3628735.0
2015-06-10,5195,5205,5195,5206,172,19123.0,3628735.0
2015-06-11,5205,5205,5106,5176,747,19015.0,3628735.0
2015-06-12,5175,5225,5175,5186,5956,19051.0,3628735.0
2015-06-15,5185,5245,5156,5245,27422,19269.0,3628735.0
2015-06-16,5245,5264,5175,5255,3226,19305.0,3628735.0
2015-06-17,5264,5264,5136,5206,23205,19123.0,3628735.0
2015-06-18,5254,5254,5126,5215,1057,19160.0,3628735.0
2015-06-19,5284,5432,5136,5393,22757,19813.0,3628735.0
2015-06-22,5541,5580,5511,5571,9240,20466.0,3628735.0
2015-06-23,5571,5580,5501,5512,590,20248.0,3628735.0
2015-06-24,5413,5551,5413,5551,20108,20393.0,3628735.0
2015-06-25,5432,5521,5314,5433,4654,19958.0,3628735.0
2015-06-26,5334,5373,5245,5314,3297,19523.0,3628735.0
2015-06-29,5531,5531,5304,5403,9559,19849.0,3628735.0
2015-06-30,5264,5393,5254,5364,3675,19704.0,3628735.0
2015-07-01,5422,5511,5334,5413,278,19885.0,3628735.0
2015-07-02,5462,5482,5245,5364,7369,19704.0,3628735.0
2015-07-03,5334,5413,5254,5413,2569,19885.0,3628735.0
2015-07-06,5501,5531,5284,5482,2297,20139.0,3628735.0
2015-07-07,5422,5422,5264,5324,2067,19559.0,3628735.0
2015-07-08,5245,5304,5235,5285,702,19414.0,3628735.0
2015-07-09,5274,5324,5225,5324,925,19559.0,3628735.0
2015-07-10,5314,5778,5314,5324,25808,19559.0,3628735.0
2015-07-13,6716,6914,6025,6914,1078201,25401.0,3628735.0
2015-07-14,6904,6904,6143,6243,530949,22934.0,3628735.0
2015-07-15,6242,6292,5709,5867,242845,21555.0,3628735.0
2015-07-16,5808,6143,5580,5798,174827,21301.0,3628735.0
2015-07-17,5778,5877,5610,5709,73928,20974.0,3628735.0
2015-07-20,5798,5798,5531,5571,64415,20466.0,3628735.0
2015-07-21,5422,5827,5373,5453,51618,20031.0,3628735.0
2015-07-22,5482,5669,5432,5462,44944,20067.0,3628735.0
2015-07-23,5551,5551,5284,5512,45680,20248.0,3628735.0
2015-07-24,5472,5590,5343,5561,21183,20430.0,3628735.0
2015-07-27,5521,5551,5343,5344,14103,19631.0,3628735.0
2015-07-28,5442,5571,5205,5492,21440,20176.0,3628735.0
2015-07-29,5472,5531,5245,5423,5972,19922.0,3628735.0
2015-07-30,5422,5452,5264,5354,6890,19668.0,3628735.0
2015-07-31,5363,5413,5254,5334,24436,19595.0,3628735.0
2015-08-03,5245,5383,5235,5354,7712,19668.0,3628735.0
2015-08-04,5343,5561,5274,5453,24174,20031.0,3628735.0
2015-08-05,5521,5521,5294,5295,7375,19450.0,3628735.0
2015-08-06,5403,5600,5274,5304,12333,19486.0,3628735.0
2015-08-07,5413,5511,5284,5354,11039,19668.0,3628735.0
2015-08-10,5422,5472,5294,5413,5795,19885.0,3628735.0
2015-08-11,5353,5383,5294,5354,9199,19668.0,3628735.0
2015-08-12,5353,5353,5195,5275,17474,19377.0,3628735.0
2015-08-13,5264,5521,5264,5364,4015,19704.0,3628735.0
2015-08-17,5324,5432,5185,5206,16365,19123.0,3628735.0
2015-08-18,5334,5669,5195,5304,29404,19486.0,3628735.0
2015-08-19,5205,5432,5077,5235,11171,19232.0,3628735.0
2015-08-20,5087,5324,5087,5107,3597,18761.0,3628735.0
2015-08-21,5037,5146,4948,5048,8650,18543.0,3628735.0
2015-08-24,4958,5106,4929,5057,4699,18579.0,3628735.0
2015-08-25,5106,5106,4948,5107,909,18761.0,3628735.0
2015-08-26,5096,5225,4958,5206,2821,19123.0,3628735.0
2015-08-27,5205,5235,5057,5235,1895,19232.0,3628735.0
2015-08-28,5225,5620,5225,5413,2083,19885.0,3628735.0
2015-08-31,5630,5630,5422,5512,640,20248.0,3628735.0
2015-09-01,5620,5620,5353,5522,219,20285.0,3628735.0
2015-09-02,5788,5788,5353,5541,91253,20357.0,3628735.0
2015-09-03,5541,5541,5432,5502,1800,20212.0,3628735.0
2015-09-04,5729,5729,5245,5383,9300,19777.0,3628735.0
2015-09-07,5403,5531,5294,5393,3707,19813.0,3628735.0
2015-09-08,5393,5877,5334,5393,2335,19813.0,3628735.0
2015-09-09,5393,5462,5343,5383,1162,19777.0,3628735.0
2015-09-10,5630,5630,5363,5433,1491,19958.0,3628735.0
2015-09-11,5432,5561,5383,5541,979,20357.0,3628735.0
2015-09-14,5541,5580,5393,5492,1141,20176.0,3628735.0
2015-09-15,5521,5620,5413,5433,2504,19958.0,3628735.0
2015-09-16,5610,5610,5432,5492,3047,20176.0,3628735.0
2015-09-17,5561,5561,5452,5502,2256,20212.0,3628735.0
2015-09-18,5511,5511,5452,5462,4645,20067.0,3628735.0
2015-09-21,5432,5462,5294,5383,1932,19777.0,3628735.0
2015-09-22,5432,5482,5264,5482,9913,20139.0,3628735.0
2015-09-23,5600,5600,5314,5492,2694,20176.0,3628735.0
2015-09-24,5541,5541,5363,5482,3240,20139.0,3628735.0
2015-09-25,5413,5531,5413,5423,2507,19922.0,3628735.0
2015-09-30,5413,5610,5383,5532,1080,20321.0,3628735.0
2015-10-01,5531,5531,5432,5433,333,19958.0,3628735.0
2015-10-02,5650,5650,5442,5512,611,20248.0,3628735.0
2015-10-05,5827,5827,5422,5512,2899,20248.0,3628735.0
2015-10-06,5511,5818,5442,5512,2225,20248.0,3628735.0
2015-10-07,5590,5590,5413,5512,1455,20248.0,3628735.0
2015-10-08,5501,5511,5442,5453,492,20031.0,3628735.0
2015-10-12,5452,5492,5403,5462,2394,20067.0,3628735.0
2015-10-13,5462,5482,5413,5472,5526,20103.0,3628735.0
2015-10-14,5472,5492,5422,5482,5709,20139.0,3628735.0
2015-10-15,5482,5729,5472,5729,14592,21047.0,3628735.0
2015-10-16,5808,5827,5590,5699,2954,20938.0,3628735.0
2015-10-19,5699,5798,5600,5680,14883,20865.0,3628735.0
2015-10-20,5788,5788,5551,5571,3740,20466.0,3628735.0
2015-10-21,5719,5719,5571,5699,2182,20938.0,3628735.0
2015-10-22,5808,5887,5630,5808,8047,21337.0,3628735.0
2015-10-23,5877,5877,5482,5551,11609,20393.0,3628735.0
2015-10-26,5590,5679,5551,5670,7525,20829.0,3628735.0
2015-10-27,5768,5768,5580,5690,3642,20902.0,3628735.0
2015-10-28,5689,5827,5679,5739,3342,21083.0,3628735.0
2015-10-29,5739,5748,5679,5739,3634,21083.0,3628735.0
2015-10-30,5758,5798,5659,5749,1121,21119.0,3628735.0
2015-11-02,5748,5827,5729,5828,2803,21410.0,3628735.0
2015-11-03,5887,5887,5758,5867,1915,21555.0,3628735.0
2015-11-04,5887,6143,5867,5877,5146,21591.0,3628735.0
2015-11-05,6015,6015,5827,5976,5987,21954.0,3628735.0
2015-11-06,6035,6035,5877,5966,5645,21918.0,3628735.0
2015-11-09,6124,6124,5768,5769,6714,21192.0,3628735.0
2015-11-10,6005,6005,5511,5640,12113,20720.0,3628735.0
2015-11-11,5729,5729,5620,5620,529,20648.0,3628735.0
2015-11-12,5511,5729,5432,5709,2097,20974.0,3628735.0
2015-11-13,5916,5916,5590,5591,1499,20539.0,3628735.0
2015-11-16,5590,5709,5422,5650,2528,20756.0,3628735.0
2015-11-17,5620,5630,5432,5453,3325,20031.0,3628735.0
2015-11-18,5482,5926,5363,5472,2526,20103.0,3628735.0
2015-11-19,5432,5580,5432,5581,3008,20502.0,3628735.0
2015-11-20,5521,5620,5521,5620,3218,20648.0,3628735.0
2015-11-23,5452,5590,5452,5532,108,20321.0,3628735.0
2015-11-24,5531,5610,5482,5611,11693,20611.0,3628735.0
2015-11-25,5679,5699,5561,5561,739,20430.0,3628735.0
2015-11-26,5630,5630,5630,5630,5,20684.0,3628735.0
2015-11-27,5492,5620,5492,5492,345,20176.0,3628735.0
2015-11-30,5669,5669,5452,5453,18745,20031.0,3628735.0
2015-12-01,5501,5501,5422,5482,1707,20139.0,3628735.0
2015-12-02,5531,5798,5393,5719,13811,21010.0,3628735.0
2015-12-03,5827,5827,5531,5532,1723,20321.0,3628735.0
2015-12-04,5531,5719,5452,5482,17181,20139.0,3628735.0
2015-12-07,5442,5630,5442,5581,2647,20502.0,3628735.0
2015-12-08,5650,5659,5482,5660,6155,20793.0,3628735.0
2015-12-09,5827,5827,5729,5729,2024,21047.0,3628735.0
2015-12-10,5857,5857,5600,5601,1062,20575.0,3628735.0
2015-12-11,5531,5630,5531,5532,910,20321.0,3628735.0
2015-12-14,5679,5679,5590,5650,11,20756.0,3628735.0
2015-12-15,5758,5946,5334,5946,38930,21845.0,3628735.0
2015-12-16,5926,6025,5699,5788,109683,21264.0,3628735.0
2015-12-17,5739,5916,5699,5788,60060,21264.0,3628735.0
2015-12-18,5818,5877,5709,5818,11554,21373.0,3628735.0
2015-12-21,5739,5946,5739,5877,59646,21591.0,3628735.0
2015-12-22,5877,6005,5719,5788,11654,21264.0,3628735.0
2015-12-23,5887,5906,5778,5818,36170,21373.0,3628735.0
2015-12-24,5976,5976,5827,5848,42161,21482.0,3628735.0
2015-12-28,5847,5887,5768,5887,37988,21627.0,3628735.0
2015-12-29,5442,5521,5245,5314,31162,19523.0,3628735.0
2015-12-30,5383,5432,5235,5334,14789,19595.0,3628735.0
2016-01-04,5383,5383,5047,5136,10722,18869.0,3628735.0
2016-01-05,5156,5175,5057,5057,35614,18579.0,3628735.0
2016-01-06,5067,5205,4869,5127,19913,18833.0,3628735.0
2016-01-07,5175,5235,5047,5206,7987,19123.0,3628735.0
2016-01-08,5106,5215,4938,5067,10101,18615.0,3628735.0
2016-01-11,5027,5096,4978,5067,4116,18615.0,3628735.0
2016-01-12,5087,5087,4988,5048,12171,18543.0,3628735.0
2016-01-13,5096,5225,4988,5186,12302,19051.0,3628735.0
2016-01-14,5037,5116,5037,5087,2602,18688.0,3628735.0
2016-01-15,5096,5175,5037,5048,13972,18543.0,3628735.0
2016-01-18,5017,5047,5008,5008,1809,18398.0,3628735.0
2016-01-19,5008,5126,4958,5117,13452,18797.0,3628735.0
2016-01-20,5116,5116,4938,4939,10077,18144.0,3628735.0
2016-01-21,4889,4938,4766,4786,6214,17581.0,3628735.0
2016-01-22,4785,4988,4642,4988,11384,18325.0,3628735.0
2016-01-25,5037,5185,4840,5008,7171,18398.0,3628735.0
2016-01-26,4988,5027,4850,4978,2674,18289.0,3628735.0
2016-01-27,4958,4958,4859,4949,2180,18180.0,3628735.0
2016-01-28,4938,4938,4840,4919,4349,18071.0,3628735.0
2016-01-29,4914,4958,4840,4949,5344,18180.0,3628735.0
2016-02-01,4859,4968,4780,4870,7663,17890.0,3628735.0
2016-02-02,4869,4869,4864,4865,4,17872.0,3628735.0
2016-02-03,4850,4864,4780,4850,622,17817.0,3628735.0
2016-02-04,4785,4909,4672,4741,9881,17418.0,3628735.0
2016-02-05,4741,4850,4652,4840,1461,17781.0,3628735.0
2016-02-11,4889,4889,4672,4845,4077,17799.0,3628735.0
2016-02-12,4696,4805,4652,4781,16656,17563.0,3628735.0
2016-02-15,4785,5798,4691,4840,136374,17781.0,3628735.0
2016-02-16,4968,4968,4741,4870,43266,17890.0,3628735.0
2016-02-17,4850,4909,4790,4855,8736,17835.0,3628735.0
2016-02-18,4795,4909,4751,4761,10853,17491.0,3628735.0
2016-02-19,4805,4874,4741,4786,2362,17581.0,3628735.0
2016-02-22,4810,4899,4701,4850,3898,17817.0,3628735.0
2016-02-23,4770,4894,4746,4840,15059,17781.0,3628735.0
2016-02-24,4761,4929,4761,4890,14142,17962.0,3628735.0
2016-02-25,4899,4919,4859,4899,1456,17999.0,3628735.0
2016-02-26,4899,5008,4790,4919,4242,18071.0,3628735.0
2016-02-29,4929,4929,4845,4865,2011,17872.0,3628735.0
2016-03-02,4864,4968,4785,4969,16581,18253.0,3628735.0
2016-03-03,4968,5106,4889,4939,51905,18144.0,3628735.0
2016-03-04,4938,4938,4874,4939,5287,18144.0,3628735.0
2016-03-07,5126,5126,4924,4959,24272,18216.0,3628735.0
2016-03-08,4968,5175,4919,5067,38012,18615.0,3628735.0
2016-03-09,5077,5284,5077,5225,22540,19196.0,3628735.0
2016-03-10,5284,5284,5136,5196,8940,19087.0,3628735.0
2016-03-11,5215,5264,5106,5186,18676,19051.0,3628735.0
2016-03-14,5284,5304,5195,5255,7694,19305.0,3628735.0
2016-03-15,5304,5492,5195,5393,24123,19813.0,3628735.0
2016-03-16,5413,5462,5314,5433,17279,19958.0,3628735.0
2016-03-17,5432,5926,5432,5532,29502,20321.0,3628735.0
2016-03-18,5531,5847,5501,5541,10999,20357.0,3628735.0
2016-03-21,5571,5600,5462,5472,3151,20103.0,3628735.0
2016-03-22,5531,5630,5343,5453,14460,20031.0,3628735.0
2016-03-23,5482,5630,5403,5532,8821,20321.0,3628735.0
2016-03-24,5630,5679,5482,5532,13209,20321.0,3628735.0
2016-03-25,5531,5719,5531,5620,2590,20648.0,3628735.0
2016-03-28,5620,5798,5501,5620,79673,20648.0,3628735.0
2016-03-29,5620,5748,5551,5551,57379,20393.0,3628735.0
2016-03-30,5610,5650,5531,5561,47596,20430.0,3628735.0
2016-03-31,5580,5778,5541,5699,66139,20938.0,3628735.0
2016-04-01,5699,5818,5600,5640,24829,20720.0,3628735.0
2016-04-04,5699,6223,5640,5917,106398,21736.0,3628735.0
2016-04-05,6064,6074,5729,5739,48827,21083.0,3628735.0
2016-04-06,5818,5906,5600,5759,78572,21156.0,3628735.0
2016-04-07,5768,5768,5551,5601,39557,20575.0,3628735.0
2016-04-08,5590,5739,5531,5739,12514,21083.0,3628735.0
2016-04-11,5739,5877,5709,5838,13027,21446.0,3628735.0
2016-04-12,5798,5847,5580,5690,51171,20902.0,3628735.0
2016-04-14,5659,5729,5531,5709,6266,20974.0,3628735.0
2016-04-15,5679,5778,5561,5699,23369,20938.0,3628735.0
2016-04-18,5699,5699,5571,5650,5511,20756.0,3628735.0
2016-04-19,5650,5729,5571,5670,11059,20829.0,3628735.0
2016-04-20,5669,5669,5531,5601,27370,20575.0,3628735.0
2016-04-21,5531,5788,5531,5788,18111,21264.0,3628735.0
2016-04-22,5788,5818,5669,5798,16474,21301.0,3628735.0
2016-04-25,5808,5916,5729,5818,6391,21373.0,3628735.0
2016-04-26,5758,5877,5689,5808,17588,21337.0,3628735.0
2016-04-27,5758,5778,5729,5769,3405,21192.0,3628735.0
2016-04-28,5837,5837,5729,5729,7899,21047.0,3628735.0
2016-04-29,5719,5788,5630,5709,13812,20974.0,3628735.0
2016-05-02,5699,5768,5561,5719,9898,21010.0,3628735.0
2016-05-03,5709,5818,5679,5759,10440,21156.0,3628735.0
2016-05-04,5798,5798,5630,5680,14141,20865.0,3628735.0
2016-05-09,5679,5679,5501,5541,22901,20357.0,3628735.0
2016-05-10,5571,5659,5511,5620,11266,20648.0,3628735.0
2016-05-11,5620,5659,5492,5581,25845,20502.0,3628735.0
2016-05-12,5571,5630,5452,5581,11295,20502.0,3628735.0
2016-05-13,5620,5620,5531,5561,12088,20430.0,3628735.0
2016-05-16,5610,5689,5531,5581,50471,20502.0,3628735.0
2016-05-17,6410,7023,5778,5798,477306,21301.0,3628735.0
2016-05-18,5739,5798,5590,5680,121515,20865.0,3628735.0
2016-05-19,5719,5719,5452,5522,56833,20285.0,3628735.0
2016-05-20,5492,5571,5363,5482,30599,20139.0,3628735.0
2016-05-23,5501,5689,5482,5581,29246,20502.0,3628735.0
2016-05-24,5580,5729,5511,5620,56835,20648.0,3628735.0
2016-05-25,5650,6055,5600,5818,69892,21373.0,3628735.0
2016-05-26,5926,6262,5837,6154,89342,22607.0,3628735.0
2016-05-27,6153,6963,6084,6816,210868,25038.0,3628735.0
2016-05-30,6805,6825,6153,6618,55090,24313.0,3628735.0
2016-05-31,6479,6874,6479,6747,29973,24784.0,3628735.0
2016-06-01,6697,6855,6321,6816,38554,25038.0,3628735.0
2016-06-02,6716,6835,6469,6618,23699,24313.0,3628735.0
2016-06-03,6618,6687,6035,6292,94427,23115.0,3628735.0
2016-06-07,6292,6400,5966,6035,90857,22172.0,3628735.0
2016-06-08,6084,6084,5877,5976,58220,21954.0,3628735.0
2016-06-09,6064,6124,5867,5956,53081,21881.0,3628735.0
2016-06-10,5926,6035,5897,5956,25220,21881.0,3628735.0
2016-06-13,5985,5985,5847,5956,23691,21881.0,3628735.0
2016-06-14,5926,6114,5926,6025,17603,22135.0,3628735.0
2016-06-15,6064,6114,5926,6016,31256,22099.0,3628735.0
2016-06-16,6025,6094,5847,5956,15152,21881.0,3628735.0
2016-06-17,5966,5985,5768,5897,61768,21664.0,3628735.0
2016-06-20,5897,6064,5867,5986,18495,21990.0,3628735.0
2016-06-21,6045,6045,5916,5966,18075,21918.0,3628735.0
2016-06-22,5956,6045,5906,5966,17832,21918.0,3628735.0
2016-06-23,5976,5976,5867,5956,37395,21881.0,3628735.0
2016-06-24,5985,6173,5689,5907,77634,21700.0,3628735.0
2016-06-27,5877,6015,5867,5907,25030,21700.0,3628735.0
2016-06-28,5926,6074,5897,6055,29462,22244.0,3628735.0
2016-06-29,6114,6114,6025,6075,23431,22317.0,3628735.0
2016-06-30,6143,6153,6025,6075,17212,22317.0,3628735.0
2016-07-01,6124,6321,6055,6282,33087,23079.0,3628735.0
2016-07-04,6331,6509,6311,6440,44420,23659.0,3628735.0
2016-07-05,6440,6568,6361,6470,53351,23768.0,3628735.0
2016-07-06,6430,6519,6390,6500,29889,23877.0,3628735.0
2016-07-07,6529,6647,6529,6608,40201,24276.0,3628735.0
2016-07-08,6647,6657,6509,6638,52973,24385.0,3628735.0
2016-07-11,6637,6924,6637,6816,35645,25038.0,3628735.0
2016-07-12,6815,6865,6647,6668,30805,24494.0,3628735.0
2016-07-13,6716,6865,6460,6539,39906,24022.0,3628735.0
2016-07-14,6539,6598,6321,6411,65159,23550.0,3628735.0
2016-07-15,6381,6509,6371,6470,15074,23768.0,3628735.0
2016-07-18,6420,6677,6371,6549,17573,24059.0,3628735.0
2016-07-19,6509,6716,6509,6697,28892,24603.0,3628735.0
2016-07-20,6726,6786,6618,6707,28521,24639.0,3628735.0
2016-07-21,6707,6746,6469,6470,29415,23768.0,3628735.0
2016-07-22,6568,6647,6430,6549,32649,24059.0,3628735.0
2016-07-25,6548,6558,6420,6549,21586,24059.0,3628735.0
2016-07-26,6469,6647,6469,6588,12403,24204.0,3628735.0
2016-07-27,6637,6637,6558,6588,5372,24204.0,3628735.0
2016-07-28,6608,6647,6460,6460,11856,23732.0,3628735.0
2016-07-29,6430,6548,6361,6480,12709,23805.0,3628735.0
2016-08-01,6479,6509,6440,6480,7072,23805.0,3628735.0
2016-08-02,6519,6548,6390,6549,11013,24059.0,3628735.0
2016-08-03,6381,6548,6381,6500,5476,23877.0,3628735.0
2016-08-04,6440,6519,6381,6460,28554,23732.0,3628735.0
2016-08-05,6460,6509,6381,6460,8240,23732.0,3628735.0
2016-08-08,6460,6519,6410,6509,5887,23913.0,3628735.0
2016-08-09,6450,6529,6410,6500,10724,23877.0,3628735.0
2016-08-10,6519,6519,6420,6480,10440,23805.0,3628735.0
2016-08-11,6509,6608,6430,6470,9354,23768.0,3628735.0
2016-08-12,6469,6489,6440,6480,5209,23805.0,3628735.0
2016-08-16,6479,6479,6430,6470,3611,23768.0,3628735.0
2016-08-17,6716,6894,6519,6598,74396,24240.0,3628735.0
2016-08-18,6618,6697,6568,6588,25908,24204.0,3628735.0
2016-08-19,6667,6687,6548,6618,36912,24313.0,3628735.0
2016-08-22,6608,6628,6558,6569,18843,24131.0,3628735.0
2016-08-23,6568,6588,6460,6579,28590,24167.0,3628735.0
2016-08-24,6578,6835,6558,6677,29081,24530.0,3628735.0
2016-08-25,6677,6716,6618,6677,23740,24530.0,3628735.0
2016-08-26,6677,6726,6667,6677,18986,24530.0,3628735.0
2016-08-29,6667,6815,6598,6727,30726,24712.0,3628735.0
2016-08-30,6786,7981,6786,7013,425152,25764.0,3628735.0
2016-08-31,7151,7299,6855,6914,205651,25401.0,3628735.0
2016-09-01,6914,7052,6766,7023,95973,25800.0,3628735.0
2016-09-02,6953,7102,6835,6924,61875,25437.0,3628735.0
2016-09-05,6924,6983,6825,6914,66279,25401.0,3628735.0
2016-09-06,6924,6983,6746,6786,72619,24929.0,3628735.0
2016-09-07,6786,6825,6677,6786,35928,24929.0,3628735.0
2016-09-08,6746,6855,6697,6776,34940,24893.0,3628735.0
2016-09-09,6845,6855,6716,6826,10956,25075.0,3628735.0
2016-09-12,6776,6944,6746,6895,97407,25329.0,3628735.0
2016-09-13,6983,6983,6805,6905,94686,25365.0,3628735.0
2016-09-19,6944,7013,6568,6806,227744,25002.0,3628735.0
2016-09-20,6805,6884,6578,6806,53886,25002.0,3628735.0
2016-09-21,6805,6963,6707,6835,70161,25111.0,3628735.0
2016-09-22,6855,6904,6766,6835,62371,25111.0,3628735.0
2016-09-23,6835,6835,6766,6826,29759,25075.0,3628735.0
2016-09-26,6815,7023,6786,6964,127287,25583.0,3628735.0
2016-09-27,6983,7161,6884,6993,207466,25691.0,3628735.0
2016-09-28,7013,7062,6815,6964,97770,25583.0,3628735.0
2016-09-29,6993,6993,6716,6855,119822,25183.0,3628735.0
2016-09-30,6855,6904,6697,6786,86542,24929.0,3628735.0
2016-10-04,6786,6835,6726,6796,17412,24966.0,3628735.0
2016-10-05,6795,6815,6687,6697,29209,24603.0,3628735.0
2016-10-06,6697,6805,6697,6796,18140,24966.0,3628735.0
2016-10-07,6795,7398,6707,6835,400816,25111.0,3628735.0
