LF(093050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-23,28600,29250,28450,29100,131407,850884.0,29240000.0
2009-11-24,29050,29200,28550,29150,138352,852346.0,29240000.0
2009-11-25,28800,30150,28650,30000,137962,877200.0,29240000.0
2009-11-26,29650,30450,29450,29800,84808,871352.0,29240000.0
2009-11-27,29350,29550,28200,28700,107285,839188.0,29240000.0
2009-11-30,28700,29300,28100,29300,155345,856732.0,29240000.0
2009-12-01,28850,29750,28850,29400,87061,859656.0,29240000.0
2009-12-02,29550,30100,28650,29500,171461,862580.0,29240000.0
2009-12-03,29300,29800,29150,29500,45321,862580.0,29240000.0
2009-12-04,29800,30450,29400,29800,123550,871352.0,29240000.0
2009-12-07,29850,30050,29350,29350,118523,858194.0,29240000.0
2009-12-08,29300,31000,29250,31000,176157,906440.0,29240000.0
2009-12-09,31000,31450,30250,31000,84410,906440.0,29240000.0
2009-12-10,31550,32000,30100,32000,181116,935680.0,29240000.0
2009-12-11,31800,31800,30900,30900,102414,903516.0,29240000.0
2009-12-14,31150,31150,29950,30300,137617,885972.0,29240000.0
2009-12-15,30400,30550,30000,30550,137820,893282.0,29240000.0
2009-12-16,30650,30650,30100,30100,68229,880124.0,29240000.0
2009-12-17,30100,30500,30050,30150,67087,881586.0,29240000.0
2009-12-18,30050,30400,30000,30350,112424,887434.0,29240000.0
2009-12-21,30350,30350,29900,30150,94839,881586.0,29240000.0
2009-12-22,30200,30200,29400,29700,174798,868428.0,29240000.0
2009-12-23,29800,30250,29550,30250,83800,884510.0,29240000.0
2009-12-24,29950,30600,29700,30350,99487,887434.0,29240000.0
2009-12-28,30350,31500,30050,30650,109955,896206.0,29240000.0
2009-12-29,30550,30950,30000,30950,67351,904978.0,29240000.0
2009-12-30,30800,31550,30500,31550,99283,922522.0,29240000.0
2010-01-04,31600,32000,31500,31900,135430,932756.0,29240000.0
2010-01-05,31700,31700,30650,30650,132472,896206.0,29240000.0
2010-01-06,30650,30900,29900,30400,141635,888896.0,29240000.0
2010-01-07,30200,30450,30000,30150,106699,881586.0,29240000.0
2010-01-08,30050,30700,30050,30450,44380,890358.0,29240000.0
2010-01-11,30400,30400,29700,29850,99890,872814.0,29240000.0
2010-01-12,29700,30000,29550,30000,118626,877200.0,29240000.0
2010-01-13,29700,29950,29350,29550,38396,864042.0,29240000.0
2010-01-14,29500,30000,29400,30000,94407,877200.0,29240000.0
2010-01-15,30000,30900,29700,30900,94001,903516.0,29240000.0
2010-01-18,30650,30900,29750,29850,132682,872814.0,29240000.0
2010-01-19,29600,29700,28050,28700,363487,839188.0,29240000.0
2010-01-20,28400,28750,28250,28650,96427,837726.0,29240000.0
2010-01-21,28300,28500,27450,28000,132842,818720.0,29240000.0
2010-01-22,27750,27750,26800,27000,208316,789480.0,29240000.0
2010-01-25,26550,28300,26550,28100,187465,821644.0,29240000.0
2010-01-26,27750,28150,27100,28150,127524,823106.0,29240000.0
2010-01-27,27800,28150,26900,27450,77496,802638.0,29240000.0
2010-01-28,27150,28150,26950,27500,80898,804100.0,29240000.0
2010-01-29,27500,27500,25850,26200,85428,766088.0,29240000.0
2010-02-01,25800,27100,25550,26900,82655,786556.0,29240000.0
2010-02-02,26800,27200,26150,26600,76014,777784.0,29240000.0
2010-02-03,26650,27050,26200,26900,45912,786556.0,29240000.0
2010-02-04,27100,27100,26600,26900,37149,786556.0,29240000.0
2010-02-05,26750,27200,26050,27200,57632,795328.0,29240000.0
2010-02-08,26750,27400,26550,27200,55395,795328.0,29240000.0
2010-02-09,27350,27350,26600,27350,71715,799714.0,29240000.0
2010-02-10,27250,27250,26550,27000,89984,789480.0,29240000.0
2010-02-11,26900,28350,26800,27100,104567,792404.0,29240000.0
2010-02-12,27150,27200,26550,26750,174499,782170.0,29240000.0
2010-02-16,26350,27600,26300,27300,146306,798252.0,29240000.0
2010-02-17,27650,28100,27250,27900,57035,815796.0,29240000.0
2010-02-18,28200,28850,28000,28050,109835,820182.0,29240000.0
2010-02-19,28450,28950,28050,28400,121724,830416.0,29240000.0
2010-02-22,28450,29000,28200,28350,67001,828954.0,29240000.0
2010-02-23,28050,28800,28050,28500,83931,833340.0,29240000.0
2010-02-24,28700,28900,28200,28900,46017,845036.0,29240000.0
2010-02-25,28500,29200,28500,28900,80523,845036.0,29240000.0
2010-02-26,28600,29150,28600,28900,32120,845036.0,29240000.0
2010-03-02,28650,29200,28550,28700,66962,839188.0,29240000.0
2010-03-03,28500,28700,28050,28050,97759,820182.0,29240000.0
2010-03-04,28050,28200,27150,27150,227305,793866.0,29240000.0
2010-03-05,27150,27800,27150,27400,91442,801176.0,29240000.0
2010-03-08,27450,27900,27100,27300,147716,798252.0,29240000.0
2010-03-09,27300,27450,26900,27150,171547,793866.0,29240000.0
2010-03-10,27300,27700,27100,27400,175175,801176.0,29240000.0
2010-03-11,27650,28100,27650,27850,167161,814334.0,29240000.0
2010-03-12,27900,28700,27850,28700,201360,839188.0,29240000.0
2010-03-15,28850,28850,28250,28500,91493,833340.0,29240000.0
2010-03-16,28750,28750,28150,28550,81079,834802.0,29240000.0
2010-03-17,28350,29100,28200,28900,181020,845036.0,29240000.0
2010-03-18,28550,29600,28550,29500,106770,862580.0,29240000.0
2010-03-19,29400,29600,29100,29400,40278,859656.0,29240000.0
2010-03-22,29350,29700,28950,29500,58973,862580.0,29240000.0
2010-03-23,29300,29650,28900,28950,52666,846498.0,29240000.0
2010-03-24,29050,29050,27950,28400,173305,830416.0,29240000.0
2010-03-25,28100,28350,27550,27700,283669,809948.0,29240000.0
2010-03-26,27650,28050,27350,28000,165619,818720.0,29240000.0
2010-03-29,27800,28100,27400,27750,69776,811410.0,29240000.0
2010-03-30,27750,28200,27650,28200,155165,824568.0,29240000.0
2010-03-31,28200,28200,27600,27800,125420,812872.0,29240000.0
2010-04-01,27600,28200,27400,28000,255053,818720.0,29240000.0
2010-04-02,27850,28000,27450,27850,121752,814334.0,29240000.0
2010-04-05,27650,27850,26500,26900,679592,786556.0,29240000.0
2010-04-06,27050,27450,26700,26700,150312,780708.0,29240000.0
2010-04-07,26900,27100,26450,26700,208569,780708.0,29240000.0
2010-04-08,26700,26750,26150,26400,399082,771936.0,29240000.0
2010-04-09,26500,26600,26000,26350,211045,770474.0,29240000.0
2010-04-12,26400,26850,26400,26700,163935,780708.0,29240000.0
2010-04-13,26850,27100,26450,27100,226646,792404.0,29240000.0
2010-04-14,27300,27650,26950,27400,183333,801176.0,29240000.0
2010-04-15,27400,27650,27000,27650,223763,808486.0,29240000.0
2010-04-16,27350,27400,26850,27300,238477,798252.0,29240000.0
2010-04-19,26850,27100,26500,26650,100548,779246.0,29240000.0
2010-04-20,26700,27500,26550,27400,128238,801176.0,29240000.0
2010-04-21,27500,27500,26900,27000,175588,789480.0,29240000.0
2010-04-22,26900,26950,26400,26550,184428,776322.0,29240000.0
2010-04-23,26650,27300,26550,27300,146961,798252.0,29240000.0
2010-04-26,27150,27500,27100,27500,120027,804100.0,29240000.0
2010-04-27,27400,27400,26700,27000,225359,789480.0,29240000.0
2010-04-28,26650,26800,26400,26800,152456,783632.0,29240000.0
2010-04-29,26600,26850,25800,26150,155699,764626.0,29240000.0
2010-04-30,26100,26350,25950,26350,143875,770474.0,29240000.0
2010-05-03,26200,26700,26200,26600,126030,777784.0,29240000.0
2010-05-04,26500,26600,25950,26300,133964,769012.0,29240000.0
2010-05-06,26000,26000,24800,26000,340795,760240.0,29240000.0
2010-05-07,25200,25450,24500,24500,323688,716380.0,29240000.0
2010-05-10,24700,25150,24100,25000,195526,731000.0,29240000.0
2010-05-11,25200,25450,24750,24900,354757,728076.0,29240000.0
2010-05-12,24900,26250,24900,26000,231139,760240.0,29240000.0
2010-05-13,26050,27050,25900,26450,181416,773398.0,29240000.0
2010-05-14,26300,27350,26150,26950,134350,788018.0,29240000.0
2010-05-17,26550,26900,25500,26450,153847,773398.0,29240000.0
2010-05-18,26450,27650,26450,27650,132387,808486.0,29240000.0
2010-05-19,27300,27550,26650,26650,115287,779246.0,29240000.0
2010-05-20,26800,27300,25750,25750,96811,752930.0,29240000.0
2010-05-24,25100,26350,25100,26300,64143,769012.0,29240000.0
2010-05-25,25850,26400,24850,26400,143000,771936.0,29240000.0
2010-05-26,26100,26400,25700,25750,95745,752930.0,29240000.0
2010-05-27,26000,26000,25050,25700,269920,751468.0,29240000.0
2010-05-28,25800,26200,25500,25700,176589,751468.0,29240000.0
2010-05-31,25950,26350,25400,26350,166055,770474.0,29240000.0
2010-06-01,26050,26200,25200,25350,236384,741234.0,29240000.0
2010-06-03,25400,25500,25000,25000,189078,731000.0,29240000.0
2010-06-04,25000,25100,24600,25000,168085,731000.0,29240000.0
2010-06-07,24700,24900,24450,24600,92854,719304.0,29240000.0
2010-06-08,24850,25650,24850,25550,166089,747082.0,29240000.0
2010-06-09,25550,26500,25350,26450,208765,773398.0,29240000.0
2010-06-10,26750,27350,26500,27050,237507,790942.0,29240000.0
2010-06-11,27050,27500,26600,26750,175558,782170.0,29240000.0
2010-06-14,26600,27550,26600,27400,137210,801176.0,29240000.0
2010-06-15,27400,27850,26750,27300,162538,798252.0,29240000.0
2010-06-16,27300,28200,26850,26850,258859,785094.0,29240000.0
2010-06-17,26900,27450,26750,27300,151515,798252.0,29240000.0
2010-06-18,27300,27300,26500,26750,240105,782170.0,29240000.0
2010-06-21,26950,27800,26950,27250,245261,796790.0,29240000.0
2010-06-22,27100,28300,27100,28150,426669,823106.0,29240000.0
2010-06-23,28150,28600,27700,27900,227156,815796.0,29240000.0
2010-06-24,27900,29000,27900,28700,195024,839188.0,29240000.0
2010-06-25,28700,29250,28300,29000,336101,847960.0,29240000.0
2010-06-28,29300,29500,28700,29100,300983,850884.0,29240000.0
2010-06-29,29100,29400,28050,28400,213142,830416.0,29240000.0
2010-06-30,27700,28950,27700,28600,142704,836264.0,29240000.0
2010-07-01,28100,29850,27750,29150,283674,852346.0,29240000.0
2010-07-02,29800,30100,29100,29950,416804,875738.0,29240000.0
2010-07-05,29950,30750,29200,30350,182811,887434.0,29240000.0
2010-07-06,30600,30600,29350,30450,167757,890358.0,29240000.0
2010-07-07,30700,30700,29650,29800,223551,871352.0,29240000.0
2010-07-08,29800,30300,29350,29700,119690,868428.0,29240000.0
2010-07-09,29600,30250,29400,30000,112739,877200.0,29240000.0
2010-07-12,29700,30000,29300,29750,75631,869890.0,29240000.0
2010-07-13,29550,30200,29250,29850,160229,872814.0,29240000.0
2010-07-14,29650,30250,29600,29600,100477,865504.0,29240000.0
2010-07-15,29400,29600,28700,29050,204232,849422.0,29240000.0
2010-07-16,29050,29650,28500,29450,200872,861118.0,29240000.0
2010-07-19,29350,29750,28850,29400,129706,859656.0,29240000.0
2010-07-20,29250,29700,29000,29400,67340,859656.0,29240000.0
2010-07-21,29350,29450,28550,28650,182936,837726.0,29240000.0
2010-07-22,28500,29350,28400,29250,186821,855270.0,29240000.0
2010-07-23,29250,29500,29000,29350,126532,858194.0,29240000.0
2010-07-26,29600,29600,28850,29000,138426,847960.0,29240000.0
2010-07-27,29000,29050,28050,28050,193436,820182.0,29240000.0
2010-07-28,28150,28550,27950,28550,298329,834802.0,29240000.0
2010-07-29,28300,28650,28300,28500,104967,833340.0,29240000.0
2010-07-30,28500,28750,28200,28600,70641,836264.0,29240000.0
2010-08-02,28600,28800,28300,28300,67088,827492.0,29240000.0
2010-08-03,28300,28550,27900,28050,89639,820182.0,29240000.0
2010-08-04,27950,28300,27650,28250,98960,826030.0,29240000.0
2010-08-05,28250,29950,28100,29850,367339,872814.0,29240000.0
2010-08-06,29900,30500,29150,30300,377568,885972.0,29240000.0
2010-08-09,30400,31150,29750,30400,265493,888896.0,29240000.0
2010-08-10,30100,30400,29600,30000,93755,877200.0,29240000.0
2010-08-11,29700,29950,28750,28800,121054,842112.0,29240000.0
2010-08-12,28300,29600,28250,29000,89540,847960.0,29240000.0
2010-08-13,28850,29250,28250,28450,138910,831878.0,29240000.0
2010-08-16,28400,28400,27700,27800,195289,812872.0,29240000.0
2010-08-17,27750,28250,27600,27900,150471,815796.0,29240000.0
2010-08-18,28000,28350,27900,28250,102035,826030.0,29240000.0
2010-08-19,28300,29100,28150,28900,173877,845036.0,29240000.0
2010-08-20,28700,29650,28600,29600,156644,865504.0,29240000.0
2010-08-23,29800,29850,28950,29400,99240,859656.0,29240000.0
2010-08-24,29400,29500,28800,29200,81921,853808.0,29240000.0
2010-08-25,28800,29600,28800,29100,71438,850884.0,29240000.0
2010-08-26,29200,30000,29000,29650,78722,866966.0,29240000.0
2010-08-27,29700,29800,28300,29050,200428,849422.0,29240000.0
2010-08-30,29100,29750,28850,29550,69610,864042.0,29240000.0
2010-08-31,29600,30000,29200,29800,73073,871352.0,29240000.0
2010-09-01,29800,30300,29600,30250,214586,884510.0,29240000.0
2010-09-02,30500,32200,30100,32200,331102,941528.0,29240000.0
2010-09-03,32200,32850,32000,32200,182572,941528.0,29240000.0
2010-09-06,32100,32550,31750,32200,98000,941528.0,29240000.0
2010-09-07,31900,32900,31600,32100,87286,938604.0,29240000.0
2010-09-08,31800,32300,31600,31700,67558,926908.0,29240000.0
2010-09-09,31700,31700,31100,31500,132274,921060.0,29240000.0
2010-09-10,32300,33750,32000,33000,297063,964920.0,29240000.0
2010-09-13,33000,33200,32400,33100,126162,967844.0,29240000.0
2010-09-14,33600,34150,32500,33000,260785,964920.0,29240000.0
2010-09-15,32650,33550,32600,33050,67121,966382.0,29240000.0
2010-09-16,32850,33300,31950,32650,119895,954686.0,29240000.0
2010-09-17,33000,33700,32400,33700,87284,985388.0,29240000.0
2010-09-20,33400,34950,33050,34700,79000,1014628.0,29240000.0
2010-09-24,34700,34750,33800,33800,133540,988312.0,29240000.0
2010-09-27,34000,34500,33450,33950,118110,992698.0,29240000.0
2010-09-28,34400,35050,34100,34850,119286,1019014.0,29240000.0
2010-09-29,34800,35050,34250,34650,132197,1013166.0,29240000.0
2010-09-30,34900,34900,33650,34000,158630,994160.0,29240000.0
2010-10-01,33850,34400,33150,33150,70068,969306.0,29240000.0
2010-10-04,33200,33450,32400,32950,128990,963458.0,29240000.0
2010-10-05,32950,34250,32950,33050,177742,966382.0,29240000.0
2010-10-06,33400,34250,33350,33900,143203,991236.0,29240000.0
2010-10-07,34250,35100,33650,34900,143849,1020476.0,29240000.0
2010-10-08,34650,35950,34300,34900,175399,1020476.0,29240000.0
2010-10-11,34900,35150,33200,33800,170044,988312.0,29240000.0
2010-10-12,33550,33700,32150,32500,189602,950300.0,29240000.0
2010-10-13,32600,33950,32300,33950,135652,992698.0,29240000.0
2010-10-14,33450,34050,32400,32600,247425,953224.0,29240000.0
2010-10-15,32700,33100,32650,33000,57588,964920.0,29240000.0
2010-10-18,33200,33250,32300,32300,116697,944452.0,29240000.0
2010-10-19,32200,33000,32100,32550,90254,951762.0,29240000.0
2010-10-20,32650,33500,31600,33400,82847,976616.0,29240000.0
2010-10-21,33450,33450,32300,32850,78579,960534.0,29240000.0
2010-10-22,32650,33150,32500,32500,57563,950300.0,29240000.0
2010-10-25,32250,32750,32150,32150,107729,940066.0,29240000.0
2010-10-26,32200,32500,31900,32450,123301,948838.0,29240000.0
2010-10-27,32250,32600,31500,32000,170271,935680.0,29240000.0
2010-10-28,32000,32550,31750,32500,66479,950300.0,29240000.0
2010-10-29,32300,32550,31250,32100,189196,938604.0,29240000.0
2010-11-01,31800,32700,31650,32650,124353,954686.0,29240000.0
2010-11-02,32400,32800,32150,32800,122134,959072.0,29240000.0
2010-11-03,33100,33800,32500,33800,178062,988312.0,29240000.0
2010-11-04,34000,34300,33050,33050,144803,966382.0,29240000.0
2010-11-05,33700,34000,32600,32700,164677,956148.0,29240000.0
2010-11-08,32550,33200,32500,32700,95833,956148.0,29240000.0
2010-11-09,32750,32850,32400,32600,92134,953224.0,29240000.0
2010-11-10,32450,33150,32450,32900,152458,961996.0,29240000.0
2010-11-11,32900,33650,32600,32600,230323,953224.0,29240000.0
2010-11-12,33100,33650,32200,33000,129053,964920.0,29240000.0
2010-11-15,33100,33450,31600,31900,154146,932756.0,29240000.0
2010-11-16,31900,32350,31400,31600,84916,923984.0,29240000.0
2010-11-17,31250,32950,31250,32800,143913,959072.0,29240000.0
2010-11-18,32600,33600,32250,32950,125276,963458.0,29240000.0
2010-11-19,33600,33600,32650,32750,74956,957610.0,29240000.0
2010-11-22,32950,33800,32900,33450,150759,978078.0,29240000.0
2010-11-23,33450,33500,32400,32400,87378,947376.0,29240000.0
2010-11-24,31300,32000,30800,31400,138527,918136.0,29240000.0
2010-11-25,31700,31700,31200,31500,94975,921060.0,29240000.0
2010-11-26,31550,31650,30800,30800,172134,900592.0,29240000.0
2010-11-29,31000,32000,30950,31650,158118,925446.0,29240000.0
2010-11-30,31800,31800,31000,31400,115473,918136.0,29240000.0
2010-12-01,31450,32650,31200,32650,151980,954686.0,29240000.0
2010-12-02,32350,32500,31950,32450,116292,948838.0,29240000.0
2010-12-03,32300,32550,31400,31500,120568,921060.0,29240000.0
2010-12-06,31550,31850,31150,31400,130452,918136.0,29240000.0
2010-12-07,31650,32550,31300,32400,143090,947376.0,29240000.0
2010-12-08,32400,33150,32050,32800,231780,959072.0,29240000.0
2010-12-09,32750,33000,32050,32250,144612,942990.0,29240000.0
2010-12-10,32250,32500,31850,32450,102990,948838.0,29240000.0
2010-12-13,32600,32800,32350,32700,60004,956148.0,29240000.0
2010-12-14,32500,32900,32250,32450,109262,948838.0,29240000.0
2010-12-15,32500,32500,31750,32200,119884,941528.0,29240000.0
2010-12-16,32200,32800,32100,32300,59298,944452.0,29240000.0
2010-12-17,32350,32400,31650,31850,73969,931294.0,29240000.0
2010-12-20,31450,32150,31150,31950,60257,934218.0,29240000.0
2010-12-21,32000,32250,31550,31850,153374,931294.0,29240000.0
2010-12-22,31650,31700,30400,30450,387235,890358.0,29240000.0
2010-12-23,30500,30900,30350,30550,210173,893282.0,29240000.0
2010-12-24,30700,30700,30050,30550,129659,893282.0,29240000.0
2010-12-27,30550,30650,30250,30600,87374,894744.0,29240000.0
2010-12-28,30750,31100,30450,31100,115772,909364.0,29240000.0
2010-12-29,31150,31250,30550,31150,293799,910826.0,29240000.0
2010-12-30,31250,31500,30550,31350,259503,916674.0,29240000.0
2011-01-03,31250,31550,30550,30600,270034,894744.0,29240000.0
2011-01-04,30750,30900,30500,30550,272600,893282.0,29240000.0
2011-01-05,30850,31100,30600,30800,273411,900592.0,29240000.0
2011-01-06,31000,31250,30850,31000,210084,906440.0,29240000.0
2011-01-07,31150,31150,30550,30750,162405,899130.0,29240000.0
2011-01-10,30800,32000,30700,31900,292142,932756.0,29240000.0
2011-01-11,31850,33300,31600,33050,473519,966382.0,29240000.0
2011-01-12,33100,33250,32750,33050,226872,966382.0,29240000.0
2011-01-13,33050,33050,32200,32500,216580,950300.0,29240000.0
2011-01-14,32500,32950,31950,32400,198520,947376.0,29240000.0
2011-01-17,32400,33300,31500,31500,269017,921060.0,29240000.0
2011-01-18,31500,32500,31500,32250,197532,942990.0,29240000.0
2011-01-19,32350,32650,32000,32350,176059,945914.0,29240000.0
2011-01-20,32450,32900,32050,32650,127684,954686.0,29240000.0
2011-01-21,32900,32900,32250,32250,80800,942990.0,29240000.0
2011-01-24,32200,32900,32050,32700,143156,956148.0,29240000.0
2011-01-25,32800,33050,32000,32000,173198,935680.0,29240000.0
2011-01-26,31950,32550,31950,32550,78623,951762.0,29240000.0
2011-01-27,32700,33500,32550,33500,249899,979540.0,29240000.0
2011-01-28,33500,33550,32550,32550,136924,951762.0,29240000.0
2011-01-31,32100,32300,31450,31950,169935,934218.0,29240000.0
2011-02-01,32100,32200,30750,31250,231821,913750.0,29240000.0
2011-02-07,31550,31650,30500,30500,240996,891820.0,29240000.0
2011-02-08,30750,30750,30300,30400,116970,888896.0,29240000.0
2011-02-09,30450,30800,30250,30650,92265,896206.0,29240000.0
2011-02-10,30650,30800,30400,30500,118501,891820.0,29240000.0
2011-02-11,30600,30850,29550,29700,108724,868428.0,29240000.0
2011-02-14,29700,30150,29700,30100,104455,880124.0,29240000.0
2011-02-15,30150,30700,28550,29100,279773,850884.0,29240000.0
2011-02-16,29050,29100,28000,28350,199231,828954.0,29240000.0
2011-02-17,28450,28850,28050,28350,170180,828954.0,29240000.0
2011-02-18,28500,28700,28050,28700,92940,839188.0,29240000.0
2011-02-21,28500,28850,28300,28600,72731,836264.0,29240000.0
2011-02-22,28550,28550,27450,28150,103145,823106.0,29240000.0
2011-02-23,28200,28700,27750,27900,84648,815796.0,29240000.0
2011-02-24,28000,28200,27750,27900,167455,815796.0,29240000.0
2011-02-25,28000,28200,27600,28000,48863,818720.0,29240000.0
2011-02-28,28200,28350,27800,28100,43918,821644.0,29240000.0
2011-03-02,27700,28300,27700,27950,34620,817258.0,29240000.0
2011-03-03,28000,28900,28000,28850,86370,843574.0,29240000.0
2011-03-04,29050,29600,28650,29500,110501,862580.0,29240000.0
2011-03-07,29500,29600,28800,29000,95758,847960.0,29240000.0
2011-03-08,28850,30500,28850,30400,195543,888896.0,29240000.0
2011-03-09,30400,30600,29500,29750,121353,869890.0,29240000.0
2011-03-10,29850,30050,29000,29400,162842,859656.0,29240000.0
2011-03-11,29400,29400,28900,29250,94806,855270.0,29240000.0
2011-03-14,28900,29500,28050,29500,87847,862580.0,29240000.0
2011-03-15,29000,29300,27500,28300,131056,827492.0,29240000.0
2011-03-16,28300,29200,28150,28400,89326,830416.0,29240000.0
2011-03-17,27900,28200,27650,27750,84804,811410.0,29240000.0
2011-03-18,27900,28200,27650,27900,112908,815796.0,29240000.0
2011-03-21,28100,29000,28050,29000,69594,847960.0,29240000.0
2011-03-22,29050,29050,28400,28700,120327,839188.0,29240000.0
2011-03-23,28700,29200,28600,28600,120422,836264.0,29240000.0
2011-03-24,28850,29300,28750,29000,94996,847960.0,29240000.0
2011-03-25,29100,29200,28650,28650,122026,837726.0,29240000.0
2011-03-28,28900,28900,28200,28400,126165,830416.0,29240000.0
2011-03-29,28550,29200,28250,29200,225611,853808.0,29240000.0
2011-03-30,29350,29700,29200,29500,131621,862580.0,29240000.0
2011-03-31,29500,29800,29400,29600,93664,865504.0,29240000.0
2011-04-01,29850,30250,29700,30100,295624,880124.0,29240000.0
2011-04-04,30200,30350,29950,30150,214812,881586.0,29240000.0
2011-04-05,30150,30300,29150,29600,302950,865504.0,29240000.0
2011-04-06,29800,30300,29500,29700,409151,868428.0,29240000.0
2011-04-07,30150,30700,29950,30700,275829,897668.0,29240000.0
2011-04-08,30950,31850,30700,31800,357198,929832.0,29240000.0
2011-04-11,31550,32200,31250,31900,332926,932756.0,29240000.0
2011-04-12,31750,31850,31100,31300,231134,915212.0,29240000.0
2011-04-13,31100,31500,30750,31500,171602,921060.0,29240000.0
2011-04-14,31400,31600,30800,31500,295941,921060.0,29240000.0
2011-04-15,31500,32200,30750,32100,248142,938604.0,29240000.0
2011-04-18,32300,33300,32000,33000,339168,964920.0,29240000.0
2011-04-19,32700,32750,31350,31600,274214,923984.0,29240000.0
2011-04-20,32050,32750,31650,32650,285470,954686.0,29240000.0
2011-04-21,32650,33450,32350,33250,351094,972230.0,29240000.0
2011-04-22,33350,33350,32350,33200,175219,970768.0,29240000.0
2011-04-25,33250,33300,32150,32150,200291,940066.0,29240000.0
2011-04-26,32300,32450,31650,32000,203418,935680.0,29240000.0
2011-04-27,32800,33350,32500,33000,251581,964920.0,29240000.0
2011-04-28,33500,34150,32550,33200,451581,970768.0,29240000.0
2011-04-29,33250,33500,32200,33200,216058,970768.0,29240000.0
2011-05-02,33000,34450,33000,34450,296376,1007318.0,29240000.0
2011-05-03,34300,34550,33500,33700,190669,985388.0,29240000.0
2011-05-04,34300,35050,33850,35000,301583,1023400.0,29240000.0
2011-05-06,34800,34800,34000,34400,153440,1005856.0,29240000.0
2011-05-09,34200,34350,32500,32800,289273,959072.0,29240000.0
2011-05-11,32550,34450,32150,34350,265846,1004394.0,29240000.0
2011-05-12,34750,34750,33400,33400,222285,976616.0,29240000.0
2011-05-13,33500,34800,33250,34700,160028,1014628.0,29240000.0
2011-05-16,34400,36800,33850,36800,340285,1076032.0,29240000.0
2011-05-17,36700,37950,36250,36600,247531,1070184.0,29240000.0
2011-05-18,36750,37450,36250,36300,207349,1061412.0,29240000.0
2011-05-19,36550,37350,36100,36800,304872,1076032.0,29240000.0
2011-05-20,37050,38700,36800,38700,332508,1131588.0,29240000.0
2011-05-23,38700,38750,36300,36650,356088,1071646.0,29240000.0
2011-05-24,36700,37500,35600,37150,149995,1086266.0,29240000.0
2011-05-25,37450,37700,36250,37400,116244,1093576.0,29240000.0
2011-05-26,37400,37700,36400,37650,219036,1100886.0,29240000.0
2011-05-27,37350,38500,37200,38300,178942,1119892.0,29240000.0
2011-05-30,38350,38700,37750,38650,162054,1130126.0,29240000.0
2011-05-31,38700,39500,38450,38550,179482,1127202.0,29240000.0
2011-06-01,38300,38650,37200,38650,200031,1130126.0,29240000.0
2011-06-02,38400,39100,37500,38550,154341,1127202.0,29240000.0
2011-06-03,38850,39100,38250,38600,137400,1128664.0,29240000.0
2011-06-07,38500,39600,37650,39600,151486,1157904.0,29240000.0
2011-06-08,39600,39750,38250,38250,138835,1118430.0,29240000.0
2011-06-09,38250,38250,36700,36700,281192,1073108.0,29240000.0
2011-06-10,36900,37350,36200,36200,136486,1058488.0,29240000.0
2011-06-13,36150,37000,35800,36400,110305,1064336.0,29240000.0
2011-06-14,36700,37900,36200,37350,151431,1092114.0,29240000.0
2011-06-15,37800,39950,37350,39750,200997,1162290.0,29240000.0
2011-06-16,39000,39850,38850,39600,188043,1157904.0,29240000.0
2011-06-17,39850,41050,39850,41000,307425,1198840.0,29240000.0
2011-06-20,41000,41250,39700,39950,252436,1168138.0,29240000.0
2011-06-21,39900,40450,38800,39300,264822,1149132.0,29240000.0
2011-06-22,39750,41650,39600,41550,266274,1214922.0,29240000.0
2011-06-23,41550,41550,40400,40650,98352,1188606.0,29240000.0
2011-06-24,40100,42000,40100,41950,173076,1226618.0,29240000.0
2011-06-27,42000,42100,40700,41800,140457,1222232.0,29240000.0
2011-06-28,41600,42100,40500,40500,125614,1184220.0,29240000.0
2011-06-29,41400,41450,40550,41150,196664,1203226.0,29240000.0
2011-06-30,41600,42350,40700,41950,157247,1226618.0,29240000.0
2011-07-01,42000,42400,39950,40600,469444,1187144.0,29240000.0
2011-07-04,40650,40700,39400,39600,372041,1157904.0,29240000.0
2011-07-05,39800,40450,38550,39600,433817,1157904.0,29240000.0
2011-07-06,39800,40300,39650,40100,248118,1172524.0,29240000.0
2011-07-07,40350,40400,39400,39800,301898,1163752.0,29240000.0
2011-07-08,40150,40150,38900,38900,216197,1137436.0,29240000.0
2011-07-11,39300,40700,38600,40700,251673,1190068.0,29240000.0
2011-07-12,40100,40550,39500,40000,203503,1169600.0,29240000.0
2011-07-13,40000,40750,39550,40300,240672,1178372.0,29240000.0
2011-07-14,40600,42200,40350,41600,496169,1216384.0,29240000.0
2011-07-15,42000,43800,41700,43800,419699,1280712.0,29240000.0
2011-07-18,43850,44800,42850,43450,366025,1270478.0,29240000.0
2011-07-19,43500,45250,43450,44850,210983,1311414.0,29240000.0
2011-07-20,45050,46850,44500,45450,387985,1328958.0,29240000.0
2011-07-21,45450,46400,44200,45550,172957,1331882.0,29240000.0
2011-07-22,45550,45900,44500,45500,162370,1330420.0,29240000.0
2011-07-25,45450,45500,43700,44550,158672,1302642.0,29240000.0
2011-07-26,44550,47800,43100,47300,221951,1383052.0,29240000.0
2011-07-27,47300,49700,46550,48200,395308,1409368.0,29240000.0
2011-07-28,47500,49000,47300,47600,161910,1391824.0,29240000.0
2011-07-29,48500,48550,47000,47050,132469,1375742.0,29240000.0
