SK네트웍스(001740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,87727,92344,87727,89727,775080,141760.0,24315543.0
1999-01-05,89728,89728,86188,88496,1021020,139814.0,24315543.0
1999-01-06,89574,96038,87727,92344,1969480,145893.0,24315543.0
1999-01-07,100039,101578,93883,94190,1821680,148811.0,24315543.0
1999-01-08,94191,96038,91113,93883,1193900,148325.0,24315543.0
1999-01-11,95576,99732,94345,98038,1646000,154890.0,24315543.0
1999-01-12,98500,98654,91575,92497,1081760,146136.0,24315543.0
1999-01-13,92190,98039,90189,94498,1603620,149297.0,24315543.0
1999-01-14,92344,92344,83264,84648,911840,133735.0,24315543.0
1999-01-15,83264,87573,83110,86341,794400,136410.0,24315543.0
1999-01-18,87881,91113,86957,88496,894180,139814.0,24315543.0
1999-01-19,87727,88496,84957,86187,843340,136167.0,24315543.0
1999-01-20,86188,87573,81878,82186,666580,129845.0,24315543.0
1999-01-21,78630,80015,72721,74260,658480,117322.0,24315543.0
1999-01-22,70335,73044,69566,70797,769200,111851.0,24315543.0
1999-01-25,73875,73875,69504,70643,414040,111608.0,24315543.0
1999-01-26,70797,73106,66334,66333,640900,104800.0,24315543.0
1999-01-27,66319,68473,63395,67642,574680,106867.0,24315543.0
1999-01-28,68489,70643,66949,69258,699980,109420.0,24315543.0
1999-01-29,70028,70489,67873,69719,428000,110149.0,24315543.0
1999-02-01,68950,71567,68181,70027,539140,110636.0,24315543.0
1999-02-02,70797,72182,67719,69104,915700,109177.0,24315543.0
1999-02-03,69104,69258,64949,67565,663080,106745.0,24315543.0
1999-02-04,66272,68489,64949,66179,360380,104557.0,24315543.0
1999-02-05,66180,67873,64025,65102,486040,102855.0,24315543.0
1999-02-08,65410,65718,63563,63563,401560,100423.0,24315543.0
1999-02-09,61563,63102,58885,60331,408660,95317.0,24315543.0
1999-02-10,58932,62932,58470,62255,630660,98356.0,24315543.0
1999-02-11,62794,63717,60947,62024,539700,97992.0,24315543.0
1999-02-12,62009,64564,62009,63948,540400,101031.0,24315543.0
1999-02-18,67042,72336,64949,66641,1105020,105286.0,24315543.0
1999-02-19,64179,65410,61563,63101,508100,99694.0,24315543.0
1999-02-22,62332,63717,61563,61562,263040,97262.0,24315543.0
1999-02-23,61563,63040,60178,61408,214720,97019.0,24315543.0
1999-02-24,61409,62332,59254,59254,384220,93615.0,24315543.0
1999-02-25,57715,60639,57715,57715,304400,91183.0,24315543.0
1999-02-26,58638,60424,58638,60331,287480,95317.0,24315543.0
1999-03-02,61255,63102,60947,62332,364540,98478.0,24315543.0
1999-03-03,62332,62948,60793,61562,250820,97262.0,24315543.0
1999-03-04,62163,63086,61547,61793,297900,97627.0,24315543.0
1999-03-05,61702,63025,61086,62870,352940,99329.0,24315543.0
1999-03-08,64025,69258,63871,69258,745980,109420.0,24315543.0
1999-03-09,70797,70797,67873,69258,705140,109420.0,24315543.0
1999-03-10,68181,70797,67719,69258,337640,109420.0,24315543.0
1999-03-11,69258,72336,68642,70335,1238060,111122.0,24315543.0
1999-03-12,73875,75414,72429,72643,1196660,114769.0,24315543.0
1999-03-15,74645,75414,71259,71720,700740,113310.0,24315543.0
1999-03-16,71721,76799,71567,73875,745080,116715.0,24315543.0
1999-03-17,74645,76184,72028,72028,593220,113797.0,24315543.0
1999-03-18,70951,73875,68489,68488,433940,108204.0,24315543.0
1999-03-19,69258,71567,69258,71566,585800,113067.0,24315543.0
1999-03-22,71567,74645,70335,72951,763880,115256.0,24315543.0
1999-03-23,74491,74491,70951,72951,331540,115256.0,24315543.0
1999-03-24,72567,74106,70936,74106,497600,117079.0,24315543.0
1999-03-25,73875,76799,73106,74644,1321700,117930.0,24315543.0
1999-03-26,75353,75968,73260,73875,580840,116715.0,24315543.0
1999-03-29,73106,73814,71874,72336,593760,114283.0,24315543.0
1999-03-30,74029,74645,73106,74644,512560,117930.0,24315543.0
1999-03-31,74583,80339,73875,77261,1475440,122064.0,24315543.0
1999-04-01,78185,80801,77877,80801,1238140,127657.0,24315543.0
1999-04-02,82340,84649,81571,83109,1477080,131304.0,24315543.0
1999-04-06,83879,95114,83879,93575,2001660,147839.0,24315543.0
1999-04-07,94037,94653,89266,89265,2350560,141030.0,24315543.0
1999-04-08,89420,93883,88189,93883,2094960,148325.0,24315543.0
1999-04-09,94653,99270,92498,96961,2358580,153188.0,24315543.0
1999-04-12,98962,100039,93267,95422,1340960,150756.0,24315543.0
1999-04-13,93883,95422,92344,92344,1113240,145893.0,24315543.0
1999-04-14,92498,94653,92344,93113,905540,147109.0,24315543.0
1999-04-15,93883,98500,93883,98500,1820080,155619.0,24315543.0
1999-04-16,99578,101578,93114,94652,1476340,153519.0,24962491.0
1999-04-19,96500,101578,95114,97730,2104260,158512.0,24962491.0
1999-04-20,100039,107581,98654,104040,2649160,168746.0,24962491.0
1999-04-21,104657,106196,99270,99423,1724980,161258.0,24962491.0
1999-04-22,98654,99270,92806,97730,1258080,158512.0,24962491.0
1999-04-23,99270,102348,98039,98654,1605620,160010.0,24962491.0
1999-04-26,100039,113429,98808,113429,3560980,183974.0,24962491.0
1999-04-27,123125,130359,121586,130359,5354600,211432.0,24962491.0
1999-04-28,133129,147750,133129,133898,6246240,217174.0,24962491.0
1999-04-29,135438,141440,129282,130974,3022320,212431.0,24962491.0
1999-04-30,138208,146211,132668,140824,3847300,228407.0,24962491.0
1999-05-03,143133,146211,133899,137746,2025560,223414.0,24962491.0
1999-05-04,137747,138516,130975,133898,1673700,217174.0,24962491.0
1999-05-06,132360,144365,132360,138516,2362040,224662.0,24962491.0
1999-05-07,141286,144672,137747,139747,2394380,226659.0,24962491.0
1999-05-10,138054,138516,133899,135437,1856140,219670.0,24962491.0
1999-05-11,133899,134515,126204,126203,1843500,204692.0,24962491.0
1999-05-12,121586,132360,120047,130820,1905760,212181.0,24962491.0
1999-05-13,132360,133899,123125,123125,1821540,199700.0,24962491.0
1999-05-14,120047,124511,112352,116969,1302200,189715.0,24962491.0
1999-05-17,115430,120047,113891,115430,830700,187219.0,24962491.0
1999-05-18,115430,117739,112352,115430,762660,187219.0,24962491.0
1999-05-19,117123,118354,112352,115583,954460,187468.0,24962491.0
1999-05-20,115430,115430,104657,107734,780980,174737.0,24962491.0
1999-05-21,104810,110813,103118,109889,776740,178232.0,24962491.0
1999-05-24,109889,110505,106196,107426,537120,174238.0,24962491.0
1999-05-25,104657,108504,104657,107580,617820,174488.0,24962491.0
1999-05-26,107735,121586,103118,118508,1895100,192211.0,24962491.0
1999-05-27,121586,136207,118508,136207,7665380,220918.0,24962491.0
1999-05-28,136054,137747,125742,127896,5579480,207438.0,24962491.0
1999-05-31,129282,130667,122818,123894,1596840,200948.0,24962491.0
1999-06-01,125434,129128,120047,120970,1749040,196205.0,24962491.0
1999-06-02,120047,124664,118508,122201,1581120,198202.0,24962491.0
1999-06-03,124664,133745,123125,132359,4172520,214677.0,24962491.0
1999-06-04,132514,141594,132514,136977,3512800,222166.0,24962491.0
1999-06-07,138516,149290,135592,149289,5369020,242136.0,24962491.0
1999-06-08,156985,170836,152522,164680,7800520,267099.0,24962491.0
1999-06-09,163141,181610,156985,169297,7365220,274587.0,24962491.0
1999-06-10,172376,173915,163141,171606,3847940,278332.0,24962491.0
1999-06-11,176993,180071,166219,170836,5067400,277084.0,24962491.0
1999-06-14,175454,183149,169297,173914,4108400,282076.0,24962491.0
1999-06-15,170538,172226,151964,157873,1932860,233399.0,24962491.0
1999-06-16,151964,165303,151964,161250,1768560,238392.0,24962491.0
1999-06-17,158887,173915,158887,166316,2117760,245881.0,24962491.0
1999-06-18,168849,175603,163953,168173,1341820,248626.0,24962491.0
1999-06-21,172226,175603,165472,170537,1548940,252121.0,24962491.0
1999-06-22,172226,172226,162095,167329,1153900,247378.0,24962491.0
1999-06-23,167161,180669,162095,172226,1720380,254617.0,24962491.0
1999-06-24,173915,192488,173915,185734,2899680,274587.0,24962491.0
1999-06-25,190800,200930,185734,194176,3273600,287069.0,24962491.0
1999-06-28,195865,200930,189111,194176,2355960,287069.0,24962491.0
1999-06-29,194177,216127,192488,200086,2268040,295806.0,24962491.0
1999-06-30,209373,209373,182357,194176,1665220,287069.0,24962491.0
1999-07-01,197554,202619,190800,199242,1579100,294557.0,24962491.0
1999-07-02,199242,208529,195865,202618,2491540,299550.0,24962491.0
1999-07-05,205996,222881,202619,207684,2896020,307039.0,24962491.0
1999-07-06,203463,207684,200930,204307,1380000,302046.0,24962491.0
1999-07-07,207684,221192,202619,211905,3501480,313279.0,24962491.0
1999-07-08,212750,224569,207684,212749,2457280,314527.0,24962491.0
1999-07-09,214438,243987,209373,243987,5185980,360708.0,24962491.0
1999-07-12,260028,273536,249897,261716,5668920,386919.0,24962491.0
1999-07-13,260028,270159,238077,241454,2618220,356964.0,24962491.0
1999-07-14,242299,253274,219504,219503,2529120,324512.0,24962491.0
1999-07-15,220348,227946,212750,227946,2157980,336994.0,24962491.0
1999-07-16,227946,243143,226258,243142,2662940,359460.0,24962491.0
1999-07-19,261716,265093,245676,258339,3782260,381926.0,24962491.0
1999-07-20,253274,263405,248208,251585,1545920,371941.0,24962491.0
1999-07-21,249897,249897,222881,229634,1305000,339490.0,24962491.0
1999-07-22,196709,233012,195865,229634,1200220,339490.0,24962491.0
1999-07-23,232168,233012,202619,203463,1115000,300798.0,24962491.0
1999-07-26,204307,211061,177292,189111,1083620,279580.0,24962491.0
1999-07-27,189111,216971,189111,216971,1752320,320768.0,24962491.0
1999-07-28,217815,236389,209373,224569,2250020,332001.0,24962491.0
1999-07-29,226258,231323,221192,225413,1491620,333249.0,24962491.0
1999-07-30,222881,233012,214438,222880,1781080,329505.0,24962491.0
1999-08-02,219504,231323,211061,218659,932780,323264.0,24962491.0
1999-08-03,223725,236389,219504,229634,1958000,339490.0,24962491.0
1999-08-04,236389,243143,227946,229634,1604540,339490.0,24962491.0
1999-08-05,222881,224569,202619,216126,1388580,319520.0,24962491.0
1999-08-06,205996,217815,204307,207684,1762400,430039.0,34962491.0
1999-08-09,202619,207684,196709,198397,1412720,410809.0,34962491.0
1999-08-10,194177,204307,190800,199242,1604120,412557.0,34962491.0
1999-08-11,200086,211061,195865,200930,2061020,416054.0,34962491.0
1999-08-12,202619,204307,195021,197553,912400,409061.0,34962491.0
1999-08-13,199242,200930,177292,185734,1448620,384587.0,34962491.0
1999-08-16,177292,184046,173915,176447,1014560,365358.0,34962491.0
1999-08-17,178980,183201,163784,164627,1111680,340884.0,34962491.0
1999-08-18,157874,162095,140989,158718,1875400,328647.0,34962491.0
1999-08-19,172226,182357,165472,182357,4217640,377595.0,34962491.0
1999-08-20,178980,182357,165472,177291,5169320,367106.0,34962491.0
1999-08-23,185734,195865,181513,188266,2479580,389832.0,34962491.0
1999-08-24,189955,212750,183201,200086,4040800,414306.0,34962491.0
1999-08-25,209373,209373,200086,205151,2252300,424794.0,34962491.0
1999-08-26,206840,209373,195865,197553,1673020,409061.0,34962491.0
1999-08-27,192488,200086,187423,195865,1183020,405565.0,34962491.0
1999-08-30,202619,205996,195865,197553,1543960,409061.0,34962491.0
1999-08-31,194177,217815,192488,202618,3943780,419550.0,34962491.0
1999-09-01,202619,205996,189111,189111,1223620,391580.0,34962491.0
1999-09-02,173915,184890,173915,175603,1468840,363610.0,34962491.0
1999-09-03,177292,184046,172226,177291,906500,367106.0,34962491.0
1999-09-06,178980,192488,178980,183201,1142740,379343.0,34962491.0
1999-09-07,188267,198398,183201,190799,2436740,395076.0,34962491.0
1999-09-08,184046,192488,182357,184045,944880,381091.0,34962491.0
1999-09-09,189111,189955,181513,187422,654080,388084.0,34962491.0
1999-09-10,187423,195865,185734,192488,1019320,398572.0,34962491.0
1999-09-13,195865,199242,193332,196709,1289500,407313.0,34962491.0
1999-09-14,199242,205996,195865,202618,1986080,419550.0,34962491.0
1999-09-15,205152,205996,192488,195020,861780,403817.0,34962491.0
1999-09-16,190800,201775,189955,190799,1107440,395076.0,34962491.0
1999-09-17,187423,195865,177292,194176,766380,402069.0,34962491.0
1999-09-20,194177,205996,189111,201774,1271680,417802.0,34962491.0
1999-09-21,205996,217815,203463,211061,4456820,437031.0,34962491.0
1999-09-22,216127,219504,204307,206840,1823800,428291.0,34962491.0
1999-09-27,207684,209373,192488,192488,668160,398572.0,34962491.0
1999-09-28,192488,199242,189111,192488,702800,398572.0,34962491.0
1999-09-29,192488,196709,185734,185734,829700,384587.0,34962491.0
1999-09-30,182357,187423,169693,169693,1038740,351373.0,34962491.0
1999-10-01,168849,177292,159056,177291,872380,367106.0,34962491.0
1999-10-04,169693,180669,169693,170537,952160,353121.0,34962491.0
1999-10-05,173915,182357,163784,163783,1042760,339136.0,34962491.0
1999-10-06,163784,177292,163784,177291,909720,367106.0,34962491.0
1999-10-07,177292,182357,171382,177291,920060,367106.0,34962491.0
1999-10-08,177292,184046,174759,179824,921220,372351.0,34962491.0
1999-10-11,183201,190800,179824,183201,1139000,379343.0,34962491.0
1999-10-12,185734,198398,184890,198397,2025640,410809.0,34962491.0
1999-10-13,195865,205996,194177,202618,1268580,419550.0,34962491.0
1999-10-14,199242,205152,195021,197553,1274020,409061.0,34962491.0
1999-10-15,197554,200086,189111,192488,697860,398572.0,34962491.0
1999-10-18,182357,187423,179824,179824,780340,372351.0,34962491.0
1999-10-19,184046,185734,178980,180668,674300,374099.0,34962491.0
1999-10-20,187423,192488,182357,186578,692480,386336.0,34962491.0
1999-10-21,189955,191644,181513,187422,500420,388084.0,34962491.0
1999-10-22,189111,192488,184046,187422,550820,388084.0,34962491.0
1999-10-25,192488,192488,175603,182357,400360,377595.0,34962491.0
1999-10-26,178980,184046,175603,180668,313740,374099.0,34962491.0
1999-10-27,178980,180669,172226,177291,317760,367106.0,34962491.0
1999-10-28,177292,184046,177292,178980,585060,370602.0,34962491.0
1999-10-29,183201,189111,180669,184045,792720,381091.0,34962491.0
1999-11-01,186578,199242,185734,199242,1131320,412557.0,34962491.0
1999-11-02,197554,206840,191644,195865,2069520,405565.0,34962491.0
1999-11-03,198398,208529,197554,201774,1793460,417802.0,34962491.0
1999-11-04,207684,226258,205152,222880,3557780,461505.0,34962491.0
1999-11-05,224569,227946,217815,220348,3208200,456261.0,34962491.0
1999-11-08,220348,244831,216127,234700,4018900,485979.0,34962491.0
1999-11-09,234700,243143,229635,236388,3027260,489475.0,34962491.0
1999-11-10,236389,261716,236389,243142,4694420,503460.0,34962491.0
1999-11-11,243143,265093,241454,258339,3555080,534926.0,34962491.0
1999-11-12,270159,277757,246520,253273,3830640,524437.0,34962491.0
1999-11-15,254962,261716,243143,246519,1525680,510452.0,34962491.0
1999-11-16,246520,282822,246520,273535,5102960,566392.0,34962491.0
1999-11-17,273536,281978,244831,247364,3808260,512200.0,34962491.0
1999-11-18,248208,253274,233012,249896,2215640,517445.0,34962491.0
1999-11-19,251585,280290,250741,271847,4464860,562896.0,34962491.0
1999-11-22,271847,303084,265093,292109,6077300,604851.0,34962491.0
1999-11-23,290421,308994,280290,295486,5257660,611844.0,34962491.0
1999-11-24,288732,305617,287044,303928,2835660,629325.0,34962491.0
1999-11-25,302240,315748,291265,295486,4148980,611844.0,34962491.0
1999-11-26,292109,295486,280290,280289,2838080,580377.0,34962491.0
1999-11-29,273536,298863,273536,293797,2556180,608347.0,34962491.0
1999-11-30,283667,329256,283667,303084,3796320,627577.0,34962491.0
1999-12-01,319125,329256,295486,303084,2478580,627577.0,34962491.0
1999-12-02,305617,308994,281978,303928,2144840,629325.0,34962491.0
1999-12-03,295486,302240,287044,288732,887260,597859.0,34962491.0
1999-12-06,288732,295486,280290,288732,1281600,597859.0,34962491.0
1999-12-07,283667,308994,280290,292109,2431220,604851.0,34962491.0
1999-12-08,292109,302240,276913,286199,1479260,592614.0,34962491.0
1999-12-09,278601,292109,276913,286199,1749060,592614.0,34962491.0
1999-12-10,292109,310682,283667,302239,2746980,625829.0,34962491.0
1999-12-13,307305,346985,295486,339386,5185380,702746.0,34962491.0
1999-12-14,342764,390042,330100,363025,8320220,751694.0,34962491.0
1999-12-15,356272,367247,324190,330100,1993000,683517.0,34962491.0
1999-12-16,326723,337698,302240,310682,2585100,689912.0,37495201.0
1999-12-17,314059,322502,302240,311526,2908720,691786.0,37495201.0
1999-12-20,315748,346141,315748,341919,4932360,759278.0,37495201.0
1999-12-21,342764,351206,303928,303928,2490720,674914.0,37495201.0
1999-12-22,303928,317436,281134,302239,2453860,700632.0,39141438.0
1999-12-23,306461,346985,300551,346140,5543920,802399.0,39141438.0
1999-12-24,354583,356272,322502,328411,2375500,761301.0,39141438.0
1999-12-27,334321,361337,322502,344452,3280920,808470.0,39630900.0
1999-12-28,344452,347829,312371,312370,1668600,733172.0,39630900.0
2000-01-04,327000,352816,319255,330441,2004240,760913.0,39630900.0
2000-01-05,281392,318395,281392,299463,3503540,695823.0,39989842.0
2000-01-06,318395,320116,281392,289136,3852960,671829.0,39989842.0
2000-01-07,280531,283974,267624,271926,2288120,635277.0,40207382.0
2000-01-10,275368,278810,259879,265042,4049600,619194.0,40207382.0
2000-01-11,263321,290858,261600,275368,4121520,643318.0,40207382.0
2000-01-12,270205,287416,265042,266763,2156660,635016.0,40968774.0
2000-01-13,266763,271926,249553,259018,1804520,616580.0,40968774.0
2000-01-14,259879,266763,244389,246110,1733740,585853.0,40968774.0
2000-01-17,251274,272787,251274,270205,2985860,643210.0,40968774.0
2000-01-18,268484,268484,256437,263320,1619000,635235.0,41518607.0
2000-01-19,259879,261600,242668,242668,1694360,585412.0,41518607.0
2000-01-20,237505,242668,223737,235784,1724460,747858.0,54588207.0
2000-01-21,234063,240947,224597,234063,1360340,752755.0,55349599.0
2000-01-24,225458,239226,225458,234063,1292960,752755.0,55349599.0
2000-01-25,235784,237505,223737,223736,1335460,719545.0,55349599.0
2000-01-26,225458,232342,205666,219434,2049780,705707.0,55349599.0
2000-01-27,213410,227179,209968,222015,1815120,714010.0,55349599.0
2000-01-28,226318,249553,223737,240947,2781380,774894.0,55349599.0
2000-01-31,237505,252995,232342,249552,1575240,802569.0,55349599.0
2000-02-01,254716,266763,246110,249552,1634760,802569.0,55349599.0
2000-02-02,258158,270205,250413,265042,2036560,852384.0,55349599.0
2000-02-03,265042,277089,261600,275368,1459020,885594.0,55349599.0
2000-02-07,268484,282253,266763,275368,1853220,885594.0,55349599.0
2000-02-08,271066,273647,257297,261599,964080,841314.0,55349599.0
2000-02-09,258158,267624,258158,260739,1152860,838546.0,55349599.0
2000-02-10,258158,287416,252995,271926,2846880,874524.0,55349599.0
2000-02-11,271926,287416,264181,271926,1966680,874524.0,55349599.0
2000-02-14,275368,277089,246971,252134,750060,810872.0,55349599.0
2000-02-15,247831,258158,234063,235784,997260,758290.0,55349599.0
2000-02-16,239226,240087,220295,230620,1271380,741685.0,55349599.0
2000-02-17,230621,237505,224597,237505,801060,763824.0,55349599.0
2000-02-18,232342,246110,232342,240086,1057440,772127.0,55349599.0
2000-02-21,209968,236645,209968,232342,632340,747220.0,55349599.0
2000-02-22,227179,239226,220295,223736,1408400,723787.0,55675910.0
2000-02-23,235784,250413,227179,232342,1570120,751625.0,55675910.0
2000-02-24,230621,236645,223737,235784,709900,762760.0,55675910.0
2000-02-25,229760,243529,224597,240086,1191840,776679.0,55675910.0
2000-02-28,224597,243529,224597,239226,1137160,773895.0,55675910.0
2000-02-29,239226,242668,215992,230620,1022120,746057.0,55675910.0
2000-03-02,225458,240087,225458,235784,1359240,762760.0,55675910.0
2000-03-03,239226,239226,220295,220294,884860,712652.0,55675910.0
2000-03-06,226318,240087,226318,234063,1613120,757192.0,55675910.0
2000-03-07,232342,236645,227179,228899,1397620,740490.0,55675910.0
2000-03-08,227179,227179,220295,220294,1176820,712652.0,55675910.0
2000-03-09,225458,226318,217713,222015,1270200,718219.0,55675910.0
2000-03-10,226318,251274,220295,232342,2835140,751625.0,55675910.0
2000-03-13,237505,242668,218574,220294,1346420,712652.0,55675910.0
2000-03-14,223737,225458,215992,215992,744760,698733.0,55675910.0
2000-03-15,216853,223737,192758,210828,1871680,682030.0,55675910.0
2000-03-16,215132,220295,204805,219434,1195580,709868.0,55675910.0
2000-03-17,223737,232342,220295,232342,1728320,751625.0,55675910.0
2000-03-20,235784,238366,222016,232342,1495500,751625.0,55675910.0
2000-03-21,230621,232342,220295,231481,1397920,748841.0,55675910.0
2000-03-22,232342,236645,228039,235784,1930320,762760.0,55675910.0
2000-03-23,227179,232342,220295,227178,1433820,734922.0,55675910.0
2000-03-24,226318,226318,216853,220294,1267580,712652.0,55675910.0
2000-03-27,220295,224597,209968,211689,1126640,684814.0,55675910.0
2000-03-28,215132,227179,215132,222876,2431400,721003.0,55675910.0
2000-03-29,227179,231481,221155,221155,1488100,715435.0,55675910.0
2000-03-30,227179,228900,223737,223736,766420,723787.0,55675910.0
2000-03-31,225458,226318,219434,219434,1484700,710176.0,55700091.0
2000-04-03,220295,225458,218574,218573,800680,707391.0,55700091.0
2000-04-04,218574,223737,217713,218573,902240,707391.0,55700091.0
2000-04-06,219434,220295,218574,218573,475660,707391.0,55700091.0
2000-04-07,222876,222876,218574,220294,516740,712961.0,55700091.0
2000-04-10,220295,232342,220295,226318,2559860,732456.0,55700091.0
2000-04-11,227179,227179,219434,219434,1426080,710176.0,55700091.0
2000-04-12,219434,221155,219434,220294,706900,712961.0,55700091.0
2000-04-14,219434,220295,218574,218573,917220,708786.0,55809957.0
2000-04-17,215132,215992,199642,203084,2943840,668406.0,56644613.0
2000-04-18,209968,217713,208247,216852,1991160,713722.0,56644613.0
2000-04-19,215992,216853,202224,203084,1144380,668406.0,56644613.0
2000-04-20,203084,203084,183292,189315,1606880,623091.0,56644613.0
2000-04-21,191037,205666,191037,202223,1390920,665574.0,56644613.0
2000-04-24,199642,211689,197060,205665,940100,680842.0,56974213.0
2000-04-25,206526,208247,203084,206526,545200,683691.0,56974213.0
2000-04-26,213410,215992,202224,213410,1154840,706480.0,56974213.0
2000-04-27,209108,222016,209108,218573,1097960,723573.0,56974213.0
2000-04-28,215992,225458,208247,223736,1290840,740665.0,56974213.0
2000-05-02,229760,229760,220295,227178,1716120,752060.0,56974213.0
2000-05-03,228900,229760,223737,229760,1782020,760606.0,56974213.0
2000-05-04,229760,229760,223737,227178,1157300,752060.0,56974213.0
2000-05-08,227179,227179,220295,226318,1038080,749211.0,56974213.0
2000-05-09,222016,225458,220295,225457,725040,746362.0,56974213.0
