예스코홀딩스(015360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-02-02,18400,20900,18400,19400,2800,116400.0,6000000.0
2000-02-03,20300,20900,19500,20500,16200,123000.0,6000000.0
2000-02-07,22900,22900,20500,20600,8830,123600.0,6000000.0
2000-02-08,21000,21500,19500,20300,4670,121800.0,6000000.0
2000-02-09,20300,20300,19500,19500,3970,117000.0,6000000.0
2000-02-10,19500,20200,18500,20200,3100,121200.0,6000000.0
2000-02-11,20200,20200,18200,19100,3190,114600.0,6000000.0
2000-02-14,18100,21900,18100,18300,1370,109800.0,6000000.0
2000-02-15,18300,18400,17300,18400,3630,110400.0,6000000.0
2000-02-16,18400,18400,17450,18300,1140,109800.0,6000000.0
2000-02-17,19000,19000,17600,18200,24430,109200.0,6000000.0
2000-02-18,18000,18300,17500,18000,1460,108000.0,6000000.0
2000-02-21,17800,18000,16850,18000,1090,108000.0,6000000.0
2000-02-22,20700,20700,16600,17100,2960,102600.0,6000000.0
2000-02-23,17100,18000,17100,18000,3690,108000.0,6000000.0
2000-02-24,16800,18000,16800,16900,990,101400.0,6000000.0
2000-02-25,16850,17400,15500,16300,39120,97800.0,6000000.0
2000-02-28,16300,16900,15800,16800,6330,100800.0,6000000.0
2000-02-29,17000,17100,15600,16800,18220,100800.0,6000000.0
2000-03-02,16800,16800,15550,15800,6270,94800.0,6000000.0
2000-03-03,16500,16500,14800,15200,83100,91200.0,6000000.0
2000-03-06,15400,16800,14500,15800,202330,94800.0,6000000.0
2000-03-07,15950,16500,15600,16000,123480,96000.0,6000000.0
2000-03-08,15900,16800,15600,16000,66350,96000.0,6000000.0
2000-03-09,15900,17000,15900,16100,58250,96600.0,6000000.0
2000-03-10,16500,17900,16200,16850,149160,101100.0,6000000.0
2000-03-13,17800,18850,17200,17700,91480,106200.0,6000000.0
2000-03-14,17700,18350,17100,17100,43780,102600.0,6000000.0
2000-03-15,17100,19650,17100,18800,174400,112800.0,6000000.0
2000-03-16,18800,19000,17800,18000,89050,108000.0,6000000.0
2000-03-17,18800,19100,17800,18200,69530,109200.0,6000000.0
2000-03-20,17300,18000,16600,17450,48060,104700.0,6000000.0
2000-03-21,16800,16900,16200,16500,32270,99000.0,6000000.0
2000-03-22,16050,17700,16000,17450,52490,104700.0,6000000.0
2000-03-23,17100,17450,16550,17000,16160,102000.0,6000000.0
2000-03-24,17000,17750,16600,17150,46170,102900.0,6000000.0
2000-03-27,17500,17800,17200,17550,34960,105300.0,6000000.0
2000-03-28,17250,17300,16700,16700,21640,100200.0,6000000.0
2000-03-29,16500,16950,16400,16950,41590,101700.0,6000000.0
2000-03-30,16650,17500,16200,17500,41520,105000.0,6000000.0
2000-03-31,17400,18100,16900,17800,62050,106800.0,6000000.0
2000-04-03,18000,18000,16500,16500,14640,99000.0,6000000.0
2000-04-04,16500,16500,15500,15500,13450,93000.0,6000000.0
2000-04-06,15500,16500,15200,15600,20900,93600.0,6000000.0
2000-04-07,15600,15800,15000,15500,25750,93000.0,6000000.0
2000-04-10,15100,16400,15000,15950,233890,95700.0,6000000.0
2000-04-11,16000,16200,15250,16200,27920,97200.0,6000000.0
2000-04-12,15600,15700,15300,15400,8140,92400.0,6000000.0
2000-04-14,15100,15500,15100,15400,74090,92400.0,6000000.0
2000-04-17,14500,14600,13350,14000,22280,84000.0,6000000.0
2000-04-18,14500,15000,13800,14000,39220,84000.0,6000000.0
2000-04-19,14200,14200,13500,13600,66160,81600.0,6000000.0
2000-04-20,13600,13600,12700,12900,161590,77400.0,6000000.0
2000-04-21,13100,13700,12700,13500,270120,81000.0,6000000.0
2000-04-24,13500,13550,12850,13000,51850,78000.0,6000000.0
2000-04-25,12700,12900,12350,12500,60710,75000.0,6000000.0
2000-04-26,12850,12850,11900,12700,59710,76200.0,6000000.0
2000-04-27,12200,12200,11850,11900,13610,71400.0,6000000.0
2000-04-28,11900,13100,11900,12400,87680,74400.0,6000000.0
2000-05-02,12500,12650,12000,12150,22500,72900.0,6000000.0
2000-05-03,12150,12400,12000,12300,30340,73800.0,6000000.0
2000-05-04,12300,12500,12100,12100,16850,72600.0,6000000.0
2000-05-08,12600,12600,12150,12250,12980,73500.0,6000000.0
2000-05-09,12500,12700,12400,12500,18080,75000.0,6000000.0
2000-05-10,12300,12900,12250,12800,21150,76800.0,6000000.0
2000-05-12,12600,12700,12300,12400,10140,74400.0,6000000.0
2000-05-15,12000,12300,11850,11850,11950,71100.0,6000000.0
2000-05-16,11700,11800,11550,11700,11640,70200.0,6000000.0
2000-05-17,11900,12000,11550,11550,21730,69300.0,6000000.0
2000-05-18,11000,11150,10550,10600,27150,63600.0,6000000.0
2000-05-19,10500,10650,10100,10400,20960,62400.0,6000000.0
2000-05-22,10400,10500,10000,10300,7970,61800.0,6000000.0
2000-05-23,9700,10300,9500,9660,5410,57960.0,6000000.0
2000-05-24,9700,9950,9320,9900,12200,59400.0,6000000.0
2000-05-25,10150,10900,10100,10600,49080,63600.0,6000000.0
2000-05-26,10700,10700,9900,9900,12900,59400.0,6000000.0
2000-05-29,9510,10300,9510,10200,7620,61200.0,6000000.0
2000-05-30,10300,10700,10300,10700,10290,64200.0,6000000.0
2000-05-31,10700,12250,10700,11600,30480,69600.0,6000000.0
2000-06-01,12000,12200,11600,12000,20950,72000.0,6000000.0
2000-06-02,11500,12350,11500,11900,36190,71400.0,6000000.0
2000-06-05,11900,12400,11900,12300,56130,73800.0,6000000.0
2000-06-07,12300,12800,12100,12550,40440,75300.0,6000000.0
2000-06-08,12550,12700,11700,12200,24900,73200.0,6000000.0
2000-06-09,11600,12000,11600,11800,12990,70800.0,6000000.0
2000-06-12,12500,12800,11600,12100,47410,72600.0,6000000.0
2000-06-13,12100,13900,11700,11850,75720,71100.0,6000000.0
2000-06-14,11900,11900,11300,11500,16940,69000.0,6000000.0
2000-06-15,11500,11500,10800,11100,23180,66600.0,6000000.0
2000-06-16,10700,11100,10700,11100,8770,66600.0,6000000.0
2000-06-19,11100,11200,10800,10900,6540,65400.0,6000000.0
2000-06-20,10500,11300,10500,11250,3820,67500.0,6000000.0
2000-06-21,11350,11650,11350,11500,8240,69000.0,6000000.0
2000-06-22,11600,11600,11100,11300,11400,67800.0,6000000.0
2000-06-23,11500,11500,10950,11100,6290,66600.0,6000000.0
2000-06-26,11300,11850,11000,11100,23010,66600.0,6000000.0
2000-06-27,11350,11600,11250,11600,17160,69600.0,6000000.0
2000-06-28,12000,12000,11250,11250,15620,67500.0,6000000.0
2000-06-29,11100,11500,11000,11200,8940,67200.0,6000000.0
2000-06-30,11050,11450,11000,11450,6920,68700.0,6000000.0
2000-07-03,11500,13150,11500,13150,78870,78900.0,6000000.0
2000-07-04,13150,14000,12600,13400,66640,80400.0,6000000.0
2000-07-05,13800,13800,12300,13050,30470,78300.0,6000000.0
2000-07-06,12800,15000,12800,14000,76620,84000.0,6000000.0
2000-07-07,14300,14500,13700,13750,27490,82500.0,6000000.0
2000-07-10,13400,14000,13400,13600,21080,81600.0,6000000.0
2000-07-11,13200,14200,13200,13300,36620,79800.0,6000000.0
2000-07-12,13300,13600,12400,13000,9900,78000.0,6000000.0
2000-07-13,13000,13000,12550,12600,21520,75600.0,6000000.0
2000-07-14,13500,13500,11500,11500,78690,69000.0,6000000.0
2000-07-18,11700,11950,11600,11800,26290,70800.0,6000000.0
2000-07-19,11850,11900,11300,11550,15350,69300.0,6000000.0
2000-07-20,11550,11550,11100,11400,13670,68400.0,6000000.0
2000-07-21,11400,11600,11250,11450,6490,68700.0,6000000.0
2000-07-24,11450,11450,10800,10850,10120,65100.0,6000000.0
2000-07-25,10800,11100,10000,10700,7690,64200.0,6000000.0
2000-07-26,10950,11100,10800,11100,4760,66600.0,6000000.0
2000-07-27,11200,11300,11000,11300,6940,67800.0,6000000.0
2000-07-28,11350,11450,11050,11200,9300,67200.0,6000000.0
2000-07-31,11000,11400,10950,11400,13480,68400.0,6000000.0
2000-08-01,11550,11700,10800,11650,8140,69900.0,6000000.0
2000-08-02,11650,11700,11450,11650,3490,69900.0,6000000.0
2000-08-03,11600,11700,11300,11400,4840,68400.0,6000000.0
2000-08-04,11600,11650,11450,11500,3460,69000.0,6000000.0
2000-08-07,11500,11600,11150,11550,7350,69300.0,6000000.0
2000-08-08,11550,11550,10900,11450,12120,68700.0,6000000.0
2000-08-09,11250,11700,11150,11650,30280,69900.0,6000000.0
2000-08-10,11400,11650,11300,11600,17130,69600.0,6000000.0
2000-08-11,11600,12350,11450,12200,61630,73200.0,6000000.0
2000-08-14,12400,12700,12000,12450,27140,74700.0,6000000.0
2000-08-16,12850,13250,12600,12950,49970,77700.0,6000000.0
2000-08-17,13000,13000,12400,12600,40760,75600.0,6000000.0
2000-08-18,12600,12900,12350,12700,23420,76200.0,6000000.0
2000-08-21,12300,12600,12200,12200,8390,73200.0,6000000.0
2000-08-22,12100,12700,11900,11900,31380,71400.0,6000000.0
2000-08-23,12200,12550,12000,12200,34030,73200.0,6000000.0
2000-08-24,12100,12700,12100,12450,23560,74700.0,6000000.0
2000-08-25,12500,12850,12150,12800,42730,76800.0,6000000.0
2000-08-28,13100,13400,12600,12700,35750,76200.0,6000000.0
2000-08-29,12800,12800,12200,12200,17850,73200.0,6000000.0
2000-08-30,12500,12900,12300,12900,20870,77400.0,6000000.0
2000-08-31,13100,13100,12400,12700,35490,76200.0,6000000.0
2000-09-01,12700,14500,12600,14200,197450,85200.0,6000000.0
2000-09-04,14400,15300,14000,14850,209360,89100.0,6000000.0
2000-09-05,14800,15000,14300,14800,74900,88800.0,6000000.0
2000-09-06,15000,15000,14350,14400,61570,86400.0,6000000.0
2000-09-07,14550,14700,14000,14100,75380,84600.0,6000000.0
2000-09-08,13800,14000,13300,13650,49280,81900.0,6000000.0
2000-09-14,13500,14100,13150,13800,15700,82800.0,6000000.0
2000-09-15,13600,14200,13500,13800,21670,82800.0,6000000.0
2000-09-18,13500,13600,12000,12100,20040,72600.0,6000000.0
