예스코홀딩스(015360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,26000,26000,25400,25400,2150,152400.0,6000000.0
1999-01-05,25100,26000,24900,26000,3000,156000.0,6000000.0
1999-01-06,26000,26900,25000,26900,6230,161400.0,6000000.0
1999-01-07,27050,29000,26000,27900,25090,167400.0,6000000.0
1999-01-08,27900,27900,26000,26000,7220,156000.0,6000000.0
1999-01-11,28000,28000,25150,26500,11760,159000.0,6000000.0
1999-01-12,26900,26900,25600,26000,7590,156000.0,6000000.0
1999-01-13,26000,26900,25200,25200,7940,151200.0,6000000.0
1999-01-14,25000,25000,24200,25000,7250,150000.0,6000000.0
1999-01-15,24200,26900,24200,26000,51010,156000.0,6000000.0
1999-01-18,27200,27400,26200,27400,30240,164400.0,6000000.0
1999-01-19,27400,28300,27000,28000,79850,168000.0,6000000.0
1999-01-20,28000,28300,27300,27700,40020,166200.0,6000000.0
1999-01-21,27150,27950,26850,27300,53810,163800.0,6000000.0
1999-01-22,27300,29500,26800,28400,72820,170400.0,6000000.0
1999-01-25,28000,28400,27100,28400,34790,170400.0,6000000.0
1999-01-26,28200,28700,27550,27550,20160,165300.0,6000000.0
1999-01-27,27300,28100,26800,28100,21200,168600.0,6000000.0
1999-01-28,27600,27900,27300,27300,13950,163800.0,6000000.0
1999-01-29,26800,27800,26100,26600,10250,159600.0,6000000.0
1999-02-01,26200,27000,26100,26100,11020,156600.0,6000000.0
1999-02-02,26100,27000,25700,26500,19540,159000.0,6000000.0
1999-02-03,26600,27100,25700,25900,3140,155400.0,6000000.0
1999-02-04,25500,26300,25000,25000,8930,150000.0,6000000.0
1999-02-05,24300,25900,24300,25800,17540,154800.0,6000000.0
1999-02-08,26000,26400,25100,25500,8310,153000.0,6000000.0
1999-02-09,25400,25900,24100,25000,8050,150000.0,6000000.0
1999-02-10,24150,24850,22200,24650,12030,147900.0,6000000.0
1999-02-11,22300,26000,22300,26000,9680,156000.0,6000000.0
1999-02-12,25700,26500,25500,26000,10970,156000.0,6000000.0
1999-02-18,25500,26500,25000,25000,2900,150000.0,6000000.0
1999-02-19,25500,25500,23500,23600,5000,141600.0,6000000.0
1999-02-22,22100,24100,22100,24100,3140,144600.0,6000000.0
1999-02-23,23500,25800,23100,25800,4260,154800.0,6000000.0
1999-02-24,24200,26200,24200,26150,8190,156900.0,6000000.0
1999-02-25,26150,26150,25250,25400,2170,152400.0,6000000.0
1999-02-26,25450,27000,24800,25500,21400,153000.0,6000000.0
1999-03-02,25500,26000,24600,25000,9690,150000.0,6000000.0
1999-03-03,25000,26000,24600,25300,5060,151800.0,6000000.0
1999-03-04,24300,25350,24300,25200,2470,151200.0,6000000.0
1999-03-05,24500,25200,24000,25200,7680,151200.0,6000000.0
1999-03-08,24250,28800,24250,25600,9680,153600.0,6000000.0
1999-03-09,25600,26000,24500,25400,2240,152400.0,6000000.0
1999-03-10,24500,25400,24500,25400,3930,152400.0,6000000.0
1999-03-11,24650,25500,24650,25500,9090,153000.0,6000000.0
1999-03-12,25550,26000,24900,25600,5730,153600.0,6000000.0
1999-03-15,26700,26700,24900,25600,10100,153600.0,6000000.0
1999-03-16,25000,25600,24650,25600,6330,153600.0,6000000.0
1999-03-17,25600,25600,25000,25600,12560,153600.0,6000000.0
1999-03-18,24800,25600,24800,25600,4880,153600.0,6000000.0
1999-03-19,25550,26000,24750,26000,8750,156000.0,6000000.0
1999-03-22,25500,25800,25000,25700,4260,154200.0,6000000.0
1999-03-23,25100,25700,25000,25500,3180,153000.0,6000000.0
1999-03-24,25100,25500,24800,25400,21770,152400.0,6000000.0
1999-03-25,24900,25600,24900,25400,6900,152400.0,6000000.0
1999-03-26,25400,25400,24900,25400,6640,152400.0,6000000.0
1999-03-29,24800,25250,24500,24900,5110,149400.0,6000000.0
1999-03-30,25200,25700,25000,25000,3740,150000.0,6000000.0
1999-03-31,25000,25250,24300,25000,5570,150000.0,6000000.0
1999-04-01,24500,25250,24500,24800,4010,148800.0,6000000.0
1999-04-02,24850,25650,24700,25200,9130,151200.0,6000000.0
1999-04-06,24600,27500,24600,27200,69750,163200.0,6000000.0
1999-04-07,26600,27400,25800,27200,20180,163200.0,6000000.0
1999-04-08,26100,27200,26100,27200,9420,163200.0,6000000.0
1999-04-09,26700,27000,26500,27000,10740,162000.0,6000000.0
1999-04-12,26200,26950,26200,26950,6060,161700.0,6000000.0
1999-04-13,27000,27500,26500,27500,13610,165000.0,6000000.0
1999-04-14,27000,28550,27000,28000,17590,168000.0,6000000.0
1999-04-15,28000,28500,27600,28400,12240,170400.0,6000000.0
1999-04-16,28400,32000,28400,32000,62170,192000.0,6000000.0
1999-04-19,31400,33000,30200,32500,32350,195000.0,6000000.0
1999-04-20,31100,32500,31100,31500,10890,189000.0,6000000.0
1999-04-21,30600,32500,30600,31200,9160,187200.0,6000000.0
1999-04-22,30800,32000,30800,31700,5880,190200.0,6000000.0
1999-04-23,31700,32900,31700,32100,34110,192600.0,6000000.0
1999-04-26,32500,32500,31000,31200,31500,187200.0,6000000.0
1999-04-27,31200,31500,30500,31200,27250,187200.0,6000000.0
1999-04-28,31500,33000,30800,31900,82510,191400.0,6000000.0
1999-04-29,32100,34500,32100,34500,51510,207000.0,6000000.0
1999-04-30,33100,34500,32000,34000,48210,204000.0,6000000.0
1999-05-03,34000,35900,33500,34200,25100,205200.0,6000000.0
1999-05-04,35100,35500,34500,35000,64760,210000.0,6000000.0
1999-05-06,35200,39200,35100,38300,114970,229800.0,6000000.0
1999-05-07,38000,38500,37200,38000,14760,228000.0,6000000.0
1999-05-10,37450,37500,33800,36550,24620,219300.0,6000000.0
1999-05-11,36500,36500,34500,35500,15160,213000.0,6000000.0
1999-05-12,34800,35400,33100,34100,12130,204600.0,6000000.0
1999-05-13,34100,35000,33300,33300,20180,199800.0,6000000.0
1999-05-14,33900,33900,32500,32700,9700,196200.0,6000000.0
1999-05-17,31200,32450,30600,32400,9760,194400.0,6000000.0
1999-05-18,31500,32400,31500,32400,4720,194400.0,6000000.0
1999-05-19,32000,33000,30600,33000,33080,198000.0,6000000.0
1999-05-20,31600,32500,31050,32150,7850,192900.0,6000000.0
1999-05-21,32000,32750,30700,32300,1210,193800.0,6000000.0
1999-05-24,30550,31550,30000,31500,11140,189000.0,6000000.0
1999-05-25,31000,31900,31000,31900,7260,191400.0,6000000.0
1999-05-26,32800,33400,31100,32700,17630,196200.0,6000000.0
1999-05-27,32500,34000,32000,32300,22490,193800.0,6000000.0
1999-05-28,32300,32750,31200,31300,9870,187800.0,6000000.0
1999-05-31,31300,31800,30600,31300,12620,187800.0,6000000.0
1999-06-01,31300,31300,30600,31000,3520,186000.0,6000000.0
1999-06-02,30100,31600,30100,31600,43490,189600.0,6000000.0
1999-06-03,31600,31700,31000,31600,48440,189600.0,6000000.0
1999-06-04,31600,32500,31600,32500,11080,195000.0,6000000.0
1999-06-07,30600,34000,30600,33000,36050,198000.0,6000000.0
1999-06-08,34000,34000,32000,32900,44830,197400.0,6000000.0
1999-06-09,32900,32900,31050,31300,4460,187800.0,6000000.0
1999-06-10,31300,31850,29350,31450,29080,188700.0,6000000.0
1999-06-11,31450,34000,30500,31400,13560,188400.0,6000000.0
1999-06-14,31000,31000,30000,30100,59890,180600.0,6000000.0
1999-06-15,30000,31500,29300,29600,17450,177600.0,6000000.0
1999-06-16,29600,30700,28500,30700,24160,184200.0,6000000.0
1999-06-17,31000,31300,30800,30900,8760,185400.0,6000000.0
1999-06-18,28200,31500,28200,31000,4210,186000.0,6000000.0
1999-06-21,30200,30900,30000,30000,2940,180000.0,6000000.0
1999-06-22,29100,29900,29100,29500,2050,177000.0,6000000.0
1999-06-23,29500,30300,28500,28500,8820,171000.0,6000000.0
1999-06-24,29200,30600,28350,29200,824850,175200.0,6000000.0
1999-06-25,29500,33550,29500,30300,15100,181800.0,6000000.0
1999-06-28,31000,32100,29600,29800,8540,178800.0,6000000.0
1999-06-29,30000,30600,29900,30100,7040,180600.0,6000000.0
1999-06-30,30100,30600,29800,30300,5380,181800.0,6000000.0
1999-07-01,30300,32450,30300,32000,14730,192000.0,6000000.0
1999-07-02,33000,33900,30200,33000,34910,198000.0,6000000.0
1999-07-05,34500,37500,33100,36800,200820,220800.0,6000000.0
1999-07-06,36800,37000,35100,37000,40780,222000.0,6000000.0
1999-07-07,36500,37200,35200,37000,74190,222000.0,6000000.0
1999-07-08,35100,38000,35100,37500,74810,225000.0,6000000.0
1999-07-09,38000,38000,35200,37500,67040,225000.0,6000000.0
1999-07-12,37500,39500,37100,37800,236460,226800.0,6000000.0
1999-07-13,37500,38500,36000,37800,8140,226800.0,6000000.0
1999-07-14,37500,37900,35500,36000,23420,216000.0,6000000.0
1999-07-15,36050,36050,34600,36000,8730,216000.0,6000000.0
1999-07-16,36500,37800,35000,37500,41140,225000.0,6000000.0
1999-07-19,36600,37500,35000,37000,23790,222000.0,6000000.0
1999-07-20,35500,36000,35500,36000,2360,216000.0,6000000.0
1999-07-21,35500,35800,34100,35000,6160,210000.0,6000000.0
1999-07-22,34000,36000,34000,34500,5850,207000.0,6000000.0
1999-07-23,33500,34500,29350,29350,14700,176100.0,6000000.0
1999-07-26,30850,33000,30000,31000,10090,186000.0,6000000.0
1999-07-27,32500,33900,31100,33900,6810,203400.0,6000000.0
1999-07-28,36000,37000,33000,35700,64890,214200.0,6000000.0
1999-07-29,35650,35650,33000,33000,1720,198000.0,6000000.0
1999-07-30,33500,35900,33000,33100,6070,198600.0,6000000.0
1999-08-02,33000,33000,31100,31100,3150,186600.0,6000000.0
1999-08-03,32500,32500,31300,32000,1030,192000.0,6000000.0
1999-08-04,33050,33050,32000,32200,1100,193200.0,6000000.0
1999-08-05,32200,32500,31500,31500,1650,189000.0,6000000.0
1999-08-06,29500,32900,29500,32900,2030,197400.0,6000000.0
1999-08-09,31300,32900,31300,32500,1550,195000.0,6000000.0
1999-08-10,31100,31600,31000,31500,2260,189000.0,6000000.0
1999-08-11,31800,31800,31100,31500,59550,189000.0,6000000.0
1999-08-12,31700,36200,31700,34000,52370,204000.0,6000000.0
1999-08-13,35000,36000,33700,34000,14290,204000.0,6000000.0
1999-08-16,34000,34500,32600,34500,11370,207000.0,6000000.0
1999-08-17,34500,34800,32900,33050,12030,198300.0,6000000.0
1999-08-18,30000,34000,30000,34000,6650,204000.0,6000000.0
1999-08-19,32500,34400,32500,33300,6050,199800.0,6000000.0
1999-08-20,32800,34500,32800,34500,19400,207000.0,6000000.0
1999-08-23,34500,34950,33400,34950,3280,209700.0,6000000.0
1999-08-24,33800,36500,33800,36000,58900,216000.0,6000000.0
1999-08-25,36000,36000,34600,35300,13700,211800.0,6000000.0
1999-08-26,35300,36000,35000,35000,36020,210000.0,6000000.0
1999-08-27,34000,35200,33400,34800,23560,208800.0,6000000.0
1999-08-30,33000,34300,33000,34300,1900,205800.0,6000000.0
1999-08-31,33100,34300,33000,33900,20380,203400.0,6000000.0
1999-09-01,33500,33500,32500,32500,1020,195000.0,6000000.0
1999-09-02,32000,33500,32000,32100,1580,192600.0,6000000.0
1999-09-03,30550,35000,30550,31500,410,189000.0,6000000.0
1999-09-06,33500,33500,31200,32200,1670,193200.0,6000000.0
1999-09-07,31000,32600,31000,32000,11210,192000.0,6000000.0
1999-09-08,31000,33500,31000,33000,1670,198000.0,6000000.0
1999-09-09,33000,33500,32000,32700,6010,196200.0,6000000.0
1999-09-10,31900,32600,31900,32500,2540,195000.0,6000000.0
1999-09-13,32450,33300,31600,32700,7410,196200.0,6000000.0
1999-09-14,32800,33000,31850,32300,1730,193800.0,6000000.0
1999-09-15,32300,32500,31600,32000,13130,192000.0,6000000.0
1999-09-16,33500,33500,32100,32500,3320,195000.0,6000000.0
1999-09-17,32500,32900,31700,32900,5570,197400.0,6000000.0
1999-09-20,33300,33500,32500,33000,9080,198000.0,6000000.0
1999-09-21,33000,33500,32950,33500,5910,201000.0,6000000.0
1999-09-22,33500,33600,33000,33000,13330,198000.0,6000000.0
1999-09-27,32000,33400,32000,32000,760,192000.0,6000000.0
1999-09-28,31500,32700,30500,32500,330,195000.0,6000000.0
1999-09-29,30000,32100,30000,31900,1540,191400.0,6000000.0
1999-09-30,32100,32100,30000,30000,2700,180000.0,6000000.0
1999-10-01,30200,30200,29500,30200,5840,181200.0,6000000.0
1999-10-04,30500,30700,29500,30700,1930,184200.0,6000000.0
1999-10-05,30000,32000,30000,30350,310,182100.0,6000000.0
1999-10-06,30000,30750,29600,30000,2870,180000.0,6000000.0
1999-10-07,30000,30000,29600,30000,1480,180000.0,6000000.0
1999-10-08,30000,30700,30000,30200,900,181200.0,6000000.0
1999-10-11,32000,32000,30500,32000,2380,192000.0,6000000.0
1999-10-12,31000,33000,30500,33000,4460,198000.0,6000000.0
1999-10-13,31500,34000,31500,32900,12290,197400.0,6000000.0
1999-10-14,31500,32800,31500,32100,420,192600.0,6000000.0
1999-10-15,32100,32100,31000,31500,6350,189000.0,6000000.0
1999-10-18,30400,31700,30400,30600,14440,183600.0,6000000.0
1999-10-19,31600,31600,30500,31350,3460,188100.0,6000000.0
1999-10-20,30500,31700,30500,31700,28010,190200.0,6000000.0
1999-10-21,31100,32400,30800,31000,1510,186000.0,6000000.0
1999-10-22,30650,31500,30650,31500,450,189000.0,6000000.0
1999-10-25,31500,31500,30000,31000,2630,186000.0,6000000.0
1999-10-26,30200,30550,30100,30500,990,183000.0,6000000.0
1999-10-27,30500,30500,30500,30500,200,183000.0,6000000.0
1999-10-28,30200,31800,30200,30300,1000,181800.0,6000000.0
1999-10-29,30400,30900,30400,30500,220,183000.0,6000000.0
1999-11-01,30700,31500,30600,31500,2950,189000.0,6000000.0
1999-11-02,31000,31800,31000,31550,8570,189300.0,6000000.0
1999-11-03,31500,31500,30500,31400,1400,188400.0,6000000.0
1999-11-04,31050,34600,31050,32000,23250,192000.0,6000000.0
1999-11-05,31150,32500,31150,32300,18280,193800.0,6000000.0
1999-11-08,32250,34000,31500,34000,295130,204000.0,6000000.0
1999-11-09,33000,33700,32600,33700,1990,202200.0,6000000.0
1999-11-10,33600,33600,32550,33000,10840,198000.0,6000000.0
1999-11-11,32000,33000,31900,32700,2720,196200.0,6000000.0
1999-11-12,29100,32700,29100,31700,1240,190200.0,6000000.0
1999-11-15,31750,32350,31700,31800,2100,190800.0,6000000.0
1999-11-16,30500,31900,30500,31800,8900,190800.0,6000000.0
1999-11-17,31800,31800,30000,30000,8990,180000.0,6000000.0
1999-11-18,30100,31600,30100,30700,34280,184200.0,6000000.0
1999-11-19,30700,31500,30600,31000,67840,186000.0,6000000.0
1999-11-22,33000,33000,31200,31300,11450,187800.0,6000000.0
1999-11-23,31300,31300,31000,31000,1170,186000.0,6000000.0
1999-11-24,30750,31000,30300,30300,8010,181800.0,6000000.0
1999-11-25,30300,30500,30300,30300,9230,181800.0,6000000.0
1999-11-26,30200,30800,28000,28500,33850,171000.0,6000000.0
1999-11-29,27600,28000,26000,28000,10370,168000.0,6000000.0
1999-11-30,28000,28000,26550,28000,6790,168000.0,6000000.0
1999-12-01,28000,28000,26600,28000,17770,168000.0,6000000.0
1999-12-02,27500,27850,26750,27850,1280,167100.0,6000000.0
1999-12-03,26500,27900,26500,27900,6370,167400.0,6000000.0
1999-12-06,26800,27500,26800,27500,11270,165000.0,6000000.0
1999-12-07,26600,27400,26150,27400,4400,164400.0,6000000.0
1999-12-08,26600,27450,26600,27450,2530,164700.0,6000000.0
1999-12-09,26800,27450,26200,27000,2240,162000.0,6000000.0
1999-12-10,30000,30000,27000,27000,62690,162000.0,6000000.0
1999-12-13,27900,28300,27000,27000,10850,162000.0,6000000.0
1999-12-14,27500,28200,27100,27300,95680,163800.0,6000000.0
1999-12-15,28500,28500,26800,26800,18570,160800.0,6000000.0
1999-12-16,26800,27900,26800,27500,9550,165000.0,6000000.0
1999-12-17,27500,27500,26200,27500,8670,165000.0,6000000.0
1999-12-20,27500,27500,25500,26700,33670,160200.0,6000000.0
1999-12-21,26200,26700,25000,26700,19760,160200.0,6000000.0
1999-12-22,27900,27900,25250,26500,38990,159000.0,6000000.0
1999-12-23,25250,26650,25100,25400,12920,152400.0,6000000.0
1999-12-24,25000,25000,23550,24700,18290,148200.0,6000000.0
1999-12-27,26000,26000,23200,24700,12400,148200.0,6000000.0
1999-12-28,24700,24700,22300,23500,19560,141000.0,6000000.0
2000-01-04,22300,22500,21100,21100,24680,126600.0,6000000.0
2000-01-05,21100,22000,20600,21100,3380,126600.0,6000000.0
2000-01-06,21500,21500,20100,20150,7400,120900.0,6000000.0
2000-01-07,20100,20200,19000,19150,830,114900.0,6000000.0
2000-01-10,19200,20400,19200,20400,4340,122400.0,6000000.0
2000-01-11,20800,21400,20500,20600,8200,123600.0,6000000.0
2000-01-12,21450,21450,19400,21100,4070,126600.0,6000000.0
2000-01-13,21300,21300,20100,21100,2840,126600.0,6000000.0
2000-01-14,21300,22000,20100,22000,4040,132000.0,6000000.0
2000-01-17,21500,22500,21500,22500,4120,135000.0,6000000.0
2000-01-18,22450,22450,20500,21100,2990,126600.0,6000000.0
2000-01-19,20300,20300,20200,20200,330,121200.0,6000000.0
2000-01-20,19600,19800,19000,19800,1920,118800.0,6000000.0
2000-01-21,18100,20000,18100,19800,1320,118800.0,6000000.0
2000-01-24,19150,19800,18600,19800,3720,118800.0,6000000.0
2000-01-25,19500,19500,17600,17600,2380,105600.0,6000000.0
2000-01-26,17900,18050,17100,17100,5970,102600.0,6000000.0
2000-01-27,17600,18350,17400,18000,11860,108000.0,6000000.0
2000-01-28,18000,19000,17800,19000,2080,114000.0,6000000.0
2000-01-31,18700,19600,18700,19100,3440,114600.0,6000000.0
2000-02-01,19500,19500,18400,19350,2800,116100.0,6000000.0
