부산산업(011390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-10-02,6310,6400,6100,6180,16490,6526.0,1056000.0
2002-10-04,6010,6290,5850,6080,6850,6420.0,1056000.0
2002-10-07,6160,6160,5700,5700,7490,6019.0,1056000.0
2002-10-08,5700,5840,5560,5730,9650,6051.0,1056000.0
2002-10-09,5820,5890,5600,5770,5540,6093.0,1056000.0
2002-10-10,5610,5700,5400,5540,3520,5850.0,1056000.0
2002-10-11,5550,5590,5300,5460,13570,5766.0,1056000.0
2002-10-14,5430,5750,5430,5750,6070,6072.0,1056000.0
2002-10-15,5750,5800,5650,5740,2790,6061.0,1056000.0
2002-10-16,5830,5950,5830,5830,3820,6156.0,1056000.0
2002-10-17,5950,6250,5740,6100,6970,6442.0,1056000.0
2002-10-18,6260,6260,6020,6200,3740,6547.0,1056000.0
2002-10-21,6020,6300,6000,6020,8200,6357.0,1056000.0
2002-10-22,6100,6140,5900,6050,3040,6389.0,1056000.0
2002-10-23,6090,6090,5700,5810,11760,6135.0,1056000.0
2002-10-24,5910,5940,5710,5710,6270,6030.0,1056000.0
2002-10-25,5540,5880,5520,5760,11180,6083.0,1056000.0
2002-10-28,5790,5890,5750,5840,9000,6167.0,1056000.0
2002-10-29,6020,6020,5810,5970,3630,6304.0,1056000.0
2002-10-30,6040,6100,5830,5900,3980,6230.0,1056000.0
2002-10-31,5900,6100,5900,6080,3640,6420.0,1056000.0
2002-11-01,5930,6070,5620,5940,8250,6273.0,1056000.0
2002-11-04,6000,6000,5800,5810,7940,6135.0,1056000.0
2002-11-05,5660,5890,5660,5790,2050,6114.0,1056000.0
2002-11-06,5860,5940,5750,5940,1760,6273.0,1056000.0
2002-11-07,5790,6090,5710,5710,6920,6030.0,1056000.0
2002-11-08,5650,5870,5650,5720,2190,6040.0,1056000.0
2002-11-11,5720,5850,5720,5830,330,6156.0,1056000.0
2002-11-12,5800,5900,5800,5840,4230,6167.0,1056000.0
2002-11-13,5900,5900,5820,5890,4860,6220.0,1056000.0
2002-11-14,5900,5900,5800,5890,1444,6220.0,1056000.0
2002-11-15,6040,6040,5800,5930,2630,6262.0,1056000.0
2002-11-18,5760,5940,5760,5940,430,6273.0,1056000.0
2002-11-19,5820,5900,5790,5800,2880,6125.0,1056000.0
2002-11-20,5920,5920,5810,5910,1420,6241.0,1056000.0
2002-11-21,5930,6190,5930,6040,3772,6378.0,1056000.0
2002-11-22,6150,6170,5880,6100,1830,6442.0,1056000.0
2002-11-25,6140,6140,5900,5900,1680,6230.0,1056000.0
2002-11-26,5820,6000,5820,6000,3950,6336.0,1056000.0
2002-11-27,5920,6080,5870,6060,5100,6399.0,1056000.0
2002-11-28,6060,6150,5880,6070,9070,6410.0,1056000.0
2002-11-29,5930,6150,5930,6020,3644,6357.0,1056000.0
2002-12-02,5990,6170,5980,6000,3700,6336.0,1056000.0
2002-12-03,6000,6100,5990,6050,2830,6389.0,1056000.0
2002-12-04,6010,6370,6010,6200,9890,6547.0,1056000.0
2002-12-05,6160,6280,6110,6200,3210,6547.0,1056000.0
2002-12-06,6180,6280,6100,6100,1830,6442.0,1056000.0
2002-12-09,6100,6120,6040,6100,880,6442.0,1056000.0
2002-12-10,6090,6110,5930,5950,3330,6283.0,1056000.0
2002-12-11,5990,6040,5950,5990,2940,6325.0,1056000.0
2002-12-12,6000,6800,6000,6190,18580,6537.0,1056000.0
2002-12-13,6390,6390,6120,6300,3200,6653.0,1056000.0
2002-12-16,6350,6350,6210,6290,3200,6642.0,1056000.0
2002-12-17,6210,6430,6210,6360,4300,6716.0,1056000.0
2002-12-18,6320,6500,6300,6430,3900,6790.0,1056000.0
2002-12-20,6400,6500,6230,6390,3730,6748.0,1056000.0
2002-12-23,6310,6380,6010,6270,3250,6621.0,1056000.0
2002-12-24,5840,6100,5780,6100,6420,6442.0,1056000.0
2002-12-26,5940,6740,5940,6200,1230,6547.0,1056000.0
2002-12-27,5820,6100,5800,5980,4415,6315.0,1056000.0
2002-12-30,5830,5940,5350,5500,870,5808.0,1056000.0
2003-01-02,5500,5700,5500,5600,770,5914.0,1056000.0
2003-01-03,5610,5780,5610,5680,870,5998.0,1056000.0
2003-01-06,5630,5770,5600,5740,520,6061.0,1056000.0
2003-01-07,5740,5800,5630,5800,980,6125.0,1056000.0
2003-01-08,5780,5850,5750,5850,500,6178.0,1056000.0
2003-01-09,5660,5700,5560,5670,870,5988.0,1056000.0
2003-01-10,5790,5790,5560,5750,610,6072.0,1056000.0
2003-01-13,5750,5750,5600,5740,940,6061.0,1056000.0
2003-01-14,5610,5800,5610,5800,3640,6125.0,1056000.0
2003-01-15,5710,5880,5700,5770,1310,6093.0,1056000.0
2003-01-16,5600,5790,5600,5790,180,6114.0,1056000.0
2003-01-17,5780,5790,5650,5750,960,6072.0,1056000.0
2003-01-20,5710,5750,5670,5740,2070,6061.0,1056000.0
2003-01-21,5700,5700,5670,5670,1470,5988.0,1056000.0
2003-01-22,5600,5600,5070,5070,740,5354.0,1056000.0
2003-01-23,5120,5600,5120,5180,990,5470.0,1056000.0
2003-01-24,5240,5240,5110,5210,440,5502.0,1056000.0
2003-01-27,5200,5330,4535,5180,370,5470.0,1056000.0
2003-01-28,4840,5270,4840,4940,380,5217.0,1056000.0
2003-01-29,4780,5680,4770,4770,3030,5037.0,1056000.0
2003-01-30,4810,5030,4810,5000,850,5280.0,1056000.0
2003-02-03,5100,5100,4950,5100,640,5386.0,1056000.0
2003-02-04,5050,5230,5050,5220,720,5512.0,1056000.0
2003-02-05,5290,5290,5040,5040,123,5322.0,1056000.0
2003-02-06,5050,5290,5050,5100,430,5386.0,1056000.0
2003-02-07,5060,5150,4810,5150,580,5438.0,1056000.0
2003-02-10,4900,5150,4900,5130,70,5417.0,1056000.0
2003-02-11,5200,5200,5180,5190,160,5481.0,1056000.0
2003-02-12,5190,5190,5190,5190,0,5481.0,1056000.0
2003-02-13,5050,5330,5050,5330,970,5628.0,1056000.0
2003-02-14,5260,5350,5200,5350,480,5650.0,1056000.0
2003-02-17,5350,5420,5250,5420,200,5724.0,1056000.0
2003-02-18,5340,5460,5340,5450,480,5755.0,1056000.0
2003-02-19,5400,6260,5360,6260,32171,6611.0,1056000.0
2003-02-20,6110,6220,5650,5650,14230,5966.0,1056000.0
2003-02-21,5620,5690,5470,5680,5890,5998.0,1056000.0
2003-02-24,5520,5740,5520,5680,3550,5998.0,1056000.0
2003-02-25,5500,5680,5460,5460,670,5766.0,1056000.0
2003-02-26,5460,5680,5330,5420,1640,5724.0,1056000.0
2003-02-27,5250,5320,5020,5250,4910,5544.0,1056000.0
2003-02-28,5230,5300,5150,5230,1060,5523.0,1056000.0
2003-03-03,5250,5250,5150,5250,360,5544.0,1056000.0
2003-03-04,5270,5300,5270,5290,1450,5586.0,1056000.0
2003-03-05,5300,5380,5090,5380,1050,5681.0,1056000.0
2003-03-06,5380,5380,5170,5170,180,5460.0,1056000.0
2003-03-07,5150,5200,4880,5200,700,5491.0,1056000.0
2003-03-10,5120,5120,5120,5120,120,5407.0,1056000.0
2003-03-11,5000,5100,4830,5090,640,5375.0,1056000.0
2003-03-12,5170,5200,4800,5170,840,5460.0,1056000.0
2003-03-13,5030,5160,4860,5160,1550,5449.0,1056000.0
2003-03-14,5220,5250,5220,5250,90,5544.0,1056000.0
2003-03-17,5000,5100,4700,5100,350,5386.0,1056000.0
2003-03-18,4905,5120,4850,5060,1260,5343.0,1056000.0
2003-03-19,5200,5200,4955,4960,890,5238.0,1056000.0
2003-03-20,5050,5220,5000,5200,670,5491.0,1056000.0
2003-03-21,5120,5300,5100,5300,780,5597.0,1056000.0
2003-03-24,5300,5400,5120,5400,990,5702.0,1056000.0
2003-03-25,5240,5510,5120,5450,1300,5755.0,1056000.0
2003-03-26,5400,5500,5170,5480,2290,5787.0,1056000.0
2003-03-27,5440,5500,5220,5500,550,5808.0,1056000.0
2003-03-28,5700,5940,5600,5700,906,6019.0,1056000.0
2003-03-31,5570,6000,5560,5900,2970,6230.0,1056000.0
2003-04-01,5810,5900,5750,5890,300,6220.0,1056000.0
2003-04-02,5320,5960,5100,5870,1320,6199.0,1056000.0
2003-04-03,5890,5890,5530,5830,1270,6156.0,1056000.0
2003-04-04,5650,5930,5600,5830,1490,6156.0,1056000.0
2003-04-07,5830,5890,5650,5880,940,6209.0,1056000.0
2003-04-08,5760,6100,5650,5950,2530,6283.0,1056000.0
2003-04-09,5860,6840,5700,6250,9840,6600.0,1056000.0
2003-04-10,6150,6300,5900,6140,590,6484.0,1056000.0
2003-04-11,6490,6490,6010,6050,1740,6389.0,1056000.0
2003-04-14,6340,6340,5800,6180,1050,6526.0,1056000.0
2003-04-15,6140,6300,5950,6200,3510,6547.0,1056000.0
2003-04-16,6140,6290,5980,6190,1000,6537.0,1056000.0
2003-04-17,6100,6250,6000,6160,1740,6505.0,1056000.0
2003-04-18,6290,6290,6030,6150,2100,6494.0,1056000.0
2003-04-21,6150,6150,5900,5960,5710,6294.0,1056000.0
2003-04-22,5810,6100,5810,6090,1790,6431.0,1056000.0
2003-04-23,6030,6350,6030,6170,3700,6516.0,1056000.0
2003-04-24,6170,6200,5900,5900,1390,6230.0,1056000.0
2003-04-25,5760,5900,5700,5900,4960,6230.0,1056000.0
2003-04-28,6000,6000,5970,5970,100,6304.0,1056000.0
2003-04-29,5720,6180,5720,6140,690,6484.0,1056000.0
2003-04-30,6180,6180,6010,6170,820,6516.0,1056000.0
2003-05-02,6000,6160,6000,6140,1980,6484.0,1056000.0
2003-05-06,6020,6230,6020,6140,910,6484.0,1056000.0
2003-05-07,6000,6230,6000,6180,1160,6526.0,1056000.0
2003-05-09,6100,6200,6100,6180,1200,6526.0,1056000.0
2003-05-12,6150,6300,6150,6290,3690,6642.0,1056000.0
2003-05-13,6230,6350,6140,6270,1600,6621.0,1056000.0
2003-05-14,6340,6340,6140,6160,2020,6505.0,1056000.0
2003-05-15,6050,6450,6050,6450,6800,6811.0,1056000.0
2003-05-16,6370,6800,6370,6740,4028,7117.0,1056000.0
2003-05-19,6790,7630,6790,7280,33970,7688.0,1056000.0
2003-05-20,7270,7270,6700,6940,9750,7329.0,1056000.0
2003-05-21,7130,7130,6740,6740,10040,7117.0,1056000.0
2003-05-22,6630,7090,6630,6880,6120,7265.0,1056000.0
2003-05-23,6830,7750,6830,7350,18730,7762.0,1056000.0
2003-05-26,7250,7490,7150,7430,5350,7846.0,1056000.0
2003-05-27,7220,7450,7100,7340,3330,7751.0,1056000.0
2003-05-28,7490,7490,7320,7350,650,7762.0,1056000.0
2003-05-29,7150,7340,6830,7200,6400,7603.0,1056000.0
2003-05-30,7050,7180,6760,6760,4638,7139.0,1056000.0
2003-06-02,6760,7230,6760,7090,330,7487.0,1056000.0
2003-06-03,6980,7100,6550,6900,3390,7286.0,1056000.0
2003-06-04,6980,6980,6700,6900,720,7286.0,1056000.0
2003-06-05,6900,7200,6900,7090,4320,7487.0,1056000.0
2003-06-09,7010,7100,6650,6860,2000,7244.0,1056000.0
2003-06-10,7200,7200,6700,6810,3375,7191.0,1056000.0
2003-06-11,7000,7000,6700,6970,720,7360.0,1056000.0
2003-06-12,6990,7120,6700,6870,8810,7255.0,1056000.0
2003-06-13,6820,6940,6760,6920,4090,7308.0,1056000.0
2003-06-16,6810,7000,6810,6910,8350,7297.0,1056000.0
2003-06-17,7030,7100,6760,6990,7200,7381.0,1056000.0
2003-06-18,6860,6980,6860,6940,870,7329.0,1056000.0
2003-06-19,6860,6950,6850,6920,1980,7308.0,1056000.0
2003-06-20,6860,7040,6800,6940,4920,7329.0,1056000.0
2003-06-23,6850,6850,6760,6850,2030,7234.0,1056000.0
2003-06-24,6530,7000,6530,6560,3250,6927.0,1056000.0
2003-06-25,6820,6820,6560,6700,3280,7075.0,1056000.0
2003-06-26,6560,6740,6550,6740,1240,7117.0,1056000.0
2003-06-27,6780,6800,6650,6780,1220,7160.0,1056000.0
2003-06-30,6700,6900,6700,6900,2780,7286.0,1056000.0
2003-07-01,6750,7240,6750,7010,5164,7403.0,1056000.0
2003-07-02,7050,7200,6950,7010,4306,7403.0,1056000.0
2003-07-03,7200,7200,6900,6900,3270,7286.0,1056000.0
2003-07-04,6900,7320,6850,7320,9330,7730.0,1056000.0
2003-07-07,7150,7300,7100,7290,1074,7698.0,1056000.0
2003-07-08,7300,7300,6900,6990,3766,7381.0,1056000.0
2003-07-09,7000,7000,6880,6900,2730,7286.0,1056000.0
2003-07-10,6860,6990,6850,6860,2300,7244.0,1056000.0
2003-07-11,6860,7000,6860,6980,1580,7371.0,1056000.0
2003-07-14,6900,7000,6880,6880,1570,7265.0,1056000.0
2003-07-15,6880,7000,6870,6980,1020,7371.0,1056000.0
2003-07-16,6880,7340,6880,7000,1900,7392.0,1056000.0
2003-07-18,6850,7000,6780,6990,3000,7381.0,1056000.0
2003-07-21,6890,6980,6710,6940,1240,7329.0,1056000.0
2003-07-22,6900,6900,6900,6900,20,7286.0,1056000.0
2003-07-23,6900,6900,6900,6900,440,7286.0,1056000.0
2003-07-24,6710,6990,6710,6990,380,7381.0,1056000.0
2003-07-25,6950,6950,6950,6950,300,7339.0,1056000.0
2003-07-28,6850,6980,6850,6980,20,7371.0,1056000.0
2003-07-29,6810,7230,6810,7190,3220,7593.0,1056000.0
2003-07-30,7230,7330,7150,7330,2570,7740.0,1056000.0
2003-07-31,7220,7440,7200,7440,3510,7857.0,1056000.0
2003-08-01,7330,7500,7200,7440,3470,7857.0,1056000.0
2003-08-04,7400,7440,7110,7380,2360,7793.0,1056000.0
2003-08-05,7400,7400,7250,7390,920,7804.0,1056000.0
2003-08-06,7400,7400,7180,7380,1240,7793.0,1056000.0
2003-08-07,7270,7380,7100,7150,790,7550.0,1056000.0
2003-08-08,7210,7350,7200,7310,1170,7719.0,1056000.0
2003-08-11,7200,7380,7150,7300,980,7709.0,1056000.0
2003-08-12,7300,7450,7270,7450,2780,7867.0,1056000.0
2003-08-13,7550,7830,7460,7620,7710,8047.0,1056000.0
2003-08-14,7700,7810,7580,7730,4010,8163.0,1056000.0
2003-08-18,7850,7850,7620,7850,3944,8290.0,1056000.0
2003-08-19,7900,8000,7700,7800,4820,8237.0,1056000.0
2003-08-20,7900,7900,7730,7840,220,8279.0,1056000.0
2003-08-21,7720,7900,7650,7850,1860,8290.0,1056000.0
2003-08-22,7960,7960,7700,7820,1320,8258.0,1056000.0
2003-08-25,7880,7880,7740,7830,3170,8268.0,1056000.0
2003-08-26,7830,7930,7800,7850,380,8290.0,1056000.0
2003-08-27,7990,8100,7700,8000,7740,8448.0,1056000.0
2003-08-28,7820,8080,7820,8070,500,8522.0,1056000.0
2003-08-29,7910,8100,7910,8080,2383,8532.0,1056000.0
2003-09-01,8000,8000,7850,7900,1300,8342.0,1056000.0
2003-09-02,7900,8090,7720,8090,1910,8543.0,1056000.0
2003-09-03,7990,8080,7710,7730,6610,8163.0,1056000.0
2003-09-04,7850,7850,7850,7850,10,8290.0,1056000.0
2003-09-05,8010,8010,7640,7930,7500,8374.0,1056000.0
2003-09-08,7970,7970,7700,7900,850,8342.0,1056000.0
2003-09-09,7700,7990,7670,7950,1600,8395.0,1056000.0
2003-09-15,8190,8190,7750,7870,5880,8311.0,1056000.0
2003-09-16,7800,8010,7600,7600,4300,8026.0,1056000.0
2003-09-17,7870,7870,7530,7530,4020,7952.0,1056000.0
2003-09-18,7480,7740,7410,7410,2040,7825.0,1056000.0
2003-09-19,7590,7590,7210,7500,3860,7920.0,1056000.0
2003-09-22,7390,7500,7200,7200,2950,7603.0,1056000.0
2003-09-23,6850,7400,6850,7400,710,7814.0,1056000.0
2003-09-24,7290,7540,7000,7100,1750,7498.0,1056000.0
2003-09-25,7000,7000,6600,6890,1180,7276.0,1056000.0
2003-09-26,6830,6830,6400,6580,3180,6948.0,1056000.0
2003-09-29,6480,6710,6480,6500,1050,6864.0,1056000.0
2003-09-30,6460,7450,6460,7370,420,7783.0,1056000.0
2003-10-01,7220,7440,7140,7440,1420,7857.0,1056000.0
2003-10-02,7430,7430,7100,7300,400,7709.0,1056000.0
2003-10-06,7400,7400,7000,7400,260,7814.0,1056000.0
2003-10-07,7400,7400,6900,7300,210,7709.0,1056000.0
2003-10-08,7190,7230,6560,6900,1420,7286.0,1056000.0
2003-10-09,6800,7100,6600,6920,900,7308.0,1056000.0
2003-10-10,7260,7260,6460,6700,3920,7075.0,1056000.0
2003-10-13,6800,6800,6440,6690,1050,7065.0,1056000.0
2003-10-14,6590,6740,6020,6270,5836,6621.0,1056000.0
2003-10-15,6200,6670,6200,6650,3750,7022.0,1056000.0
2003-10-16,6390,6780,6370,6580,3680,6948.0,1056000.0
2003-10-17,6500,6500,6360,6400,300,6758.0,1056000.0
2003-10-20,6400,6610,6400,6500,840,6864.0,1056000.0
2003-10-21,6330,6610,6330,6600,410,6970.0,1056000.0
2003-10-22,6550,6550,6120,6500,2170,6864.0,1056000.0
2003-10-23,6680,6680,6400,6400,1630,6758.0,1056000.0
2003-10-24,6310,6540,6300,6540,1560,6906.0,1056000.0
2003-10-27,6620,6620,6400,6400,510,6758.0,1056000.0
2003-10-28,6350,6740,6350,6540,590,6906.0,1056000.0
2003-10-29,6400,6590,6320,6590,1330,6959.0,1056000.0
2003-10-30,6490,6650,6490,6500,2270,6864.0,1056000.0
2003-10-31,6450,6530,6450,6460,1080,6822.0,1056000.0
2003-11-03,6760,6760,6460,6700,1080,7075.0,1056000.0
2003-11-04,6510,6840,6510,6840,190,7223.0,1056000.0
2003-11-05,6870,6870,6650,6650,320,7022.0,1056000.0
2003-11-06,6840,6850,6560,6850,14980,7234.0,1056000.0
2003-11-07,6400,6850,6400,6850,470,7234.0,1056000.0
2003-11-10,6750,6780,6500,6550,2670,6917.0,1056000.0
2003-11-11,6450,6690,6450,6600,530,6970.0,1056000.0
2003-11-12,6500,6790,6500,6740,1030,7117.0,1056000.0
2003-11-13,6500,7750,6500,6730,19304,7107.0,1056000.0
2003-11-14,6620,6880,6600,6870,4220,7255.0,1056000.0
2003-11-17,6800,6910,6800,6880,6180,7265.0,1056000.0
2003-11-18,6780,6950,6780,6850,1460,7234.0,1056000.0
2003-11-19,6810,6980,6750,6800,2110,7181.0,1056000.0
2003-11-20,6800,6940,6800,6800,610,7181.0,1056000.0
2003-11-21,6800,6800,6800,6800,0,7181.0,1056000.0
2003-11-24,6700,6900,6700,6750,730,7128.0,1056000.0
2003-11-25,6800,6800,6730,6800,1230,7181.0,1056000.0
2003-11-26,6800,6990,6800,6890,830,7276.0,1056000.0
2003-11-27,6790,6790,6770,6790,510,7170.0,1056000.0
2003-11-28,6790,6790,6780,6780,390,7160.0,1056000.0
2003-12-01,6800,7690,6700,7690,3150,8121.0,1056000.0
2003-12-02,7280,7280,7280,7280,160,7688.0,1056000.0
2003-12-03,7200,7200,6750,7060,1490,7455.0,1056000.0
2003-12-04,7050,7050,6900,7050,230,7445.0,1056000.0
2003-12-05,7000,7340,7000,7280,650,7688.0,1056000.0
2003-12-08,6950,7190,6950,7190,180,7593.0,1056000.0
2003-12-09,7260,7260,7260,7260,200,7667.0,1056000.0
2003-12-10,7450,7450,7000,7270,60,7677.0,1056000.0
2003-12-11,7440,7440,7000,7100,950,7498.0,1056000.0
2003-12-12,7400,7400,7110,7380,50,7793.0,1056000.0
2003-12-15,7380,8100,6950,7730,41080,8163.0,1056000.0
2003-12-16,8120,8120,7630,7760,15820,8195.0,1056000.0
2003-12-17,7900,7900,7630,7700,4000,8131.0,1056000.0
2003-12-18,7610,7800,7610,7640,3580,8068.0,1056000.0
2003-12-19,7600,7760,7600,7620,4260,8047.0,1056000.0
2003-12-22,7630,7850,7550,7680,2570,8110.0,1056000.0
2003-12-23,7560,7740,7550,7550,9400,7973.0,1056000.0
2003-12-24,7440,7700,7440,7550,5720,7973.0,1056000.0
2003-12-26,7540,7660,7520,7600,11270,8026.0,1056000.0
2003-12-29,7400,7400,6800,6820,1950,7202.0,1056000.0
2003-12-30,6720,6870,6580,6640,4150,7012.0,1056000.0
2004-01-02,6520,6640,6510,6640,4310,7012.0,1056000.0
2004-01-05,6640,6640,6520,6580,3000,6948.0,1056000.0
2004-01-06,6520,6600,6490,6510,2240,6875.0,1056000.0
2004-01-07,6700,6880,6500,6550,883,6917.0,1056000.0
2004-01-08,6460,6650,6460,6570,3120,6938.0,1056000.0
2004-01-09,6400,6820,6400,6820,590,7202.0,1056000.0
2004-01-12,6720,6730,6550,6700,250,7075.0,1056000.0
2004-01-13,6500,6750,6500,6510,1280,6875.0,1056000.0
2004-01-14,6440,6570,6440,6550,960,6917.0,1056000.0
2004-01-15,6510,6690,6450,6660,1694,7033.0,1056000.0
2004-01-16,6510,6780,6510,6700,1640,7075.0,1056000.0
2004-01-19,6620,6790,6400,6400,3570,6758.0,1056000.0
2004-01-20,6440,6620,6440,6570,580,6938.0,1056000.0
2004-01-26,6460,6570,6460,6500,890,6864.0,1056000.0
2004-01-27,6400,6540,6400,6520,1530,6885.0,1056000.0
2004-01-28,6440,6500,6380,6500,960,6864.0,1056000.0
2004-01-29,6400,6600,6360,6480,1590,6843.0,1056000.0
2004-01-30,6410,6470,6340,6470,2350,6832.0,1056000.0
2004-02-02,6400,6450,6380,6450,325,6811.0,1056000.0
2004-02-03,6500,6500,6250,6440,2660,6801.0,1056000.0
2004-02-04,6220,6380,6200,6380,2230,6737.0,1056000.0
2004-02-05,6580,6580,6220,6320,1130,6674.0,1056000.0
2004-02-06,6230,6310,6140,6210,3430,6558.0,1056000.0
2004-02-09,6140,6320,6080,6320,1970,6674.0,1056000.0
2004-02-10,6280,6320,6250,6320,2590,6674.0,1056000.0
2004-02-11,6260,6480,6250,6480,960,6843.0,1056000.0
2004-02-12,6480,6600,6350,6530,3910,6896.0,1056000.0
2004-02-13,6330,6470,6330,6330,290,6684.0,1056000.0
2004-02-16,6350,6800,6150,6680,4450,7054.0,1056000.0
2004-02-17,6680,6680,6260,6400,1100,6758.0,1056000.0
2004-02-18,6550,6550,6250,6490,770,6853.0,1056000.0
2004-02-19,6500,6500,6260,6500,880,6864.0,1056000.0
2004-02-20,6310,6370,6270,6280,1540,6632.0,1056000.0
2004-02-23,6250,7220,6250,6700,32410,7075.0,1056000.0
2004-02-24,6700,6700,6450,6560,5430,6927.0,1056000.0
2004-02-25,6750,6750,6530,6620,4600,6991.0,1056000.0
2004-02-26,6860,6860,6600,6850,5830,7234.0,1056000.0
2004-02-27,6850,6880,6670,6840,650,7223.0,1056000.0
2004-03-02,6720,6980,6720,6800,2350,7181.0,1056000.0
2004-03-03,6790,6800,6670,6690,3470,7065.0,1056000.0
2004-03-04,6660,6840,6660,6700,996,7075.0,1056000.0
2004-03-05,6670,6790,6670,6760,1150,7139.0,1056000.0
2004-03-08,6940,6950,6750,6780,4310,7160.0,1056000.0
2004-03-09,6760,7600,6760,6860,1910,7244.0,1056000.0
2004-03-10,6780,6960,6770,6930,70,7318.0,1056000.0
2004-03-11,6800,7090,6800,6900,340,7286.0,1056000.0
2004-03-12,6820,7150,6450,6600,6800,6970.0,1056000.0
2004-03-15,6520,7000,6500,6700,2040,7075.0,1056000.0
2004-03-16,6530,6890,6530,6820,460,7202.0,1056000.0
2004-03-17,6710,6840,6650,6820,1930,7202.0,1056000.0
2004-03-18,6820,6850,6710,6710,4320,7086.0,1056000.0
2004-03-19,6810,6810,6670,6780,320,7160.0,1056000.0
2004-03-22,6660,6830,6660,6810,5637,7191.0,1056000.0
2004-03-23,6770,6770,6640,6770,500,7149.0,1056000.0
2004-03-24,6770,6780,6510,6740,5070,7117.0,1056000.0
2004-03-25,6720,6720,6720,6720,50,7096.0,1056000.0
2004-03-26,6770,6770,6620,6710,330,7086.0,1056000.0
2004-03-29,6600,6760,6430,6700,3510,7075.0,1056000.0
2004-03-30,6620,6760,6600,6700,1690,7075.0,1056000.0
2004-03-31,6770,6770,6600,6680,1430,7054.0,1056000.0
2004-04-01,6570,6700,6570,6700,170,7075.0,1056000.0
2004-04-02,6740,6740,6650,6700,2690,7075.0,1056000.0
2004-04-06,6710,7300,6710,6950,5580,7339.0,1056000.0
2004-04-07,6800,7000,6800,6990,2230,7381.0,1056000.0
2004-04-08,6800,6990,6800,6990,1090,7381.0,1056000.0
2004-04-09,6950,6950,6900,6940,700,7329.0,1056000.0
2004-04-12,6830,6950,6760,6920,6850,7308.0,1056000.0
2004-04-13,6980,6990,6790,6930,5270,7318.0,1056000.0
2004-04-14,7090,7090,6810,7000,250,7392.0,1056000.0
2004-04-16,6770,6940,6690,6900,4640,7286.0,1056000.0
2004-04-19,6900,7240,6880,7090,6570,7487.0,1056000.0
2004-04-20,6950,7320,6950,7150,4510,7550.0,1056000.0
2004-04-21,7290,7290,7170,7240,1210,7645.0,1056000.0
2004-04-22,7200,7450,7200,7400,1430,7814.0,1056000.0
2004-04-23,7350,7500,7300,7460,2730,7878.0,1056000.0
2004-04-26,7530,7950,7500,7500,2550,7920.0,1056000.0
2004-04-27,7760,7760,7500,7500,520,7920.0,1056000.0
2004-04-28,7360,7480,7230,7470,630,7888.0,1056000.0
2004-04-29,7260,7460,7010,7230,6120,7635.0,1056000.0
2004-04-30,6970,7210,6930,7000,3270,7392.0,1056000.0
2004-05-03,7000,7200,6900,6900,2610,7286.0,1056000.0
2004-05-04,7100,7150,6560,7150,2360,7550.0,1056000.0
2004-05-06,6850,6980,6810,6900,8430,7286.0,1056000.0
2004-05-07,6800,6900,6800,6900,850,7286.0,1056000.0
2004-05-10,6700,6800,6470,6690,4770,7065.0,1056000.0
2004-05-11,6600,6700,5720,6700,1291,7075.0,1056000.0
2004-05-12,6420,7170,6420,6800,2720,7181.0,1056000.0
2004-05-13,6560,6710,6350,6610,8250,6980.0,1056000.0
2004-05-14,6450,6610,6380,6610,2592,6980.0,1056000.0
2004-05-17,6500,6500,6250,6490,360,6853.0,1056000.0
2004-05-18,6490,6500,6290,6470,1480,6832.0,1056000.0
2004-05-19,6200,6450,6020,6260,10890,6611.0,1056000.0
2004-05-20,6270,6400,6150,6150,3240,6494.0,1056000.0
2004-05-21,6060,6370,6060,6250,508,6600.0,1056000.0
2004-05-24,6210,6390,6210,6290,1280,6642.0,1056000.0
2004-05-25,6250,6300,6230,6300,990,6653.0,1056000.0
2004-05-27,6350,6490,6240,6370,1350,6727.0,1056000.0
2004-05-28,6250,6360,6250,6270,12690,6621.0,1056000.0
2004-05-31,6280,6280,6230,6230,160,6579.0,1056000.0
2004-06-01,6200,6230,6200,6220,550,6568.0,1056000.0
2004-06-02,6170,6270,6170,6270,4430,6621.0,1056000.0
2004-06-03,6260,6490,6200,6430,1370,6790.0,1056000.0
2004-06-04,6200,6350,6200,6350,1600,6706.0,1056000.0
2004-06-07,6440,6440,6280,6420,1160,6780.0,1056000.0
2004-06-08,6350,6410,6270,6280,590,6632.0,1056000.0
2004-06-09,6270,6380,6270,6350,1300,6706.0,1056000.0
2004-06-10,6350,6350,6180,6190,290,6537.0,1056000.0
2004-06-11,6290,6290,6080,6280,1180,6632.0,1056000.0
2004-06-14,6280,6280,6280,6280,240,6632.0,1056000.0
2004-06-15,6200,6270,6000,6270,520,6621.0,1056000.0
2004-06-16,6010,6270,6010,6270,140,6621.0,1056000.0
2004-06-17,6290,6290,6290,6290,10,6642.0,1056000.0
2004-06-18,6050,6050,6050,6050,50,6389.0,1056000.0
2004-06-21,6050,6390,6050,6380,820,6737.0,1056000.0
2004-06-22,6380,6380,6380,6380,130,6737.0,1056000.0
2004-06-23,6210,6210,6090,6200,170,6547.0,1056000.0
2004-06-24,6300,6300,6070,6100,620,6442.0,1056000.0
2004-06-25,6080,6290,6080,6110,580,6452.0,1056000.0
2004-06-28,6110,6250,5930,5930,550,6262.0,1056000.0
