주연테크(044380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-06-20,590,664,557,665,12467164,32175.0,42900000.0
2012-06-21,674,741,656,679,12921055,32861.0,42900000.0
2012-06-22,682,713,642,677,8867694,32776.0,42900000.0
2012-06-25,676,773,647,670,16976512,32432.0,42900000.0
2012-06-26,663,700,609,623,8439371,30159.0,42900000.0
2012-06-27,629,638,598,603,4123673,29172.0,42900000.0
2012-06-28,611,623,576,584,3075285,28271.0,42900000.0
2012-06-29,586,602,573,588,2797087,28443.0,42900000.0
2012-07-02,592,602,583,593,1915130,28700.0,42900000.0
2012-07-03,593,681,593,682,12423285,32990.0,42900000.0
2012-07-04,700,711,632,654,8020060,31660.0,42900000.0
2012-07-05,647,708,643,656,7265908,31746.0,42900000.0
2012-07-06,656,689,595,610,8302751,29515.0,42900000.0
2012-07-09,623,646,602,621,1735901,30073.0,42900000.0
2012-07-10,621,627,585,591,1918010,28614.0,42900000.0
2012-07-11,591,591,540,542,2299250,26255.0,42900000.0
2012-07-12,524,576,514,551,3184906,26684.0,42900000.0
2012-07-13,550,551,522,532,1480882,25740.0,42900000.0
2012-07-16,526,553,524,533,1098887,25783.0,42900000.0
2012-07-17,535,593,535,549,2706031,26598.0,42900000.0
2012-07-18,549,561,518,520,1124966,25182.0,42900000.0
2012-07-19,520,534,514,521,1011363,25225.0,42900000.0
2012-07-20,515,544,515,525,760181,25397.0,42900000.0
2012-07-23,524,560,524,536,1330843,25954.0,42900000.0
2012-07-24,537,557,510,530,1092337,25654.0,42900000.0
2012-07-25,529,529,468,475,1057961,22994.0,42900000.0
2012-07-26,487,492,475,480,575121,23252.0,42900000.0
2012-07-27,485,527,483,515,662896,24925.0,42900000.0
2012-07-30,523,531,515,529,541243,25611.0,42900000.0
2012-07-31,529,541,527,532,540298,25740.0,42900000.0
2012-08-01,533,540,529,534,349004,25826.0,42900000.0
2012-08-02,539,574,527,549,1283222,26555.0,42900000.0
2012-08-03,560,601,554,561,2570912,27156.0,42900000.0
2012-08-06,564,576,552,555,783674,26855.0,42900000.0
2012-08-07,566,567,552,557,735006,26941.0,42900000.0
2012-08-08,562,575,556,557,625761,26941.0,42900000.0
2012-08-09,559,562,540,548,614290,26512.0,42900000.0
2012-08-10,547,574,547,550,442610,26641.0,42900000.0
2012-08-13,550,567,532,538,418104,26040.0,42900000.0
2012-08-14,538,546,533,542,580288,26212.0,42900000.0
2012-08-16,540,544,535,544,350135,26341.0,42900000.0
2012-08-17,546,621,545,588,5168162,28486.0,42900000.0
2012-08-20,592,606,566,583,1468608,28228.0,42900000.0
2012-08-21,602,670,602,670,2205809,32432.0,42900000.0
2012-08-22,770,770,641,643,12175508,31145.0,42900000.0
2012-08-23,638,639,595,604,4858488,29258.0,42900000.0
2012-08-24,605,628,583,601,2692664,29086.0,42900000.0
2012-08-27,609,651,600,647,3805597,31317.0,42900000.0
2012-08-28,646,651,611,627,1956675,30373.0,42900000.0
2012-08-29,625,642,611,640,1411240,30974.0,42900000.0
2012-08-30,650,654,611,627,1278713,30373.0,42900000.0
2012-08-31,622,697,622,685,4100632,33162.0,42900000.0
2012-09-03,691,787,670,787,3517627,38095.0,42900000.0
2012-09-04,828,904,797,904,3546842,43758.0,42900000.0
2012-09-05,974,1036,926,1019,14295270,49335.0,42900000.0
2012-09-06,1001,1067,961,1064,14710861,51480.0,42900000.0
2012-09-07,1072,1072,983,1050,6139943,50836.0,42900000.0
2012-09-10,1032,1205,970,1205,11178983,58344.0,42900000.0
2012-09-11,1209,1373,1196,1223,9843663,59202.0,42900000.0
2012-09-12,1178,1329,1152,1245,8796175,60274.0,42900000.0
2012-09-13,1240,1262,1090,1117,6367646,54054.0,42900000.0
2012-09-14,1098,1169,1076,1170,4290016,56628.0,42900000.0
2012-09-17,1152,1262,1094,1170,3398696,56628.0,42900000.0
2012-09-18,1152,1223,1107,1170,1959770,56628.0,42900000.0
2012-09-19,1147,1254,1130,1148,3142745,55556.0,42900000.0
2012-09-20,1147,1223,1116,1210,3058598,58558.0,42900000.0
2012-09-21,1200,1285,1032,1033,6100294,49978.0,42900000.0
2012-09-24,1001,1067,997,1006,1548973,48692.0,42900000.0
2012-09-25,1001,1023,855,855,4137647,41398.0,42900000.0
2012-09-26,816,939,814,886,3534405,42900.0,42900000.0
2012-09-27,930,961,904,926,2074636,44830.0,42900000.0
2012-09-28,921,997,917,948,1703743,45903.0,42900000.0
2012-10-02,966,966,912,939,892092,45474.0,42900000.0
2012-10-04,935,979,870,931,2510737,45045.0,42900000.0
2012-10-05,935,939,873,874,1710660,42299.0,42900000.0
2012-10-08,895,899,872,877,936494,42471.0,42900000.0
2012-10-09,866,890,841,849,1441282,41098.0,42900000.0
2012-10-10,847,849,793,815,1523656,39468.0,42900000.0
2012-10-11,850,885,816,844,1653062,40841.0,42900000.0
2012-10-12,835,912,815,860,1751490,41613.0,42900000.0
2012-10-15,859,988,859,988,5324138,47834.0,42900000.0
2012-10-16,1134,1134,1134,1134,399845,54912.0,42900000.0
2012-10-17,1240,1254,1081,1165,17811767,56414.0,42900000.0
2012-10-18,1152,1187,992,997,8170970,48262.0,42900000.0
2012-10-19,1001,1019,881,935,5911874,45260.0,42900000.0
2012-10-22,869,957,869,931,2687520,45045.0,42900000.0
2012-10-23,921,970,908,926,2642099,44830.0,42900000.0
2012-10-24,886,1063,880,1064,4724304,51480.0,42900000.0
2012-10-25,1116,1134,952,993,8728870,48048.0,42900000.0
2012-10-26,997,1036,886,931,4970580,45045.0,42900000.0
2012-10-29,930,1067,917,984,14191546,47619.0,42900000.0
2012-10-30,992,1121,970,1081,9317992,52338.0,42900000.0
2012-10-31,1081,1116,1028,1095,5199893,52982.0,42900000.0
2012-11-01,1081,1254,1050,1143,10618897,55341.0,42900000.0
2012-11-02,1143,1218,1116,1183,5123859,57272.0,42900000.0
2012-11-05,1192,1245,1134,1143,3569425,55341.0,42900000.0
2012-11-06,1125,1130,1067,1108,3337340,53625.0,42900000.0
2012-11-07,1107,1112,1028,1103,3306523,53410.0,42900000.0
2012-11-08,1072,1200,1054,1121,8255143,54268.0,42900000.0
2012-11-09,1103,1183,1067,1183,3014657,57272.0,42900000.0
2012-11-12,1183,1218,1112,1134,2925447,54912.0,42900000.0
2012-11-13,1107,1130,1005,1019,3731885,49335.0,42900000.0
2012-11-14,1019,1054,983,1019,2225486,49335.0,42900000.0
2012-11-15,983,1023,939,939,1931844,45474.0,42900000.0
2012-11-16,930,1036,850,879,2785254,42557.0,42900000.0
2012-11-19,908,992,899,962,1585007,46546.0,42900000.0
2012-11-20,966,1014,943,953,1996891,46118.0,42900000.0
2012-11-21,943,961,890,926,1179163,44830.0,42900000.0
2012-11-22,930,974,908,926,1117141,44830.0,42900000.0
2012-11-23,926,939,886,913,678880,44187.0,42900000.0
2012-11-26,908,966,884,944,2111085,45688.0,42900000.0
2012-11-27,935,948,890,904,1063097,43758.0,42900000.0
2012-11-28,904,917,882,891,940130,43114.0,42900000.0
2012-11-29,899,948,895,926,1940642,44830.0,42900000.0
2012-11-30,926,935,835,851,1874404,41184.0,42900000.0
2012-12-03,912,974,877,935,7256947,45260.0,42900000.0
2012-12-04,886,966,852,861,4893156,41699.0,42900000.0
2012-12-05,912,935,818,832,3968522,40283.0,42900000.0
2012-12-06,832,832,708,708,4455591,34277.0,42900000.0
2012-12-07,708,711,615,627,3872072,30330.0,42900000.0
2012-12-10,617,634,568,588,1961658,28486.0,42900000.0
2012-12-11,598,600,540,549,1608448,26598.0,42900000.0
2012-12-12,541,576,523,559,1827660,27070.0,42900000.0
2012-12-13,551,573,545,550,1216313,26641.0,42900000.0
2012-12-14,545,570,545,552,1063469,26727.0,42900000.0
2012-12-17,561,561,493,497,1345811,24067.0,42900000.0
2012-12-18,483,494,464,464,1561525,22480.0,42900000.0
2012-12-20,461,515,460,497,2160456,24067.0,42900000.0
2012-12-21,507,515,474,474,1087928,22952.0,42900000.0
2012-12-24,478,484,461,467,917343,22608.0,42900000.0
2012-12-26,478,537,475,537,1155225,25997.0,42900000.0
2012-12-27,611,616,572,617,2216915,29858.0,42900000.0
2012-12-28,639,709,629,709,9928403,34320.0,42900000.0
2013-01-02,750,815,729,815,5418830,39468.0,42900000.0
2013-01-03,886,930,841,922,9877412,44616.0,42900000.0
2013-01-04,886,943,827,913,12117714,44187.0,42900000.0
2013-01-07,935,939,817,838,7553549,40583.0,42900000.0
2013-01-08,826,866,789,841,8492790,40712.0,42900000.0
2013-01-09,835,860,809,817,7117214,39554.0,42900000.0
2013-01-10,837,840,795,815,2943664,39468.0,42900000.0
2013-01-11,821,847,811,820,3965029,39682.0,42900000.0
2013-01-14,825,826,769,769,2406467,37237.0,42900000.0
2013-01-15,763,795,741,746,1968791,36122.0,42900000.0
2013-01-16,762,857,748,858,9385743,41527.0,42900000.0
2013-01-17,886,886,781,806,6120356,38996.0,42900000.0
2013-01-18,810,926,802,926,5602741,44830.0,42900000.0
2013-01-21,983,1063,952,1064,8723929,51480.0,42900000.0
2013-01-22,1125,1223,1032,1046,14628005,50622.0,42900000.0
2013-01-23,1063,1098,1028,1068,7950103,51694.0,42900000.0
2013-01-24,1050,1152,988,1002,11671037,48477.0,42900000.0
2013-01-25,1005,1050,979,1028,3662660,49764.0,42900000.0
2013-01-28,1076,1081,988,1002,3554351,48477.0,42900000.0
2013-01-29,1005,1059,930,1024,6529397,49550.0,42900000.0
2013-01-30,1032,1130,974,1002,9114865,48477.0,42900000.0
2013-01-31,992,1032,988,1006,2754933,48692.0,42900000.0
2013-02-01,997,1001,957,957,1700411,46332.0,42900000.0
2013-02-04,979,979,868,869,3220035,42085.0,42900000.0
2013-02-05,869,957,824,904,6666156,43758.0,42900000.0
2013-02-06,899,926,880,885,2343691,42814.0,42900000.0
2013-02-07,881,912,843,859,2651671,41570.0,42900000.0
2013-02-08,857,890,841,873,1578127,42256.0,42900000.0
2013-02-12,890,899,863,871,1916185,42171.0,42900000.0
2013-02-13,881,884,865,877,1042524,42471.0,42900000.0
2013-02-14,917,939,884,895,3393421,43329.0,42900000.0
2013-02-15,890,908,880,908,1516802,43972.0,42900000.0
2013-02-18,908,1019,886,944,8904009,45688.0,42900000.0
2013-02-19,957,1081,935,975,14106136,47190.0,42900000.0
2013-02-20,992,1036,957,984,7636780,47619.0,42900000.0
2013-02-21,952,974,870,900,5365434,43544.0,42900000.0
2013-02-22,872,908,869,882,2330293,42686.0,42900000.0
2013-02-25,874,970,874,891,4842451,43114.0,42900000.0
2013-02-26,890,921,870,876,1857256,42385.0,42900000.0
2013-02-27,880,904,874,891,1178596,43114.0,42900000.0
2013-02-28,890,908,885,900,921985,43544.0,42900000.0
2013-03-04,890,930,882,926,2555738,44830.0,42900000.0
2013-03-05,930,943,895,895,2321704,43329.0,42900000.0
2013-03-06,899,939,885,908,3156444,43972.0,42900000.0
2013-03-07,908,912,877,883,1417526,42728.0,42900000.0
2013-03-08,881,890,879,881,707784,42643.0,42900000.0
2013-03-11,882,886,830,854,1064800,41356.0,42900000.0
2013-03-12,851,884,851,860,814995,41613.0,42900000.0
2013-03-13,859,881,850,861,894403,41656.0,42900000.0
2013-03-14,858,869,846,859,663710,41570.0,42900000.0
2013-03-15,851,870,851,857,643783,41484.0,42900000.0
2013-03-18,859,881,853,856,625615,41441.0,42900000.0
2013-03-19,851,863,807,831,1332661,40240.0,42900000.0
2013-03-20,828,831,802,817,1166500,39554.0,42900000.0
2013-03-21,802,830,802,814,572162,39382.0,42900000.0
2013-03-22,813,827,800,803,475689,38867.0,42900000.0
2013-03-25,802,818,787,807,644584,39039.0,42900000.0
2013-03-26,806,806,791,802,328781,38824.0,42900000.0
2013-03-27,802,883,787,820,5275570,39682.0,42900000.0
2013-03-28,818,818,801,802,597710,38824.0,42900000.0
2013-03-29,806,806,793,799,582999,38696.0,42900000.0
2013-04-01,799,805,792,792,243448,38353.0,42900000.0
2013-04-02,797,797,740,760,881720,36765.0,42900000.0
2013-04-03,756,776,733,734,444789,35521.0,42900000.0
2013-04-04,736,802,720,744,1931404,36036.0,42900000.0
2013-04-05,744,753,709,733,381771,35478.0,42900000.0
2013-04-08,732,740,705,727,504488,35178.0,42900000.0
2013-04-09,686,726,686,727,520672,35178.0,42900000.0
2013-04-10,714,739,714,727,380322,35178.0,42900000.0
2013-04-11,738,756,722,727,634033,35178.0,42900000.0
2013-04-12,732,752,728,729,243031,35264.0,42900000.0
2013-04-15,744,744,719,744,330369,35993.0,42900000.0
2013-04-16,737,743,731,737,214393,35650.0,42900000.0
2013-04-17,747,813,724,814,1211834,39382.0,42900000.0
2013-04-18,795,796,719,727,1975202,35178.0,42900000.0
2013-04-19,731,740,705,709,373183,34320.0,42900000.0
2013-04-22,716,717,683,683,504208,33076.0,42900000.0
2013-04-23,683,693,676,677,242384,32776.0,42900000.0
2013-04-24,682,703,672,680,569578,32904.0,42900000.0
2013-04-25,685,694,677,678,266423,32818.0,42900000.0
2013-04-26,678,685,658,662,413771,32046.0,42900000.0
2013-04-29,658,668,630,634,419775,30674.0,42900000.0
2013-04-30,640,672,631,643,591592,31102.0,42900000.0
2013-05-02,639,693,639,672,700150,32518.0,42900000.0
2013-05-03,664,678,663,672,279380,32518.0,42900000.0
2013-05-06,673,701,673,691,303047,33462.0,42900000.0
2013-05-07,698,698,683,684,194421,33119.0,42900000.0
2013-05-08,686,697,674,674,389728,32647.0,42900000.0
2013-05-09,684,689,675,690,251873,33376.0,42900000.0
2013-05-10,698,792,697,746,7539341,36122.0,42900000.0
2013-05-13,736,746,710,718,1204882,34749.0,42900000.0
2013-05-14,726,732,695,698,599450,33805.0,42900000.0
2013-05-15,698,705,684,691,447682,33462.0,42900000.0
2013-05-16,684,700,684,691,299386,33462.0,42900000.0
2013-05-20,708,708,689,690,318355,33419.0,42900000.0
2013-05-21,695,737,683,716,808471,34663.0,42900000.0
2013-05-22,740,740,701,709,466839,34320.0,42900000.0
2013-05-23,709,746,709,710,651273,34363.0,42900000.0
2013-05-24,719,721,709,714,236458,34577.0,42900000.0
2013-05-27,717,820,710,773,6829790,37409.0,42900000.0
2013-05-28,772,833,747,762,3116326,36894.0,42900000.0
2013-05-29,766,863,763,800,6945412,38739.0,42900000.0
2013-05-30,810,826,784,806,2234965,38996.0,42900000.0
2013-05-31,824,926,823,926,12180966,44830.0,42900000.0
2013-06-03,908,908,838,860,14956442,41613.0,42900000.0
2013-06-04,862,865,793,811,5116782,39254.0,42900000.0
2013-06-05,810,810,731,731,3377539,35392.0,42900000.0
2013-06-07,732,747,699,699,1701050,33848.0,42900000.0
2013-06-10,711,761,699,707,4257536,34234.0,42900000.0
2013-06-11,711,719,676,692,1942252,33505.0,42900000.0
2013-06-12,673,705,632,667,3100071,32304.0,42900000.0
2013-06-13,667,694,656,666,1434173,32261.0,42900000.0
2013-06-14,678,678,640,646,1480840,31274.0,42900000.0
2013-06-17,645,651,611,625,1254292,30244.0,42900000.0
2013-06-18,624,641,620,640,788846,30974.0,42900000.0
2013-06-19,651,651,632,637,473888,30845.0,42900000.0
2013-06-20,632,638,617,621,740431,30073.0,42900000.0
2013-06-21,602,602,571,599,877167,29000.0,42900000.0
2013-06-24,600,608,593,594,363821,28743.0,42900000.0
2013-06-25,584,592,524,535,907172,25912.0,42900000.0
2013-06-26,540,576,540,559,599485,27070.0,42900000.0
2013-06-27,564,584,564,573,481328,27713.0,42900000.0
2013-06-28,580,600,576,586,538114,28357.0,42900000.0
2013-07-01,579,620,578,603,719357,29172.0,42900000.0
2013-07-02,602,614,584,588,393010,28486.0,42900000.0
2013-07-03,606,614,581,591,472078,28614.0,42900000.0
2013-07-04,593,598,576,589,436165,28528.0,42900000.0
2013-07-05,587,596,584,596,325163,28872.0,42900000.0
2013-07-08,597,608,587,603,479583,29172.0,42900000.0
2013-07-09,611,614,588,595,406432,28786.0,42900000.0
2013-07-10,600,604,589,597,375213,28915.0,42900000.0
2013-07-11,598,627,597,627,862890,30330.0,42900000.0
2013-07-12,641,663,616,626,1907297,30287.0,42900000.0
2013-07-15,623,625,607,613,493782,29687.0,42900000.0
2013-07-16,613,622,606,612,276048,29644.0,42900000.0
2013-07-17,612,623,610,620,386893,29987.0,42900000.0
2013-07-18,620,660,620,637,1463678,30845.0,42900000.0
2013-07-19,647,647,624,627,409706,30373.0,42900000.0
2013-07-22,630,634,623,625,356048,30244.0,42900000.0
2013-07-23,625,633,621,626,387901,30287.0,42900000.0
2013-07-24,624,636,624,629,382912,30459.0,42900000.0
2013-07-25,635,636,617,621,451271,30073.0,42900000.0
2013-07-26,615,624,615,619,262907,29944.0,42900000.0
2013-07-29,620,624,604,604,322651,29258.0,42900000.0
2013-07-30,592,610,592,597,315826,28915.0,42900000.0
2013-07-31,602,611,589,609,238570,29472.0,42900000.0
2013-08-01,607,613,602,608,208075,29429.0,42900000.0
2013-08-02,607,623,605,623,151836,30159.0,42900000.0
2013-08-05,623,625,611,612,230861,29644.0,42900000.0
2013-08-06,611,618,593,604,467430,29258.0,42900000.0
2013-08-07,591,614,591,596,286437,28872.0,42900000.0
2013-08-08,596,605,593,596,214866,28872.0,42900000.0
2013-08-09,596,602,591,594,303923,28743.0,42900000.0
2013-08-12,594,596,584,584,245291,28271.0,42900000.0
2013-08-13,588,591,580,581,247862,28142.0,42900000.0
2013-08-14,585,602,582,603,379535,29172.0,42900000.0
2013-08-16,595,605,583,591,422218,28614.0,42900000.0
2013-08-19,597,597,579,581,272663,28100.0,42900000.0
2013-08-20,580,584,562,565,443351,27370.0,42900000.0
2013-08-21,559,569,538,546,520873,26426.0,42900000.0
2013-08-22,530,544,523,524,535312,25354.0,42900000.0
2013-08-23,524,553,524,541,423548,26169.0,42900000.0
2013-08-26,553,575,541,561,251745,27156.0,42900000.0
2013-08-27,561,571,545,547,168130,26469.0,42900000.0
2013-08-28,537,546,535,540,253783,26126.0,42900000.0
2013-08-29,538,548,537,537,172130,25997.0,42900000.0
2013-08-30,538,555,537,540,151266,26126.0,42900000.0
2013-09-02,543,549,539,542,127660,26255.0,42900000.0
2013-09-03,542,549,542,549,127656,26555.0,42900000.0
2013-09-04,545,562,545,557,158129,26984.0,42900000.0
2013-09-05,550,611,550,576,2376540,27885.0,42900000.0
2013-09-06,591,591,566,569,432890,27542.0,42900000.0
2013-09-09,568,581,563,577,259179,27928.0,42900000.0
2013-09-10,576,584,570,575,103409,27842.0,42900000.0
2013-09-11,584,585,568,568,167332,27499.0,42900000.0
2013-09-12,568,576,562,571,172620,27628.0,42900000.0
2013-09-13,568,598,568,574,549375,27799.0,42900000.0
2013-09-16,570,575,563,570,96640,27585.0,42900000.0
2013-09-17,576,576,552,560,166530,27113.0,42900000.0
2013-09-23,564,564,544,544,175979,26341.0,42900000.0
2013-09-24,550,550,531,534,289357,25826.0,42900000.0
2013-09-25,536,539,531,532,199807,25740.0,42900000.0
2013-09-26,538,543,522,532,262411,25740.0,42900000.0
2013-09-27,531,553,530,553,246626,26770.0,42900000.0
2013-09-30,549,550,536,542,131670,26255.0,42900000.0
2013-10-01,545,547,530,534,116425,25826.0,42900000.0
2013-10-02,533,546,533,535,76614,25912.0,42900000.0
2013-10-04,545,545,531,536,129573,25954.0,42900000.0
2013-10-07,536,541,528,531,171677,25697.0,42900000.0
2013-10-08,529,529,520,520,277758,25182.0,42900000.0
2013-10-10,524,524,515,518,124081,25054.0,42900000.0
2013-10-11,517,528,516,525,103414,25397.0,42900000.0
2013-10-14,529,535,524,531,62964,25697.0,42900000.0
2013-10-15,530,536,527,532,31471,25740.0,42900000.0
2013-10-16,534,536,527,530,67540,25654.0,42900000.0
2013-10-17,530,535,516,523,141801,25311.0,42900000.0
2013-10-18,525,525,518,520,96634,25182.0,42900000.0
2013-10-21,520,530,518,520,100216,25182.0,42900000.0
2013-10-22,520,525,517,520,90601,25182.0,42900000.0
2013-10-23,520,557,516,524,407762,25354.0,42900000.0
2013-10-24,527,532,520,533,177930,25783.0,42900000.0
2013-10-25,550,602,540,565,2596457,27327.0,42900000.0
2013-10-28,559,572,548,566,487949,27413.0,42900000.0
2013-10-29,566,569,554,567,348010,27456.0,42900000.0
2013-10-30,569,569,556,560,158727,27113.0,42900000.0
2013-10-31,568,569,548,554,230012,26812.0,42900000.0
2013-11-01,552,556,536,539,290569,26083.0,42900000.0
2013-11-04,546,546,531,540,246436,26126.0,42900000.0
2013-11-05,540,543,534,536,126860,25954.0,42900000.0
2013-11-06,541,541,531,536,84000,25954.0,42900000.0
2013-11-07,536,540,530,536,113350,25954.0,42900000.0
2013-11-08,529,536,461,526,275884,25440.0,42900000.0
2013-11-11,527,529,488,493,372153,23852.0,42900000.0
2013-11-12,496,505,492,501,47180,24238.0,42900000.0
2013-11-13,505,508,486,487,390367,23595.0,42900000.0
2013-11-14,491,494,483,491,125020,23767.0,42900000.0
2013-11-15,495,495,486,491,135661,23767.0,42900000.0
2013-11-18,487,491,483,487,102812,23595.0,42900000.0
2013-11-19,488,491,474,474,112011,22952.0,42900000.0
2013-11-20,474,478,452,464,242925,22437.0,42900000.0
2013-11-21,463,465,453,456,129072,22094.0,42900000.0
2013-11-22,456,460,452,456,139150,22094.0,42900000.0
2013-11-25,459,485,452,472,310134,22823.0,42900000.0
2013-11-26,474,474,462,465,47551,22522.0,42900000.0
2013-11-27,471,511,456,481,1115350,23295.0,42900000.0
2013-11-28,481,501,476,482,405959,23338.0,42900000.0
2013-11-29,482,490,471,482,221847,23338.0,42900000.0
2013-12-02,485,485,473,480,116910,23252.0,42900000.0
2013-12-03,475,518,475,509,1000709,24625.0,42900000.0
2013-12-04,514,515,488,503,307912,24367.0,42900000.0
2013-12-05,501,508,495,508,151636,24582.0,42900000.0
2013-12-06,504,506,480,487,316759,23552.0,42900000.0
2013-12-09,488,495,473,473,119785,22909.0,42900000.0
2013-12-10,474,484,467,477,102341,23080.0,42900000.0
2013-12-11,475,478,462,465,127858,22522.0,42900000.0
2013-12-12,467,468,459,465,62661,22522.0,42900000.0
2013-12-13,462,467,455,459,191993,22222.0,42900000.0
2013-12-16,460,461,455,459,76970,22222.0,42900000.0
2013-12-17,459,466,456,459,142399,22222.0,42900000.0
2013-12-18,452,462,447,448,234941,21707.0,42900000.0
2013-12-19,451,462,442,442,154882,21407.0,42900000.0
2013-12-20,446,446,435,441,154129,21364.0,42900000.0
2013-12-23,447,447,434,439,270167,21236.0,42900000.0
2013-12-24,438,453,434,444,145892,21493.0,42900000.0
2013-12-26,438,444,432,434,171026,21021.0,42900000.0
2013-12-27,425,436,420,433,291366,20978.0,42900000.0
2013-12-30,437,437,424,427,100802,20678.0,42900000.0
2014-01-02,429,435,423,427,104782,20678.0,42900000.0
2014-01-03,425,431,423,428,101280,20721.0,42900000.0
2014-01-06,427,440,426,427,88397,20678.0,42900000.0
2014-01-07,419,434,419,432,202610,20892.0,42900000.0
2014-01-08,436,442,430,441,125882,21364.0,42900000.0
2014-01-09,441,447,436,444,105138,21493.0,42900000.0
2014-01-10,443,471,436,466,343942,22565.0,42900000.0
2014-01-13,468,524,457,505,2598106,24453.0,42900000.0
2014-01-14,505,506,476,487,471406,23552.0,42900000.0
2014-01-15,494,496,485,492,243275,23810.0,42900000.0
2014-01-16,491,500,477,480,310617,23252.0,42900000.0
2014-01-17,481,488,471,487,131970,23595.0,42900000.0
2014-01-20,498,498,476,483,119860,23380.0,42900000.0
2014-01-21,480,493,479,489,170397,23681.0,42900000.0
2014-01-22,487,517,487,500,350145,24196.0,42900000.0
2014-01-23,496,501,487,491,229068,23767.0,42900000.0
2014-01-24,489,492,478,480,234301,23252.0,42900000.0
2014-01-27,469,507,466,508,245822,24582.0,42900000.0
2014-01-28,502,503,481,487,267321,23595.0,42900000.0
2014-01-29,485,492,473,487,173779,23595.0,42900000.0
2014-02-03,487,491,483,484,154120,23423.0,42900000.0
2014-02-04,480,493,476,483,107385,23380.0,42900000.0
2014-02-05,493,493,474,479,107555,23166.0,42900000.0
2014-02-06,480,480,473,479,111347,23166.0,42900000.0
2014-02-07,479,484,478,483,84937,23380.0,42900000.0
2014-02-10,483,490,478,481,54501,23295.0,42900000.0
2014-02-11,487,493,481,486,172841,23509.0,42900000.0
2014-02-12,487,493,484,490,84824,23724.0,42900000.0
2014-02-13,487,514,487,487,413453,23595.0,42900000.0
2014-02-14,496,496,480,487,65006,23552.0,42900000.0
2014-02-17,476,487,476,480,136446,23252.0,42900000.0
2014-02-18,487,487,474,481,139151,23295.0,42900000.0
2014-02-19,485,485,476,479,50930,23209.0,42900000.0
2014-02-20,479,483,467,469,132649,22694.0,42900000.0
2014-02-21,475,476,464,472,152787,22866.0,42900000.0
2014-02-24,472,487,466,468,160095,22651.0,42900000.0
2014-02-25,469,473,451,456,187665,22051.0,42900000.0
2014-02-26,460,460,452,453,189100,21922.0,42900000.0
2014-02-27,458,458,451,454,57957,21965.0,42900000.0
2014-02-28,458,458,448,448,105990,21707.0,42900000.0
2014-03-03,449,457,446,457,113464,22136.0,42900000.0
2014-03-04,452,458,450,451,59163,21836.0,42900000.0
2014-03-05,452,459,449,453,64530,21922.0,42900000.0
2014-03-06,453,461,452,457,89460,22136.0,42900000.0
2014-03-07,453,459,453,455,55080,22008.0,42900000.0
2014-03-10,454,457,449,452,84540,21879.0,42900000.0
2014-03-11,452,459,451,457,61171,22136.0,42900000.0
2014-03-12,459,459,454,457,76000,22136.0,42900000.0
2014-03-13,457,459,449,454,53651,21965.0,42900000.0
2014-03-14,456,456,446,447,84417,21622.0,42900000.0
2014-03-17,446,451,428,436,189131,21107.0,42900000.0
2014-03-18,441,441,411,420,273501,20335.0,42900000.0
2014-03-19,420,426,413,416,234647,20120.0,42900000.0
2014-03-20,420,420,410,410,249830,19863.0,42900000.0
2014-03-21,408,420,408,411,175946,19906.0,42900000.0
2014-03-24,414,418,413,417,84601,20206.0,42900000.0
2014-03-25,416,420,414,416,71620,20120.0,42900000.0
2014-03-26,415,418,413,415,88176,20077.0,42900000.0
2014-03-27,417,435,414,420,236400,20335.0,42900000.0
2014-03-28,423,423,415,421,54660,20378.0,42900000.0
2014-03-31,416,421,414,417,87789,20163.0,42900000.0
2014-04-01,417,419,410,410,145134,19863.0,42900000.0
2014-04-02,411,418,411,417,175316,20163.0,42900000.0
2014-04-03,417,432,416,423,301610,20463.0,42900000.0
2014-04-04,422,431,421,425,162972,20549.0,42900000.0
2014-04-07,424,424,417,423,145786,20463.0,42900000.0
2014-04-08,425,439,420,427,247556,20678.0,42900000.0
2014-04-09,427,429,420,425,162210,20592.0,42900000.0
2014-04-10,425,428,420,424,123602,20506.0,42900000.0
2014-04-11,420,425,420,424,118490,20506.0,42900000.0
2014-04-14,423,435,421,432,137824,20892.0,42900000.0
2014-04-15,434,437,428,431,116269,20849.0,42900000.0
2014-04-16,425,443,425,437,173035,21150.0,42900000.0
2014-04-17,436,447,432,440,136501,21278.0,42900000.0
2014-04-18,443,450,435,444,280041,21493.0,42900000.0
2014-04-21,444,446,428,434,330521,21021.0,42900000.0
2014-04-22,438,438,418,428,356281,20721.0,42900000.0
2014-04-23,419,431,419,425,106001,20592.0,42900000.0
2014-04-24,425,428,416,422,122749,20420.0,42900000.0
2014-04-25,428,428,411,416,358130,20120.0,42900000.0
2014-04-28,413,420,413,414,110160,20034.0,42900000.0
2014-04-29,413,419,410,412,71241,19948.0,42900000.0
2014-04-30,412,418,407,417,90901,20206.0,42900000.0
2014-05-02,418,418,407,410,110010,19863.0,42900000.0
2014-05-07,408,413,408,409,56558,19777.0,42900000.0
2014-05-08,411,415,405,410,114310,19863.0,42900000.0
2014-05-09,413,413,404,407,85273,19691.0,42900000.0
2014-05-12,406,410,404,407,116850,19691.0,42900000.0
2014-05-13,410,413,401,413,71455,19991.0,42900000.0
