LG디스플레이(034220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-23,31050,33800,29500,32750,2961457,10597900.0,323600000.0
2004-07-26,33000,34200,32750,33550,1063262,10856780.0,323600000.0
2004-07-27,33450,33500,32250,33300,535730,10775880.0,323600000.0
2004-07-28,33750,33900,33400,33800,479155,10937680.0,323600000.0
2004-07-29,33300,33600,33100,33250,189348,10759700.0,323600000.0
2004-07-30,33300,33750,33200,33400,180180,10808240.0,323600000.0
2004-08-02,32550,33000,31750,32450,205497,10500820.0,323600000.0
2004-08-03,32000,32150,30750,31800,349871,10290480.0,323600000.0
2004-08-04,31350,32050,31100,31800,236055,10290480.0,323600000.0
2004-08-05,32500,33800,32300,33750,466441,10921500.0,323600000.0
2004-08-06,33350,34600,33300,34500,616252,11164200.0,323600000.0
2004-08-09,33900,34350,33200,34150,227550,11050940.0,323600000.0
2004-08-10,34000,34650,34000,34650,202380,11212740.0,323600000.0
2004-08-11,34850,36150,34850,35500,887789,11487800.0,323600000.0
2004-08-12,35100,35450,34800,35200,387965,11390720.0,323600000.0
2004-08-13,34700,35350,34350,35000,388972,11326000.0,323600000.0
2004-08-16,34900,35000,34000,34450,166046,11148020.0,323600000.0
2004-08-17,34750,35050,34450,34900,135840,11293640.0,323600000.0
2004-08-18,35000,36350,34800,36100,589464,11681960.0,323600000.0
2004-08-19,36150,38550,35950,37900,1083051,12264440.0,323600000.0
2004-08-20,37600,37600,36650,36900,610530,11940840.0,323600000.0
2004-08-23,36900,37350,36000,36150,331598,11698140.0,323600000.0
2004-08-24,36200,37050,35200,36600,662080,11843760.0,323600000.0
2004-08-25,36400,36900,35850,36250,366311,11730500.0,323600000.0
2004-08-26,36450,37150,36450,36900,465933,11940840.0,323600000.0
2004-08-27,37200,37250,36350,36650,368643,11859940.0,323600000.0
2004-08-30,36400,36850,34200,34600,1052707,11196560.0,323600000.0
2004-08-31,34100,34750,33900,34250,453610,11083300.0,323600000.0
2004-09-01,34250,35000,34100,34900,403381,11293640.0,323600000.0
2004-09-02,34550,34800,34400,34500,235236,11164200.0,323600000.0
2004-09-03,34600,34750,33400,33500,448992,10840600.0,323600000.0
2004-09-06,33100,33400,32600,33100,331536,10711160.0,323600000.0
2004-09-07,33300,33400,32800,32900,288815,10646440.0,323600000.0
2004-09-08,32600,33600,32600,33150,258062,10727340.0,323600000.0
2004-09-09,33050,33400,32750,33100,239445,10767950.0,325315700.0
2004-09-10,33350,35500,33200,35500,773661,11548707.0,325315700.0
2004-09-13,35500,35750,34950,35350,700462,11499910.0,325315700.0
2004-09-14,35550,35850,34700,35400,392633,11516176.0,325315700.0
2004-09-15,35350,35450,34900,35250,236230,11467378.0,325315700.0
2004-09-16,34600,35000,34200,34450,292693,11207126.0,325315700.0
2004-09-17,34800,34800,33650,33750,275089,10979405.0,325315700.0
2004-09-20,34050,34650,33900,34300,184597,11158329.0,325315700.0
2004-09-21,34000,34500,34000,34250,159802,11142063.0,325315700.0
2004-09-22,34250,34700,33800,34000,339843,11060734.0,325315700.0
2004-09-23,33550,34550,33550,34000,401862,11060734.0,325315700.0
2004-09-24,34100,35700,34100,34850,370943,11337252.0,325315700.0
2004-09-30,35000,35600,35000,35100,230131,11418581.0,325315700.0
2004-10-01,35000,35500,34550,35500,240658,11548707.0,325315700.0
2004-10-04,36050,37100,36050,37100,731246,12069212.0,325315700.0
2004-10-05,36800,37900,36550,37500,468050,12199339.0,325315700.0
2004-10-06,37500,38000,37000,38000,421570,12361997.0,325315700.0
2004-10-07,37950,37950,36250,36900,354265,12004149.0,325315700.0
2004-10-08,36000,37500,36000,36850,422021,11987884.0,325315700.0
2004-10-11,36050,36500,35400,36000,336426,11711365.0,325315700.0
2004-10-12,34200,34300,32200,32250,1341827,10491431.0,325315700.0
2004-10-13,32800,33200,32050,32200,639940,10475166.0,325315700.0
2004-10-14,32400,33100,31650,32000,332128,10410102.0,325315700.0
2004-10-15,31600,33250,31600,32950,277017,10719152.0,325315700.0
2004-10-18,33100,33750,32900,33150,397788,10784215.0,325315700.0
2004-10-19,34000,35000,33900,34450,669004,11207126.0,325315700.0
2004-10-20,34450,35550,34000,34000,764390,11060734.0,325315700.0
2004-10-21,33800,34650,32700,33900,451892,11028202.0,325315700.0
2004-10-22,33900,35150,33700,34450,268051,11207126.0,325315700.0
2004-10-25,33300,33650,33000,33350,287397,10849279.0,325315700.0
2004-10-26,33350,33500,32100,32550,328760,10589026.0,325315700.0
2004-10-27,32500,32500,30900,31200,461007,10149850.0,325315700.0
2004-10-28,31600,31900,30750,31900,515779,10377571.0,325315700.0
2004-10-29,30750,31200,30250,31200,530489,10149850.0,325315700.0
2004-11-01,31000,31550,29950,30000,707496,9759471.0,325315700.0
2004-11-02,30100,31450,30100,31000,468847,10084787.0,325315700.0
2004-11-03,31150,32350,30850,32100,472224,10442634.0,325315700.0
2004-11-04,32050,32050,31000,31000,592851,10084787.0,325315700.0
2004-11-05,31700,33300,31600,32400,729862,10540229.0,325315700.0
2004-11-08,33000,33400,32750,32950,309764,10719152.0,325315700.0
2004-11-09,32900,33000,32250,33000,103410,10735418.0,325315700.0
2004-11-10,32650,33450,32650,33300,153259,10833013.0,325315700.0
2004-11-11,33050,34100,32700,33800,437160,10995671.0,325315700.0
2004-11-12,34200,35050,34150,34500,263449,11223392.0,325315700.0
2004-11-15,34500,35700,34050,34900,345995,11353518.0,325315700.0
2004-11-16,34900,35000,34250,34300,190290,11158329.0,325315700.0
2004-11-17,34100,36700,34100,35900,499469,11678834.0,325315700.0
2004-11-18,36750,36850,35200,35850,437301,11662568.0,325315700.0
2004-11-19,35800,36000,34400,35200,267857,11451113.0,325315700.0
2004-11-22,34250,34650,34000,34000,250539,11060734.0,325315700.0
2004-11-23,34300,34600,33950,34250,182265,11142063.0,325315700.0
2004-11-24,34500,36650,34000,36000,857826,11711365.0,325315700.0
2004-11-25,36500,38400,36250,37400,1273722,12166807.0,325315700.0
2004-11-26,38000,38250,35000,35850,677473,11662568.0,325315700.0
2004-11-29,36800,37000,35550,36400,520173,11841491.0,325315700.0
2004-11-30,36200,36600,36000,36300,183765,11808960.0,325315700.0
2004-12-01,36050,37500,36050,37000,334707,12036681.0,325315700.0
2004-12-02,37700,38250,37250,37650,289906,12248136.0,325315700.0
2004-12-03,38450,38700,36900,37150,257682,12085478.0,325315700.0
2004-12-06,37150,37150,35950,36350,219346,11825226.0,325315700.0
2004-12-07,35750,35850,35000,35500,352535,11548707.0,325315700.0
2004-12-08,35000,36750,34950,36750,427793,11955352.0,325315700.0
2004-12-09,36500,36700,35650,35650,644203,11597505.0,325315700.0
2004-12-10,36000,36300,34300,34900,266307,11353518.0,325315700.0
2004-12-13,34100,35150,34100,34450,149883,11207126.0,325315700.0
2004-12-14,34900,35700,34750,35700,254137,11613770.0,325315700.0
2004-12-15,35500,37750,35500,37500,378060,12199339.0,325315700.0
2004-12-16,37500,38450,37400,38200,584516,12427060.0,325315700.0
2004-12-17,38200,38500,37550,38400,211364,12492123.0,325315700.0
2004-12-20,38200,40300,37900,39700,517120,12915033.0,325315700.0
2004-12-21,39650,40000,38750,39700,345792,12915033.0,325315700.0
2004-12-22,39000,39000,36800,37500,792780,12199339.0,325315700.0
2004-12-23,36950,37000,35800,36400,508435,11841491.0,325315700.0
2004-12-24,36600,37100,35500,37100,253500,12069212.0,325315700.0
2004-12-27,36500,37550,36000,36600,262010,11906555.0,325315700.0
2004-12-28,36200,36900,35950,36500,194824,11874023.0,325315700.0
2004-12-29,36100,38250,36100,38100,318928,12394528.0,325315700.0
2004-12-30,37700,39650,37500,39000,268567,12687312.0,325315700.0
2005-01-03,38700,38750,37900,38150,261584,12410794.0,325315700.0
2005-01-04,37650,37650,36450,36450,431894,11857757.0,325315700.0
2005-01-05,36100,36700,35850,36600,351186,11906555.0,325315700.0
2005-01-06,36200,37150,35800,36200,406323,11776428.0,325315700.0
2005-01-07,35900,36400,35600,36100,333682,11743897.0,325315700.0
2005-01-10,36000,36350,35600,36000,341798,11711365.0,325315700.0
2005-01-11,36200,38550,36000,38550,780932,12540920.0,325315700.0
2005-01-12,38100,39550,37950,37950,542801,12345731.0,325315700.0
2005-01-13,37950,38250,36750,37900,496303,12329465.0,325315700.0
2005-01-14,37800,40000,37550,39800,914058,12947565.0,325315700.0
2005-01-17,43300,45700,42300,45500,1376285,14801864.0,325315700.0
2005-01-18,45250,46800,44400,44500,884158,14476549.0,325315700.0
2005-01-19,44450,44800,43100,44000,702845,14313891.0,325315700.0
2005-01-20,43600,44800,43000,43300,747486,14086170.0,325315700.0
2005-01-21,43000,46500,42900,44900,811369,14606675.0,325315700.0
2005-01-24,44500,45150,43500,45000,702801,14639206.0,325315700.0
2005-01-25,42000,43250,41900,42150,679704,13712057.0,325315700.0
2005-01-26,42300,43050,42000,42750,526662,13907246.0,325315700.0
2005-01-27,42750,42850,42000,42500,467667,13825917.0,325315700.0
2005-01-28,41200,43350,40800,42500,1128144,13825917.0,325315700.0
2005-01-31,43450,45200,43000,44400,489959,14444017.0,325315700.0
2005-02-01,44300,45850,43800,44400,473092,14444017.0,325315700.0
2005-02-02,44900,44900,43700,44500,598510,14476549.0,325315700.0
2005-02-03,44200,44400,43450,44000,258161,14313891.0,325315700.0
2005-02-04,43700,43750,43150,43400,291199,14118701.0,325315700.0
2005-02-07,43950,44450,43650,44300,457624,14411486.0,325315700.0
2005-02-11,43400,44100,43300,43800,304724,14248828.0,325315700.0
2005-02-14,44700,46100,44200,45850,943766,14915725.0,325315700.0
2005-02-15,45550,45650,45200,45300,498506,14736801.0,325315700.0
2005-02-16,45300,46100,44750,45900,729651,14931991.0,325315700.0
2005-02-17,45600,45700,44600,44600,382647,14509080.0,325315700.0
2005-02-18,44500,44500,43700,43950,627351,14297625.0,325315700.0
2005-02-21,44650,44800,42500,42850,828711,13939778.0,325315700.0
2005-02-22,43100,44400,43000,43500,867413,14151233.0,325315700.0
2005-02-23,43000,43100,41950,42200,634000,13728323.0,325315700.0
2005-02-24,42200,43700,42200,42800,683412,13923512.0,325315700.0
2005-02-25,43100,44500,42750,43750,744188,14232562.0,325315700.0
2005-02-28,44400,44750,43750,44200,480897,14378954.0,325315700.0
2005-03-02,44300,44300,43000,43550,475922,14167499.0,325315700.0
2005-03-03,43100,43250,41750,42350,848257,13777120.0,325315700.0
2005-03-04,42350,42800,41400,42450,681114,13809651.0,325315700.0
2005-03-07,42500,42500,40750,41000,656434,13337944.0,325315700.0
2005-03-08,41000,41350,39900,40300,874859,13110223.0,325315700.0
2005-03-09,39900,40550,39200,40500,764212,13175286.0,325315700.0
2005-03-10,40000,41250,39650,40300,560624,13110223.0,325315700.0
2005-03-11,40800,43350,40750,43200,1180958,14053638.0,325315700.0
2005-03-14,42700,43850,42000,43100,637609,14021107.0,325315700.0
2005-03-15,43500,44200,40700,41700,735757,13565665.0,325315700.0
2005-03-16,41150,42500,40900,41700,448828,13565665.0,325315700.0
2005-03-17,41200,41450,40350,40950,358428,13321678.0,325315700.0
2005-03-18,40350,41250,40200,41250,481730,13419273.0,325315700.0
2005-03-21,41400,41600,40300,41100,432215,13370475.0,325315700.0
2005-03-22,41000,43350,40800,42600,820309,13858449.0,325315700.0
2005-03-23,42400,43750,42150,43000,827398,13988575.0,325315700.0
2005-03-24,43800,44350,43300,44050,683325,14330157.0,325315700.0
2005-03-25,44300,44350,43400,43800,496470,14248828.0,325315700.0
2005-03-28,44100,44500,42750,43200,562102,14053638.0,325315700.0
2005-03-29,43300,43850,41950,42150,624690,13712057.0,325315700.0
2005-03-30,41600,42650,41150,42600,697968,13858449.0,325315700.0
2005-03-31,43500,44600,43100,44200,1164912,14378954.0,325315700.0
2005-04-01,44200,47600,44000,46850,1998570,15241041.0,325315700.0
2005-04-04,46800,48300,45750,45850,1270116,14915725.0,325315700.0
2005-04-06,46250,46800,45350,46400,957989,15094648.0,325315700.0
2005-04-07,47400,48350,47100,47400,1131099,15419964.0,325315700.0
2005-04-08,48000,48100,46100,46750,749684,15208509.0,325315700.0
2005-04-11,46000,46800,45300,46700,675186,15192243.0,325315700.0
2005-04-12,45500,45600,44500,44950,1105434,14622941.0,325315700.0
2005-04-13,44600,44950,43400,44000,1301565,14313891.0,325315700.0
2005-04-14,43500,45050,43450,44350,1099223,14427751.0,325315700.0
2005-04-15,44300,45500,43500,45000,1034910,14639206.0,325315700.0
2005-04-18,43600,44000,42800,44000,682962,14313891.0,325315700.0
2005-04-19,44100,45700,44100,45400,594148,14769333.0,325315700.0
2005-04-20,45950,46200,44100,45100,498490,14671738.0,325315700.0
2005-04-21,44150,46000,43950,45800,468167,14899459.0,325315700.0
2005-04-22,46700,47200,46000,46800,759323,15224775.0,325315700.0
2005-04-25,46350,47850,46100,47850,556186,15566356.0,325315700.0
2005-04-26,47600,47850,46850,46950,647937,15273572.0,325315700.0
2005-04-27,46400,46600,45900,46450,310785,15110914.0,325315700.0
2005-04-28,46500,46900,45600,45600,260555,14834396.0,325315700.0
2005-04-29,45000,46200,44950,46200,408782,15029585.0,325315700.0
2005-05-02,46600,46750,46250,46750,262782,15208509.0,325315700.0
2005-05-03,47050,47050,46400,46500,188959,15127180.0,325315700.0
2005-05-04,47050,47800,47050,47400,330563,15419964.0,325315700.0
2005-05-06,48350,50600,48350,49700,1344990,16168190.0,325315700.0
2005-05-09,49800,50900,49400,50900,601537,16558569.0,325315700.0
2005-05-10,51000,52200,49850,50000,600182,16265785.0,325315700.0
2005-05-11,49400,49700,48450,49000,547191,15940469.0,325315700.0
2005-05-12,49000,50600,48800,49700,496217,16168190.0,325315700.0
2005-05-13,49400,51900,49200,51400,572801,16721227.0,325315700.0
2005-05-16,51500,52800,51000,51500,621313,16753759.0,325315700.0
2005-05-17,51700,52000,49750,50200,731385,16330848.0,325315700.0
2005-05-18,50800,50900,49250,49700,419066,16168190.0,325315700.0
2005-05-19,50300,51200,50100,51200,537941,16656164.0,325315700.0
2005-05-20,51200,52300,50800,51000,333722,16591101.0,325315700.0
2005-05-23,51000,51000,50000,50500,255874,16428443.0,325315700.0
2005-05-24,51000,51500,50100,50500,395943,16428443.0,325315700.0
2005-05-25,50700,51500,50200,50800,360277,16526038.0,325315700.0
2005-05-26,51000,51400,49950,50700,388518,16493506.0,325315700.0
2005-05-27,51200,51500,50900,51300,343003,16688695.0,325315700.0
2005-05-30,51100,53800,50800,53500,676595,17404390.0,325315700.0
2005-05-31,53400,53400,52200,53000,483544,17241732.0,325315700.0
2005-06-01,52400,53000,51500,51500,643902,16753759.0,325315700.0
2005-06-02,52000,52300,51000,51000,774752,16591101.0,325315700.0
2005-06-03,51200,52000,50800,51600,413175,16786290.0,325315700.0
2005-06-07,51200,54000,50700,53000,1229896,17241732.0,325315700.0
2005-06-08,52500,52900,51900,52400,771043,17046543.0,325315700.0
2005-06-09,52300,52400,51600,52400,515244,17046543.0,325315700.0
2005-06-10,52300,53000,51200,51400,513724,16721227.0,325315700.0
2005-06-13,51300,51700,50500,50700,527867,16493506.0,325315700.0
2005-06-14,50300,51300,49600,49600,676830,16135659.0,325315700.0
2005-06-15,49400,50800,49400,50500,505305,16428443.0,325315700.0
2005-06-16,50400,51100,49750,49950,568831,16249519.0,325315700.0
2005-06-17,50400,50900,49800,50700,430195,16493506.0,325315700.0
2005-06-20,50000,50100,48850,49000,652670,15940469.0,325315700.0
2005-06-21,48700,48900,47400,47700,773687,15517559.0,325315700.0
2005-06-22,47600,48350,47500,47900,432325,15582622.0,325315700.0
2005-06-23,47300,47900,46250,46900,1270143,15257306.0,325315700.0
2005-06-24,46500,47000,46300,46700,514369,15192243.0,325315700.0
2005-06-27,46000,46200,45750,46100,389143,14997054.0,325315700.0
2005-06-28,45800,47300,45800,46900,684502,15257306.0,325315700.0
2005-06-29,47500,48000,47000,47150,543047,15338635.0,325315700.0
2005-06-30,47000,48200,47000,48100,334134,15647685.0,325315700.0
2005-07-01,47700,49200,47700,49000,662807,15940469.0,325315700.0
2005-07-04,49250,49400,48350,49250,537384,16021798.0,325315700.0
2005-07-05,49000,49150,48500,48650,422214,15826609.0,325315700.0
2005-07-06,48800,48850,46750,47050,965190,15306104.0,325315700.0
2005-07-07,47100,47700,46850,47250,427108,15371167.0,325315700.0
2005-07-08,46500,46700,45950,46000,847291,14964522.0,325315700.0
2005-07-11,46000,46350,45000,45500,1244201,14801864.0,325315700.0
2005-07-12,46900,47950,46750,47000,1339829,15289838.0,325315700.0
2005-07-13,47000,47300,45650,46350,899645,15078383.0,325315700.0
2005-07-14,46400,46750,45800,46200,729162,15029585.0,325315700.0
2005-07-15,46050,47750,46050,46800,852220,15224775.0,325315700.0
2005-07-18,46800,46900,46150,46550,627993,15143446.0,325315700.0
2005-07-19,46350,46600,44850,45150,1542113,14688004.0,325315700.0
2005-07-20,45000,45500,44550,44800,1336631,14574143.0,325315700.0
2005-07-21,44600,45750,44300,44800,1810603,14574143.0,325315700.0
2005-07-22,45300,47500,45250,47300,14441616,15387433.0,325315700.0
2005-07-25,46750,47500,46300,47300,1498265,15387433.0,325315700.0
2005-07-26,47300,48600,46750,47450,1888565,15436230.0,325315700.0
2005-07-27,47500,47600,46700,47000,882968,15289838.0,325315700.0
2005-07-28,47200,47300,46250,46900,1102129,16781556.0,357815700.0
2005-07-29,47300,47850,46450,47550,1385163,17014137.0,357815700.0
2005-08-01,47600,47700,47000,47400,572417,16960464.0,357815700.0
2005-08-02,48000,49000,47800,49000,1468690,17532969.0,357815700.0
2005-08-03,49600,50900,49150,49500,1683008,17711877.0,357815700.0
2005-08-04,49500,51400,49350,50800,2122206,18177038.0,357815700.0
2005-08-05,49300,49650,49000,49550,1072962,17729768.0,357815700.0
2005-08-08,48000,48650,47600,48400,727356,17318280.0,357815700.0
2005-08-09,48400,49350,48000,48900,531895,17497188.0,357815700.0
2005-08-10,48900,49250,48650,49000,548571,17532969.0,357815700.0
2005-08-11,49000,49000,48150,48900,541565,17497188.0,357815700.0
2005-08-12,49300,51200,49100,50600,1584929,18105474.0,357815700.0
2005-08-16,50500,50500,49650,50300,797570,17998130.0,357815700.0
2005-08-17,49100,49800,48600,49700,971007,17783440.0,357815700.0
2005-08-18,49300,49450,47450,48100,1059339,17210935.0,357815700.0
2005-08-19,47600,48350,47000,48350,655814,17300389.0,357815700.0
2005-08-22,48050,48900,47800,48750,541337,17443515.0,357815700.0
2005-08-23,49000,49000,47700,48350,450814,17300389.0,357815700.0
2005-08-24,48300,48400,47250,48000,674785,17175154.0,357815700.0
2005-08-25,47200,48350,46800,48000,709125,17175154.0,357815700.0
2005-08-26,47500,48000,47350,47350,500088,16942573.0,357815700.0
2005-08-29,46450,46800,46050,46300,572441,16566867.0,357815700.0
2005-08-30,47000,47250,46500,46800,447373,16745775.0,357815700.0
2005-08-31,46850,47700,46700,47400,478588,16960464.0,357815700.0
2005-09-01,47550,48000,47550,47800,385739,17103590.0,357815700.0
2005-09-02,47900,48900,47900,48600,568510,17389843.0,357815700.0
2005-09-05,48650,48700,48050,48600,449118,17389843.0,357815700.0
2005-09-06,48650,49350,48450,48600,750305,17389843.0,357815700.0
2005-09-07,49300,49800,48700,49700,1013129,17783440.0,357815700.0
2005-09-08,49800,50300,48500,49300,1350465,17640314.0,357815700.0
2005-09-09,49000,49250,48300,49100,656944,17568751.0,357815700.0
2005-09-12,48900,49300,48500,48500,924530,17354061.0,357815700.0
2005-09-13,48650,48700,47200,47200,1801326,16888901.0,357815700.0
2005-09-14,46500,46950,46000,46500,2458737,16638430.0,357815700.0
2005-09-15,46000,46050,43400,44150,3796000,15797563.0,357815700.0
2005-09-16,42650,43300,41900,43100,2822332,15421857.0,357815700.0
2005-09-20,43200,44000,42750,43300,2076741,15493420.0,357815700.0
2005-09-21,42800,43800,42800,43550,1383500,15582874.0,357815700.0
2005-09-22,43400,43400,42600,42850,1380857,15332403.0,357815700.0
2005-09-23,42350,42650,41450,41550,2862002,14867242.0,357815700.0
2005-09-26,41650,42450,41650,42250,989411,15117713.0,357815700.0
2005-09-27,42200,43000,41750,42350,1121912,15153495.0,357815700.0
2005-09-28,42500,43550,42500,43350,1539697,15511311.0,357815700.0
2005-09-29,43300,43800,42700,43300,689324,15493420.0,357815700.0
2005-09-30,43450,43550,42950,43100,878854,15421857.0,357815700.0
2005-10-04,43100,43650,42600,43100,1210985,15421857.0,357815700.0
2005-10-05,43500,44700,43450,43800,1796175,15672328.0,357815700.0
2005-10-06,44000,44500,43700,43800,1149936,15672328.0,357815700.0
2005-10-07,43950,44400,43700,44250,754442,15833345.0,357815700.0
2005-10-10,44500,45650,44500,45150,1433601,16155379.0,357815700.0
2005-10-11,45100,45200,44450,44950,895389,16083816.0,357815700.0
2005-10-12,42200,42650,41250,41450,4930427,14831461.0,357815700.0
2005-10-13,40800,40850,39950,40700,2412899,14563099.0,357815700.0
2005-10-14,40800,41250,40400,40900,1750537,14634662.0,357815700.0
2005-10-17,40700,41350,40250,40450,1068747,14473645.0,357815700.0
2005-10-18,40300,40450,38950,39350,3595810,14080048.0,357815700.0
2005-10-19,38350,38650,37850,38500,1705672,13775904.0,357815700.0
2005-10-20,38850,39350,38450,38450,852253,13758014.0,357815700.0
2005-10-21,37550,40000,37550,40000,1137329,14312628.0,357815700.0
2005-10-24,40000,40350,39600,39850,468802,14258956.0,357815700.0
2005-10-25,40300,40550,39750,40100,615362,14348410.0,357815700.0
2005-10-26,40100,40400,39450,39500,1398224,14133720.0,357815700.0
2005-10-27,38950,39150,38100,38500,998986,13775904.0,357815700.0
2005-10-28,38000,38100,37250,37400,1160001,13382307.0,357815700.0
2005-10-31,38050,39150,37750,38600,1355835,13811686.0,357815700.0
2005-11-01,39450,40050,39050,39250,749329,14044266.0,357815700.0
2005-11-02,39500,39950,39400,39650,490528,14187393.0,357815700.0
2005-11-03,40300,40600,39850,40600,1051907,14527317.0,357815700.0
2005-11-04,41450,42400,41450,42000,1668151,15028259.0,357815700.0
2005-11-07,42850,42850,41750,42000,792601,15028259.0,357815700.0
2005-11-08,42500,42500,41500,42050,449982,15046150.0,357815700.0
2005-11-09,41500,42750,41300,42600,985592,15242949.0,357815700.0
2005-11-10,42600,42750,41800,42600,582686,15242949.0,357815700.0
2005-11-11,42850,43100,42550,42800,578234,15314512.0,357815700.0
2005-11-14,43000,43050,42350,42400,452220,15171386.0,357815700.0
2005-11-15,42900,42900,41600,42350,448034,15153495.0,357815700.0
2005-11-16,41650,42300,41600,42300,484619,15135604.0,357815700.0
2005-11-17,41750,42250,41650,42250,520462,15117713.0,357815700.0
2005-11-18,42400,42500,41550,41900,810701,14992478.0,357815700.0
2005-11-21,42200,42350,41450,41900,510021,14992478.0,357815700.0
2005-11-22,42000,42250,41000,41600,784712,14885133.0,357815700.0
2005-11-23,41500,41900,41350,41700,824847,14920915.0,357815700.0
2005-11-24,41850,41900,40950,41450,847254,14831461.0,357815700.0
2005-11-25,41600,43300,41400,42700,1572499,15278730.0,357815700.0
2005-11-28,43450,45100,43400,44750,2670336,16012253.0,357815700.0
2005-11-29,45000,45350,44550,44750,1544601,16012253.0,357815700.0
2005-11-30,45250,45500,44700,45350,1690003,16226942.0,357815700.0
2005-12-01,45600,47000,45500,46600,1586760,16674212.0,357815700.0
2005-12-02,47500,47600,46800,46800,1351950,16745775.0,357815700.0
2005-12-05,47000,47200,45900,46500,701497,16638430.0,357815700.0
2005-12-06,46000,46150,45150,45250,1287347,16191160.0,357815700.0
2005-12-07,44300,44450,43550,44350,1943890,15869126.0,357815700.0
2005-12-08,44150,44950,43850,44250,1344273,15833345.0,357815700.0
2005-12-09,44100,45100,43800,43800,766197,15672328.0,357815700.0
2005-12-12,43400,44750,43400,44050,1067838,15761782.0,357815700.0
2005-12-13,44200,44900,44050,44300,564337,15851236.0,357815700.0
2005-12-14,44400,44550,43500,43950,908144,15726000.0,357815700.0
2005-12-15,42000,42100,41100,41800,22233672,14956696.0,357815700.0
2005-12-16,41500,41900,41350,41700,1341949,14920915.0,357815700.0
2005-12-19,41700,41800,41150,41600,1355275,14885133.0,357815700.0
2005-12-20,41400,41950,41350,41600,916016,14885133.0,357815700.0
2005-12-21,41400,41900,41300,41900,1240126,14992478.0,357815700.0
2005-12-22,41950,42150,41600,41850,1302925,14974587.0,357815700.0
2005-12-23,41950,42200,41700,41950,1863964,15010369.0,357815700.0
2005-12-26,42350,43050,42350,42900,2495113,15350294.0,357815700.0
2005-12-27,42850,43100,42350,42850,1166676,15332403.0,357815700.0
2005-12-28,42700,43450,42350,42950,745074,15368184.0,357815700.0
2005-12-29,43050,43500,42850,42950,1251244,15368184.0,357815700.0
2006-01-02,42900,44050,42350,43700,1240406,15636546.0,357815700.0
2006-01-03,44200,44400,42600,43300,903718,15493420.0,357815700.0
2006-01-04,43400,43450,42250,42550,1581579,15225058.0,357815700.0
2006-01-05,42000,42250,40900,41550,2042229,14867242.0,357815700.0
2006-01-06,40550,41050,40100,41050,2011575,14688334.0,357815700.0
2006-01-09,41700,42300,41600,41600,1499526,14885133.0,357815700.0
2006-01-10,41550,41850,40400,41100,1215266,14706225.0,357815700.0
2006-01-11,41100,41950,40850,41700,1219562,14920915.0,357815700.0
2006-01-12,42550,42950,41900,41900,2377238,14992478.0,357815700.0
2006-01-13,38950,40250,38500,40250,4193379,14402082.0,357815700.0
2006-01-16,41000,42250,40100,41800,2567142,14956696.0,357815700.0
2006-01-17,41300,42450,41100,41600,1513567,14885133.0,357815700.0
2006-01-18,40950,41300,40100,41000,1265888,14670444.0,357815700.0
2006-01-19,40900,41600,40600,40600,1005186,14527317.0,357815700.0
2006-01-20,41500,42450,40650,40650,1439229,14545208.0,357815700.0
2006-01-23,40000,41100,39950,40700,1071976,14563099.0,357815700.0
2006-01-24,41700,42500,41100,42000,1420204,15028259.0,357815700.0
2006-01-25,42200,43500,41700,42900,2302560,15350294.0,357815700.0
2006-01-26,42200,43000,42100,42500,828249,15207167.0,357815700.0
2006-01-27,43100,44350,43100,43950,1842618,15726000.0,357815700.0
2006-01-31,44500,44800,43800,43950,1042289,15726000.0,357815700.0
2006-02-01,43500,43850,43100,43700,767263,15636546.0,357815700.0
2006-02-02,43900,44150,42600,43600,751609,15600765.0,357815700.0
2006-02-03,42500,43050,42200,43050,877487,15403966.0,357815700.0
2006-02-06,42550,43300,42000,43150,736531,15439747.0,357815700.0
2006-02-07,42600,44050,42600,43500,905739,15564983.0,357815700.0
2006-02-08,44200,45400,44000,44500,3492418,15922799.0,357815700.0
2006-02-09,45550,46000,45200,45400,2072901,16244833.0,357815700.0
2006-02-10,45200,46200,45200,45750,1298037,16370068.0,357815700.0
2006-02-13,45050,45700,45050,45700,985840,16352177.0,357815700.0
2006-02-14,45000,45500,44950,45500,572071,16280614.0,357815700.0
2006-02-15,45750,46300,45550,45850,1766969,16405850.0,357815700.0
2006-02-16,46650,46800,46350,46600,1718513,16674212.0,357815700.0
2006-02-17,47150,47500,46300,46500,724114,16638430.0,357815700.0
2006-02-20,46500,47350,46100,46200,991880,16531085.0,357815700.0
2006-02-21,46200,46400,45550,46000,877009,16459522.0,357815700.0
2006-02-22,45250,46000,44700,45100,1110891,16137488.0,357815700.0
2006-02-23,44350,45450,44350,44850,1062412,16048034.0,357815700.0
2006-02-24,44950,45050,44000,44850,760927,16048034.0,357815700.0
2006-02-27,44450,44900,43800,44150,763170,15797563.0,357815700.0
2006-02-28,44450,44900,43750,44000,554609,15743891.0,357815700.0
2006-03-02,44350,46500,44350,45800,1584034,16387959.0,357815700.0
2006-03-03,46100,46100,44800,45000,1275652,16101706.0,357815700.0
2006-03-06,44700,46250,44350,45800,854686,16387959.0,357815700.0
2006-03-07,44550,45500,44500,45000,1285785,16101706.0,357815700.0
2006-03-08,43000,43950,43000,43950,1691925,15726000.0,357815700.0
