한화케미칼(009830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-04-19,10413,10503,10145,10279,1090481,1148637.0,99881440.0
2005-04-20,10503,10815,10413,10503,1080378,1173607.0,99881440.0
2005-04-21,10190,10860,10100,10815,1279128,1208565.0,99881440.0
2005-04-22,11128,11173,10994,11039,626804,1233536.0,99881440.0
2005-04-25,10994,11128,10681,10949,391314,1223548.0,99881440.0
2005-04-26,11039,11665,10860,11173,1381892,1248518.0,99881440.0
2005-04-27,10994,11173,10949,10949,477220,1223548.0,99881440.0
2005-04-28,11128,11128,10503,10547,628529,1178601.0,99881440.0
2005-04-29,10324,10860,10279,10458,1697700,1168613.0,99881440.0
2005-05-02,10726,10905,10413,10458,985305,1168613.0,99881440.0
2005-05-03,10726,10994,10637,10726,1571383,1198577.0,99881440.0
2005-05-04,10815,11173,10815,11084,865130,1238530.0,99881440.0
2005-05-06,11173,11218,10949,10994,697017,1228542.0,99881440.0
2005-05-09,10994,10994,10458,10547,909940,1178601.0,99881440.0
2005-05-10,10681,10726,10145,10190,1210041,1138648.0,99881440.0
2005-05-11,10056,10145,9788,9788,1169126,1093702.0,99881440.0
2005-05-12,9832,10011,9787,10011,839375,1118672.0,99881440.0
2005-05-13,9788,9922,9385,9385,1509815,1048755.0,99881440.0
2005-05-16,9430,9564,9296,9385,883566,1048755.0,99881440.0
2005-05-17,9475,9564,9028,9117,1455260,1018791.0,99881440.0
2005-05-18,9296,9653,9251,9609,1540515,1073725.0,99881440.0
2005-05-19,9787,10100,9698,10011,1300923,1118672.0,99881440.0
2005-05-20,9966,10056,9653,9922,1186798,1108684.0,99881440.0
2005-05-23,9966,10056,9653,9788,426973,1093702.0,99881440.0
2005-05-24,10100,10190,9743,9832,954490,1098696.0,99881440.0
2005-05-25,9832,10011,9698,9788,861120,1093702.0,99881440.0
2005-05-26,9787,9966,9698,9743,920780,1088708.0,99881440.0
2005-05-27,9877,10056,9832,9922,1100520,1108684.0,99881440.0
2005-05-30,9922,10056,9877,9966,715880,1113678.0,99881440.0
2005-05-31,9966,9966,9698,9743,859369,1088708.0,99881440.0
2005-06-01,9653,9788,9519,9609,798681,1073725.0,99881440.0
2005-06-02,9743,10100,9653,10100,1436047,1128660.0,99881440.0
2005-06-03,10100,10324,10100,10324,1089490,1153631.0,99881440.0
2005-06-07,10368,10413,10190,10279,411391,1148637.0,99881440.0
2005-06-08,10279,10547,10056,10368,808930,1158625.0,99881440.0
2005-06-09,10413,10592,10279,10413,670365,1163619.0,99881440.0
2005-06-10,10547,10815,10547,10637,900402,1188589.0,99881440.0
2005-06-13,10681,10771,10458,10458,318823,1168613.0,99881440.0
2005-06-14,10368,10547,10324,10547,369730,1178601.0,99881440.0
2005-06-15,10413,10771,10413,10771,549850,1203571.0,99881440.0
2005-06-16,10771,10994,10726,10860,590057,1213559.0,99881440.0
2005-06-17,10949,10994,10637,10681,386920,1193583.0,99881440.0
2005-06-20,10681,10860,10503,10771,578770,1203571.0,99881440.0
2005-06-21,10905,11262,10860,11128,1549900,1243524.0,99881440.0
2005-06-22,11218,11262,10994,11173,457155,1248518.0,99881440.0
2005-06-23,11218,11218,10860,11039,584070,1233536.0,99881440.0
2005-06-24,10905,11039,10637,10860,393200,1213559.0,99881440.0
2005-06-27,10637,10815,10413,10503,543585,1173607.0,99881440.0
2005-06-28,10458,10949,10458,10815,727406,1208565.0,99881440.0
2005-06-29,10994,11084,10726,10860,778331,1213559.0,99881440.0
2005-06-30,10994,11084,10905,11084,702700,1238530.0,99881440.0
2005-07-01,10949,11039,10771,10860,521610,1213559.0,99881440.0
2005-07-04,10994,10994,10681,10771,767890,1203571.0,99881440.0
2005-07-05,10726,10815,10547,10592,503405,1183595.0,99881440.0
2005-07-06,10637,10815,10547,10637,669481,1188589.0,99881440.0
2005-07-07,10592,10726,10547,10592,404270,1183595.0,99881440.0
2005-07-08,10503,10771,10234,10324,894670,1153631.0,99881440.0
2005-07-11,10503,10592,10368,10503,641290,1173607.0,99881440.0
2005-07-12,10681,10771,10368,10368,767620,1158625.0,99881440.0
2005-07-13,10368,10503,10279,10279,572368,1148637.0,99881440.0
2005-07-14,10368,10681,10324,10368,920868,1158625.0,99881440.0
2005-07-15,10503,10681,10368,10547,554184,1178601.0,99881440.0
2005-07-18,10681,10681,10413,10458,767212,1168613.0,99881440.0
2005-07-19,10503,11084,10503,11084,1323680,1238530.0,99881440.0
2005-07-20,11307,11352,10726,10771,1539865,1203571.0,99881440.0
2005-07-21,10949,11039,10726,10860,748168,1213559.0,99881440.0
2005-07-22,10681,10905,10279,10681,1222340,1193583.0,99881440.0
2005-07-25,10547,11084,10547,11039,804170,1233536.0,99881440.0
2005-07-26,11084,11307,10994,11218,924385,1253512.0,99881440.0
2005-07-27,11352,11575,11262,11352,1092017,1268494.0,99881440.0
2005-07-28,11530,11530,11173,11262,612052,1258506.0,99881440.0
2005-07-29,11396,11441,10949,11128,1229763,1243524.0,99881440.0
2005-08-01,11173,11396,11084,11128,868512,1243524.0,99881440.0
2005-08-02,11084,11352,10994,11307,946330,1263500.0,99881440.0
2005-08-03,11530,11530,11173,11173,1021551,1248518.0,99881440.0
2005-08-04,11218,11754,10994,11709,1746181,1308447.0,99881440.0
2005-08-05,11620,11665,11039,11352,984297,1268494.0,99881440.0
2005-08-08,11307,11709,11262,11396,790832,1273488.0,99881440.0
2005-08-09,11307,11665,11307,11575,680040,1293465.0,99881440.0
2005-08-10,11799,12290,11754,11933,1944473,1333417.0,99881440.0
2005-08-11,11843,12067,11754,12067,763706,1348399.0,99881440.0
2005-08-12,12246,12335,11933,12022,812251,1343405.0,99881440.0
2005-08-16,12022,12201,11665,11754,626857,1313441.0,99881440.0
2005-08-17,11486,11754,11396,11754,716689,1313441.0,99881440.0
2005-08-18,11754,11843,11084,11084,1028706,1238530.0,99881440.0
2005-08-19,11084,11173,10771,10949,809438,1223548.0,99881440.0
2005-08-22,10949,11486,10949,11441,696450,1278482.0,99881440.0
2005-08-23,11486,11665,11352,11530,668092,1288471.0,99881440.0
2005-08-24,11396,11486,10949,10949,871876,1223548.0,99881440.0
2005-08-25,10860,10905,10637,10681,1456234,1193583.0,99881440.0
2005-08-26,10637,10860,10547,10547,701350,1178601.0,99881440.0
2005-08-29,10368,10368,9966,10056,956402,1123666.0,99881440.0
2005-08-30,10279,10368,10056,10279,1196250,1148637.0,99881440.0
2005-08-31,10145,10771,10145,10771,1014013,1203571.0,99881440.0
2005-09-01,10815,11084,10681,11039,925130,1233536.0,99881440.0
2005-09-02,11039,11486,11039,11441,898290,1278482.0,99881440.0
2005-09-05,11486,11530,11307,11352,606311,1268494.0,99881440.0
2005-09-06,11352,11620,11173,11173,550248,1248518.0,99881440.0
2005-09-07,11352,11396,10994,11084,708006,1238530.0,99881440.0
2005-09-08,11262,11307,10815,11039,1056010,1233536.0,99881440.0
2005-09-09,10949,11128,10905,11039,601419,1233536.0,99881440.0
2005-09-12,11084,11218,10771,10771,1012796,1203571.0,99881440.0
2005-09-13,10815,10949,10279,10368,1390637,1158625.0,99881440.0
2005-09-14,10324,10413,10190,10368,1280804,1158625.0,99881440.0
2005-09-15,10413,10637,10324,10368,1455176,1158625.0,99881440.0
2005-09-16,10458,10637,10413,10458,1187929,1168613.0,99881440.0
2005-09-20,10681,11039,10547,10994,1297119,1228542.0,99881440.0
2005-09-21,10905,11128,10860,10949,1098519,1223548.0,99881440.0
2005-09-22,10994,11262,10815,11173,1361333,1248518.0,99881440.0
2005-09-23,11084,11218,10592,10637,1269450,1188589.0,99881440.0
2005-09-26,10681,10860,10681,10860,549180,1213559.0,99881440.0
2005-09-27,10905,11039,10681,11039,876647,1233536.0,99881440.0
2005-09-28,10994,11441,10994,11441,1597519,1278482.0,99881440.0
2005-09-29,11620,11888,11352,11486,2166834,1283477.0,99881440.0
2005-09-30,11575,11709,11396,11620,1183850,1298459.0,99881440.0
2005-10-04,11799,11888,11530,11620,889834,1298459.0,99881440.0
2005-10-05,11530,11575,11218,11218,823471,1253512.0,99881440.0
2005-10-06,11128,11396,11084,11084,739449,1238530.0,99881440.0
2005-10-07,11128,11352,10905,10949,755524,1223548.0,99881440.0
2005-10-10,11084,11218,10949,11173,841317,1248518.0,99881440.0
2005-10-11,11396,11709,11128,11709,1875261,1308447.0,99881440.0
2005-10-12,11799,11843,11530,11799,1383524,1318435.0,99881440.0
2005-10-13,11620,11709,11218,11307,1274770,1263500.0,99881440.0
2005-10-14,11307,11441,10905,10994,796954,1228542.0,99881440.0
2005-10-17,10994,11173,10592,10637,852233,1188589.0,99881440.0
2005-10-18,10637,10771,10592,10726,868743,1198577.0,99881440.0
2005-10-19,10681,10681,10190,10279,762698,1148637.0,99881440.0
2005-10-20,10413,10637,10368,10547,693886,1178601.0,99881440.0
2005-10-21,10368,10637,10279,10592,870079,1183595.0,99881440.0
2005-10-24,10637,10681,10368,10413,551552,1163619.0,99881440.0
2005-10-25,10593,10638,9966,10011,1359378,1118672.0,99881440.0
2005-10-26,10011,10100,9832,10011,799043,1118672.0,99881440.0
2005-10-27,10056,10234,9922,9966,618190,1113678.0,99881440.0
2005-10-28,9743,9966,9653,9653,868330,1078720.0,99881440.0
2005-10-31,9788,9922,9743,9832,688281,1098696.0,99881440.0
2005-11-01,9743,10011,9743,9966,1150890,1113678.0,99881440.0
2005-11-02,9966,10324,9966,10279,723730,1148637.0,99881440.0
2005-11-03,10368,10413,10056,10145,474181,1133654.0,99881440.0
2005-11-04,10190,10324,10056,10100,547730,1128660.0,99881440.0
2005-11-07,10190,10190,9788,9832,690320,1098696.0,99881440.0
2005-11-08,9877,10234,9832,10234,898301,1143642.0,99881440.0
2005-11-09,10145,10279,10056,10234,463590,1143642.0,99881440.0
2005-11-10,10145,10234,10011,10056,558548,1123666.0,99881440.0
2005-11-11,10190,10324,10100,10324,973050,1153631.0,99881440.0
2005-11-14,10368,10637,10279,10368,1109337,1158625.0,99881440.0
2005-11-15,10413,10413,10100,10234,617446,1143642.0,99881440.0
2005-11-16,10190,10234,10100,10100,651290,1128660.0,99881440.0
2005-11-17,10100,10190,9922,9966,870464,1113678.0,99881440.0
2005-11-18,10056,10056,9832,9877,932690,1103690.0,99881440.0
2005-11-21,9922,9966,9564,9653,1367127,1078720.0,99881440.0
2005-11-22,9653,9788,9564,9609,600306,1073725.0,99881440.0
2005-11-23,9653,9832,9653,9743,828983,1088708.0,99881440.0
2005-11-24,9788,9877,9564,9564,1133986,1068731.0,99881440.0
2005-11-25,9609,9788,9519,9609,844361,1073725.0,99881440.0
2005-11-28,9698,10145,9698,10145,1230470,1133654.0,99881440.0
2005-11-29,10011,10145,9743,9788,844964,1093702.0,99881440.0
2005-11-30,9877,10011,9832,9877,589801,1103690.0,99881440.0
2005-12-01,9832,10100,9832,9966,730527,1113678.0,99881440.0
2005-12-02,10056,10100,9698,9743,1110585,1088708.0,99881440.0
2005-12-05,9787,9787,9609,9698,549257,1083714.0,99881440.0
2005-12-06,9698,9788,9519,9609,893951,1073725.0,99881440.0
2005-12-07,9519,9609,9296,9296,969278,1038767.0,99881440.0
2005-12-08,9207,9385,9028,9162,1894538,1023785.0,99881440.0
2005-12-09,9072,9296,9072,9117,1409137,1018791.0,99881440.0
2005-12-12,9207,9564,9207,9519,1172450,1063737.0,99881440.0
2005-12-13,9519,9609,9385,9475,598809,1058743.0,99881440.0
2005-12-14,9519,9653,9430,9519,836713,1063737.0,99881440.0
2005-12-15,9609,9788,9519,9564,832913,1068731.0,99881440.0
2005-12-16,9475,9564,9341,9430,504297,1053749.0,99881440.0
2005-12-19,9385,9609,9341,9519,455393,1063737.0,99881440.0
2005-12-20,9475,9698,9430,9475,637344,1058743.0,99881440.0
2005-12-21,9609,10145,9519,10100,2275547,1128660.0,99881440.0
2005-12-22,10324,11530,10279,11486,6805759,1283477.0,99881440.0
2005-12-23,11486,11530,10860,11039,1762467,1233536.0,99881440.0
2005-12-26,11173,11352,10860,11084,1775084,1238530.0,99881440.0
2005-12-27,10949,11530,10637,10726,2205982,1198577.0,99881440.0
2005-12-28,10547,10726,10368,10547,1347200,1178601.0,99881440.0
2005-12-29,10726,10771,10324,10324,1456349,1153631.0,99881440.0
2006-01-02,10458,10592,10324,10458,1143367,1168613.0,99881440.0
2006-01-03,10637,10949,10324,10905,2067494,1218554.0,99881440.0
2006-01-04,10994,11352,10637,10815,2636444,1208565.0,99881440.0
2006-01-05,11084,11575,10994,11441,3434579,1278482.0,99881440.0
2006-01-06,11709,11977,11620,11799,3442606,1318435.0,99881440.0
2006-01-09,11888,11933,11665,11843,1786746,1323429.0,99881440.0
2006-01-10,11754,12648,11486,12424,4888832,1388352.0,99881440.0
2006-01-11,12648,13408,12156,12290,4649885,1373370.0,99881440.0
2006-01-12,12380,14123,12380,13765,7819164,1538174.0,99881440.0
2006-01-13,13854,14838,13676,14838,4215329,1658032.0,99881440.0
2006-01-16,14882,17028,14301,16938,4266788,1892753.0,99881440.0
2006-01-17,16357,16581,14838,15195,3846554,1697984.0,99881440.0
2006-01-18,14882,15195,13765,14257,3507653,1593109.0,99881440.0
2006-01-19,14614,15106,13944,13989,3917098,1563145.0,99881440.0
2006-01-20,13989,14570,12558,12961,4332279,1448281.0,99881440.0
2006-01-23,12603,13497,12469,13095,2891987,1463263.0,99881440.0
2006-01-24,13363,13944,12827,13497,2874713,1508210.0,99881440.0
2006-01-25,13586,13720,12916,12961,2885329,1448281.0,99881440.0
2006-01-26,13408,13811,13095,13631,4614074,1523192.0,99881440.0
2006-01-27,13854,13944,13408,13854,2604185,1548162.0,99881440.0
2006-01-31,14167,14748,13989,14167,3351907,1583121.0,99881440.0
2006-02-01,14167,14391,13095,13854,2253485,1548162.0,99881440.0
2006-02-02,14212,14212,13318,13765,1590013,1538174.0,99881440.0
2006-02-03,13273,13497,12424,12514,3102380,1398340.0,99881440.0
2006-02-06,12156,12603,11754,12514,2027255,1398340.0,99881440.0
2006-02-07,12424,12648,12022,12022,1432913,1343405.0,99881440.0
2006-02-08,12022,12558,11933,12156,1586606,1358388.0,99881440.0
2006-02-09,12335,12424,11843,12022,1062647,1343405.0,99881440.0
2006-02-10,12022,12380,11754,12380,1301754,1383358.0,99881440.0
2006-02-13,12469,12558,12022,12067,1186359,1348399.0,99881440.0
2006-02-14,11977,12424,11843,12335,1243129,1378364.0,99881440.0
2006-02-15,12603,12648,11799,11843,1129738,1323429.0,99881440.0
2006-02-16,11888,12067,11799,11888,1438049,1328423.0,99881440.0
2006-02-17,12067,12782,11977,12558,2158182,1403334.0,99881440.0
2006-02-20,12737,12961,12469,12737,1415211,1423311.0,99881440.0
2006-02-21,12827,12871,12424,12648,692783,1413322.0,99881440.0
2006-02-22,12558,12961,12380,12692,966609,1418316.0,99881440.0
2006-02-23,12961,13005,12692,12871,1000267,1438293.0,99881440.0
2006-02-24,12827,12871,12424,12424,1027741,1388352.0,99881440.0
2006-02-27,12469,12603,12201,12514,1095345,1398340.0,99881440.0
2006-02-28,12380,12380,11843,12022,2255960,1343405.0,99881440.0
2006-03-02,12022,12111,11933,12067,830255,1348399.0,99881440.0
2006-03-03,12111,12111,11307,11352,1197906,1268494.0,99881440.0
2006-03-06,11262,11709,11128,11620,827162,1298459.0,99881440.0
2006-03-07,11486,11620,11262,11262,653305,1258506.0,99881440.0
2006-03-08,11218,11352,10771,11084,1277268,1238530.0,99881440.0
2006-03-09,11084,11575,11039,11396,1003470,1273488.0,99881440.0
2006-03-10,11441,11754,11307,11486,612199,1283477.0,99881440.0
2006-03-13,11665,11754,11173,11486,1036920,1283477.0,99881440.0
2006-03-14,11530,11530,11084,11262,1604713,1258506.0,99881440.0
2006-03-15,11396,11441,10905,10994,1195210,1228542.0,99881440.0
2006-03-16,10994,11039,10681,10860,956944,1213559.0,99881440.0
2006-03-17,10771,11039,10726,10949,689221,1223548.0,99881440.0
2006-03-20,10949,11218,10949,11173,788688,1248518.0,99881440.0
2006-03-21,11307,11352,11084,11173,594185,1248518.0,99881440.0
2006-03-22,11039,11128,10681,10681,1119821,1193583.0,99881440.0
2006-03-23,10771,10815,9877,9966,3012930,1113678.0,99881440.0
2006-03-24,9966,10190,9743,10145,1362481,1133654.0,99881440.0
2006-03-27,10011,10100,9832,9832,1462541,1098696.0,99881440.0
2006-03-28,9743,10145,9698,10100,1245227,1128660.0,99881440.0
2006-03-29,10011,10503,9922,10458,1227340,1168613.0,99881440.0
2006-03-30,10547,10905,10458,10726,1756128,1198577.0,99881440.0
2006-03-31,10726,11128,10592,11084,1604510,1238530.0,99881440.0
2006-04-03,11128,11262,11084,11173,1165169,1248518.0,99881440.0
2006-04-04,11128,11173,10815,10994,1418547,1228542.0,99881440.0
2006-04-05,10994,11084,10815,10905,871959,1218554.0,99881440.0
2006-04-06,10994,11128,10815,10815,1042782,1208565.0,99881440.0
2006-04-07,10860,11575,10860,11575,1840053,1293465.0,99881440.0
2006-04-10,11396,11665,11307,11530,1014906,1288471.0,99881440.0
2006-04-11,11620,11933,11441,11441,1813250,1278482.0,99881440.0
2006-04-12,11352,11843,11307,11843,1538120,1323429.0,99881440.0
2006-04-13,11933,11977,11754,11933,1025685,1333417.0,99881440.0
2006-04-14,11933,11977,11620,11933,1205665,1333417.0,99881440.0
2006-04-17,11888,11933,11307,11307,1356062,1263500.0,99881440.0
2006-04-18,11262,11486,11084,11352,861742,1268494.0,99881440.0
2006-04-19,11442,11487,10547,10592,2665906,1183595.0,99881440.0
2006-04-20,10637,10815,10547,10637,1031762,1188589.0,99881440.0
2006-04-21,10771,10815,10547,10592,1001284,1183595.0,99881440.0
2006-04-24,10503,10547,10324,10324,779604,1153631.0,99881440.0
2006-04-25,10413,10637,10324,10368,1619056,1158625.0,99881440.0
2006-04-26,10458,10503,10100,10190,2082959,1138648.0,99881440.0
2006-04-27,10324,10592,10145,10503,3072299,1173607.0,99881440.0
2006-04-28,10503,10503,10011,10056,1707920,1123666.0,99881440.0
2006-05-02,10056,10368,10011,10145,1245805,1133654.0,99881440.0
2006-05-03,10234,10279,10056,10056,1356154,1123666.0,99881440.0
2006-05-04,10100,10279,10100,10234,1166824,1143642.0,99881440.0
2006-05-08,10413,10413,10145,10190,1068932,1138648.0,99881440.0
2006-05-09,10145,10324,10100,10190,1227451,1138648.0,99881440.0
2006-05-10,10190,10279,9877,9922,1858587,1108684.0,99881440.0
2006-05-11,9877,10190,9877,10145,1175550,1133654.0,99881440.0
2006-05-12,10056,10324,10011,10190,1156205,1138648.0,99881440.0
2006-05-15,10100,10190,10011,10056,586914,1123666.0,99881440.0
2006-05-16,10100,10145,9877,9922,788430,1108684.0,99881440.0
2006-05-17,9922,9966,9475,9609,1381087,1073725.0,99881440.0
2006-05-18,9341,9430,9117,9385,977977,1048755.0,99881440.0
2006-05-19,9385,9519,9251,9341,506848,1043761.0,99881440.0
2006-05-22,9385,9475,9162,9207,1043121,1028779.0,99881440.0
2006-05-23,9162,9251,8983,9072,1122382,1013797.0,99881440.0
2006-05-24,8983,9162,8929,9162,913533,1023785.0,99881440.0
2006-05-25,9207,9251,8938,8938,668342,998814.0,99881440.0
2006-05-26,9117,9341,9072,9341,1032467,1043761.0,99881440.0
2006-05-29,9385,9475,9117,9117,640250,1018791.0,99881440.0
2006-05-30,9162,9162,8912,8912,960771,995818.0,99881440.0
2006-06-01,8867,9117,8760,8760,900125,978838.0,99881440.0
2006-06-02,8849,8867,8062,8259,1966254,922905.0,99881440.0
2006-06-05,8429,8491,8214,8259,1254760,922905.0,99881440.0
2006-06-07,8045,8170,8000,8036,1053998,897934.0,99881440.0
2006-06-08,8045,8098,7875,7884,815993,880954.0,99881440.0
2006-06-09,8053,8241,8045,8045,1196538,898933.0,99881440.0
2006-06-12,8000,8205,7732,8205,525882,916912.0,99881440.0
2006-06-13,8045,8080,7875,7875,445679,879955.0,99881440.0
2006-06-14,7785,8045,7758,7955,565368,888945.0,99881440.0
2006-06-15,8116,8161,7893,7893,658487,881953.0,99881440.0
2006-06-16,8089,8268,8000,8134,1179815,908921.0,99881440.0
2006-06-19,8045,8045,7776,7776,512623,868969.0,99881440.0
2006-06-20,7732,7767,7294,7303,1045109,816031.0,99881440.0
2006-06-21,7303,7499,7294,7428,702085,830015.0,99881440.0
2006-06-22,7553,7571,7294,7338,797100,820027.0,99881440.0
2006-06-23,7267,7338,7052,7097,770792,793059.0,99881440.0
2006-06-26,7097,7195,6972,7097,766731,793059.0,99881440.0
2006-06-27,7160,7195,7061,7133,1211950,797054.0,99881440.0
2006-06-28,6972,7115,6963,7061,522955,789063.0,99881440.0
2006-06-29,7142,7794,7133,7553,3505326,843998.0,99881440.0
2006-06-30,7732,7804,7589,7687,1585014,858980.0,99881440.0
2006-07-03,7714,8071,7607,8071,994287,901929.0,99881440.0
2006-07-04,8152,8161,7875,7982,826785,891941.0,99881440.0
2006-07-05,7776,7991,7598,7785,566268,869967.0,99881440.0
2006-07-06,7732,7839,7589,7624,731575,851989.0,99881440.0
2006-07-07,7669,7919,7589,7893,837522,881953.0,99881440.0
2006-07-10,7794,8161,7750,8080,1187387,902928.0,99881440.0
2006-07-11,8080,8107,7928,8009,417523,894938.0,99881440.0
2006-07-12,8107,8375,8027,8161,1116330,911918.0,99881440.0
2006-07-13,8080,8223,7991,8053,611171,899932.0,99881440.0
2006-07-14,7884,7937,7714,7848,604286,876959.0,99881440.0
2006-07-18,7741,7849,7615,7687,503547,858980.0,99881440.0
2006-07-19,7848,8089,7785,8009,777671,894938.0,99881440.0
2006-07-20,8170,8179,8009,8098,1029775,904926.0,99881440.0
2006-07-21,8045,8098,8036,8071,417950,901929.0,99881440.0
2006-07-24,8036,8089,7893,8036,571655,897934.0,99881440.0
2006-07-25,8161,8250,8053,8053,564140,899932.0,99881440.0
2006-07-26,8080,8116,7714,7732,1162437,863974.0,99881440.0
2006-07-27,7776,7946,7767,7919,590520,884950.0,99881440.0
2006-07-28,7964,8080,7910,8071,745198,901929.0,99881440.0
2006-07-31,8143,8179,7910,7937,448783,886947.0,99881440.0
2006-08-01,7937,8071,7776,7803,410159,871965.0,99881440.0
2006-08-02,7803,7928,7705,7928,433258,885948.0,99881440.0
2006-08-03,7928,7973,7785,7812,274507,872964.0,99881440.0
2006-08-04,7812,7946,7767,7946,805241,887946.0,99881440.0
2006-08-07,7946,7955,7633,7633,1071671,852987.0,99881440.0
2006-08-08,7615,7696,7508,7615,936862,850990.0,99881440.0
2006-08-09,7615,7651,7517,7607,593690,849991.0,99881440.0
2006-08-10,7607,7607,7464,7508,984091,839004.0,99881440.0
2006-08-11,7499,7544,7356,7356,1008954,822024.0,99881440.0
2006-08-14,7356,7410,7258,7329,1127171,819028.0,99881440.0
2006-08-16,7455,7464,7321,7410,638265,828017.0,99881440.0
2006-08-17,7472,7598,7446,7455,1239814,833011.0,99881440.0
2006-08-18,7508,7544,7392,7437,732126,831014.0,99881440.0
2006-08-21,7464,7553,7428,7464,396541,834010.0,99881440.0
2006-08-22,7490,7803,7490,7767,2568459,867970.0,99881440.0
2006-08-23,7848,8223,7821,8179,3040592,913915.0,99881440.0
2006-08-24,8179,8250,8045,8116,942025,906923.0,99881440.0
2006-08-25,8214,8661,8071,8491,1947041,948874.0,99881440.0
2006-08-28,8581,8581,8357,8491,779479,948874.0,99881440.0
2006-08-29,8626,8742,8447,8572,994848,957863.0,99881440.0
2006-08-30,8670,8715,8474,8634,944275,964855.0,99881440.0
2006-08-31,8679,8831,8608,8715,843715,973844.0,99881440.0
2006-09-01,8652,8670,8509,8563,630227,956864.0,99881440.0
2006-09-04,8581,8688,8304,8688,1761104,970848.0,99881440.0
2006-09-05,8724,8742,8590,8670,490236,968850.0,99881440.0
2006-09-06,8670,8715,8375,8465,634962,945877.0,99881440.0
2006-09-07,8313,8733,8304,8563,741323,956864.0,99881440.0
2006-09-08,8482,8670,8482,8599,296200,960859.0,99881440.0
2006-09-11,8697,9028,8661,8661,1199208,967851.0,99881440.0
2006-09-12,8760,8938,8608,8670,1165940,968850.0,99881440.0
2006-09-13,8804,8929,8751,8760,952430,978838.0,99881440.0
2006-09-14,8769,9207,8697,9207,1810985,1028779.0,99881440.0
2006-09-15,9251,9564,9162,9564,1674402,1068731.0,99881440.0
2006-09-18,9564,9653,9430,9653,1641965,1078720.0,99881440.0
2006-09-19,9609,9698,9430,9475,1046425,1058743.0,99881440.0
2006-09-20,9430,9564,9162,9519,766759,1063737.0,99881440.0
2006-09-21,9698,9698,9207,9251,1363930,1033773.0,99881440.0
2006-09-22,9117,9251,8929,8938,959130,998814.0,99881440.0
2006-09-25,8938,9251,8929,9207,719005,1028779.0,99881440.0
2006-09-26,9251,9251,8903,8903,647460,994819.0,99881440.0
2006-09-27,8983,9072,8929,8983,705749,1003808.0,99881440.0
2006-09-28,8938,9028,8894,8912,826313,995818.0,99881440.0
2006-09-29,8938,9207,8929,9028,988377,1008803.0,99881440.0
2006-10-02,8983,9028,8795,8822,870512,985830.0,99881440.0
2006-10-04,8786,8813,8447,8491,995815,948874.0,99881440.0
2006-10-09,8536,8769,8232,8232,1409694,919908.0,99881440.0
2006-10-10,8268,8438,8268,8304,722125,927899.0,99881440.0
2006-10-11,8277,8465,8161,8357,781860,933891.0,99881440.0
2006-10-12,8366,8715,8339,8652,945641,966852.0,99881440.0
2006-10-13,8840,8858,8715,8724,575874,974843.0,99881440.0
2006-10-16,8840,8983,8769,8912,693734,995818.0,99881440.0
2006-10-17,8983,9207,8724,9117,814885,1018791.0,99881440.0
2006-10-18,9072,9609,9072,9564,1954963,1068731.0,99881440.0
2006-10-19,9698,9832,9430,9519,1485802,1063737.0,99881440.0
2006-10-20,9475,9698,9341,9475,1046991,1058743.0,99881440.0
2006-10-23,9609,9698,9385,9519,626942,1063737.0,99881440.0
2006-10-24,9609,9966,9609,9877,1644119,1103690.0,99881440.0
2006-10-25,9966,10056,9832,9966,607220,1113678.0,99881440.0
2006-10-26,9877,9966,9653,9698,653299,1083714.0,99881440.0
2006-10-27,9743,10011,9609,9743,1027565,1088708.0,99881440.0
2006-10-30,9743,9877,9609,9743,446755,1088708.0,99881440.0
2006-10-31,9787,9832,9430,9475,1129832,1058743.0,99881440.0
2006-11-01,9564,9832,9475,9832,843910,1098696.0,99881440.0
2006-11-02,9743,10100,9698,9922,840379,1108684.0,99881440.0
2006-11-03,10056,10234,9922,10234,1050929,1143642.0,99881440.0
2006-11-06,10234,10234,9877,9966,682048,1113678.0,99881440.0
2006-11-07,10100,10190,9877,9922,859526,1108684.0,99881440.0
2006-11-08,9832,9877,9251,9296,1987503,1038767.0,99881440.0
2006-11-09,9385,9564,9341,9475,1019514,1058743.0,99881440.0
2006-11-10,9385,9564,9251,9475,919692,1058743.0,99881440.0
2006-11-13,9609,9653,9430,9475,694190,1058743.0,99881440.0
2006-11-14,9609,9743,9519,9653,859513,1078720.0,99881440.0
2006-11-15,9743,9743,9430,9475,692018,1058743.0,99881440.0
2006-11-16,9564,9564,9385,9430,701791,1053749.0,99881440.0
2006-11-17,9519,10011,9519,9966,1871209,1113678.0,99881440.0
2006-11-20,9743,9877,9519,9832,1710624,1098696.0,99881440.0
2006-11-21,9832,10324,9653,10279,1625373,1148637.0,99881440.0
2006-11-22,10368,10592,10234,10547,2332273,1178601.0,99881440.0
2006-11-23,10547,10637,10324,10503,807466,1173607.0,99881440.0
2006-11-24,10503,11039,10503,11039,1968382,1233536.0,99881440.0
2006-11-27,10949,11084,10771,10860,915659,1213559.0,99881440.0
2006-11-28,10547,10860,10368,10771,1321364,1203571.0,99881440.0
2006-11-29,10726,10860,10458,10637,1000016,1188589.0,99881440.0
2006-11-30,10681,10771,10413,10458,1097507,1168613.0,99881440.0
2006-12-01,10413,10637,10279,10413,1049805,1163619.0,99881440.0
