하이트진로(000080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,,,,,,38852.0,12994090.0
1999-01-05,,,,,,38333.0,12994090.0
1999-01-06,,,,,,40282.0,12994090.0
1999-01-07,,,,,,37943.0,12994090.0
1999-01-08,,,,,,38333.0,12994090.0
1999-01-11,,,,,,38982.0,12994090.0
1999-01-12,,,,,,38333.0,12994090.0
1999-01-13,,,,,,44050.0,12994090.0
1999-01-14,,,,,,50612.0,12994090.0
1999-01-15,,,,,,58149.0,12994090.0
1999-01-18,,,,,,66790.0,12994090.0
1999-01-19,,,,,,56784.0,12994090.0
1999-01-20,,,,,,54575.0,12994090.0
1999-01-21,,,,,,51976.0,12994090.0
1999-01-22,,,,,,51976.0,12994090.0
1999-01-25,,,,,,51457.0,12994090.0
1999-01-26,,,,,,48078.0,12994090.0
1999-01-27,,,,,,51976.0,12994090.0
1999-01-28,,,,,,59773.0,12994090.0
1999-01-29,,,,,,58473.0,12994090.0
1999-02-01,,,,,,55745.0,12994090.0
1999-02-02,,,,,,51976.0,12994090.0
1999-02-03,,,,,,52626.0,12994090.0
1999-02-04,,,,,,51976.0,12994090.0
1999-02-05,,,,,,52366.0,12994090.0
1999-02-08,,,,,,50677.0,12994090.0
1999-02-09,,,,,,48078.0,12994090.0
1999-02-10,,,,,,46129.0,12994090.0
1999-02-11,,,,,,48078.0,12994090.0
1999-02-12,,,,,,50287.0,12994090.0
1999-02-18,,,,,,48728.0,12994090.0
1999-02-19,,,,,,46779.0,12994090.0
1999-02-22,,,,,,45609.0,12994090.0
1999-02-23,,,,,,44310.0,12994090.0
1999-02-24,,,,,,43140.0,12994090.0
1999-02-25,,,,,,41191.0,12994090.0
1999-02-26,,,,,,43660.0,12994090.0
1999-03-02,,,,,,46129.0,12994090.0
1999-03-03,,,,,,45479.0,12994090.0
1999-03-04,,,,,,45869.0,12994090.0
1999-03-05,,,,,,52691.0,12994090.0
1999-03-08,,,,,,50677.0,12994090.0
1999-03-09,,,,,,51976.0,12994090.0
1999-03-10,,,,,,50157.0,12994090.0
1999-03-11,,,,,,50677.0,12994090.0
1999-03-12,,,,,,51327.0,12994090.0
1999-03-15,,,,,,50157.0,12994090.0
1999-03-16,,,,,,50677.0,12994090.0
1999-03-17,,,,,,48728.0,12994090.0
1999-03-18,,,,,,46779.0,12994090.0
1999-03-19,,,,,,48078.0,12994090.0
1999-03-22,,,,,,48078.0,12994090.0
1999-03-23,,,,,,48078.0,12994090.0
1999-03-24,,,,,,47948.0,12994090.0
1999-03-25,,,,,,51067.0,12994090.0
1999-03-26,,,,,,51067.0,12994090.0
1999-03-29,,,,,,51716.0,12994090.0
1999-03-30,,,,,,50677.0,12994090.0
1999-03-31,,,,,,49767.0,12994090.0
1999-04-01,,,,,,50677.0,12994090.0
1999-04-02,,,,,,50677.0,12994090.0
1999-04-06,,,,,,51327.0,12994090.0
1999-04-07,,,,,,58993.0,12994090.0
1999-04-08,,,,,,54575.0,12994090.0
1999-04-09,,,,,,55225.0,12994090.0
1999-04-12,,,,,,54575.0,12994090.0
1999-04-13,,,,,,56394.0,12994090.0
1999-04-14,,,,,,54575.0,12994090.0
1999-04-15,,,,,,54575.0,12994090.0
1999-04-16,,,,,,56524.0,12994090.0
1999-04-19,,,,,,59123.0,12994090.0
1999-04-20,,,,,,57824.0,12994090.0
1999-04-21,,,,,,59903.0,12994090.0
1999-04-22,,,,,,61722.0,12994090.0
1999-04-23,,,,,,64970.0,12994090.0
1999-04-26,,,,,,74716.0,12994090.0
1999-04-27,,,,,,73417.0,12994090.0
1999-04-28,,,,,,81863.0,12994090.0
1999-04-29,,,,,,77965.0,12994090.0
1999-04-30,,,,,,74066.0,12994090.0
1999-05-03,,,,,,77835.0,12994090.0
1999-05-04,,,,,,77315.0,12994090.0
1999-05-06,,,,,,81863.0,12994090.0
1999-05-07,,,,,,78614.0,12994090.0
1999-05-10,,,,,,75366.0,12994090.0
1999-05-11,,,,,,72637.0,12994090.0
1999-05-12,,,,,,69518.0,12994090.0
1999-05-13,,,,,,66140.0,12994090.0
1999-05-14,,,,,,64970.0,12994090.0
1999-05-17,,,,,,59773.0,12994090.0
1999-05-18,,,,,,58473.0,12994090.0
1999-05-19,,,,,,62372.0,12994090.0
1999-05-20,,,,,,57174.0,12994090.0
1999-05-21,,,,,,59773.0,12994090.0
1999-05-24,,,,,,58473.0,12994090.0
1999-05-25,,,,,,58343.0,12994090.0
1999-05-26,,,,,,60812.0,12994090.0
1999-05-27,,,,,,60552.0,12994090.0
1999-05-28,,,,,,62242.0,12994090.0
1999-05-31,,,,,,61722.0,12994090.0
1999-06-01,,,,,,60293.0,12994090.0
1999-06-02,,,,,,63671.0,12994090.0
1999-06-03,,,,,,62372.0,12994090.0
1999-06-04,,,,,,62372.0,12994090.0
1999-06-07,,,,,,62372.0,12994090.0
1999-06-08,,,,,,60942.0,12994090.0
1999-06-09,,,,,,62372.0,12994090.0
1999-06-10,,,,,,62372.0,12994090.0
1999-06-11,,,,,,65230.0,12994090.0
1999-06-14,,,,,,74976.0,12994090.0
1999-06-15,,,,,,69778.0,12994090.0
1999-06-16,,,,,,71597.0,12994090.0
1999-06-17,,,,,,72117.0,12994090.0
1999-06-18,,,,,,76665.0,12994090.0
1999-06-21,,,,,,72117.0,12994090.0
1999-06-22,,,,,,70038.0,12994090.0
1999-06-23,,,,,,67699.0,12994090.0
1999-06-24,,,,,,74066.0,12994090.0
1999-06-25,,,,,,73806.0,12994090.0
1999-06-28,,,,,,68869.0,12994090.0
1999-06-29,,,,,,68869.0,12994090.0
1999-06-30,,,,,,68479.0,12994090.0
1999-07-01,,,,,,67959.0,12994090.0
1999-07-02,,,,,,70168.0,12994090.0
1999-07-05,,,,,,70168.0,12994090.0
1999-07-06,,,,,,70818.0,12994090.0
1999-07-07,,,,,,71467.0,12994090.0
1999-07-08,,,,,,76665.0,12994090.0
1999-07-09,,,,,,80563.0,12994090.0
1999-07-12,,,,,,83162.0,12994090.0
1999-07-13,,,,,,81473.0,12994090.0
1999-07-14,,,,,,79004.0,12994090.0
1999-07-15,,,,,,68869.0,12994090.0
1999-07-16,,,,,,75366.0,12994090.0
1999-07-19,,,,,,74196.0,12994090.0
1999-07-20,,,,,,85241.0,12994090.0
1999-07-21,,,,,,79264.0,12994090.0
1999-07-22,,,,,,77965.0,12994090.0
1999-07-23,,,,,,75366.0,12994090.0
1999-07-26,,,,,,77965.0,12994090.0
1999-07-27,,,,,,80303.0,12994090.0
1999-07-28,,,,,,81863.0,12994090.0
1999-07-29,,,,,,94077.0,12994090.0
1999-07-30,,,,,,100184.0,12994090.0
1999-08-02,,,,,,88360.0,12994090.0
1999-08-03,,,,,,84462.0,12994090.0
1999-08-04,,,,,,87060.0,12994090.0
1999-08-05,,,,,,83162.0,12994090.0
1999-08-06,,,,,,79264.0,12994090.0
1999-08-09,,,,,,87060.0,12994090.0
1999-08-10,,,,,,90959.0,12994090.0
1999-08-11,,,,,,84462.0,12994090.0
1999-08-12,,,,,,84462.0,12994090.0
1999-08-13,,,,,,83162.0,12994090.0
1999-08-16,,,,,,81863.0,12994090.0
1999-08-17,,,,,,75366.0,12994090.0
1999-08-18,,,,,,66920.0,12994090.0
1999-08-19,,,,,,70168.0,12994090.0
1999-08-20,,,,,,72767.0,12994090.0
1999-08-23,,,,,,75366.0,12994090.0
1999-08-24,,,,,,72117.0,12994090.0
1999-08-25,,,,,,70688.0,12994090.0
1999-08-26,,,,,,70168.0,12994090.0
1999-08-27,,,,,,69908.0,12994090.0
1999-08-30,,,,,,69518.0,12994090.0
1999-08-31,,,,,,69518.0,12994090.0
1999-09-01,,,,,,66270.0,12994090.0
1999-09-02,,,,,,65100.0,12994090.0
1999-09-03,,,,,,61722.0,12994090.0
1999-09-06,,,,,,66270.0,12994090.0
1999-09-07,,,,,,64191.0,12994090.0
1999-09-08,,,,,,63671.0,12994090.0
1999-09-09,,,,,,63021.0,12994090.0
1999-09-10,,,,,,63801.0,12994090.0
1999-09-13,,,,,,64321.0,12994090.0
1999-09-14,,,,,,68869.0,12994090.0
1999-09-15,,,,,,71208.0,12994090.0
1999-09-16,,,,,,68219.0,12994090.0
1999-09-17,,,,,,78354.0,12994090.0
1999-09-20,,,,,,72767.0,12994090.0
1999-09-21,,,,,,70168.0,12994090.0
1999-09-22,,,,,,71467.0,12994090.0
1999-09-27,,,,,,69778.0,12994090.0
1999-09-28,,,,,,69258.0,12994090.0
1999-09-29,,,,,,67959.0,12994090.0
1999-09-30,,,,,,60682.0,12994090.0
1999-10-01,,,,,,61722.0,12994090.0
1999-10-04,,,,,,62372.0,12994090.0
1999-10-05,,,,,,58733.0,12994090.0
1999-10-06,,,,,,61072.0,12994090.0
1999-10-07,,,,,,61072.0,12994090.0
1999-10-08,,,,,,59773.0,12994090.0
1999-10-11,,,,,,60942.0,12994090.0
1999-10-12,,,,,,60617.0,12994090.0
1999-10-13,,,,,,60487.0,12994090.0
1999-10-14,,,,,,60293.0,12994090.0
1999-10-15,,,,,,61722.0,12994090.0
1999-10-18,,,,,,60423.0,12994090.0
1999-10-19,,,,,,59253.0,12994090.0
1999-10-20,,,,,,59968.0,12994090.0
1999-10-21,,,,,,59123.0,12994090.0
1999-10-22,,,,,,57304.0,12994090.0
1999-10-25,,,,,,54575.0,12994090.0
1999-10-26,,,,,,53146.0,12994090.0
1999-10-27,,,,,,55875.0,12994090.0
1999-10-28,,,,,,55225.0,12994090.0
1999-10-29,,,,,,54575.0,12994090.0
1999-11-01,,,,,,55355.0,12994090.0
1999-11-02,,,,,,54575.0,12994090.0
1999-11-03,,,,,,57044.0,12994090.0
1999-11-04,,,,,,59773.0,12994090.0
1999-11-05,,,,,,57824.0,12994090.0
1999-11-08,,,,,,55875.0,12994090.0
1999-11-09,,,,,,56134.0,12994090.0
1999-11-10,,,,,,55225.0,12994090.0
1999-11-11,,,,,,54640.0,12994090.0
1999-11-12,,,,,,54575.0,12994090.0
1999-11-15,,,,,,54835.0,12994090.0
1999-11-16,,,,,,55225.0,12994090.0
1999-11-17,,,,,,53925.0,12994090.0
1999-11-18,,,,,,54575.0,12994090.0
1999-11-19,,,,,,53536.0,12994090.0
1999-11-22,,,,,,54575.0,12994090.0
1999-11-23,,,,,,54185.0,12994090.0
1999-11-24,,,,,,52886.0,12994090.0
1999-11-25,,,,,,54445.0,12994090.0
1999-11-26,,,,,,53796.0,12994090.0
1999-11-29,,,,,,61722.0,12994090.0
1999-11-30,,,,,,57174.0,12994090.0
1999-12-01,,,,,,65750.0,12994090.0
1999-12-02,,,,,,64451.0,12994090.0
1999-12-03,,,,,,58603.0,12994090.0
1999-12-06,,,,,,59773.0,12994090.0
1999-12-07,,,,,,54575.0,12994090.0
1999-12-08,,,,,,50677.0,12994090.0
1999-12-09,,,,,,54055.0,12994090.0
1999-12-10,,,,,,55875.0,12994090.0
1999-12-13,,,,,,59123.0,12994090.0
1999-12-14,,,,,,55225.0,12994090.0
1999-12-15,,,,,,53925.0,12994090.0
1999-12-16,,,,,,53276.0,12994090.0
1999-12-17,,,,,,50677.0,12994090.0
1999-12-20,,,,,,51846.0,12994090.0
1999-12-21,,,,,,48078.0,12994090.0
1999-12-22,,,,,,43530.0,12994090.0
1999-12-23,,,,,,39242.0,12994090.0
1999-12-24,,,,,,45089.0,12994090.0
1999-12-27,,,,,,51846.0,12994090.0
1999-12-28,,,,,,51067.0,12994090.0
2000-01-04,,,,,,58668.0,12994090.0
2000-01-05,,,,,,54445.0,12994090.0
2000-01-06,,,,,,54575.0,12994090.0
2000-01-07,,,,,,51976.0,12994090.0
2000-01-10,,,,,,55875.0,12994090.0
2000-01-11,,,,,,57174.0,12994090.0
2000-01-12,,,,,,56654.0,12994090.0
2000-01-13,,,,,,55745.0,12994090.0
2000-01-14,,,,,,56524.0,12994090.0
2000-01-17,,,,,,58993.0,12994090.0
2000-01-18,,,,,,55875.0,12994090.0
2000-01-19,,,,,,55875.0,12994090.0
2000-01-20,,,,,,55875.0,12994090.0
2000-01-21,,,,,,54445.0,12994090.0
2000-01-24,,,,,,55225.0,12994090.0
2000-01-25,,,,,,54185.0,12994090.0
2000-01-26,,,,,,53276.0,12994090.0
2000-01-27,,,,,,53276.0,12994090.0
2000-01-28,,,,,,53276.0,12994090.0
2000-01-31,,,,,,52626.0,12994090.0
2000-02-01,,,,,,52886.0,12994090.0
2000-02-02,,,,,,52626.0,12994090.0
2000-02-03,,,,,,52236.0,12994090.0
2000-02-07,,,,,,52626.0,12994090.0
2000-02-08,,,,,,51716.0,12994090.0
2000-02-09,,,,,,48728.0,12994090.0
2000-02-10,,,,,,45609.0,12994090.0
2000-02-11,,,,,,51457.0,12994090.0
2000-02-14,,,,,,49897.0,12994090.0
2000-02-15,,,,,,51976.0,12994090.0
2000-02-16,,,,,,52496.0,12994090.0
2000-02-17,,,,,,53146.0,12994090.0
2000-02-18,,,,,,53146.0,12994090.0
2000-02-21,,,,,,51846.0,12994090.0
2000-02-22,,,,,,51976.0,12994090.0
2000-02-23,,,,,,51976.0,12994090.0
2000-02-24,,,,,,52626.0,12994090.0
2000-02-25,,,,,,50937.0,12994090.0
2000-02-28,,,,,,51327.0,12994090.0
2000-02-29,,,,,,52626.0,12994090.0
2000-03-02,,,,,,51976.0,12994090.0
2000-03-03,,,,,,51067.0,12994090.0
2000-03-06,,,,,,51197.0,12994090.0
2000-03-07,,,,,,52366.0,12994090.0
2000-03-08,,,,,,50742.0,12994090.0
2000-03-09,,,,,,50677.0,12994090.0
2000-03-10,,,,,,50027.0,12994090.0
2000-03-13,,,,,,54575.0,12994090.0
2000-03-14,,,,,,53276.0,12994090.0
2000-03-15,,,,,,49637.0,12994090.0
2000-03-16,,,,,,49378.0,12994090.0
2000-03-17,,,,,,50027.0,12994090.0
2000-03-20,,,,,,50027.0,12994090.0
2000-03-21,,,,,,47948.0,12994090.0
2000-03-22,,,,,,49767.0,12994090.0
2000-03-23,,,,,,48078.0,12994090.0
2000-03-24,,,,,,48078.0,12994090.0
2000-03-27,,,,,,48078.0,12994090.0
2000-03-28,,,,,,48208.0,12994090.0
2000-03-29,,,,,,46129.0,12994090.0
2000-03-30,,,,,,44700.0,12994090.0
2000-03-31,,,,,,44570.0,12994090.0
2000-04-03,,,,,,43270.0,12994090.0
2000-04-04,,,,,,41061.0,12994090.0
2000-04-06,,,,,,42491.0,12994090.0
2000-04-07,,,,,,41581.0,12994090.0
2000-04-10,,,,,,43920.0,12994090.0
2000-04-11,,,,,,44830.0,12994090.0
2000-04-12,,,,,,44180.0,12994090.0
2000-04-14,,,,,,41711.0,12994090.0
2000-04-17,,,,,,37423.0,12994090.0
2000-04-18,,,,,,39632.0,12994090.0
2000-04-19,,,,,,40282.0,12994090.0
2000-04-20,,,,,,40282.0,12994090.0
2000-04-21,,,,,,43985.0,12994090.0
2000-04-24,,,,,,42231.0,12994090.0
2000-04-25,,,,,,40282.0,12994090.0
2000-04-26,,,,,,39502.0,12994090.0
2000-04-27,,,,,,38852.0,12994090.0
2000-04-28,,,,,,38982.0,12994090.0
2000-05-02,,,,,,38982.0,12994090.0
2000-05-03,,,,,,38852.0,12994090.0
2000-05-04,,,,,,39047.0,12994090.0
2000-05-08,,,,,,40282.0,12994090.0
2000-05-09,,,,,,39762.0,12994090.0
2000-05-10,,,,,,40282.0,12994090.0
2000-05-12,,,,,,38982.0,12994090.0
2000-05-15,,,,,,37813.0,12994090.0
2000-05-16,,,,,,37683.0,12994090.0
2000-05-17,,,,,,34824.0,12994090.0
2000-05-18,,,,,,33785.0,12994090.0
2000-05-19,,,,,,29886.0,12994090.0
