풍산홀딩스(005810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-19,12325,12463,12262,12451,120510,318780.0,32200000.0
2004-07-20,12438,12451,12199,12250,104411,313628.0,32200000.0
2004-07-21,12388,12552,12250,12363,190100,316526.0,32200000.0
2004-07-22,12199,12413,12086,12413,90810,317814.0,32200000.0
2004-07-23,12275,12401,12137,12401,61571,317492.0,32200000.0
2004-07-26,12149,12350,12149,12325,32541,315560.0,32200000.0
2004-07-27,12363,12451,12174,12451,85300,318780.0,32200000.0
2004-07-28,12501,12539,12388,12514,78880,320390.0,32200000.0
2004-07-29,12564,12564,12325,12552,67621,321356.0,32200000.0
2004-07-30,12640,12640,12451,12501,84560,320068.0,32200000.0
2004-08-02,12350,12539,12187,12262,88430,313950.0,32200000.0
2004-08-03,12426,12426,12275,12426,53100,318136.0,32200000.0
2004-08-04,12212,12325,12149,12212,78495,312662.0,32200000.0
2004-08-05,12375,12438,12212,12426,52790,318136.0,32200000.0
2004-08-06,12225,12388,12199,12325,131198,315560.0,32200000.0
2004-08-09,12438,12828,12225,12702,127160,325220.0,32200000.0
2004-08-10,12577,12765,12552,12765,81810,326830.0,32200000.0
2004-08-11,12702,13080,12640,12954,165110,331660.0,32200000.0
2004-08-12,12828,13017,12765,12891,200002,330050.0,32200000.0
2004-08-13,12954,13206,12702,13143,210410,336490.0,32200000.0
2004-08-16,12954,13206,12954,13017,113750,333270.0,32200000.0
2004-08-17,13143,13709,13080,13457,320498,344540.0,32200000.0
2004-08-18,13457,13646,13331,13457,121398,344540.0,32200000.0
2004-08-19,13583,13709,13394,13457,146687,344540.0,32200000.0
2004-08-20,13394,13520,13331,13520,89990,346150.0,32200000.0
2004-08-23,13520,13771,13520,13771,109380,352590.0,32200000.0
2004-08-24,13834,13834,13583,13709,100952,350980.0,32200000.0
2004-08-25,13583,13834,13583,13834,155480,354200.0,32200000.0
2004-08-26,13834,13897,13520,13583,119500,347760.0,32200000.0
2004-08-27,13709,13771,13520,13709,203444,350980.0,32200000.0
2004-08-30,13709,13709,13520,13709,40780,350980.0,32200000.0
2004-08-31,13583,13709,13520,13709,76360,350980.0,32200000.0
2004-09-01,13709,13834,13646,13834,318792,354200.0,32200000.0
2004-09-02,13960,14778,13960,14778,622342,378350.0,32200000.0
2004-09-03,14715,14715,14212,14275,143183,365470.0,32200000.0
2004-09-06,14149,14589,14149,14589,159640,373520.0,32200000.0
2004-09-07,14463,14652,14337,14589,113620,373520.0,32200000.0
2004-09-08,14337,14463,14086,14149,81874,362250.0,32200000.0
2004-09-09,14086,14337,14086,14149,87756,362250.0,32200000.0
2004-09-10,14149,14337,13834,14337,128720,367080.0,32200000.0
2004-09-13,14463,14526,14149,14275,86450,365470.0,32200000.0
2004-09-14,14275,14400,14086,14275,80300,365470.0,32200000.0
2004-09-15,14337,14337,13834,13834,124962,354200.0,32200000.0
2004-09-16,13960,14275,13960,14212,144250,363860.0,32200000.0
2004-09-17,14400,15344,14400,14840,1008139,379960.0,32200000.0
2004-09-20,14840,15092,14463,14589,327752,373520.0,32200000.0
2004-09-21,14840,15469,14589,15344,793728,392840.0,32200000.0
2004-09-22,15721,16224,15281,15281,1448119,391230.0,32200000.0
2004-09-23,15344,15469,14840,15092,410736,386400.0,32200000.0
2004-09-24,15344,15344,14463,14715,621510,376740.0,32200000.0
2004-09-30,14463,15092,14463,15092,322962,386400.0,32200000.0
2004-10-01,15218,15972,15155,15972,395998,408940.0,32200000.0
2004-10-04,16035,16098,15658,15972,317700,408940.0,32200000.0
2004-10-05,16098,16350,15910,16224,568241,415380.0,32200000.0
2004-10-06,16161,16161,15721,15847,335150,405720.0,32200000.0
2004-10-07,15972,15972,15344,15406,219630,394450.0,32200000.0
2004-10-08,15406,16161,15406,15847,324327,405720.0,32200000.0
2004-10-11,15595,16098,15595,15847,245300,405720.0,32200000.0
2004-10-12,15847,15847,15344,15595,183692,399280.0,32200000.0
2004-10-13,15469,15658,15281,15344,358190,392840.0,32200000.0
2004-10-14,15155,15218,14652,14778,310346,378350.0,32200000.0
2004-10-15,14715,15092,14400,15092,176640,386400.0,32200000.0
2004-10-18,15092,15281,14903,15092,92089,386400.0,32200000.0
2004-10-19,15155,15281,15029,15092,178645,386400.0,32200000.0
2004-10-20,15092,15155,14903,14966,137273,383180.0,32200000.0
2004-10-21,14840,14840,14149,14463,308440,370300.0,32200000.0
2004-10-22,14212,14778,14212,14589,214990,373520.0,32200000.0
2004-10-25,14337,14400,14023,14086,111970,360640.0,32200000.0
2004-10-26,14149,14400,14086,14400,104390,368690.0,32200000.0
2004-10-27,14652,14652,14212,14400,87787,368690.0,32200000.0
2004-10-28,14652,14778,14526,14589,179464,373520.0,32200000.0
2004-10-29,14337,14337,14086,14212,285756,363860.0,32200000.0
2004-11-01,14212,14526,14086,14400,213000,368690.0,32200000.0
2004-11-02,14526,14778,14463,14652,223260,375130.0,32200000.0
2004-11-03,14715,14966,14400,14966,191989,383180.0,32200000.0
2004-11-04,15029,15092,14652,14652,177527,375130.0,32200000.0
2004-11-05,15029,15344,14966,15344,310931,392840.0,32200000.0
2004-11-08,15406,15721,14903,15721,319310,402500.0,32200000.0
2004-11-09,15784,15910,15218,15406,223860,394450.0,32200000.0
2004-11-10,15658,15658,15281,15658,211677,400890.0,32200000.0
2004-11-11,15469,15784,15344,15721,190550,402500.0,32200000.0
2004-11-12,15847,15972,15532,15595,236231,399280.0,32200000.0
2004-11-15,15721,15910,15721,15721,161096,402500.0,32200000.0
2004-11-16,15721,15847,15532,15595,125930,399280.0,32200000.0
2004-11-17,15721,15784,15469,15469,163080,396060.0,32200000.0
2004-11-18,15532,15595,15218,15218,181231,389620.0,32200000.0
2004-11-19,15406,15469,15218,15406,104246,394450.0,32200000.0
2004-11-22,15406,15406,14966,15406,122724,394450.0,32200000.0
2004-11-23,15532,15784,15281,15784,112841,404110.0,32200000.0
2004-11-24,15784,16035,15721,15972,135315,408940.0,32200000.0
2004-11-25,15972,16601,15847,16350,313656,418600.0,32200000.0
2004-11-26,16538,16664,16035,16350,234881,418600.0,32200000.0
2004-11-29,16727,17356,16538,17356,519121,444360.0,32200000.0
2004-11-30,17356,17733,16979,17733,274530,454020.0,32200000.0
2004-12-01,17733,17733,17167,17356,189541,444360.0,32200000.0
2004-12-02,17356,17607,17230,17607,244279,450800.0,32200000.0
2004-12-03,17733,17859,17104,17607,191340,450800.0,32200000.0
2004-12-06,17733,17733,17104,17356,102760,444360.0,32200000.0
2004-12-07,17356,17419,16979,17356,169540,444360.0,32200000.0
2004-12-08,17356,17482,17104,17104,147881,437920.0,32200000.0
2004-12-09,16916,17419,16916,17419,261950,445970.0,32200000.0
2004-12-10,17041,17230,16727,16916,91580,433090.0,32200000.0
2004-12-13,16538,16853,16098,16098,153654,412160.0,32200000.0
2004-12-14,16161,16287,15910,16161,87050,413770.0,32200000.0
2004-12-15,16098,16350,15847,16350,157180,418600.0,32200000.0
2004-12-16,16161,16475,16161,16224,87310,415380.0,32200000.0
2004-12-17,16224,16475,16035,16413,83874,420210.0,32200000.0
2004-12-20,16413,16413,15972,16098,67234,412160.0,32200000.0
2004-12-21,16161,16224,15784,15847,229411,405720.0,32200000.0
2004-12-22,16035,16287,15847,16287,146564,416990.0,32200000.0
2004-12-23,16350,16413,15847,15910,147287,407330.0,32200000.0
2004-12-24,15847,16035,15847,15910,141900,407330.0,32200000.0
2004-12-27,16035,16287,16035,16224,148816,415380.0,32200000.0
2004-12-28,16287,16475,16161,16475,252411,421820.0,32200000.0
2004-12-29,15847,16161,15847,16098,132310,412160.0,32200000.0
2004-12-30,16224,16224,15847,15972,156692,408940.0,32200000.0
2005-01-03,16035,16098,15784,15784,132182,404110.0,32200000.0
2005-01-04,15972,16098,15847,16098,184731,412160.0,32200000.0
2005-01-05,15972,15972,15595,15658,138146,400890.0,32200000.0
2005-01-06,15658,15910,15532,15595,196170,399280.0,32200000.0
2005-01-07,15721,15721,15344,15406,133526,394450.0,32200000.0
2005-01-10,15469,15469,14966,15029,270622,384790.0,32200000.0
2005-01-11,15029,15281,14903,15281,154473,391230.0,32200000.0
2005-01-12,15281,15406,15155,15344,149630,392840.0,32200000.0
2005-01-13,15406,15406,15155,15406,91760,394450.0,32200000.0
2005-01-14,15406,15721,15218,15658,195250,400890.0,32200000.0
2005-01-17,15721,15721,15406,15469,202349,396060.0,32200000.0
2005-01-18,15469,15595,15281,15281,164277,391230.0,32200000.0
2005-01-19,15344,15344,15155,15281,137823,391230.0,32200000.0
2005-01-20,15218,15344,14966,14966,175050,383180.0,32200000.0
2005-01-21,14966,15344,14966,15344,121030,392840.0,32200000.0
2005-01-24,15218,15406,15155,15344,101416,392840.0,32200000.0
2005-01-25,15281,15344,15155,15344,88485,392840.0,32200000.0
2005-01-26,15406,15658,15218,15595,261123,399280.0,32200000.0
2005-01-27,15784,15847,15595,15721,232333,402500.0,32200000.0
2005-01-28,15658,15784,15406,15469,112840,396060.0,32200000.0
2005-01-31,15469,15847,15469,15532,232971,397670.0,32200000.0
2005-02-01,15847,16538,15658,16350,769249,418600.0,32200000.0
2005-02-02,16350,16350,16224,16287,290084,416990.0,32200000.0
2005-02-03,16350,16790,16224,16350,547110,418600.0,32200000.0
2005-02-04,16350,16538,16224,16538,223271,423430.0,32200000.0
2005-02-07,16538,16727,16413,16601,313317,425040.0,32200000.0
2005-02-11,16601,17230,16475,17167,396233,439530.0,32200000.0
2005-02-14,17041,17167,16790,17041,287636,436310.0,32200000.0
2005-02-15,16979,17607,16853,17607,369161,450800.0,32200000.0
2005-02-16,17670,17733,17167,17670,308192,452410.0,32200000.0
2005-02-17,17607,17670,17356,17607,309258,450800.0,32200000.0
2005-02-18,17482,17482,17104,17230,319280,441140.0,32200000.0
2005-02-21,17104,17356,16790,16853,436080,431480.0,32200000.0
2005-02-22,16979,17041,16538,16601,255352,425040.0,32200000.0
2005-02-23,16538,17482,16538,17419,377525,445970.0,32200000.0
2005-02-24,17356,17670,17230,17544,261477,449190.0,32200000.0
2005-02-25,17670,18110,17482,17859,376680,457240.0,32200000.0
2005-02-28,17859,18802,17607,18802,559028,481390.0,32200000.0
2005-03-02,19179,19242,18551,18928,418130,484610.0,32200000.0
2005-03-03,18425,18613,17922,18173,417465,465290.0,32200000.0
2005-03-04,18173,18425,17796,17859,258721,457240.0,32200000.0
2005-03-07,18048,18362,17607,17733,359047,454020.0,32200000.0
2005-03-08,17796,18110,17733,17859,267462,457240.0,32200000.0
2005-03-09,18048,18362,17859,18236,317002,466900.0,32200000.0
2005-03-10,18362,18551,17796,18048,548591,462070.0,32200000.0
2005-03-11,17985,18613,17922,18488,535610,473340.0,32200000.0
2005-03-14,18299,18488,18110,18236,136166,466900.0,32200000.0
2005-03-15,18173,18236,17482,18048,305560,462070.0,32200000.0
2005-03-16,17544,17859,17482,17733,199856,454020.0,32200000.0
2005-03-17,17482,17607,16853,16853,326050,431480.0,32200000.0
2005-03-18,16980,17105,16664,16727,122776,428260.0,32200000.0
2005-03-21,16916,16916,16413,16601,134176,425040.0,32200000.0
2005-03-22,16538,16790,16475,16727,123506,428260.0,32200000.0
2005-03-23,16601,16790,15784,15784,210350,404110.0,32200000.0
2005-03-24,16035,16098,15218,15595,302772,399280.0,32200000.0
2005-03-25,15532,15910,15469,15910,80340,407330.0,32200000.0
2005-03-28,15910,16350,15910,16098,100780,412160.0,32200000.0
2005-03-29,15972,16098,15344,15595,145788,399280.0,32200000.0
2005-03-30,15595,15721,15029,15218,238911,389620.0,32200000.0
2005-03-31,15406,15910,15344,15910,180204,407330.0,32200000.0
2005-04-01,15972,16161,15847,16161,145263,413770.0,32200000.0
2005-04-04,16350,16601,16224,16601,185013,425040.0,32200000.0
2005-04-06,16601,17041,16350,16853,277793,431480.0,32200000.0
2005-04-07,16853,16853,16475,16790,215981,429870.0,32200000.0
2005-04-08,16853,17104,16538,16916,127904,433090.0,32200000.0
2005-04-11,16917,16980,16664,16727,123960,428260.0,32200000.0
2005-04-12,16790,17041,16475,17041,149900,436310.0,32200000.0
2005-04-13,16979,17482,16979,17167,180920,439530.0,32200000.0
2005-04-14,16979,17167,16664,16664,123919,426650.0,32200000.0
2005-04-15,16790,16790,16287,16538,91938,423430.0,32200000.0
2005-04-18,16224,16475,15910,16098,84239,412160.0,32200000.0
2005-04-19,15972,16350,15784,16350,153953,418600.0,32200000.0
2005-04-20,16601,16601,15847,16035,76479,410550.0,32200000.0
2005-04-21,15784,16035,15658,15910,95630,407330.0,32200000.0
2005-04-22,16161,16161,15847,15847,60593,405720.0,32200000.0
2005-04-25,15972,16035,15658,16035,101410,410550.0,32200000.0
2005-04-26,16098,16161,15910,15910,99700,407330.0,32200000.0
2005-04-27,15721,15784,15344,15784,225115,404110.0,32200000.0
2005-04-28,15721,16098,15281,15406,121324,394450.0,32200000.0
2005-04-29,15595,15595,15218,15469,116429,396060.0,32200000.0
2005-05-02,15658,15658,15406,15532,30765,397670.0,32200000.0
2005-05-03,15469,15721,15469,15658,37441,400890.0,32200000.0
2005-05-04,15658,16035,15595,16035,33132,410550.0,32200000.0
2005-05-06,16098,16161,16035,16098,37910,412160.0,32200000.0
2005-05-09,15784,15847,15406,15406,188720,394450.0,32200000.0
2005-05-10,15469,15532,15344,15344,122770,392840.0,32200000.0
2005-05-11,15344,15532,15281,15532,48004,397670.0,32200000.0
2005-05-12,15469,15910,15406,15658,107390,400890.0,32200000.0
2005-05-13,15532,16035,15469,16035,85800,410550.0,32200000.0
2005-05-16,16035,16224,15847,15972,120606,408940.0,32200000.0
2005-05-17,16161,16161,15595,15847,59802,405720.0,32200000.0
2005-05-18,15847,16098,15595,15595,36589,399280.0,32200000.0
2005-05-19,15595,16098,15595,16035,175440,410550.0,32200000.0
2005-05-20,16098,16161,15281,15344,184810,392840.0,32200000.0
2005-05-23,15469,15469,15092,15406,89185,394450.0,32200000.0
2005-05-24,15406,15469,15281,15469,204942,396060.0,32200000.0
2005-05-25,15344,15469,15344,15469,75967,396060.0,32200000.0
2005-05-26,15344,15595,15344,15595,59840,399280.0,32200000.0
2005-05-27,15721,15847,15595,15721,90120,402500.0,32200000.0
2005-05-30,15847,16098,15721,16098,89720,412160.0,32200000.0
2005-05-31,15910,16035,15784,15972,26970,408940.0,32200000.0
2005-06-01,15721,16098,15721,16035,111580,410550.0,32200000.0
2005-06-02,15972,16035,15658,15658,111922,400890.0,32200000.0
2005-06-03,15784,15847,15469,15595,62370,399280.0,32200000.0
2005-06-07,15595,15847,15469,15469,104800,396060.0,32200000.0
2005-06-08,15469,15532,15029,15218,414651,389620.0,32200000.0
2005-06-09,15218,15344,15155,15344,218890,392840.0,32200000.0
2005-06-10,15281,15532,15281,15281,169620,391230.0,32200000.0
2005-06-13,15281,15406,15218,15344,95211,392840.0,32200000.0
2005-06-14,15344,15406,15092,15155,133730,388010.0,32200000.0
2005-06-15,15155,15406,15155,15406,161300,394450.0,32200000.0
2005-06-16,15344,15532,15344,15532,98670,397670.0,32200000.0
2005-06-17,15658,15658,15344,15344,66820,392840.0,32200000.0
2005-06-20,15281,15344,15092,15155,101301,388010.0,32200000.0
2005-06-21,15155,15344,15092,15155,81329,388010.0,32200000.0
2005-06-22,15155,15344,15155,15218,60777,389620.0,32200000.0
2005-06-23,15218,15344,15155,15281,77175,391230.0,32200000.0
2005-06-24,15155,15281,15092,15218,150980,389620.0,32200000.0
2005-06-27,15092,15092,14715,14840,144420,379960.0,32200000.0
2005-06-28,14840,14966,14778,14903,83741,381570.0,32200000.0
2005-06-29,14903,15281,14840,14966,203470,383180.0,32200000.0
2005-06-30,15092,15155,14966,15029,123497,384790.0,32200000.0
2005-07-01,15029,15155,15029,15155,103028,388010.0,32200000.0
2005-07-04,15218,15218,15029,15092,137562,386400.0,32200000.0
2005-07-05,15092,15218,14966,14966,152452,383180.0,32200000.0
2005-07-06,15029,15218,14903,14903,249931,381570.0,32200000.0
2005-07-07,14966,14966,14840,14966,167512,383180.0,32200000.0
2005-07-08,15029,15029,14840,14840,151330,379960.0,32200000.0
2005-07-11,14903,15029,14778,14903,338599,381570.0,32200000.0
2005-07-12,14966,15029,14903,15029,201067,384790.0,32200000.0
2005-07-13,14966,15155,14903,15029,308388,384790.0,32200000.0
2005-07-14,15469,15469,15029,15092,478151,386400.0,32200000.0
2005-07-15,15218,15281,15092,15218,195290,389620.0,32200000.0
2005-07-18,15281,15469,15218,15469,204381,396060.0,32200000.0
2005-07-19,15406,15469,15344,15406,180524,394450.0,32200000.0
2005-07-20,15595,15972,15469,15469,377294,396060.0,32200000.0
2005-07-21,15658,15784,15469,15658,232550,400890.0,32200000.0
2005-07-22,15469,15658,15406,15469,93524,396060.0,32200000.0
2005-07-25,15595,15847,15532,15595,179768,399280.0,32200000.0
2005-07-26,15784,16035,15784,15972,289910,408940.0,32200000.0
2005-07-27,16035,16035,15721,15972,255953,408940.0,32200000.0
2005-07-28,15972,16287,15847,16224,315534,415380.0,32200000.0
2005-07-29,16224,16287,15784,15784,284264,404110.0,32200000.0
2005-08-01,15910,16161,15721,15972,164073,408940.0,32200000.0
2005-08-02,15784,15972,15784,15910,238352,407330.0,32200000.0
2005-08-03,15972,16287,15910,16035,296903,410550.0,32200000.0
2005-08-04,15972,16035,15595,15721,194950,402500.0,32200000.0
2005-08-05,15721,15721,15029,15218,271322,389620.0,32200000.0
2005-08-08,15218,15344,15155,15218,116201,389620.0,32200000.0
2005-08-09,15155,15469,15092,15469,186952,396060.0,32200000.0
2005-08-10,15281,15344,15029,15029,363100,384790.0,32200000.0
2005-08-11,15029,15092,14715,14840,395410,379960.0,32200000.0
2005-08-12,14840,14966,14778,14840,192226,379960.0,32200000.0
2005-08-16,14778,14903,14715,14840,210584,379960.0,32200000.0
2005-08-17,14715,14840,14652,14715,111131,376740.0,32200000.0
2005-08-18,14715,14778,14526,14526,172000,371910.0,32200000.0
2005-08-19,14526,14526,14275,14275,181843,365470.0,32200000.0
2005-08-22,14275,14715,14275,14652,102224,375130.0,32200000.0
2005-08-23,14652,14652,14400,14463,115867,370300.0,32200000.0
2005-08-24,14463,14463,14212,14275,165580,365470.0,32200000.0
2005-08-25,14212,14652,14149,14589,138110,373520.0,32200000.0
2005-08-26,14589,14652,14463,14589,90701,373520.0,32200000.0
2005-08-29,14337,14400,14023,14023,134922,359030.0,32200000.0
2005-08-30,14275,14275,13897,14086,144104,360640.0,32200000.0
2005-08-31,13960,14212,13960,14086,123403,360640.0,32200000.0
2005-09-01,14149,14400,14149,14337,62859,367080.0,32200000.0
2005-09-02,14337,14589,14337,14526,162991,371910.0,32200000.0
2005-09-05,14526,14652,14526,14526,82337,371910.0,32200000.0
2005-09-06,14589,14840,14589,14778,188197,378350.0,32200000.0
2005-09-07,14778,14966,14778,14966,113405,383180.0,32200000.0
2005-09-08,15029,15029,14526,14589,221229,373520.0,32200000.0
2005-09-09,14715,14966,14652,14903,104116,381570.0,32200000.0
2005-09-12,14903,14966,14778,14903,133970,381570.0,32200000.0
2005-09-13,14903,14903,14715,14903,67156,381570.0,32200000.0
2005-09-14,14840,15092,14778,15092,76591,386400.0,32200000.0
2005-09-15,15029,15218,14966,15092,103130,386400.0,32200000.0
2005-09-16,15155,15218,15029,15218,107600,389620.0,32200000.0
2005-09-20,15281,15344,15155,15218,123970,389620.0,32200000.0
2005-09-21,15218,15595,15155,15595,282903,399280.0,32200000.0
2005-09-22,15469,15721,15406,15595,112451,399280.0,32200000.0
2005-09-23,15595,15595,15029,15092,307145,386400.0,32200000.0
2005-09-26,15218,15406,15092,15344,212780,392840.0,32200000.0
2005-09-27,15344,15532,15092,15281,194880,391230.0,32200000.0
2005-09-28,15218,15532,15155,15469,181235,396060.0,32200000.0
2005-09-29,15469,15847,15344,15721,192591,402500.0,32200000.0
2005-09-30,15847,15910,15595,15595,210640,399280.0,32200000.0
2005-10-04,15658,15972,15658,15972,170180,408940.0,32200000.0
2005-10-05,15847,15972,15658,15784,140216,404110.0,32200000.0
2005-10-06,15595,15721,15469,15532,177020,397670.0,32200000.0
2005-10-07,15532,15847,15532,15721,162400,402500.0,32200000.0
2005-10-10,15721,15910,15658,15910,151490,407330.0,32200000.0
2005-10-11,15910,16035,15847,15972,215201,408940.0,32200000.0
2005-10-12,15972,16224,15721,15721,237278,402500.0,32200000.0
2005-10-13,15721,15721,15469,15658,176954,400890.0,32200000.0
2005-10-14,15658,15721,15406,15658,163250,400890.0,32200000.0
2005-10-17,15595,15721,15281,15281,156940,391230.0,32200000.0
2005-10-18,15281,15532,15218,15281,119390,391230.0,32200000.0
2005-10-19,15218,15281,14715,15281,282300,391230.0,32200000.0
2005-10-20,15344,15344,14966,15029,103800,384790.0,32200000.0
2005-10-21,15029,15155,14778,15092,191312,386400.0,32200000.0
2005-10-24,15218,15281,15029,15281,68003,391230.0,32200000.0
2005-10-25,15406,15532,15281,15406,70193,394450.0,32200000.0
2005-10-26,15532,15595,15344,15406,44800,394450.0,32200000.0
2005-10-27,15469,15469,15092,15092,116582,386400.0,32200000.0
2005-10-28,14966,15092,14840,14966,125499,383180.0,32200000.0
2005-10-31,15092,15155,14903,15092,73620,386400.0,32200000.0
2005-11-01,15092,15218,14966,15155,63472,388010.0,32200000.0
2005-11-02,15218,15344,15092,15281,106582,391230.0,32200000.0
2005-11-03,15281,15784,15281,15658,200433,400890.0,32200000.0
2005-11-04,15721,15847,15469,15784,120291,404110.0,32200000.0
2005-11-07,15721,15721,15344,15658,97201,400890.0,32200000.0
2005-11-08,15658,15847,15469,15847,137130,405720.0,32200000.0
2005-11-09,15784,16161,15784,16098,392270,412160.0,32200000.0
2005-11-10,16035,16098,15847,15910,165500,407330.0,32200000.0
2005-11-11,15910,16098,15847,15847,117340,405720.0,32200000.0
2005-11-14,15972,15972,15721,15784,82437,404110.0,32200000.0
2005-11-15,15721,16287,15658,16035,169955,410550.0,32200000.0
2005-11-16,16035,16224,15847,15847,207941,405720.0,32200000.0
2005-11-17,15910,16098,15847,15972,172954,408940.0,32200000.0
2005-11-18,16035,16287,15910,16287,339175,416990.0,32200000.0
2005-11-21,16350,16664,16161,16601,432246,425040.0,32200000.0
2005-11-22,16664,16664,16098,16098,207929,412160.0,32200000.0
2005-11-23,16161,16287,16035,16224,245780,415380.0,32200000.0
2005-11-24,16287,16664,16098,16475,243371,421820.0,32200000.0
2005-11-25,16538,18048,16538,17985,1289536,460460.0,32200000.0
2005-11-28,18110,18299,17607,18048,682152,462070.0,32200000.0
2005-11-29,17922,18865,17607,18173,1261081,465290.0,32200000.0
2005-11-30,18173,18676,17985,18362,542095,470120.0,32200000.0
2005-12-01,18551,19054,18299,18488,475573,473340.0,32200000.0
2005-12-02,18676,18991,18551,18739,508623,479780.0,32200000.0
2005-12-05,18613,18802,18173,18488,380624,473340.0,32200000.0
2005-12-06,18236,18676,18173,18362,244798,470120.0,32200000.0
2005-12-07,18299,18488,17670,18362,596350,470120.0,32200000.0
2005-12-08,17985,18425,17985,18236,355433,466900.0,32200000.0
2005-12-09,18236,18865,18110,18676,301361,478170.0,32200000.0
2005-12-12,18739,19118,18362,18362,322242,470120.0,32200000.0
2005-12-13,18488,18739,17922,17985,324277,460460.0,32200000.0
2005-12-14,18236,18299,17859,17859,342750,457240.0,32200000.0
2005-12-15,17922,18048,17356,17607,237222,450800.0,32200000.0
2005-12-16,17607,17607,16979,17041,230023,436310.0,32200000.0
2005-12-19,17104,17670,17104,17419,146926,445970.0,32200000.0
2005-12-20,17293,17482,17167,17419,135731,445970.0,32200000.0
2005-12-21,17230,17482,17104,17104,200755,437920.0,32200000.0
2005-12-22,17104,17607,16601,16979,364275,434700.0,32200000.0
2005-12-23,16790,17041,16601,16853,262370,431480.0,32200000.0
2005-12-26,16853,17796,16727,17733,596719,454020.0,32200000.0
2005-12-27,18048,20374,18048,20374,3679313,521640.0,32200000.0
2005-12-28,20626,22512,20123,20814,2574302,532910.0,32200000.0
2005-12-29,21066,23267,20752,21758,1872294,557060.0,32200000.0
2006-01-02,22135,22449,21380,22261,780376,569940.0,32200000.0
2006-01-03,22449,25153,22009,23896,1270617,611800.0,32200000.0
2006-01-04,23896,25405,23078,24525,1068134,627900.0,32200000.0
2006-01-05,24839,26914,23770,26914,1157981,689080.0,32200000.0
2006-01-06,27669,28172,26160,27543,784885,705180.0,32200000.0
2006-01-09,27480,28046,27040,27354,487455,700350.0,32200000.0
2006-01-10,26977,29115,26977,27291,675363,698740.0,32200000.0
2006-01-11,27606,28675,26977,28612,609737,732550.0,32200000.0
2006-01-12,28360,29241,26788,27920,526932,714840.0,32200000.0
2006-01-13,27669,28801,26788,28046,529289,718060.0,32200000.0
2006-01-16,28675,29933,28675,28801,912063,737380.0,32200000.0
2006-01-17,28801,29052,27291,27291,372381,698740.0,32200000.0
2006-01-18,27606,27669,25279,26663,508981,682640.0,32200000.0
2006-01-19,26097,28046,25845,28046,371478,718060.0,32200000.0
2006-01-20,27417,28235,25405,25656,285072,656880.0,32200000.0
2006-01-23,24776,26034,21883,24776,453501,634340.0,32200000.0
2006-01-24,24776,25531,22890,24021,599217,615020.0,32200000.0
2006-01-25,24776,25405,23896,24399,617669,624680.0,32200000.0
2006-01-26,24399,25971,23896,25908,419120,663320.0,32200000.0
2006-01-27,26222,27417,25468,26725,458836,684250.0,32200000.0
2006-01-31,26725,27354,26285,26411,231860,676200.0,32200000.0
2006-02-01,27103,27103,24399,25594,416472,655270.0,32200000.0
2006-02-02,25656,25971,24336,24525,329290,627900.0,32200000.0
2006-02-03,24084,24525,22827,23707,609703,606970.0,32200000.0
2006-02-06,23078,24336,22764,24084,298524,616630.0,32200000.0
2006-02-07,24147,24965,23896,24965,399252,639170.0,32200000.0
2006-02-08,24713,25216,23707,23896,132500,611800.0,32200000.0
2006-02-09,24336,24336,23267,23267,149510,595700.0,32200000.0
2006-02-10,23141,24273,22512,24147,245750,618240.0,32200000.0
2006-02-13,24210,24336,23518,23707,196650,606970.0,32200000.0
2006-02-14,23456,25594,23456,25594,720923,655270.0,32200000.0
2006-02-15,25594,26474,25279,25719,520850,658490.0,32200000.0
2006-02-16,25845,26411,25090,25719,347113,658490.0,32200000.0
2006-02-17,25656,26600,25216,26600,339413,681030.0,32200000.0
2006-02-20,26600,27166,25971,27166,285262,695520.0,32200000.0
2006-02-21,26914,27103,26285,26914,307875,689080.0,32200000.0
2006-02-22,26285,26663,25782,26663,331830,682640.0,32200000.0
2006-02-23,27291,27417,26788,27103,297285,693910.0,32200000.0
2006-02-24,26851,27291,26097,26348,344387,674590.0,32200000.0
2006-02-27,26160,26411,25908,26160,247457,669760.0,32200000.0
2006-02-28,26285,26537,26034,26474,187510,677810.0,32200000.0
2006-03-02,26285,27857,26285,27040,455022,692300.0,32200000.0
2006-03-03,27418,27481,25656,25908,312770,663320.0,32200000.0
2006-03-06,25656,25971,25028,25908,286700,663320.0,32200000.0
2006-03-07,25342,25656,25090,25153,199219,644000.0,32200000.0
2006-03-08,24902,25656,24902,25656,135508,656880.0,32200000.0
2006-03-09,25342,26411,25342,25908,206381,663320.0,32200000.0
2006-03-10,25908,26222,25468,25468,154130,652050.0,32200000.0
2006-03-13,25782,26600,25782,26348,189580,674590.0,32200000.0
2006-03-14,26474,26600,25845,26160,161580,669760.0,32200000.0
2006-03-15,26285,27167,26285,26977,243157,690690.0,32200000.0
2006-03-16,26977,28423,26977,28298,549312,724500.0,32200000.0
2006-03-17,28298,28423,27229,28235,202381,722890.0,32200000.0
2006-03-20,28486,28486,27732,28046,135100,718060.0,32200000.0
2006-03-21,28046,28801,27354,27354,179161,700350.0,32200000.0
2006-03-22,27354,27606,26537,27291,164150,698740.0,32200000.0
2006-03-23,27669,27669,26222,27417,151800,701960.0,32200000.0
