아주캐피탈(033660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-31,6460,6629,6311,6580,221534,378664.0,57200000.0
2009-09-01,6580,6619,6421,6461,209703,371800.0,57200000.0
2009-09-02,6351,6441,6063,6063,329915,348920.0,57200000.0
2009-09-03,6122,6282,6093,6163,218563,354640.0,57200000.0
2009-09-04,6202,6242,6093,6202,109756,356928.0,57200000.0
2009-09-07,6113,6252,6083,6202,81334,356928.0,57200000.0
2009-09-08,6202,6212,6063,6063,139425,348920.0,57200000.0
2009-09-09,6093,6162,6053,6053,86132,348348.0,57200000.0
2009-09-10,6083,6222,6063,6153,136739,354068.0,57200000.0
2009-09-11,6152,6262,6122,6133,114133,352924.0,57200000.0
2009-09-14,6252,6262,6132,6222,102140,358072.0,57200000.0
2009-09-15,6252,6391,6252,6371,188021,366652.0,57200000.0
2009-09-16,6421,6610,6321,6501,285834,374088.0,57200000.0
2009-09-17,6560,6560,6311,6362,209700,366080.0,57200000.0
2009-09-18,6401,6580,6361,6521,201576,375232.0,57200000.0
2009-09-21,6520,6659,6460,6560,113592,377520.0,57200000.0
2009-09-22,6560,6848,6530,6789,266123,390676.0,57200000.0
2009-09-23,6828,6828,6669,6690,99310,384956.0,57200000.0
2009-09-24,6689,6749,6470,6600,122966,379808.0,57200000.0
2009-09-25,6600,6600,6401,6501,62192,374088.0,57200000.0
2009-09-28,6560,6610,6401,6401,58543,368368.0,57200000.0
2009-09-29,6500,6500,6291,6481,107334,372944.0,57200000.0
2009-09-30,6510,6560,6341,6362,95525,366080.0,57200000.0
2009-10-01,6291,6490,6291,6352,71370,365508.0,57200000.0
2009-10-05,6381,6431,6321,6381,72421,367224.0,57200000.0
2009-10-06,6460,6460,6252,6252,84796,359788.0,57200000.0
2009-10-07,6341,6351,6142,6153,86886,354068.0,57200000.0
2009-10-08,6162,6212,5765,6153,127357,354068.0,57200000.0
2009-10-09,6122,6450,6122,6302,64738,362648.0,57200000.0
2009-10-12,6450,6450,6291,6312,60093,363220.0,57200000.0
2009-10-13,6262,6381,6212,6381,53610,367224.0,57200000.0
2009-10-14,6301,6421,6301,6421,36563,369512.0,57200000.0
2009-10-15,6460,6619,6391,6600,120971,379808.0,57200000.0
2009-10-16,6649,6659,6401,6560,57927,377520.0,57200000.0
2009-10-19,6460,6580,6431,6550,36091,376948.0,57200000.0
2009-10-20,6450,6550,6381,6550,42331,376948.0,57200000.0
2009-10-21,6520,6560,6431,6521,70012,375232.0,57200000.0
2009-10-22,6500,6520,6361,6451,26101,371228.0,57200000.0
2009-10-23,6450,6500,6401,6451,32389,371228.0,57200000.0
2009-10-26,6381,6460,6361,6451,26491,371228.0,57200000.0
2009-10-27,6450,6540,6351,6531,62948,375804.0,57200000.0
2009-10-28,6550,6560,6411,6531,89458,375804.0,57200000.0
2009-10-29,6490,6530,6341,6411,56501,368940.0,57200000.0
2009-10-30,6411,6510,6391,6421,39668,369512.0,57200000.0
2009-11-02,6351,6450,6311,6312,38857,363220.0,57200000.0
2009-11-03,6311,6361,6212,6352,46065,365508.0,57200000.0
2009-11-04,6391,6391,6242,6332,51522,364364.0,57200000.0
2009-11-05,6321,6361,6202,6212,23850,357500.0,57200000.0
2009-11-06,6212,6262,5924,6004,288880,345488.0,57200000.0
2009-11-09,5963,6043,5934,5984,172975,344344.0,57200000.0
2009-11-10,6073,6083,6003,6063,63955,348920.0,57200000.0
2009-11-11,6063,6212,6063,6193,47083,356356.0,57200000.0
2009-11-12,6192,6192,6043,6043,29356,347776.0,57200000.0
2009-11-13,6152,6192,6053,6123,60412,352352.0,57200000.0
2009-11-16,6122,6142,6033,6133,30811,352924.0,57200000.0
2009-11-17,6073,6132,6023,6053,41659,348348.0,57200000.0
2009-11-18,6113,6113,5993,5994,60843,344916.0,57200000.0
2009-11-19,6122,6122,6023,6063,52330,348920.0,57200000.0
2009-11-20,6033,6122,6023,6123,69856,352352.0,57200000.0
2009-11-23,6113,6222,6113,6202,96881,356928.0,57200000.0
2009-11-24,6232,6232,6122,6153,67150,354068.0,57200000.0
2009-11-25,6212,6212,6013,6073,73032,349492.0,57200000.0
2009-11-26,6033,6103,5973,6014,67605,346060.0,57200000.0
2009-11-27,5894,6003,5685,5795,85431,333476.0,57200000.0
2009-11-30,5844,6043,5844,6043,55087,347776.0,57200000.0
2009-12-01,6053,6172,5973,6153,90775,354068.0,57200000.0
2009-12-02,6202,6301,6202,6262,92326,360360.0,57200000.0
2009-12-03,6182,6411,6182,6362,66123,366080.0,57200000.0
2009-12-04,6401,6401,6212,6312,29880,363220.0,57200000.0
2009-12-07,6232,6550,6232,6531,74230,375804.0,57200000.0
2009-12-08,6460,6590,6401,6461,30563,371800.0,57200000.0
2009-12-09,6321,6450,6321,6451,29220,371228.0,57200000.0
2009-12-10,6450,6480,6282,6352,51601,365508.0,57200000.0
2009-12-11,6301,6460,6301,6461,37323,371800.0,57200000.0
2009-12-14,6391,6490,6361,6371,21322,366652.0,57200000.0
2009-12-15,6361,6411,6282,6371,31264,366652.0,57200000.0
2009-12-16,6311,6311,6262,6262,35602,360360.0,57200000.0
2009-12-17,6301,6351,6202,6212,22720,357500.0,57200000.0
2009-12-18,6202,6431,6172,6401,33461,368368.0,57200000.0
2009-12-21,6411,6560,6391,6391,99200,367796.0,57200000.0
2009-12-22,6391,6470,6391,6431,51061,370084.0,57200000.0
2009-12-23,6500,6500,6441,6491,50832,373516.0,57200000.0
2009-12-24,6460,6540,6361,6491,23064,373516.0,57200000.0
2009-12-28,6470,6510,6411,6461,50974,371800.0,57200000.0
2009-12-29,6311,6311,6063,6302,117932,362648.0,57200000.0
2009-12-30,6361,6361,6093,6252,54040,359788.0,57200000.0
2010-01-04,6182,6182,6053,6073,94247,349492.0,57200000.0
2010-01-05,6043,6093,5983,5994,112239,344916.0,57200000.0
2010-01-06,6013,6063,5963,5994,78323,344916.0,57200000.0
2010-01-07,6013,6113,5864,5974,129303,343772.0,57200000.0
2010-01-08,5963,5963,5814,5874,87105,338052.0,57200000.0
2010-01-11,5864,5914,5695,5755,169504,331188.0,57200000.0
2010-01-12,5695,5834,5645,5646,86511,324896.0,57200000.0
2010-01-13,5645,5725,5635,5686,47518,327184.0,57200000.0
2010-01-14,5655,5705,5506,5686,156646,327184.0,57200000.0
2010-01-15,5665,5695,5496,5507,104404,316888.0,57200000.0
2010-01-18,5516,5526,5407,5417,129441,311740.0,57200000.0
2010-01-19,5407,5665,5407,5636,134911,324324.0,57200000.0
2010-01-20,5685,5695,5566,5616,54250,323180.0,57200000.0
2010-01-21,5616,5665,5536,5656,35704,325468.0,57200000.0
2010-01-22,5616,5645,5486,5537,58472,318604.0,57200000.0
2010-01-25,5407,5556,5397,5556,20335,319748.0,57200000.0
2010-01-26,5556,5556,5417,5437,57932,312884.0,57200000.0
2010-01-27,5486,5486,5397,5427,34032,312312.0,57200000.0
2010-01-28,5427,5466,5367,5417,31812,311740.0,57200000.0
2010-01-29,5417,5417,5278,5328,33768,306592.0,57200000.0
2010-02-01,5407,5407,5178,5328,36789,306592.0,57200000.0
2010-02-02,5268,5337,5208,5208,29919,299728.0,57200000.0
2010-02-03,5218,5278,5208,5278,18490,303732.0,57200000.0
2010-02-04,5278,5357,5248,5328,13196,306592.0,57200000.0
2010-02-05,5238,5248,5079,5129,41737,295152.0,57200000.0
2010-02-08,5198,5228,5119,5169,24194,297440.0,57200000.0
2010-02-09,5168,5258,5138,5258,18492,302588.0,57200000.0
2010-02-10,5228,5248,5119,5208,13500,299728.0,57200000.0
2010-02-11,5218,5258,5119,5208,14080,299728.0,57200000.0
2010-02-12,5208,5208,5079,5179,22320,298012.0,57200000.0
2010-02-16,5198,5198,5119,5129,22972,295152.0,57200000.0
2010-02-17,5158,5168,5119,5149,26182,296296.0,57200000.0
2010-02-18,5158,5158,5069,5119,43660,294580.0,57200000.0
2010-02-19,5119,5119,4960,5010,76428,288288.0,57200000.0
2010-02-22,5059,5109,5019,5109,35350,294008.0,57200000.0
2010-02-23,5079,5119,5059,5089,18462,292864.0,57200000.0
2010-02-24,5089,5089,5069,5089,3231,292864.0,57200000.0
2010-02-25,5099,5148,5029,5079,13270,292292.0,57200000.0
2010-02-26,5089,5099,4969,5089,18140,292864.0,57200000.0
2010-03-02,5119,5119,4999,5030,24020,289432.0,57200000.0
2010-03-03,5019,5039,4979,5030,18112,289432.0,57200000.0
2010-03-04,5039,5079,5009,5030,10053,289432.0,57200000.0
2010-03-05,5019,5019,4969,5000,16460,287716.0,57200000.0
2010-03-08,4999,5019,4964,5000,40570,287716.0,57200000.0
2010-03-09,4989,5059,4964,5000,55828,287716.0,57200000.0
2010-03-10,4989,5297,4989,5268,178770,303160.0,57200000.0
2010-03-11,5288,5288,5099,5119,64488,294580.0,57200000.0
2010-03-12,5168,5208,5069,5129,40382,295152.0,57200000.0
2010-03-15,5119,5188,5049,5099,28788,293436.0,57200000.0
2010-03-16,5168,5168,5049,5049,25246,290576.0,57200000.0
2010-03-17,5059,5119,5029,5059,35175,291148.0,57200000.0
2010-03-18,5119,5119,5029,5049,34549,290576.0,57200000.0
2010-03-19,5039,5099,5019,5099,32096,293436.0,57200000.0
2010-03-22,5059,5148,5059,5099,22160,293436.0,57200000.0
2010-03-23,5148,5148,5069,5089,17943,292864.0,57200000.0
2010-03-24,5099,5208,5099,5119,74532,294580.0,57200000.0
2010-03-25,5208,5258,5138,5238,55770,301444.0,57200000.0
2010-03-26,5268,5268,5089,5248,25790,302016.0,57200000.0
2010-03-29,5168,5278,5119,5248,41925,302016.0,57200000.0
2010-03-30,5278,5317,5198,5268,20360,303160.0,57200000.0
2010-03-31,5208,5297,5168,5199,30760,299156.0,57200000.0
2010-04-01,5228,5228,5109,5119,55304,294580.0,57200000.0
2010-04-02,5109,5168,5069,5149,16055,296296.0,57200000.0
2010-04-05,5188,5198,4969,5010,103097,288288.0,57200000.0
2010-04-06,5019,5079,4969,5010,19781,288288.0,57200000.0
2010-04-07,5009,5148,4999,5020,29787,288860.0,57200000.0
2010-04-08,5019,5059,5019,5030,14381,289432.0,57200000.0
2010-04-09,5049,5109,4989,5020,20106,288860.0,57200000.0
2010-04-12,5029,5059,4999,5020,18156,288860.0,57200000.0
2010-04-13,5009,5039,4979,5010,34120,288288.0,57200000.0
2010-04-14,5009,5059,4989,5059,26149,291148.0,57200000.0
2010-04-15,5069,5069,4979,5010,29691,288288.0,57200000.0
2010-04-16,4989,5029,4960,4960,47873,285428.0,57200000.0
2010-04-19,4955,4969,4910,4910,33830,282568.0,57200000.0
2010-04-20,4910,4955,4910,4940,12408,284284.0,57200000.0
2010-04-21,4935,4969,4935,4945,39960,284570.0,57200000.0
2010-04-22,4905,4960,4905,4940,16553,284284.0,57200000.0
2010-04-23,4960,4999,4945,4970,18623,286000.0,57200000.0
2010-04-26,4940,5029,4940,5010,39269,288288.0,57200000.0
2010-04-27,5029,5029,4964,5000,26039,287716.0,57200000.0
2010-04-28,4950,4964,4910,4940,23060,284284.0,57200000.0
2010-04-29,4940,4940,4865,4871,33759,280280.0,57200000.0
2010-04-30,4935,4935,4820,4836,33904,278278.0,57200000.0
2010-05-03,4820,4865,4671,4861,115390,279708.0,57200000.0
2010-05-04,4870,4870,4786,4791,11857,275704.0,57200000.0
2010-05-06,4676,4761,4661,4761,18710,273988.0,57200000.0
2010-05-07,4706,4706,4050,4543,36997,261404.0,57200000.0
2010-05-10,4542,4666,4542,4667,11120,268554.0,57200000.0
2010-05-11,4671,4761,4646,4707,12440,270842.0,57200000.0
2010-05-12,4746,4746,4587,4647,9760,267410.0,57200000.0
2010-05-13,4726,4726,4572,4592,40967,264264.0,57200000.0
2010-05-14,4582,4622,4547,4572,16463,263120.0,57200000.0
2010-05-17,4537,4537,4378,4379,22180,251966.0,57200000.0
2010-05-18,4378,4671,3722,4672,48321,268840.0,57200000.0
2010-05-19,4453,4607,4204,4572,16630,263120.0,57200000.0
2010-05-20,4428,4607,4428,4443,16142,255684.0,57200000.0
2010-05-24,4323,4671,4269,4438,9900,255398.0,57200000.0
2010-05-25,4333,4333,4090,4175,21551,240240.0,57200000.0
2010-05-26,4125,4274,4095,4264,9400,245388.0,57200000.0
2010-05-27,4274,4472,4204,4473,7540,257400.0,57200000.0
2010-05-28,4423,4472,4403,4473,3500,257400.0,57200000.0
2010-05-31,4378,4472,4373,4468,8451,257114.0,57200000.0
2010-06-01,4403,4467,4388,4458,18470,256542.0,57200000.0
2010-06-03,4393,4458,4393,4453,6172,256256.0,57200000.0
2010-06-04,4423,4467,4368,4468,7870,257114.0,57200000.0
2010-06-07,4443,4443,3802,4195,32810,241384.0,57200000.0
2010-06-08,4328,4328,4164,4234,3506,243672.0,57200000.0
2010-06-09,4303,4303,4075,4075,32437,234520.0,57200000.0
2010-06-10,4085,4249,4085,4135,7993,237952.0,57200000.0
2010-06-11,4259,4259,4110,4175,8043,240240.0,57200000.0
2010-06-14,4259,4259,4130,4180,5113,240526.0,57200000.0
2010-06-15,4179,4244,4149,4150,8014,238810.0,57200000.0
2010-06-16,4139,4373,4139,4274,33081,245960.0,57200000.0
2010-06-17,4294,4323,4274,4319,4792,248534.0,57200000.0
2010-06-18,4323,4323,4174,4175,8927,240240.0,57200000.0
2010-06-21,4174,4313,4154,4294,10653,247104.0,57200000.0
2010-06-22,4224,4298,4204,4274,5521,245960.0,57200000.0
2010-06-23,4274,4313,4154,4200,17932,241670.0,57200000.0
2010-06-24,4199,4199,4149,4175,29020,240240.0,57200000.0
2010-06-25,4134,4229,4095,4155,9290,239096.0,57200000.0
2010-06-28,4164,4164,4020,4026,74400,231660.0,57200000.0
2010-06-29,4065,4065,3757,3777,154180,217360.0,57200000.0
2010-06-30,3727,3772,3652,3722,190600,214214.0,57200000.0
2010-07-01,3702,3861,3702,3862,24752,222222.0,57200000.0
2010-07-02,3876,3980,3876,3956,28730,227656.0,57200000.0
2010-07-05,3891,3990,3846,3951,17735,227370.0,57200000.0
2010-07-06,3901,3975,3866,3916,22570,225368.0,57200000.0
2010-07-07,3970,3970,3876,3906,9011,224796.0,57200000.0
2010-07-08,3970,3985,3961,3981,18291,229086.0,57200000.0
2010-07-09,3995,3995,3896,3936,14654,226512.0,57200000.0
2010-07-12,3901,3980,3876,3976,11870,228800.0,57200000.0
2010-07-13,3896,3995,3896,3976,7626,228800.0,57200000.0
2010-07-14,3975,4274,3946,4175,40749,240240.0,57200000.0
2010-07-15,4179,4209,3598,4100,12300,235950.0,57200000.0
2010-07-16,4100,4144,4090,4105,4200,236236.0,57200000.0
2010-07-19,4075,4095,3980,4095,8512,235664.0,57200000.0
2010-07-20,4010,4095,3990,4075,6470,234520.0,57200000.0
2010-07-21,4035,4110,4025,4110,4280,236522.0,57200000.0
2010-07-22,4125,4125,4055,4110,11404,236522.0,57200000.0
2010-07-23,4065,4085,4035,4036,17550,232232.0,57200000.0
2010-07-26,4035,4075,4005,4026,11240,231660.0,57200000.0
2010-07-27,4005,4174,4005,4085,10440,235092.0,57200000.0
2010-07-28,4025,4080,3995,4065,8121,233948.0,57200000.0
2010-07-29,4015,4065,3975,4026,12300,231660.0,57200000.0
2010-07-30,3995,4060,3985,4026,5002,231660.0,57200000.0
2010-08-02,3985,4075,3985,4016,9230,231088.0,57200000.0
2010-08-03,4015,4015,3966,3966,7855,228228.0,57200000.0
2010-08-04,3956,3975,3926,3966,3070,228228.0,57200000.0
2010-08-05,3966,4025,3946,3946,11660,227084.0,57200000.0
2010-08-06,3931,3995,3906,3956,18170,227656.0,57200000.0
2010-08-09,3956,3970,3946,3956,6590,227656.0,57200000.0
2010-08-10,3946,4125,3941,4115,33990,236808.0,57200000.0
2010-08-11,4110,4110,3956,4051,4940,233090.0,57200000.0
2010-08-12,3975,4115,3946,4070,19870,234234.0,57200000.0
2010-08-13,4075,4115,3975,4026,4990,231660.0,57200000.0
2010-08-16,4025,4075,3876,4075,10280,234520.0,57200000.0
2010-08-17,3995,4100,3995,4095,5390,235664.0,57200000.0
2010-08-18,3990,4174,3990,4125,16800,237380.0,57200000.0
2010-08-19,4115,4174,4095,4110,25264,236522.0,57200000.0
2010-08-20,4110,4244,4110,4234,33575,243672.0,57200000.0
2010-08-23,4269,4602,4244,4349,123878,250250.0,57200000.0
2010-08-24,4492,4492,4289,4408,38660,253682.0,57200000.0
2010-08-25,4408,4467,4294,4374,14401,251680.0,57200000.0
2010-08-26,4423,4423,4313,4314,23990,248248.0,57200000.0
2010-08-27,4259,4323,4110,4319,12140,248534.0,57200000.0
2010-08-30,4209,4418,4209,4309,6150,247962.0,57200000.0
2010-08-31,4134,4264,4134,4205,9052,241956.0,57200000.0
2010-09-01,4125,4368,4125,4369,6810,251394.0,57200000.0
2010-09-02,4189,4403,4189,4374,6580,251680.0,57200000.0
2010-09-03,4284,4393,4284,4344,2590,249964.0,57200000.0
2010-09-06,4279,4353,4174,4244,15470,244244.0,57200000.0
2010-09-07,4194,4318,4194,4264,2784,245388.0,57200000.0
2010-09-08,4224,4313,4174,4219,3550,242814.0,57200000.0
2010-09-09,4298,4333,4179,4274,9720,245960.0,57200000.0
2010-09-10,4204,4338,4204,4284,8420,246532.0,57200000.0
2010-09-13,4254,4343,4254,4324,4780,248820.0,57200000.0
2010-09-14,4363,4363,4264,4339,3022,249678.0,57200000.0
2010-09-15,4338,4443,4274,4443,32350,255684.0,57200000.0
2010-09-16,4477,4592,4378,4543,47006,261404.0,57200000.0
2010-09-17,4602,4602,4433,4562,9160,262548.0,57200000.0
2010-09-20,4428,4562,4428,4552,6694,261976.0,57200000.0
2010-09-24,4572,4582,4428,4523,3030,260260.0,57200000.0
2010-09-27,4448,4592,4433,4572,23720,263120.0,57200000.0
2010-09-28,4502,4547,4448,4468,12852,257114.0,57200000.0
2010-09-29,4562,4592,4328,4473,14979,257400.0,57200000.0
2010-09-30,4338,4537,4338,4468,12381,257114.0,57200000.0
2010-10-01,4393,4472,4373,4398,9310,253110.0,57200000.0
2010-10-04,4423,4438,4338,4438,10030,255398.0,57200000.0
2010-10-05,4388,4472,4388,4463,6835,256828.0,57200000.0
2010-10-06,4433,4577,4373,4577,19088,263406.0,57200000.0
2010-10-07,4542,4602,4467,4577,17945,263406.0,57200000.0
2010-10-08,4512,4597,4373,4533,33520,260832.0,57200000.0
2010-10-11,4482,4552,4428,4518,6179,259974.0,57200000.0
2010-10-12,4547,4562,4502,4562,17810,262548.0,57200000.0
2010-10-13,4567,4572,4477,4503,3890,259116.0,57200000.0
2010-10-14,4502,4562,4497,4503,3487,259116.0,57200000.0
2010-10-15,4502,4502,4423,4438,16080,255398.0,57200000.0
2010-10-18,4408,4458,4328,4334,15426,249392.0,57200000.0
2010-10-19,4333,4388,4313,4359,18605,250822.0,57200000.0
2010-10-20,4343,4363,4308,4354,11260,250536.0,57200000.0
2010-10-21,4443,4443,4313,4359,11414,250822.0,57200000.0
2010-10-22,4323,4363,4323,4324,10991,248820.0,57200000.0
2010-10-25,4323,4373,4289,4344,15020,249964.0,57200000.0
2010-10-26,4363,4363,4254,4254,18275,244816.0,57200000.0
2010-10-27,4209,4279,4189,4264,15582,245388.0,57200000.0
2010-10-28,4259,4259,4174,4224,26675,243100.0,57200000.0
2010-10-29,4234,4234,4134,4150,13021,238810.0,57200000.0
2010-11-01,4120,4204,4075,4145,11481,238524.0,57200000.0
2010-11-02,4144,4144,4055,4095,23724,235664.0,57200000.0
2010-11-03,4343,4343,4134,4229,13034,243386.0,57200000.0
2010-11-04,4174,4254,4154,4229,17578,243386.0,57200000.0
2010-11-05,4184,4259,4184,4234,10502,243672.0,57200000.0
2010-11-08,4234,4259,4174,4215,15973,242528.0,57200000.0
2010-11-09,4214,4244,4174,4234,13010,243672.0,57200000.0
2010-11-10,4229,4244,4184,4234,12101,243672.0,57200000.0
2010-11-11,4234,4254,4174,4215,99720,242528.0,57200000.0
2010-11-12,4174,4214,4174,4215,247410,242528.0,57200000.0
2010-11-15,4244,4353,4204,4339,46615,249678.0,57200000.0
2010-11-16,4338,4472,4323,4473,26990,257400.0,57200000.0
2010-11-17,4472,4512,4294,4513,27839,259688.0,57200000.0
2010-11-18,4477,4761,4477,4697,50742,270270.0,57200000.0
2010-11-19,4820,4870,4701,4781,66831,275132.0,57200000.0
2010-11-22,4810,4810,4716,4781,35149,275132.0,57200000.0
2010-11-23,4810,4810,4671,4672,5525,268840.0,57200000.0
2010-11-24,4403,4622,4403,4617,22862,265694.0,57200000.0
2010-11-25,4766,4766,4562,4617,4276,265694.0,57200000.0
2010-11-26,4731,4761,4537,4627,11000,266266.0,57200000.0
2010-11-29,4627,4627,4532,4622,34380,265980.0,57200000.0
2010-11-30,4622,4671,4612,4612,6461,265408.0,57200000.0
2010-12-01,4631,4691,4612,4682,22860,269412.0,57200000.0
2010-12-02,4706,4800,4681,4741,20774,272844.0,57200000.0
2010-12-03,4781,4800,4691,4781,13446,275132.0,57200000.0
2010-12-06,4781,4805,4736,4741,11642,272844.0,57200000.0
2010-12-07,4791,4810,4726,4771,13085,274560.0,57200000.0
2010-12-08,4855,4969,4781,4970,57680,286000.0,57200000.0
2010-12-09,4870,5089,4870,5010,56552,288288.0,57200000.0
2010-12-10,5039,5109,4989,5069,28730,291720.0,57200000.0
2010-12-13,5109,5109,5039,5040,19853,290004.0,57200000.0
2010-12-14,5158,5158,4979,5069,18035,291720.0,57200000.0
2010-12-15,5119,5138,4999,5040,26538,290004.0,57200000.0
2010-12-16,5079,5158,4999,5040,24330,290004.0,57200000.0
2010-12-17,5069,5069,4989,5000,14622,287716.0,57200000.0
2010-12-20,4979,4989,4895,4965,10380,285714.0,57200000.0
2010-12-21,4964,5039,4960,5020,29280,288860.0,57200000.0
2010-12-22,4930,5059,4875,4920,21502,283140.0,57200000.0
2010-12-23,4950,5009,4905,4905,9483,282282.0,57200000.0
2010-12-24,4930,5019,4870,4920,11827,283140.0,57200000.0
2010-12-27,4920,4979,4870,4900,28536,281996.0,57200000.0
2010-12-28,4805,4969,4805,4960,14896,285428.0,57200000.0
2010-12-29,4715,4895,4715,4790,8729,273988.0,57200000.0
2010-12-30,4710,4830,4710,4720,10024,269984.0,57200000.0
2011-01-03,4715,4715,4630,4635,77481,265122.0,57200000.0
2011-01-04,4635,4695,4600,4635,8880,265122.0,57200000.0
2011-01-05,4630,4750,4600,4640,11090,265408.0,57200000.0
2011-01-06,4655,4740,4530,4655,8100,266266.0,57200000.0
2011-01-07,4600,4675,4580,4640,16512,265408.0,57200000.0
2011-01-10,4650,4650,4540,4610,21205,263692.0,57200000.0
2011-01-11,4610,4640,4550,4600,4610,263120.0,57200000.0
2011-01-12,4600,4650,4545,4600,6175,263120.0,57200000.0
2011-01-13,4650,4650,4550,4590,10604,262548.0,57200000.0
2011-01-14,4640,4640,4540,4570,6011,261404.0,57200000.0
2011-01-17,4570,4595,4500,4510,15850,257972.0,57200000.0
2011-01-18,4510,4585,4460,4535,24010,259402.0,57200000.0
2011-01-19,4550,4550,4450,4460,19671,255112.0,57200000.0
2011-01-20,4450,4550,4450,4500,9560,257400.0,57200000.0
2011-01-21,4505,4530,4450,4490,7540,256828.0,57200000.0
2011-01-24,4450,4530,4410,4430,9063,253396.0,57200000.0
2011-01-25,4450,4495,4410,4470,4440,255684.0,57200000.0
2011-01-26,4405,4530,4355,4360,41983,249392.0,57200000.0
2011-01-27,4330,4440,4315,4345,3240,248534.0,57200000.0
2011-01-28,4395,4395,4320,4345,8910,248534.0,57200000.0
2011-01-31,4320,4400,4315,4350,9450,248820.0,57200000.0
2011-02-01,4330,4500,4295,4465,10837,255398.0,57200000.0
2011-02-07,4520,4615,4430,4530,9771,259116.0,57200000.0
2011-02-08,4470,4500,4370,4480,5876,256256.0,57200000.0
2011-02-09,4505,4505,4400,4485,7521,256542.0,57200000.0
2011-02-10,4450,4510,4250,4450,16460,254540.0,57200000.0
2011-02-11,4435,4495,4400,4400,5065,251680.0,57200000.0
2011-02-14,4500,4500,4345,4400,5896,251680.0,57200000.0
2011-02-15,4350,4395,4300,4345,5455,248534.0,57200000.0
2011-02-16,4375,4400,4260,4385,12885,250822.0,57200000.0
2011-02-17,4385,4385,4200,4280,15600,244816.0,57200000.0
2011-02-18,4280,4280,4200,4270,2860,244244.0,57200000.0
2011-02-21,4370,4370,4205,4250,11730,243100.0,57200000.0
2011-02-22,4200,4210,4110,4170,7550,238524.0,57200000.0
2011-02-23,4180,4200,4030,4200,15951,240240.0,57200000.0
2011-02-24,4130,4200,4125,4125,9750,235950.0,57200000.0
2011-02-25,4135,4380,4060,4095,18745,234234.0,57200000.0
