한진칼(180640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-02,29002,29002,27388,27682,705747,1485269.0,52482995.0
2015-06-03,26801,27583,26459,27535,629336,1477396.0,52482995.0
2015-06-04,27192,28073,27192,27731,282937,1487893.0,52482995.0
2015-06-05,27388,27975,27094,27975,214294,1501014.0,52482995.0
2015-06-08,27877,28708,27437,28464,372414,1527255.0,52482995.0
2015-06-09,28121,28562,27877,28171,343865,1511510.0,52482995.0
2015-06-10,28170,28268,27143,27877,412434,1495765.0,52482995.0
2015-06-11,27681,27828,27094,27388,354308,1469524.0,52482995.0
2015-06-12,27437,27730,26361,26606,499080,1427537.0,52482995.0
2015-06-15,26508,26508,24258,24356,1157446,1306827.0,52482995.0
2015-06-16,24209,25138,24160,25139,615007,1348813.0,52482995.0
2015-06-17,25285,25285,24453,25139,528838,1348813.0,52482995.0
2015-06-18,25480,25823,24796,25383,442954,1361934.0,52482995.0
2015-06-19,25285,26214,24845,26019,399908,1396048.0,52482995.0
2015-06-22,26459,27192,26263,26997,451488,1448531.0,52482995.0
2015-06-23,27388,27388,26410,26753,343796,1435410.0,52482995.0
2015-06-24,26801,26801,26018,26508,363302,1422289.0,52482995.0
2015-06-25,26410,26703,25921,26410,230924,1417041.0,52482995.0
2015-06-26,26605,26948,25872,26459,308775,1419665.0,52482995.0
2015-06-29,25823,26556,25432,25921,277083,1390799.0,52482995.0
2015-06-30,25725,27045,25432,26801,378428,1438034.0,52482995.0
2015-07-01,27388,28562,26899,28464,490439,1527255.0,52482995.0
2015-07-02,28611,28806,28170,28220,415683,1514134.0,52482995.0
2015-07-03,28219,28708,27241,28171,260417,1511510.0,52482995.0
2015-07-06,27486,28366,27486,27877,306064,1495765.0,52482995.0
2015-07-07,28806,29833,28513,29736,1219369,1595483.0,52482995.0
2015-07-08,29589,30078,29051,29932,476545,1605980.0,52482995.0
2015-07-09,29491,29491,27779,29345,617512,1583198.0,52773256.0
2015-07-10,29051,29393,28170,29100,326274,1570004.0,52773256.0
2015-07-13,29393,29784,28464,29736,246506,1604307.0,52773256.0
2015-07-14,29735,29980,28904,28904,315651,1559450.0,52773256.0
2015-07-15,29246,29687,28415,28953,273304,1562088.0,52773256.0
2015-07-16,29051,29589,28611,29345,251267,1583198.0,52773256.0
2015-07-17,29491,29735,28415,28464,223732,1535702.0,52773256.0
2015-07-20,28611,29295,28513,29051,228263,1567366.0,52773256.0
2015-07-21,29100,29540,28317,28856,272506,1556811.0,52773256.0
2015-07-22,28757,29100,28366,28807,198157,1554172.0,52773256.0
2015-07-23,29197,29638,29100,29394,301603,1585836.0,52773256.0
2015-07-24,29393,29491,28708,28953,175663,1562088.0,52773256.0
2015-07-27,28806,29100,28562,29100,200096,1570004.0,52773256.0
2015-07-28,29051,29051,28366,28758,232153,1551534.0,52773256.0
2015-07-29,28806,28953,28464,28562,186795,1540979.0,52773256.0
2015-07-30,28562,28757,27388,27682,223067,1493483.0,52773256.0
2015-07-31,27241,27828,27241,27682,232790,1493483.0,52773256.0
2015-08-03,27730,28611,27241,27829,143356,1501399.0,52773256.0
2015-08-04,27975,30176,27926,29932,524080,1614862.0,52773256.0
2015-08-05,30078,30078,29149,29345,263909,1583198.0,52773256.0
2015-08-06,29540,29687,29149,29540,198513,1593752.0,52773256.0
2015-08-07,29442,29687,29002,29491,168573,1591114.0,52773256.0
2015-08-10,29687,30420,29540,30421,244584,1641248.0,52773256.0
2015-08-11,30518,30567,29344,29345,213972,1583198.0,52773256.0
2015-08-12,29735,29784,27437,28904,405069,1559450.0,52773256.0
2015-08-13,28366,29295,28024,29149,314199,1572643.0,52773256.0
2015-08-17,29149,29149,27926,28024,287818,1511954.0,52773256.0
2015-08-18,27339,27388,24356,25774,1573663,1390575.0,52773256.0
2015-08-19,25040,25138,20834,22498,2082065,1213785.0,52773256.0
2015-08-20,21812,23622,21812,22546,624421,1216424.0,52773256.0
2015-08-21,21128,22693,20981,22400,828591,1208508.0,52773256.0
2015-08-24,21861,22448,20541,21079,844962,1137264.0,52773256.0
2015-08-25,21470,22644,20785,22057,531127,1190037.0,52773256.0
2015-08-26,22057,23280,21959,23036,478601,1242810.0,52773256.0
2015-08-27,23573,23573,22595,22595,292349,1219062.0,52773256.0
2015-08-28,22693,23964,22644,23867,364072,1287667.0,52773256.0
2015-08-31,23720,24160,23280,24014,264840,1295583.0,52773256.0
2015-09-01,23475,24160,22595,23231,416838,1253365.0,52773256.0
2015-09-02,22399,23426,22253,23280,338512,1256003.0,52773256.0
2015-09-03,23426,24258,22791,23280,187247,1256003.0,52773256.0
2015-09-04,23329,23329,22253,22546,201515,1216424.0,52773256.0
2015-09-07,22546,22742,22106,22546,131768,1216424.0,52773256.0
2015-09-08,22399,22595,21617,22106,270357,1192676.0,52773256.0
2015-09-09,22693,23622,22595,23476,213705,1266558.0,52773256.0
2015-09-10,23475,24453,23084,24454,238797,1319331.0,52773256.0
2015-09-11,24013,24991,24013,24943,264241,1345718.0,52773256.0
2015-09-14,24698,25089,24356,24650,174411,1329886.0,52773256.0
2015-09-15,24649,25138,24453,24943,175643,1345718.0,52773256.0
2015-09-16,25040,25236,24502,24943,237679,1345718.0,52773256.0
2015-09-17,24747,25383,24453,24601,222404,1327247.0,52773256.0
2015-09-18,24649,25138,24600,24796,152338,1337802.0,52773256.0
2015-09-21,24649,25334,24649,25139,193013,1356273.0,52773256.0
2015-09-22,25138,25236,24747,25139,128250,1356273.0,52773256.0
2015-09-23,25138,25138,23573,23720,290521,1279751.0,52773256.0
2015-09-24,24013,24404,23769,24112,143766,1300861.0,52773256.0
2015-09-25,23915,24307,23622,24209,98226,1306138.0,52773256.0
2015-09-30,23720,24649,23573,24601,189635,1327247.0,52773256.0
2015-10-01,24404,24845,24307,24503,113552,1321970.0,52773256.0
2015-10-02,24551,25040,24551,24845,203028,1340441.0,52773256.0
2015-10-05,25089,25138,24356,24356,122938,1314054.0,52773256.0
2015-10-06,24796,25236,24209,24307,146445,1311415.0,52773256.0
2015-10-07,24111,24453,24062,24356,110829,1314054.0,52773256.0
2015-10-08,24356,24404,23329,23818,259961,1285029.0,52773256.0
2015-10-12,23866,24502,23818,24307,124318,1311415.0,52773256.0
2015-10-13,24453,24453,23280,24014,296180,1295583.0,52773256.0
2015-10-14,23769,24062,22546,23818,538076,1285029.0,52773256.0
2015-10-15,23426,23769,22693,22742,605888,1226978.0,52773256.0
2015-10-16,22888,23035,22791,22791,109611,1229617.0,52773256.0
2015-10-19,22986,22986,22301,22791,295763,1229617.0,52773256.0
2015-10-20,22937,22986,22301,22498,301039,1213785.0,52773256.0
2015-10-21,22497,22839,22399,22595,217134,1219062.0,52773256.0
2015-10-22,22644,22742,22204,22204,185901,1197953.0,52773256.0
2015-10-23,22497,23035,22399,22840,230743,1232256.0,52773256.0
2015-10-26,23035,23133,22742,22742,148618,1226978.0,52773256.0
2015-10-27,22693,23280,22693,23231,201707,1253365.0,52773256.0
2015-10-28,23182,23182,22497,22546,258838,1216424.0,52773256.0
2015-10-29,22595,22742,21617,21715,369036,1171566.0,52773256.0
2015-10-30,21812,21812,21177,21275,469811,1147818.0,52773256.0
2015-11-02,21323,21372,20785,20933,216189,1129348.0,52773256.0
2015-11-03,20981,21323,20834,21177,237791,1142541.0,52773256.0
2015-11-04,21079,21421,20687,20688,253587,1116154.0,52773256.0
2015-11-05,20834,21421,20639,21226,254432,1145180.0,52773256.0
2015-11-06,21177,21910,21079,21275,204042,1147818.0,52773256.0
2015-11-09,21079,21715,20492,21177,336755,1142541.0,52773256.0
2015-11-10,20883,21030,20003,20346,437190,1097684.0,52773256.0
2015-11-11,20443,20687,19660,19857,256033,1071297.0,52773256.0
2015-11-12,19856,19905,18487,18683,896278,1007969.0,52773256.0
2015-11-13,18438,19416,18438,18878,451996,1018524.0,52773256.0
2015-11-16,18438,19171,18389,18829,336782,1015885.0,52773256.0
2015-11-17,18976,20101,18976,19857,317404,1071297.0,52773256.0
2015-11-18,20247,20394,19318,19759,183132,1066020.0,52773256.0
2015-11-19,19758,20003,19122,19465,436588,1050188.0,52773256.0
2015-11-20,19367,19807,19318,19465,335935,1050188.0,52773256.0
2015-11-23,19465,19563,18829,19514,337466,1052826.0,52773256.0
2015-11-24,19367,19514,18731,19074,384964,1029078.0,52773256.0
2015-11-25,18976,19220,18731,18878,252479,1018524.0,52773256.0
2015-11-26,18878,19269,18780,19172,307827,1034356.0,52773256.0
2015-11-27,19269,19318,19025,19074,219124,1029078.0,52773256.0
2015-11-30,18927,19269,18633,19025,282283,1026440.0,52773256.0
2015-12-01,19025,19563,18976,19074,293260,1029078.0,52773256.0
2015-12-02,19122,19612,18780,19221,229633,1036994.0,52773256.0
2015-12-03,19269,19954,19220,19416,278933,1047549.0,52773256.0
2015-12-04,19367,19465,19025,19025,154626,1026440.0,52773256.0
2015-12-07,19318,19465,18682,18732,221940,1010608.0,52773256.0
2015-12-08,18780,18976,18438,18634,190645,1005331.0,52773256.0
2015-12-09,18487,18682,18144,18194,252216,981583.0,52773256.0
2015-12-10,18095,18878,18095,18536,204005,1000053.0,52773256.0
2015-12-11,18633,18878,18487,18829,143653,1015885.0,52773256.0
2015-12-14,18633,18682,18242,18389,196489,992137.0,52773256.0
2015-12-15,18438,18584,17851,18145,168838,978944.0,52773256.0
2015-12-16,18193,18438,18193,18340,145874,989499.0,52773256.0
2015-12-17,18487,19074,18487,18781,218424,1013247.0,52773256.0
2015-12-18,18927,20052,18878,19661,435256,1060742.0,52773256.0
2015-12-21,19514,20052,19416,19857,267628,1071297.0,52773256.0
2015-12-22,19954,19954,19367,19563,237679,1055465.0,52773256.0
2015-12-23,19612,19807,19171,19221,180338,1036994.0,52773256.0
2015-12-24,19416,19465,19025,19221,116638,1036994.0,52773256.0
2015-12-28,19416,19465,18976,19172,115734,1034356.0,52773256.0
2015-12-29,19171,19465,18731,18781,150305,1013247.0,52773256.0
2015-12-30,18780,19122,18780,19074,96708,1029078.0,52773256.0
2016-01-04,18976,18976,17949,17949,271760,968389.0,52773256.0
2016-01-05,17753,18144,17411,17705,165834,955196.0,52773256.0
2016-01-06,17802,17949,16824,17167,406855,926171.0,52773256.0
2016-01-07,17264,17411,16824,17069,215139,920893.0,52773256.0
2016-01-08,16775,17117,16579,16629,247793,897145.0,52773256.0
2016-01-11,16530,16824,16237,16237,231873,876036.0,52773256.0
2016-01-12,16433,16726,15748,15993,382946,862843.0,52773256.0
2016-01-13,16237,16335,15992,16091,184386,868120.0,52773256.0
2016-01-14,15797,16384,15748,16286,269129,878675.0,52773256.0
2016-01-15,16433,16775,16237,16384,231238,883952.0,52773256.0
2016-01-18,16384,16677,16335,16433,100206,886591.0,52773256.0
2016-01-19,16384,16433,15748,15846,159688,854927.0,52773256.0
2016-01-20,15895,15992,15063,15210,476027,820624.0,52773256.0
2016-01-21,15210,15552,14965,15357,259677,828540.0,52773256.0
2016-01-22,15454,15943,15161,15406,293576,831179.0,52773256.0
2016-01-25,15650,15748,15503,15553,235160,839095.0,52773256.0
2016-01-26,15503,15650,14770,15113,371352,815347.0,52773256.0
2016-01-27,15210,15503,14721,14819,550963,799515.0,52773256.0
2016-01-28,14770,15112,14623,15064,403478,812708.0,52773256.0
2016-01-29,15259,15405,15063,15259,194118,823263.0,52773256.0
2016-02-01,15650,15797,15405,15455,313423,833817.0,52773256.0
2016-02-02,15357,15454,14965,15113,300361,815347.0,52773256.0
2016-02-03,15308,15357,14623,14819,384963,799515.0,52773256.0
2016-02-04,14819,15112,14770,14868,260628,802153.0,52773256.0
2016-02-05,14867,15405,14867,15113,297713,815347.0,52773256.0
2016-02-11,14721,14819,14134,14281,501937,770490.0,52773256.0
2016-02-12,13938,14183,13449,13792,465608,744103.0,52773256.0
2016-02-15,13889,14036,13694,14037,347884,757296.0,52773256.0
2016-02-16,14036,14183,13694,13939,353116,752019.0,52773256.0
2016-02-17,14134,14232,13743,13841,190285,746742.0,52773256.0
2016-02-18,13987,14329,13840,14134,350018,762574.0,52773256.0
2016-02-19,14134,14232,13987,14134,111043,762574.0,52773256.0
2016-02-22,14036,14721,14036,14623,242454,788960.0,52773256.0
2016-02-23,14525,14770,14232,14379,187483,775767.0,52773256.0
2016-02-24,14329,14427,14085,14330,87160,773128.0,52773256.0
2016-02-25,14770,14965,14183,14281,325405,770490.0,52773256.0
2016-02-26,14427,14427,14183,14232,101319,767851.0,52773256.0
2016-02-29,14281,14378,13840,14379,254015,775767.0,52773256.0
2016-03-02,14427,14525,14281,14526,252689,783683.0,52773256.0
2016-03-03,14623,15797,14476,15748,844707,849649.0,52773256.0
2016-03-04,16139,17460,15943,17069,1963468,920893.0,52773256.0
2016-03-07,17166,17900,17019,17754,1215893,957835.0,52773256.0
2016-03-08,17704,18389,17215,18389,1063946,992137.0,52773256.0
2016-03-09,18389,18682,18095,18585,459645,1002692.0,52773256.0
2016-03-10,18682,19074,18389,18732,554232,1010608.0,52773256.0
2016-03-11,18487,19563,18487,19465,892610,1050188.0,52773256.0
2016-03-14,19367,19709,19074,19563,658037,1055465.0,52773256.0
2016-03-15,19465,19758,18829,18976,544949,1023801.0,52773256.0
2016-03-16,19318,19660,19220,19514,550876,1052826.0,52773256.0
2016-03-17,19660,20981,19612,20492,941354,1105600.0,52773256.0
2016-03-18,20541,20834,20296,20737,353944,1118793.0,52773256.0
2016-03-21,20932,21274,20687,20933,312599,1129348.0,52773256.0
2016-03-22,21030,21519,20394,21324,485033,1150457.0,52773256.0
2016-03-23,21030,21372,20492,21128,542280,1139902.0,52773256.0
2016-03-24,21177,21177,20492,20639,603891,1113516.0,52773256.0
2016-03-25,20492,20541,19905,20003,506304,1079213.0,52773256.0
2016-03-28,20198,20198,19709,20003,467291,1079213.0,52773256.0
2016-03-29,20052,21421,19758,21226,1067907,1145180.0,52773256.0
2016-03-30,21323,22497,20834,22008,864430,1187398.0,52773256.0
2016-03-31,22008,22644,21666,21911,623811,1182121.0,52773256.0
2016-04-01,21812,21861,20492,20835,649154,1124070.0,52773256.0
2016-04-04,20932,21030,20198,20395,494995,1100322.0,52773256.0
2016-04-05,19025,19318,18095,18829,2678919,1015885.0,52773256.0
2016-04-06,18682,20101,18682,19954,780165,1076574.0,52773256.0
2016-04-07,19612,20345,19612,20248,304792,1092406.0,52773256.0
2016-04-08,20052,20345,19563,20101,307560,1084490.0,52773256.0
2016-04-11,20101,20394,19416,19905,308278,1073936.0,52773256.0
2016-04-12,19758,19905,19074,19661,349260,1060742.0,52773256.0
2016-04-14,19563,20639,19171,20492,615197,1105600.0,52773256.0
2016-04-15,20345,20345,19758,19857,296274,1071297.0,52773256.0
2016-04-18,19807,19807,18878,19221,486022,1036994.0,52773256.0
2016-04-19,19367,19563,18976,19172,306096,1034356.0,52773256.0
2016-04-20,19220,19416,18878,18976,255208,1023801.0,52773256.0
2016-04-21,19171,19416,18927,19416,271981,1047549.0,52773256.0
2016-04-22,19367,19367,18389,18585,615096,1002692.0,52773256.0
2016-04-25,19465,21177,19171,20150,2015734,1087129.0,52773256.0
2016-04-26,19954,20296,19171,20150,922450,1087129.0,52773256.0
2016-04-27,20150,20350,19300,19900,496003,1050188.0,52773256.0
2016-04-28,19900,20200,19900,19950,297257,1052826.0,52773256.0
2016-04-29,19600,19850,19150,19750,232874,1042272.0,52773256.0
2016-05-02,19650,19650,18850,19050,258454,1005331.0,52773256.0
2016-05-03,19050,19150,18800,18950,160453,1000053.0,52773256.0
2016-05-04,18900,19050,18400,18600,210635,981583.0,52773256.0
2016-05-09,18350,18850,17850,18100,286837,955196.0,52773256.0
2016-05-10,17900,18750,17750,18650,269996,984221.0,52773256.0
2016-05-11,18850,18850,18200,18350,155517,968389.0,52773256.0
2016-05-12,18400,18550,18100,18550,190246,978944.0,52773256.0
2016-05-13,18450,19000,18250,19000,287309,1002692.0,52773256.0
2016-05-16,19100,19200,18750,19000,231050,1002692.0,52773256.0
2016-05-17,19200,19200,18100,18450,388028,973667.0,52773256.0
2016-05-18,18300,18750,18050,18150,253891,957835.0,52773256.0
2016-05-19,18150,18550,17650,17900,259069,944641.0,52773256.0
2016-05-20,17750,17950,17350,17750,272688,936725.0,52773256.0
2016-05-23,17900,18100,17600,17700,143903,934087.0,52773256.0
2016-05-24,17600,17650,17050,17200,268128,907700.0,52773256.0
2016-05-25,17300,18450,17050,18200,418684,960473.0,52773256.0
2016-05-26,17900,18000,17400,17500,297108,923532.0,52773256.0
2016-05-27,17600,18050,17550,17700,175666,934087.0,52773256.0
2016-05-30,17750,17750,17350,17400,265312,918255.0,52773256.0
2016-05-31,17400,18200,17350,17850,262195,942003.0,52773256.0
2016-06-01,17850,18050,17650,17800,188506,939364.0,52773256.0
2016-06-02,17900,17950,17500,17750,218514,936725.0,52773256.0
2016-06-03,18000,18050,16700,17150,676170,905061.0,52773256.0
2016-06-07,17200,17300,16450,16550,504076,873397.0,52773256.0
2016-06-08,16550,16850,16150,16800,466797,886591.0,52773256.0
2016-06-09,16800,17200,16100,16450,550559,868120.0,52773256.0
2016-06-10,16450,17100,16250,17050,419464,899784.0,52773256.0
2016-06-13,16800,16800,15800,15900,544525,839095.0,52773256.0
2016-06-14,15800,16100,15700,15900,268920,839095.0,52773256.0
2016-06-15,15850,16200,15850,16050,183399,847011.0,52773256.0
2016-06-16,16000,16050,15500,15700,247743,828540.0,52773256.0
2016-06-17,15800,15950,15500,15900,202252,839095.0,52773256.0
2016-06-20,15950,16850,15900,16750,262154,883952.0,52773256.0
2016-06-21,16800,16800,16300,16800,175513,886591.0,52773256.0
2016-06-22,16700,17050,16500,17000,161624,897145.0,52773256.0
2016-06-23,16800,16850,16450,16550,210379,873397.0,52773256.0
2016-06-24,16650,16700,15250,15800,455629,833817.0,52773256.0
2016-06-27,15450,15600,14900,15100,464047,796876.0,52773256.0
2016-06-28,15000,15650,14700,15500,258691,817985.0,52773256.0
2016-06-29,15550,16200,15550,16100,169107,849649.0,52773256.0
2016-06-30,16150,16600,15650,16500,352150,976313.0,59170458.0
2016-07-01,16300,16650,16250,16400,142938,970396.0,59170458.0
2016-07-04,16550,16550,16050,16300,153109,964478.0,59170458.0
2016-07-05,16200,16450,16050,16350,78165,967437.0,59170458.0
2016-07-06,16350,16350,15700,15800,158692,934893.0,59170458.0
2016-07-07,15850,16000,15700,15900,113334,940810.0,59170458.0
2016-07-08,15950,16200,15550,15700,154481,928976.0,59170458.0
2016-07-11,15750,15900,15650,15850,124969,937852.0,59170458.0
2016-07-12,15850,16000,15550,15700,227995,928976.0,59170458.0
2016-07-13,15800,16550,15800,16050,401378,949686.0,59170458.0
2016-07-14,16050,16050,15250,15650,304363,926018.0,59170458.0
2016-07-15,16050,17650,15750,17300,1609200,1023649.0,59170458.0
2016-07-18,17350,17650,17000,17300,615839,1023649.0,59170458.0
2016-07-19,17300,17550,16800,17050,338175,1008856.0,59170458.0
2016-07-20,17050,17100,16450,16700,465195,988147.0,59170458.0
2016-07-21,17000,17150,16450,16800,503360,994064.0,59170458.0
2016-07-22,16750,16900,16350,16600,410018,982230.0,59170458.0
2016-07-25,16550,17150,16450,16850,320338,997022.0,59170458.0
2016-07-26,16650,16850,16400,16850,352387,997022.0,59170458.0
2016-07-27,16900,17200,16750,17050,217781,1008856.0,59170458.0
2016-07-28,17100,17400,16850,17400,393934,1029566.0,59170458.0
2016-07-29,17400,17700,17150,17650,338054,1044359.0,59170458.0
2016-08-01,17700,18400,17650,18250,801817,1079861.0,59170458.0
2016-08-02,18050,18850,17950,18550,677288,1097612.0,59170458.0
2016-08-03,18250,18600,17700,18000,440675,1065068.0,59170458.0
2016-08-04,17900,17900,17200,17250,491764,1020690.0,59170458.0
2016-08-05,17200,17500,17050,17250,237707,1020690.0,59170458.0
2016-08-08,17350,17450,17000,17450,161537,1032524.0,59170458.0
2016-08-09,17350,17750,17200,17750,246033,1050276.0,59170458.0
2016-08-10,17600,18350,17600,18100,581804,1070985.0,59170458.0
2016-08-11,18100,19500,18100,19250,2314445,1139031.0,59170458.0
2016-08-12,19300,20400,19300,20150,1702186,1192285.0,59170458.0
2016-08-16,20350,20500,19700,20050,551064,1186368.0,59170458.0
2016-08-17,19650,19750,18050,18150,1824502,1073944.0,59170458.0
2016-08-18,18200,18950,18150,18350,806719,1085778.0,59170458.0
2016-08-19,18350,18700,17850,18300,588064,1082819.0,59170458.0
2016-08-22,18150,18850,18100,18500,602662,1094653.0,59170458.0
2016-08-23,18500,18500,16750,16900,1761000,999981.0,59170458.0
2016-08-24,17100,17700,16950,17650,824068,1044359.0,59170458.0
2016-08-25,17500,17700,17150,17300,516418,1023649.0,59170458.0
2016-08-26,18000,18450,17550,17900,1284079,1059151.0,59170458.0
2016-08-29,17850,18250,17450,17950,520268,1062110.0,59170458.0
2016-08-30,17800,19850,17150,19000,3073453,1124239.0,59170458.0
2016-08-31,19800,20350,18700,19000,1776591,1124239.0,59170458.0
2016-09-01,19200,20250,19000,20000,1715643,1183409.0,59170458.0
2016-09-02,20200,20850,19650,20600,1209194,1218911.0,59170458.0
2016-09-05,20000,20100,19450,20050,992360,1186368.0,59170458.0
2016-09-06,19000,20100,18600,19650,1550620,1162699.0,59170458.0
2016-09-07,19900,19900,19150,19200,442028,1136073.0,59170458.0
2016-09-08,19700,19950,18700,19200,664501,1136073.0,59170458.0
2016-09-09,18900,18900,17700,18400,1300309,1088736.0,59170458.0
2016-09-12,18250,18300,17650,17900,508928,1059151.0,59170458.0
2016-09-13,18100,18150,17150,17800,623157,1053234.0,59170458.0
2016-09-19,17550,17900,17300,17900,376100,1059151.0,59170458.0
2016-09-20,17700,18100,17650,17800,251305,1053234.0,59170458.0
2016-09-21,17600,18450,17600,18100,446660,1070985.0,59170458.0
2016-09-22,18200,19500,18150,19100,903361,1130156.0,59170458.0
2016-09-23,19200,19200,18800,19050,365857,1127197.0,59170458.0
2016-09-26,19000,19200,18500,19100,314517,1130156.0,59170458.0
2016-09-27,19000,19700,19000,19600,590024,1159741.0,59170458.0
2016-09-28,19250,19600,19050,19600,512212,1159741.0,59170458.0
2016-09-29,19500,19600,19050,19450,492004,1150865.0,59170458.0
2016-09-30,19100,19250,18550,18700,464976,1106488.0,59170458.0
2016-10-04,18600,18600,17850,18050,530538,1068027.0,59170458.0
2016-10-05,17850,18150,17750,18050,320845,1068027.0,59170458.0
2016-10-06,18250,18250,17350,17500,770769,1035483.0,59170458.0
2016-10-07,17500,17950,17400,17650,367470,1044359.0,59170458.0
2016-10-10,17700,17900,17350,17600,269308,1041400.0,59170458.0
2016-10-11,17700,17900,17100,17200,401199,1017732.0,59170458.0
2016-10-12,17100,17500,17000,17500,321897,1035483.0,59170458.0
2016-10-13,17400,17500,17200,17250,143151,1020690.0,59170458.0
2016-10-14,17250,17400,17050,17150,222896,1014773.0,59170458.0
2016-10-17,17350,17400,17050,17100,250592,1011815.0,59170458.0
2016-10-18,17100,17200,16550,16800,533694,994064.0,59170458.0
2016-10-19,16750,16900,16400,16500,530330,976313.0,59170458.0
2016-10-20,16700,16850,16500,16600,349488,982230.0,59170458.0
2016-10-21,16650,16800,16350,16400,247580,970396.0,59170458.0
2016-10-24,16500,16950,16450,16900,352506,999981.0,59170458.0
2016-10-25,16850,16950,16600,16700,296060,988147.0,59170458.0
2016-10-26,16850,16900,16150,16500,424423,976313.0,59170458.0
2016-10-27,16450,17100,16450,16900,377857,999981.0,59170458.0
2016-10-28,17000,17150,16750,17000,173010,1005898.0,59170458.0
2016-10-31,17050,17100,16500,16900,323331,999981.0,59170458.0
2016-11-01,16950,17350,16650,17350,289456,1026607.0,59170458.0
2016-11-02,17300,17450,16750,16750,249548,991105.0,59170458.0
2016-11-03,16700,16950,16600,16700,195138,988147.0,59170458.0
2016-11-04,16750,16850,16450,16750,198514,991105.0,59170458.0
2016-11-07,16800,16850,16400,16650,217972,985188.0,59170458.0
2016-11-08,16750,17350,16550,17300,448871,1023649.0,59170458.0
2016-11-09,17200,17650,16300,17100,913149,1011815.0,59170458.0
2016-11-10,17350,17450,16700,16800,623177,994064.0,59170458.0
2016-11-11,16850,16850,15800,15850,904684,937852.0,59170458.0
2016-11-14,16000,16200,15700,16100,426456,952644.0,59170458.0
2016-11-15,16600,17450,16500,17400,1481575,1029566.0,59170458.0
2016-11-16,17350,18150,17250,17800,1139656,1053234.0,59170458.0
2016-11-17,17800,18300,17550,18300,759043,1082819.0,59170458.0
2016-11-18,18350,18450,17900,18200,647722,1076902.0,59170458.0
2016-11-21,18200,18550,17950,18200,475301,1076902.0,59170458.0
2016-11-22,18050,18200,17450,17800,700501,1053234.0,59170458.0
2016-11-23,17700,18350,17600,18050,371791,1068027.0,59170458.0
2016-11-24,18150,18250,17450,17900,437689,1059151.0,59170458.0
2016-11-25,18000,18000,17550,17600,299058,1041400.0,59170458.0
2016-11-28,17600,17650,17350,17400,257836,1029566.0,59170458.0
2016-11-29,17400,17750,17350,17400,290291,1029566.0,59170458.0
2016-11-30,17400,18000,17400,17800,452936,1053234.0,59170458.0
2016-12-01,17500,17500,16750,16850,843988,997022.0,59170458.0
2016-12-02,16900,17100,16800,17100,376192,1011815.0,59170458.0
2016-12-05,17100,17100,16350,16350,433246,967437.0,59170458.0
2016-12-06,16500,16700,16400,16700,253686,988147.0,59170458.0
2016-12-07,16700,16750,16000,16200,600928,958561.0,59170458.0
2016-12-08,16250,16850,16050,16800,555703,994064.0,59170458.0
2016-12-09,16600,16750,16350,16650,355280,985188.0,59170458.0
2016-12-12,16700,16700,16300,16400,302741,970396.0,59170458.0
2016-12-13,16450,16500,16050,16350,901420,967437.0,59170458.0
2016-12-14,16250,16650,16250,16550,536787,979271.0,59170458.0
2016-12-15,16450,16600,16200,16400,565448,970396.0,59170458.0
2016-12-16,16300,16400,15950,15950,540776,943769.0,59170458.0
2016-12-19,15950,16150,15950,16100,277068,952644.0,59170458.0
2016-12-20,16050,16200,15850,16000,301916,946727.0,59170458.0
2016-12-21,15950,16050,15750,15800,290479,934893.0,59170458.0
2016-12-22,15700,15950,15550,15700,423300,928976.0,59170458.0
2016-12-23,15600,15650,15200,15250,740194,902349.0,59170458.0
2016-12-26,15150,15400,14950,15250,352570,902349.0,59170458.0
2016-12-27,15250,15450,15150,15300,353557,905308.0,59170458.0
2016-12-28,15350,15800,15300,15650,302006,926018.0,59170458.0
2016-12-29,15650,15700,15000,15350,560464,908267.0,59170458.0
2017-01-02,15200,15250,14550,14700,645361,869806.0,59170458.0
2017-01-03,14700,14800,14350,14550,589308,860930.0,59170458.0
2017-01-04,14750,15000,14650,14750,496767,872764.0,59170458.0
2017-01-05,14900,15450,14850,15200,591448,899391.0,59170458.0
2017-01-06,15100,15850,14800,15500,1305894,917142.0,59170458.0
2017-01-09,15500,15550,15250,15300,342798,905308.0,59170458.0
2017-01-10,15400,15450,15200,15300,288737,905308.0,59170458.0
2017-01-11,15400,15550,15200,15350,328756,908267.0,59170458.0
2017-01-12,15350,16000,15250,15850,561665,937852.0,59170458.0
2017-01-13,15850,15900,15600,15700,344878,928976.0,59170458.0
2017-01-16,15750,15850,15300,15600,373961,923059.0,59170458.0
2017-01-17,15700,15750,15350,15700,280598,928976.0,59170458.0
2017-01-18,15800,15850,15550,15700,299282,928976.0,59170458.0
2017-01-19,15700,15800,15400,15450,419645,914184.0,59170458.0
2017-01-20,15400,15800,15250,15700,444266,928976.0,59170458.0
2017-01-23,15550,15700,15300,15700,455993,928976.0,59170458.0
2017-01-24,15600,15700,15300,15450,623497,914184.0,59170458.0
2017-01-25,15400,15450,14800,14800,606791,875723.0,59170458.0
2017-01-26,14800,15200,14700,15100,282582,893474.0,59170458.0
2017-01-31,15100,15400,14950,15250,332512,902349.0,59170458.0
2017-02-01,15300,15500,15150,15450,321290,914184.0,59170458.0
