서연이화(200880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-27,15550,15850,15400,15800,58285,427049.0,27028437.0
2016-04-28,15800,15800,15100,15400,130599,416238.0,27028437.0
2016-04-29,15300,15350,14900,15300,98372,413535.0,27028437.0
2016-05-02,15100,15350,14900,15150,98965,409481.0,27028437.0
2016-05-03,15150,15250,14800,15250,80873,412184.0,27028437.0
2016-05-04,15150,15200,14450,14650,112949,395967.0,27028437.0
2016-05-09,14700,14800,14250,14750,43908,398669.0,27028437.0
2016-05-10,14800,14800,14450,14550,36478,393264.0,27028437.0
2016-05-11,14650,14750,14550,14700,53068,397318.0,27028437.0
2016-05-12,14650,14650,14300,14300,53512,386507.0,27028437.0
2016-05-13,14450,14450,14150,14350,38589,387858.0,27028437.0
2016-05-16,14350,14350,14000,14100,44077,381101.0,27028437.0
2016-05-17,14200,14400,14000,14400,78698,389209.0,27028437.0
2016-05-18,14400,14450,13900,14200,69575,383804.0,27028437.0
2016-05-19,14250,14250,13600,13850,59217,374344.0,27028437.0
2016-05-20,13800,13900,13650,13750,47646,371641.0,27028437.0
2016-05-23,13750,13850,13550,13750,68081,371641.0,27028437.0
2016-05-24,13750,13750,13200,13350,100021,360830.0,27028437.0
2016-05-25,13400,13500,13200,13300,86155,359478.0,27028437.0
2016-05-26,13400,13400,12950,13050,100841,352721.0,27028437.0
2016-05-27,13000,13300,12850,13200,80870,356775.0,27028437.0
2016-05-30,13200,13350,12950,12950,52372,350018.0,27028437.0
2016-05-31,12950,13150,12900,13150,49931,355424.0,27028437.0
2016-06-01,13250,13250,12950,13000,69401,351370.0,27028437.0
2016-06-02,13050,13100,12900,12950,54172,350018.0,27028437.0
2016-06-03,13000,13100,12700,12850,67429,347315.0,27028437.0
2016-06-07,12900,12900,12550,12700,98462,343261.0,27028437.0
2016-06-08,12700,13000,12600,12900,67384,348667.0,27028437.0
2016-06-09,12900,13000,12450,12500,128300,337855.0,27028437.0
2016-06-10,12500,12650,12450,12600,90429,340558.0,27028437.0
2016-06-13,12500,12550,12300,12350,80241,333801.0,27028437.0
2016-06-14,12300,12600,12200,12250,50740,331098.0,27028437.0
2016-06-15,12300,13000,12300,12950,139000,350018.0,27028437.0
2016-06-16,13000,13000,12550,12650,71016,341910.0,27028437.0
2016-06-17,12800,13300,12650,13300,111240,359478.0,27028437.0
2016-06-20,13400,13400,13100,13150,40856,355424.0,27028437.0
2016-06-21,13250,13250,12800,13050,45034,352721.0,27028437.0
2016-06-22,13050,13300,12950,13150,44607,355424.0,27028437.0
2016-06-23,13150,13200,12750,12900,39070,348667.0,27028437.0
2016-06-24,13000,13050,12050,12300,159328,332450.0,27028437.0
2016-06-27,12300,12900,12100,12900,102744,348667.0,27028437.0
2016-06-28,12800,13200,12650,13000,57199,351370.0,27028437.0
2016-06-29,13200,13200,12850,12900,34222,348667.0,27028437.0
2016-06-30,12950,13100,12800,12850,46906,347315.0,27028437.0
2016-07-01,13000,13250,12800,12900,53077,348667.0,27028437.0
2016-07-04,12900,12900,12700,12700,54085,343261.0,27028437.0
2016-07-05,12850,12850,12450,12550,41837,339207.0,27028437.0
2016-07-06,12650,12650,12300,12600,43216,340558.0,27028437.0
2016-07-07,12650,12750,12500,12700,18383,343261.0,27028437.0
2016-07-08,12550,12650,12250,12350,35973,333801.0,27028437.0
2016-07-11,12350,12700,12350,12650,29493,341910.0,27028437.0
2016-07-12,12600,12900,12600,12850,37424,347315.0,27028437.0
2016-07-13,12850,13000,12550,12600,59751,340558.0,27028437.0
2016-07-14,12600,12650,12300,12450,99602,336504.0,27028437.0
2016-07-15,12500,12950,12500,12900,61344,348667.0,27028437.0
2016-07-18,13000,13000,12600,12700,75002,343261.0,27028437.0
2016-07-19,12850,12850,12450,12600,21926,340558.0,27028437.0
2016-07-20,12600,12650,12400,12500,68337,337855.0,27028437.0
2016-07-21,12450,12600,12350,12550,46283,339207.0,27028437.0
2016-07-22,12550,12650,12400,12450,55009,336504.0,27028437.0
2016-07-25,12500,13150,12500,12800,127031,345964.0,27028437.0
2016-07-26,12800,13100,12800,12950,61846,350018.0,27028437.0
2016-07-27,13000,13050,12750,12850,39268,347315.0,27028437.0
2016-07-28,12850,13100,12700,13100,44956,354073.0,27028437.0
2016-07-29,13000,13050,12750,13000,49665,351370.0,27028437.0
2016-08-01,13100,13150,12750,12950,26073,350018.0,27028437.0
2016-08-02,12950,13000,12900,12950,39752,350018.0,27028437.0
2016-08-03,12950,13200,12900,13150,88536,355424.0,27028437.0
2016-08-04,13200,13300,13100,13150,120037,355424.0,27028437.0
2016-08-05,13250,13600,13200,13600,102342,367587.0,27028437.0
2016-08-08,13650,13700,13300,13650,96536,368938.0,27028437.0
2016-08-09,13650,13850,13400,13800,92862,372992.0,27028437.0
2016-08-10,13800,13850,13350,13850,89433,374344.0,27028437.0
2016-08-11,13750,13850,13550,13850,49656,374344.0,27028437.0
2016-08-12,13900,14250,13750,14100,95530,381101.0,27028437.0
2016-08-16,14050,14250,13900,14150,72749,382452.0,27028437.0
2016-08-17,15050,15250,14600,14950,526287,404075.0,27028437.0
2016-08-18,15200,15400,14900,15000,355809,405427.0,27028437.0
2016-08-19,14950,15150,14650,15000,119660,405427.0,27028437.0
2016-08-22,15150,15550,14550,14800,186486,400021.0,27028437.0
2016-08-23,14800,14900,14650,14850,55326,401372.0,27028437.0
2016-08-24,14850,15400,14650,15350,142481,414887.0,27028437.0
2016-08-25,15550,16700,15400,16400,578121,443266.0,27028437.0
2016-08-26,16500,16750,16050,16600,255785,448672.0,27028437.0
2016-08-29,16600,17250,16050,16150,219741,436509.0,27028437.0
2016-08-30,16300,16600,16050,16350,111198,441915.0,27028437.0
2016-08-31,16400,16700,16200,16250,118759,439212.0,27028437.0
2016-09-01,16200,16500,16050,16450,64506,444618.0,27028437.0
2016-09-02,16350,16500,15950,16400,123764,443266.0,27028437.0
2016-09-05,16350,16800,16350,16550,120037,447321.0,27028437.0
2016-09-06,16450,16700,16150,16200,63290,437861.0,27028437.0
2016-09-07,16000,16200,15700,15800,139856,427049.0,27028437.0
2016-09-08,15750,16300,15750,16300,113527,440564.0,27028437.0
2016-09-09,16350,16450,15700,16000,105294,432455.0,27028437.0
2016-09-12,15750,15900,15550,15700,50962,424346.0,27028437.0
2016-09-13,15750,15900,15350,15450,71377,417589.0,27028437.0
2016-09-19,15350,15550,15050,15400,70832,416238.0,27028437.0
2016-09-20,15250,15900,15250,15300,91701,413535.0,27028437.0
2016-09-21,15450,15500,15250,15500,31183,418941.0,27028437.0
2016-09-22,15600,16000,15500,15700,51730,424346.0,27028437.0
2016-09-23,15700,15850,15500,15700,52739,424346.0,27028437.0
2016-09-26,15700,15700,15150,15400,39014,416238.0,27028437.0
2016-09-27,15450,15600,15150,15550,25533,420292.0,27028437.0
2016-09-28,15550,15550,14800,14850,150634,401372.0,27028437.0
2016-09-29,14850,15150,14800,15000,46800,405427.0,27028437.0
2016-09-30,15000,15350,14800,15350,68791,414887.0,27028437.0
2016-10-04,15300,15350,14800,14900,73077,402724.0,27028437.0
2016-10-05,14900,14950,14600,14850,82052,401372.0,27028437.0
2016-10-06,14900,14950,14450,14450,108949,390561.0,27028437.0
2016-10-07,14550,14800,14500,14550,40606,393264.0,27028437.0
2016-10-10,14550,14700,14450,14550,37266,393264.0,27028437.0
2016-10-11,14550,14850,14550,14750,41108,398669.0,27028437.0
2016-10-12,14750,14800,14500,14800,23572,400021.0,27028437.0
2016-10-13,14750,14750,14550,14550,27156,393264.0,27028437.0
2016-10-14,14650,14700,14450,14650,22722,395967.0,27028437.0
2016-10-17,14700,14750,14500,14650,22480,395967.0,27028437.0
2016-10-18,14650,14700,14300,14600,37375,394615.0,27028437.0
2016-10-19,14550,14850,14500,14750,45058,398669.0,27028437.0
2016-10-20,14800,14800,14400,14450,41293,390561.0,27028437.0
2016-10-21,14600,14600,14200,14450,61987,390561.0,27028437.0
2016-10-24,14400,14500,14050,14200,85127,383804.0,27028437.0
2016-10-25,14300,14500,14150,14450,31651,390561.0,27028437.0
2016-10-26,14550,14550,14100,14450,53065,390561.0,27028437.0
2016-10-27,14400,14550,14250,14550,15328,393264.0,27028437.0
2016-10-28,14600,15000,14300,14900,44579,402724.0,27028437.0
2016-10-31,14900,15200,14700,15200,68637,410832.0,27028437.0
2016-11-01,15300,15300,14550,14750,62248,398669.0,27028437.0
2016-11-02,14750,14900,14400,14400,42165,389209.0,27028437.0
2016-11-03,14550,14550,13400,13600,179189,367587.0,27028437.0
2016-11-04,13550,13850,13450,13600,43653,367587.0,27028437.0
2016-11-07,13650,14000,13650,13900,33787,375695.0,27028437.0
2016-11-08,14200,14400,13950,14100,50382,381101.0,27028437.0
2016-11-09,14200,14350,13400,13600,87033,367587.0,27028437.0
2016-11-10,13900,13900,12950,13050,134278,352721.0,27028437.0
2016-11-11,13100,13400,13050,13300,32865,359478.0,27028437.0
2016-11-14,13300,13650,13250,13400,46287,362181.0,27028437.0
2016-11-15,12950,13150,12750,13000,148689,351370.0,27028437.0
2016-11-16,13100,13450,13050,13450,72974,363532.0,27028437.0
2016-11-17,13450,13900,13300,13300,101669,359478.0,27028437.0
2016-11-18,13400,13650,13100,13100,67829,354073.0,27028437.0
2016-11-21,13000,13400,13000,13300,35989,359478.0,27028437.0
2016-11-22,13400,13750,13250,13700,48087,370290.0,27028437.0
2016-11-23,13650,13800,13400,13650,40932,368938.0,27028437.0
2016-11-24,13850,13850,13400,13750,41880,371641.0,27028437.0
2016-11-25,13750,13800,13500,13750,34688,371641.0,27028437.0
2016-11-28,13700,13950,13650,13850,41853,374344.0,27028437.0
2016-11-29,14000,14000,13550,13550,59869,366235.0,27028437.0
2016-11-30,13600,13950,13550,13800,58450,372992.0,27028437.0
2016-12-01,13900,13950,13750,13850,22023,374344.0,27028437.0
2016-12-02,13750,13950,13700,13900,24564,375695.0,27028437.0
2016-12-05,13900,13950,13600,13600,27719,367587.0,27028437.0
2016-12-06,13700,13700,13150,13250,62421,358127.0,27028437.0
2016-12-07,13250,13350,13000,13200,80361,356775.0,27028437.0
2016-12-08,13200,13450,12900,13150,156262,355424.0,27028437.0
2016-12-09,13100,13400,13100,13300,121430,359478.0,27028437.0
2016-12-12,13350,14100,13350,14050,143692,379750.0,27028437.0
2016-12-13,14050,14650,13950,14500,106519,391912.0,27028437.0
2016-12-14,14450,14600,14100,14300,81056,386507.0,27028437.0
2016-12-15,14150,14900,14100,14850,86934,401372.0,27028437.0
2016-12-16,14850,14850,14550,14850,39987,401372.0,27028437.0
2016-12-19,14800,14800,14450,14600,34341,394615.0,27028437.0
2016-12-20,14700,14700,14200,14350,48806,387858.0,27028437.0
2016-12-21,14400,14500,14250,14350,39082,387858.0,27028437.0
2016-12-22,14350,14500,14150,14200,27013,383804.0,27028437.0
2016-12-23,14250,14500,14150,14450,27626,390561.0,27028437.0
2016-12-26,14450,14450,14100,14200,35213,383804.0,27028437.0
2016-12-27,14200,14350,14100,14350,56845,387858.0,27028437.0
2016-12-28,14200,14400,14150,14250,31483,385155.0,27028437.0
2016-12-29,14300,14300,13900,14000,38867,378398.0,27028437.0
2017-01-02,14050,14800,13900,14800,64807,400021.0,27028437.0
2017-01-03,14850,16350,14700,16200,519514,437861.0,27028437.0
2017-01-04,16200,16300,15700,16000,346337,432455.0,27028437.0
2017-01-05,15850,16350,15700,16350,220281,441915.0,27028437.0
2017-01-06,16450,16450,15700,15850,186160,428401.0,27028437.0
2017-01-09,15750,15800,15200,15350,175542,414887.0,27028437.0
2017-01-10,15400,15500,14950,15050,150108,406778.0,27028437.0
2017-01-11,15100,15350,15050,15200,73704,410832.0,27028437.0
2017-01-12,15250,15300,14950,15150,44556,409481.0,27028437.0
2017-01-13,15250,15600,15100,15600,112150,421644.0,27028437.0
2017-01-16,15600,15700,15300,15650,70315,422995.0,27028437.0
2017-01-17,15800,16100,15400,16050,134390,433806.0,27028437.0
2017-01-18,16150,17250,16000,17200,591091,464889.0,27028437.0
2017-01-19,17100,17400,16900,17000,248073,459483.0,27028437.0
2017-01-20,17100,17150,16650,16800,161636,454078.0,27028437.0
2017-01-23,16800,17500,16300,17200,272974,464889.0,27028437.0
2017-01-24,17200,17200,16450,16700,177438,451375.0,27028437.0
2017-01-25,16650,16850,15950,16000,152708,432455.0,27028437.0
2017-01-26,16150,16400,15900,16200,137816,437861.0,27028437.0
2017-01-31,16200,16300,15300,15400,151745,416238.0,27028437.0
2017-02-01,15300,15550,14900,15150,204661,409481.0,27028437.0
2017-02-02,15200,15200,14450,14550,207246,393264.0,27028437.0
2017-02-03,14600,14750,14350,14500,94165,391912.0,27028437.0
2017-02-06,14550,14550,14250,14450,57452,390561.0,27028437.0
2017-02-07,14450,15000,14250,15000,145552,405427.0,27028437.0
2017-02-08,14950,14950,14350,14500,115445,391912.0,27028437.0
2017-02-09,14400,14550,14250,14400,127977,389209.0,27028437.0
2017-02-10,14450,14550,14150,14250,84720,385155.0,27028437.0
2017-02-13,14350,14650,14200,14600,111180,394615.0,27028437.0
2017-02-14,14800,15450,14700,14800,378396,400021.0,27028437.0
2017-02-15,14950,15650,14900,15650,161946,422995.0,27028437.0
2017-02-16,15750,15900,15500,15750,117907,425698.0,27028437.0
2017-02-17,15800,15800,15300,15750,74605,425698.0,27028437.0
2017-02-20,15800,15800,15200,15500,50515,418941.0,27028437.0
2017-02-21,15500,15950,15300,15850,79659,428401.0,27028437.0
2017-02-22,16100,16100,15500,15750,66054,425698.0,27028437.0
2017-02-23,15650,15900,15350,15350,63288,414887.0,27028437.0
2017-02-24,15350,15400,15050,15250,60216,412184.0,27028437.0
2017-02-27,15250,15800,15250,15300,61016,413535.0,27028437.0
2017-02-28,15450,15600,15050,15600,102478,421644.0,27028437.0
2017-03-02,15600,15700,15400,15600,108299,421644.0,27028437.0
2017-03-03,15600,15600,14950,15300,143947,413535.0,27028437.0
2017-03-06,15250,15250,14650,14900,127270,402724.0,27028437.0
2017-03-07,14900,15150,14850,15050,89121,406778.0,27028437.0
2017-03-08,15100,15350,15050,15100,32536,408129.0,27028437.0
2017-03-09,15100,15200,14700,15000,71867,405427.0,27028437.0
2017-03-10,15050,15050,14600,14750,70703,398669.0,27028437.0
2017-03-13,14800,14900,14600,14650,59951,395967.0,27028437.0
2017-03-14,14650,14750,14150,14650,144146,395967.0,27028437.0
2017-03-15,14650,14650,14400,14600,47468,394615.0,27028437.0
2017-03-16,14700,14950,14600,14850,100005,401372.0,27028437.0
2017-03-17,14900,14950,14600,14900,58067,402724.0,27028437.0
2017-03-20,14900,14950,14400,14450,73883,390561.0,27028437.0
2017-03-21,14500,14950,14350,14800,115636,400021.0,27028437.0
2017-03-22,14600,14700,14500,14600,68539,394615.0,27028437.0
2017-03-23,14800,14850,14550,14850,76660,401372.0,27028437.0
2017-03-24,14900,14900,14600,14700,66482,397318.0,27028437.0
2017-03-27,14700,14700,14050,14100,202744,381101.0,27028437.0
2017-03-28,14100,14250,13850,14100,77975,381101.0,27028437.0
2017-03-29,14100,14150,13900,13900,97144,375695.0,27028437.0
2017-03-30,13950,14100,13900,14000,45460,378398.0,27028437.0
2017-03-31,14050,14300,14050,14300,85630,386507.0,27028437.0
2017-04-03,14200,14350,14000,14150,119403,382452.0,27028437.0
2017-04-04,14150,14200,13800,13850,159179,374344.0,27028437.0
2017-04-05,13800,13850,13550,13700,121771,370290.0,27028437.0
2017-04-06,13700,13700,13400,13650,101070,368938.0,27028437.0
2017-04-07,13750,13750,13400,13500,92502,364884.0,27028437.0
2017-04-10,13500,13650,13150,13300,89560,359478.0,27028437.0
2017-04-11,13400,13750,13400,13650,64525,368938.0,27028437.0
2017-04-12,13750,14000,13650,13950,81589,377047.0,27028437.0
2017-04-13,13950,14200,13800,14100,77962,381101.0,27028437.0
2017-04-14,14050,14050,13700,13900,83325,375695.0,27028437.0
2017-04-17,13900,14250,13750,14200,140171,383804.0,27028437.0
2017-04-18,14150,14200,13700,13850,98807,374344.0,27028437.0
2017-04-19,13850,13850,13700,13850,97539,374344.0,27028437.0
2017-04-20,13750,14000,13750,13850,50380,374344.0,27028437.0
2017-04-21,13950,13950,13750,13750,31183,371641.0,27028437.0
2017-04-24,13800,13800,13500,13550,89408,366235.0,27028437.0
2017-04-25,13700,13950,13600,13900,62758,375695.0,27028437.0
2017-04-26,13850,14150,13850,14150,57100,382452.0,27028437.0
2017-04-27,14150,14150,13900,14150,57413,382452.0,27028437.0
2017-04-28,14050,14100,13500,13700,133110,370290.0,27028437.0
2017-05-02,13750,13750,13450,13550,58819,366235.0,27028437.0
2017-05-04,13650,13650,13500,13600,63535,367587.0,27028437.0
2017-05-08,13700,13750,13500,13700,77216,370290.0,27028437.0
2017-05-10,13700,13800,13600,13700,65068,370290.0,27028437.0
2017-05-11,13700,13900,13700,13900,51207,375695.0,27028437.0
2017-05-12,13900,13950,13700,13700,25134,370290.0,27028437.0
2017-05-15,13700,14050,13650,13950,64061,377047.0,27028437.0
2017-05-16,14000,14050,13700,14050,70977,379750.0,27028437.0
2017-05-17,14000,14000,13750,13850,60448,374344.0,27028437.0
2017-05-18,13750,14350,13750,14200,172634,383804.0,27028437.0
2017-05-19,14300,14600,14250,14250,122283,385155.0,27028437.0
2017-05-22,14350,14800,14300,14800,153896,400021.0,27028437.0
2017-05-23,14800,14800,14550,14700,77774,397318.0,27028437.0
2017-05-24,15000,15100,14600,14800,144371,400021.0,27028437.0
2017-05-25,14800,15000,14600,14950,106473,404075.0,27028437.0
2017-05-26,14900,15100,14750,14850,66453,401372.0,27028437.0
2017-05-29,14900,14900,14600,14650,83074,395967.0,27028437.0
2017-05-30,14600,15600,14600,15500,247725,418941.0,27028437.0
2017-05-31,15500,16000,15250,15900,259346,429752.0,27028437.0
2017-06-01,15850,15900,15450,15500,146129,418941.0,27028437.0
2017-06-02,15500,15500,15100,15100,143617,408129.0,27028437.0
2017-06-05,15200,15400,14900,15050,71318,406778.0,27028437.0
2017-06-07,15100,15150,14800,15100,63378,408129.0,27028437.0
2017-06-08,15150,15350,14900,15250,90992,412184.0,27028437.0
2017-06-09,15300,15550,15100,15250,92512,412184.0,27028437.0
2017-06-12,15250,15250,15000,15100,42106,408129.0,27028437.0
2017-06-13,15000,15350,15000,15200,79427,410832.0,27028437.0
2017-06-14,15200,15650,15100,15450,145153,417589.0,27028437.0
2017-06-15,15550,15600,15100,15300,77758,413535.0,27028437.0
2017-06-16,15250,15300,15100,15250,45588,412184.0,27028437.0
2017-06-19,15100,15450,14900,15400,143670,416238.0,27028437.0
2017-06-20,15400,15850,15300,15700,140320,424346.0,27028437.0
2017-06-21,15750,15750,15350,15350,53196,414887.0,27028437.0
2017-06-22,15300,15450,15150,15200,39082,410832.0,27028437.0
2017-06-23,15200,15350,15050,15050,27807,406778.0,27028437.0
2017-06-26,15100,15100,14750,14850,47758,401372.0,27028437.0
2017-06-27,14850,14900,14500,14750,79760,398669.0,27028437.0
2017-06-28,14750,14850,14600,14750,22543,398669.0,27028437.0
2017-06-29,14750,14900,14750,14850,29279,401372.0,27028437.0
2017-06-30,14850,15000,14750,15000,24337,405427.0,27028437.0
2017-07-03,14800,14850,14600,14750,46886,398669.0,27028437.0
2017-07-04,14750,14800,14600,14600,45246,394615.0,27028437.0
2017-07-05,14750,14750,14500,14550,15760,393264.0,27028437.0
2017-07-06,14550,14600,14200,14300,48392,386507.0,27028437.0
2017-07-07,14200,14200,13950,14050,33506,379750.0,27028437.0
2017-07-10,14050,14050,13650,13800,57411,372992.0,27028437.0
2017-07-11,13800,13950,13750,13950,39227,377047.0,27028437.0
2017-07-12,13950,14000,13750,13950,29931,377047.0,27028437.0
2017-07-13,13950,14000,13750,14000,27497,378398.0,27028437.0
2017-07-14,13900,14000,13800,13950,20448,377047.0,27028437.0
2017-07-17,14050,14050,13800,14000,22074,378398.0,27028437.0
2017-07-18,14050,14050,13650,13800,87321,372992.0,27028437.0
2017-07-19,13800,13850,13650,13750,42035,371641.0,27028437.0
2017-07-20,13750,13750,13400,13600,70502,367587.0,27028437.0
2017-07-21,13600,13700,13500,13650,28540,368938.0,27028437.0
2017-07-24,13900,13900,13600,13650,37880,368938.0,27028437.0
2017-07-25,13650,13800,13650,13750,23350,371641.0,27028437.0
2017-07-26,13800,13900,13700,13850,36331,374344.0,27028437.0
2017-07-27,13900,13900,13650,13800,41998,372992.0,27028437.0
2017-07-28,13800,13950,13650,13800,32998,372992.0,27028437.0
2017-07-31,13800,13850,13400,13450,58456,363532.0,27028437.0
2017-08-01,13400,13700,13400,13600,19442,367587.0,27028437.0
2017-08-02,13650,13700,13500,13650,17786,368938.0,27028437.0
2017-08-03,13650,13750,13200,13450,56813,363532.0,27028437.0
2017-08-04,14150,14200,13650,13850,97995,374344.0,27028437.0
2017-08-07,13850,13900,13700,13800,29537,372992.0,27028437.0
2017-08-08,13800,13800,13550,13600,25212,367587.0,27028437.0
2017-08-09,13500,13700,13500,13700,25333,370290.0,27028437.0
2017-08-10,13600,13750,13350,13650,54355,368938.0,27028437.0
2017-08-11,13450,13550,13100,13350,50756,360830.0,27028437.0
2017-08-14,13300,13300,12700,12950,118014,350018.0,27028437.0
2017-08-16,12500,13150,12000,13100,379135,354073.0,27028437.0
2017-08-17,12900,12900,12450,12500,108792,337855.0,27028437.0
2017-08-18,12350,12600,12250,12350,50233,333801.0,27028437.0
2017-08-21,12300,12450,12250,12300,45049,332450.0,27028437.0
2017-08-22,12300,12450,12200,12350,25116,333801.0,27028437.0
2017-08-23,12350,12350,12000,12150,55631,328396.0,27028437.0
2017-08-24,12150,12150,11450,11700,175351,316233.0,27028437.0
2017-08-25,11700,11850,11650,11650,44101,314881.0,27028437.0
2017-08-28,11500,11900,11500,11650,54274,314881.0,27028437.0
2017-08-29,11700,11750,11450,11600,43580,313530.0,27028437.0
2017-08-30,11550,11550,11150,11250,99965,304070.0,27028437.0
2017-08-31,11250,11400,11000,11200,81161,302718.0,27028437.0
2017-09-01,11250,11250,11050,11200,49575,302718.0,27028437.0
2017-09-04,11000,11050,10550,10600,167371,286501.0,27028437.0
2017-09-05,10600,10750,10550,10650,58148,287853.0,27028437.0
2017-09-06,10600,10750,10550,10600,65556,286501.0,27028437.0
2017-09-07,10600,10700,10450,10500,67987,283799.0,27028437.0
2017-09-08,10500,10650,9750,9810,298433,265149.0,27028437.0
2017-09-11,9750,9890,9170,9320,385263,251905.0,27028437.0
2017-09-12,9350,9620,9280,9540,181562,257851.0,27028437.0
2017-09-13,9560,9620,9320,9470,138417,255959.0,27028437.0
2017-09-14,9470,9510,9410,9510,89295,257040.0,27028437.0
2017-09-15,9510,9530,9260,9530,149995,257581.0,27028437.0
2017-09-18,9500,9690,9500,9660,55269,261095.0,27028437.0
2017-09-19,9660,10050,9660,9910,160840,267852.0,27028437.0
2017-09-20,9980,9980,9760,9810,78068,265149.0,27028437.0
2017-09-21,9780,9860,9570,9570,87059,258662.0,27028437.0
2017-09-22,9470,9660,9420,9570,49563,258662.0,27028437.0
2017-09-25,9510,9680,9490,9640,60669,260554.0,27028437.0
2017-09-26,9520,10600,9520,10550,241685,285150.0,27028437.0
2017-09-27,10350,10400,10050,10100,266369,272987.0,27028437.0
2017-09-28,10000,10150,9880,9900,107564,267582.0,27028437.0
2017-09-29,9900,10400,9860,10400,118484,281096.0,27028437.0
2017-10-10,10350,10400,10050,10050,120864,271636.0,27028437.0
2017-10-11,10050,11350,10000,11000,400653,297313.0,27028437.0
2017-10-12,11050,11350,10850,10950,215967,295961.0,27028437.0
2017-10-13,10850,11650,10800,11250,260465,304070.0,27028437.0
2017-10-16,11150,11350,11050,11150,96679,301367.0,27028437.0
2017-10-17,11250,11300,11000,11150,51114,301367.0,27028437.0
2017-10-18,11000,11350,11000,11150,46559,301367.0,27028437.0
2017-10-19,11150,11350,11050,11200,31533,302718.0,27028437.0
2017-10-20,11200,11450,10850,11300,45188,305421.0,27028437.0
2017-10-23,11300,11400,11150,11200,17847,302718.0,27028437.0
2017-10-24,11100,11200,11050,11150,28639,301367.0,27028437.0
2017-10-25,11150,11300,10850,11300,56900,305421.0,27028437.0
2017-10-26,11250,11800,11150,11550,113936,312178.0,27028437.0
2017-10-27,11550,11800,11350,11400,87889,308124.0,27028437.0
2017-10-30,11400,11850,11350,11800,68596,318936.0,27028437.0
2017-10-31,11800,12250,11750,12000,113072,324341.0,27028437.0
2017-11-01,12000,12050,11550,11600,137228,313530.0,27028437.0
2017-11-02,11550,11550,11300,11450,55164,309476.0,27028437.0
2017-11-03,11450,11650,11400,11500,22638,310827.0,27028437.0
2017-11-06,11450,11750,11250,11350,42910,306773.0,27028437.0
2017-11-07,11350,11400,11100,11250,43440,304070.0,27028437.0
2017-11-08,11150,11350,11050,11300,50553,305421.0,27028437.0
2017-11-09,11350,11450,11150,11350,41540,306773.0,27028437.0
2017-11-10,11250,11350,11100,11200,46945,302718.0,27028437.0
2017-11-13,11450,11700,11400,11500,100006,310827.0,27028437.0
2017-11-14,11500,11550,11250,11550,63369,312178.0,27028437.0
2017-11-15,11350,11500,11050,11400,79499,308124.0,27028437.0
2017-11-16,11400,11400,11050,11250,40367,304070.0,27028437.0
2017-11-17,11200,11300,10950,11000,46248,297313.0,27028437.0
2017-11-20,11000,11100,10750,10750,100418,290556.0,27028437.0
2017-11-21,10700,10850,10600,10700,55437,289204.0,27028437.0
2017-11-22,10750,11450,10700,11050,74229,298664.0,27028437.0
2017-11-23,11100,11200,10850,11050,33870,298664.0,27028437.0
2017-11-24,11000,11200,10850,11000,46105,297313.0,27028437.0
2017-11-27,10900,11150,10900,11050,25450,298664.0,27028437.0
2017-11-28,10900,11250,10900,11250,74101,304070.0,27028437.0
2017-11-29,11350,11350,11100,11300,57546,305421.0,27028437.0
2017-11-30,11250,11500,11200,11400,84346,308124.0,27028437.0
2017-12-01,11450,11500,11250,11400,33593,308124.0,27028437.0
2017-12-04,11400,11450,11050,11200,28856,302718.0,27028437.0
2017-12-05,11100,11400,11100,11300,25445,305421.0,27028437.0
2017-12-06,11300,11350,11100,11100,28697,300016.0,27028437.0
2017-12-07,11100,11200,10900,11100,35516,300016.0,27028437.0
2017-12-08,11150,11200,10700,10850,53564,293259.0,27028437.0
2017-12-11,10850,10850,10500,10500,53994,283799.0,27028437.0
2017-12-12,10500,10900,10500,10750,31645,290556.0,27028437.0
2017-12-13,10900,10900,10750,10850,14308,293259.0,27028437.0
2017-12-14,10900,11000,10650,10950,35723,295961.0,27028437.0
2017-12-15,10800,10950,10650,10850,72736,293259.0,27028437.0
2017-12-18,10750,10900,10550,10550,61490,285150.0,27028437.0
2017-12-19,10600,10650,10550,10550,25195,285150.0,27028437.0
2017-12-20,10700,10700,10500,10500,16551,283799.0,27028437.0
2017-12-21,10600,10700,10000,10200,163509,275690.0,27028437.0
2017-12-22,10100,10200,10000,10100,192017,272987.0,27028437.0
2017-12-26,10000,10250,9970,10250,126432,277041.0,27028437.0
2017-12-27,10050,10150,9960,10050,64483,271636.0,27028437.0
2017-12-28,10000,10050,9940,10050,54717,271636.0,27028437.0
2018-01-02,10050,10100,9840,9880,64141,267041.0,27028437.0
2018-01-03,9890,9960,9820,9880,70683,267041.0,27028437.0
2018-01-04,9900,9900,9630,9640,99341,260554.0,27028437.0
2018-01-05,9640,9820,9550,9750,60938,263527.0,27028437.0
2018-01-08,9720,9730,9570,9640,33158,260554.0,27028437.0
2018-01-09,9640,9640,9380,9480,90886,256230.0,27028437.0
2018-01-10,9450,9830,9450,9770,69817,264068.0,27028437.0
2018-01-11,9730,9760,9610,9760,39661,263798.0,27028437.0
2018-01-12,9840,9840,9660,9670,41800,261365.0,27028437.0
2018-01-15,9670,9720,9470,9510,48882,257040.0,27028437.0
2018-01-16,9510,9780,9400,9770,39018,264068.0,27028437.0
