신송홀딩스(006880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-07,10300,11400,10200,11200,355386,132483.0,11828858.0
2015-08-10,11500,13750,11450,12200,2043330,144312.0,11828858.0
2015-08-11,12250,12750,11800,12000,541604,141946.0,11828858.0
2015-08-12,11900,12900,11500,12450,552705,147269.0,11828858.0
2015-08-13,12500,13250,12200,12750,430557,150818.0,11828858.0
2015-08-17,13000,13700,12750,12900,501263,152592.0,11828858.0
2015-08-18,12900,13150,12000,12100,316316,143129.0,11828858.0
2015-08-19,12000,12200,11450,11700,274473,138398.0,11828858.0
2015-08-20,11500,11950,11200,11200,170924,132483.0,11828858.0
2015-08-21,10550,11250,10550,11000,238757,130117.0,11828858.0
2015-08-24,11000,11450,10400,10400,227283,123020.0,11828858.0
2015-08-25,10500,10750,10200,10550,277018,124794.0,11828858.0
2015-08-26,10550,11600,10500,11300,371109,133666.0,11828858.0
2015-08-27,11400,11700,11150,11500,213657,136032.0,11828858.0
2015-08-28,11650,12100,11450,11500,130212,136032.0,11828858.0
2015-08-31,11600,11650,11200,11300,116161,133666.0,11828858.0
2015-09-01,11000,11400,10800,11100,179739,131300.0,11828858.0
2015-09-02,10900,11350,10850,11200,66322,132483.0,11828858.0
2015-09-03,11500,11500,10950,11000,118026,130117.0,11828858.0
2015-09-04,11200,12000,10450,10550,388920,124794.0,11828858.0
2015-09-07,10600,10850,10350,10800,78331,127752.0,11828858.0
2015-09-08,10750,10850,10250,10600,121285,125386.0,11828858.0
2015-09-09,10850,11050,10600,10850,77856,128343.0,11828858.0
2015-09-10,10700,11250,10600,11050,94801,130709.0,11828858.0
2015-09-11,11050,11350,11000,11100,53365,131300.0,11828858.0
2015-09-14,11150,11250,10650,10700,53360,126569.0,11828858.0
2015-09-15,10700,11000,10650,10900,24290,128935.0,11828858.0
2015-09-16,10950,11100,10650,10800,59833,127752.0,11828858.0
2015-09-17,10850,11050,10600,10600,68662,125386.0,11828858.0
2015-09-18,10700,10850,10100,10250,210933,121246.0,11828858.0
2015-09-21,10250,10400,10100,10150,61406,120063.0,11828858.0
2015-09-22,10200,10250,10000,10050,67653,118880.0,11828858.0
2015-09-23,10000,10050,9630,9720,107041,114976.0,11828858.0
2015-09-24,9730,9780,9530,9560,80160,113084.0,11828858.0
2015-09-25,9560,9630,9450,9630,37060,113912.0,11828858.0
2015-09-30,9500,9510,9320,9500,65591,112374.0,11828858.0
2015-10-01,9500,9780,9410,9700,72375,114740.0,11828858.0
2015-10-02,9690,9790,9610,9720,38719,114976.0,11828858.0
2015-10-05,9790,9920,9600,9920,86592,117342.0,11828858.0
2015-10-06,10000,10000,9710,9710,49346,114858.0,11828858.0
2015-10-07,9730,9800,9460,9480,58754,112138.0,11828858.0
2015-10-08,9550,9610,9420,9480,40673,112138.0,11828858.0
2015-10-12,9480,9530,9330,9400,46643,111191.0,11828858.0
2015-10-13,9380,9480,9340,9440,33139,111664.0,11828858.0
2015-10-14,9410,9650,9310,9400,79165,111191.0,11828858.0
2015-10-15,9380,9590,9360,9580,39843,113320.0,11828858.0
2015-10-16,9580,9650,9530,9630,28016,113912.0,11828858.0
2015-10-19,9590,9810,9550,9700,74598,114740.0,11828858.0
2015-10-20,9700,9780,9630,9710,49337,114858.0,11828858.0
2015-10-21,9670,9780,9510,9620,93692,113794.0,11828858.0
2015-10-22,9550,9630,9450,9450,56984,111783.0,11828858.0
2015-10-23,9510,9610,9430,9570,36759,113202.0,11828858.0
2015-10-26,9570,9730,9570,9720,29012,114976.0,11828858.0
2015-10-27,9720,9750,9630,9720,37253,114976.0,11828858.0
2015-10-28,9720,9720,9580,9700,27811,114740.0,11828858.0
2015-10-29,9700,9740,9490,9580,28918,113320.0,11828858.0
2015-10-30,9520,9530,9060,9140,123643,108116.0,11828858.0
2015-11-02,9140,9160,8980,9070,53352,107288.0,11828858.0
2015-11-03,9190,9190,9050,9190,24693,108707.0,11828858.0
2015-11-04,9170,9220,9090,9170,19669,108471.0,11828858.0
2015-11-05,9100,9260,9020,9240,25785,109299.0,11828858.0
2015-11-06,9230,9260,9080,9250,39259,109417.0,11828858.0
2015-11-09,9270,9270,8990,9040,38022,106933.0,11828858.0
2015-11-10,8940,8940,8700,8780,67590,103857.0,11828858.0
2015-11-11,8620,8900,8620,8900,17138,105277.0,11828858.0
2015-11-12,8800,8900,8700,8720,28322,103148.0,11828858.0
2015-11-13,8660,8720,8570,8660,26334,102438.0,11828858.0
2015-11-16,8600,8700,8430,8700,38577,102911.0,11828858.0
2015-11-17,8740,8920,8610,8660,31001,102438.0,11828858.0
2015-11-18,8660,8700,8510,8550,21345,101137.0,11828858.0
2015-11-19,8510,8700,8510,8570,29225,101373.0,11828858.0
2015-11-20,8570,8700,8500,8620,48642,101965.0,11828858.0
2015-11-23,8630,8690,8480,8560,38267,101255.0,11828858.0
2015-11-24,8550,8560,8460,8550,36867,101137.0,11828858.0
2015-11-25,8550,8660,8480,8550,33246,101137.0,11828858.0
2015-11-26,8550,8730,8530,8650,41534,102320.0,11828858.0
2015-11-27,8650,8730,8620,8700,31011,102911.0,11828858.0
2015-11-30,8710,8870,8700,8720,41804,103148.0,11828858.0
2015-12-01,8650,8970,8650,8910,38558,105395.0,11828858.0
2015-12-02,8850,9420,8850,9200,138487,108825.0,11828858.0
2015-12-03,9210,9350,8900,8950,75799,105868.0,11828858.0
2015-12-04,8800,8940,8800,8820,40689,104331.0,11828858.0
2015-12-07,8820,9080,8810,9030,43390,106815.0,11828858.0
2015-12-08,9070,9300,8990,9140,79164,108116.0,11828858.0
2015-12-09,9190,9190,8940,8960,22908,105987.0,11828858.0
2015-12-10,9060,9060,8800,8880,28341,105040.0,11828858.0
2015-12-11,8880,8950,8740,8750,22127,103503.0,11828858.0
2015-12-14,8720,8720,8410,8480,72785,100309.0,11828858.0
2015-12-15,8480,8650,8400,8570,23251,101373.0,11828858.0
2015-12-16,8600,8960,8550,8710,17811,103029.0,11828858.0
2015-12-17,8730,8940,8730,8910,21292,105395.0,11828858.0
2015-12-18,8910,9270,8820,9120,47286,107879.0,11828858.0
2015-12-21,9100,9220,8880,9220,28315,109062.0,11828858.0
2015-12-22,9220,9250,9120,9200,18221,108825.0,11828858.0
2015-12-23,9200,9230,9100,9190,11696,108707.0,11828858.0
2015-12-24,9190,9220,9000,9090,19081,107524.0,11828858.0
2015-12-28,9010,9090,8910,8980,33513,106223.0,11828858.0
2015-12-29,8980,8980,8850,8970,13466,106105.0,11828858.0
2015-12-30,8970,9170,8900,9150,14475,108234.0,11828858.0
2016-01-04,9010,9140,8970,9060,28430,107169.0,11828858.0
2016-01-05,8990,9400,8970,9330,56477,110363.0,11828858.0
2016-01-06,9330,9410,9190,9340,74642,110482.0,11828858.0
2016-01-07,9370,9370,9230,9280,20017,109772.0,11828858.0
2016-01-08,9110,9240,8970,9040,42287,106933.0,11828858.0
2016-01-11,9000,9230,8990,9140,29722,108116.0,11828858.0
2016-01-12,9250,9250,9070,9190,33854,108707.0,11828858.0
2016-01-13,9160,9380,9140,9380,56069,110955.0,11828858.0
2016-01-14,9230,9360,9210,9340,32233,110482.0,11828858.0
2016-01-15,9340,9470,9160,9230,36348,109180.0,11828858.0
2016-01-18,9200,9220,9090,9200,19746,108825.0,11828858.0
2016-01-19,9200,9250,9110,9120,28578,107879.0,11828858.0
2016-01-20,9140,9330,8860,9000,45643,106460.0,11828858.0
2016-01-21,9080,9080,8720,8930,50067,105632.0,11828858.0
2016-01-22,8990,8990,8800,8950,14289,105868.0,11828858.0
2016-01-25,9030,9130,8900,9110,30010,107761.0,11828858.0
2016-01-26,9100,9150,8920,9120,18633,107879.0,11828858.0
2016-01-27,9120,9370,9050,9370,38177,110836.0,11828858.0
2016-01-28,9370,9510,9250,9380,56998,110955.0,11828858.0
2016-01-29,9330,9460,9010,9340,29858,110482.0,11828858.0
2016-02-01,9340,9430,9210,9280,17735,109772.0,11828858.0
2016-02-02,9410,9410,9220,9330,17541,110363.0,11828858.0
2016-02-03,9320,9320,9110,9150,20200,108234.0,11828858.0
2016-02-04,9300,9300,9130,9210,13913,108944.0,11828858.0
2016-02-05,9210,9270,9050,9190,6980,108707.0,11828858.0
2016-02-11,9120,9120,8850,8970,31811,106105.0,11828858.0
2016-02-12,8960,8960,8440,8580,38901,101492.0,11828858.0
2016-02-15,8620,8720,8560,8640,10955,102201.0,11828858.0
2016-02-16,8620,8740,8600,8610,35841,101846.0,11828858.0
2016-02-17,8600,8690,8580,8650,8861,102320.0,11828858.0
2016-02-18,8650,8750,8640,8700,19880,102911.0,11828858.0
2016-02-19,8700,8710,8630,8710,19425,103029.0,11828858.0
2016-02-22,8780,8780,8660,8750,9234,103503.0,11828858.0
2016-02-23,8720,8800,8580,8680,20018,102674.0,11828858.0
2016-02-24,8600,8750,8560,8610,11256,101846.0,11828858.0
2016-02-25,8570,8960,8570,8910,47742,105395.0,11828858.0
2016-02-26,8730,8740,8470,8640,93289,102201.0,11828858.0
2016-02-29,8640,8670,8550,8630,12406,102083.0,11828858.0
2016-03-02,8630,8640,8360,8520,26102,100782.0,11828858.0
2016-03-03,8570,8750,8520,8730,27624,103266.0,11828858.0
2016-03-04,8730,8790,8700,8790,15718,103976.0,11828858.0
2016-03-07,8790,8880,8760,8760,6368,103621.0,11828858.0
2016-03-08,8760,8810,8620,8740,7557,103384.0,11828858.0
2016-03-09,8720,8780,8650,8760,3742,103621.0,11828858.0
2016-03-10,8830,8860,8720,8850,12510,104685.0,11828858.0
2016-03-11,8850,9030,8820,8970,53306,106105.0,11828858.0
2016-03-14,8980,9070,8850,8960,21338,105987.0,11828858.0
2016-03-15,8960,9140,8950,9080,33973,107406.0,11828858.0
2016-03-16,9000,9190,9000,9100,13930,107643.0,11828858.0
2016-03-17,9100,9100,8900,9000,27473,106460.0,11828858.0
2016-03-18,9050,9090,8920,9060,35420,107169.0,11828858.0
2016-03-21,9100,9200,9060,9200,35502,108825.0,11828858.0
2016-03-22,9190,9280,9000,9200,42916,108825.0,11828858.0
2016-03-23,9200,9210,9100,9190,24948,108707.0,11828858.0
2016-03-24,9140,9220,9110,9190,33728,108707.0,11828858.0
2016-03-25,9230,9300,9120,9180,40202,108589.0,11828858.0
2016-03-28,9130,9220,9100,9200,27370,108825.0,11828858.0
2016-03-29,9210,9490,9200,9410,80327,111310.0,11828858.0
2016-03-30,9340,9890,9340,9740,110477,115213.0,11828858.0
2016-03-31,9850,10100,9760,9970,132602,117934.0,11828858.0
2016-04-01,9970,10350,9840,10150,112361,120063.0,11828858.0
2016-04-04,10350,10400,10100,10300,108891,121837.0,11828858.0
2016-04-05,10250,10300,9990,10200,64982,120654.0,11828858.0
2016-04-06,10200,10800,9960,10000,171563,118289.0,11828858.0
2016-04-07,10000,10200,9890,10000,74961,118289.0,11828858.0
2016-04-08,10000,10500,9800,10350,97847,122429.0,11828858.0
2016-04-11,10400,10450,10050,10300,38356,121837.0,11828858.0
2016-04-12,10200,10350,9960,10050,47847,118880.0,11828858.0
2016-04-14,10050,10150,9850,10000,57475,118289.0,11828858.0
2016-04-15,9950,10100,9810,9810,42195,116041.0,11828858.0
2016-04-18,9820,10000,9610,9800,69053,115923.0,11828858.0
2016-04-19,9860,10200,9750,9830,37614,116278.0,11828858.0
2016-04-20,9850,10000,9740,10000,45293,118289.0,11828858.0
2016-04-21,10200,10200,9710,9990,40771,118170.0,11828858.0
2016-04-22,9990,10000,9840,9990,26042,118170.0,11828858.0
2016-04-25,9940,10150,9880,10100,35760,119471.0,11828858.0
2016-04-26,10100,10350,10000,10000,48890,118289.0,11828858.0
2016-04-27,10150,10550,10000,10250,82900,121246.0,11828858.0
2016-04-28,10050,10150,8240,8300,2214383,98180.0,11828858.0
2016-04-29,8180,9100,8170,8650,1082949,102320.0,11828858.0
2016-05-02,8630,8780,8400,8530,206394,100900.0,11828858.0
2016-05-03,8500,8600,8400,8560,185952,101255.0,11828858.0
2016-05-04,8390,8480,8120,8410,435591,99481.0,11828858.0
2016-05-09,8410,8570,8370,8470,155631,100190.0,11828858.0
2016-05-10,8630,9020,8570,8910,288181,105395.0,11828858.0
2016-05-11,8910,8930,8650,8760,85602,103621.0,11828858.0
2016-05-12,8760,8790,8370,8750,126235,103503.0,11828858.0
2016-05-13,8830,8920,8660,8890,104770,105159.0,11828858.0
2016-05-16,8830,8870,8690,8690,41330,102793.0,11828858.0
2016-05-17,8510,9290,8510,8860,350949,104804.0,11828858.0
2016-05-18,8990,8990,8710,8770,81170,103739.0,11828858.0
2016-05-19,8770,8770,8500,8650,44177,102320.0,11828858.0
2016-05-20,8660,8710,8600,8660,17924,102438.0,11828858.0
2016-05-23,8730,8730,8510,8570,32160,101373.0,11828858.0
2016-05-24,8570,8640,8480,8540,43188,101018.0,11828858.0
2016-05-25,8540,8600,8450,8520,39819,100782.0,11828858.0
2016-05-26,8500,8740,8480,8650,40871,102320.0,11828858.0
2016-05-27,8710,8710,8560,8620,26731,101965.0,11828858.0
2016-05-30,8500,8660,8500,8600,32696,101728.0,11828858.0
2016-05-31,8660,8680,8400,8510,64193,100664.0,11828858.0
2016-06-01,8600,8650,8500,8600,32861,101728.0,11828858.0
2016-06-02,8550,8600,8430,8540,49653,101018.0,11828858.0
2016-06-03,8600,8600,8500,8530,24328,100900.0,11828858.0
2016-06-07,8530,8750,8460,8690,72132,102793.0,11828858.0
2016-06-08,8780,8780,8600,8680,27537,102674.0,11828858.0
2016-06-09,8680,8700,8540,8540,40162,101018.0,11828858.0
2016-06-10,8600,8780,8550,8740,62965,103384.0,11828858.0
2016-06-13,8730,8740,8610,8630,36714,102083.0,11828858.0
2016-06-14,8610,8700,8520,8620,18967,101965.0,11828858.0
2016-06-15,8620,8650,8510,8620,45725,101965.0,11828858.0
2016-06-16,8580,8650,8530,8600,58477,101728.0,11828858.0
2016-06-17,8650,8680,8550,8580,17809,101492.0,11828858.0
2016-06-20,8580,8700,8530,8610,31475,101846.0,11828858.0
2016-06-21,8610,8680,8540,8600,38984,101728.0,11828858.0
2016-06-22,8600,8660,8550,8620,30066,101965.0,11828858.0
2016-06-23,8660,8660,8480,8530,41911,100900.0,11828858.0
2016-06-24,8600,8600,7600,8140,154546,96287.0,11828858.0
2016-06-27,7870,8100,7750,7840,210724,92738.0,11828858.0
2016-06-28,7720,8080,7720,8060,46284,95341.0,11828858.0
2016-06-29,8140,8280,8130,8250,41367,97588.0,11828858.0
2016-06-30,8260,8340,8220,8270,21976,97825.0,11828858.0
2016-07-01,8330,8370,8240,8250,29024,97588.0,11828858.0
2016-07-04,8300,8380,8200,8280,33370,97943.0,11828858.0
2016-07-05,8240,8330,8150,8320,25990,98416.0,11828858.0
2016-07-06,8210,8320,8190,8210,25179,97115.0,11828858.0
2016-07-07,8250,8360,8240,8280,21567,97943.0,11828858.0
2016-07-08,8270,8320,8200,8270,11646,97825.0,11828858.0
2016-07-11,8300,8340,8230,8270,15912,97825.0,11828858.0
2016-07-12,8340,8340,8170,8230,21825,97352.0,11828858.0
2016-07-13,8230,8250,8170,8210,22266,97115.0,11828858.0
2016-07-14,8210,8210,8070,8100,54973,95814.0,11828858.0
2016-07-15,8100,8120,8010,8120,53379,96050.0,11828858.0
2016-07-18,8160,8190,8050,8150,16096,96405.0,11828858.0
2016-07-19,8060,8200,8060,8160,15715,96523.0,11828858.0
2016-07-20,8210,8210,8050,8120,35946,96050.0,11828858.0
2016-07-21,8160,8160,8010,8150,45781,96405.0,11828858.0
2016-07-22,8050,8240,8050,8140,27496,96287.0,11828858.0
2016-07-25,8140,8190,8100,8140,20996,96287.0,11828858.0
2016-07-26,8150,8260,8140,8240,23152,97470.0,11828858.0
2016-07-27,8260,8260,8060,8180,53027,96760.0,11828858.0
2016-07-28,8180,8200,8070,8110,25396,95932.0,11828858.0
2016-07-29,8100,8130,7930,7990,69511,94513.0,11828858.0
2016-08-01,7950,8030,7780,7840,97391,92738.0,11828858.0
2016-08-02,7780,7860,7780,7830,39016,92620.0,11828858.0
2016-08-03,7830,7880,7610,7840,89829,92738.0,11828858.0
2016-08-04,7840,7910,7800,7820,17276,92502.0,11828858.0
2016-08-05,7810,7850,7720,7790,26361,92147.0,11828858.0
2016-08-08,7760,7850,7760,7810,11577,92383.0,11828858.0
2016-08-09,7790,7890,7750,7830,29228,92620.0,11828858.0
2016-08-10,7830,7860,7750,7790,35747,92147.0,11828858.0
2016-08-11,7760,7850,7690,7760,51403,91792.0,11828858.0
2016-08-12,7730,8180,7730,8180,84253,96760.0,11828858.0
2016-08-16,8100,8160,7940,8070,34778,95459.0,11828858.0
2016-08-17,8040,8090,7960,8020,30591,94867.0,11828858.0
2016-08-18,7970,8120,7970,8080,25366,95577.0,11828858.0
2016-08-19,8100,8120,8000,8030,15649,94986.0,11828858.0
2016-08-22,7950,8070,7840,7880,26054,93211.0,11828858.0
2016-08-23,7830,7990,7810,7910,15436,93566.0,11828858.0
2016-08-24,7870,8040,7850,7900,8848,93448.0,11828858.0
2016-08-25,7850,7950,7800,7890,15435,93330.0,11828858.0
2016-08-26,7890,7940,7770,7890,22742,93330.0,11828858.0
2016-08-29,7930,7930,7750,7800,15867,92265.0,11828858.0
2016-08-30,7770,7840,7440,7550,115624,89308.0,11828858.0
2016-08-31,7560,7600,7360,7420,62471,87770.0,11828858.0
2016-09-01,7370,7510,7340,7480,9668,88480.0,11828858.0
2016-09-02,7480,7580,7290,7540,25747,89190.0,11828858.0
2016-09-05,7480,7570,7460,7500,10020,88716.0,11828858.0
2016-09-06,7470,7630,7470,7570,12714,89544.0,11828858.0
2016-09-07,7500,7610,7480,7580,24375,89663.0,11828858.0
2016-09-08,7500,7620,7430,7520,13714,88953.0,11828858.0
2016-09-09,7470,7510,7350,7470,22399,88362.0,11828858.0
2016-09-12,7310,7450,7250,7370,26908,87179.0,11828858.0
2016-09-13,7370,7410,7310,7400,7065,87534.0,11828858.0
2016-09-19,7380,7470,7350,7410,5881,87652.0,11828858.0
2016-09-20,7400,7480,7320,7410,8572,87652.0,11828858.0
2016-09-21,7380,7480,7330,7400,15522,87534.0,11828858.0
2016-09-22,7400,7520,7400,7520,19879,88953.0,11828858.0
2016-09-23,7520,7570,7470,7550,14015,89308.0,11828858.0
2016-09-26,7490,7670,7410,7530,13840,89071.0,11828858.0
2016-09-27,7470,7540,7430,7520,14487,88953.0,11828858.0
2016-09-28,7490,7560,7480,7560,15483,89426.0,11828858.0
2016-09-29,7560,7750,7550,7650,29771,90491.0,11828858.0
2016-09-30,7640,7850,7640,7720,33719,91319.0,11828858.0
2016-10-04,7680,7840,7680,7790,11500,92147.0,11828858.0
2016-10-05,7730,7800,7680,7780,5054,92029.0,11828858.0
2016-10-06,7700,7800,7630,7650,16178,90491.0,11828858.0
2016-10-07,7570,7740,7520,7590,13233,89781.0,11828858.0
2016-10-10,7590,7700,7560,7700,13120,91082.0,11828858.0
2016-10-11,7650,7790,7570,7710,8131,91200.0,11828858.0
2016-10-12,7650,7720,7620,7690,4654,90964.0,11828858.0
2016-10-13,7560,7690,7560,7650,9114,90491.0,11828858.0
2016-10-14,7650,7730,7530,7650,7224,90491.0,11828858.0
2016-10-17,7580,7610,7530,7600,5962,89899.0,11828858.0
2016-10-18,7550,7580,7480,7580,16135,89663.0,11828858.0
2016-10-19,7560,7580,7450,7500,24207,88716.0,11828858.0
2016-10-20,7450,7500,7250,7310,30495,86469.0,11828858.0
2016-10-21,7370,7370,7240,7250,13354,85759.0,11828858.0
2016-10-24,7350,7350,7170,7220,20542,85404.0,11828858.0
2016-10-25,7220,7230,7080,7130,25813,84340.0,11828858.0
2016-10-26,7100,7120,6870,6990,36907,82684.0,11828858.0
2016-10-27,6950,7050,6890,7040,9528,83275.0,11828858.0
2016-10-28,6990,7060,6790,6860,45085,81146.0,11828858.0
2016-10-31,6830,6840,6550,6550,42686,77479.0,11828858.0
2016-11-01,6450,6580,6410,6550,34169,77479.0,11828858.0
2016-11-02,6420,6580,6200,6240,60675,73812.0,11828858.0
2016-11-03,6200,6340,6200,6250,19162,73930.0,11828858.0
2016-11-04,6250,6290,6190,6280,9043,74285.0,11828858.0
2016-11-07,6170,6420,6150,6420,53613,75941.0,11828858.0
2016-11-08,6380,6420,6240,6270,15506,74167.0,11828858.0
2016-11-09,6320,6390,5980,6150,52829,72747.0,11828858.0
2016-11-10,6130,6270,6130,6270,11238,74167.0,11828858.0
2016-11-11,6210,6300,6180,6260,9005,74049.0,11828858.0
2016-11-14,6260,6330,6200,6330,11914,74877.0,11828858.0
2016-11-15,6330,6530,6290,6350,12561,75113.0,11828858.0
2016-11-16,6350,6450,6310,6360,7617,75232.0,11828858.0
2016-11-17,6440,6440,6290,6310,12668,74640.0,11828858.0
2016-11-18,6310,6340,6250,6290,7442,74404.0,11828858.0
2016-11-21,6250,6330,6190,6310,7187,74640.0,11828858.0
2016-11-22,6310,6310,6230,6300,3821,74522.0,11828858.0
2016-11-23,6240,6300,6140,6200,12802,73339.0,11828858.0
2016-11-24,6110,6130,6020,6110,18927,72274.0,11828858.0
2016-11-25,6060,6160,6030,6060,15532,71683.0,11828858.0
2016-11-28,6060,6190,6020,6130,5992,72511.0,11828858.0
2016-11-29,6130,6220,6070,6220,9217,73575.0,11828858.0
2016-11-30,6220,6240,6130,6230,9616,73694.0,11828858.0
2016-12-01,6200,6320,6180,6250,9968,73930.0,11828858.0
2016-12-02,6250,6440,6250,6300,5983,74522.0,11828858.0
2016-12-05,6300,6430,6230,6260,13493,74049.0,11828858.0
2016-12-06,6270,6400,6230,6320,1808,74758.0,11828858.0
2016-12-07,6320,6370,6200,6230,4133,73694.0,11828858.0
2016-12-08,6230,6280,6190,6250,4756,73930.0,11828858.0
2016-12-09,6240,6300,6170,6230,4455,73694.0,11828858.0
2016-12-12,6300,6300,6170,6230,7337,73694.0,11828858.0
2016-12-13,6270,6270,6160,6250,13758,73930.0,11828858.0
2016-12-14,6220,6260,6190,6260,29215,74049.0,11828858.0
2016-12-15,6290,6540,6230,6490,43587,76769.0,11828858.0
2016-12-16,6500,6570,6450,6530,12023,77242.0,11828858.0
2016-12-19,6530,6680,6500,6660,16789,78780.0,11828858.0
2016-12-20,6600,6780,6560,6640,17755,78544.0,11828858.0
2016-12-21,6680,6680,6500,6500,12234,76888.0,11828858.0
2016-12-22,6610,6610,6430,6470,5759,76533.0,11828858.0
2016-12-23,6470,6550,6430,6470,3492,76533.0,11828858.0
2016-12-26,6500,6500,6390,6470,5484,76533.0,11828858.0
2016-12-27,6450,6540,6390,6530,9746,77242.0,11828858.0
2016-12-28,6500,6560,6390,6500,9870,76888.0,11828858.0
2016-12-29,6500,6520,6420,6520,5674,77124.0,11828858.0
2017-01-02,6420,6560,6420,6500,11661,76888.0,11828858.0
2017-01-03,6500,6610,6450,6610,9707,78189.0,11828858.0
2017-01-04,6610,6750,6610,6750,24331,79845.0,11828858.0
2017-01-05,6710,6800,6640,6700,15742,79253.0,11828858.0
2017-01-06,6750,6750,6660,6720,6854,79490.0,11828858.0
2017-01-09,6730,6950,6730,6800,36377,80436.0,11828858.0
2017-01-10,6760,6850,6660,6680,11234,79017.0,11828858.0
2017-01-11,6650,6760,6510,6580,10480,77834.0,11828858.0
2017-01-12,6550,6690,6510,6520,9556,77124.0,11828858.0
2017-01-13,6530,6710,6530,6650,3854,78662.0,11828858.0
2017-01-16,6700,6700,6490,6500,5604,76888.0,11828858.0
2017-01-17,6470,6590,6470,6570,3531,77716.0,11828858.0
2017-01-18,6480,6600,6450,6550,6625,77479.0,11828858.0
2017-01-19,6560,6630,6400,6500,23685,76888.0,11828858.0
2017-01-20,6450,6490,6340,6400,15168,75705.0,11828858.0
2017-01-23,6400,6400,6260,6280,9484,74285.0,11828858.0
2017-01-24,6300,6300,6190,6260,6218,74049.0,11828858.0
2017-01-25,6250,6290,6170,6200,18758,73339.0,11828858.0
2017-01-26,6250,6320,6190,6240,5689,73812.0,11828858.0
2017-01-31,6270,6300,6210,6280,4349,74285.0,11828858.0
2017-02-01,6280,6340,6280,6340,7631,74995.0,11828858.0
2017-02-02,6340,6370,6260,6260,9285,74049.0,11828858.0
2017-02-03,6340,6340,6110,6170,9269,72984.0,11828858.0
2017-02-06,6170,6280,6160,6240,13735,73812.0,11828858.0
2017-02-07,6300,6450,6170,6230,12382,73694.0,11828858.0
2017-02-08,6230,6300,6210,6220,5778,73575.0,11828858.0
2017-02-09,6220,6330,6210,6300,3828,74522.0,11828858.0
2017-02-10,6300,6360,6160,6260,20289,74049.0,11828858.0
2017-02-13,6260,6500,6240,6300,6243,74522.0,11828858.0
2017-02-14,6300,6400,6220,6380,11488,75468.0,11828858.0
2017-02-15,6310,6380,6300,6340,12862,74995.0,11828858.0
2017-02-16,6340,6390,6050,6280,9641,74285.0,11828858.0
2017-02-17,6270,6280,6170,6210,10647,73457.0,11828858.0
2017-02-20,6180,6330,6180,6290,8986,74404.0,11828858.0
2017-02-21,6270,6370,6270,6330,8536,74877.0,11828858.0
2017-02-22,6330,6380,6240,6320,11210,74758.0,11828858.0
2017-02-23,6260,6370,6260,6280,12287,74285.0,11828858.0
2017-02-24,6280,6350,6280,6350,10094,75113.0,11828858.0
2017-02-27,6380,6380,6310,6350,7083,75113.0,11828858.0
2017-02-28,6350,6380,6270,6290,29680,74404.0,11828858.0
2017-03-02,6230,6310,6160,6210,22279,73457.0,11828858.0
2017-03-03,6210,6230,6110,6150,19251,72747.0,11828858.0
2017-03-06,6150,6160,5900,6050,44590,71565.0,11828858.0
2017-03-07,6000,6020,5920,5970,20318,70618.0,11828858.0
2017-03-08,5930,6030,5930,6000,14652,70973.0,11828858.0
2017-03-09,5930,6000,5910,6000,15640,70973.0,11828858.0
2017-03-10,6050,6050,5930,5990,13061,70855.0,11828858.0
2017-03-13,5960,5990,5930,5970,14019,70618.0,11828858.0
2017-03-14,5970,6000,5930,5950,6390,70382.0,11828858.0
2017-03-15,5950,5960,5830,5940,19248,70263.0,11828858.0
2017-03-16,5940,5940,5730,5780,24935,68371.0,11828858.0
2017-03-17,5740,5850,5740,5800,23876,68607.0,11828858.0
2017-03-20,5800,5830,5700,5740,15300,67898.0,11828858.0
2017-03-21,5710,5730,5600,5650,47208,66833.0,11828858.0
2017-03-22,5620,5650,5540,5590,26856,66123.0,11828858.0
2017-03-23,5600,5620,5530,5580,18851,66005.0,11828858.0
2017-03-24,5560,5670,5510,5670,20866,67070.0,11828858.0
2017-03-27,5670,5670,5560,5560,16976,65768.0,11828858.0
2017-03-28,5520,5670,5520,5640,25100,66715.0,11828858.0
2017-03-29,5610,5660,5540,5590,20037,66123.0,11828858.0
2017-03-30,5580,5670,5530,5670,14333,67070.0,11828858.0
2017-03-31,5650,5700,5620,5670,6449,67070.0,11828858.0
2017-04-03,5670,5750,5660,5730,11191,67779.0,11828858.0
2017-04-04,5730,5750,5680,5680,9748,67188.0,11828858.0
2017-04-05,5660,5760,5660,5720,18787,67661.0,11828858.0
2017-04-06,5710,5760,5680,5730,4345,67779.0,11828858.0
2017-04-07,5670,5760,5670,5730,10597,67779.0,11828858.0
2017-04-10,5700,5760,5600,5640,10723,66715.0,11828858.0
2017-04-11,5640,5660,5550,5630,9288,66596.0,11828858.0
2017-04-12,5600,5670,5600,5670,6107,67070.0,11828858.0
2017-04-13,5670,5690,5610,5670,6308,67070.0,11828858.0
2017-04-14,5670,5790,5610,5690,13441,67306.0,11828858.0
2017-04-17,5670,5750,5670,5750,7665,68016.0,11828858.0
2017-04-18,5730,5790,5710,5760,9291,68134.0,11828858.0
2017-04-19,5690,7340,5690,6340,726598,74995.0,11828858.0
2017-04-20,6340,6450,6100,6210,103977,73457.0,11828858.0
2017-04-21,6150,6360,6140,6270,75714,74167.0,11828858.0
