삼성전자(005930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-25,6260,6340,6080,6140,845912,46884260.0,152717458.0
2002-09-26,6320,6370,6180,6280,850704,47953282.0,152717458.0
2002-09-27,6160,6320,6140,6190,616995,47266053.0,152717458.0
2002-09-30,5990,6000,5880,5970,815688,45586161.0,152717458.0
2002-10-01,5820,5990,5820,5950,691675,45433444.0,152717458.0
2002-10-02,6140,6160,5960,5990,729498,45738879.0,152717458.0
2002-10-04,5840,6150,5840,6120,690231,46731542.0,152717458.0
2002-10-07,6060,6080,5920,5920,443629,45204368.0,152717458.0
2002-10-08,5890,6000,5890,6000,592218,45815237.0,152717458.0
2002-10-09,6040,6040,5920,5950,558956,45433444.0,152717458.0
2002-10-10,5810,5870,5450,5470,1450691,41768225.0,152717458.0
2002-10-11,5670,5670,5310,5470,1354700,41768225.0,152717458.0
2002-10-14,5700,5810,5660,5760,966420,43982628.0,152717458.0
2002-10-15,5860,6050,5750,6000,918245,45815237.0,152717458.0
2002-10-16,6100,6140,5950,6100,1056456,46578825.0,152717458.0
2002-10-17,6060,6220,5930,6150,1162533,46960618.0,152717458.0
2002-10-18,6400,6610,6320,6530,1814446,49862250.0,152717458.0
2002-10-21,6500,6630,6420,6480,650290,49480456.0,152717458.0
2002-10-22,6630,6640,6260,6390,806741,48793228.0,152717458.0
2002-10-23,6410,6560,6270,6560,935038,50091326.0,152717458.0
2002-10-24,6650,6760,6640,6680,1005967,51007631.0,152717458.0
2002-10-25,6610,6840,6610,6800,905743,51923936.0,152717458.0
2002-10-28,6960,7259,6950,7220,1154421,55131002.0,152717458.0
2002-10-29,7190,7259,7060,7060,904939,53909263.0,152717458.0
2002-10-30,6940,6980,6640,6760,1265984,51618501.0,152717458.0
2002-10-31,6900,6960,6750,6900,825659,52687523.0,152717458.0
2002-11-01,6859,6920,6770,6820,544556,52076653.0,152717458.0
2002-11-04,7080,7369,7030,7350,1375910,56123666.0,152717458.0
2002-11-05,7390,7399,7140,7230,922212,55207361.0,152717458.0
2002-11-06,7360,7370,7230,7310,655035,55818231.0,152717458.0
2002-11-07,7310,7380,7180,7330,830950,55970948.0,152717458.0
2002-11-08,7120,7190,7040,7190,720079,54901926.0,152717458.0
2002-11-11,7119,7119,6900,6980,557147,53298393.0,152717458.0
2002-11-12,6790,6950,6770,6930,662026,52916599.0,152717458.0
2002-11-13,6990,7019,6890,6980,764295,53298393.0,152717458.0
2002-11-14,6899,6979,6780,6800,632799,51923936.0,152717458.0
2002-11-15,7020,7159,6990,7160,839805,54672850.0,152717458.0
2002-11-18,7160,7170,6990,7020,569251,53603828.0,152717458.0
2002-11-19,6920,7050,6920,7050,416569,53832904.0,152717458.0
2002-11-20,7060,7209,6990,7200,805432,54978285.0,152717458.0
2002-11-21,7419,7470,7360,7380,1101230,56352742.0,152717458.0
2002-11-22,7560,7600,7460,7460,971067,56963612.0,152717458.0
2002-11-25,7500,7600,7460,7570,648471,57803558.0,152717458.0
2002-11-26,7590,7639,7490,7570,784523,57803558.0,152717458.0
2002-11-27,7440,7600,7440,7600,478004,58032634.0,152717458.0
2002-11-28,7739,7850,7660,7700,774721,58796221.0,152717458.0
2002-11-29,7710,7760,7649,7740,561797,59101656.0,152717458.0
2002-12-02,7740,7740,7620,7740,260648,59101656.0,152717458.0
2002-12-03,7759,7899,7700,7860,753268,60017961.0,152717458.0
2002-12-04,7719,7750,7470,7470,848723,57039971.0,152717458.0
2002-12-05,7380,7500,7269,7470,931069,57039971.0,152717458.0
2002-12-06,7400,7480,7330,7440,555831,56810894.0,152717458.0
2002-12-09,7460,7479,7300,7450,786012,56887253.0,152717458.0
2002-12-10,7280,7320,7240,7290,635667,55665513.0,152717458.0
2002-12-11,7340,7350,7210,7320,702806,55894590.0,152717458.0
2002-12-12,7310,7360,7310,7360,1152112,56200025.0,152717458.0
2002-12-13,7300,7330,7180,7240,632651,55283720.0,152717458.0
2002-12-16,7060,7120,6960,6970,1013021,53222034.0,152717458.0
2002-12-17,7100,7140,7040,7070,904605,53985621.0,152717458.0
2002-12-18,6940,7200,6900,7150,637586,54596491.0,152717458.0
2002-12-20,7120,7200,7010,7160,619268,54672850.0,152717458.0
2002-12-23,7160,7179,6939,6960,513523,53145675.0,152717458.0
2002-12-24,6900,6980,6830,6850,487403,52305729.0,152717458.0
2002-12-26,6849,6879,6739,6790,520499,51847577.0,152717458.0
2002-12-27,6700,6870,6680,6720,462714,51318663.0,152734117.0
2002-12-30,6610,6700,6260,6280,998166,47958513.0,152734117.0
2003-01-02,6380,6460,6300,6430,511660,49104019.0,152734117.0
2003-01-03,6700,7000,6640,6880,1110675,52540536.0,152734117.0
2003-01-06,6940,7030,6879,6990,499437,53380639.0,152734302.0
2003-01-07,7180,7180,6840,6850,577944,52311498.0,152734302.0
2003-01-08,6920,6930,6770,6800,504232,51929663.0,152734302.0
2003-01-09,6620,6660,6420,6460,1505829,49333180.0,152734302.0
2003-01-10,6600,6650,6340,6480,1252880,49485914.0,152734302.0
2003-01-13,6400,6690,6370,6690,628932,51089624.0,152734302.0
2003-01-14,6600,6650,6500,6570,526476,50173218.0,152734302.0
2003-01-15,6600,6670,6440,6480,654733,49527167.0,152861626.0
2003-01-16,6400,6599,6320,6600,807630,50444337.0,152861626.0
2003-01-17,6550,6570,6410,6410,488166,48992151.0,152861626.0
2003-01-20,6240,6420,6240,6400,372232,48915720.0,152861626.0
2003-01-21,6360,6400,6290,6380,533585,48762859.0,152861626.0
2003-01-22,6290,6370,6180,6230,653428,47616396.0,152861626.0
2003-01-23,6230,6370,6150,6320,734049,48304274.0,152861626.0
2003-01-24,6320,6340,6130,6260,668930,48113920.0,153718593.0
2003-01-27,6020,6100,5970,5980,929328,45961859.0,153718593.0
2003-01-28,5980,6140,5980,6140,528687,47191608.0,153718593.0
2003-01-29,6070,6130,5800,5830,930489,44808970.0,153718593.0
2003-01-30,5860,5910,5790,5830,701387,44808970.0,153718593.0
2003-02-03,5780,5890,5720,5860,573437,45039548.0,153718593.0
2003-02-04,5860,5960,5840,5880,817051,45193266.0,153718593.0
2003-02-05,5780,5910,5780,5820,428657,44741551.0,153751036.0
2003-02-06,5810,5840,5630,5660,769287,43511543.0,153751036.0
2003-02-07,5600,5640,5400,5480,973941,42127784.0,153751036.0
2003-02-10,5420,5460,5350,5390,787848,41435904.0,153751036.0
2003-02-11,5400,5510,5190,5430,1041094,41743406.0,153751036.0
2003-02-12,5320,5600,5320,5600,762056,43050290.0,153751036.0
2003-02-13,5580,5610,5430,5430,795304,41743406.0,153751036.0
2003-02-14,5400,5460,5320,5460,634666,41974033.0,153751036.0
2003-02-17,5640,5840,5600,5810,863122,44664676.0,153751036.0
2003-02-18,5820,5870,5720,5860,506335,45049054.0,153751036.0
2003-02-19,6000,6160,5940,5940,990908,45664058.0,153751036.0
2003-02-20,5880,6060,5880,6050,668674,46509688.0,153751036.0
2003-02-21,6100,6100,5990,6040,429893,46432813.0,153751036.0
2003-02-24,6060,6280,6060,6190,660009,47585946.0,153751036.0
2003-02-25,6000,6040,5790,5790,949327,44510925.0,153751036.0
2003-02-26,5790,5840,5650,5680,659611,43665294.0,153751036.0
2003-02-27,5600,5710,5520,5670,759059,43593201.0,153767906.0
2003-02-28,5670,5740,5580,5590,409838,42978130.0,153767906.0
2003-03-03,5590,5900,5590,5900,510466,45361532.0,153767906.0
2003-03-04,5750,5780,5650,5700,508102,43823853.0,153767906.0
2003-03-05,5560,5590,5460,5520,668456,42439942.0,153767906.0
2003-03-06,5580,5580,5430,5520,382243,42439942.0,153767906.0
2003-03-07,5460,5700,5400,5620,793785,43208782.0,153767906.0
2003-03-10,5690,5780,5640,5730,584297,44054505.0,153767906.0
2003-03-11,5690,5800,5600,5750,1031421,44208273.0,153767906.0
2003-03-12,5750,5830,5730,5800,1011632,44592693.0,153767906.0
2003-03-13,5810,5830,5650,5800,1076920,44592693.0,153767906.0
2003-03-14,5980,6060,5860,5930,765947,45592184.0,153767906.0
2003-03-17,5930,5940,5640,5760,770011,44285157.0,153767906.0
2003-03-18,5990,6030,5870,5980,842759,45976604.0,153767906.0
2003-03-19,5920,6020,5880,5920,587196,45515300.0,153767906.0
2003-03-20,6000,6230,5960,6230,1190038,47898703.0,153767906.0
2003-03-21,6230,6330,6170,6300,623172,48436890.0,153767906.0
2003-03-24,6340,6340,6220,6250,830822,48052471.0,153767906.0
2003-03-25,6140,6140,6060,6120,884295,47052979.0,153767906.0
2003-03-26,6160,6210,6060,6080,902893,46745443.0,153767906.0
2003-03-27,5980,6050,5930,5970,482682,45899720.0,153767906.0
2003-03-28,5980,6140,5930,6140,664470,47206747.0,153767906.0
2003-03-31,5960,6000,5680,5680,928851,43670085.0,153767906.0
2003-04-01,5560,5680,5480,5680,994684,43670085.0,153767906.0
2003-04-02,5700,5740,5550,5580,1206928,42901246.0,153767906.0
2003-04-03,5720,5750,5580,5580,1184791,42901246.0,153767906.0
2003-04-04,5520,5710,5440,5670,1075290,43593201.0,153767906.0
2003-04-07,5760,6010,5710,5980,995761,45976604.0,153767906.0
2003-04-08,5840,6030,5820,5980,808535,45976604.0,153767906.0
2003-04-09,5840,5880,5720,5730,849424,44054505.0,153767906.0
2003-04-10,5730,5820,5670,5760,1081435,44285157.0,153767906.0
2003-04-11,5700,5880,5690,5700,793342,43823853.0,153767906.0
2003-04-14,5670,5880,5670,5710,703508,43900737.0,153767906.0
2003-04-15,5860,5930,5810,5920,705281,45515300.0,153767906.0
2003-04-16,6100,6250,6070,6210,1101778,47744935.0,153767906.0
2003-04-17,6140,6210,6040,6040,685584,46437908.0,153767906.0
2003-04-18,6210,6300,6060,6300,815768,48436890.0,153767906.0
2003-04-21,6240,6340,6170,6180,409736,47514283.0,153767906.0
2003-04-22,6100,6140,5950,5970,713899,45899720.0,153767906.0
2003-04-23,6050,6110,5980,6000,473874,46130372.0,153767906.0
2003-04-24,5980,6040,5840,5900,476185,45361532.0,153767906.0
2003-04-25,5800,5840,5700,5750,715217,44208273.0,153767906.0
2003-04-28,5690,5840,5660,5700,544833,43823853.0,153767906.0
2003-04-29,5870,6030,5820,6010,624782,46207256.0,153767906.0
2003-04-30,6040,6130,5990,6100,640825,46899211.0,153767906.0
2003-05-02,6100,6200,6010,6140,822432,47206747.0,153767906.0
2003-05-06,6210,6320,6210,6260,718481,48129355.0,153767906.0
2003-05-07,6340,6400,6200,6390,983272,49128846.0,153767906.0
2003-05-09,6320,6370,6260,6340,457465,47761726.0,150667906.0
2003-05-12,6500,6589,6460,6540,732201,49268405.0,150667906.0
2003-05-13,6540,6540,6290,6320,587863,47611058.0,150667906.0
2003-05-14,6260,6300,6170,6190,489339,46631717.0,150667906.0
2003-05-15,6240,6340,6150,6300,570203,47460390.0,150667906.0
2003-05-16,6260,6310,6140,6140,628116,46288580.0,150777132.0
2003-05-19,6050,6090,5980,6020,621857,45383917.0,150777132.0
2003-05-20,5920,6140,5910,6130,470063,46213191.0,150777132.0
2003-05-21,6090,6170,6050,6080,409584,45836248.0,150777132.0
2003-05-22,6030,6170,5970,6000,493025,45233140.0,150777132.0
2003-05-23,6080,6250,6070,6240,428916,47042465.0,150777132.0
2003-05-26,6240,6370,6170,6340,424448,47796351.0,150777132.0
2003-05-27,6300,6360,6230,6280,256878,47344019.0,150777132.0
2003-05-28,6480,6510,6370,6420,690768,48399459.0,150777132.0
2003-05-29,6420,6540,6360,6490,682639,48927179.0,150777132.0
2003-05-30,6490,6510,6400,6480,463912,48851791.0,150777132.0
2003-06-02,6580,6700,6580,6680,664300,50359562.0,150777132.0
2003-06-03,6550,6600,6470,6470,535555,48776402.0,150777132.0
2003-06-04,6520,6580,6430,6580,408638,49605676.0,150777132.0
2003-06-05,6660,6729,6620,6670,547025,50284174.0,150777132.0
2003-06-09,6730,6890,6690,6880,778190,51867333.0,150777132.0
2003-06-10,6800,6940,6780,6880,413612,51867333.0,150777132.0
2003-06-11,6960,7050,6880,6900,550459,52018111.0,150777132.0
2003-06-12,6999,7040,6950,7000,907935,52771996.0,150777132.0
2003-06-13,7080,7120,6970,7010,596326,52847385.0,150777132.0
2003-06-16,6900,6960,6820,6820,381201,51415002.0,150777132.0
2003-06-17,7060,7149,6989,7140,842487,53827436.0,150777132.0
2003-06-18,7030,7180,7030,7080,387127,53375105.0,150777132.0
2003-06-19,7200,7500,7140,7400,963478,55787539.0,150777132.0
2003-06-20,7300,7400,7280,7280,467592,54882876.0,150777132.0
2003-06-23,7280,7300,7119,7140,411382,53827436.0,150777132.0
2003-06-24,7000,7049,6980,7030,457725,52998162.0,150777132.0
2003-06-25,7050,7209,7020,7190,345721,54204379.0,150777132.0
2003-06-26,7050,7350,7050,7290,345345,54958265.0,150777132.0
2003-06-27,7340,7410,7220,7220,455494,54430545.0,150777132.0
2003-06-30,7160,7210,7070,7100,312166,53525882.0,150777132.0
2003-07-01,7100,7250,7040,7240,260070,54581322.0,150777132.0
2003-07-02,7390,7420,7310,7420,519844,55938316.0,150777132.0
2003-07-03,7639,7820,7580,7640,1174700,57596864.0,150777132.0
2003-07-04,7630,7710,7580,7680,251301,57898419.0,150777132.0
2003-07-07,7740,7750,7670,7720,296037,58199973.0,150777132.0
2003-07-08,7990,8000,7910,7970,1244668,60084687.0,150777132.0
2003-07-09,7979,7990,7890,7930,377390,59783133.0,150777132.0
2003-07-10,7880,7960,7840,7840,513570,59104636.0,150777132.0
2003-07-11,7760,7879,7700,7880,449282,59406190.0,150777132.0
2003-07-14,7900,8210,7890,8190,934227,61743236.0,150777132.0
2003-07-15,8220,8230,8080,8160,704153,61517070.0,150777132.0
2003-07-16,8300,8410,8180,8360,832374,63024841.0,150777132.0
2003-07-18,7950,8160,7950,8080,919607,60913961.0,150777132.0
2003-07-21,8040,8210,8040,8140,469734,61366293.0,150777132.0
2003-07-22,8100,8240,8090,8240,425822,62120178.0,150777132.0
2003-07-23,8300,8340,8040,8070,480516,60838573.0,150777132.0
2003-07-24,8010,8180,7980,8130,515993,61290904.0,150777132.0
2003-07-25,8080,8160,7980,8160,300934,61517070.0,150777132.0
2003-07-28,8300,8390,8250,8360,404172,63024841.0,150777132.0
2003-07-29,8400,8480,8360,8470,441556,63854115.0,150777132.0
2003-07-30,8400,8470,8400,8430,324096,63552561.0,150777132.0
2003-07-31,8400,8490,8270,8320,412397,62723287.0,150777132.0
2003-08-01,8360,8540,8360,8520,502321,64231058.0,150777132.0
2003-08-04,8400,8520,8400,8430,204741,63552561.0,150777132.0
2003-08-05,8450,8590,8450,8560,312123,64532612.0,150777132.0
2003-08-06,8400,8420,8220,8260,492776,62270956.0,150777132.0
2003-08-07,8240,8250,8090,8200,313379,61818624.0,150777132.0
2003-08-08,8200,8240,8090,8120,221908,61215516.0,150777132.0
2003-08-11,7940,8160,7930,8160,340817,61517070.0,150777132.0
2003-08-12,8200,8200,7950,8000,389821,60310853.0,150777132.0
2003-08-13,8120,8260,8080,8250,276646,62195567.0,150777132.0
2003-08-14,8370,8500,8270,8500,473646,64080281.0,150777132.0
2003-08-18,8550,8580,8350,8380,398577,63175618.0,150777132.0
2003-08-19,8650,8700,8600,8600,479599,64834167.0,150777132.0
2003-08-20,8620,8790,8560,8700,493266,65588052.0,150777132.0
2003-08-21,8680,8840,8680,8830,468325,66568104.0,150777132.0
2003-08-22,8860,8980,8830,8920,504999,67246601.0,150777132.0
2003-08-25,8880,8950,8820,8860,324557,66794269.0,150777132.0
2003-08-26,8780,8940,8730,8910,433954,67171212.0,150777132.0
2003-08-27,8940,8950,8840,8860,410949,66794269.0,150777132.0
2003-08-28,9000,9000,8730,8760,566799,66040384.0,150777132.0
2003-08-29,8820,8840,8580,8700,531871,65588052.0,150777132.0
2003-09-01,8740,8810,8650,8740,330855,65889607.0,150777132.0
2003-09-02,8800,8820,8590,8610,325765,64914211.0,150787946.0
2003-09-03,8640,8710,8580,8650,429998,65215787.0,150787946.0
2003-09-04,8640,8770,8620,8720,286400,65743544.0,150787946.0
2003-09-05,8840,8930,8800,8860,355604,66799060.0,150787946.0
2003-09-08,8870,9030,8820,9030,365304,68080758.0,150787946.0
2003-09-09,9160,9400,9140,9240,898131,69666029.0,150792271.0
2003-09-15,9100,9140,8740,8750,695269,65971619.0,150792271.0
2003-09-16,8700,8900,8680,8890,458935,67027164.0,150792271.0
2003-09-17,9000,9070,8930,8990,564553,67781126.0,150792271.0
2003-09-18,9020,9030,8810,8880,461147,66951768.0,150792271.0
2003-09-19,8990,9000,8530,8600,686823,64840677.0,150792271.0
2003-09-22,8450,8480,7990,8060,858856,60769285.0,150792271.0
2003-09-23,8000,8050,7779,7950,1176108,59939928.0,150792271.0
2003-09-24,8079,8150,7980,8100,966806,61070870.0,150792271.0
2003-09-25,7820,8030,7780,8020,893356,60467701.0,150792271.0
2003-09-26,7920,8010,7760,7760,744042,58507401.0,150792271.0
2003-09-29,7750,7810,7560,7730,756235,58281213.0,150792271.0
2003-09-30,7820,8000,7820,7840,841868,59110570.0,150792271.0
2003-10-01,7760,8030,7740,8000,792656,60316908.0,150792271.0
2003-10-02,8230,8230,8100,8170,825220,61598643.0,150792271.0
2003-10-06,8350,8510,8330,8420,888560,63483546.0,150792271.0
2003-10-07,8540,8570,8430,8520,502353,64237507.0,150792271.0
2003-10-08,8600,8600,8420,8480,651068,63935923.0,150792271.0
2003-10-09,8480,8620,8450,8570,810190,64614488.0,150792271.0
2003-10-10,8620,8960,8560,8900,828730,67102561.0,150792271.0
2003-10-13,8780,8950,8720,8900,549225,67102561.0,150792271.0
2003-10-14,8990,9120,8980,9060,687552,68311397.0,150797786.0
2003-10-15,9120,9150,8940,9020,521256,68009801.0,150797786.0
2003-10-16,9000,9190,8920,9190,741036,69291583.0,150797786.0
2003-10-17,9180,9320,8990,9040,735896,68160599.0,150797786.0
2003-10-20,8970,9200,8970,9160,563892,69065386.0,150797786.0
2003-10-21,9240,9370,9140,9240,687879,69668577.0,150797786.0
2003-10-22,9300,9420,9150,9400,589650,70874959.0,150797786.0
2003-10-23,9180,9240,8900,8950,709273,67482009.0,150797786.0
2003-10-24,8950,8990,8690,8740,604820,65910447.0,150824822.0
2003-10-27,8750,8960,8710,8960,464830,67569520.0,150824822.0
2003-10-28,8970,9290,8900,9240,641982,69681068.0,150824822.0
2003-10-29,9420,9480,9329,9340,691498,70435192.0,150824822.0
2003-10-30,9400,9439,9320,9420,417794,71038491.0,150824822.0
2003-10-31,9500,9510,9270,9400,491659,70887666.0,150824822.0
2003-11-03,9400,9500,9330,9490,360846,71566378.0,150824822.0
2003-11-04,9600,9690,9480,9580,815874,72245090.0,150824822.0
2003-11-05,9480,9610,9440,9600,594854,72395915.0,150824822.0
2003-11-06,9600,9610,9280,9300,646559,70138571.0,150835636.0
2003-11-07,9400,9540,9360,9540,379139,71948598.0,150835636.0
2003-11-10,9420,9490,9190,9320,527244,70289406.0,150835636.0
2003-11-11,9120,9230,9060,9220,504945,69535228.0,150835636.0
2003-11-12,9199,9400,9150,9400,305357,70892749.0,150835636.0
2003-11-13,9560,9570,9410,9540,537707,71948598.0,150835636.0
2003-11-14,9480,9570,9380,9380,381479,70741913.0,150835636.0
2003-11-17,9300,9310,9080,9220,504925,69535228.0,150835636.0
2003-11-18,9160,9350,9160,9330,281467,70364824.0,150835636.0
2003-11-19,9120,9210,9050,9130,751108,68856468.0,150835636.0
2003-11-20,9060,9130,8950,8980,651351,67725201.0,150835636.0
2003-11-21,8950,9170,8920,9120,656017,68781050.0,150835636.0
2003-11-24,9090,9130,8840,8870,436803,66898602.0,150842395.0
2003-11-25,9020,9070,8920,9030,475289,68105341.0,150842395.0
2003-11-26,9050,9130,8980,9100,379004,68633290.0,150842395.0
2003-11-27,9100,9140,9010,9110,265957,68708711.0,150842395.0
2003-11-28,9130,9340,9130,9300,364500,70141714.0,150842395.0
2003-12-01,9300,9400,9210,9320,353318,70292556.0,150842395.0
2003-12-02,9390,9410,9329,9370,388327,70669662.0,150842395.0
2003-12-03,9400,9510,9330,9420,341156,71046768.0,150842395.0
2003-12-04,9360,9400,9220,9220,430977,69538344.0,150842395.0
2003-12-05,9210,9210,8990,9030,567509,68105341.0,150842395.0
2003-12-08,9030,9060,8820,9000,576982,67879078.0,150842395.0
2003-12-09,8980,9080,8880,8900,392066,67124866.0,150842395.0
2003-12-10,8750,9060,8720,9060,1041971,68331605.0,150842395.0
2003-12-11,9060,9230,9050,9050,1015208,68256184.0,150842395.0
2003-12-12,9200,9250,9060,9100,429952,68633290.0,150842395.0
2003-12-15,9200,9290,9150,9220,441544,69538344.0,150842395.0
2003-12-16,9020,9160,8980,9080,490590,68482447.0,150842395.0
2003-12-17,9100,9130,8840,8850,776460,66747760.0,150842395.0
2003-12-18,8850,8880,8750,8850,782612,66752545.0,150853209.0
2003-12-19,8910,9040,8870,8970,470633,67657664.0,150853209.0
2003-12-22,8820,8960,8820,8840,445253,66677118.0,150853209.0
2003-12-23,8880,8930,8840,8840,452067,66677118.0,150853209.0
2003-12-24,8900,8930,8710,8780,586749,66224559.0,150853209.0
2003-12-26,8780,8840,8780,8830,439136,66601692.0,150853209.0
2003-12-29,8800,8850,8760,8800,368876,66375412.0,150853209.0
2003-12-30,8960,9080,8900,9020,448634,68034797.0,150853209.0
2004-01-02,9020,9060,8930,8980,378898,67733091.0,150853209.0
2004-01-05,8980,9150,8950,9150,447718,69015343.0,150853209.0
2004-01-06,9340,9340,9170,9200,448150,69392476.0,150853209.0
2004-01-07,9270,9380,9240,9300,399440,70146742.0,150853209.0
2004-01-08,9420,9550,9370,9380,750498,70750155.0,150853209.0
2004-01-09,9600,10240,9559,10160,1469628,76633430.0,150853209.0
2004-01-12,10100,10200,9960,10100,679915,76180871.0,150853209.0
2004-01-13,10160,10180,10000,10060,440843,75879164.0,150853209.0
2004-01-14,9820,9990,9820,9890,574867,74596912.0,150853209.0
2004-01-15,9900,10000,9810,9930,632553,75035483.0,151128869.0
2004-01-16,10020,10140,9999,10120,554950,76471208.0,151128869.0
2004-01-19,10180,10480,10140,10420,538967,78738141.0,151128869.0
2004-01-20,10420,10600,10300,10520,403077,79493785.0,151128869.0
2004-01-26,10840,11100,10700,10900,1475796,82401775.0,151195917.0
2004-01-27,11080,11080,10600,10700,696294,80889816.0,151195917.0
2004-01-28,10760,10960,10640,10760,583722,81343403.0,151195917.0
2004-01-29,10820,10820,10560,10660,473272,80587424.0,151195917.0
2004-01-30,10660,10679,10420,10480,430378,79226661.0,151195917.0
2004-02-02,10480,10600,10400,10600,252921,80133836.0,151195917.0
2004-02-03,10300,10480,10280,10340,458660,78225847.0,151307248.0
2004-02-04,10280,10340,10180,10180,371285,77015389.0,151307248.0
2004-02-05,10100,10300,10060,10240,364986,77469311.0,151307248.0
2004-02-06,10320,10700,10280,10540,697507,79738920.0,151307248.0
2004-02-09,10720,10920,10700,10860,452758,82159836.0,151307248.0
2004-02-10,10940,11000,10760,10920,411416,82613993.0,151307680.0
2004-02-11,11000,11180,10960,11080,608784,83824455.0,151307680.0
2004-02-12,11200,11200,10920,10980,571000,81887566.0,149157680.0
2004-02-13,10900,11100,10840,11100,335215,82782512.0,149157680.0
2004-02-16,11100,11320,11020,11260,625017,83975774.0,149157680.0
2004-02-17,11220,11420,11120,11200,364409,83528301.0,149157680.0
2004-02-18,11260,11360,10980,10980,373082,81887566.0,149157680.0
2004-02-19,11020,11100,10900,11100,377718,82782512.0,149157680.0
2004-02-20,10940,11080,10880,10980,363375,81887566.0,149157680.0
2004-02-23,10900,11040,10780,10940,381737,81589251.0,149157680.0
2004-02-24,10800,10880,10580,10620,608511,79202728.0,149157680.0
2004-02-25,10560,10580,10440,10500,490896,78307782.0,149157680.0
2004-02-26,10540,10640,10460,10520,344548,78456940.0,149157680.0
2004-02-27,10400,10900,10400,10900,419377,81290936.0,149157680.0
2004-03-02,11100,11160,10980,11080,498670,82633355.0,149157680.0
2004-03-03,11100,11180,11040,11080,359226,82633355.0,149157680.0
2004-03-04,11080,11380,11040,11380,428181,84870720.0,149157680.0
2004-03-05,11420,11420,11280,11280,428855,84124932.0,149157680.0
2004-03-08,11220,11260,10940,10980,404777,81887566.0,149157680.0
2004-03-09,10800,10900,10700,10780,353565,80395990.0,149157680.0
2004-03-10,10760,10840,10600,10620,452426,79202728.0,149157680.0
2004-03-11,10580,10820,10560,10660,922782,79501043.0,149157680.0
2004-03-12,10600,10660,10140,10480,921331,78158624.0,149157680.0
2004-03-15,10640,10660,10500,10500,364469,78307782.0,149157680.0
2004-03-16,10340,10560,10280,10560,394146,78755255.0,149157680.0
2004-03-17,10680,10940,10640,10900,423484,81290936.0,149157680.0
2004-03-18,10960,10960,10740,10880,440752,81141778.0,149157680.0
2004-03-19,10820,11100,10800,11100,341101,82782512.0,149157680.0
2004-03-22,11000,11080,10820,10880,400081,81141778.0,149157680.0
2004-03-23,10700,10880,10640,10820,382156,80694305.0,149157680.0
2004-03-24,10800,10900,10700,10840,420804,80843463.0,149157680.0
2004-03-25,10900,10940,10620,10700,468804,79799359.0,149157680.0
2004-03-26,10940,11080,10860,10900,854116,81290936.0,149157680.0
2004-03-29,10980,11220,10960,11100,491426,82782512.0,149157680.0
2004-03-30,11240,11300,11140,11200,402826,83528301.0,149157680.0
2004-03-31,11360,11440,11260,11440,597861,85318193.0,149157680.0
2004-04-01,11400,11500,11360,11500,395780,85765666.0,149157680.0
2004-04-02,11560,11580,11300,11300,410563,84274089.0,149157680.0
2004-04-06,11680,11900,11640,11900,833831,88748820.0,149157680.0
2004-04-07,11900,12140,11820,12000,544137,89494608.0,149157680.0
2004-04-08,12100,12100,11940,12100,428071,90240396.0,149157680.0
2004-04-09,11980,12000,11800,11900,321363,88748820.0,149157680.0
2004-04-12,11900,12280,11880,12200,435900,90986185.0,149157680.0
2004-04-13,12300,12440,12240,12320,605118,91881131.0,149157680.0
2004-04-14,12320,12320,12160,12300,804183,91731973.0,149157680.0
2004-04-16,12200,12200,11840,11880,1106913,88599662.0,149157680.0
2004-04-19,11900,11980,11820,11980,774293,89345450.0,149157680.0
2004-04-20,12140,12300,11980,12300,683283,91731973.0,149157680.0
2004-04-21,12260,12540,12160,12500,865964,93223550.0,149157680.0
2004-04-22,12500,12620,12340,12400,738484,92477762.0,149157680.0
2004-04-23,12500,12740,12440,12740,720217,95013442.0,149157680.0
2004-04-26,12740,12760,12520,12520,561874,93372708.0,149157680.0
2004-04-27,12520,12580,12300,12360,702086,92179446.0,149157680.0
2004-04-28,12360,12380,12020,12040,795390,89792923.0,149157680.0
2004-04-29,11700,11800,11440,11520,1216802,85914824.0,149157680.0
2004-04-30,11200,11420,10980,11140,1382599,83080828.0,149157680.0
2004-05-03,11140,11220,10920,11120,764935,82931670.0,149157680.0
2004-05-04,11120,11280,11000,11100,951100,82782512.0,149157680.0
2004-05-06,10960,11000,10520,10560,1161899,78755255.0,149157680.0
2004-05-07,10500,10800,10360,10800,914973,80545147.0,149157680.0
2004-05-10,10600,10680,9840,10180,1015597,75921259.0,149157680.0
2004-05-11,10180,10320,9980,10020,1053296,74727998.0,149157680.0
2004-05-12,10300,10600,10220,10500,905499,78307782.0,149157680.0
2004-05-13,10400,10500,10140,10140,772133,75622944.0,149157680.0
2004-05-14,10220,10320,9710,9830,1077128,73311000.0,149157680.0
2004-05-17,9760,9840,9160,9160,1093093,66912737.0,146097680.0
2004-05-18,9010,9560,8960,9470,1087083,69177251.0,146097680.0
2004-05-19,9580,10119,9570,10000,829377,73048840.0,146097680.0
2004-05-20,9920,10180,9740,9890,830837,72245303.0,146097680.0
2004-05-21,9990,10040,9870,10040,449980,73341035.0,146097680.0
2004-05-24,10280,10300,10120,10220,399931,74655914.0,146097680.0
2004-05-25,10039,10060,9830,9840,542560,71880059.0,146097680.0
