동북아13호선박투자(083380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-08-29,5000.0,5000.0,5000.0,5000.0,4850.0,7928.0,1585660.0
2005-08-30,5000.0,5000.0,5000.0,5000.0,4650.0,7928.0,1585660.0
2005-08-31,5000.0,5000.0,5000.0,5000.0,0.0,7928.0,1585660.0
2005-09-01,5000.0,5000.0,4980.0,4980.0,11010.0,7897.0,1585660.0
2005-09-02,5000.0,5000.0,4990.0,4990.0,3260.0,7912.0,1585660.0
2005-09-05,4930.0,4930.0,4930.0,4930.0,20.0,7817.0,1585660.0
2005-09-06,5000.0,5000.0,4980.0,5000.0,2010.0,7928.0,1585660.0
2005-09-07,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-08,5000.0,5000.0,5000.0,5000.0,1500.0,7928.0,1585660.0
2005-09-09,4980.0,5000.0,4980.0,5000.0,360.0,7928.0,1585660.0
2005-09-12,4995.0,4995.0,4985.0,4995.0,11500.0,7920.0,1585660.0
2005-09-13,4980.0,5000.0,4980.0,5000.0,7240.0,7928.0,1585660.0
2005-09-14,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-15,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-16,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-20,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-21,5000.0,5000.0,5000.0,5000.0,0.0,,
2005-09-22,4960.0,4960.0,4960.0,4960.0,1000.0,7865.0,1585660.0
2005-09-23,4960.0,4960.0,4950.0,4950.0,5180.0,7849.0,1585660.0
2005-09-26,4950.0,4950.0,4950.0,4950.0,0.0,7849.0,1585660.0
2005-09-27,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-09-28,4950.0,4950.0,4950.0,4950.0,4100.0,7849.0,1585660.0
2005-09-29,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-09-30,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-10-04,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-10-05,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-10-06,4950.0,4950.0,4950.0,4950.0,0.0,,
2005-10-07,4840.0,4840.0,4840.0,4840.0,960.0,7675.0,1585660.0
2005-10-10,4840.0,4990.0,4840.0,4990.0,12370.0,7912.0,1585660.0
2005-10-11,4990.0,4990.0,4990.0,4990.0,0.0,7912.0,1585660.0
2005-10-12,4980.0,4980.0,4980.0,4980.0,0.0,7897.0,1585660.0
2005-10-13,4970.0,4970.0,4970.0,4970.0,0.0,7881.0,1585660.0
2005-10-14,4970.0,4970.0,4970.0,4970.0,0.0,7881.0,1585660.0
2005-10-17,4970.0,4970.0,4970.0,4970.0,0.0,,
2005-10-18,4970.0,4970.0,4970.0,4970.0,0.0,,
2005-10-19,4965.0,4965.0,4965.0,4965.0,0.0,7873.0,1585660.0
2005-10-20,4800.0,4975.0,4800.0,4975.0,20.0,7889.0,1585660.0
2005-10-21,4850.0,4965.0,4800.0,4955.0,14020.0,7857.0,1585660.0
2005-10-24,4810.0,4850.0,4810.0,4850.0,16360.0,7690.0,1585660.0
2005-10-25,4810.0,4960.0,4810.0,4960.0,180.0,7865.0,1585660.0
2005-10-26,4960.0,4960.0,4960.0,4960.0,0.0,7865.0,1585660.0
2005-10-27,4885.0,4885.0,4885.0,4885.0,0.0,7746.0,1585660.0
2005-10-28,4885.0,4885.0,4885.0,4885.0,0.0,7746.0,1585660.0
2005-10-31,4885.0,4885.0,4885.0,4885.0,0.0,,
2005-11-01,4885.0,4885.0,4885.0,4885.0,0.0,,
2005-11-02,4850.0,4850.0,4850.0,4850.0,1000.0,7690.0,1585660.0
2005-11-03,4850.0,4850.0,4800.0,4850.0,3010.0,7690.0,1585660.0
