한신공영(004960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-24,43768,43768,42750,43157,28170,3311.0,1561945.0
1999-03-25,43157,43157,42954,42953,24780,3296.0,1561945.0
1999-03-26,42954,43157,42954,43157,23740,3311.0,1561945.0
1999-03-29,43768,48857,43768,46007,12430,3530.0,1561945.0
1999-03-30,46923,47025,46211,46821,9420,3592.0,1561945.0
1999-03-31,44989,46821,44989,46821,9290,3592.0,1561945.0
1999-04-01,46821,46821,46414,46821,7870,3592.0,1561945.0
1999-04-02,47025,47025,44786,44785,12210,3436.0,1561945.0
1999-04-06,44379,46821,39696,46719,13730,3585.0,1561945.0
1999-04-07,46720,46720,44786,46617,13350,3577.0,1561945.0
1999-04-08,42750,46821,42750,46821,19430,3592.0,1561945.0
1999-04-09,53845,53845,47941,50078,41970,3842.0,1561945.0
1999-04-12,55982,57509,55982,57508,49680,4412.0,1561945.0
1999-04-13,57509,61071,57509,59035,44110,4530.0,1561945.0
1999-04-14,58018,58018,52929,52928,33740,4061.0,1561945.0
1999-04-15,53946,57204,53946,54964,26390,4217.0,1561945.0
1999-04-16,57000,57000,52521,52928,14200,4061.0,1561945.0
1999-04-19,55982,55982,52929,54862,35080,4209.0,1561945.0
1999-04-20,54863,54863,53336,53742,25070,4124.0,1561945.0
1999-04-21,55982,55982,53336,53335,25620,4092.0,1561945.0
1999-04-22,52929,56796,52929,56389,37760,4327.0,1561945.0
1999-04-23,61071,61071,58832,61071,69570,4686.0,1561945.0
1999-04-26,53946,59036,53946,56185,13570,4311.0,1561945.0
1999-04-27,56186,60054,54964,59035,20000,4530.0,1561945.0
1999-04-28,55168,59036,55168,56592,9840,4342.0,1561945.0
1999-04-29,54964,55982,54964,55575,15860,4264.0,1561945.0
1999-04-30,54964,57000,54964,55982,12960,4295.0,1561945.0
1999-05-03,60970,60970,56186,59035,9310,4530.0,1561945.0
1999-05-04,59036,59036,57000,59035,17970,4530.0,1561945.0
1999-05-06,57407,67891,57407,67789,57090,5201.0,1561945.0
1999-05-07,67179,71250,62293,67178,90520,5154.0,1561945.0
1999-05-10,57204,66161,57204,64125,21720,4920.0,1561945.0
1999-05-11,64125,69214,62293,67178,55100,5154.0,1561945.0
1999-05-12,69214,77255,69214,77255,91540,5928.0,1561945.0
1999-05-13,75321,77357,71046,71046,41490,5451.0,1561945.0
1999-05-14,71046,75118,70843,70842,41010,5436.0,1561945.0
1999-05-17,70232,74507,62089,63921,16640,4905.0,1561945.0
1999-05-18,63921,63921,58221,58221,23600,4467.0,1561945.0
1999-05-19,66873,66873,63107,63107,38530,4842.0,1561945.0
1999-05-20,61071,61071,58018,58017,20420,4452.0,1561945.0
1999-05-21,58221,61071,57000,61071,8380,4686.0,1561945.0
1999-05-24,51911,59036,51911,57000,9010,4373.0,1561945.0
1999-05-25,53539,61071,53539,60867,16180,4670.0,1561945.0
1999-05-26,57000,62089,57000,60053,13370,4608.0,1561945.0
1999-05-27,60664,63107,57000,59035,35550,4530.0,1561945.0
1999-05-28,61071,61886,59850,61071,43330,4686.0,1561945.0
1999-05-31,62904,65143,62904,65142,40430,4998.0,1561945.0
1999-06-01,65143,73286,65143,73285,88570,5623.0,1561945.0
1999-06-02,73286,74304,71250,71250,38270,5467.0,1561945.0
1999-06-03,67382,71250,67382,71250,5800,5467.0,1561945.0
1999-06-04,73286,73286,61275,69214,4350,5311.0,1561945.0
1999-06-07,68196,70945,65448,69214,7860,5311.0,1561945.0
1999-06-08,68298,69214,67382,69214,18960,5311.0,1561945.0
1999-06-09,68196,69214,66975,69214,9830,5311.0,1561945.0
1999-06-10,66263,67179,65143,65142,6540,4998.0,1561945.0
1999-06-11,63413,68807,63413,68807,5050,5279.0,1561945.0
1999-06-14,63413,64329,63413,63921,12730,4905.0,1561945.0
1999-06-15,63514,63514,57407,63107,12530,4842.0,1561945.0
1999-06-16,63107,65143,63107,63107,15150,4842.0,1561945.0
1999-06-17,64125,65143,63311,64023,13460,4912.0,1561945.0
1999-06-18,63311,67179,63311,65142,21940,4998.0,1561945.0
1999-06-21,71250,71250,62293,65142,17200,4998.0,1561945.0
1999-06-22,65143,65143,63311,63514,8700,4873.0,1561945.0
1999-06-23,63311,63311,61071,63107,14850,4842.0,1561945.0
1999-06-24,61173,65143,61173,65142,15790,4998.0,1561945.0
1999-06-25,66161,66161,61071,61376,4450,4709.0,1561945.0
1999-06-28,63107,63107,60054,60053,11170,4608.0,1561945.0
1999-06-29,57713,61071,57713,58017,18230,4452.0,1561945.0
1999-06-30,59239,59443,59036,59035,23910,4530.0,1561945.0
1999-07-01,59036,59036,55779,57101,5270,4381.0,1561945.0
1999-07-02,59036,60868,58018,60257,15850,4623.0,1561945.0
1999-07-05,60054,62700,60054,62700,13900,4811.0,1561945.0
1999-07-06,62904,63311,61275,62089,12310,4764.0,1561945.0
1999-07-07,61682,63107,61682,61885,21230,4748.0,1561945.0
1999-07-08,62089,63311,61071,63310,25690,4858.0,1561945.0
1999-07-09,63107,64329,61071,64328,87870,4936.0,1561945.0
1999-07-12,67179,67382,64329,64328,86010,4936.0,1561945.0
1999-07-13,67179,71250,66161,71250,69790,5467.0,1561945.0
1999-07-14,71250,75321,69214,71046,69950,5451.0,1561945.0
1999-07-15,71250,73286,63718,65142,21590,4998.0,1561945.0
1999-07-16,67179,67179,63107,67178,15470,5154.0,1561945.0
1999-07-19,65143,67179,65143,65142,26820,4998.0,1561945.0
1999-07-20,65346,67179,62904,63208,13880,4850.0,1561945.0
1999-07-21,61071,61071,59239,59239,15920,4545.0,1561945.0
1999-07-22,59239,60054,59036,59646,16120,4576.0,1561945.0
1999-07-23,59036,61071,59036,59442,14460,4561.0,1561945.0
1999-07-26,57102,60664,57000,57203,13740,4389.0,1561945.0
1999-07-27,53946,57204,53946,57203,13390,4389.0,1561945.0
1999-07-28,57204,59646,55982,59646,25440,4576.0,1561945.0
1999-07-29,57407,66364,54354,61071,18250,4686.0,1561945.0
1999-07-30,61071,61071,57611,58628,5610,4498.0,1561945.0
1999-08-02,56186,57204,49875,54964,6400,4217.0,1561945.0
1999-08-03,54964,56186,54964,56185,19670,4311.0,1561945.0
1999-08-04,56186,60054,55168,56796,21850,4358.0,1561945.0
1999-08-05,60461,64329,60054,60766,39590,4662.0,1561945.0
1999-08-06,57204,59036,57000,57000,6780,4373.0,1561945.0
1999-08-09,63107,63107,57000,57712,9630,4428.0,1561945.0
1999-08-10,57000,58018,56186,57000,15180,4373.0,1561945.0
1999-08-11,51096,55982,51096,51910,9180,3983.0,1561945.0
1999-08-12,53641,57916,53641,57916,13900,4444.0,1561945.0
1999-08-13,55982,57814,51911,55982,9660,4295.0,1561945.0
1999-08-16,52521,55371,51911,55371,9860,4248.0,1561945.0
1999-08-17,50079,50079,47127,47126,29690,3616.0,1561945.0
1999-08-18,42139,44582,40104,43767,13970,3358.0,1561945.0
1999-08-19,42750,50079,42750,50078,14630,3842.0,1561945.0
1999-08-20,48857,48857,45804,47025,13990,3608.0,1561945.0
1999-08-23,48450,51096,48450,50892,16530,3905.0,1561945.0
1999-08-24,53946,54964,48959,54964,32020,4217.0,1561945.0
1999-08-25,57000,57000,52929,55982,24430,4295.0,1561945.0
1999-08-26,58018,60054,56695,58017,28940,4452.0,1561945.0
1999-08-27,59036,59036,54964,55575,38920,4264.0,1561945.0
1999-08-30,56796,63107,56796,58017,24040,4452.0,1561945.0
1999-08-31,59036,66670,59036,66669,52220,5115.0,1561945.0
1999-09-01,74304,74304,66568,68807,91970,5279.0,1561945.0
1999-09-02,68807,68807,59036,59035,86250,4530.0,1561945.0
1999-09-03,57712,57712,52929,53539,38490,4108.0,1561945.0
1999-09-06,46821,52725,46821,50892,14350,3905.0,1561945.0
1999-09-07,54964,54964,49264,49467,26860,3796.0,1561945.0
1999-09-08,49875,52114,49875,49875,13190,3827.0,1561945.0
1999-09-09,54964,54964,50893,52928,9420,4061.0,1561945.0
1999-09-10,51096,57000,49875,57000,14790,4373.0,1561945.0
1999-09-13,54964,54964,50079,50892,6810,3905.0,1561945.0
1999-09-14,51096,54354,49875,54353,10810,4170.0,1561945.0
1999-09-15,52521,52623,49264,49264,11220,3780.0,1561945.0
1999-09-16,54862,54862,47839,47839,18970,3671.0,1561945.0
1999-09-17,50689,50689,46821,47839,14260,3671.0,1561945.0
1999-09-20,48450,50893,46821,50892,10540,3905.0,1561945.0
1999-09-21,51504,51504,49061,49467,3970,3796.0,1561945.0
1999-09-22,47229,50689,47127,50689,6070,3889.0,1561945.0
1999-09-27,46821,48857,45804,45803,4260,3514.0,1561945.0
1999-09-28,44989,46923,44989,46923,7230,3600.0,1561945.0
1999-09-29,49570,49570,46720,46821,8650,3592.0,1561945.0
1999-09-30,44989,45396,44786,44785,6410,3436.0,1561945.0
1999-10-01,42750,42750,40714,40714,7360,3124.0,1561945.0
1999-10-04,37355,46821,37355,46821,11000,3592.0,1561945.0
1999-10-05,46720,47229,43768,46719,8600,3585.0,1561945.0
1999-10-06,45804,45804,41325,43055,7780,3304.0,1561945.0
1999-10-07,43055,46007,43055,46007,8680,3530.0,1561945.0
1999-10-08,48857,48857,46007,47025,9190,3608.0,1561945.0
1999-10-11,46821,47839,46821,47839,4940,3671.0,1561945.0
1999-10-12,47839,47839,45804,46108,9080,3538.0,1561945.0
1999-10-13,46109,47025,40714,46210,18350,3546.0,1561945.0
1999-10-14,47025,47025,44073,44989,7860,3452.0,1561945.0
1999-10-15,43971,46414,43666,46414,10190,3561.0,1561945.0
1999-10-18,43361,46211,42954,44785,4930,3436.0,1561945.0
1999-10-19,44582,46821,43768,44785,7950,3436.0,1561945.0
1999-10-20,43870,45498,42954,43564,6380,3343.0,1561945.0
1999-10-21,43666,44786,43564,43564,11690,3343.0,1561945.0
1999-10-22,43768,43768,41936,42342,11820,3249.0,1561945.0
1999-10-25,42241,42241,40714,40816,12510,3132.0,1561945.0
1999-10-26,38271,40511,38271,39696,14490,3046.0,1561945.0
1999-10-27,40714,43971,40714,43971,13030,3374.0,1561945.0
1999-10-28,44175,45396,41630,45396,16960,3483.0,1561945.0
1999-10-29,42750,45193,40714,41121,6410,3155.0,1561945.0
1999-11-01,40714,44480,40714,42750,17250,3280.0,1561945.0
1999-11-02,41121,42546,41121,42546,17520,3264.0,1561945.0
1999-11-03,42750,42750,41121,41121,19170,3155.0,1561945.0
1999-11-04,41732,42954,41732,42139,14750,3233.0,1561945.0
1999-11-05,42852,43564,41732,43360,11400,3327.0,1561945.0
1999-11-08,43666,45804,43666,44175,17000,3389.0,1561945.0
1999-11-09,44175,44175,41936,42139,8290,3233.0,1561945.0
1999-11-10,42750,43361,42750,42750,19220,3280.0,1561945.0
1999-11-11,40714,42139,40511,42139,11220,3233.0,1561945.0
1999-11-12,41630,41732,36643,38882,8920,2983.0,1561945.0
1999-11-15,39086,42750,36846,42750,19000,3280.0,1561945.0
1999-11-16,38882,40714,38882,40714,4040,3124.0,1561945.0
1999-11-17,38679,40714,38679,38678,13350,2968.0,1561945.0
1999-11-18,38679,38679,37661,37864,7500,2905.0,1561945.0
1999-11-19,37864,39696,33488,38780,6640,2976.0,1561945.0
1999-11-22,38780,39900,36846,38678,4840,2968.0,1561945.0
1999-11-23,38679,38679,37864,38678,8110,2968.0,1561945.0
1999-11-24,38679,38679,34811,36642,15830,2812.0,1561945.0
1999-11-25,38679,38679,34811,36235,7710,2780.0,1561945.0
1999-11-26,34811,36846,34811,36235,4400,2780.0,1561945.0
1999-11-29,36439,36439,32571,32571,6630,2499.0,1561945.0
1999-11-30,34607,36439,34607,35217,3910,2702.0,1561945.0
1999-12-01,34607,36236,32979,33589,9920,2577.0,1561945.0
1999-12-02,33589,34607,32571,34403,20560,2640.0,1561945.0
1999-12-03,34607,36745,34607,36337,13210,2788.0,1561945.0
1999-12-06,34607,34607,31554,34200,10210,2624.0,1561945.0
1999-12-07,29213,33589,29111,29110,8840,2234.0,1561945.0
1999-12-08,28500,28500,24836,24835,5250,1906.0,1561945.0
1999-12-09,24836,28296,24836,25344,11940,1945.0,1561945.0
1999-12-10,29009,29009,26464,28907,12780,2218.0,1561945.0
1999-12-13,30332,33182,27482,30128,20850,2312.0,1561945.0
1999-12-14,32571,32571,30129,31553,11020,2421.0,1561945.0
1999-12-15,33793,34200,30536,30535,13920,2343.0,1561945.0
1999-12-16,32470,32470,28907,32367,12300,2483.0,1561945.0
1999-12-17,32368,32368,28602,32367,4380,2483.0,1561945.0
1999-12-20,28907,32571,28907,29721,2090,2280.0,1561945.0
1999-12-21,28907,29009,28093,28092,6070,2155.0,1561945.0
1999-12-22,26668,28296,24632,28296,6070,2171.0,1561945.0
1999-12-23,24632,28093,24632,28092,2850,2155.0,1561945.0
1999-12-24,28296,29518,27482,27482,4910,2109.0,1561945.0
1999-12-27,24734,27482,24734,27278,10080,2093.0,1561945.0
1999-12-28,24429,26057,23614,24632,10830,1890.0,1561945.0
2000-01-04,24938,28296,24938,28296,6220,2171.0,1561945.0
2000-01-05,32470,32470,31554,32164,39990,2468.0,1561945.0
2000-01-06,30536,35421,30536,30535,19270,2343.0,1561945.0
2000-01-07,27482,28500,26057,26871,6420,2062.0,1561945.0
2000-01-10,28093,28500,26464,26464,5560,2031.0,1561945.0
2000-01-11,26566,28500,26566,28500,3460,2187.0,1561945.0
2000-01-12,25854,28500,25854,26769,2760,2054.0,1561945.0
2000-01-13,28195,28195,26464,26464,6780,2031.0,1561945.0
2000-01-14,26871,27482,25446,27075,6660,2077.0,1561945.0
2000-01-17,26261,26973,25446,26973,620,2070.0,1561945.0
2000-01-18,26973,28500,26464,28500,3270,2187.0,1561945.0
2000-01-19,26057,28500,24429,28500,8520,2187.0,1561945.0
2000-01-20,27075,27075,25039,25242,4310,1937.0,1561945.0
2000-01-21,26159,28500,25446,28500,9600,2187.0,1561945.0
2000-01-24,26464,28500,26464,26464,3780,2031.0,1561945.0
2000-01-25,28500,28500,25446,25446,4530,1952.0,1561945.0
2000-01-26,25446,26464,25446,25853,3150,1984.0,1561945.0
2000-01-27,25854,27380,25446,27380,10360,2101.0,1561945.0
2000-01-28,27380,27380,25650,25853,10730,1984.0,1561945.0
2000-01-31,25446,27177,25446,26464,1140,2031.0,1561945.0
2000-02-01,28500,28500,25955,26871,8350,2062.0,1561945.0
2000-02-02,25854,26871,25854,26464,5090,2031.0,1561945.0
2000-02-03,26464,27482,26159,26260,7560,2015.0,1561945.0
2000-02-07,26464,26566,25650,25650,5970,1968.0,1561945.0
2000-02-08,25752,26464,25752,25853,4650,1984.0,1561945.0
2000-02-09,25446,25446,24632,24632,6580,1890.0,1561945.0
2000-02-10,24632,24632,23716,23817,5590,1827.0,1561945.0
2000-02-11,23920,24021,22393,23817,6240,1827.0,1561945.0
2000-02-14,21375,24327,21375,24326,12130,1867.0,1561945.0
2000-02-15,22393,24327,22393,22596,15970,1734.0,1561945.0
2000-02-16,20764,22596,20764,20967,7060,1609.0,1561945.0
2000-02-17,21680,22393,21375,21375,8200,1640.0,1561945.0
2000-02-18,21375,21375,18220,19542,22450,1499.0,1561945.0
2000-02-21,18220,18220,16896,16998,6070,1304.0,1561945.0
2000-02-22,15980,16998,15980,16896,8530,1296.0,1561945.0
2000-02-23,16896,19339,16896,19339,14130,1484.0,1561945.0
2000-02-24,19950,19950,16591,16591,9620,1273.0,1561945.0
2000-02-25,19034,19034,19034,19033,14200,1460.0,1561945.0
2000-02-28,21884,21884,21884,21883,10300,1679.0,1561945.0
2000-02-29,25141,25141,25141,25141,14300,1929.0,1561945.0
2000-03-02,28907,28907,28907,28907,15240,2218.0,1561945.0
2000-03-03,33182,33182,25446,28500,52660,2187.0,1561945.0
2000-03-06,24225,32775,24225,32571,39130,2499.0,1561945.0
2000-03-07,31961,31961,28500,28703,18560,2202.0,1561945.0
2000-03-08,27075,27482,27075,27278,4070,2093.0,1561945.0
2000-03-09,25854,31350,25854,28907,21170,2218.0,1561945.0
2000-03-10,26871,28500,26770,27278,12470,2093.0,1561945.0
2000-03-13,29518,31146,26464,30128,11020,2312.0,1561945.0
2000-03-14,28500,28704,26770,27278,16070,2093.0,1561945.0
2000-03-15,26668,29314,26668,27889,2260,2140.0,1561945.0
2000-03-16,28093,28093,25854,25853,4640,1984.0,1561945.0
2000-03-17,22596,26464,22596,25853,9830,1984.0,1561945.0
2000-03-20,26464,28296,26464,27685,3930,2124.0,1561945.0
2000-03-21,24225,27686,24225,25650,2640,1968.0,1561945.0
2000-03-22,25650,29314,24632,28703,10100,2202.0,1561945.0
2000-03-23,28704,28704,26668,27685,12120,2124.0,1561945.0
2000-03-24,28704,28704,25854,25853,9220,1984.0,1561945.0
2000-03-27,28500,28500,24836,27075,5680,2077.0,1561945.0
2000-03-28,28093,28093,25446,25446,3400,1952.0,1561945.0
2000-03-29,25446,25446,23411,23410,9510,1796.0,1561945.0
2000-03-30,26464,26464,23411,24428,3170,1874.0,1561945.0
2000-03-31,23411,25446,23411,25446,1630,1952.0,1561945.0
2000-04-03,22800,27075,22800,26464,9050,2031.0,1561945.0
2000-04-04,25243,25243,22495,22494,5640,1726.0,1561945.0
2000-04-06,24225,24225,22596,22596,6060,1734.0,1561945.0
2000-04-07,22393,24225,22393,23817,4040,1827.0,1561945.0
2000-04-10,24632,27279,23411,23410,16960,1796.0,1561945.0
2000-04-11,24632,24632,23411,23817,13450,1827.0,1561945.0
2000-04-12,22596,22596,22596,22596,3830,1734.0,1561945.0
2000-04-14,22800,23818,22800,23410,2840,1796.0,1561945.0
2000-04-17,23411,23411,20052,22392,680,1718.0,1561945.0
2000-04-18,24429,24429,20968,22392,4750,1718.0,1561945.0
2000-04-19,21070,22698,21070,22392,10800,1718.0,1561945.0
2000-04-20,23411,23411,21986,21985,13400,1687.0,1561945.0
2000-04-21,23207,23411,23004,23410,3000,1796.0,1561945.0
2000-04-24,22800,22800,22596,22596,3170,1734.0,1561945.0
2000-04-25,21782,23614,21579,23614,24530,1812.0,1561945.0
2000-04-26,20459,23207,20459,23207,15280,1781.0,1561945.0
2000-04-27,21375,22393,21375,22392,6700,1718.0,1561945.0
2000-04-28,23004,23004,22291,22596,1770,1734.0,1561945.0
2000-05-02,23411,23411,21782,22392,2100,1718.0,1561945.0
2000-05-03,22393,23411,22291,22494,3970,1726.0,1561945.0
2000-05-04,22393,22393,21986,21985,3830,1687.0,1561945.0
2000-05-08,20357,23920,20357,22800,11890,1749.0,1561945.0
2000-05-09,22393,22393,21986,21985,1430,1687.0,1561945.0
2000-05-10,24429,24429,23004,23003,5600,1765.0,1561945.0
2000-05-12,21986,21986,20357,21171,2120,1624.0,1561945.0
2000-05-15,22393,22393,20357,21375,320,1640.0,1561945.0
2000-05-16,21375,21579,20459,21578,2910,1656.0,1561945.0
2000-05-17,21579,21579,20561,20560,3110,1578.0,1561945.0
2000-05-18,17507,20357,17507,17914,3950,1375.0,1561945.0
2000-05-19,20357,20357,18321,18321,450,1406.0,1561945.0
2000-05-22,19950,19950,15675,16285,1450,1250.0,1561945.0
2000-05-23,16286,17914,16286,16285,2160,1250.0,1561945.0
2000-05-24,14454,16489,14454,16489,4120,1265.0,1561945.0
2000-05-25,15471,18729,15471,18728,12830,1437.0,1561945.0
2000-05-26,18423,18729,16489,18728,980,1437.0,1561945.0
2000-05-29,16998,17914,16998,17100,2020,1312.0,1561945.0
2000-05-30,18932,19339,18932,19339,610,1484.0,1561945.0
2000-05-31,19136,19339,17711,18321,5480,1406.0,1561945.0
2000-06-01,18321,18321,16998,17303,6410,1328.0,1561945.0
2000-06-02,17304,17507,16693,16692,4520,1281.0,1561945.0
2000-06-05,16693,19136,16693,19135,11070,1468.0,1561945.0
2000-06-07,19441,21986,19441,21985,23180,1687.0,1561945.0
2000-06-08,25039,25039,20663,21171,25090,1624.0,1561945.0
2000-06-09,20968,21375,19339,21375,11050,1640.0,1561945.0
2000-06-12,21375,22393,20357,20560,2180,1578.0,1561945.0
2000-06-13,20561,21375,20561,21375,7090,1640.0,1561945.0
2000-06-14,21782,21782,21579,21578,4510,1656.0,1561945.0
2000-06-15,21579,21579,20357,20357,6740,1562.0,1561945.0
2000-06-16,17609,20357,17609,20357,9290,1562.0,1561945.0
2000-06-19,17507,20357,17304,20357,16550,1562.0,1561945.0
2000-06-20,20357,20357,18627,19339,3310,1484.0,1561945.0
2000-06-21,20968,20968,18932,18932,2270,1453.0,1561945.0
2000-06-22,18932,18932,18321,18525,4430,1421.0,1561945.0
2000-06-23,17609,19339,17609,18728,940,1437.0,1561945.0
2000-06-26,17711,18525,17711,18525,50,1421.0,1561945.0
2000-06-27,18321,19543,18321,19542,7760,1499.0,1561945.0
2000-06-28,19543,20357,18830,20153,13720,1546.0,1561945.0
2000-06-29,19950,23004,19950,22392,22830,1718.0,1561945.0
2000-06-30,19136,22393,19136,22189,6560,1703.0,1561945.0
2000-07-03,25446,25446,25446,25446,25000,1952.0,1561945.0
2000-07-04,29213,29213,29213,29212,25010,2241.0,1561945.0
2000-07-05,33589,33589,33589,33589,133240,2577.0,1561945.0
2000-07-06,38475,38475,30536,33385,87260,2562.0,1561945.0
2000-07-07,32571,38373,32571,38373,57490,2944.0,1561945.0
2000-07-10,36643,42750,36643,38882,40930,2983.0,1561945.0
2000-07-11,38882,38882,33589,34912,24080,2679.0,1561945.0
2000-07-12,34607,34607,30943,31858,8890,2444.0,1561945.0
2000-07-13,32571,36541,32164,36541,20260,2804.0,1561945.0
2000-07-14,34607,36643,34607,36235,17260,2780.0,1561945.0
2000-07-18,34709,40714,34709,39900,28800,3061.0,1561945.0
2000-07-19,38679,40714,37254,40714,12000,3124.0,1561945.0
2000-07-20,41732,43564,38882,42546,43350,3264.0,1561945.0
2000-07-21,40714,42343,37661,40714,7670,3124.0,1561945.0
2000-07-24,40714,42139,38679,38678,26030,2968.0,1561945.0
2000-07-25,33488,39696,33488,39696,2770,3046.0,1561945.0
2000-07-26,40511,40511,38679,40103,1970,3077.0,1561945.0
2000-07-27,40104,40714,38679,38678,4790,2968.0,1561945.0
2000-07-28,40714,40714,38679,38678,3290,2968.0,1561945.0
2000-07-31,36745,39696,36745,39594,1400,3038.0,1561945.0
2000-08-01,40714,40714,36643,37966,8680,2913.0,1561945.0
2000-08-02,38577,39289,37050,37050,6230,2843.0,1561945.0
2000-08-03,39696,39696,35829,36642,3930,2812.0,1561945.0
2000-08-04,39696,39696,37661,38678,11730,2968.0,1561945.0
2000-08-07,39696,39696,36236,36642,6210,2812.0,1561945.0
2000-08-08,38679,38679,36745,36846,3090,2827.0,1561945.0
2000-08-09,37661,37661,36643,37558,1820,2882.0,1561945.0
2000-08-10,38679,38679,34811,37660,2000,2890.0,1561945.0
2000-08-11,37661,37661,36846,37558,1870,2882.0,1561945.0
2000-08-14,37559,37559,35014,36846,910,2827.0,1561945.0
2000-08-16,36948,36948,35829,35828,380,2749.0,1561945.0
2000-08-17,37254,37254,34200,34607,3350,2655.0,1561945.0
2000-08-18,37254,37254,35625,36642,5690,2812.0,1561945.0
2000-08-21,39798,42139,39798,42139,22870,3233.0,1561945.0
2000-08-22,48450,48450,48450,48450,45840,3717.0,1561945.0
2000-08-23,54964,55677,50689,55676,40680,4272.0,1561945.0
2000-08-24,58018,64023,58018,64023,89610,4912.0,1561945.0
2000-08-25,71250,71250,59850,63107,58160,4842.0,1561945.0
2000-08-28,63107,63107,53641,53641,14290,4116.0,1561945.0
2000-08-29,45600,60868,45600,52928,60450,4061.0,1561945.0
2000-08-30,60868,60868,57000,60867,28390,4670.0,1561945.0
2000-08-31,65143,65143,59036,60867,13830,4670.0,1561945.0
2000-09-01,60868,60868,53336,53946,13410,4139.0,1561945.0
2000-09-04,59036,59036,48857,52317,22730,4014.0,1561945.0
2000-09-05,51096,60155,51096,58832,45640,4514.0,1561945.0
2000-09-06,58221,58221,52013,52012,14120,3991.0,1561945.0
2000-09-07,57102,58629,50893,58628,19060,4498.0,1561945.0
2000-09-08,54964,59036,54964,54964,7960,4217.0,1561945.0
2000-09-14,53845,57000,52012,52928,6110,4061.0,1561945.0
2000-09-15,52827,60868,44989,60867,106680,4670.0,1561945.0
2000-09-18,67179,67179,51809,57000,55500,4373.0,1561945.0
2000-09-19,50893,63107,50893,61071,26140,4686.0,1561945.0
