AJ네트웍스(095570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-28,8480,8580,8070,8510,10046,398458.0,9364459.0
2016-01-29,8560,8640,8400,8420,4348,394244.0,9364459.0
2016-02-01,8520,8520,8250,8350,3778,390966.0,9364459.0
2016-02-02,8290,8460,8210,8330,4317,390030.0,9364459.0
2016-02-03,8330,8390,8150,8220,7186,384879.0,9364459.0
2016-02-04,8160,8220,7869,8130,14487,380665.0,9364459.0
2016-02-05,8139,8200,7950,7980,11308,373642.0,9364459.0
2016-02-11,7980,8100,7540,7880,11071,368960.0,9364459.0
2016-02-12,7880,8060,7400,7510,7831,351635.0,9364459.0
2016-02-15,7610,7920,7540,7630,3766,357254.0,9364459.0
2016-02-16,7680,7700,7600,7640,7131,357722.0,9364459.0
2016-02-17,7690,7690,7350,7380,6819,345549.0,9364459.0
2016-02-18,7410,7859,7299,7620,11361,356786.0,9364459.0
2016-02-19,7540,7720,6660,6860,93584,321201.0,9364459.0
2016-02-22,6880,7040,6790,6860,43640,321201.0,9364459.0
2016-02-23,6980,7460,6860,7400,40334,346485.0,9364459.0
2016-02-24,7280,7489,7280,7400,17879,346485.0,9364459.0
2016-02-25,7650,7650,7020,7040,18437,329629.0,9364459.0
2016-02-26,7340,7440,7040,7290,21558,341335.0,9364459.0
2016-02-29,7470,7700,6840,7000,74962,327756.0,9364459.0
2016-03-02,7110,8280,6950,7730,92494,361936.0,9364459.0
2016-03-03,7950,8540,7730,8090,60500,378792.0,9364459.0
2016-03-04,8100,8780,8090,8430,47033,394712.0,9364459.0
2016-03-07,8480,8600,8170,8250,26144,386284.0,9364459.0
2016-03-08,8200,8330,7940,8140,21217,381133.0,9364459.0
2016-03-09,8100,8580,8020,8360,24391,391434.0,9364459.0
2016-03-10,8310,8490,8290,8450,11124,395648.0,9364459.0
2016-03-11,8450,8580,8370,8540,13587,399862.0,9364459.0
2016-03-14,8530,8540,8300,8310,9401,389093.0,9364459.0
2016-03-15,8310,8440,8160,8190,4360,383475.0,9364459.0
2016-03-16,8060,8560,8050,8340,9469,390498.0,9364459.0
2016-03-17,8340,8520,8200,8330,5987,390030.0,9364459.0
2016-03-18,8330,8330,8049,8200,9298,383943.0,9364459.0
2016-03-21,8200,8310,8060,8290,6599,388157.0,9364459.0
2016-03-22,8300,8430,8069,8120,17044,380197.0,9364459.0
2016-03-23,8210,8220,7900,7950,11010,372237.0,9364459.0
2016-03-24,8160,8160,7800,7930,29292,371301.0,9364459.0
2016-03-25,7929,7980,7849,7880,9383,368960.0,9364459.0
2016-03-28,7940,8160,7860,8050,27601,376919.0,9364459.0
2016-03-29,8020,8250,8000,8150,10663,381602.0,9364459.0
2016-03-30,8170,8580,8059,8300,22355,388625.0,9364459.0
2016-03-31,8330,8390,8210,8300,5497,388625.0,9364459.0
2016-04-01,8120,8580,8040,8080,10517,378324.0,9364459.0
2016-04-04,8350,8350,8019,8180,5829,383006.0,9364459.0
2016-04-05,8040,8160,8019,8100,6497,379261.0,9364459.0
2016-04-06,8300,8300,7880,7900,16894,369896.0,9364459.0
2016-04-07,8070,8090,7870,7900,7109,369896.0,9364459.0
2016-04-08,7840,8070,7840,8020,7660,375515.0,9364459.0
2016-04-11,7900,8030,7820,7910,15315,370364.0,9364459.0
2016-04-12,7849,7940,7830,7880,4763,368960.0,9364459.0
2016-04-14,7880,7940,7620,7710,16920,361000.0,9364459.0
2016-04-15,7610,7869,7610,7800,18554,365214.0,9364459.0
2016-04-18,8100,8100,7499,7580,18387,354913.0,9364459.0
2016-04-19,7640,7750,7500,7570,18752,354445.0,9364459.0
2016-04-20,7550,7660,7550,7620,3822,356786.0,9364459.0
2016-04-21,7609,7799,7600,7670,17803,359127.0,9364459.0
2016-04-22,7700,7860,7620,7680,10899,359595.0,9364459.0
2016-04-25,7610,7779,7610,7700,6734,360532.0,9364459.0
2016-04-26,7710,7740,7529,7560,12822,353977.0,9364459.0
2016-04-27,7669,7669,7530,7640,16552,357722.0,9364459.0
2016-04-28,7570,8010,7530,8000,26206,374578.0,9364459.0
2016-04-29,8040,8080,7860,8060,11950,377388.0,9364459.0
2016-05-02,8060,8060,7580,7760,9952,363341.0,9364459.0
2016-05-03,7710,7950,7660,7700,3790,360532.0,9364459.0
2016-05-04,7760,7760,7459,7540,7057,353040.0,9364459.0
2016-05-09,7510,7520,7230,7240,11097,338993.0,9364459.0
2016-05-10,7399,7399,7170,7290,11783,341335.0,9364459.0
2016-05-11,7280,7380,7180,7200,10455,337121.0,9364459.0
2016-05-12,7160,7400,7010,7380,13986,345549.0,9364459.0
2016-05-13,7450,7450,7299,7380,6613,345549.0,9364459.0
2016-05-16,7250,7450,7210,7300,5620,341803.0,9364459.0
2016-05-17,7400,7579,7330,7580,16551,354913.0,9364459.0
2016-05-18,7579,7620,7220,7260,5741,339930.0,9364459.0
2016-05-19,7270,7380,7160,7310,3553,342271.0,9364459.0
2016-05-20,7310,7320,7230,7250,3372,339462.0,9364459.0
2016-05-23,7250,7400,7210,7240,2942,338993.0,9364459.0
2016-05-24,7300,7300,7140,7140,3575,334311.0,9364459.0
2016-05-25,7160,7300,6820,6910,25915,323542.0,9364459.0
2016-05-26,7100,7100,6900,6960,2927,325883.0,9364459.0
2016-05-27,6920,6990,6920,6960,4783,325883.0,9364459.0
2016-05-30,7090,7110,6810,6860,10320,321201.0,9364459.0
2016-05-31,6820,7010,6680,7000,21337,327756.0,9364459.0
2016-06-01,6880,7000,6800,6820,11422,319328.0,9364459.0
2016-06-02,6950,6950,6780,6780,9371,317455.0,9364459.0
2016-06-03,6870,6920,6760,6880,4876,322137.0,9364459.0
2016-06-07,6810,6910,6800,6850,7022,320733.0,9364459.0
2016-06-08,6850,7010,6780,6970,17761,326351.0,9364459.0
2016-06-09,6970,6990,6850,6900,7292,323074.0,9364459.0
2016-06-10,6900,6980,6840,6860,6789,321201.0,9364459.0
2016-06-13,6880,6900,6810,6830,7517,319796.0,9364459.0
2016-06-14,6800,7220,6780,7200,29351,337121.0,9364459.0
2016-06-15,7200,7300,7060,7160,9223,335248.0,9364459.0
2016-06-16,7160,7300,7090,7130,4147,333843.0,9364459.0
2016-06-17,7100,7200,6880,7000,7080,327756.0,9364459.0
2016-06-20,6960,7190,6960,7070,7978,331034.0,9364459.0
2016-06-21,7180,7180,7050,7050,4816,330097.0,9364459.0
2016-06-22,7160,7160,6880,6990,5605,327288.0,9364459.0
2016-06-23,7060,7060,6920,6970,5577,326351.0,9364459.0
2016-06-24,6950,7020,6600,6800,14025,318392.0,9364459.0
2016-06-27,6470,6800,6470,6670,8513,312305.0,9364459.0
2016-06-28,6680,6750,6400,6680,14157,312773.0,9364459.0
2016-06-29,6820,6860,6720,6800,11836,318392.0,9364459.0
2016-06-30,6860,6970,6800,6940,6116,324947.0,9364459.0
2016-07-01,6940,7040,6800,6920,10530,324010.0,9364459.0
2016-07-04,6860,6990,6780,6890,11080,322606.0,9364459.0
2016-07-05,6900,6980,6790,6940,5910,324947.0,9364459.0
2016-07-06,6990,6990,6820,6840,8871,320264.0,9364459.0
2016-07-07,6810,6960,6810,6910,7400,323542.0,9364459.0
2016-07-08,6950,6950,6820,6930,8721,324479.0,9364459.0
2016-07-11,6860,7190,6850,7060,28559,330565.0,9364459.0
2016-07-12,7100,7180,7040,7150,19933,334779.0,9364459.0
2016-07-13,7150,7260,7150,7220,19044,338057.0,9364459.0
2016-07-14,7340,7360,7090,7220,7165,338057.0,9364459.0
2016-07-15,7140,7300,7120,7230,12473,338525.0,9364459.0
2016-07-18,7210,7270,7150,7240,7314,338993.0,9364459.0
2016-07-19,7229,7490,7170,7480,24674,350231.0,9364459.0
2016-07-20,7480,7739,7330,7740,19950,362405.0,9364459.0
2016-07-21,7800,7800,7340,7600,12506,355849.0,9364459.0
2016-07-22,7710,7710,7480,7600,7831,355849.0,9364459.0
2016-07-25,7510,7580,7400,7470,10247,349763.0,9364459.0
2016-07-26,7380,7489,7250,7400,17884,346485.0,9364459.0
2016-07-27,7370,7370,7060,7060,22959,330565.0,9364459.0
2016-07-28,7160,7380,7040,7350,16428,344144.0,9364459.0
2016-07-29,7399,7399,7100,7290,14701,341335.0,9364459.0
2016-08-01,7280,7290,7080,7190,6869,336652.0,9364459.0
2016-08-02,7190,7410,7100,7410,24980,346953.0,9364459.0
2016-08-03,7340,7940,7289,7750,28117,362873.0,9364459.0
2016-08-04,7790,7990,7600,7870,17315,368491.0,9364459.0
2016-08-05,8020,8020,7580,7890,22477,369428.0,9364459.0
2016-08-08,7890,8020,7800,7810,6355,365682.0,9364459.0
2016-08-09,7810,7970,7720,7830,11902,366619.0,9364459.0
2016-08-10,7870,7899,7590,7660,13773,358659.0,9364459.0
2016-08-11,7700,7730,7550,7580,5062,354913.0,9364459.0
2016-08-12,7650,7650,7450,7640,10276,357722.0,9364459.0
2016-08-16,7710,7710,7300,7450,19847,348826.0,9364459.0
2016-08-17,7380,7440,7270,7440,7228,348358.0,9364459.0
2016-08-18,7580,7580,7250,7310,10261,342271.0,9364459.0
2016-08-19,7260,7410,7140,7360,14940,344612.0,9364459.0
2016-08-22,7310,7390,7110,7340,16284,343676.0,9364459.0
2016-08-23,7300,7460,7300,7420,12291,347421.0,9364459.0
2016-08-24,7420,7479,7270,7310,9669,342271.0,9364459.0
2016-08-25,7310,7320,7100,7150,11267,334779.0,9364459.0
2016-08-26,7180,7180,6650,6880,39817,322137.0,9364459.0
2016-08-29,6850,6850,6600,6740,26030,315582.0,9364459.0
2016-08-30,6650,6880,6580,6610,16657,309495.0,9364459.0
2016-08-31,6609,6620,6409,6420,20956,300599.0,9364459.0
2016-09-01,6470,6630,6350,6610,10453,309495.0,9364459.0
2016-09-02,6529,6560,6369,6420,22775,300599.0,9364459.0
2016-09-05,6460,6510,6150,6240,42382,292171.0,9364459.0
2016-09-06,6250,6360,6240,6330,24396,296385.0,9364459.0
2016-09-07,6240,6320,6140,6280,20204,294044.0,9364459.0
2016-09-08,6270,6350,6089,6260,28025,293108.0,9364459.0
2016-09-09,6200,6280,6060,6130,16613,287021.0,9364459.0
2016-09-12,6160,6290,6000,6130,24190,287021.0,9364459.0
2016-09-13,6150,6220,6010,6160,14353,288425.0,9364459.0
2016-09-19,6150,7600,6090,6240,204101,292171.0,9364459.0
2016-09-20,6420,6420,6160,6380,51911,298726.0,9364459.0
2016-09-21,6349,6389,6260,6300,27163,294980.0,9364459.0
2016-09-22,6330,6459,6299,6390,27345,299194.0,9364459.0
2016-09-23,6400,6539,6360,6390,30840,299194.0,9364459.0
2016-09-26,6500,7570,6490,6930,542169,324479.0,9364459.0
2016-09-27,7260,7980,6530,6560,507520,307154.0,9364459.0
2016-09-28,6459,6600,6219,6230,151729,291703.0,9364459.0
2016-09-29,6290,6290,6160,6170,70816,288894.0,9364459.0
2016-09-30,6220,6270,6110,6160,44172,288425.0,9364459.0
2016-10-04,6200,6570,6200,6320,76398,295917.0,9364459.0
2016-10-05,6380,6450,6260,6300,43745,294980.0,9364459.0
2016-10-06,6300,6480,6300,6420,23264,300599.0,9364459.0
2016-10-07,6450,6880,6260,6700,162811,313709.0,9364459.0
2016-10-10,6800,6980,6670,6720,68836,314646.0,9364459.0
2016-10-11,7040,7160,6620,6760,155219,316519.0,9364459.0
2016-10-12,6820,6820,6670,6760,31812,316519.0,9364459.0
2016-10-13,6700,6780,6550,6700,45677,313709.0,9364459.0
2016-10-14,6700,6900,6550,6840,64278,320264.0,9364459.0
2016-10-17,6940,6950,6710,6750,36935,316050.0,9364459.0
2016-10-18,6740,6830,6700,6740,19700,315582.0,9364459.0
2016-10-19,6760,6760,6620,6740,18525,315582.0,9364459.0
2016-10-20,6740,6740,6620,6650,21549,311368.0,9364459.0
2016-10-21,6660,6690,6469,6540,47038,306218.0,9364459.0
2016-10-24,6630,6670,6400,6420,23404,300599.0,9364459.0
2016-10-25,6370,6500,6290,6480,23715,303408.0,9364459.0
2016-10-26,6480,6480,6280,6340,37804,296853.0,9364459.0
2016-10-27,6339,6499,6290,6370,15724,298258.0,9364459.0
2016-10-28,6370,6370,6269,6300,17051,294980.0,9364459.0
2016-10-31,6259,6339,6150,6250,17652,292639.0,9364459.0
2016-11-01,6240,6350,6150,6310,24349,295449.0,9364459.0
2016-11-02,6300,6300,6009,6180,35259,289362.0,9364459.0
2016-11-03,6100,6270,6080,6200,17186,290298.0,9364459.0
2016-11-04,6150,6150,6060,6090,19263,285148.0,9364459.0
2016-11-07,6140,6149,5989,6060,29889,283743.0,9364459.0
2016-11-08,6040,6069,5980,5980,23987,279997.0,9364459.0
2016-11-09,6029,6160,5460,5900,68489,276252.0,9364459.0
2016-11-10,5850,6090,5850,6070,46664,284211.0,9364459.0
2016-11-11,6100,6100,5830,5950,35672,278593.0,9364459.0
2016-11-14,5950,6000,5790,5990,28739,280466.0,9364459.0
2016-11-15,5910,5979,5819,5870,22776,274847.0,9364459.0
2016-11-16,5890,5950,5810,5950,16905,278593.0,9364459.0
2016-11-17,5880,5960,5830,5910,9420,276720.0,9364459.0
2016-11-18,5940,5940,5819,5870,14729,274847.0,9364459.0
2016-11-21,5830,5870,5790,5800,12413,271569.0,9364459.0
2016-11-22,5850,5850,5699,5770,16835,270165.0,9364459.0
2016-11-23,5779,5840,5610,5690,11696,266419.0,9364459.0
2016-11-24,5690,5770,5470,5630,39887,263610.0,9364459.0
2016-11-25,5630,5640,5490,5630,17328,263610.0,9364459.0
2016-11-28,5630,5800,5630,5690,18977,266419.0,9364459.0
2016-11-29,5620,5740,5550,5700,21063,266887.0,9364459.0
2016-11-30,5699,6000,5630,5930,35463,277656.0,9364459.0
2016-12-01,5900,5990,5820,5890,12788,275783.0,9364459.0
2016-12-02,5970,5970,5710,5720,21392,267824.0,9364459.0
2016-12-05,5700,5720,5460,5550,27827,259864.0,9364459.0
2016-12-06,5520,5630,5459,5530,16491,258927.0,9364459.0
2016-12-07,5480,5540,5380,5460,24195,255650.0,9364459.0
2016-12-08,5520,5660,5490,5610,16736,262673.0,9364459.0
2016-12-09,5610,5710,5520,5690,12297,266419.0,9364459.0
2016-12-12,5690,5830,5680,5710,19639,267355.0,9364459.0
2016-12-13,5730,5780,5600,5750,26754,269228.0,9364459.0
2016-12-14,5780,5800,5499,5630,15724,263610.0,9364459.0
2016-12-15,5590,5699,5580,5650,26109,264546.0,9364459.0
2016-12-16,5640,5970,5640,5920,32100,277188.0,9364459.0
2016-12-19,6100,6200,5780,6140,60396,287489.0,9364459.0
2016-12-20,6280,6560,6150,6320,144569,295917.0,9364459.0
2016-12-21,6320,6320,6080,6110,41160,286084.0,9364459.0
2016-12-22,6130,6260,6090,6110,21578,286084.0,9364459.0
2016-12-23,6139,6370,6120,6270,30654,293576.0,9364459.0
2016-12-26,6270,6490,6260,6400,47068,299663.0,9364459.0
2016-12-27,6360,6500,6310,6500,64523,304345.0,9364459.0
2016-12-28,0,0,0,6500,0,304345.0,9364459.0
2016-12-29,0,0,0,6500,0,,
2017-01-02,0,0,0,6500,0,,
2017-01-03,0,0,0,6500,0,,
2017-01-04,0,0,0,6500,0,,
2017-01-05,0,0,0,6500,0,,
2017-01-06,0,0,0,6500,0,,
2017-01-09,0,0,0,6500,0,,
2017-01-10,0,0,0,6500,0,,
2017-01-11,0,0,0,6500,0,,
2017-01-12,0,0,0,6500,0,,
2017-01-13,0,0,0,6500,0,,
2017-01-16,0,0,0,6500,0,,
2017-01-17,6240,6300,5750,5880,1140798,275315.0,46822295.0
2017-01-18,5870,6100,5730,6100,402226,285616.0,46822295.0
2017-01-19,6100,6100,5900,6000,264648,280934.0,46822295.0
2017-01-20,6000,6090,5750,5890,199652,275783.0,46822295.0
2017-01-23,5810,5920,5740,5740,186952,268760.0,46822295.0
2017-01-24,5730,5790,5460,5480,271529,256586.0,46822295.0
2017-01-25,5490,5550,5210,5230,327764,244881.0,46822295.0
2017-01-26,5230,5330,5120,5250,279473,245817.0,46822295.0
2017-01-31,5260,5430,5200,5340,177249,250031.0,46822295.0
2017-02-01,5300,5410,5220,5340,205872,250031.0,46822295.0
2017-02-02,5310,5310,5210,5230,181464,244881.0,46822295.0
2017-02-03,5230,5270,5110,5150,157440,241135.0,46822295.0
2017-02-06,5180,5180,5080,5140,100174,240667.0,46822295.0
2017-02-07,5140,5270,5120,5160,91614,241603.0,46822295.0
2017-02-08,5160,5180,4990,5080,184372,237857.0,46822295.0
2017-02-09,5080,5140,4995,5140,151462,240667.0,46822295.0
2017-02-10,5120,5250,5070,5220,83624,244412.0,46822295.0
2017-02-13,5240,5290,5160,5270,75291,246753.0,46822295.0
2017-02-14,5300,5320,5200,5300,95857,248158.0,46822295.0
2017-02-15,5300,5330,5260,5280,60936,247222.0,46822295.0
2017-02-16,5250,5320,5190,5230,89235,244881.0,46822295.0
2017-02-17,5140,5230,5140,5170,74292,242071.0,46822295.0
2017-02-20,5180,5200,5140,5180,52196,242539.0,46822295.0
2017-02-21,5190,5380,5180,5320,130429,249095.0,46822295.0
2017-02-22,5300,5380,5260,5330,116262,249563.0,46822295.0
2017-02-23,5370,5420,5330,5370,143874,251436.0,46822295.0
2017-02-24,5370,5380,5290,5340,118854,250031.0,46822295.0
2017-02-27,5280,5300,5100,5200,154593,243476.0,46822295.0
2017-02-28,5190,5410,5180,5380,214817,251904.0,46822295.0
2017-03-02,5380,5650,5350,5550,345628,259864.0,46822295.0
2017-03-03,5620,5700,5450,5700,331523,266887.0,46822295.0
2017-03-06,5700,5800,5620,5740,364840,268760.0,46822295.0
2017-03-07,5790,5820,5670,5670,175930,265482.0,46822295.0
2017-03-08,5750,5750,5490,5740,209307,268760.0,46822295.0
2017-03-09,5740,5830,5630,5770,170376,270165.0,46822295.0
2017-03-10,5770,5960,5740,5920,309927,277188.0,46822295.0
2017-03-13,5940,5980,5750,5830,127410,272974.0,46822295.0
2017-03-14,5790,5880,5580,5610,165468,262673.0,46822295.0
2017-03-15,5610,5610,5480,5520,153935,258459.0,46822295.0
2017-03-16,5660,5660,5500,5580,82798,261268.0,46822295.0
2017-03-17,5520,5590,5380,5420,190702,253777.0,46822295.0
2017-03-20,5400,5450,5310,5330,96855,249563.0,46822295.0
2017-03-21,5380,5420,5320,5410,96210,253309.0,46822295.0
2017-03-22,5400,5410,5300,5340,99979,250031.0,46822295.0
2017-03-23,5310,5460,5300,5370,140611,251436.0,46822295.0
2017-03-24,5380,5430,5300,5360,89930,250968.0,46822295.0
2017-03-27,5370,5450,5310,5440,125723,254713.0,46822295.0
2017-03-28,5440,5660,5430,5490,144392,257054.0,46822295.0
2017-03-29,5460,5530,5460,5490,59318,257054.0,46822295.0
2017-03-30,5510,5510,5390,5440,50406,254713.0,46822295.0
2017-03-31,5440,5600,5350,5580,120074,261268.0,46822295.0
2017-04-03,5590,5890,5520,5800,216116,271569.0,46822295.0
2017-04-04,5770,6050,5770,6050,330759,283275.0,46822295.0
2017-04-05,5990,6120,5990,6080,259703,284680.0,46822295.0
2017-04-06,6140,6170,6000,6110,156280,286084.0,46822295.0
2017-04-07,6100,6170,5910,6090,135043,285148.0,46822295.0
2017-04-10,6100,6100,5810,5970,109922,279529.0,46822295.0
2017-04-11,5960,6030,5850,5980,103564,279997.0,46822295.0
2017-04-12,5990,6190,5950,6150,123759,287957.0,46822295.0
2017-04-13,6170,6400,6170,6300,221456,294980.0,46822295.0
2017-04-14,6300,6320,6150,6210,66677,290766.0,46822295.0
2017-04-17,6210,6320,6130,6260,75746,293108.0,46822295.0
2017-04-18,6220,6340,6100,6290,82256,294512.0,46822295.0
2017-04-19,6250,6550,6200,6530,180039,305750.0,46822295.0
2017-04-20,6540,6540,6410,6530,52998,305750.0,46822295.0
2017-04-21,6600,6600,6400,6470,43765,302940.0,46822295.0
2017-04-24,6470,6530,6330,6350,69742,297322.0,46822295.0
2017-04-25,6350,6390,6290,6360,42674,297790.0,46822295.0
2017-04-26,6360,6390,6280,6320,96386,295917.0,46822295.0
2017-04-27,6380,6380,6290,6320,68537,295917.0,46822295.0
2017-04-28,6460,6460,6270,6340,108679,296853.0,46822295.0
2017-05-02,6280,6560,6200,6400,184960,299663.0,46822295.0
2017-05-04,6500,6500,6330,6440,32336,301536.0,46822295.0
2017-05-08,6400,6550,6330,6520,111142,305281.0,46822295.0
2017-05-10,6520,6520,6390,6460,98722,302472.0,46822295.0
2017-05-11,6500,6500,6340,6400,43786,299663.0,46822295.0
2017-05-12,6420,6470,6280,6420,50275,300599.0,46822295.0
2017-05-15,6400,6400,6310,6390,50975,299194.0,46822295.0
2017-05-16,6350,6410,6300,6350,72281,297322.0,46822295.0
